Ac9h4d3c2s 
Qc9s5h5d4s Ts8h8d4h3h QhJc8s8d3d 9c6s5s4s3s 
Ks8s4d2d2c Ah8s7d5d2d KhJh5h4s2h Qh6h5s4h2d 
Td8d7c4d2h Jd5d4h4d2h ThTc9s3s2s Kd6h5c4s2c 
Ah8h7h4c2h Qc5h3d2h2c 9h8d5s4h2c Qc8s8d5h3h 
Qd8d6s2s2d Kd9c7s6c2h Kd9h8h7h3c KsKd2s2h2c 
Jd9d4h3h2h 8s8c7d3d2s Ah8d7s5d2d Ad8s7h6c2c 
Ts8d7s4c2h Kh9d8d7d3s QhJs8s8c3s Qh9d6h4s2c 
Kh8d5s5c4d AdTh7s6h2h Th9c7d7c2c 9h5c4d3c2h 
Kh8h8c3d2d JsTh7d4c2c QdJh8s2d2c 9d8h6d4d3s 
Td8c7s4h3h Jh7s5c3c2h JsTs5s5c2s Kh7h6c2h2c 
AsKd6d3h2d 9s8d7s3s3c 8s7s5s3d2d 7s6d4h4c3s 
JdTh7c4s2c Kh9d8h7h3h 9c6d5d4s2h QsJh9d4c2c 
KhJh9c7h2h 8h7h6s4c2h AhKc4d2s2d Jd8s5c4h2c 
KhTh5h3d2s 9h8c7s2h2d 6s6c4d2h2d AhKc9d4c2c 
AsQh7c5c2c Ac9s8d4h4d Th7s6s4s3s KdJd7s5d2d 
9d6h5h4c2s Qc9h8d7s3d Jh7s6s2h2d KhQh8h6s3h 
Ad8h7h6s2c Jh9d6c4s4c KcTc8s5c2c Td8d6s6c3d 
JhTd8c3c2s Qs6h4s4h2s KdQd8c4d3s Kh9s9h4h4d 
Qs9d3c2s2d Ah9s8s4c3d Jh8c5d3d2c Ks8d6c5d2h 
Ks7s6h2s2h Qc9h9d4s4h 6d5d4d4c3h Ts7h5d3s2d 
KcQd9s4h2d Ad9s7c5h2s AsKd7h3d2d Ts8c7h5s2s 
JhTs4d4c2d AcJh7d5d2d Jd6s5s4c3s KdJc8s4h2c 
Jd8d6s4h2c Js8c6c3d2s Tc9c4d4c3h 9s8s5d5c2h 
9d4h4d2s2h JcTd4c2s2c Ks9s9c8s2s 5d5c4c3d2d 
Qh6d6c5s3d Jc7d6d2s2c Td7h6c3h2d KsQd9s3s3h 
AhTs6c5d2s 7s6s3c2h2c Qs9d7h7d4d QcJs7d4h3h 
Kc9d8s6s3s Qh9c6s5s2d Tc9c6h3s2d AcTd6s6d3d 
Ac7s6s4d3s Ac7c5c2s2d Qc9h9d4s4d KcJh9s6h2h 
Jd9c7s4h3h Tc8s7d5c2c Qh9s5s4c3d QdJh9d7d2d 
KdQd8c4d3h 9h9d4c3c2d Jd7h7c2d2c Jd8s7c4h3d 
Jc7s7h2s2c Qh9s7h4h2s 9c8h4s2s2c As9s9d4c2s 
As7h6h4d3h Td8s5d4c2d KhTs9c3d2d AsJc7c3h3c 
KdQs7c4h2s KdQs4s4h2s AhJc8d6s2d Jd8h6h3d2c 
Qs6c5c4h4d Jh9s5s5d2c 9c5s4h3s2c Ah9h5d2h2c 
AcJd7d6h2s Ts8h5d3d2h Ad8s7s4h3c Ac5s5h3s2h 
Jd9h6s5s2s AhTd5c4c2s KhTd8c5d2d AsTh5d4c2h 
Kd8d4c2h2c Jc5s5h3s3d QsTs4d4c2h QhJd6c3h2s 
AdKc9h4c2c Qd5h3c2h2d Ks9c8d5h5d Qc6d5c4c2h 
AsTd6h4h3h QcJh8s8d2d Qc6h6d3c2d 9c8d5s5c2c 
8h7h6d3d2h AsTh3c2h2c KhQh4c3h2s 8c6h4h3d2c 
QcTd8h3d2s Kc7d7c5c2h AcTsTdTc9h Jh7h5h4h3d 
6c5h5d4s2c KdQc7d4d3d 9h6c4c3s2s Kd5c4h4d3d 
Ts9c6d6c2c Jh7s7c6d3c KcTh6h3h3d AdKd9d4s2d 
AhKd6d3c2d Kh7h6c3h3d Qs9h7h3s2h Ac6d6c5c2c 
Jh6d4d3h2d QhJd9s2s2c JhTc4h3d2h KcQd7h4s2d 
Qs7s5s5c3h Jc5c4d2h2d Td9c6h2s2d KsJd8c4s2s 
Kc7h4s3s3h AhQs7s4s3s Ts8s8h3d2c KdTs5s3s3h 
Ks8c7d5c3c QhTc7c6s2c Ad9h9d4s2d Ad9d9c4d2h 
Kh8d7d6d3c 5h4s4d3s2d Qh8h5s5c3d Td6h5s5h4h 
Qd6s6c4d3h AsTd4d4c3h Ts8c7s7h2s 6d5d4d3h2c 
KsThTc4d2d Qs6h6c4s3d Kc8h8d7c2c JsTd7s7c2s 
9s8h5d3h3c 6c5c4h4c3d QcJd8s8h3h Qc8s6s5h2s 
Kd8s6d6c2d Qd9h7s7h4h KhJc8c5c2c Qd8h8c7s2d 
Ah7d5d3d3c JdTc7s7h2c Qc8d6s5h2h Td8h6s4c2h 
QhJs9s2s2c KcJd7h5s2h Qs9s5s5d4s Qh9s9c2s2d 
8d8c7h3h2d Jd9c6s3s2c AhJs6c4d3c JdTc8s3s2h 
8c7s7h3c2s Js9h4h4d2d Jc9d8h4d3s 9d6c5s4d2h 
KhJh8s8d2h Kc8d7h4d2h Tc8c6h6d3c Td7h5h3d2c 
Qd9h6d4s2c Ah8d6d5s2c Tc9c8c4d4c KdJs7c2s2c 
Js8h6h3c2s AhJs7c5c2c Qd7c6h5s2d Td4h4d2h2d 
Kh7h7c4s3h 7c6c3d2h2d Tc8h8c3d3c QsTs7h7c2d 
Tc9s6d2h2c JdTc4s3h2c 9s8c7h2h2d KsTs8h5s2s 
KsQh8d8c4d QsJc9d2h2d KdTd5d5c2h Qc8c7c5d5c 
AdJs5s4h2s Qs9c5s4d2h Kc8s6d5s2h 9c8d5s4h3d 
9h9c4d3d2h Kc8s7c6h2c 9d8c4d2s2c Jd8h4d3s2h 
Ac5h4s2s2h ThTd6c4d2s Jc7s6h5d2c Ks7c5c4c3d 
Qh9c3c2h2d Qs5c3d2s2c 9s8h5h4c2d 9s8h7s3s3c 
8s6c4c3h2s Jc9d8c4s4c 9c6c5h4s2d Js9c5d5c2h 
Kc9c8h4s2d Jc7s7c6c3h Qc9h5h4s4d Jd6c4h4c3h 
Js7d4s4d2h Qs7h5h5d4h Js9h8s2d2c 9s8s6h4d3s 
6h5c4s3h3d QdJc5s2h2c 6h5h5d4s3h QcJh4s4c2c 
Th5h4c3s2s 9s8s6c4s3d 9d8s7s7h3s Qd7h4d3h3d 
Kd9h7c6h2s 8d7d5c3d2c KsJc7d6h2c Ac6h5s5h3h 
KsQs8s8d4s 9c7s7h5d2c AcQh5s5d2d Ad6c5c4h3c 
9c4h4c2h2d 8d7d6s6h3d AsKh7c3h2h Ac8h7s5h2h 
Jh9d6s2s2d 7c6c5c4c2s Th9h8h4c2d KcTd6d4s2d 
Kd9h6s3s2h Ad9s6s6h4s 9s8c7h2s2d JsTs4s3c2h 
KsTh8h4h2d JhJd4h3c2s KcQd9c4c2h Kc7h5h4h4d 
Kh5h3h3c2c KcQh4h4d2h 9h8d4c2h2c JhTs6d4d2d 
Kh9s9d6d2c Th5s4s4c2c QdJc9d3h2d Qs8c5h4s3s 
AsJh8h6h2h As8s4s4h2d Jd7d7c4c2d Qh7h5s5h3d 
QcTs7s6h2s 9h6h5s5h2d Ks8s6s5s3c Kd7s7c6h3c 
Qs9d6h5h2h KhTc8d5d2d AdKs6c3s2s 6s5d4h4c3d 
Qh9d6c5c2s AdQd6d3h2c Qd9h3c2h2d AdJs6s6h3s 
QdJs4s3h2c QdQc9s3h2h 9s7s4h4d2h Jd7s6c5h2d 
Kh9c5s3h2d AdTs7h6s2s KhTd8s5s2s Qs9h6d4d3c 
KsTc9d3h2h AcQd3h2s2d Kh8h8d3c2c KsJs7h4s2c 
JsTh5c3s2s 6h5s3h2s2h Kc9d7s6d2h QhTd8d2s2c 
Qs9c7h7c4c KdTd5d3h2c Ks8s7d7c2s AcJh7s3s3d 
KsQh7h6d2h Ah8h4h4d2c Jc8h7d5d2s Jh8d7h5c2h 
AdQh6h3h3c AdQs9c6h2h QdTd5s5d2c QhJs9c2d2c 
Td7h6s5d2c Jh7s7h5c2d Qd9s6c4h4c Tc5h4h3h3c 
Kh9c8c7c3d KhJs8s4c2d Kh7h7d5c2h AcJd7d3s3d 
Ah9s7h3c2h QdTd5d3d3c Ah7h5h2d2c Ts7s5h3d3c 
Tc8s6s6h3s 8d7s6h4h2h KcQc5c2s2h Qs7s5s5h3c 
8d5s4s3d2s Tc9h6d2s2c 5h5d4d3h2h Ts8c7s5d2s 
As9c6d6c4c 9d8s7h4c3s Jd9h6c3c2h TsTd5s4s3s 
QdJs8h8c3c QcTs5d4d2d Qd8h5s4d3d Qh9c6h3s3d 
KsJc8c6h2c 7s6s4d3s2d Ad9d5h5d3d KdTs7c5s2s 
9h8d7d6d2d 8d7h7c3d2h Qh4h4c3c2s JdTc5h3s2s 
KcQcJc7c3c Qh9h8h7h3s Qd7d5s5d3h Td8d7s5c2d 
AcQh8d4s2s Js8s4c3s3c 9h8s5c4h3h Jc5s5c3d2d 
Js9d5h4h3h KcQs5d3d2h Js8d6c5h2d 9s8h4d2s2d 
AcJd8h8d8c KdQs9c5c2c JcTc8c2d2c KhJd7c6d2s 
QcTs8d3s2h KcTd8c3s3c Qd8d6h6d3s Jc9d4c2d2c 
QcJh4c2s2d Jd6s5c4s4h Td8s6d4d3d Ac7h6d4h3h 
Jd8s6c4s4h Ts6h5d3s3c AdJs9s4c2s Qh9s3s2h2d 
AsQh6c4h2h KsJd8h4s2s 9d9c6h4d2s Ts9c8d3h2c 
Js9h8s3s3d KsTd8s3s3h 7d6s5s5h2c Qc8s5c4c3d 
KdJd8s8c2d JsJc8s3d2h KsQh9d5d2d KsJh7s6d2s 
Th8d5h4s2h QsTc8h3c2d Tc9c8c5c3c Kh8h7h5s3h 
AdQc8h4s2s KdQh9d8d3d Ah7h5s3d2h 9h5s5c3s2h 
Ks8h6s6c2s 8c7c5d2s2h 8h7s6c4c2c 8s7d5c2h2d 
AcQd8d4h2d Jh9d6s5c2c Qh9s6h6c2h AdJc7c3h3c 
9d8s7d3d2s 9c8h7s4d3h Td8h6h6c3h Jh8s7h3d2s 
AcTc6c3h3c Jc8h6s5d2s Kd9c8s6h3s Qh6h5s4h2c 
7d6h6c4h2s Kc7d6s4h3s 7c5s5d4h3h 8c6s5h5d2s 
Th8c4h3d2d KdTc8s5c2c Qd8s8c3s2d As7h5h3h3c 
Jd8s6c3d2s Kd6c5d3d2h Ac9h6s6h3d JhTd4c3s2d 
Js5h5d3h3c Ac8h7h4d3s KcJh8s7d2d Qc4s4c3s2d 
Ad8s8c5h2h Qc9h8h5h2s Ah5c4s2s2c Kd9d7s4h4d 
Jh9c6c4s4d Qh8s4h3s3h AsQh7h4h3h JdTs7h7c2s 
7s5s5c4d3s Ah9d7d3c2c Qc9h7h6h3h Jh7c4h4c2d 
Ks6h5c4d2c KsJd8d4h2c Ac7h3d3c2s AsKc7h4h2h 
JsTs8s3s3d AsJd6h4c3h 6s5c4h2d2c 7s4s4c3s3h 
KsJd7h5c2c Qc9c5s5c4c 8h8c7s3s2h Ac8c5c4s2c 
9c8s5s2h2d Tc6d5d4d3h Kc9h3s3c2h Kc7s6s4h3s 
8s6c4c3d2s Qs6d5d4h3d QdJh8s8c3s Qc8s8d6s3s 
Qc8s8h6h3h Jd8c5c4h3s QcTc5s5c2d QsJc7h7d3c 
Kd7c5c4c3s Ts7s6h6d3s 9c6c5d4c2s QdJd7d5s2h 
Tc8d5s3d2s 8s8d4c2h2d Tc5h4c3h2d Ah8h4c3h3d 
9s8h5s4d2c 7d5s3s3d2h Kd7s6c4c3c Kh9s8h7h2h 
KsJd8c7h2h Ac9c5c4s4c Qh7h5s5c3d Kd7s6s4h3c 
QsJh9s3d2s 8h5h4c3h2c Jc9c6c4h4d Qs7d7c4s2c 
JhTd5c3s2s KcTs5s4d2s Qh9c7c2h2c Ac7s6c2d2c 
Td9h4s4c3s Qh8c6s5d2d Kc9d8h7s2d 9s5d4h3h2s 
Qh7h5c3c2c KsJh5c3d3c Jc7d5h4h3h 9c8c6h4c3s 
Js8h7h5c2d AdJh5c4c2s Qd6h6c3d2h Jc6d5c4h4c 
Js8s8d4h2c QcTc5c3s2h 9c6c5s5d2h Ad8d5s4d2d 
Kc9d7s7h4d 9h8d6h4c3h Ac9d5d4s4h KdQd8s8h2c 
Jh9h6h5h4h Qh9h8h7d4h Jh6s6d3h3c Qs9h5s4c2d 
Ks8d5h5c2s AsJh8c6c2c QcJs7d3d2s AsTc6d4d3d 
KdTh8d3d3c Ks9d9c5c3c AsKd4h2h2c Jc8h5s4d3h 
Qd9d8d5d2c 8d7h6d4s2d JsTd7d4c2d Ts6h6c5d3d 
4s3h3c2s2h Ah8d4h3h3c Jc7s7h2h2c AhQc6d4c2c 
Ah7h6c2h2d KdQs6h4c2h Kh9c8s5d5c 8s7c6d4d2d 
Jh6d5h4h4c KhTh4s4c3h KdQd8h4d3c KcJh8d5d2d 
Qh8s7h6h2d KdQs7s5s2h Qs9h8d7c3d AsTc4d4c3h 
Jc8s8d7d2h AcJd8d3h3d Tc7d7c3h2h 7c6c4c3s3h 
Ah6c5s5c3c AcQh8d4d2s 9h8d7d7c3d KsJs8h7s3s 
6s5h5d4h3h QdTd7h7c2s Qh4h4d3d2c Kh9h7s4h3c 
9h6c5s5h2d Jh9c4d3c2d KsKdKc5h5d Qh7d5d4c3s 
KdJh8h5h2h Qh7d6s4h3h Ad9d6d5d2h Jh8d6c5s2d 
KhTh5s3c2h 7h6s6d2d2c Td8s6s5s3s QsQdQcTs6d 
Jd8s7c6s3s QdTs6h6c2h Kd8h6d6c2d AcKh3d2s2d 
JsTc5c3h2c Jd5s4s3d2d Ks9h8d6d2c Jh9s6d5c2d 
AhQd6s4d2d Qd9c7h7c4c JcTc4s3c2d KcJh8s7s2s 
AsJh8h4h3h QhJsJhJd8d Ks8h7c4s3s Qd9h5h4c3h 
KcJs6h6d3d As9s3s3d2d AhQd6d4d2c KhQd9h3h3c 
Js8c7c5c2h Kd8s7c4s2c 7s6h4s3s3d As9h7c4s2s 
AhQc8s4s2d QdTs5s5h2c Jd9c8c4h2s AsJc7d7c2h 
Jd9c6s4s4h 9s8d6s4h3s Td9d8h5d2d 8h7d6h4h2s 
KcQs7h7c2d Jd6c5d4h4d Kd8d8c3h2h KdJd9d2s2c 
Jd6s5s5h3c 9c6s4c3h2s Qh4h4d3d2s KhQd9c3s3d 
KsJc8h4d2c Jc9s9d6d2d Qh6d6c4h3s Qs8s7h4d4c 
Ks9c3h3c2s 8c7d6c3s3c KdQs8h5c3c QhJs8s6s2s 
Ts8d8c4c3c AdKs7s2s2h 7h5s5d4s3s TsTc8d4d3d 
KsJc8c5c2c 9c5s4d3d2c Ad9h8h6s2h 9d9c6h4h2s 
Kc9h5d3c2s QhJc7s7h3h QsJh8d3c2s QhJd4d3s2c 
Ts8h7s7d3s 8h5h5c3d2d KdJc8h4d2d KsQs4h3s2c 
Th5s4s4d2d AsKh3c2d2c KhTh4h3d3c Tc9d7s4h2c 
JsTs4s3c2d AdTs7h5s2s Ts8h5c4c2c 8s7s6d3d2s 
9d7h4h4d2s 8s8d7d5d2d AsJsJhJd2h Ks9s3d2d2c 
Th8d7h4c2s Th8s8c5c2c Js9s4h3h2h AcQd8h4h2s 
KsKhKc9c2h Ts7d5s4s3s As8h8c5d2d KsQs4d3h2s 
Td9d6s3c2h 9h8c5s5h2d As9h4d3s2c KsQh7c4d4c 
Jc9s5d3h2c Kh8d6s5d2c Kh9s8d3s3d As7s6d2s2h 
Tc8d5s5c3c Jc7h7c5d2s Js6h5d4d4c Td9c6d4d2s 
Ad8d4s3d3c 9h8d5h4s2c KcJs3c2h2d 9s6d6c5h2c 
Kd8s7h5s3s 9s7s4h4c2h 8d7d7c6h2d Ks8s6s5c3s 
KsQs8d4s3h 9d5h4s3h2d Ah6s5s4d3s Qc8h7d5h3s 
Kc9c6h5c2c 7s5s5h3s2h Jh8s7d6c3s KsTc5c3d3c 
8c7s7h6d2c KcJd7c6s2c 8c7c6h6d3c As7s6s5s2c 
Kh7d4c3d3c Qd9s8c7h3c QcTc4s3h2d Ah8d6s5c2c 
9c7h4h4c2d KdTh7s3c2d KdQs5h3h2c Jh6c5c4c3d 
Jh7s7c6d3s JhJc5s3h2d 9h8c4h2s2c AsTd6d4h3d 
Kh9c6c5d2s AhTh4h3h3d AcKh4s2s2d Kc8c6s6d3c 
Kd7s6h6c3h KhTh8c4h3h Qs8c6h2h2c Jd9c8c4s3h 
Qd9h6s4s3c KcJh7h4h3h Ah8s6c5d2d Js9h5c3d2s 
9s5c4c3s2s Jh8d7d6s3d AhQd3c2s2d 6d5s4c2s2h 
AcJc7d3s2c AhQh6h3s2d KdQd8h8d4d KsJh9c2h2d 
Qh9c6d4c3s Td9h7h5s2h JsJc8c3h2d 9d8c7d3c2d 
7h7c6h4h2d Jd6s5s4s3h Kc8s7h5d3h Td7s5h5c3c 
Kc7d6h4s3h Jd9h8c4h3s 9d8s5h5d3d AsQs6c2s2d 
AcQd5s5h2h KhTh5h3c2s Ks9h8c5d5c Js7s7h6s4s 
JsTs4h3c2s AhJc8s8h8c Kh8c4h3s2s AhJs6c5d2d 
KsTc8c4c2d JcTh6s4s2s As9d6h6d4d AsKh9d4h2h 
9c8d4h2h2c Td8h7d3s3c 7d6c4d3h3d QdJh8s8c3c 
9d6h5s4d2c AdQh3s2h2c 9h8d5c3s3d Kh9c7c4d2d 
QcTc4s4h2d Kd9d7s4d4c 7d6d5d4d2h Qd8h6c4d2s 
Jh6h5d3d2h Jd8d6d4h4c As9c8c6h3c QhTd5h3c2h 
Jc6d5s4h4d Ac9d4h3c2s KhQh8s3s2h QdJs7c3c2s 
Js6c5s4s4h TsTd6c4s2h Ts7h5d5c3c Ts8h7c3s3d 
9h8d8c4h3s 5h5c4d2s2d JdTc4d3s2d 9h6s6d5d2c 
As7s6s5h2s KdQh4s4h2h KsTs5c3d2s As8d8c6d2h 
Kc9h3d3c2h 9d8h6d6c2d Tc7d7c3s2s Jc9s5s5d2h 
QcJd8s8h2s Js9d9c4h2c 9d6s5d5c2h KcJc5h5d2c 
QdJs6c4h2c As9h5d5c4d 8h5h4s3h2s 8s7h6h3s2s 
JhJd8h4h2h Kh8c5s5d2h QdTd8d3h2c As6h6c5c2d 
Js7c6c2s2d Qs9h5h4c3h Js6c5h5c3d AcTs7h5s2s 
QsTs5s3s3d Jc7h6s4h3d 8d7c6h4h2h AhJc8s6s2s 
Kc9c7h4c3s Ac9s3c2s2c QhTh8h7h3h Th9s7s7c2s 
Qd7d6s3s2h As8s4c3s3d AcTs6c2d2c 8h6d4s3s2d 
QdQc9c3c2c QsJd9h4c2c Kd8s4h3s2d JsJc6c4c2h 
7h6d6c4c2s Th7s5d3h2d Kd7s4c3h3d Jc6d5c4s4c 
QsJh7s7c3s Jd8h7s6c3c QsTh5c4c2c Qd8s7d6d2h 
QcJh9s4d2d Td5c4d3c2s 9h8s7d7c3s As7d7c5h2h 
9h5d4d3s2h KdQc7s7h3c Jh7s7h6h3d 6h4s3s2h2c 
Jh7h7c6h3s KhQc8c7s2c KsJh7c6d2h KhJh9h2s2d 
Qh8c7d5d3s Tc8s7h5d2d Qd9s5h5c3s Ks8s7h4d2c 
Td7d5s5c3d KdQc9c3s3h Qc7h7d4s4h Kc8d7c6h2c 
8s7s6h4d2s 6c5c4c3h2s Jd8h7d5s2d KhKd2s2d2c 
ThTd9s3s2s Td8d6s4d3d Qc7d5s5d4d KhKdKc7c3h 
Kd8c7h5c3c KhJc7h5h2h Qs7c5h5c4c Js9c8c4h2d 
Qd9c8c5c2h Tc5h5d3s3h QdJc8h4h2s 7h6h6c2h2d 
JsJc8s3h2d Qc9d7c4c2d Js6c5c4h3c Kh7s6c4d3c 
QsQdQcJhTs KsTs9s4s3s Jd9s6h2s2h Jd6h5h4c3h 
JhJc8h4h2h Js9h8s3d3c KhQsQhQc4s KhQh4s3c2h 
Tc8s7d3h3c Jd7c4d4c2h QcJs9d4h2h Js7d6c5s2h 
Jc9c3s3h2s KsTd6h4h2c Qs8h7c5c3d AhTd6h2h2c 
Kd8h6d4d3s KsTd8s3s3c Tc8c5h4c3d 9h6c5s4h2d 
KsQsJs7c2s QsTc7c6h2c As9s5h2s2c QsTc8h3s2s 
AsTc5h4d2c Jc9d8c3h3c Jh5d5c3s3d 9h5d4d3c2h 
Qc8h7s7h4h JhTs4h4c2h Ad9s7c5h2h Ks5h5c3c2h 
Qc9s6d5d2h Qc6d4s4c3h KsQc4d4c2c KcQs7h4d2s 
QcJd6s6d2h Qd7c5d3h2c Jd8h8c7d3s Js6c5s5d3s 
Qd6h4d2s2h 9h6s4d3d2h Th7c5d5c3s Kh8h5s3s2h 
KcQh6d4s2d Jd8c7c5c2h AhQd3s2d2c Ks9s9h4s4d 
Qs8d8c5s2s JcTd6s6h2c Th8s7d5c2c 5d5c4s2s2h 
Ks9d8h8c4c KsKhKc7c3h KhTs8h3h3c Th7d6h3s2d 
Qh8s8d6d3d Jh8s5s4d3c Kc9c5s5h3c Qs6h5d5c3d 
Ad7h6s5s2c QsQc9h3d2d Ac9s6s6h4s Kd7c5d3s3d 
6d5d4h4d3c QdTc6s6h2h Kh9s9c6c2d Js9c6c4h4d 
As9d4c3s2h Kc7c6h3d3c Jh9c6d2d2c As7s4s4c2d 
Th7s5s3h2d 8d6s6h4c3c Qh8d7s5d3c 9c8s5h4c3c 
JcTs4c3d2c Js8c7h6d3c KdJh8s7c2c Qs4h4c3s2c 
Jc9d7s3s2d Ah9d4s4h3h Ks8s8d4h3c Qd7d4c3d3c 
QhTs8d3h2h 9d5c4h4c2h Kh8h7d4c2s Ks9d8c6c3c 
As8h8d5d2d Js6h5c4s2d KdQc7h4s4h 9d8h5s4d2c 
8h8d6h4h2h Qc8c6h4c3s 9d8h7s7c3h Th9h8h4h4c 
Qs8d8c5c3h Tc8c7s4c3h Qd8c7c4s2s Jh7c6s4c3d 
Ks8h6s4s3c Tc6h6d5s3h Kc8s6c4c3h KcQd9h5h2h 
AdQd5d2d2c JhTd7c4s2s Qc9s7c4s2c Kc7d5c4c3c 
Ts5s4d3c2c Ah9d8c3s3d TsTc6h4c2c KhJs9d3s3c 
Qs8h8d4d4c Ks8d5h4d4c 9h5c4d4c2d QhJs6d4s2s 
AhJc8h8d8c AsJs7d3s2h Td8c6d4d3d Td9d6s2h2c 
AhJd6s6d3d 8h8c4s4d3s KsJs5s4c2s 9h8s6h4h3d 
Ah7h6h5d2h AcJd7d3h3d Qd7d5d5c3h Jd7d6h4d3c 
TdTc4d2s2h Ah7h6s2h2c 8d8c4h2s2c Qd8h6s5s3s 
KsTd4d4c3h QsJd5h2d2c 9d9c6d3h2s Jh9d6c5s2s 
KsJs9s2h2c Qh7d7c6s3d QdTh5s5h2c 6c5h5d4d3d 
JdTh6c4c2c Kd7c6d3d2c Kh8h8c7d3h QsQh8d4d2d 
Ts8s8c3h2d QcJc8c4c3s Js8d7d4d4c AsQs5s3h2s 
Kd9d8c5d3d Qs7d7c5h3d Qd8h8c6c3c Qd9s9c8h3h 
Jh6c4c3h2c QcJs6d3c2h Js8h8d3d2h Jh9d6s5s2s 
Kd9d6d6c4d Jh7d6s6c3h Qd7d5h5d3s Jc8s6h5d2h 
AcJh6s4d3s Jc9h9d4s2h Ah6h5h4h2s KsKdKc7c3d 
QcTd5c3s2c Tc8c5s4c3h Qs9c5h5d4c KsQh8d5d3d 
9h5c4s3c2h AcJs9s4h2s KdJh8c4s2h Kh8s7d4h3h 
Qd5h3s2h2d AcJh5h4s2h AdTs5c4c2h AdQs8h4c2c 
AsTd9h3h2h Kc9s5d3c2h Th8c7h4d2s KdTc4s4c3h 
9d6s5s5c2h AcTc6c4c2s Ah7d6s4d3d Ac9d4s3c2h 
KcQc8h3h2c Qh6c5h4h2s Qc8d4c2s2d Ks9c8h6h2d 
JhTc7d4s2d Qc9d6s2s2d Jd8c6h5c2c QsTd5c3s2s 
AcJc7s3c2d KcJh7s4c2c Kd4d4c3d2c KhJh9h2s2c 
Qc9s9d7h3h Jd7d5d4d3s Ts8d6s3h3c Jh8h5h5d3s 
8h6h5s5d2h Jd7h5c3c2d Jh8c6s4d4c As9d6s4s2h 
9s8d8c7s3s Kd7c4s3h3d QdJs9h4h2c JhTs8d3c2c 
Qs6c5c4c3d KsQd7s4s3s Ad8h7h4s3c Qs7d6s6h3s 
KsKhKdQdTd Js8c7c5h2d 9c8h6h3h3d AhJh7d3h2s 
Jd8s6c5s2s Kh8s7s6s3d 9h8c5h5d2h QdJsJhJd8s 
KsJs7d5s2s Tc7h7c3d2d Td8h4d3c2c KcQd9c8c3c 
Kc7c6c4d3c Jd8d6d4s4c 7c6c4s3c2s Qs7h5h4c3d 
Ac9h5s5d4s QcJs5h2s2d QdTd5d3h3d Ah9c7h3d2h 
Th9c4s4d3s Qd9c6s4s3h Ac9h4s3s3h QsJd9s3c2s 
Kd8s7h5c3h AsQc7h5h2h Jd9h3s2s2d Kh9s6c3c2s 
Ks9s6h5s2s Ad8s8h5h2h Kh7s5h3h3d KhQsQhQd4s 
Tc7d6c3s2d AhTs6s4c3s 9h5c4d3h2c Tc8d7d5s2d 
KhKdKc3d2c 8h7h5h3c2c Qh9c6h4d2s 9h9d4d3d2h 
Tc9s4h3h3d Ah6s5s5d3s KcTc5c3s2h 7h4h4d3s3h 
KcJh9h4h2s 6h5d3h3d2d Kh9h7s4h4d Qh9d9c7s3s 
8s5h5d3h2d Kd6c5h4s2h Jd6h5c4s4c QsQc4d3h2h 
Kh9s7d7c4s Ks9c6s3s3d Kd5h4s2d2c KcQc8s3s2c 
Ts7d5d3s2h Qh7h6s3s2c Jh9s8s4d2c Tc8h7d5s2d 
Jd6s5h3s2h KcJs7c3d2h JhJc8s3d2c Tc8s5c4c2h 
9d8s5c4h3s KcTc5d2s2c 9c6h4h3s2s JsTs4c3s2d 
Kd9h8c5s5h Td7c5c3d2h Qc5s3h3c2s 7s5s4c3h3d 
Qc6d5d4s3d Jh8h5d4s2h Jh7h6d4h3c Kh9h5s5h3d 
8d7c6c3d2d QcTs8h3h3d Qs9h5h5c4h Ah9c8c6s3c 
7h5d3h3d2s 8s8c7h4h3h Ah5d4c2d2c KhQh8c3c2h 
Th9h9d4h2h Js8c5c4d3h Qs6d4s4h3c KhQh7c4h3h 
Ah8d8c6d2s Js8d5h4d3c Th9c8c4c2d Jd8h7c6s3s 
QcTd9s9d9c Ad9h7s4d2d Jd6h6d3s3c QdTs5d3c2d 
TsTh6h4h3h Qc4s4h3c2h QsJh8h6h2h Js8d5s4s2h 
Ts9d6h6d2d Ks9d8h6c3h Th7h5s5c3h Js7s7c4c2s 
QsQhQcJdTh Ks9d9c6c2h Ks9h9d8d4d Ks8d4s3s3d 
AsKd6h3d2d As8h6c5d2d 9c5h4s3s2h Qh8s6c5d2d 
QdJs9s2s2h Qh9s8s5s2c KsQd7s7h2c KsThTd4c2c 
Kc9s8h6h3h JdJc5s3c2h Ac7c5h3s2c KcQs8h5d3d 
Qh8d7s7d4d KhJs8s3d2d Jc5d4h3h3d 9s8s6d4h3s 
9c5s5d3s2c 9h8s5h5c2d Qs8c6h5h3h Kc9s9d8d4d 
Ac9h6c4c2s QhJs7d4c3c Th5h5d3s3h QdJh9c4s2s 
AhJd8d6d2d Td8h8d3c2s QsJc5c2h2c Jd9c7s3s2c 
Ks5h4d2s2c AsQs5s2s2c Js7c6c4h3d 9d9c6c3s2h 
ThTc8s4s3s Qh8d4h2s2d As7h7c4d3d Ks8s8c3c2c 
9c8s8h4d3s KsJc8c6d2c Js9d6c2d2c QcJh5h2s2h 
Qs8d7c4d2c 9s6h5s5d2c Jc8c7s5d2c Kh9d8s3s3d 
