Tc7h6c5h2h 
Jh7d7c6h5h Qc9s9d3c2s Kd9s8s6h6c Jd9d7c6d2c 
Qh9h8d4d3h Kc7s5c2s2d ThTc7h3d2c KsJh5d4h3h 
Ts9h4h2s2c 9c7c6s6c4h 9h7s6d2h2d QsTs5d4s3s 
QcTs8d8c3c Ks5c3h3c2s Tc7c6d4s3h Qc9d4h4c3d 
Jd9d6c4s2c Kc9s9d7c4c KcJc8c5s2h Kd7s7h4h3s 
Ad5h4s4h3s 9h7s6h4d2d Qc7c5d4s2s Th9h6s6c4h 
Td9c7s4h3d JsTc5s5h2d Kh7d6s5s3c Js8c7s7d4s 
Tc6s6d4h4c QdTd9d3h2s As6h4h3s2s Tc9s8h5h2d 
9s9c8d7s4s Kc7s7h4h3s Js9h9d8c4h Kd8c7c5s2s 
JhTs7s7d3s 8c6s4h4c2h Th9s6s3s2h Qc9h7c6s3c 
AdQh8c6c3s Qc8c7c6s6c QcJs6c5d2c Tc7s6c5c3h 
AsKcTc3c2c 7c6d5h5c4c KdJc9s4h2d QhJs5h4h3h 
KsThTc8d3d JsTs9s7c2s KhTdTc8s3s AhTc8c4s2d 
KsTd7s6h2s Th9s7d4c3h Qd9c4s4c3d Ts7c5h4s3d 
QhJd5h4c2h Ad7d3s2s2c KsQh8d5d4d Qs9c5c4s2s 
JcTsTc4c2c Tc9d7c3s2s Tc9d4d3s2c Kc7c5s4c3d 
Jh9s6c5d3d AsTs9s6c2s QsJs6c3c2c Qc9h4d4c3d 
JhTc8d6s2d Qc9s7h6s2h KcJs5s4s4h QdTh7s4h3c 
KdQh8s7c4c Ac7s6c3c2s As8h5c4s3s QhTs4s3c2c 
QcJc8d3d2d QcTs9d3h3d QdTdTc7s2d Ts9s6h6d4s 
JsTd6c4h3h AhJd5c3d2c Qc8h8d6s4d Kh9h8d6h2s 
Qc8s5d2d2c TsTh5d3d2h Js7d5s4s2d AcQc7d4s2c 
Jh9s7d6c3c Jh9c8c7d4c QsTh8h5c3h KdJd8d5s2c 
Js7h5s5c4d Qc8s6s2d2c 9s7c6d4s3h Qh8d8c5c4s 
AsQc9h9d2h TdTc8c4h3s Th5s5c4h4d KhJc9c6s3c 
Tc8s7c3s3c Th7s6c5d3c 9h7c6c4h2s QsTh7d6s2c 
Td8d4c3h3c QcJs7c4d2d QcTc9c3d2s Kc7d6s5s3h 
Jd9d8s7h2c KdTd5d3c2c Ks6d5c4h4d KsQh5h4h3h 
AdJh6s6c2d Th8h4d3d3c 9s8c7s4h2h Js9s7s6h3d 
KhJsJh5h2h AhQd4h3h2c Td9h7h4c3s 7s6s6d5h3s 
Ks8c7h5s3s 9s5d5c4s4h JsJh8s5s3s Td9d8d7c4d 
9s7d6d5d3d Tc7s6h5h3d 8d6h4d4c2c AhQh6h3s3c 
8c6s5s4d2h Tc9h5c4s4d 9h9c8s6c3c Ts9s8s7s4d 
QcJc7s7d2s 8h7s5s5d4s 9d7s6s4h2d Kd9d7s2s2h 
Kh5s3s3d2h Qh9h9c5h3s Qd9h9d5d3c KhTd5d5c4d 
Th6s5s4d2d Ah9h4c3c2c Jc9s9h8d4h KsQh9d8s3s 
AcKc6d3c2h AsQs6s5s4s Jd8s7c5s5h AsTc8d8c2c 
Ts7d6h4d2s 8d7d6h4d3s 7h6s5d5c3c Jc9d5c3c2d 
KdJs7h6h3c Ts9h9d6s2c KdJd9d8d3h AsJc9d7d2h 
8s8h7s5c3s QsJs9h8s3s Kh9h6c3s2s AsJd8c6h3d 
Ac8h5c3d2s Kd9s6d4h4c As9s6s6d3c JhJc7d5s2h 
AdKd6d3c2h AsJc9h7h2d Th7h6h5h4d Jh6h5s5c2c 
JhTs6h5d2c Qc7d5h5d3h Qd6s5h3s2d Jh9s8d7d3c 
JsJh7d6d3c 8s7d5h5d4d Th9c7s4d3h AdTh9s3s3c 
Ah9h8d4c3h Kh8c6d5h3h Kc9d6s5h2c Td6s6d4s3s 
9c8c6s4c2s QhJd7h6s3h 8s8d5c4h3c Kd9s5h3s3h 
9h8s5c2s2c 8c6s4d4c2d AsKs8s6h2s KdTd8s5c3d 
9s8h6s5d2s KsJd7h4s3s Jh9s8s4h2s Qc8h7s5h4h 
9d8h8c6s3h AsQs8s5c2s Ad7h6s6c4c Qs9d9c5c4h 
9c8s6h6d4s Jh9c5d3h2d 9h8h5d3d2s AcKc6d4c2c 
8h5s5c4c2s Jc7s7d4s3d KdQsTh7h2c Jh6s6h5d2d 
Ad7c5h5c4c ThTc9c5c2d Qh9h8s3s2d Jc9c8h4c2h 
9c7d5c4s2s Qh8c6d6c4s Ah8h7h4h4c Jc9s7d6d4d 
Kc8d5d5c2c 9h9d7h3s3h KsQc4s3d2h 7s7c4c2s2c 
Kc8h7c3h3d Qh8d7d5d4c AsQs7d4h2s KhQd7h5h3h 
AhJh7h6h3c KsJc7h6h3d KsTs7d6s2h 9s7d5s5c4h 
QcJs6h4d3h Ad9c5d2d2c QhQc4c3s2c QcJd7h3h3d 
Jd9c6c4d2h 8h6h5c4h2d Qd9d8s4s3d KhQc8s7s4d 
KcQs7c5c3c 9h8h5d3s2d Tc8h7d7c3s JhTd6c4h2s 
Ac8d7c3h3c Ad8s8h2s2h Tc8c6s3s2d Kh8c6d5d4d 
AhKh9d2s2h 9c7h5d5c4s QsTs7d4s4h KdTc8h4d3d 
QcJh9s4s3d Ah9h5h4s3d Kd9d6d5c4d 9h8c7h4d2d 
KsTh3s3h2s KcQh7d6s3d 9d8s8h6c3s 8c6c5d4c3h 
QcJd7c4s2s Ah9h8h3s3d Ts7s6s5s4h Kd9s9c7d4d 
Qh6h6d5s3c Ks9h5s5h2s Jh9h8h4d2d QhTh7s4d3h 
9h9c8c4c2h Qh5s5c4h2s Qd9s7d6c3d KdTd5h5d3s 
Jh9c5c3h2c QsJc7d6s3s QdJh7h7d2d QsQc5s4s2s 
Kd9c7d3h2h Jc8d5c2h2d AcTh8s8h2h 9s9h5h4c3d 
Ks9c6c5h5d Jh9c7h5h3h 8s7s4h4d3d Kh9c7d5s3c 
AsJd5h5d3c Kh8d7s6h2c Ah7c5d5c4c Ac8c4d3s3h 
Ac8h6h5s5h AhJs8c6d3s Ad8d7d4d4c Td7d6d5d4h 
AhQc7s5d2c JsTh6d4s2c Kh9d7s4h4c Ac8h6s6h2s 
Jc9s6c4d2s TsTc8s5d3s Kh9h4s3s3c Qs9s9d5s3h 
QsJs4h3d3c ThTd8h2s2c Kd9d8s3c2c Ks6s4h3h2h 
Jh9h5c4s4d QdJs9s5s2h Jc8d7d4h3h QhTc9d5s2d 
Jh9s8d4s2d Qs9s7s6h3c Qs7d5h4s2d KhJd8s4h4c 
AsTs5s5d2c Ts9c5c3c2s QhTd7h4s4h Kh8h8d4d2d 
QsJd6d4d4c KcQh7s5d3s Qd9c7c4h3h AdKh9h4h3c 
JsJh6h6c2d KsTsTh5s3s Ks9c6d3s2d JdTd6d5d4d 
Ks8s7d4s3d Qh6d4c3h3d Jh8s8h4h3s KhQs8h3s3h 
JcTh6d4c2s KsTs8s8c4s 9s9d5d3c2c JcTd6h5s2c 
Qs8d6c4c3d 9c8h6s6d4c QsJc8d4s3h Th9c7h3s2s 
Ks9s8d5s4c Qs8d7h7c4s Ts9d5s4h4c AhTc6c4s2s 
Qd9s4h4d3h Qd6d5c2h2c Jd7s7d6s2c KsJh5c4c3d 
Kc8h8c4h2h Jc9h8s6s4s QsQd6d2h2d KdJhJd3d2d 
9d7h6c4d3s Qd9s9h8c4d Qh8s5c4c3s QsTc8h7s2s 
8h8c5c3s2s 9h9c5s4d3c AcJh5s4d3h Kd9s6c3d2c 
Tc9h7c3s2s Th9d8s8c4s Jc8s7d4d3s Qc8d7d5d4h 
Jc8s5s3c2h Th8h6c3c2d Qd9s8c3c2d Ac8s8h6c2c 
9s6s5h3h2h Js8c6d6c3d 9s9d8c7d4d AcQh9h7h4h 
AhJd8s5c2c JsJc4d3h3d Js7c5h4s4d Ts9s9d5s4s 
Th8h7s4s2h QsJc6c4c3h JhTh6s6h3c Qc7h6c4h2s 
Td9s8h7d2d 8c7h6h4s3d QhThTc7s2h Ad9d6c4c2d 
Kc8d7c5s5c Ad9h7s5c3c Ah9s8c7c2d QhQc8s7d2s 
Td8h6c5h3s Tc8s6d5s3h KhQh8c3c2s Kh7d6c5h2s 
AdQh9h7h4h Jh9h9d8h2c Jd8c7d6d2c Jh7s7c4s3c 
AhTd6s3c2h Jc9c5d4s4h Jc8d7c4d2h 9h6h5s2s2c 
Js9s8s4c2c Ah6c4h2s2d Kd8s7d3s3h KsQs9s6h2d 
KcTs9d4s3s QsJd8c4h3s KcQhQd8s3s Ks8c4s4h3c 
Ts9c4c3d2s Jc9s9d7s4s AdKdJsJhJc Td9h8s8d2d 
KhTd5c4s4c Jc7h7d4h3d Ah8h7h4s4h AcQc5c4c2h 
Jc7c6d5d2d Qc9s4h4c3s KhJh7s3d2s 8h7s6d5s2c 
Ks5h5c2s2d KsJh6s4s3c KhQh7h6h4h TsTc8c4d3h 
6s6d5h4c3d 8s8h5c4c2d 7d6d5s5d2s QcJs7d5d3d 
TsTh7h3h3d JhJd9d6d2c KdQd7c4d3h KsTh5h4c3d 
Qd9h9c5d4d Ac9d4s3h3c Tc9c8d5s3c Kd9c5s3s3c 
QhTc9s5d2s QdQc6d2s2d QdTd8d4s3h JdTc7s3s2c 
Qs8c5d2s2d ThTc3s2s2h Kc7c6c4h3s AhKc5c2d2c 
TdTc9s7c2c Th9s5h4d4c 8s6c5c4h2d Td7s5s4h2d 
Th9d4d2s2h TdTc9d5d2h Jh9h7d6c3h QsTs7s6d3s 
KhQc7s6s3d Jd9d5h4s4c Qh9d6s6h4h JhJc9c6c2s 
AdKs5s2s2h QhTs9h7c2h QhTs8c7d2d Js8c7c4d3d 
Th9d8d7d3c Jc7h7d5d2h 6s6c5c3s2c AhJd9c7c2s 
JdTh5c4c2s KsTs8c5h3s 9h6h5d4h2d QhJc7h4c2h 
Kd9d8h3s2s QsTd8d5c3d Kc9s7s6d4s QhJh5d4h2s 
Tc8s8c3d2s KdJh9c8s4s Kc9c5h4s4d 9c6c4s4d3s 
9c6d5d3c2d JhTh6h6d3c 8c7h5h5d4h Ac8c7c4s4c 
9s9c8s7d4s Tc8s7s7h4s QsQh8c7d2c 9d8s7h5d3d 
Qd7s7d6c2c 9d9c8h5h3s QcTd8c7c3h 7d6h6d3s3d 
Qs9d4d3s3h JhJc4s4d3d JdTs6s3d2s Ad8c5s4d3d 
Qs8d6h6d4c 9s6c5h2s2c QdJh8h3d2d 6s6c5s3c2s 
AsTdTc4c3c QsQd8d4c2d KcTd8s4c3c Qh9s6s5s5d 
Td6d4s3s3c KcJd9s8h4h AcTh5h4s4d Qh8c7h6c2h 
9h9c7d4d2c Tc9d9c5c4c 7s7d5c3d2c ThTc7c4d3s 
KsJd9h6c2d TsTh9h5h2d Kh7h5h4d3s Kc7d6d5s2s 
Kc9c8h8d4s 9h8s7h6h4h 9h7d5d2h2c QsJc7d3d3c 
Qh7d7c6h2d JcTs6s5s3s Td9d8s5c3d As9s6h6c3s 
8h8d6c3c2h JsTs9c5s2s KhJc7s7c4c Js5s5d4s4h 
Qh9h8d3d2s Td9d6h6d3s Jh9d6d4h2c JsJc8s3h3d 
8h5s4s4h3d 9c8h5d2h2d QhTh7h6d3h Js9d6d5h5c 
Jc8s6h5d3c Jd6d5s5h2h Jc8c7h7c4d Td9d5s2s2c 
9c7d6d4d2c Qc9d7c6s3c Ts8d6h5s3c AsJc9d4h4c 
Kc7c6s5d2h QhJc9d4d3s QcJh8h5h2s AcJd7c6h2c 
Th9h9d5h4h KdQs9c6h2s Jd5c4d3h3c Jd9d8h3s2s 
9c7c6d4d2s AcKc6d3h2c KdTc9c4h3c Qs9s8d6s3c 
QhQd6d4c2d 6h5h4s4d2d Ts7h5s5d4c AdQh4d3d2c 
Ks9d7c6c3h QhTd5d4s2c 9d7h7c6h3h Jc7s7h4h3s 
Qh9s9c5c3d 8c6d5s4h3c 9c7s6s6h4s Qh9h4c3s3c 
Tc9c5d2h2d QsJh8s4d4c AdJc8c7h2c Qh7s7h6c2c 
KcTsTc5c3c KsQh4d4c3h KhJc8c7c4c KsJh9d8c4c 
Th9s9d8s2s TsTd7h4s3c KsJd9s6s2c 9h9d6h4c3s 
Ks9h8d8c4s As9h5c4h3c Js9s6c4h2c QsTh8h5h3d 
QdTsTd7d3d KhJs8s5d5c KdJc6h6c4c Qh8d8c6s4d 
Tc9s5d5c4h KcJs8d5h3s KcTs6c4h2c Qd9h9c5c3s 
KsJs8c4h2d Js9s9c3s3h Ad5s5c2s2c Qs9s5d4d2s 
AdQh5s4c3s AhQc8s3s2c TdTc8c2s2h KhQc8h6h3s 
AcQs8s6h3s 7c6s5h5d3h 7s6c5h5c3d QhTd9d5d2c 
QhTd8h5s2h QcJc9c5c4c QdTs7h4s3c KsQd8h6c3d 
TdTc9s6c2c Kc8h7h5d2d QdTc9h5s2h Qd8h8d4h3h 
JhJc4d4c2s KhQs9d6d3d Tc7c6s5h5d QsTs8h8c3s 
7s7h5d3d2h Jc8s6s6h2h JcTc6c4d4c JdTc6c5s2h 
8d6s5d5c4d KdQcJc7s2h AhTd8s6c3s QhTd7s7d3c 
Js7d7c5c2d Jh6c5c3h3c Ah9d7s6c4s Tc7h6c4h2h 
AsQh6c5c3c AhTc9c5d2s JdJc5s5h2d 9h9d6h4c3h 
9s9d4d4c2s Qs9s8h6s3d Tc9s7s4d3h JhJd9s5c2c 
QsTh8d8c3c Ks9h9c8h5h TdTc8c5h2s AdQc8s5h3s 
JhTh8h7h3d Ts8s7d5c3h 9s9d7c4c2d Kd9c6h4s3d 
QcTd3d2d2c Qh9h6d4d2d Jc8d5d3c2s QcJc6s3s2s 
Ts7h5h4d2s 7s5c4s3c2d AsQc6d2d2c KcJdTc6c2c 
QdTs9d7c2d 8h6s5d4h3c 9h8h5s3d2s AcJs5d5c2c 
8c6h5c3s2s JhTd8s8d3d Jh9c6d4h2c KhTc9d4c3c 
Ad8c4d2d2c JhJc6h3h2c JdTs4h3s3c Qc7h7d6c2d 
Ad7s6h6c4c Jh5h5c4s4h Qd6d5s2s2h Kd8h7h5s2s 
QsQc9s4s3s Kh8d6s6d3s AdJs5s5h3c 9s9d7h4c3s 
Ts9c4c3h2s Kh8c6s5s4s AdJs9c3s3h KhJs6d4s4c 
KcTh6c4d2c QdTh4s2s2h Qh6d5s2h2d AhQh7d4s2h 
AhQs6d2s2d QhTs7s7d3c AcJc7c4h3c AdKhTc3c2c 
Ts9d8c7s2s Qh9h8d3d2c Kd8c7h2h2d 8c6d5s4c3h 
9c8s6d3d2c Ks9s8h5s4d Jc8s6c5d3h Qc9h9c3h2h 
Ah8s6s6d2d 9h8d6c3c2h Js9h9c8d4h 7h5d4h3d2c 
Ac7s6h6d4h Js8h5s2h2c Qs9s5h4h2s 9d9c8s4h4c 
Qs8c7c5c4h Qh5d5c4d3c Td9s8h5h2c 7h7c5d3d2c 
Kd5h5c2s2d KhJs5s4s4d Ts8h7h7c4h Jc9s8h6h4h 
KsJsJc5s2s KhTd9d5s2c 9d6d5c3c2c KsQs9d3s2d 
9s8d7s4c2c JsTd8h8d2d 9d9c5h4s3c QsTc9h7d2c 
AsTc9c5c3c Ks7c6d5h2s Th9h8d7h3s Kc7d6h5s2c 
7d6s6d3d3c Qd9s4s3s3d QsJc8c3s2s Qc7d5c4s2d 
Jh9h6d5h3h JcTh7h7d3h 7s6c5d3d2c KcQs9h6d2s 
9d9c5h3h2d AsJh5h5d3c AdTc7c4c3s QsTd7c5d3d 
Tc7s6c5h5d Th9h6h6d3c ThTd7s4h3c 8h5s5h4s3h 
Ac9h8d7d3s Kc7c5c4s3d Qd9h5d4s3c 9h8s7s4h2c 
Ah5s5d2s2d KcTd7c6s2c Ks9s9h7s3d AcQc7h4c3c 
KcQsJs4s2s QhJd7h4c2c Tc7d7c4d2h AsTs6c3d2h 
Kd8d6s6d4h Qc9d5s2s2c QhJd8d6d3c Qh9c5h4h2c 
9c8s7c6c3d Qh9c8d5s4c Ah8c4h3s3d Qs9h8c3h2s 
Kd7h6c2h2d 9h8h5c3c2s Kd9s6d4h3c KsJc5h4c3c 
ThTc8h7h2s QcTd6h6d3d AhKh9h5h2c QcJh8c4s4d 
Ks9d7s3h2d Ks9c6h5d2s Kd7h6s5s3c KcJhTd3s2s 
QhTd8s8c3s 7c6s5s5h3d 9c7s7h6h3h QcJh7c4d2d 
AhJc8s6d3c QdJc7c4h2h KcJc9c7d2h JsTs8h2d2c 
7h6c5h2h2c QhQc8s7h2h 6s6d5s3d2s AhQs6h4c2h 
Th7h6h5s3d 8h6s4h4d2d JsJc6c3c2s Tc6d5d4d2c 
KsQs8h7c2d Td9s9c8s3s Kc8d6h5c3c Ks9s7s6s4d 
QsTc8d7s2s Tc7h6d4h2c QdTc4c3s2s TdTc8d5s3d 
JhJc8c3s3d 9d9c8s5s3h QdTc7c4h3s JsJc9h7h2d 
TsTh3c2s2c AdKh7c5c2s 8s8h5d2s2c 7s6c5s3h3d 
Js9c7d6d4d Td9h8h7h4h Qs9c7d5h3c 6c5s4s3s2c 
Qs9c8c3s2s Kd9h7s5s3c 9d8s7d6d3h As8s6s6c4s 
Jc6c5s5h2h Qs9h9d8c4s Qh9c6h3c2s Js7h7d5h2d 
Ts9d4d2s2h 8d6s5s4c2h TsTd8s5h3s AdJs9d6d3d 
KcQc3h3c2h Th7h7d5h4s 9s6s4h4d3h AhJh5c4h3h 
Qs6d4h3s3d Kh6s5d3s3d Qc9d7d5h2h QhJd7h4d2h 
AhQcJs7s2s JsTs9s5d2s KcQhQc8c2c KcJh8c6s2d 
Th9s9c8h2h AcQh7h4s4h KsQc7s5s3s Qh9d9c5c4s 
JdTh5d5c2s QsJh9d4d3c KcQs7d5h3d Qh9c6s3c2h 
Qd9d8c4c3d QcTd7c4s3c 8c7s6c2s2c Kd9d8h6d2c 
9s9h8d7h4h Qs9s7d5s3h Kh9h4c3s3c JcTh5d5c2s 
Jd9c6c4d2s Qs9d8s8h4c QsJh6d5c2h Ah8c6c5s5c 
8h7s5h4d3c TsTh8c6c2d Ts6h5d4d2h Jd5c4d3s3c 
KsTh7s6c2s KsQc8c6h3d AsTd8c5d3d Ks9s6d3c2c 
6d5h4d2h2d Qd9d7h4h4d Jh9h6d4s2d Tc9c8h5d3c 
TsTc7s3h2c Th8s7h3s3h 9s6c5c3s2c QsTc3c2s2c 
Qs8s8c4c3c Ah8c7s5d3s Kc7s7d4d3s Js9d8c6s3h 
KhTc6c4d3c AhKdTc3s2s JsJd9s6c2s Jh9s5h3s2s 
JhJc7h3c2c Ts7s7c4c2h Kd9c7h6s4h KhQc9s6s3s 
Kd8h6c5d3d Qh9d4s4h3s Qd8d7d5d4c Ts8s5d4h4c 
Jh9h6h5s5d Kc8c6d4h3s KdQhTc7c2s Qd6s4c3d3c 
9h7s6d4h3c 8h6c5h3d2d Tc7h6s5h5d Js9h6c4c2s 
Ts9c5s5h4d JdTh6h3c2c KhTs8d6d3c 8h7h6c5h3h 
ThTc9s7h2h AcQd7s5h2d Kc9s7s6h3d JcTs6c5d2h 
Qs9h5d2s2d JdTs6h4c3c Qd9h4s4d3h JdJc5h5d2d 
Jc7d6c5d2d Qs6h5c2s2h Kh8s7c6h2d Js6h5h3s3h 
9d7c6s4d3h JhJc5d5c2c AhTd8c5s2c JcTh8d6s2d 
9c6h5h5c2h 9h8c6s6d4h As9s8d4c3s QhTs9d3d3c 
Ac8c7d6c3c TsTd9h6s2s QsTs5s4s4d Qd8s8h7s2h 
AsQc9h6c2d Th7d6h4d2d Jd5h5d4s4d JsTs9s5h2s 
Kd9s8h8c2d Qc9h6s3s3h Th7h6h5s3c Jh6d6c4c3h 
AdQd8c6d3d 8s6c4s3d3c Jd9s6c4d2s QcTd7d5d3s 
Kd9s9d7d3h Th9d4c3d2h Tc8c7d5s3h Jd9d7d5d4s 
AcQc7h4s2c Qc9h9d3c2h AcQd4c3c2h Th7c6d5d3s 
Kd8c5c3d2s QsJs4c3h3d Qh9s9d6h3h Jh8s7h4s2d 
JhThTd4h2h Jc7s6c5c3h Qd8c6c3d3c KsQs8d6s3c 
Qh7s5h4s2s Tc8c7s4s2c AdTh5h4s4c AdQd7c4d3d 
9c8h6d5s2h Kc9h7s6s3d QsJd8d3s2s AhQc9d6s3s 
Jd8c7h7c4s AsQd6c5h3c Ks8h7h5c2c QhTs8d8c3c 
Ks9h9d8c5c ThTd9h5h2s 8h6s4s3h3c ThTd7d4s3c 
JhJc9c6c2d 9h9d8s5d2c KsTc8d6d3h Kh7d6s5s2d 
AsTd6s2h2c AhQsJc7c2c KhJh9s3c2d JhJd5s5c2d 
KcJd7h6h3s Qd9c7c6c4h Kd8d5c4c2d Th9s8h8d2h 
QsQc4c3d2c QhTd8d5s3d AsKc8c6c2c QcTd8s8h3h 
Jc9h5h3c2h Ad5h4d3s3d Js9h5s3h2h Td8h4h4c3c 
Js7s6d5h5c Kh9s7h3d2d QcJsJd7h3h As8d6d6c2c 
9d8d5s3s2h AhTh9h6d2h Qd9c7c5h2h Jc9c6h4d2h 
JhTs7c3c2s 8h7s6c5s2d Js9d5s3d2d KsTs9d4s2h 
7h7c5s3h2s Kc9s9c7c3d Jd8h7s4s3h Td7h6d5d3c 
Th8s6s5c3d KdTc7h5h3h Qd7h7c6d2c Ks8h6h6c5d 
QhTd7h4c3h Tc9h8s5s2d Jc9h9d2s2c KdTd8h2h2d 
Th9s8s7c2s Ks8d7c2s2c ThTd8s7d2d QdTc4s2s2c 
Js8s7h3h3d QcTc6s3s2c Qs9d5s4s2d Kh8s5s3h2c 
Qs8h7h4h3s AcJh5h4d3s 8c7h5c4s3d Kh9s9d7h4h 
As7s3c2d2c AcKh8d6d2s As6c4s2h2d Jc8s7s7h4d 
Kc7h7c4d2d 9h8h7h5s4h AsJh8c5h2h TsTd7d4c3h 
Th6c5d4d2c QcTd9s3s3h Js9d6h2s2d Kc9c6h2h2d 
Kd9h7d3c2c Th8s7h7d3c 8d5s5h4h3d Ac9h9c4d3c 
Ac8h8c4c3s KsJs4h3s2h QcTc9c6c3c AcJh8h7d2h 
Qd9s9c5s3h Qs9c5s3d2d KhQs9s7d4s 7s5d4d2s2h 
Ah9d9c7s4s Kc9d7s4s3d Ks8s5h4h2s Js9h5h3h2s 
Kh7s5h4h3d 9h8d6s5c2d JhTd8d6d3d KsJs8s5d2c 
Kc8s4d4c3s Qh7d5h4s2d QdQc7c5c2h Qc9s7c6d3c 
Ks7c6h5s2d AcTh5d4s4d 9c8h6c5d2c Jd9c8d6s2h 
QcTs9s7h2s Qc9c8h4h4c Kd8h5d4s4c Qh9s6s5s5c 
Js9s9d8s2c Ts6h5h5c2s 9h7s5h4c2s KhQh7c4h3d 
KsTc7h4d3c Ts7c6d5d3h KsQc7s3d2d Qd6h4s3s3d 
QhJsJd7d2c Jc9h7d6d4d Ah6h5s4h2c 9s7d5h4s3c 
Ah9h6c4c2h KdQc7h6h3s Kh9h9c4c2h Tc9d4c2h2d 
Jc9s5h3c2h QhJd9c5s2s Ts7c6h4c2s As9d5s2s2d 
AsTs6d5s3s JhTs6d4h2c KcQc7h3s2h QcJc6h2s2h 
Kd5h3h3c2d 9h7s5h4c2c Ad9d9c5h2d Jd9c6h5s3h 
QsJs8d7h3c Qd9d8h6d3s KhJh9d3s2c Jd9c5h3d2h 
JdJc8d4h3s KdQs4d3c2h KsJs9s7h2c KcQc8s6c3d 
Kc7h6s5s3d KcTs8d4c3c 9s9d3s3d2c 8d7c6s4h3c 
Qh9c5h4s3d QdTc8s5s2h Js8h8d5s3c 9d7s5d5c4h 
QhQd9h4h3h Qc9s5c4d3h KcQc7h4c2h Ts9s8c7s3d 
JhTs6d4c3c 7s6c5s5d4s KcQsJd8h3h Ks5d3d2s2c 
9c8s7h6h2d Kd9h6c5s3h Th9d8h5h2s 7s6d5d5c3h 
QsJs7d7c2d QcTh9d7s2h 9c8s7s5s3h KcQs9s7d4s 
9d9c7d3h3d KhQs8s4c2c KdTdTc5d3d 8h7h6d4h3c 
Kc9s8s6h6d 9s9d5s5c2h KsJs5s4h3s KcTs9h7h2h 
6s5h4s4h2s QcJs5h4c2c Jc7s7h4s3h Ah9c8s7s2d 
Jc9h6h5h4h QsQh6h4d2h QcTc7d4h3c 9s7d6d4c2s 
QhTh4s4c3d Kd9h8h6s6c Ts9s9h6s2c KhTc7h6s2h 
Jh8s7h7d4h Jd9c8h5s5h KhQcJs8d2d QhTd7d5d3c 
KhJs7s7c4s As9c5h4c3h As9s6c5s2d AcTd6d4s4h 
KsQs9s8c2d AhQh7s4h3h Kc7s7c5c2s QdJs8s6s3c 
Jd8c6h6c2h KdJd9s7d3d Qc9s5c3s2s 8s6c4d4c3d 
KcQs7d6d3h TsTh8h5d2c 9s8h7h5h3d Kd9d7d6d4h 
Jd9d7h6c3d Th9s9d8d3d Qh6c4s3h3c Ks9d7d4h3h 
Ah7d6s6c4c Kc9s7s6h4s Kc7s7c4d2d Th9h5c2d2c 
Js8d6h6d2h JdTd8d7s3d KcJc8c6c4h 7h7c5s3s2c 
AdJs5h4c3s Qc6s5d2s2c KdJh6c4h3s 9h7s6s4s2h 
7s7d5h3s2h 8d6h4d3s3h Qh8d7s7c4h KdTs7d6h2d 
Td9s9h8h3h Tc8d4c3s3d QdJd6s2s2c Ts8s8h5d3c 
9h7s7c2s2c JhJc8d4s3c Td9s9c8h3d Js8c6d5h3s 
JdTh7d3h2h Ks9h7h4d3d Jh9s6s4h2c AdKsJc6c2c 
8s6d5s5c4s AdJc5h4s3c Kc8c7s4c3s 9h9d8h7s4h 
KsQcJd8h2h Jd9s5c4c2s JsTsTh4s2s 9s7h7d5s4s 
Tc9s4s2h2c Jh8d6d6c3c QdJh7s3s3h KsJh7d6d3c 
8d7c5d4h3s 9s6s5s5c2c 9c8s7c6c3h QsTh6h6d3h 
Td8h6s5d3c 7d6d5h5d2h 9s9d9c8s8d Kc8s6d5c3c 
QhQd7d5d2c QsJh5d4s2s AcKd8s6s2h QcTh7s7h3d 
8s8c5h4d3h QhJh8c5h2d Jc9c5s4c2s Ks8c7d5s3s 
6s5s4h4d2h KhTs7c5c3c Ac9s9h7h4h 9c7h6c4s2s 
KhQd9h8s2h Qh9s5h4c3d KdTd7h6d2s KdTs8c7h2s 
QsTh9h7c2h Ac8c7s6c3c ThTc9s7s2d Jc9h8h7s4h 
Qh9s9c8d3h TdTc6c5c3c Qh8d7s5s2d Kc7h6s5d2c 
AdTh8s8h2h Td8h7s7d3c Jh9h9d7c3h Qs9h7d4h4d 
QsTh8h5h3c AhTh5s2d2c JcTc7s7d3c QsTd9c5h2c 
5h4s4h2s2h 9c6c5h4h2h 9h9d8c3s3d AcJc9c7s2c 
AhQd5c4c3c QhQc6c2s2c 9d8c7c5c3s KdTc9s7s2s 
KdTsTc5h3h Ts8h4h4d3d Td9s8d5d2c QhTs7h4c3h 
Ts7c5s5h4d AsJd5s5c2s KhJs9d6c2s QhJs5h4c2h 
9d9c5d4h3s KhJhTh6s2h Kh9s7d4d3s Th9c6d4d3s 
Qd7h7d6c2c Js5s5c4s4h AdKd6h4d2d Qd9s9c7d4h 
QhTsTc7d2h 9h9d7d3d3c Kd8d7h5s2c Qh6h5s2s2d 
Jh9h5c4s3d Ts9c7s4c2c JdTc6h5s2c Ts8s8c5s4s 
Ad9d8d3s3c Ad9h6d5d3d 7c6c5s5c2s QhQc4s3c2c 
9h7d5h4c2c Tc7d7c5c4h KsQsTc6s2s KhTd6h3s3c 
As9d8h7h3c Ah9s4c3h3d Qd9s8h3h2d KhTd9h6h2h 
