QdJs6h5h2c 
Kc6s5c3h3d Th6s6c5s4d Ad9s4s3s2d AhTc8s4s3d 
AcTc6h4d2c Jd9c8s8h4d Ts7s6h5s5d Ks9s9c7h3s 
Ts7s6c5s5h Th8c4c3s3h JcTh8h6h2h Th8d5s4h4c 
8d8c5h3c2h Kc8d6s6d5d As9h8d6c4c AcJc8c4c3d 
JsJd9c5c2c KcQc9s9c4h KsQh9c4h3d Tc7d7c5d2d 
Qh6s6h4h4c KsTs9d4s3s Td7s7h5c4c Kh7d6s5c3d 
KcQs8h5s3d 9d7s6c4c2d Ts7s6d5s5c AsJc8d7h2h 
Ks8s5d3c2d KdJs9d3c2h Td6c5c4d2d 9d7h5s2h2d 
Kd6s6d5h3d 8h7h5c4h3s Kc9h6h2h2c JsTd8c4h2h 
Ac7s4h2d2c 7s5h5d4s2h Qs9d7h6h4h AhJs8s5s3s 
Ad8h6h3d2d Qh9c8h7h4d AdKc9h4d2d Qs8c6s5h3s 
AdJh9s4h3h 8s7d5s4s3h Ts8d6c5d3d Th8d6s5c3d 
KcJh6c5s2c AcJh8d4s3h Ks9s9d6h2c KhQc9s4c3d 
Jd9h6h5h3s Kc9s5s4c2c 9s9c7d4c2d KsTd8h6c3h 
Qd8s8c4d2s KhKd9d3d2d Ad6d4h4d3s Kh8d6d3c2h 
Td7d5s4c2s 9h7s5d2s2h AsKh9h6d2h Kd6d5s5h3d 
Jc8d6d4c2c KcJh9h5h3h Tc9d5d3c2c TdTc8h6s3s 
9c7h5d5c2h Ad8h7c5c3s TsTd9c4h3h KhQsJc7d2s 
QsTc9c4d4c 9c7c5h5c4s AsQs5c2s2h Qh6s6h5d4h 
QsJs8h7d2c TsTd9d8d2d 9d7d5s3s2h Qc9d6h5s3h 
AdTd8c3s2d KsQd7c4s3s AhJh5h5c3h KhTd9c5s5d 
Qd9d8h6c3d Kd6s6c5c4h QcTc6c4c3d Qc6s6c4d2d 
Ad9h8c5c4c KdJs6s5c2h Qc5c4h3s2s Td9d6c4s3d 
As9c8s2s2d Tc6s6c4s2d 8s8d7h6c3d Ks8c7c5c4c 
As5s3c2s2c AhKc9c4d3c AhJs8c3s2c QhJc6d4c3c 
KsQcTd7h2d QdTs8h4h4c QsJh8s8c2d 8c7s4h3s3c 
Tc7d7c5h3s Tc9s8h7h3h 9s8d8c7c3h Ts6d4d3s3c 
JcTc6s4h2d KcJd7h3s3c QhTh7c6d2s KhJd5s2h2c 
Ks7d6d5c3h KcQs4d4c3c Ks7s7d4s4h Qh9h6c2s2c 
Qc8c5d5c2d Kh9s7d3s2h AhQc8d8c2s QhJd9h4s4c 
QsTd4c3c2d QsTh8s4d3s KcTc9h3s2c KhQd4c3h2s 
KcJd7h4s4d AdTc3s2h2d AhJs9c6c4c Qc7s6s4c2d 
QhJc6h4d3h Qc9s5d4d2s Tc9s7c3c2s 9c7s6h2s2h 
Jh8c7c5s3d Ac9d5h4h3d Tc8h6d5s3s Ts7d7c5s2c 
KdQh4c3d2s QcJh8c5d2c AdJc8s3c2s QhJd7c2h2d 
As9d7c6h4h Ts7s7c6s5s AsJd9d7c2d 7h6s6d5s3s 
AdJh6h5h4h 9d8h8c7s4d Kd9d7h7d5d JsTd6h4c2s 
Qd6d6c5d4s Ks9d8s7s3c KdJs5h4s2c Qs5d4d3c2s 
Ac9s8c7c2c KcJc7d4h4c KdTd9h3c2d QcJd6h5c2c 
Qc9h8c7c4d Qs9c6h5h5d 9s7h6h4c3d Ad8c7s4h4c 
KhJd6h5s2h KsJh5s4d2s Js6c5s3s3c AcTc6h4c2s 
Jh7h5d4c3s AsJd9c7d2d KsQh6d5h2h Ah6s4h3s2h 
Tc6c5h3h3c Qc9h8h6s4h KcJh7h4s3d AcTh6s5h3d 
QhTd8c4d3s KhKdKcQcTs Qd6d4s3s3c 7h7d6d4d3s 
KdTc7h7c3c Ah9s9c5d4s Jh9s9d6h4h KcJc4c3d2d 
9c8s8h4h4d Ac8d5s4s2d Ts7c6c4s2s Ks8d5c4s3h 
9h6s6c5d3h Th9s5s4d4c 9h8d6d3s2h Ts9h7c4h2c 
AsQd8h8c3d Jd9d8d6h6d 7h7d6c4d3d QdTd7d4h2h 
Ts7s5d4h3c AsKc4h3h3d AcJhTs6d2d 8c5s5h4c2h 
8s7h6c4s3d Th8s6h2s2h Js8h6d5d5c JsJd8d6d2h 
Ah8h3d2s2d KhTh9c3s2h Ad8c3d2s2c Qh6h5s5h2s 
AcQh9c4s2c AdJh9h7s2h Js7s5d4h3c Ts8c5d2s2d 
KdJd9s9d4d AdJh6c4s4h 9h7c6c2s2h Kh8d4d3s3h 
AhQc9s9d3s AcTh8s5s3s Ah6s5h4h2c Tc9s6d3c2d 
Td7s7d5c3h 8c5h5c4h3h KdTs7s4h3c Th7d6d5d3c 
As6d5s4s2h AdQh8h6c2h AhQh5d2h2c 9s7d4h4d3h 
8c6c5c4h2s 9c8c5c4d2d Kc9c5d3d2d KdTs8c5h3s 
QsQd7d6d2h AcJh6d4s4h Qs8c6d5h5c Qc9c8c6h3d 
Td9c7c4s3c KcQh5h4d2h KsTd5d4h4d 8h6h5h4c2s 
KhJd7s7c4s As8h6h4c2c QsTd9d4c2d Jd6s5s5c2d 
As8d6d3s2s KhQc8d7h3s KdJs5s4h3s 9d7h4s4h3d 
QdJh7h6s3h KsKh7d4d2d Ad8s6s5h5c Kh7d6h6d2h 
Jh9s8d5s3s Qs9h8s3s3h Th7h5c4d2c Tc7s6c5s2c 
Tc7c6d5h5c Qh9h6s6h4d 9s6s6c5s4d Qd8h6s5c2d 
8d6c5s3d2c Th6c5h4c2h Kh8d7s7d3s Js9h6h4h2s 
JhTc7h6h3h Qs8h5h4c3c 8d7c6h5s2s 8s6s4h2h2d 
8s6c5h3s2h Jd9h7d4h2s 9c7c6d4h2h Kc9h9c5c3d 
KhQd7s4h3h Qd8c7h6s3d AsTs9s2s2c 8d7s6c4h3c 
QdJs8d5c2d 9c6d6c4h2d 9s9c8h3c2h QhTc7c4d3c 
AhQc8d4c3s Ts7s6d4h4c Ah8h8c3d2s AcTh8d4d3s 
Qh8s6c5d2h AsJh9d4h3h Qc9s7c5s2c Kh9c8h6h3d 
QhTdTc5d2d QsTc7d2s2d 9h7d6c4c2h KsTh6h4h4d 
QsTh9c4c2d AcJs5s4s3d Ad9s7h7c4s KdQd9d9c4h 
KhJc7s3h3d 8h7h6d4s3c QdThTd7d2s Ks8h7c5h4h 
7h7d6h4h3s AcJs8h3s2h Th7h7c5s3d 9d8s6c5d2d 
Tc7c6s6h2h 8h7h5h4s4d Ks9d7c6h2s Qd6s5h4h2s 
Kd9h7c6s2d Jh9d5d2h2d Kc8d7d6s2s Kd9d8d7h2s 
AdTh8c6h3h QcTc6h4c2d Kc8h7s7d5h JdTh6s6c3s 
Ac6d4h3s2c KhQc9h6d2h Jc9d6h6c3s Td8s8h5d3c 
Td7s7d6s2s Js9c5h4d3s Qs7c6h5s3s Kh6h5c3c2h 
Th6s6h4s2s 8h5s5h4d2d Tc8c6d6c4c Ad8d6s4h3d 
As7h3s2h2c KhQs9s5d2c Th8d5c4s4h Kh5h4h3s2s 
KdQh7s5s3s Ts9d8h7h3h AdJh6h4c2c AcTd8d6s3d 
QcThTd5h2h KdJd4d3c2c Th9c7h3s3d ThTc9d3c2s 
QsTc6d4c3c KdJh7c4s4h KdQh8s7d3c Ts7c4h3s3h 
ThTd9s3h2c Ac8h5s4s2h Kh8s6h3s3h 9s7h5c4c2h 
AdJd6d5d3c 9d6h6d5s4d 9h7h6d4s2s KdJs7h6c3c 
AsKc9d4c3c AcQc5d2s2c Qd6s4s3s3d Ah8s7d4s4c 
KcQc9d5h5c KdTsTc6d2d Ts7h5c4s2h KsQdJs3s2s 
AhTh6s4c2h Th9d7s4d2s KdTc8c7c3s JhTs4d4c3s 
Ad6d4d4c3s Qc6c4d3s3d Ad6h6c5c4s 7s5h5d4h2s 
KdQh6c4d2d Ac9h9d8h4h As7s7h3h2s 7c6h6d3s3c 
KcQd9s8c2c 9h7c5s5h3d Th9h6h5s5h AsQs8s6d2s 
Qd7h6s6c5c QhQd7d6d2s Ad9s8d2d2c 9h9d7h4c2c 
8c5s5d4c2d KdQc6c4s2h Tc7h6h5h3d Jd8d7h5d5c 
KdTd9c6d2d 9s6c5h3c2h QhTd7d4c3d Qh9s9d5s4s 
KdTc7s7c3h KsJc7h6d3d 9s9h6s4s3d AhTs3d2h2c 
9d7c6h4s4d AdTc5c4s4c KhQc7s7d4s KdQd9s5h5d 
Kd8h6s6h4c 9h8d6c5h2h KsQs8h5s3d Ad8c7h5h3s 
JsTs3d2s2d AhJd7s7h2h 8s6d5h3s2h AdJs8s5s3s 
AcQsJd6d2d 8h6c5s4s3d 8s8h6d4c3c Jh9s5s2s2h 
KcQs9s8d2s Td7h7c5d2h Kd9d6h6d5d Ks9d8d6d6c 
9d8h8d4s4c Qd5s4s4h2d Qs9d9c5d4d Jh9c7s6s3s 
Td9d6c4s4d KsQs9c8s3d 9h8s8d3h2s Tc9c6d4s3c 
Ah8c5c4s2s Ac9h5s4s3h 9s8d7h6s2c Ks7d7c5h4d 
Qh9d5h4d2h Ks9h5h4s2s KdQh5h4c2h JdTc9c4c2c 
Qd6d6c5s4d Th7d6h5c3h AdJh7s4d2d 6s5h4h4d2s 
AcQs4s4h3s QsThTd7c2d QhJs9s4s3c QhTd9d3s2c 
AdQh7s4s4c 9s6h4s4c3h Ts7s5c4d3h 8s8d7c6h3s 
Jh5s4s4d3h 9d8d5c3h2h Jh8s7h5d2c 8c6d4s2d2c 
JcTc3h3c2h As9h8s2s2c Jd9c7h6h3s Kc6h6c5d3c 
Qc8h8d3h3c Ts9d7s4d2s Tc7s6h4c3d Th8h6s5d2c 
Ah8c6h4h3d QhQc3s3d2d Kc8s7d6d2s KdJc8d7h3d 
Th9s7s4h2s 9c7c5h5d3s 8s7c4d3s3c KcQs5s4h2s 
AhJh6c3d2s KcJh7h4d3s Qs8h6s6c4s AcJd6c3s3c 
KcJd6d5h2s Kh9h8h7d2s 9h8h5h4d2d Qh9c7c3h3c 
Ac9d8c2s2c 8h7h4c3d3c KcJd9h3s3c QcJs9c6c2h 
KsQh8d7s3c AcQh4h3s3d 7c5h5d4c2d Tc9h8d7h3h 
KhJc7h4h4d QdJs8h8d3c KdJs8h8d3c Js8s7s6s6d 
9h6h6d5h4c AsKs7s3s3d QcJd9s4c2h QsTh9h3h3d 
KhTd5h4c2h KcJs7c4h4c KhJd9s3h3c Qs8h7h6h6d 
QhJc9s3h3d Qh9h6h6d4c 9d8d5h3s2s Qd8s8h4d2s 
Qh5d4d3s2h Qd9s6d5d4d Ts7d6s4h3c KhJc5s4c2d 
Th9h6d4s4h AhJc9d7s2d 8s6h5c4c3d Kc9s7h4d3c 
Kc9s8d6d4h Qh9d6d5s3d 7h6d5s3d3c QcTs8d7h2s 
QsThTc5c2c KsThTd7d2c Ts9c8c5d5c Jc8s6h5h5d 
Qd8c6h5s2d 7s7c4d2s2d AdJs7d6d3d KhTh9s7h2h 
Qd9d8d7c4s QsTsTh3s2d QhJc8c3s2s QcJsJh6d2d 
QdTc4h3h2c QsJd9s7s4s Js9c8s7d3s Jh9d6c5d3d 
Jc9s7d4s2c Td7h5c4d2h 5s5h3s3d2h Kc8h7d5h4h 
Qc8d6h5s5d 5d4s4h2s2d Ac6c4c3h2h 9c7d5s5h4h 
KsJd5c2s2h Jd9d6h5c2s 7c5c4d2h2d Jh6c5h4d3s 
Td7d6s6c4d KhTs5h4c2h QhQd9h4s2h Js9d8s8c3h 
Jc9d6s5d3d Qd8s5s4c3c Kd9c8d7d3s JhJd9c4s3s 
KdTc7c6c3c TsTh9c3s2d Tc9s8h8c4c QsJs8c4h2d 
QdJh8d5s2d KsJc9h8c4c KsQh5h5d3h Qs9c7s5d3s 
KcQsJc7d2c KcQcTc3h2c AsQs4s4c3s 9c8h5c3s2h 
Kc9s7d5d2s Jc5d4s3s3c As9c7h3d2s AhTs6s5c3d 
Th8d6h2h2d KsQs9d8s3h KsTh9d7c2c Th9s5s3h2h 
AsTd8c4d3d 9d7s5c2d2c JhJc5s4s3s Js5s5h4d3d 
6h5s4s4c2h QsTc8h7h3d 9s9c8h2d2c 9d6s4d4c3s 
9c6s6d5s3h Kh9s7c6d2h Ts7c6s4d3h Jd7c6h6d4s 
9c7d5s4s2d Qc9h7c5h2c KhQs9h6h2d Ah9s8c7s2d 
Kh4h4d3d2c QhJh8d3h3d As8d6d4c2c Tc8c6h4s4c 
Ts9d4d3s2h QcTs8d4d3h QdTsTd7d2c QcTs9d5d2h 
Ks7c6s4s4h JdTc7d4s2h 7s5h5c4s2c AsThTc5h2h 
9s7d6h2h2d Qc7s6s4c2h Qc9s7h6s4s Jc8c6d5s3h 
7h6d6c3s3h AhKc4d3s3d Qc8s8d7h4c KdJsJc7h2c 
8d7s5d4d3c AsTs5s4c2h KdTs8s7s2c Kc6c5d5c3h 
9c7c6h4s2s AdQh8h8c2s Tc8c6s4h4c Kd6d6c2d2c 
9s9h6d5c2c KdTd8h8d3s Th9d7h3h2d KcQd6s3h3d 
Kh9c7c5s3d Ad7h7d3h2d Th9s6h5h4h 9h7h5s5d3c 
JdTd3c2d2c Ah7h5h5c2s JhTh6d4s2c Ac8d5h3s2c 
9c7d5c2h2d 9h7c6d5s2h Kc8s7s7h3h 6s5h5d3s2h 
Ts9d4d4c2s Ad7d5d4h3d Tc9d5c2s2d Jc8s7c4s3c 
Td8h7c6d3d Js6c5d5c2s Qs7h6d5s3s Qs9h8s7s4d 
KdJc9s3h3d KhTs5h4h2c Ac9s7h7d4s KcQh5h4s2h 
JcTc9c5c2s QsTh8c7d2h QdTs9h4h2c Th8h5s2s2c 
9h8s8c6h3d KdQd7d5d4d 9d7c6h5s2d KsKhKdQdTc 
9s8c5c4s2c AsQs9d4s2c AdQh6s6c3h Ac8s7h4s4d 
9s8h7d5d3d Ts9c5h2s2h Ad7h4d4c3d 9c8c7d4s2d 
9h8d8c4s4c Jh7d5s3s3d KcQs9h5h3h Qd9d6c4s3h 
Qh9c4h4c3c KdQh9c8d2d 8h8c6s4d3d 9s6d5h5c4c 
AdTh9d6d2d AsJc8d4h3c Kh6h5h5c3d QdJh7s5s3c 
9h9c6s5d2h KdQh7c5h2s KhQh8d5h3c AcQh8d7s3s 
Kh9s9d3h2d QcJc7c5s5c AdTs7s7h3s KcTh6d4s3h 
8d6s6h5h3c Tc7h6c5d3c Ad9d5d3s3c Kh6s6d5c4s 
KsJc5h4d3h QcThTd4d2d Ts7h4s4d3h KdQd4h4c2s 
9d8d8c5s2d QcTc7d4c3h Tc9c6h4d3c Qd9d8h8c4s 
JhTc9c4c2c 9s7d6d2s2h KcQh7d5d3d As9h5d4d3h 
AhTc5s5c2s QhQc8d5d2d KhQh7h5h4h QdTsTc5s2s 
Ah9d3d2h2d AhKh7h6h2s KhTc5d5c2d Jc5d4h3h3c 
KcTc8d4h4c 9h8h6s3c2s Th9c8s8d2h JsJd8h7d3d 
As6h6d5d4c Qh9h8h6s4h JsJd6h5s2s Ah7d3h2d2c 
Jh7d4h4d3s AsJd6d5d3c QhThTd7h2c 9s7d5c2s2c 
KdTd8s8d3h KsKc9c3c2c Jc9s8h8d4c 9h9d6d4d3c 
KdQc9h9c2s 8d6h5s3d2h QhJh6h5d2s QcJh6s3h2s 
KsTh9h5d5c QsJh7h6d3h AhQc8s7d3d Ah8s5d4h2h 
AsThTc5h2d 8c7s5c4c3d Tc5d5c2s2d QhJh9s6h3h 
9s8c7h6s2d JdTd7s3h3c Tc8h5s4d4c KcTd6d4h4d 
Qd6d5s5d2s 8s7c5s4s3d 8s7h6c5d2c QdQc9s3h2c 
JsTh9c3d2d Jc9h8h5s3h Kh8s6s3h2d Ac9s9h5d4s 
As9d8s2s2c Qd9d7s5d2s AhJc9c6c3d Js8s7s6s6c 
Js9h9c3s3d JsJd7d4d3c 6s5s4s3c2c KdJc7c6c3h 
KsQcTd7c2c KdJs7s4c3h QsJc9s3d2h Kd6d6c5s3d 
Kc9c7s5d2h AcTd8s6d3d QdTh8c7c3s Jc9s5s2s2c 
AdTc8s6s2h Jd9h9d6d3c KsTh8c6d3c Ks6h6c5d4h 
Jh9s9c7h3h Ts9s9c8s4s Jd5h4s3s3d KsJd9d7d3d 
Ks9h9c3c2s Kh9s9h6c2d Th8s6c4d4c KhTd5d5c2c 
KhJd6d5s2c Qd7d6c5d4d Ts8d5h4s4c 9s5s5h4s4c 
QhTd8s4s3c Qs9s6s6d4c AdJd6d3c2c KhTc7s5h2h 
QsThTd7c2h Qs9s8s6c3h Tc7s7d6c3h QhTh8h6h3d 
Ks9h8h6h6d KsJc7h4d4c Jc9d9c6c3s Kh9d9c3c2h 
8c7d6c4h3s Ad6h5h5c4s Js9h8c5c3c KcQd4h3c2s 
Tc8c6d4h4c KhQcTs4s2s Jd7d5h4c3s KsTd8d7d3h 
Th9c5d2h2d KhQsTh6h2h QcJd7c3s2d 9d8s5d2s2d 
KsQh5c4c3c Ah7c4s2h2d KhTh6d6c2s QhJd8s8h3c 
Qh8s8d7c4h KhQsTs7d2s Jd8d5c3d3c Js6h5h5c2s 
9d9c8s2h2c JhJc6h3s3h AcQd8d6h2d QsTd8h7c2d 
AcJd6s5h3h KdJs7h4s4c AdQc6c3h2h 8h7h5d4h3s 
Ts6s4h4d3d Qc8h5s5d4c Ad7c6c5s3c ThTd8c5d2s 
Kc5d3h3c2h QhTh7h4s3c KcJc9d6c2s JsTc6d4d3d 
9c8d8c5h2c 8c6d5h3c2d QcJc8s7h2d AhQs8c7d3d 
KhJh9h8d4h 9d8d5c3s2s Th7h6h5s2s AdTd4c3s3d 
QcTd8h5d2d 8h6s5d4d3c Qc9h7c5s5d AcJd9h7d2d 
KhTs5h4h2d KsTs9c7s2s Tc6h5d5c2h KhQc8s7h3d 
QhTs8c4d4c 7h7c6c4c3s 6s6c4h3c2s AhJd9c7s2c 
Qh8c6s5d5c Qd8c7s6s4s QsQh8c5c2c Th6d4h4d3s 
QsTc7h5d3d KcQh7s7d4s QcTd9d3s3d As8s3h2h2d 
QdQc7s5d2d KsQc6d5c2c Td8c6d5s2h Ah9s9d5c4s 
QcTs6c4c3c Ts9d4d3s2c Qh6c5c2h2d Ad8s6d4c3d 
AhJh6h3c2c AhQh6c2s2d KsTs9d3h2s 9h7d5h5c2d 
Jc8s6d5h5d Th8d7h6s2c Ts7s6c5s5d Ah8c6h4s3h 
AhQc8c6d2c 9c7c5h3h2s Jd9c6c5c3h AcTc9d5c2c 
KdJh9s7d2d Ks9c6d5h4h Ah9h5c4d3h QcTh7h5s3h 
AdJh6d3s3d Qh7d6d4h2c 9d8h6h3c2d Kh9h7c5d2s 
9h9d6h6c2h QhJs8d2s2d AsTs9c5s2s Kc9s9c6d2h 
9s9c6h5d2s Th9d7h6c2s AcJd5d4d3h 9h9d6s2d2c 
QsJd6s4h3s Qs7h6s6d2d Js7d5s4h2h Kc6h6d5s4h 
QhTd9d4c2d KcTh6s6d3h AhJc5s3s2c Ts9h7h4c3h 
Ac9d5c4h3c QdTd7d5h5d Js8h5s5h2s Ah9c8h2s2h 
Qh9h6s4d3c 8s7h5s5h2h Ts7c5c4s2h Qs9s8s4c3c 
AcQc7c6s3c KsJs6d5s2h KsQd9d9c2h KhQc9c4s3d 
QcJc8d4s2h As8s8d3c2h AsAdAc6h2h 9s9d7s4c2c 
9s9d8d5c3d KsJh7c3s3d Kc7s5s5c2c KcJh5d2s2c 
Td7c6c4d2d Ac7s6s5h3s 9c8c5d3s2s Kc7h6c4s4c 
QhTd9c4c2s Kh8c6c3h2d Tc6d5h5c2d 8s5c4s4c2d 
AdQc8d3h3d Ah9s6d6c5c AdJc9s7c2c 9h8s7s7c4d 
AsQc9h9d3d KsJdJc3d2d KdJh9s8c4s Ac8h5d4c2c 
9h7d5s5d4c Qh7c6s6d5s Qc8s6s6h2h QhTs9c7c2d 
Ac8s6c4c2h QcTh9d7d2s KhJs9d3h3c Kc9c6s4h4d 
JcTd8s6h2h KsQh9c5d3d Qd5h4s4h2d QhJc8s8h3d 
Ts8s6c4s4h Qh8s8d4h2s KhJs7h4h4c Kc7c6s6c3d 
KdTd6s6c2h JhTh7c3s3d Td9d5h5d2h Ac9h8s8d3h 
KsJd6h6c4c Td9s8h8d4d QcJc7c5d5c Qd9s7c6c4c 
AdKd7d3d3c Kd7d5h5d4s AdQh8s7c3s 9c8c7d6s2h 
KcQc9d8c3s KhQd5d5c3d 8d7h5h5d2h Td9c5c3d2d 
Tc9h5s5d4s Td7h7c6d3s Ad9h8s6c4h JsTs7d2s2d 
Kd8s4c3s3d Jd9h8s7s2c KcJd8s5h5d Kc7h6c4d4c 
Ah8c7d5d3s Td8s7d6h2c KdQs9d5d3d AsJd9c4c3h 
Tc9c7h6d2s Th8d4d3h3c KhQc9c8d2c 9c7d6h6c4c 
Ah9s7d3c2h QhTd8c7c3s KsQc4d3s2h AcQs8h4s3d 
AsKhKdKc9h AsJc6c5c3d 9h6s4h4c3c Td6d4s4c3c 
JsJh8h7h2c As7s5h4c2s QcTs9s4h2s Jd9d6c4h2h 
9d9c8s8d8c TsTh8d6d3c KdTh5h4h4c 8h8d5d4d3s 
QdJh9s4h3h Qd8h7c5c4c QdTs9s4s4c Kc9d8s6d4h 
AsJc6c5c3h AcTd8h4h3s 9c8d6c4d2c 8h7s6d4h3c 
KsQs6d3h3c KdJh6s6c4c 8d8c7h6d3d Td8c7s4s4h 
QdJc9c4h3c Js8d7s4c2c JdTs6h4h3h 9s7s6c3h3d 
KsTc6d4s2s Qd9d8h7s3c Ah9h9d8h2h Kc9s8h6h4d 
AcQd6d5h2s 8c7h6c4d3s AcQc7c3s3d Qc9s7h5h4d 
Kd8h7s6h2s 9s9h6d5s2s KhQd6d4s2c Ac8c6s6c2d 
KhQs9d7s3s 9h6d4s3s3h Tc9h8s8c4c Ac8d7h4s4d 
KcTd7h7d3s Jh6d5h4s3c KcQh9h5d2s QcTc6s5h2c 
TsTh8d5s2c KhTsTd7d2c KsQcJd7h2c TdTc7s5s3s 
Th7c6h5c2h 8h6h5h3c2c KhJs7c3h3d 8c6h5d3c2d 
9s7d5c4c2d JcTd6h4s2c 7d6h5h3h2d JsTc6h6d3d 
Js8s7s6s4d KsKdKcQcTh 8h8c7s6d3d AdJs9h4h3c 
Th7d5s5c4s 7s7c6d4s3s Ts9h5s2h2c Jd8h8d5s2c 
9h8d7c6h2s KhJs6s5d2c 8h6s4s2s2h As8c7h4s2s 
Ac9h9d5s4d KdJc9s8h4s Ac9h5c4s3c 9s7h5s5h2s 
Ts9h5h4d4c QhJh6h5d2c AdJh5h5c3h KcJc8c5s5h 
Td8d7h6s2c Ad8c6c5s5h 8c6s5d4h2c KsQhJd8d2d 
QhTs9c4d2c Ac9d7h6s4s 9c7s6s2h2c KdJc7s7h4s 
Qc7s6h6c2h AdQd6d6c2s 9s9h6s6d2s Qc8s8h4c2h 
QcTd3d3c2c Th7h6h6c4s Ah8s5h4c2h Th8d7h5h5c 
Kc9s7d5d4d AdJh9s7h2h Kc9s9h5c2d QcTd8c6c2c 
Ah9h9d6s2h Ad8d6d6c2h Js6s6c4c3s QhTd9h3h2s 
KdQdTd3s2d Ah8d5d4s2s Th9c7c4h2c Th9c8s8c3c 
Td7d6h5d3s Kh7h7c6h3d QcTh7h4s3h Qc7h5c4d3s 
Qh9d6h4c3s KsJh5s4c2s Qc5d4s4d2c Ts9h5s4c3d 
8s7s6s6c4s Tc5s5d2s2c QdJd8s7h2c Kd9d7s3c2s 
Ac8c6h6c2s KdTh8s5c3h AsQd8d8c2h 6s5h5c3s2c 
AsQh9d9c3d JsJd8d6h3d 9d9c8d5s3d KsTd6h4c3d 
Kd9s8h6s4c Th9c5s5d4s Jd9s8h6s4s 8s8c5c4c3d 
Ah7h3s3d2s KsQd5d3h3d Kh7h6h6d3c Kh8s6h5c3h 
KsTc5s4d2s KhJhTh3h2s Qc8h6d6c4c AhQc7d5c2s 
AsQs7s3d3c QsJc9c7d3c Qc9h7d5s4s Js7h6s6c4d 
9d7d6s3h3c KhJc7s7d4d JsJh9c4c3c Kd5h3s3d2s 
KsTs6h6c2d Ac9d5d4s3s Ac7s6s5d3s Qd9c7h6c4c 
7s7h6d4h3h Ad8s6d4c2d AdQs7c6c3c Qh5h5d2h2d 
Jh9c5s4d3h Ks8s5c3d2c TsTc9d4h3h 8s8c5h3s2h 
9s8s5c3h2h KcQs8c3s2c Kd6d5h3h2d 9h7h5s5d4c 
Js8s6h5c3d AhQc9c7c2d Tc9s5c4h3d Tc7c6h6d2h 
KcQh9d6c2c AdKdJd4d2d QcTsTh6h2h QhJsJh7h2c 
Ts9h6s4s4c Th9c7h6d2s Ah8h5s3h3c AcQd7h5d2s 
QcTd9s4h2s Qs6h5d4s4c QdTs4c3c2s AcJs6s4d2d 
AsQdJc6c2c 9h7s6s2h2d 9d8s6h6c4h Th7h6d6c4h 
JcTs9s4s2s QsJh8s8d3c Ts9c5s2d2c KhJs6h5c2h 
KcQsTh4h2h QdTc8s5c2c Qc9c6d3s2d Qh9d7c5d4s 
Js9d8c7c4c 9s9d8c6c3h Th9s5d2s2d Qd7h6s5d3d 
Kd9c7h6c4c QsTs7s4c3h AdKd9s4h2d KhJhJdJc9d 
QcTs9d4d2h Ah9d8s5s4s 9d7h7d4s4d QcJc8h7s2d 
AsJh8h8d3h AhQd7c4s4c Tc9c7d6s2h QsTd8c7h3c 
Ks9h8d7d4c Ts6h6d5d4c 9h7h5s3d2s Jh9c8d5h2h 
Jh8h7s6h2s Ks9h6c5d4d AcTd9c4c2c Js9c6h5h3h 
QsTc9c3d3c Ah7c4d2s2h AsQs7c3d2h AhJd6d5d3c 
Qc7h5d4s3c Js8h7h3s3c Kd9s8d2s2d Jh9c8h7s3h 
6h5d5c3h2d AsTs4c3s3h Ts9c7s3s2c Kd8h6h6c4s 
Ac6c4h4c3s KsQh7d6c3c KsJsJhJd9d Td9c7c4h3c 
Qh9h6h6c4s KsJs8s5h5c TsTh7c5c3c KdQs8d7h2c 
KhTs7d4d4c 9s8s8c7h4s Th9c5c4s4d KdQsJh8h2h 
QdTh4c3c2h Qh7h6d5h4h Ad8h6d4s3d Jh8h5d4s4h 
9d8d8c5h2d AdTs9h5s2c Jc8s6d5c3h Th8c6d4s4d 
Qh9c7s5s4d Ts7h7c5s2c Ah9s5h4c3h As9c5h3d2s 
Ah8h8d3s2c Td9d8s5d3c Qd8d6c5s2h Jc8h6s5c3d 
KdQd8s3h2s JsJc6s4s3d Jc6h5h5d2c 8c7s6h4d3h 
KcJsJdJc9d 9c8c7h6d2s QsJd8s8c3h Js7h4s4h3d 
Ts9s8d5s2h AhQc6d3c2d AdJh7d4s2d 9d7c5h4d2c 
AdJh9s7c2s JcTh7h5d2s QdTd7d4h3c KcJsJd3s2s 
Ks9c6c4s2s Td7d6s4c2s KcTd7h7d3d 9c6s4s4h3c 
JhTd7h4s2c QcJd7c6c3h 6s6c3h2s2c Kd7s7d6d3h 
JhJc8d6h3h QdQc7s4s3h 9s7c5s5h2c KhJh9c6h2d 
AdTd6h4d2c KsQc7d4s3s Qh7d6h5d2h Ah9s9c5d4c 
Kh9d7s6c3c KdQd9c5s5d Ks9s8s7d2c KdJc5h4s3h 
Kh7c6d5s3d Jc9s9h7d3d Jh5s5d4s2h Qs6s6d4s4h 
Js9c8h5s2s Td9d6s4d4c Kh8c7h5h3s As9d5s4h3s 
KsJs9s7s3h Qs8s6h5c2d Ah6h4h4c3s QhJh9c7h4h 
Ad9h5s3c2d Jc9s9c6c3h Jd6s6d4s3d Js8s5h4s4c 
