AcJd8h4h2h 
Qs9c8d7c3c 8s8h5c3d2h Ad8d6d4c3d Kc9h8s6d2s 
Qc7d6s6d3h AdQd7c3d2h AcTsTh3h2h Qd8d8c7d4d 
Ah8s5s4d3c Jh8c7s5c2c Tc9c8h4c3c AcJd6h4h3s 
Js8d6c3d2s Qc7s7c4s2s Td8d4s3s2d 9s9c5s4d2s 
Th9c7d4h2s AsQs4h3s2s Ac9s7s5s2d KhJc6s4d2d 
Tc8c7c4d2h QcJh7s6d2h 8d7d7c4d2s Kh9h9d2h2c 
Th9h4s3h3d AhJs6d4d3c Ah9s9d6c3c Jd8c5d4s2d 
8h6d6c4c3c KhQs3s3c2d Kh8h5d4s2h Kh9h7h6h4h 
7s7c6c4h2c Jd8c5s4c2h 9s8h6c4c3c KhJc5d3s2c 
7h6c5s3d2h 9s8c6d2h2d Kd8c7h4s2d Ks9c8h7d2h 
As9c5h3h2c JhTh7h4h2d 8h7h7c4s2d Kc9d8s5h3d 
Kh9s8h5h3h KhQd4d2s2d Qh8s7d7c3h Qh8c6h4h3d 
Jd9c7s6d2d Kc8s4s3c2d Qs8d8c6d2h Kd9d8h8d4d 
KhTsTd3s2s 6c4d3s2s2c Ts8d5h4c2d Ts9h6d4s2s 
KsJd5d3c2h 9s8d6h4h3h AcTh7d6s2d QsJc8h3s2d 
Jh8d6s3s2h QsQh8s3s2d Ad9s9h5c2h Ah6d6c4d3s 
KhTc8h2s2h Ks8c5s3h3d 9s5h4h3c2c Ts8d7h5d2d 
Th9s4s3s3c 8d8c7h4s2c 9c6c5h3d2s Ks7s4h3h2h 
QhJc8s3h2d As8c5c4d3h JdJc7h4d2s JdTs7d3d2c 
9d6s4d2s2h Td7c6c2d2c QsTc5d3c2h Qs9d8d7d2h 
Ac8d7h4d3s Ad9h9d6d2d 9c7s7h4d3d 9d9c8s3h2c 
QdTh8h2s2h Kd9c8c7c2h Kh7h6s6h3h Qc5s3c2s2d 
KsTc7h7c2d KdQc6h3s3h Kd9h9d5c2d QsTc6s4s2s 
JdJc9c3c2c KhJc9c2d2c Jh7s5h3h2s Jd9d8d4s4c 
QsJh8s4s3s Td8h7s4d2c 7s7h5d3s2c Jh8d6h3d2c 
Js8s8d7s2h Kh7h7d4s2c KdQd9d4c2h Jc8d6c4h2s 
Qc9h9d6d2d AcQh9h4d2h 6d5c4h2s2h Jc8d7s7h2c 
AcJd7h6d2s Kh9d8s8d3c 8s6s4d3s2d Ts9s4c3s3d 
Kd8h6c5h3h Ad9h5c4s4h Ad8d5h3d2s Ks9h8c4s2d 
AsTs4s3d2h KsJc6h4d2d Jc9c6c3s2s Jc7d7c3h2d 
Qc8s7d7c2h 9c8s7d4s3h Qc9h6h4s4d AdQh7d2s2d 
7d5h4h3s3c Ks8d4h3h2s Ad5d4d3h3d KdTs7s7c2h 
KhQc6h3s2h QsJc4d3h2c AcJh9s4d2s Ts6d5d4h4d 
Ad7c6s2s2c Kd9s9c8s3s 9d8d5d4h3s KsQc4c2d2c 
Js8c5h4h2d 6d4s4h3d2h Ts9h7d2s2c JsTd5d2d2c 
Qh8c6s4c3d 7s7d4d3s2d Td6d6c5d3h KdJc8h4h3s 
Qd8c5c3d2d Jd6c4s4d2c Jc8c5s5h2d Tc6d4s3c2d 
Ks9d7d7c3d Tc7h5h3h2c KdJc9c2s2c Tc5h4c2h2d 
Qh7s5c4d3d Kc8s7h5h3d AhJh7h6h2d AdKc8h3s3h 
Jh9s7s4s3s Ts8s7d3s2d Ad7s5s3h3c 5d4s3d2s2c 
AsTc8h3c2d Qh7h6s4h2s Ah6c3h2s2d KcJh9s4s2d 
JdTs5s2s2c Js9h7h5h2h 8c7d5s5h2c Kd9s9d4c3d 
QsTc6s3s2h Ac9h7s3h2s 9d8d5s5d4d Ac9d9c6c2c 
Qc7d6h4s4d QcJc7c6s2d Qc7s5s4h4d Ts6d6c5c3c 
Qd8h7h3h2d Ah8c6s5c2c KhJd8d4s4c 9s9h4s3h2h 
9d8s7c4d3h 8c6d5s5h3d Qh8s7c5s3s Jd8h4d3h2c 
Ah7c5c3s3d Td9c6s4h2s AsJd6h4c3c Qd8s6h6c2d 
KdQs9c7s2s Ah8c6d5c2c 8d7d6d3s3d Jc7h5c3h2h 
AhQd4s4d2d Kc9s9h8d2d KsJc9c3h3d KhJs6c4d2d 
Ts9s4s3h3d Qd8h8d3s2h Th9d8d3s2d As9s8s4s3h 
AcKh9c4c2c 6d5c4c3s3c KhQs6h3c2h 9d8d5d5c2h 
Ts8s5c4h2s Ac6h6d4s3h 8c5h5d3h2c Jd8s8c4h3d 
5h4s3h2s2c Kc9d8h7d3d Js8d7h5c2h 7c5d3h3c2h 
JhTh6h4h2s Qd9h7h7c3h QsJh9s4s2s AdTs9c3c2h 
Jh6c5d5c4c 7h5h3s2s2c Qc8h5s4d3h Kd8s7d7c2d 
Kd6s5d3h2d Js6d4s4c2d Ks9c8h6d2c KdTd7d5s2d 
AsJd6c4h3h Jh9s8s4s4d KsQc7d7c3c Js9s8c4d3s 
Tc5s4c2s2h KsQd8d5d3d KdJc8s4h4c QsJs8s4c3s 
KhQh7c2h2c Ad8c7h6h2s Ac9c6c4d4c Jd8s7c5s2s 
Th5d4h2s2d QdJd7h5s2d Jd9h6h4h4c Ts8c6c4d2c 
Tc7h7d3h2c Jd7s5h5c3h QcJd6h4s2s Qd8d6c5d2d 
8c7s6c3c2s QcJd4h3s2d AdQd9d2s2d Kc8h5c4d3c 
QdJc4h3s2c QcTh7s6d2d Jd9d5h4s2d Js6d5s2s2d 
QsJd6c3h2s 9h6c4d2h2d Td7d6h4d3d Th8s4h3h2s 
8c7d7c4c2h Kh9c7s7c3c Ts8s6s4h3s QcTh7s4d2h 
7h5h4s4d3c Qh8h5c4h2s Tc8h7s7d2d Qc8d6s4d3h 
Js9h6c4s3s Jd9s7h5c2c 7s6d5s2s2c Kc8c5d5c3h 
Qc7c6d4c2d Td8s8h4c2c QcJd7c4s2h Ts7h5h3d2d 
Td9h7d7c2d 6c5h4h3h3d QsQh7c3d2h Ks9c8d7d3d 
Qs8s5s4c3h AsJd6d3h2h Ts9s4c3s3h QcJs4s4h2s 
KhQh9d4s4h Ks8s4h3h2c KhQc7s5d2d Jc8h7s3h2c 
KdQh8s5c2c TsTh7h2h2c 9s5s5c3s2c AhTd3s3h2h 
Qh6s5s5d3c Ks9d4c3s3h QcJs9d3h2d Td7d4h4d2h 
Kh9c8s6d2d Qh7d6c3h2c Js7c4s2h2c Jd9d5s4d2h 
9d7s7d5h2d QcJs8c3d2h QdTd6d3s3d Jc8d5h4h2s 
AcQc7s3d2c Jh9c8c4s4c KcTs6h3h3d Ks7h5h5d3c 
QdJh7h5h2c Ac5s5h2s2d Js8c5d4c3c KhQc4c2s2c 
JhJc4d3c2s Td9h5c4c2s QcJd5s3h2s Qs8c5d4h3c 
9s7h7c6d2s QhJs7h5d2h Kc9s9h8d2s KdJs5d2h2d 
Qh8d5s5d4d Ks9d8c7d2d Ac7c5c4c2d Ks7c4c3s2c 
QsQd7c3h2s As8s5d3s2h Qc6d6c3s3c KdJd7h7d3d 
JdTc5h3h2h KsJd9d3h3d KcTs7d5d2h JcTh7h3s2d 
Ac9s8d3h3d TsTd8c3h2d 9d6s6h4h3c Kd8s6d5d2d 
9d8s6s4c2s Ad5s5h2s2c 7h5c4s4h3d Js9s5s4d2c 
6d5s5h4h2h Qs8s4d2d2c Ts9d4h4d3d 7s5h3h3c2s 
AcTc4s3d2c Ks9d8d5h2c AhJd6s4d2c 9s6s4c3h2c 
Kh9h9c5d2h Js9h7c5d2d Jd9h9c6s2s Kd9s8c7h2c 
Kh7d6c4d3d Ks8s6h3h2s Td7d6d5c2h 6s4s3h2h2d 
AsTd6c3h3d Qc8h7h6h3d Td9h7s4d2c Ac7h6c5c2c 
Jh9h7c4h3h 9d9c7d4h2s Jc8h7s5h2h Ts6c5c4h4c 
AhTs4d4c3s 7h6s5c2h2d KhJc5h2s2h JdTd7d6d2s 
Ad8c5s5c3h 9s8h6d2s2c Jh9d6d5c2d Qs8c5s4s2h 
AhJc8d3s3d KhQc8s5d2d Ts9s6c4s2h Th5s5h3c2s 
KsTh7h3d3c Js8d5d4h3d 8d5h5c4h2s AhJs9c3d2s 
JhTd7h6h2h Jc9s8s4s4h 9d7s7c5s2s Ts9c4s4h3s 
Qh8d6s6c2h Td7s4s2h2d 9d8s7h7c3d Tc6h6c3d2d 
Td9c4s4h3c Kc9s8d7h2d As7d5d3h3c 9s8d5c4h2h 
Jd9s4h4d3c Qc8h6s6d2c Jd8h6d5d3d Td8s8h5d2d 
Jh9c3h3d2d 9c8s5s5h3s JcTs5d3d2d 8d6c5c3s2h 
JsTh7s3s2d 9d8c5h4c2s Jd9s9h7s2s KdQd7s3h3d 
AhKc9s2s2d Th7h6d5c2s 8c7c5c3h3c 8h5h5c3h2c 
9h5d4s2s2h AhTs6d3h2h AsJd7s3s2c Kh8s7h4c3h 
8s7h7c4s3d Qh9c6h5h2h Kh9s6h3d2c Td6c5c4s4c 
9h8s6s4d2s Ac8c3h3c2h QdJh8c4c3c Qd9s9c4d3d 
Ad7h6d5d2d JhJd5c3d2d Ks5d4s3s3c Qh6s5c4s4d 
QcTd5d3s2h AsTc7d4h2c QdJc8d4d3d Ac8d7s4h3d 
9d8c5s5c2h 7c5s3s3d2c 7s6d5h2s2c Qd8h8d3c2c 
Tc6h4d3c2h Js8h6c3s2c JdTd5d3s2d KsQd4h3d2d 
KcQc9s9c4c AsTc7d5d2d QhTh4d2s2h 7h7d6d4c2d 
JsTc7c3d2h Ah9d5d5c3s Qd8s6c4s3h AdKc3s3h2h 
Tc9c6s4c2h AcTc6h3s2c Qd9c7h3s3d Jd8d6h3s2s 
QdJs6d3h2c 9s6s5d3h2c Jc9h4d4c3s Qh9s9c6s2s 
QcJs4s4d2s Ac9h5d3d2h KhTd6c3s3c Kc8s7h7c2c 
Kd9s8s5h2c Qd5s5d4d3c Kc8d6c3c2d 9s8h5d5c2d 
Qh7s6c4d4c Td7d6c3s2s Kh9s8s3d2d AcTh5s3s3d 
KsJd9c3h2d Qh8d6d5d2s Ts9s8h4s3s Js7s6c4s2c 
Th9s8d3c2c AhKc8d3s3d AhQc8c3s3c AcKd9h2s2h 
AhKs9c2d2c 9h5d4d2s2h Jh9h5h4s2d Kh9c8h6h3h 
AsJh7s4s2s 9h7h6h3h3c 8c7s6h6c2c AsJh6d4c3c 
AhKc3s3d2s Kc8s6h2s2h Kh8c4d3d2h AdTh6c3d2d 
9h8s7c4s3d Jd8d7h4c2s Qc9d7s7c2h 7s5s3c2d2c 
Ts6h4h3d2s QdJs8h3d2c QhTh7h4d2c Kh5s4h3h3d 
Qh8c4h4c3h Js9c7d4h3d Jc8h5d4s3d KcQs5h3d2d 
JcTc6s6c2h Ts7s6h3s3c As9d9c2h2c Jd8c6d5d3d 
9h7d4c2h2d Kd9s9h7d2d Qc6s5d3c2h AsJh6h3c2c 
Ts8d3s3c2d QdJh8s3d2c KsJc9d6h2h Ah9c3h3d2s 
Ks6h6c4d3h QdTc7h5c2s Kd9d7d6d3d Jh9h7s6h2d 
Ks9s8s8h3s Th9s7s6s2s 9s6s4c3d2c Kc7h5d2s2c 
QcJh7s7h3h Ks6h4s3s3c Kc6s6c4c2h KsQsQhQdJc 
Js8s7h3c2c Ts8h7c3c2h AsJc7h6c2d Tc5d4c2h2d 
Kh9h8h7c2h TsTd7h4c2s Jh6s4s3h2d KdJc9h3d2d 
QcTc5h3s2c 8h8c7s4d2h KdQsQhQdTc 8c7c6s3s2s 
KcQd3s3d2h Qd8h6h4c3s Js8h6s4s3c KcTd3h2s2c 
Ks8s5c4s3d 7c5c4s3h3c Jh8d8c7s3s Th8d3s2h2d 
8d7h5s5c2s ThTd5d2s2d 9h6h6d4c3s 9s8d7c4h3s 
9h8h5s4h3d Kd8d5s4c2d Ac9c4d3h3c KcQc9h4s4c 
Jh9s6c3s3d Ah9d3s3h2c 8h6h6c4d3h Qd9c4d3c2d 
Ks8s5s5d3c 7h5s4d4c3s Ts6d4s3c2c Th8h6h5d2h 
Tc9s6h2s2d Ac9s8s8h8c Tc9s6c3h2d KsQd7d7c3d 
Tc7s6s5h2d QhTc8c2d2c Qc8h6h4d3s Qd8s7h7d2c 
As9s5s4h3s 9c8h7s4c3d Tc7c6d3s2s KcTc8c4s3c 
JhTd4s3d2d Jh9h5h4d2s TsTh5d5c2d Qd8s7s3s2d 
Jh8h6c4d3h Tc9c6d4c2s KhQd9s4s3s Jh8s8h4h3d 
Jh8c7s4h3h JhTc4d2s2d Qc9h8h7h3s Kh9h9c4s3h 
QdJh8c3d2s Ac9h7h5h2d QcJd6c3s2h Ks9s5c3s3h 
Jc7h6s4d3h Td7s6s5h2c Jc8c6c5d2c KhJs7d7c2h 
Qd8s8h6c2s AsJc7s3s2d Th6c4d3c2h KcTd6h4d2d 
ThTc7d4c2s 6c5d4s2s2h AdJh7d4d2d 8s7s7d4c2h 
9d6h4s3h2d Kh9c6s6d3d As6h6c4d3c 9c8c5h4c3s 
Ks8s5c4d2s Js8s6d3c2c 8d7h7d4d2c Js9d7d5d2d 
Jd9c7c4c3s Kc5s5c4d2c Kd6d5s5h2d Qs8h7s7d2c 
Ks8c7s7h2s Ad7s5s4s3s 9d5h5d3d2h As9h5h5c3d 
Jh9c8d4s3c Td9c4h4c3c 9s8d6s4s2c Kh6c5s4s2d 
KsJs8h6s3s KcQh4s3h2h KhJd9c4c2s Th8h7d6h2h 
Js9c7c5h2c Js9s8h4c3s QcJc7s5h2c Td6h6d5d4d 
9d6s5d3h2c 7d6c5c2s2h QcJd7d5d2h 9s9d8c3h2d 
KcTd6h3s3h Jc9d7h4h3h Th7h5s3s2s AcJs7c3c2h 
Ts5d4s2d2c Qc7h5c3h2h Kd8c5d3s3h JsJc4h3c2d 
Th9c4c3s3c AcJh6h3d2d Jd8d6d5h2d 9s6c4h3h2c 
8s7d6d2d2c Kc9h9d7s2d Qc9d8d6d3d Kc6c5s5h2c 
9s8h3c2s2h 8s6h5h3c2d Tc8h6h4s2h Kh5s5c3h2d 
Th7h5h4s4h Jh7s7c6s3s Jc9c8h4c3s Th8c5c4s3c 
Tc9h6c3d2s 8s5s5h3h2h Js8h5c4c2d Th7h6c3c2d 
Kc8h8d4d2h AhTd7c4s2d KsJs7d4c2s Tc9c6h4c2s 
Ad8h7c4s3c AdJh5c4s2s Qs9c8d8c3c 7s5s4s4c3d 
Kh9s8c4h2d 9h5h4c3s2s Kh7s5h4h2c Kd7c6c3d2d 
Tc9c4s3d3c Tc8s5d4d2h KcTc6c3d2s Ac6c4c3s2h 
AdTh4h4c3h Td6d5h5d3c Tc8c6c5s2c JsTd7s6s2s 
Kh9d3h3c2c Kh9d8h6h3h Jh8d8c6d3d Jc7d5d3c2d 
Ks8h8d4h2d Ad9s9c6h3h JsJd6h6c2h Kc8s8h4h2s 
Ts8c6c5c2c QcTc7c4d2h Ts5c4s2h2c AdTc6d3s2d 
KcQh9h3s2d Ad9h5h5c4h Ts6h4s3c2c 8h7h5h2s2d 
Tc6d6c5h3c KcJh9d6s2s Kd9c8d2s2h 8s8d7c4h2d 
Kd8d6h3s3c Ah8s5s5c3d 9c8d3h2d2c 9h6s5d4c2s 
Jh7c4d2h2c Kc9s6d5s2h As8d5d4c3h 8s6c5c3d2h 
Qs8h7c5d3c Ts8s7h3s2h 5c4d3c2s2d Ah9s8c3d3c 
9h8s8d7h2h Jd8c6d3h2c Js7d7c6s3s KhTc6s4d2d 
9s6s6h4c3d As7c5d3d2c 9h9c8d4s3h Qc9s8s6s3s 
KhTc6d5d2d Qc5c4h2h2c 6s4d3h2s2h Jd7d6h4h2d 
Ks5s4d4c3s Jh8s6h3d2s 8d7h5c2s2d QsTs7s4h2c 
KdTc6h4s2h 8c7d5s2h2c Jd8s6c3d2c QsTd5c3h2d 
QsQhQdJhTc Jh8c6s3h2s Th8c6s6d3c Qc7s6c3s2d 
Qd8s5s5h4s Js8d5c4c2h Ts8c5c4d3c QcTc6c3d3c 
Th8s7d7c2c JcTh7c3c2s Jh6h5s3h2s Kd8d5d5c3h 
Js8d6h3d2s As5h5c2h2d Ah9s9c2s2d QsTc9c3c2c 
Js8d6h3s2h Ad9c7s3s2c Kd9h9d4s2c Jh8d7s5c2c 
Js8c5d3c2d Td9s6c4h2c QsJs8s4h3s 9d6s6c2h2c 
Tc5h4d3d2c AdQh7h3s3h Qs4d4c3d2s Qs7d6d4h4c 
Tc9d7s4c2h Td8d5h4s2d 9c5s4c3s2c Kh7d6d4d3c 
Js8s8c6h2s Jd9s7h5s2s Qd8d4h2s2h Ts7h5h3c2c 
AhTh6s3h2c Th9d5d5c2s Js8h6s4c2d As6d6c4d3h 
Jd9c8s4s4h AdQsJsJhJc AhQs4s4c2s 7h6c5d3h2s 
JsTc6d3h2s 7s7d6c4h2d Js6s5d4h2c Ks9d3s3h2h 
Td6c4s2d2c KhJc8c4s4d KsQs5s5h2s Ac6s3c2h2d 
AhQh9h4h2d AsTs6h3s2c KsJh5d3c2h Jd8h7c5s2s 
Ts7s5s4s3d KsQh8c5d2d Jd8c7h3c2d 8s8h4c3c2s 
Qs7c6h4h4d QcTd8c3h2c AhJs6c4c3c Ks7s7c4d2h 
Kd9c8s5h3c 8d8c4h3h2c 8c6c5c3h3c Kh9d8s7d3d 
Jc8s8d7s3h AsTc5d5c2h AhJs9c6d2c Kc9s5c3h2d 
8c7c6c4d2s Ks8h8c3h3c Kd8h7s5s3c Kh9d8c7d2d 
9d8h6s2d2c Kd9h9c8h3h Ks8d7c6d3d 9c8c5s5c2h 
Qs8h7h2s2h Qc9s7d3h3c Ad7c6d5d2d Jd9h6c4s3s 
Ts5h4s2h2c KsKhKd6s2d Tc9s6c4h2c Ad9h7c4c3s 
Ac6h5s4h2d 9c8d5c4h2c Qs8s7d3s3d QsJd7c4h3c 
KsJs5s4s3s QsJc7d2d2c Ah9s7d5c2d Jh9h5c4h2s 
Ks8c5s4s3d QcTd6c2s2h 8s8d5c3h2s Tc8s3d3c2d 
Qc9s8s7s3d Qs7d5s3h3c Qc5d5c4c3h AsJs9s3c2s 
QhQc6d3s2d 9c5h4h3s2s AcQd6d4s2d 6h4h4c2h2d 
9c8d3c2s2d Jc4s4d3h3c Qc7d5d4s4h AsJc7c4d2h 
KhQsQhQdJc Jd9s6s4s3h AcTd7s5s2s AsTc4h4d3c 
AcQd7d3s3d TsTh8c4c2c 9d8c7s4h3d KcQc7s3d3c 
8s8h7d4c2c Qc6c4s3s2c QsJs8d4s3s Ah9d5h2s2h 
Ts7d6h2h2d Kh9s6d6c4s Ac7h5h3s3d Qh8h7h5c2s 
AhQs9s4d2s AsJh6h3d2d Qh9s7h7c2d Ks9s7s6s4s 
Qc8s5c3c2s QdJc7s4h3s Qc9s8h7d2d 9s5h4h2s2d 
QcJd6h3s3h KsTs6s3c2h JsTs7s6s2d Qc8d6h6c3c 
KcTc7c5s2c Th6s5s4s4d KhQh9c4s4h 9d9c8s4h3c 
Td9s7c2h2d Kd6s5s4h2c Kh8h5c4h3d 8d8c4c3s3c 
Kh7s4s3h2s TsTc8h4h2h Tc7c5d3d2d Js6c4h3h3c 
9c8c5d5c2s KhJc8h3d2s 7h7c6d4d2s Qh9s7s7d3c 
Kd9s9h7c2h 8d7c6d3d2c 7d6c5h3d2s QdJc7h2h2c 
Kh8c7s6s3s Js9d8d3h3c JcTd4d2s2d QcJc8h2s2d 
Jc7c6s2s2d Qd9s9h4d3d Jh8s7c3s2h 9s5d4d3c2c 
8h8d7s4c2c Kh9s8c6d2s Kc8h6d5s2d Jd6s4h2s2d 
Ks8h4h3s2d KdQc7s6s2h Qc7d6s3d2c 9d8h8c4s3d 
Jc6h5s4s3s Kc7s5h5d3d Th9h7s6h2h KhTdTc3c2c 
9h7d6h5h2h 8s6c4s4h3d QsQc8h3s2s QsTs8s3h3d 
AhTd5d4d3d Jh9h6d4s3h 9d8h5s4c2d Ac9h5d2h2d 
9s8c7d4c3h Tc8h8d5c2c 8s7s5s4h2s AhTs8c3s2d 
Kh9h9d4s2c Qc8c6h5c2c Kd6s5h4h2c Qd8d5s3d2s 
6d6c5h3c2s Ts8c6d6c2c Js7s7h3d2h Js6h5c2h2c 
Kd8c5s2h2d KdQh3s3h2c AsTc7d4d2h Qs9d6c4h2s 
QdJc8h3d2s AhQs4s4d2s Td9s9h3c2c 9c6h6d5s2s 
Ac7s7c3c2h Ts7c6d3d2s 8s8c4h4c2c Kd8s6d3d2s 
KdJs5h3s2c JcTh4d3h2h Ts7c6c5d2h KcJs8d4d3h 
Qh9s6d4s3s QsJh5h2d2c Th8h6c5h2h QdJs7c5c2h 
KdQs9s4c2s AhQc7c3s3c 9c8d6h2s2h Ts9c6s4d2s 
Jd7d6d4s3c Js7h5d5c3d Qh9c8s4h3d As7d6c2d2c 
Th7s4s2h2d Ad9c5s2s2c KsQd8c6h2c 7c5c4s3d3c 
Ah9c5d5c3s Ah6d5h4h2h 9h6s4c2s2h 6s5s4h2d2c 
As8d8c3h3d 9h6h6c4d3s 9c8s5c4d2c AsQs4s3d2s 
9c8h5s4d2d AdTc8s3h2c Ah6h4h3c2s Ah8h3c2h2c 
Ks8s5s5h3d AdTc8h3c2s Kh5h4s4c3h Jd3h3d2h2c 
AsTs4h3d2s AdQh9h4c2h KcTh8c2d2c 9d8s8h4s2c 
Ac8h4d3h3d 9d9c7d4s2h AcJh7h4s2d Kh8d4s3s2h 
Th6d4c3h2d Jc8c7s3h2h Kd8c4c3d2h Kh5s5c4s3d 
9d8s8h4h3c 9c8s3d2s2c KhJc5h2h2d Jd8c6s6d2h 
Jd9d5c4h2d KdQh9h6h2h JhTh7d3c2s Kd9c5c3s2s 
Td9c6d4s2d QdJc6d4d2d Js8d5d4c3d QcJd7h7d3d 
9d8d5s4d3h Js8s8c6d2s QsJd7s4h2c KdTh9d3d2d 
QhJh8s3d2c AhJc6s3d3c JdJc6s6h2h QcTc8c3s3h 
KdQs9c4d2d Jh8d8c7s2d Td9c5s5c2h Qc7d6h3d2c 
Jd7c6d4d3h As9s4c2h2d Jh9h6s4c3h Kh9h6s6h2d 
Th8s6s6c2s 6s5s4d3c2s Ks6s5c4s2s KdQd9d4s2c 
Jc7s6d4h3s Js9s9c4d2s JsJd7d2d2c Ad8s7s3c2c 
KsTd6c4h2h Jc8h8d6s2c Jc9s8s2h2d KsTc7c3h3d 
Kd9s6c3d2h 9s6c4d2s2d Kc8s5c4c3h KdJs6s6c2h 
Ks9s9h8s3s Td8s6s6h2s 8c7h7d4c3s 9c8s6h2h2d 
QcJd7d5d2s Qc9c4d3s2s Js9c7c4c3c AsTd5h5d2c 
Jd8s8d7d2h 8d7h7c4s3s AsTc6c5d2c Kh8h6s6h2d 
QcJd6h3s2c 6s5c4d2h2d Jc6d4d3s2c KdJh7s7c2d 
Qd7c6h3h2d Td7d5d4h4d AcJs9s6s2d As7s5c4s2s 
Td7h4h2s2d Ad7c6c5h2s KsThTc3c2c Ts9h6c4d2d 
Ts8c3d2s2c Qd9h8c7h3h AdJh5s5c2h QhJs8h7h3h 
Ad9s5d2h2d QsJd6s3h2c Ts9c7d4s2h Qs9s7d4h4c 
AdJh6h4h3s Kd9c6h5c2s Td8d5d5c3h Jh8d5s4d3d 
Ts7c6h3h2s Jd9d8h4d3c Jd8c4h4c2h Qd7c5s4h3h 
QsJc7h4d3h Jh8d7s5c2s As7s6d3h2s Js8s8d7s2c 
6s5h4d2d2c Kc6s5s4h2d QsJd8s3h2c Jh8d6c3h2c 
AcQc9h4c2c KhQc6d4s2s KhJh5s2h2c Tc6h4d3h2c 
Qs7h7d5d3c KdTs6s3h3c Jh6s4d3s3d Kh9c3h3d2d 
Js9h6h5c2h Kd9h8s6c2c 8c7s7d4h3h Qc8c7h3h3c 
Qd9h9d2d2c Qd9s8d4h2c KsTc9h3h2h KhJh4c3h2d 
Qh9c8c7c3s Tc7c6c5d2s Jd7d6c4d2c KsJd8h4d2c 
Ts7c4c2s2d KsTh3d2s2c 9c6c5d3h2s 8d7s5h5c2d 
KdJs9s3h3c Js9s7d3h3c Qd6h5c4d2d KdJh6c5c2c 
Qc9h8h8d3h Jd7c6d5s2h AcJh9s6d2s 7s6h5s2s2c 
Jd8c6s3d2s As9d8h3h3c 6d5s4h3d2d As9s9d3c2s 
QsQc7h3d2s Kh8d4d3h2s Kc9d8h7h3h KhTs9c3s2s 
AdTd8c3d2d AcJs6d3s2d Ts8d6d3h3c Js9s8h3c2d 
QsTs6s4c2s KcJd7s7h2c Ts9h4h4d3h Qs9d9c4s3s 
Td6h6c5h3h KdJs9s3h2c JdTh4s3h2c Ac9s9d5h2s 
ThTd7s4c2d Qh9s5h3h3d Kc8s7d6d3d AdQc8s3c2h 
Td8c7h4c3c QsJh6s3c2d 8s7s6s3s3c Jh8d7s5s2s 
Kd6s5h4s2c Ac9d5s4h4d Jd8c7h5s2s Jd9s7s4s3s 
Ks8c4c3s2h Qh8c6d5c2c Tc9d7h7c2c Th9c8d4d2d 
9s8c3d2s2c Tc7c5c4h4c Kh9c8s7d3d Tc9s9d3d2d 
Ah6s6d4d3c Ts7d6d5h2c Js8h7c5d2c JhTd5c3c2c 
QhTd7c4h2h Jh6c4c3h2d Qd8d8c3h2c Kd9s8c7c3c 
QsJh7c4c3c Qs7d6s3d2h Qc9h5c3s3c 8s7s7h4d2c 
Kh5h5d4c2h Kh9d8c7c3c Kd6d4h3c2s JhTh7h6h2d 
KhTc7s4c2d Js9c7h5d2d Qd9s7c3h3d As9c7s6s2s 
Tc8h4h3c2h Jc7s7h6h3h Qc7d6s3c2s QhJc6s3d2h 
Ac9c6h4c2s Jc6s4h4c2s Kh9h8s7h2h Ac7d7c3c2s 
7h5s4h4c3d Kd8h8c4h3c Js7s6s6c4s 6d4h3d2h2c 
QhJh8c3s2d Td8h3d3c2c AcJh7c3c2s AsTs4s3h2c 
AhJc4c3s3c Jd9s8s2h2c Js6h4s4h2s 9c6s6h2d2c 
Js9d7h4c3h Jc7c6d2s2d QsTd6s2h2c Qh8h7h6c2d 
9c7h7d6s2c AcJs6h4s2d Ks7c4s4d3h Kc5s5h3c2d 
8h8c4d3d2h 6s5d4c3s2s QcTc7c4s2h Jh7c6d4s3c 
8h5c4h3h2c Ks6s6c4s2d Kh7c5s5d3s Jc9s4d4c3h 
AhTd8s3d2c Jd8h7s5s2s Kd8s5h2d2c Ad9d6s4d2h 
Jh6s4c3s3c Qc9h4h2h2c Tc6d4c3s2s KsQs6s4s2d 
Th6d5d3h2d Jd9d6s2s2d AdQc6c4s2c KdJd7h4c2d 
AdTd8s3d2d KcQh9s7s2d QsJs3h2d2c Js9d5c4s2s 
As9d7d3d3c Th5d4c3d2h KsKhKd9h8c Td6c5d2d2c 
QdTc7h4s2c Th7d5h3s3c Kh8s7d6s3s Tc7c6d4c3c 
Kc8h6d5h3h 8h7s7d4c3c 8d5h5c3d2c JsTs7s6s2h 
Td8d7s7h2d Qh6d5s5d3c KdTc6h4s2s 9s8h8d4d2c 
Kh8c7s6c3c Js6c4c3s2h Tc8s7h7d2h Qc8c7c5h2d 
Kc9d8h8d2s Qc9h3d3c2d JhTs7s7c2s QhJh8s2d2c 
Qd8c6s6h2d As9h4s3s3d Qh8d7h4s4c 8s7d6h2h2c 
QsTd5d3c2h AcTd7s4s2h Js6d5h5d4d QdJh6c3s2d 
QsQc8c3c2d Jc9c8c6d2c Qs9h8h8d3h Js9d3s3c2c 
7h5c3h3d2d Th9h6c4h2d KdTc9s3s2s Js9h4c3s3d 
Jh9s8c3s3d 9d9c7s2s2h QsTc8s2s2d Jh9d8s3d3c 
