Tc9c8s8h5d 
As8c7h5c2h QsTd7s5s2d KdJcTc4s4c Kd8c5c4d3d 
Jc9c6s5s2s KcQcJh7c3s KdJh7d6d4d Th8h7s6h5h 
QdThTc6d2s Td9d8s8h5c QsTd6h6c4c Tc6s5s4s4c 
ThTd4d2h2d KsJh3s3c2c Js8h7s7c5s Ks8d7h5h3d 
QsJhJc4s2s 9s8d7d3s3c Ks8s7h5s2h 9s9d6d5d3d 
Ah8s7s5d2d QsJh9d6h4h JsJdTc3h2c Jh9s6h5h4c 
AsQs6d5s2h KdQs8c7c5c AcTsTh5c2c QsTs5h3h2h 
QhTh6c3d2d Ts9s7d5c4s Js6h6c5h5d Qs8d7d6d5c 
JdTs8h5c2s Ks9c7h6h6d Td8h7s5s4s KcJc7c6s3h 
KhQs9d4s4d AcJd7d5h3d KhTs3h3c2s Qc9d6s6c5c 
JcTh6h5h5d AdKd7c4h2d 9s8d5h5d3h Js7c5d3s3d 
AsJs5h3s3d 9s6s5d4d2c KsJs9h6c3s KcJhTs8d3d 
Td8s8d5s2d AhKs9h4d3h KhQs7d3h2s AdKs9s6h2c 
9s8s6d5s4h QsQc5h3d2c QcTd3d3c2s Jh8c6h6c3s 
Jh9d5h5d2c 6d5c4c3s3d Jc6s5s5c4c KsQdTd8h2d 
7h6s5h4h2s AdJc6c5h4c Tc9c4h4d3h Td9d7c5c2d 
JsJc4s4h3d Kc7d5s4s3d QsTh6s3d2d Ks6s4d3h3d 
JcTd6d5h5d 7s7h5h4h2s Kd8d7s4s2c QhQcJs8d3d 
Kc9c6s4s3c Ts9c4d3s3d Ad7c5s5h2d Ks9s7s5c4d 
KdJc8s5h2d AdJd8c3s2h Jc8s5s3h3c KhQsJc9d4d 
9c8c7h6c4s KhQd8s5c3h KhQs9h9c4d AsQc9s2h2d 
Qc8s5s4c3s Qh9c6s5c2s AsKd9d4c3h QdTh7h5d2d 
9s8h6h4s2c KcJd7h4s4c KsQc5c4d4c Qc9h9c5d3s 
AhJc9s9d3d Qh8h7d6c2c 8c7d6h5s3h Th9c7s5c3d 
JsTs7s4d3h AhJs9s5c3s Jd9h8c4h4c KdQs9d9c4h 
QcJd8h7c4c Ks8d8c6h5c Jc9c8d4h3d 8h6s5s5c2h 
Js9d7h7d5d Qh8s7c6h2s KdJsJh7c2d Kd9h8c5h5c 
Ac8d6s5h4h AdQhTs2s2c KsQh8h3s3c AsQs6d6c2h 
AsKh7s3c2d QsQh7c3h3d QcJh9d8d4s 9c8s6c5d4c 
KcQd9s9c4h 9c8d6d4h2c AhQh7h7d4h Jd8c6c5d2c 
JhTd8s5c2d AhJs8h6h2c 8d7d6s2s2c AsTc6s3c2s 
KhQh9d8s2c Jc7h7c4d3h Td8c5h5d3c 5s4d4c3s3d 
JsTs5s5c4s As9s7s5c4s AcJh9h5s3h KdTc4d3d3c 
KdJhTs6c2h Qs9h7s6d2d KhQdTs4s3s Qs7s6d5c2c 
Qs9s7h6d3c 6s6c4d2d2c Jd8h5d5c3c AsTs6s5s5h 
KsJc4d2s2d Qc9s9c4d2s Js8c6s5s4h QdQc7s3h3d 
Ad7h6h5c4s KhJdTd4d3d Kd9c5d4c3d KcThTd7c2s 
Jd9d8h4c3h QhQc7s3d3c Th9d8c5s4s QdTs9h6s2c 
QsJs8d5s5c Qh8d7s6h2d Qs8d7c6d5d Ac6c4h4c2h 
AhJh8h6s2c QsJd9h6s3s Ad4s4d2h2c Jc8s7d6c4c 
Th8d7s7d4c AcQc6c5h2s AsJh6h6d5c JhTs8c7c3d 
QcJs3h3c2h AsJc9d7h3h 8s6s5s5d3d AcKs8d3c2h 
KdTd7h4d3c AcJd5s3c2h Td9h6d6c5d JsTh8c6d2h 
JhJd6h5h3s Th7s7d4d3s Jd9s6h4s3h KhJcTs2s2d 
AsJd6d5c4d Qh8s8d5c4h QcTc8c6c5c AcKc8d7c2c 
AhJd4s4c2h AdJd8d6s2h Qh9h9d5s3c QdTd7c5s5h 
Jd9d8s2s2h Js8h8d6d3h Qc8s6h5s2h Jc9c8s4d3s 
Qd9c6d4c2h 9h8d7h4s3s Ts8h5s4d3d 9c7d7c4s3d 
AsQc7d6d4d Th9s8s7d4s AcTh9s6s4d AsQs6s5c2h 
JcThTd7c2s 9d8h6c5c4c Ad8c7c5s2s AcQcTc4c2s 
9h8c5c4s3h Ts9h8h7c4h Ts6s6c5s5d JhJd7c6h2c 
KhJs7h6h4h Jd8h8c7d2c Tc9s9d8d5d Qc9d9c3d3c 
QdJs5c3s2c QdTh6s5s5c AsKd7h6c3c Qh8h6h6c5s 
QhJh8h4d2d QhJc7s4c2h Ks9c7s5s4d QhTd9c6d2s 
Qd8c7h6d4d AsTd9c6h3c Qc8s7d6c4c 9d6s6d5c2s 
QhTs4s3c2h AhJcTd4d2d AhJd5s3h2c TdTc9s4h3c 
JsTh7h3s2d KhTs9c5c3d Ah7s7d6d5c 8d8c4s3s3d 
Tc8h5s5c3h Tc8c6d4d3c QcTsTh5c2d Qh9h7s6d3c 
Tc7h7c6s4d AdJd6s3h3c AsKs5h5c2s JhTs6s6c4s 
Th8h7s7c2c Th9d8h7h5h KcQhJh4s2h KsQsQh8s2c 
KhJs7d5s5c QcJsJd4d2d KhTh6s6c4h Qh7h6s5h4c 
KdJh7s7d4d KsQc5d4c3c KdQc7h5d3d Tc7s7d4d3s 
QdTs6h3d2h QsTs9s6s3h 8c7d6h3h3c KcTc9d3h2s 
ThTd9c6s3s JdTd5s5d4d JsTd8h6c2s Qc9d6h6d2c 
9d6d5s4s2h JsJd9s8c2s Td8h5d4c3c Jc8s7s4c3d 
JsJh9h8d2h Th9d8d6s3c KcQc9h8d2s Jd8s5d4s3s 
Qd8h7s5h2d AdQd6h4d3s Jc9h8d6s4c Js7d5c3s3c 
AsQs6s5h2c QdJs3d3c2c 7d7c6d4s2c KhQc8h3d3c 
9h8d7s7c5s QsTc6c4d2d Qd9h6d4h2s KcTd5s5c3h 
Kc7s6d4s4d 7h7c6c5s3c Kd9d7s7c5d Qd8s7s6c5s 
Qc9c8c6h6d Jc4h4c3h3d KcJhTd7d2s KsJh9d6h4c 
KcJh6h3c2h Tc9c8s4s2s AcQd7h6h4h AcTs6s6h5d 
AsJcTc3c2h QdJc9s6d3d 7c4d4c3s3d Js6c5h5c4h 
7c6c5c4h2h Qc8s8h5d4c Ad7h5s2d2c ThTd9d8c4d 
QhJd7c6s4c QsJs5c4s3h Jh8d6s5d4c KhQc6c5d2s 
AcTs8s7d3s KcQhJc3d3c Qs9c6h5h2c QhTd7s5s2d 
KdJhTh4h3h QhQc5s3d2h AcTh6h6d5s KcJh7h5h4h 
Jc9s7h6c4d Qd9c7d4c3h Ts9s8s7h4d 6s6h5h3c2s 
JhTs9d2s2c QdJd5s4d3h 8d8c4s3s3c QsJd7s6h3c 
KsQc7d3c2s KsTs9d5h5c Jc7d5s4s4d KhQsJc8c4c 
KcTc9c7c3d 9s9c8h5d4h QdJh9h9c3s KsTs7s4d2d 
9s9h8s4d3d AdJh9s5s3c KhTc9s5s3d KdTh6h6c5h 
7s7h5d4s2d Kh9d7h5h4c AsKd9c7c3c KdKcQs7h2h 
8c7c6h4h2h Th9h8d4d3h AcJd8s6d4d KsJd8d6h2h 
JcTh8s6d2c AdJh9c7c3c AsTs7s5d2h QcJc9s8c2d 
KdTh7c5h3s Jd6h5h5c4c Ks5d4h3s2d AhQcTd2s2d 
Jc7s6d4c3s Ac9s8d4h2c AsJh9d9c3h Ks9s6s5d4h 
Jd9d8h2h2c Tc8h7c3s3h AcKd8s3c2h Ad8h6s6c2d 
KcJs6s6d4h Ts9s7c6s4s 9s8s7s7d5c As9s7h4s4d 
9s9c7d2d2c AcJd9s9h4d Kd9h6s4h2d KcJd8h5s2c 
9s9c4d4c3d QcJsJc3c2d KsTc8h5s2d Qh7h6c4c3c 
Qd9d9c4h2c Kh9h8d6h5h Kh8d8c6s5c AhQh4d2s2c 
Ac4s4c2h2d AcKd6h4c2c 9s9h7c2h2c Qh7c6s5h2c 
AsQsJs3s2c QdTsTh4h3c Td8c6d6c2c AdJc8h6s4h 
8h8c6d6c2s QsJh7c5d3h Qd6c5h3d3c Ah9c8s5h2h 
KdQc5s4c3c Qh8s8d5h5c Td7s7c5h5d As7d5h5c2s 
AsKd9d9c4d Td8c7s4s2d KsJc6c2s2h Qd8c7d6c3d 
9c8d6s6h5d AcQs9d3h2c AsJh7d6d4d Kc9c7h6h2c 
Td6h6d4s4c KsTd9h9c5d QdJh5s3h2s KdQhJd3d3c 
QdTs9h2d2c KdJh4c2d2c Kd9c8s4d3s KhJd8c5s4s 
Qc9s8c4s3d 6s5h5d4h4c QdQc8h5c2c Js8s7h4c3h 
Kh9s9h7h2s 9c8s6d4s3c Ts8h5s4c3c QhTs5s3h2s 
QhJc9h7h4d Js8s8d4h3d KsTh7h5d2d Kh6s6h4s2s 
9s8c6c4d2s KdTsTh5c2d Th8d5s4h3s QhJc7h6h2c 
Td8s8h4h2d 6d4s4c3s3c Js6d5h5d3s Js7h5c3s3c 
QhJs7s6c4s QcTd8c5h5c JdTh8c4s4h Td9h9c2s2d 
KcJc9d6h3c Ah7s7d6s5c Kd5c4s3d2s KhTdTc5d3s 
AhTh7h5h3c Ah9d8h2s2c QhTh8d3d2d Jc9d7c5c4h 
KhTh9s3c2d KhQhQc3h2h Jc7h5s5c3h AhJdJc7s2c 
Kh9c8c5s3s KdQh5h5c3s KhQh9h6d6c Jh8c7s6c2h 
AhJc7d6d4d Tc9c8s3s2d AdQd5c4h2d Qd8d6s6d5c 
Qc8h6s6c2s Ts8c7d5c2d QcTh3h3c2d Td9c6h5s4s 
Jd8c5h4c3h QsTs5d4s4c Td7d6h3h3c QhTh9h7d4h 
AhKd7s4s4c Tc8h6h4c2h JcTc9c5c4c Jd9h4h4d3c 
Ad9c4h2d2c KsJs8s8d3d 9s9c4h4c3h JhJd9h6s3h 
QsTd8s7c2h Ts8s7s6h4s AhKc7h3d2s Ah7c5s5d2h 
Ts7s6c3h3c Qc9s5d4s2c Kh9c6c4h3h AhQd9d5s3d 
Js7h6s6c3h AhQs8c7s2d Jh9d7c3h3c Qh8h7s6c2c 
Ts9s6c4c2d Tc8s7s5h4s KhQsJc7c3d Ad9s4c2s2d 
9h7c6h3h3c KdTd9h5s5c Tc9c6s4s2h 6d6c5c3s2d 
Jd4s4d3s3h Qd9h5h5d2c QdTh6h4c2c 8s8c7s4s3c 
As9s7c4s4h As8c7c5d2d Ac6h3s3c2h AhQdTs4c2s 
Ts8c7d4d2s QhQdJs8c3c 9d9c7s5d3d KdQh9d9c4s 
AhTh5h5d3s 9c6d5d5c3d Tc9c8c7d4h AcKh4h4d2s 
7c6d6c4s4c Qd8s7c6d2s Kh6d5d3d2h Qc8h6d5h2d 
Kh7s6s6c3c AcKh8h6d3h Qs5h5c4h3s QhJsJc6d2c 
KsJs6c3c2d Qc8d8c6c2d Qd9s6d5c4d As5h4c3d2s 
Jd6c5s5c4s AdKc9h4s3c AdKh8s3d2c Tc9s9h2d2c 
As9c8h4h4c AdQs6d5d2h QsTs8s6h3c Td6h6d5h3h 
As7h5d2s2c Kd9s6h4s2d Ad5d5c3d2c Ks9s5h4c2h 
Qs9s9d6c3h Qh9d6h5s4h Ad9s8d2h2c Qh8c7d5c2h 
9c8d5d5c2s KhTs6d3s3d AdQc8h4s4c Ac5c4h3d2s 
AsKc9d4h3c 5s5c4c3s3h 8s8c6s6h2d Td6c5s4s3c 
JcTh8d6c3c 7h7c5d4h2d Kd9d6h4h2s Ks7s7d4d2h 
Js9s8d6s2d Js9s8h6s2h QhJh4s3c2s KsJs5d5c3h 
JhTs8d7d3c Ac7h5s2d2c As7d6s4h2c Ts9d9c5h4c 
Ts9s7d7c5s KcTs9s8s5h Qh8c7d6c5c KdQcTh4h3h 
KhKc7s6d2d 8d6d6c4s2c JhTs9s4d2c QdJh9s6h4h 
Ts9h6d5c4c KhJc9c6s4c Tc9s7c5c2s Tc9c6h4h2s 
KhJc9d8h2h AdTc7d3s3d KhJd6d6c4s Jh8h7d6h5h 
KsJd6d2s2c QcTc8c6s3h Qd7h6d4h4d Qd8c7c6s5c 
Kc5h5d3h3d AsKd9c7d2d Th8s5h4c3c JhTd9s4s4c 
Ts9s5d4d2c KhTc9d7c3c KcJh9h7h4d KsQdJs3s3c 
Jd9h7d4h3h JdTd7c4c2d Ks6c5h5d4s Td9d6h4c3s 
KdJd6d6c4h AsTs7h3c2d KsKhKcJhTd QsJs4h3h2h 
Ah4s3h2s2c 9s8d7c6s4s QsTc7h6c3d Qh7d6c5h2d 
KhTh6s4h4c Ks9h7c6d6c AhQd9d5c3d KsQs9d8h3c 
Ah7h5d5c3h Kh5h5d4d3h 8h7h5c3h3c KsJcTh3c2d 
As9s8d6c3s QsJd7d6d4h Ah7s6h4c2d QdJs5d2s2d 
Js9c5s5c2h Qh9d8s8d3s QsTd6s4s3c 8s7s6h2h2c 
Th7d7c4d3c AsTsTc6s2h QhJh6d4s3c Jd7s6h4d3s 
KhJd6d2h2c KsTh5d5c3s KsTh6c3h3c Td9s8h5c4c 
Qd9s6d6c2c AhKc6d6c3c JcTd8s5s3h Ks8h6s6h3s 
AsTh7c6d3h As9c8d6c2d Jc8d6d4h3c AhKs9h3c2d 
QsJs4d3d2d Td8c7c5s4c KsQc8d7d5d Ac8s7h7d4d 
TsTh7c4s2h Jc9d7h5h3s KdTc8s5d2h QhJh6s4c3d 
Ac9d5s4s4d Ts8d7c5c4c ThTd9s4c3d AdQs9s5c3s 
Kh8h8d5h3d As8c7s6s3h QsTh8c7d2s Jc9s7c6d2s 
Tc9s6h4c2s AsKh9d7d3d Jc7h7c4s3h KhQd7h4s3c 
QdJh9d6d3c KcQsQd6h2h AcKd8c3s2h AcKsJh6s2s 
Js6c5h4c3h Jc8d7d4c3h KdQs7d4c3h QcJc5d4c3s 
Js8d5s4d3d Jc9s5s5c2h Qc6s6c4s3d 9d8d7d6c4h 
AdKs7d3h2c Ks8c6h3s3c 9d8h7d7c5s AhJd8d7s2c 
9d8c7s7c3s KdJc7h5s5c As7d7c4d3c QhTd9d5d3s 
Qd8s7c5c2d QsJh9h7c3d AcJs9s6s5s Td9s7h5h2s 
Qh8s7c6h4h 8c5h5c4s4c KsQsJs5s2c KsJc9c7c4d 
Tc8c7s7d2d KdQdJh3c2d AdKc9c4h3s 9s7s6h5s2h 
JsJd4s3d2s KhQs8s7c4d Kd7d6c5d2c AdKc6s5c2c 
8d7d6s4s2d Jc9s8d5c3h KhJhTs8h3h Tc9s8c7c5c 
Td6s6c3s3c Th8s6s4h2s QsJc3s3h2h KcJsJh4s2d 
Qc9h6d6c2d Kc7s5d4d3s QsJhJc6h2d AcJs8c4h2c 
8s7s7c6s4d KhTd9s8s4c Kc7c6h5c3d AhTs9s7s3s 
Qc9d8c4d3s Td9s7d5s2s KdQs9s6h4s Th8s8h4s2s 
Ac9c7h4s4c KcQdJh9s4s JsTh8s4s4c AcQc8h8c3d 
8h8c4h4c2d Ts9d6h4s2d 9c8c7s5c4d JdTc8h6c2s 
AcKhTc5c2c QcTh8c5s5c KhJd6d2s2h AsJd9d5d4d 
QsQc9c4h3c KsJsTs9s3s AsQc7h5c3c Jh8s7d6h4h 
Jh9h5c4c2d As5s5c3s2c AcQdJd5d2d 8h5h5c4h4d 
Th9d8s7c4d JhTh8h5s3c Jd8c5s4c3s Js8c5s5d3d 
Qh6h6d4s3s QdJs7h4d2h AsQh9c3d2s TsTd9s2s2c 
Kh7c5s4s3c 8h6s5s5h3s Kd9d5h4s2s AcQsTd4h2d 
Ts9h7c5s5d AdJd4d3c2c JdJc6c5h3c AcJs9d7h3h 
AsJh7h5d3h Td8d5c4h2h 9c8d5h5c3d KsJhTc7c2d 
Js8h6h5s2h ThTd9c5s4s Tc8c6d5c4c Qd9d8d6h6c 
9s8h7d7c5d Qh8h6h6d5c 9d7c5c3d3c AhTs9c6d4c 
Kc9h5c4h3c Th9h8s4s3h JcTc5s5c4c KcQh7s5c3c 
Kh8h8c6h2c Kh9c7c3h3c KhQc9h9d4s KhTd4s4h2s 
AsKdQc3h2h QsTdTc4c3h JsTh6d5s3s AsQhJd6d2c 
Ks6s6h5c4s Qh8s6c4s4c Qs6d5h3s3d Qd9h5h5d2s 
AsJh7c6d4c AsJcTc3c2d KsTd7d5c2c TsTd6d4s2d 
QsTs4c3s3c Ts7h7c6c5d Ad7s7c4h4c Jd9c7h7c5c 
JdTs8c6h2d AcQc9c7d2s 6c5h4h3s2s QdJc8s7d4d 
QdQcJc4c2c JcTd9h2s2d Jh8d7d4h3s Js9s7c6h3d 
Qd9s8d4s3c JsTs9s8d2s KsJdTc7c2h 9d8s5s5d2c 
KcJd8d5d4h AhTc7h3h3d Tc6h6c5h3h AcQh4c3d3c 
ThTd9d8s3d JdTc6s6c4c AdJs9h7s3s Qc9s6s4c3c 
QcJd7h5s3d KsQcTc8d2c Ts9d8s6h2c KhJd9d5c3d 
QsQc8d7d4d QhJd7d6s4d AsTs8s5s3h Jc9h9d4d2c 
Tc6d6c5d3d AsKc9s3d2h KdTs4h4d2h KdTc9s8s4h 
6d5h5d4h2c KcQd9s8h5s QhTh8s3c2c QcTd9h4s4c 
Ah9h8s4h4c Qs9h5s5h3s Jh9h8d6s4c AcKh6h6d3h 
KdTs6s2s2d Tc8h7s7h2c Td8d7s4s2c Qd9s6d5h4d 
9h8c5h5d3c Jh9h7h5s3d QdJsJc4s2s Kc9s8c4s3h 
6d4h4c3h3d JhJd8s7c3h QsTd9c6d2h Qh9h7d4c3d 
Jd9d7s4s4d QsJs9c8s2d QdJs7s6s4h 8d8c7c4s4c 
5s5c4c3s3d JdTc9d8d2d 8d6s5s5d3s Tc9c5s4s2d 
Ts9s7h6s4s KhJh7h6s3d Jd9d6h5h2h QcJh5d3h2d 
AdQh5s5c3h AsTc9c6c4d AcTc9c6s3c AdKc8s3d2h 
KsJd7d5d4d QcTh6s3c2s KsTh9h5h4c Jd9s8h5d5c 
JdTh3d2s2h KdTh5d4d4c QcJs8h7h4d JsJd4h4d3c 
QsJdTh6h2c AdTd6d5s5d Qd9s6c4c3s Qc8d7h6c2d 
KdQd3s2s2h AdJd8h7d3d QdJdJc7d4d Kd7c6h6c3h 
Tc9s5c3s3c Ks7d6d5h4c 7s7d6h5c3h QhQd6s4c2h 
8d8c7d4h4d Ad6c3c2d2c JcTh7h7d3s Jd9h8d3s3h 
Qd9d7h6s2h KhTd7s6c3d KdQdTd4c3d 9s9d4s4h3h 
Kc9c7s6h4c As8d6c5h4h AsJc9h7h3h QhTd6h3s2s 
8h6d5s5d2h Kc6s6c5d4c Kc7s7c4s2d KhQsTd5c2d 
Kc9h7c6s3c Ts7h6c5d4c KcTh9c7c3c AsKc9d9c4c 
KsJs6s6d4c 7s6h6c5h2c JsTd8d4h4c KdJsJh4s2c 
Kc9h8s5s5h JsJd9s8h2s AdTd5h5c2s Kc5h4s3c2s 
Qd9c7c6d2c Kh9s9c7d4h Jh8h6h5c4s KcTs7h6d3s 
QsJd7c4s2d Td8s7s5c2c Td8c7c4h3h KcQcJc6c3d 
Jh8s8d7h3d Qh8d7d6d5s Tc9h8c6d2s QsTc4d2s2c 
QhTc6c4s2s Qc9c7h6d3s AdQd8s8d3h Jh9d6d6c5s 
AdQsTc5h2h QdJh7d6d2h 9h8c6s6d5c 8s8h4s4h2c 
KcJs4d2d2c AhQh8h8c3s Kd9s9d3s3d QdJc5d4d3h 
Ah8h5d5c4h JdTc7h7c3s KsJs8d4s4d Ad4s3d2s2c 
JsTs9s5s4s JsJc9c8d2c KsJsTd8s3s KcTc8c5c4h 
Ac9d8h4h4d Ac9s9h6c2d AdQcTh4s2h ThTd4h4d2d 
Kd7h6c4c2d Qd7d6s4s3s KhQs6c4d3s AcQhTh6h2s 
Ts9c7d6c3c 9s8c5c3s3d TsTh8s4s4d JhJc6h5h3s 
Th8d7h7d2d KcJc9d3d3c KhKd9c4c2s QcTd6c4c3h 
QdJc7c6c2d TsTc9s2s2d JsTh8c5h2d AhJsJc4d2c 
Qd9d7s5s2c KsTc5c4h2h AdKc7c3s3h AcJsJd7h2s 
JsJh8d7c3h AdKcQs3h2h 8d5d5c4s4d QcTh9s9h4h 
AhKc8c6s3c QhJhJd3s2h KcTh5h3c2h KdTc9c6c3h 
Ks7h6c4h4c QdTc7h6c3s Ts9c6h5d4d QcTs3s3c2h 
QcJd7h7d3h Kc9c5d4s2d Js9h7s6d4c KsJh8s6d3c 
AdJs8h7c3s Qh9s8h4s3d KdJh9h6h5h 8h7d6d5s3c 
Kd9s8c7c5c Qc9c7d6s3h Ts8s7d4d2h 8h7h5h5c3c 
KsTd9h5c4h QsJs8c5s5h QdTc6d3s2s Jh9h7d6c3s 
Ks9s9c7s2c Jc8c6c5d4h Ad8c6s6h2d As9s8c6s2h 
KhJh9c3c2c Kc9c6c5s4h Ah8d4s3s2h Qc8h7d5h2c 
KsTh7d7c4h 9s8h7s7d5s JdJc6h4s4h QcJc8c7h4d 
AsJd8d7d3c Jh6s5s5c3h JsTs8s7c2h 8s7h5s4c2h 
9s8s7s6c4d Ks6c5s5c2s Qd7s6d4s4d 9h8s6h5c4h 
KhJhJd9h4h QcTd7d6s3d Qs9s8s7h2h Jh8s8d7h2d 
KhJh5s5d3c Qh7h5h4d3d Ad7d6h4s2c JdTc7c4h3s 
KsQc8h7d5d AcQhTd4h2h Jd9d8h6s6d AhQs5d5c3s 
Ks8h6s3h3d Td8d5h4s2s AhKh9h8h2c JdTs7s4h3c 
Jh9h7c6d3s Th8s7h3s3d AdJh8h7h3c Qd9s8d4h3s 
KhQh9s8d2c Ac4s3c2s2d Ts6h5h4s4h JdTd5d4c3h 
Ac9s4h2h2c AcJh9h5d3h KcTd9c7c3c 9d8c7c3s3d 
Th9c6s5d4d JdTc9c8c3c AcQc9s7c2h Js9h5h4c2s 
8h7s7d6c4h Kh8c6s3h3c QsJc7h4s2h Th9s5h3s3h 
AdKcTd5d2d Kd5c4h3d2h Ks8s8d6s2d 9s8c7d7c3d 
KcJc7s5d2h KsQc8c7d4h AhKs6h4d2h Qh8s8h7c3s 
KsTd9c5c3h Jd9s7h5h3c Kd6d4h3h3c 6h5c4c3s2s 
KcQsJh3s2d Qc8s7d5d2c Ts8s7d7c3d 8s7s6c2d2c 
Ah6h5h4s4c JhTh8d7c3h KhTd9s9c2d KhJc6d2h2c 
Ks9d8h7c5h KdTh7d2s2h KhJdTd4d4c Jh8h7d4c3d 
Jd6h6c5c3h KcTd9h7d3d KhKdKcJdTs TdTc7c5s2s 
AcJd9s7s3s Kh9h5c4s2s As7s6s6d3c QdTc4c3c2d 
Jc8s6d5s4h QsJs9c5h5d 6h6c4s2s2c Ts9d8d7c4d 
Js9h7s7h2d Tc8d7c3h3d Qd9h9c7d5d QcJs9h6c3c 
ThTd5d4d2h 9s9c8d5h4s Qs9c8d6h6d Qd7d6h4h3h 
9s7s6h5d3s 9s7s6c5s2c AcKh7c3s2d AsTh9c6c4d 
AsJd9d6d5d Ts8c7c5d4c Qc9s7h6c3d QcJd9c6c3h 
QcJdJc3h2c Td9c7h5c3s Kd9s9h7c4d Jc6h5h4d3d 
JhJd6d5s3d 9s9h8d6s4c AhTh7d3h2d JsTdTc5s2s 
AcJc6d6c2d Kh9s7h5h4c 9s9c4h3h3c AhJd8s6d4d 
6s6c5c4s2s Qh9d8h6s3c 7s7h5d3s3c Qd5h5c4c3d 
Qs9s7d4d3c Kd9h6d4d3h QsJh9h6d4h Js9d7c4d4c 
Qs9d8s6h3c AhKsTh4h2h QsJd7h4s2h KcJh7d7c4c 
Ts9d8c7h4d AhQh7c5h3h 8c6h6d4h3c AhJh8h6c2d 
Js9s8d5s4c Th9c6s5c3d Jc9s6s6h5d AcTh9d6d4s 
9d9c8s6d4h QsQc8s7h2d KcTc7c4s2s Jd9s7d6h2s 
Js8d5s5h3h 9s9h7s5s3c Qs9c7s6h2h 9h8s7s4h4c 
Js9s8c2d2c Td9h8c5h4s Kc6c4h3s3h Ts8h7h7c2s 
ThTd9h8c3h Js9c7s5s4h QhTd9s6d2c Jd9s7s6c2d 
QsTs4h3s3h Th7c6h6c3h Qh8h7c5d2d Jd6s5s5d4d 
Ad7h6c4s2d KcJc8d4d4c JsTd7h5h3h Tc8d8c5h5c 
ThTc9d8c3c Ts9c7s5c2s Kd6s5s3s2d KcQd8c3h3d 
JsTs8s7h2c KsJhTd2d2c AdQc9d3s2h KcJs9s5s3d 
QhTd9d7c3d 9s8d6d4c2s AsQd9c8d2d JcTd5h5d3s 
Qh7d6h4h4d TsTd7h4d2s AcQdTd6d2s JsTs5s4c3d 
AhJd9c7d3d Ad7c6d4h2s Qs9h8s6d3c Kd8d7c4c2h 
AcKhTc6c2c Qh9h8h7s3s AsKh3h3d2c Jc7s7c5d4h 
Kh9s6h4h3s 8h6h6c4s2c KsTd9c8c4h KcTs8s6s4s 
Ac7s6c4d2h Td8d7s6d5d JcTd9s4s4h 8c7s7d4h4c 
Jh8c6h5h4d Qh9s7c5h4d QcJd9d7s3h Kd8s5s3d3c 
KcJc6h3h2d KdQc8s8d3s JsTh8d5h2c AhKd9h4c3h 
Td9h9c8h5h AcQc8h4d3c Kh9h7s6s2h TsTh9c6d3d 
Qh9s6h4s2c KdTc3s3d2c KsTc5c3s2c KsTs4h4d2h 
AcKh9c3d2s Js8h6c5c2h KhJs7d4h4c Jh9h5s4s2d 
Tc8d6c4d3d As8d6d5h2h KsTs9s6d2c Js9d7c3s3c 
AdJc9s5s3h 9s8s7d5s4h KhQs6s5d2c KdTd7d4s2s 
Qc8d6h5d2h KdTd8d5d4c QcJd9c6c3s AcJh9s7s3s 
AhQs7d5s3s Qh8c7h5s2c Ah8c7d6d4d KcJc9c5s4c 
KhQsTs8s2d JsJh8s7s4s KhJc6d6c4s Th8d7c5c4c 
JsTh5s2s2h AdKs7d2h2c KcQsJc3d3c Tc8s7h5h4h 
AsJd9h7d3d Kc7h6h5d4s AsQsTs4s2d KdTd7s4d2s 
AhQsJd7c2s 8s8d4s4d2h KhQs5s4s4d Kh9h9c7h2c 
8s8h7s4s4d QhTh8s8c4h JsThTd7s2c As9h8h6h5h 
JsTd8c6d2h Kc9c7d6s4c 8s6h5h5d2s Js7d6s4c3d 
AsJh8h7h3d Th8s6h6d4c AsJd8c7h3d AsKh5c2h2d 
QsQc7h3d3c Jh6d5d5c3h As9d8h7c4d Kh9s8d6h3c 
Qs9c5h4c2s JcTs6c4h4d Js8h7s7h2h QdJc9d6d3s 
AsKc9c6d2h JsJd9c8h4h Js9d7d6c2s QcJs5c4c3d 
QsJh9s7s4c As9c4s3h2c Qs8c7c6d5c Ks8c6s6c3s 
QcJd9s9d3h AdKs6c5s2s JdTd8s4h4c QhJs8s5d3c 
KhTc7c5s2s Th9c5c4d2h KhJhJc4s2h 9d8d7d6c4s 
Ah7c5d2s2h JsJd7c6s2c QdTd7c6d3s KhKd9s4s2c 
Ah9h8d6s3h KsTs9c6d2s Td9d6c4c2s Ks9h8s4c3c 
JdThTc8d3d Jd9h7s5s3c Ts7d6s5d2h KsTh9d5c4d 
8d7d6c2h2c Js8d8c6c5c KsQc4d3s3h AsJc8s3d2h 
6c5h5d4s4h Td9c7d5c2d Th9h8c3c2d 7d6d5d4c2c 
Ts8h7h5d4h Jc6h5h5d4d Jd9d8s4h3s QcTc7h6c3s 
JhTs7d6h3h 8d8c6h6d2s Qs9c8c3s3d Jh9d7h6s4c 
Th9c4d4c3h Kh9s8s7s7c Kd9d6h4h4d Qc9s6h5h2s 
KdQc9c6s4c Tc9c6h5s4c QsTd8s3s3d KhJc4s2s2h 
