KcTdTc9s5c 
JsJh7s6d3d QsQd9d7h4c KdJs5s5d2h KhKd9s5h2h 
QsJc5h3s3h KsTd4h3s3d KcQs9s8s6d Ac9c8s3s2h 
AhKsJs2d2c 9s9d8c6h6c AsJs8c4c2s KsJd8h4d3s 
As9s5c4c3c AcKh9d8h3s QhJc8d6s5d QsTc7d5d3c 
QdTh7d4c3h AcKcQc9c4d AdTd9h6d3c JhJd6d6c5d 
KsQhQd9c2h KhQsJd7s4c Kc8d7c5s3s Ts9c8s6h5d 
KcQd8h7d6d Ks9s8h7d2h AdKd8s7d3h Kd6s6d4s3h 
QsTc7s4d3c KdTs8d5c2c AhKc8h3s2s Jh8h7c5h5c 
Js9d8c5s5c AhKsJs8s4s 8d7s5s4h4d JhJcTh9d3h 
AdJc6d3d3c AhJcTs6c4c QdJc9h7c2d Ac5s5c3h2s 
AhQs7h5c3h Tc9s8c7d3d QsQh5c3c2s JsTc9s9d2h 
KsQhTd9d5c Kh9c8h8d4d As7d7c2s2d KsQs8h5d2h 
JdTh9d6d5c KdTh8d5c2c QhQd7s4d4c KhQc9s8s3c 
Ks9h7h7c5c JcTh9h6s5h AhJc9c6d4d KcThTd3c2h 
Qh7h7c5d4d KsJc9c7h7c QhTs9h7s2s AdJc7c2d2c 
JhJd9c7s5s KsKd7h5d2d KhTh9d9c4s Tc9c8s5s4c 
QhTd5d4h2s QdTs5s4c3c KcQdThTc5c QsJh9c6s2c 
AcQh7s6h5h KsQdTd9d5h Ts9d8d7s2s Jc9s8d7c5h 
Ts9d8c6s2c KdJdTc4d3h KhQsJs8s8c AdTs6c3d2s 
8c7d6d6c5c QsQc9s8d4h KsJcTc7c4c KdTc7s5c2d 
AhTc9h4d2s AsJs6c4c2c JsJc8d4s3c Jc9h9c4s4h 
Ks9s9h8d2d Jd9s8h5d2h KcJh9s8h2s AdQc9h5h2c 
Js9c7c5c3s AsQcTc6d3c KsQh9c4s2h KhQdJh8s4c 
AcTd8d7d6d AcTs9h7s2h QdJh6d4h3d QdJc9s6h5s 
JsTd7h7c6h AdKh9h6s2s QhTh9s6h4d AhKsQc9s3s 
8h7d5s5d4h KcQcJdJc2c KhQh6s5h4c 7s6s6c5d3c 
AsTh9h3s2s KhTs7d6d6c KdQsTd4h2c JhJc7h5s2c 
JhJc6s6h5h KcQd7s4d2c Ts9h8d6s2h Kc7d6d6c4c 
Jh9h8c5c2d Js9h9c7s6d AhTs8c4d2h 8s8c6h5s3h 
AhQsQh6h3h KsQhTsTc5s AcQc9s3d2d AhJh6s6c4d 
QhJs8c7s5d Tc9d8s5d5c Ad9s5s4c2d Js8c7s6c4s 
KhJc9s7s6s JsTs9h6c3d KhKc8s4h2d 9d8d6c5c4d 
KsJsTd7s3c QsJh8d8c7d JdTd9h9d6c AcQhJs9d4d 
Th9c8c5s3h 9h7s7c6c4h JsTd6s4d3s KsJdTd9h3d 
JsTs8h7c4s QhJd9h8c5h Jh8d8c7c4d Ts9h8c6s2c 
AsKd9c8d3h KdJhJd4c2s JhJcTc7c4c KcTc6d4h2d 
KcQsQc8c4d AhQh9h8c3d KcQsTs9s5d KcJh8h7c2h 
KhTh7c4h4c QsQd7c4d2s KsQs7d5d2c KhQd7c5c2h 
AcQsJd5d3d Jc7c6h5h4c Qd9h7d5c3c JsTd8h6h4c 
JsJdTc9h5c AhJc7c2h2c QcJd6c4d3c KsQh9d8d6c 
Kh9h8c5c3d QsQh9s5s4c QhTc5s5h3s AcKs9d8c4c 
KcJc9c5h2h Qc9h6d5h5d AcQc9d3d2d AcTsTh5c2d 
Ks8d7s6c3d Jd9h7d6c3c Qc7d7c5s4s JhTs6h4s3h 
QcJsTh4s3s AdTh8d4c2s Ks9s8h6h3h As8h7s5c2d 
AdQdTh7d2c QhJs4s4c3h ThTc5s5h3s KdKc9s4c2h 
Ac9c8d7c6c Js8s8c7d4d AcTh8c4s2d Th7c6h5d5c 
KsJsJh4d2c Jd7h6s6d5h JhJd8c5s4h JsJd8h5c4d 
AdThTc7s5s KsTd7s7d2h AsTh9s6s6d AcJs7s3c2d 
KsJh9d5h5d 8c7h6h6c5c AsThTd9d6d AcTs7d5c3c 
AcKs9d8s3h KdQdTs6c3d AcTd5h4c3s KdJsJh9d2c 
Qh7s7d5h4d KcTc9s9d4h QsJdTd7h2h Ts8h6s6h4s 
KhJcTd7c3s KcQh9h8h6s JdTc8h5s4h KhKd7h6h2c 
9d8h7c5c3d AhQcJs5d3d JdTd7s7d6c KsTc7h5c2s 
Qs5s5h4s4h KdJh8s7h5c Th9s8c6h2c KsTc8c4s3c 
Tc9d8c7h3d AhQhJh3d2s Qs9c8d5s3c Qs9d6h6d5h 
QdJcTc7h2h QcJs8h5h2s AhJd9d7s7c QhQcTh8h3s 
9s8s6h5h2d AhJd8s7s6s AdJsTd6d4d QhTc8h5d2d 
AsQc9h5h2c QcTs7s6h5d QdTdTc4h2h KcJs5c4h2h 
QsQd7s6s4c As8c6h5s4s QdJh8d5d2h QsJh8h5h2s 
JhTs7c6h2s KdQs8h5d2h QsQhTc6h2d 8h7s6s5s4c 
AsQsJs3d2c QhTd5d4c3c KsQd8d6s2s Ks7s6h4d3d 
QhJcTs7s4s ThTc8s8d4d AhQs9c8h3h QhTd8h8d2d 
AsJs7s5h5d AhTd5h3h3d QsTh9c8s4d As9d7s4s3d 
KdQdJd6c2c Js9h9c8s2c Qd7s7h5d4h QsQh6h4c2c 
KcQs9h5s5h AcJsJh6h2s 9d8c7h5d3h Jd9h8c5d2c 
KhJcTs7c3d KcJs9s9h3h Jh9d8c7d6s KdQc8d6c2d 
AcQd6h5c2s Tc8s7h6c4d AsQc7d6c3d JsTs8h7s4d 
KsJd7d5s2d Kc7h6s4s4c KsQc4s2h2c KhQsQh9h5h 
KcTc8h6c5d Ts9c8s7d3d AdQdQc6d3d JhTd8s7d4c 
KsJc9c7d7c Ts9h8s7d3d Qs7d6s5d5c QdTc8d7c3d 
ThTd9s5h2d AsQhJd9c4c As6s6h2h2d QhTh7d4c3d 
Ah9s7d2h2d QsQdJs7s5s 7h5s5h4s4d Jc7h6d6c5h 
AhTc6d3h2c Ah8c7s6d3h KsQhQd9c2d TsTd5d4h3s 
QdQcTd4h2s Tc8s6s5s5c KdKc7d5d2h Th9s9c6c5d 
QhJc8h7s7h 9d9c6s3d3c Kh9d8h7c3c AsKsQc7s3s 
QhQd7h7d2d KhQc6d4c3d KcQcTh6d3c QsJd6d4s2c 
KcJdJc3s3c KsJsTsTd6s Kh8d7c6d6c KhQd7h4d2c 
JcTc8s8d2s KdTh9s8d3c AhKhTh4d2s QdTs9d6h6d 
KcQs9h4h3c KsJh9c6s2c TsTc8d4c3s AcQh6s4c3d 
Jc9s8h7s2c Qc8d7c5d4c KdTc7h6s6h QsJdJc5c3c 
AdQhJd4d3d AhJc9s8s6s KsJcTc9h3c JsTs8c7s4h 
KsJdJc9h3s JhTd8h6h2d Qd9s7s6s4d AhKc9s9d3h 
KdJhTh8h6h Qd7h7d6h5h QsQd7d5h4d KcQcTh6s3c 
Ac8c6h5s4c 9c8d8c6d2h Jc9d8s7d4s Kd9s9d8c2c 
KcQcTdTc3h AhJh7s7h4d QdJc5c4d2d As8c7s5h2d 
KcQc8h5s2h QhQd9d5c4d KsQd9d8d6h KcQs9s8d4d 
7c5s5c4s4h AcJd5h4h4d 8d8c6s5d3s KsKc9s4h3s 
JhJc9s7d5d KcQs7h5h2c QhJs8s5s2h KsQsJs7d5s 
Qs6d5s4d3h AsTsTh4c2d As6s6d2h2d Kh7s6s6c3h 
KhKd9h7h3h AdQc8h7s7h KsTc7s6h3d AhJd8c6s5d 
QhTd9h5d2h Kc7c6h5h3c JdTc8d5d4h AcKhTc5s2c 
KhJc8s7d6s KhQh7c6h3c JhTd9h6h5s Js7c6h6c5s 
Ad6s5d3c2c Ks6h5s4h2c 7s6d6c5d4s Jd8s8d5c3s 
KcQhQc8c4d KsQdTs4h2c AhJc9c8s4d AdJd7h7d4c 
QdJh8d7d7c AdQh8s7s7c Ah9s5h5d2s JdTc8s7c4h 
Ah7d5s5c3h AdTc8h6h3c As8s6s5d4c KhKcQc7c2s 
9h9c6h3d3c Kd8c6c5h2d KdQh9s8d5c QsQh8c3h2s 
KsJh8h7h6d KcJd8d4c2s AcJc8d4d2c QsJh9h6d5h 
AsQs9d8s5s QdJs8c5c3s KhJhThTd6h 8d8c6s5s3c 
AcTc8c7s2h JhTc5s4c2h TsTh9d5s2h Ks9s8c5c3h 
Qs9h7s5h5c Js9d9c7h6d AcKh8c3d2d Tc8d7h6s5h 
AdQh9s8d3d JcTh8d4d2c QsQd7s6s4h QsQcJd9d3h 
Kc8h6h5d2c AsTs6d4c3h QsJdTc9c4c KsTs8h7s5d 
AcTc9c7s7c KhJd9c7s4h QsQcTc4d2h AdKcTh5h3s 
QhJs8h5h2s AdJs8c5s4h Tc9d8c7s3s Jc7c6s5s4s 
AdJc8s4d2h Tc9h8s5h5c Kd9s8d7c3c QdJd6h4s4h 
JdJcTd9h3d QhJd8c6s5c KhKc8h8d2h 9c8c6d5h3h 
Ah8h6c5s4h KdQcTd5h2s Ah9h5d4d3d KsTs6d4h2d 
QhJc9d8d5s Js8s8h7c4c AdTc5h4d3s QhQc9h8s2d 
QsQcJd7d4h AhQhJh6s6c KcJs9s9h4h AhKh8h7d4h 
QhQc7s4h4d Jh9s9h8d4d JdTh7s7c6c KcQs9d5s5d 
Qd9d8h6h3c QsQc6h4c2h QsJd8h7h6h KcQcJc7d6c 
QcJd9h8h5s KcQc8h8c7d Td9h8h6c5s AcQc9s3s2s 
Jd8h7h7d4s Kd9s9c8d2s KhJc9s6h2s Th9d7h7c4d 
QdJs4s3h3d KsTc9d8s3h KhQs5h5c2c QsQh7h2s2c 
KdKc9h4s4h KcTh8h5c2h QdJs6h4h3s QhTc7s5s3c 
AcQc8h8c7c JhJd7h5h5c KdTd5h4c2c AdQh8h5s4c 
KdJh5s5d2h KhTsTh9c5h AhJd7c4d4c AdJs7c4s4c 
AhTdTc9c4s AsQs8s4h3h KcQcJc5h4c QcJdTs4d3d 
KdQhTc9c5s JhJc8s5d4c KhJhJd7s4h Kc8c6s5h2h 
KdQdJsJd5d AdKc4h2h2c QdTs7c4d3c JsTs9d7h3c 
9d9c6c3h3d AdKd9c4s3h QsJh4h4c3s Jh9d7d6d3h 
KsTd7h5d2s QhJdTc9d3d KhKc6d4d3d AdKd8s3c2c 
QdJd5s3s3h AdTs9d7h2d QdJh9d7h2h KhJs9d5s5d 
KhJcTc8c6c KdJc8c7c6h 8c7d6c5h4s Ts9c6c4d3s 
9c8h7s5s5c Qh7d7c6h4d JhTd6s6h3s KcTc6d4d2s 
Kh7s7h5d3d KdJs9s9h4h KdJd8h7c5d JcTd9c6c5s 
AcTd3s2d2c Kd9d7c6s5d JhTh8s8d2s Ks9h8c6s2c 
KhQd9s4h2d JdTd9s5d2s 8d8c5d5c2s KdJsTc6s4s 
KcQd7h4h3c Ac9s9d8s4d KhQh9c7c2d Qs9d8d5s5d 
KsQsQh4c2s QdJh9c3h3d JsTs9s4c2c AcJd9d8s4h 
Ac9s5h4c2s QdTd8c5h2h AcTd9c6h6c QdJc9h5c2h 
Js9h9c8s2h JsTsTc9s3d Jh9s8c7s2h QdTs9d8c3h 
Th9h9d8s3s Kd8d6s5h2h KcTc6s4h2s KdQsTd4c2h 
JdTc8d4h2h Js7s7c6s5c KsJc5d4s2d QhJd7h5s2d 
Ah9s7h5h2s QdTh8h7h3d AhTs7s7d3d JcTh8d6d4s 
KsQsQd4s2h AhJdJc9s3d Kd9d8c6c3c JsJh8d5h2d 
TsTc7s4h3c QhTh6d5c2c KdQc7h4c2d KsKh9c4h2d 
AhTsTh4d2c QcTd5s4d3s JhTs9c5d3h 9s8c7s6s4c 
QdTd7h6d5c JdJc9c5h3s AdJh7h3d2s Jc9d9c8h2d 
Qh7d6h5s3s AhKh9d4c3s AcJs8d8c2h JhTsTd7c4c 
Js9h8s7s4h QsQh9h7c4d KdJcTsTc3c ThTd8h7d3h 
Ac9h8d5h5d QdQc7h4c2d KsQd8h5h2s QdJh5d4h2h 
QdJd8h5h3h QdTh7s5s3h QcJs9s6d5s Jd9s9c7h6s 
KdQsJd8c4h JdTd8h5d4c KcQs7c5s2s AhQhTs7h2d 
KcQs7h4s2c QhQcJh7h4d QhQcTh4d2s AcTs7s7h6d 
Ac7s7h2s2c KdTs8s5d2s AcJs8h8c2d Kc9c8d5d3h 
Ah9c7c4d2h QcJh5c4h2h AhJdJc9s4c Kh9h9d8s2s 
QsJd4h4d3s KcQs8h4s3c Qd5h5d4h4d JsTsTd7c4s 
KcJcTd4c3s KsQdTc9c5h QcJsTh9h4h AsJd8h6c5d 
KdTd5s5c3c Td9h8h5c3d Ks7s7h5d3d AdJs9s7c2c 
AsKcJc2h2d AhKsTc5d5c Js8h5s5h4c KhQc8s5h2s 
Jd9s9d6h6c KhQs8s8h3c QsTh9d4d2s JsTc8s4h2h 
KcJh9h3d3c QcJh8c6s6d Js9h8d7h2s AdJs7c6h5s 
Td9c8d7s3s QhJcTd9c3c AsJc9d3s3h AsQs8s8c7s 
KhJdTd9s2d ThTd8h5d2s QdJc9c6s5c QdJsTc7c4c 
QcTc9d5s4h QcTc7h6c4s JhJcTc9d3c TsTc8s4c3h 
QsTc8d6h5d Ts9h8d8c7s KsJhJc9s2d KdTd6h4c2h 
AcQcJc3d2h KhQs8h6s2s QsQc9h8s3d KcJdTd9s3d 
Td9h8d5s3h AsQs9d7s6s Kd8h7s5h3d Th9s6s6c4c 
9s9c7d4d4c QcJd9s4d3s Td8h8d7c6s AsKh7h7c2c 
QcTd8h4h2c JsTc4c3s3h AsJsJc9s4s QhQd7c4d2h 
AdQc7d5h3d AsJdJc6c2d AhThTc4s2d QcJsTd9s3s 
AhQh9s3d2d Qc6d5c4d3s JcTd8s6s4h QsJc8h5h3c 
Kc7h6h6d3c QsJhTc7c4c Kc8s6s5d2c KcQh9d7h3d 
AcTd7s5d3s QdJd5c3s3c As9d5s5h4c Jd9s9c8d3c 
QcJs7s4c3d AdKd8d5c3s QdJs4s4h3d Ts9c8c6d5h 
KcJc8s7d5c Kh8s7s5d4d AdQcJc5h2s 8s8d6c5s3c 
KsJhJc9d4s JdTsTh9h2c KhQcJh5s2d AhKs9h8h3d 
QdJh8c5c2h AdKcTh4d2d AdQd9s3s2s JcThTd8c5c 
QsQc9s9d9c QcTc7h6c5s KhQcTd9h3h KcTh7c5d4c 
JsJd5c4d2s KhQsQd9d3c KcQh7d5d2c KcQhJd8d6d 
Ah9h8d3d2s Kd9s6d5s2h Qh9s8d5h3s 8s7c5c4s4d 
KcTs7h7d6s AsJs8d6h2c AcKh4h3s2s AcTs5d3c2d 
Js7h6s6d5h QhTc6c4d2h KsQsJs7c5s AcJsJh6s2h 
KdJc7s6c3s Js9h7s6d3d KdKc8s5d2d JcTc8h8d2h 
AsJc6h6d4s KsKcQc7c3c KhTc7c4s2h Js9c8d7s5h 
QdQc6s4d2s AhKcTc5s2d QsJdJc6c4c KsThTd7c4d 
JdTsTc6c5c AhTd9h6h6c QhJsTd4d3c AcQh7h6h5s 
QhJd9s6c5s QcJs9d5s2d Kh8d7c6d3h QsJh4h3s3d 
Jh9s8h7h4s Kh8d7h5c3c AcQc4s4d3h KhQh9d7d2c 
Ts9c7d7c4d Qs8c7d6h5s Jc9s8c7s4c Qs9s8h6h3d 
JhJd6d5s5d Qs9d8d5s5h Qd9s9c8h7c AsKhQd4c2d 
KdKcQc7c2h QcTc7h4s3h AdQcTc6h3c QhTs5c4h2s 
AdJd8s6h2c AdTsTh9h6h AcJhJd6d2h Kh7c5h5c4c 
Kh7c5h5c3d Td9d7s5s3s AsKhQs8s3d AhJhTh6h4d 
KdQh4h2d2c KcJd9h9d3h Jd9s9c7s4c Tc9d8c5s3d 
QsTc8s5h2h Kd9s9d8h2h KsTc7c6h4d Jd9d9c6c3c 
Td7h7c5c4d AsJh6s3s3h Qc9h6c5h3h JhTc9s9h2d 
JcTsTd9h4d QhTh8s8c2s Td9s9h6h5c AhQd9h7c2s 
KhQsQh9c2h KcTd8c5h2h QdJs8h6c5h Ah6s5c4d3h 
QhQd7c6c2d Kd9c8h7c2d JcTd8c6c2d Td9s8d7c3s 
KsTh7s4h2c QcTd6d4s2c TsTc9s3d2c 9d8h6d5h2s 
JhTsTh7c2c QsJhJc6d4d KdJh7c5c2d Kd8d6c5s4h 
Jd9s9d8c2s KdQh8s7h6h JsTc5d4d2s JhJc5d4c2h 
KcQc8h5d2h KhJc5h4s2s QsQd8h5h5c AcKd9d8h4s 
KsQh5s5c2c AdQh7d5c3d KcJh7d6h2c AhKh8c3d2d 
Jh9s8h8c7d JdTh8s4s2d KhKc5s4d2d KdTh7d4h2c 
AcKd9d6h2h AcTc5s3d2d KcTc8d4h3h QsQh7s6s4d 
Jd7c6h6c5d KsJc9h8h4c Ad9s7c5c4s KcTd9h9c4s 
Jc9h8d7h2c AcQsJh4h3d QhJd6c4c3d Js8d5s5d4h 
JcThTd9d2s Qh8c6h5d5c 9d8s7c5d5c QsTs8d4h3d 
QsJd8s5s2d Js9d8s7d4s Ks6d5s4d2c Jd9s9h8d3h 
Kd6d5c4c2h QcTd5h5c3h QcJh8h5c2c Jd9h7d6h4h 
QhJd8d8c4c AdQh7h7c5s AcKdTc8c3c 9c8s7h5s5c 
Ks6s5h4h2c QhQc4s3h3d AdQsJc4c3h QcJhTd6s6d 
JhTc9h5s3d Qc7s6c5s5d Kh9c8s5h5c KhQd4d2h2c 
KhKd9s4h2c KcJdTd8d6d QsQc9c8h4d KsQh9h3s3d 
8d7s6d5h4c Ts7h7d6h4d JsJh6s5h2s KsQs8d5h2d 
KhTc9h9d4s AcKdQh4s3s KhQd6c4d3c KsJh8c4h3s 
QsQhTh8h3d AhTc8h4d2s TdTc8d5c2s Qs9d8s7c4c 
KsJsJd3s3h AsKcJh6d4d QhJd8s7c6c Td8c7s6d4h 
JdTc8d6d2c Kd7c6d6c4d KsTh7s6c3d QcJh9d5h2d 
Tc9h8s7c3h QdJh4h3d3c JsTc8s4d2d KhQd9h8s5c 
Td9c8d7s3c AcQhJs5d3d AhKc9d4s3h QcThTd7c2d 
JcTd8s7d4h QcTc8d4s3d AsQh6c4s3d KdQs9h8h3s 
AsJs5d2d2c QhQc9h8d2s Kc9s7c5c3s Qs9c6s5c3s 
KhTs7c5h2c AhQdTd6s3d AsJh7h7d5c AsTc9s4h2d 
KhTs7c6d3h KhJhTh9h2c QdJh8d5s4c KsQsQc4h2s 
QsQhJh7h5h QdTd9c5h4s Qs7s7d5h4h JsTc4d3s3d 
KsKh8h7d2h QhQc8d7s5d QsTs8h4h4d Ac6d5h4s3c 
KdJd8s7h2h KcJsTs9h2s KdKc8c5c2s AhQd9h2h2d 
8h8c7c6d5s QcJh8c5d4s KsKc8s8h2s AsQd8d5h4c 
QcJh9d8d5s JsJc6c5s2c QdQc8s3d2c TsTd7h7c5d 
KhTs6d5s3d QcJc8h5h5c AsKh9s8s3d QsQcJc7c4d 
9c8s7d5s5c AcQcTh7c2s KhQs8s4h4c AhKh8d3s2s 
AcJh9h7s7d QsJd7s5h2d AhJh8s8d3c QhJc7c4h4d 
Th7h6d6c4c KdQh8d6h2d JdTs9s4s2d KhJhJc6s3d 
KhJsTc9c5c KhKc7s5c2c Ks6s6d4d3c KsQd8s4d3h 
QhJd8s7d5c KcQd5s5c2s JhTsTd9c4s AcTsTh9h2d 
Ks6d6c5s5h QdTh8c6s4h AcThTc4s2d KsJdThTc2c 
KhQhTsTh3d KcQhJd6h4h KhQdTh4s2c QhTs7s4s4h 
Kh8d7h6s3d Kh6s6d5h5c KsQs9h5c4d JdThTd9d3c 
Qc8c6s5s3d Jd9h8h6d4h Js9d8h7d4h QsQd6c4s2c 
9h8h7d6s3s KcTc8h4h2d KdTsTh7c4s AhKdTh5h2c 
KhJsJh6d3c JsTh7d6s2h QdJhTc7c4c Jc9s8d7s4d 
Ts8c7h6d5h JcThTd6d5d Ad6s5h4c3d KsJhJc9d3s 
QsJd8h8d4h AsKcJd9h3h KhQs9c8c3s JsJc7h5d4s 
KdQc9h4h3d Jc9c8d5d2h Qd9h8c5d3h AdQd4s4c3h 
Qc9h9d6s5c Qh9c7c5h4h ThTd9d3c2h 9h7h6d5d3h 
KdTh8c5d4s QsJcTd9h5h 9d8h7s5s3d JcTdTc7h4c 
Ah6h6d2s2d AdTc8c7c6c KsTc6d5c3d KcJh8h6h3c 
KcQd9d8d6s Tc9h8c6d5s KhQhQc3d2h Ks9c8d5c3s 
KcTh7h4d2c AdTs7s7c3c AdKh9d8d3c Jc9d8d5d4c 
QcTs8c5d2d KcJdJc5h2s JhTc7d6c3d QhJc4c3h3d 
KhQh9d8d4d Td9c8c5s3d KsJs8c7h4d Kh9c8c6h4h 
KdQc6s5d4d Td9s8h5s2d QhQcJd5s3s AdKh8s8d3c 
AdQh7d5s3d Tc9d8c5h3d QdTs9d7s2s AdTc9c7h4s 
KcQdTd9d5s QsJcTc7h2h KdTc8s5h4d KhQsQc9d2s 
Jd9c7d6h3h KcTc5h5d3d QhTs6d4s4d Th9d8h7c3c 
9d8h8d6h3s JhTsTh7d4h QsQh8c5d5c KhQd8h8d3s 
Ad9h7s2s2d 8c7d6c5s4h 8s7c5h5c4s QdTs8h7s5c 
JsJcTs8h3d QsJhTs4s3c KhQc9c3h2d AsJh7d7c5h 
QsTh9d8c5h AdTh9h7s4c QdTc9d8d5s KcQsJd7s7h 
JhTc8s4s2h AsJd7h3d2s AhKsJc6d4d 9s8h6c5s3h 
AsQc7c6c5d JdTc8c6c2d AhKcQc4c2d Qd9d7h6h4h 
Kc7d6d5c3c KcJd7h6d3h KdTd8h5h5d QdTs8h6c4s 
KsJh7c5c2s KsQc4c2s2d KsKh6d3c2s KhKd9s4s4c 
Td9c6d5c3c AcQdJd5h2s KhTc7h4c3h JsTs8c5s4h 
KdJdTc7d3h JdTdTc8s3h QhQdJs7c4s Kh7d5h4d4c 
KdTd8d6s3s KsJh9d6d3h Qc8d7s6h5c Kd7s5d4s4c 
9d9c8h6s6h AsKh9h5c4d Ks9d7s6s5h 9c8c7h6d3d 
Jh9s9h8c4c AhQh9s5h3d Kh7d5h5d4d AdKdJs4d3d 
AsKh9s8s3c Td9c7s7d4c QdJs8s4h3d TsTh9c5h2s 
KhQh9h7s4s KsTc9h6d5c AhTc7d5h3h QdTh5h3s3d 
QdJh6h4d2s 9s8h6s5h3s QhTh7d4s4d JsTs9s7s7d 
Ks9c8s7c2h As5s5c3d2c JcTc7h7c6d KsQs8d7d4s 
JcTsTh9d2c Th9s6c4s4h KsQd8s6h3h Jh9h9d4s4d 
AdKhJc9s3s JcTsTc8h3d QcJh9h6c2h JdJc8h8c4c 
Ad9h8c5s2d KhQs8h4c3s Tc8h6c4h4d As5s5d3c2d 
QhQcTs4d3s Ks8c7h6h6c Qh8d6h5s5d KsKd8h5s2s 
9s8h6h5d3d KsJc9c3s3d Jc9s9d7d4s KdJs8d5c2c 
AcQcJc4s4c Kh7h6s5s3h KdJc6c4d2s JhJdTd9c3d 
9c8d6d5s3s JsTc9s5d4s Ac9c5d5c4d AsJd9d7c2c 
AhJc8d5d2c KsJc8c4s2d Kd9s9h8h5s KhQcJh8s5h 
JcTs8s4d3d Kc7s6s6h3c AhJs7s3h2d AcJs7s3h2c 
AsTs5c3h2h Tc9d6h4c3h AcQd6h4c3s QsQc5h5c3c 
Qd9d9c5c4d KhKd9c8s3c KdQc4d2h2c Js9s9d8h4h 
AcTd9d7h4s QcJc8s5d4h JsJh8d8c4s KcQcTsTc3d 
Kh6h5d4d2c KsJsJc5s5h As9c8d6d6c AdKsTc4d2d 
KcQhJc4s2d Kd9s7s7h5h JsJc8h4c3s KdQh7s4h2d 
QsTd8s7d3s QdJhTc4c3s KhQsQd9c2d Ks9c8s7h3c 
JdTd8s8h2h AhKd9c8h4h QsTd6d4h2s QhJdTs7h4h 
AhKh8h7c4h KdQs3h3d2s KsKc5h4d2d KdQd8h5s2h 
Kh7s7h5c3c AcQd9c7h2s Ks9h8d7h2s KdQc9s5s5c 
Qc9c8s7d4d Tc9d7h7c4d 9d7s6h6d4h KdTd6h4s2h 
Jh9s9d7h3d TsTd8h4s3d Td9c8c5h3d Jh9c8d7s6c 
JhJdTh9s3h Ts9c8c5d3s KsKc8s6s2d KhQhQd4h2c 
KhQc7d6s6c QcJc8h6s5c KcTd7h5c2h Kc8s8c6s4c 
8s7d5d5c4s QdJs8c7c6c Kc8d7s6s6d Qc9s6c5s3c 
8s8d6d5c4h AdJdTd6d4c QsTc8d4d2s Ad6h5d3h2s 
KdQd9h8h2h QcJc9s8c5h Kc8s6c5s2d AdKc7s7c2s 
QsTc7s4h3c KsQs9d8d4d JcTs7h6c2s KhQs5h5d2d 
KsQc8s6d3d KcQc8s7s4c JsTd9c6h5h AsQd8d6c3c 
Jh7h6s5s4h KhTc7d5c2h Qh7h7d6d5d QdQc9d8s2h 
AsKs7s7h2h 9h8c6h5c2d 9d8c7s5s3d KcQsTc4d2h 
QsQh8s8d4s Js8h5s5h4d KcQh8s5s2c AhTs9c8s3d 
Qs7h6s6h5h Jc9d8c6h5s KhQd7c4c3h Ks9h8s8d4d 
QsQc7d6d2s KdQd8d8c7s AdJs7s3d2c Qc8h7d6s5c 
AcTc6c5s4d KdQc9s8s3c QhJd8s8c7c AhQhTs4h2d 
Kc6c5d4d2h KcThTd3c2d KsJs5c4c3s QcJd8s7d5h 
KsQc8s6h3h AdKsQd8d2c QsQcTd6s2h Th9c7d7c4d 
Qs7d6c5d4c TdTc9d3h2c TsTh9d6d2s AsTs9s7s7d 
JdTh9d8s4c QhTs5c4c3s Jd9c7c6c3d AcKc7h7c2h 
Kc6s6d5h5c AhQc5s5h4h QdQc6s5s4h KdQc7h4h3d 
KdTs9h7c5s JsJd8d7s2d 8d7d6s5s3d AsJh8d7d6d 
9h8h7h7c5c AsKsTh4d2s AdKdQs7d3d Ks8d6d5h2s 
Td9s8h5h3s QsQh7h6h4d KsQhQc7h3d Td9s6s6c4d 
KcJh9h8d2d AcJc5d2h2d ThTc9s5h2c JdTc8c6d2d 
JdTh8h6h2d QcJsTd8s2h QsJdTd6h6c KhTc8h7h5s 
Ac8h8c6h3c QdJs8d7d7c JdJcTh9s5h KsJsJc4h2d 
JhTh8h8c2c Kd8h7d6c3c Kh6d5h4d2c AdQhTc5d2d 
Jd8d8c5h3c KdQdJd5h4d AhKs9c4d3h Js8d8c7d4c 
Qs9c6s5c3c QhQc9d4s4h AcJs9s6h4h QsQc9c5c4d 
KhJd7h7d3h Ac8c7s5d5c QdQc9s7c4h KcJc8h7d5c 
QcTc9d6c4s AcJs9s7h7d JcTd8h5s4h KdJc8h7s6h 
ThTc8c4h3d QdJd8s7h7d KhJc5h5c2s QcTs7c4h3s 
KsTh8s7s5d KdTc7s6s6h JcTs8d4c2d Ah8h6d5c4h 
AcJh9c8d2c Ks8d7c5d3s QcJd8s6h5s AdKs9s5h3c 
Ks7d5s5d4d Ah6s5c3c2h AcQs9h9d6s AcQsJs9d3s 
AdTc7s7c3s Qd9h8c7c6s AsQh6d5c2s Ks8s6d5h4c 
Qc8d6c5h5d Tc9s8d6c2d JhTh7c6d4h JhTd7c6s4c 
AhKcQs7c3c QsQc9h7c4d QhTc8h7c2c AhQh4s4d3c 
KhTs7d5s5d KcJs7h5h2c QdTh7s4d3s JsTc9s6s5d 
KcQcJc7h6c AhJd9h8c2h KdKc8s4c2h KcJs6s4c2h 
Ac9h8c7c4d Qh8s8c5s5c KhKc8d4c2s QhQd9h8c3s 
QsTc9s6s5s AcQh6s5c2d AhJc8h6s6h AhTh5s3d2s 
