Ad9c6h5s5h 
Qc9c6s5d2h KhJs7h5d2h QdJd9d4d3c Qc9c8d5h5c 
Jd9s9d4d4c AhQh8s7h2h Jd7c4d3s3c Qs9s7h7c3d 
Ts7c4d3d3c 6s6d3c2s2c KsQd8h8c4d Kh6d5c4s3s 
9s8h8d6c3c Qc9d8s7d4h Jd6c5h3h2d Qh7d7c5h3s 
Kd7h6c3s3d As8h8d4h2d 7s7h5h4h3h KdQh9s7c4s 
QdJd8c6s3d 8d6c5c4s3c TdTc9c5h2c JsJh7d7c2h 
Kd7d6d5s3d Kc8s5d4s2d AhKs8s5s2s Jc9s9d4c3h 
Tc8s7h4s4d KsQh6s4d2s 9s7h5c4c3d Qh8d7d4h2d 
Ah9c8c7c3d Qs7d6h4c3s QhTd9c5d2d QdTs7d3h2h 
9s5h5c3h3d Jd6h6d5d4c TsTd8c5c3c QdJs6h5s2s 
Ah9s8c7s3s Kd8d6h6d5d Tc8c7s6d3c AcQs9s5s2d 
TdTc8s4d2h QhJd4s4h3h KhJc8h6h3d Jc8c7s6d3h 
Td7c4s3s3c Kc9s7h5h5d KsKhKc8h5c Qh9c8h6h2d 
AhKh9s4h2c KsTd8s4h3s KhJd9s7d2c Jd6d6c5d4s 
Kd9h7h6s3h QdJd9c3s3h 9h7h5d4d2d Jh9h5d4h3c 
Jc9h8c7c2s AhTs5h5d2h Kc9h9c6c3c Ts9h4c3h2c 
KsJs8s7c2h QcJd8h7s3d Js9d7s4h2h 7c6c5s3s2c 
Ad7d7c6d2s Th7c6h4h2c JhJd3s2h2c AhTh9h5h2s 
Ad8c6h4h2c QsJs6h3h2s Ks9h6h5c3h KhQhJc7d2h 
KhQh9c4d3h Qd9h8c6d2d QdJh8d6d2s Jh8s7h6d3c 
9s6h5s5c4d Kc9d5h3s3c AsThTc6c2d Qs9c8h6s2s 
AhJc8c4s3c 9d7s6h4c3c JsTc8d3h3c Qh6s6c5h3d 
As8s7s3d2d AhKd7c4d2d Ah7s7d5c3c Jh7c6s6h2s 
Jh9h8d3d2h As6d4s4c3s Tc9h5d3d2h Td9c4s2s2c 
Ts7s6s6d4s Js9c8s7s2d 9d8h5d3s2s KcJd9s6s3s 
JdTd7d5s2c Jc7h7c5c3s 8h7s7h6d3h Ah6h4s3h3c 
7s5s5c3c2d Qd9d8d6s2c Qc9c8s7d4c QdTc4s4h3d 
Qh6s5h2s2d Qc7h6h4h2c KhTh4h3c2c AcKd8d5d2d 
Jd7s6d5d2s JhJc7s7d2c JsJc7h7d2s 8s8d7d5h2c 
QhTh8d8c2h QhJh8h6s3c AhQc4h3d2h QsJc6s6h3s 
9s9c8d6h2d 8d7c4d3h3c QsJc7h7d4d Js9h7d4d2s 
9h7c5c4d3s KsTs6c4h2s Qd8d6h5d3c KdQd8c3h3c 
KdJd9c8d2d QcJd8h8d2s 8s8c5d4s3s AcQh7d4s3d 
Ks9c7h5d5c KdJh9c6h2s Jh7s6h5s2h 8s6s6h3s3d 
Jd9s5c3s2c Kh9c5s3h3d Js8c6c4d2d AdJh7c4s3c 
QsQh8d7d3d KdJs9c7h2s Jc8s7h5h3d Jc9d7s4c3h 
Qs8s7s7c2c Qs7h6s6h2s QdTc7h3h2d Kd9h8h7s4c 
8s8h7h6d2c Qc9d7s6h3h 9d8c7h5h2s Qs9d6c5c4c 
AcJc9c5d2c Qc9s8s6h3d AcQs9s5s2h Ks6s5d4s2c 
8s7h4s3h3c KcJh8c7s2c Td7d6s6d4d QcTs7h3h2c 
As6d5h4d4c QcTh6s4c2c TsTc5s4s3h AsQs6s5s2h 
9h5s5c4c3s KdTd4d3s2s 9s7c4d3s3c Td8h8c6s3s 
Qc7s7c5s2s 9h7c6s4h2s Kc9c8c6h6c Ac7d7c4s2c 
Qh9c6s6d3h AcJh8h7h2h Jc6h6c4s4c 9d7h7d3s2h 
9h8s8d5c2d Td7c6s4h3c 8s5c4d2s2d 9s8d8c5c3c 
Kc9d7h5s5h Qs8s8h6c2d As9d6s4s3c 8d8c6d4d3h 
KcQh7h5s2d Ts7d6s5s2d 9h9d8h6h3s AdJs6d4d2c 
KhTc5d4d3s 9s6c5h4h3d KdTh6h3c2c AhKd7c6s2c 
Qs8d5d3c2s 8s7h7c6d3c Jh8c6c5s3d Qs9d7d5d4c 
8d7s7d6d4d Qs8h7d5c3s Qs8s7h4c2h Kh9d7s7h4h 
9c6h6d5c3s 8s7c4s4d3c AcQh9d6d3d Ts8d5h5d4d 
Js9d8c5c2h Kd7c6h6c5c AdKc6h3c2s Js9c8s6s4s 
Qd9h6d5d3d QsJs7s5d3s QhJc7c4d3s QsTd5d4d3d 
QcJc7d5s2h 9s8h8c5d2h AdKh5c4c2c Jc8s8h6c3d 
Kh9d7c5h2s Jc6c5d4d2d Qc9h6d5d4d AhQc8c4d2s 
Js9d5s4s4h AcTd6s5h3h Ts5s5c4h3c JhJd8h3h3c 
Qc7h6c4s4d Jc8h7d2d2c ThTc9h4s2h Ad9d5d5c2h 
QsQd8h7c3c Qd9d5c4h3s JsTs5h5d2c QdJs7h7c4c 
9h7s5s4h2s QdJc8s4d2h Jh9s9c8d3c 8s6c4c2s2h 
Js9s5s5h4c 9s7h6c2s2h Tc8s7h5h3d Td8c5s5c4h 
Ts7h6c5h3h QsJc6d2d2c AsQh8c6h2h Kc4h3s3c2s 
Kh8h7c5d3h Qh8s7d7c5s QdJsTh7h2h Jd8d7h6s3c 
QcJc8c7c4h AsTc8h6d2h AhTd8s5c2c Ad8s7h5c3s 
Kd5s3s3d2s Ks7h6h3d2s QdJc9c4h2s 7d5s4s4d2d 
AcQh8h4s2d 7d5s4s4d2h KsTh6s4s3s Td7c6d4d3s 
Kc6h5s4h3d Ah7h7c4d2h AcJd9d6h2s AcQh7s3d2c 
AcQh9d3s3h Jc7s7h4s2c Jd8s7s2h2d Jd7c5d4s2c 
KcTs8d6s2h KcQc9h6d2c Jc7d6c5c2d 9c6s6d5h3s 
KsJs7s7c3h Jc9s6c3d2d Jd9c7s4d3h JdJc6c3h2h 
9d7d6h6d3c AdQh7s4d2d QdTs8s8h2s Th7s6c4d3s 
9h8s7d5c2s 9c7c6d4d2c QhTs9d3c2s KcTd8s6h2s 
Jh6h6c5h4d Ts9c7h4s3s AsKh4h2h2c Tc7h6c5s5c 
Th8h7h4s4c Qh7s6c4d3h Th7d6s5s3s 9d8h5s5c4c 
9c6h5s4d3d Ac9d8s7s3s 9h8d6h3c2d Jh9c6h3d2d 
JdTc8s3h3c As8d7d6h3c QdTh6d6c2s 8c7h4c3s3h 
KcJd8h7c2c AdKh8c4h2h Kd8h6s6h2s KsQc7c4h3c 
Jc9s8h5d2s Jd9h7d3c2h Ah9s5c4h3h KdJc9s7h2c 
Kc9d6d5h3d Td8h7s5c3s Qs8h7c6h2c 9c7h6d2h2c 
Ac6s5h5d4d QsQh9c7d2c As8h6h5h4h Qs8s8d6s4s 
JhTc8s2d2c Th9s6s5c2d AdKh8c2s2h Kd6s5d4d2c 
Tc9d6d5s2h Jc5c4s4d3d 9h8s5s3c2c AcJh6s6h4h 
JsTs7s5h2d Tc9h4d3d2c TsTd8c4d2h Tc9h8s8d3h 
Qh6c5h3c2c QdTd7c3s2s Qc8c6h5c3s 9h7s7h4s2s 
AsJs8s2h2c 8h7h5c4d3h QdJc9h5h2h As7s7h4c2s 
Js9h8s6s4s AcKc8c4c3h 8d6c4c2h2d QhQc8d2s2d 
Kd6h4s4h3s ThTc7c3c2h Th9d4h3s2d AdJh5h3s3c 
AcJs6d4c2c 9c7d6h4s3s Ks9h8s4s4h Js8d7h4s4c 
Kc9d7h5s5d QcTs8d7d2d Tc7c5s4h2h 9c6s5h4h3d 
Jh9c8s7d2s Td8h4s2h2d 9d8c5s3s2c KcTd7h4s3h 
Js9s5s5h4d Qc7d6d6c2c Ts8s4h3s3h QcTh7s3c2s 
QhTd7s7h3h Qh6s5h4c3h AcQc8c3s3d AsJdJc6c2h 
Jd9h8c5s2h AdQh7s3d2c Jd9h6d5c2s Ah5d3s3c2h 
Kh7s4s4c2h 9d8c5c3d2d 9s8h7h5d2c KhJh7h7c3d 
KsJs8h7d2s Kd9d7s5d4d JhTc7s4d2h Jd8s6h4h2s 
9h8s7d6s2c AhJd5d3s3c JhJc8c3d3c JsTh7d4c2s 
JsJh6s5s2d AdQh8s7s2c 8h8c6h3h3d Qs9h7h6d4h 
As8d5s3s3h KcQd9d7d3h Qs8c5d3c2s AsJc9h5c2c 
As8d7d5d3c QcJc8c6s3h Qs8d7s4d2h Th9c4d3c2d 
Ts8h7d6d2c As9h8c5h3d Jc7s5c4h2s QhJd9d4c2s 
AdQs8s4h2c AhKh9h2s2c 9c8d5c3h2h Js5h4s4d3d 
Qs5s4d3s3d AsQd5s4s2s Ad9c8h5s3c Ts9c8h5d2c 
Ad8s8c4s2c KhQd9s7c4s Qc9c6s5h2d KdJs8h6d3d 
Jc7d5c4d2c Ts9c6c5h2d Th7c6d5d3d AsQc8h6c2c 
Qc9s8h7c2d JhJc6c5c2d QcJs6h6c3c 8c7h4d4c3h 
9s9c7s6h2d Kh7h6h5d3h Ks7s5s5d2d 8s6s5h5d3c 
9c7h5s4h4d 9s6s6c2s2c AcJc9h3c2s 8d6c5c3d2d 
Th8d6c5c3c Jh9s9d8c3d 9h7s7h4d2s 9s9c8s3c2s 
Jc9h5d4s3h AhQs7d4s3s Td8h5h5c4h 8s6c5d4s3s 
Qd9d5d4h2h KsJc8h7s2s TsTh7h3h2s QcJs8s7h3d 
QhJh5d3s2c AhQh9s4c2h QcTh9d7d2d KdQd8s6h2d 
Ts9s7d4h3s Jh8d5c2d2c KhJh9h8h4s 8c6d5d4d2h 
Jh7d5h4d2h KsQs9c4h3s KdJs9s8c3s Jh9c7c2s2h 
KcTd5h3h2d Th8s4d3s3d Jh6d5d3h2c Th9d7s4c3s 
8d8c7s5c2h Jh6h6d5h2d JsTh4h4c3h Ts8s8c3d2d 
Ks6d4d4c3c Kd9d8s6d3c Jd8h7c2h2d Qd8d8c5d4d 
9c7s7c4h2s Qc8h7s7d5h 9c7c5c4h2h Jh5h4s4c3c 
KcJc9c8c4d Jd9h5c3h2c AcQd7d4d3h Jh9h5s4h3d 
Qc9s8s5d3h 8s6c4h4c2s Js8c7s6h3d 9h7h5s4h4c 
QcJd8s8h2c QcTd9h7h2h AcQs4c3d2c Qc8h5h3d2c 
AcKd8s4d2d Kh8c6s4d3h QcTc8s4d2c Jd9s9h8c3h 
KcQhTd4s2s Th8d4c3d3c 8d7s7d6c3d Qc8d7h6d2h 
Jc8s7s7d4s KhTs9h3c2h Qc7h6d4c2h Ad9c8s5h3s 
Qs6d5s3d2d Jd8d7c6h3s AsKh8h4c2h QhJs9s4c2d 
AsJc6h4s2s 7h6d5h3s3h KcTc8c4h3s Kh7c5s4d2h 
Qs8d6h5s3s AsQh6c4d4c 9s9d7c3d2c KdQd8h6s2d 
9d6s5h4c3h Jd8c7d6h3s 9d6c5s2s2c AhQc7c4c3s 
9h5d5c4d3c 9h9c7d3c2d KsJh4s4d3s 9s8h8c5h3h 
QhJd8s7c3d 8h8d6d4s3d AhKh7h6d2h Qc7s6c4h4d 
9h9c8c2s2d TsTh8h5h2c JdTh5s4c2s Jh9d8d5d2c 
QhJh8c6h3s Ts9h8c5h3h Ts9s7s4h4c Qs9d7c4c3d 
Qd8d6s6h4d Th8s4c3s3c AsKd8d4h2d 8h8c7d5c2s 
Qd9s5h4s2h Ks7c4s4c2h Kc9c8s7c2h Tc9s6h4c3c 
Ac9c8c7c2h Qd8c6d3d3c Jd8c5s2s2c Td6h4d3h3c 
Qc7h6c5s5c Td9h4h4d2h As9h9c5h3d 8c7h7d6s3d 
KcQs7s5h2d 8c5d4s4c2d Td7c6h4s3c Kh9c6d5s5c 
AcKh9d4h2s 9c6s5h2s2h KdJd9s3h3c 9h9d7h6c2s 
KhKdKc8h5c Qc8d6s5h3h Jd9s9h6d3d Kd9s7d7c4d 
Jh9d9c6h3h QsJs5h3c2d Kh7s7h5h4h AsQc9c7c3c 
9s8d8c5d3d Ac7h7c3d2s 9c7h5d2h2d 9h9c5h4h3s 
Tc9s6s3d2d Jd9c7h6s3h AdTs6h5c3c 9c7c6s6c3d 
Qd9s8d5d5c Qh9s9d6s3s Ks6c5d4c3h KdJsJc8h2h 
QcTs5h5d3d Ah9s9d6d4c 8s7s5d4c3s QcTh5s5d3s 
Ac8d7c2h2c Qs9h8d7s2c 6s6c5d4h3h Ts6h6d5s2d 
AcJs9d5s2s AhQc7d4c3c Jh9h9c8h4d JhTh5d5c2s 
8h8c7h5s2d KsQs8s6d3c Kc7h5h3c2h QdTc8d4s2d 
Kd8c6h4s3d Qd7h6s4d2h Jd8c7c2s2d Kd9s8c5d3d 
Ac9d8s8d3d JcTsThTc9h KdQd8h3s2s AcTs5d5c2c 
Kh9h7c3c2d AsQh8c7c2d Jh8c6d4s4h Qc9h8c5s5c 
Jd8c7h2d2c KsQh8s5s2d 9h8d7s5s2c 7c6c4h2h2d 
9c8s6h4d4c Td8h6d3s2h Kc7s7d2s2c 9d7d5c4s3d 
8s8c6d4c2h Td8d6d5h3s Ks5h3s3h2h Qh7h6s6c2s 
Ac6h5s5d4d Ac7c5d4c2s JdJc6d5d2s QhTd8c5s2c 
Jc9d6c5h2s AdJh6s4d2d Ts9c7h3s3d Kc9s7h7c2d 
Ad8c6d3s2h QcTc8h4d2c Kh9s7d6s3s Jc9c5h5c4s 
Jh9h8s3s2h JcTh7c5c2s 9h9d7d3h2h AcTd5h5d3s 
AcJhTh6h2h Jc9s8d6d3h 7h5d4h4d2c Ts6s6d2d2c 
Ah7s7h6h2c Ah7d7c5s3s QdJs9s4c2h 8d8c5h4d2d 
Jh6h6d5h4s KdQd9c6h2d As6s5h5d2s Qd8c5h4c2h 
KhTd5d4s3d 9h8h7h4s3s QcJc9c7c3h QsTs4c3c2s 
Ad9d5c3h2s Kc9s7h6h4h Tc8s6s5s3d KsKdKc8s5c 
QdJh8d6d2c Jh8h6s3s3c 7d6h5s5c3h TsTh7c3d3c 
QcThTd3h2s KsQsJs7d2c QdJd7s4h4c 9d8s8c5s3s 
As8s7s6s3h KcQd7d4s3d KsJs9s6s3h JsJd8d4d3h 
Qc9s9d6d3d KcQs6h4d3d Jh8d7c2h2c 7s7d6c5d2h 
9c8s8h6s3s 9s9d8h6h2c Ts9h8h4c3d QhJh8h6d2c 
Kd5s3h2h2d QdTd7c3h2h 8d7s7c5c2h AdKc6s3c2h 
Td9d6s3s2s Jd9d5s5d4h Qc8c6s5c3d JsTc5h4h2h 
JsTs9s6s2d AsAhAd3c2c Qs9c8d5h5d AcQd8s7s2h 
Jh8s8d5c3d Jd8s7s6s4s JdThTd7d2d Ts9d4c3c2s 
Jc9d8s7h2s Qs8h5s5d4s Tc5s5c4h3h KsJs6s4h4d 
Qh5s4c3h2c Td9c7h6s2d KcTs5h4d3d AdKs9s7s2s 
KsTs7d5h2s As9c7h6c4c KsQs9s9d2c Th8c5s5d4c 
AcJs9h4d3h TdTc7c3c2d 9s9d7d3h2h Ad9c7s3d2h 
JdTsTh6d2d 9d8c7c5h2s QcTd8s8d2d Ad8d7d6d3h 
9d7s6d4c3d 9h8d8c3d2c AdKc7s4c2c Tc8s6d2s2d 
Jh7h6d5c3h Jh9s9h8h4c ThTd5c4s3h As8s8h4d2s 
Kd7h7d5d4d Kd9s8d5c3d KdQd6d4s2c Js8h8d5h3c 
Ad9h7s3d2c AdKc8c6c3c Kc6d5s4h3h 9d7s5s4d2s 
8h5d4s4h2d AhJs9d5d2c AcJd9h3c2c Ts9d8c4h4d 
Jh9d7h4s2s QdJd8d7d4c Ts6d5d3s3d 9s6c5d2d2c 
7d7c6c5s2h 9s7c6h4d3h 8s8h6s4d3s 7s7c5h5c2c 
JhJd9d4d2c KsTc5d3d2c AsTh5h5d3c Qs8d5h3s2d 
KcQc9s9c3h Th9s4h3c2s QsQc8d7h3h Qc9d7s7h4c 
JsJc8s4s3h AhJs8d7d2d Js9c8d5h3h Js7h6s5h2s 
QsQc9h7d2h AsQc7d4c3c Ks9s9c6s3s 7s5s5d4c2c 
QsTd7h3s2h QdTh7c3d2c 8c6s5h4c3c AhJh7s4c2h 
QcJh7h4s3d AsTd5d5c3h Kc9c8s6c3d Ks9d8h5s3s 
Jd9h7h3d2s AcJh5d4h3h AhJh7h7c3h Kh9s8s4h2h 
KhJd8s4c2h Ac9h6d2s2c 9h6c5h3h2c Jc8s8c4d4c 
Jd8d7h6c3s 9c8d7s5s2h Jc8d7d2h2c Th6c4s3s3h 
Js9d9c8h3d Jh8s7h6c3d Th8d6c2d2c Ah7s5s4c2c 
Kc8c7c5h3d Ac9c6c4s4h Kd9d6d5s5d 9h8c7d5s2h 
9d6s5c4h3h Jd9c8d7d2h Js8s8d4s4h Qs9c8d6s2s 
Jc8h7d5d3s KcTd5d4s3d 9c8s8c7c4h TdTc5c3h2h 
9c8h8c7c4s KcJs9s5s5h AsQhJd7c2c Jh9s9d6h3h 
KdTd7c5d2s Tc8c6c5c4c Qc9d7d6s4d 8h8c5h4h2s 
AsJh9d5d2c KsTc9h5c2d Ac8d5c3s3c Qc9c8d7c4h 
Ad9h7c3d2s Js8h6c4s4d Ah7h4s4c2d QhJd9c5c2c 
AhQh9s4d2h Jd9s7s2h2d QsQh8d4c3c Kd9c8c7s4h 
QhJc8d6h2h 9s8c7d5h2c Tc6s6h4h2c Kh4s4h3d2s 
Kc9h6h5d3h Jc9c8c6c4h AcTh8s6d2d Ts6s5h5d2d 
Qh7h7c6s3d KhJc8d7c3s As9d9c8c3c 7c6h6d4s3c 
Th8d7c4s4d Th7s6h6c2s Jc6d6c4h4c Js9d7h4c3s 
Ac6d6c5c3c AcTh8d5s2s Td9h4s3h2s 9c8s8d2h2d 
Qc9h7s4s3h KhQh8c6d2h QhJc4s4h3h 9d6h5d3d2h 
Kc6d5h4s3s AhKs8d8c3c QsJd8h4d4c Kh9c6d6c2d 
KcTh8s3s3h AsTd5s5h2s 9c6h5c4c3d Jh8c7h6d3s 
AcQh8d6h2h ThTc8c2s2c QdTc7s3d2s 6d6c4s4h3h 
Ks9c5h3s3d AsTc3h3d2s Kc8s5h4s2h Td7c6d5d2c 
Ah9s8d8c4s KhTs6c4d3d As7s4s3h2h QdJsTc7c2c 
9d8s5s3d2s 8c7h7d6s3h Js7s7c5s2c Ac9h8s5d3h 
JdTs7s6s3s Tc8c4h4d2h Jh9s4s4c3c Js6s6h4s3h 
TsTh8c7d3d 9h8h8d3d2d Qc7s6d4s2c AcJs6h4c2c 
JdTc6c3s3h Qd7s7h4d4c QdJd7c5h2s KcJc8s7d2c 
QhJh8s8c2d Jc9d6c3h2h Qc9d7d6h4d Js7d5h5c4c 
Jc9s7h4c3d AdQh8c6h2h Qs9h5d4c3s KsTs6d4h2s 
AdQh7c3d2s KhJd9s6d2c 9h9d8d3d3c Td8d6h5d3s 
QcJhJc7s2c 9c8h5s5d4d Kh7s5d4c2h QhTc7d3d2h 
Ac9c5h3d2s Kc8c5d4s2h Jh5h5c4c3h Kc5d4h4c3s 
Js7d6s6d2h KcTc7d5c2s Tc8d4h2d2c As8h7s6s3s 
Kh8c6h3d2c 7s7d6h5s2c Ts9c5h4d4c 8h7s7h6h4h 
ThTc5d4s3c 6h6d3s3h2s JcTs8d2s2h Ac6s4d4c3c 
Jc8h6h4d2d Ad9d5h3c2s Kh9d8s8c5d Qc9c5h4d3s 
KdTsTh4c2s Tc8h6s4d3c Kh9s6c5s5d Kc9c7d5c4c 
KdJd9d8d4h Ts5s5c4d3c 9s8d7d6h2c 9d6s5d4d3h 
Th9s8d5c2s Ac6c5c4s4c JcTs8c6c2c Th9c4s3c2s 
9d7s7d4h2s AcJs9d4h4d QdTh8d5d3d AhJs9s6c2d 
Tc9h5s4d3c KdJs8h7d2d 9c7d5s4d2s 8c5d4c3s3d 
QsJh8d5c2c AsQs4s3d2h AsKc5d4d2d QhJs8d6c3d 
Th8c7s4d4c 8s8h6c4h2d 6s6c4d4c3c Jh9c7s7c3d 
KhTd8s3s3d Tc9c8h8c3d Kd9c6h6d4d QsTs6s4h2d 
7d6c5c4s2h 8d6d4s4d2s KhTs6d4s3s Js7s7d4h4c 
Ac5d3c2d2c JhJd6d3s2s Ah8d6s4h2h JsJh3d2s2c 
AsJh6s4s2c AdJs7s7h3s QsTs7c3h2h JcTh5d4s2d 
QsTs6h6d2c 9s9c7c5d2h 9d8s8c6c3c 6h6c3h3d2c 
JhJc8h4h3d 8h7d6s6c3c Ts8d7h5h3c Js9c6d3s2c 
Jh5h5c2h2c QdQc8h7h2s Jd8s6h4d4c AdQs7s4s3h 
QhTc5s5d3s KcQd6c4s2c QdJd5s5h2c Ad8s7c4c2s 
9d9c8d5d2s 9d9c5s4d3d Ac6h5d4s4h Qd8h6d3h3d 
Ks9c8c3s2s 9h5s5d4s3h 9s9h7s5c2d QsQd8c4h3h 
Kc9d5s5h3c 9d6c5d3d2c KcTh4s4h2s 9d9c7c5s2h 
9s8d5s3d2c Ad9h9c8c3c KcJd4c3s3h Th8h6h5h4h 
Qs9c7c5c4h QdTh8d4s2d Qc6s6h4c2h Qs8c7d7c3d 
KcTsTd4h2s Tc8s7h2s2h KdJd6d4s4h Jh8s6h4s2h 
8h8d5h2s2c Qh9s5d4c3h KsQc9d7h4d QdTd7s3h2h 
Ks9c7h6c3c AcJs7h5d2s As9c7d6c4c AdTh6d4d2s 
AdJs6s6c4s As9c7c5c3c Js8c7h4s4d Ts9h5c3c2h 
KcQh7c5c2d Jd8d7c5s3d AsTc6s4s2h 9s9h8d5c2d 
Js8d8c5h3c AsJh7h4d3h As8h6c4s2s Kd7d6d5h3d 
Ah8d6h3h2d QcJh8d6s3d Jh9s8c3c2s Ah9s7d6d4d 
Ad8c7c5c3h Td8c7h5c3s AcJh6d5h3h 9h8d7h4d2h 
Th9d8s5c2s Ac8d6c3c2d Qc9s7c4s2d 9c8h6h5h3h 
Td7s6c4h3d Td8s6h3s2d QhTc7d3h2d 6h6c3s3h2c 
KsJc9h6h3h Jc6d5d3c2h 8h6c5h3c2c Jc9h4s4h3s 
AhQc7h4d2h AdJd9c3d2s 7c6s6d4c3h Td7s6d5d2s 
Jh9s8s5s3s JdTh8s3h3c TdTc8c2s2c TdTc8s7h3h 
KcJs8d6c3c AcJd8d4s3d Kh8h7h7d5h Ks9h6h5h3d 
Qh9d9c8h3s Ah9s6d2h2c Qd9d8c5s5d AsQh8d4d4c 
8h6c5c4c2s AdKc4c2s2c 9h8d5h3c2c AsKh9c3s2s 
KsTs7h5s2d AhJh7h7d2s Js9h4s4h3s KhJc7h3c2h 
Ks9s7d3d2d Jd8d7s5h3d AdTs5h5d2d Kc8d5d4s3s 
Kc5s5c4h2d Tc8s7h5d3h Tc8s7s4s4h Qc9h6c4h2c 
KhTh6d4h3h QcJd7h4d2h Jh7s5h4d2s TsTc9s4s2d 
Jd7h4s4d3s Td7c6s5c3c Jc9h8s5h2d Qc8s6s4d2d 
Jc5s4h3s3c 9h9c8c6c2s 9h7d5d4h2d Ts9s5s3c2c 
AcKd8s2h2d Qh9h6d3c2c Ts8s4h4d2d 7c5h5d4h2d 
Jc9d4d4c2h Kc9c7s3s2s Tc8h7d5h3s QdTd4h3h2d 
KcJh5s5d2c Ks8c7c4d3d 9h8s8c5h2d AdKs8h8c3h 
Ad8s8d4h2d Qh8s5s3h2d Kh8d6d6c2c AhQd8s4d2c 
KcQs7d4s4h QdTs7h7d3d Jh5d4s3h3d Ah6h5h5c4h 
KsJh8c6s3s Ts9s9d7s2h Ah9d9c8c3c As8d6s3h2c 
QsTh7s3d2d QsJd9c5c2c QhTd6c4h2h 9s5d5c3h3c 
Qs7d6c4d2s JsJh8d5c2c Kd9d7h3h2h QsTc6h6d3h 
As8d8c4d2c Th9h7h4s4c Kc7h6d4c3c 8h6d5s5d4d 
7h6s6h4d3h AdJc9c6s2h KdJd5d4d3s Jh6d4s4h3d 
Ks5d4s4h3c Kh9c6c5c3d 7h7c5s5d2s Th8d6c3d2h 
KhJh9c3s3d KsTc5c3h2h Jd9s4s4d2c QdJs7s4c3h 
Td9d7d4s3c ThTc8h2h2d 9c8h8c3h2c As8d5h5d4c 
Ah5c3h2h2c JdTc8h2s2c Tc8s6c3h2s KsJd8h3h3d 
JhTd7d6d3d KsQc9h7d4h KcJs8h8d4s Jd8d6h3s3h 
TsTd5s4c3s Jc8d6d4s2s QsJh8c4s2d 7s5d4s4d2c 
Qh7h5d4d2d Jc7c5c4h3d KsTc8d6c2h Kh9s6s6c2c 
Jd9s7h4h2d Js9c8h5d3d 7s7c6h5c2d KcTs8s7d2s 
QdJs8s8c2h AcKc7c6s2c KdTs6d4d3d Qd7d6h6c2c 
QhTs6d6c3d Jc9d8h6h3s 9c6h6d5s3s 8s8d6s3s3c 
AcQh4c3s2c QcTsTc4c2c QsJd6h4c3c 9c7c6c5c3c 
Qh8c5d3c2h Qd8s5c3s2d Jc6h5d3d2c KcQc9c5h5d 
Kc9c6c5c4d Qs9d9c8s3h Th8d6s5c2h Ah9c5s4h3h 
8c6h5h3c2c Jd8h6s6h4h QhJd6s2s2d Qc9h7c4h2s 
9c7d5s4h4d Kh4h4d3s2d Ad9s8c5s3h Ad7h4d3s3d 
Jd7c6s6d2s Qc8s5d3c2s Jh7c5h4d2c Ks9s7c3c2h 
9h8s7s4s2h 9h7s5h5c4h Ah8d5h3h3c As7h5h4h3c 
9d7s5s4c3h Kd7h7c2h2d KsTc5h2h2c 9h6s6c5h4h 
KdJh8c7h3s AcTd8h6s2h Qd9h6d4h2d Js9c8d6h3c 
7d6c5s5h3c KhTc6s5s3s Qh9h5d5c4s Kc7d5h4c3c 
Tc9h7d3c2d Ah6h6c3d2s KhTs8c5h2h Tc9h8d5c2c 
Qd9c7c5c4h Ts7d7c5d3h Ts6s5s4c3h Tc9s8h5s3s 
Ac6d4h4c3c Ks9c8c4s2s KcQcJc7h2d Td8d7d4s4h 
KhTh8h6h3c QhTh9s3d2h ThTc8d4c2s QsTd8d4d3h 
8s6s5d5c3h QhTh5s5c2d Qs9d8c7h4c Js9d7d7c3h 
8c6c4d4c2d Qc9d5s4d2s AsJh8h6d2c Tc8d7s5c3h 
Ad8h7h4h4c Qd9h8s7c4s KsTc8s8d2s QdJs6c5s2s 
Qc8s5h4s2h 9d7h6h4s2s Kc4h4c3s2h QhTh9d3c2h 
Td7c6h5c3c Kh9d6s3h3c 8d6h5s5h4h Js6h5h3s2c 
9c5h5d3s3h Kc9s7s5d4s AhTs9c4s2d Qh8h7h7c2c 
Kd9s9c6d3d 8c7h6c5c2d Jc5s5c2s2c Js5s4h4d3d 
QsTd5h5c3c KcJc6s3s2c 9c6d6c3h3c Jd7h5d4s3c 
Tc9d7s4c3c As8h7d5c3h AcQs7s4s3d KcTh8s6d2s 
KsTd6h5h3h QcTc6c4d3c 9s8s5h5d4c KdJh5s5c2d 
Kh6d5h3s2c KhQd8h5h2s AdJc3d2s2h KsTs4s3d2d 
QcJh8d4s4h QcJs5h5c2d QcJs9c5c2c Ad9h6s2d2c 
AhJs6d5s3s AsJh6d4s2s AsKc6d3c2h KhJd8d7s3c 
8h5c4d2h2d Td8h6s4c3d AhKd6c3d2s Kd7d6s3s2s 
KsQc6h4h3d Kc9d8d3c2c Td7h6c4s3h TsTh8d5d3d 
Qs9s8c7d4s 7h6c5c4s2d 7d6h6c4s3d Kd7h4h4c2d 
Jd9c6d5s2h Th8c7s5s3d 9d7h7d3h2s KcQc6s3d3c 
KsTh6d4h3h Td9c8c4s4h Qc9s9c7h4c 8c6s5s5h4s 
9s8c5d3d2c Ks9s7s6d3s Th9c7s4d3s Tc9c8d8c3h 
