Kh9s7d7c2c 
Qh9c5s2s2d Jd9s4h4d2d 9d8s4h4d3d 9s7d6c3h2h 
7d5s5c3h2c QdJc6s2s2h Qs5s4d4c2s Tc6d4s3c2h 
ThTc4s3d2h Tc9c7c3c2h 9s9c4s3h2d Ts7h6h5h2h 
Kd7s7h6c2c Kd7h4s3c2d As7s3s3h2d Qs9h3d2h2d 
8c5s5c3h2d KhTs4d3d2c 8s7s4s4c3s Td9s4h3s2s 
Ks8c5h5d3h Js9s6s6c2s AhQc6c3d2c 8s7c6h3d2s 
Qd9d8d4d2c 9d7s7c3d2h 8d6c4d3d2s Ad8h6h3h3c 
Jh9h9d9c8c Jh9c6s3d2c Ks8d4h3d2h Th6c5d3s2s 
Ks9s9d9c8d 9c4s4c3h2h Tc8s4s4d2s Ks8s6s2d2c 
Tc8c5s3c2h Td7h7d2s2d Th8c6d3c2s Qd7d6d5h2d 
Qc7c4c3s2s 8d4s3d2s2c Ad8c5s2h2c Js3h3d2s2c 
Qd9d8d4s3d Kd7c4s3s2c Th6s6d4s2s 6c3s3h2h2d 
9s9h4h3c2d Kh8s6s4d2s Js9c7c4d2c 8d4s3s3c2d 
Ts7c6s2h2d QhJc7h3d2s Qc5s5c3d2c Td4d3s3c2c 
Kh5h4h3h2s QsTd7s2s2h As5h5d3c2d Tc7d4h4c2s 
Jh6d4s4d3c AcTh5d3d2s 7c6d4h3s2c Qs6s5s5d2s 
KdQh8c4s2s Ks9d4h3d2h Qs9d8d4h2d Js9h4d3s2c 
7s6s4c3h2s AdTc5c3h2c AhTc4c3d2s 8c6d4s3h2s 
Ah8d5c2s2d Ks7s6s4s2c 9h7c6c3d2c Kd7h7c3c2h 
8s7d4h4c2d Kd7s4s3h2h 8h7h6c3d2h AdJs6s4s2s 
KdTc5c2h2c KdJs7d3c2d Ts8s6d3c2s 8d7s3s3d2s 
Jc5s4c2h2d Qs9s4c3h2d Ks9s9d9c8c AhTs7s3s2d 
8c6c5d3c2c Kd8h5h3s3c Qh8h7c4s2h Kh8s4d2h2c 
Qc4h4d2s2d Qh7h6s5h2h Jh7d4d4c3s 9s8s7s4s2d 
KdTs8c3h2h Qh5c3s2s2c 8h6d4h3h2s AcTh7s3h2h 
9h6h6c3d2h JsJhJdTh4d Qs6h5d5c2h Qd8s7c4d2d 
ThTd5c3s2c Jd7d4s3d2s 9s7s5s4d2s KdJhJdJc5c 
Kh8s7h4h3h 9d7c6c3c2h Kd8s6h4h2h 8c6h6d3s2d 
KdTs3h3c2h QdTs6s2s2c Jh6s4h4c3h Qc5s3d2s2d 
7d6h4s3c2d JsJhJcTs8d Qc8s4c3h3d Kc6s6h2s2d 
Jc5s3s3h2h Kh8s6c4d2c AhTd6s3c2d Td8s5c3s2h 
AsTh5c3h2h As8h6c2h2d Th5s3s3h2h KdJhJdJc6h 
Ks9c4h4c2h KhJh6h2s2d Th9s4c3c2d Ks7d6h4h2c 
Tc8s5s3d2h 9c8h4h4d2s Jc3h3d2s2c Td8d4s2h2d 
9h9d8h3h2h Ks6h5d2h2c Jc5h4c3d3c KdQd8d4c2d 
KdTs5c2h2c QsTs7c2s2d Kd7s4c3h2d QcJc7c4h2c 
Js6h4s4d2c Td8h4s2h2c Qh9c8c4s3c 7d6s4c3h2h 
Ks5d3s3h2s Jc7s6d3d2s 4h3s3c2d2c Js9d6s3h2s 
AdTs7s3c2s Jd6h5d3c2d Td7s7h4s2s As9c5h4d2c 
8s6c4d3s2h Ah9d8s3c2c Qs6c4d3s2h KhTs4d2d2c 
Kd8d5d3s2h Kc7s7h3s2h Tc8s8d3h2h Qs6d5h3c2h 
Th4s4h2d2c Kd8h7d2d2c Ks9c8d4d3h AcKs8d3d2d 
Ks8h6h4h2d Jh9h4s4h2c QcJs8h3d2h KsKhKcQd6h 
7h4s3h2s2d 9d5c4s3s3h 9c8c4s4d3h QcJc7c4s2c 
9s8c4s3s3d KsJd8c3h2d Qs9c5c3c2d Td6s4s4c3s 
JdJc7d3d2s Kc9d4h3s2c Th8s4h2h2c Ks8c6d3h3c 
Qd9c8s2s2h QdTh3s3h2h 8d7d3h3d2h Jd7c6h3h2c 
Kd5c4s4c2c Kd8c6s4h2h Qd8s7d4d2h KcJsJhJc5h 
Td6d5h3c2d Kc9c6c2s2h QcJs7c3h2d 9c7h6s3s2d 
Js7h3h3c2s Qs8s6h3c2d KcQs6s3s2s 9s7d7c3h2c 
Ah9c8d3d2d Qh9c7s3d3c 8h4c3s3c2h AcTd7d3h2d 
8h7c6c3s2d KdQs8s3h3c Ad9h8c3c2c Kc9d5h4s2s 
Qh9c5d3c2s Jd6d5d4d2c 7s5s5c3s2h 9s6s6d3c2s 
Th7c6h5h2h Kh8s4d4c2h Ts8d6h3d2c Qc7s7d5h2d 
Kc7c6c3s3c Kc9s4h3c2d AdTc3h3c2s Kd9s8c4c3c 
Qh9s3c2s2c Td8d4c3s2h Js7d3s3h2h Qc8c6d4c2c 
Ac6s4s4h2d KcTh7d2s2h Ad9d6h4d2d Tc7h7c3d2s 
Kd8s7c3s2c Qh9d8c4s2s 8c7c5c3d2s JdTh6h3h2h 
Qc9d6d3h2s Jc9h7c3c2s Th9c3h2h2d Ks9s8h4s3s 
As9s4d3s2c KhQs3c2d2c Jc9s4d2s2h KhQc8s4s2s 
8d8c6h3h2h Qs8d8c4h3c Js9c3s3h2d Qd6h3d2h2d 
KsKhKd5d4c Qh9s6c4s2s Ac7h6h4h2d Ts8c6h3c2d 
Qd8s7s4h3s Qs5d4h4d3d Js9c6h4c2c Kd9c8c4s3h 
7d6d4s3c2d Js6d4d4c3h AsTh5s5h5c Qs9s9d3s2c 
7s7c5d3d2d Ac8h7h4h2h QhTd8h8d8c Qd7c6c3h3c 
Js8d5d2h2c AhQs9c3c2c Qc8h8d2s2h Kh9c8s4s3s 
Ac9h4c3c2s Jh5c4h2s2d Th9d4d3d2c Jh6s5h3h2d 
Tc9c3d2h2c Js7d4s3s3c Jd7h3d2s2h Ks9d5c4h2h 
Kh8h5s3c2h 8h7h5h3c2s JcTd8h8d8c 9h7d6d3d2s 
9h7h6h4c2h Kc9s4c3h2d TsTh6d3d2d Jh5s4s4c2d 
Jh9c7h3h2d As7d6d4d2h Qh7h6h5s2h Jc7h5c2s2d 
Kc8h7s3d2c KhQh7c3h2s AhKs9d3d2d KhTh7h3c2h 
AcKd8h3h2h Kd8d7h2d2c Qs6d5h5c2d QhTs8s8h8c 
8d6d4d2h2d AsTc7d3d2d Qs9h9d4h2h 9h7s6c3s2d 
KdQh8s3c2h 8s7s3h2s2h AhKs8c3c2c Ts9s4s4c2s 
Kc7c6c2h2d 9d5s5d4h2c Td6h4c2s2d Qd9s4h3c2d 
QdJsJdJc3s Td8c4h4c2c 8s8h4c3d2s KsKhKd8d7d 
9c5s5d4d2h Qc5c4c3h2d ThTc7s3c2c QsJc6h3d2h 
Td8c5c3s2h Qd8d7c4d2s 6h5h5d3h2h 8d8c7s3h2d 
Kc8c7h2s2c 9c4h4c3h2s Jd7c3s2d2c Td8d7s3h2c 
Ts8d5d3h2c 8s6h4d3c2h 9d7s6h3s2c Ad9s7h4h2c 
9s5s5h4d2c AdTc3s3c2h TdTc5s3h2h AcTs5h3h2d 
KcTs8h3h2h KcJc3h3c2c 7c5s5h3d2s Qh7s7c5d2c 
Tc6d5s3s2h AdJs4h2h2c TsTc3d2h2d 9s7s6h3c2s 
Qc9c8h4c3c Qd9h4s3c2d KhKdKcJh8h Jh9c8h3h2h 
Ts7h3h3c2c Ts7s6s4c2s Jd7h6h3s2s Tc9h9d9c8h 
AhJd6d3c2s Qs9s8s3s3h 6s5d5c3s2s Qd8s7h7c3s 
Jd7c3h2d2c QhJh7s4h2h QsQhQd8d5h Jd6s4d4c2h 
Js9h4s4d2s Qc9c4h4c3s Jc9s3h3c2d 9s8d4h4d2c 
8h4h4c3d2d 9d5s5h4h2c AsQsQhQd5s 7d7c4h3s2s 
Qd9h8c3s2h 9h8s6d3s2s Jd9h6d3c2d Jc8c5h3d2c 
9d5s3d2s2d KsJsJdJc5c Js6d6c5c2c Qs9d5h5c2d 
Jh8c4d4c3s AsTh5d3c2d QsTs7h3s2d Ks9c4h4d2s 
Ac9d8d3s2d Ks8s8d2s2h Qs8h7s4s2d Jd7h4s4h3c 
Ac6s5s2h2d Kh9c6s4s2d Kc7s4h3c2d Ac9h4s3h3d 
Qs7s7c3c2s Td9c4c2h2c Ts7d5c4c2c Jc7h3h2s2c 
KsTc5d2h2d 8h8d3s2h2c AsQc8c3c2c QsJdThTdTc 
Ts5s3c2h2c Ks9d8c4h4c KdTd5d2d2c Kh5h4h3h2d 
7c5s5h3c2d Kh7c5h4h2h Jc7d4s4d3h Jd9s7h2s2c 
Kc8d6s6h2d Ah8d5h3h2h 9h9c3c2d2c Ks8d7h3d2h 
Js9s6c3h2s QsTh3h3d2h KdJd7c2h2d 7d6d4h3c2d 
KdTs6h3c2c Td8d4h3s2c Td4d3h2h2c Qd9c8h4h2s 
Kh9h3d2h2d JhJd4s4h4d 9c5c4h4c2d As7c6d4d2d 
7d5h5c3s2s Kc4h4d2s2d 9c6c4c3h3d Td5d3h2s2h 
Ks8d5d3d3c 8d4s4d3h2h Kd8h7h4h3c Kh8d5d3s3d 
Qd9c4h3s2d 8c4d3s3c2d KcTd4h3h2s KhTc6c2s2d 
8h5h4s3h2d Kc8h7d4d3d KcTc8c3c2d KsKhKdQc9c 
Jh9h6s3h2c Js9d4s2h2c AdTs5c3s2s Qs9s4d3s3c 
KsKdKcTh5s Ks9c8h4h3h Tc6c5h3d2c KsTh4h2h2c 
KdQd5d3d2d 8h4h4d3s2s Kh9d6d4d2c Ac9d7c3c2c 
Kh8s5d3s3c 9c5s5h4d2s Qc8s7c4h2c Ad9s6s5s2s 
Kd8s7h4h3h 9d8s7c3s2h KdTh7s3s2c 9d9c7h3s2s 
Td7h6s4h2h Ah6s5s2d2c Ac9h7h4h2s As9c7d4c2h 
Ac8h4h4d3s KsTd7c3h2c 9c8d4c3h3c Qh9c4h4d2s 
Kc9c7s3d2c AcJd6h2s2d Jh8s5d3c2c 8h5c4h3s2d 
AhQc8d3d2s TsTh5d3s2s KhQs7d3d3c QcTc3s3c2c 
8d5d4h3d2s Qs8h7d7c3h Kh9c8s3h2h Jc8s6s3h3d 
AdJc3c2h2c Ts8s5h3s2c Kd8d7s2d2c Tc8d6s3s2h 
AdJh7h7d7c Jc6h5h3d2s QhJd7s3h2c AcQs4s3s2s 
QsJs7h7d2s KhJh4h2h2d Kd8d6d5d2d Ac8c7c3c2h 
JsJdJcTd2s Kh8c7d3s2h Kc6d5d2s2h KcQc7c3s2d 
AdTs5h3c2h Jd8s7c4s2s Jc8d3c2d2c JsTs7c3s2s 
AhTs5s3c2s Kc9s4d3h2c 9d8h7s3d2c 8s4c3s2h2c 
Kh8d4c2s2h AhTs4d3s2c Js6c5c4c2c KdTs7s3s2c 
JdTd7s3d2d TsTc7d3h2d KdTs6d3d2d Jd7s4c3h3c 
Jh9c6h3d2h Jc4d3c2s2d Kd8s4h4c2d JhJc4s4h4c 
Qc7c5s5c2d Ts6d4d3d3c Kc6h5s2h2d 8d4h3h3d2c 
7c6s4d3d2h 9h8d7c3d2s Td5s4d4c3d Ts8h6s3s2d 
Ts8d8c3h2h Jh5h4h4c2s Qd8d6h2s2d Ts8c4s2s2d 
Th8d8c3s2s Jh7s5h3d2c 9c8c7d3c2h Jh8h8c3s2d 
Qh7s7d5c2d AcJd4s2s2h QsJh3c2d2c 9s8h7s4s2s 
Kd9c8h4s4h KsJh8d3h2c 7s5h4h3c2h Qd9s4h4c3h 
Kd9d6h2d2c Qd6h4s4d2d QdTd7s3d2c Qd6c5c3h2s 
Kd5d4d3d2s 9c5d5c4c2s KcThTdTc6h Qc9d4s3c2h 
Jh7s4s4d3c Jh8h4s2d2c 9d6d4c3h2s Kd8c7c6c2c 
9h7h6s4h2h KcQc9c2s2c Tc9d3s3h2h 7h6s6c3d2h 
As7h6h6d2h Ts7h6c4h2h Js7s6s6c2h Ah5s4d2s2c 
Jd6c5c3h2s KhTc8h3h2h Kh7c5c4d2c QhTh7d3h2c 
KsJs7c3s2h 9d9c4c3h2s Qd9c8h4s2h ThTc3s2s2d 
Ac7s6d4s2h 7c5s4c2h2c KcJc7s3c2h KsKhKc8d6s 
Kc7h6d4d2s 8c7h4s2d2c Qs7s4s3h2h 8c4s3d2s2d 
KcTd8c3c2c KsTd3d3c2h Kd9d8h3s2d 9c4s4c3d2d 
ThTc4d3s2c KhKdKc8c7c Qs6c5s2s2d 7c6d4s3h2h 
9c6d5d3d2d Jh6h5h4c2h Ah6h4h3c2h 9h7s6s3d2s 
KdTc5c2s2c Qd9d6h3s2d Jc8d8c3h2s 9h5d4h4c3h 
KdTc5s3s2s TdTc7s3h2s Ks8d7c3h2s 6c5s3h3d2c 
Th6s6c4d2d 7d6h4c3s2d Ts6h6d4c2c KhKdKc8d2h 
Jd6c5s5h2c Jh6d5d3s2c 8c5d4s3h2s 9c7s7c3h2c 
Qc6s4c3d2h Kc9d5s5h2d Tc7s7d4s2s 8h4h4d3d2h 
Jh8h4c3h3d 9c8d6h3d2d 6h5d3s3c2s Qc8h6c3s2d 
Tc7c5h5c2s TsTh7s3s2c Td7s3c2s2c KsTh5h2h2d 
7h5c4c2s2c Js8h7h3h3d Ts9d3s2s2c 7d5s5h3c2c 
Kh9c6s4d2s Jd9s6s4c2s KhQs8d8c2d Jh9d4s2d2c 
Kd7h5h4s2h 9c7c6c3d2s Td8d7s3c2h 5d4d4c3s2h 
Kd9d6h2s2d KdQc8s3h2c Qh8d7d4s3d Ac5h4h4d4c 
QsTc7s2s2h 9s4s4h3h2c 5s5d4s3c2h As9s4s3h2c 
Kh8s5d5c3d AdTs7h3c2c AcQc9c4c2c 8h8c7s7d7c 
Jd8d7d3s3c Qc9s4h3d2c Jc6s5d3h2c Jd6d6c5d2d 
QsTc3h3c2c Th6d3d3c2c JhJdJc6h6c Jh9c7c3d2s 
AcJh6h3s2d 9s7s6s4h2s Jc9h4c2s2d As9d7c4d2h 
Qc8s8d4h3s 7h7c4d3c2s ThTc7h3s2h Kd8s4h4d3d 
Ac8s6s4s3s As8h5d2d2c QcJd6s3s2s Ks6h6c2h2d 
Kd9h8c3d2d Td7c5h3s2d Qc7h5h3s3h Kc8h5d4d2d 
8d6h4h3h2s Qd8h6h3s3c 9d7c6c3s2c Qs9d6h4c2c 
Qc9s5h5d2s KsTc3h2d2c Ad7d3s3d2h AsKh9d3d2d 
Kh9s6d4c2d Ts8h8c3c2c Qs9c5h2h2d JhTh7c3h2h 
Jh5s5c4c3c Ac9s8h3d2d 9s8s7s4d2s Kd8s7d3c2h 
Jc6d5s3h2c As9h9c4d2c Kh9d5s4c2s Qd8h6s2h2c 
Qh6c4s2h2d Tc4s3d3c2d Js8d6c4c2c 9s8s7h3s2c 
Ts7c3h2h2c As8c4d4c3h Kc8c7d2h2c Kd4s4h2s2c 
AsJd6c2h2d Kh9h9d9c8c AdTc5c2s2c Jh9h7h3d2c 
KhJc8d3c2s Kh9h7d3s2h Jh5h4h4c2d Kd8h4c2s2d 
Ad9c6c5c2c Th5s4h4d3h Jh4s3s3d2d Qd9c8c4c3h 
Ks7c6d6c2h KsQd8d3h3c KcJh6h2s2d 6c5c3s2h2c 
KhJs7h3h2d TsTh7c3d2c Qc5d4s4c2c Kc8s7h4d3s 
7c5s4s2s2h KdQs8c2s2h Ts7h5c4c2c 9s9h7c3c2d 
Ah6c4s4c2d AhTs6s2d2c Qh7s5d4d2c Ts6s4s3h3c 
8s6h6c3c2d Jd8c6d4d2d Td8s8c3d2d Js6d6c4c2h 
9d8h8d3d2d Kc9c5c4h2c Qh7s6h4c2h Js9s7s4d2s 
Js9s4h3d2c JsJh5s5h5d 7d4c3d2d2c Ad8s4s4c3h 
Ts8h8d3h2h TsTh5d3c2d Qs8d5d2h2c 8c6d6c3c2h 
Qh9s4h4c2d Th9h3h2s2d Ts4s3d3c2c Qd6s5c3h2s 
Ad9d5d3d2c Ac9h8h4h3h Kd6h5c2s2c 9d8d4h4c2s 
QdJh8s3c2c Ts5d4s3h2c KdJd7h3d2s Qh8s8c4s2d 
9s9d4d3h2c Kh9s7s7c2s Kc6h5s3d2h Kc9h4c3s2d 
KsQh8c3d2h AsTh7h3h2h 9s4h3s3h2c AsJc3c2h2c 
4d4c3s3h2h 9c8s4d4c2h Jd5d4s4d2h AcQs6s3h2s 
QsTc7s3h2s QdTd7s2h2d Jd8h7h3s3c Ah8c4d4c3s 
Kd9s9d9c8s Jc6s6d4s2h Jd9s7s3h2c Jd9h6h4h2s 
Kd9h8h4s3c Kd9s7s7h2s Ac8c5d3c2c Js5s4s4h2c 
KdQd8d3c2s 8s4h3h3d2s 9s5d3d2s2d AsTh7c3c2c 
Ad6c5h3s2s 9d9c7h3s2h Js8h5h2d2c JdTd7c3d2d 
Ks9c5h4d2h Kd6s6h2h2c Qh8h6d2s2h Jh5d4h3s3h 
As5h4d3c2d 8c5c4h3c2s AcTs5h3s2s QsTd3d3c2d 
9h9c3d2s2d 8c5c4d4c2c Ks8h5h3h3c 8s8c6c3c2c 
9h5h4h4d2s Tc6h6c5c2c AsJc4d3h2h JsJhJdTh3s 
Ac8h5h2s2h 9s6s4h4d3s KdQs7d3d2h 8s8d3s2h2c 
As9c8c3d2c Qc9s8d4h2h Jc7d5c3s2h Th9c4d3c2c 
8c4c3s2s2h Kd9h5c4h2h Ad7c6h4c2c Ks9s8s2h2d 
TsTc4d3c2h Ts9s4d4c2s Qh4s4c2s2d Ac9h7h4h2d 
8c4d3h3d2h 8s8c3d3c2c Th7d5s4d2d Ad6d4d3s2d 
Qh8d7h4h2s Kc7h7d3d2h 7c5c4s3c2c Jc9s7h3s2d 
Th7s6h5h2h Qs7d5c2s2h 9c8h7c3s2d Ac8h4c3d2c 
KdTc8s3h2s Qh9d5s5c2d Jd4s3s3d2d 8s8c6d3d2d 
Th4d3h3c2c As8c4d3c2d As9h3s3d2s Jh6h3d3c2d 
Jh8c7c3s3c Kd9h6h4c2h Td6h5s3s2c KdTc8h3h2h 
KcTd6h2s2h Ad9s4d3d2c Ad9d4d3h2s KdJc6c2s2h 
Qh5s4h4d2h Qh7s5c3d2h Kd9d7h3c2d Kh9d6d4c2d 
KcQc7c3h2d Ts7d3h3d2h Kc9s5h5d2s Kd9c4s3d2h 
Qh8c5h3d2h As9h4d3h2d Kd9c4d3h2s Qs9d7d5d2d 
Kd7s4c3c2s 7c5h5d3s2s AsTh4d3h2c Ah9d7s4d2c 
AcTd5d3d2s Td6h4d3s3c Jd8d3h3d2h 5c3h3c2s2d 
AhTh6h3h2d As6d5d3c2d Tc8d7c3h2s AdJc4s3h2h 
Kd9c8s4s3h AsTd3d3c2h 8s4h3c2s2h Ks9d6c4h2c 
Ad6s5h3h2c 7h6h4d3c2h KdQc8d4d2d 9d5c4h3s3c 
Qs8h7h4d2c Qc9s8h2h2d 8h7c6h3d2s As8d6d3d3c 
Th8h7h2s2h Qc9c4d3h2s Jd9d6d4d2s Kh8c6c4c2d 
Kh7s5c4c2c As7c5d2h2d Kd8s7d2d2c Jh9h9d3h2h 
Ts5s5d4c2h 8h5s4d3c2s Kc7d6c2h2c Qd7c6d4s2d 
Js7s5h2s2d Ts9c4c3c2d Js8s7d4s2s QsTc7s3s2d 
Kh9c8c4s4d Jc6s6h4s2d Qc8d6s2h2d TsTd7c3h2c 
KsTs7s3c2s Qs8h8d3h3c 8s6s6d3s2h Jc9d6s4d2d 
QhJc7d4s2d Ad3h3c2s2c Qd7h7c4s3s Jh5h5c3s2d 
Ah5d5c3s2d Jd9h7d3d2s Qs9s5s4c2s 9s9h3h3d2h 
Qc9h8d4d2s Kc8d6h4d2d 9s9d7h3h2c 8d7d6d4d2d 
Ks8s6c3d2s Kd8h7s3c2d Qd7c5s4s2h Tc8h5c3c2s 
Qc6d5h3s2h KcQd8s4s2s Tc4d3h3c2h AsTd7c3d2d 
9c8h7c3s2c Qc9c4d4c3s 9h7h6h4d2h QdJc7d3h2s 
KdTc8c3h2c KhQh8h3d2c Ah8s4h3h2c Kh7d5s4d2d 
Qd9d8d4h2d 7d7c4s3c2h Qs9s8s4c3s Kc9s7c3c2d 
8s4h3h3d2d Th8c4d2s2c 9h7d6h3c2h Kd7c6h6c2s 
Tc8h4h2s2h Kh9s7s5s2s Ad9c8c3h2c AsTh6d3c2h 
Ad9s8s4s2c Ah5s4d3c2c 9d7h7c3s2c Td7c5h5d2d 
9h5h4s3h3c KsTh3h3d2c 8s7s5s3d2h AcKd9s3s2s 
Qd9s9d3d2h Td7d4s4h2c Jc4c3s2s2h Ac6c4c2d2c 
Jh8d7d4c2d Tc7s5h5d2s Ks9c8d3h3c Jd8c6s4s2s 
Ks8c7d7c2c 8h4h3s3d2d Jd6s4d3h3c Js9h6s2d2c 
Ad8h4s4h3c AcTc3c2d2c KcTh7s2h2d Qs8h7s4s2c 
Qh6s4h3d2c Qc6c4s3d2h Qh4d4c2s2c Jd8c4d2s2h 
Tc6s6h4c2c KdQc7s3c2h 8h4c3s3h2s Th4d3s3h2d 
Td9s3d2h2d 7h5s5c3d2c Ad9d4d3s3d Th5d3s3d2s 
Kd9s5h5c2s Qs9h8h3c2d Tc8h7d3c2s Js7d4s3s3h 
Qc9c4d4c3h Qs9s8h4s3s Qd9h6c4s2c 7h6h4s3h2d 
8s7d3s3d2d Kc7d7c3h2s Kh7h4h4d3h Qs8d7h4c3h 
Kd8d8c4d3d Td7s7c4c2c Qd8s6h3c2d Jc7d4h3s3h 
Ah9h4h3s2c Kh7s6s6d2c 7d6h4s3c2c Qh9s5c3s2d 
Ad7s3h3d2d 8c6h5c3c2c 9h8h4h4d3s Kc5s4s3d2h 
Td4c3s2s2d JsJhJcTd9d TsTh4c3h2d Kd5c4h4c2c 
8s7c4h4d2h 9s6h6c4s2s Th6h5c3s2h 6c5c3h3d2s 
Qs6s6h3d2c Ah9d8c3s2d KcQs3h2h2d Tc6h5c3d2c 
8c7d4s4h2d Kd9s6h4c2c Qs8c6s3h2d As7s4s4h2s 
Ac9s5h5d2d 9s6s4s3h3d Jc8s4s4h3d Ac8s4c3c2h 
As7h5d2d2c Qs7s5s5d2h 8h7h3c2h2c Kh8s6c4d2d 
Qc9h5d3h2s Ah6d5d3c2d 9c5h5d4s2h 9s8c7s3h2d 
Jc9s6c2h2d Td9d4s4c2d Ts8h5d3s2s 9d8c4h4d3d 
Qh9d3s2s2d 8s4c3h3c2h 8d5c4s3h2d 9h7s6s3s2c 
Qd7h4d4c3d Ad9h8c3s2c Kc8h7h6h2h Qs9s4d3s3h 
KsTh7d2h2c 9c7h6s3c2c AcTs7d3h2h Jh4h3c2d2c 
Tc8c4c3h3c Qs9c6d4h2h Ts4s4d3c2c Ks8h7d3d2h 
8s5h4d3d2c 9d6h6d3d2s 9d7d6h3s2d Kh9s8c4c3c 
Qh5s4s4c3s 8c5s4d3d2h Ad9s9c4h2c 9s8c6d3c2c 
Jh9h5h2s2h Ad6s5h3c2s Ah9c5s5d2d Ks8s6d3h2s 
AhTd5d2d2c Qh8d7s4d3c Ac9h6h4h3h KhTd3s3c2s 
Th6h5c2s2d Qc9s8d2h2d Qs9c8d3h2c Js9s8s3s2d 
Jc9c6c3s2d Jh5h4h3d3c 7h5c4s3c2c Ks9s6h2s2c 
8c6h4c3c2d Qd8h7s4s3s Qh8c6d3s3d KdQh6s3s2s 
Th7c3h3c2c 9c7s7d3c2c Ks9c6s2s2d Ah9h4h3d2s 
8h7s3s3c2c Qc8s8d3h3d KcTh8h3d2h Kd9c6s4h2s 
Ks8d7d4h3d Jd5d4s4d2c Jd9h7h3s2c KdTs8s3s2s 
KsKhKd9c8c 9h7s6d3d2c AhTd7d3d2d QdTs7h3s2c 
KhTh6h2s2h Tc8c5d3s2c Tc8c6h3s2c AhTd6d4d2d 
9s8d7h3c2h Jd6s6c4c3c Qs7s6s5d2s Js7h7c6d2c 
AhJc4s2s2d 8s7s3s3h2h Qh8c7h4s2h Kh8c4h4d3h 
9h7s7d3c2s Qs8h7d3d2h Kh5d4c3d2d KdQs7d3d2c 
QdJsJhJd3h Qh6c4h4d2h Qs7d5h2s2c 9d4s4d3s2h 
KhQh7c3h2d Ad9h4c3h2c Jh6h4h4c3d AcTs6d2s2h 
As6h5h2h2c Ac7d6s4d2d Qs6h6d5c2c 9d8c7d3h2d 
Ac9d4c3c2h TsTd4c3d2h Jc9h7h4s2h Kc9c8s3h2c 
7c6d4s3d2d Th9c3s3c2d Jc7d6s6h2c QsQhQd8d5s 
Qs9c7h7c2c Kh8s4d3s2d Ac8h5s2s2d Jh7d5d4d2c 
Qd9s8s4h3s 7d6s4d3c2d 9d7c6h3h2s 6s5c3s2s2d 
Ks6h3d2h2d AsJd7s7d7c Jd9c4h2s2c Ts7d3c2d2c 
KcTc4c2d2c Qc8c6c2s2h Ah6c5s5h5c Ad7d4h4d2d 
Jd8s4d3h3c KsKdKcTd6d 9h8c7d3c2s 9d8c7s3c2h 
As9d8d3d2h Jd5d3s2s2d Jh4d3h2s2d Kd5d4d3d2h 
Kh9d5s5d2c Qd8s7d4h2d Kd8h5h3s3h 8d6c4s3d2h 
AhQc8c3c2c Jh8d6d4d2d KhTs4c2d2c Qc5s3h2s2h 
Kd7c4s3d2h Ac8h6s2h2d Kd9c4h4c2h QdJs7h4c2c 
Ad9c5h4s2h 6s5c3s3d2s Ts7d5h5c2d Jh9h7c2h2d 
Qs8h6d3c2s AcTd4d2h2d Qh9h8h4h2d Jc9d7s3d2h 
Js9c7s2s2d Qs9c4c3d3c Kd9c6s4s2h Qh5d3c2d2c 
Kc9c7s3c2d AcJd6d3h2s KhTd4c3c2s Kd8h6h4h2c 
Td8h4h2s2h KcQh7d4s2d Jc9c6s3c2h Qc9d6d3s2h 
Js7d3s2h2d Ac8h4s4h3d 8h7s5h3h2d KdQd7s4d2d 
KdTs5s2s2c Kd9s8c4h3c Kh7d5c4c2c Kd6h3h3c2c 
Ah7s3s3d2d 8h8d6d3d2d 4s3h3d2h2c Tc5c4s4d3c 
KdJh7d2d2c QdJd3d2s2d 7h5c4c3s2c Jc7d6d3h3d 
KcQd3s2s2h Ts8s5d3s2h Qh9h9d3h2s Ks8h4s2d2c 
Ts8c5h3h2d QcJc8c3h3c As6h5h3c2d Ac8d6d4d3d 
As9s5s3d2s Ts8h7s3d2c Tc7h3s3h2s Tc7d5h5c2c 
Jd5s4h2d2c As8d5s5d5c Kc8s6s4s2d Jh5s4d4c3d 
KhQs8d2s2c 8d4d3s3c2c Ts7s7h3c2d Kd4s4d3d2h 
9h5c4s4d3c Td5h5c4d3d AsQd6d3c2d Qh9d7d6d2d 
Ad8h5s5h5d KsTc4c3d2c 8c7c3s2s2c QsJc7h7d2c 
Js9s4c3d2h Jc8d6c4c2c Jh7d6h5h2h Kd7s7c3c2s 
Qd8s5d3h2d AcTd3h3d2s Jd8d4s4h2c Qh8d8c3s3c 
AsTd5h3c2h 9d7c6s3s2h QsQhQc9h5c KcQc7c3d2s 
Qs7h5d4d2c JsTs7d3s2s Qs9d7h2s2c AsTh5s5h5d 
Qc5h5d4c2c Qd6d5h5d2d Qc8s7d3d2s Jh6d5h3h2s 
KdTsTdTc6c Qc9c8c4d2c 7d6h4s3d2d Kd8s7h3c2d 
9h5h4s4d3h Qs6d5d3c2h KcQh7c3c2d TdTc6d3h2d 
AdTs4s2h2c Ks4h4d2d2c Qs5s4c3d2s KsJh6h2d2c 
Js7s4d3s3c Qc7c5s5d2h 9h7h6d3s2h TdTc4h3d2s 
4s4h3d3c2c Kh5s4s3s3d 7s6s4h3d2s KhQc7d3s3d 
