Ac6s5h3s3c 
JsJh9s6c4c Qh9d8d8c6c TsTd5h5d4s AsKc6c4d3d 
KhQs8h5c3s QsQc8s6h5s KdJsJd8s3s QsJh9s8s7d 
QsJsTh4s4h Kc9d6d5h3c AhKcJs9d3c KdQh8s8d5s 
KsJhTs5c3d QdJh6h5h5d AcKcTc5h3d JcTh9c8h3c 
KsJh9c5s2h QsQhJsTd3s AcKsTc5c3h AhTsTh5h4d 
QdQc9d4s2c QhQd7s6h5h KcQdTsTc6c AsQcTdTc5c 
KhQsJs7c2h KsQd9h6c5s Kd9c7s5d4s AhKh5h4c2c 
AdKhJsJhJd Tc9d7d6c4c QhTd9s8s4d Qh9d8d6h4s 
AhJd9s9h2c AhKh8d6d3h KhTsTc5s4c Qs6s6d5h5d 
KhQc8h6c3d KdJs9h4s3d QcJs7s7d6d KdJsJcTs6h 
AdTd6s6h3h AdJh9h4d3d Qh9h9d6d4c AcJsTsTd6h 
AdKs8h4s4h AdKcTd8d4d JsJd9s8c6h Kh8s6h6c5c 
KhQh7d5h4d QcJh6c5h5c QcJs7s7h6h Ah7d5h3s3d 
QhJsTh9h6d AdTd8h6d5s AsQs7d5s4c KhTs8c7s2h 
JsTc8h4s4c AsTh7s7c6s AhJc8c4h3h KcTc9s9c5s 
QhQc8d7s5c AsTd9h6h5d KhJsJc9d7d AsQcJd5c4c 
AhJdTc9s6c Ah9s7c3h3c QsQd6c5s2c TsTd6c5s5c 
AhKdJsJhJd QcTd9c5d3d AsQd9s4d3s KdQhJsJc7s 
AhJc7s7h2c KsJd8s5d3c QdTs7s6d3h JdTc8s5s5d 
AhKc9d9c3d KsJcTd5c2d AhKcJs9h2h AsKsQd6h2c 
AdQcTc9s2h AhTsTd7s3d QsTd9s7s4d AsQd9s7h2h 
AsTd6c5c2s JsJhTd6h5c AcKd5h5d4s Kc9s7c6s3d 
QcJsTh7d6h KsQh7s4c3h AcQdTh2s2c AdJh8s7h5c 
QhQd8s8h2s JhTh9s9d7c JdTh5d4c3h KsTc8d6d4c 
QhQcJh3s2s Tc9d7h6c4h AsJs6d4c3d As7d6d5h2s 
AdQc7d7c3d AcTc8h5c3h AhJd8d8c4c Th9h9d8h8c 
QcJdTs6s2c KsQcTh9d3s AdTc8c3s2d QhTc6h6c4c 
KhQcJs7s3c QhJs6h5s5h AdJd8d7c3c Ah7h7d5c2c 
Ks9s8h6h5s Ad9s9d7d3s KcQhJh8h2c AdQdJs4d3h 
JdTs8s7s6h JdTc5c4h4d Kd9h6h5s3d KhKc9c6s3c 
KcQd8s8c5s AsQhTc6d5h JcTc7h7d4h QsJh9s7c3h 
AdTd9h6c3s AhKc7d4s3h Ac9s9d8s5d AdQd6s6h3s 
Qh8h7d6d5d AhJsTc7c5c JhTs9d7h6h QhTs9s5h4h 
Qs9d9c8h8c AsJc7s7d2c JdTs7h5h5d KhKc9h6h3d 
KsKcJd6h2c QdTh7h6c3d AcJh7c6h2s JsTc9c7c6d 
AhJc6h5h3c KhJh9s5s3s KcTc9h5h3h KhJcTs7h4h 
Kc7s6d5s3c KdTh8h6d3s KcQs9s9d8h AsQh9h8c4c 
KhQs6d5d3s AdKcQcJc2c AdQs5c4d3h AsKd5s5c4s 
Th8h8d6d4c KhQsJd9c5h Ac8h7c4h3s Qd9s7s7d6s 
Th9c7c6h4d AhQhJs9h2d AhKd8h7c2s Ts9h9c8c5s 
KsKd8s6s4s AsJh8d5c3s AhJdJc6h5h AdKsQd5d2h 
QhJhJc9d7h AcKh7s4c3d KdJhTsTc5d Qd9s7d6s6c 
JdTh7s7h4s Ac9d8c5s4h AhQc9s7h5h AcKhQh5h3s 
KsQd9h9c8s AcTc6h6d3h QcJc8h8d5d Qd9c6h6c5d 
AhJh8h6s5c Tc9h9d7h5c Kh7h6s5s3c AcTc6s6d3s 
QsQcJsTd2s KsJc9s9h3h Ac6d6c4d3h QsTh8s8h5h 
AsJs6c5c2h AsJs6h5h2c QhQc6s6d4c QhJhTd2h2d 
AhQd7h5h4s KcQhJh6d3d KdThTc8h4c AsKc9c6d3d 
KsKd5s3h2c AcKhTh8h5h KsJh6h4s4d KhQsQh8h2s 
AhQs9d6h6c KcQhQd5s4s AcJd9d8h7d AdJh8s5c3d 
AhThTc5h4s Kc9c7d6s3s AsJc6s4c3c KsQhJh7s3s 
KsTdTc5d4c KcJh9s7d5c Kh9d7c5d4h KhKc8d7c2s 
As7d5s3d3c KsQcJc7h2s AsTc7s5d3h AdKdTc6h3d 
QhJd9s8c6d KsQhQc5d4d AcJs8s7h5d KsTd8d6c2s 
KhKd8d4s4d KcTs8s7d3c AhTd8h6h3d Ac9s5d5c3d 
QdQc9h5h2c As7c6d3s3c QhJhTc5d3s QdJdJc8s5h 
JsJh9h6s4s QhTc9s7d6d AhKhQc3s3h KdTh8h6s2d 
AsKsQs9c4h QdQcTs6h5h AdTs9c8h8c AsQh7s4s3h 
QcJd9c6s4s KdTh5d4h3c QdJdTc6h2c QdQcTs7d2s 
Jd8c7d5s4c As9s9d5c2d Ks9c8s8h5c AhJh6s4s3c 
KsTh5s4h4c Kc9c6s5s5h KsJcTh7h6h QsJs9s5d4d 
7s7c6d5s5c QdQc9h8h6h JdTd7c6d6c AdKdQs3h3d 
AcTc8h8d6c Ks8d7s7c5c QhQdTh8h5s KsQdQc6h5h 
Ah6s5s3h3c AhKcTd7s4s AcQh9d5h5d AsKcQd8s2h 
Kh7s6c5s3h AsKcTd3d2c QcTc9s8h6c KhQdTc8c2d 
KhQsQdTc5c KhQcJh3s2s AdQs9c8s6h JdTsTc8h6s 
AsKs8s7c2c Ah9h8c6h4c AhJd8s8c4h JsTd5h4d3s 
Ad9d8d8c7h QhQd8s7s6c AcJs9d9c2h KcQd4s3d3c 
ThTd7d5h5d QcTd9s3d3c QhJcTh3h3c Th9s8c7c5s 
Td9s8d6c4s KcJdTc7c5s QcJhJd3d2h KhTs5h4s4d 
Jc8d8c7s5d Qd9s8s8c6c KhQdTsTc6d KsKd5s4s2c 
TsTc9s8h3c 7d7c5s4d4c 9d6d6c5h5c AcQsTsTh5s 
AsJsJd9s7s TsTd8d7h7c KdQh8d6h3c AcThTd8s2c 
QcJc9c8h7s QdJc6c4s3d KhJd9d7d3h KhKdTc6h2h 
KcQcTc8h8d KdJdTd6h5s QhJc8c5s5h KsQc9h9c8d 
Qh9c8c7c5h KsQh9c5h4c As9c7c6s2h QcTh9s8d6d 
KcTdTc7h5s JhTs9c8h6h 8h8c7h5d5c AdKsTd6d5d 
QhQdJsTc5c JdTh9h8h3d KdJdTc6h5d JsTs9h7d6s 
KsQs7h5c3c Kh7h6d5s3d KdJhTd9d4s KsQd7c6s3c 
KhKc8h4h4d Kc6s6c4s4h KsJd9h8c6s AdTs8d6h5d 
KcTsTh8h4s Ad6h6d4s3h Jh9d8h8c6c QsQc8c4s3d 
AdJd8c5s4d QsTd5s4h4d AcKcJc5c4h ThTd9h8d3s 
Ad8d5c4s3s TsTc7h6s4h JcTd7d7c4d KsTsTc5s5c 
QhTc9c7h4c KdTc8d6s5h KhQc9s9h7d KcJhTs8h3s 
Ac7s5s5c3s AcTh8c7c6c AdQs9c5h5d KsQc6s6h3c 
Jh8d7h5d4s AcKh9c5s3d Qc9d6c5s4d KsJdJc9h7h 
JhTc8c7c6s KsQhJd9c7c Th8s8h6d4d JsJcTd6h5s 
QhTd9h6s5c Td9c8d6s4c Tc9d9c8h8c AsJc9c8d7c 
JsTh9h7h6c QsJsJh9c7s As8c5d4s3c AcJh9s9c2d 
AcQsTh2d2c KcQhTsTd6h AsQcTh7h2c AcTd9h8s8h 
KdQsTdTc6d KdTsTh8s4h AcKsJh9c2c KsKdJh6h4h 
KsKd9h8c5h Kd9d8c6h4h QsQh8s8c2c JcTs5c4d3s 
QcJsTd2s2d QdJdTd6h3h KdQd8s6s4d QdJhTs7c6s 
Ah9h8h8c7d KcQcTs8s3s KdJhTc5h2c AdKsQd3h3d 
KhJhTc7s2s KhJc7h5h5c JdTsTd8s2d Qd7h6d5s4s 
JcTsTd7h6h KcQhJc6d5c QcJh6h5h5c KdKc5c4c2s 
QcTh9c5h3h Kd9s6c5s3d KsQcJd8c7c AcJsJd9h7h 
Ad7s7d6d4s KhQs9h5d3d QdJd5s4s4h JdTs9s5s3d 
KsJcTh7h7d KdJh6s4d3h AsTh9h8c6d Ac8d7d5d2c 
AcQsJc2h2d KhTsTh6s2c AhTh6s6c3c AcKhTh4s2s 
Kc9c7s5h4h QdJh9s8c6h KsJcTd7s4s Kd9c8c6d6c 
As8d7d5d2s Th8h7c6c4h QcTs7d7c4s AdQd4h3h3c 
9c7d6d5s4c Ad8h7c4c3d 9c8d7s6d6c KdTh9d8s8d 
Ad7c6d6c2h QsQhTs7s5c QhTd9d8c4c AcKc7h6c4d 
AsKsQd6c2h AcQsJd8h4s KcJc9s8d2s KsTc9h7h6d 
AsKs9s8s7d KcTd8d6s2c Ac9c8h6c4h KhThTd7d2s 
Ac8d5h4c3h QhJs9d8d7c KsKdTs5s2c AsKd9c8h7h 
QsQcTc8c5h Ts8s8h6d4h KdQhTd4h4d AhQsTsTd5s 
QhTc9d5h5d AdKdQs6h2c AsKs7s6c4d ThTd8c5h4c 
AcJs9s6d5d KhQs9d6c5h AsKsJs5s4d AsJhJc7d6h 
AcQc9s7c5d AcTs7h7c6c As9h8s7c5s AsJd6c3s3d 
QsQhJdTc5c AdJsJc9h7h AcTh6s5c4d AsKs8s7s5c 
AsQs8s8c6d KhThTc6s4d AhKhJsJh6h QhTh9s6c2s 
AdJd8c6c2c KhJs8h5s5d KsJsJh8c5d KcTh9s7c2s 
QhJhTs9h6c KdTs8c7d2s QcTs9s8d4d QdTsTc7c6h 
AcTh9c7d7c Ks9h6c5h3s KcQdJs8c6c QcTs8c6h3h 
AsKh8c6c3h Ks9h7s6h3d QdTd6c5s3s KsQc9d5c4d 
Js9h8s8c6c AdQcTd5d3s KhJsTd7d6d KcTh9d7s6h 
KdQh8c6d5s QsTh9c8c4h AcQd3h3d2c AdQdJh9s2d 
QsJc9s5h5c JdTs6s5d3h KhJh9h9d5d QcTc9s8d6c 
JsJdTh6s5c AcKdTh7s4s JsTs7c6s6c JsJd9c8s2c 
AdTs7d7c6d KsJd9h7s7c QdJs8s5h5d AcKdJc9s2c 
AdQd5h3h2c QhJs9d6h4d KdTh9d6c5s KsQs7s5h4h 
Qc9s7c6s6d AsQdJc9c7c Qh9h7h6c5c 9h8c6h5s4c 
AsKh4d2s2d KhJs9s7d6c JdTc9c7s5h AdKs8c6c3s 
QcJsTh9d6d Jc9s8s7c5c AdTs8h5d3c QdTc9h8c6c 
AsJc9c7d4d JsJh9d8h2d QdJc9d6s4s KcQc9c7h5h 
Ac9c8s6c4s Ah8h5d4c3d KhKd9h7h3s JsTsTc8c3s 
TdTc9s8d5s KdJcTd7d5h AcJc6d4d3h Ac9h7h6s5s 
AhJdTc7s7c KcQcJs5d3h KsJd9d7d3s KsQcJs3s2c 
JdJcTs6c5h Ad8c7d6s6h KhQhTc3d2c AsQsJc4s3h 
AdQd9c7d5h Kc9c7d5s4s JdTh9s7d6d AhQsQc5s3s 
KdTc5d4h4c AhQc9c8s4s KsQh4d3s3h AcKdTd8d5d 
AdKs9h5d5c Ah9s7h4c3c KhKd5d4d2c AhKhJh5h4c 
KcQdJh4h2d AsJhTd9c4c QsJs5d4h4d Ah8d7s4s3h 
Ad9s9c8s5c AcJd5d3h2c QhTs9h7c3c KcQs9h9c7d 
Jd9h7c6c5h KcTs8d7h5c Kd9d8s6c4c KcJcTd5h4c 
QcJdTd6s4h QdJc5h5d3c Qh9s9c7s5h KhJh8s7d5c 
AcKc7d4s4h AcJd6h3d3c AhQcJd9s7s AcTs7c5c4h 
Ac9d7d6s5s AsQcThTc5c QdTh8s6h3d KhQc8s6h5d 
QsQdTc6c4h QdTs9d8s3d KdQcTs9h3d KdJcTc9h6c 
KcJcTc6s5h AdTd8h6d5c QhTc9c5s5h QsQh7h5s2d 
QcTs9s5d5c Ks6h6d4s4h AsKhTh6d4h As9d8s5h4c 
QhQd9h5c2c AcJh9h7s4s AcKd6d4s3s QhJhTh6s5d 
KdQcTs7d4h AsKcTc9c3h AsKdTd6c4d Kd9s9d8s6d 
TsTc7s7c3h JhJc9c6s4s Kd7d6h5h3c Kc9c6h6d5d 
AdJc8d5s3h AdQd5c3c2h ThTc6d5d5c QhJdTs7h7c 
Qs9s9h6h4d AhQs9d5h3c KdQcTd6h5d QsQdJcTh5h 
QcTd9s8d4s QdJd7s6h4h JdTc9c7c3d KsKh5s2s2d 
AdJh5d4h2h Qs9h7s6h6d QhQdJd6s4d AdJs9c7s5h 
AsTs8d2d2c AsKd6d3s2d AcJc6d4h3d AhJd9h9c2s 
KhKc8s5d3h AhKh7h6c4d KdQd7d5h4h KdJsTc8c3s 
TsTc9c8s3h QcJsTc9c6d AsJc8c3s3c Kh8h8d6c4d 
JsTsTd8d3s TsTh7h5s5h KsTd8d7h3s Kh9s9h8c5s 
AhKcQh3h3d QhTs9h8s4h AsQs6d4c2c Kc8d8c7d5d 
KcJcTs6d5c KhQhTs6d2d Kc8s8d7c5d KhQhJhTc5s 
AhKd6d4c3c KsKd5s2s2c AhQcTs8c4c Kc9d8d6s4c 
AsKcTc8c5c KhJh6s6c4c KsJs9d8h2d Ah9c7c6s5s 
Kh7s7c6s6c JsTc8s7s6d AhJd9c6h2c ThTd6h4d4c 
KhQs7d6h3d AsJsJc9s7s AcKdJhJdJc KsQdJs3c2c 
AhJs7s4h2c AcKh8s6s3h AhKdTs6d6c QdJd9d8s7c 
JhJc5c3h3d 9h8s7d6s6h AhTsTc7s3c AsKs7h4d4c 
KsQhJh6d3d TsTh8c5h4c KcQh8s6c5d Qh9d6s6d5h 
KsJc6c4d3s AcKd7h4h3d AhKhQc3h3d KhQh9c8s8d 
JdJc9c6s4s QcJc8s8h5h AhJs5s3d2h AsTs7c4c2d 
Td9d7c6c3s AcJdTs9h2d AhKd8c4h2c JhTs9s7d2h 
AdKcTs6h6c QdQc8s7h5d QcJd8h5c2d KdQcJd7h3h 
KsJs5h5d4d KhQsTh5s5h As9s7h7c6d KcQh9c5d3d 
AhTc9d9c2d QsTs9c6h2c AsQd9h5s3c KcJs9h5s2c 
AhJd9d3s2h KhThTd5h5d AdTsTd5d4c JhJd9s9d4c 
KhQcJh6s5h KhQhTh8c7h AhKsJc8d6c KcTdTc5d5c 
Qs9c7s6h6c KcJh9s6s3c AsJs6c5c2d AcKhJh9d2s 
KcJd6d4h3c AhJsTc5c4d QhQcJd8h5h QdQc6h6d5d 
Ad7d7c5d3c JsTs9c8c4s Ac9s9h8h5s QhQcJc8c7c 
Kc8s8c7h7d KcQcJh5s3d AsKcJs4h3s Ac9s7c4h3h 
AsAhAdKc4c KcQcJdJc5s Ad8h5h5d3s QcJc8d8c5d 
Th9h9c8d5c KhQcTd6s4c KhQh9c7s4c AsKd8s6s4c 
Jd8h7h6c5c KhTd9h7c2c QsQcJc8c7c AsKhTd9c4d 
KhJs9d8h6c AsKc9h9c3h Ks8s6h6c5h Kh8c7h7d5d 
AcQh9s7c5c KcQs9h6s4h AhQhJs9d2h QdJhTs5s4c 
JcThTc8d2d JcTh7c5s5h KdJsTc9h6h KdQh8d7d4h 
KcQdJh9s7s JdTc9d6h3h AhTc8h6h5s AsJs6d4d3h 
KcJc5h4h4d JcTd9d7s2c KdQdJdTh2s QsTs8h8c4c 
JhTs9h6c3c As9h9c8c5h AdKhTd5d3s Ah6h6c4s3c 
QsTc8h8d6s AdJh9c7h5s AhJd7c4d2h KsKd6s5s3s 
JhTh7s7c4c AdTs4s4h3d QdTd9d7c6h AsJd9c8d7d 
QcJs9c8c7h KdQhTdTc6d KhQdJc9s5h Js8h7s5h4d 
KsQsTc9h2d AsQd9c5s3h QdQc7s6d5d AcKc6c4d3d 
AdKhTc3c2h As8c5s5c3d Ad7s5s5d3s AsQs9h3h3d 
JdTsTh8c6d Kh7s7h6d4d KcTd8s6d3c AsKsQs9c4d 
KcQs9h6c2s AdQhTc8d2d Th8c7h6c5h KhJh5s4s4d 
QcJsJd7c3d As9h8c5s5d KcQcTd6h2h 8h6h6c5s5c 
AcQhTc7c3d KsQh6s6d3h AsJd7s7h2d JcTc9c7h4h 
AsQc6c4s2c AdQhTc7s7h KsQc9c6d4d Kh9d7s5h4s 
Qc9s8s6h6c Ks9d6d5c3s KdQdQcTd2h QdJdTh9s3c 
KdKc8s6h3c KcTs6s5s5c AsQcTh9h6h Kd9d8h6h5d 
AcKs8d4s4d KcJs6d4s4c QhJd6d4c3h AhQhJd4h4c 
AcKcQc9h4d QcJcTh9s4d JsJc9s6c4c AsTc8c3d2s 
As9s9c8s7h AhTd9d8c6s KsQd9d5h2s Jd8s8h6d5s 
QsTs8h8d4h Kh8s8h7s5s QdQc8s6s3c Jc8h7h6s5s 
AhTs8s3c2h QhTd5h4s4d KdTd7c6s4h AdKh9h6s3s 
AsKhJs4c3s AsTh4h4d3s QhTc9h6d5s AcJsTd5s4s 
KcTd7s4d4c AsJd7h4d2s KcQsTs5h4d KhKd9h3c2c 
QcJsTd6d2c AhKc6s6c5d AsKdTh7c4c KsQs9c7d4c 
Kd9h7h6d3c KcQcJcTs2d Ad8h6s5c4d JhTs9s8s7s 
AcQdTd6h5d QhTc9s8d6d KhTd8d7c3h QsTd9h8d6d 
QcTd6s6d5s QsJdJc8d7d AdKc9d8h3s Ah8d8c6h5s 
Th9h7d6d3s KsJdTc8d3c AhJc8c7s5d AcKhJc4c3s 
QhQd8s6h4c KdJs9d7h6d As9c7c4s4c Ad8h7d4h3s 
Ac9h9c6s6d AdJc7d6c2s Qc9d7d6c5d JsJc9s8h6d 
9d6d6c5d5c AdKcTh7h4h AdQdJs4d3c QdJh5h4d3s 
AdJc8c2h2d JhTh9s8h3s Tc9h9c8d8c KhJd7c5c4d 
Qh9s7s6h5s Kh9h6s5d4d Jd8s7s7h6d AcKh9s5d5c 
KsJsJhTd4s QcJsJhTd3c KhTc9h9c3h As9d5s5h3h 
QsQcJh9c5c KdTd9d6h4h AhTs9c4d3h KcTh9h8d7h 
KdQhJd7s6d QsJsTs9s8s JhJd9s9h4c Kd9c6s5d5c 
AdKh8s8c6h AsQhJs9c2s AdTh9s6h5s 8h8c7h5s5c 
JsTs9c7c3s QcJs5s4c3h AhQsJs7d3d Ad6s5s3h3d 
QsJc9d9c3s QhJs9d5h2s JcTd9d7d6h As6c5h3s3c 
AsAdAc6h3c AcKcQc9h4s JcTc7s7d4d AhKsJh4c3h 
QhJh8s8h5s QhQd8d4h3s AcQs6s4c2s KcJsTc5d4c 
QhQc9d5s5c AdJs9s3c2d KcTh9s6s4h AcQhTh9s2d 
AhKcTs9d5d AhJc8h7d3s AsTd9c8c2d KsQsJsTc5d 
KcQhQc5c3s JcTc9d5c3d AdJh7d6h2c AsJc6s6h5d 
KsKd9d3h3c QsTdTc9s7s KhTsTc8d7d KdJcTd3s2s 
KcQdJc7h6c AsQsJs7c5s JhTs9s7d5c KdJhJcTh6s 
AhKc8d7d6s AhKcTc4s2s KcQcTd9s2h KdKc6c5c3c 
AcTs8h5c3d KdQdTd7c6d AcQc7h6h2s AhJsTd9s2c 
KdJs9c5d2s AdKs8c4d2c Jd9s9d8s6d KcJdJcTh4c 
KcTd8d6s4s AsQs6d5d2d KcJhTd7d5s TsTc9h8c5h 
AcJc8s5d3h AcKhQs7h3d AdKcQc5h3c KsQhJs7d6s 
Kd9h6h5c3d QhQd9c5c2d AcQd7c5c4h JsTd6h5d4h 
KdTs9h6s4h AhJdJc7h4h QcJcTh2h2c AhTd8s5h3c 
Ah8h7s7c2c Jh9s9h5s4c QhJhTc9d4s QhJhTc9d3s 
AdQd8h4c2h KsTsTc6d4h AhKcJh5h4h QsJsTd9s6h 
QdJcTc5s4c KsQh8d6s5c KcJsJd9h7h AcKsTs9d2s 
AhQcTd7s7c QdJsJc5h4d AdKcJs9c6c Ac8c5d4h3d 
KcQc8s6s4c JdTd9c7h6d Ad7h7d5c2h KdQcJs7s3c 
Kh6s6c4s4h Ks9c7h5s4h KsKdJh7d3d QdTs9h6h3s 
JsTd9d7c2s KhTs7h6d4c ThTd9d5h3c KsTc9d7h6d 
KhQsQcJh2h AdTs9h6h5s KdQdJh5s3c KdQd7d5s4s 
KhJh9s7c3c AdQd7s5d4c AdTh4h4c3d As8s7h7d2d 
KhKcTd6h2h QdTd8s7s4s ThTc7s6c4s JsTc8d5s5d 
KcJd9h5d2c KdTsTd6s3d JsJdTc4c2s QhQcJdTs5s 
AhTc9c3h2c KdQhJs4s2h JhTdTc9c7c KdQh9d5s3s 
AhTsTh3c2c QhTs5h4s4d Kh9c8c6h6c AcKsQh8c2d 
QsTd6h6d5h AdKcJc5s5h Ks9d8c7d7c KhTc7s4h4c 
QdJc5h4h4d QdTc9h6c2d KhQc6c5h2c QsQdTd7d5h 
Kh9d7s5d4h Td8d8c7c6c KdQdJdTh5c As9s7c4h3h 
Ad7d7c5c3d AhTh7c5s4h AdJs7d5d4h 7h7c6h6d4c 
AhJs8s3s3h AsKc6h4c3h AcQs9h6d6c KsJcTs5h3d 
KhQsQc4h2d AcKdTd9s2d AsTc6h5h2s Td9h9d5s4h 
KhKdTc8s4s KcJsJdTs6h KsJdTc5d2c QsTd8s8d5d 
Ad7h7c6d5s QhTsTd9s6c 9h6h6d5d5c AdQsTd5d3c 
JsThTc4s2c QdJcTd9h4s KsKhJc9d3c KdTdTc3d3c 
QhQd6s6d5d AhJc9s8s7s AsTdTc8s4s JcTd5d5c4d 
JdTh8d7d6s QsTdTc6h5s AcKc8c7s6c QhQc8h8d2d 
KdQcTs8s2c As9s7c6s4c KhKdQd3d2s KhQhJs5d4h 
AhJd9h6h3d KhJcTh5d4h AcKcTc9c7c JsThTd8c6s 
JdThTc5h2c AhQcJc7d3d QhTc9h7h6d QsTc9d8c4d 
AdQcJc9s6h QhQd7s6h4c AhKsTc6s6d KcTsTc6s3c 
AcQd9s5s5d KhKcTs6h2h KsKd8c5h3d AsQsJs8s8h 
Ts9d7d6h4h AhJsTs9s7s AdKcTd6d5d AcJd8s8h4c 
AhJd5d5c2h KsJs5h4h4d AcJs7c6s2h JdTc6c5h4h 
AsJs5c4s4c Qd6d6c5s5c AhKdJs8c6s AsKhJh7d4h 
KcTd9h7s5c KsQsJsTh5d KsQh9h6d4d AdKsQc5s3s 
KdTs9s9d3d TsTd7c5c4d AcKcQs8c5c QsQhTs6s4d 
QdJh9h9c3d AdKcJsJdJc Ah9h9c7c3h KhJs9h4d3s 
QsJh7c6s4c AsKsQc9d4s KdJsTh5s2h KdJhTd5c4d 
Ah9h7c5c3h ThTc8h5h4c QhJs9c8s7d AdJs6h6d5c 
TsTh8s8h2h AsQsJd4s3h AdKc6s6c5h Kh9c7h6d4d 
QsJs5d4d4c AhQsJs9d6c AdTh9d6c3s KsQh6s4d2h 
KsThTd4h3s Kh7s7h6c4c Qd6s6d5s5c Qs9s9c6c4h 
Kc8h8c6s4h KhJsJd7c6d JsTh8s7s6d AsKcJd9s2s 
Qd9h8h6d4c KhTd7h6s4c KdTc9d8h6d AsJh9s6s3h 
AhQdJdJc6d AsKcJc9h2d QhJhTd9s4c Kd9c7d6c3h 
JcTh5s4h3c KsQc5c4s2c KhQcJc8c2h KcJdJc7c6s 
AhJh6s5s2d Ks9h8h6s6h JhJcTc5c4s KdQh9c6d2h 
QdTh7s6d3s KhJdTh9h4s AhKh9h8h7c AcKs6s5h2h 
QsQd8h6s4c QhJhJc6c2s AsQdTc9h5c AhTd4s4d3h 
KcQsQdTs3s AsQs7s6d5c KsKh5h3c2d KcTh9s7s6d 
AsJdJc7h6d QcJd9d5c2s As8c7d6c2s KcJdJc8h5s 
AhKc6s6h5h KsKdTsThTc AcKhJc9d2c TsTc8c7h7d 
QcJsJd7d3s Ah9h7s5h3s Ac8h7s4s3c QhQc9c5s2s 
KhQc9h9d7s As6h5h3s3d Kc8s8h7c5h AsJc5s4s3c 
Jh9d8d7h5h QhTc5c4h4d KsQsTsTh8s Ad8s7c4c3d 
AsJc7h4c2s AdTs7c6d3h KcJd9c7s6c 7h7d6s6h4d 
KsJc6c5h4h Ac9c7h7d6s QhJs9s5h2c AcTs9c7d7c 
Qs9d8d6s6h QhTs9s6d2h KsTd9c8d5c AhJd9d8c5s 
Js8h7s7h6d KsTh7s6d4c JsJhTc9c6d AdQd7h6h2c 
QcJh9d8h4c Kh9d7h6s4s AhJh9s6c2s KhJsJdTc2d 
KsKhTd6h2h KcTs7c6h4d KdTh9c6h4c JdTh9h7c2d 
AdTc7d5s3h AcJh9h3d2c KdJhJc8d2c Ah8h7d6d3d 
KsQhQdJs2s Kh9s8s6d4h AdQd9h5h3d AcQcJc4s3d 
AsKs7s6h4c KsQh9h8c5c KhQd9s6s6d KcQsTh7c4d 
Kh7h6d5d3c Ac9s7s6c4c KcQcJd5c4s Kd7s7h6s6h 
QsJh9c7h4s QhJd9h8s6c AsQsJs4h3c AdTs6h5d4c 
KsQdTsTh6s Ad9h7s3s3d As8s5d4c3d KcJcTh5s4c 
7s7c6s5c4h KcJsJhTh6d QdJs8c5d2s QhJd8s5h2d 
QdJcTs9h4d KsQd9d6c4c JsTc9d8s6s AcQsTh6d5s 
AsQdThTc6c QdJc9s8s7h As8c5s5c3h AcQh9h8d4d 
KhQd9d9c8s AcKdQc6h6c AsKc9c8h2h AsKsQs9d4h 
Qd8h8c6d5h AhJcTs9d4s AdKc8h8c5s AsJdTc9h4c 
AsQs7d6d2c AsKs8h6h3s JdTh7c5d5c Kd6s6d4s4h 
QdQc7s6c5c Js8h7s5d4d QhTc9h7s3s Ac7d7c5s2s 
Ad9d9c7c3d Kc9c8d6d5c QsQh6d5c4s QhQcJc6d4c 
AhJdTc5d4d KhTsTh5s5h QcTs9c5s3s AhQcTd9d6d 
KcJc9d8s2d Kh9s6d5s3h Ad8h5c4d3c TdTc6c5s4s 
TdTc9d5s4s AdTs8h6h4s KsJh9c7s6s KcQs9d6d4s 
AhQs8d4d2h AhQdTc7c2d AsThTd7c6h AsKcTc9h2c 
QsJc9s8d6h KdJsTh8s3h AcKh9d6s5h KsQdJs3s2d 
KdTs8h7s2d QdJsJhTd3c AcQcJh4c3s Ah9d5h5c3c 
JhJdTs6c5h KcJc6s6h4s JcTd9c6h3h KdQcJc7s2d 
AsKs8s7s5d QsTh7h6s3d AhQcTdTc6c KhQsJs6c3c 
QdQc7d7c3d JhTh9h8c7h AhKd6d5s2s AcThTc7d4c 
KsKd8c6h3d Qd9h7h7d6h AhTs7h6d3c Ac9c7s6s4c 
KdKcTc5c2s KsQsTc3d3c KdQcTd9h4s Ac8c5s4h3h 
Jd8s7d5s4c AsJc9c3h2s KhTh9c8h6d QcTc7h6s3h 
KcQhTd9s2c Kc9c8c7d5d KsJhTh9c6h QcTs7s6d3c 
JsJd9d6c4c KcQdTh8h2d KhKc9c7c3d KhJs9h9d3d 
KcTc9d9c5d KsQsQh5s3c QhTh8d7s6h JcTh8h7h6d 
AcQs9h9d8d Qs9d8h8d6h QsQh9s5h2s AcKsJs9d2h 
AsKhTh9h3c KcJcTh6d5c Ac9c7s7h6d JdTh9d5s2h 
KsKcTd8c2c TsTc9d8c5d KhJd6d4h4c AsJcTh4s3s 
AsTc9h6h5c Ah9s8h6h4s QhJd9d8c7d QhJsTc2s2c 
Qs9c8s6c4d AdJd8s5c3h AcJdTh5h4s Ks9s7d5h4h 
Ac9d6h6c3h AcKdJc4h3c JsTc7s5d5c AcQhQc4c2s 
KsJh9c7s7d Kd9d6c5h5c TsTh8h7d7c AdQhJs9s7s 
AdJcTh5h4s AsKd8d5h3h AsQsQh4s2c AsTd8d5s2s 
