KhQc9h7h4d 
QcJdJc6c2h Ks4s4h3d3c QsTh6c4s3s Ts9d7d5d3h 
Js9h5c4c2s QsJs9d5s5h AhQh9h6d2c KsKdKc7c5d 
QsJh7h6s2s Jd7h6d6c5s QsTs8h4c2d KhQhJs7d2c 
9s9d6s3h3c Js9d5s4s2d AcKd9h8h3h QdTd9d8h2d 
JsJc5h3s2h KdTc5h3h3c Kc9s9d5h5c JdTd6c4s3d 
Kh9c5h5c2c Ac8c7s2h2d JhJc9s8d2s QdTc8s6s3s 
Kc9s9c4h2s AcJc9h2s2c KcTd9d5h3d Ks9h8h3d2s 
Jc8s8c4s3c Qd8s6c5c2s AdQs9c5h5c AcTs7s5h3s 
Jh9s8h5h4c KcQc8c6d6c QcJd9d5s5h QhJd9d8d3c 
QdTs6c2d2c Td8c6d4d2c 9s9h7s4d4c 5h4s4h3s3d 
Kh7s7d5h4h TsTc9d4s3s AsTd7s4h2s Jh7h5c3d3c 
TsTh9s8s2c Qs9h6h4s2c Kh8s8h5h5d AcKcTc6c2d 
QdTc6h4d3d Kd6d4s3s2c JcTd7h6s3s KdQhJs4c2c 
QcJh9h9d4s QsQh7d5s2c AsTh9d3s2s Th9s8d7c2h 
Tc9s6c5c4d Js8s8d7h4c QdTd9d5c3d AcKh4c3c2d 
Kd8s8h4s3d AhJs9c5d3d AdQs8c6s3h Ts9s7s5d3c 
Js7s7c4c3c JdJc8s6c3h JcTd9s3s3h Th9h9d2s2h 
JdTh8s4c3c Jh8h7c4d3d Kh6h4d3d2c QdJd5s4c2h 
AhJh5h3s3d Ac7d7c2s2h 8h8d6c5s3c QsJs7d5s3c 
KhQc7s5s3d Td8h7s7c5d AdTh9h5c3h Ts9h8h5c3d 
AcQs5d3s3h QdJc7h6h2c AcQd9d7h3d Td9c6h4h2d 
KhTh9h6c3h Qc8d7c5c4h AsJhTc6d2h QcTc8h5s3c 
6s5c4c3d2s Ks8h7s7h3s Jc9d8s6d4h JdTs5d4h2c 
9d8s8h7s4c Ac9h9c3s3c AdQh9h7h3s QhTs9h7h3h 
Qs9s9h4h3s KhQh9h5h4s Kh8d7c6c4s KhTs8c6h3h 
Jh6d5h4h4d KhQc9c5c3d QhJc9d7d4s Ts7h7c5s4d 
JsJc7d4c3h Qc9c8s5d3h AhAdAc4s2s QdTc8s8d3h 
9d8h8c7d5d Kc9d6c5c3s Ts8h7h3s3c KsJhJc3d2h 
8d8c5h5c2s JdTd6d5h5c QhJs9h7d4h Td9c6c5h3s 
Qd8h7d5d4c QdTsTh8c3c AsJc6h5h4d Ts9s9c2s2h 
ThTd9c8d2d AhJh9h6s6h QdJh7c6c4c TsTd8h6c3s 
Qd7h7d6d3h AdKd8h3d3c AdTc9s3d2d KhJcTh4h2h 
QcJd5s4h3h Jd8s5s4s2d KsTd8c6s3s Ah8s8h6c3h 
Ts8d6h6d5d Tc9s6h5h3d Ah7d6s6d5c AcTh7d5s3d 
Jd8h5d3h3c 9h7h7d6s2s Js7h7c5h5d Qs8c7s5s4d 
QcJc7s4h2s Qs9s9h8c2d AsQh9c5d5c AdQsTd6d2d 
9h8s5h4c2s KdQh9s5h3h AsTh9h5h4h Ad9s4s3d2h 
KhQsTs4s4d 6s6d5h3h2s Qh8c7s6s6d 9h6h6c5s4d 
Ad7s5h3d2c Ah5s5h4h3d Qc6c5s5c3s AdJd8d5d2h 
AsJs6s4d4c Jh8c5h3d3c QsTd9c6d2d Ks8h7c5d4h 
KcJd9s5s3h Jh9c7s6h2s Td9d9c2h2d AdKd6d5c2d 
9d9c8c3d2s Qs8h6h5d4h 8s7h6h2s2c Kd9h6h6c3c 
ThTd4s2s2h AsJc8d5c2h Td9s9c8s4h KcJs8s6s6d 
Ah7h7d5s2h 9c8s8h7h4d QsJd9d8d3c AhTd9d6c3d 
QsJs7h4c2h Qh7s7d6s3d JhTc5s4s3s Qc8h7s6d4h 
Jd8s7h7c6s KsThTc7d3d AdQh7h4c2c QdQc9s8s2s 
Jh8h7s7d2d 8d7s6d4s2s AcJhTd6s2h QhQdJh8h3h 
8h7h6d6c4s AhKc8s4c2d Ah9c4d3h2d Tc8d5h4c2h 
KhQdTc7c3c 8h8d6d5c3d Th8s6s6c2c KcQcJc9c2d 
AsJd6h5h4c AhTs7h4c2h 8s8c6d5s3s As9h8s6c2s 
AhQs8c5d2s 7s7d6h4d2h QsTc8d6d3d AhQs9s4d2d 
AsKd7h4h3c Js9s8s8d5s Ts9c6c4h2h 8h7s6s2h2c 
KsJhJd8c3d Kd7d7c6d4h Kd5d5c2d2c Js9c7h6h4d 
AdTh7h5c3h AsTs5h2s2h KhQdJs8s2c Js6s6d3h3d 
8d7s5d4d2s 8c7s6h4c2h Kh9d5h3d2c Ad8h6s6h5c 
Tc6s6h4s3h KcTc9c6h3c AsJc9s2s2h Jh9c7s3s3c 
AsQh9h4d2d Kh6h5s4d4c Kh8h8c5s5h 9h7d7c6d4s 
7c6s6d5h4c QsTs8c5s5h AsKhTh6h2h Kh9h8d3s2d 
AdJsJh4s2s JcTs7h2h2c 9d8s8c7c4h Tc9d8d5h3s 
8s8c7c4h4d AhJc5d4h2h Ks9s8h3d2h Jd8h6h5h4c 
KhJsJc3d2c QsQh7c5d2s Qc8d6h6d3h 7h5c4h3d3c 
Ad4h4d3s3d AsTd9c5h3h Jc9h5c4c2h AcQc9c8c2s 
Jh9d8h4d3d Ts9c8d7s4s TsTh7d7c3d QcTc4h3s2h 
QhJd8s5d3c QsQdQcTc8s Ac8s8h7d4s KdJsTd4d2d 
KdQdTs3d2c 7h6d6c5d3s KdQh9c7s3h AsQs7h7c2d 
JdTs9c4d2d QcJs7d6c2d AcKd7d4h2s 8s8c5h5d3d 
AsTd9h4d4c Tc8c7h7c5s Qh8c7c5h2h KhTh9h6d3h 
QsQd9h7h3h QhTh4d3s2d 9h8h7s7h3s Qd9h8s8d5d 
Qc8h6c4h2h Kh8s7d7c6s Jd9h8d5c3s KcTc3s3d2d 
Jh9h7s6h4c QsJc7d6s2d AdJd9d6s4d Kh9d7d4s2h 
KdJsTs3h2s As9s9d3s3c QsTd7s7d2d AhTc7d4h2h 
JsTc7h4d3h Jd7h6d5c3s QsJc7h6s2h QsQdJs8s3s 
Jh8s7d7c6s Qc9h8s7h3s KhQdTc8s2c 9s8h5s4c2h 
Ah9h9d2h2c Kc4d4c3s3h 8s7c6d4s2d QdJsJh8d2d 
As8d7c6c2d Jh7s6d5h2d QhJc9s9d3c Th7c5d3h3d 
Ah9s3h3c2c AhJh7s3h3d 8h8c7h4s4d Kc9h8d5s3c 
KcTd9d8h4d AcQh4s3s2h Jh9s8h4d2d AcQc9c6s2d 
AhTs9s6d3s Ks8s8c5s5h 8h7h7d4s4h 9h9c8h4c2c 
QhJc7s6h2s Tc9d9c6s2h Ah6h4c3s3d QdJc9c8c3h 
Kc7c4h4d3d JcTc9h9c3c AcQh9d7h3h Qc8s6d4c2d 
AhQs9s7s3c KcQc8c7h4d AdQs8s5c3s 7d6h6d3s3c 
AdQdJd8d2d KsJc5h3s3d Th9s8d7h4h Ah9d7h5h4h 
JcTc7h3h2d Qh8s7h4s3d 7h7d5h4s3h AhJd9c8c2c 
Ts8s7d7c4h Jc4s4h3s3c AsQs6h3c2d Qd5s4s4h3d 
Tc8h6h6d5h AhQc9s5s5d QsTh8h7c2d AsQh6h5d3h 
8h6d5d3c2h Ac9c6s6c4d JhJc5d3c2d KhJs4h2s2h 
As6s4h4c3d QhTsTd8s2s Tc7s7c6h5c Kd7h4c3d3c 
Kc3h3c2s2h KhQdTs7c2d Qs9h7d5s2d 7s5h4d3h3d 
KcQd9c6c4c Ks6s5h4d4c AdQs9h6h4c Jd8h7s7c6h 
QcTc8d5h5c 9d8d7s3s3c Th9s9d7c3c KsQc9h3h3c 
Qc9c6s5c3h Qs8c7h6h6d JhJc6h3d2c 9c8c7h4s3h 
Kd9c8s3s3d 8d8c6s6d2d Qh9d6d5c3s Qh8d5h4d2d 
QhJd9h7c4h QsJd8s5s5c Qc7s5h3s3c QcTc8d7h2c 
Kc9h8c7d3s Ts9h9c8h4d JcTd5h4h3h Kd9s7d4s2h 
QdJs7c6c2s KdJs9d8c3d KsTd9d9c4d 9d8c5h4h3d 
9h9c7c4s4d Qc7s7c4s3s Js8s6h4d3h JsTc9h3d2s 
9h9c8c4h2h KcTh9s9h4h Th6s5d4s3d JhTh9h4d3h 
AcQhTs4s2s QsQhQcTh8s KhQh4h4d2d KhJhJd8c2h 
AsKc9d8d3d JhJc9d8s2d JdTh8s4h3h KcTs6h3c2h 
AsTs6h6c2d KhTd7h3s2s QsQc8s7s3d KhQdJs3c2s 
KdTh4h3h2d AhTsTh3d2h KsQdTh6c2h AhTs9d3h2h 
Th9s8s7c3d KhJs7d5c3c KhJdJc3s2c 9s8d6d5c3h 
Jd9s9h5h4h As9h7c5h4d Qd8h7d6c2c Jd8d5h4h3d 
Kd9c6h6d3s KdJcTc3s2c AsKs8s6c3s QhJc9d7h3h 
JsJd7c6h3s Js9h9d3d2s KhJh8s4s2h KsKd7h4h2c 
KsQh9c3h3c QsTs8s6s4s Kh9c8s3s3h KdTh6h5s3h 
Qd9d8d7d5h KsTs8s6d3c QsTc9d6c2c KdQs8h6d2c 
7h7c5s4h3h QdJs9h7c3s KhQdJc7s3c Qs8h7d7c5s 
KsJh6h4d2d KsTd4d2s2d AcTd6h5s4s KsKd8h4c3h 
QsJc7h6h4h Ts9h6h4s2h 9s7d6s5s2d Jc9s8c5h2d 
7s6s6c4c2h Kd9c6d4h2h QhTh9h7h3s Kc9d9c4s2d 
QdJc9h4c3s Kc9h7d4h2c Td8s7h2s2d 9s8c6h6c5c 
JsJh7c4h3d AcQh6h4s4d Js8h7d6s2h Kd9c6s6c3s 
KhJs9d8h3h Js8s6h4h3c JhTd9c2s2c 8d7d6c5s5d 
9c8h8c3h2d AhQh8h5h3s KcQcJh6c2s KcJhJd3s2h 
KhKdKcTd4c KhJsTs2s2d Kd8s7h6s4s QhTdTc4c3c 
KhJhTh4d2h TsTc6c5c3h KsTc7c6h3c JdTh8s4d3d 
AcJh6s6d5d Qc8h7s7d5c Ac6s6d5s2d Ac9d8c7c3c 
KcTs8s4h2h Qs8s7d6c2d Kc8h7s6h4h AdQc8c4s4h 
AcTd6d5h4d JsJc8d5h2s Ks9d6c3d2s As5s5c4s3h 
9d8h7s5h3c TdTc9s5h3h KsQsTd3s2h Th9c4h3h3c 
Kc5s4s4c2s Qh9c8c4h3c Td8c6s5s4s Ah6s3s2h2c 
KcQh9d5h3h 8d6h5h3c2d KsQcJd8h2d Ts9d5c4s2d 
Tc9d6d4h2h Kd6h4d4c2c Kc8d6h2h2c Td8h7s2h2d 
As6d3d2s2c AhJh9h6h6d KdQsJc8c2h Kh9h6c5h5d 
Jh9h6s3s3c AsQs9s8s2d QdTd4s3h2s Kc7d4s3s3c 
JsTd7c6h3c Js7h6h6d3d Qh9s9h4s3h AsKsTs3s2h 
KsTh9c3s2d JhTh9s7h2c Ts9h9d8d4c 8c7h6c4h2c 
KdTc6s3d2s KcQdJh7s3h Qs8s5h5c2h Jh8d6h4s3d 
QcTh9s6s2d KcJc9h8s2c JhJc6h3s2c AdQs9c7s3s 
QsTsTc6s2h AhQh9h6c2d Tc8h7d4c2d KcQc8h5s3d 
Jh6c5s4s4c KcQhTd8d3d KdTc9c7h2s 8s6c5c3h2s 
Tc8s5s5c2d 6h6d5c3c2h AcThTdTc8d Js8s7c4d3d 
9s6s5h3d2h QhTs8h4h4d Qh9s6s4h2d Kc9s7s6s5s 
Kh9c8c3s2h KhJs9c5c4c QhJd7s6h2s Qd9c8s7c3s 
AdTs7c5h3c AhKs7d4d3c Ts7c6s6d4h AdQs7d5h2d 
Td8h7d5s5c Js9d8s5h2c Qh9c8h4c2d Jh9c8d7d4s 
Qc6s4h4c3h 8h8c7d7c2c KsQc9s5d2h AsJs7d3s3h 
Jh9d8h5c2s Jh9c6c4h3h KcJd7d5d3h JhJd8c6h3s 
JsJdTc6d2d Ks9h9d5s5c ThTd3s3h2d Ac9d7d3c2c 
KcJs5d3h3c AdJc6d2d2c AcJd7s5h3s QdTs7c5d3d 
Jd9s9h5s4s QsJsJc6s2d Jh8h7s7c2s KhJh9s9h4d 
AhJs7c4c2s KhQs9s5s3d 8s7d5s4h4c QcTh8d5s2c 
QsQc8c5c2c AhQc8d5s2c AsQc9c4d2d KdTc9h8s4s 
9h8h7c5s5d QsQc7d6h3d 7h4d4c3d3c 9d8h5h5c2d 
Tc9c7s5c3d Ts9h9c5d3c KsJd9s8h2s Qd9s7c5d2c 
KcQh5s4d3s QcJd9d4h3s KcTc6h2s2h AcTd7h5s3h 
QsJh4c2h2c ThTd6d2h2d QdJs9s8s3h AsJd7c5h3c 
Th8h7s7d4c Ks8d7c6s3h AdQc8s6c3h KsKh7d4d2c 
9h9c5s4s2c 9s9h6c3h2s QhJd4c2d2c AsJd9d9c3d 
AdKc8h7s2s AcTs9s5s3h KsJhJd4c3c AdJs8h7h3c 
Kc6s4d4c2d Jc9h8c5d3s Kc7c5h5d2d KcTc9h8c3c 
Kd8d5h4d3h KsTs3d3c2c Ks7s4h4c3h JsTc8h7s3s 
Qs6c4s4d3d KdTh6c4h2c KdJcTc2s2c Kc9d8s5d3s 
JsTc9h4s2s Kh8s7c5d4s KdQd9s4c3h Qs9c7s6c2c 
QcJh9d5h2s Qs8h7c6c4d AdKs7s4h2c AcKs8c4h2c 
AsTc6c5h4c Qd9s5c4s3c QhTs6s4d3c AdJh6s5h2s 
AcQd9d4s2s Kd9h8c6d4d AsJd7h7d2h Kh6c4h4d2d 
QsJc6h5s2d KcQh9d3h3d AhQh9h7h3s KsQh9h5h3c 
QcThTd8s3s 7d6s6d4s2h Qs9d8h6h4c 8s7s7c4d2d 
Qc9s7c6s2s Js8s6c4d3c Qd8h5c3d3c QcTc8s5d5c 
Qd9c5h5c3h Ah6d5h3d2h 6s6d4d2s2c Ad9c7h5c4s 
Jd9h8d6c4d QsTc7d4s4h 8d8c6h6d2d Js6c5d4d4c 
JsTs9h4s2c KdJh8c7h4h 9d8c5d4s2s 8c7d7c2d2c 
AcJs7d5h3h QcJd9d4s3h Js9h7c3h3c Th8s5s5d3h 
As4s4c3s3d 6h5s4s3c2h 8c7d7c4h4c KcTs6d4s2d 
9h8d8c5s4d KhTc9d3h2s Kc7c5h5d2h QhJc7c6h2h 
Qd7h7c6c3h Tc9h8s7s3d QdJc8h6d3s Jd9c7h5s5c 
AdJs7c5h3c AsQh8d5h3h Th8s8d4h4c QdJhTc6s2s 
Qc5s5h2h2c Td8h5s5d2s QcJh9h6h3d Qh9h7d5s3c 
Qd8h5s3s3d QdTs8c5h2d Kd7d6h4h2h KsQhTc6d2c 
Ad9c3h3d2h Jh9h6d3s3d Jc9s8d7s4h KcTc9s5c3c 
QhTd6d4s3c KsQcTh8h3h Th6s6c4c3h Kc9s8c2s2h 
Th6h5s5c3c Tc9h9d5s4s Jh9c6s4s3c JsTc9d2h2d 
Ac7s6s6d5h JdTs7h2h2d Kd9h6d4s2h KcQsJd4h2h 
Ac9s7s6s5s 9h8s6s5c3d KhTc9c7c4c KhTh9d3s3c 
Ah8s8c5c4c QdJh4s2s2h TsTh9d4h3h Jd8c5s3d3c 
QsTc6h2s2h Qs8s5h5c2c KdQcThTdTc 7s6h4c3s3c 
Qd7c6s4s4c AsQs8h8d3s AsTc7h4c3d Ac7h5s3c2d 
Jh8d6d4s2h Jc9h8s7s4d Qh7d6s6c5h Qh8h6s4s3h 
QdTh7h5s3c AdJc6d5s2d JcTd3s2s2c AhJh9h3s3d 
Ac9h7s5h4d 8h8c6d5h3h AsQd7c5h3h Ts9c8s5h4s 
Ks9c8h5d3s Tc8d7c4h2h 7h6s6d5d3c Th8h6s4h2s 
KhQh8d6s2c Qc9d7s5h4c Ah7c6c5s3d AdKc6s6d2d 
Ac9s9d5s2d Jh9c5s4s2h Tc6c5s5h3h AcQsTh4d2d 
KdTs6h3d2h Qc8h5c4h2h KdQs9h6s3s Qs9s8h4c3h 
JsTh9s6s2d Tc7h5d3d3c KdJs7c5h2d Jc7d6c5s2d 
KhQs5d4c3d 9h8d5d4h2s Ks9d7s4d2h AdQs9h5c3h 
9h8h8d3d2s KdTs9c8h3c 7s6s6h4h2d Tc9h9c7c3s 
As8h6h6c5d Ks7d7c5h3s QsJd8h5d3c KdTs8s4h2h 
Td8s7h7d4c Tc6d5h4d3h Kc8h7d6s6d As7s7c5d2s 
KhQd9c4d2c JhTc9d3s2h Ts6h6c4h3c KdTd5h5c3s 
KdTs4s2s2d Jd9s8h6s4c Qs9d7d7c5h KsJh5d3s3c 
KcQdTd2s2h QdTc6c4s3h Jc9h6s5d4d Js7s7h6s3h 
Jc7d6h5c2h QhTsTc8s2s Kc9s7d4d2c QsQdTc3h2h 
9h9c5d4d2c Jd8d7c6s4d Js8h5d3s3h AcJh8d7d3s 
Qc8s7h6d4s QcJs9s6s3d Jc8c5d4c3d AsJc6s4s3d 
QdJd9d5c2h 8s8d6h6c2h JcTs8c6d3c 8h8d5s5c3c 
AcQcJc9c2c 8h8c6d5s3d Qh6h5s5h3s JhTs5s4c2d 
AcJd9s5h3h KhTs6d3h2d Tc9h6s4s2c KdJh9d8c2d 
Qc8d6h4c2h Tc9d6s5h5d KhTc7d7c4c JsJd6d3c2s 
As9h7s4h2s Qs9h7c5d3s KsTs6d2d2c QsJd6c5s2h 
AhTd9c5s3s QsJd8h7d4d KhQc8d6h2s As7h7c6h5h 
8h7h6c5s5h 8d7h6s6d4d KhJdJc8s3c Th9d6s5d5c 
KsJs6h4s2h KhJhTh3h3c Ac8h3d2d2c JhTh7s7h2s 
Jc8c6s4s3h 6s5d4s3h2h Td9c8s3c2s KsJs9s4h3c 
Qd5c4s4c3d AdKh7c4c3s QdJc7c6s2s AhTsTc6c3d 
8h7h6c5h5d Ks9h8c5h3c 8s8h7s7d2s Kc9c8d7s3h 
Ac9s3h3c2h QdTc9s4h3h JcTs8h4s3s 9c7h7c6s2s 
Jc7s7h4c3s Qc9c8d4h4d KcTh7h3h2c AdJhJc4h2h 
Kd9c5d3c2h 6h5d4h4d3c JhTh7c3c2s JdTd8d3h2h 
Ks8h8d4d3s Kc9s8c5d3h Qd8c7s4s3d Th7s5c3h3c 
8h6s6c4h4d Qc8s7h4h3c QcJd9s6s3s KsKd8c4h3c 
AdQcTd6d2d KhQc9d7s3c AdKhJd3d2d Ks9d8h5s3c 
TdTc9h5s3s Qc7h5h3d3c 9h8c7d4c3h JsJc8s5d3s 
KsQd6s4s3c AhQs9d5d4d KcTc9d8c3c QdTc6c4h3s 
Js9c8s4c3c Tc6d5d4c2s KcTh7h6d3h QdTs4s4d2d 
9h8d6d5s3c 9d9c8d3c2s Jc8s5s5d3d KcJs7h6s2h 
QhQdTh3h2h Ac7h7d6c3c JhJd8c6d3s Kd9s6d5d3c 
QdJc7s5c3h Qc9h8c5d4c Qd9d8s4h3s Ks5s5c2s2c 
9s9h8h3s2d Td9d8h6c3d Jc9s8d6s4h KdQcJh8h2s 
Qc9d7h5s4c KdQh9s7c3h Jc9d7h6h4s QsJs6h3h2d 
KdJc9h8d3d AdTc9c5c3h AcTs7h4s2h 8h7c5h5c2s 
Ts9d5h4s2d Kh5h5c3c2s QcTd5s5h4s Th9c8s3c2s 
Td9s9c8c2h QdJs5c4h3h Ks9c8c4c2s Kd9c8h5s3d 
KhTc6s4c2s Qd9d6c5d3h Jd9h6d5c3s AsTd9d5d3h 
QhJh7d5h3c KcTh8s6c3c 9s8s7d3h3d QdJs4c2s2c 
AhQh7s7c2d AdThTd3c2d Kh8s8c4c3h QsJh9s4s3d 
AcQs9d5h5d Ks8c7d6d4h 9h8c6s5s5d 7s5s5h4s4c 
9c8h8c3h2s Jd9c6s4s3c Jc9d7d5d4h KcQc8d6h2s 
As8c6c5d4c Ks9s9c4c2d QhThTd6h2c Jh9h8c7h4s 
KsQh8d4d3h 9s9d6h3s2d Ah7s5d3h2c Qs9s7d4d4c 
AsJs5d4s2h Kd5h5d2h2d 8c7h6h2s2c KsTd8h5h4h 
Jc8h6s5h4h Td9d6s6c4h AhTd4d3h2h Qs8d6h4s2h 
6c5h4c3d2d Tc9s7h2s2c TdTc9s8d2d JdJc7s4c3h 
AdTh9h5s3h Kd7d6c4c2c Td9s8s5h3c Jc7s6s6d3d 
Tc9c7h4h2d JhTs6d5c3d Kd9s9h7s2h Qs7h5h4c3c 
Ks9s6c5s3d AdTh9s5c3c Ah8d8c6c5c Th8d6s6d5d 
Ts8c7h7d5h KsJs9s5s3h Th9c8d6s2h 9d9c6c3s3h 
KhQs7h6c3h Jc9s9d5c3c Ts7h5s5h3h Qs9d6s6h4c 
Th7h6c5s2c QsJh5h5d3c QsQc6d5d2h Tc8s7h7d5c 
9s8s7h4d3h KdJc9d8h3d KcTd7d4h2h Ts9h9d7c4c 
9s8h5s4d2h KsQd7h5d3d QhJc9s7d3c Kd9c8h5d2s 
QsTs9h7s3s AdTh9s4h4c QcTc9s7c3c QhTd9c5s5d 
8h7c6d4c2h Qc8c7s5c4h AdKsJc7c2c Js7s5h3h3c 
Th9c8d7s2h 8s7c6d4s2c As9d6s6h2c Qd7s6s5c4h 
Ks9c7s4h2h 9h9d8s6c3h 8d8c5s5d2h QdTs7h5d3d 
AcJh6s6h5h Kd9d6s5d3h Qd8h6s4d2s KcQh9s7d3h 
Ac9d6s6c2h Th9h7s4c2c As9h8d3h3d Qd9h7h5h2d 
AhQd7c4c2d 9d8s5d4c2s Kc9d8c5s3h QcTh6h4d3s 
AdKc6h6d2d KdJd6c4s4h As9h7s3s3d KcTc5h5d3s 
Ad6s3s2h2d Qd9d8c4s4c Kh5c4c2s2h Ah9s7d4d3s 
Ah9c7h4c2h KdTs9h8c4c 5s5d4s4d2s QdJc9h8d3d 
Qh8s7h4s3c JcTc7d4c3h AdQc4s3s2c JcTsTd5h2h 
Ah6d3d2h2c 6d6c5h5c3c Qs7s7h6s3h Ac9h9c3c2h 
Ts9d8c3s2c KdQd8d7c4s QdTc5s5h4h Js6d5d3s3h 
QsQhTh3h2h Ts9s9c2s2d QdJs5h4c3c Jh8s6c5s4s 
Ac8s6s6h5d Qd8s6s5c4s 7s5s5c4h4d Ts6h6c4h3s 
Ts9s7c4c2h Ks9c8d3s3d AcJh7s4s2h KsKhKdQh3s 
Ah9h6s6h4d Kc6d5h4s2c AsKd9c8h2c JcTh8d7c3c 
QdJh9h9c4s QsJh9c6c3d Js8h6c5h4h Tc7c6d5s2d 
KcTd9d7s2h KsTsTd6s3s Jc9h8c4h3c KsTc7c5d3h 
Jc9d8s7s4h Kh9d8s5d3s Jd8c7h6s4c Kc5s4s2h2c 
AdJc9d2s2d Td9h8s6s3c Ts9h8d7s4s JdTc9c7c2s 
KsTd7s3c2c AdQc7s4s2c AsJh6s5d2s KcQcJs9c2c 
AhJd8c2d2c Ts7d6s6h4c QhJd4s2s2d Td6s6c4c3d 
AhKh8h6c3h Jc9h8c5d2s KdTh6h5c3h Kh9h5s3s2d 
Jc7s6d6c5h AhKc8s5d3s 8d8c7c4s4h KsQdJc6c2h 
QhThTc6h2d AsTc7h4c2h Ah9c8s3d2h KsTsTc5d2s 
Js8c6s6h2h Jc9s8s6h4d 8s8h6c5c3d AcTsTc3h2c 
KhJsJd6d3d 9s9h6h3d3c QsJd9s6s4s Jd8h6s6d2s 
AsTh8d8c3c Ac8s3h2h2c Kd9h9c7s5s Ts8h5c4s2c 
QhTs9c6c2d AsJh6h6c5h Jh8d7s6h2d AhTc8s8d3s 
Jd9s9c3s2d Tc9h6c5c4d QhTc7c5s3d AcKh9s8s3s 
Js8h6h5h4d Jh9c8s5d5c Th9d4h3h3d 7s6h4d3s3d 
QcTsTh4h3h KcTd7d6d3h JsTc8h6s2d 8h8d6s5c3s 
8s7s7c4s4h QdQc9c7c3c Js9h8s5d2c Ad9d7d5d3h 
Qd9c6d3d3c Ac9h8d5s5h 8s6c5c3d2s Ad9d7d6s4d 
Kd9h7h4c2d AdQh8c5s2h Jd9h9c7c4s KsKdKcTs4d 
Ts9s7h4h2d JdTc5c4h2s Td9h7h5h3s 8d7s6d4h4d 
Js9d9c7c4h AdQhTs4c2c AhQc9c7s3c QdTh8h7c2s 
Ac6d3d2h2c KdTc9c8s4c AdQs6s4h4c AhJc9s5d3d 
JsTs6c4h3s Jc8d6h5d4d Ks9h5h4s2h QsQd7c5h2s 
QsJc7d6d4d TdTc4h4c2h KhTd7c2h2c Ad8d4s3c2c 
Td8d6c5s5h 9s9c8s3c2d 8s8c6c5d3c QhTs9d5s5c 
8d7h6d4h2d Ac9c6h6c4d KhJh5s5d4h QhJd6d3h2h 
AhQc9c7d3c 9s7h7c5c4c AdKd8c3s3d Tc8s7h2s2c 
AhQh9h7h3d KhJc9s5s3d Ks9c8s5d3h JdTc9c7c2h 
Qs9d8s4d2h KcTh9d3c2s Kd9s8d4s2h AhQh9h8s2h 
Jd7h7c5s5h Jc7s7d5h5d Qc8c6h4h3c KdQs6c3c2s 
KhJh6c3h3c Qs4s4d3s3d QhTh8c6d2h Jd8d5s4s3d 
AsTh7d4h2d Kc9c6s5d5c Ts9h6s5s4d 9h9d6h4s4h 
KsTd9c8h3c Jh9h7s6h4d KsJd7c5h3h AsKs6s5s2d 
QdJc7s7h4d KdTc9s8h3s Jh7c6h5d2c Jd7c6d5s3h 
8s8d5h5d2c Qc8h5d3h3c JsJh8h7c2d QcJh9h8h3s 
AhTh8h5c3h KsQc5h4d3h Kc9d7s4d2c KsKc7d2h2d 
9h8d6c4d3c Jh4d4c3h3c KsJsJc8d2s 9s8c6d4c3d 
AsTd6c5h4h QhJd9c6c3s QcTsTh4d2c Kd7d6c5s5d 
AdQd9d8h2d Js9s7h6s4c 8s8d6h5c3h KcQh9d6s3d 
Jd9c8h6c4s 8c7c6s5h5c Ah9d7s4s3d Jc9c8s7h3d 
QcJh9h6h3s KdQdTh3d2s 6s6c4s2d2c KsJd7c5h2s 
Qs8s6d4d3s 9h8d7h7d2d QdTh9s4c3c QcJc9s5h5c 
JcTc9d9c3c Jc9d7c6s3h AsTd7c4d3h AdKc9c8c3c 
AsQd9h9c2d 8d7d6h5s5d QcJd9d6d3s KcJd9h8c3c 
Qd5h5c2d2c Js9d7d5d3c Ks9h8s4h2d AcTc7h6c3c 
Qc9h9d5c3s AsQs6c3d2h Js9h8h8c5h Td8s7s6s5s 
JhTh9h9c3h Jd9h8d4s2s Qc9d8s7d3s Th9h7s5h3d 
Ks9c8h5c3h ThTc9s8h2h Kd7s7d6d4h Jd8d5c4d3c 
9d8h6s5s3c Qh8c7c5c2h AsJc8d2d2c JhTh9h4s3h 
AhJd7h3s3h Ac9c6d6c4s AhQd9s5c3s KcJh8h7h4d 
KcQcTc3h2s AhJh9s2h2c Qd9d8s4s4c 9d7h7d5d3c 
Kc6s4h4c2h 8d7c6s4c2d KhQs9h5c2d Jc8c5h4h3c 
Jc8c5s4c3s AdTd9d8d3d Th6d6c4c3h Qh9h8c6s4h 
QdTh9d7d3d 6s5d4d3c2s QsTh9d4h3h Js9d8d4s3s 
9d6h6d4d3h QdJs9c8h3c AcJs7h5d3h Ah7s6s6c5d 
Td7h6s6d4c Ks8c6s4c3s Jd8h6s4d3s JsTh5s3d3c 
Jd9h7h5h3s AcQh7c5s2c Kc9s9c4s2h Jh9s9c7c4d 
KcTc9c6s3c KcQc8h5d3s As9s9h2s2c 5d5c4c3d3c 
QdTd8s4h2c Kh6h5d2d2c KdQs7h5s3s Th9d6h5h4s 
QcJd9s6s3h Ts8c7s7d4h KsJs9s9d4c KhQc7h6d3h 
8s7h6s4s4c QsJc9h6d3d Qd8s5s5h2d AsTsThTc8h 
