AhKh8h5c3h 
KdQd7s5d3c 9c7s7h6s2c 8h6s5h3s3h 7h7c6c5h2h 
AdTs9h5c3s KhJsJc7c3c 9h8c5h5d3d 8h7c5s4s2h 
AsKcQh8d3d AsJdJc7c2h AhJd9s7c3s AhJs6h4d2c 
KhQs6s6d4s Ad8s7s6s4h 7d6s5c4s3s QsJsTs8s3c 
AdKd9s8d3d AhQs7d6s3c Kd5d4h3h2s AsJh6c5d4d 
AsKh5d5c3d AsJh7d6d4c As9s8d8c2s KdTd9h6d3d 
KdQd9h7d5d AsKc8c6c3d KsQsTs5h2c Ah7h6s4h3d 
QsJd6s4h3c Jd8s7h7c6c AcJd6c4s2h Qd9c6d6c2c 
Qh8c6d5c4s QhTs8h6h3c Jc9s7s6h6d Tc9h7c5s2s 
QdTc9h4s2d Js9c7h5s4s KsJc9d6h4c AdKh5h5c2h 
AcQcTc7c2h 8c6h6c4s4d QsQdJc3h2h Js7h6s6d3d 
KsQs9s9h5c AhKh8d4h2s AcKs7d6h3d 9s7h7c6c2s 
QsTc9c8h2c KsJhTd8d3d KsQs7h4c2c KsThTc8d5d 
KcQs8c4d2d JsJh9s2d2c Jc9d7d4s3s KdQsJc9c4c 
Js7s5s4h3h KdJs8d5h2c AdQc9h7c4c AcQdJs3d2d 
Td9d8h6s3c 9d9c8s7s5s JsTc9h7h2d JhTs6s3c2h 
QsJs8h7c4s KcTc7s6d2h QhJs4c3h2c Kd8d7h4c3c 
Tc8d7s7d2s KcJs4s4c2c 9c8c5d2s2d Ah9s8s8d6s 
Jh7d6h6c3c Qd9s7s4d3h QcTc8s6c2d 8s6d5d2s2h 
QsTs8h3h2c 9s9d5s5h4s QsTc8d2d2c QdQc9c8c2c 
Kc9h8s6s3h Kh7d6s4h2s KhJs8h2s2c Qc8s6s5d4h 
KsJs5c2d2c AsQdTc7c2h JdTsTd6c2h Jc9h8d2h2c 
QdJc9d4h3s Kd8h7d7c5d AsKs7s4s3h AhKh8c4h2d 
AhKs9d4h3h KhQc9h3c2h Ah7c6h3c2c QsJsTs5s3s 
Qd9h8c5s4d KcJdTs8d3d AcQd9s8h4h QdTc7h7c4s 
9d6h5s3s3h 8c6d6c4d3c Jc9c8d5s3h QsTs8d6s2c 
Th8c5d4d3h Jd8h8c5h4s 8s7h7d4s3h 8h7s6c5h5d 
KsQhJc9c4c AdKhQs8s2s KcJsJd6h2c Qs9d8c5s4h 
QdTh7d3h3d Th9h9c7h5h TsTc7s4c2d JsTh9d4s2c 
AdKd8d7c3d JdTh8d7d3c AhKh6d2s2c KdQdTc5s5d 
7d6h6d4s4c KdJdTc6d3d Tc9s8d3d2c AsQs6d4c3s 
7s7d5d4h2h KcQs4h3h2s 8s7c6s3d3c QhJh9h8h6h 
Ac6d3s2s2c QhTc9d4d3s AsJsJd6s2c QdQc8s2h2d 
AsQh9c8d4d QhQd8s4d3c Kh8c7h4h4c Ks7h4s4c3c 
TdTc8d3c2h Jc7c6s4d3s KsTh9s4d2c AcKd8s4d3h 
KdJd9h3d2h Tc8c6c4s3s QsTd9h9c4h Ah7h7d3h3c 
QsJh8s2h2d KdJc7h5d3d Tc9h9c3d2d Jc8s8d6d2c 
KcTdTc4c3s Kd9s8c5c3s Ad6d6c3h3d Jh7s7h5h5d 
KcJd4d4c2c KcJc7s7h2h QhQc8d4c3s Qd8d6s6h5c 
KhQc8c6s4c QcJh6h3c2s Jd9c8s4s3d Th8s7s6s2h 
QcJd9d7h4s Qc9d8s5c4h Jd8s7s6c4h Jc9d5s5c2d 
Js8h6h5d2d QdJh4d3d2h KsTd3s3d2h Ks6c5c2s2d 
Kc5s4h4c2s Jd8s6d4s4d Js7h5d4d3h As8h8c4d3s 
KsQs9h5c3s Jh8s6h5s2h Kd9s7s6d2d KsJs8s8c6s 
QcTd9h6c2c Td9d9c5d4s KhJc8c2s2h QsJs7d4s4d 
Qs5h4s4h3d AdJhTc3s2s Tc9d6s5h4c Th9c6c5d4s 
JsTd8c4h3d Th9d8h7c3s AdTsTd3d2h KcTc9c8c5d 
JsTsTd6c2h Tc9d8h7s4h KhQs7c6h3h 9h8c7s7c6c 
QhTh8s3s2c KhQdTs4h2h Jd8s5d4h3h AdTs9c5d2d 
Td9h8s6h4h Ah7c6c5d4c KsJs7h7d2d KsQs7d5s5h 
KdTsTc5h3c AhKs5s5c2s Tc9h8h3s2c KcTc7s7c5c 
8c6d5h5c2d 7s6s5c4c2s AhJh7h5c2s QdTs9c6d2d 
Jd8h6h5s2s TdTc5h2h2d Jd9s8d7h4c KdJc7s5d3d 
9s9d7h5d3c Ts8h8d7h5h Td9c8c4d2d As8h4s3d2h 
Qc8c6s6h5d 8h7h6h5s3d KcQhJh3s3d Qh8h6d6c2d 
AdQc9h2h2c 9h7c5d3d3c JhJd6s6c4c AdQs9h2s2h 
KdTh6h6c4s QsTs7c5s4s AcJh6s5d4d Qs6h5s5h2d 
KcJd9s9h2c Qh7c6h5h4s KhTh8s5d5c AcJs8d3s3d 
KcQh7c5d5c Js8c7s7c2h AdTc7c5h3s Kc9s8h3s3c 
Jd9s8h2s2d KcJc7s4s2s AsTsTh3s2d Ad7d4c3h2h 
Kh7c5h5c2s KcTd9c6c2s KhQd6h6c3s AsKd9h4s3s 
Qh9s7d5h2s Js8h6s4s4h KsJhJd5h2c 8s8c7s4c3s 
QhTs9d5c3d Qs7s7d6d3s KcJs9s5h4s Kd9d5d4h3h 
9d8s5d5c3c Tc8h6h5h4d JsJh9c8s2s KsQcJd6h3h 
KsQs7s5c2c Qc9s6d6c2s QhJh6d5h3s Jh9h7c6d2d 
Ks6d6c5h5d KdQh6s6h2s Jc9h7s5s2h JsTh8h6h3d 
KcTh7d6h3s Th9d7h7c5h Ts9d6s4d2c Ah9h7d7c3h 
QdJs4h3d2h Ad6h4s3d3c Qd6d5h3s3h QcJdTd3d2s 
Tc9s8d4d2s QsQh7h4c3d JdTh7c5h3h AcQsTs7d2s 
QhTc6h2s2c Tc8c7c6s6c KcTc8s3d2s Ad5c4c3d2d 
QdJh6c3h2d KhQd8d5d4c AsQc8d7h3c Kh9h9d6h4c 
KhTs9c6h2h KsTsTd4c2h Qh9d6h4h3d Td8c6s4s3c 
JhTh9d8h4h KdQc4s3s2c Kc9s8c6d3h Ah8h8d5s2h 
QdTh8c6c3s Kh9d5h4c2d QcJdJc7h3c Kd9s8d6d5d 
AdJc6d4s2h Th9s8c3c2h KhQcTd4h2h 8h6s6d2h2d 
Qd7h5s5d3s AdJd9d5d3s Js6d5s5c3c QhTd8h6h3c 
9c8s7c5c4h Kc7c5d4s3h KcQd7c3d2s AsKc9s4s3h 
AhJs4c2h2d 9d8s6d4h3s Qd9d8h7h3d Jh8d5h4h3d 
JsJh9c7d4c Qc8s8c7h2s 9c7s6s5h5d AdKd9d5d3h 
KhTh6s3c2s Td8s6s6d3d Kh8c5c4h2c Ks9d6d3c2s 
AcTh7c5c3c Kc5h4s4c2s JhTs7d6s2d KhQh6d6c4h 
KdQs7d4h2h Ac8h8c4d2s KhTd9h4s2c JcTs6h5s3d 
9c8h6h4d3c 8d8c4s4c3d Ah6s4h3d3c AhQdJs6d2c 
9s8d7h6c4h Td9s6c5h4d KdQh8d8c5d QhTd5h4s4c 
AcKd9c6c2s AcKs9c4c3d KcTdTc4c3h Qd6s5h4d2h 
KdQd9s9d5c Ts8h6d4d3h QcJh5s5c3d 7s7h5c4c2s 
Jd9c7h6h2d Kd9c7s6d3d Ks9c8s6h3d KhTh6s3d2s 
Qd8s7d7c5h As8s8d2h2c KhTs9d8d2c JcTs9c7c2d 
Tc9c6h5h2c TsTd6s4d2d AdTc9s3s2c AdKhQd6d2d 
Jc8s5c4h2h AsTd8h7d2c QhJs7d6d2h Ac5s4s3c2c 
Jc6h5h5c3s KhQd8c7s4d Qh7s6h5c2c KcQc9c6h3s 
AsKs8h8c3s 8d6d5h3h3d QhJd8s5h2c KcTc7d5h2s 
QsTh5h2s2d KsTh8s8d2c QcJh9h7s4d Qs9h9c8c5d 
7d5s5c4s4h Qd9s7h4s3d Kc8s8c7c2s KsQc6d4c3h 
KdJc8c2h2d Kd6s6c4d2c KdQdJd9h4d Jh7d6d4d3h 
KsThTd8c5c QsQh9c7c4c KcJc5s2s2h KsQs8s8d6s 
Qs9h7c5s3d Ad9c7s7h5c KhQh9h9d5c 9d7c6s6d5h 
Kh7s6h5c3h KcTc8h8d4c Kh5h4c3c2s KsQd9h9c5d 
9s8d7d6h4d KdTh9s3s2h 9d9c7h5d3s Kc6s5s2s2c 
8h7d6s6h4c 7s7h5s4c2c 9d8d6h5s4d AhKc8h7h3h 
QhJd9s4h3c Qd9c7s5s2d KhQsJh7c3h Ks8h6h4s3s 
Td8h8c7h5h AhKs7h4h2d JhTc7d4s4d JhTd8s7d3d 
Th8h6s4s2s Js8s8c7h3h 9h8h7s7h6c AsKc9s4s4d 
Ac7c6h4c3s Ts7s6s5h4c JsTc8c5d5c AhKd5s5c3s 
KcQdJc9c4c QhJdTs6c2d 9d8c7c4d4c Kc6s5s2d2c 
Jc7h6s5h4d 9h8h6d6c2d Jc9h7s6c2h 9s9h7s5d3s 
QcTd8s6c3c AhQs9c3h2d Ks8c6s6h4d KsQh7c6d3h 
As8h4d3h2s KdJc9c4h2h Ts9c6s6d2d 9s7s7c6d3h 
KcQc7s5c3d KhQh7s4d3c JdTd6d5s3h KdQd8s8d6d 
Td8c6d5d2c Ts9s9c7s5s Qh9s7s7c4c KcJsTd8d3d 
QhJhTh8h3c Qd5s4s4d3c Jh8d7d6s4c KcTh7s5h2s 
JsTh8h5c2d KsQs7c5s5d AhKs7h4h2c JsTh6s6d2d 
AsKd8h4d3c Ad9c6d4s3h As9d4d2s2h Qd9c7h6s6h 
9h8s7h5h4c 8s8c6d5s3h AsQsTs4d2s AhKc7d6s3d 
AdTc5c3d2d Ks9s7s6c4d 7d6d5c4c2d JcTs9s8s2s 
AhJd8c4h2h KcQc7c6h3s JhTh6h5d3c 7h7c5c4d3s 
Th9d5s4s2h Js9c8h2s2c QsJs8s7h5s QdJh8d7d4s 
TsTh7s6c2c 9c8h6s3h3c Qs9s7s7h4h KdQsQd8d3c 
8h7c6c5s5d KdJdTd8c3d JsJc7d2d2c KcTs9h5s3d 
KsTh7c5c4c KdQs9d8c3h QsQc9s5s2h AhKh8c4h2s 
Ad8h7c6s4c QhJs9d7s4c JdTd6s6c5d Jh8d8c5d2c 
QdJs8d7c4d JsJd7h2h2d AsKs7s4s3d Td8s6c4c3s 
AdQh9s7h4h Ks9h8c6c3h Td9d9c7d5d Kc9s5d4d2c 
Kh9c5d5c2h QsJsTd5s2s QdJh9h6h4s As9c8d4s2h 
Tc7h5s5c3h Jc6h5d5c3d Ah6c3s2s2h 7h6s6c5h4d 
Jd8h8d6s4c KdTd9s6d3d KhJdTc8d3d Qd8c7s6s5s 
Kd9s9c7d4h As8s7s6h3d Qh8c7c5s2h Th9c6s6c2s 
KdTd7c5h2s Ah8s4c3s2h JdTh4s2s2d QdTc7h5h4h 
Kc7s7d4h4c KsQc4d4c2d Qh9d9c5h4s KcQcJc8c4s 
Kh9s8h6h5h Tc7s7d6h5s KdQhQd8d4d KcQd9c3d2c 
8d7s5d4h2h AcKd9c5h2c Js8h5h4d3d Kh7s6h6c2s 
QdJd8d4c3c Jd9h7c5d3s Td9d8c5s4h Ad9s3s3d2c 
AcTc9c5c3h Jh9s9d4h2s QdQc9c5c2s KdQd9s6c3d 
JsJh5d4c3s AhTs7c6s2c Jd8s8c5c4h Qs8c7c5h2s 
TsTh8h6h4h KdJc8h4h4c AcThTc6s2c AsKd7s4h2s 
QdJd8d4s3s 9h9d6s4d2h AhThTc3h2d 8d7s7c4c3s 
AdJh6h5h5c Jh6s5h5c3c Ts9h9d4s4c AsJc7h3h3c 
KcTc5h5c4s Qc6d5s4c2s Jd9c7s6d2c Ts7d7c6h5d 
KcQdJs7d3h AhQhTh7c2h JsTd5d4d3c 8h8c7c4h2s 
AdKc5s5h3s Kd9c7c6d2d 8d8c6h5c3s QsThTc7h3d 
KcQdJd3s3h JsTc9s7s2d QdJd8d8c6d Kd9s6d5d4c 
JcTs7d5h3h Qc7s6d6c5h Jc7c5c4h3h Ah9d4s3h2d 
Kd6s5s5h3h KcTd9c6c2h KcTd3d3c2h KdQdJd8d4s 
KsQsQc9s3s TsTd8h8c3h KcJs9h9d2c JhJd9h8h3c 
Td9s8d7c3h Js7d5s5d3d Ah8d7s6d4c JhTd6s5d3c 
Kh6d6c4h2c 9d9c5h2h2d 9s9h6d6c3c JsTs6d6c2d 
7d5s5d2s2h Kc8h7s7c5c Jh9h9c4s2s Ks9c6s5s4h 
Td6s6c5h5c Jd8s8d7s2s As8s6c5s3h AsQc9h7s2s 
AhQs8c6c4c KhQc8s8h5h KcQcTc5d2h Jc8h8c4h3s 
Th7h6h5d4s KcJc7c6d4c AcKc8d3s2h JsJh6d6c4d 
AhQd9h5h4h Tc9s9c4h4d 9s8s6d5h4s 7s7d5h5c3c 
KhTsTh4h3c AhJsTh3h2h 8c6h6c4s3h KhTh5h5d4s 
Js7s5s4d3d 9h8c6h4d3c JhTs7c4d3s Jh9d7c6c2h 
Ad8h8c2s2d Ts7h7d6c5d AsKsTc6s2s 9h8s8d7h5c 
Qh6h5c4d2c KhTs6c3c2h KsTd7c5d2c Th9d6c5s4d 
AsKh9c4s3s AdTh9s4d2d Tc7c6c5d4h KsQd6d2s2d 
Jc7c6h4d3h AhTh6c4d3h KdQcTd4h4d QhTdTc7c3s 
Ad8d5h3s3c AhQd5c3c2d KdQc9s8h4d 9c8s6s4h3h 
9s8c6s6h2c Jd8h8c7c3h QcJh8c7c4d QhTs8h4c3d 
Qc9c8c7c6c Qd9c5d4d3c Ts6h5s5h4s KsQh6h6c4h 
Qh8d6d5c4s AcJc8h6d2c Qh8s6s5d4c 9h8s6s5s4c 
Js7c6d4c3s 9s9c6c4h4d QhJh5s2s2c Jc8h7h5c2c 
Qd8s6c4d2s QdJsTh6c2s Kc9c7s7d2d AcTc9c5c3d 
Kd7s5d4h2s KsQs7c4d3h 9h8s6s4h3d Qd8d7h7d6s 
AdKd8h8d2s Qs8s8d5d3s Kd8c7d4d4c 9h7d6d5d3c 
9s9d5h4s2d Jd8c5c4h3h Jh8s7h4d3d KsTs6c4s2c 
QhJc5d4c3s AcTh7s6h2s AsJc7d7c4c 8d7h6d3h3c 
QhJh9h5h4c As7h6d6c5c AsKs6d2h2c 8h7d6h3d3c 
Th8s8c7s5s Ad9c8s4d2h QhTs9h6h2d QhTs9d3h3c 
KhQs9h8c3d Kh8s5h5c2c Td8h5c4c3d AcKd9s9d3d 
AdTc6d4d3h Kc9d5h4h2c QcTs8d5c2h Qd9c7h7c4h 
Ah9d6h5h3c Tc9c7s7d5h AdTd9d5d3h AcKs7c4c2h 
Kd9h7c6d4d Td9s6s6d2s KhQsTc5d5c QcTc9d5c3c 
AsQh8s4s3d QcTs8c4h3d Qh8s7c6c5c Ah9h6c3c2c 
Js8d6h5h4c KdJsTh8s3s KdQsTc4h2s QsQc9s5s2d 
KhQh9s9h5c KsKdKc7s6d Tc9h7c5d2d KhTs8h7h3d 
AdQsJh6s2c Ks9s7s6d4c KhTh9c4d3h Ks7c6s5h3s 
KsJs7d7c2c QsJs5c4d3s KdJsTs3s3h Ts6h6c5h3s 
Qc9s9c8c6c Th9c6c3h2d AsQsTs4h2s AdTd9d4h2s 
QhJh7h5s2s Ks9h6h3c2s Kd9h8d6d5d 8s8c7c4s2d 
8s7h6h5d5c As8c7h6d4h Qd8h7c6c5c KdTd7s7h3c 
Tc8d7h7c2d JdTd6d5s3c KdTc3d2s2c QcTd9s5h3s 
KhQh6c3h3c Tc8c6c4d3d Ac8h7s6s3h KsJh9d5c4c 
Th7s7h4h3s 9h8d7h7d3d Ad8d8c4s2h JsTc8d7c3h 
As6s6h2s2h Qc9s7h4s3c JhTd6d3c2h QhTs8d8c4s 
AsKdJc3h2c Qd7s6d5d4c JdJc8d5h2s JsTs4h3c2h 
QdTd7s5d4d AcJc9c5c3d KcQc9s5d3c KsQcJh7c3d 
JsTsTc6h2d QdTs9d4d3c Qc8s5d4s2c Qc7d5s5d3c 
Ah6h5s4h3c KhThTc4h3s Th9c6c3h2s As7h5h3s2s 
KcTs7h6s3d KsQcTc6c3c AhQd7s7h3h Qd9c8h5d4s 
9c8h6s4s3h As9s7s7c6s KcJhJd6s2c KhJh8h8c2c 
Ah7s6d6c5d Js9c8d2s2c QsTh5h2s2c JsTd4c2s2c 
9h9c5d2d2c KdTs7h5h4h 9c8c5d2h2d 9d8d5s2s2h 
QhTd6d2h2d QsTs8c3s3c 8s8h4h4d3s Td8h7d7c2c 
QdQc7s6s3h KsTd9h6h3h AhJs7h3h2s 8s8d7s4d2c 
Td9h6d4h2s 8s8c7c4s2h QcJh6d5s3d JhTs5s4s3c 
Jh8s8d6s2h KcTh9c4c3s Qd9s6d4d3s AhQd7c6d3s 
AcJhJd7h2s 8s7s7c4d3d QhJh7s6d2s KsJhTc8h3h 
Qh8s6d5s4c JhTc7d6c2d Qh8c7s5h2c QsJsJd9s3s 
Jc8c5h4s2h JdTs7h4h4c QdJd8h5c2s AhJd5s5d4c 
Jc6s6c5h5d 7h4s4c3s3h 7c6s6h4d4c Qh9d7h6h6c 
Qc7d6d4c3d Kd9h7c6d3d Qs9d7h5s2d Td9d8h3h3d 
Qc7c6h5h2d Kh9h6s5h2s Jh9c8d7s4h AdKc9h4d3d 
KsQs8s8h6s AsJhJd7d2c 9d6h5h4h4d 9s9d8h5d4c 
AdKc8h3c2h AsTc9d3d2c As7s7d3s3h KsTs7s5d5c 
AhJc9d4c2d AdKh8c3h2c AsJd6s4h2c Kc7d4h4c3h 
JcTc7d6s3c JcTs6d5s3h Jc8h6c4h3s KdTs6s5s4s 
KdJd9s9c2h As7s7h3s3c Kd7h7c4s4d QsJd9d6d4h 
AdTc9h5h4h QsTc5s3h2h Jc9h8s2h2c QcTs7s6d3h 
QhJs6d3s2h Jc8s7s6h4d Jc8s7s5c2c QhJc8d3h2c 
QhJc5s4h3h QsTc9d4h2s JhTs6c5s3d KsJd9h7s2c 
QcJc8s5h2d 5d5c4s4c2d Jc8d6d5s2s AsJc5d2s2h 
KdTs9h9c4h AcJs8c4c2h 9c7h5s3s3h Qs9c6s6h2c 
Tc8h7s7c2h Kc9h8h6s3s 9d8h8c5s4d 8d7s7d4h3h 
QdJd5h2h2c Qc9s9d8d5h 9d7h6s5h4h KsQdTc4h2d 
8s8c7d6d2c Kc7s4h4c3h 8d6s5d3s3d KdQs9h8c4d 
Td6s6d5s3h QhJd7d3s3h KhTh6s3s2c 9s8h5s3h3c 
Qh9d8c5s4h AcQhTh7s2h QcTd9h3s3c Jc8s8c6h4d 
QsQh9d4s2c TsTd8d6d4d QhQd8s2h2c KdQd8h8c3c 
QdTc8d3c2c JdTh9h8h2h 8d7h5d4c2c Qs9s9h4s4h 
Ts8h6c4c3h Qc9s7d5c3h KcTd7h5d2h Jd8d8c7h3h 
ThTd5s5d2s Qd6h5h5d2c Jd9c6c4d4c QdQc8s4c3h 
Qd8c6s4d2c Jc9s9c5h4c Th9d6h4d2s KsQd9c5s5h 
6h5s5c4c3h QcTd5c3s2s QdThTd7d3s QhJh9c4h2c 
9s8h6d4h2s QdJhTc6s2h QcTd9s6c2c 8h8c6s5d3h 
Qd7d6d5c4s 7s7d5s4d2d 7d5s5d4s3c Qc7c6s4s3c 
QcJc9h5d2s QcTd8h6c3c KsJs7s6s6c Ac8d4s3c2s 
AsKd9s2h2c Ac8h7d6d3h QsJh4d2s2d 9h8h5c2s2c 
Th9d6c5s4h AsJc6d5h4h 9s8h6s6d5s 9c8d6d4s3s 
9h9d5h2h2d Th7s6h5d4h Kd9d7h7c2h Tc9d7c5h4c 
KsTs9s7h2c AdKs8c3c2s AdTh9s6s3c KsQs8s7c3c 
QcTc8d3d2h JdTd9d7d3h Ac8d6d3d2c Ks9h9c7s4d 
QdJcTc5c2c JdTh3d3c2h 9s9c7s5h3s JhTd5s2s2d 
8s7d6s5h5c JcTh8d7h3h KdQd9s5h2c AsJd8s4s2h 
Qh9d8c5h4s Td8h6h4d3d QcTs8c6c3d KdQcJs9s4s 
Jc9s9h4c2h AhKs5d4d3d 9c8s7h5d4h Jd9c7s5c2s 
Qh6h5c4s2c KdQcJc3s3h Tc8s7h7c2s AsKs8s5h3s 
QdJhJc3s2c 7c6h6c5s5c Ah9c4c2s2h Ah8h6h5d3s 
Ad7h7d3d3c Jh9d5d4h2s Kc9h8c7c5c AdJs9c7h3c 
9s7d5c3d3c KsTh8d5h2d AsJh8s6c3s AhQc8h4h3s 
Js8s8h4h3d AhKs9h2d2c KcTs9h6h3h JsThTc5h2h 
Kh6s6h5d3c Jc9d9c6d2c Qh8d7s5h2d Th8h6c4c2c 
KhTc6h4s4h Qs5c4s4c3d Qc9h8h5d2d KhQd6s6d4d 
Qh9h8s6h4c QhQc9d5h2h KsQs7s5d3c Th9d8c3c2h 
AsJh7s3s2h 9h8d6d4c3c KdQhJc5h2h QdJdTd6h2s 
Jh8h7c5h4d KcTc9c8c5h QsJd6c3d2s JdTdTc5h2d 
8d7h7c3d3c Qc9s6c4c3s 9h9c6s4c2h JcTd7s6d2s 
QsJc9c5d2h AhKsJs6s2d KhJs7c5h3h JsTd9d8d4d 
AsKsTs8s3s Td8h6s4h3s AcJh8s3s3h Jh8h8c5c2h 
Js9c8c4h2s Ks9d6d3h2s Jh8d7d5s4d QdTc9c8c3s 
Ts8h6h5h4c AcJh9s7d3s KdQdTs4d2h Kd8s6h6d4c 
QsJh9h5d2c KcJc8s8d5c KcTc4d3d2s JsJc6c5c4c 
KdQh6h2h2d QsJc6s4d3h Ks9s7c5c2s JcTd6s5d3h 
QsTh7d6d2h KdTc8h8d3s Ah9h8h5s2d Kd9h8h6s3s 
QsQh9s4s3d Td8s7d6d4d QsJh8h3c2s KcTc7h7c5c 
KsQsQh8s3d Ah9c8h6d3h Qc9c8s5s2c Ac9h3h3c2s 
QhJhJc9h3h Kd5s5d4d3s KcJs8d4s4d Jc8d8c6h2h 
JcTd5s2s2d Qs8h7c6c5c AsTs5h4c3s TsTc9h7s3s 
Qh9h8c7h2c QsTd5s3d2d Ad8h4d3s2h Ad8d5s3h3c 
Qs8s8d7s3d 9c8d6d4h3h QcTd8s6s3h Qc7c6d4d4c 
As9d8s6s3h Jc8h8c6h3h Ad8d6h5d3c KcTs8d5s2d 
KcQc7c5s3d Jd8h5h5d3d Ah8d7h3d2d KdQh8h5h4s 
QcTc8h3h2s AsJc7d3d3c Jh8d7s6c4h QdJc9c6c4s 
AcTs9d5d4d AsJh8c4s2s KhJh7h6c4h Qd9s7h6h6c 
JdTc8c4h3s 9s8c6c4h3h 9c8s6s5s4d Ts8h7s6s4s 
8s5h5c2h2c AhKd9s4h3h Kd9h9c8h3c 7s6h6c5s2c 
Kc8s5h5c2h Tc8c7c6h6c Jd9c7s6s2d Jh8d8c7c3d 
Kc8h7h6d4s QcTs9h9d4d KsJcTh8h2h KdQs8h7c4s 
KhTc9s9d4c Qd9d8s6d4c Ah6d5c2s2h KcQh6s6c3d 
Td9s6d4s2h Ad4h3c2h2d Ts6h6c3s3h KsQd8d5d4c 
Ad9h9c3h3c QsQh9d5s2s Kd6s5s5c3c JhTd5s3d2s 
QhJd8h2d2c Qd8d5c4c2c AcTsTd4h3s QdTs8c6d3d 
QsQhJd3c2c Jd9s5d4c2s QsTs9s8c4s Td9s9h5c4d 
As9h9c3h3c Ks5d4h3d2s AdJd8s6h2d Qs7h5c3s3c 
KcQs6s6d4s JdTc5h3c2h KsJdTc7d2h Tc8d7h4d3h 
Ts9s7c5c2c QcJhJc8s3c Ts9d9c4h4c ThTd5d5c2c 
JcTd3s3c2d AcKc8s8c2d KdJh8c4h4c Qs8s8h7c2h 
Ks7s5d4c3h AdJh5c4c2h QhThTd7h4h JsJh9d8h2h 
Td9s9h6s4s Qd8d5s5h3s KcQdJc7s3c KdJh8h4c3c 
Ts9s9d7s5s Js8h6d5h2d Qc8d6h6c5c QhQd9c4h2s 
KhTh9h8h5c KdQd7d7c3c AcJd7h6s4s QsTc9c5c4c 
AcQc4d3h3c AhKc8s4c3d Qs9d9c8d5h 8d7s5c2d2c 
KsTd8s7s3c 8s8d6c5h3s Ah9s4c3h2s 9s8h6s6c2h 
AdJs8d4d2c QdJd8d7c3c Qs8s7s7c6d As8d7s2s2d 
Jd8s5s5d3d Qc6c5d4h2h KcTs3s3c2d Th9s7h5d4h 
QhJd8s3h2d Kh7c5h5c2d Qs8s7s7h6c QhTd9c8d3d 
Kc9c8c5s2s 6c5s5h4h3c 9h9c5h2h2c Qd7s6h5d4d 
AcKdTd5d2d Kd9d8d7d5s Jc8s8c4s3h TdTc7h5h4h 
Ks7d6h5c4c JdTh5s3h2s 9d8s6c4s2d Qd9s6d6c2s 
AsJd6d5d5c Ad6c5s2h2d KcTd7s6h3h Qh9d7s6s6c 
QsTh7d5s3c Qc9d8h4c3d QdJd4s3c2c KhQs8c7s3c 
Kh6s6c4h2c TdTc5s2s2c 8d7s7c5d2c KdQd9h4h2h 
AdQdTd4s2d KhJd8h3d3c Th8h7h6h4s JcTs3h3c2s 
Jc9h7h6s6d As8c6c3c2s Td9c6c5d2d KdJcTs8c3c 
8d6s6d4c3s KcJh6c5s2d 8h7d6s5h3c Kd5h4d4c2c 
QcTs6h5s3s Kh9d8s3h3d 7d5d5c4c3h KdTs9h2d2c 
KcTc6s3s2d AhKhTh8h2h KcQc9d6s3c JsTc7h5d3d 
AdQsTh7h2c Qh8c7s5s5c 8h6h6d4s4c 8h6s6h2s2d 
7c6c5h4h2c Jc9c8d3h3d Kh9h6h4d3d AdJsJc8s2s 
ThTd9s7h3h AsKcTh4d2h KhTh9h7d2c AsQdTh7h2c 
Ac8d8c4h2s AcJd7s7d4d QsQc9d4s2h AhKdQh7h2h 
AcKs8s3h2h Td9s8s3c2d Kc6s5s5h3h Jc9h7h4d3d 
8d8c7h4c3h KhTh8s8h4c AcQd9h8s4s Kc9s8d7h5h 
QhTs9d4h2c JdTd6h6c2h KcQh9c8s3d Ac8h7s6d4s 
Kc9d7h6c4c JsTd8s7s3c KhTc7d6c3s 8c6h6c4h2s 
KcTh8d5h2d JhTh6c5h3s QsJsJc8s2d KdJs9s7h3c 
Kh6d4h4d2s KsQc9d6d4h Jd9s8s4c2d Js6s5c4c3s 
Jh9h9d4s2s QsQd7s4c3h Qh8h6c5c2h Qh9s7h5s2d 
Qh6h5d4c2d KsQd4h4d2h QcJhTc8c2c KcQc7h5d5c 
9h8d8c7h5s AhJd7s6s4c AhJs6c5d4d 6d5c4h4c3h 
Ac9s9d3s3d Jh8s7d7c5h Ts9s8c4c2s AdJs6h5c4c 
JhTh7c6s3h 9d8s6h6d2s JhTs8s5d2c 9h7s6s5d5c 
QhJhTh6c2d Qh9c6h5h4d Td9s9c4h4d 6h5d5c4d3c 
Qc6s5s5c2d Ks7h6d5c4c QsJs8h5c2d QsTs9c5s4s 
KdTc3d3c2h QsTs4s4c3c AhQd9c8s4s KhJd8d6d5d 
Ac9s7h7d5s KdJcTc5s2c 9s8d7h5c4d 9c7d6s6c5h 
Ks9h7d6s3s 8s7s7h5s4c Ah6d4s3h3c Qh8s7h7d6h 
AsJh9d7c3d QhJc7c3h3d Ah7c4h3s2s 8d6s5s2h2d 
Jh9s9c4h2c 7s5d5c4h4c 9h8d7h5h2d QcJh6h3c2d 
KcTh7c6c3c Ad9d8d7c4d KcQs8d8c5c Ac7s7d5s4s 
QhTd5h3c2c QdJc5d4h4d KcQcTc5h2d JhTd9s5d2d 
