Kh7d5c3h2d 
Ac8d6h5s5h Kh7d5c3h2c Kc8s5s3d2c Ad9d6s6h4d 
9c8s6d5s3h KcJc8h5s3c Kc9c7d4s2d 8c7d6c4s4h 
AdQs9c5h3h KdTh7c6c3c Qd6c4h4d3c Qd9h8s8c5c 
7h7d5d5c2s QhJs9s6d3s Qc8c6s6c4d 9c8s6s4c2c 
JhTh8d6s2h Th6s5s3h3c QsJd9h7c4c QsTs8s8h4s 
Qh8c6h4h3c Jh8h7d7c4s KsQc7s5h2d As9d6s6c3s 
KcQd9s5h3s QcTh8c4d2s 8s8c4s2h2c QsTs9h4s2c 
Jd9c7s6c4c Js9c8h7d4d KhJd8h3s2s QsQh6d5c2d 
7h6d5c2h2c 9c8h6d5h3s KcQs9d7d4h Jd9h9c3c2h 
Ac8d7d5s3h Qs5h4d3s3h AhTd6s6c4s 9s6c5d5c2d 
8s8c6s5s2d AhQc6s5d3d AcQh9s5d3d 8c7h6h6d2c 
Ah9d7d6d6c Qh8h8d5h5c AdJd7d4d3c Ad9s7s6s4h 
ThTc5d3s3c Th9d7c4d2h Th7d6h5s2s AhQs7c4d3s 
Tc9h6d4s3c KhJd7h4c3h Ad6d5h3d3c Kc9h8h5s2s 
Ks9h8h3s3h AdTc8h3d2d AdQs8d5d3d Ks7c5s5d4s 
Js8c7s5c2s Td6s5d4h2s Js9d8c7h4h Ah9s8h3h3c 
9d8d6s6d2s Qd9c8h5c4c 9h9c8h3d2c Kd5s5c4s4h 
9c8s7h5d3d KhTc8h6d3h KhQdJs8d3d 9c7s7h4s4d 
6c5s4s4c2d JcTc6d3s2d JsJd9c8c3c Qc7s7c5h2s 
Kc6c5s4d2h QcJh9d7s4s 7s7h5h5c2d AcJs8d4h4d 
AsJh5c4d4c Th9h8d8c2s 8d7h5d5c2h QsQh3h3c2h 
KhKd7d3s2d Ah8s8d6s4c Kd5d4c2h2c AcJd9s4c2c 
AdJh9h4c3s QsJs7h6h2s Tc9c4s4c3s 8s7c6s4h4d 
Jc9h6s5s3d Jc9s8s3c2c QsQc8c5c3c 7c5h5c4h2s 
As5h4s2d2c AhJs9d9c2c Qd9d8s6c2h Ad9c8c7s2h 
Kh8d6d5d4c 7s7c5s5d2h JcTd7h3d2h Jh8h5d5c4s 
Jd9s6s6h5s AdKhKdKc4d KhQs7d5c2h Ac9h8c3d3c 
As9d3h3d2s As9d9c8d3h 8h6d5h5c4s KcQc9h5c4c 
JdTs6h5d2c Tc7h6c5d2d Th8c6s6d4c Qc8d7s5h5c 
Jh6s5c4h2c KdTc8d3d3c KcJd4h4c3s TdTc8s3h3c 
Th9d8h6c2h Jh8d8c4c2h KsKc7c3h2c Ac9c8d8c2c 
Ts8s5d5c4h QcJdTs7c2c KhKc7c3s2c AdQs9d3d3c 
Ts7c5s3h3c AcTs5h5d4h KdJc9s6s4s 6h5s5d4s2h 
Jd8c7d5s5h 8h8c4h2s2c 8s8d6h4c3d Qd9d6d5h5c 
Ad9d4c3h2c AhQd7h6h2c Kd9s4s4c3d QhJd6s5d2c 
Qd8c7c4h2d KcJc6h3h2h AcJs5d4h4d Qs9h8d8c5c 
Kh9c5c2h2d Ts9c7c4s2s Qs8s6d6c4h Kc9c8h3h2d 
Qh9s6d5c4c 9h8d5h2s2d Ad9s5c3s3c QcTs8s5d2h 
8h7d7c4h2c Ac9s8c4h3c QdJs7s5h3s JcTd9h7s2s 
Ts6c5s4h2c KdQs9h5s2c Ts9s6s5d4s QsJh8c3s2c 
AdTs9s4s3h Kh9h9c6h3s QhJs4c3h3d Js7c6h3s3c 
9d8h7c6h3s Ts6h4s4d3h QdJs3d2s2d 8s7d5h4d3c 
QsTc8d6h2d Qd5s5d4c2c 8d7c5s5d2c KsQh7d6c2s 
Td8c7h4h2c Js9d5h4d2h Qd8c5s5d4h Qs9h7d7c5h 
KdQsJc8s2s JdJc5d4s3d KcJc6d4h2s AsQc6h5h3d 
8h7s6s4d4c QcJs6d5s2h KsQsJh8c2s AsTh8d6d3c 
Th9s9c8d3s AdJc6h6d2s JdTc7h3h2d AhTh6h4s2c 
Kc9d7s6s4h Ac8s7s5d3h JdTs4h3d3c 9h8d6c5s2h 
Jc9s6s5s4d AcJhJd5s2s Td8d6d5d4c Tc9d7c3d2s 
Qc5s4s3d3c Js9c8c4s2s As9d8h5d4d Kd7d6c3d3c 
AhTdTc6d3d KhTh8c3c2h 8s8c6s3c2h KcTh5s4h3d 
Kc6d6c4s3h JcTh8h5h2s Ks5h5c4d4c Ah7s7c5h2h 
Ts8h8d7h4h Jd6d5h4s2h KsQhJs8d3s Jd6c5h5c3h 
8h6s5c4h2d Ts9h8d5h3c JhTc8s6d3d As9c8s4d3s 
8h8c6h5h2d KhJd6h4h4c AcKsKhKd7c Ks9c4c3s3h 
Ks6s6h5s3d AcKh9s9h2h Jc6s5s5c3s KcTc7c5c3h 
Jh9s8s3h2h Td8c5c4s2s KcJhTd7d2d Qc7s7d5c4h 
Kd9h4h3s3d JhTd5c4d2s Js9h6h3s3h AcJd8s5h3s 
KdQhJh8h4h Jd9h9d6d4s JdTh6d4s3d QhJc5d4c2s 
Qh7s7h6s2d QcJc6c4d3s AcKcJc6c2d AcKh3c2s2c 
Ad8s6c5h5c Tc9h8h8d4s Qc8h7s5d5c Tc9s7s3c2h 
Td9s7s4d2d Jd9s5h4s2h Qc8h7h6h5h JsTs6c4s3h 
As9h9d4h3d Ac9s9d7c2c AsKdTh4h2h Jh9d8s3h2s 
KcQd6d4h4d As9h7h6h4d 8h6h5d4s3c 9h6s5h3d2s 
KsJhJc8s3s QcJd6s6h3c KsJs6s4h3c Js9s9d8h2c 
Js7d6c3s3d Qs8h8d4s3d Th9s8h6c2h 6c5h4d3d2h 
Kh7d5d3c2h QsJc9d7h4h JsJd8c4h4c JsJdTc7h2h 
AhQcJc7d2c Kd9h7s6c4h AcTd4c3h2s Jc9h8s3c2h 
QhTc5d5c4c JdJc8s8h2s Kc5s5d3d2c 7s7h5h5d2c 
Ks9h4h3s3c JdTd6c3h2c Jc9s9c3h2h Ac8c7s7h2c 
AsTh8s3s2c Kd9h8h5s2s KsJs9s5d2h Qh9s8c4c2h 
JhTh9s6c2h Th9s8c5s3d QsJc8s3s3c Kh9s9d5s2d 
JcTs5c4d2c JdJc8s8h2h Qc9h5s4c2s AdQh4h4c3s 
Ts9d9c8h3h 7c6c5s5c4d AdJd9s4d2h Kh6s4c2s2h 
QcTc8c5d3s Qh9s9h3s2d QdJc8s6h2d KsQdQc7c2c 
AdTh4c3h3c Kd9s7c6h4h QdJh9s8s3s Tc9c7h7c4d 
As9s5s5d3h QhTh7d5s5h AcJc4d3h3c QsTh8d4c2s 
Jd9s9c5s3s Jd9c4h3h3d Jh9d8d4h2h QsQc4s3h2d 
Js8s8c7h4s KsQsJc8d2s Qs8s8h5s5d Kd6s6d5d3h 
7s7h5c3d3c Jd8s6c5c4c QsJh6s4s4d Tc8d5d5c3c 
AdQs6c4s3h 8c6h5d5c4s Ad8c4c3d2c KcQh9d5h2s 
Ks9c8h8c5d Qh8d7s7c6d 8s8d6c4h3s AhQd9h3h3c 
9s8h6h5h3c Ac9s9d4s3d JhJc8s2d2c AdTh6s5h4h 
QhTd6c4s3s Td9d7c5h5d AdQd9s6d3d KdQsTc4c2h 
Kc8s6s5d4s KcTs8s6h3d Jd9d6s5h3d Qc7h7c5d2d 
9h8c7d6s3d Ah7h6s3h2s Ah3s3c2h2d 8h8d6h5c2h 
QcJc8h3d2d Qh9h7h6s6h 8s8d6h4c3s AhJh7c6h3h 
Ac6h5h5d2d KsQh9s7s3d 9h9d7s3s3c QhJhTh3d2h 
9d8s6s5s3c 6c5s4h3h2s 8d6s5d4h3c Jc9d8d7h4s 
KsQh7d4h2d Jd9h5h4d2h Ac9d7d5s3d AdQh5s4s3c 
9c8h7s6h3d Kh8s8d5d3s 8d8c6h4s3c Qc6s5h5c4d 
Js9h9d5h3h 9c8c6c5h4c Tc7s7c5h2h JhTc8s6s3s 
Qh9d5h5c4s QhTh8h5h4h Ks9s7c4d2c Jc6c5s4s2h 
Kc8d7s7d5h Qc9h9c7d4s QhQcJd7s2d As8d7s6s2c 
Kc9h8c3s2s QsJs9s7s5s QcJsJc6d2c Tc9s9d7c3c 
JhJc6s5d3s 9d8c6h4c2h QdTs8h6d2d AsJc9h9d2d 
Ac5d5c2s2c JdTh9s5c2c Jc9h6c5c3d Kc9h8c7d4c 
Td9h8c5s5d AhJc8s5s3s TsTh5h5d3c Th9s6d5s3s 
JhTc8c5c2s KhTc4h4c2h Ah9s8d5s4s KcQh7h4s2s 
KdTs4c3s3c Jc6s6d5s2c Kd7c6h5s5h AcQs9c3h3c 
9s8h7d6h3h 9s6h5h4s2s Ks9h4h3s3d Jh9s9d3d2s 
Ad7c6d5d2s Ts7d7c4h4c KcQs9h5d3h Kc9s8c4d2d 
AhJh8h5d2h 6h5d4h4d2s Kd9s8d3c2s 8c6h6c4c2h 
QdTc8s6h2s Ts9d8c7h3h 9h8s8c4c2h JsTh4d3s3c 
Kd9h8d7s4d Ts9c7h4h2s Qh9d8h4d3d Kh9c7s7c5c 
JdTh7c4s3s KcQd9d6s3d Qd9h6s6d3c Ts9s7d3h2d 
KdQcJh8c2c QsJc5d4c2h KcQh6h4h4d Qh9s6h6c3d 
Js9s9h5s4s Th8s7h5d3c 9h8c7d4d3c Td7c5d3s3c 
Ac9h5d3h3d 9c8h6s5d2c QhJs9d8d3d Ad6s6d4c3d 
JhJc9d5h2h Jd8h8d4s2s Qd9h8c4c2d Ah9s7s5c3s 
QsJs9d6h2c AdQh8h7c3h Jd8h6h4d3d Qh7s7c6c5d 
Jd9c8c7s4h Kh8c6d5c4c AdQc9h5s3s As9d7h4s2c 
KcTc9c8c2h KhQc9c5d3c KsTh8s6c3s QcTh6s4d3d 
Jh6s6d5d2h AsKd9d9c2d Qc7h7c5d2h Tc9h7s4s2c 
QdJc4s4h3d Th9s7s4h2h AdKs8s7s2s AcTh8d6h3s 
Ks6s5c4s4d 6h6d5s5d2d Qd8c7c6h4c JsTs8c4d3s 
Jc7d6c5s2s KcJc8h5d3c TdTc5d3h2c KsTd8d6h3c 
As9h6c4h4c Qd8d6h6c4s Qs6d5s5c4h AsTh7c6d3c 
JhTh8s6h2d Tc8d6s6h4d KcQd9h3d2h Ac7d5h4c2c 
9c8s5c2s2d As9c8c5h4d KhQh8h6d4h 9h6d6c5d4s 
Ac9c4s3d2s AhQs6c4s3d KsQd8c4c2d As9d7d5c3h 
AcJd9c6c2h KhThTd7h3h 9s9d5c3d2s AdKs4s4c2s 
AsTs5h4c2s Td6d5s4c2c Tc9s9d4c3c QsTh4s3s2h 
Th8d5d4c2c AcQh9h6h4h QcJs9s6h2d 8h8d7c5s3d 
Ts8h6d6c4c Tc9c7h7c2h QcJc9c5s5d Th9s6s6d4s 
Jh9d7h7d2h KsQs9s6h4s Tc9h7h2h2c TsTh6h5c3h 
8s8d5s3d2c Ks9h9c8d5c 9d8s7d4s3s Td9d6d5s4d 
Qh9c7c6s2s Jd9c8s5s4s 9s9c8h5c3d Qd9h9c5s3d 
As6s6c4d3s QsJc9c6h3c QsQh4s3d2c 9c8h7s6d3s 
JcTs8c6c2h Kc8h8d5d3h KhQc9s8c3d Jd9h9d6s4d 
ThTd8s3d3c 9s6d5s3c2c AcJc7c3h3d QsTc9d5s2s 
AsKd6h4c3h Td9d6d5c4d KhQsJh8d3h TsTc9c6d2c 
AhKh4h2s2c KhQh9h8c3d KcJd7h5s5h Ts8h5h5c3c 
Qd6d5s5h2h QsJs9c3s2c Kc8d7h6s4h As9s5s5c3h 
ThTd5c3s3d KdQc8h4h2c Kc9h6d2d2c Ad9d4s3c2s 
Tc7h7c5s4c Qc9c5d3d2h Qs7d6d3s3h Qs9h6d5c4c 
AdJdTs6d2d 9s8s6s5d4s JsJd4c2h2d QsJs7h5c3s 
Js7d6h5c3s Qc9d5h5c4s JcTs9d7d2d KdQd9d6h4d 
Td9s8d6d2c Jd9d9c6d4h Qh9c6s6c5c KcTc8c7d2s 
AhTs9s4s3c Kh8h7h6h5h Kc9d5c4d2c QhTh9d4h2c 
QdTd8c3c2d Jc9d9c6s4c KhQh9c8s3h Qh5d4d3h3c 
Th9h7d7c4s KdQd8d6s4d Ad9h6s6d3d 7s5s5h3s3d 
JdTh8d6d2c Td9s9c8h3h KcQd9d5h3d 8c6c5h4s2d 
Jc9d6d6c2c Th7s7h4h4d QhQd5c4s2s 9c8c7c5c4d 
Kh9c8h7d4h 8s6h4s4d3d JdJc8s4s4h Ad9d4h3s2h 
7h7c6s4d3h 9d8h5d2h2c Qc9s8d6h4s Js9s7c6c2s 
As8h6d5h5c Kh9h7d5s3h Ks9d4h4d3s 7s6c4s4c3c 
KdQhTd3d2s QdJd7d6d4h KsQs8s6d4s Qh9h6h5h4c 
KcJsTs8s3s Kd8s6s5s4c AcTh5d4s4h TsTh6h4d3c 
KcQc5d3h3c Jd9h7c6h4h Kd9s4d3s3h QhTd7s6d3d 
Td9s8s8h4c Ts9c8h7d3d Ah7h4s4h2s Qc7h7c6h2d 
Qh8c6s3h3c AcTh7d6s3d AsKd4d4c2d KdJc7c3c2d 
Qs9c6d5h4h Ac8c7h7d2c Ah8s3h3c2c Ts6s6c4s3c 
9d9c8c5s3h AdJh9d4d3d Jh5h5c4s4d Ks8c7c6c4d 
Jh9d6h5h3c KhQs9d5c3d AcKh9d8d2d KsJh4h4d2d 
AdTh6c3h3c AsJs4h3s3d JdTd5h5c3d AcTd4s3h2c 
8s6c5s4d3h KsQd7c4d2c QdJs6c3d2c KhTh9h8d4h 
Qs9c8c3s2d Kd6d5s4c2h Ad9h7s5c4s Ah9c5d3d3c 
JdTh9c4h2h 8c7h5d5c2h 8h7c5c4s4c As9d7d6d4c 
Qc9d6s5h5d KhKdKcJd2c KhQc9c5s3c 9s8c6h4c2h 
Kh6h6d3s3c AhTd7h4h2s QhQd8c5c3c Th9d7c4s4h 
Qs9d6c4d3c AdQd6c4d2s Td9s8c7h3h Js7h7d5s2h 
8s8c6h5s2d Tc9d8h5s5c Qs9c7h5s4s Ks8c7c6c4h 
KdJd8s2s2c KsQdTh8h2h 8h8c5c3s3c KsQs8d7c3h 
QhJs4d4c3h AcQd8d7h3d Jh6c5h5c3c 9s8h6c5s2d 
6c5s4c3s2c JdTh8h5h2s QhJh9h9d4s KhQsTc6c2c 
Qs9d8s7h4c Ts8s5h4s2h JcTc8h6c2d Qc9c6c5s5d 
Ts9c7s3c2h Qh7h7d5c2c Qd9d7d6d6c Jd8s5h5c4d 
Qs9c8d3s2d Ts6s5h3h3c KcQh9s5d3s Qc8c6s6h4d 
Qc8s8h6c4c Ts9s7d3d2h 9h8d6s5h2c Jc9s9d8h3c 
Kd9c8s8c5h AdQc9c6c3h Ac7d6s5s3h KhJc8s3s2h 
AdJs8s5s3c AsTc8h3s2s Kc6s6h4s3h 6s5h5c4c2s 
6c5h4s3s2h Tc9h8d5h3s AsQc8c7h3c AsKhJsJdJc 
Jh9s6s5s4c Kd9c8h3d2c JdTs8d5d3d KcTc8d4s2h 
KhTh8s6d2h Jc6d5s5d3s KhQcJs8c2c Ad8s5d5c3d 
Qd8d7d6h2h Jc9c6c5s3d Kd6d6c5d3h Kh9c7d6d4s 
9s9d8d3h2s Ac9s9h6s2h Qc8s7d5h5c Ad9s7s5h3s 
JsTs7c4s3s AdQh6s6c4c JdTc5h4d2d AsQs8s7s3h 
Td9d6d5d4c Ts9h6h6d4h Js9c8c5d3h Ks9d8c5d2c 
Kh6d5s5h2c Kh9s5s5d3d Qs6h4s4c3h Ah6c4h2h2c 
AsTc7h6d3h Th8d6h5s5c QsTc8c5h2d QdJc9s6d2h 
Kh6d4h3h3d Tc8d5h5d3h 8c6d5c3d2s JsTs7s5s3c 
Js9h6h5h4c Jd9s5c4s2c Kh9c8h3d2d AcKh9h5h2s 
QcTc9s4c2d Qh9h9c6d3h QsJh9s9d2s Qh9h9d3d2c 
Jh7c6s5s2h Qs8d8c7s4h AsKd9c8c2c KsQc7d6s2h 
Ks7h5c3s2c AhKh9h7c2h Ac6h6c3h2c 8h8d6d3h2s 
QdJc8s7s4s AdKdJd6d2h Qc8s8h7h5d Jh9d7s5s4s 
KcJd6c3c2d JcTc5h3d3c Jh9h7d7c4s KsJd8c3c2s 
AsJd6s6c2h AhTc4h3s2d JdTh8c3s3d AhTsTc6c3c 
As8c6h5d5c Qc6c5s5d2d Ks9h7c6d4h Jd9s9c6h4h 
AcTs6h5s4s Ad9c5s3s3c KcQs9h9d2c Ac7c6c5d2h 
7d5s5d4s2h Ad9c6d5d4d 8c7d5d4s4d Kc8s8c6d3h 
Qs9h8d5s5c JhTs8s6c3s KsTs8h6c2s 7c6h6d5s3c 
Qh7c6d5s3h QsJh8s2s2h Ks7d5s5h4s Ac8d7s4s3d 
Ts7d7c5h4d KcJd6h5s3s Ts8s7d4s2d JcTc6s3h2s 
Jd9h7h3h3d Jh9s9c8s3d 9d7h7c4s4c Kd8s8c3d3c 
AdQcJc7s2c Js9c8s5s3h Kc9d8h8d5s Qh7s6c4c3s 
QhTc3h2s2c Tc9s9h8s4s Kh9s6s6h2h KhJh9h5d2s 
9d6c5d3h2h KhQd9d5s3d Kh9d8c4h2c AcQd5h4h3s 
Kd6d5c4h2s 7d6s5s3d2c TdTc8s3h3d JsJc8s3d2d 
KsJs8c5s3h Td9s6c4h3d Ac9h3h3d2c Ad9s9c7h4c 
Ah9d9c6c2d QsJc7c5h3c Kc5c4s2s2h Tc8s8h6d2s 
9d6h5d3c2c AsTc8d4c3h Kc9h9c5c4s Ts9h8c7d3d 
Qs8s7h4d3h KsJd5h4c3c Jh9c8c5s3d Th8s7h4s2s 
Qh9c8s8d5s QhJh8s3s2d 8s8d5h3h2d Ts7d6d3s3d 
Ts9s4s4c3c Kd8h6d5s5d AdTc7d4d2h TsTd7h7d2c 
KdQh9s9c2d QhTs8s5d2c Ks6s6c3h3d Jh7d6s5c3h 
8s8c7h5d3s AdTc8h4c3s ThTc5s3d3c Qs8d7h6c4c 
9d9c5h3d2c QhTc8c6s3c 9h8h7c4c3h 8d8c6d5d2h 
Jd9d8c6d4s Qd9s8c6h4s QhJs7s5c3s KhQc9d5c2s 
Kc9d6h2h2c Kd9s8c3s2d Tc6d4s4c3d Kc8s7s7h5d 
Ah9c7h3s2d AdTh8s6s3s Th9s9c4d3s Ts9s8d8c3h 
Kd9d8c3c2s Jh9d8d5d4s Js7d6d4c3c As9h9c7s2s 
JhTs9c6c2c AsQc4h4c3d JdTh6c5d2s Ah8d5h4s3h 
AcTh5s5d4d Qh7c6d4c3d Qd9c8h8c5c KsKdKcTc2s 
9c8h6h4c2c KcTd9h5c2c 9d7d6d5s5c 9d8c6c5c3h 
9c8d7d6d4d JhTh5s3h3c AsTh8d7d2d Jh9d9c8d3s 
Jh9c6s6c5c AsQd9d6d3c QsJh9h6d2c AcTc6c3h2h 
Jc8c7s7d4h JhTc9d7s2s Ac9h8h5s4d Qc8h6c4c2h 
QcTh5s4s3d AcQh5c4c3c KdQs6c3h3d 9d8c7h6c3c 
Kh9c8d8c5s Qd9c7s7h5c Tc6s5s5c3s Jh9s7s5s3s 
KdJd6c4d3h Qh7h7c6c2d TsTd9c5c3c AhJs8d7s3s 
KsQcJc8c4c Qh6c5d4c2d Ks8s7h4h3s As8s7h7d2s 
Kh3s3d2s2h Qc9s8c4s3s Jd9h7h5c3h JhJd9s8s3s 
KsQs9d7c2h QdJc8d2d2c Kh9d8h3c2c Ah9c8d4d3c 
9h9c6d3d2c Kh6s5h5c2d Kh8s5c2s2h Jh9h7h5s5d 
AcQc8c7s2c Js9h8h5c3d 7s7d6c4h3d QsJh9c6d2h 
Tc7s7h5h2s Jh7s6d5c3h KhTh8d4s2c JhTs6d4s3s 
Kd9c5c2s2d Kh9s7s7d5s Kh9d7s5s4c Qd8s8c4d3s 
6h6d5d5c2d Ah9s7s5d3c QdTh7s6h3h Ad8c6d2s2h 
6s5c4s4c2h KcTs7h5s3s QdJd9s5c2d As9s4c3d2c 
QsQh5c4d2d Jd7s6c3s3d JsJc4h2d2c Th7c6h5h4h 
AcJs8h7h2d QsThTc4h2d KhTs7d4s2d AhKc8d8c3c 
Kc8h8c6d3s Qh7c5h5c2s KcQs9d7s3h Jc7h7c3h3d 
Qh6s5c4h3d Kc7s5h5c4c 9s8d7h4h3d 9c8c7h4h3c 
9s9d8s5c3h Jd8h7d6s2s KdQs9h8s2c Ac9s8h5s4s 
Th9d7s4h2s QcTs7c3s2d Ks6s6c3c2d KcTs9h5c2c 
Jd9s7s3s3d AsQh9c5c3c Js9s9h8c2d Kc9h5s4s4h 
QsTh8h6c3h AsKsQsQdQc JdTsTc7c2c KcQh7c5s2d 
KcQc8s7h3d Ts9h8s5c3d Th8s5s5h3s JdJc6h4s3c 
QcJs9h6d2s KsQc9s7s3d AhJs8d7d2c 8s8h5c3c2h 
AdJh9c5h2s Kh6s6h3s2c 7h6s6c4c2s 9d7d5s4c3h 
Tc9h7s4c2s 8s8d4d2s2h AsJs9d6h2s QsJs6d5s2c 
AsJc6s6d2h KhJs4h4d3c Qh9d7s3s3h Js9s7s5d4s 
QsQd7s7h2c AdTh6s4h2s Td8c6d5s5h KsJs4s4d2d 
Tc9c7c6s3c KsQs9h8c3s Kc7c6d6c4s QhTh9s4h2c 
Tc8h8d5c4c Ks6s6d5s3c Jd9c8c4d2d Jh7h6s5h2s 
JhTh9c6d2h KsJsJc7h2s KsQsTs8d2s 8h6h5c4d2s 
AcJs9s4d3h Kh9s9c5s2c KdQc8c5h3s Ts9h6h5h3c 
JhTd8h6s2h Kh9d8s3d2h Qs7s6s5h3d Jd9s9h8c3d 
Tc6s4d4c3s AhKd7d3d3c 8h8c6s5h2d KsQc5d4h3h 
Qd7s7h6s5c Qh8d7s5h5c AcTd8h3c2c Td9c8h7s3s 
Js8s5s4d2d JdJc8h2s2c Th9h6d5c3h Kh7c6d2h2d 
AhJs5c4d4c Ah9h7h7d2c Jc6c5s4h2s Qd9d9c7s4h 
KcThTc7c3c KsJc9d8c2h AdQc5h4c2s Ks9c7h7d5c 
Qh5c4s3h3c Qc9s6d5s5h KcTs8c6d2c JdTh5c4d2d 
8h6s5h4c3d AdJh6s6d2c Qc9h6s6d5h AdJsJc5h2h 
9c8d7d4h3h JdJc9d8d4d TdTc9s8s2s Qs7d5s5d2h 
Ts9s9c8s4h 9c8s7d6h3d JdTs5c4s2h QhTd7h3d2s 
AcQs5d4h3h 9h8h6h5c3d AhQd8d8c3s Td8h6h2d2c 
Kd6d5c4s4d QsQc4d3h2c QsQcTd7h2h Tc9h9d8c4c 
Jh9d8c6s4c KcJhJc7d2c KsTc7d5c3c Th9h5s5d2s 
Js6d5s4d2h 6d5h5c4d2c 9s9d4h2s2d KdQcTh6h2h 
JsTs4h4c3d QdTc8c5s2h Ac9d6s4s4d AhJh7h3s3d 
KdQhTh3c2h JsJcTc7c2c Qd8c7s5h5d QdJd5h4s2d 
Jd9c8d4d2c Qc9s8h7d4c Tc9d8c6c2s KsJs6d4h2c 
Ts8c6s5h5d Ts8h7c4c2h Qd6d5s5h2s Tc7s6c5d2d 
Jc9d6h6d5d KcQd7d4s2s KsJh7h3h2s Ad9s8c4c3s 
QhTs7h4s2h Td9d5s5c2s AsQs7d6s2c Ah6h6d4c3h 
Td6s5s3d3c As9d7s6c2s Ad9s7c6c4h JdTd5s3h3d 
QcTh8h6s3h Ts9c8d5h3c AhQc9d5s3s TsTd7s7c2h 
KhQc8h6h4h KdQhJd4d2d Ks9c8s3h2h 9c5s5d2d2c 
6h5s5d4h2d Qc7d5d5c3c 8c7s7d4d2c Td9d8d4c2c 
AhTs7h4h2c Qc5d4d4c2h Kc7d5c4c2d Tc9h8d6s2s 
9s8s6s5c2h KcQh5d4s3s QsJs8c3d2d QcJc6d5c2h 
Jd8c7d6s2s KcQsQd7s2s Qs9s7h4h3h Jd6c5d4c2h 
Qc8h7s7h6h AdTs9h7c2c JdTd6d6c4d Js9d8d5h3c 
Ad9h4h3d2h Jh8c7h6c2c Ah9s7h3d2c JsTd9h5c2c 
AdKc7s6c2c Kc9h7c3h3c JdJc9h5c2c Qd9c7s5d4d 
KsQc9d5h5c JcTc6c5d3c AhQc8h5h3h AcTh9h4h3d 
AcQh9s7s3s As7s5s3h3d Tc9s8d6d2h AcKd8s8d3d 
QdQcJd7d2h AdTc4h3h3c Th9d6h4h2d 9h9d6c3c2d 
Ad7d6d5s2h Js9h6s4c2c AcQd8d7s3d 9h7d7c6d4d 
9d8s8c4s2d 8d6d5s5h4c KdQd8d6c4d Tc7h6h3h3c 
Jd9d9c6h4d 7h7d6s4c3c Ac7c6s3c2s Ts9c6d5h3h 
Qd7d6d5c3s Ks6s6h4s2h Tc9d5c4c2d As9h9d7c4d 
Qh7s7h5d2s Js9s7d3s3d QsQh8d6d2c Ts9s6s5h4s 
TsTh8c5d3s Tc9s8d5h5c QhTdTc4d2s Jd7s6h5s2d 
Ac7s6s5h5d KcJh4h4d2d Ts8h8d5s4s JsJc8d2h2c 
Ah8h6h5h5d KcQd9h8d3s AsJc4d4c2d Kd9h8c4d2c 
9s8h5s2h2d 9h8s6s5s3c Td9d5s5h2s QcJhJd7h3h 
7h5s5h3h3c Jh9c6d5d3s Ts8c6h2s2c Ad9h3h3c2d 
TsTd8c5h3s QcJh5s4h2d JcTd9h6h2h Tc7d6s6d4h 
KcTc8h4d2s 9h5d5c2h2c Ah7s6c5c3d Jc7s6c5d2d 
Tc8d7c5s3h 9s9h8d6s3c AhJs4s4d2d 8s7d5s5c2d 
Ts6c5s5c3s KcQh9s5h5d Jc9c6h5c3s 8d7c5s5c2d 
Kd7h5h5d2h KhQs6d3h3c QdTd9c4d2s KsQsJs5s3s 
9h6s5h5c2s Jh9h8c3h3c KsJc9s6s4s AdJs8h5c3h 
Th9c8s5d3c KsTc7d6d3d KhQsJh4h2h Ks9c4d3s3c 
JcTs9h7h2h Qd9s7d5d4h 5s5c3s3c2d Qd9s4s4d3h 
Kh9s8s5c2c Qd8h6c3h3d Js8s5s5c2c KdJs5h3s2h 
Jh8c6c4h3h Tc7h7c6s4c Js6d5s5d3d JsJh8s3h2s 
JhTd9c7c2c 9c8d7d4s3s KsQd5h4h3c 7c5s5c4s3c 
AcJh8d4s4d 7h6c5s3c2s Qh7d6s4d3s KdJd9c6h2d 
9s8s6s5c3h AsKh9h5h2c Ad8h7s4s3h KhQc5h3s3h 
AsQc6h6d4d Kc6h6c4s3d AhTc5s5d4d Jc8h6s4c2h 
AsKc7d4h3d AcQd5d4s2h QsJh7s5s4s Ts9d6d5d3h 
AsQc8c7d3c KcQdJs8d3d JcTs8h6d3d KdQsQhQd9h 
AcTc8c2h2d QcJs8d7h4h Qs8d6h3s3d JcTd8h6h3h 
QdJd9d6d3h QdJd9d5s5c KdQd6c3c2d Kh9s4s4d3h 
Jh5s5h4d4c Kh7d5d3s2h Ad9c7d4h2s Ad9h7h6h4s 
Kd8s5c2s2d Jh8d6c4h2d AcQd8c5c3c 9d9c7s3h3c 
Th9s8h5c3d QhTh8s8c3d Ks9s9c6s3h 9s8d6h5s2c 
8h8d7s5c3h QsJhTc7s2s Qc9c6c5c4s Ts9s9d5h2c 
6c5d4d2h2c Kc8s6d5s4s Ts9s6d4s2d Ts9d8s8h4c 
8s8h5s3h2d 9s8h7c6h3d AcJd6h6c2s 7s7c6c4h2h 
Jd6s5h4d2h 9d9c8h4h2d Jc8c5s4s2c Ts9s7s5s4h 
7h6s6c4s2c QhJs5c4s2d KdJs6d4h4d QsJsTs4s3s 
KcJh9d6s3h JsTh6s4d3s As9c3h3c2s AsJh9c4s2s 
