QdJd7d5c4d 
AsKh9c6d4d AdKh8s7c3c Kh9s8c7s5s Kd9d8c4c3c 
9h8d5h4d2c 8h7s6d4d2s AsTh8s2s2d Qh5s5h4h4d 
AdTc6h5s4h Ks9c8d2s2c KhJhJd8s3h Kd8h7s6c4h 
JhJc8s8h3h Jc8c5c4d3d AhKs7s7d2c Kc6s6c4h4c 
AcTs7c5h2c KdTs8c7d2d Jh9c7h7d2d AdJc8s5h2c 
7s6s5d2d2c QsQd8h4s2c QhTh5h5c2c AhTd6d3h2h 
Jc8s7d4c3s Kd6s5h2h2d As8h3d2s2h JsTc8h5h2d 
Qs7c6s6c3s KhJs7s7h2h Qd8d7c4h4c JhTh8h4c2d 
Th8c5d4d2c TsTd8s3c2c JdTd3h3c2h JcTc5h4s2d 
Ks6s5h4s3d KsQc9d5h4d As9s5s5d4h Th7s7c5s4d 
Kc9h6h5s2s QhJc7h4c2c JcTh8h7h3d 7d6d4h4c3h 
JhTc6h6d3s 9h9d8s5c4c 7s6c5h4h4d KdQd7d6h4d 
Jd9d6c4d4c QdJc9h7c4c AcTd8h4s4h Td8d7h7d2h 
Qc7s7c6c5d 9h8h6d5s2c QsTd6c4h4d KdQh7d7c4d 
Kd9d8s4s2c Ts9h9c8c3d Jc8d7c6c4h Qs8c7d6s2d 
QdJs9d8c3d Js9c7h5c3c Qh9d7d4d3h Ks8c7d6h4c 
KcQs5d5c3c JcTd7s4c3c Kc7s6d5c3c Jh9s7s5d4s 
Ks8c5s3h3c Ac7c6c5d5c Kh7s4h3s3d Jd9d7h5h2d 
6d5s4h3s3d Qs7d6d5s2h QsJsTc7s2h AsJd8h6s2s 
7h5d5c4d3c JsJc8c3s2s Td8d8c4s2s Qd9c8h6c4s 
Qc9c8h4h3h 9c7c6s5d5c AhTh8c2h2d Qh9s8s7d3d 
AdThTc7c2s QhJh7c5s5h AdTh5c3s2d KdQh5d5c3d 
AsTc5s3h2d Qc8s8d4s4d Kh9c6c3h2d AdQd9h6s2d 
Ts9d7h7d4c Kh9c7h5h3d Ts9h7d5c3c AsQh6h5h4h 
KhTc8s8d5d Ad8d8c7d2s AdTs6s3d2d AhQhJs3h2h 
AdJs4c3d2h 9d7h7d6h2h JsTsTc4s2h Td9c7h7c4s 
AcTd8c2h2c Qc6d5h4h4d KhTd6d4s2s AdJd9s9d2d 
9c8d7s5s4s QhQc8c5c2d Qh5h5c4h4d Qs5d5c4s4h 
Tc9c8h3d2d Ac8d7h7c2c KcJs7s6h2h Qh6s6d5s3d 
AsQh9c6s2s Ac9s7d2h2c 7h7d6h4h4c Ah9h7h4c3d 
AsJhJc6c3d Jd9h6s3h3d KdQcJd9d2d AcJsJd6s3h 
KcJh8s6s4d 9s9h5s4d2d Jh8d7c5d2c KhQh9h7c4d 
Jh9s5d4h2d QhTd7d5c2c AcKc4s4c3c KhTs8s3h2s 
7d7c5h4d3s Qc8s8h7c3h Qh9h5s5d2s Jc8d7h5d2h 
As9d7d5h4c 6h5s4h4c3c AcTd9s4d3h Ad9s9d7d3d 
QdJd8d6s4d 7d5d4h3s3h Ah9h8h5d4h KcQc6c4h3d 
Jc9s7c6s2s QdTd5h4c3d 8s7s5c2h2c AhKc7s6s3s 
Kh9s9d6c5c AcQs9s6d4s QdTs8c4d3h JcTs8d5s3s 
Tc9d7d5d4s Td9d6s5h5d QcTs8d5c3c JcTh8h6s2d 
JdTsTd6h2d Tc8d5h4h2d JcTd6c4h4c Qs9s5s4c3c 
AsQc8d6h3c QcJh9h8h4d 8c7h6d6c5c KsKhKcTc3s 
8d7s6h5c3d 8h7s7d2h2d AhJdJc6d3s Th8s8h7h4c 
9d8s5d4s3s KcJs6d3s3d Td5h5c4s4h Kh8d7h4c2d 
Jh6c5s4s2h KcJs9h7d4h Ad4d3h2h2c Kc9h6c5d4c 
Jh9s8s6s5s Ad8s6h5s4c Ks8h7d4s2h KdJc9c7h4c 
QcTd6s6h3c Js7d7c4c3s 8h7d5h3h3d QhTs7h7c4h 
Jh8d7h6s4h JcTh8h7d3h Kd8d8c6d4s AdJc8s3h2d 
Jc6s5c4s3c Td7d7c6d5h Ts9d8s3h2d QcJd7c4d2d 
ThTd8d5d4d KcJh8s8d5s KdKc9h4s2h AsJs6s4h3d 
JsTd8h4d3c 8s6s6h5d4s Ks7h5h2s2c QcTc7s7h2h 
AdTc7c5c3h QsTc8d4s3h 9c7s7d6h4s Qs9s8d6h3c 
QsQcJd7d3d Ts9c6s6d4h JsTsTh4s2d Tc7s7h6h4d 
7c6d5c4s4h QhJs5d4c2h JsJd9c6h3c As9h4s4h3s 
JhTh7h5s5h Qh9s6s4d2h Ad9h4d2s2h 9s8s7d7c2c 
Qd7h6d4h3d KsQd4h4c3s JsTs5h3h2s Jc6s5s4s4c 
Ah8c7s5d5c KhQd8h5s5c Kh8h6s6c4d Jd8c7d6s6d 
Tc8c6d3h3d AsKcQd8h2h 9h6s5s4d2h Qc7s7h6c4d 
JsJh4s3h2h 9s8s6h4h3h 8s7c5s4c2s Tc9s8h8c5c 
Kc7s7c4s3c AhTc7h5d2h JcTsTc6d2c QhJc5d4s2h 
Kc5h4s2s2c JdTs7h4d3d Kd9c8s7d3h QsTc6h5d2s 
Qd7s7d6d5c 9d9c7s7c2h Kc5s5c3h2s QsQc8h4c2d 
QcTd9c5s5c TsTc9c4d3c Qs8d6s6c4h Td9h7s6s3s 
Jc7h6s4s3h JdJc7d4d2c Ad9h8c5s4s KcJs6s6h5s 
Qc7h6s5d4d JcTh8s7d2s KdJdTh4d2d Ts8d5s3d3c 
Kh9h6s3s3h KsQs8s8d5c QcJc9h9c6c Qh9d8d4h2c 
Ks8s7h5d5c QsQd7d3s2d KsJc9c7d4c Kd7h6h4c3c 
Kd6s5h2s2d AsTd6c5h4c Qh9s8h3s3d QsTsTh6c2s 
KsTs7c3d2d Js8d7d5c2c 9d9c7h7d2s JhTs8c7s2s 
Ts8h5h4d3d Qh9s8c7c3s QsJc8h5c3c Kc9d5s5c2d 
QhTsTh6h3h Td8c7h7c5s Kd9s7d4d3s AcTs6h5d4h 
Td9c7s4d2c KhQdTd5c2d KsTs8d8c2h Qs9s6s5h3d 
KdQd8d6d5d QcJs4s4d2d KdJd7c6d2c QcJs5s4s4d 
QcTh8s4d3c 7s5d5c2s2c QsJh9c7h4h KdJs8h6h4c 
Qd9c8s7s2c KhJs9s7d3s JsJc8h5c2d QhJh9h7c4d 
QhJs8d5s3s Jd9d8c5h4d Js9d7s7c2c Jh8c7d6h2d 
QhJsJc3s2s Td9d8h5d4c JsJd5s3d2s JdJc5s5d2h 
Tc8d6s4h4c 7h5c4s3h3c KsTh7d5c3h JhTs8d4c2h 
Tc9s7d6d3d Jc8s8h6s2h KdTd7d4c3s QhTh9c8h4h 
KdQs6h5c3h 9c6d5h4h2c ThTc7c2h2c Kh8h7d6c3s 
AsJc3s3d2h Ad9d7d4h3s Qh8s8c7h3c 9h8c5h4c2s 
9s7s6c5s5h AcQh8s6d3h AhTdTc7d2s Kc9s6c5d4c 
Qh8s6s3h3d KsJh9d6s2c 9s9d6d4s2s Ah5c4h2h2c 
QhJs9s7s4c Qs5s5h4d3d Ts8h7h4d2s AsJsJd4s2s 
Th9h5c4s2s Jh9d5h4d2d Qh8s5s5h2s KdJd9h3h2d 
KcJc8h6d3s KdTs4c3c2d TsTd6h3d3c KsJd6d6c5d 
KdTh5c4d3d Qh9d6d4s2h AdJs6s5s4h AsQs6s5s3d 
AsJhJc8d2d JsTc9d6h2s JsTc7d6c3c Jh8h5h4s3s 
KdJhJd3c2d QdTh8s5d3d QsTd6h5c2s 9c8h6c5s5d 
KhTd4c3c2h TsTh7h5c3d AhTs7s4s4c JdTh6s6c3d 
9s8s6h4d2h 6s4s4c2h2c KhJs8s8c5s QdTc3s3d2c 
Jd9c8d5s5h KhTd8s7h2h TsTh7d2s2d KhQs6h2s2h 
QdJsTc3c2c QhJc7d3h3d QhJs8c2h2c Ks9h5s5c2c 
QsJc4d4c2d JsTc8h7c2c As9s8s5c4s JdTc8c7c3s 
8h7c6s3s3c JsTh9h5h2d KcQd9h5h4h 8d7s7h6d2h 
9c8h8d4d3h Th9s8d8c5h AdQs9h7h3c AcJd5h5d2h 
Kd9c8s7c5c Js9d7h6d4c KhTsTh8h2c AdKh7d4d3d 
8c7c6h6c5s Ac9s8d5h4h KsJh8c3s3c Th8s5h3s3d 
Ts9d4h4d3h KdQd9c4d2c Kh8d7s6d6c QdJh9s8s3c 
AsKd9d6d4d JhTh9c7d2h KdTh5d3d2h AhKd8s5s3c 
Td8h5d4c2c KdTc8h7d2d JsTh9d6h2c KcJc9d4s4h 
Td7s7c6s4h 9d6s5c4d2c JsJc8d5c2h AhKc8s7d3d 
Kd7c4d4c3c Ad6c5s4c3s Jc8s8h5d4s As7s5d3s3h 
Qd9s6s4h2d Qh8c7h7c2d 8c7h7d2h2c JhJd7s7c3c 
9c8s8h4h3s QsTc9s5s2d AhQs9d3d2s KsJd9s9h2s 
Qs9s7d4h3h 8s5s5h2s2h AsTd7d4d4c QcTc8h5s2d 
QhJs8h5c2d 8s5s5d2s2d JhTs8d7c2c Td9d8s6d2h 
AcJs7s5s3d Jd9s8h4s2d Qd7s7d5s3d Qs8d8c7s3c 
Js8d6d5c4d Tc8h6h6d4s KcQc6c4s3h Kd9c5s3s2d 
ThTc7d2h2d JsTc4c3h2h Qh9c5s4h2c KhTs3s2h2c 
Jc8s8h6c4d KhQs9s5s4d QcJh4s4h2s KcJh9c8c3d 
9d8c6d4h2h 6d5s4d4c3c QdTs9h6c2h Th7d7c6s4h 
Ah6d3s3d2h AsKd9h6c4c 8d7c6c5c3h AdQh9s9c3h 
KdQdTh7d2c AhQs9s6s4d AdJh7c4s4h QhThTd5h2c 
Ts9c7c5h5d 8d7s7h5d4d AdKsTc6c2h JcTc5h3h2c 
QsTc8h5d5c Kc5c4s3h2s Kc7c6d5c4c Jh7c5c3h3d 
KsTsTd8s2h Qd8c6s5d3h Jc6d5s4s2c Jh8d7s5d2s 
KsJh8d3h2s QhJd6s6d2s QhTc8d4h3s AdQcJc7c3c 
QhTc9h5h5d Kd5h4c2h2d Qh8s8c4s4c As9d4s2h2d 
TsTc9s7d2h 9h8d8c4d3c AhTs4c2h2d QdJd9s7d4c 
7s6c5h4s3s KsQcJh8d2c Ts8s5d4d3s Qc6s6d5d3s 
AcQh8s5h2d Jc9c8d4s2s QcTc8h4s4d As9h6h6d3d 
AsQc6h5c3c AcQcTc6c2h Jd8c7h6s6h KsTh7d5h5c 
ThTd9h4h3c QdTd9c8d4d JsTh8c5h3h Ah8c6h3c2c 
As8s6s4d4c AcTs7s5s3h AdJh8d7d3d Qs8h8d7s3d 
KhQs9d5c4d AsQd9d6h4d Tc8h6c4h2c QcJc9s8d3c 
Ah9d4h4d3h KhJc8d6h3s QsJs9d8s4c 9d8d7s7c2c 
AdQs8s7s3c KsKd8h4h3h Js9d5s3d2c KcQh9s6d2c 
JsTh8h7h3d Qc9s8s4s4c Td9s7s7h4c KhJc9d6h2s 
Kc8c7s4h2s Kd5d4d4c3c Qs8d7h6s2h KcTh5d4d2h 
As8s8h7s2d 9c7d7c6d2d JhTc8d7c2c KsQsTc7s2h 
KhQhJd8h3c AsJc7h4d4c 9c6h5s4c2s Ks9d9c6h5h 
JcTs6d6c3h Tc9h6s6c4d QdTc6c5s3c Qh8h7d5s4h 
Ks8s8d3h3d 9c8s6h5d3c Jd9h5d3h2s Th7s7h5c4d 
AhJs7s5s3c QcJc9d8c3s Kc9s9h6h5h 9c8s7s5d3h 
AcKc8c7c2d Ah8d6c5d2c Ks9c7s5s2c AdKhQs6s2s 
KcQsTs5h2s KcJcTs4c2c AdJsJh3c2s 9d6c5d3d3c 
Jd9s9h5s3c Jh8s7s5d2d Ad6d5h5d3c AhJh8d8c2h 
Jh8c7h7d3c AsTd7s2h2c Qd9d9c4c2s AsQh6c5h3h 
Js8d7c6h4c Qd9h8d4h4c QhTh9h8h2s AcTc8d2s2c 
Ah8d6d5c4s AsQs6s6h4s Qs8h8c7s2c Qh8s7c6h2c 
AhJh9s9h2h JhJc7c5d3c JhTc9s6d2h QsJdJc3c2c 
QhTc6c5s3c 9h6c5h4c2d Jc9d8d4s3s Kh9s8d8c6s 
7s6s4h4d3d JdTs9c5c2h Jd8h8c6h2c 8c7h7d6c2h 
JhJd5s5d2c Qd9s8s4d2c AhKh8h7c2h AdQh4d2s2c 
Ks6s6d5h2c KsQh6d5c3c As9s8s6h2c KsQc7h7c4d 
JhTh9s4d2h As8s7d4h3s Jc9d5c3d2s Kh9h8c4c2d 
JcTc8d6c3s Qh9s8s7c3c 8s7h5s4h2h Ks9d6c4d4c 
Td9s8s4d2s Kc9s6s5d2d QhJd7s6c3h Jc9h7h5d4h 
JcTd4s3d2s JsTs8h5s2d QhQd7s4c3d Qs4d4c2s2d 
Kd7h7d4h3d AcKh7s4c2c Td8d6s6d4c As5s5c3d2h 
KhJs9d5c3d QdTs6s5c3s Qd9c8h4c2d Jd7s6s4d3s 
AdQs4c3s2c 9d9c6c3d2s As9s8s5s4c Th8h5s4s3h 
Ah9h4d3d2c QsTc8h4s3d Kh8s6c5h3d Ad6c5h4c3h 
AhJc8d3s2h Th9s4c3s3c AcTc9d7c2c As8h4s3c2c 
KcTs7h5d3s AhJc8s6h2h ThTc9c7s2d KhQhJh9h3s 
JdTs9d3h3d KhJc8d3c2h TsTc9s4h3s JsJc7d4c2d 
Jh9d6s5h4h JsTc8d7d3d 7s7h5d4s3c KhJhJd8h3c 
Ts9d5s4c2d Kc7s6s4d3d KsJd8h8c5c Ts9h8s3h2h 
9h8d5c4c3d Td7s7h6h4c QdTdTc7h2s AsTd5s3c2h 
KhQc9s5d4s Js6d5s4d3s As9s5s5d4c QcTd8s5c3c 
Kc9c8d4d3d KdTd8s7h3d Td8h5h4s3s 8h6h6c4h3c 
QsJc9s5s5d KsJd7h7c4d KsTc7h3h2s AcJd3h3c2s 
QdJc8d5h2s KhJdTs3s2c Qc9h8s5c4c 7h6c4h3d3c 
Ts9h9d8s2c QhTc9s6d2s 7d5d4s3s3h Qs9d8d4s2h 
AcTs7h5d3s Td5s5h4h4c Ah9s7c2h2d As9c8d5h5d 
AcKc5c2s2h Th8d5h4s2s Js8s6h4d3d Ks8c6d5s3h 
AhQc5c3s3d KhJc8d3h3d JhTs4d3s2d KhJh9c5h3h 
Js8d7h6s2h JdJc7c5s3c KdJd9c3c2d KdQsJc5c2c 
AdJd7c2d2c AhQs8h4c3h Ts9c8c4d2d QhTs5c4s3d 
KdQdTs7c2d Th8c5h3d3c Ts8s6s6c3c JcTd6s6h3c 
Qc9s9c4s2h 8s8h7s6s2h QcTs8d4h3c 9h9d5s5c4d 
9d6h5d4h2s Qs7s7c6h4d 9c8h5s4s3h AhQdTc6s2c 
KhJcTc4c2d JcThTc4c2d Tc9d8d4s2s JsTs9c3s3d 
KcQh9h5h4d AdKc9d5d3d AhTd7h7c2h QdTc8h5d3d 
Jc9h7d6h4s Ks9c8h2s2c AdQc8c7c3s Jc9d8h4d2c 
QhJh8h6s4h QsTh5d5c4h KsQs8d4d2d Qs9h5d4d3h 
QsJh8h7c4h KsQhTs4s2c Qs9s5h5d2d KcTc8s7h3c 
QhJhTh5h5d Kc8h7s6d4h Ks7h6s4h2h Js7s6d5s4c 
AcKd4c2h2c Ts8d7d6d4d AhTh8h6c3h Ks9h7s4s3h 
Ac9s8d3c2h Kd9d6s4c2s Jh7d5d3h3c 7s7c6h5c3c 
Th8c6d6c4s Qd9h8h4h4d 7s7d5d4s2d JhTc9h3s2d 
9c8c7d5h3s 8s7h6s6c5s KdTc6d4h2s AdTs4c2h2d 
QcTc9h7c4c Js8s8c6s3c Js8s7s5s4c KcTc9c5c4h 
AcTs5d3s3d Jc7s7h4s3c Ts9h9d5s4s KcJsJc7c3c 
JsTh6c2s2h AdQd6d5c3d Kc9d5c3h2d KsQdJc7d3d 
Jc9s9h5c4c Ks5s4s4h3h KcTh8h7h4h As7s5c3s3h 
KcQc6c4h3s AsQd9c7h3c Qc9h5d4c2h JcTc8s6c3h 
QdJd9h9d5d Qd8s8h5d4c Ad9c6h6c3h Ah8c6c5s4d 
AdTh5c3h3c Jc7d5h5d3h Kd7d5h3h3d Ts6d6c5s3d 
Tc8d7h4c2d AhKc7s4h2h 7h5s5d4s3d TdTc5s5h4s 
Ks9s6d4c2d AdTc9c4h3s AsTd8d6c3h 8c7c5s5d2d 
9d8d6h5c2s 9s6c5s5c2h Qh8d7c5s4c Kh8h8c4h4c 
9h8d5d4h3c Ks8c6h5s3d Jc8c6s4h3h Jh6d5d4h4d 
Kd9c5s5d2s Jc7h7d4d3c Jc8d7d5h2h Qs8h7s7h2d 
Qs7c6h5d4d Td7s7h6d4c Qh8d7s5c4s KdJdTs4d2d 
QdTd9s9d2d Qh6c5d4d4c 7s7d6d4h4d Tc7d7c5h4s 
QdTh6h5s3h JhJd4h3d2d Jd7s6h5c4h Jc9d6h3d3c 
KdTs8c4h4d Js7s7c5c2h Td9c7c5c4h Qh8s7d6d3s 
AdJd8d7d2s KdTd5d4s3h Ad9s8h3d2c AdQc9c6s4c 
QhJsJd8c3c Qd7d6s5c2s QsTh6d6c3s KcQsQh3d2d 
Kd9h9c6h5h Qc9s5d4c2s QhTc7c5d2d Td7d7c6c2h 
Ac8d7s7d6d Ac8d3s2d2c QdTd7s7c2s Jd9s7d7c2s 
KdTs7c5s5h Ac9d5c4c2d QdTs4h2h2d Qs7h6s4h3s 
KcTh8h5h4d KsQc7c6c4c 7h6d6c2d2c KsTc4d3d2s 
Jc8h7s7h2c KdTh6d4c2s As6d3h3d2s JhTd8c7c3c 
KhTc9d8d3s KcJd8s8h5h Jc9h5c4h2h Kh7h6h5s2s 
TsTc8s6h2d Kc8h8c4s3h Ad6d3h3c2c JcTd8h7s2h 
Qs9s6s5c3d Ah8c6d5c4s Ad9h7c5c4s 8d7h7d6c2c 
Qh8c7s5s3c JhJd9d4d3s QcJs8c5d2h Tc7d6s3s3c 
KcQdTh3d2s 7h7d6s5h3h AsTd8h4h4c JhTh5s4c2d 
AcTh8s7s3s KdQd6c2s2c 9h8h7d5c4h Qd8h5h5d2h 
JcTc5s4d2h Qh9h8c4c3c JhTc8c7d3c AcJd8d7s3d 
JcTd8d6s2h Ks8s8d6s4h QhJh7h7c3c Jd6s5s4d3s 
Qc9h5s4c2h KsQh9c6d2s Td9s9h5d4d QhTh7s7d2s 
QsJd5c4h2s JcTd5h4s2c KsJs5s4d3c KcTc8c5s3h 
Js8c6s6d3d Ac6c3h3d2h JsTd8h7h3h 9h7h6d5h5c 
QcJh9c5d5c Jh8s8h6s2s Kh9d5h5c2d JdTs6h2s2d 
Ac6d5s5d3s Qh9s7s7d2h KsTd7s4h3s QsJh5d4d4c 
Jd9s6h5d4d 8c6s6d5h4s Qs9c8s3d3c QdTs8d5d2h 
QsTs5h4c3s AcJsJh6s3d Kh5d4c2h2d AcJsJh6h3d 
9c8s5c4s2d 6s5d4h3s3d AsQs9d4s4c Kd9d6c4h2h 
Jh8d7c6s4c QdJd9s9d5d AdQs8c6h3s QsTs6s4d4c 
Qd7c6s3s3d AsJd8s7s3s AdKs4c2s2h Kc7s7c4c3s 
AhQdJd8d2d Qs8d6d3s3h KdJs8s8c2c KdQd5s2s2d 
QcJh9s8h4h QsJd8s5c2h QdTs6h6c3d Kh5s4h3s2s 
AdTh9s5h3c Qd5h5d4s4d 9h8d6h4s2d Td9s8s6h3s 
9h8s5s5h3s QdTh8s6c2h QhJdJc3c2c JdJc9h6s3h 
KdTs7h5s5c KsJsJh8s2d JcTc3s3h2s 9c7d6s6c2d 
Jh9d6c5h4h Qh8d6c5h3s Ks5d4h2s2h Jh7c5h3d3c 
Qh9c6c4d2h Js8d7d4h3s 8s6h6d5c4h KcJc8c4d2d 
AhQs6d5s3s Ad8d4s3c2s 7d7c6c5c2d Ac6c5s5d3c 
QdTh8c5d3d Ks7s6s5d2d KsTh8h5h4d As8h6d5h2d 
Ac8d3h2d2c 8s7d5s3s3d 9s8s7d7c2d JsTs7c4d3s 
Ts8s8c7s4h AsKdQh6h2h Ts9d7c6c3c Tc9s7d4c2s 
KcJd9h6d3s KhJs7d2s2h Ac9h8d5s4s Ts9c6d4c2d 
Jh9s9h5h3c AsQsTs6s2c 7c6d4c3s3d KcTc6s4h3c 
6c5s4d4c3d Qc9h8s6h4d QhTh6d3d2d 9s6d5s5c2c 
AdTc4s2h2d Tc8s8c7c4d Th8s6h6d5h As8h7h7c6h 
AsJc6c5c4h AhQhTh6h2c QcJc6c5s3c AsTh5s5c3s 
As8s7c4h3s Ah4h3s2s2d Ts7s7h6h2c Qs6h6d5d2s 
Jc6s5s4c3s 9s7s7c5d3h Kh9c8s8d6c Ad8d6s5h3d 
AdJc3s3d2h AdJc9c4h2h Qd7s6s6d3d Qc9s5d4d3s 
Kh9d7c4h2d Tc8s6d6c5c KcTh8d7c2c Ks9s7d5c4s 
8s7s7d6h4s JsTc7h6c3c AhTc6d6c4s Qs7h6s5d3c 
Ks8c6h3s3h AdJc8c7h3c QsJs4d2d2c JsTd9h6d2c 
Kh9h8h6d6c QhQd7d3h2h JhJd7c4h2c Jd8h7s6s6c 
Ts8h6c5s5d Ts8d7c4s2d AsTc7s2h2d KhJsTc4c2c 
Kh9c8d6s3h AhJdJc6c3s Tc9h6c4d2d Ts8s8c7s4d 
Td8s8h5h4c 8d7s5s2s2d TsTc9c5h3c JhTd8c7s2s 
KhQhJh9h4d AdJd8c6d2s 8s7h6c4h2c 9h8s7h4s3c 
Ac9c5s4h4c Ah9d6h3s3c Ks9s7s4d3d Jh8d6d5s4d 
6h4h4c3d3c JcTc5d3d2c JsTh5s4s3s Td9d8c5d4s 
Jh9h7s4s3h KcQh7c2h2d 9c8s5h4s3h As9s9h4s4d 
KhQd7d3d2h QsTd5s5h3c JsTh8c4d2s AdJd6c4d3s 
Td8s7s6s4s 9s6h5d4s2d Kh6h6c4h4d Kd9s5c3c2d 
6d5d4h2s2h 9c8h7d2d2c QcTd6h5s3s JsTd3c2s2d 
AcQs5d5c2c AhKh5h2s2d Th9h8d5h4s Th9h5d4c2d 
Qd8d8c7s2s JhJd8s5d2c Ks9s7s6c3d Kh8h8d4c3d 
KhJh6h4c2c QcJcTd4c2c KsTh8d8c5c KdQcJd6d2h 
AdTd6c5s2d Qc9s5h4h2c Tc7s7c6c5h AcQcJh3c2c 
Qc6d5s4s4d Kd7d6s5d4d KhTs9h5h4h Tc9h8c3h2h 
JcTd8h7s2s AsQs9d4s4h Qs8d8c7s2d QsJc9s5s3s 
Ks8c7c2s2h AhQc8d5c2s QcTh9h7h3s Ah9s9d5h3h 
KhTh8c7s3h AdTc5s3h2d 8d6h5h4c3s Jd8h8c5s4c 
As8h6s5s2c Td8d5d4h3h Jd9h8d3h2c Kc6h5s2s2c 
Tc9h7s5c2s Ks8d6h5s3c Kc9s8h7s5s TsTc6h4h2c 
JdTh8d7c2d AdKd8d7d2h Tc9h8c4h2c Jh9s7c5s3s 
KhJh7s6h2s Td9c8c7c4h As8h7h4d3d QdTh5s5c4h 
QsTc6h6d3s 7c6h6c5s4c JcTs4c3s2c Qh8h7s6d4h 
QcJs7h6d3c Jd8c7h6d2h QdJc7d3h3c ThTd7c2d2c 
QhQc5s5d2s AcQc9h6d2c Js8d7c6h6c QhJh8c6d3s 
Ac7d3h2h2c Th9h8c6h2s AcJd9d4h2h QdTs8h4d3c 
AsKhJd3d2d KcJcTc8s2c Qd5s5d4d4c Ah8d6s5d2s 
Jc8c6d4s3s 7s5s4d3d3c KsQh5s4s2d Jh8c7s6s6d 
QsQdJh7h3h AsJd3s3c2h Kh6s6d5c3h 8s8d7s5c3h 
Ac9d8h3c2s AcKcQc7s2c AcQd9d6h4d Kd7d5h4s4c 
AsKs6d4s3s JdTs7c4d3d AhJh8s4c2h JhJd9c6c4c 
QcJd5d4h4d 9d8s6c5h3d Th7h7c6h5d 8c7c6d6c5h 
AsJd9s4s2c KdTs7d4h3d AsKd9c5c4c Ts9d7h4s2d 
Kc8c6h5d3s KcQsTh7s2d KhQs6d5c3d Kh9h7h4s3s 
KcJh9s9c2c QhTs3c2s2h Qc7h6h5c2d 9h9c7h6h3s 
AdJd8c4h2d Th9h8c6h2d 7d6c5s4s4h Qh8s6c5h3d 
Kd8s7s2h2d Qc9d7d4d3c KcQc6h4d2s Jc9h7s6s2h 
Kc8c7d4d3d Qs9d8h6d4c Jh8d7s7h2s JdTd7c4h3d 
Qh7h7c5h3c QcJd9c5s5c Qh9d5c4c2h JhTs8d5s3s 
KhTs6s5c3d AhJc3h3d2s KdQs9s8h3c AcTd8s7h2h 
AdTs7h5h3c Jc8d7h7c2h JsThTc6d2s AhQh5h4d3h 
Ad7d6d5h5d TsTd9s5h3s QdJdTh7d2c 6s5c4h3s3c 
Qs9s6h5c4s 9s8c5h4c3s 6h5c4s4h2c KhQh7h6s4h 
Kc5s4s3c2s KsQd9d8c3h AcJh5c2s2d Ks9h7s5s3d 
QcJh8s5h3h Js9s9h5s3c AhTd8h2s2h 6h5d4h4c3c 
Qd7c6h3h3d QhJhJd9h2h Jd7s7c6s3c As5s5h3c2d 
Kh8d8c7h4s ThTd7h5c3s QdTs8h6h2c Kd6d5s4d3h 
QsQc8d4c2h 8h7h7c6d4h QcJs9d7s4s 8h8d7h5c3s 
Qh7h7c6s5h QhJh8h6c4h JdTs5c4h2d QdTs6s5h3s 
9s8c5h4c3h AhQd8h4s3h Js9d8d6d5d AhQd4h2s2c 
JsTs5d4h2c KcTs5d4c3c JsTh9s3d2c Ad9d5s4d4c 
9c8s6h4c2s Ac9s7h2d2c Ac8h8d7c2c 8h6h6c4d2d 
QsQh5c3h2d KcTd5s4c2h KsQs4h3s2h QhTd8s4c3h 
KsQs6d4c2h JsTdTc6h2s KhThTc8h2s AsQh8d6c3h 
7h6c5c4s4d As8h8c4d2s 8d8c7s7h2c Ks8h8d6h3d 
KcJd9c6s2h KsJd8h3d2s KhJh9s8d4h JsJh8s8d3s 
AhJh7c2h2c Kh9s5h5d2d Tc9c5h4d2d 9s8s6d4h2d 
KdJh9h7s4h QdJcTd7d2h Kh8d5h3d3c Jh7d6c5s4c 
Jd9h8d4h2s AdTh7d2s2c Qh9h8h7h7d AhTs8s6d3c 
QcJh7d3d3c KsQsTs9s5s KsQs9s7c4d TdTc7s2s2c 
Th9h6d4c2c Ac8d6c5c2s 7c5d4d3h3c TdTc7c5d2c 
KcJc6s6d4c QsTd9s5s2c KsJc8d8c5c Kd9h5c3c2d 
Kc9h5c3s2h AsKs5s2h2c AcQd7s7d2s Th9c6s5h4h 
AdJd9d9c2d QhJd8s5d3d KcTs8s8h5s Jc9h9d5c4c 
KdQd8d7c2c Qd8h7s6s3h Kh7d5s5h2d Ks9s7c6s3d 
QhTs8h6h2c AhTc7d5s3c Kd9d6h4c2c TdTc6h2h2d 
Ad8d4c3h2c QcTc8s5h2d AdKsJc3c2c KsJsJc8s2d 
As8c4c3s2h AsTc7d5c3h Qs5s5h4s4c Jh8c6c4h3d 
8c5h5c2h2c KdQs6h2h2d 7s7d4s4h2h Th7h7c5s4d 
AsTh5d3h3d KhQs4s3c2c QsQd8s6s2c AdQc8h5c2s 
9h8d7d5s3c Jh9d6c5d3s Kd9d8h7d5d Tc8h6d6c5c 
QsTh9h6h3h Ad6d5d5c3s Qc8c7s5d4c Ad8h6s5h4c 
ThTc7h2h2c Td7s5s5d3d KsQs9d9c4h Ah9h8h5c4h 
AhTs7s5s3c Ts8d7h5s5c JdTd9c4s2d Ts8c6d5s5h 
JhThTc3d2h Qd9d6c5s4d KsKc9h4d2h QhQd5c3h2s 
