QcJc9h5d3c 
QhTs6d5c3s 9s8d7s7h3d AhKh8d3s3c KcJsTh6d3d 
KcQs9h7c3d JsTs9s5s3d QsTs9d4s3h KdTh9s9h3c 
JcTh8s6c3d 9d7s5s4d3s Kc6d5c3d2h KhTs5d2s2h 
Ad7h5s5h3s JsTh9h8c2h JhTc8d3d2h Ks5s5d3h3c 
KhQh6s4h2s JsJc7c5c4c JsTd9h4c3c Jd9d7c5h2h 
Qc7s7c6s3s Qc9d6s5h5c Ac9c5d4h3s KdTh9s5c4h 
Kd8c5h4d2h Jh9h8s8h5d Ts7c5h4h3c KdQc6c5h3c 
QdTh6h5c3s KsJs8s6s5h Tc9d9c6c5c Ad7s6h5h4c 
ThTc7d4s4c JcTh8s5c3d KsTs7s5h3c As9d9c7c2d 
Ts6h5s4c3c KdJsJh6c3s Ad9d8h5s3d Qd8h8d7c5s 
Ks9s8c5d4h Js9h6h5s2h Td9h9d5d5c KcQsJs5d2s 
AcQsQd3h2h 6s6c5h2s2h KsQc8s5h4s AsQh9c7d3h 
Tc9h7d5h2c Th9h8h7s7h KsTh4h3d2s Js9s8s8c6h 
JhJd8s6s4s TdTc9d3d2c QdTh8s5d3c Qh9h8c5h2c 
Qs7h6s6d3h KsJh7h7c5h 8h8d6d6c3s AsThTd6h4h 
9h8s7c5h2s AdQc9h9c3s Th9s8h6c4h Th8h6h5s4d 
7h6s5c4h2c AdTc5d2d2c Ad8s6h5h3s AsQs9h5s4s 
AhKh9s9h2c Jd9d8s8c5h KsTc7d6d2c Ts7h7d4s3h 
7s7c6c5h2h KdQd4s2s2c Qh7c6d5c3d Jd9h7d5c3s 
Ad7s4c3h3d AcJdTd7h2d KcJd6d6c2d 7d6s5c4h3d 
7s6c5d4s2d KdQh9h8h5s TsTh9h3h2s QcJd8d7s4h 
KhTh9s9d4h Td9s9d2h2c TdTc7d2h2c KcQs7h6s3d 
8s8c7c6c4h TsTd9d5d5c KdJdTd7s2c TsTd8d8c2d 
Kd8d7c5c3d AhTc7h3c2h 8s8h6h2s2h Kd9d7s4s3s 
Kc6h5s5h4s QdJsJc8c2h Qd4h4c3d3c KdJsJc9s3s 
AhKhTs5h2h Jh9c8h5s4d KcJhTs4d2h QsQd4d4c2d 
Qh4s4d3s3h QdJd9h7h2d KhJc8s5c4c QsJc9s3s2c 
JdTc7h5d3d AsKs9s9d2c Jh8h7s6d4c JsTc7d4h3s 
9h7c6s5s4s QsTd8s3h2h KsJc9h5c3d KdTd7d5h2h 
9c8d7d6s4h Qh9s9c7d5h AhQh6h5d4h Kc8c6c5h2h 
KhJc6s5d4s Th8s8c6s5s QsJs9h5d3s QcJs7d6h4s 
9s8c7h7c3s KsTd7c6c2d Td9d7s7d3s JsTh5s3c2c 
KsQh9s8d4c KdJdTc3s3d AhJc9d6s5s AhTh9c6s2h 
8h7d6s6c5c Ks8s6d6c2c Kd9s9c8s4c Jh8h7h5s4c 
JdTc8h6d3s Js8s7s5d4c JhJc8d6d4d 9d8d6d5c4s 
KdQsTc3h2d Qs8s7h5c4d Kc7h6s4h2c 9c8c5d4h4d 
KcQh8d7d5s KdQdJd7c3s AdQd9c8d3d Th8h7c5d4h 
AhKd7h3h3c Th9s6d5d2h Ah7s4h3d2s Jc8c7c5h4d 
AdJs9c5s3h As7s6c4c2s Ah9h8h8d6h KdTs7c3s2d 
KcQdTh3s2c 8h8c7s7c3d QsQh9d8c3c AhJh5s3c2d 
KdTs8h4h3s Jd6c5s4s4d KsQdQc8h3d KcJs6c5d3c 
AsQh8d2s2c KdTc4h4c2d QhQc9s8d3s QcTs8d6c2h 
8h8d7c5c4c JcTc8s3s2d JcTs7h7c3d Qh9s8c7d5c 
KcJc9s6c4d 8c7h7c4h3s JhTd6s6d4c QsJh6d3h3d 
9c8s7s6h4d AdKs5d3h2d AcKc9s5c4c AcJs9s5s5d 
Ah8h7d4c2s 8s7d7c6s5h KdTc9s7s3s KdJd8d6d5s 
Kh9h8h6c5h Qs9s7h6h2c Ad7c6h3d2h Jc8d6s5c4h 
AhQd8s5s5c KsTd9c5h4d AdJh7h5h4h QdJh8h6s4h 
Ah9h6s3c2c KhTs7h3s2c 9h8h7c4d4c QdTd5d4s2s 
9d8h7d4h4c Qs7d6c5d3c 9h7h5c3d3c KcQcTc8h3d 
QcJc7h6h2s QsJd7s6c4s AsTs9c5h2s QdTc4h4d2c 
KdQdJd7c3h 9d8d5s4s4c QdTd6s6c5d Qs6s5d4d2h 
Jc9c7d4s4d JsTd6c5s3h Jc8c7d6s4h Jh8s8h7c6h 
Kc9h7s7c2s QsQdTc3h2c QsJc9s6s4h QhJcTd3s2c 
Th9h9d6h5h Kd9s8d7d2s 9s7d5c3s3c Jd9s7d4c3c 
5h5d4s4d3s Ac9s9d7s2d QdJc8h5d3s 7h7d5d4s4d 
QhJh8h5c4h Jd9c7c4d3d TsTc9s5h4s As9h9c7h2c 
9c7c5s3s3d AhKhQs3h2h As7c4h3s2h 8s7s5h5d3d 
TsTh9h6h3c QhTh9d5s5c 9c8s8c5h5d TsTc7h4s4d 
KsQh8d7h5h QsTsTc2s2h QhJc7c6s4d KhTc9d8c4s 
8d7s6c5s5h AhTd6d5s4c QdQcTh3s2h AsJdTc3h2d 
KcJsJd9c3c 8d6s5s4s2d Jc9c8h8d5s Kh9c7d6d5d 
KsJsTd3h2s AcKh8c4d3c KhJs7h5h3c QcJc9c6s6d 
9h8h8c6h2c AhQd7h4c2s QcJd9s6s6h Tc8s7h6s2h 
9d7c5c4d3c AsKdTc5c2h 8h7c6s6d5d QsQc7c3s2h 
JcTs9s6d3s JhTsTh5h2d AdQs9d5d2c JdTh7c5d3d 
QsTs5h3c2c Kh6c5h3c2d JhTc8d5h3s Qs9h7c5h3c 
Th7h6c5s4d KdQsTs8c3s AhTh9h6h6c Tc8s8h7c5d 
ThTd8c7s4s KsQs9c5d4s KcJhJd9d2d Ah7s5h4h3c 
KhQd6s3h2s KhJc6h5d3h Js8s7s5c4d As9c7c6c5d 
Ah9d7s7c6d Kd9c6s6d2s AcJh8s4c3c ThTc9c3h2c 
JcTc9h3s3d QhQc6d4c3c Ad8h7s5h4h Ac7s7h5s4d 
JhTd9d6s3d AcQhTs3d2h 9c8s7d5d2s KsTh9d8h4c 
Jh9h8s8h2s JcTs7s6c2s Qd8s7s5d3d Ah9h8h5c3d 
AdKd9d5d4h Tc8d6d5h2h Kd6d4s4c3s As9d7c6h2s 
QsTd8c5h3s TsTh7d5s2h JhTc7d4s3h Ts8d6d4s2c 
Td9d7d6s3h QsJc8h4h2c KcTd9h5s5c AcTd9s6d4h 
QhJc8d8c3d JhTdTc7d3d 9c8h6h5s4d Ad9s8h6h5h 
AhJs6c5d4s KsQsJs4h2d KhQc7d3h3d AcQc9c5c4d 
8h7s7h6c5h As8c7d6h6d Td9c8s4s2d 7d6c5h4d2h 
AcJc9h7s2c Ts9h9c5s4d JcTd8s3s2c AcQs7h7d4s 
Jd9d7d6h5d AdKcJh8h2h Ts8h7s5s4c AdKdTd3h3d 
QdJcTd3d2h AdQd8c6d2h JhTd7d6s3c KhJcTh3s2h 
KcJd9s7h2c ThTc5d2h2c JdTh7c4d3s KdTs9s6c3s 
AcJc9c8c6c As9s8d5h3s Jd9h9c7h2c Jh9c7s7h5h 
QcJd9h8d4s ThTd3h3d2c Ad9s8c6c2s Qc7h7d6h4d 
KcQh6s3c2s QhJsTs4s2c AsTd7s3d2s JsTd6c4d2c 
KhKdKcTh6d Ad9h8c6h3c AdQs8c5h5c JcTh6s5c3d 
Qd9s9c5h4d Th8s7d5s4c Th8d6s6h5c AcTc9h5c2d 
Jc9h7c5d3s Kc7s5s5h4h AdKc8h4d3d AsTc8c7h2d 
Jh9c6h3s3c KsQh6h5h5c 9h8c7h3s3c AhJd9d9c3s 
JsTd5c2s2c AhTh9c5s2h Jd8h6s5h3s 9h6s5c4s4h 
QhTd8h5c3s Th7s6c5c4d KsTh9c7c3c AsQd8d4h2h 
QdTh9d7s4d Kh9d8d4s3h KdJsJc8c4c 9d7h7d6c5d 
QdJh8s7c4h 9h7s6s5d4s AdQc7d4h2s Kd9c8h6s5c 
AhJd8d6d5d QsTd9c7h3d Jd9s7h7c6s KhQc6c5d3c 
7h7c5c4d4c QcJh3d3c2h Jh9d9c7c2d Qc9s6h5d5c 
Jc8c7h5c3h Jh9h7d5s2s Ac7c6d4d2c Ad8d6s4d3s 
JsJd9h2s2c KhTc9c7s3c Ah8c7c5c4s Ts9h6s6c2h 
QsQd7d3s2c Qh8c7h4s4c KsJh7c5h2c KhKd8s3c2d 
AhTc7s4d4c Ad9c6h5s2d AcQhTd5d2s KdJc8s5c4c 
KcQsJd2s2h Ts8c6c4s2h KhQc7s3s3h KsQc7h3s3h 
Td8c7d5d4s Jh9s7s5h2s 9c7d6d3d3c Ah9s9h5c3h 
Kc7s6c4d2d KhJd8h6h5h JcTc8s6d2h JsTsTd9s2s 
AsQs9s5s4c KsQc7c5d3h Ad7h7d6d5d Kh6h5s3c2c 
JcThTd7d3d Ah7d6d3d2h Qc8h8c7h3s JcTh6d4h2d 
QsQcJh7s3s AsJc9h6d5d AcJdTd4d2s Jd9d9c6s4h 
KhJh6d5h4h AdKc6s4c3c KdThTd7c2s Kh9d7h7c2c 
KsQs7s6s4h 8c7h5d4c2h QsTh7d5s5c QdTh8c5s3d 
KsJcTd4h2c TsTc6h2s2c QhTc5s4h3d AsJs9s9h4s 
Ks8d7c6h5h Ah9h6h5c4s Kd9c8s6s5s Kd6d5c3h2h 
QdJd7d6h4c Ah8h7c4s2d QsTd6c4h3s JcTc9c8c5h 
9c8h7s7c3h Js7h6h4s4h Td7s5h4s4h JdTc9h4s3s 
QdTh9d7c4d 9s9h7d7c3d TsTd7h2s2d TsTc9h8h3d 
Ts8h7c5h4h AcQd9d5s5h AhTd7s2h2c JsTc9c6d3c 
Js7d7c6s3d KcTd8s8c4c 9s6c5c4s3s Qh8h8c7c3d 
KhTd6d5s2s KdTh6d6c4d JsJh9s6s4c 9h8h5d4s4d 
9s9d6s2s2d AcTh8c4s2c Kc7c5d4h2d AdQc9h7s3c 
Qs9c8c7h7d Qs8s7h5d4c KdQh9c3c2d 7s6c5d4h3s 
KsTc6c5d2d AdJs9c8c4c 8c7d5d4c2s JsJd8c6c4h 
AhQdTc5c2s KcQh9h7s2s QsJc9h2h2c KsKhKdTs6h 
AsQd8c2s2h QcJh7h4d2c Ad8d7s4h2c AsTd8d7h2c 
Qd8d7h5c4s AhJh9c3s3h Ad8h7c6s6c QcJs8s4s2c 
AcKc7c6c3d JhTs9s6d3s Ad9s9c7s2c JcTs6c5h5c 
KsTd8c7h4h Js8h8c5d4s JhTd7c4h3s Jc9c8d8c6h 
8h6h5d4h3d Ac9d7s7h2c KdTc8c5s4h AdQs5h4d2d 
AsQs9s5h3s Kc9c7h6c2h KdQc7d3h2c As8d7d5d4c 
9d9c7s5h3c KcTs8h4h3s QdJh4h4d2d KcTh7s6s2h 
KhJc8h4c2h Jd8s7h6s3d AcJsTh3d2h TsTh8d6d4d 
JhTs7d4h3c Tc9c7d5d2s KhJd3d2h2c Kh9d8h7h2d 
Ks9h7s7d2d Ts8d7c6d2c KdQs9c5h3s As9c5d4h3s 
Td8h6c5d4d Qs8h6h5d3d KcJdJc7h2s QsJh7h6d6c 
Tc8d6d4h2c KdQc7c5h3s Ks6c5h5c4h QdTs9h7d3d 
AhTh5h4s4c Ah8s6d4c3h QhTd9s5c3c 9h9c7c6h2h 
AdQd4s4h2c 9h9c6h4d2c KsJhJd9h4h JdTs6s5h5c 
Td8s6s5h2h AcJd9s6h5h Kh7h5d4c2d KsJh8d8c6h 
KcTc7c5s3d 8h6h5h5d2d QdTc4s4d2c Kd7s7h6d5d 
Tc7s7d3d3c KdJh6h3d2c Js8c7s5h2c AdJh9c5h4h 
Tc8s6s4c2d JcTh7s4d3c JhTd7s5h3h Qc9c6s6c5h 
KdQc9h6s3c Td9h9d2s2c KdQhTh7h3s KdJsTs5s2h 
AsKd5c3s2s AdTd9h5d2s KcQs8c5h4c 9h8s8h5h2s 
KdTd9d6h4d Ts8s8c6c2s QhTh8h8d4s QhTd9c8d2d 
QsTh8d7c4c Qd9s6c3d3c KdQc9h8d3s AcQsTs5s2h 
Ah7h7c4h2c Jd9s9d4d3s Qc9s7h7d6h JdJc4h3s3c 
ThTc8h8d2h Ts9h9d5h4h 8h8c6h5d3s JsTh7d4c3s 
AcKd7c3s3c Kc7d6c4h2h QcTh9s7d4s KsQh9d6c3h 
KsQs8h6s6c Kh8d5s4h2s KsJs8d8c6s 9h8c5s4s4c 
8h8c6h4h2c KsJs7c5s5d Ks7s7h5c2c AcKd7s3s2d 
Ah7h7c3c2c 9h8s5c4s4c AhJs9d5d4c QhTs9c8s4s 
KhKd8c3d2s 8d7s7h5d5c KsJc9s4h3d Ts7s5h5d3h 
QcJh9s2s2h AsTs6c4d2h 8d7c6c5c2d Jd6c5d4s3c 
KcJd9d7s4h Th9h8s6h5h Tc8s7s4c3d Kh8d7c6c5c 
QhTh8h7h5d KcJsJh4h3h 9c8c7d6d2c AhQs5d4h2h 
Tc6h5h4c3d Js9s5d3h3d QcTh5h5c2h AdTd9s5d2h 
9d9c6d4h2c JsTs6d4s4c 9d8h7h5s4c QsJs6h6d4c 
8c7h6s6d5c QhJh9s5h3d AhQh9d4s2c 8s8c6c2s2c 
As9s6s5d4c KsQsJs7d3h QsJc6s5h3s QsJs9h5c3s 
KsQd8h7d5d AcKc9s9c2d JhTh6d4s4h Td8s6d6c5h 
KhTd9s7c4c KsQc9h5d3c Ac9c8h5c2s AcJd9h5d3s 
Qd8d6s4s3h Ac9d8s5s2d KsJhTs2s2d AcKc9c8c3d 
KdQh9s6s6c Qs6c5s4s3c KdTs9c7h4h Tc8s7c6s2s 
QhJh9h7h5c QhTh5s3d2d Th9h6d5c2d QcJd9s5h3s 
QcTs6c5c3d Ts7c5d4c3d KcQhTs8d2h 9s8s5h3h3c 
AdJs8s7c3h Qc9s8s7h7d KhJhJd5h3h Tc9d7d7c2h 
QhTs9c5d2h Kc9h8c7c2h As8s7h4d2c Qd7c5d5c4d 
QcJd6d6c2d AhQdTd4d2c AcTc9h2s2c Ts8h8d7d3h 
Td7d5h4h3d Td8s7s4c3d KdJs9h7c4s KhJd8h4d2h 
QhTc5h5c2c Ts9s6d5h2d QhQc8s7d4s KsTs7s5d3c 
Qs7h6c5h3c Jc8c7s5d2s Ah9c8d5d2c TsTh9c8c3d 
Jc7h6c5c3h As8c7h7d5c Ah7c5h4h3s KcJcTs3h2c 
QdJs7h7c5d Qc9s9d5h5c Ts9s6c5d2c QcTd9h8d2d 
AhQcTs5s2d Jd9s6s5d2s Jd6h5s5d4h Ts9s5h3h3d 
Qs7h7c6c4h QdJd5h3c2c QcTs5d4c3h QhJc3h3d2c 
Jh8c6d5h4s Ac9d8h5h2d AsKs7s6s3h Th7h6d5s4c 
JcTc9s6d2h Qc9c5d4d4c QdJc8h4h2c Kd7s7d6h2s 
QsQc7d5c3c Kh5c4c3d2h Ts8s8h7s6s KhJsJc4s3s 
AdTd5d4s4c As9d8h6d3h AsQs9s5c3s As8d7h6h6c 
Ah6c5s5d2h KcQd8d4d2c Jd6h5d4c3h QsQhJc6c2d 
QhJh9c4c2h Tc8d7c5c4h AcTh4c2h2c As7h7c3s2h 
KhQh8c4d2c 8c7s7c6h5c Qc8s7c4s4h AhTc5d4d3c 
JdTh7s5d3d Td7c6d6c3c AcKc9c8s3c QsQh6d3s2d 
7s6d5c4s2c AhJc9d8d4d KsQsTs8c2h Ac8h8d4c3s 
Qs6h5s5d3h 9c8d5h5c4d Tc8c6h5h2c Th8s7s7h2c 
KcTh9h7s3h AdQhJc5s2s Ah9c8d7h2h JdTh5c4s3h 
KsQdJh4h2c TsTh7s2h2d 9s8s8d5h5c QdQcJc7c3s 
Jd8h6c5d4s Js8c6d5s4h Kd9d8d6h2h 8d7d5h5c3c 
AcKs8c4d3c Th8d6d4h2c AsQh5c4s2s Ks9h6h4c2s 
QcTc8c7c5d ThTd5d4h2d 7c6h4h4d3d TsTh9s5s5d 
QhJh9s6d3h Js6s6h5s4h Tc9c7s5s2d KsQhJs4d2s 
KsTc8d7h4h Js9s7c6h4d KsQc8h4h2s AhJs3s3h2h 
AhQsTs5s2c 9d8d7s7d4s KcJs9s8s6s KdQdJd7s2s 
As7d5s4h2c Ad4d3s3c2c KdTc4d4c2c JcTh8s5d2c 
AhJcTc4c2d QdJsTh3c2s AsJcTc4c2d KhTs9s9c2d 
As7c4s3h2c KdQh9h6s6h 9d8s7s7c3d KcQsTc6h2c 
Qd8c6d6c2s JsTsTc5s2h Tc9s8c4d2d 9c8h8c6c2h 
TdTc5h5c4s QcJc9c6d2d AsJc7h4d2s KsQcTh8h3d 
Ad8c5d2d2c QdTd6h3h2s KcJh9h8h6h JhTc7h7c2c 
Qs8h7c6c2s KcQdTd5s5h Ac4c3h3d2d AcTc5c4h4d 
KcJd9s4h3c Kd9h9c8d6d JhTs5c4s3d AdQh6s5h3c 
KsTs9h5s3c QdJs8c6h4c AsKc9c3h2h KcQdTc8h2c 
KsJc8h5c4c Jh8h8c7d2d Js8d7h6d3s KcQcJc7c4d 
AcKcQh3c2c AdJsTs7h2s Jd9h6h4d4c KdTsTh5s5c 
9s9h7d5c3s ThTc9d8c2s Th9c7d5c2h QhTd9h7c4h 
AhTs8h4c2h 9h8s8h6h2s AhJc3h3c2h AdJh7s7c4h 
KsQdJsJdJc Td6d5s4s4h JcTs9s6s3d QcJh8s4s2h 
AsTs7s5c3s 9d8s6d6c3c 9d8d8c5s5h Qc9s8h8d6s 
Td8c5h4c2d Kh9h8c6h2c AdJs5c3h2d QhJs8c6d4c 
AdQhTc5s2c Qh8s6s6h2d Jh9c6c5h2c Qc9c8d7d3d 
QhTh7s5c2c AcTc9c5d4c KsJs8h6s4c JcTh7s7c3d 
JsTd9d6d3c Ks9c8h7h5d AcJs9d5s3h Ad9d9c6s4d 
Td9s8d5h4c QcTd6c5c3s Ts8s8h7h3h Ks7c4s4c3d 
QcTc7c6h4c JdTd8c6h2s KhQc8h8d2d AcTs6s5d4h 
Js8s5d5c3c QcTs8c3d2d AsQs9c4h2d AsKhJc5c2c 
Td8c6c4d2h Ks8s5d4d3d KcTd9s7h4h QdTdTc4h3d 
KsJd9h9d5d Tc9s5c4s3s 9c8d7c4s4d Ad8d7c4h2s 
AdTs8c4s4h 9d8h7h6s6h JdTs7d5h3d AhJs7s5s4s 
Ah9c8s5s2c 9d8s7d7c3s QdJhTd3d2s KcQhJd3s2h 
QhTd4s4h2d KcTs9s6s4d KdQdJd7s3c AcJs7s6s4d 
JsJh4d3s3c QdTs5h2s2d Qs9s6s6c5d Kc6c4h4d3d 
Jh9h8h8c2c KhJdJc7s3c KcTs9h8s4d QcJhTc3c2s 
Qd8s8d5c2s Ac5h5c2s2d KcQcJc4d2h 8s8d7s7h3c 
JcTc8h3h2s AdTd4c3c2c QcJs8d5c3h KhQc7h7c2c 
JhTc7s5h3h KdTs9d7c2d Kc8c6c5s2s Tc9s7s5h2c 
JcTc9d6h2s Th9c7h6h3s QsTd9s7c4s Ts7d6c5c4h 
KdQsTh3c2d Th8s7s6s6d AsQc7h6h4d QcThTc4c3d 
KcQc9h3s3h QsQh8d7h3c Qc6c5s5d3d Kd9h8c7c3h 
QcTh9s8d3d Ks7d5d5c4c Kd9c8d5d2c KsQcTs6d2s 
As9c8h6c3h KhTh9c5s2d AhJs9h8h2h Th8s8c6c5c 
AdJh8h7c3s As8c5s2s2c KcJh9s9d3c QcTc6s6h5c 
Jc8s7c5d4c QhQc8s3h3d KcQc4h2h2d QcJc9d2d2c 
AsTs7s5d3s QcJc7c6s4d QsJc7d6h4c KhQdJc3s2d 
9c8s7s7d2d KdQd7h5d2h KcJs8d6h5d KsJs9d4d2s 
JdTc9s5h2d AdTc9s9h3c Tc9h5h3d3c JdTs8h5c2d 
9c8h8c7s2s Kc9s9c6h3d QcJh9c3c2h Ks8s6c4c2h 
QhJc9c7s2s Jh8d6d4s4h AdKd9s9d2h QsTs7h5d2d 
As7h5s4c2d KcTs9h7h3h Qh9c6d3h3d KdQdThTd2d 
Jh9h7c6s4d QhQd7d6d3c Tc8h7h4c3d AsQdTh3c2d 
Ks6d5d5c4c KhKc8h5h2h 7s7h5s4c2h 8d7c5h5c3d 
Qh8d6h6d2c KhQh8c4c2d 8h8d6s6h3c QcJhTc3c2d 
QdTd5d4c2c KhJs9s9d5s KdJc8s8h6h Ts9h5h3s3c 
JcTs5c3h2h AdTc6c5h4s AhKs9s3c2c QdQc8h7s2d 
JhTh9h5h3s Kh8h7c5c3h QcJh7h4s2c QdTd8d8c4s 
JhTd7s4h3c 9d6c5d4s4c QsTh9c4s3s QsJs7c6c2d 
Jh7h7c5s5d 9d8c7h7d3c Qh8s7s7h4h As8h6d5d3h 
AcTh7s2d2c QcTs9h5d2c Jc8s7s7c3d KhQdJd5s2d 
Ts8s8d7s6s 9c8d8c7d2c 8s7h5d3h3d JhJcTc8c3c 
8s8d7s4d3c KhQd9h6s3h Qc9s5c3s3h QhJdJc8h3s 
KsKc8h3d2c Th8d7s5d4c QsJhJc8s3d Tc8h8d4d3c 
Tc9s9c5h5c Jh8d8c7s5h AcQc8h6c2s 7c6s6c5d4h 
7c6d6c5h4s Ac7s6d3d2c Qc8s8c7s3h Kc9s8c7c2s 
QsQh8d5h3h Tc8c7h5s4c AcJs7d4h2c JsTh7s5c3s 
JsTh9c6c3c JdTc7c6s3h Ks6s4d4c3d Kd7h5h5c4c 
AcQs8h4s2h Tc9c5h3s3h QdTh9h5s4h 9s8c7s3d3c 
8h8d7h4d3s QsQd9h8c3c QcTs5d4s2d Ac8s8c7c3d 
QdJc9d6d4s Kd7s7h3h3d 7h6s5d4h2d Tc7h6s5d4d 
QdTc9h8h3h KdQsTc4s3s As4s3h3c2c AsTs5d3s2d 
JhJdTs8s2s KcQd9s5h3d 8h7d5h4d3h QcTh9d7s3h 
Qs8c5c4h3s Td9d5h3s3h AhTd5c4c3d As7c4s2d2c 
9d8c7c6h4s Jc8h6s5c4c QcJcTc3h2s 9c8s8h7c3h 
JsTc4c2s2d QdQcJc7c3h As8d7d5d4h JhTh9d5h3h 
QsTd5h4d2h Ad9h7s7c2d QsQh4s2d2c KhQh9d7c3s 
AhTd5h5c2s Kc5d4c3s3d KdQdJd7d4s TsTh9h8c4d 
KsKhKdTh6d QhTc8h6s3h KhJhTh9h5h AdQd9h4c2s 
9d7s6c5c4h Qs9c8h8d6c AhQh9h5h4d Qs8c7s6d2c 
As8d6s3h2h QsTh4s4d2h AdQc9s9c3h Td8c7c5d2h 
AsQdTd5d2c Tc9s6d6c2s Kd8h6h6c4c Jc9h7c6h2s 
QdTd7h5c2c Qc9d6s3s3c Jc9d8d4d4c Th8s7h5h4d 
Th9h8s6h4c Js8s7h5d4s 9d8c7d3s3c KdJcTd2s2d 
Td6s5d4c3c Th9h8c6h4s QcTs6h4d3c KcTs8d8c4c 
KhJd9h4c3s QcTd9s8h3h 9h8c7c6d6c KdJs7h5s2h 
Tc9d9c5d2c KdQs8c7c5h 9c6d5s4d4c KdKc8d5d2d 
KdQsTs5h5c JhJd9h6h4c Qh9d5c3h3c KdJd9d8c5d 
QdJs4d2s2h KsTd9c8d2h Ac8h6c3s2s Ac7c4h3h2s 
9d7c5h3h3d KsQs9h7d3c KsQs6s5c4s QdTs6s6h4s 
Th7c6s5s4d Kc9c8h7s4d 9d7d5h3s3h JcTs7c6d2d 
Jh7s7c6h3c Qd9s5d3s3c AcJd7s7h4d Ad9s8c6s5s 
QsTs8s8c4h AsJhTd3c2h Ts8h7c5s2c Tc9c7d7c3d 
9d6h6c5h2d 7s7d4h3h3d Jd9s7h7c5d AdKhTc7c2c 
AcKdJs8s2s QhJcTs3d2c JhJd6h4d2d Kh6s5h4s2h 
KsJc6s5d3s 8c7c6h4h3c Kc9s9h7h5d AhTd8d7c2s 
AdTs8d4c2d AsQhJc6d2h Kc7d7c5s2s QhTc9c5s4c 
KdJc5d4s4h QsJsTs4s4c KhQh9s7c3d QhTd7c5s5h 
Qh8h6d4d3s KhTd9d9c2s AhQh9h5c3h Td8s5d4h3s 
Qs9h9c7d5s Jh6s6h5h4s AcQd4s2h2c AcJhTh4h2s 
AdQs6h6c4s Th9c6h6d2c Qh5h5c4c3d Js8d8c5h4s 
Qh9c6d3h3c Qc8s7c6h2s KcTs9s6h3s AsQdTc3h2d 
QsJhTd3c2h Th7c6s5d4d Ah7h4d3d2c Kc8c5s4s3s 
KhJhTh7s2d KsQcTc5h5d JsJd9s6s4h 9d8d7s4s4h 
8d7h5d4h3d AsTh5s3s2h 9d9c7s7h3s JhTd6c3d3c 
9d8s8d2s2d AhQc6d5c3s QcTc6s5d2h KdJc9c8c6c 
JsTc7d5h5d KdJh9c6h2c AcJs9s8h3s As8h6s4d2c 
KhJs9h4c3d QdJs7s6h6c KdQsTd8c3d KsQcJs4d2s 
6h6c5s2s2h QcTc9d5s5h QdTd9h4d3c Jc8h7d6h3c 
Ac7d7c4c2d QsJs9d3s3d QhQd7c5h3h Ad9d8h5d2c 
Th7d7c4h3c Qs8s7d6s4h KdJd8h6h2d AdKd7d4h4d 
9d8d6d5c4h Ts6s5h4h3c QhQd8s5d3d KsTd9h5c4d 
QdTh9s5c3c Td7h5c4h4c Js9s7h6c4d Kc9s8s8h6d 
KcQcTc8s2d AsTs9s5s4d AcJs8s6s4h Kc5s4s3h2c 
7c6h5d4c2d AsJd9h9d6d AdTc9h6c4s QsQh4h2d2c 
Kd9s9c8c4s Jd6s5s5h4d Jc6h5c4d3h AsQc9h7d3c 
KcTd7c3d2h KhTd8s8d5c 8s6s6h4s4c AdTd9h6s2d 
QsQdJc7s2h KhTc5d3d2h JdTh9s6s3s Jh7s6d5c4h 
KdTd9s9h4d Th8s7s5h2c 8d7h7d4h3s Qc9c7h6h2s 
Ad8s8c4d3h Ad9d5h4c3s 9d7s6d4s3s AhKh9h5h4d 
Ah9d8s6s5s QcJh7c6d4c KcQh9c8s4d KcQc8c7h7c 
Kd7h7d4h3h AhTdTc8s3s As9s8d5c3s QsTc9d8c2c 
KdQh9c8d3s KhJc8s8d6c KhJh8s6s2h Th8s7s6s6c 
KcQhJc4s2c QhJd9h6h4c 9s8s6s5c4h QsJs9h7h2s 
AcTc9c5h4c Ts7d7c4s3d Ad8h6d4c2s QcJs8h8d5d 
Ad8d7h7d4d Qs8s8h7s6c JcTs9d5h2c QsJc9h8c4d 
Jc9s8c4s3d Js8s8h7s5d JcTc9c5h2d KhQs9h6d3h 
KcJc8h8d6c AhKh7h6d3h KhQc9s5d3c Ks9s8h7d4c 
Jh9h9d6c4s JhTd8c5h3s 8s7d5c4s2d JsJh6d2h2d 
Qd8c7d6s2c 9h8s7c6d4d Th7s7d5s5c Jh6s5h5c4s 
Ad8s7h5s4s KcTsTh3s2h Ts9s9h2d2c AsKsJs8s2d 
JsTh6d3h3d AsKh9h8c2h 7c6d5h4c2h QhQd8s7h3c 
QhJsJc8c2d KdJh6s5c4s 9c8d7d6s2s AdKh6s4h3h 
Kh8h6s5h2s 9s9h7c6s3d Js7h6c5s4d AdJc7s4h2d 
AsTh9d6h4c KsJh8s6s5s 8s6s5d4s3d Tc8d7h5h4s 
JsTc8h8c4c QdQc6h3d2h QcJs3d2s2c ThTc8s8h2h 
9h9d6s6c4d Ts8c6d6c3d KdTc6h6d4d Jh9d7h5c3s 
JcTh9d5s2c Qh8s8h7c5d Th9d8h4s2s KcJs9h5s3d 
Qd8h5d4h4d AdTs5h5d2c Jh9s9h6c4d QhTs9c7d3s 
