QsJd7d6s3s 
Ah6h6d5h2d AcJd6h6d4h QsQd7d2s2d QhJc7s7c6d 
Qd9h5d5c4c AcJs8c7c2h AdQs5s5h2h Js9d8d7d3s 
QsTsTc7c2s QsJs8h4h3h KdKcQd7s2d Qh9h8d5s2d 
AhJd9s3s3d QcJh4s2h2c AdJsTh5c2s Ks9s8h8d4d 
9c7d5d5c3h KdTsTc9s4h AdJs9h3s3h Tc9s8h8d6h 
Qs9c7s7c3d Jc9s8h6h5d Ks8s8h4h4c JhTc6h3s3c 
AdTd8s6h3d AdJs8h5s5c Kh9c7h6s2c AsQs7c6c2s 
KcJh9d2d2c Ts9c8d8c3d AhJs7s7c3c AsKhTh7d2h 
Ad9c8s7h7c KdJc5s5d2s QcTc8c7s4d KcQhQc8d2s 
QdJd9d8d6c AdKdJd6d6c Ac9d6s5s5d Tc9h8h8c3c 
AdKc5h5c2s JsTd6s6c5h Ah8s8h6h4d 9d7d6c4c3s 
Kd8d7c6c3c KhJcTs5h2h 9h8h6d5h3d AhQsQd8s2s 
Kd8h7s4h4d QsQd5s4h3s KdJh9s4s3h QdJd6s6h3s 
JhTh9c3c2h Ks7s7d5d3s Qs9h8s8d3d AhKd6c4h3h 
Kc9h9c5h3c 8d7s6s6d3c AcJsJh6c2d KdJc9d4h2h 
KcQcJh3d2s 9d8s8c4s4c QsQh8d5c4d JsJd9h5d3c 
9s9h8h7s3c Kh9c7d6h2c AsKd6c4s3s QdJc8d6h2h 
Jc9d6s6c3s Ks9c6c5d4d JcTs8h6h4h QhJc7s6c5c 
Ks9h7c4h3s AdJd8h7d2s AdQsQc7s2h QsJh5c4s4d 
JcTh9s7c3c KsQh9s7c2c QsQcTh6s2s 7h7c6s6d4d 
KsKh8h3h3c Th9h9d4d2c AdTs7h6s5s 8s8c7h5d4s 
AcTs7h4s3h KdTc9s4d3h AdTd8d4h3c Ts9c7d6d4h 
Qh9s7d6d4s AhKdTd3d3c Kh9s7c4s3h AsQs8c4s2c 
Td8s7c6h5h AcJd7h4h3d AcKs9d8c2c QhJd9h7h2d 
QdJc7s7h6d Qc8h5s4s4c KsQcTs4s3h Ac8h5d4s3c 
Ah8h6s5h5d AsTd7h7d5c AcTd5s3h3c AcJs5h4s3h 
KcJs4d4c2s QhTh8h7c4s Ts9d7c4s3d KcQh6c5c3s 
AdQs9s7c2c AcKhTs8s3s AcJsTs5s3s As9s9d7s6s 
QhJhJd7s4h KhJd6c5s3h Jh9s6h6d4s AsTsTc7s2d 
QcJdTd8h2d 9s6s5h5d4h KdJs9h6c3d AdQs7d6d3h 
QdTd9h6d3s Kd8c7s4d4c Qh9h8s7s3c AdQs8h8c5c 
KcTs4h4c3h Jh9d9c4c3h Ac5d5c4d3c QsJc8s5h4s 
QcJc7d6s6h AcTd8h6h5h Jh8d8c4h4d Jh8c7s5h3c 
9d8d6h5d3h QsTd9s6h3s JsTd5c4s4h AcJc8s7c2d 
QhJs8s7s7d Th9s9h5d2s Ts9h8d6h6c AcTs7d6s5s 
Qd9h8s8d2h Kc7c6d5s3h Tc8s7d6c5c 8s8d7h5c4s 
QcTs6h4h2c Th8h7c5c3s Ad7c6c2h2d AdJc9h5h2c 
QsTc8c6h4c Ac9c7s3h2h AhJh8d7h2s AhJs9d6s5c 
Kh9s8d7h5h AsQs6s6d4c KsTs9h5c4s KdJh4d3h2c 
KcJh6s5d3c Jd8d8c6c4d KdTc8h6s5c 9h9d7h5c4s 
Ts8s8h6d5c 7s6d6c4d3c Qs6h5d4s4h JcTd4d3d3c 
JhJc9s6d4c Tc8h6h4c3d Ah9s6d5s5d 8s8c5s4h2c 
Kd9s8s7c6s Td9h7s7h6h AsQdTc5h2d TdTc8h7s4d 
AcQc6h6c4s 8d6d5h4s2s JsTd7h3s3h QcJh9h7h7d 
7s6s6c3s3c AhQh8d4s2c AsTs8s6s4c KsJd9h6c3s 
QsQc7s6d3h 7d5h5d3h3d Ac9s9d6c3h 8s8h5s5d4c 
Ks6c5c3s3h QhJc8s7h4d QcJs8c6h2h TsTd7s7c2c 
KdTh9s6c5s 9s8s8c2d2c Td8s7h6c5c Kc8h8c6h2s 
Qh9c6d5h4s AdKd4s4h2c Ts8h7h6d3d QcTd7h7c5s 
Ah5s4h3s2s QhJhTh6h6c KsJsTs5d2h 8d8c5s5d4h 
AdTh7d6c2s Jd9c7s7d4s QcTs8s8d3d 9d8h7d6h2c 
Jc9c6s5s3c As9h7s6d4s AcTd7c6s2h QdQc9s5c2h 
AsJh6s5d2c 9d8s7d6s2h Jd9h5s4h3d JsTsTd6c3h 
Ad7s6h2h2d KhQs9h5d3c QdTc7h6s4s KsQsJd3c2h 
QsTs9h3h2h 8s7d6s6d3h Qd9s8d6d5h KcQsQd9c2c 
QhJc7h7d3c AdQh9h5c4s QcJh9c7c2h Kc9d5c4d3s 
KhTh7s4s2d KdTs8c6s4h AcJsJc5c3c KdTd7s4s2h 
7s6h5s5d3d KsQs8s7s6c Ah9s9c6h3d KhQh9s4h3s 
QsTh9c5d4c Ad9d8d6s5d KsQs8s8h6c AcJd8d7s4d 
QdQc6s4h3c Td9c8s6h6d AsQhJc6d6c KcQh9c5d3s 
Jc8d7c5h3h AcTd8s4d3s JhTsTc9s5s Jc9s6d6c4s 
As6c5h5d3s JsJd7d4h3h QcJd6s5d2s 9c8s7s7d4d 
AcKh8c6c3s AdTh7s6d3d Jd9s8h7s3h KhQh6h6d5s 
8s6s5d4s4d JhJd7s5d4d KsQcJh4c3c QcJd8h8c3h 
QcJs9c6d4h QhTc8d8c3d KhJs8d5d3s 9c6s6c5s3d 
AdTc8s6s5s Qc7h6c5d4s QcJh7s6h5h QsQh8h8d2c 
QdJs7c5s2d Ts9s9d8s6h JdTc9c5c4s KhTsTc8d5s 
AcTd8s5h4d QhJd6d6c5s Ah7d6d2h2c AcJs8s5d4s 
AcJsTh5d2s 9c8d8c7s6h AdQc9c7s2s Kh9h8s6h5d 
QdJd6s6c3c JdTh6d5s2s JhThTd8h5h Ah9h8h6c5h 
Ks9s8s6c5d AcTs7c6d2h AhQd9c5d4s Qh9s8d5s2h 
QsJsJc7s4d AcJs5d5c4c KsTc9d7c4h 9h9d6h5h5c 
Tc8s8c7h3s AcQc6s3s3c Js9d8c7h5c QhJd7s7c6h 
9h7h6d4d3s AdJhTh5h3h KcQc5h3d2h QsQcTs5s2d 
KhQsJh9h2d KdJh7s6d4d JdTh9s7d3d Tc8h8c5h3d 
KsJc7h6d5h QsQd9h5c2d KsJd6s6h5s AsTs7s7h3c 
Js7c5h5c4h QsJs8d5h4s QdQcJsJhJc Ks7d6c5s2d 
AcKc6h5c2s AhKdQs8c3s Tc9d6h4c3d Js9d8h6c5d 
QcTh8h7h5d Ac9s6d4d2c Js8s8h5d3d AdKh6h5c3h 
KhQhQc9h3s AcKsQh9d4d KcTh9s6s5d KsQdJh7c4h 
Jc9c8c7h4h Ad8s8h7s5c Tc9c8s7c3s ThTd9c8s5d 
Td9d7c4c3h Jc9h8h7h3c QhTs8c7s2c Jh9h9c6s5d 
QsJd9c4c2d KcJs9s9d6h QcJs9h4h2s Ts8s7d5h3d 
Qc9s9h7s6d QcThTc9c2d 9d9c8s5c3s KhTd8c7s5d 
AsJd5s5c4s AdJc6h5d2s AsQdJh4c3c AsQcTh6d3h 
Ah7d5h3s3c AcTd8s6s5s AdJh6s5h3s AcTc8s6d3c 
Qs9h6c4s3c AcJs9s9h5s KsJd9c4c3d 7h7d4h4d3s 
AhTd7d6s5d QhTs8s7s5d QsQh8s4d4c Kh8s7d4s4h 
Kh9d8h7h5c JcTc9h7d3c KdQh6d5d3c Ts7h6d5h3d 
Kc9h9c7h3c AhQsTs4s4c As9s7s6h6c KdQc8c6s5c 
QhQd5s4h3h Kc9d7h4d3c JdJc8c4c3d QhTs8h4s2s 
AsKdTh8h3h AcJh7s7h3s Jc8c5s5d4d 9h9c8s2h2c 
KcQs4s3c2c Ac9h9c7c6c 6h6d5s5d4c AdTs5c3h3d 
KdQc6d6c2c AcJdTh5d2s Jh8c7s6s5d KdJs5h5d2h 
Qc9c7s6c5h 9c6s6c5s3h Ah9s4h4d3d AdKcQh8s3h 
Ts9c6s4c3c KhQh5s3d2d JdTdTc6h3s AcTd7d6h5d 
Ah7d6c2h2d KcTh8s6d5h QdTdTc4s4d KhQsQh8d2c 
AhQh6d3h3d QhJsJh7h4c Qs9h8d5s2d 8h8d5d5c4s 
Qh9d6h6c3d Qd7s6s6h5h 9s9c6s5h2h ThTd8d3h3d 
9d8h8d2h2c QcTd7h6s4s 9d8s6h5d2s AcKh8d6s4d 
TdTc8h4c2d Tc9d5s4s4c KsQc9h6d6c AhKh5h4h4d 
AhTh5s3s2s Ks9h8s5s4h 8c6s5h4h3s QdJd9d7s7c 
JdTd9d3c2c Jc7s5s5d4d JhJd9c7s4d KcQdJs7h4s 
AhThTc7h2s KsJs9d7s5s Jc9c8s8d3s Td8d7s5c3c 
QhTsTc8s4s QdJs7d6h6c KdJc6h6d5d JsTh6s5s4d 
Qs9d7s7d3c AcQsQd8h3h AsQhQc7s2s QdTh9s5d3c 
8d8c5d2s2c KdKcTh7h2h AhJd9h6h4c 9d7c6d6c3s 
AsQhQc8c2c Td9s8h8c6c QdJhJd7d4c JcTh9h6h6d 
AdKdTs3d2c QsQd8s8h3c AcQc9d7s3c KdJs4s4h2d 
AsKd5h5d2c KcTh8d7d2h 9s9h6s5c2c Js9s8h5s3h 
JdJc8h4h3c QdQcTd5d2s Qs7d7c5d3s AsQd8d7d4c 
QdJs9c4c2d Kd6c5h5d2h ThTd9d4c2c Jc9d9c6h5s 
AsJd6s5h2c KcQhJs3c2d KhQs7c4c3s Kc8d7d5h2c 
TsTh8s4h3h Kh9h8d6h5c KhQhQd8c2s AhThTd7h2c 
AsJs4h4d3c QsTc9c6d4c AsJh8h8c6h AdQd8c3d3c 
9d8s7h6h5h Ad7c5h5c4h KcJd6s4s2c KdTs7s6s4c 
Ks9c7s6h4d JsJd8c5h5c KsQd5s4h4c Jc9s5h4h3c 
KhQs8s7d5c Ad9s7c5d2h Th9c6h5c2s Ac8h5d5c3s 
Qs9s9c4d4c KhJdTc5h2h KdQd9s6c3h KsJh6s6c5s 
As8h7s3s3h Qs9c7s5c3c QhJc7s4c3s Ts7s7d6s6h 
QhJh9d6h2d AdTsTh4d2c KsJc4h4c2s QcJcTs8d3c 
KsThTd8c2s QhTh8h7h7d Ad8s5d5c3h 9d7h6s6d3s 
Jd9s9c3d3c Qd9s8h8d3h Ts7d6h5d3h 7c6d5h5c3d 
KcQdJd9d6d QdTs9c5h4c KhQs9d6s6c QcTh9d8s4h 
QcJd6h5s4h AsJh7c3c2s AdQd8s3s3d Ah9s7h6c4h 
KdJs4h4d2s AsTs9c4s4d QsJhTs6d2c AsTdTc9d3d 
Ah9d8d7d6s QsQcTh4h3h As8d8c7d5h QhJd9h6c4s 
AcKdJh8d2d Ks9h7c6s2h Ks7c6s4s3c QsJh8c6s4s 
KdTs9s6s5c Jc9s9d5c2d 9d8c7h6h5h Ts9h8d5s3d 
KsKc9d8d2d AsJdTc5d2h AsTc9h6d5h Kc9h7s6c2s 
Kh9d7d6c3c Jh9d8s8d2h QdJc6h5h2c AcKc8s5c2d 
AhTs6h5d2c AsQc6h5d5c Ad8c5d4s3h Ks9s8h6h2h 
QcTh9d7s5s AcJs7h3h2c Qh8s7s7h4s Jc9d8h6s5d 
KcQc8d7s3d AhKs6h5d2h 9s9h8h6s3s KdQc9h7d5d 
QdTh7d6d4c KhKd7c4c3s Tc8c7d5d3h AhQh9s9h4c 
QdJs6s5h4s AhTd7s7d5c Th9h5s5d4s Qd9h5s5d4s 
AcKcTc2s2h Jh9h8h7s4s As4s4d3h3c AhQc9d3s3h 
Ad7s6c2s2d JcTd6d5s4h QsJd8d5h4d AsKcQh4h2h 
TdTc8s4c2d AsQs9s9d4h As9h8h7c5h QcJc9c7d3d 
KcJc9s7c5c Th8c7c6h2s JcTd7d3s3c AhQd6s5d5c 
JcTd6h5h4s 9h9d8h5d2d 9s8h7s7c4c AhJs7d5s4s 
KhQsQh9h3c Jh9d7s7c6c AcKhTs6d3s Ac5s5c4s3c 
AdTc8h6h5h KsJc9d2s2d QcTs9d8c4c Kc9h7h7c2d 
9d8h7d7c4c QhTdTc8c4c Ts9d9c5d2c JhJc9c4c2h 
QhJhJd4s2c Kh9d7c6h2c AhTd5c3s3h QdJc8h7d4s 
QhTh9d6h3c QdTd8s5d4h QhQd6h6c2s AsTs6c3s3c 
AcQdTd4s3d JsTc6s4d2c JdTc9d5d3h As8h5s3s3h 
TsTd6d6c2c Jd9s9c3s3d KhQs6s6h2h Kh9h7c6s6h 
KdTs4d4c3c KsKdTh7h2h KhTc8s6c4d QsQcTh4h2d 
Th7h7d6d3c JhTs9s5s4d Qd9d7c6s5d AdKc9h4h2c 
QcJd8d5s2s AhQsQd8c3c Ts8s7h5d3d AcKdTc3s2c 
QsTc5s4h2h Ac9h9c8d4c Kc9h8d7c5c 8d7s6h5s2d 
QsQhJhJdJc KhQd5h3d2h QdJh9h5h4c Ac9c7d3h2h 
Ah6d5s5c3h Jh7s5s5c4c AcKhQd8s2d KdQs9h8s5c 
9s9d6d5h4c Jc8c5h4h3d AdKc5s5c2h KhQc6h6c2h 
KcQh6d5s5h 9s6s6c3d3c QdTs7d7c5h QsQc6d4h3c 
TsTc8c4s3s AdTs7h6d3d AhQs9d6c5d AsJh7d6h3d 
QdJh8d8c3c Kd9c7d7c2s Ts9h7s6d4c Ks9s8d7s6s 
AhJc5d4s2h JsTh6c5s4s Tc9s7c6h4d Qh9s8h8c2s 
JhTc9c5s4c QdQc9h5d2s Qh9d7d6h3h QsQc9d5c2h 
Kc9s7s6h3h JdTs9d8d2h QhJd9d7d7c KdTs5s4h3h 
AsTd7d6h5d KdJh5s5d2s AsKc7s7d3s KdTh9d6d3c 
AsTh7d4h3d QhJcTh6d2s KsQc9s7d2d 8d7c6h5c4c 
9h7d5c4d3h KsTs8s7s6s Js9d6s6c3c JdTd9s7h3d 
JsTh6s4d2h KcJs8d8c3d Jh9c8d6d3h Qh7c6h4d3c 
KsTd4s4h3h AhTs8c5h3h JsTh6s5c2c 9s7h6s6h3d 
JsTh6c5c4d JcTh9c5c3d AcKs9c4h4d KcQsJd9c3c 
Tc8c7h5h3d 8h7d6h6d3s AsTc8h5s3s KcJh9c7c5c 
Ad5h3s3h2d KcJh9d8s4c QcJh7s7h6d Jd9s9d7d6d 
QsQd6c4h3d QcTh9h5d4s AsKhJd8h2h 9h9c8d5h2d 
KdJs9c8h4d QcTc8h7s4c JhTd7s3s3h Jh9s5c4s3h 
Ad9d7d6h5d AsJsJd5s3s 9h6s6h3s3c As8d5s3s3d 
Ah8d5s3h2s Th9d7c6s4d JhJd9h4h2d KcTh7s6h4h 
QhJsTh6d2c Ad8s5d4c3h KhQhQd9h3s As8h5c3h2s 
Jc7s7c5d3s QhJc7d6c5c AcTh9d7h4h JhJd7h4c3c 
QdTh9s5c4s QdTs8s7s5c JhTh9h7h5d KcJd9s5d2s 
TsTh6h5d4c AcJdJc3c2s KhQh9d6c3s Js9c8h7d5h 
QsQd9c5s2h QdJhJd7d4s AcKc4s3d2h AhKcQs8d3s 
KhTd9s4h3c QcTc6d4d2d AsTc7c6d5c AhTh8d6c3h 
Td8h8d5h3s TdTc8s4d2c AcTc7s6c3d KhThTc3h2c 
Jc9s9h3h3c AsJd6d5c3c Ts9c8c7d5h QdJd8s5d4c 
QhJc9c5c4s JsTd7d3s3h 8h8d5s4h3d AhKs4d3s3c 
AsQhQc8h2h Th9s8c6h6d KsTs6s6c5h KdQs6c5s5h 
AcQsQh8d3d KhJd9c8s4h Kh8s6s6d5d QhQc9s5d2h 
AcTc5h3h2h Th9d8s5s2h KsTh9h6h5c Ah9s7d5h2c 
QcJh8s7c4d KsTd8s8d3s QsJsJd7c4s AcQc8s7c4c 
9s6h6d5h3s Ac9c7d5s2h KhTd9d7s5d Qh9h9d7h3d 
8s6s5c4h2h Th9s9c5s2c QsQc8s8h3d AhTd7s4d3s 
AcTsTd6h2c AcQhTh4s4h QhJs6c5d4c AdTd9s4h4d 
As9s9d8h4s Ts9h7s6h2d Tc9d9c8c3d Ad9s7d4s2s 
Jh9d8c6c5s Qc9h5s5c4s KcQc5d3d3c JhTs7h7d4c 
JdTc7s7h5d Ks9h7s6d4c QsJd6d5c4d Kh8h7s5s5h 
Qc9d8d6d2c AhJd5h3h2d Jd9d8s7h5d TsTc6h4s3h 
JsThTc5d3d KsJcTd4d3h KsQc9s5h3d AhTc6c2h2c 
Kd9d8s6d5h 9h9c6d5d2h QcJh7d6h5h KhQd7h6h5h 
KdQh9d8d6d QhQd8s8c4s 9h7s6s6d4h AhKhJh6h6c 
JhTd9h8h2s Qh8d5h5c4c QsJsJh4c2d QhQc7d5s3c 
QsQc8h5d4h QhTd7s6d2h As9s7h5c2d Qh9h6d6c3c 
Kh8h8d4d4c AdQs8h8c3d AcQcJh8c2c AcQcJs8c2c 
QcJh5d4s4c Tc9s9d5s2d KcTc6s6c5h AcQhTh8h3h 
7h6s6h3s3h Ad9d7h3c2c KhJd5s5h4c JsJh8d5d5c 
KsKh7d4c3d KhQsTh4h3d JdTd9d7d5c QdJhTs8d3d 
9c8h7c6h2h Jd7h6s6d4h JdTsTd6h3c KhQd9s8d5c 
JhJc8s4s3c JdTh9d5c3d 8h7d6h6d3c Td9c8h6s6d 
Ks9s7c5d2d KsTs7s7h6s AdJd8d7s2c Ac8d7s6h5h 
AsJs8s7c2h Ks9c7s4h3h KsQcJh9h2d Qs9h6h4s4c 
AsKh8s4d2c QcJh8s6s5s JdTsTc4c3h Ad8s5c4h3d 
Th7h7d5d4h KhQsQhQdJd Ad8h5s4c3d 9h8s8c6d5s 
QdJhTs8c3h KdQhJc7c4s KhTh7d4d2s KcJd4s4c2d 
KhQd9c6c5s Jc9d8c7h3h QsTs9s9d6s QhJs7s4h3s 
KhKc9s8s2s Kc9h7c6s4d 7d6h6c4c3h AcTh6c3d2d 
AhQsQc7s2d QsJdTd9d2d Ks9h9d5h5d AdJsJd5d3d 
JsTh6s6c5d QdQc8s8h4h KdTc9s7c4h Jd8h7c6c5s 
Kc9s5s5h3c Ah7h6h5s3d KhQd6h5h3c KhJdTc8d2s 
QhJc8h6d2d 9c6h6d5c4h KhTs9c6s5s QdJdTd6d6c 
QdJh7s6h5h 9s9d8c5d3c As5s4c3c2c Ad6c5h4s2d 
QsJc6d6c5h Jh7d5h4s3d AhJs8c5s5d Js8s5h5c4c 
AdQs7d5d4d JdTh9s5s3c QcJhJc6s3c Kd7h6s5d2h 
Td7d7c6c3h QsTc9d8s4s JhTh9s3s2h AsJdTh4h3h 
Kc8d8c7h5s 9h6d6c5d4h AhJd9s9d5d JcTs7h7d5c 
KcJh9d4h3d JdTs8d3c2s Td9h7s7c6h Qc9c8d7d3h 
AcJsJc7h2c 8s7h7d5h3d KsQdTc6h2s Jc9d7s7c4s 
Ac5h3h3d2c Js8s5h5d4h KdQsTh6c2d AhTd8s5c4d 
AdKc3h3d2s JhTd7s7h4c Kh9c7d5c4d KdTc9c6c5h 
Kd9s7h6d2h Th9c8c7d5s KhKdJh3h2h QsTc7c6c5d 
KcQdJs9s2h As9h7c3s3d AcQhTh4s3h Td9h7h7d3d 
AhQd9c6s5c AdJd7d4h4c Ks9s8c7h5s KcJd9s5s2d 
AsJcTh5d2c KdTc9h6s5h QdTh8h7h5c QhTh9c6h3d 
KcTd9h4c3s Kc6d5d3s3c 9s6h6c5c4s Jd8c6h5h3d 
KdThTc8s2d QhJd6s5d2s QhJd5s4h4c QsTd8c7h5h 
9c8d8c2s2d Ad7s5d3h3c QhJs5d4h4c AdThTd9d2d 
AsKs8c5s2d AhTh9d4s4h QcTs9s5d4h Th8h7s7h4s 
AsJh8h7c4h AcJhTs5h2d Ks7h6c5s2h Kh9h8d7h6h 
9d8h7s7d6c QsQc7d6h3s AsKc5h5c3c AcJh5s4d2c 
9c7h7c5h3h Th9h7s4s3d AhQsTd6c3d KdQh5d3c2c 
7h6s6d4s3d AhAdAc9d3d Jd9s7c6h5h Ks6h5s3h3d 
9h7d6s4d3h AhTs8c4s3c QhThTc9h2d AhJh7s4h4c 
AcTc5s4s2c AdTd7s6d3c Jc8h8c5s3s KsQc7d5s4s 
Kd8s7d5c2s ThTc9d7s5d 8d6h5c4h3d JsTh8c6d4d 
QcJh8h7h7d Kh6s5h5c2c JcTd9s6c4c Tc8s7d6h5h 
QcJcTh8c2d JhTc6h5h4s Qs9d7c6c4d AdKcJs7s3s 
8d7h6s5s4s Ks8h8c6h3s QsJsJh7c4s 8s8h5s4d2h 
KcQcTsTh2c Ad8h5c4s3d KsKd9h8h2h AdTd8d4c3s 
KsJh9s7s5s KcQh6s6d4c AhQd3h2h2d KcJs5d4s2d 
JcTd8h6h4h JsJdTc7c3c AdJh9s3s3h AcTs8d5c3c 
JsJdTs7c3s AhKc9s3h3d Qd7h6d5c4s AhKh6s6h3d 
9s9c5s4h3c Ks6d5s3h3d 9h9d8s2h2d AhTc8d5s4c 
AhJh5s3d3c QdQc8h8d2s KhTs9d6c2h AsJs5h5d3c 
QsJsTs7c2c AcJh9s6h5d KhJs9d4s3d KhJd9c4d3c 
Ah8h8c6h4d JdTc9h6s4h 9d8h8c6s5h Ah9c7h4c2c 
QcJc6c4s3s Js9s8h7s7d TsTc6d4s3d KcQs6c5c3h 
Kc9c8h6c5d AcQcTc3s2d 6h6c5s5h4d QsJh4d2s2h 
Jc8c6h5h3d AdTh4h3d2h KcTd7d4s3s JhJcTc7d3c 
KsQsQc8d2h TsTc8d6d4h Jc9d5s4d3c AhKc9s6h3h 
AhAdAc9c3c QcTc8h5c4s 9s8h7s7d4d AsJh7h7d6c 
KcQc8c7c6d Jh9c8d7s5c AsJh9s6s4c AcTc9s4h4c 
AdTd9h4s4d QhTh8s4s3h AcTd6s5s3d JdTh9d6d3c 
Qs9h6c5s4d Jc9d9c8d4d Tc9d5d5c4s As7s6h5h2s 
AdJs7c6s3c Tc9d9c4d2h Ts9h7s4s4h AdQcTh7c3c 
Jc9c7h6h3c Ts9h7s6h2c QcJd5s4h4c 9d8s7d6s2c 
AdJs9c5c2s KdJh6s4s2d AcKc6s5c2h Js9s7h6s5d 
KdQhJs3d2c Kc8h6s6h5s QsQh8d8c4c KhTsTd9c2d 
Js7s7c5d3c 8s8d6s4h3h QcTd9h7h5h QcTc8c7d4h 
As9s8s8d4c QsQc6d6c2h TsTc6c4c3s QdTh7h6h5c 
Ts8s7d5c3d QsJc7d5c2s KsQhQc9s2s Ah8h7s7d4h 
KsKcJd8h2h Td9s9d5c2s JcTs8c3h2s AsQs5s5c3h 
Jd9h9d4c3h JdJcTc7s3c KdJh5d5c4s QcJcTh8d3c 
AsTs8s4d3c Th8d6d5h3d Td9d8h5h2s AdKs5s4c3s 
Qh9c6s6h3c AhJd7h3d2d Ks6d5s3d3c QhQcTc6d2c 
QdJh4s2h2d Ts8s8d6h2d KdQc9s6s5h Tc7d6d5d3c 
Jh9s9c6h5d Jd7d7c6s6h QcJd8h6c4c AcJs7s3c2s 
AcTs6c5d2h Ks8s8h6h2h Qc7h6c5c3h QdJh8h5c4h 
AhJh6h5d5c JsTs6c5d2d QhQd7h2h2d QdJs9h4h2d 
QhTsTd9d5d 9c6s6c5h3s QhJs9d5d4c KdQh5d2h2d 
AdTs9c6h5c KhQd9c8d5s 8h8d5d4c2h As7h6c2s2c 
AcTs7h6c3c 9c7s6s6c3h Ad8c5s3c2d JsTs7s6h5s 
QdTs8s6c4s AsKcTs3s2h KsThTd8c5h KdQdJdTd6d 
KhQc6s6d4h Jh7c6s6h4c AsQc7s5s4s Ad8d7d5c3h 
8c6c5h4d2d Js9s9d4c3d AdQsTc5c3c Th9s7s6h2c 
KcQdJs5s3s Qc9h9c4s4h KhTsTd9c2s QcTc8h7c3h 
AhQcTd5s2c QsJd9h8c4s Ac9d6h4h2c Ks9h7s4d3d 
KcTh8s6h4d KcThTc8s3d 8h6d5h4c2d Tc9h5h4s3c 
JsTc9h5s3s QhJc4s4h3s AcKs6s5h3s As5s5h4s3h 
Td9c7s6h4c Ts9h5s4h3s Kh7c6s5h2c JhTs9c4s3d 
QcJs7s7h6d Th9s6h5s2d AsJdTd5c2h Ac6h5s5d3c 
8s8h5h3s3h Ah7c6c2h2d QsQh9d5c2h 9h7d5h4d3s 
Tc9d9c8c6h QhQc8d8c2s Js8h8d4s4h QsJs8d5s4h 
9c6s6c3s3d KhJd7s7c6s Qs9c5h4s3c AhQdTd8d3d 
8h7d7c5c3h TsTd8h7c4s Ts9h8h8d3d QhThTc4h4d 
KdQh8s8d5c AhKs9c8h2h Jh9s8c6c3h 8h8d6s5s5c 
AdTc9h6s5h AcQsJh6h6d AhQdQc7d2s QdJd8h5s4d 
AsKsTc3d2s AhKhTc3d2h AcJh5s4h3s AcTs8s6h2h 
QsTsTd9s2c QcTh6d6c2h TsTh9d3s2h QhQc6d4s3h 
KdQs4d3d2s Jc9h9d4d3c JsTs7d5s4s JdTc6s5s4h 
AhQc6c5d3s AhTsTd9s3s AdTh9s8c3h JsTc9s6s3d 
Kd6c5c3h3d 7c6d6c5d3c Ts9h7h7d6h AcKc8d5c2h 
AhKs8h4d2c KdTsTc9h2c Th9c5c4s3h Ac9s6h5s5h 
8c6h6d5d3c JsJh7d5h4h KsTs6s6h3h JsJd8s5s4c 
Tc9c7s4s3h KsJd8s8c2c QhJs6s5d4s AdKhJs8h2h 
AdJs8s8c6s Jd9h8d6d5c As9d8h7d7c KcJdTh5c2c 
QcJh8c5d4c AsJdJc9h4h KcTs9c6h6c KdTh8h8d3d 
QsQh8h8c3d Kh9d6h4c3d QsTc7c6c5h QsJsTc8s2h 
Kd8c6s6c5s AcTc6d5d2c 8d8c6h5s5h AsKcJh7d3d 
QsThTc9s4s 9s7c5s4c3d AdJdTd5c2d KcTd8s8d6d 
Qc9s8c7h3s QhJhTs5h5c Tc8c5h5d4h KhQhJc6h6d 
QsTc9s9h2d Kd9d8d6h5c QsJc6d5c2d Kh8s8h7c5d 
AhKd6s4h3h TdTc9c4h2h QsTd6s4d2d Jh9d8h7c3c 
QcJcTc7c4h Kh8h8c6c2d Kc8c7d5d3d As7s6s5h3c 
Ac8c7c5s3h Kh9c8c7c3h AdTs9h4d3d Tc7c6s4s3d 
Ac9c7h3h2s KsQs9c6h3d AdKdTd5d5c KhTd9c7d4s 
QsTd9d6h4d JdTs6c5c4h Jc9c6d5d3c JsJd5s4d2s 
Qh9h9c7c4h KhJhTh4h3s Qh9h7c5h3c QhTh9h7h6h 
Kc9d7h4h4c Th9c7h7c3h AsTd7s6h2c Ac8h4h4c2d 
QsQdTc5c3c AdTs9c8h3s AsTc6c2s2c QdJh6h5s4h 
8h6s5s4h3c KcQd9s9h5c 9h8s7h5s3s KdTd9h5s4d 
AsKh4c3h3d AdQc9s5c4h KhJs9c8c6c 9c8h8d6s5d 
Tc7s7c6h6c QhQcTd7s2h KdTh8c7h5s KhQc5s3h2s 
Ah7s6c2s2h QsQh6h6c2d Kc9s7h4h4c KcTc6d6c5h 
KdTd9c6d5d QdTc9c6s4c JsTh9s6s3c AcJsTs5h2d 
AsJdTh5d2c Tc8h8d6s5d Kd9h5s5h3d AhKsTs7c2s 
JhJdTh7s3h QsJs8s7h5c QdTs6h6d2s Jd9s8h8c7s 
KdJsJc6c4c AdKsQc9h4h AhJc8d5s5c Jd8d5h4h3c 
AhJc5s4c3s Jc7h5c4d3h AsKdJc7c3c Kc8h6h6d5d 
QdTs7d4d3s AhJh6h4s3s KhKdQh6h2h AcJsTh5s2d 
