8d8c4h3h2s 
AcQh7s3h2h Jd5c4s4d2d AdQh6c3s2s Qd6h4d3d2c 
Td5h5c4d2s AcTs4d2h2d Jh7h4h3d3c KcQh8d3c2c 
Qh8c7d4s2c 6h5s3d3c2s Js5s5d4s3s Ah9d5s3c2d 
KsJh6c3c2d Ts5s4h4c2d QcTd4d3d2d Qh8c5d3s2c 
Jh7s6d4c2s Qc9h5h2s2h Jh5d4s2s2c Js7d4h3h2d 
Ad8c6h6d6c Tc6h5h2h2d Js9s3h3d2c Kh9d6c4d2d 
Kc9d8d4h2d 8d6h3d3c2s 9s6c4h3d2d Qc8c4s4c3d 
KcJd6s3h2h Jh9d4h3s2h Qc9d6s3h2d Qc9h5h2h2d 
KcQd8c3s3c Kc9h6d2s2h Td4h3h3c2c Ac8c7c4c2c 
Jd7s6h6c2s 8h7c5h3h2h Ah8s5d3s2c Jh9d6d3d2c 
8s7s7d3c2s Ks9h7c3s2s QcTs7s3s2h Kd8c5s5h2c 
Kd8h4h3c2c 7h5s5d3s2s Kh6c4s4c2c KsKhKc6h5h 
Qc9s9d4h2h Ac9h4s3s3d QsJd7c2h2d 7d5s3h2s2c 
9s6h4c2h2d KsJc7h3c2d As5c4h3c2c Kd8d6d3s2c 
9d6d4d3d3c Js8c5d3d2h Ad8c4c3s3c Qs8s6s3d2h 
Qd9h5s2h2c AcTh6h3h2s Td5s5h4d2c Ac7c6h3c2c 
Jh7h6c5h2h 9h8s4c3h2d Kc9d8h4d2s Qh5d4s3d2c 
Jh9c6s3s2d 9d7s7c3h2h Qh7c3d3c2h Ks7s6c3s2d 
Qs6h5d3c2c 9s9h7c3c2c Ks6d5d2h2d Qd6c5c3c2s 
7s4d3d2s2d 9h5s4d3c2d Tc6d5s3c2c Kh8h4d3s3h 
QcJc8d3c2c Qc8c5c3s2d Kc9h4s4d3d Qh8c7s4d2c 
Th8d5c3s2s 9h8h4c2h2d Kc9d8s4d3d AsQd6h3c2c 
Ad7s6s2h2c 9d8d4s2h2c Ah9d6s4s2c Td8c5s3h2h 
Ad9s4d3h2d Qc7d5c2s2h Jd8s5c3h2c Ah9h6h2h2c 
8s7h6c3h2d Ts8h5d3c2d KhJc8c2d2c AdTh8s8d8c 
9c8h4s4d2s Ts6d5s2s2c Kh7c6s6d2s Qc8c7s3h3c 
5c4h3s2d2c AcJd7s3s2s Kh7d6s4c2c 9c5d4s4h2c 
Js6h5c2d2c 9h5s4h2h2d TsTh6s6h6d 9c7h7c4c2c 
Js8d5h3c2h 8h7h5s3h2h QdJh7h7c2h KcJc6c3c2d 
Ts4c3h3c2s AsTd4d3h2d 9d5h4d2d2c Qs9h6d2h2c 
7s5s4s2s2c Jh9s7d4d2d 8h6c4s3s2s 8c7d6h3s2s 
AsTd6h3h2c Qs9s7s3c2d As6c4h4d2c KdJhJdJc3h 
Qh3s3h2h2d Jc9c6c2h2d Kh9c8s4c2d Qs9d7h3s2c 
AsJh7d3d2c 9c5s4s4d2h Kh7d6h3c2h KcTs7d3d2d 
Ad8d3h2d2c 8s4c3s3c2s Tc7s6c3h2d KsKhKcJd6s 
7s5d5c3c2c 8h4d4c3c2d Ac8c3s2h2c Td8d5d4d2d 
Jc7d4s3h3d Td6s5d3d2c Jh8c6d3s2h Js9h7d3c2h 
Jc6c5h2d2c Jd5s5h4c2h Qc9h8d3s2d 9d9c4h3s2d 
Ad5c4s3c2c Kc5s5h3s2d Kc8s5s5d2s Jh7h3s2s2d 
9d5s5h4c2c QhTs4h3h2h Ks6d4d3c2h 9h6d4s3c2s 
Tc6c4c3s3c Jc9d4d3h2s Qh9s6d2d2c Jh5c4d4c3c 
Kh9c5s4d2c Qc6h4h4d3h Ad8c4s3s3h Qh8h6h3s3h 
Ts6d5d2d2c Tc6c4c3d3c Qc7h5h4h2d Kc9s5s4s2h 
Jc8s8d3h2c Jh7d7c4d2s 9h4s3h3c2c Tc4d4c2h2c 
Qc8h8d4s2h 8s7c5s3s2s Js7s6d4s2h 9s6h4d4c2d 
9d4h4c3h2c 5s4h3s3d2c 7s7c4d3c2c KsJd6s3s2s 
KdTd7d3d2h Kd6h3d2s2c Ks9s4c2h2d KsTh7s3s2s 
9d5s4d4c2h Ts7c5h5c2c Qs9h6c3d2d 7d6s4s3h2s 
9c5s4h3d2h Ac7s5s3h2s Qh4s4h3d2c 9h5h5d3h2s 
Qs9h9c3s2s Th5d5c4s2c Ah9h6h4h3h JsJd6h3c2h 
Js6s6d4s2h AcTh6s3s2d Jc9c4h4d2c 9d8h7h3s2h 
Ac5c3h3c2c Qs9h6c3d2c Kc9s8d3h3d 9h7h5s3h2h 
Tc5d5c4h2c JsJhJc9h6s 8s7h7d3c2c Kc5h4h3d2h 
9d5h4d3c2s Td6d5d3c2h Kh9d9c4s2d Td8c6s3h2s 
8h8c7d3s2d Jh7s4h4c2d KcJh3s2s2d QhJh6h2h2d 
5c4s4d3h2d 8h4d3d2h2c Qh8c4h3h3d Kd8d5d3s3d 
Ac5s4d3s2s QhTd7d2s2c Ks6c3h3d2s 5c4h3d2s2d 
AdTh6s3h2h Ac5d4s3s2s AcTh8s8d8c 9h5s4h3d2c 
8d5d5c3h2d 8h4s3s2h2c Qd9c8s4s2s As7c4h4c2d 
Td6h4c3s2d JhJd6s3c2s Qs6c4c3h3d Kd8s6s3h3c 
Jc7s7d4h2d Ah9c7s4d2s Jh8h4h4d2s Qc7s5d4d2d 
KhQs8h3h3c Qd8h8c4s2c 8h7s5s3s2c Qh7h4s4h3d 
Qc8s7h4d3d Tc7d4s2h2c Qd8d4s3d3c As6d4h4c2h 
Kd5d3s3h2d 8h6d6c3h2h AsJd4h3h2c Qs7s4d4c3s 
Qc7c3s3h2s Qc7d3d2s2c AhQc6c3c2c 9s6c4s3d2h 
Kc5s4d2s2h KcQc8c3s3d 8d5s5c3d2h Kd6s4s4h2s 
As9h9c4c2d Tc7c5h3s2d Qc7s7h4c2d 9s6c4c3d2h 
Js6c3d3c2d Jc7d7c4h2c Qd5h4h4c2s QhJh8d3h2h 
Ad5c4s3s2s Jd6s5c2s2h Qh6d4h3s2h Ts8h4d3c2h 
8s7d5s3s2s 4s4c3s3d2s Qs9c3s3h2d 9d5s4h3d2c 
Qh8h3s3h2s Td5h4d3s3d Ad8s6s6h6d Ah9c5s4c2c 
Tc4h3h2d2c Td8h7c3s2d Ac9d6s4s2h Kd9d8d4d2h 
Qs6s6d2s2h Jh6s5d3c2s Th4s4c3s2c 8d7s6h3h2c 
Js6s6d4c2s Js7d6h4c2h Js9h4s2s2c AdJs7h3c2h 
Ks8h7d3s2c Ts6h5h3c2d Qh9c7h2s2d Td6c5h3d2d 
7s6h6c3h2h Qs7s6h2d2c KsKhKd7h5c 9h5c4h4d2h 
9h8d3d3c2s Qd9h6h3c2h Ah9d7s4c2d Jh7s4s3d2d 
Jc6c3h2h2c Tc7h4d2s2c Tc5d4c3s3c Js7h6d4s2s 
7h6c4d3d2d 9d6s4d3h2c AhJs7c3d2d Td6c4s4d2d 
Qh7c5d5c2s Th9d4h3h2h Ac9d7s4h2d Ts7h4s4d2s 
Jh5h4d3h2c Js6c4c3h3d Kc8d7s4d2d AhQs2s2h2c 
AcJhJdJc4s Qs9d5h3h2c Th7c5h3d2s 8s7s4c3d2h 
Ad8s6s2s2h Jc9c6c3c2h Jd7c4h3c2h Ts7h6h4h2h 
Jh8d6h3s2c As9c5h3h2d Jd9h4d2s2d Kc9s5d3s2h 
Ac7s5s3s2h JhJdJc9h6c Jd6h6d4s2d AhJs6d6c2c 
Jd8s6d3h2c 9s6h4h3d2c Qh9d8c3c2c Jd6d4h3s3d 
Qd5c4s4h2h Js8h5h3c2d 7s7c3s3d2s Jc6d5s3h2s 
QdTc7c2s2c Jh9c7d2s2d Ac9h3d2h2d Qs9s4s4c2h 
Ks9h9d4c2d Jc8d6h3s2c Ks9d8d4c2d As9h5c4h2h 
8d6d4c3h2d Qh9s8s4s3s Th7c5h4h2h 7h6c4c3d2c 
Qd7c5h4s2c Jh7c4c3d2d Qd8s7c4s3s Ts8d7h3c2d 
Qh7h4c3c2h Ac6s5d3s2h Qd9s7c3d2h As8d5h3h2c 
Qc9c7d4c2s Js6s6c2h2d 6d6c4d3d2d QhJh7h3h3d 
Jd8d6d2s2h Ks5h3s2s2c Td8c6c3c2h Qh9c6d3c2c 
AsTd8s8h8c JsTs7s3s2s Ts8c4c3d2h QdTs7h2h2c 
5d3s3c2h2d AhJsJhJc8h As8s3d2s2c 5s3s3h2s2d 
Js6d5c3h2d Ts8c4h3d2s Ts6d4h3c2s Jc5h4h3s3h 
Jc9c7d3c2h Ts5d5c4c2h Js6d3c2s2d Kc6c3d2s2h 
Tc5h5c4s2c Kh8d5s5c2d Jc7d4s3d2s Th4h4d3h2d 
Jc6s6c4h2c 9d5h4c3s2h Jd9s6s3c2s Js9h7c2d2c 
KhTc4s3c2c 7s5h3c2d2c Kc8c4d3s3c Th7c5h3s2d 
Qc9s8d3d2h AcJd6s6h2h Qh9s6d3s2c As5h5c3c2d 
QhJh6d3h2h Th7s6h2h2d Qc9d5d3s2d Qs6d5h2d2c 
Kd9c6c4c2c KsKhKdJs7s 8s6c4h3d2d Kc9c8c4h2c 
9c8s4s4h2s Qs8h6h3h3d As9d3s2s2c Js8s7s4s2d 
Qs7h5s2d2c Qc8c4s3h3c AsTh5c3d2d Kh9s8d2d2c 
Jd9s4c3s2h 9s5c4h3h2d Kd7s4s4c3s Qc9s5s2h2d 
Ad8c4h3s3h Kd9h5s4s2s Ah7d4s4c2d Qd9s7d2d2c 
Kh6d4s3c2c KdJc7s2h2c Kh7d6c4s2s Td6d5d3s2h 
Jc8d5d3h2d KcJhJdJc4h Kc9s5d3h2s Qs8s7h2d2c 
QsTh7d3h2h Qh8h7s7h2h Qh7s5c4d2d Jh7s5h2h2d 
5s4h3s2d2c TsTh7c3c2d Jc8d6c3h2s Ad9s9h9d6h 
Qc9d5h3s2s Qd3h3d2d2c 8s6c3s3d2h Qh7d6c2s2h 
Qh7h7c4h3h Th9s3s2s2d Th5d3h3d2d Ks8s5s5h2s 
9h8h4c3s3h Qs9d8c3c2c JsTsThTd6h Kd9c5d3d2d 
Ah8d4s4c3d 7s7h3h3c2h Ks9h5c3c2d Js9c7h3d2d 
Qc9c7d3s2h Jc6s3s3h2h AcQd6d3d2d Js6d5c2h2d 
KhKdKcJs3d Th4c3c2s2h 6d5d3d2d2c Jc9h4s4d2d 
Qh6h5h3s2h Js7d5s2s2c QdJsJhJd6s As9h6h4c2d 
Tc6s5c3c2d As9c7h4d2h Jd5s5d4c2d 7h5h3h3c2s 
Qh8d8c4s2c Kc9c5s4c2c 5c4s4h3d2h Js8h4d4c2d 
Jd9c7s3h2h 7s5d3h3c2h Jc5h4d3s3d Qd6s6h4h2c 
AcTd6h2s2h 8d6s3d3c2h JhJd3s3h3d Ah5d4c3c2c 
Qc8s8d4s3s AhQs6d3c2c Jc6d5h3s2h Qs7c6d2s2h 
Kc8d4s3c2h Jc5c4d3c2s JsJc6d3h2h Qh8d6h3s2h 
TsTc7h3h2h Ks7s3s3h2h Ad8s3h3d2d Qs9h7d4s2s 
Ac7d5d3d2s KdJsJhJd4h 8c5h4s3d2d AcJs7h3d2d 
9s7h7c3d2s 6s5s3h3c2s Kd8s7c4h2h QcJh6c3c2c 
Kc5s5d3d2h 8s7d5d3d2h 8c5d4d3d2s KsJs3s2s2h 
8h7d6d3s2d Js8s6c3h2d Qs9c6d3c2c KsKhKdQh4c 
AdJs7s3s2c Qh9h7c3s2d KcQc8d2h2c KdTd7d3d2c 
Kd9h8s4c2h 7h5s5d3d2d Ts6s5c3s2d Qd7s7c4d2h 
Kh9d7s4c2d Qd3s3h2h2c Qc5h3s2d2c Tc8d7h3s2s 
JhThTdTc2d 9d8c7c3c2s Th7d6c2s2d AcTd6d2s2d 
Kc9h5s4d2h Qd5c4d2h2d Kd7s4s4h3s Th7s5h3c2h 
Kc9h6s4h2h Qc7h6d2s2c AsJd9s9h9c KsKdKcJh4d 
Kc7c6h2s2c Qd6h4c3s3h 9s7h7c3d2d 7s6c4c3c2h 
Qc6d5s3d2h KdQs8d3h3d Ts6h5h3d2h Qd6h5c3c2s 
Qh6c4h2s2d Tc6h4c2s2d KhQh8d2h2c Kh8c7s4d2c 
Qs5d4d3c2h Qd9h9c3h2s Jh8h6h2s2d KsTc7c3h2c 
KdJh6c3s2s 8c6c4s3c2d AdJh3c2s2c Jd8d4h4d2s 
Qd9d4h4d2c AcQh6h6d6c Tc6h4s4c2c 8s8h4c3d2d 
8c7s7c3c2h Ks9s3h3d2c Js5d5c4d2d Qs8d8c3h2s 
KdQd8d3s3h Qs8h6s3c2s Th9d3s3d2d 9c5h4s4c2c 
4h4d3h3c2h AdTs6s3h2s Tc4h4d2s2c KhTs3s3c2s 
Qd8d4h2s2c Tc5d4c3h3c Ac9h7d4s2h KhJd3s3c2s 
Jd9d7h3c2d JsJhJc9c6h Jd9c6s2h2c Jh9d8d3d2d 
Qd8d6h3d2c Qs6h5d3d2c QsTc4s3s2s Ks8d4s4c2s 
8h7d6c3c2s Tc6s3c2s2c Jh6h4s3h3c Kd9s9d3h2d 
7d4d3h2h2d 7h5h4h2h2c Jc7d6s4h2h QhJh6h2s2h 
AhQs6c3c2d Jc7d4s4c2h KhQs6d2d2c Ts7d6h3s2c 
QhTd7c3s2c Ts7c6d2h2c 8s8h3c2d2c Qs8c5h3d2c 
Tc7h4s4c2c Kd8d4h3d3c Kh9h5h4h2d Jd9d4h3c2d 
4h4c3s3c2c Qd6s5h2s2c 6h4h4c3d2s Td6s3d2s2d 
Qd7c5c4c2s Ah7d4s4d2c 8c7s5h3h2h Kh8c5s5c2c 
Jc9h7s2s2d Kd9s7d3c2d Qs5c4h3c2d 5h4c3d2s2h 
Ah7c5c3c2s Kh8c6d3s3d QsQh7c3c2c Ts5s4s4c2d 
Th8c6s3d2s 9c5s5d4h2c 9d5s5c4h2d Jc9s7d3d2h 
KcTc7c3c2d AcQs6h2h2d Qd7d6s4h2d Jd9c7s3h2c 
Kh9c5d3s2c Jd6c3d3c2c 7d5s3h3d2c Kd9d6d3c2d 
Td8h7s3c2d 9d6s6d3d2d 5c3s3h2d2c Tc6h4s4d2c 
Jh6c5s3d2s Jd6s6h4d2d AhJc6d3s2c Jh8c4h2s2h 
Kh8d4h3h3c Kh8c4h3s3h KdJc6s3h2h Ts8h4s3c2d 
Th5c4d3s3d Qc6h5s2h2d Jc5h4h3s2d ThTc4s3c2c 
Th4c3d3c2d QsQd7s7h7c Qc8c5c3h2s Qc6h4c3d2c 
Qc5h4h3s2d Th9d3c2s2c TdTc4d3d2h Jd5s4c3h3c 
Ad6s5s3s2h Tc5s5c4c2d 9c8s4d2h2c AdTc6s2s2h 
Ad9h7c4s2s Kd6h4s4c2s Td9s3s3h2s Qd9s9h3h2c 
Kh5s4c2s2d Qc9d6h3h2s 8c7s6h3s2d 8d4h4c3h2c 
Kd9c6s4s2s Jd7d5d2s2h KhKdKcJs6c AsJh4h3h2h 
KhJc3s2s2d Kc8h8d4d3d Tc8h5h3d2h Qc6h5s3h2h 
KhJs6d3c2d Jh8h7h4h3h Th6c4h3s2d KhJhJdJc3c 
Qd9h8c3s2s 5s4d4c3d2h Qc6h4h3h3d 8s5d4h3c2c 
Jd6d5h4d2d Th8c7s3d2c Js7h7c4d2c Qd6c5s3s2s 
7d4c3c2d2c 8h5s4d3d2d Qc8s8h4s3s Kh9h4d2s2c 
Qd6h5c3h2h Jc9h6d2s2d Qs7c5h4h2h 5c4d3s2h2c 
9d7c4h2s2d Ts8h6c3h2h Kh9s5c3s2d 5d4s3h3d2c 
QsJh7d4d2d Th6d4h3c2s 7s5d3h3c2c Qd7h7c3h2c 
Kh9d5h4h2h As9h9c4h2h AhTc6c2d2c 9h5d4h3c2s 
8d7d7c3s2d Kh9h4c2s2d Tc9s8s8h8c 9s5h4h3h3c 
Jh9h6c2s2h 8h7d6c3s2s KsKdKcJh5s Jc9h6d3c2c 
Ad9h3d2d2c Qh8d7h3h3c Qs8c7d4h2c Qd8s7h4s3s 
Js6d5h3s2s Ah7d6d4c2d Tc6h5s2s2d Ks9c5h5d2h 
AsTd6d3h2d Jc5d4d3s2h Qh9d5s3s2c Qh8d8c3s2h 
Kd4s4d3c2d Tc7s7d3h2c Jd4c3s2s2c 9s4d3s3c2c 
6s5h3h3c2h Qc9c7s2h2d 9h6c4s3d2d Js9s4d3h2s 
Jc9d7h2s2h Kc9h5c3c2c Jd5c4h3s3h Td8c7s3h2d 
Ah7h6d3h2h Jh9d6d3d2s Js9s7c3d2s 7d5d3d3c2s 
KcQc6c2h2c Jd7s7c4h2c 8c7h5h3h2d QhQdQc7c5h 
Th5c4s4d3s Js5s4c2h2d Jd9h7c3h2h AhJs6h3h2h 
Qc5d3s3c2h 8h6d6c3c2c Kh7c6c4d2c Ks8s6s4s3s 
Qd8h4h3s2s Kd8c4h4d2d Kh9d8s3s3c Ts6h5h2h2c 
8c6s4s3d2h Kh8h4c2s2d Ah7d5c3s2d 9s7h5s3s2s 
9c4s3h3c2h Qd7c6c5c2c Td8s6h3d2d Qd8s8h4c2h 
Js9c7c3h2c 9c5s5c4h2c Qs8c6h2h2d Tc8h6s3d2s 
Kc7d6s4h2h Kc9c8c4s2c Ac6s4d2h2d TsTh4d3d2c 
As9s7s3h2s Kh7s6c4d2c Tc4s4d3d2s Qh9d5s3c2c 
KcTs4h3s2s QcTs7s3s2d Kh9s7d4s2c KsKdKcJh2s 
Td6s4s4c2s KsJd8d3d2h Tc7h6s2s2d 8c6c4d3s2c 
Qh5s5c4s2s Jd9h7s3c2c Td6c4s4h2d KhKdKcQh2s 
Kh8s4s3d2d TsTd7c3h2h Ks7c6h6d2c 8c7h5s3h2h 
Qd7s7c6h2c Qd5s4c3h2s KsKhKdQs3c JhJdJc9s8h 
Qh8c3h2h2c Qs5h4d3h2c 9d7h4s2d2c QdJd7d3c2h 
Kc9h8h4s3h KcQs8c3d3c KhJh8h3h3d AcTs6h3h2d 
KsQs8s3h3d AcJh6s6d2d Kh9s8s4s3d As9d7c4c2c 
Kh9s6c4c2c KsKdKc6h4c Td8s5h3h2h KhTc7c3s2c 
Tc8d4d3h2s Tc7h4d4c2c Qs9d6h2d2c Th6d5c2s2c 
Qs5d4d3h3d QdJsJdJc9h QsJs7s3d2h Qh9h9c4h2h 
Ac8h3d2h2d 9d9c4s3s2h Jc8s5s3d2h 9c5s4d3s2h 
AsJc4h3d2h Jh9c3s2h2d 9d8h4s2h2c Jc5h4d3d2s 
Qh9c8c3c2d Jd9c7h3s2h As8h4d4c3h 9s5c4d4c2h 
QhJh7h3c2d Jd6d5c3d2s KhKdKcJs4h Th6h4h4d3h 
Jd9s4d2h2d Jd6d4h3d3c Ad5s5d5c3c Js8h3d2h2d 
Ac8h4s4d3h Qc8c5d3c2s 5d4d3c2s2h Jh5s5c4c2c 
Ah8d5s3c2d Td7h6d2d2c Jc7h6c4c2d Ts6d4h4c2s 
Jd5d4d3c2s Qh7h5h4s2h Ks9h4h4c3d Ah8d4s3s3c 
8s7s4d3h2c Tc7c5c2h2d 9c5h4d3d2s KdJd6h3d2d 
Ts4h3h3d2s Th7s5s4s2s Qc8c4d3h3c 5h4d3s3d2c 
KhKdKcJs5h Qs9d7h4s2s Jd6d4d3h3c Ts4s4d2s2h 
Jh5h5c4h2h AhJc6s6d2s 7s7h7d6d6c KdJc4h3h2h 
Ks9s5s3s2d Kd9s5c3c2h 7s7d4h3c2h Tc8h6h3h2d 
7d5s3s3h2c 7c5h5d3h2h Kd9d6d3h2d Qh9d5d2d2c 
As9c7d4h2h Ts5s5d4s2h KsKhKcJd2h 7c6s4s3s2h 
Th6c5d3s2d Ts7s5d3h2c Qh8h4d3h3c 9h8s4h4c2h 
8s5h4c3c2c Kd9c8h2s2h Ts5d4h3d3c Qh5c4s4d2s 
Td6s3c2s2c Kc8s8h3d2c QhJsJhJd6d Tc8c7s3d2c 
Th9s3h3d2h Kh7s5d5c2d AhJd7c3s2c Jh4c3s2s2c 
Kd7d3s2s2d Th6c4d4c2s Kd8c7h4s2c Jh8d5s3c2s 
Ts5c4h4c3c QdJsJdJc4s Jh7d4s4h2c 8d5s5d3c2d 
Jc6s3s3c2s Ks8s7h4s2s Ks8c7d4h2c 7c6s4s3s2d 
Jd8d7d4d3d 8h6h4d3h2s Ks8h6d3d3c 8c6d4h3h2h 
KsKhKcQs2d Ad9s7c3s2h Th7d4s2h2c Kc9s6s4s2s 
KsJs8s4s3s Jh6c3d3c2d Ks6d4d4c2d QcJc7c3h3c 
9d6h4s4c2h Qd6c5h3c2c Ks6h4h4c2d Jh9h4s2h2c 
8d7d4d2s2h Kc6h4h3h3d 7s7h7c6s6d AcJh7s3d2d 
Td9c4c3c2c Kd8d5h3d2s Qh9s5d3c2d Qd9s6c2s2h 
Js6s6h4s2c Ks7h4s2d2c 9s8s7c3h2s Kd8s5h3d2d 
Ts6s5h2s2d Ts8c6h3c2c Qc8c6c3d2h Tc6c4d3h2s 
Qh7s7d6d2d 9d6s4d2d2c Qs3d3c2h2d Kd8d6d3s2h 
Jd5c4c3h3c Qs9h6c3h2h Jd8s4h4c2s Qh9d6s3s2c 
Jh8d4h2s2h Jh5s4c3d2h Qh6s3d2s2d Qc6s6h4h2d 
Qd5s3d3c2h QsJs7s5s2s Jc9d3s3h2c 8h5s5h3d2h 
Qc9h6s3h2d Ks9c8c4c3h Js9s3c2h2d 9d5h5c3s2h 
As9c3s2s2h 9s8c6s3s2s Qs9d8c3h2c Qc7c6d3h2s 
Qc9c7s2d2c Qc9c7c3s2h Jc8s3h2s2h KcJh6d3s2d 
Qd6h4s4h3h Jc9h6s2h2d KsTc4h3d2h 7h5c3s2s2d 
QsJh7c3d2h Kd8c7c4h2s Qh5s4s3d2c Jh7h5s3h2d 
Jh8s4d4c3s Kh8d8c4c3s Jh7d6h4c2h 9c5s5c3d2h 
8d7h6h3h2c Kc9d8h4s2h Jh8d5c3s2d 9c5s4d3c2h 
KcQs6c3c2c Kd8h8c3s2d Ts9s4s2s2c Jd7h6s4c2c 
KcQd7d3d2h 6c3s3c2h2d Jc7s7h2d2c Kd7d6h4d2d 
KcQc8d3c2s As8h3s2s2c Qs8h5c2h2d Tc7c6d6c2c 
Jd5c4d3d2h Tc7d6h2s2h 7c5s5d3c2c Js6c5d2h2d 
KcJd8d3d2s QsJh7c2h2d Js9c6c3c2d Tc7s6c3d2h 
9d8c6c3c2c Jd9h7s3h2h 8c6h6d3c2c Kh7d6s6c2s 
Ac9h5s3s2d Js7c6s4h2s Jd9d6h2d2c QhTs3c2d2c 
Td6s5h3s2s Tc6s4s4d2h Qd9d6d3d2c Th7s6d3h2c 
Jd9h6h2h2c Qh8h4s4d3h QhQdQc7h5d Qd7h5h5c2s 
Qh9h8h3h2c 8d6s4s3c2s Ts8h4h3c2d 7c5d3h2s2d 
Js5d4h4c2s QdQc7h3h2h Kh9s4s4c3d Kc7d6h4s2s 
8d7s6s3h2s Kc9c5h5c2c KdQd8s8d2d Td7s5d3h2c 
Kh7h7c2s2h Qs8s7s4s3c 9c5s5h4c2d Tc7c5s2d2c 
Ac5s5d3s2s 8c7h6s3h2h Ks9h4d4c3c Qs6h4s2d2c 
Kh8s7d4d2c Js9d7d4d2h 6d4s4d3c2h Jh7s7c6s2s 
Ts4d3h3d2h 6s6h4s3s2s Ah9s7d4c2c 8c7h7d3s2s 
KdJs6d3d2d 7d6s6d3d2d 9c5c4s4c3c Qd9c4s3s3h 
Qh9c5d3d2s Ts5s3d2s2d Kd8c6d3d2h Jc8h4c2d2c 
Jh4d4c3c2d AhQd7c3c2s Kc8d7d4h2s Td7s3s2s2d 
Js9c7h3c2c Qh7s7c6s2s Qc8d4s3d2s 8c5h4d3c2c 
9c8s7s3d2s KhJs6h3h2h Kh9s3h3c2d Jh9c6c4c2c 
Tc7s5d3d2h Qd5h3d3c2s Ks6d4d4c2h Qc6c4h4c2s 
Tc7d5h3h2s 8h5d5c3s2h KsJd4c3c2c As8h5d3c2h 
Kc8d7d4h2d AsQs4s3s2s QhJc7d4d2d Qs7h4h3d2d 
9c8h4h4d3h QdJh7s3c2h Qc7d4d3h2h Jd9h6h4h2h 
Kc9h5s3s2d 5s4h4c3d2s Th8c4h3s2d Jd8d4s4c3d 
Qd6d4s4h2d AcJd5d3d2d Jh7s6h4h2d Qh9h4h4d2s 
Js5h5d4d2d Kd9d8d3h3d 9d8s4h4c2s Jd8h5c3c2s 
Tc5s5c4h2c Ks9c5h3c2d 9s8c7d3d2h Th8s5h3d2h 
Td5s4d4c2h KcJs6d3d2h Qs9c5c2d2c Jc7c6h4c2d 
Qc9s9d3c2c Qc8h8d4s2d Ah9s5h3h2h Jh5h4h3s2c 
9h6s4d4c2d Jc7c6c4c3c 9s5s5d4c2s 9h8s7c3c2d 
Ac5s4h2h2d Qh7d6c4d2s Qs7d5c4h2c KdTc7c3h2c 
Jd8s4h4c2h Ah6s4c2d2c Jh8d4s4h2h Kh9d5c4c2c 
Kh8h6s3h2d 7d6d4d3c2h Jd5h4d3d2c 8s8d3h3c2h 
JdTsTdTc3c Jd6d4s3d3c Ah5d3d3c2s Qh9s9d3d2c 
7h5s5c3s2s 9h5c4s4h2h 8d7h6h3s2h Qh7s3h3d2d 
KdTsTdTc9d Qd9s9c3d2d Qd8d7d4d3c Ad9d7d3s2d 
Jh9d6c2s2d 9h8d7d3c2d 9h8s4d2h2c KhQh8d3s2h 
Jd5h5c4d2d Qd8s8h3c2d QhQd7c3c2s Kh7h7c2h2d 
Kd7d3h3d2h KhJd7c2s2d AcJh7h3s2h Kh8h8d3c2s 
Qh7c6s6d2c KdJd7d7c2d Kc7d6s4d2d Js5s4s3h2c 
Qc8c5s5c2c Jc8s6h3c2d Qd7h6c4h2s Qc7h5s4d2h 
Th5d5c4s2h QsQhQc7s5c As9h6d4d2c Th9s8s8h8c 
Jd8c7s2s2h 4s4h3h2h2c Jc7c4c3s3d Kc8d4d3h2h 
Qd6d4s4d3d Js5c4d4c3c Ts8s4s3h2c Qs8s4d3s3c 
KdJh3s2s2c Kh7s6d4d2d Jh9d7s4c2c AdJsJdJc4h 
9d4d3s3c2s Jh7h5h2s2c Qh8s8c4c2c Js9s4c3d2s 
Ts6s5s3h2c Qh7s5c4s2d Jd7h4s4c3c TdTc7h3h2s 
Jh7s6d4h2h Ah9d7s4c2c Qs8c6c3h3c Js7h6d4h2c 
KdQs9s3s2s KhQc7c3c2d Qc8c7s7c2c As9h6d4h2h 
Jd7c6h4c2s 9s6h4d2h2c 9s6h4d4c2s Th8h4h3c2s 
9c5s5c4d2c 9d5d4s4c2h QcTs7s2s2h Kd9c8d4d2d 
Tc9h5h3h2h Js9s4c2s2d Jh8c5c3d2s Qh9s3h3d2c 
8s8h3d3c2s KcTd4h3s2h 9c7s5s4s2s Td7h5d3c2s 
Ad9h4s4h3c Jh9d7s3c2c KcTs7s3h2s 9s5c4c3h3c 
KdJs8s3h2s 8s8h3h2h2d Qs9c8h3d2h KhQc8h3s3h 
8c7d6d3s2d Js9c6s4s2s Ac8s4d3s3h Ah7s6c2d2c 
Jd8s3c2s2c KhQh8d3h2c Kc7s4h4d3h Qh9h4s4h2c 
QhJd7d3c2s Tc7s5c3h2c Ts7c6s3d2h Jc8h3s2s2h 
AdTd3h3d2d AdJc7s3h2s Qh8c4s4d2h Td6c3h2h2c 
Ah8c4c3s3d Kh9h4s2d2c Qs9c8c3h2c Th6s5d2d2c 
Jd9c7s4s2s 9c6h4h3s2d 6h5c3s3c2c Jh5d5c4s2c 
Qd9c7s4d2d Kh9d6d4d2d Jd7d6s5d2d 8s7s6s3h2d 
