9d6d3h3c2d 
Ad8s6s3s2h Qc5c3h3c2c Jh6c4d3c2s Jc6d4d3d2s 
8s7h4h3d2h Td8s4d3d2d 9d7c4d3h2d 8h7c3d3c2s 
Qd8h3s3d2c QdJd7d2h2d Qh8d6d3d2c Jh6s4s3s2c 
Ac9c4h4c2c As9c4h4c2d AcQsQhQd3h Ad9s6s6h6d 
7d4s3h3d2d Ah8d6c3s2c 8c7h4d3h2h Qs6s4s2s2c 
Td5c3h2s2d Kd4s3h3c2c Ad6s4h3c2s Ad8s6s3h2s 
Ks7h6h3d2c Td7c4s3d2d QsQd2h2d2c Tc5h4s3h2d 
9h6h3c2h2d Js7h6c2d2c 6d4s3h3d2d Kh8d7d2d2c 
Kd8s4s3h3c Qh7d4h3c2s 9c6h3s3d2s 9c7c4c3s2h 
9h8c4h3d2h Qc8c4d4c2c Kd7c4s4h2s Ah4s3s2d2c 
Kc7c6d3c2c Kc8h4s4d2d 9h6s3s2s2c 8h6d3h2h2c 
7h4s4c3c2d TsThTd8s7c Qs9c4d3h2h AdQsQhQc2h 
Jc6c4s3c2c ThTdTc9d8d 7c6d3d2h2d Ah8h4c3h2h 
Ts7s6h3s2s 9d8s4c3d2d Js6d4h3c2h KsQc6s6h6c 
Js8h6c3d2d QhQdQcTh6s 9h7h3h2s2d QdJc7c3c2s 
Kd7h3d2s2c As8d4h2h2c Js9d4d3d2d 9s7d4h3c2c 
Qd6s4s2s2h AcJsJhJc7c Qd9s7h4c2c Th5s4s2d2c 
Kc7c4c2s2c QsQhQdTd7c KdTsTdTc5s Kd7c4s4c2c 
As7h4d3c2h Kd9d4c3d2d TsThTc9d7h Jh8d3h2s2c 
8c6s3d2s2h Qh9d7d4d2c Kd4h3s3c2c Ac6s3s3h2s 
KhQd7c2s2c Qd8s7s2s2h Qc7h6h3d2s Qd7h5c2s2c 
Ac7d4h3h2s 8s7d4s3c2s Ad7s6c3c2h Kc7s7h3c2c 
QsQc2s2h2d Jd8d7d3d2h Js7d4s3h2s KsQc7d2h2d 
Ts5s4s2s2h Jc6s4s2s2d Kh8c5s3d2c Qc6h3d2s2c 
9s7h4h3h2d JhThTdTc8h Td3s3h2h2c KdQs7h3h2h 
Jc8h7s3h2d Kh7c6c2d2c Jc7c6c3d2h Kh8s4c3s3d 
Qc5d3s3d2h 9s8h7s3s2s AdJs6c3h2c 9s8h4h3d2h 
9h7s4s3d2c Qd5c3d2s2d Ad9c4s4c2c Jd8d7s3d2h 
Ks6s4s2s2c Ks8d4d4c2h Qh5d3s2d2c Th7s4h3c2h 
As8h6h3h2c 7s6s3d3c2s Ts6h4c3c2c TsTdTc9s2c 
Jh8c7s7h7c 8d6c3s3c2c Qs8h4d3s2s 8c3d3c2s2c 
Qh7c5s3s2d Jd8d7d3d2s Qc8s7s4s2s Jc6s6d3c2h 
Ac6h3s3d2d JsJhJc9c2h Jh9h4c3h2h Ks8d7s3s2c 
8h7c4c3d2s Jd8h7s3c2s QdTsThTd5h Qs7h7c4d2d 
KsKhKd7h5h 9c7c4c3h2s Kd7h4c3d2d Ac9s4d3s2h 
As5h3h3d2h Jc5c3h3d2c 7s5s3s2s2h Qc9h4s3d2h 
Td6d5d3s2d 8d5s3s2s2h Ah7s4c3d2d Jc8d7d3s2d 
Ts5d5c3h2d Ac7d6h3s2d 7s7h7c6c5s Ac6s6h6c3h 
8s7c4d3h2c Qh7d6d3c2s Jc7c6h3s2d Tc5s5c3c2c 
Js7d5d3d2c Td8d5s3d2d Qd8d4s3d2c Tc7c4s3c2d 
8s3s3c2s2d Qs7c6h2d2c Ad9s4h4c2h 8d6s3s2s2c 
Qh8s7s2s2c Th7c4h3h2d Qd7d6d3c2s Ah4c3s3h3c 
Qs7h6h2d2c KsKhKd5d3d As6h4c3h2d Th8s7s7h7d 
Qc9c4c3d2c Qs7d5c3c2c Js8d7h3d2c Ks5d3d2h2d 
Js5s3s3c2d Jc7s4d3h2c 7d5d3d2s2d Kd9h9c3s2s 
8c7s3h3d2d Qd7d5d3d2h Tc7c5c3h2c AcJc8s8h8d 
Qd8c4s4c2c Th5s5c3h2h 9c8d7h7d7c KsKdKcQd3d 
QdJh7c3c2s KcQh7s3d2s Th5h4s2d2c Js7d6c2h2c 
Js8s6s3d2s TsTdTc9c7h Ac6h3d2s2h Jd6c4c3c2s 
9c8c4c2s2c Qh7s7d3c2h Kd5c3c2s2h Js7c6d2h2d 
Qc6d4h3d2d Qc8d7h3s3d Kd8c7h7d7c Qs7d6d2h2d 
Js9h3s3d2s Jc6d4h3h2h Td7h6s3s2s Td6d4d3d2c 
9h6c3d3c2c 8c7d3s3h2d Th6h3s3c2d Qd9c7c3s2h 
Ks8s7s4s2s Ac6h6d3h2h Qh9s7s3d2s Kd8h6h3s2h 
Qd8d4h4d2d AhTc4c3c2c 7s6d3d2h2d Ac8h4h3d2s 
Td5h4h2s2c Kd7c4h2s2h Kd9s7s2s2h Kd8d5h3d2d 
Jh7h6h2s2d Ah7s7c3d2d Qc8d4h4d3d 7c4s4h3c2d 
As4s4d4c3c 7s4s3s3h2c Qd9h7h3c2s 9s5h3h3d2h 
Ks8d3h2h2d Jh8s7d3c2c Qs7d7c4h2c Jd7h7c3s2h 
Ah9c5s3s2s 9c7c4c3d2h 9s7d4h3h2c Ks8h5c3h2d 
7d6d3d2d2c Kh8d6s3s2c KdQd7d2d2c Kc9c3d3c2s 
Ac8d4h3s2d Td6s6d3d2d Ad7h4s3h2c Jc8h3d2s2c 
Qh6s4c3d2d Tc7s5s3s2s JhJdJc3d3c Kh7s7c4d2d 
Ah6d4c3d2s As7d6d3c2d Qh6c4d3d2s Jc7h6c3c2s 
TsTdTc9d5s Jd7d6d2h2c 8h7d3s2h2c JsJhJc9h3c 
Td9s7s7h7d AdTsThTd4c 9c6c3d2s2c Qh7h6s3h2c 
9h7c3s2s2d Kd7s4h4c2c Kd7c5c2s2c Jd7c6s3h2s 
KdQs8d3d2d Kh7c3s3d2h Kd8c5d3d2d Qh7h7d3s2h 
Qh9s4d3d2c Js7d4s2h2c Kh8c4d3s3d Ac4h3h2s2d 
8c5c3s2h2d Jc6h6c3c2s Td6c4c3c2s Ad7c4h3s2c 
Kd8c6h3s2s 5c4c3s3d2c Ks8d4c3h3c JhJdJc6c5d 
8h7d4d3c2s Kh8d4s4d2d Ts5s5h3c2s Qh7s4h3c2d 
Qs6c4d3h2h 8c7h4d3s2c Qs8h4c2h2d KsQd8h3c2h 
9h8d3s3c2s JhTc9s9h9d Kc9h9d9c6h Ts7c5s3s2s 
9c8h4s3d2c Js5s4d3s2s Jc7c4d3s2h Ts7d4h3d2c 
Qd7d4d4c2s 8d6c3c2s2c Jc5c4h3c2c Ac4d3s3d2h 
Ac9c4h3c2c Js7c3d2d2c 9s5s3h2s2d Qd5h3s3c2h 
Ah7s4d3s2c 8c5s3d2h2d Jh7s4d4c2d 8h7h4d3h2h 
Qh6s4c2s2d Qh5h3d2s2h Qh7s6s4s2s Kh7c3s3c2s 
Js9s4s2s2h Jc8d6s3s2s 8c7d4h3s2c KcQh8s3s2s 
Qh5h3c2h2d 9d7c4d2s2h 9s7s3s2h2d 8c5c3h2d2c 
Qh8s4s3s3d Td4h4c3s2c Qc4c3s2d2c 8h7c4d3s2d 
Qd7c6s2s2h Ac7d4s3d2d Ad8c6s3c2h Ac9c4c2d2c 
Td4h4d3s2c Td6h6c3s2h Js9h3c2d2c Kc8d4d3h3d 
Td5d5c3h2d Js8c4h3h2d KsQsQhQc2d Ks6d4c3d2d 
Kh8c4h3h2d Td4s4c3d2h Qd9d4s4c2d KsJs7s2s2h 
Jc8h6d3d2s 9c7c4s3h2c Ts7h3s3d2c As5c3c2d2c 
Jh8s6d3d2d As7d6h3h2c Qc9c4c3c2s Kh9s9h9d6s 
Kh8h5h3h2c AcQsQhQc6c 5d4d3h3d2d 7h6h3h2s2c 
Ac9h4c3c2c KcQs7d3d2h Ah8d8c3s2s Jd8d5d3d2d 
Jh5s3c2h2d Qc9h7h2s2h 9c7s4s4d2s KsKhKcTh3h 
Qd9c4c3c2h Jd5c3h3d2d Tc6d6c3s2c KcQs8h3d2d 
7s4h3d3c2d Qc9d7s3s2h 9h8h4h3h2c Jd8d4d2d2c 
Qd7c4s4d2d Qs6h4c2h2d Qs6d4h2d2c Qc7h7d4s2h 
Ah9s6s4s2s Qc5h3s3h2h Qs7d5d3d2c Qc4d3c2s2h 
Qc8c4c2h2d Qd7s7d4d2d 7h6d3d2s2d Ts5h4h3c2h 
KhQc7s2s2d Qh8d7s3h2h Qh7s7d4c2c Ks9d4c3h2d 
Qs7d4s4h2s Jd8c4h3d2d QcJd7d3s2d Kc7s6d3h2s 
Kc8h4c3c2s Js5d5c3h2c 9s5s3c2h2d Jh8c4c3c2d 
Jh6d4d2d2c Qc8h6d3s2s Ac8s7s3s2s Ts7d4d2h2d 
Ks8c3s2h2d Td6d3d3c2h Jh6s3h3d2c Ad5h3s3c2h 
Qc6c3h3c2s 9c7s3h3c2c Qh7c5d3s2c Qs6h4c3d2c 
Jd6h4h4c2h Ad4h3s3h2h Tc8d3s2s2h Tc8s3h2h2d 
KsQhQdQc5s Th6d4d3d2s Ts7s3c2h2d 8c7c3h2s2c 
As8c7h3c2c 9d9c4c3c2c Kd7s6h3c2s 9d7h3s3c2h 
Kd7h5h3h2c 9h8d4s3s2s Jc7h4h4d2h Js9c3s3h2s 
Jc6d4c3s2c 8c6c3h3c2c 9h6d3s2s2c Qc6s4d3h2s 
As7d4h3c2h Kc9h7s3d2s Jc8c4c3d2h Qc7c3s2s2c 
Th5s5c3s2d Kd7h3c2s2d QcJd7s3s2h 8s4h4c3d2c 
As8d6c3d2h Qc9h9d9c6d Ac9d4s4h2s 9h7h3h2h2d 
Td8d3h3c2d Qd9h3s3d2d Jd7h7d3d2s QcJc7c2s2d 
Tc7c4c3s2d 7s7h7c5d5c 6s6d6c5c4d Tc8s3s3d2s 
Kh5c3c2s2c Qh9c7s3c2c Ac5h3h2h2d Ad8h8d8c6s 
KdQh7s3c2s Qc8h6d3d2s KhKdKc5s2d Th8d4h3h2h 
Kc9s8h3s2s Kd6h4h3h2h Qc9s9h9c7h QcJh7s2s2d 
AhTd6d3d2d Jc6d4c3c2s Ts5h3s2d2c Ah6c4s3d2d 
QdTsTdTc5c Ad7s4h3s2s Th7h5h3h2d Qc4d3s2h2d 
Qh7h6c3d2h Qs9c7c2h2d Qd4d3s3d2c Ah9d5d3d2d 
8s8h8c4s4h Qh7c5c3c2s Js5s3s3d2h As8h6h3c2h 
8s8h8c6h6d Qh7h4s4h3h KhQd7c3c2s Qh7c5d3d2s 
Ad7h6c3s2h 9c7d4d3s2h Js6d4h4d2d QdTh7h7d7c 
6s4s3d3c2s Qh8s4h3c2h 9h8c4s3c2c Kh7s4h3h2c 
Qs7d7c4h2h Kc9d7s3s2h 9c8d3s3h2h JsJhJd9s3d 
Kc6c3h2d2c Ad4h3h3c2h Kd7s4c3d2d 8h7c4s3d2s 
AdKs7h7d7c Ad9s4h4c2s Ah9s4c2s2d Kd7c5c3c2h 
Ts8h7c3h2h ThTd5s5h5d Jh3s3h2h2d Ad8s4s4h4d 
Ah6s6d3d2d As8h6c3d2h 9c8h3h2s2h As9s9h9c7d 
Qc9h4s3s2s 9d7d3s3d2h 9c8c3c2s2d Jd6d4s2h2c 
KsKdKcJc3c Qc6c4c3c2s Qd8d7d3c2s Th9h9d9c6c 
Qd6s4s3c2s 6c4c3c2s2h Kc7d6d2h2d 8h4h4c3d2s 
Qh7d5c3c2s 8s7s3d2h2c QsJc7d2h2d JsJhJd8d7c 
8h5c3c2s2c Jd8s6s3c2s 7d6d3d2h2c Qh9s7h4h2h 
Jh8s4s3s2c Th5h5d3h2s Kc8c5d3c2c Qs8c4c2h2c 
Ad7h4h2s2c 8d5s3s2s2c 9d7s4c3d2d Td7c4h3s2c 
Td9s9h9d6s Qs8s4h3c2s Ac4s3s2h2d Qd9h4s2s2c 
Qh8s6s3d2s 7c4c3s3h2d Qc4h4d3s2h 9c8d3d2h2d 
KhJsJhJd7c QcJs7s3h2s Kc9h4h4d2s Ts7d6d3h2d 
9s9d9c8d6s Th8h5c3h2h 9c5h4h3h2h 9s7c4c3h2d 
As8d6h3c2d Kc7d6d2s2d Jc7s6c3d2c KhJc7h7d7c 
9h5c3h2h2d Qs9s7s4d2s As4c3d3c2h QcJs7h3d2d 
Kd9s7s3h2s Qs5c3d3c2c KsJh7d2d2c Qd9h4c3s2s 
Js7h6c3s2d Td5s5h3s2s 7d3d3c2s2h Jc6s4h2s2d 
QsQd4h4d4c 9s7d4d4c2d Kh7s4s4c2s AsJs8h8d8c 
Kd7c6c2s2c Tc5s4h3s2s 9h5h4h2h2d 8c5h3c2d2c 
Ac4d3s2h2d Jd5s4s3s2s Jd4s3h3d2c Kc8h4s3h3d 
8d7c3s2h2c JsJdJcTh7h Jd9c3s3d2d As9d9c3h2h 
As8d4c3d2h 7h4d3d2s2d Js6d6c3h2s 9s9c4s3s2s 
9c6h3d2s2d Tc6h6d3s2s 9c5h3d2s2c AsTc4c3c2c 
Js7h7c3d2s 7h4c3d3c2s AsTd6d3d2d 8h7h6h3c2h 
KdQc7h7d7c JsJc7s7h7d Ad4s3c2h2c KhKdKcQh2h 
Qc9h7h3s2d 7s4h4d3c2s Td8h3h2s2h As9c6h3c2c 
Td5h4c3s2c Qd5d3d2s2h 9d8c7s7d7c Jh6c4c2s2c 
Jc6h4h3h2s Qc7c3d2d2c Ks4h3d3c2c Qs8c4s3s2h 
Td6h4s3h2h AsTh3s3h3c Ts7s5s3d2s KsQh7c3c2d 
Jd8d4h3d2c Ad8s4c3s2h Qd9c4s3s2h Kh8c3s3d2h 
KdJh7s7h7d KsKdKcQc3c 7s4s4h3c2s Th6s6h3d2h 
9c5c3h3d2s 9h5s3s2s2d Qs8h7d3s2s Ad8c5h3s2s 
6s4s4c3s2s Kc7d4h2s2h JsJhJd9h4s KsKdKc4h2c 
Qd7s7c2h2c Th7d4s3d2d 9c6c4c3c2d Ac8s4h3d2s 
7h4s3s2s2c 8c6c3h3c2s Js4s3h2d2c Jd8c4h3s2h 
Qs9d4d3d2h 9h6h4h3h2s KhQd8s8h8d KhKdKc6c3s 
7c5c3c2d2c TsTdTc9d3s JsJdJc9s7h 5h4d3d3c2d 
8c7h3s2h2d Th5h4h2h2d Td6s6c3h2h 9s9d4d3d2d 
Qs7c4c3h3c 9h9d9c6d5c Qd7s6c3c2h Jd6c4h3h2h 
KcJs7d2h2d Kc9c3s2h2c 9s7d3h2h2c Qs6d3s3h2s 
9c7s4h3h2d Tc7s4d3d2h Tc6s4s2s2d Qc7d6h3h2s 
Kh6c4c3c2c Jc8c6c3s2c Kh4c3d3c2s As8c6h3c2d 
KsQh8d3c2d 9c7h3s2h2d Qh9s7c3c2c Qh7s7d4s2s 
Kc7c4c2d2c Qc6d4h4d2d 9h7s4c3d2c 8s3s3h2s2d 
8c6h3s3d2c Jd7s5h3h2h Ac9c4c3c2h Js8d7s7h7d 
Kh6d4s3s2s Jd7c4h4d2d Js6h6c3s2d KsKhKcTs5s 
Kh4c3s3d2d 8d5c3c2s2h As9h6d3d2d Kh8c3h3d2s 
QhQdQc8s7c Ac4s3s3h2d Jc9c3d3c2c Qc7c4h4d2c 
Ad8h6h3c2h Qc4h3d2s2c Qs7s6c3d2s Qc5h4h2s2h 
Tc6s3s3d2h 7h6h3h2h2c 7d4s4d3d2h Qc7d4c3s2h 
Qd9h4h4c2h Qd9s4s4h2s Jc7c4s3h2d Qh7c6s3h2h 
Jh6d6c3s2c Td5s3d2h2c AhJs2s2h2d Jc5s5d3h2h 
Ks9d7d3h2d Qh7h4d4c2h Th7c4c2s2d Qc9d4d2s2d 
9c7s7d7c6d Jh6c4d3h2h Jh8d7c3h2h Tc7c4s3h2c 
KsKhKd7c4h JsJhJd7d5s Kd7d4d4c2d Ah9d6c3d2d 
Js7c4h4d2d Kd6d3h2s2d Kc4h3h3d2s 8s7c3d2h2c 
Kh8h7s3h2d Kc9s4h3d2s Qs7d6d3c2h QhQdQc7c4d 
Ac9d4s4d2h Ks8d6c3c2h Ac7d4d3d2s KsKdKcJd6d 
Kh7h7d3s2h QsQdQcTh7s Js7s6s3d2c Js8d4c3d2h 
Th6c3d2s2h Td5h5d3d2s Kd9s7h4s2s Jd8s3d2h2c 
9s8s3s2s2h Th6s3h3d2c Tc8h8d8c6d Ah9c4d2s2c 
Td7d4c3d2h Ts6s3d2h2c Kc4c3h3c2c Js7h4s3s2c 
Qd8h8c3c2s JhJdJc7c5h Ad7c6s3c2c Qd7d4c2s2h 
Js7c6c2d2c Td7d6d3d2h Qd7h6s2h2c Qd8c7c4c2c 
Jd6c4d2h2d Qh4s4d3h2h 8s7h4c3d2s Ac8s6d3h2s 
Kc5h3h2h2d KdQhQdQc5s Qs5s3h2s2c Qd8s4d3h2d 
Jc4c3s3h2d 9d7s3h3d2d Ks9h8h3c2h Kh8c6d3c2s 
Ad7d3d3c2d Jd8d6d3d2c Qh4s3h2h2c Qc8h8c3d2c 
Ad8c6s3s2s 9c8d3s3h2s Kd6s3h3c2h Ks7s7h3c2s 
9s5d4s3s2s 8h8d8c6d5c QsQhQd6s3d Jd8c6s3c2c 
Ah8s5c3d2d Kh6s4c3s2s Qc9s3h3d2c Kh7s4d3c2s 
9h6d3s3c2c Th8d3s3c2h JhJc7s7d7c Qd7d5d3s2d 
8h5s3s2s2d Kc4c3s3c2c Qd6d4d3d2c Jh9h7h3h2d 
9c5h3s2h2d Qc7h7d3s2c 9h8d4h3h2c Qc6d4h3s2h 
Js9c3c2h2d Jc6s4h3h2d AhQd7c3c2c Kc8s6d3h2d 
Js5h4c3c2c Qs8s7s3d2h Ah6s6h6c3s Td7d4d2s2d 
Qh7d3s3d2s Qs7c6d3h2d Js8h6d3h2h Ah8d4d3s2c 
As4h3d2d2c Kc8c4s4c2c KsKhKd7h4c 9s7c4h2h2d 
Td7s7d3d2d KhJc8c3c2c Kd7h3s3c2d Ah6d4c3d2d 
5c4c3c2s2d 8s3s3d2s2c 9d6s3h2s2c 6h4h3h2s2c 
Qs8c6c3h2d TsTdTc8h7c Qc4h4d3s2d 8s6c3c2h2c 
Ad6s4c3s2h Ts6d3h3d2c Js5c3h2d2c 9c3d3c2s2h 
Ks8c6h3d2d Jc8s7s3h2d Kd9s6h3h2h Jh7s6d3c2c 
Qc9h3h3d2s JsTsThTd7c Ts7h4c3c2c JsJhJc5c4h 
KsJd7s7d7c Th8c3d3c2s Kh9d7c3c2s 9h6c3d2s2c 
Jd8s4c3s2h Ks6s6h6d5d As4d4c3h2h 9c8s3d3c2c 
KhJs7d2d2c Qs8s6d3s2s Kc8h4s4h2h Jd8h7s3h2h 
Ad8d4d3h2d 9c8h4d3s2d KdJsJdJc8h QsQh4h4d4c 
8c4s3h3c2d 9c8s4s3d2s Kc7h4s4d2s 9d6d3d2s2d 
Qs9h7h3c2d AhJs7s3s2s Ks9d7c3d2d Th5c4c3d2c 
9d6h3h3c2h AcTsThTc5d 9s5s3h3c2s Jc7s4c3c2d 
Jc6c4s4c2c Jd7d4d3c2h Kd7s6s6h6d Th7s4s3s2c 
Qd8s7d3d2h 5s5h5d4h4c Jd8s7s3h2s Th7c6d3s2c 
9d8c7d3d2d Js4h4c3h2d 9h7h4h2s2d QcJh7d3s2d 
Jd7s6s2s2h Jd4d3s3h2c Ts7h6c3c2d 9c8c4s3c2h 
8h7s7h7c6s KsQc8c3c2c 6h4h3h3d2s Td7d5d3h2d 
Js6c4s3h2s Ts6s4h3s2s As6s4s3s2s Jd8s7d3c2d 
Qh9s7h3h2h Qd5s3h3c2s Jh3h3d2h2c Ks4d4c3c2c 
Jc8s4s3h2s Ad6c4s3h2s Ad6h3s3c2s 8d8c4c3c2c 
Kh7h3d3c2s Kc8s5d3h2h Qs7h6c2d2c 8h6h3s3h2h 
Ad4c3s3h2s Kc8d5h3s2s Qd9h7d3d2d QdTsTdTc4s 
Jd8c6d3d2d Qd9h7h3c2h Qs7s4s4c2d Qd8h6s3s2s 
JsJhJc6h5s Jc4h4d3c2s Ah9h4s4h2h Tc5h5c3s2c 
Th7s6c3s2s Js7s4s3d2c Ad7c4h3s2s Tc5h3d3c2s 
Jc3h3c2s2c Qc9s7s2s2h 8d5d3s2h2d Qd9d5d4d2d 
Jd7d4h4d2c 6c4c3d3c2h Qd5s5c3s2s KcQc7h3c2c 
Th6d4c3c2c Qc8h7d3s3d KhQsQhQc4d 9d7h3s3c2s 
Ah6d3c2s2d Qs9c7h3c2c Qs6c4c3c2h Qs9h7d3h2c 
Jc9s3s2s2h Tc7d4h3d2s Jd8s7c3h2c Qd8c3s2h2d 
Jh7h4h3d2s Kc8s3h3d2c Qs6s4s2h2c Ac6h6d6c5s 
Jc7c6h3d2c Kc7h7c3d2c Ad9c4h2s2c Kc6d4h3d2d 
Kc9h3s3c2c Qh9h7h4d2h Kd5h3c2s2c Jh6h4d3h2h 
Qd7d6s3d2c Td7h6c3c2s Ad6h3h3c2s Jd8c7s3s2s 
Kh8c7c2d2c 8s8d4s3s2s Jc8d7h3c2c Kd8d4s4d2d 
9h7h3c2s2h 9d8d4s3c2d Qc8h8c3s2c Qd7d4s4h2c 
9c5c4c3d2c Qh9d3h3c2h Qd8h6s3h2c 9d7h4s3h2h 
9s8s3d3c2s QdTd9s9h9c Jd9c3c2s2c KdQh8h8d8c 
Jc9c4c3d2c As9h9d3h2h Td8h8d8c6c Js8c7h3d2c 
Ts8s4c3s2s Kd8d4s4d3d Kc4d3h3d2s Ac9s4s4d2s 
QhQdQc4d2h 7d4h4c3h2s Js8h7c3c2c Kd9c8c3c2s 
Jc6d4c3c2h As6d4c3d2h Kd9h4d3s2d Kh6d3s3c2s 
Jh5d4c3c2c Ac6d4h3h2h Ts5h4h2d2c Qd6s3h2d2c 
Th8s3s2d2c 8d7d4d3h2c Qd7d6c3d2s Ts7s5h3s2s 
9s6s3s3h2s Qc9h7h4h2s 5h4h3h2h2d 9c5h3s2s2d 
Qs7h7c4d2h 8s7s3d3c2h 7d4h3s3d2c Kd7c3h2s2d 
Tc6c3h3d2s Kh8c3h2s2d Tc7h6h3h2h 9c6d3d2h2d 
QhJd7c2s2c AcQsQhQd2s Ac6h4h3d2h Ad8h6h3h2c 
Jd7s7c3h2c Tc6d3h3d2s Ad7s6h3c2c Js8d7d3c2d 
6s6h6d5d5c Qs5c4c2d2c Kh8h8d3s2h 9s3d3c2h2c 
8h4s4h3c2d Kd9d3d2s2c Jh7d6h3s2c Js8c6d3h2h 
Qc8c7d3h2s Jd7h4s3d2c Qd6c4h3s2s Jc4d4c3c2s 
9s5s5d3s2s Qs7c4s2h2d Td5h4d2s2c Jd8s7s3s2c 
8s6s3s2s2d Jd9c4d3d2d Qh6c4h3h2h Qd9s9h9d7h 
Ah7h7d7c6s Ks7h4d4c2d As8d7d3c2d Jd8s7s3s2h 
Ad9d7d4d2d KsQh7s7h7d JhJdJc9s7h Tc6c3h3c2s 
Jd7d4s2d2c Kh8h4h3h3c JsJh7s7d7c Ad6s3s3c2h 
KsKhKc7s5s Ad7h7c3h2h 9d6c3s3h2s Ts6c4c2h2c 
Qc5s5c3c2c KsJh7s7h7c AhTsTdTc9d Qh8s4d2d2c 
Tc5s5d3d2h Kh7s7h3h2d Kh7s6c3s2d Jc5c3h3d2s 
Ah5s3s2d2c KcQhQdQc2s 9s7c3d3c2c Qs5h3h3d2h 
Ac7s5s3s2s Ks7h6h3d2h Qd8h6c3s2s 9c7s4s3d2s 
8h3h3d2s2h Th5d5c3s2s Td7h4h2s2c Tc6c5c3h2c 
QsJd7d2h2d 8h5h3h2s2c As9h4h3c2d 9c8h4s3d2h 
Ks9d7s7d7c Th7s4d3c2s Kc7h7d3c2c KdQh8c2s2c 
Kh8h4h3s2c 7s4h3s3c2s Qd8h4c2s2c Jh5c4d3d2d 
9s7c3h3d2d Jc7c4h4d2c Jh6s4d3d2c Td7d4h4d2d 
Kd8c5s3s2s 9s7d4d3h2d Kd8d6d3s2d As5h3h3c2h 
Ad4s4d4c3c Ts7c3h3d2s Qc4s4h3c2c Kd7s6h3c2h 
9c7c4c3s2c Ks7h6d3h2c Th8s3d3c2h 9c7s3s3d2s 
8s6s3d2s2h 9c6s3s2s2d Qc7h7d4h2h Kh7h6s3h2h 
7s7h7d6s5d Kd4c3h3c2s 9h8s4d3c2h Qh8s4s3s3c 
Kd8s3d3c2h JsJdJc5d4s Kc8s8h8c6h Qc7c4d3s2h 
AsTsThTc4d Js7s4s2h2c Qh5d3d3c2s Ac9h6s3h2h 
Js7c5h3h2h Qc7h7d4s2s 8c7s4h3d2h Ks8d6h3d2c 
8d7c3c2s2h Qs7s5s4s2s QsJc7h3h2d Jd5d4h3d2d 
Ac8s4d3s2h Qh7s5c2s2d Qs5s3d3c2s Kh7h7d3h2c 
Kc7s6s3d2h 6s4s3s3c2s Kc9d7s3h2s Kd8s8h3c2s 
7c6h3s3h2h As9c6d3c2c 8d8c4d3d2d Jd5s5h3c2s 
6d4s3s2s2c Kd4h4c3h2h Ah7c4c3d2c Kd9c7s3h2h 
Qd6d4d2s2c 8d5h3s3c2h Ah8c6s3d2c 6c4c3h3c2s 
Jc8s4s3h2d Ks9h7h2h2d KhKdKc8c6c KsJd7s7h7d 
Kh8d6s3d2c Kd7s6h2h2c 7d4d3s3d2h Qs9d4h3d2c 
Jd7d6c3s2d 8c5h3s2d2c KdQsQhQc7d Js8c4c3h2c 
AsTsThTc7s Qh9c4c2d2c 9s3s3c2s2d Kc4c3d3c2c 
As7d5d3d2d Jc5d4d3d2d Qc7s5d3d2h 9d6d3d3c2d 
Kc8h4s4d3d KhKdKcQs2s Ks8s4c3s2d Qc9s7s4h2s 
QhQc3s3h3d 8c7c4h3s2c KcQs7c3c2c KsQsQhQd3c 
9c7c3s3c2h QsJs7s2d2c As9h4s3s2s Qs8h7h4h2h 
Ac6s4d3d2d Ac8h6s3s2d 8h3s3h2d2c Kh7s6s3c2d 
Jh6d4s4d2d QsTsThTd5h Jh6s4d2s2c Kd8h8c3s2c 
Ts7h7c3d2d 9s6h3c2d2c Kh8h4s3d2h Qd9c7s3s2h 
Jh9c3s3h2h Tc7c4c3h2d Qs7s4c3h2d Qc8d4h2s2h 
Ac8d6h3d2d 9s5s3c2s2d Ks7s6s3d2s Kh7d6c3s2c 
Js5h3d2h2c Js8h7h3c2h Qc7h7c4c2c TsThTd9s3d 
Ac7d4h3s2s Jh7h6h4s2h 9c8c4c3h2d Qs7d7c3s2h 
Tc6s4d3s2s Js7c4d3s2h 5h4h3h3d2h Js8c5c3c2c 
7h4d4c3s2h Qc9s7h3s2d 9d6d3c2s2d 8c7d3h3d2s 
Ad9s6s3c2s Ks8s6s3c2s Tc6d4d3d2h Ah8s6s3s2d 
Ac8h4h2s2h Ts7s4d3s2c 8s7h3d3c2d Ks8s8c3h2s 
Jc7h6h2s2d 9h8c7h7d7c Jh9s7s3s2s Jc6s4h2h2d 
Qh7s6h3d2h 5d4d3d3c2d Jd7c6d3d2h Qc4s3c2d2c 
9h7d4s3h2h QdJsJhJd9d Ks9h7c3d2d Qd6h3d3c2d 
Qd5d3c2s2d Qs9s7h3s2s 9d6s3h2h2c Qh8h4h3d2s 
QsQh3s3d3c Jd5c4c2s2h As8h4h2h2c Ts7s5s3c2s 
QsQhQc7h4c Jd5s3d3c2d 9s7d4d3h2c 8s5s3d2h2c 
8c4s4h3d2c Kc8d6d3s2h 9c5d3s3c2c 9c8h8d8c6d 
Qd7c6d3d2s Qh7c6s2d2c Jd8d4d3s2h Ah4d3s2s2c 
Ad7c4s3c2c Qs7d5h3h2h Qc9s3h2s2d Kd4s4h3s2c 
