KdQd7s6d4h 
Jc9h7h5c2d Tc9c7d6d2s AhKh9h9c6h Ks9c6s3h3c 
JhJdTd7s2c JsJd8c7s4s Jd8s8h5h2d As8s7d6c2h 
Ks9c6d5s3h KdKc9h6s2s QhQd8d3h2d AhQh9h9c5h 
Th7c6s5s3c KdJhTd8d2s Kh9d7h4d3c QdQc8h5d3s 
Ac3s3h2h2c Ac7c6s6c4h 9c8h6s6c4h JsJc7s7d2d 
7d6c5h3d3c KdQs7h7c6c 9d9c8d6c2c 8c7c6s4h3h 
9d6s6c5s3c AhJh9s9d3h Qc9c8c6d3d QdThTc9c3c 
9h8s8c7c6d AdJd9s3d2s Kd8h8d6h3h KdQcJd9s4d 
AsQs8h6d3s KdJh6c4d2c KdQh9h5c2c QdQc9s6c3c 
KcQsTd7h4h Td9h8h5h5d KdQd9d7s5c QhTh7s6c2s 
KsTc9s7h2d QcTh8c7c4s KcTd7h7c2h Ac8s8d7h6s 
KdKc8s6h3h Jd9h8d6s5d Jd9c7d5c2s JsJc7c6c5c 
KdQcTh7s4s Ac9h8c4s4d KsTh8c6c2h Ks7s6c5s4d 
QdJdTd4s2c QsQh8d5h3c AdJd7d5s5d JhTs8s3s3h 
AcKd9d8s4d Qd9s9h8s6c KcQdJc6s2h Ad9s7d3s2h 
AsKs8c5d2s AcJh7s7h5h Ts9s8h6d6c JhTh8c7h5h 
Qd9c6c4s3d Ks7s6s5h4d QhJdTc6h3h AdKs6s3c2c 
Qd8d7h6c5d QsJdTh8s2s KdJd8h4s3s KdTd9h8d4s 
QcJhJd5s3s JdTh9c7c4c Qh9s9c3s3h QsQcTd3s2h 
AsTh3d2s2d QsQd9c6h4c KhJd5c4s4h QdJd7s5h4d 
Kh9s7s6d5c KsJhTh5d2c Td9s9c5d2c KsTc7d4d2s 
KhJhJd4h3c AdQsTs4c2h Tc9c5h4h4d KcJsJc2h2c 
KdJdTd4c2s KdJd7s6c4d Kd9d8h8c3c Jh7c5c4h3d 
KsThTc9s4s JhTd9s5d4d 9h7h6s5d4c QsTc6s5h5d 
KdQdJs4d3d AhKd8c5d2s KcJc7s7d6c JhTsTc8s3d 
AsKh9d2h2d 9s6d5d4c3c QcJs5s4d2d KsTd8c7h5c 
Kc9h6d5s5c AhKs6d5h2h JdTdTc4d3h JsTh9d5c3d 
KdTc9s7c5c Ks8d6s6c5h QdJhTs5h2c Tc9c7d6d2h 
AsTs8c6s4s KdQc8d7d6d Ad7d6h6d4c Td8c7d6d5h 
9s9c6c4s3s KhQh9c6h2c KcJd9d7d5d KsQs5h5c2c 
AdKh9h7h3c KdQd8s8c6d KcTsTh9c4c Kc9d7d5d2c 
QdTs9d8d2c AdTc9s7h4s AsKs5s3h3d AdKsTh7c2h 
Jh8d6h6d4h QsJhTd5h2c As7c5c3c2s As5c3h2s2c 
KcQsJc3h2d JhTh8c5h4h AsTc3h2s2h Jd9h5c4d3h 
JcTd9s9d2d 9d9c6h5d4s Td9s6d4h3h AsKsJs6h2d 
QhTh4s4c3c KcTh7c6c5c KsTs8d8c5h Ad9d7c4s3h 
9h8s7s5h2d KcJhTs5h5d Ah9s8s6d5c AdJd7d5d5c 
9s9h8h6h6c JhTh7c4s2c 9s9h6h5s2h As9d8s5h4s 
Kd7h7d6h2s JhTs7d6s2h KdQdJc9s4d AcKs8h5s2d 
As5c4h3s3d AhQsQd3d2d KsQhJs9c4s KhJd9h4h2d 
QcJh8h6s3s AsKsTs6s3c JhTc5d3c2h Jc8d6d5h3c 
Ts9d8d3s3h KdJdJc6d4d Kd7h5d4h3d KdQhJh4s2c 
KhTs8d6d3s Jh9h8c6c2c KhKd9c6s2c AsKdJd8h2d 
Js8h6s5h3h QhTd9c8d4s KhQs7d7c6d KsQs8s7h5d 
AsTd7h6h6c AdQsQh3h2h JhTd9s7h2c Jh9d9c7s6s 
KsQh9h5c2c AsJh9s9c2s QsQd9d3h3c KsTh7s7d5s 
QdQc9d6d3s Tc9s8h5s2h QsJdTh7c3d QhTh6d6c2d 
AdJsTc6c3h AcTc9c6h5c Kc7d7c4d3h Jh9h8c7c3h 
Kd9s7c5d3h Jd9h9d8s6d Js8h8d5h3s AdQc9d6d3h 
Ts9d8h7c5h JsJhTh9h4h Jd9c5c4d4c QcTd9c8c4s 
KcJsJc6c3h KhTsTc9d3s AdTh9s7c4s JcTd8c5s5h 
JsJc3c2s2h JsTs9d6s3c JcTc8s5c4c QsJd8d7d3s 
8s8h7c6s4d QhJc8c6d3d Kc9h7d5c3s QhQc9h4s3d 
JdTc9d6h4d AcQs7d5s4s KhQh9h8s3s KsQsJh9s4c 
9c6d5d4h3h KsQsJh6c2d JdTd9c8d5d Ad7d6c5h3d 
9h9d8h6h6c JdTd8h7d5d AsThTd6h2d AhQdTd3d3c 
Kh9s9d8c7d Tc9d7s4s3c AsTd6s5s5c QdTd9c4h3s 
AcKd6d3s2s Kc7c6c5h4s QdJh8h6c3c 9d8h7c6s6c 
9c7h6c5s3d QsTc6s6d5s 9h6s5d4s3h Ac8d5c3s2d 
KdQh9h8s5c Ts9s9d7c2c KdQc9c8h5s Td9h5h5d3s 
Ac5d3h2d2c AhTc9h4d3h KdQhTc9s4s Ad9c7d4s4h 
Qh8d6h5c2d Js9c8s6d5s Ts8d7d6h2s KhJd9d7d5d 
Jh9c6s6c3h AsTdTc8c3h JdTh9h6h5h Ad8h8d6s4d 
Qc9h8s8c3h AsTc7s2s2c Th9c7d4d3h AsJs9s7h2d 
8c7h6h4h4c As5s5d4h3c Jh9h7h6d5c Ac9h8s8c4c 
QhQc6c3h2c Kc9d5d5c4d Ks8s6h5h2h QdTs9s7h4c 
JdTd9s9d5c QcTs9s4h2h Kc8h7s5c2s Jc9h7s6h3s 
9d8c7h6s6h Td9s8s3h3d QhQdTs3h2c Ac9h7d4c3s 
9h7d6d4s3h 8h7h6c4s3s Js8d6d6c4c AdQd6s2s2h 
Kc7d6s5h3c KcTs8d6d2s QcTd6s5c3h AdKh9s7c2h 
Qs8s6c5h4d QcTd5c4c2d JdThTc8s2d KdKc8s7h3h 
QcJs9d9c6c JcTc8c7d4c Qs9s8d7s4d Tc9h9c7d2d 
AdQhQdQc9c AdJd9c4h2s AhKs6d5s2c KdQsJs5c2h 
Th9s7c4c3h 9d7h6h6c3d KsKd8d7d3d 9s8s8d6s5c 
Qd8d6h5c4s Kd9d7h7c6d QhJh8h5c2c Th9s9h7d2d 
AdKh9h8s3h QhQdJc8c3s 9h8d8c5d3h JhJcTh6s3h 
KsQdJs8s4c Kc9s8s5s2c Ad8h4h2d2c KsQdJd6h6c 
KcTd6h5h4s KsTc7d7c3d Jd7s7h4h4d AcTd9h7s4h 
AcJc8s7d2c QsQdJh9h2h Jc9d8d7h3h Qs9d8d7d6c 
TsTc9h7d5d JdTh9c8c2s 8c7d6c5h2h Ac7s6h6d3c 
9d8c5h5d4h Jd9h8s8d2s QhTd9h5h4c KcQc4d3s2s 
TdTc6d5c2s KsQd9d8c5h 9h6c5h5c4d 6s6d4s3h3d 
As7h6c5h3c QdTs9c8s4h KhQdTs4h2c KhTdTc9h4h 
KsQhQd8s4s Tc9h5h5c3s Th9s6c4s4c Qs9d6d4c3s 
QsTc9c7h4d KsQc8d5d3c Tc8c7c6d5h QcJhTs6c3c 
8s6h5s4c3h KhJhTd8s2h Ac9c8s3s2s Qc9s9h3h3c 
AhTd9c7s4c KhTdTc6d5d QsJc4s3s3c JhTd9d6d5d 
Kh8s8h7c2c Jc9d6s6d4c Ah9s9d7s6c Ah9d8s7d3s 
JhTd9d9c2d AdJc8s5h4h AhTc7s6s6d KsTh8d6h2d 
Jd8s6d5s3s KcTs5c3h2s ThTc9s7d5d 9s9c8h8d4s 
AsJs7h3c2c QdJdTd8h3s As9d6c2s2d KsTd6h4s4c 
QdTh4s4h3d AdQd9s4d2s Th9c6h4s3s QcJcThTc2c 
KsJhTs8s5s AsTd3s3h2h KcJdJc4c3s Tc9d8s8d2s 
QdJs6c5c4h AdJhTc6d2d 9c7s5s5d4c Jc8h6h6d4d 
Ah7s4h4d2d 7h7d6c5c4s KhJd9s9h4c AsTs9h8s2s 
QhJhTc7h4h AhJs5s3h2h KdQh6c4s3d Qc9h8s8c4h 
Ks9h6c5s2c AsKdTd5d2h QdJc5c4h2h Js9h9d7c6c 
Ks8s8h7c2h JsTs8s7c4s Kc9h8h7c2h AhTd8s6d5d 
JcTh9d7c2s QdTd4h4c3h KcTd8h6h2d JcTc9h6c5c 
AhJd7c4d3c 8h7s6h5c2c KcQsJc6h3c QcJsTs6s3h 
KdJh7d3h3c JsJd7h6c4c QhTh6c4d2d QcJc8d7h2h 
KhQsTs8c3d 9c8d8c3h3d QcTh6s3s3c AhTs7c6d2h 
Kh9d7c6h4s AcTs6c4s2c KsQs9s8h5c Ts9s8s6h5d 
QsQh9c8s2s AdJs7h5h4c Ad9s6s2s2d Ad8s8d6h4d 
QsQhTh6h2c Qd9c8c7c6h Kh7c5h4c3h 9s7c6d5h4s 
KcQc8c7d5s QsTh8d5d2h KdQhTs9c3c QcJd8d4c2c 
Jc9h8h6d5s AdTc9h7h4h KcQsTh9h4h Ks6h6c5c3h 
QhTs9h8h4d QdTc9s7c4h KhQh9h9c4c KsJdTs8s5s 
KcTh9s6c3c JhJc8s7h4h 9h7h6d4h4d Ah9d5s3s2h 
ThTc8s5d4h KcQsQd7h4h KhTd7s7h2s Qd8h8d5h3s 
KsQs9c5c2s JcTc9h9c5s KhQh8h7s5c AhTd7c6s6c 
Kc8h5d4c3d AcJs7h5h4d AhTd8d6s4d JcTd9d6d5d 
ThTc7h6d2c Qh9s7h6h5d Ac5d3d3c2h KcQc7c6c5s 
Qd7c6s6d3s JhJd8s7d4d QsQh4h3c2c TsTh9s7c5s 
Td8c5h4d4c KsQd9c8h5d KsKc8d5d3h JhTs7d7c5d 
JhJcTh6d3h KdQcTc8h3s Ac8h4c3s3h KhJd9h9c4s 
KdTc5d3h2c AcQsTd6s3s Tc9c8d6s6h 9s8s7h7c4h 
QcJh7h6h5d Kc8s6h6c5d KsTs4h3h3d QcTd8s7d3s 
JdJc7s6c4h KcQsJh5d3d JsJhTh8d3h KdQd9d8s5h 
AdJcTc6c4c QsJsTsTd2s JdTd6h5s2h Ad8s7d3s2h 
7d6d6c4c3h 8s8h7s7d4s QsJs9h8s6s AhQd9h6h3c 
AsKh9c6c5c QcJh9s8h5h QhQcJc3s2c QsTs9s4c2c 
JcTc6s5h2s KdQhTh5h4h AsJhTh3h3c AsTs7s6h4s 
JhJdTd8c3d AdKd7s5d3d Qc9h8d8c3h Tc9d6d4c3d 
AcTc9d3h3c KhJhJc2h2d Ah9s7c4d3h QdJdTd9d2s 
9h6s6c5s5d Ts9c8c3s3d Kc8h7h4d4c 9h8c5h5d4d 
Kd8d8c7s3c JcTc7s4d2s QcJd9d8d6d As9s8s5h5d 
AsTc9s4d3s Qs9d7d7c4s AhJc7c6s5c 9s9c6h6c4d 
AsQcJs6s2h Ac9h8h7d2d QhJdTc8s3c QcJhTd5h2s 
QsJsTs4d2c KsTs9d6c3s 9d8d7h7c4c QsQh5d5c2s 
AdQd9c6d3h Ad9d7s4h4c Ah9c5d4s4h As9d8d7c3c 
QcJc9h5d4c QdTd8s8d6d AdTh9s9c4c Qs9c6s5d2d 
Jh9h7c5d4s QdJs6h5h4c QcTh9d8d5d AdTs7d6d4d 
QsThTd5c4c KcTs7d6d4d 8c6s5c4d3s Td9c8s5c2s 
Kc9c7s6s2s 8s7d6d5s2s AcQc9d4c2d Ks9s9d5c2d 
AdKhQs9c3c Kd9h8s7h6h KdTh9d3d2h Ad9d8s5h4d 
JsJhTc7h2d Ah8h8d6c4h 9d8c7c5d2h Kc9s7c5h4d 
Ks8h7c6s2h 9s6d5s4d3h KhTh9h7s3c QdJs9h5d4d 
Ad8h7s6c2d Jd9h8d6c5d 9c8s7d6h6d Ts9d7s3h3d 
KhQhJd9h4c AhKc9h7s2h QcTc8c4d3d Kh9s6c5h5d 
KsQh8c5c3h JhTc7d6c2h Js9h8s8d2d AcTc9c6d5c 
AsJc8d7s2s JhTh9d8c3h 9h8s8d5s3h QhJc5s5h4d 
KhQc9d6s3h Ac9h9d7s6d AsJhJd7c3d QhJh9c7d2c 
Ts7d6s4d3c 7s7h5h5c2c QsJh8h6c3c Jd9s6s6c4d 
AcJsTh6h3d JdTs9h9c5h Ad9d5c3s2c QcTh8s7h3s 
QcTd9h2h2d Qc7d7c5d4c Ts8h7h6c2s AhJd5d3h2h 
Ah9d8c7s7c QhJhJc8s3d QhTd8s5s2d AsKc5s2h2d 
9s8h8c4s4h AsJs6c5d3s Jc9c8s7s3c AsAhAc9s2s 
AcJc9s4h2d QdQc8h6c2s QsQd9h6d3d Qd9c6h5c2d 
AsTs7d4s3c Js6s6d5d4h AsTc8d6c4c As9d8s8c4s 
Ts8h6c5d4s Js7h6s5h3h JsJc7c5c4d 9s8s8h5d2h 
AsQcJs6d2s AdTc9s7s4s QcJhTc8d2c AhTd9s6c5d 
AcKcTc6c3h QhQc9c4s3d AcKs6d5s2h QdTh9s6d3d 
QsJc5c4h2h Jh8c6h6d4c AdQhJh3h3c Qc7h6h6c3d 
Qd8c6h5d2h AdKdTc6d3d Ah9s8s7c3c AdKs8c5s2h 
Kh8s7c6h2s 9d9c8c6s6c KsJs9s9h5d As5h4c3s3d 
Kc9h7d6c4s QhJs8d8c5h JsTs8c2d2c KcQhTs8s5s 
AhKh8s5d2h KcJc8h8c6d Ah5s3h3d2d JdTs9h8d3d 
AcKh7d5s3s KdQdJd9s4h KhQcJh6s2d QhTc9h8h4s 
KhJsJc2d2c Jc9h8c5c2h JcTs6d4c2s KsQhJs3d2c 
7s6s6d4d3h Td9h7d6s2h AsKd8h8c2s KhTs9c6d6c 
KhJc7h3s3c KsQc9h5s3d AsJhJd7h3c 9d7c6s6c3d 
9s8s8d5h2d Qd9s6c5s2d Ks9d7h6c4s 9s9d7s5h5c 
KdQcTs8s4h Jd9h8h6s5c JsJd6d5c4d KdJsJc6h4h 
AdTs7s5c4s Qd7c6d4h4c KsQs8s7d7c KcQsTh7d4d 
Kh7s6h5d2s AdKhTc7s2c AhQc8h7h4h AhTsTh6c3h 
KcJd8d8c3d Ah4h4d3c2d QcTs9h8s4d JdJc8s4c3s 
9h8s8d4s4h QcJsJc9h3c 8s6d5c4c2s Ac9d8h8d5s 
Js7h7d6d4s QhJhTh8d3s Jd9d8c7c3d QcTh9h7s2s 
Kh5h5d4s4c Kh8s6h6d5c 7h7d5h5c2c JsJd9c7s4h 
AcJc8h4s4c Jd8h8c5h2d 8d7h7c5d3c Kd8c7s6d2c 
TsTc7s4h3h Ah9c8s6c4s Ad9s8s7c2c QhJs5s4d2d 
KsTh7d4s2d AdJd9d7h2s Kh7s6h5c4h Qs7d5h4d3s 
9c8s8h6h5d QsQdTh6c2h QcTc7d6h2d Qd9c7d5c3d 
AhKd6d3s2s QsJd6h5c3s Jh8s8c5c2h JsTd9c5d4d 
KhQh8h7d5c 9c7c6s5d4h Kd8c6s6d3s KhQcTd7h3h 
9h9d7s7c4h Td9h7d6c2h QhTsTd7h5h Qh8c7s6s3h 
KcTs9h4d3c QcJhTd6c3c Qs8d7s5d3c QhJd6s5s4c 
9c7d5s4d3s AdTd6h6c4d JdJc7d6s2c JsTd4s4d3s 
KhQhJs6c2d KdTc9d7d5d 9d6c5s4c3d AhTc9c7s3d 
KdTsTh5c4s TsTd8c5s5h Ah8c4c2h2d 6h6d5d4c3c 
Tc9d8d5d3c KhQd9c8s5d Jc8c5s4s4d Kd7s7d4s3c 
AhQdJd6d4d Ts7c6h5h3c AdKs7c5h3h Kc9c8d7c5h 
AdKdTh6d3d KsJc9h9c5d KdJs5c4h4d KhQcTs4h3h 
Ts9s8s6h3h KhQc9c8d5s AhKd8s5h2h QsJh7h5d4c 
Th9h8d6c4s KsQc8c6c5d JhJc7h7d2d Qd9d5c4s4c 
AcJd7s7d5d KcJsTc8c3h QhJc6d5d4s KhQsTc9c5c 
Jh9s9h2s2c AdKsTs5c2s Ac3s3d2d2c Ac8s7d6d5h 
QhQd9c6s4c KdQd9d8s4s AsTdTc6s3s KsQdJs6h2c 
AcQh7s3c2s Kh9d7h4d3s As9s9c4h4d KhTd6c4s4h 
AdQsQhQd9s AsTc7c4d3d KcJs6s6h5d KhTdTc6c5c 
KdTc9d7h2s AcKcQc6s6c AhJh3d2s2d AcJd7d6s5d 
QcTs9c8c4h AcTh3s2s2c KsTs7s7d5c JsJh9s8d3c 
AcThTd6d2h KcQd9d8h5s KsQhJh5d2c KsJs9c4c2c 
Ks8d5h4s3h QhJhTh8s3c AsTs4h2h2c KdKc8h5h3s 
QsTs6h4d2d Jh9c8h7c2c Tc8s5d4s4c AdJhJc7c3s 
AhJsTc6h2h Td8h7d6h3d Jh8d6d6c4c QhTh7d6s2d 
KhTc8d6c2d 8d6s5s5d4s AdJdTs4d2d KdJh9h4d2d 
ThTd8c5s4h Ad9h7h4d2h KdQc8d7s5d QhJdTs7c3d 
AsKcTh7d2h Qd9c6d4c3h JdTh9h6c4h AhJd9c7d4s 
KsTd5d3s2c Ad8s4d3s3h Js8c6d6c4d Ah9d9c7c6s 
KcTd7d4c2d Ac5h3h3c2s JhJd7h5h4c Kd5h5d4s4c 
JsTd8h8c5h 9c6h6d5h3d AcQc7d2h2d Ad9s7c3d2s 
Ad9h8h8c3c Jh9d9c7s5d AdJsTc6d2d Ad6s6d5h4d 
AcKd8d5h2s TsTh8s7s5d TsTc8h5s4d QdTh5s4d4c 
JdTd8s8d5h AcJc8c5h2s 8c7s6d5c2d AsQcTd6c3c 
Jc9s8h8c2h JdJc7c6c5c Js9c5h4s3c Jc7s7d4d4c 
Js9c8s7c2c QhTd9s7c3h Tc9h8h3d3c QhTc9c4d2d 
AcTc7c6h4c Jh9h8h7d5c AdJc7s6h5s AsTsTc6d3s 
AdKh9d7c2d AcQd4s4c2h KdJc6s4c3s JcTc8c6h4c 
Qs9d7c5c3d QhTs9d9c3h KcQsJd5h3h Ac4s4c3s2h 
AhTh7s4s2h Qh9c8s5s4c Tc9d8s7h5s JcTsTc4c3h 
9h9c7c6s4d AdTs7c4h2d Ah9s5c4h4d Kc9d6s3d3c 
KcQs9h8h6h 8s8c6c5s2c Ts9s6h3h3d AsJs4c3s3c 
KdJcTc5h2s 6s6h5h4d3d QdJcTc9c3c Qd9d6c5h2c 
KdTh7d6d5d KcQsTh8h5h JhTh8d4h2d AhKc8s8d2h 
6h6c5h4d3d AdQdTd6d5d Th9c8s5c2s QdThTc9h3h 
JdTs8s3s3d AhKs6c5h2h QdJd8d7h6d Js7d5s5d4s 
Ad5h4c3s3d QhJc7c5d4s AhJhTh9h6h Ts9d7h6d2s 
9h8h7s7d4s KdQd7d6d5h QdJd7h5c4d Kc8s8c7d2s 
KsTd9s3s2d AdKcTc5h2c KhQd5s4h3h QhQdTs5h2h 
AdJd7h3c2c AsTs5c4s2c JcTd9h9c4c As9c8c7d3d 
9s9d6h5d4c KdQhJs2d2c AsTs8s5c2h Qh9s6d5s2h 
KhJh8d4c3c AcJs9c8c4c KdQhTd7d4d 9c8s6h5h2s 
QdJsTh8c3h Ad9h5s3s2d Qd9c8c7d4d AhJs8c7h2h 
Kd9h8h5h2d KdQd9d8c5h AhJc9h2s2d KdTs7d4s2s 
As8c7d5c3d 8s7c6c4d3s As9s7s6h4d Kc9c8c7c6s 
Js8h8c5h2s KdQcTh6c3c 9s8d8c7c6h QsJd8s4s3d 
8s7d5s4c3c KcTh7h7d3d Ac4h4c3d2h Th9d8d5h5d 
Js7d6h6d4s AsTh7s2s2h Qs8s7d6c5s Jc8s8h5s3c 
As8h8d7s2c QhJh5c3h3c Js9d5h4s3d KsJd5c4s4h 
Jc7s6c5s3s Ac9d8c4s4h ThTc7d4c3d Kh6c5h5c2d 
KsJh9d9c6d Qs8s7h6d5s 9h6s6d5s3d AcQsTc3c2d 
Kc8h8c7d3h Ad8d7s6h2c AdJhJc7s3h 9s9d7d6h4c 
8c6s5c4h3s KcTc4d3h3d AcJh8s5d4d QdJd6c4c2h 
JsTh9s8s4d QsTs8c6s4s Ah6h4d4c2c AcTc8c6s2d 
JdTs9d6c4d QhTc7s6s4d KsJh8d7c5d As5d3s3d2c 
KhQsTc4d2h QsJhTc8d3c Ks9c7c6h5d Ks9c6h5s2h 
9h8d8c4h4c QsQh9c5c3d AcKhJh8s2h Ac9d6d2d2c 
Ks9s9c4h4c QcTh9d7s3c KdJs8d8c6d AdJsTh6d2d 
KcJc9c5d4s Tc9c5s4s4h QsTd9h7c3s AsTd6s3d2d 
Qc9d8d7c3h Td8h6s5s3d AsQs9s9d5s AhTd6h5s5h 
Qh9h8c7h4c QhTc6c5d4c QdTd6s6h2s AdJh9d6c2s 
Ks7h7d5s5c AdKc8h6s3c AdKc9c7c3h AsKd9d8c3d 
QdTc9h2h2c JdJc7h6d4s AsQh7c6s3s KsTh4d3s3d 
QhTs8s2h2c QdTs5s3d2h AsKh9h8c3h Kd8s6h6d5c 
KsJh8d7c5c Jc9d5h3d3c Tc9c8c5s3s Qh8c6d5d2h 
QsQcTc5c3c TsTd6s5d2c AdKc8h5d2d Ad5h5d4c3s 
Ad9c8c7s2s AsQs7s6d2d KhJc8h6s6d 8c7s7d5c3s 
9d7c5h5c4h Td8s6h4s4h Ac9d5s3c2d AcTs9d7d4d 
Tc9c8s5d2s Kd9d9c5h2c JdJcTs7c2h 9d8h8d3s3h 
Ad7d6c5h2s KhTd7s4s4d KsQdJc5h3h KcTd6d4c2c 
JsTd7c4s2d 9h9d6d4h3h AsTs8h6s4s Td9s8s3d3c 
Kd8h8d7c3h Kd9c7d7c4d Ts9s8s5h3h Ah9d7h3d2c 
QhJsTd6h3h 9s9d6c5h5c KsTd9c6s3s Ac9c7c6s4d 
KcQsTd6d3h Qh9d8h7s7h QhQd7d4h2d AsTs6s5h5c 
Qh9s7d5d3s 8s6s6h5h2d KcQhTs9s4s As9s7h5s2h 
KdTh9s6h4c Kd9h6d4s3s KsJhTh4c3h AsQc7d6s3s 
KhQs9c6d3h KcQhJs6s6d KhJhTh5d3h As9s5h3d2h 
9d6c5d4c3h Qd9h7d6d5s KdTd9s9d2h 9s8s8d5c2d 
KsTh7s4h2h Th8c7c6d2h Ks5d5c4s4h AhTh7c4c2h 
AsTd8d5h4d As7c6h6d3s QcTs7s5h4d Qd9h6s4s4d 
AcQh9c6c3s JsJdTs9s4s 8h7h6s4c3c Ad9d8d5s5h 
AdKd8s5h2d QdTd9c4s3h AdJd7d5h5d Qd9s9c6s6h 
AdTc9s8h4h AcKd9d7d3h AdQhJs7s3c Td7h5s4d3h 
TsTc8d5s4h QdQc7d4c2c JsTsTd4s3h KcJsTc5c2d 
QhTs9d8s4c Qh8h5d5c4d AdJh7s6c5s Kd7d7c5s5h 
QsQh7s4h2h AsTs7s6d4s Ad7d6s5h2c Kh8s7s6d2h 
KhQsTs9s5s QhTc6d6c4s Td9s9d7c2c KcJhJd6s4s 
KsTh7s7c2c JhJc8h7h5h Jh9d8h6d3h Jh7s6s6c4h 
Qh9d8s7d3h AsKc7d5h3h KsQsJc7d3h Ad9s5h3h2d 
QdQc9d4s3h Ks8c7d7c3s QdTd9d9c5s AsQs6h2h2d 
KdTs4c3d3c Qh9s6d4h4d Tc8s7h5s3c KsQsTs7d3h 
KsJcTs8s2h AhKhTh4d3h Tc9d7c3s3d KcQhJd9c4c 
TsTc7h4c3h QcTs6d5c3h Kh9d6h3d3c Ks8c7h7c3s 
Qh9s8s7h4h 8h6s5c4s3c AcTs5d4c2h QhJc9s9d5h 
9d9c7d6s4h Td9d7s6s2c Jd9s5c4d3s AhTs6h4s2h 
KhQsTc4h2d AsQc8s7h3s KhQdTd9d4d AcTs9s8s4d 
7h7c5h5d2d 9h6d5s5h4s Js9d8d6h5c AdTc8c7c4c 
QdJd5h3h3d KsQc9c7c5d KcQsTd9d5d AdJc9h7c4s 
Ks9h7d6s4c AhJh9d4c2s Kh9h8s8d2s JsJh9d6h4c 
Ac5h3d3c2d Jc7s6s5s3c 9d6c5d4c3s Qc9d7d6h5s 
AcQsQhQc9s QhQc9c4d3s JhTd9h8h4s Jh8h5s4s4c 
AdTs6c4s4c QhJcTs5s5d JhJd7d6c2h JsTc8h8d4c 
9d9c7h7c4s As7s5d3h2h KcQc8c7s5d AcKd9s7h2d 
AcKh9h7h3d AsJs9c4h2d KdJdTc8h2d Tc8d6h5s4c 
KsTh5s3c2h AsTd9c7h4c Qd9s8d8c4s JsJcTd4s2h 
Td8h6c5s4d 9d9c7h7d4s KcTs7d7c2d As7d6s5s5c 
QdQcTh3d2s AsKc9c8c4h QsJsJh3d2c Ad7h6c5h3c 
AhQdJd3s3d JsTs8c6s2c KhQhTc7h3d KdQs9h8c5s 
9h8s8c5s3h KdQd8d7s7h AcTh8s6h4d JhTh6s5c2s 
QcJs6d5h3c KhJhTs4h4c Kh9d7d5d2h QcTc9c4h2h 
AsQd7c5d4d KdJc6s6c2d AdTd7c4d3s AhJh7c3s2s 
9d7h7c6d3c Ks7h6s5h2h 9h9c6h6d4s Qd9d8d6s3s 
Ad9d8d6h4c KhKc8d6s3s KcQdJs9s3h KcJh9h9d5s 
Qd7s7h6h6c Td8s6d5c2s KsJc9s9d4h KsQd8s7c3c 
AcKdJh3s3h Th7s7h5c3s JhTd6c4h2d JsJh7h5h4c 
9d8d8c3h3c KsQhTd8d5d Ah9c8h5d4h Ah9h7c6h4d 
KcQc9c7h5s KcTs6d4h4c KdJcTd8d4d QsJc6h5d3s 
KcQs5d4c3c JsJdTd8h3d KdTc8s6c2s Ts9d6c4d4c 
QsQcJs3d2s Th8d7s6c4s Js7s7d5c3c Jh8h5c4s4c 
Qd9s8h6d6c KcTs4h3h3c QsTd9d6d5d Ah9s8c7d7c 
QhJhThTd2h QcTc6s4h2h Qd9s8c7s3d AhKhQh6h6c 
Ts7c6d5d3c Jc9c7s5d4h KdQcTc9c5c AhTs5d4h2c 
KdQhTs9s5s KhKd8h7h3h AdQhJs3c2h AsTd8c6d4h 
7s7c5s5d2d KdQh4s3d2s Qd8c7d5c3s KcJhJd4s2c 
KsQhJs6s3d AcTd9d8s4d KcJc7d6c5c Qs7s7c6s6d 
AhThTc6d3h Kc7c6d5s2d KsJd5s5d2d 9h7c6s5d4h 
Th7c6h4c3d QsTh6h4h2s ThTc9h7d5h Jc9s8s8h4h 
Jc8h6c5h3h AdKcTc5c2h JsTs9s6h3d JsTh7d7c5c 
KhJh9s8d4c KhJhTh6h4h QdJd5h4h2h QdJs6c5h3d 
AdTh9h8c4h Ac5h3s3c2s KcTd9s7d5d KdKc9h6s2h 
As9d7s4h4c KsQd9d5h2h KdTc7d4c2c QsQcTd3c2h 
KsTc6d5d4h Qh9d6d4s3h JcTc6d5h2d QsQh8c5s3d 
QcJd6s4s2c KdTh8c6c3h 9s8s8d6h3h KhTs6d4h4c 
JhTs8s3h2c 8d6c5d4s3c Kh8d5c4h3c JsTh6d5h5c 
Td8c6h5h3d QdJsTc6d3d KdQs9s8h5c Kc7c6d5c4h 
Ks7d6s5d2h QsQc9c3h3d Ts9s5d4d4c Qc9d6s4d4c 
Ah8s4h3s3d QdTdTc5h3d AcQdJs7s3h KdKc9s6h2s 
As8d5s4s2d QcTs6d3d3c QsTc9s8s4h 9s7h6d5c4s 
Ac5s3d3c2d QhTd8s4s3d Qd9c7s7d3s Ah8d7d6d5s 
Ad3s3c2d2c JsTs6s5h4c AcJsTd6c2c KcQhJs9d2h 
9h9c7h7d4s KsQd6c4s4h Ad9d7d6h4s AcJs9d9c2c 
Qh9h8s8d4s KsJsTs5h3s Th9d8d3s3h AsJd9s2h2c 
