Jd7s7d5s3s 
Ac9d7h6c3c KhJc7c6d4c Td9d8s7c4h 8h7d5s5d3s 
QdJd7h5c3s QhTd9s6s3s KcQhJc2s2d 9h9c8d7d3c 
QhTd6d6c5d Qd6d6c3h3c Ac9c6s5d2h Qs7h6d5d3h 
QsQhQdThTc Js7d6d4h3s Qc9d6s4s3c Ah9c4s4h2s 
KcJc5s5d2s KsTs6c5h3s KsJd8d3s3c KdTc9c5s4c 
Kc8s7h7c2h QcTd9h5s3d Jd7d6s6d4s 8s8h7s6h2h 
Jh9d6h5c4s Th9d7s6d4d Ts9h8h4h3s Qh8d7d6h3d 
Jd8h8c6c3d Qc9s9c7d2s KsTdTc7s3s Kh6d4s4d3h 
KcTs6d5d2s Jd8c7c6c3d KhQcTd6s2c AsJhJd4c3c 
KdQsQh7h2c QhJs9s8c2d KhTs8c7d2h JhJd9h5c3h 
7s7c6s6h3s 8s7c5d5c3d QcTs9s8s4d KdQd9h6d4s 
Js7s6s6d4d KhJdJc3s2h AhKh9s7h3h TsTd8h7c4h 
KsJs5d5c2c AdJc7h4d2s QsJd9d5d3c AsTh9h6d4c 
AhJd7c4h2s AsTc9c6d3h As8h7h7d6c Jc9s9d6d5d 
QhJs8c6c4d KdQs5h3h2s Qh9h5s5d3d TsTh9h7d4h 
7s7d4s4d3d KhQs9d5h4h Tc8h8c5s5d Ad8s4d2s2c 
9s7d6h5s4s QsJc5s4d3s AcKh7h4s3h QcJs8s8h5s 
9h7h6d5h4c KdQc8c3d2h Jh9h8h7c3c Qh8h7s5s3c 
9h6d5d3h3c Qh9h8s6c4d AdJs7c5s3h 7d6h6c4d3c 
8c5h5c3h3c AcTs9s6d4h KsJc9s8s5s 9d7h6c5s4h 
KhJcTd8s3d Jd5h5c3d3c KhQsJc9s2s Jd9d8d7h6d 
QcTh5h5c2c QcTd9s6d3d AcQh8h6h4d AhKc6h4h2d 
AdKhQs4c2c 7h6d5d4c2c Kh8h7h5s3s Tc8s8c5h5d 
KdJc5d2d2c Qd6s6c5d2s QhQc8d7s3c Ac8d4c2s2d 
KhKc8h3d2s Ah9s7d6h3h Ah8c7d6d5d AdJhJd4d3d 
KdJh6s4d3c AhJc8c5c4c QcJs9s8d2h AsJh5c4h2c 
Qd9d8h6c4s AcJd7d5s3h QdTh9s9h5h Qc8c7h5h3s 
Js6s5h4h3c Ts9h7d6h4h Jc9s7h7c6c AcKh6c3d3c 
Tc9s8c4s3s Ts8c6d4c3s Kc9d7h3h3c Qd9c8h7c5s 
KhTc7d4s3h Kd9s7h5d5c 7h7c6s6d3h AdQs5c4s3h 
TsTd8h5h5c AcJs5h4s2h KhTh7c5h4h JsTc7d4d2c 
JhTd9h4h3s QhTh7h6c5h Td9d6s5c2c 9h9d7d6d4s 
Qd9c6d6c2h As6d4s4c3h KdTs8s3c2d QcJc9c6s4d 
QsTh9d9c5d AdKsQs8s2h Ts7d5c4s4d QhJcTs5c2c 
9c8s7c6d2d Ad9h8d4d2h 9s7s6d5s4c Js9h8h6c2c 
KsTs9d7s3s Qd8h8d5s2s KsThTc5s3s KsQc8s4s3c 
ThTd6c5c2h AdKsTh4c3c AcJd5c4c3s AsTd9c5h4d 
Kc9h5h5c4c JhTc6h5s3d Ah8h6s4c2d As9c4s4h2h 
Ad7d6s5d4d KsJd7s4h2h Qc9d5h5d4h KsTc8c7c4d 
Qd9s5s4s3d Td9c7h5d2c Ts6d5s5d4c JhTc9h4s3h 
Qh7h6s6c3c QhQd9h2h2c Ah9c4s4c2h Ac4s3s3c2h 
8h7s6s6d3h Qs8d6d6c2s Tc7s6d5c4h 8s8c7s6d2c 
Qd9c6h4h3d JdJcTs8h3h Td8h7c6c2d KhQh5s3h2s 
8s7c5h5c3h KsQdTd9d3d TdTc9h8h4s 9d8c6d4c3s 
AhKc9c6s4c KsJd8d4s2s As7d5h4s2c KhTd9h8c4h 
Jh9d6s4s4h KhJs8s3h2d AdTc5h4c3h AhKs6h3h3c 
QhJcTd3d2s QdJsJc8h3d AhKsJd5c2c QhTc9h7d3h 
Js8s7d5d3s Qd7h5d4c3c 8s6h5h5d3d JsJhTd4s2s 
AdTc7h5s5h KdQhJs8d2c Kc9d7s7d6h KdJc9s5d3d 
Js9s5d4d3s AdKh5d5c2d Ks8s7d7c3c Kc9h7h7d6s 
AcQs8d5h3s QdTc7d6d5d Ks9h7d3s3d Qd9c8s7c5h 
AdQh6h5h5c Ks9h9d6d6c JcThTd5c2s KhJsTd8c3d 
QcJc6c5s3d JcTh6s4d4c Kc8s5s5c3s Ks8h6s4d2h 
Jh8d8c6c3h 9s9d8d7s3d Jc8s7d5d2c Qs8s6h5s4c 
JhTs7h5h5c 9s8h7d7c6s AhQs8c5d3s Ks6h5d3d2s 
AhJs8d4d2s JsTc7s5h5d JsJd8c4c2s KsJc8d7c2d 
KsJd8c7d2c KhQd8h3s2d QcTs9d8h4h KhQdJc7c4c 
Js9s7c4c3h Ts9s8d3h3d QhJs8d5d4d Ac9c6s6h3d 
QhJh9s6h6c AdJc8c7c4c KsJc8h7c2h QcJh6h5s3d 
TsTd9c6c3h Kc8c7s7h3h 8s8c7s6d2d Kd6h6d4s2s 
Th6h6c5s5d KsTc9c5h4d Qd7c6d4c3c AsKs9c5h2s 
Kh9d8s6h4c QdTd6s5h5d 6d6c5s4s2c AdTd5d3h2h 
QcTh5d5c2d Ah8d6d3h2d QsJh9s3h2h AsQsTd4s2s 
TsTh9h6c3h JhTd6c5s5c JdTh4d3c2h Ks7d5h4s2h 
QdJs9s5s3c AsQs8s6h2d KdQhTs3h3c JdTd6d6c4s 
9h9d7d6d4c AhTh9s5h4h Td8c7s6s2c Ac8s7c3h3d 
AsJd9h5c4c AsJh7c5h3d Kh9d8h5d2h AdKh6d3d3c 
Kh9d7d4d3h AhJd7c6s2h KsTc9c6c5c KdTh4d3h2c 
Ts7d6h5s4c KsQdJs5s3s QsTh9c7d4d KcJh8s6s2h 
Kc6d5d5c2d KsJh3s2h2c Ts9s8h3h3c QcTd8h2h2c 
KsQdJs2h2c JhJd8c4c2h AsQsTd7s2s AdQhTs5h2h 
Qs9s8d7s6s QsQc4h4d3h Th9h6d5c2c QdJd9d6h4s 
7s7d6h5h4h Qc9h8h5d3d QcJdTs4s2h Ac6d3d3c2s 
QsTh8d2s2d Qs9s5h4d3d Jc9s6s6c3s KdQs8h8c6h 
AhJd7s4h2c AhJc9h5h3h Qs9d8d8c2c QcJdTc3s3c 
Qd9s8h8d5c Ac8s6h6c2d Qd8h6h4d3c AhTh9c5h4h 
9d9c6h5h4h AsTc8c5h5c Ad9c5h3s3d Tc8c7c5h3h 
AhKdTs4c3c Kd6s5c3c2d KhQc9s7d3h Tc9s9c3s2h 
JhTd8c4s4h KcJd5c2d2c As8d8c3s2c Qd8c6h6c2d 
AcTh8s4h2s KsKd6h3d2d KhJs9h3d2d Ad7d5s5c4d 
QdTc9s9h5h Kc9h7d3d3c KcQhJc4d4c ThTc8c7c5c 
Ad5h3h2s2d Kd9h8c4h4d KsJc8c4s2s AsQh8c6d4d 
KcJdTh8s3h Th8h8c7s5d 8h8d7h6s4h Td9h7s5d2h 
AdKd8s6d2h Ad8h7s6s5s Ks8h8d5d4h KcTc9h8c3s 
KhTsTd9c4c AdQc6h5s3c QsQc9s2s2h KsTc6h2s2c 
Ah8d8c7c6c AsJs8s6d3h TsTd9d6c4d QdJc5c3d2c 
KcQd3h3c2h Kh9c8s4h4c KsTs7d5h3s QsQd8h7h4c 
Th9s7d6s4s Tc9d7c6s4c QhJh8h7h5c KsQsTc8s2h 
AdKc6d3h3d QhTs9c6s3s Ad9d5s3s3d 9s7c6h5s4s 
JdJc4h3c2d Ks9d8h6h5c QhTc8d7d4d Kh5d5c4c2h 
Qh8d8c5h2d Ah7d5s4h2c AcQc7s4s2c KcJs8s7d4h 
QhJs7c4c3s Kd8s8h5h4s 9c7d5d4d3c Jc9h7d6s6h 
Qc9s6d4d3c TdTc9s6h4h 9s7s5h4h3h Qd8h8c7h6s 
Jc9d7s6h6d Qc9c6h5h2c KdKc8h5s2h Ah8c7h4s2d 
8s8d7h6d2s AcKc9c8c4d AcKs9d2h2c AcKc8h3c2h 
QsJc7d5s5h Tc6d5s4c3s Qh8c5s5c3h 9h8s6h5h4c 
Kc9h7s7h6d KhJc9h3d2d KdQhTs7c2d KcQh6s6d4h 
8s6c5d3s3d Td9s7d6h4d 8c7c6s5h3d JhTc8h5s5h 
TsTd9d8d3h Ks8s7s7d3d 9s8s8c6s3c Jc9d8s6s2d 
AcQd9d5s4d Jc9c7s6h6d QcTd9d7s3h QdTd8d4c2c 
8s7h7d3h3d JsTc6h6d4h KsTd4s4d3s AdTc8d7d3d 
KdQcJs8d2h KhQs9h5h4d AdKh9s2d2c AsKc9h2s2d 
QcJd8s6s4h Jc9h8h6d2d Qh9h5d4s3s QcTd6c4s4h 
QsJd7c6s4s KcJh6s4c3d AhTc4s4d3h 8h8d7d5d4c 
QcTd8s6h2c Qh9h8d6c4s AdKc7d6d2h Jd9d9c6h2h 
Kd8s7h6c5s KdJhJd7c3d QdTs7c4d2s KcTs8c6c4c 
Jc6s6c5s3h AdTd9d3s3c Qs9s8h7s5d AdJs7h5s3c 
Th8d7c6c2d JcTh6d5s5d Ts6c5d5c4d QhJc6c5s3d 
9s8h8d7h2d Td8h7s5c4s KsJc9c5h3d KsTh6s5s5d 
9s9d6c5c4c AcKsJd5h2h Js9c7h4h3s ThTd6c5c2d 
Js8d7c5d2s AcJdTh7d2d KdJd8h6d5d Qs9h9d2s2h 
KcQc5s3c2s AcJc7h4c3d JsJh8h7c3d Jc8s7h5d4h 
QsTd9h7c4c AcKc7c3s2s KsQs8s8h7s Kh6s6h4c2s 
KsQd8c6c5c Ad9c4s4c2d AsTd4h4c3s JhJcTh6s2d 
Ah8h8d6h5h KcQd8s6c4c Ac9c7s7d2h QdTh6c4d3s 
7s7c6d5s2d Qc8h7h5c3h KsTc8d7h4d AcQh8c7c2s 
QsQcTc7c3c Jh7s6h4d3d AdQc6s6d2h Jd9s9c6c5c 
KhQc6s6d5d KsTd9s8c4s KhJc8c7s4d TsTc9h6c3c 
KsQs8s8c7s 9c6s5h4c3s KdKc8d3s2h QhJs8d3s3h 
AhKd6h4h2c Qs6h6d5s2d Jh8s7d5c4d KsTc6s3c2h 
8s8c7s6c2c QcJh5h5d4s Qd6h5d4h2s Ac7c6h5c4c 
Kh8c6d6c2h KcJhJc7d3c AdQs6c5h3s JdTs8c4h4d 
Jd8c6c4d4c 9s7s7d5s5c Kh7d5h4d2s QhJd8d8c5d 
Ah8s8d7d5d Kh8d7c6s5d AdJc7c5h3s KcJs8h6d5d 
AcQs7h6s4s JhTc6s5s4s JsJh9d7h4h AsKc9h5d2c 
Ad6c4s3d2s AcQd8d6d4s 8d7d5h3s3h KhTh9c5s3h 
AhKhKdKc2s AhTh9h6c2d Th9h8h6d6c Jd9s6h4h4d 
QcTs9s7d3h AsThTc3c2h KdJcTc6h3c AcKsTs4s2d 
AhKcQs9d2d KsJsTs3d2c 7h6d5d4s2s Ks8d6d6c2s 
Ks5h4h3s3h Ah9s4s4d2h 9s7d7c6c5h 8h7d5d4s2h 
KhJh8h6s2s KdTd9s8d3h Qd8c5s4d3s QcTd7s5h4s 
QcTc8c4d2d Kd9h7h6h5s QsQh6d6c2h QsJc9s2s2c 
QdTh9d7s3d 9h8s7d6s4c Td9h8h4h3d 9h8s8c7c2s 
Th8s8d4h2s AcKc9c8c4s AhQc9d5h2h As7s7h5s4s 
As9d6c5c4d Kh8d7c4c3h JsJh5c4d4c ThTd6s5c4s 
Ac9s7d6c3c JhJd7d4s4c JdTd7s6c3h Th9s8d3s3d 
Ks6d5c4d4c AcQh8d6d4s AdQs9c5d2d KdQh6d6c4d 
KhTc7s4d3h JsJd4d3s2h AsQc8h5c3d AhQd6s6h2c 
Js9s8s7d6s Tc9c7d3h3d Qd6d5c4d4c AsTs5s3d2d 
Ah8d7d5c4d JdTd7h6c3s 8s8d7d6c2c AsJh9c5d4c 
JsJd9h7s4s Kd8c7h6s5c AcJd9h3c2s AsQdJc5c2c 
9c8d6c4d3s QcTh9s8d4s Kh8c5h5c3s AdJs8h4s2h 
Ac4d3d3c2h AdTc4s4h3d JsJc9s7d3s JdTs8c5s3h 
QcJh7d6c4c KhJc6c3d2h KsQs6c4c2s Kh6d5h3s2s 
AhKs9h8h4h KdJs8h6c5c QhTc9d9c5c KsKhKd5h4s 
AcQd8d6h4d 8s8h6h4d2d AhQsJs7c2d QdTh7c5s4c 
KsKcQc8c3c Qh7c5h4s3s Td9c5d5c3d JdTc6d3d3c 
Qd9d9c8d5s QdTsTh4c3h Qc8c7d5d3h AhQd8c6c4s 
KcTc9s5h3c QsTs8s4h2h 8d7c6s6c3d KdThTc5s4s 
TdTc8h7s4h Ks8h7s7d2h KsQh3s3c2c As9s8s7s6s 
AdJs9c4d3d Qh9h9d7c2d KhJd8s6s5s Kh6d5h3s2d 
KcQs7s4c2s Kc6s5c3s3c Jh6h6d5d3c Ac9s9d6s3d 
Ad5d4s4c3h Qc8d6s6d2c Ad8h8d3h2h Ks8h7d4d3s 
AhQc8c5d3s 9h9d7d6h2d JsJd8h4h2s AsQs4h3c2d 
Th8s7s7c3h JdJc4d3c2s KcJd4d4c2d AdQd8h7d2c 
Ad8h6d4h2d Qd8c6c5c2d KcQs6c3s2s KcTh8s7d2c 
QcTc9c7h5c QdJc7s5d2s AhJc7h4s3h Th8h6s5c4h 
QsTs7h4d2h KsTd6c5h4c KsQsTc8s4s QhTh6c4s4d 
Qd8c5s4d3c QhJc5h5d2d Kc9s9d8h6s AcQs8h6d4h 
As9c8c7c6c Qc7s7d6c3s AhQh8c7h2s AcQh8h5d3s 
Kc9d9c7h4s Ad8s8c7c6c KdThTd2s2d QsJc8s6d4s 
Qc8h6h4c3d Ad6s4c3d2s KhQc7s5c2s Qc9c5h4s3s 
Ah9d9c8s5s JhJd8h7c3s KhTc9h8s4h AsTs9c6s2h 
AsQd6h5c3d JhTh7c5h3d 9d8d8c6s5d Th9h6c5d2d 
KsQhTh9h2h QhJh9c4h4c Tc9c8h2s2h Ah8h6s6c3d 
QhJd8s6s4c AhJc7d6s2h KcQc8c6s4h KdJsJc3h2d 
KhJdTc6d3d Ks8h6h6c2s AhTh4d3s3c Qc8s5s5d3c 
KdTsTd2h2d QhJd5h4c3h JcTc7d6s3h Jc9s8s8h2h 
AdQc5h4c3s AhJh8h8c2d Th8c6d4c3h Kh8h7s6h3s 
QsJh7d5s5c Qc9s6s4c3s AsQc8c5h3d AhJc9h6h3d 
Ac9h6c3h3c KcQh8s5c4c KcJs4h3h2c JdTd9d4s3h 
8h7h6s5s2h KcQc8h5c4d Jh8c7d5d2h JhTh4d3h3d 
KcTs6d5h4d AcQs8d7d4d AdQc6h6d2s QcTc8s7c5c 
Kc6s5s5c2s JhTdTc5s2h AdKc9d8d4d Kd6s4s4h3d 
Jh9s8h8c5d AhTd7s5s5c KhQsQd7d2c QsTh7s7c4d 
KdTs8s7s4h Th8c7h4c3s KcQc9s3h2s KdQdTd6d5d 
Ks7c5s4c2d AhJd8s4d2s Kd8h8c7c6s AdJs9c7h4c 
KsTd8d3c2s AdKc7d6d2s KsQdTh8s3s QdJd9h3c2c 
Kd8h6s4s2d AsQh7d6c4d Qd9s6h5d4d KdJd7s4h2s 
QhTc6s6c5c AdTs9c5h4s KcJs4d3d2c JhJd7h7c3s 
TsTh8d4s4c Th8h7h5c3c KcJh9s8s5s Jh9d8d6h2h 
QdTc9c4h3s KdQsTc6h2s AsJd7h5d2h KdTh8c6h4h 
QsQh8d7c3h KhKdKc5c4h QhJh7c5s3d Qs9h9c6h5h 
Th8s7d5c4d AhJh8h6s3d KsQs8d4c2c QcJd9s5s4s 
Ks8h6h6d2s Jh8s7s6c5s KhTc5h2s2c Ac9h9c4s3d 
Qc9s5s5d4d QhTd9c8s4s Kd9s9h8c6h Th9c8d6h4h 
AsQh8c6s2s JdTs8d5d5c KdJs6s5s4h JdTd7c5d2c 
JsTc5s5h3d QdJc5h5d2h 9d8s6d5d4h QsTc7h4s2c 
QcTd8d6d4d KhQh9c6s4h KcQc8c6h4s KcTsTh7h3d 
8h8d7d6c4d Tc6c5h5d4h AdTc7c6c5c KsQh9c7c5d 
KhQc9d5h4h KsQhJc7c4c JhTs8h4c3d KsTc8d3s2d 
Ts9c7c3s3c Ks8d6s4c2d JsTd7s7h2h 9s7h6c5s4s 
Ks8d5s4s4d KhQc9d7d5s Qh8c7d6s5c QcJs6h6d4c 
Ac8s7s6d4h As8c4s2d2c QsTd9s9c2s Qh7d6d6c4c 
ThTd9d7c4d KsKh4d3d2c AhQd8c7h2h JhJc7s7c3d 
QhJsJh4d2h 9h9d7s5c4d KdKc6s3d2d As9h8c6d5c 
Kc7h4d4c3h Jc8h8c5s5d AsQh8h5c3d TsTh5h4s2c 
AsQd8h6h4c AcQdTs6h2d QsJs9h6c4s QsQc5s4s2d 
Ts8d6c5c4h 9h8d6h5h4c AdKh6s3h3c Kh9s9h7d4c 
AsQh8d6c4c Ad9c7s6d3d KdQdTd4h2s JsTd8s7s4s 
TdTc8h7h5h Ad9d6s5d4h JdTc4d3c2h 8h7h7d4c3d 
KdTc4d3c2s Js9d8d4s2h Jh9c6h6c3c As7c5d4s2h 
JdJc9s7d4d KhQdJs6d3d QcTs8h8d5h KhQsTc8h3h 
AdQd9c4d3h QsTc6h5d5c QsTh5s5h2s KdTs9d8h2d 
Qh9d8s5d3s Kh8h7s7d3d AhQh5h4c2s QsJd9s5h2c 
Jc6c5h4h3s AcQc5d3s3c Kd8h6c4d3c KdJh9s7d3d 
AdQh9d4d3c Ac9c6d5h4c KsJs9d4s2d JcTs7h7c2h 
Qh9c8d7c5s 7s6h6d4s3d QdJdTd8h3d 9h8d7h7d3c 
KdQsJd4h4d Td9c7s5h4d QdTc9s5s4s Ts8d7h7d3s 
KhQdJc9d2d Ad7h6h6d2d AcKc8d6c2h Jc9h8s5d4c 
KdJs9d3c2c Jd9h8c6c2h KdQsJc5h5c 9h9c7h6h4d 
9d7c6s3d3c KdJh9d3c2c QdJd9h6d4c KsQc6s5h2d 
9h7c5c3s3h JhTd8h5h5c KhJd3h2d2c KsQsTs6c2h 
AdKhJh8h3h Ad6h6c3d2c Js9d6c4s4c KdQh9c7h2c 
Ad8h7h7c5h AhQh9s9h2c KhTh5c4h2c Ah9d9c8s6s 
KcTs6h5d4d JsTd7h7c4h Ks8s7s5d4h Ah8d8c3c2h 
8c7s7c6s3c ThTd9c6d3d Ah7s5s4c3c AsJsJd4s3s 
QhQcJc8c2d Kd9c8h6h5s QsJc6h6d4s AdKsTs6c2s 
QcJs5s5h4d AsJh7d6c2s AcQc8h7c2d QsJsJh5c2s 
Ts7d5s4h3d Th8s6d5d4c QhTc9s5d3c Jh9d7d7c6d 
AdQh6h5s5h 8s7d5d4h2s Ac9s8h6h3s AdKs6d4d2c 
JdJc9d7s3d Kd6h5s4s4h Ts8c6h4c2s As9h8s4c2d 
JsTh6s6d5s AcJh7s6s6d QsQdTd7d3d Kc9h7d5s5c 
8h7h7d6h5c Td9d7c6s3d Qd8c7s6h5c AhQd6s5c3d 
KsQh6s5c2d QcJc9d6s6c QhQc6s6d2c 8d6h5s3s3d 
9s8s8h6h2h KsJh8s4h2h Jc8c7h5h3c Jh8h5s4c3s 
QsTd9c8h4h 8h8d7s5s2h JcTsTd8s3s 8d8c6d4h2h 
AdQhJc3c2s KsTh7h3s2d Ad7s7d5d4d Ac8h8d3d2c 
AsTc6h4d2s Jc8s8h6s3c 8s8h7h6d2s Ac8c5s5c4h 
7d7c4d3s3c QhTsTc7h3d AhTc9s5d4c AsQd9d5d5c 
9d8s8h7d2s Kh9h6d3s3d Ad8h7h6c4s QhJd8h6h4c 
KcTh6s2h2c AsJs9c6d3s AcQs8h6c2c KsQs9s6h4c 
KdQh8s6s5s AhKsJd3s2s AhKdQd8d2c KdQc9c3d2c 
QdJs3s2d2c QhQd9c6c3c Jd8c7h5c2d 9s8h8c7c2h 
QdTh6s6h5h ThTc4h4c2d JsJd9c3c2d KcJc7s4d2s 
KdTs7c5c4h JcTs6h5h4h Ts8h7c6c2h AcQc5c4d2h 
KdThTc5d3d AhTc9h4h2d Kc9d9c5c2d QhJh6h5d3c 
7d6s5c4c2s Jd8s5d4c2s QdTs6s6c5s QhJs9c5c4c 
KhJhTh3s2c Js6s6h5h4s Jh6h5d4s3s JsJhTs4s2c 
KcJh4s3s2c 7h7d5s5h4h QdTd6h5s5d Kh9s9h8h2s 
Qh9c8d5c3d KhTh5s4h2s Jc9d6d4c3h KhQd7s5s4s 
KcTd9s6s3h Qh9d6s5c4h AsQc6d5h3c 9s9h7c5d4s 
KcTh4c3h2s Qc6d5d4h2c Js9h8s6h2s 9d8h8c5s5c 
AcQh6d6c2s 7d7c5s5d4d QcTd9s9h5s KsJsTd7c2s 
7h7c5d5c3c KhQh5d4c2s AcTs9d5h4s QsQcTc8c2c 
9s7d6h5d2s AdJc9s5h4s QhQd9d2s2d Td8s8d4c2s 
Ts8h6c5d4c KhQc6s6d5s QsTs6h5s5d Ac9c6h4s4d 
QhTc9d8s4s QsTc6d4s3h Qd9s9h8d5c QhTd8s2s2h 
JsJc8s5h3d Qh8d5d5c3h Jh6h5s4s3d AcJc5h4c3s 
9d9c8h7h3d QcJc4h3h2d KsJs7h4c2h AhTs8h4h2d 
QdQc9d2s2d Ac8d5s5h3c Ts8s8d7d2d 9d6s6d5s2c 
KcJcTc7s3c Ts9s8d4h2d AdJd7d6h4d KsTh5s2h2c 
Td9h9d3h2c KcTh4h4c3c Ad4c3d3c2h 8h8c7h5s4h 
As8d8c7d5d QdJd9h6s4d QsJs9h6s4c KdTs9h6s4s 
JhJc9d8h2s KdTd9h4s2c QsJc8c6c4h Jc9h8s6s2h 
Ks9s8h5h3s Kd9s7s7h6c KhTd8s7c2h 8c7c6s4s2h 
Jd9c8c6d2d AdQd8d6c2h KsJh6d4c3s QcTh9s9d5s 
Js9c6c4s3h KsJdTd4c2h KdTc4c3d2h KdQd5c3d2c 
Qd9h9d8d5c KdQd8s5s2d Jd9c6c4d3s KcTc7d6h3c 
Qc9d6h5s4c Qd8s7s6d3s KdTd6s3h2h Ts9s8c3d3c 
QsJh8h8c5h As6d6c3s2c Qh8s7c6d5d Qd8h5s5h3d 
JsJh9h6d4h KdJc8s6h5h AdKd9d8d4c Jc8h8d6d3c 
QcTs7c5h2h KcQhTd8c3c JdTc6s5s5h TdTc8c5s5c 
AhJs9d4h3h Tc8c6d5c4h JsJdTc8h3h QcTs6s5h5d 
Kc7c6h5d3c Ks9s9h7d4c QdJc7s5h5d KhJd7d6s6d 
JhTc6s6d4s QcJh9c5d2s KhQh9s6h4c Jd9d9c7s4h 
KsQsTs4c2h As8c6c3s2c Ad9s9h7d3d QcJc9h6d6c 
Qh8h7s5s3d 9h8d8c7d2c 8d6s5h3h3d QsQh5c4d3d 
Qh7d5h4s3s Qh8h7s6d4c Td9d8s3s3c KhQd8s8c6s 
JsJhTc4d2c 9d6h5s4s4h Jd7d5c4h4c KhQdTc7s2h 
TsTd8h4s4c AsJs8s8d2c Js8d8c6d3s AcQd9d5h5d 
QdTh8c6s2d Qc9c8h6d4s Th9h8s8h7h JsTd6d4s2s 
KcJsTs4h2d JdTd4s3s3d QsQc4h4d3d QdJs5s5h4c 
Jh8d7s5s2h Tc8h6s5h4d Ts6s5d5c4c 8d7d6h5h2d 
AdTh9d5c2d KcJs9h7c3c 8s6s6h5c2c AcTh5d4h3d 
Jh9d6c5c2h AdJs9h5c4h ThTc9c8d2s KcTd6s5h4s 
QcJd9c7s3h Ad9h9d4c3s KhQsJh4h4d Th9h8h6d4c 
QdJd9d6h4c Td7h6c5d4s JcTs9h4d4c AsKdTc4h3h 
KhJc6c3s2h Jc9s6d6c5h QcJh9s5s4s KsTd9s8c2s 
AhKdQd8d2s JsJcTh6c2d Ts9s7d3d3c QcJs8s7d2d 
JsJhTd4h2h JhTh7h7d5h AdTd9d6s2h Kh8c6h4d2c 
Ts8s8c7d5h 8d8c7h5h2d KdQd7c4s2c KdQhTc6s3s 
8s7c6d6c3s KcJdTd6s3d JsTd4s3d2h Kc7s7d5s2c 
KhQsQd8c4c Kd9s8s6c5h TdTc6s5s2d Qs9c6s6c2h 
AhJc9s7d4s AcQdJs8h2h QsQh4d4c3d KsQdTc8s2s 
AsKcTh4d3d KhTh7s5d3h 8s7c6s4c3c Tc9h5h5c3h 
KsTh7d5d4c Qh6d5d4h2s QdTd6c5h5d AhJc9c8d4c 
KdJd9c4s3h Kh9s9h5h2s Qc9h9c7s2h Ts8h6d5h4c 
AsTc6s5s3h QsTd9d6d4d KdJhJd6c3d Jc9d7h7d6d 
Qc8d6d6c3h QcTd8h7d4d KdQhJs5s5c Js9c7s7d6s 
KhQh9c6d4h Ts9d7s6c4s 8s7s7d5s5c JcTs7c5h5d 
JsTc7h4c2h 7h7c4h4c3h Ah6s6d3h2d JsTs7s6c4s 
Qc9s8h8c5d AhQd6d5s5d KsTh7h5d4h Qd9d5s4c3c 
Tc7h6h5d4s Qh8c6s6c2h Ac9s5d3h3c KdJc8c3h3d 
KhQhTd8h2c Tc9c7s6h3c QhTh9h4c3d AcTs8h7d3s 
QcJh9d5d4d Th8s8c6d5d JdJc8d7s3h KdTd7h5c3d 
8d6h6d3h3d Th9s5s4c3c KdQs9d6d4c KdQs7h5h4h 
AcTc9c6d2h AhQhJh6h4h As8d4s2h2d 9c8h7h7c3s 
Kc9h7s5d5c QsTc9c4h3d Qh8s5c4h3s QsTd9h9d5d 
Ts9s8c3h3c Kc9h8s6c4d AhJd8s4s2d AsQs4h3d2c 
AdKs6c3s3h Ad9s9h8c6c AdTs6s6c3c Ts9d6s6h5c 
6h6d5h4d3h KhKc9h3h2d Qd7c6s4s3d JsTh6c5c4c 
9d8c6d3h3c Ac9d7s7c3c QhJs6s5d3c AsKcTc4c2d 
9s9c8h7h3s Qh6d5d4h2c Qh8c6c4h3s KdJsTh8c3h 
QdJh8s3h3d Kd8d7s7c3s Tc6s6c5h5d KdQdTd6c2s 
Ts9s8s6h6d AdQc7h6s4h Ad9s9c2h2d Td9d8h4s2h 
Th9c5c4s3s KhQcTc9c3c Td7s6h5d4c KsJsTs7d3s 
Kh9s7d3h3d Th8c7d7c3h AhTs6d4c2h QdJc9c8h2s 
AhJd9s3h2c JsJd4c3d2s Jh9h9d6s2s AhKc9d4h2s 
ThTd9c5d3s Tc9d7c6h4c AsQc8d3s3h Ac9s4d4c2d 
8d6c5d3h3c Kc8h8d5h5d KhJc8d7d2c JsJcTd4s2s 
AhJsTs3d2c JhJd9s3s2h Qd6s5s5d4d Ac7h7c5c4c 
Jd9d7c4c3h Ah5s4s4h2h Qd8c6h6d3h QdJd8c5s5h 
AsJdTh7d2d KsQh9c7d3s Qc9s9d8d6d JsJc9c6d4c 
QhTh6h5s4h As8d8c3s2d Js9h6s6c5d TdTc9d5s3h 
QsQd9d2d2c Tc8h6s5s4d As5s4s4h2h AdTd5d3c2c 
AdJd6c3d3c KcTs9c5c3h KcJc8d7c5c JsTs5d5c4s 
Ks9s6d3d3c KdQc9s7c2s Js9d6c5c2s AcTd6c4h4c 
Ts6d5h4s3h KsQhQc6s2s QdJs8h6h4c 8d6h5d3s3h 
9h7h5s4s3h AhTd5s4d3s Kd6s6d4h2s Jh9h7s5c3d 
Ks8c7c5c2s Tc8c6d5s4c QsJd7c6s2d 7s7d5h5d3d 
Kc9d7d6d5s 9s6d5d3s3h 8h8c5h4s4d QcTs8h4s2h 
KcTc7d5c4c Jc8s8c6s2d Qh6c5c4s2h As9s6h6c3d 
