9d5d4h2s2h 
9h9d8c4c3c Tc8d6d3s3d Qd7s7h5h3h QsJc7h7d3h 
Jd7s7d4c3d Ks6h6c5c2d KdQc8s4c2h TsTh7s4s2c 
Qs8c5h5d2s 9c8h7d4d3s Ts7c6c3h3d AdTc5h4s2s 
7h5d3h3c2d KsJc9c4h2c Kc9c6d3s3c Ac7c3d2s2h 
Tc9c8c4s3c Ts8s8c7s2s KdQs6c3d2d Kh7d7c4s2h 
Jd8c6d3h2h Th7d4c3h2d 6c5h4c2s2d KhJd8d4s4d 
Jh6d5h4s2c AsQd4d3h2d AcTd5h4s2s KsJd4s3c2s 
Ts8h5c4h2h Js7s7d4s3c Kh5d4s4h2h As6s5s4d2s 
Tc9h8h4h2h Kc9c8c5c2d 9c8h6s4d2d Js6s5d4h2s 
Ts8s5s5h2c Ah8s4h4d2h Kh9s8c5d3c Kh9d5c3d2c 
AsJh6c5c2c Jd7c4h4c2d QdJd6s6d2c ThTdTc8s8h 
Kd8c7h3h3c Ts7s7c4h2d Ac9h6d4c2c Ks6h5d4c2h 
9c7d4s2s2c 7c6h4c3c2h 6c5c4d3c2s Ad6s5s5c2h 
JdJc6s4c2c 9s9h5c4d2c Kc9d6s6c2c QcJs5h3h2h 
Qc8s7s5h3s Ks7s5h4s2d 9d5h4h3h2d 9h5d3h3d2s 
Jc8c5h5c2s Kc7h7c3d3c 9s8s8c4s3d QcJc9c5c2c 
Jc9h8c4c3s 9d8h3h3d2s KdJc4s4c2h Qc9d8s8d2d 
Jd9h6s4c3s Qd7s6s4h3s Td8d4h4c3s Kd7h7c4d3d 
JdTs6d4d2d Th7s5c3d3c AdJs6d2h2d Jh7h7c3s3d 
Jc8c7d6h2c Ac8s7h4d3d QhJh7s4c2d Jc9c8s3h3c 
Jd7s7d4h3d As9c5d3s2s AhQs7h4h2h Qh6d6c3s3d 
Jc6s5c4d2h Qs8d6h4h3c Ac9s7h7d2h Jd9d8d4s2h 
Ks6d5s2s2c KhQsQhQc2s KhTh8d4h2h Ad6s5s4h2c 
As6h5h5d2c Kc9s6h5d2s Ah8c7d4d3s Qh8d6s4h2h 
Qs9h9d7h2c KsQs7d4s2c Jc9c7c6c3c Kd7h7c4h2c 
Ad8h6h5h2s Th7h4d3d2c AcQh8s8h8c Tc9c8s3d2c 
8d8c7c4s2c QhTc7d3s3c 8d8c6c3s2h 9s8s7s3h3c 
Kd5h4s4d2d Tc9d5h4d2s Ks7s4c2s2c JsTd4c3h2h 
Jd8c5c4c2s 9h6s6h4d3h Jd7s5s3s2d Kh9h8c3s3d 
KhQc7s6d2s Td8h4h3h2d Qh8h6s3h2s JsTh4c3d2c 
9d8d3s3c2c 9h8d7c3s3h Ah8c6d5d2d AhJs5d3c2s 
KhQh5h4h2h Ts9d7c3s2h 9c7h7d6s2h Jh6d4d2h2c 
Td7s4s2s2d 9h9c7c6c2c KdQh4h3s2h Tc8s6h6d2d 
QsJd4d2h2c Qc9d8s2h2c TdTc6d4h2d Ad9h8d4d3d 
Ad9s7c4s3h KhTsTh3h2h Kd7h7d3d3c As9h6c2h2c 
Td9c7c4h2s 9d5d3h2s2h KcQc6h6d2c 8c5h5c4d3c 
AsTsTdTc6d Qc8h7s5s3s 7s6h5d2d2c Jc6s4d3c2s 
Qd7h5c4s3c Jc8c4s3s2d 9d8s5h4c2s Jd7d5d5c3d 
Qh8h4d3s2d Jh7h6h6d3s Kd8d3s3c2c Ah9c7s4c3c 
QsJs9s3s3c Th7c4c2h2c 6d5c4s4c2h Jc9d8h4c3c 
TdTc5c4h2c Jh9s5s4d2c Ts9s8c3h2s KdQs6d2h2c 
Jd7s7h4c3d Jc6d5c4c2s Jd7d5s5d3d Kd9h6s6h3h 
Js8c5c4h2d 9h8h6s2h2d Ks8d6c5c2c KsQc7h6d2h 
AsQc4c3c2h Qd5d5c4s2h Qc9s7c5c2d Jd7h7d4c3d 
Qc9d8s7d2d Kh8h6d4s2h QsJh8c4d2d Ac8s4d4c2c 
Tc7d6s5h2c Ts6d4d3h2h AdJs7s6s2h AsQc7c5c2c 
Kd9s6s5s2h 9h8h5h4c2d 9d7d6c4h2s 9s5s3d2d2c 
KhJh8s3c2d KdJc9c4s2c KsQh6s3s2c QcJd4c2s2c 
Tc8c4s4h3d Tc8d7d5d2s 9c6d5c2s2c Qh5c3h3c2c 
KsQd6c3s2s Qc9s8h4c2d KhQh9s3h2c Th7h5s3h3c 
7d7c6s4h2s Ac8h7d4s3s Ks8s8d4c2h QsTs3h3d2c 
7h6s6c4d2s Tc7h5h5d3h Ah6h4c3s2h Qs9c7s6h2s 
Qh9d5d4d3s Js8d5d4c2h 9h7s5s5d2c Th7d5c2d2c 
Tc8c7h7d3c QhQd8d3c2d Qs9s6d3s3h QcJs5s3s2d 
AdJh9c6s2s QhJc8d7d2d Qc7s6h6d3h Jd9d6h3d2h 
Qs9c6d5c2c AdTh7s6s2s Jc8c7h5c2c KsJs4h4c2s 
Jh8d8c6d2s 9d9c8s4s3s QsTh7h5h2d QhJd7s7c3c 
Ks9c5h3c2h KhQd7h4h2c Ts7c5c3s2s Ah8s7c6d2s 
KcJs7s6h2s Qc8c6s4c2d Th8s7s4s2d Tc8h7s4d2h 
Jc8s6h4d3d KcQsQhQdTd Qh9s6d5s2s Th7c4s3h2c 
Jd9c5h4c2s Kc6s6c4d2c Kh8h7d4h3c 9c7s5s5d2h 
QsJd7h5c2h Ac9h5s5d3h AcJd6h5d2d Tc7s6h3c2s 
Ks9d8c6c2c Ad8d6d5d3d Ac9c3h3d2s Kc9c8c6s2c 
Ah8s3c2h2d As9d4s2h2c 9c5s4c3d2s AsJc6c4d2h 
Th8h7c4h3h Kd9s9h8h2h QcTh6h6d2h KhQh8c4s4h 
Kc9h5d4h3s Jd9d8d4s3c KhQh5h3c2h 5h4s3s3c2c 
Jc7h5h3s3d Js6s5h5d3s ThTd5d4c2d 8d7c6d2s2d 
9c6c5c4d4c Qc8s7d5d3d KhJh4d4c2h Ad6s6c3c2s 
Ks7h5h5c3h Jh7d7c4c2d Jd6d5h5c3d Th6h6d4c3h 
Qh5s4h4d2c Td8h6s2h2c AdQh5h2h2c QhJd7s5d2d 
Qs8s5s4s4d Kh7s6d2s2d QdJs4d3c2d Kd8s7c3s3c 
Kc8c7h4c3d Ks8h5c4d4c 6s5c4d4c3c Kh7d6d5s2c 
6d5d5c4d2h Th8d7d4s2c KdTh4h3s3h Js6s6c3s3d 
Qs8h8c5c3c 9h5h4c2d2c KdTh8c4c3c Qh8d4c3d2h 
9s8c5h2d2c QsQhQd2s2h 8d7s6d2d2c Jh8s8c7s2s 
KdQd9d7d4d Jd9d8d7d4d 7d7c6s4d2d QhQc6d3d2s 
9d7h4c2d2c QhTs7h4c2h Qh9s9d4s3c Kh5s3h3d2c 
AsQd7c3s2s Td8c6s6h2s Qs7c6d4c3c Jd8s7s5s3s 
9c8d5s5h2c Jd9s7c6h2h Jc8s5c4c3c Qd9s7c6d2d 
4h3s3h2s2d Ac9s8d4h3s Qh8h6h6d2s Jd8h4s3s2d 
QcJd4h3c2c Kd9c6s6c3c Kc6s4h3c2d Tc9c6c3s3c 
Js7c6d3s2d 9s6d6c5s2s Jh7d5h3s3h KdTh6s6h2c 
Qh8c4d3c2h Kh6s5h2h2c Ts8h5d4h2h TsTc7s4s2d 
KsJs4d3h2s 8s8d7d6d2d Ac9s6s4h4d 7d6h4d4c3d 
Kc8h6c2s2d Kc6s3s3c2c Qd8s7d4h3c QhJc8s2d2c 
Jh8s8c6d3d Qd8h5h4s4c Ad9s7h4c3h AhQd7d5d2d 
Qs5h5c3c2h As9c6s4h2s Jh6h4s3d2d 7d5c3s2d2c 
Js8s4d3d2c Kh9c8d6d2d 9s8d6h6c2d Jh8c7s3h2c 
Qd4h3h3d2c Qh8s7c6d3c 7d6c5h3c2s Td8c7d5d2d 
Qc7d6c3d2d Th7c5s5c3c Kh9s6s5s2d 9s5s4d2h2d 
9c7c5h4d2s Jd9c7s6c2h 9s8c3s3c2c 7d7c6d5d2d 
Qc8c5s5c2h 9d8d6s4h2d Qs8h5d4h3c Ts8c7c5c2d 
6h6c5h3s2h 7s6c5h3c2d QdTc4d3d2s Kh8c6s5c2c 
KhTc8s3h2h AdTh5c4s2s Kh8h6s3h2s 7s6d3s3h2d 
KdJc9h4s2h Jd6d4s3c2s 9h5c4c3c2h Kc9d6s4s4h 
Qh9s9c4d3c Th7c5d3c2d Kd6h4c3d2s Ks9h8d5c3d 
6s5d4s3s2h QsTs9s5s2s 7h6s3h3d2d 7d6h5c2s2c 
As8c7d4h3h Kc7s7c6d2c QdTc3s2h2d Ah5h4h2s2d 
8h7s7d4d2c Kh9d6s5c2d Ks8s7d4h3s 6s5h4s3d2s 
Qh8d5c4d3s Ts8s7c2h2d Js9d8s2s2c 7h6s3h3c2s 
Ts9s7h4c2d QsJs3d2s2c KhTc7s3s3d Kh6s5s5c2d 
KdJh8d4s2d AdTc8h3c2c QcJs8s4s3s TsTc5s4h2s 
Qc5s5h4d3c KdJd8h8c3d QhJd4h3c2h Kd5h5d4d2c 
7s7h5s3d2c Jd9d8d4h2c 7c6d3d3c2s Qh7s5h4c2d 
Jh8c4h2h2c Jc8c6c4s3h Jc8s4h3s2c Th6h4s4h2s 
Js7h6d4c3c Ks3d3c2d2c ThTc7c4c2d Jc9s5c3h2d 
Td7s6d5c2h Jc8h7h6s2d AcQc7c3s2d Ah9s3c2h2d 
9h6s6d4c3h Kc6s6h3s3d Kh9d6s3c2h 9d5c4d3s2c 
Kh9c6d5s2s Jd6d6c2d2c JsTh6h3d2c Kc5s5c4c2h 
Kc9h8d6d2d Kc9s7d4c2h Qc7d6d4h3s JsTc6d6c2c 
Tc6h4c3s2h TsTc3s3d2h Qs9d5h4d3d KhJh4h4d2s 
Kc8d7d5d3s Qs8c6d4s2s Qh7d5d5c3s Qh8c6d4h2h 
Qh7c6s6d3c Js8c6d4h3h Ks9c8h5c2c KhJs8c6c3c 
Jh7h5s4d2c QcJc6d6c2h Qc9c4s3s2c Qd8c6d5d2d 
JsTd5d3d2d Ts6d6c4d3h 9d8d7d6s2d Jc8h4s3s2c 
Jd7c6s6c3h QhJs7h6h2d KdTc4h4c3c Th7h7d4h3h 
Jc6s6h5h3h QhTh7h3d3c Jd9c8d4d3s 7h6s6h5h2h 
Jd9d5s5d2c Qd8c7d3d3c AhQc3s3d2c 8c6d3s3c2s 
Qh9s8h4d4c Qh6s6d3d3c Ad5d3s2d2c Th8d7s4d2c 
Js9c8s2s2h ThTc3h3d2s Td8h7h3h2d Ah8c5d4s3c 
AhKh9h4h3h Ad7s6h5c2c Jc5d4s3d2s Td7h4d2h2c 
Kc9h6d5s2h AsKh8h3d2h KcTd4d3s3d AhQd5s3s2c 
9h8c5s5d2c Ks9s4c3c2c Jd7c5c3s3h Qh8c7d4s3h 
As8h4s4c2s AsTc8h3d2h KhTh7h5h2c 7d6d5s5d2h 
QsTc7d5d2h AhJs6d5d2d Th7d4s3h2d KcJc8s6c2c 
AsTd7c6c2c Td8h4h3s2s Ad9c7h4c3s KcJs7d4s2h 
Th7h6h5h3h Qc9h7c5c2s Qs5h4c3h2c Js6c4s3h2c 
Kd3h3d2s2c Qd7s6h4s3c Ks7h5c3c2h As9s6s4h2c 
Th8d7h5h2h JsTh7d2s2c Td9d7d4h2s AsQc5d3d2h 
QhTh4s3h2c Th6h5s3d3c Kh9h6h5d2h Kh7h5d2s2c 
AhTd6c3s3c KsQs9s2h2d AdJs6c5s2s Qs9c4s3s2c 
Kc9d6s3d2s Ah6h4d2s2h 9c8s8h4d3d Kh5h4h3s2d 
Tc6c4h4c2h QsJs4s3h2c 8s6s5h3c2d 9c8c4s3h2h 
Qd9h9c4c3s TsTh7h4h2d AdQh5s3s2c Ac8s5s3d2d 
QsQhQc8s7c 9d8d6d4h2s QdJh7s7c3c Ah8h5d3s2h 
Th8h6h4h3s Jc8s5d5c3c KsJs8h8d3s 8h8c7d4h2h 
Kc7c5c4d2s Jh8d4s3d2h KsQh8s7s3s JhTs4d3c2d 
9c8c5c4h2d 9h8s6h2h2c Th5h4s3c2s KdQd7c4h2d 
KcQh8c7c3c Th6d5d5c3d Kd7d5d4s2c TsTh6h4c2h 
Th9s7h6h2h Qc8c6s3c2s Js7d6h6d3c QsJd5d3d2h 
Td8d6d4d2h AcTsTdTc6d Jh8s4d3s2h Kc7c4s4c2s 
AcQs8s8h8c As5h5d4c3h KdQd6h3s2d Th9s8s4s2s 
Qs7c4h4c2s ThTd6d4s2d Ts8s5s5d2c KhJc7c6d2c 
AcQs9h4s2s KsQs9d3s3c Qh7c5s5c3d Kh8h7h6d3h 
Ts8h7h4d2c Kh7d6d5c2s AcQd4h3d2d Ks7h6h4h4c 
Ad9c6d5d2d Ac8d7d4s3d Ks9d8d5d3h Qh6c5c4d4c 
Kc6c5c3s2h As8c7h6c2c 9d8s5s4c3s 7h6s5c2d2c 
Ts8s7d3d2s Qs6h6d4s3s AhJhJdJc6c Jd7s6s2s2d 
Ah8h5h3s2d Ad9d7d3c2h 9d8c6c2h2c Jh9h9d4h2c 
9d9c5d4d2h 9s8s4c3d2d Jh9d8h4c3h Ac5s5d4d3h 
9s5c4s3h2c Qc9c6h3d3c 9c5h4c3s2h Js8s6s4s4h 
TdTc6d5d2d Jc8s4d3c2s QcJh9s3s2d Jc6s6h5d3d 
9c7h4h2d2c TsTh7h4h2c AdTh7c4s2s Js8s4d3d2h 
As8s8d3c2s 9c8d5c4c2s Qd8h6c4d2d Jd8c7c6h2s 
Kh9h8d3s3c Kh7s5c4c3c KdQc6h4h2h Kc9h6d2h2d 
Kd8c7c3d2d AsQs7c4s2s Js9s8h3s3d Tc9d5s3h2c 
Jc7h7d6s3s 6s6d5c3c2h Jh9d5c4s2d AhTd6c5s2s 
As9h5d5c3h QsJs8s5s2s 9c8s8d4h2d Kc7c6c4d2h 
9h8d8c4s2c Qd8h7d3s2h Kc9c6s3h3c Kh7d5s5d3d 
Jh9s8d4s3s Ac5c3s2h2c Ts7d7c4h3h KhJh4s3c2h 
Kd9h8s5s3s Qd9c8h4d2s JsTh7c2s2d 9h8h5h4c2s 
Jc6s5h5d3h Js8s7d3d2d Qc7s5c4d2h AdKd6d2d2c 
JhTd5d3d2d Jc9c6d3c2d Ks9h8h5h3c Qc6s4s4d2d 
AcTs3c2d2c Js7s5h3s2h Jc9h6s5h2h KcJs8d4s3s 
Th8s6s3s3d Jh5d4d2h2d 9d7s7c6h2s Qs7h7d5h3h 
Kh6h5s3c2h Qc8c5c4h4c Qd9c7d5d2h Jc7s5s3h2h 
Qs9s8d3h3c Ks9s6d3h2c Ad8c7c4h3c QdJs8c4h2c 
Ac9s7h4d3h Th8c7c6c2c 9s8s6s4d2c Qs7h6d4h3h 
5d4s3s3c2c QcJc4c3d2s KdQd7d4h2s TsTc6s5s2s 
JdTh6h3s2c JsTd4h3c2c Th9h7h4s2c Qs9d8h4c2s 
8d6s6h4s2s Qh5s3s3h2s 9c7d5c4h2s Qd8s7h6c3h 
Th7s6h5d2c KhQc3d2s2c Qc9d7s6c2c Kd8s8d4c2h 
Kh9h5h4h4d KdJs8h3c2d Kd9s6s4h3c KcJs4c3c2h 
9s9c5s4s2h AsJd5h4c2h 8d7c5c2s2c Qc5d4h3s2c 
AhQs4h3h2h QsQc8s3d2s Ks8d6h5d2d Qs7h5s5c3s 
9h9d8d4s3d 9h7s7d6c2c ThTc6d4d2s Jc7h4s4h2c 
Qc7s6d3c2s QhJs8d7d2d QcTd7d3s3h QdJc8s7s2s 
QhTc7h4h2d Jh8d5s4d2d AcKs8s3s2d 6s5h4h3c2h 
Ks9s8s6h2s QsTc4s3s2d AdTc3d2s2d KcTs4s4d3s 
Th8s7c4d2s Qd8h7s6c3s Th5c4h4c2c QhJh3d2s2h 
AsQd4d3d2c Jc7c6d5s2h Ks6s6d4h2s Ad9c6s4c2s 
Tc8s4d3d2s 7d6c4h4c3c KhQs8c4s2d ThTd6d4c2d 
JdTc8h3h2h Kd8d7d6d3h 7d6c5s3h2c As7s5s5d2s 
Ad5h5c4h3s 8h7h4s3c2c Kc8c6d4s2c Ts5d4d2s2h 
Th8c6s6d2d As7d6h5c2c Ad9h6c2h2c Js7h5h3c2c 
Js9h5s4d2s Ad5d3h2s2d As5h5c3s2s Kc7d5h4h3h 
8s7d6h6c2c Qh9c6s5c2c Ah6d4c3h2h 6h5s5h4h2d 
7s6h5d3h2c Jh8s8d6s2c KsJh8c3d2s KsJh4s4c2s 
Ac6h4s2s2h QsQh8s3c2s AsJc7c6c2d Jh8c6d4h2s 
Kd8s6c5s2s AcJh6c2d2c Jh7c4c2h2d Qs8d4s3d2c 
6h5s5c4h2d AhKh8h2s2h QhJc7s5c2c Kd8d4s4d2s 
Tc6s6c4d3c AhTh3d3c2h Qd9h9c7d2d Kc7h7d6h3h 
Th8c7s3d3c KsKhKc4d4c QdJc8d2s2h Kh9s9c4h3h 
JdTs3d2h2c AdTs5h4c2c 9h6d4d3h2h Ad7d5d4c2d 
Td5d4s3s2h Jc8s8h6s2s Qs8s5s5c2d 9s8h3s3h2c 
Qh9d6s5d2d Ah8d6s6c2c Tc8c5h4c3c Jh9s4s3c2c 
AdTc7c4c2s 9h5h3c2d2c KsKhKd9c8d Td7c4d2h2c 
Qc5h4s4c2d 9h8h5h4d2c JsTs4s2h2c Th9d6s3s2c 
Kc9d8h6h2h KsTd8c3s2s KcTs8h4d2d 8s7h6d6c2d 
AsQc9c3c2h Td7h5h3d2h Tc8s7s4h2d AdQs8s8h8d 
8s7h5h2h2d KdJc8d4h2d Tc8d7s4h2h 7h6s5s3c2d 
KhJs8d3h2c Qc9d5c3h2s 9c8s8d4h3h 9s8d6s4h2s 
KcQc6d3c2s KsTc7d3h3d KdQd7s4d2h Qc9d7c5h2c 
7s7c3s2s2c Th6h4h4c2c 7s5d3s2d2c Tc8s6h3s3d 
AcTsTh3d2d 8h7d6h2s2h 9s6h6c5c2c Kh5h4h4c2s 
Jd8d6s3h3c Th7c6s5s2d Js8h4c3h2s KsTc4h4c3c 
Jd8c6h4s3s Qh7c5h3c2h 9c8c7c3s3h 6d5d4h3d2s 
Th6s5h5d3h Kh7c6c4s4c QcJd6h2s2c Ac9c7c6s2c 
Th9d8s3s2c Kh7s7h3h3d Jh9c8s4d3d 6s5c4s4d3s 
Qc9s9h4d3s Qd8h7s6c3c KhQc6h3h2d Kd8c6h5h2h 
Qs4h3h2s2d Qd9s7h7c3s Qd7s7d4s2d QhTh4s4h3h 
5h4s3c2h2c KcJs8c4h2c Qd9d9c7h2d JhJdJc9c7d 
9h5s4c3s2c Qh8c6h5h2h Ks9c8d7d2d Js8s5s5c2d 
AdQs9c4s2s Qs8h8d5h2c Td7d6d3s2s AsQh5h2h2d 
Th7h4d3d2s Qs7c5h5c3d Ac8h8d6s3s Tc8s6s3s3d 
Kd9s8h2d2c Js9c8h4c3c 8c7c4s3h2s Th7c5h2h2c 
Qh8h4s3c2s KdTd8s4d2d Tc7s6d3c2s 8d6d5s3c2h 
Jd6s4s2d2c Qd8c6s4s3h 9d7h7c4d3d QsTc5h5d2c 
8d8c7c4c3c JsTs6c4s2s Ts8c4h3c2h Kc9s5h3s2h 
Jd9s5h4c2c AhTc6s3s3d Kh6c4d3h2s AcKh8h3d2h 
Kh9h4c3c2c 6d4s3d3c2s Qd4c3d3c2h Jd9s9h4s2c 
JcTd7s2h2c Ac7s4s4d2d KcQh3s2h2d Kh9d7d4s3c 
AdQh4s3h2h 6h5h5d4h2c Qd7h6s3d2h 9s9c5c4c2h 
6d5d5c4d2s 8d7d6d2s2h 6h6c5d3d2s Qs7c6h6d3c 
Ts5h4c3s2h 9c8c4d3d2h AhTh3s3d2h Js9c8d4s3s 
Js9d6h4c3h 5d4c3s3c2s KcTh9h3h2d Jc7h6d6c3c 
Kh6c5c4c3c Jh9h6h4c3h Qc9s7c6c2h Ks7d6h6c3d 
Js8h8d6h2h Ac9c7c3h2s KcQc6d3c2h Js9d5d4h2c 
Kc9d9c8c4c Ad6s5h4h3h Jc9s8c2h2c JcTs6s4s2s 
Qs6h4h4c2c KcQc9c2s2h AsThTc3d2d Ad8c6s6h2h 
8h8c7c4s2c KcJd8d4d3s AhJs9c3s2d Jc7s6d4h3h 
6s6h6c5s5h TsTh6d4d2c Jd9s6c4h3c Ac8h7d4d3s 
9h8c6c4c2s Ts9h7c4s2s Kc9c8s5c2c KhThTd3h2h 
Ah7h5h4c2h Ah8s8h3c2h Qh9c8d2s2h Ks9c5s4s2h 
Tc8s6h4s2s Kh9s9d7s2c 9s5c4c3s2c Qc8d7s5h3d 
QsQdQc8c7s QdJc8c4c3c QdTh7d4d2c Kh8d6s2h2c 
QdJd9d7d2s 8h7s5s2s2c Ks8s7c5s3s Qs4c3c2s2d 
Ks6h6d3d3c KcJc9c8c3c Jc5d4d3c2d Qh8d7c5s3d 
Tc8d5h4h3h KsQc8c4h2d Qh7c4d4c3d Ad8c6c5c2s 
Ac6d6c3s2c AdTsThTd6h 8s6s5d3c2h Jh7s6h6d3h 
Jd5s4h3s2h QhTd5s3s2c 5c4s3h2h2c KhQc9c8c2c 
Jh6s6d5c3c Qd9h8c7s2c Th6c5h5d3h Jh7h7d3d2c 
Qh8s7d5c3s Kc7h6h5s2d KcJc4c3d3c Jh8s5s4s3c 
Qd9h7d5s2d 9s9h8c4h2d Kd5h3d3c2s Jc6h4d3c2h 
AhQd7s3h2h Th9d8c4d2d 9d7h4h2s2d 9d8h6d4s2d 
AdJh7h6h2c 9s9c5h3c2c KsTh8d4c2c Qs8h7d5d3d 
AsTh6c5h2h Kc7s4h4d3c Th6c4h3s2c Qh8h6d4h2s 
KsJd8c6h2c AsTh6h5h2c Th8s4d3s2d 9h7h7c4h3h 
Ks7d5s5h2s Ts8s7c3s3d KdJs7d3d3c AcQd6s3s3h 
Kc8c4d3h2d Kh7d5h5c2h KsQs4s2d2c ThTc6c4c2s 
8s8c5s3h2d QcJc9c3d3c TsTh7s2d2c Ts9s7s4d2c 
Jd8h7s3d2h Qh7d4s4d2h 6h5s3s3h2h KsJc9s4s2s 
Qh8s5c3c2s Ac5h5d4s3h As9h6c4c2h Jd7s7h3d3c 
Kd6h4s3d2c Tc7h4h4c2c Ad9s7h4s3s Ts8d7d4d2h 
QdJs7h4d2c Jc7c5d3c2d QcJd3c2s2c 9h5c4h3d2c 
Jd7s7c4c2s Jc9h7s6h2d AcKd8d3d2h Kh9c3h3c2c 
9s9c5c4c2d QsTd8c2h2c Jh8c7c6d2s Qh7h6d5h2c 
Qs9h8h4d3c Tc9d7d2s2h Qd9h8c4d2s As6s6d3h2s 
JdTh6s3d2c Ac9h5s3c2c AdJc7s7h2c Kh7c6d5d2s 
KhJc9s6s2s 8s7c6h6d2d TsTd7h5c2h As9s6s4d2h 
9s8h6d4c2c Qc5d5c4h2s Jh8c5d4c2c Kh7h5d4h2s 
Qs9c7c4d2d AdJc8s3c2h Ah8c7s4c3c QcJd7h5s2h 
6h6c5c3d2c 9d6d5h4s2d KhQc8d5d2d Kd8d4h3h3d 
9d8h5s5c2h QcJd7s7h3s Ts6h4h3d2d Ac9c7h3d2c 
Kh9c8c5s3c AsJc7h7d2c Th8c7d4s2c QcJh7d5s2d 
6c5h4d4c3c 7d6d5h5d2s KdJc7c6h2c 9d7s4h4d2s 
8h7c6c3h2c Jc7s4s4c2s Jh7c6c2h2c Js8c5c4c3d 
9s8s7d4h2c Ah9c6s2s2c Ah8d4h2s2h Qs7c6s5s2h 
Jh9s6c5s2s As8c7d4d3d Kc5h3s3c2d Qs7c5h4d3h 
Tc9c7c4h2d Qh9s9d7d2c 9c7d4h2h2c 9h7c4c2s2h 
Kc8s7d3s3d KsTs7d5s2s Qs9d3d3c2s Tc9s7h3c2d 
KcJd8h4d3d Ts8c7h4d2d Qs7h5h5c3d 9c6h4h3c2h 
Kc9h8d5s2h KdQc6d3d2s KsTs8c3s3d Td9s6c3c2h 
QcJc3s3c2h Kh7s7c4d2h Ah9s6h4d2h Tc8c4h4d3s 
Js6c5d4c3c QsJc8s3h3d Ts8h6d4h2h AcKd9s3d2d 
Kc7d6d5s2h As9s7c3h2s 9s8h5c4d2h 8s7s7c4h2s 
KhJd6h3c2s JhTs8d3d2d Th8h7c3h3d QcJc9s4c2c 
Kd7s7h4h2s Qc9s5d4s3s Kc8c6h4s2c 9d8d5h4c3d 
AcKc6c3s2c 9h8h6d2h2c 9s9h8d4s3s Jh8c5d4s2c 
Qs9c7c5d2h AcKc8c2s2c Js5h4s2s2h KdTd8c3s3d 
AhJs5c4d2c KhJc7h4d2h KsTs8d3s3c KsQs6h2d2c 
Td8d3s3h2h KsQd8h5h2h Kc9s3s3c2s KhTs7d7c2s 
KhJc6c4c2s Th5s4h3c2s Js8s5s5c2h Ad9d6s4c2d 
KdQs8c5c2c Qd8h6c4c3s KcJh4c3c2s 4c3h3c2s2h 
AhQs5c3c2d QsJc7h6c2d 7s6d3s3d2h TdTc5s4h2s 
Ah9s7d4s3s Td7c5s5d3d Kc8c3h3d2h Ts7d6c3s2d 
5c3d3c2d2c As6h4d2h2d KsQd5c3h2c KdJd8s8h3d 
Qd6d5d3s3h Ks4d3s3d2s KdJd4d3h3d AhTs6d5s2s 
8s8d7s4c2s 6c5h4c3c2s Kc8d6c4c2s Kd9h9c7c2s 
Jh9h8h7h4h Kh8s6c5c2c Th8s7s3s2h Qs8d4c3d2s 
KsQd8h7h2c AcKs8s3d2s KhJc7c6s2c 9s8s4d3h2h 
Tc6d5s5h3s Ah8s6d6c3c Qc6h6d4c3c AhJd6h2h2c 
Qd8s7c5h3s KdTh8s4c2c Jd9c5s4s2h KsJh8h4h3d 
AsKs6s3h2s QhTh4s4h2c KsJs4s4h2c 9c8d6h2s2d 
Jh7d5h4s2c As6d4c2d2c KsQh8c4h2d Th8c7c4c2d 
Js7s5h4c2d 6d5h5c4s2s 8c7h5s5c2c Td6s4h3s2h 
AhJs7s6s2c Ad6s5c4c3c KdTc7s7h2c Js5c4s3c2c 
AhTd7s4d2d 8d7s7d4c2d Kd8s6d4h2d 9h5h3c2s2c 
6h4c3s3h2c Qh7h6s4h3h Kc9h8h5s3h 9s8s5d4h3s 
As8d6h6c3c Tc8s6s3s3h Qd5h5c3c2h AsJd7h7c2d 
Ts7c5c3s2c Js7d5s3s3h Qd9s9d7c2d AcQs9s6s2s 
KcJs7d3c2h Kc9h8s5s3s Ks8d6s4h2s Ad9c6h4h2c 
KhQh7c4s2h Ts7s7h6d2s Tc6h4c2s2h Kh8d5d4s4c 
4c3s3c2s2d Ac9c5c3s3c Kc8s8h4d3c QhTc5d3d2s 
KsJh9h4h4d Tc6c4h3s2s Ts5c4h3s2h Qc4h3h2d2c 
6h5c4d4c2s 8d6s5c3h2c KdJc4d3d2h 9d8c6s6h2c 
KhJd6d5d2d Jc9s8c4c2h Qh7s6c4c3d Jh8s8c6c2d 
Kh9h7s7h2c Ah8c4h2s2h Qs7s6h5s2c Qd9h8s4d3d 
JhTd4s3c2c Qh7s7d2h2d AdQc5s3s2h Tc8h6s3h3d 
Qc9c3h3d2d 8h7h4d3s2d Ks6d5c4h2d QhTd6d6c2d 
Ah9h7h3d2s 9d6s6c4h3d AsQc6h3h3d JhJd3c2s2c 
QhJd4h2h2c 8h8d6h3s2c Qd9c3s3c2d 9d8d5c4h3d 
Qs8h7s4s4d Ah8s7s4s3c Qd7d5c3s3h JcTd6s6c2c 
Kh8h8c4s2d Kd9s3s3d2s Jd7s6c4c3h Qc6s6d5h3h 
AcQh4s3h2h As8c5s4s2s AdJd6d3h2c 5h5c4h2s2h 
9c6s6h5h2h AhTs7c6c2c 9d8d6d4h2c QsQc8c3d2c 
