QsTc8d7s7h 
9h7h6d5c4d KhJd8c5h2d QsTc8s6d5h AhTs9d8c6s 
AhQc8s3s3h KsJh9c5c4h Td8s6c5d4s Kh9c8s6h4s 
Qd9c7c6d6c AhKh9d4d2d AdKcJc6s2s AdTc9d8h3d 
KhQc6s4h2c AsTs7d4c2d AdKsTs6s4c KcTh9s4s4c 
Th9c6h5d4c AsTh8c7d5h QhJc9s8s2h 9d7s6c5s4c 
KdQc6h4c2d QsTsTd7s6c AsJc9d9c8c AsKsQs5c2d 
QcJh5s3h3c KsJcTc7c5h QsJh9h8h7d JdTh8d6h3s 
TsTc9d6c3d QhJc9d6h5s AsTs8h8d4s KsJcTh5h4d 
Ah6s5d4d2h JdTh7s5s5h AsQdTd6d4c KhKdQd9s4d 
AsKs7h7c2h Tc9d7h7c5h KsTh7s6h2d KhQh9s8d7h 
KhJsJc8h5d QdTs9s9c3c JhJdTs7h2s KcQs6d4c2s 
JdTh8s7d5c QsJs7c5h3c QsQc8s7h5s KdTc7h7d3c 
KsJd9h7s2d AsKd9s8h2c KdTc8h5h5d AhTh8d7h6h 
AhQcJc6d4s KhJs6c5h2s KcQhJs8s8d Ah6s4s4h3d 
Td8s8d6s4d QsQhTd8h4h JsJdTc7d4h Ah9c7h6h3c 
Th8d6h5s4d KdThTc7h6h QsQcJc3h3d AhQsJc9d6s 
KdTc9s9c4s AdJd7d6s5c Ks9d7h5s5h 9d8s7h6s4d 
QcJh7c6s4s 7d6h6d5s5h JhJd8s8h2s JsTh9s4s3h 
Kd9s7c5c3d Ah9c8d2h2c AsJs9h6d4c AcKhJh4s4d 
AcKhQd6h3s AdKdQc9d2h KsTd8d5s3h AhKhQh5s2d 
KcQs8d6c2s KdQdJs4s4d QcJhThTd4s As9d8h4h3s 
Th9s7h5s4c AsQs9d7s7h Ah8d7h6h5s AhQs8c3h3c 
KhKcJs9d3d KsQs9c7h4h KdTh9c8s6c KcQd9s9d4c 
As8c7d4c2s Qc8h7c6h4d KsQc9s8d7s Qs9c6h5s4h 
AcJdTc9c2c QhJsTh3h2s Ah9s6d5d2h AdKsTc9h3c 
Kd9h6h5h4d Tc9h7h7d5d TsTc9s2s2c AcKdQdJd7d 
AcQc7h6c3h KcQhJc8c3h QsJsJd7c5h KhQdJd8s5c 
AdQdTd5c4d KsJhTs7s6s KsJsTsTh3c Kd8d7c6d6c 
As7c5d4c2s KdQdQc7c2d AhQd8h7h4s JhTc7d5d5c 
AhKhJs7d3h QcJcTd7s2d 9d9c8s8h7d Ad8c5c4d2s 
9s9h7s7c6d KcQh6h4c2s AsTs8d8c3h QsJcTs8d5s 
AsTh9d8s3s Ah9d7s7h2s QdJsTs4c2c Ks6d6c5s4d 
TdTc7h7c6c KcQsQh8d5h Ad8c6d6c4d AdQd8s5d2s 
KhQc9d7s7h Ad8d6c4h3c Ad8h8d6h2h AsKsTh4c3s 
AdJdTh3d3c AsQh6s3c2h KdJc7h4d3c QdJhJc6h5h 
AdQh9d6d5s KdJd9c8h3h QdQcTc8s4c KhQd9s7h7c 
JsThTd4d2s KsJd8c5c4d AsJh9d7d3h QsTc9h6s2h 
KhJcTh7h6h KhQcJdTs3s AsQdTh5c4h As8h7s7c5s 
QhJhTsTc5d Ah9c7h6d4s AcJh9c4h4c Ad9c6s6d5h 
Qc8h8c6h4d AhKs8s6c4d KcJc7d6d4c KcJsTh7s5s 
AsQc9c7d4d AsKhQc9s3s TdTc9s3s3c KcTh5c4s3s 
AhTh8d6h3d QsQdTd2h2c QhJsTd8s5c AhTc8s8h2d 
KcQh9d7s7c JhTh8h7s6d KsKd7c5h2s KdQh5h5c2d 
Ah9s7h6d4c AsJhTd9d3d KdQd6h4s3h KcJcTc5d2d 
QhJdTd5s3c KsQdQc4h3c QcJh9s7c3h KsQs6h4c3h 
Qd9s9d7h5h AsQhQd4s2s KsKcQc8d3h KcQd7h5d2c 
AhKd7d5c4d AdTd7s4c2c Kd7h7d6s6c QhTs8s5h3d 
KhJd7c4h4d Kh9s9d8d6s 9c7s6c5d3s KhThTc6s6d 
KcJdTs9d6d KhJc4h4c3s AcJc8h8d5c QsQhTc2h2d 
AhQsJs8s4c QdTc5h4h4d JhJdTc9s5h Tc9h6c5s4h 
QhJc7c6h4h JhTc5h4h4c KsJhJd4s4c 9c8h8d7h5d 
JdTc8d7c3c Jc9h9d7s7d KhQsQc4d2h Kd7d7c6s4c 
KsQcJs8c2c QsQhJc4d3s AsJh8d7c5d Td9s7s7h5h 
AdTc9h6h6c Qd9d8h8c5c Ks9d6h5s5h AdTd8s8d4h 
Js9h9c8s5h 9s9h8h8d3d 7h7c6d5d4c QsQh4s3d2h 
QhJc9s7c3h KsTc8s6d3d QsJs8c7h4h Th8h8c7d5c 
KcTs7c6s2h QcTd8d6s2c TsTh9s6h3h AdKcQd6d3s 
KdQd8h7d5h QhQc9h8d5h Td9s7s7c5c Kc7c6s6h4s 
Ad8s6d4s3h KcQdJc8d2d KsKhKcQsJh AhQs9d7c3h 
QcTh9s6c2s AsQcTs6s5s AhQdTd5s3c 9h7s7d5s5d 
QsTh9c8h3c KhJc9s9d8d AcJhJd9c4c KsJd7c4s4d 
JhTs8h6s3d Ad9d7d6c4c AdKd7s7h2s AcTs9d4h4c 
QsTsTc5d4h KsJsJd4c2c KcTc8h5c4h AdKd9s9d3s 
AhTh9d7h6h AcThTd7c4c Ks9d8s5d4c KhTd8h8d3c 
AhKcTs5d4s Ah9s7s5h2s KhJhTc6d4h KdQc5h3d2c 
AcQcJc5h5d Td9d8d6c5c KsJs9h8d3d As8h7s6c2h 
AdQd9h2h2c KsJsTs9s8s QdJs9s8s7h KdQdTsTc6d 
AdJd9c6h4s KdTc9d8d3c Qh8s8h6s4c AdQdJd9d8d 
KdQsJs6c5s KcQhTs8d4c AcKh9s9d8d KsQdTh8d2h 
AdJdJc8s3d Qs9h7s7h5d KhKd9s7s4c AcJc5s5h2s 
QdJc6d4s4c AsKsQd6s3c AhKdTs4c2h QdJc8h8d4c 
QdJsJd3d2s KcJs9s9c2s QdJc9d8s4s TsTc7d4s4c 
Ah9h5c4d4c Js9h7s5d4h AsKsTc4d3s QsJdTd4c2c 
JcTd8c6d3s AcKsJs9s4h AcQc9h2h2d KdQcJhTs3s 
KhTc9h8h3c KhTs7s7d3h AcQs9s9d8s ThTd9h7d3d 
QcJhTh5s3d JdJc9d8d3c JhJdTd7c4s KsJd6c5d4c 
Kd8c7s7d4s JdJc9s7c5h QsQc8c7c6c AcKc9d8s2h 
QhQd9d8c5d KhJc4h4c3d AdTdTc5h5d AdKc9s7c5c 
9h7s6d5s4d JhThTd8c6h AdQcTd9d5d JhTh9c7d5s 
Ah9h7h6s4s KsTc9c4s3s Jc8s7h7c5h AsQsTc3d2h 
AcKsTc6d3c QhJhJcTd3h QcJhJd6d2h AhKc8d6s6c 
AcKsTh6d5d KdQd9s8c7d Th9s7h7d5d AcKhQs6h3d 
AhJhJcTh6h AdQd6h4h4d AdQdJh7d7c QdThTd2h2d 
QhTc9h5c3h Kh9s8h5s4d AsKc8h5c2h AcKcJc6s5c 
AdKdTc6s6d AhJh9s6d4c KhQc9c4d3h QhTsTh5d4c 
QcJhTh4d2d Ks7s6h6c4c AhJsJh3d2c KsJhJdTd2c 
KsKc8h3c2h Kh9h9d5s4d QcJh9h8s6d KsJc7c6h4h 
QdTh9s9h3s AcKd9s8d6d KsTs7s6d4h QhJc9c8c7s 
QsQh9s4d3d Jh6h6d5s5d KcTh8d6s5c QsTsTd5c4h 
AsJd9s7s5s JsTsTc8h6s AdJs8d6d3s KcJd6h5c2d 
AcKsJd8s3h QcJsTs8h4d QdTc9s8s2c JhJcTd3s3c 
KdJc5c3h3d Ah9d5h4c3d QcJsJc7h6c Ad9h9d7s6d 
ThTc8h8d5s AsTs7d6h4s KdQc9d7d6s AhQsJc8h3h 
KsKh7h3d2d Td9c6c5s4d AsTc5c4c2s JhThTd8h3d 
AdKdTs6d6c Jc8s8c7s6c JsJcTd7c4c QsTs8c6h3c 
Qh9h6s6c5c KsJcTs6s2c 9s9c8h6s4c KdQdQc5s3d 
Qs9d8d6s6d QsQdJh4h4c AhKcTs9d3s KsQd9d4c3s 
KcTs9s9d8s AsTs9c7s6s JcTc6h5h4c Kh9d7s5s3h 
AcKdQdTd2d Td8d8c7s5c KdQcJsJh6h Ts9s9h7c6d 
Tc9d6s6d5c Jh8d7s6d4h AcJd5d2h2c JcTs8h8d7s 
Qd9d6s6c5c KsQs8c7s5c KcQd9c8s7c QdThTd7c6d 
Qc8s8h7h6s QdJh8c6d5s QsJc9d8d2s AsTc6d5s2d 
Th9s9h7s4c QsTc5h4s3c QsTh9h6s2h AsQs9d6h3c 
AsAdAc8d3h KhQd9d4s3h KcJh8c5h2s Qh9d6d5h4c 
KsQdTc6h5c Th9c8h7c4s QhJs9d7c6h KcJc9c5d4d 
AsTd7h5h5d QhJh9s8c2s KsJh7c4s4h Qh9s6c5s4h 
Jc9c8h5h4d QdTd9d8c6d KsQhTc8s4d KsKh8c5s2d 
AdTdTc5d2c Js8d6s5h4d Kh8d7h7d6h QcJdJcTh2c 
JhTs9h4h3s KdKcJh9s3s Kh8h8c5c4s QhJcTh6c2c 
AhTd9s4h4c KcQd6h4c2d QcJd9s8d7d AcQc9c6h5s 
9d7s6c5s5d JsTc7c4s4h KdQc6c5d2d TdTc9h9d2s 
AcTh9s6s6h As6s6d5h2h QsJhTh8c4d QsJdTh6s4s 
QhTc7s5c4s Tc9s7h7c5h QdQcJh9s5h QhQdJd9c5d 
AhTd7s4h3c AhTh8s8d3c AdKdJd8d8c QsJdTdTc2h 
KsJsJd7s5c Td9h9c6c3d KdJdTs8d5c Jh9h8d8c6d 
KcQdTh8s4c AcTh9s5s4h JhJdTc7d4s AsQs8h8c4d 
AcTd9h5h4d KhQhQc5d3h KdJh5h5d4d TsTd9d7h7d 
AdTd8h6d3h AsTsTh9s3d JdTsTd8d3s Jh9c7s7c6s 
AsKhQs9c3s AsTd8h7c6h QdTdTc7s6d 9h8h8d6d4c 
QcJh9s6c5d Jd8d7c6s4c QcTdTc6d2h KcQsThTd7h 
KdQhJs8s8c AsQd9s9c3h Js9c8s6c5s KcTd9s9h7s 
AsKcJd8c3h JhJdTs3h3c 9h6s6d5s5h JsTd8c7s5h 
QsTc8h6s4d QsQh9s5c4d KhKdKcQcJd QdJcTc4s2s 
JsJd4s4d2c KhQs8h7c4c KcQd7d4s4c AsQh9h9d8h 
KcThTc8c3h AhKcQd7h2s Jh8h8d7h6d Kd9s9c8s6c 
AcJdJc6d2c Ac9s7c5h3d KsTd8d7d6c KhJhJc6s5h 
KdJhTs6d6c TsTc6s5c4c KdQsJs6c4h AdKdTc9d4d 
AsQhTd8c4c JhTh5c4s3s KdQd9h8c7d KsQcJd8d6h 
JdTd9s8s2s QhJsJhTh2d AcQhJs9d6h AhKd8s5c2h 
JsJc6c5s3s AsKh5s4s4d AcQdTs5d4d KsQh9s8d7s 
AhQd7h6s3c KsTsTd9c3h AsQdJs8s3c KsJc7c6d4d 
7h6h6d5s5d Qs8s7d6d6c AsQhTh6d2d KhJh9c8d3d 
KhTs8h6d3d AdTd8d7d6s AdJdTd7d5d KdQcJc8h5s 
Kh8s8h5s5c QdTd6h6d5h QsThTd8h3d Ac9s6h5s2c 
KsQcJd6c2d QsQc8h6h2c JhJc7s4s4c Th9s6s6c5h 
TsTd8d8c5h KhJd8d5c2h QsTsTc9s6d AsAhAdQd6d 
QsQh8h6d2d 8s8c5d5c4d QdJs9d9c3s Qc8s7s6d4c 
AdTd8s8d4c KsJs9s9c7d Qs8d7s6d4c KcQc8s7c5s 
QdTd8s6c3s JsTs8h6d5c JhTs7s6h3c AcKc8c6h4d 
QhJs9h9c8h QsQhJdTd6d Tc8s8h7s7d KsTs7d4d3h 
Qh9h8s6d4s AdQc8d5d4s AhQc9s7d3h JdTsTd6c2s 
QsJhJcTs5s AcQcTd4h3c AsJc8c7d6h KhKcQh8h5h 
AdKcTh6c3s Qh9h8s8c5c JdTd9c7h5s AhAdAc9s8s 
QcJsJc3c2s Ks9c7h5s5h KsQhJd9c6h KcJhTh8d2d 
Ac8d7d6c2d Js8s7h6c4h AhTs9h4d3c QhJhTd6c4h 
AcJs8d4h4c Ks6h6d5s4d KdJs7h6d3h AdQs5h3d2h 
JdTs8d6s3h 9s8s8d6d4h Qc9s7d6d5s KhQc9s7h7d 
KhQdTh6h4s Qs9s9h7c5c KdQhQc4s2d Kc7s7c6d4s 
QdQcTs9c5c QdJh6d4h4c KhTd8h6d2c JsTh9h4h3s 
KsJsJh4d2d 8c7h7c6h5c KsQd5h4h3d JhTs8h7s3s 
Tc9h7s5h4c AcKdQc9c6c TsTd9s9c5h QhTc8c6d2h 
AhAdAc9h6h KsQhJc9d6h KsJhTs7s4c AhTh7d7c6h 
AcTd9h8c3c QsQc9s5h4d AcKd8h5s2c AhQcTs5d4s 
KsKd8c7h2s QcThTc7s6c KhQdJsJc5c KhQdTh3d2h 
QhJc8h6d5s Ts7s6c5d4d 9d8s7c6s4d AhQs9h9c3d 
QhJs7s7h5s AhTh8h5d4s KcJhJc4c2h Jd9s7s7c6c 
AcQcTc6s5c KsJs7d6d4s JsJh9d7d3s AcKsJs6h2h 
KdTc9h8c6s JdJc6d5c3d KcTc7h4h3s KsQhJdTc3c 
AcTc8h7c6c AsQc9h7d3s Kc6d5h4h3c QhTs7c5s4c 
AcTh8d7s5h QhJsTsTc4d Jc8c7d6d4s Jh9s8c7s4h 
QsQd8s7s6s QsJd9c8c2s AcTd6s5c2s AcTc8s6c4d 
QsQcTh8d5h KsTc9s8s3c QdTs8d6h5c AcJhJd8h6s 
QsQcTh6d4d Ac9h8s8h5s KsKdQd9c3d AhJh6s6d3s 
QhJdTdTc5s AcKhTc6d3c KhTh5c4s4c QdJh9c6d5s 
QdQc8s6c3s JsTc9s9h7s Ts9c6h6c5s Kc9h9c5s4h 
QsJc7d6d4c KhJcTd6d5s AsKh9s8c2d KhQcJh6d2d 
KsJhTc5c4d AcJc7d4d4c Js8c7d6c4s AhJhTc3s3h 
JsTc9d8h6d AsKdTc5h4c AsKh8c6h2c Ah9d8s2h2d 
QhJd7c6c4d AdKhJd8d6d QcJh9d8d2h JdJcTc9s3h 
Qs9d8s8d5c KsJh5h3s3c Kc9h7d5c3d KsQcTdTc6c 
AhQd9s2s2h KcQhTd5h2d TsTc9s7c4s QcTd7h5d4h 
QdJs8d7h6c QsJd9s8c4c Js8s8h7h5h Jc9c7s5d4d 
AhKhQd9h2c Kh9d8s6s5d JdJc9h7d5s Kd6h5d4h3c 
AcKsQc6c3h KsTh9d8h6c AhQs9d2h2d Kc9s9c6d4s 
JdTs9d7h2s Ah8d5d5c3h AsKh6s3h2s AdQcJc6s4h 
AdJdJc7d3h AhQsTs6c2c KsTd5s4h3h KcJsJdTd6d 
AcJh9s9d4c JsTc6h5h3s KhKdQc9s3c QdJd9h6s5c 
QdQcTc4s3h QhJcTs6h4h QcJhTh7s7d JcTs9h7s2c 
KhTc8s5s5h KcQh8s7c6c AdJh8d5d4c Jd9c8d8c6c 
QhTs9s4h2d Ac8h5h4h3c 9d7c6h5d5c KsJd8s5d2c 
KsJsJc7s5d 9d8d8c6c4h QsJdTs3c2c ThTd5h5d4c 
QsJsTd6h4s As7d5c4d2s KcJc6d6c5d KsQhTd6c5d 
AsTh9c8d6h JdTh7c5h5c Td9d8c7c4h AcTc8c7c6s 
AsQd9h2s2h Kd9h8s6d4s QhTsTh2s2h AdKcTd9d2d 
9s9h7c6s3h KcJcTdTc3h KcQcTsTh6c Jd6s6d5s5h 
Th8c7d5c4h AdQs5d3h2h JdTsTc6h5s QsQcTs8h5s 
JcTc8d7h2h QdJs9s7h6c AdJdJc8h3d QsJs7d5s4d 
QsQdJh8h6h KdJsJd4s2d Ah8c7c3h3d Td7s6d5s4c 
QsQd9d8c5d AhJh7d6s5h JhTd8s7d6d Kd9d7h6h3c 
Kd7c6d5c4d AdJh6s6d3s As7s6c3d3c KsJsTs9c4d 
JsJc8s8h2h KhQdJd8h2d As9d8s7d2s JsJc9d7c5h 
AhTc7c2h2d AsThTc8h5d KdKc8s6s4h KsTs5h4d3h 
AhJdTh9h3h KdQc5h5c2d KdQcTs8h4d AhTd9c8s6c 
KdJd9h9d7c ThTd9h7c6h QsTd9h7h4d QcTs6h4s3c 
KsTh8d7c6d KdJd9h9d7s QhQd8h6c2c KsQdJdTd4c 
AdTc7s5s5c AcKhJh9h4d AdQc9d6d5s QhTc9s7s4c 
JsThTd7d6d AdQsQc5h3h QhTs8d7h7c QhJdTd8c4s 
KdJs5s3d3c KcQsJhJd5d Qh9d7d6h6d Th9s6s5c4h 
KcJh8h6c3d Jc8c7d6s4d QhJd9h9c7s QhJs9s4c3h 
As8h5d4s2h KdJs7d4s4c As9d8c2s2d JhTd8h5s3d 
AdQd5s3h2h JsTsTd3d2h KsJc9s6s3c AhTd8c7s5d 
Ts8d7s5h4h QhTs9h5s3h QdTs7s5h4h AcTc8c7c6h 
Ad6h6d5c2c Ah9h6h6c5c As8d6s4d3h QsQc7h7d6h 
AdKdQd5s2c Ah9c7s7h2s Qc9s7s7c5d KcTd7s7c3d 
KcJc9d8h3d QdTh9s8s2h KhQdTc6s5c KsKc5h4c2c 
7d7c6s5s4c KsJcTc8h2h 9d8c7d6h6c KcJs7c4s3h 
AsKhQs6s3d JsTd9d4d3s QhJdJcTs4s KdTc8s6d3s 
JsJd9c3d3c Qs9s7c6d6c QdTs8s8c7h QsTh8h5s3d 
QdTc6d5d3c AhKsTc5d4c QcJs9d8s7s QcJd8h8c4d 
QsQdTd8c4d KsQh8c7s6s KdQsTsTc6s QdTdTc8s2s 
KhKdTd5s2d KsJdTs3s2d QsQd9d5c4h JdTh9h6s3s 
QsQh8d6d2s KdJdTh8d5s QhTsTh6s2d KdJhTc5c4s 
Qc9h7h7c5s AdQh7d5h2d Kh9h7c6d5s QhTd9s8d3s 
QhJc9s8c7c AcKc8s8h6c 9s7s7c6c5s As9d6d4s3c 
Th9s6s5d4h JsJdTh9c5d KdJcTs6h6d Ad9h7d6c4s 
QsQdTh8c5h AcQcTc7d3s 9d9c8h8d3h KdJd7h6c3h 
Qd9d7s6s6h Tc9d7s6d3c QdQc5d4h2h JhTd8h7c3d 
TdTc8h8c5s AhJc9h6h5s QdTs8c7h6c AdQd9d8d7c 
Ad9d8s8d4s AcTc7d4s2s QhQdTc8d4d QhQd9d5s4c 
KsKhQh9d3h KdQsJsJh5s AhKcJc6s2s AdQc5d3s2s 
QhTh8c6s3c QdJc6d5h2c KdTc6d4h3h AsQc8s5s4h 
Tc9d8d7c4s KhJc7h4c3s Qh8h7d6d6c AhTs9d5d4s 
KsKh8c3c2s TsTc5s5c4d AsTs7c4d2d JsJh9c8d6s 
Ac8h7h4d2c AhTc7c2s2h AhTc9d7d6s JhTc8d7c6c 
7d7c6c5d4c KcQdJsTd3d QhTd8h6c5s QsQc4h2h2c 
KcTc8h7s3s AdJc5c2s2d Ts9s7c6h3c Kc9h7s5s5c 
AhKc9s8s8d AcQc9h7d7c AsTh9c4s4d QsJs5d4h3d 
AcQc8h5c2h Kc9c8h6d4h QcJd7d7c5d JhJc9s7s3c 
KsQc9d9c4s QcJd8s5c3d KcJc7h6s3h KcQsTh6d3c 
JcTd8c6d3h QdJhTh4c2c JsJcTh9d5s QhTh9h8d7h 
AsAdAc4s2h QdQc9s4s3c QsQc4d2s2d QcTh6h6d4d 
TdTc9s7h6h Js7d6h5s4h AdKsTs5h5c Ts9c7c6c4s 
KhJs8h6h4s KsKc8d5c2h Qs8s7h6h6c QcJc9d8d2h 
KsJdJcTd2h AdJc9d3d3c KcQsTh8c4d QsQdTh7c5h 
QcTh9s7s4h AcTd9c7s2h Ts8s6d5d4d Ah8c7h5c3h 
QsQc8s6d2d KsJsJh8s7s JhJc6h6c3s KcTsTh7s6s 
QhQcTs6d4d KsQhTc8d4s KsKdJc5h3h AcQhTs8s3d 
KhJs8h5s2d AsQsTc7s4s AcKcQc9c5s KdTh8c7s6c 
As7c5s4c2h AdQc8c7h6c KcQhTd6h2d QcTd9h6c2h 
KdJs6d5c2s KcJc6h6c5h KdJsTh5s4s QhJsTc7h4d 
AhKhJh6d5h AcJs8d7h5d AdKsTh9c3h AsAhAdQh6h 
Qd8d8c6c4s KsQcTs7s6s Qh9h9c7d5d JsTsTc3c2h 
AdQsJs9c4h Ad9s7d7c2c TsTd8d5s4d AhTd6c5h2c 
AcTh7d6s3c JhJdTc7d4d QhQc6h6d2d Ad9c8h2d2c 
Qc9h6s5h4c KsJcTd5c4c As9s6d6c3d Ks7d6s5d4s 
QsTc8h6s5d QsTc9h8h2c AdKdTs4d3h QcJd6c5h2d 
QdJh9h7c6s JcTc9s7h5d Ac9s7c6d4h AsTh9c3s3d 
AcJsThTd2h QcJsTh8s4d AdQs8s7h6s QsTsTc6c2h 
QdJsTsTc5h KsQsTs4d3d AdJd7c3s3c Tc9c8s7h6c 
JsJcTh7c4d QcThTc5d2h ThTc9h9d5s KsJhTh9c5d 
KdThTc7d2c AsQhJd6d5d AdKdJs7h3d KsTh9s8s3h 
Td9h8c7h4d KsJhTc6s6d AcTh8s7d6s QhTs5d4h3s 
AhKsTc3d2h AhJh9s7s2h AsTc7c2s2h AsJs7s6d5h 
AhJh6d5d2d KsJd7s4d4c AcJsJd8s6h QcJsJh8d5c 
TsTd7h4s4d QsJh9h7s3d KsTc5s4d3d JcTs9s6h3h 
QsJdJcTs6s AhKsTs7s3d Th7d6h5d4c JcTh9s5s5h 
QcJs7s5d3c QdTs7s5d4d Ad9c7d6s4h 9d7s6h5s4h 
AdQhJs8s6s KdTd7s4s3c 8s8h5s5c4c Jh9c8h8c6c 
KcTs9s9h8s Kc7c6h5s5h Ks9s7h6d5c ThTd9s9h5c 
AcKdQs5c2c Th9c6h5s4c TsTd9c3s3c KdTc6d4s3s 
AdJh6s4h2d QsQh9s9c2d Ts9h9d7h4s KhTs9h8h3s 
AdKh4s3s3h AdTd9c7d6d Tc9h9d6d3c Td8s8d5s5h 
JsJhTh9d3c QcJs9h9d8s AsTd5s5d2h KdJsTh5c4c 
QcJh9s7h3c JsJhTc9d5s Jc8c7h6s4h QhQd4s2s2h 
AhQsTc6d5c KdQhJd9d6c KdKc4s4d4c AdQc7d6s3h 
Jc6s6c5s5d Tc8s8h7s5h KsQcJh9d6c QsJh9s9d3h 
KsJd9s8c2c AdKhQc9h4h AhKc9d8s8d QcTc9d9c3d 
Ks9h9c6h6c Ks9h9d8h6d AcKs8s5d2d AcJs5s2h2c 
KhKd7s6c2h QdTc9c7d3d 9s6d6c5s5d QcJhJdTs4s 
AhQhTc4s3h QdTh8s7c6s AhJhJd7s2c ThTd9s6d3s 
QcJhJc7d6c QcJsTc3s2s KcQcJs6s2s AcKcJc6h5c 
QdJsTh5c3s QsJsJdTs7s AsJsJc6d4s KcTs8h6d5c 
AdQc9s2s2d KsJhJdTh2c KdQs8c6d2s AsQsTs6c5s 
KhJsTc5d4d QdJhTd9d7d TsTd7c5d4c QdJcTsTc4h 
AsQsJh7s7c Qs8c7s6c4h QhJhJc6h5d AcKsQh9c3c 
QdQc5c4h2h Ad9s5d4h3s Jc8h7c6h5c AdJc6s4c2d 
Jc9c8h8d6h AhKh7h6h5s JdTc8c5s2d Ad9s6h5s2d 
Jh9c8h6c5h AdKh8h5c4s AdQd7s6h2h Ah7h6d3d3c 
KcTh8d7s6d TdTc9d2d2c AhTs8c7d7c KdJsJh7c5s 
AhJdTc6s5d Ts9d8s8c5c AsQc9c4s2c AsJhTs9s2s 
QsTc9s5h5c AsKdThTc4c KhKcTd5h2h QhJdJc5s5h 
AsJs7c6d5s QsJs9h6s6h KhQcJs8s6d AhQdJc8h3h 
QdTc8s8c7h QhJsJhTc2h KdQd6s4h3s JhJc6h5c3h 
Th9c7h5d4c KcJhTs6c3d QhJs6h4s3d 8s8d7s7d3h 
8h7h7d6d5h Ah9h8h6d5s KsQh8d7s6s QcTh9c5c3h 
QsQd9s3c2d QsQcJh4h4d AhTh9s8c3h AcKh9d8s8d 
Qc8c7s6s6d KhJd7c6h3c JdJc8s8h5c KhJc8c6h3s 
QcJh7h6h4c As7h6c5s2c 8c7s7c6s5c AsQdTd7h7c 
TsTd9s9h5c AcKhTd5s4d KdJsTs9c5h QcTc9c8d6c 
KhJhJd4c2c KhTh7h6s4d KcQsQc9c7c AdQh6c4d2c 
KcQcTh7s2h 9h9d6s6h3s KhQc8c6s4s Ad8d7s7c4h 
Ac8d5c4d3d QcTh8d7s6d KdQs9s4h3d Ac8d5c4d2s 
KdQs8s6d2c AcTs9h8d6h QsJs9c6d5h AsQdJc8h6h 
AhJc9c7d5s KhKcTc4c3c AcQcTd4s3c AhKcTh5h4h 
AsQhJs7s7c Kd7d6h6c4c Ah9h7c6c3h KdTh9d5h3d 
KhKdTh4h3h QhJhTs6c4h JdTd9s7d5c TsTc9c7s3s 
AdKhTs3c2d KhJh9h8s8c QsQd9s3d2c AhQdTsTc3c 
9h8d7s5d4h JdTd8s7d7c QhQdJs8s6s Jc9h7h7d6d 
TsTd9s7h6s KhKcTd5c2c JhTs9s8s6d QdJcTd6c2c 
KsJc6d5h4s QdJc9s8d2s KdQh9h5c4c 9h7c6d5c4d 
Js8d7h6d4s KdQc9s9h7d KcQcJsJc3h AsQcTh8d4d 
AdQdJd5s5c JcTh5c4h4c KhQdTh5s3c Qh9h6d6c5c 
AcKdQc4h2c 9s8s8d7d6s QdQcJh8s5h Tc8h8c5h5d 
Ts8s8c6c4s QsJs5d4c3d Jd8c7s7d5s Qh9s8h7c6d 
AdJsJh5s4c QhQc4h3d2c Kh9d6c5h5c QdJsTd6s2s 
AdKh6c5s5h QcJd8h5c3d JhJdTc3s3h 9d8d6c5h4h 
KdQhJd7d5c Ks7s7h6d6c JsJhTd3s2d JdJc9s8h6d 
QcTs9s4c2d AhJcTs9s3s AcJdJc3s2h AsTh7d4s3c 
9h9c8s8d7h AcKs9d2d2c QsTc7c5h4h Td9s9c6s3d 
AhJhJc6c2h As8c5c4s2h AhQc4c2h2c KdQc9d8h7d 
Td9d8s7h6d KcJhTd7c3s KsJs9d7s6c AcQhTh8s3d 
KhTc6c4c3h KdJc8c6d3h QsQhTc9s5s TdTc9c7s6c 
KcTc9s4s3s KhQh6c4d3c KcJc7s6s4c AhKdQc6d3s 
Ah9c6s5h2c QdTs8s6c2d AcJc5s5d2d Jh7s6d5h4d 
As8h7d4h2s QdTd6h4s3s TsTd9s7d3d AdJdTc3s3d 
QhJcTsTd3h JcTs7s4h4c 9c8c6d5d4s JhTs9c5s5c 
Qs9c8s7h6d Ac9s6s4c3h AcKs9s9h6d As9s7d5d2d 
QdJh8s5d3h KsQd5d5c2s KhTs8h7d5c QcTc6d4s3s 
9c8h8d5d5c KsKhKcQcJh AsQdTs6s3c AsKd6s2s2d 
JsJcTh9c5d Kc9s7h5h5c QsQd8d6c2c KhKc8s3c2s 
AsQs8d5s2d AhJd9s7s3d Ks6h5h4c3s AdKd8s6s2d 
QsTc8c5s3h QdTh9s9c6d AdTc8h7s6h Ah8c6c5h2c 
AsTs9s8c4h JhJdTs3d2s Td9s9c6c4d 8h7s7d6h5s 
JsTd8h7h3s AhQh6d5h3d AcQdTh5s4h AcQs9c6h6d 
KhKcJd9s3s QdTs8s5d3c AcJsJc7c3h KhQs6c4c3h 
AdKd9c8s2h AsKdTc9h3c QhJhJd6h5c KdJhTc7d3s 
QdJdTh6s4d AhThTc7h6h JdTd9d8h6c As9s5d4d3h 
JsJcTd9c5h As9h7h5s2h JhTsTc6d6c KsJsJd4d2s 
