KdQc5s4s4c 
KcTh8s7c3s AhJhJc2s2h KdQd9d6s4s JhJc9s7s6d 
Js9d7s6s6d AdQc9h8c2h AsJc8d7c5c KsTh9h7d3d 
KdTc9h8s6c AcJd5h5c2h TsTd9h5s5h KdJd9s5s2s 
KcJhJd6c4s JsJh9h9c3d Ah8d6d4d3h QsJs9d7c5h 
KhTs8d7s6s QhJsJd9d6c KdQdTs6c4d KcQc9s8h4s 
Ad6d6c5c3d Qc9h8s5s4c KdQdJd8h6s JcTs8s4s4c 
AhQs5d3d2h KcJhTd9c5c Ah9d8h5d3h AsKdJc9d4d 
QhTs9c6h6d KsTh8d6d2s Jd9c8d5s4c KcQd8d5h2c 
KhJh5c4d3d AdTd7c4s4h JsJh8s7d3h 9h8h7s5d4s 
Th8h8c4d4c Qc9c6h5h3s Qc9s8c7c5s KhJs6d5s2h 
Ad6s6c5c2d KdJsJc7d2c AsAhAd9d3c KsQh8s8h4c 
JhJcTd6d2h QsJc9s8h3h Ad6d5s4c2c Ac8h8d6h2c 
8d8c6h4h4c QcTs8d6c5c QdJh5s4d2h QdJh7h6s4s 
QcTh8c5h3s KcQhTh6h4d 7s7d5d4s4c AsKhTh9h5h 
KdQdTd5h4c QhJdTc6d4s QhJs9c4c3h KhKd9s5s4c 
ThTc8h6d3c KcJcTh8s5c AdTc8s7c5h AhJcTd9s6s 
AcTd7c6h4c AdQcJs9s6h QsQd7d4s3s AhKd8s6c3h 
JdTdTc7s2c Ts9d7d5s4h KcQsQd8h6h AhJhJd2h2c 
Js9c7s5c4d AhKc8d6s3h QsQhJh7d4c AhKh6c5h2c 
Ks8c7s6d5h AhKs9s9d7s QhJhTh8d6h QcJc5d4d3h 
AhKs7c5h3h QdTsTc6h6c QsQd9c4d3c AsKsQs9c5s 
7s7d6s6d3d AdKd7h5d3c Qc7d6s5d4c QsJh6d5h2s 
AhQc9h9d4s KsQc5d4c3d AsKh9d7c6c QhTdTc8s6s 
Jd9d9c5s5c Js9s9h8d7c QsQc9c7c2s AsJd8d4s2s 
KsJc9s9c3c AhQdJc7h3h Tc9h7h5c4s QhJc9s4s3h 
JcTd8h5d2c AhKc6h5s5h Qc8s8c5h4s Qs9c8h5h4s 
Ac8d7c4s2d As7s5h4h2c JsTh8d8c7c JdJc7d7c3c 
Ac9h6d4c3h JsJdTc6c2d QdJh9s8c6d KdQc7h6c5s 
JsTc6d5s3d Qc7d6c5s4d Kh9d7h5c3c Ah9d6h4d4c 
AcQsTc9c3c KdJc9h5h2d KhKdQc8d3s AhJc7d6d6c 
KsQhQd8d5c Kd9d9c7h4c As9c6d5s2d AdQh9c8h2c 
AdQc9h5s3d AcTh9d7h5s QdJdTs6d4c Tc9c8d7s4d 
7d6s6c5s5d AsJhTh4c2c Ad8d7d5s3s Ad9c8h4c3d 
Kh8h8c7h7d KhKc9h8d4h As7d4s4c3d AhQsQd6s4s 
AdQsTd9d3d AdJsJd8d6d AdJs6d4s2h Kh9d7h5s5d 
Tc7h6h5s4s JhJc9c8d5s AdQdTs6h6d QhJs6s6h4h 
Ad8h7d4h2c JcTc8d6s3d KcQhQc9d4s KdJcThTd3d 
As8c7d7c6d ThTc9s5c3h JhTc9c4s3s KsQs9d8h4d 
QdJh7d6h3s AhJh8h7s2s AdQh9c8h7h ThTd9c5d4c 
Jd8h6c5d4h Tc9s8h7s6s AdQcTs6c2s Ks9d9c6d5c 
KsQh8d6h4d Td8d7c5s4c 9s7c6c5s3h JdTh5h5d3s 
Kc9c6d5d4d KsQhJdTd3d Jh9d8d5s5h Ks9s9c7d4c 
TsTd9d8c4c Js6h6d5s5h ThTd7c6d3h KhQcTc6d4c 
QdTs8d5s3c 8s8d6h4h4d JcTs7c4s4h 9c8s7s6c4h 
Js7s7c5d5c JhJcTc7c6c Td8d6c5c4d Ac8h7c4h2d 
9s8c7c6s4d QcJd8c6d3s KdJs9s9d3s KhTsTh2s2h 
AdKc9s7h6h Td9d7s7c5c QsTh5h4c3s QcTh9s8h2s 
AdTc8h8c7s Qh9s9d8h5d KcQh9s7s3c KhJh7d4d3c 
QsJd9h4h3s Th6s6c5s5c AcJs8h6s4h AdKdQs4c2d 
Ac8s5d5c3s KhQhTc6h4s AsTs8s8c7s AhTs9s9c8s 
QcTd9c6d2d KsQsTh8s3h Ts9c8c7c5s KdQs8h6c5d 
AhKh7h5s3d Qs9c8d6c4s Ts9s8d6d4d AsJs9h5h2s 
KsKdJh8h4h Ah5h5c4d2c TsTc6d6c3s Ac6s6h5h2c 
AsQd7h6s2h Jh9s7d6s6d Ks9s8d7d4h TdTc7d6c3s 
AdQh7c6d2c As8s7h5h3s KcQd5s4d3s AsKd9s6h6c 
AcJcTh6d2s AsJc9c8h3h AhKd9d7s7c QcJh9c8s3s 
KdJd7h4h3s Qc9d9c5h4d 9s7s6c5c4c AhKc9c7c5c 
KcJdTs9c4c AdJc9c7h3h 7s7c6d6c3s AcQc9s4s2h 
JhTs6h5s3c KhQsQc8d6d JhTd8s8c7s AdKsJh8h4c 
QsThTd5h2s Kc8d8c7h7c AhJd8d4h2h KcTc7s4h3s 
AdKsJh8c3s Ac8s7c4d2s AsKdTs6s3c As9h8d4h3s 
Kd8s7d6h5c QhQc6h4c2c KcTc5h5d4d JhTd8c4h3d 
JsTh7s4h3c AhQc6s4h4d JdTs8h6d3s AdQdQc3d2s 
AsKh9h8d6h KdJc7d5d3c AsTd9h7c6c QsTh8d8c7d 
AsKdTh6h4c AsJc7d6c4d AhKhTc4h4d Qh9d8s6h4d 
Kc7d6s6d4c KsJcTd9s5s JdTs8c5s2d Ad8s6h4h3d 
KhQd4h4d2s QsJc8d5c2s JhJd4h4c3d KdTd9h9d3h 
TdTc8h6s6c ThTd9s5s3d AdQh9s6h4s JhTc6c4d3h 
KcTc9h9c6s QdJdJc5s3h Ad9h6s4d3h KcTs7s7h5h 
AcQd9c6h3s JdJcTc7h5c KdQcJsJh4c KdTh8h8c5c 
AcTc7h7d5c QhQdJd3d3c Qh8c7s6s5c JdJcTd7c2c 
KdTh9h2s2d KsJsJc6c2c KhJsTd9h5h QsQhJs7h2h 
KhTsTc8s6d AhJcTc7s7c QsJhTc5h3d KdJsJh6d4c 
Ac9c8d3h3d AcQd8h3d2c QcTs8s8d2c KsKcQh8c3d 
KdQh8s6c5d TsTd9d7c4c QsTd8c6s3c 9s8d6s6d5c 
AsQh9h5c3c QsQdTc8c4h 8c6s6d5s5d KsKh7h6d2c 
JsJd9c8c2d KcQsJc7c6h KcQsQd8d5h KsKd9d8d3h 
JhTc9s7d5h JhTs9d8d6d AsJsJd6s2d 9h9c7s5h4s 
AsQd6c4s4h Ah8h8c7s6h Kc9h6h6c4s QcJdTs6h4s 
QsTc7s6d3d AcQsJh9h6d JcTd6d4h3c JdTd8s7h5c 
KcTd7c4s4d QsJsTd6c3h QhJc6c5d3d Kc7d6h6d4c 
QsTd7h5s5d Ad8s8d4c3c KdQh8h7d3c AcJh5d5c2d 
QcJc5s4s3h ThTc9s5s5h AcJdTsTd6d AdKc6h5c4c 
Tc7s6s5d4d KsQsTd4s4d QhTc8s6h3s 9s8c7s6c4c 
KdKcTd4d2h JdTc6h5d3h AsKdJc8h3d Ah9c5s4h3s 
Ah9h8s7h2s AsKdJd8d5d Ad9s5s5d3s KhQsJc8s3c 
AhKh9s9h8h JhJc8h7s5d ThTd7d5d4h Ah9d6h4s3d 
KsQdQc4d3h KhJd9c8c7c JhTd7c6d3h AdQsTc6s2c 
KhKd9d8s4d QcTh8s8d7d KsQdTd6c4d Qs9h8s8d5d 
AdKsJc9s4s AhJd7h4d2d AhTsTc9h5h JsTd8d6c2s 
QdJs6h4d3s AdJs7s6c4c AhKd9c7d2c KsKc8h5d4h 
AcTc9s8d2c AhQs9c5d3h AcKhTh4d3s QcTs9h8s2h 
QcThTd6s6d Ah7c5h5c2d AsJdTc8d3h JsTs5c4s4c 
KhTh7s4d3s KsQsTd9s6s KcJhTh8d6h KhQh9h8d7c 
AcQd9s5s3d Jc9d9c5h5d 9c8s7d7c6s JsTd9h8h6h 
TdTc8h7h6s QdJs8c7c4d Ac9h5h5c3h Js8h8c7c6h 
AhJc5h5c3h KhTc8s8c5s QcTc6s5s5c Qc9h6c5s3h 
AdKdJd7d4c AhQd7d7c4c QcJsTd9s2h AcKdJs7s4s 
QdTs9d5h2s AdQh9s9d4c AhQcTd6c5c KhQhTc4h4c 
JsJdTs7c5s QsQhTd7h5h KdTh6h5s4s Ts7h6d5h4d 
KhThTc9s5d QcJs6h4c3s AhQc7d7c4d JsTd5s5d3h 
Kd9d8c7c4h JcTs8h6c3s Ad7c6d5h2c AsQsTd4s3h 
Kh8s8h6d6c AdQdTc6s6d Ah8c7s7d4h QsTc8d7c6c 
KdJc7h6h3d Jd8h8d5h4h AdJsTh8s3c As8c5h3s3c 
KcJdTc9s4c KsQh9d7s4d Qd9s6d5s4h Kd9h9d7s4h 
As9d5d3s3c QdTs5s4h3d KsJs9c4c3d Ah6h6d5d3h 
JhTd9d4c3c KsJhJc5s5d Jc9d7h6h6d AhKd8c7s6s 
AdQcJc7c6s AdQsQh7d2c KsQd5h4h4d Ac9c8s7s2c 
QdJd9s7c5h KhJs8h5c2s Ac9h8h8c2c AsKsJs7s4h 
AhKs7h3s2s AcQhTc9c3c AdKdTd5s5c AcKd7c5h2s 
KdJs8h5h5d Kd9s9c6c5s KdJsTsTc5h JsJdTh9h6h 
QsTc7s7h6d AcKh9c3s2s AcQcJc6d2d Jh9s8c5s4h 
AcKcTc6h3d AhKdQc9c4s KsJs7c5d4h KcQsQc4h2d 
Qh8h8d7c5c QcJd9c6s5h QsJdTc6h4c AcQhTh4s2s 
AdQcTh7h5h As8s5h4h2d QcTs9d7s4d KdJhTs8s6s 
9d9c6c5d4c AcKc9s9c5d Ac6d5d3d3c KcQdTc3d3c 
AsKs5s5c4h KdJhTc9d3d AhJc8c4h2h JsThTd5s4c 
QsQc7h5d4c Ah9h6s4s4d AsKc7s7d3h AcKsQd9h5h 
KdQh6h6c4c AsKhTc9c5c AhQhJh6c2c QsTd9d4d3s 
9c7c6h5s3h AsJhTd9c6c Ac6c5h4d2d JsTh8h4c3s 
AcQc9s9c6d AdJd5c4c2c Th9d7c6d3c QdQcTc2s2c 
9d8d7h6h4c AdJsJh9s5s AcJd9d7h3h Ts8s8c4h4c 
KcJsTd7h5h AcKd8h5c2s QsJsJh5d3c QdJcTh9h4s 
Ts9c7d6c3d AcKsQh4s3s JhTs9c7h2s JcTh9c5d2d 
AcTc9h3h3c AhKs8d8c5s TdTc8s7d6d QdTh6s4d3h 
AsKc8d6h3s AcQdJd3h2h Td9d7s7c5s AhKh8s6h3s 
QhJh7s6h4s QdJsJc8h5s Qc8s6c5s4s KcJhJd7h5s 
QdTs8d7s2c KhQc4h4c2s KdTs9h6d4c KsQhJhTc2h 
KcJd7h6h3c KsTc6c4s3c JsTsTd3c2d Ts9s6h5d4h 
AcQs9s5h3h QhTsTc6s2h Qh9d8s8h5s Kd9c6d6c4h 
JhTh9s8h2s JsTd9d7d2s Qc9s9h8c5s AsQc9s9h4d 
AsAhAd9h3c KhTc9c8c7c QcJs8c7c4s Td8d6h5h4d 
Qh9c8s6h4c AcQdTs7s5s JsJh8s7d5c AdJd8s8d6h 
Ac6c5s4d2d JcTh9c4h2d KsJh9d7h6c AsQsJs6c2c 
QsTh8c6s2h AcKhJs3h3d Ac9d8h4c3h TdTc8h7c6c 
Ac9c8s7c2s As7c5s5c2h QcTs7s5d5c Qd9c6c5d3h 
KsQsQd4h2c Jh9h9d8h5d AsKc9c8d6c KsTd8c6h4s 
JdJc8s7h5d Jc8h6s5c4h JhJdTd7d2h Th7d6d5c4c 
QhTc8s8d7s Jh9h7d5c4d AhJs8c6s4c AhJh9d8c3h 
KhJc9h8h3c AdJh9s9h4s KhQc9d7h4d Ah8s7s6s2h 
Ad9c6d4s4c JsTh8s4d3d AsQh8c3s2h AcKhTd4s3h 
AcTc8s8c7c KhJhTd9s2h Ah6s5h4c2s AdJd9c8s3d 
AhKc9h6s6d QcTs9s4s3c KsQd8s7c2d AsQdJd7d6c 
AcQhTh4d2d AcJs7s6h4h KdQcTh7s5c AhQcJc7c6d 
QcJs9d8h6c KcQsQh6d3s AdThTc9d4d KdTd9h5s5h 
AcJs9c3s2s KcTh6h5s4s Ks9h7s5c3c KhJc9c8c3h 
KcJc9s9d4s Ac6h6d5h2c KsJs8d7s4d QhQcJh9d2s 
JsTh9h9d6c AcTs6c5s2s KdTs9h5d2s Jh8d6s5h4d 
Kc7h6h6d4c Ad6h5d4h2h KsJd9c5c2s QhJc7h7c4s 
8h8d7s7d2s Jd8s8d5s4c Qh9s7h6s4c KcJhTh7s7d 
Kh9s7h5s5d JcTd7h4d3c KhTs8c7d4h AcJh9c3h2h 
JcTh9d3h3c AhJhJc2h2d Ad9d7c4c3c KhKdQd9d4c 
JsTs9h8c6s 9c7h6h5c4c KsJhTc4h2c Ks9h6s5h5c 
AhKhQh6h4d KsKdJc8c4c KhQs8c6d5h AhKs7d7c4s 
Jd8s8c7s6c Jh9h9c5d5c TsTh9h9c4d Tc9d7d5c4s 
JhTc9c7c2h AdTh8h4d2d QdJsJh9h6c KsJhJc8d5s 
JdJcTd7h5d AdQs8c3d2s JcTs8h8d7d TdTc9c4h3d 
AdKdTd5d4s AdKd7h5d3s KsTsTd9c5h AcJhTd9d4d 
JhTc6d5d5c AcQd9h5s3c AdJhJc6c5s JsJhTh9h6c 
KhQc9c7h2s 8h8c7h5c4c Ks9d9c6d4s Th9s8h7d4s 
QcJsTh3s2h Kh9c6h5d5c AsJdTh9h4h QdQcTc8s2h 
AhQcTc7d2d KhTc9d8s6c QcTh8s7h6h KhTd9d8c6s 
QcJc7h6c4h KdJc9c8c3d AcKdTh6c3c AdQcJh6s4c 
KhKdQs7s4s QdTd6d6c4c Ac8h5s5c2h KdTc9h5c2d 
Ks9d7s5d5c As6h6c5h5c AhTsTh2d2c KsJd8s5c2d 
KhQhQcJh5h AsKsTs9c3s Jh7s6s5c4h 9s9d7d5s3c 
AsTh8d3d2s AhJh8s7d2c TsTd7s7c3c KcThTc2h2c 
KcJcTd7d2c AdJd7h6d5c Ah9h9d4d3c KsTc7d7c5d 
KhJdTh9c4h KhTs8s8h5h Ac8c7d5h4c TsTh7h7c3c 
KhQsTh3s3h AdJhTh7s2s Kc7d7c6d4d QsQcTc2h2c 
QhQd8h8c4s Jd9h8h8d6d QcTs7s5c3h KsQsJc8h3h 
Kc7s6s6d4c QhTc8c7h3d QsQdJh7h2d AdKsJh7h7c 
QsTd8s5d3c Qh7s6c5s4h Qc8d6h6c5d Kh9h8d7d4s 
AsKhTc9c2d AsJs8h5s5c AcKdJh7s7h Qs9h8d6h4s 
KhQd8c6s5h As7s5d4d2c JhTc5h5c3s QhJd8h7h4d 
AsJd7s4d2d JhJc8h7d5s AdQsQc8d3d JhTh7c6c3d 
AdQd8h6h3d Ad9d9c6c2s AdKhJs8h4h 9d7d6c5c4c 
Kh6c5h5c4d KdQhTd7d5s KsJs8h5h4s AhKd9s7c6c 
Th8h6c5s4c Jh9s8s8h6h Ad8s7h7c4d Jh8d8c7d6c 
AdJs8h8d6d QdQc8h5h2c Ts8s6c5d4c QsQc7s6d4h 
AdTs9h7s5c AdJc9s6h4d AdKdQd7c3s Js9h8s8h6s 
AdTd9h2h2d Ts9h7s5c4c JhJcTd9h6h Ac8d5s3d3c 
QcTc7s5s3h AhTc8s7c5d JdTdTc5h4d QhTdTc5h2c 
Ks8s8h7s7c QcTh7c6h3h AdQcTc4s2s JcTh9h7s7h 
AdTh9h5s4s AsTd9s6h5s Jh9h7s5c4s KdQh8d5h2s 
QdJc9h8h7h Jc7c6s5s4h TsTh8c7s6s AcThTd9c4c 
JsTc7s4c3d AdJh5s5d2s QhTc9d5c3d QcJd8h5d2c 
KhJc9d5h2d QcTh7h5s5c Ah9c8d4h3d QdQcTh9h5s 
Kh6h6d5d3c AcThTc2s2d QhJh6d6c4d QhTd8c6h3c 
AhKhTh5h4d KsQhTh9c5d KsQhQc4c3d Td9s8s5d4h 
AhKs8c6d3h AcKhJh3s3d TsTd6d6c3s AcKc6d3h2h 
Qh9d8c6h4d Tc8c7c6s4s AcQsQd6c3c 8c7s7h5c4h 
AcQhQd7d4d KsJcTh6d5c KsQsJs8c4c KhQhJh8s7h 
JhJdTh7d2d QhJd8c5d2h KhThTd8s5c QdJc8s8c4d 
JdTh8s4d3h Kh9h9d7c4d Ts8c7c5s4c QhQd9c4h3c 
KcJdTsTc3c KcQd9c7h6c JcTd7c4h4d AcTc9h7s3c 
QdThTc7c6c 8h8c6s4s4c QcJs5s4h2c 8h7h7d6d4c 
KsJc9d5s2d JcTh7h5c3c AcKhTs7h3h Tc8s7c5s4c 
AcJs7h6s4h AcJhTh9s3h AcQsJh8s4s 8h8c7s7h2s 
AsKhJc8c4d AcJh7c5h2c AhKdQs4d3d As9h5h3s3c 
Jd9h7d5h4s Tc9c8d7h4d QcJs9h6c3h Qd8c7d7c6c 
Ah8d7d4h3d AdTs8s8h7c AhKs9h3d2d KcQsQh8s5d 
Ks9h8c6h5c KcQhJs7d7c JsJcTc9h4d KcQdJdTs2d 
KdJd5c4s3c Ks9c7s7c4d 9d7h6h5d4d KdQc8h5c4h 
JsTd8s8h2d Td8s7d6d5s AsKhQd6d4d AdJc4d3c2h 
KcTc9s8c4s Js9d7h5d4s KsJsTsTh4d AhKdQs4d2c 
AcKc9s9c6d Th9s8c7c4h AsJhJc6c5d QsJdJc5h4h 
AcQh7h7d4d QcJd8s8c7h QhQcJc8c5d KsKh9h8c4h 
KhKdQc9d4d AsTs9d6h2c 8d7c6s6d5s AcTd9s7h6h 
KcTd8h7s4c QdJsTc6s4h KhJc7h5h3c AdTd7d4s3s 
Jd7c6c5h4d Ad9s8s5d3d AsKcJh8d3c 9c8d7h7c6d 
KdQh8c5h4c QsTc9d8d3c KhQsJdJc2s KhQsQc6d3c 
JsJcTc9c6d AhKhQh9d3s QdQcTs4h3d Kc6d6c5d3s 
AsKc8d5s2h QdJs8s7d4d KdQc8d7s6d QhTsTc5h2c 
AcJsTs4d2d QhJhTh8s6h JsTs7d6d3c AhKdTd4s3c 
Th9c7h5s4s TsTh9s4d3h Ah7s5h5d2d QcThTd6s6h 
AdKsJc7h7c Kh9s8s7c4h AcKdTc6h6c QsJd7s7d4h 
Qc7h6c5d4h JsJhTs9d5c KcQsQh7s4d AsQh9d8h7h 
JdTd9c8d2c KhThTc8s5d QhJs7s6d3h AhQh9s4c2s 
KhQd8h7s6h AsKd9d8c6d AhKdTd9d5d KcJcTc8h8c 
Qc8s8c7h5h KdQsQc7s4h Jh8c7d7c5h AsJh8s8d6s 
QdQc8h5h2d QcTc7d5d3h AdQhJh8c4h QsQdJs9c3h 
KhQhJh8c7h AcQhJh8h5h JdTs9h4s4h Ts9c6s5c4h 
QsJc8s8h7d AcQs7h6c2h KsJh9c7h6d AhJh9s4s2s 
Kh9h9c5c4d 7h6h6d5d4c 9c8s7s7d6c As9s7d3h3d 
KsTc8d7h4s Jd8s8h5s5d JsTh8d6s5c AdKdQd6d4s 
Js7s6d5d4h QhJh8d5d3s KhQcTsTd4h KsQs6c4h4c 
AcKdQs4d3d Th8c7h5c4h 9d8d7s6s4h AdKs6h5c3s 
QdTdTc6d5s AsQhQc5d2h KdKcJh4h3h AhQh9s4s2d 
AdTc6s5h5d Kd9c7d5h5c Ad9d9c6c2h AdKcTh6h4s 
JdTh9c4h4c AsKhQs7s3d QsTc7d5d4c JdJc8d7c3h 
KhJdJc8s5h AcQhTs9d4s Qd8d6h5h4d KsTc9h5c2s 
QhJs7s6c3h KsQsJc8d2d KdQsJhJc2h KcTc9d9c3d 
Tc9c8h7s4h QsQc9d4c3d KcJsJdTh6h AdQcTh8s3c 
QsQh7s6c4d KhKd9c5c4s QsTs9s6d3d As9s8d7d2s 
KcQsJd8s3d KsTs8h6d3h AhQd9h6s3c JsJh6h6c3s 
Td9h8h5d4c Td9c7c5s4d KsTh9c6h3c 8s8d6h4s4h 
JsTs8h7d5c Ac7c5d4d2s QhJhTs8d4h AcQc5h2h2d 
KhQdQc8c5s Js9d8s5c4d KcJc9d4d3s KcJc9s8h2h 
Tc9s8c7h4s 7s7d6h6d3h JdTdTc7d3c 7s7d5s4h4d 
Ad6s5c4d2c Jc8s6c5s4d JsTd7s6c5h Qd8s7c6c5s 
Qs8s6h5h4s As8s7s5d3d Ad8d7c5h4d AdQsTs7h4s 
AdKc7h7d3s KhTd9d2s2h Ah6s5c4h2c KsQc5s5c2h 
Ad8d8c4s3s JsJc8h7c6c Js8h8d5s5d TsTc9h9c4d 
AsKc8h6s4s JdTc7s6c3d AdJsJh4h4c Jh9c8h5c4d 
Th9c8h7h6s KhQhQc5h4h Kh9d8c7h4c AsTs7s6h4c 
QcJh7h7c4d Ac9h7h7c2h Qd9s9c8d5c KhJhThTd2s 
JcTh6s5c3h KcTh7c4h4d KdQs9c7d3c Jd7s7d5s5c 
QhThTc5c2s Th9d7d5h4c KhJhTs7s2h KdJhJc5s5d 
AcKd8c5h2s Qs9d6s5d4h QsJh8s6h3d AcJhTs6s5d 
AcQcJc7c6d 9h8h7d5c4d Th9h9d7c4c Qs9c8h6s4h 
AsKc8s6h3d Jc8s8h5s5c As9d8s8h5s QdJc6s5c2d 
Jd9d8s8h5h KhQhJc8d3d AsJc9d9c2d QhQdTs8s4c 
KsTs8d6h3d AsTd8h3h2s KsQsTd6h6c KsTh8s5d3h 
7h7d6h6c3d 9d7c6d5c3s Ad9d8s7d2s KdTsTh7c6c 
KcQs9h7c6c AsKdJc9c4h Jc7d6d5s4c AhTs8h4d4c 
ThTd9d6d3h AsKcQh4c3c AhKcQd4c3c JcTh6h4s4c 
AhKhTh9h4c Ks8s8c6d4d KcQhJs8h3s As8s8h7s6c 
KcTh9s7s3h KdJdTd6s4c AcJd7h6d4h JsTc8s8d2c 
AcTd9c5s5h QdQcJs7s2c AhKc8s6h4h QhQcTs8s4d 
AsKdJd8c4d QhTc8h7c2s QsJcTd9c2h AdKdTs4d4c 
Kh9h9c7s4s Jc9c8d8c6d Ad7d5c4c2h 8h8d7d5h4d 
KcQcJs4d3h QhQcJsTs3s QsTc8h6s2c Jd9c8c5s5d 
AhJd7c6d6c AcKc5s5c4h QdTh9c5h3c TsTh8h7d6h 
Ad6c5d4h2c KcQh9s7c3s As8h7d3s3d AcTsTh9c4c 
AsKd9h9d7d KdQsTs6s4c JhTc7h4c3s JsJc9d6d3c 
JcTd5d4c3d AcTc6h5h2s AhJh9c8h4s 9s9d6s5c3c 
Ac8c5h4h2s KcQh8s6h4s KdThTd8s5c KhQhJd8c2c 
AhQd9d5s3s 8s8c7c5s4s 8c7s7h6h5s QdTh8s6d3s 
8c7s6h6c5h QdThTc8s6s KcJdTs9s6s TsTh6h6d3s 
Ks9s8h7h4c Tc8c6s5d4s AcTs8s8h7d AdJs7c6s6c 
Js8d6s5d4c QhJdTd6d5c Ac8d7c4d2h QhQdTc7d5d 
QsTsTc6h4d KsJsTdTc2s KhQd7s6d5c QcJs8h5s2c 
KhKdQc9c3s KhJc8h7s7d AhKcQc4s2d KsTc9d8h6c 
Kc9c6h5h4h QhTd9c7d3c JcTh9h6c2s KcTh7d7c6c 
KdJsJh7s5c As8d6d4d3s QcJdTs6d4h JdJcTc7c6c 
KhQd7s5h4c AdKc9s7c2s AhJd8h8c6h QsQd5h5c3s 
KsJsJc6h6d QsJhJd8h5c KdQc8c7d3h KsJsJd6d2d 
QdJd9h7s5c AcKdQs4s4h KcQh8d6s5c QdJhTs5h3c 
AhJd9h8h4c 9c8h7h7d6c QsTd7s6d3d KsTs9s9h6c 
AcQh9d9c4s AcKdJs9s6h AcQsTd6s2d Ah6c5s4h2s 
QcTsTd6s6h AdTs7d6h4d Qs9c6s5h3c JdTh6h4c3d 
QhJd7h6d3c Jd9h8d5c4h KdQc8s7h6c Td9d9c7h4h 
KsQcJhJd2h AhJd9h6s4c KsTh7s7c3c KhJs7s5h2c 
AcJs9s7d3d AsQhTd9d3d JdThTd3s2h 9s7s6d5d4d 
AsJd9s6c4h KsQs7d6c5s 7d6d6c5c4s AsKdThTc3h 
KhTs8s6h3s KhQd9d7h2s JhTh7d6c3d QcTc7h5h4c 
ThTc7c5c4h QhJhJc5s3d AhQh5s2s2d QhJcTsTd5h 
KsKd7h7c3c Qs9s9c5h4c 9h8d7s7d6h QdJc8h8c4d 
AhQsQh4h3h Th9c8h6h6c KhJh7c6h4c AsJsJc5s3d 
QhJhJc8h3c KhQsJs9c5d KhQcTh3h2c JsTh9h4d3d 
AcKcJc7c4s KcJcTd3d3c KcJh8c5s2h AhQh6s3s3c 
JhJd9s8s2d KhQh9h6s4s AsJc8d6c4d KdJhTc8c6c 
QhQdTc7h5h KsQc9s7d6s AdQh6s4d4c JdTh8s6d5c 
KsTc9c7d3d QhJc7h7d4c AhKd8h6c3s AsQdTs9s3s 
Jc8s7c6s6d AhJsJc4s4d QsQh9d6d5c TsTd9c5c3d 
QsTc7s7d6h AdKc9h7h2c AdKc9h7c2h QhTh9s7h4s 
AcJcTc9c7c JsTc8c5s3s QdJsTc3s2c KsTc8h6d4s 
AsKdJd9d3c QhJs7h7d4s Qh8d7h7d6d JcTs9h7d5c 
KcJs9d5d2c AdTh8h7h6c KhJh9c5c2c AcKd9c7c6c 
KsJsTsTh2c 9s7h6h5s3d KdTs9s9c5c As6d6c5s2c 
Kd8s8d7h7d AcJhTd8h2s Qc7d7c6h5h Kd9d8h7d6s 
KsQsJh8c3c QcJc7s6c4s JhJcTd9c2s Ks9d9c5s5c 
AsQsTh6s6c ThTc9h4d3c AcJs9c6d4h QcTd7s5d5c 
KdTh8d4h4c AhJc6h4h4c As8s8c4h3h As8s5h4h2c 
AdJdTc6d5d AcKhJh8s4h QhTc5c4s3h AsKs6h3d2h 
Kh7s6h5s3s KhJsTc7c2s As9c8s5c3s KhTs9s9c5c 
AcQdJd8s4d Jh9d7s7d5s JsTh7s5d3d QcJh7s6h4s 
AcQcJh8c4c AsTs9h3s3h AsQd7d7c4c AcJh9s9h2s 
AcKsQh9d5d QhJd9h8d2d QdQc6h5s5h JhTs7c4s3h 
QdTd7c5c4d KhJsTd8c6c QhQd8d5s4c Jd9s8s5d5c 
JsJcTh7c5c QcJd8d7c4c AcKsJh9h4d AsQcJc8d4c 
AhQs8c3h2s QdTs8s8h2d AsJcTd8c3h JhTs6h5c3c 
AcKcQh4d2c Td9s7h6s3h Ad9d7h4h3h AcJc8d7s2h 
QcJh9s6c3s JsTc9h9c6d AhKhQh7s3d KdQsJd8c6d 
QdTdTc5c2s TsTd6c4s4c AsKh7h7c4d TsTh6d4s4d 
AsQd9c7h5d 7h7d5d4h4c QdJc5h5c3d Ah8h8c7d5h 
QhTs7d5s5h Ks9d9c6s3c Qs9c6s5d3c KhJs9d6h2s 
AdKhQd7d3c KsJd9c7d4c KdTd8h6c2h AcTc7s6c4h 
QhJd8h8c7s JdTh9d5s2s AhQs7s7d4d KdJcTd9h4d 
KdQdTc8d3c QdQc9s4d3s QsJd8s6d3c Jd9h8h8c6c 
Ah6d5c4h2c JcTs9c4s2h As9s9d5h5c KcQh8c7s6c 
AhQhTd4h3s AsTs7s7h5d AsQd5c3c2s Td8h8d6h5h 
KdQhQd9s4c JhJd9d8s5c KhQsQh4c2d KhTdTc9d6s 
QsJs8h8c4c AcKdQh5s3s AdQsTh8h4h JsTd9c3s3d 
KdTs7s5d3d Th8s8c5h5c AhKhQh6h4c QhTdTc6s4h 
Qs9s6c5c3h KdQh8h7d3s TsTd9s9h4c Kh6s5s5h4c 
