KdQdTd5c3h 
Qs9s9h5s4h Qs8s6h5c3h 9s9c8h8d5h Ah7h6d4s4c 
JhJc5h5d4s As9h9d8h7c AcJh3h2h2c KdQhTc9s5c 
AcKd7h6s4h Js9c8c5s2d KhTs4s4h3d QdTs7h5d4c 
AsJd6s6d2d QcJsJh7c5c AhQs4h3h2s KcTs8d6c4c 
QhThTd7s5h AdQd7s5d3h QcTs6c4s2d KcJh9c8c5d 
Td9d9c4c3c Jc9s6d5c3s AsJc6s5s4d AsQd8d6d5c 
Ad9s8c6h3d Qc9s9h8s2c Qd9h7s5h5d KhTd5d4d2h 
KcJsJd7h4s KhJs8h7d4c KsTs6h5s4d Ac8s6s6d5d 
KcQhTh7d2d AdQdTh4s2d KdQc7h6h5s KhTh6s5h4c 
JcTc6h6d3d JhTdTc9s2d JsJdTc9c3h QsTd9s7c4h 
KdJdJcTd4d Ad9h8h7s6c QsQhTd6c3c As9h9c5d3s 
Td9d7d7c6h Js9s9h5c2h AcQc8d4d3c Ac9c8s3d2s 
Qh8s6s6c5c Qs9h8c6c4h AdKdTd3s3c JcTc9s8h2d 
QhJhJc7s4d JsJd8c4s2d Qc9s9c6d2s QcTsTc9h3c 
KhTd9s5c3h QdTh8s4s3d AdQd9d6h2h 9c8h7c6h3s 
Tc7s6d5d5c JcTd6h4c3h QcTc7d7c4d Td9h9c4h3d 
QsQcJc8h4c AcKh9c4s3d Qd9d8d7c6h TdTc8s3d3c 
JcTc7h5s4c Jc9d8d7c2h KcJh9s5c3d Ac9h5h5c2h 
KsTh4s4h3d AcTh9h8h6h 8s8c6h6d5c JcTd9s6h4c 
KsJhJc7d4h 9s7s7h6c4c JsTh6c4h3c Js9d5s4d3c 
AcTsTh6s6d Ah5s4d2s2h AcQc7s7d2d TsTh9c8s5d 
AsJd6s6h2h JsTd6s6d3s Jc9d8d8c2h QsQc9d7h4c 
JdTh7h6h5c QhJsJd9c3d QsQc5c3h2h KcJdTd8h5d 
KdQcJs6h4h As9s8h3d2h KcJh9c7d4s JhTc7d6h5h 
Qc7d6h5c3d AhKhTs8h3h AhTh9d7c2h KdJcTc5c4c 
6s5s5d3h3d QsTh8c6d5d AcTs4d3s2c QsJd9c2s2d 
9h8d8c6h4c AhKc4s3h2d QsJh7s4d3h JsTc8h5c4d 
JcTsTc8c4d 7s7c6d6c2d JsJc9h9c2c 9c8s7d6c3s 
KhTh6s4d2d KsQcTc9c3d Ad9c8c7s5h Js9c8d5d5c 
KhJc7h4h4c JsJc9s9d2s Jc7h6h5d4d Qc9d8s7h6s 
KdJc9d7h4s Qd9h8h6c4c KdJs6d4s2h JsTd9s5s2d 
Jc9h7s6c5d AdQd9h8c2d Ac9c6h6d2d Jh9s8d5s5d 
Jc9h8h5c4h Ah8d5h4d3h AcJc6c5h4d KdTs9s2s2d 
KhKd9s8c4s AhJd4h3d2d Qs9h8s5h4s KdJhTh8c5h 
AcJd8h8d3h KdTd8d7h3h TsTd9c4d2s KdJd9d6s5c 
Kd9d6c5h2c 9h5s5d4h4d AsKcQc6h6c QdJc8d6c2c 
AdQh6s3d2s AcQd9d7d5h KdTh8d4s3s KcQh9c2s2h 
KcQh8s6d6c AhJcTc7c3d Ks6d5d4s3s TsTh8d7s2h 
QsTsTd9s5c AdJhJd5c2d AsTs7s4h3d AcJh8d7d2h 
AdQd7h5h2d KdJh8d7d3h AdQhTh5s3h QsJc9h6h2s 
Kd9s9c8d3c JsTdTc5h3d Kh9s9c7h2s Kh9c6h6c4c 
As6s6d4s3d KdQh8h7c6h 9h8s7d6h3s Kc9h7s6s4h 
AcJd9h6d4h AhKsQs9d3s QdQcJs9c4c Js8d7s7d4d 
AsTd9h4c2s KdJhTd3s3c KsTh9c4c3h Jd9s8d6s4s 
AhKd8s4c3h AhJsJc6d6c AsQc6d3s2d Td9s9h6c5s 
AdKd9d8h3s JsTd7h5c4c JcTh9h5d3s KdQdTd8s4h 
Qd8d6h5s3h KhJs9c7s5s Tc9s8c5c4s KcJcTh9c3c 
KsQcTc9d3c JsTc9d3d2c Qh9c8c6d4d AdQs9c7s5s 
KcJd6c4d2s Js7c6c5h3s AsKc8h6c4c AhTs9h5d3h 
KhJh9d6h5c Ts9h8s5d3d KcTh9s5d3c AhJdTd7d3s 
Ah9s8h5h4c KsQs7s6c3c ThTd9c8d5s As9c7s5s3h 
Ks6c5s4h2h QsTc9s7s5d QsTd8d6h2h QcJd5s4s2d 
KhJdTs9c3c KhJs9s3c2h KhJhTs4d4c AsQd9c7h7d 
AdQs9h7s7c JhTc9d5d4s KdJh8c4h2d QdJc5s5c3s 
As9d7s5s3c AcQdJs6h3d JcTh9d6d5d Qs8h6h5d3s 
AcQdTs8h3h JhTs9h7c4h KcQd9s8s7s Td9c8d5c2h 
Jh8s5h5c4s Qc7c6s5s5d Ac9d7c5c3s Ac9s8h7d6s 
Kd8s8c6h6d AdQc9h7s6h Kc6c5h4d2d QhTs5h3s3d 
9d8s6h5d3h Ah9h9c4d2c Jh8h7s6d5c Ad7d5c3d3c 
QcTc7s7c4s 9s9d6c5s2d Kd5h5d4c3h AhKh9h5c3s 
Qd9s8d5s5c Ah8h6c5d2s Jd9c5d4c3s Jh9c7c6c4h 
AdQdTh2s2d QdTc7s5d4h Kd8s7h6d6c KcJs9h7s5s 
AhQh7s5h3d QcTsTh9h4d Jc9c6s6c5s AsQdJc9c3c 
Td7s6c5d5c JdTd9c8s2h Js8d7s7h4h Kc9h7c6h2s 
Td9c7c6h5s Ad9s8d5d4c JhTs9d7c3h 9h7h6d6c4c 
As9c6c4s2d JcTd8s4s3d 9s9c6c5h5d Ah8d7d6h2h 
Qh9s8s6c4c Qh9s9h6s2c KcQh7c4d2h JdTs9h8h4c 
KsQc8d6s2d Td9s7c6c5h 9h8d7c6c3d JdTs7s6s5h 
AdTh8h7h4s AcKc9c8h3s KhJdTc5s3c AsKhJc3s2s 
QdTc8s5h4d Kh9h7c5h4c QsQhTh7h4h JhJc8d6s4c 
KdQhTs7s5s QsQd9h7c4s KdQh9d6s2s QsTd8h4h3s 
Th9c7h7c3d JhTsTc5d3s QdTh9s6h5h 7s7c6s6d2d 
QcJsJd4h3s Qh9c8c6h3h Js7s7d5d4s QdJc7c6s5h 
KsKcTd7h2h KsQcJh4s2d AdKsQc2h2c QsQh9d4h2d 
Kd9s9d8h4h QhTsTc9h3d QhTd9s6d5d KhKdQs8s4s 
JsJd7s7h2d QdJc9h2d2c AcJh8s5c3c 6s5h5c4h4c 
AcTs9d8s4h KcQdTh6c3c AdKcQh8h3s KsTd7c4s2d 
TsTc8c2s2h AdKh4c3d2s KcJsJh6s4d AsQd9h7d7c 
AcQh9d8d6d JdTs9h9d3c Qh8h8d5d4h Ts9d8s5s4d 
Tc9c6h5h4h JhTd9s3s2d QdJs6d5c2c JhTh7d5s4h 
QdTsTc8s4h AhQh8d3d2c Kd8d7s6h5d AhJs6h5h4c 
AsJd6s5s4c AcQh9d7s6d AhKc7s6d4s TdTc8c2s2d 
Ah7s7h2s2d QdTd7d6s5h Jd9h8h7d2s KdQhTd6c3d 
QdTc8c6h2h 9d7h7d6c4h As7s7d4s4c As7h6h5s2s 
Ks7s7c6d5h AcJsJd6d4h KdJd8d5c3c Js8s7c6h5d 
JdTc9c8s4h QcJd6c5c4s Jh9s9h8h7d 8h6h5s4s4c 
AdQhTc8s3s 9h8s6c5h3c AsJh6s5s4c AdKc6h5s4h 
AdKh8c4d2s 8s8h6d6c5s KhTc9s4s3c AhQs8s6s5c 
Ad7h7d4s4d KhJc6h4c2s QdJh8d5c2c AcJs9h6s4h 
KcJd8s8c2d Ad9d7c5d3h QdJc6d5d2c AcJcTc2s2d 
7c6d5d4h4c Td8s8d6c3s AdQc9c7c5s Jc9d6d5h4h 
KcQd8h6s6c JhTd7c5d2h KhQd7h6d2d JhTc9s5s4d 
JhTh8h4d3d QdTsTh6c5c QcJh8c5s2s KdQsThTc5s 
KcQc8s5d4h Kc5s5c4h3s QcJhTs7d4d AsJdTh3d3c 
AhKs6d4h2c KsQhQd9c3d Qc9s9c6s3s AsQhQc7d3d 
Kd6d5s4c2c Tc9h8c5d3d Jd7d7c5c4d AhTh7h4s3d 
9c8s6d5c3d JhJc8s7c2s AdQs9s9c7s Td9d8s8c3c 
QcJcTh3d2s JsTd9s4s2d JhTs9d3d2s KhJc9d9c2d 
Qs7s6h6c4c AhQh8h6d5h Tc9h8s8c7c AdKhTs7c3c 
QdTc6h5d2h Jh9h8c7h6s KcQsQc9c4d Qs9d7s5d4s 
Jd9h6h5s4s AhKdQd9s3d Ah9h8d3c2c AsKc9s4h3d 
JhTh9s6d4c AdJc8s8c5c KdJcTc8h5c KsQc7c6c2s 
AcQc7c6c5s KsJs9s9h3h AsQhTh5d3h As6c5s4h4d 
QcTsTh8h4d JsJh7c6d5d KdQd8c5h4s KsKcQd9h3h 
Qd9d9c6s2c QdTs9h6c4s KsTdTc6d4h KdQcJs4d2h 
AsQs7h5h2s Jc9d8d7s3c TdTc6h4c3d KcJc7s7c6h 
Kd4d4c3h3c 9h7h7c6s6d JdTd8d6h3h AdJsJh6s4c 
AhTh5s5h3s Ts9d7s7h3h AcKhJh5h3h AdQh8c7h4s 
AsKdTc7h3h 9h9c5h5c2d KcQh8d6d2c Kc9s8d5d3c 
7c5h5d3h3d QhThTd7c5h Ah8h6d5h4s AsKsJc3s2h 
QdTs9d7d5c QhJh8s8c7h AhAdAc9d4d 9d7s7d5s4d 
KsQhJc8h5h KdJc9h9c2h Ts9c6h4s4h AcQs6s5h4d 
Ac6h5s3c2h Jc9h8c6c4h AcJd7s5c2h KdTd8s8c6d 
Th7d6s5s5h QhQd9h3d2d KdQh9s9h6h Kd8c7h6h4c 
Ks9d8h8c6s 8h8d6s6h5h Ts8d7h7d4h AcQd4d3c2c 
QsQcJs9h4s Ad8h8c5d4d AhQdJc6s3d QhQcJc9d3c 
AcTh7d3d2c 8h8d7s7c5s AhQhTs4c2h QhTc5h3s3c 
Tc8d7h5h5c Ts9s7d6h5s KsQd8d7c6d KcJd8s4d2c 
KcQdTsTc2c Qh9s9d6h5c AdQcJh9h3h 6h5h5d4h4d 
AdKs9h6s3c KdQc9s3c2d KsQdJd9d5h AdJs7d2s2c 
KdQsQd9c4d KhTd9c7c5s QsTh9s7c4d QcTd9c3d2s 
KhJsJc6c4d JsJd7d7c2s KsQhTs5s3c Kh9c7d6d4c 
QhJc8c6s5c QdTh6s4h3s Jc8s8h7s4c JsTs7h5d4s 
Th8h8d6c3d KhQcTd7d5d QhJs5d3s2h QcTd9c6c4h 
KsQh9d7c5h Th9d9c4c3h Qd9h9c8d2c QcJd6c5c4h 
9s9c8h7c4s KhJd7s5h4h AsAdAc9d4d Ks9d8d7h6c 
Ks9s8h7s4h Td8s7d5s3h KhQc3h2d2c AsKh8d6d5d 
7s7d5d4c3c AsTh7h3h2s 9d8s8h6d4s Jd8h5s5d4h 
Jc9d9c8c7s Tc9d8c5c4d AsKs7h3d3c JhJc4h2s2c 
8d7c6d4s4c AdTh6h5d2d AhTh7d5s2c Kd9h9c7d2h 
7c6s5s4h4c KhQdJdTd3d KhTc6s6h4d AdJd9d8d6c 
AcTd9d8d6d AdQs6s5h4c As7s7c2d2c QsQdJc9s4s 
KdJs9s8h6s JsJd9d6d2s QsJc8h7h3s KhQsTc6h3h 
9s9c7h7c2h Td9h7s7d3s AdKsJd7d3d KdQs9c7h5s 
AcKdQh8s2d KcTs7s5s2c KdJc8s6h5c KhJh8s6d2d 
Qd9c8c6s4s AsJdTc3h3d QdJh8s7s3d KdKc8d5h2d 
Th9s6s4h3d AhKdQh8s2h Js9h9c8d7d KdQd8s5h4c 
QsJhJd4c3h QsJc8s4c2h AdQs9s7s5c 8c6h5c4s4h 
KhQc7h4d3d JdTc9c8h4s JcTs7s6s5h AhKd9c8d2s 
7s7h6d3s3h 7s7h6c4s3h JhTc7h7c3h KdJsJh4s4c 
KdKc7c6s2c Th9h8s8c3s AsQh9s3s2h KsTsTc6s5s 
QhJc9d7s7d Qc7s6s6c4h QsQh5h5d2c Qs8h7s5s4h 
Js9h8h5c3c QdJs9s6s2d QdJh5s4s2h QdJsTh4c3h 
Kh9h7s6s3h JhJd8d3h3d JcTc9s8c6c AsQd7d2s2d 
Qd9s8s6h4h 9s9c8d7s4c KcTs8c6c4h KcQsJd7h4s 
Tc8h8d7c6s Td9h7d4c3h ThTc6h4c3s Qd9h9d6s2h 
KdJsJc9c6c AhQc8d7c4s KsJd8h4s3d Qh7h6d5s5d 
Jd9c8c5h3h AdQd8c3c2h Ks8d6c4s4d KdQh7d4s2h 
JdTh9s8s4c KdJc9c8s6c QcTc5d4c3d AsJd8h5s3s 
As7c5s3h2c QsJh5h5d3d KdJh9h3c2d QdTc8s7s3c 
AhQc9d9c7c JdTs4d3s3h QhQc9d5s5d QhJh8h7c4c 
Jd9h9d8d7s QhTd5h3s3d Ah7d5h2d2c 9s9d8h7s4d 
Kh9d9c8h3d KsJdJc7h4d AhTs5c2h2c Ah8d8c7h3s 
KhTs5h5c4d AsQdQc9h2h AdJs6s3h2d KhKcTd7s2s 
JhTsTh7d3c AsJd7s2d2c 9s8s8h7d4h AhQsQc9d2d 
JsTh8s7s4d Kh9h9d8d3d Ts8s8d6h3d QdTs7s6c2d 
QdJhTs4c3s Qh9d6s6d4h KdQc3s3c2d AhQd7h5h3s 
KhJs8d4s2h QdJc7d4h3c QhJc9d6d2h Kc8s6d5d2c 
Jh7s7h5d4d KcJs7d6c2s Ad9d8d7c5d KsJs6d5c3h 
ThTd9s8h5c QsJd8s5c2c 7s7c6d6c2s AhJh9d5h5c 
Qd8d6s5h3s AhTh9s7c2h QdJhTs5c2d AdTs4c3s2d 
9d7s7d6c4s JhJdTh2s2h AsQsTs9s6s QdTdTc8s4d 
KdTh6s3s3d KsQsJd8s6s AsKhQc2d2c AcJh9d6h4d 
KsTh8d6s4s QhTsTd4h4c KdQd9h7d3h KcQhJh6s2s 
AdJcTs3h3c KhKcTh4h2h Ks9h9c6c2s KsQd3s2d2c 
Jd7c6c5s3d KdQh8c5h5c Kd9d7s5s3d QcTh5c3h3d 
TdTc9h7h2d Th9d8d5h4d KcQc4s3s3d 9h8d7h6d3s 
9s9c8s7h6s AdTh8h6h5c KcQc6s4s4c Kd4h4d3h3c 
KcTc8s5h2h AdJs9h9c5s 9d8h8d7s4h QsJd6c5h4d 
KhQs8d6h2d 8d7c5h4h4c Ac7s7c2s2d KhJhJdTh3h 
KsQcJh7c2h AcTc5s5c3s AdTs6s5d2d 7h7d5c3h3c 
Ks7s5d4d3d QsTc8h6d5d 7s7d6s6c2c Kh8c6s5s2h 
QsJs8c6d3d KcJd7h6c2d AdJdTs3c2d QsJhTd4c3d 
KdTsTd5s2d Ac6d5h5c3s Jd9h7h6c5s Ks8d7c6s6h 
AhJc6s6h2s JhTsTd5c3s AcQcJc6c5c AhJd8s5h3h 
KsQc8c7s3s Jh9s5h4s3d KcQdQc9s4c QdJh8d6h3h 
Ad6h5c3d2h Js9s7d6h3h JdJc9s8c5c AsQs8d3d2h 
AsJs6d4h4c As9s7d5s5c Jc9s8s5s3c QdThTd8s4d 
QsTsTd5s4c 9h9c8h7s6h Jd9h8h5d3h KsJc8c7h7d 
AcKd7s6s6h QsJhJd7s5s AcQh9s7h5h 9h7h6s6c4s 
6h6d5h4h4d ThTc6h3s3c Jc9s8s5d3d AsKsJc7h2s 
9c8s7s5c3d Ad8s8c7d3h JcTs9h7d3c AhKcJd3h2h 
QdJdTc7h4d Ad9c8s7c5h JdTc7d4c3d AsJh7d5c2s 
Qs9d9c8c2s QdJs6s3d3c AhKs7c4h2d Ks8h7c6s6d 
AsKsTs3h3d AsTs7h5d2c Kd8d7h6c5d KcTh9d7h2d 
Ks7s7c6h5d Ts9c7s4h3c Ks6h5c3s3c AsQdJd9h2d 
KsJcTd9d2d JdJc7s5d2c Qd9d8c7h4c AdKsJh3s2c 
AhQs6d3h2d JdTs9s6h4c Td9h6h6c3d QsJc7h4s4c 
JdJc9h8h5s AcQs7c5c3d 9c8c7h5h5c AhKs6c4h2d 
Ks9h9d6c5s JsTs9s8d5c Qd9s8s5d4s AdKsTc7h3h 
QsJc8s5d2d Ts9d7d6h5c AcKcJs3c2d Ks8d5s5h4d 
AdQc9s5d4d KcJc8s6h2h Jc9h6h5c3h Kd9c7c5d3d 
AsQd7d6c5d 8h7d6s5s4c Td8s7d5s3c AsQs9c7s5s 
QsQc8c3s2h QhThTd9h5s KsQd6h4s2h As9s7c5s3h 
Tc9d8s5d3c Kd9c8s7s6h KcQs8c5s2c 9c6d6c5s4d 
QdJs8d4s2h Tc9d8c7c6c Ts8h6s6h4h AsKh9c8c5c 
KcTd6h3h3c JdJc7s7c2d KdTc4d4c3h Qs9d6h6d4s 
KhQsTh6d3h JsJd8d7h3h QhQd7d7c2c 8d7c6c5d3d 
AsKdJh9h2h KdTd8s5c2c Kh8h6c5d2c AcTs4h3s2c 
Qd9d8s5s5h As8s6d5s4h Kh9h8s7h4s 7d6d5c4d3c 
AsTdTc9h5d AdQd3s3h2s Qs9h9d8h2s JcTc8h4d2d 
AcKhJs3c2c Kd7d6h4h4c JdTs9s9c6s QsQc8s6s4s 
AhKdJc6d3d QdTd8d5h3h AhKcQs9s3s Qc9h8h6d4d 
KdJdTh9d3d QdJh8d8c7d KhJh9h6s5d AsJs9s5h5d 
Qs9d8d6h4h 8d6h5d5c4c JsJc9s6s2c KsJh8s6c5s 
As9h8s6s6d Ad9c7d5d3s QcJc6s5d2s KdQd9c7c4d 
AcTc8d6c5c 9h7h7d6c4c KhThTd9s2h KcTc9c6d2d 
Th9h9c4c3c Ac7h6c4d3s QhTs9c6s5s Qc8d7d5s5c 
KdQd4s3s3c KcQc6d4d4c Kc8h8c6d5s AdQdTh2d2c 
Js9c6d5d3c QhTh8c7c3c Kd8h8d6s5c JcTd9h9d6d 
JhTc5h4c2c JdTc5h3h3c AdQhJs9c3c JdTs9c5c4h 
Qh9s6s6c4h Qc9c8d5s5d KsQh3s2h2c AhKhTd5h3h 
QdTh9d6d4c Qc6s6c5h4h AdQhJs5c2h Kc8s7s6h4h 
Jd9s8h5s5h KsQhTd9h5h AhQh9h6s2s Jd8d6h6d5h 
AhJd6h5h4s Qc9d7s5d5c KcJd5c3d3c Ad7h5d3h2c 
JcTs9s8s6s QcJs8h6h2c Kc7s7c6d5h 7c6s5s5c4d 
Ad9s7h4s2d KhQsQh9d3h AhQc7c2h2c AcQd9h5s2c 
AcJh9s9d5h KhTs7h4c2s Qh9c8h5s5c Kc8h6s5s2c 
QdTd7d6c5s AdKhJc3h2s KcJhTd9s3s JdTs9s6c4h 
Qs9s7d5c3d AdJh7d2s2h 8s7h5s4h4c QcTs7d4d4c 
6h5h5c3d3c 9c8s6h5c3h KdQh7d4c2h 8d7s6s5s5d 
Td9s7s6h5c 8h7d5h4d4c JsTh6c5h2s AsQhQc9c2c 
KhJc7h5h4s As6d5s5c3h AdKc8h4d2s QsJh8c7h6h 
9h8c7h6c3s Td9s8s5h5d AcKd6s6c2h KsQhTh9h3c 
Qc9s9c6s2h JsTs9h8s6s QdJhJc4s3h 8s8d6s6h5s 
QdTsTd7d5c TsTh7h3s3c KdJh9s8s2h QcThTc9c5s 
AhTsTd9c5s KsTc8d4d3s KdJsJc7s4h QcThTd9h4s 
AcKs4h3h2s KcQh7c4s3s Qs9d9c8s2c KcJs9s8d6s 
KsQcTc9c3h KhQcJc6d2d KsQc3d3c2s Ks8h5s5d4h 
KcTd5d4d2c JdTc9s8h5h KsJs9d5s5d QsJhTd6h3c 
KhQd3h2d2c KsTs7s6s5d AhQd9d9c7d AdJc3c2d2c 
AcKs9h6d4s JhTsTh9h5d AdTs8s6c3c 9h8s7h6s3c 
AdQcJc9s2c AdJcTc6h4c KhJh9d5h2d AhTd9c4s2h 
AcTc6d5c4s AhQcJs5d2c AsTc5s4s2c KhJs7h5d2d 
KdJhJc9h6h Qs9h8d7c6d KdQsQc8h4c 8s8c7h6c3s 
AcJs7s6c2c KcTd7s4c2d KsQs8h6c5s QdJsTd4c2h 
QsJh9c7h3c QcJs7h4s4c JhTc8s4s3c AsKsJh3s2c 
QcJs8s6h5s KdQc8c7s6c 8h7c5h4s4c QsQhJs8d4s 
KhJh8d6s2s KcThTc4s2s KhQc9d8c6c Ad8h6s6c4d 
QcTh8d6h4h KhTc8h8d5s AhKs9h4d3c QhJd8h8d2c 
KcQh3c2s2h JhTs9s5d3c Ks8d6d5h4h KhQsJs8s5d 
QdJdTs7s2d AhQcTc5d5c KcJdTs9h3h AhKhJs7d2h 
Kc9s9d8c7c AhTdTc9s5c 9s8h7h5s3d Qd9d9c6c3c 
KcQsTc6d3c AdQs8h7s2h Th8c7d7c4d 9h9d6h6c2c 
QdJsJc9h3c AhJh6s4d4c AcKhQh9d3h QcJd9h2d2c 
KsQhQc8d4h KdTc8h8d5s KhQd5c3c2h KcJdJcTc4c 
AhJh9d4d2h JcTh7d5h2c KcQhJd6s4s Jh7h7c5c4h 
KsKc8h4d2c AsTh7s5d2c Qh8c7h7c4d KhQs6d4h2d 
KcQs8s4c2d JsJhTs2s2d KsQh8c6s6d Jd9d7h6s3s 
AsQhJh9c2h Kc9s8h5h3c QsTd8c4c3s Ks9h8d6h4d 
AdTs3d3c2s Jd9d8h6h2c AhQc8c7c6c QsTd9h8c4s 
Kc8c6s5h2s KsJcTc6h2h QsJhTd8c2s Th9d8h7h6h 
JhTd6s5d2h JhTd6c4d3c Qc8s7s5d4d AdKcTh5d2d 
KsQsJh7c4s Kc9s7c6h6d JsTh6d5h2s Js8s7s7h5h 
Ah9d7h5h3c AcQd9s4c3h KcQhJhTh3h AsKdJc6d3d 
Th9d9c6s5c JcTd5d5c3d QhTh9d6c4h QdQcJs3h2c 
JsTd7c5d2s QsQd9c4d2c Ks8s7c6d5s Ah8s6s6d5d 
KcJdTs9s3s KsTs8s7c3c Qc9c7d5h3d KcQh6c3h3c 
Qc8h6s6h5s AcTd9s8d4h JcTc7d6c4s Ah8c6s6c5s 
JdJc8c7c3d KsTc9h6s4s JdTh9s8c5c KcQs9h8h7h 
Kd9h9c6s5d AsKd8c6c5c Kh8h7c6d5h TsTc6c4s3h 
QsTd9h3s2d AhKsQs7c3s Qd7c6s6d4c KcJdTh9s3s 
Kc9s8d6c2s KsQs8d6c2c 9s5h5c4s4h Ac9c7h5d5c 
Qd9h9d8h2c As9c6s6c2c QhQd9s9c3c KcJhTd9d3d 
AhTh7h5s5d Kd6d5h4c2c As9c8c5h4h Qc9h8c5h5d 
JhTh8s3s3d QdJs9c2s2d JhTs9d6s4c KhThTd9c2h 
KhJdTd8c4d QsTh9h7h2s AcTh6h2d2c 9h8h7d5d5c 
Td9h7h7d3s AdJs8h8c5c Qd9s9c6d5h KhJs9d2s2h 
9h7h7c5c4h AdQdJd5h5d 9s7s7h5s3h 9h7d7c6c3h 
AsKc9h6d4c JhTsTh5h4h JdTc5s3s3c Kd9d8s6c2s 
9s9d8c7s4d KdKcQs7s3s Ks8h6h5d4d AsJh7s5d2c 
KhQs7s6s2h QcJhJd9c2s Ad8h6s5c3d Kh7h5d5c3d 
AsQsQh7d2s Jc9c7c5s4s Ts9s7c6d5s KhQs7s6h2s 
KsJc9s3c2h AsJcTh3d3c Th8s8d4s4d TsTc8s2d2c 
Th9c8d8c6s QsJhJd9c3h AsQc9s3s2c AdKd6s4d2s 
Kc9h8s6c2h Td7c6h5h5d QsJsTc3d2h AhKdTs7s3s 
JcTd9h7s3c As6h5s4d4c Th9s8s5h4s AdKhQd6c2d 
Qc9s6s5d4d Ac9s8s5h4h AcQcTs4d2c QdJcTh4s3h 
AcKh7c6s2d QdJd8d7s4s Th9s8h8c4s 9c7h7c6s4s 
As5c4s4c2c KdQhQc9s3c JsJh9d8h5h Jc9h7h6s5d 
JsTh7s5s4d AhJc8h5h3d Qc8c6h5s3h AsKd8s7s4s 
Kh8h7s5s3d JdJcTh7s3c AdJhTc3s3h JsJd9h9c4c 
AsJs7s5c2c 7h7c5c4s3s Jh8s8c7c4h JhJd9s9c4c 
9c8c7h5h5d AcTs7s6c2c KsKdJh6c2h AsQsQc7d2s 
KsQh8d6s6c KcQh8s6s2c AsTd8d6h3h JdThTc9c2c 
9s9c6d5s2c AhKsQc9c3c KdJdTh4s4c 7c6h6c4h4c 
KhJd9h7c4s Js9h8d5h5d KcJhTh8d4h AcKs8d4h3c 
Ac9s8h3s2c AhQhJh5h5d KcTs6h4h2c Tc9s8h7h3s 
Qd9s8d6h2s KcQhQd3s2d Ac9d8d7s6h KdQsTc6d3d 
Kc9c7s6c5h QdTsTd5d4c AhKd7s4h2c QdTh8s6c5c 
Ac8s8c7h4c AsAhAdQc6c KhJc8c7s7d QsQd6c5h4c 
KsTh7s7h3s Qc8h7h5s4s KcQs8h6c2h AdQdJc4d3d 
JsTc6c5s2d AdJs7d5h2c Ad9d6d6c4c Jd9c7s6d5h 
AhQcJs8d2c AsJh8c7c2h QsJc9s8s5d AhQsTs5s5d 
QsTc8s7s3c AsJs9h5s5c QcTd7s5c4h AdTs6d5c4d 
KdJsTs4h3c QhJd6c5d4s KdTh8d5d3h Kc9s7h7d6c 
KcQs9h7d5s AhQd9c7d5d Ah9c8c7s5d QsQc9c3c2s 
JdTc9s5s4h Jd9c8d8c2s Kd7d7c6c3c 8h8d7c6d3h 
KsJhTd8c4d Tc7d6d5h3c KcQs8d6c2d 7h7d6h6c2d 
JsTc6h5c4d Jd8d6d6c5c QhQd6c5s4c 8c7d5s4s4c 
QdJh7c4d3h KsJs9c6s5d KhQh9d5c2c Jc9d6h5h3d 
KdTs8h8d5c KsJsTd9s3s AhTc7s3s2h JdTh6c4d3c 
AdQcJs8c2h Jh9d9c6h3d KsJh9c7h5h Js9h8s5s5h 
Ac9c7s5c3d AcKs7c6d2h JhThTc8s4h QcTh9c7c5s 
AcKdQs8h2d AdJh8s8c5c QcThTc7d5c KdQcTh5s4s 
8h8c6h6d5h Qd9c7c6d3c Th9d8s5d3h Ts8h7c6d4s 
KsJdTc8h4c JsTsTh9d4s KcTd9d2d2c As6c5s5d3h 
JdTc6c5d2s QcTc8h7h3h Kc9s9h8c7c Kc8d6s4d4c 
AhTs7d6c5s KhKdKcTsTc QhJdTd8c3s QsTh8s5h2h 
KsQdQc9h3d QhTs9s7s2h JhTh8s4c2c AhTc9s4d2h 
AdKcTh7s3s Ac9h8d6s3c Qc8h7h7c4s KhJs7d5h4h 
AcKc9c5s3d Kh9h7d6h5s QsJsJc7s6s KdTs8d5d3s 
KhQsTc5s3d ThTd6h4d3s KdJcTs9h3h Ac9c7h7d5c 
JcTh8h6d2d JhTs8c6d4c As6h5s5c3d AcTd4h3d2c 
KhJc6h4c2d KcQd9h7s5d KdQdJh8d6d KdJd8c6h2h 
Qc8s8c7s4d Qc9s9h5s5h QcJs6c5c4d JdTh9s9h6h 
AdKhQc2s2c KcQd8h6c2h KcQhJd4c2s KhJd9c5h3s 
JsJd7h7d4c QsJhTc4d3c KcJhJd9h6h AhQh8h8c4s 
JhTs8c6s2c KdJdTh8d5d QsTs7s7d4d KdJhTc9s3s 
Qs9s8d7c4d AhQcJs5c2d QhJc6h5s2s Qd7d6h5h5c 
KdQdJc7s4d AhKc7h6s2d AcJs9h8s6s AhKc9d4s4h 
KsTh7c4s2h QcJhJc6d3s 7s7c5c4d3d AhQcJd9d3d 
AsJcTc6h4c Qd9h6h6c4d KhJs8h8d2s AdQh6h5c4s 
QhTsTc8c4d AdJc8h8c5c KcJh6c4h2s As6s6c5c2s 
QhJdTh7h5h KhQsTs7s4d KhJh9c7s4d 8h8d7s6d3h 
