9c8c7d5c2d 
Ts8c6h3s3h QcJcTd6s2c Qh7c6h5c2d KdJs9h5s3s 
JhTd8h7c3h JsTs9h4s3s Qd7d6s5h4d KsTc6c3s2c 
8s7d6s6c2c 8d7d5c4c2d KcJhJd8h3s QcTs7h4d3c 
AhTc7c6d2d QsTdTc7d3d Qs9h6s4h3s KsQcTc6d2c 
QhTs5d2h2d QcJs8d5h3s Th8h8c6h5h Kc8d7d5h3h 
AdKc9h6h4s Jc8h8d6c2h Th9d4h3d3c KsTs7d3d2h 
QcTc7s4d3h AhQh7h5d2c 6s5h4s3h2c Kh9d8d7c2c 
7c5d4s4c3d QdJc4h3c2h AhTc4h3c2h QhJs4d3s2d 
QcTc6h4d4c Kd7h6s5h4c AcTd8d7d2h Qd8d7d5h3h 
Tc6d5h5d3c KcQsJc7d2h KdQh7h2d2c 7h5d4h4d3s 
8d7c6s5h3c Qd9d7h5c2c JhTs8s8d3c JcTd8h8d3s 
KsQd9h5s2c AcQs7s5h3s KdQdTs2h2d KcTd8c6c3s 
9d9c6d4d2c AsQc9s6s4s KhTc9s8s4s AhJc7s5c3c 
8d7d5h4h2d QdTd7d6h3c 7d6h5h4d2d KdJc8s8h4d 
Qh9d8d7s2s KcQd8s6h4h 9s9d7h6s3s AhQc8c5d2s 
AdQd9d4h3s Jh9c7d6s4h QsJd5h5c4c QhJc4c3h2c 
KdJc6d3c2c Js9d8c2s2c AhKc9d8s3s Kd9c7d5s4d 
Th8h7s7c5d Ts9d7h5c4h 6d5h4s3s3d AcKs7d6d3h 
JhTs9c4s2d 7s6d4c3s3d AcJs9s7s4s Jc8d6s5h4d 
AsTs5h3d2c KsJc9d7d3h Ah8h8d7h4h JcTsTh3h2d 
Ks7s7c6c2c Ac9c7d4c2d Th9d5d4h2s Js8s7s6d4h 
Tc8c5h4s2h Ac7c4s3s2s JsTc7c4h4c 8s6s6c4c2s 
KdTsTh2s2c AdQc9s5s3h KsQc9h5c4c AdJd4h4d3c 
Th9s8d3h2s KdKc8s4s3h KsTh8h8d4c Ts9s9c3s3h 
QhTh5s5c4h QhJh6s5d2c KcQdJd2h2d 9h8h6d4d3s 
JdTh4c2h2c Ah8h6h5d4h QdQc8d6h2d Js8c5h5c3s 
Jd9h8s8c6h Td9c8h6c3s AsTc7h6s2s KdJdTh5d2d 
KcTc8s5d2h KdJd9d6h3s Kd7s6h5s4c Kc9h7c5d4c 
QdTc7d5c2d Js8s7d5s2d Qh8s7s6d3d Ah8h7h5s2c 
Ad5s3s2s2d AcTd8d5h3s Td9h8s3d2h AhTc9c5c4d 
Ts7s6d5h4s Ac7h7d6s5h KdTs9c3h2d Qh8d5c4d4c 
KhQh6c4s3h Ah9c6h6d4h TsTc9s7d3s Td9s6s6c5s 
AdTc9h7c2s QsTs8c6d3s KsTd6h4h2d 8h8c7s7h3h 
Kd7h6c4h3c KdTc7h6c3c Kh9h7h6s2s AhQh8d3d2h 
Kd9h9d8s5d KdTc5h4s2d AcKd4h3s2d AhKd7c6c3s 
KsJh9s7d2c Kh7d6s5d4c Ts9d6h6d5d QdTd8s7h2c 
QcTs6c4h4c JsTd7h3s2d Jh9h9c8d3s AsTd9c7h2d 
8c7c6s6h2s ThTc6h5d3s QdJs6c5h3h JsTs9d6s3s 
KhQd8s8c5d ThTd7s5s2h AcJhTs3h2h KsThTd3d3c 
JhTd7d4s4d KcTh9d8s4d Qc9h8s3s3c Jd9s9c8s5s 
Js9d5d2s2c KcJd9s8c4c Kh9c8c4s2h JhTs8s5d3s 
Qc9d6h4h4d 9h9d8d6s4d AsQd7c5s2s KsTh9d8c3h 
AdJdJc6d3d JdTc9d4d2h Qc9c6s5h5d Qh7h6s4h3s 
AhJs8c7d2s AdTsTc6h3s Kd7d6h4h2c AdJs8c6c4h 
TsTc9c8d2c KcJsJd8d3h Jd8h8c7h2c JcTh8c7s3c 
QsJc5c4h3c Jc9s8c6h6c Qh8h6h5c2c AdJc9s6c4h 
QsTh7d4c3s KcTs6d5s3h KcJd9h6c3c Qs8d6d5c2c 
As6s5d3h2c JcTd5s5h3c KhQd8c7h4h Js6s5c4s4c 
7d6c4s4c3d QsJs9h8d4s QhJd5s5c4c As7s4d4c3h 
AdQs8s5h2c JcTs8s8h2d KhJc6c5d3s AdKd6d4h4d 
AcTd7d5h2h KhTc5c3h2h QhJd5s4d3d Tc8d5h5c3h 
Kh9d9c6h3s Kc9h7c5s4c Td9c6d4h2c Js8h7s5h2h 
Td9d9c3s3d KcJsJd9h2h QcJsJdJcTd Td9d6h6c2c 
KcJh9s7s3d AsJs8s7c3s AdKh8d2s2c Ks8d6s4d2d 
KhTh6h5s5h Td9s6s6h4c Ks7d6h5d4c QhTd5d4c3s 
Qc9d8d7s2s Qc9s8s4d2c Ac9d7h7d6d KhTs9c8d4c 
Jh7d6s5c4c QhQd3h2s2c Jc6s5c4c3s Th9h6s4c2s 
Jh9h5s3s2c QhTh6s4h4d AsTc7c5d2d Jd9h6s5d5c 
QdJsJc6h2d Js8c6h6c3s Ad7s7h6c5s KdJd4h2h2c 
JcTs6s3c2d QdTd8c7h2s Qh7s7h5d4c KsTc6d2s2d 
9s9h8c6d4s AcQs9s5s3h 9s9d5h4d4c KhQs9s5c4s 
JsJc6h5h4h Js9s9d4d2d KdTc9h8s4h Tc9s8h4s2h 
QhTh8h6s2c TdTc9c7s3c AsQhTc7h2h AcJd8d5h2s 
Ac8h7s7h2s Th9d8c6d3s 7s7c6c4s2h AcQh9d7s4d 
Tc8s8c4h4d QhQd8c6c3c AdJs7h7c4c JdTs9s4h4c 
9d7s7h2s2d AhKhTh6c2h Kd8d5h3h3c TdTc9h5c3c 
QsJd9c8h2d TdTc5d4c2c AhQc8s8d4d QdJc4c3d2c 
KdJc9d8d2s Qh7h6s6h3s KsQc8s5d3h AcJh8d5h3h 
6c5s4c3s2h KhQs9d5s4s JdTh6c3d2h KhJcTd6s2d 
As9d8d7d4c AhTd7h3c2s 9s9h7c6h3h KdJh9s4s2h 
Jc9d9c8c6c Ks8s5c3h3c QsJh9d6c4c Kh5h4c3c2c 
KsKdKcQd6s KsQc9h8d2s KcJs9c6h3c KhQcJc2s2c 
As9h4c3h2s As5s4s3h2h KsQh9c8d5d 8c7d6s5h3h 
AhKd8s8c3d AsKd4h3c2d AhJc9s5d3s AhQh9h4d3s 
Kh5d5c3s3h Td7s6s5d2c QcTh9h4d3h QdJd9d5d3s 
KsTd8c5h4c JhTc9c4d4c KhQsJh7d2c Kh5s4s3h2c 
7h5c4s4h3c JhJd9h6c2s KsJhTh2d2c JhThTc6h3h 
Js9d9c8c5c Th9c7c6c3s Ts8c6s6d2c Qd9d6c4d4c 
Qh9c5h4c2d JhJc8c5c3d AhQdTs7d2d KsTc5c3s2s 
AcTs6d5s4h Qs8c6c4s3s Qc9c7h7d5s KhTh9s9h4h 
9c6s6c4s3d Kh7c5h4c2c AsQd7h7c4c QcTd9h5h3h 
AcTh6d5h4s Kh8h8c7h6h AsTh6s3s2h Jh9c5c2h2d 
Ac8h4h4c2c KdTc9s9c5c AhTc8s5c3d AhKc8h2s2d 
8s5h5d4h4c JsTd8s4h2c AhTh5s3s2h JsJc9h8d3d 
Tc9c8s3c2s 9h7s7d5h2s AhJs8c5s3s AsTd7d5c2c 
AsQd9h9d4d KhQc9c5s4c KdJc9s4s2c KcTd8s8h5d 
QsJd4c3d2c 7h6c4s4c3h QcJsTd3s2s KdQs9d5d4d 
Th6s5h5d3d Ah8d8c5d2c QhJd9h8h2s AcTh6d2s2c 
KcJsJc8c4c KcTd8s4d2s Ts9c7h7c5c KhTc7h4h3d 
Jd9c6h5s3d QhJh9d8s4h KhQh8s7h3s 7s6d5c4h3h 
AsKd4d3h3d Jc6c5h5d3h AdKd6d4c3d Kc8c7d5h3s 
KcJc9c8h3d KdQh8d5c3s KcThTd3s3d QdTsTh7s3s 
KdJd5c4h3d KhJh9h6s3d KhQhJh8c2s KdQh8s7h4c 
KsQh8d7s4s KdTh9c8s4c KhTc7s6c3c AhTc6s2h2d 
9c8c6h6c5s KcQsJs2h2d KhTd7h6s2c Ks9c7s5d4s 
Qd9s7h4d3h KhJd9s9d4c KdTs9h3c2d QcTc8h6s3c 
Ks7s7d5s4c Tc8h5c4d2h Tc9s9h6h3h Qd8h8c6d4s 
QdJc9s5d2h KcQh7d4c3s Ah8d7c6s4d Kh7c5s4h3d 
Th7s6s5h2c QhTc5s4d4c Qs8c5c4c2s 8d8c4s3d3c 
Jc8c5s4h2h KsTs8h5d2c AhTd6h5h4h JcTh5s4d3d 
KsQhJs6d2s Js8h6h6d3s JdTh8d4c2s Ks9s9h8c5s 
Kc9d7d5c2c 9h9c8c6c4s QcJh6d5s3s Qc9h7s7d6h 
QcTh6h5s5h 9s8s5c4c2h Qs9d6s5h5c Jd9h6h6d2c 
9s9c8s6s4d Jd9s6c5h3d Ks9c7s7h4d Qh7h6h6c5s 
JhJc7h5h3s Tc8h5s4s2c Jd8h7d6h3h Tc8c5h5d3h 
AsQd4h2h2d AcQh8h5s2d KdJh8c7d3s Kc8s7s5h4d 
Qh6d6c4d3h KhQdJh7s2c AdTc9c6h6c KhTh7d3c2d 
Qc9c7s7h5d 7h6s5h5c2c Kd8c7d5s3h AhKs9d4s4c 
QsTd5s4s4h KsTd9h8c3d QcTc8d6h3c Qs6h5h4c3c 
AcQs9d6h4d Qc9c6d4d4c Qc6d5d4d2c Jh8c7s7d5d 
8d6h6d5s4c JhTh9c5h2s Ah8h7h5h4h Td9d6s4c2s 
9h9d7c6h3h KsQh6c4s2d 7c6d5s5d2s JcTc7s6c3h 
Ac8c4h3h2d KsTd8h8c5d KdQsTh4c3c KcJc5s4h3c 
Ad8c7s7c2s Kc9h9c7c4d Ts8d7s5s4s Ah8d8c6s5s 
QhJc9d5h2s AsTs9s7d2s 9s8d5s4d3c QsTs9s8s5s 
AdQh9c5h3h Kh8d8c7s4h JhJd7h6s3c KcQh5s5d4d 
Kc7c6s6h2s QsQh9c7d4c Tc9d6s5h4s Jc8h7d7c3d 
JdTd9h4s4d KhQs7c2s2h Th8h7d4d3h KdJc7d3c2s 
QhJc8s3s3h KdTc7d4d3h Js9h7d5h3c AhJs8d6d4c 
AsTs5h3c2d KhQcJh6s2h KhQcJh7s2d Ad9s4s4d2s 
Ah7d5h2h2d Ts8h5s5c3c Td8d5h4c2h 8h8d7d7c3d 
Js9d7h6c4d KhQc9d8s5s KdJd5c4d3h QhTh4s4c2s 
9d8d7h4h3s AdTc6h6d3d AcJh8d6d4s Td8s6c4c2s 
AdQh9s7s4c Th8h8c4s4d Qd7d6c5h4d AsQcTh3h2d 
AcJh9d6h4s AhTc8s7s2d Js8c5d3s3d JcTd8h5s3s 
9h8h7s4s3c 9s7s7d5h2h Qs9s6d5s4c Ks9d6s5c3s 
KdQdJd8h2c Th8d6h6c2d KdJc9s9c4h QsJhJd7c3d 
As5d4s3h3c 6c5h4c3h2d As7h7c6d5c Jd9h7s6c4d 
KhJsTc6d2c Th9d8h7s4h Ks9s7c4s4c KhQd5s4c2d 
6d5d4c3c2s KsTs6s5s5h QhJsTc3s2s Th9c6s5c4c 
KcJs9c8c2h Th9d6c5c4s Td5s5h3s3d KdJd5s4d3c 
Qc9s5c3s3c AdKs9h4s4c JhJc6s4s2h Tc8c6s6d2s 
QhJsJd3h2h AdQs7d5d2c Qh7h7c4d3c QdJs5h4d2c 
AhTc8d7d2s JsJh6c4c2s Jd8h5s3s3d KdJc4d3c2d 
KdTs6s3d2s Kh8h7h6d2d QdJhTs3h2h Jd9s9d7d4c 
7c6d5s5c2s JsTd3s3d2d Tc9s8c7h4c Ks9c6s4c3s 
Js9d7h5h4c Kh6h6c5h4s 9d8s6h3s3h Tc8s8c7d4c 
QhJs6s6d4s TsTd9s8s5s Js9h9d8h5h KhKd6d3d2d 
JsTd7c3d2s KsJh6h3h2s JhTs8d8c2h KsKhKc8h6c 
Ts9c8s7d2h KsTd8d5c4d QcTc9h9c3c AhQsTh7h2h 
Kh6d5h4c3h KcJs8d4s3d AcTh8d5h3s Kd5h4h3d2c 
Ts9c6h6c5c 9d8s7d2s2h QdTs9s4c3s AsKh9d3s2c 
QsQc9d4h2s 9h8c6d3d3c Ks9h9c6d3s Kh8d7h5s5c 
Ks9c7c6h6d KsQs6d4h3s AhTc7h5h2s KcTs8d4s2d 
KsJd6s3d2d KdJd8s4s3d 9d8h7h7d3d QsJsTh6d2s 
9d6d6c4c3s JsJd5d5c3d KsQsJh3s2c KhTs6d5s5c 
KhJd6h3d2d QsTsTc5s3s AsKh4c3d2h Js9c6s6c2d 
Th9h9d7c4h KdQhTs5s2c AdTh9h3s2s 6h5h5c2h2c 
Th8d6s6c5d 6s5h4s3h3c ThTd5s4d2s Qc9h9d7c2h 
KhJs9h6c3h JsTc7h3s2c KcQhTc4c3c Jc6c5h5d3d 
TdTc3h2d2c Th9d6s5d4d KsTs7h3d2h 6d5s5d2s2d 
KhTd9s8c3d Jc9h6d5s5c Kd9s9d7d4c Ac7s5c2s2c 
QcJs8d5h2c KsJc7c6c4c Kd7s7d6h2h Kd9c8c3h3d 
QsTs8d4c3h 9c8d5c4d3s AdJh8s6s4c Jd9d5c3c2s 
JdTd9h5c2d Tc9d9c7h4c 9s9c8d6h4c Js8d6s6h4c 
Ks8s8h7s6s AdKh7h7c3h ThTd9c8s3s Jh8c7s7d5s 
Th8c7h5c2c QhTh5s5h4c As8h4s3h2c AhTd9h3h2s 
Td7s6d5d4c JdTc9s7h2s AcJh8s6s4d QdTc9d4h2s 
9s8s8h7s6s Td8h7d5h2h Ah9c8h5h2d Tc9c8h2h2c 
Qs9c6h4h4c KcJd9d6s6h Ah9s5h5d4h Qh8h8d6c4h 
QhJc9h8h2s KsTs5d4s4c Th9h8d7s3c QsJd6s5c2h 
Jd9h9d8d6d Kc7h5d5c2d KhJh5s4h3d KdJd9d6s3h 
QcJd4s3d2s KdQh9c8s3d KhTd6s6c4s AsKc9d4h4c 
Qd7h6h5c2d Tc9h4c3h3d KsJs9s9c5s QcJsJd6h2c 
QdJh6s4h3c 9s8s6h5s5d AcQs9h6d4h Tc9d6h4d2c 
AsQd7d5c3d Ac8c6s3h3d KdJdJc8d4d Jh9d9c8d5d 
KsTsTh8c3s Tc6d5d4c3d JsTc5h4d3h JsJh9s6c2d 
ThTc7s6d3h KsJs5c4s4d Qs7h5h5d4d Qs9d5s5c2c 
JsTd9c6h2d AdTh8s7c2s JsTh9c5d2c Qd9d6s4s4d 
AdTs7s5c2c Qd7c6s5d2s Ad7c6s5h4c Qc6d5d4h3h 
9s8s6h5s5c Jc9h5s5c2s Kc6h6c5c4d Qc6d6c4d3d 
JhTs4s4c2c AdQh9c6s4c KcJhJd5s2h Ks9c8h4s2c 
JhTc8d7s3s AcQh9d4c3c QsQh8d6h2h KsTdTc2h2d 
9h7h7d4s3s KhTh6d5c2s Qh8c6h4s2c Ks8s5h4h2h 
QsJc7s6h2h Kc8d5d5c2d QcJs9h5c2d KhQs8d7s4c 
Ac7s6d4s3d Kc7h5d4c3s Ad8d7d5c2s JcTs5h4c2d 
Kd6h5d5c3s QhQdJc6c2c JcTh6s3c2h Ad9c7s5h5c 
9c8h7h7c3c KsJsJc9s2s AsKc6d6c2h 6h5h5d4c2c 
Qs9c7d4s3d KsJh9c4c2h JsTc8d8c3h QcJcTs8c3c 
KdTc7c5c3s Ac9h6d6c4c Td9c8h3d2c AhTh7h6h3c 
AcKd7d6d3d KsJs9h4d3s 9s7h6d6c5s AhTd7c6h2h 
AcQsTh6h2d 6d5d4s4h3h Td9s7h5c4h QcTsTd7d3d 
Kd9c8c4h2d As7d5s3s3c AdKh9c4s4h QcTdTc3h2s 
AhKd9s8c3c AcKc8c6c3s AdKd4d3c2h QdJc9h5d2s 
KhJhTc5h2h AdTc9h9c2c KsTh5h3s2s JdTs7d3h2s 
QhTh6d4h4c KhQd8c6s4s Qs9c7d4s4c Kh8h5c3s3c 
AsJdJc5c2c TsTc9d5s3s Qh9s6c4s4c QcTd7h6d2h 
Qd9d5h4c2h AdTc9s6s4s QhJs7d6c4c AsTc8h2h2c 
KsQc9h5d2s AcJc8c4s4c KcTsTh4c3c Qh8s6h6d2s 
9c8c6s5d5c Jh9d6c5s3h QdTc8s8h4s AcTs7c3d2h 
8s5s5h4h2d As8c7d6h4c AcQh8s8d4s KcJsTs2h2d 
TsTc6c5h3d Jc8s6h5d4d Qc9c6d5c2d Kc8h7d5c3s 
Qh9h5s4c2s QdTh7d6d3c QdJc8s5h3c KdQdTs4h2d 
AhQd7h5h2s KcJs9h8c4c AcTs7s5h2h JsTc7d3c2s 
Td8h8c7c4s QdJs9d8c2d AdQc6d5d3d Jh8s8h4s2c 
JhTc9d7s2d KhJd7c6c4c JsTc6c3s2d JsTs6s4c2c 
Kd7h6d4s3c AdKh7s6s3c 9h8d7h7d2h QhJc5d4c3c 
Ah7s6c4h2d JdJc5s5d3d AdTs9d3d2c Ts5d5c3s3d 
JsJc9d8h3d Td8h8d6d5d Qs7s6d5h4s Jc6d5h4h3d 
AdTc8s5c3h KhJc8s4c3s Jd9d9c3h2c JcTd9d4h4d 
Tc7d7c4d3d AsKd8d5c2d Ts9s8s7s5d QdJh4h3d2h 
Qh9h6d5h2d Kd9s9c6d3h Kh9h7h5d3c KcJhTs6d2s 
Js6c5s5c4c Tc8h8c5c2h QsTc4s3d2c KhQh8h7c5h 
8d7s5h4s2h Th8d8c7s5h Kh9s8s4d2h Jc7h6c5d4c 
Jh9s6c3h3c JdJc8c5c3h Td9d8c7h3s Ks9h7s7c4d 
KdQsJd5d2d JhTd8c6c3s TsTd9d8d5d JcTd7c3d2h 
Qc7c5d4d3c 6h5s4h3c2s Kd7d6d5d4h Qd9s9c2s2c 
KhJs9c4c2s QdTdTc3h2s KdTd8s7d3c QsTd5h4d4c 
JhJc9s8d3d Qd8h6h4h3d JdJc7c4d2d KhThTc3s2d 
JcTh8s8h2d JcTs9d4s2h KsTc6h6d4d KhTh7c3c2d 
9d8c7s5c4c Tc8h7c4h2d JcTs3s2d2c QdJsJdJcTs 
Ad6d5s3s2d KdJc6s3d2s KsKhKdQd6h AdKsTc3s2s 
Kd9d8s4h3h KhTsTd4h3h KhQsJs3s3c As9d8s5s2c 
QhTd8s8c4s Jd9s8c4d2s Qh8c6c4h2d Js9s5c3c2d 
Td8d7h7d6d Jc9h8s5d4h JdTc8s7h3h KcJd9h7d3s 
AsKs7s4h3s KhJd6s3h2s 9s9c6c4c2s Ah9s7h5h3h 
Jh6h5c4h4c Kd7d6s4s2h Qh6h6d4d3d QdJs6d5c2h 
JsTc4d4c2d Ah9c8h5h2s 8s8d7d7c3d AsKhTc4c2d 
Qd8h5c4h4c Jh8h7d6h6c KcJcTc8c2d JsJh8h6h4h 
AhQc9s8s2d AsKd9h6d2c QsQdJs7s3s Ts8h8c7d5d 
JhTs8d6d3c QcJd6s4d3h Js9h9d8d5d As8d7s7h3s 
9s8s7c4s4c JhTh7c4s4h QhJc8s8d4h QcJd9c8s2c 
AsTd8d5d3h 6s6c5s4c2s Th9c4h4c3c QcTs4c3h2s 
Kh9h9c8d5h Td6h5s5d3s Qh8s7d5h2d 6h5h4d4c3d 
KhKdKc8h6d Qd8d7d6h3h 9h9c7d4s4c Jh9h9d7h4c 
KhKdKc8d6c QhJs9c6d4d JsJh5s3s3d Kd9d8h4c3c 
JdTc8c5s3c Ts9d6s4h2d Qs9s6h5d5c QhTs5h4c3h 
QhJcTs3c2c Qd6c5c4h3h JsJd6h6c3s Ac6c5d3h2s 
Qh6s5h4s2h Jh9d6h4h4d KcTh6s2s2c Ad9c8s7h4s 
KcTh7c4d4c Kd7h7d5d4s JhTh6h4c2c JhTc7s4d4c 
ThTd9c6s2h KcJs9h6c3c 7s5s5d2s2d KhTsTc4h3h 
AhQc7c5s3c 9s8c5c3s3c Js9c5h4c2s 8c5s5c4s2d 
QcJs8s2s2c QsJsTc6h2s AhTs6h6c3h Jc9h8s4c2h 
QdQc8s6d2d KhJs9s8d3c Th8c5h4c3h JcTh7c3s2h 
QhQdJs7c2d Td7d6s5d4c AsTh7c6s2s KdJd5s4h3d 
KsJd6c3s2c Jh8c7c5h2c KcJs9d6c3c KsJsTd5s2s 
Qs9h7s4h4d KdQs9c5d2h Td8c6h6d2c QsJd5h5c4h 
AdTc6s2h2d 9c7h6s5d5c KcJd5h4c3c KcQhTd5d2s 
Jd9c7s6h4c AsJc9c6d4h Ts8d8c7c4h As9c4d3c2s 
Js8c7h7d5d Ks8s5d3h3d Kc8c7d5s3h 9d8d8c7d5s 
Ks9d8d7c2c KcThTd8h3s AsQh9d6c4d Qd9s7h4s4d 
QdTc7h6s3c Qs8c7c6d3d KcQs7s5h5d Kd9c8c6s5c 
Ts8c5s5h3h JsJh6s6d3c Kd9d7d5h3s Th9d9c6c3c 
Js7c6s5d4s JsTc7d4c3h AhTh9d3h2c Td9d6s4s2s 
AhJd8c7d2s Qd8h8c6s4d 8d7d6c5s5h 9h8c7c6c4s 
Jh8s6c5d4d AcJc7s7d3c As9d5s4d2s AhTs9d7s2c 
Qd8c5s4s2d Jh9c8h6d4s Jd9d7s5d3c Kh9s8s6d5s 
QcJs9h7c4c Ts8d5s5h3h Jh8h8d4d2s 7h6d5c4s3s 
KhJc7h6h3s KcTs9h3d2c KcQs9h5d2c 9d8h7d2h2c 
Td9d8h3d2h 9s8d6c3d3c KsJd6c4c2d KdQhJh2s2h 
KhJs9h8h2c ThTd9c3s3c As9s8d6h2s Ac8d7h7d4s 
AcKs5s4s3s Kh7s6c5s4s Tc9h5h4c2s AdTh6c5h4s 
AcKh4h3s2d KhQh6s4d3h Kc5s5h3d3c KhTs6s3h2s 
JhTh8s8h4h 9d8c5d4c3h KsTh9c8c4c AdQh6h4c2c 
AdKh6s6h2c Td9h7h6h3c AhKcJd6s2d Qh6s6c4c3h 
TsTd9s8s4h JdTd8c3c2d AsKh8d7c3d 9d9c8s6h4c 
Ks8s7c5h3d Kc9c8d8c6c JhTh7s7d3c QsJc9d8d2h 
KdJsJd9d2d KdQsJd6c2d Td7d6c5d4s AsKsTs4s3s 
Ad8h7h7c4s Tc8h6d3d3c AcTd7s6c2c QhJd7h6d2h 
QhQc8h5s2h 9d8d6c5s5d QcJh8d5s3h Td9h9c6c3c 
KsJs9d4h3s KsQd9c8h5h Jc8d7s7c3s 9s9h8h6h4c 
KcQc9c5h3s QhJc8d3h3d Ac9h9d6s5h Kc6h5c4d3c 
QsTc9h6d2c 9s8d7h7c5d AcKh9s8d3d Ad8h8c5h2c 
9c8s6c5d5c AhTc6h3h2c 7d6c5c4d2c AcKh9d3c2s 
Jh6c5h4h3c KdQd9d5c3h 9c8s7d5d4h KhJd9c6h3h 
ThTc5h4c2c Jh8s8c7s2c AhTd9d3s2s JcTd9d4s4d 
QsThTc6d3d TsTh9h8h5h QhQdJc8c3c Ac8c4d3d3c 
Kh7h5s5d4c Kc6d5c4h3c Tc9c6d4d2d Th9s9h4h4d 
KhQhJh6c2d Ad5s4d3h3c Th8h8d4d2h Qd8h6d4c2h 
7c5h4d4c3h Jh8d7s7d6d 8h7d6c5s3s Jh8d6h6c4s 
KdTh8c5h4h ThTd7c5c2h AsJs5s4h2d JcTh3h3c2h 
QsJc9d7s4s JsTd9c5h2c 6c5s4c3s3h Qs8s7s5h4d 
Kh8c5h2d2c QcTd5s4h4d AhKh8s5h3h KdJsJh5c2h 
QcTs9h6d2s KdJd5s4h4d 9s9d8d6c4d Jh8d7s7h3s 
Qh6h6c5d2d AcQc8h3h2c QdTd5h5d4c Jc8s5c4s3c 
Ah7h4c3c2c JhTd6h5h3c AsKh9d8c3d 9c8h7s5h4h 
KdJh9s6s6c Ks7d6d4s2d KhJdTs6c2s QdTd8c4s3h 
AhQh5h5d2s Td8s6h6c5s 9d9c6s6c2h AsKd8h7c3h 
Jc8c5h4d2d 8s8c4d4c2s JcTd5h4c2s Qd9h9c7c5c 
Td8d6s6h5c KcQhJh2s2h Jd9s8c5h4s Kd9d8c6s6d 
KdQcTc3h2s KhTc9s8d3c AhKc9s8d3d JdTd8c7d3h 
9c8h5h5c3c AsQd9d9c4d AdTc7h6d2d As9h8d7h4c 
6s5d4s3d2h Qh9h8h8d5s KcQc5s5h4c 9d7d6h5s5c 
As9d8s4s4c Ad7s6c5h4s AhQs8s5c2d KdJd6s4s2d 
AdJs9h6s4c AhKd9d7c2d QhTh8c6d3h JdThTc7s2d 
Ks9d8c7d3c Jd8s6d6c5h 8s7d6s3s3d 8s8h7d7c3c 
KcJdJc9c2c QhJh8h6s6h Ad8s8c5c2s QdJh7c6s4s 
Ts8d5h4s3d QdJc6d5s2h QhTh7h6d3s KcTs8c6c3d 
9h8c7s5c4c 9d8h7c5h4h Td9s7s6s3c 6d5s4d3c2s 
QsTs6s6h2h Kc9c8s6c4d QsTc9c6c2h AsJh9d6h4c 
Kh7h5s4s2s KsKdKc8d6c KhTd8d5c4d Kh8s6c5d3h 
7h6c5h4c2h Jh9h9c3c2s 8h8d7c4h2d Js8s7s6h4c 
8c7h5h2s2c AsKs7s7c2d Ks7h6s4d3c AdKdQd6d3d 
9h8c5h5d2c Kd7c5h4d3s AsKh7c4d2h 8h7s5s4h2h 
Kd8d7d6s2s QcJd8h8d4s Tc8h7c5c4c Tc9s6s5d4s 
KhQd5h3s3c AcQd9h8h2s Jd8d7s7h3h 9s8h6s5s5d 
Ks9s7s5h3d AcJsTs3d2s Kd8c7d5s5h KcJs9d8c4c 
Ac8d4d4c2c 8d7d7c4c2h QdJsJdJcTc JhTs8s5c2s 
KhTh8d7h3s Kh9s8s7s5c Jd9h6h6d2s JsTs8c7s2d 
As9s8h6d2s QsQd8c4h3s Ts9h7s5s4c QcTh4d4c2d 
Js6h6c5s5d AcJhTd3h2h Qd8d6d5s2s KdQd5h5c4d 
KsQd7h4s2h Kh9h7d4h4d KcTs7d6d3h Js8s7s6d3d 
QcTs9s4h3s Tc8d6s6h5d Ts8s8h4d4c QcJhJc6c3c 
8d7s6d4d2s QhTh6d6c3s 9s8s6s6h5d QdJs9h6s3s 
Jc8d7s6d3s AcKs8d8c2c 8h7h6s6d2d QhTc7d4s3h 
QcTc4s4d2d Th7d7c3d3c 9h7s7h4c3c KsJh9s8s2c 
Td8c5d4c3d Td8d6s6c5h Qs8s7c5h2c 6h5c4h3c2s 
6s5s5c2s2c KhTh8c7h3s 6d5s4d3h2s 9h9d7s5s4s 
Tc9d6c4h2d AhQh3d3c2s TsTd5s4h2h As9h7s5s3s 
KhJh9h6d3c QdTs5d5c4d KsTd6h6c4c Jd9s6h3h3d 
AdKc9h6c2s KcJhJd8d3s Ac9s5h5c4c Tc7s6c5c4d 
9d9c8d6d4h KhQcTd5d2s Kd9d8d8c6d KdQcTs7h3h 
Qh9c7s4h3s QhJhTd8h3h QhTs5c4s4d Js9s5h5c2c 
Ad9d7d5d4h Ks8d7s6c3h QsQh7d5c3c Td9d8s7h3c 
Th9h8s2s2h As8c4s3c2h QhQc9d7s4d KsTh8s4c3d 
6h5d4s3s3d Ks9h8h4d2s Td9c6s5h4s Jc8d7h6d3h 
Ts8s7s7c6s Ac7c4d3s3h Kc8c5d3s3d QdTd7d6c2c 
6s5s5d4h2h KhTs6d6c4d Kc9c8c6h4s KdThTc8h3s 
QhTh5s2s2d KdQc8s3c2d Jd9c6s5h3d KhJs9c6h3h 
QhTs9h8h3h TsTd9c7h3c JsTs9h4s4c AcQhTd7s2d 
Ts8d6s6c2d QcJdTc4c2c AdKd6d5d4d Jh6s5d4d3s 
QdJd7s7d6d 6h5d4s3s3h QcTh9s7h3h Td8s8h7d4c 
KdQc5c4c3h 9d8c7c4d3h JdTc8c7c2s JdTd9h5d2s 
