Kh9s9d8s4c 
JsJhJd9d9c Ad8s6h3s3h Jh7s5h4h3c Th5s5h4s3s 
KhQc7c6s2d JhJc8s4c3c 8d6d5c3s3h Kd7d5s5d3h 
Th9d8c5d2d 9c8c6h4d3s KsTh5c3s2d AhTh7h3c2d 
Kd9d8d5d4h JhTs7h4h2c KcJd6h4s4h 7h5s4s4d2h 
KdQdTh7d2d Qd9d8s4d2s KcJc9c4h2s QhQdJs7c2c 
7d5s5h3s2h Th9d3s3h2d As7d6d4c2c 9h7h6c4h3s 
AhJs6s4c3d Kh9h6h5d2s Td9d6s3h3d As9c8s6s2s 
7s7d6s3s2d Ah8c6s5d3c AdJh8d3d2c Kc6c5d4s2c 
KhJc4h3s3h 8h7h6s5h2h Kh9h6h5c2d Ac8s6c5c3c 
Qs9d7h6h3h KcJd9s4s3h ThTc8s7s2s KcQd6d3s3h 
Qc7h5s3s3h KdJd6c2d2c Td9s8d2d2c Kd8h7h3s2d 
KcTh9h2s2h 9d7s7c4d2s 8d7s5c4c3c Th8s8d2s2c 
Kh6c5s4s4d AcQsQhQcTc AhTs8s6s2s Qc9h4c3h2s 
KsJd6s6c2h 9s8d5h3d2h Qc8s5c3h2s 6d5h3s2s2d 
Td9s8h4s3c Td9c3s3d2c KhTs8h3d3c Qs9h9d7d3c 
8h6d4h3c2c Qh9h9d7s2c KhTh6h5h2c QsTh9s7s2s 
JcTc5h2s2d Js9d8c6c3c Ah8s5c4d4c KcQsTs7s2s 
7c6s6d3d2s 9s8d4s4d3h Ad9h9c6h3s Ah9s8c5s2d 
Qh9s7s2h2d KcJd8s5d3d As6h6d5c3h KsTs6s5s2c 
9d8c7c6h2c Qc8c4h4d3h QhJd6s5c2s KsJc8s6d2s 
QhTd5s4c2c Ts9s8s7s2h QsTs3h2s2h Qc9d7h5d3d 
KcJs4c3d2h QhJh8s7h2d Jd6d4c3s3c Jh5c4h4d2d 
Qh8s6h4d3c 8d6d5s4d3d 8h7d5s4s3s 8s7d5h3s2d 
AhQh7h5h2c Th9c5d4c3c Ts9h6c5d2h Ah8d6s3s3d 
8s7h5c4h3h Th7s6d4d2s TsTh7d6c2h QcJc8h4s3c 
Ts9h6s3s3c AhJc8h3h2d Ac3d3c2h2c 8s6d4s4d2d 
Qs8s8c4s4h Ts8c6d3s2d AdQdTd7d2d 8c7s5h3h2c 
9h8h7s6h3h KcQd7d4s4d 8d7d7c3s2c As8h6d5c3h 
QsTs5s4s2c AhQs9c4s3s Jd9d7h3s2s Qd7c5s2d2c 
Kc9h5c3h2c Th7d5s5h2d 9s7h5d5c3c 6s6d4d3d2s 
QcJh8c4c3s Ks4d3h3d2s JcTc9c3c2s Qd8h5h5c4s 
KcJs4s4d3h 8h7c5d3s3h AdTc7c5s2h 9h5d4s4d3h 
Qs6h6d5c4c Qh9d8h7h3c Jc8d6h2h2c AcTc4s4c2d 
KcQcJs6c2c 5h5d4s4c3h Kh9c4c3h2d QdTs8c4s2h 
QdQc8s4s3s Td9h9c4h2h 8d5h4h2h2d Ah8d6s5c3d 
AdQs4s3s3h Qh6h6c3c2d 8c6c4h3d2d Kh9d4h3c2d 
Td8h7d7c2s 9h5d4d4c3h KsTd8d6c2d Qs8s6s5s5c 
KhQd8c7h3h Kd9d7s4h3d Jh8s8h7d2c Jh9h5s5h3c 
JsTs9s3s2h QcJs9d3h2c AcQc7c5c2s Qs7s5h4d4c 
Th7s5h4d4c 9s6d5s5c4s Js9h9d4h3c JsJc7c6d2h 
Jh5d4h3h3d KcTsTd6d2d Kc9h9d8d4s 6s6c5h2h2d 
KsQsJs9s4s JhTh6c4h2s KhJc9c8c4c Kh4c3d3c2h 
Jd6d4h3s3h 7s6d5d3d3c Qd9s8h5c3h 7d7c6s5h2c 
AsKd7s3c2s KsQd8h5h5c AcQs7s3h2h Js7c6h4s2h 
Jd9h9d4d3c Jh9s8h8c2h QsJc9h3d3c Kh9c4c3h2s 
Ah7s6d3c2h Qh7s6s4h2s QsJd9c6h2c Qh9s7c4s2h 
Qh7d6s5c3d QcJc9d9c3c Th8c7s6d2s TsTh4h4c3h 
AcTd6s5h3s JcTs5d2h2c TsTh8c4c3d Kd9c6s5s4s 
As9c8c6d3h Ac9c5d2s2h KhTc8h4s2h KcJc6d3c2d 
Kh7h4s3d2s Td5d5c4h2c Th9d3h3d2c 7c6s6c3d2s 
Qs6h4c3c2s AsKs9d3s2h Kd7s6c3c2d QcTc9d7c2c 
KcQh8d7h3s 8c5h4h2h2c Qs8c5h5d4h JsTs7h3s3c 
Qd8d6d5c2s Kc7s6s3c2s JsJd6h2s2c AcKh6s4s2d 
8s7s7d5c2s 9s8h7d5s2s Jh9s6h5h3h Th9h5s2s2h 
As9c4s3d2h 7h5d4h4c2d JsJhJc9d9c Tc6s5h3h2c 
QhJc9d6s2d KsQc9d6c2c Jd9h9c4c3s Qc8d5c3s2d 
Ts8d8c2h2d QsJc8h7s2s 9h6s6c5s3s KdJs9c5h2c 
AcQd9c6c2c Jh9s7h4c3h Tc6c4h4d2h Td8h4h2d2c 
QsJc7s7h3d Qc7c6h4c3d Jc9s8s6h2d 9c8s7d5c2c 
8h5d4d2s2h AcJs7h6h3h QdJc9d2s2h Kh8c4h4c3c 
Qh6c4d3d2h As9d8d7h2d Ad8s6d5d3d KcQc7d2h2d 
JhJd5c4c2s Qd7h6h5s5c KsTd8s3h3c AdJh5h3s3h 
9d7c4d4c3d Ad4c3d2d2c Ad9c8c7s2c Jh8c5h3d2c 
9d5c4s4c3d Qh7d6c5d3s Ac8d6h3h3d 7d6c4h4c3s 
TsTh7c5d2h As9h6h5h4c AcJh9s4s3s Qc9s7h6h3h 
KcJs6h3s2h Jd9d3h2h2c Tc7d5d4s3h 9s9d7d4d3h 
Kd7d5s5d3c Ad9c6c5s3h 6c5s3d2s2c Td9s9h5d2d 
7c6s5h4d2s AdTh8s4c2s 6s5h3s3c2h 9h7d6s5h2c 
KsJd8h3h2d JcTh4s4d3d 9d5h4c3h3d QsTh8d4c2c 
Qd9c5s5h3d AsJd8s3s2c Kc9c7s4h4d KhJd6d3s2s 
KhTc8s4c3d As9h8d8c2c 9h8s8c7d3h 9d6s6h3d2s 
QhTc8h3s2d QhTd8s4s3s KdJs9h4c3c Qc9s8h5d3h 
Th7h6h5h4h AhKc9d3s2c Jd5c4d4c2s Td5c4h3d3c 
6d5d3h3c2h AsKs9s4s3d Jc7d5s5c3h 9c7h5s5d3s 
Kc9d6d5s5d Tc9h6h3s3h 9d9c7h5d2s Ts8s8h4d3s 
9s9h7d6d2c Jh8c7h4c2h QsTh7c5d2s Ac7c4d2s2h 
KhQd3c2s2h Qh6h5c4s2d As8d6s5s3s KsJc8s6s2h 
9h7d5d4s4c AdKd7d4d2h 9c7s7h4c2s 9s5d4d3s3h 
KcQh6s5d2d Ah8d8c7s3d Ad9s4d3d2s Ts9s7c5h2d 
Ad8h6c3h3c Kc9c6d5h2c Td7h6s4d3d Ks9s6d5h2s 
Jd8s7h4s2h Td6h5h3s2d Qc5s4d2d2c Kd9h5d3h2d 
Kh8h7c6d2h 9c7d6d3h2h 8h7s7h3c2s AsQc4d3c2h 
Jc8c7d5c2h Ac7s5h4d3h Tc9d8d4h4d 9d8c7s7d4d 
JhJc7c5c2s 9s9h8h7h4h Td7c5d4s4h AdKh9s3h2c 
Ks8h6d6c4d QhQd9s3c2s Qh7c4h4c3c Qs9h7d5h3h 
8h7h5d5c3h Tc9d5h4d3d Kc9c7d4h3c 9c6s6h5c3c 
8c5c4h3h2s QhJs8c7h2h KdQc6c3s3h Kc7c5d3c2d 
Qc9s7d4s2c 9c6d4c3d3c QdJd7d4c3s Jc9d8h5s2s 
9c6c5d3h3c Kc9h9d6s3d Ts9h8s4d2c Ks6d3s3d2h 
KsQh9h5h2c JdTc6c5c2h Qc9h9d7h3s KdJh6h4h3c 
KcTc5s3d2h AsKh9s3s2d AcTc7c3d2s Td9c6c3s3c 
KdJh4c3s3h Jd7d5h4d3c KhJc8s6c3d 9d5s5d4s2h 
Js8s6h5s3c QsJh5d4c2c Qh9d7c4d2h Kd6c5h5c3s 
8c7d5c3h2h 9d5d5c4c2s AhTh7h3d2c Jc8s6c5h3c 
Kc6c5s3d3c 8d7h5d3d2h QhJd9s3c2h KdJh8c3c2h 
JcTc9c6c2c Js9h7s4d4c 9c8c7h6c2s Qs9s7h4h2c 
7c6d4h4d3s Tc6s6d4s2d QdJh4h4c3h QsJh9h3d3c 
QsTc6c3h3d Jh9d9c4d3s Qs7h6h5d5c AhTc5s3d3c 
Jh9d7h4h2d Qs5c4c3s2s AdTh8h4h2s Qc8h6c4s3d 
9s7d6h5h2c KhQd9d8d3c KdQc8s3s2c Kc8c7d3s2d 
KcQd8c5c3c Th8h5s4c3d As9c7d4h4c 5h5c4s4d3c 
Td7s7d5h3d Kc8h8c3s2h KhJd6c4c3s Th9s8s2d2c 
As9d8h5d2c JsTd5h2s2c As9d7h7c3d 9s9c7h3h2c 
Kh9c8d5s4s AcQd7h6d2s Ks7s6d5s2c Kd9s6d5d2h 
Jc9h9d4h3s Kc9h8d5s4s KhQd6s4s3s KcTc7s7c3c 
QhJs9s3d3c AhJs6d5d3d Tc8s7d7c2h AdKh9s3c2h 
QsQd7h5c2h AhQs5c3d2s AdTh9c2s2c Th7s6c4h3h 
Qd9c5d3d2c AsKs9s4s3c KsQs5c3s2d Th7h5d4d2d 
KdQcJs7h2s As9s9h7s2s Ac9s9h5d3h Jh9s7h4d3h 
9c7c6h3d2d Jc8c6c5d5c AdKs9c3h2s KdJc8c4s3h 
Jh7d6h6c4h QdTh8d3c2s Qs9d7d4d2s Th9c3h3c2d 
JhJd5d4c2d Qd9c8h8c4s Kh5d4s3h2c 7d6s4s4c3h 
Kh9d8h5h2s QcJh7c5s2d Kc9s9d4h4c QcJc8c7d3h 
KdJc9h5s2h Td8s8h6d2c KhQd9d5c2d QsQd8h3c2d 
9d5h4d4c3h Kh9s9c8s4d Kd9s7s5c3s KhJc9s4d3d 
Jc9s9h7h2d Qd6h5s5d4d AcKh8c3s2c 8h7d6d5s2d 
Kc8c6s6h2d 6h6c5s2s2d Qc9c7d7c4s 7h6h4s3d2d 
Qh8c5d3h2d 9c7h4h4c3c KdTh8s8c3h Js7d5c4d2c 
Jc6s5h2s2c Qd5h4c2d2c Jd9d3s2s2h AhKc9h3d2h 
KsJh9c5c2c 9c7s7d3s3h Ah9d7d6c3d Qc9c7c5h3c 
Jh9d6d4s2s AcQd5h3d2s Qh8s7s4c3c JsJc5d4d2h 
AsJc8d4c2h KhJs7c5s2d Kc9s9d5s5h Ks8h6d4h2d 
Ks9s8s6c4s Qh9s9h7h4h 7c5s4d4c2s QsJd9s4c2s 
Ks9h8c5d4h Ad5h4d3d2s 8s8c7h4s3d KdTs8h7h3h 
AsKh8c3d2h Kd7s5s5c4s 9h9c8s7d2d QsJd9s4s4c 
Td9h5h4s4h KdQs9s5c2s QhJs5c4d2d Tc8c7d6h2c 
Kc7s6h4d3d Ts8c7h6d2h 9c6d5h4d3d As9c8h8d2d 
Kh9h7s6h2d 9c8c4s4d3d Kd5c4s3h2d Ah6h6c4h2d 
Jh8s5s4d4c 9c8h7d5c2c KhQc8c5c3d KhQs3c2h2d 
8s6s6c3h2c Js6c5d3c2s Ac7d6s3h2c Kc6h5d4s4d 
KcQs6d5h2d AdTc8c6c2c AsQh9h6d2h Tc8s6d5c2c 
9h9c3h2s2c Kd9d8d6s4d JcTs7c4c2h Ah8s6d3s3d 
KdJh6d6c2s KcQs8h7s3d AhQc7s6c2d Ks9s8s5c2d 
9d9c7s4h3h Td7c5d4c2d Ac8s5s5d4s AhQc4c3d3c 
Jc7h6h6c2h 9c8c6d3s3h Th6s4c3s3c Ah9c8s6c3c 
Tc9d6s5h2d Qc8h4h4c2s Jh9s7s3s2h Jc8h7s5h3h 
Td9s9h4s2c AhTd9d5c2d 9d8d6c3s3h Jd7d5s3s2c 
Ac7h6h4d3s Qs9d6h6c4d QdJh8d4d3c Js9d8c6d2h 
Td9c8d4s2h 8d5s5d3h3d Jd9d4s4c2c 9s9h5d2h2c 
QdTs8h5h2h 9s9d7h6c2s Tc6h5h3s2c Qh9d8c4c2d 
Qh9s7s6c3s Qh8c6s5s3d KhJd8d5s2d Qh6c4d4c2h 
Th9c8h2h2d KcJd4h3s3d AdTh5s3h3c Jd8s8d5d3h 
QsTh5s3d2c Jd6c5h3d2c Td7d5c4h4d Ks9s6d6c4s 
KcTc3s3c2s Jd7s7c6d3h QsJd7c4d3h KcTc9c3h3d 
KdQd7c2h2c 9c6d5s5d3d KsQc9c7c4c Kh7h5c3h2c 
Th8c4c2s2h Qd6c5s5h4s Jh5s4s4h2c JhJc6s2h2d 
Kh8d7s7d4d 9s6d4s3s3d 8s6h4s4h2h Kh7h6d5h2c 
Jc7c5s4c3d Ts9h5d5c3d QsTc7h4h3h KsJd8s6h2s 
Ks6h5h4c3h Qh9s9c8d2c 8h5c4c2s2h 8s7s6s4d3c 
9s7s7d4s2d 9s9d7c5d2h Qd9h8s5c3s KdTd6s6d2c 
Qh9h6h3c2c 9h8h8d7h2c Tc8s7h5h3h Kc6s5s4h3s 
Jc9s7c4d3h Ts9h5c4h3h QsTs9s4s3s 9h7s7h4h2s 
As9c6c5c4h KcTd9d2s2d KsTd7d6d2h KcJh6d3h2d 
QdTh7s7c3h 9c7c5s4c3c Qd9c5h5d4d Kc8c7h7d2s 
8s6h6d5c2c KsQd8c7s3s Js9s6s5s5h Ah9d8d7c2d 
Jh8s6c2h2c As8h6c5d3c As9s6c3d2h Ts7h5h4s2s 
Td9d7c6s2d AsJh5d4h2c Th9h9c4h2s Jc9d4h4c2h 
JcTc5c4s2c AcQc7d5c2c Jc7d5s4d2s Th5h5c4c2d 
Kh9s8c5d4d AsQd7d7c3d 7h5s5d3s2d AdQc7h6s2c 
Kc8s6h6d4d Ts9s8s5d3s KcJh9h4h3s Qh8h5d3c2c 
8d6s5c4s3s Qc8h5c3d2h Qc9s7c2s2h Tc7d7c5s3c 
KsQh9d6h2h Kc8s7s7h4s Th6d4s3s3d Qd9s9h7s3c 
QhJc4s3d2h Jh7h5s3s2d Qs7d6d5h5c Td9d5d4c3d 
AcTd5s4d3d AsKd9h3c2d QsTs8s7s3d KhQs6d5c2c 
6h5s3d2s2d 9s8s7d4d2d 8s7h5c3s3d 9c6d5h5c4c 
Kh9h8s6c2h Kd8h4h4d3h Jc9c3d2s2d Jc8h7s5c2d 
Qd8s6h5h3c JhJc8d4h3h Qh7s7d6d4d Td9s9h6d2d 
Qc9d6d4h2h Tc6s4s4h3h 7h6h5h4c2s Qh9h7s7h4c 
Tc7s5h5c2s Qs8c7d3s3d KcQc7s2s2d AcQc5c4c3c 
KdJc6s6d2h 9s6d6c5s3s Ks9h6d5d4d QsTh8c4d2c 
Tc8d5h3c2d Kd9s7c5s3s QdJc7d5s2h Ks8s6c2s2c 
KhJh6s3h2s KcJs9d5d2d Kc9h8d5d4s QsQc5d3d2h 
Qd8s6d4h3c 8d7d5c3s3h Jc9h4h4c2h Qh9c4d3d2h 
AsKc6d4d2h 8h7s5c4s3s KsJh8d6h3c 9s7d5d4h4c 
Qc9s6s2s2c Jd9d8d6c4d Ac9h9c7c2c 7c6s6c3h2s 
ThTc6s4s3d JsJd6h2d2c KhQs5d3h2h KsJc6s3h3d 
Ac7s4d3h2c Kd9s7d5h2d Ts7s7d6s3h Td7h7d5c3d 
Js8s7h5c2d QhTc5s4d2d KsQdJc7h2c KhTs8d4h2h 
Js9d6d4c2c Kh7s4c2s2h Ac9c7c4h3c Ah8s7d2s2d 
Qd9s8s8h4c KcQc9h7c3c QdTc9h4c2c AcQs8s4d3s 
Jh9d7h4s3c KdQs8h7d3d QcJh9c2s2c KdTh9h2s2h 
JdTd9d3d2s Qs9h6h4d2d Qs9c6c3s2s Ad7s6h3c2d 
QsJd8s4s3c KhJc4s3d3c QhTs8d5d2d Ad8c6s5h3s 
Qd8s8h6c3d 6h5s5h2d2c 8h6h5d3s3c Ts6c5s5c2s 
8h6s5h3d3c Js6s4d3d3c QhJs8d4h3h KcQh8d5s5d 
Qc8d5s3c2s AhKsKhKc2h Ac9s9h8d2d KsTs8s4c2h 
Ah8d5d5c4d 8h7h5h4d2s Qh8d5s5d4c Ts7s6s5d3s 
Qs9d9c8s4s KsQs9d7s2h Qc9s5d5c4c 9s9d3d2s2c 
Qc9d8c5h2c AsTd5c3h3d As9h8c6h3d QhQc6d4s2d 
JsTd6d5d2c Qc9h9d5s2c 8h6s6c3h2c JhJd7s6h2c 
Kh9s6s5s5c Ks9d7d6d4d QcTd8h3c2s TsTd8h4s3s 
Ah6s4h3h3d 8h5s4s4h3h Jd7c5s5d4d Jc6c4d3s3d 
AhJd9s4s3s KsJh7h5d2c Qc8d5h3c2h KcJd6h6c2s 
AsTh4s4d2s Qc8c7s7c5c As7h5d4c3d JdJc5s4s2h 
7s6h4h2s2d 8s6h6c5d2d QcJd8s4c3c 6h5s5h3s2h 
AhQsQhQdTh Ac9s8h5s2d AhTd8d6d2d Js9c4c3s2d 
KsTd9d2d2c AdKc7s3c2h Qc9s8c7c3h Jd9s8d7d3d 
QcTc5c4c2h Qh9h8s4h2s 9c5s4s3d3c AdKd4d3d2c 
Kc9c8c5c4s 8h6c5s3h3d AhQd4s4d2c JdTc7d4d2h 
Ah5d4s3h2h Jd8h7c5s3s 8s7s7c6s3d 9d6d5h3d3c 
4s4d3s3d2c TsTd8d4d3h KsTd7d6c2h KcQs8s5s3d 
8s6d5d5c3h KsJh6h4h3d Kc9c8c5c4h Qd7c6h5c3s 
Ac9h7h6s3h Ah5c4s3s2c Ac9h8s6h3d AdTs8s4s2h 
9s9d8c7s3s JdTs4h4c3c Kh9h8h5s2d Qh8s4s4h2c 
Js7h6h5h3c Js9s7h7c4s Qs9c8d5d3d 9h7c6s5s2d 
Kd9d7h6d2s Tc9s8c2h2c JsTh6h5h2c Qh5h5d3s2s 
Kd9d6d5s2h AsTc6d5d3d Th7h5c4h2c 7h6h5h4s2c 
Js9h6h6d3c QhJs9h7c2h As8d6h5c3d Qs7c6c5h5d 
Qc8h8d5c2s 9s5s5d3s3c KdTc8c6h2c Ks7h5h5d4h 
QcJh6s4h2d Qd9s9c7s4s 9d9c7c2s2h Qc6h6d5s3c 
KdQd8d7c4d As9c8d6c3h Qs5d4h2s2h Qd9d6h5d2s 
7d6s4s3d2c KsJs8h3h2s AsJs6s4d2h KcQs7s4s4d 
AhQc7c5d2c QcJh9c4c2s QcJs9c4h2c 9h5d5c4c2d 
Qc9c7s7c4h Td6s4c3s3c Jh7c5s5h3d Td7d5s4h4d 
AsQh8d5d2d KsQc9c5h2c QdJc9d4d2s QdJd7d4c3h 
Td5s4c3s3d 8d7c4h4c2d Qc8c7s6d2h Qh9s9d7s4s 
AsKs7s4s2d QcTs6h6d2c Ts7s6s4d4c KdQh9s6s2c 
QhTs8c4c3c Qs9c6c4d2d 8c7h5c3c2h JdTd6s4d2h 
9s8s7c6s2d AcTc7c3s2d Jc9d7c4s3c As7s4h3s3d 
As8d6c3h2s Qs9h9c8s4s KhQd9d7d4d QcTh9h4h2h 
JdTd7c3s3d Ts9h7s6c2s Td6s6h4s2h Qc8s8h5c3d 
9c5s5c4s2d 7s5h5c4c3d Jd9c7d6h2s AdKsKhKd2d 
Qc9h7d4h2c QhTc8s4c2d 6s5s5d2h2c Kd9h9c6s3h 
8s6d5h2s2c Ts5h5d2h2d 9s9d7s5c2s 7h5c4d3h2c 
KcJh7d5h2s 8d7h5c3c2h Qd9d7c4c2s Jh7d5h4h3s 
7d5h5c4h3s ThTc7s5d2h Kc9c6s6h3c Jd8h8d7c2s 
Th8d8c4c3s Th9s8h2h2d KhTs9s9h9d Th8s5h4d3c 
KhTh5d3c2s KdQd9s7d2c Td5s5c2s2c QsJc9s4s4d 
Jh9c5h3s3d AcTc6d4c3c Jd7h6h6d2h Ks6s6d4s3c 
Jc9c5h5c3d KhQh9d5h2h 8c5s4d3c2s 9s9h3h2s2h 
Js8h6d2s2d Qd7c6c5c3s Ks9s8h5c2s Ts8s7s6s3h 
Kc9c6c5h2d AcQs8s6s3s 9c7s5c3d2d Kh9d8s7s3c 
KcQd9h5d2d TsTd8s4s2h AdJh5s4h2c 9c5h4s3h3c 
Jh7d6h6d2d As8c6d5h3c Kc9h6d5s3s Jh6h4s3s3c 
AcKd6s4s2h 9d8d6s4h3c KhJs8h6h2d KcQh6s6d3s 
Jc7h5s5c4c Ah7d6d4c3s AcQd6s4h3h 9s9d7c6c2h 
QsJc8s4s3h Qs8d6s4h3c QdTh6s6c2d Ah9c7h4d2h 
Ad9s8c6h3c Qh8h4s4c3s AcTs6d5d3d Jh8h8d5h3s 
Ad7h6h4s3c Ts8h8c6s2d Ad8s6d3h3d Js7h7d6s3c 
Kd9h6h5s5h AcJs5s3s3h Ts9s7c3s3h KcJs8d5s3s 
Jc9c6d3d2d Jc9s9c2d2c Qh7d7c5d4d Qs6d5h5c4h 
Ts7s6s5h3s Td9c8c2s2h Kd6h5s3h2s 8h6d6c3h2c 
Ks8s6s5h2d AdJd5h3d2c Js9d8d7h3d KhTs6d4d3d 
Td9d8d5h5d Jd9h8c6c3c 9h6d5s5h4h AcQd7h6s2d 
KhJc8d5c3c KsTc8h4s2s Jd8s5h4s4c AdJh6d2s2c 
QsTh7h7d3h Ts9c6s3s3h Kd6s5h4h4c Kc9d8h7h3s 
8d7s4d3s3d 9s8d7s5c2s KdQs9h5s2s Ad5h4s3d2d 
Js9c6c4d2d Js6h5c3h2s Kc8h6h4d2d 9h5s4s4d3h 
QcJd8h6h2s Jc8c7d4d2c 8d7c5s3s2d KcTc8c5h3c 
AhQs4s4c2d AsTh9d5h2h 8s7h7c4c3d 9h8h6c4s3d 
Qs5c4d2s2c 8h6h4c3s2s Ts7s7h5d3s QcJh8c4c3d 
Ah7d5c4d3d Jd7s5h4s2h KsJs9s4c2d Jd8s7c4s2c 
9s9c8d7h2h KcQhJs7d2s Qd8s5s5h4c Qc8h4h3s3c 
KhQs9h7h2c QdQc5h3s2s Qs6c5s5h4s KdQc6c4s2c 
Td9s9h4s2s Kd8s5d3s2s Ad8c5h5c4c Ah9s7c4c2s 
KdQc8h3h2c Qd7h7c5h4s Jh9d8c5s2s Qd9s7c5s3s 
KcQh5d3c2c KsJc9s4s3s AsJc4s3h2s Jd7d5h5d2h 
AhJs6d5s2c Ah7c6c4d2d JhJd6c2s2d 8c5d4d4c3c 
Qs9h7c6c3c 9d8s5c3s2c Tc9h6c5c2d Kh7h6h5s2c 
9d6s6c3d2c Td7s5s4h3c KcQs9d8s2s KsTc8h7h3h 
KsQd6c5h2c Qs6d5h4d3c Td9c5h4s3s Td7s5c4h4c 
Qs9s8c4s2c KdJh9s7s2c JdTh4s4c3c AcTs5d4s3s 
Ks5d3d2s2d 9h6s6d5s3s Ts8d4d2s2h 8h7d5s4c2d 
Js9c8h5d2d Ts7s5c4s3h Tc8s6d4h2c QcJhTh7h2h 
JdTd7d5d3d KdTs9s9d9c KhTs8c7c3c Td8h8c4c3s 
Th8d6h3d2s Td6s5h5d4c As5h4d3s2s AhTs6d5c3d 
9h8s7d4s4c KhQd9c3s3h KsTc8d5c2h 9h9c4c3h2s 
KcQh8h5s2h QsQd8d3c2h KcJh6d6c2s QdJd9d9c3d 
Ks7s5d3s2d Kd9d8s6h2d KhJs8d6s3c Kc9c5s5c4d 
9s9d7c3c2d 9s7d6s2s2d KsJh8s4s3c KcTh8h5d2s 
AsTd7h3h3c Kd9s9h8s4c KsJd4h4d3c 8c6s5h4s3s 
Jc8s5s4h4d 6s6h5d4d2c Jh8s5d4c3h Jd9d5d5c3h 
Qc6d6c3d2s 9c8s5c3c2s 8d7h5c4s2h AsJs8s6d2s 
AdQc7h3c2h KdQh8s5s5c AdTh8h6h3h AdKc7s3h2c 
AdJc5c3h3c AsJd8c6d3d JsJd6c4s2h 8h7d5h4h2c 
Qs7h6h5h3c AsJc7d5c2c 8c7s7c6c3h 8h8c7s5s2d 
Jd7h6h5h4h KcTc8c5d3c Kd6h5s5c4c 8s7d5c4d2h 
Ts6d4c3d3c Tc9s3s3c2s QcJc8c4s3d 7d7c6h5s2c 
QcTs5d4c2c KsTd7d6d2c AhJd8s6d3d Ts9d5c4h3h 
9s8d7h4d4c 8c7h5h4s2d Qs9s7c4c2h QsTs7s4s3h 
JsJd8s6c2s Qh7d7c5c4c 9s9h3s3c2c Td9c6s5h2c 
KcJd6c3s3h QhQc8d4d3d 9h8h5s5d4h Tc7h7c5d3c 
AhQh6s5h2h Qc9s6h6d4s Ac6d4c3s3c KhQh5s3h2c 
QsTs9s4s2d Th8d7s5s3s Qh4d4c2d2c JhTd8d4d2d 
Ts9h6s5s2d Ac8s5s5h4s JdTd8d3h2c Qs9c5h5d3s 
KsQd9c8d2d QdTd7c6d2s Ac7d6d4h2h Jc8c7s5h2d 
QdTc6h5h2h QcJd6h3s3d Qd9c6c2d2c QsJh7s5c2d 
Ks9d8h5c4d KsTd8h4d3c Kh7d4c2h2d Js9d9c8h2h 
QsTd5c4s2s QdJc6h4c2s KcTd8h4c2c QcTc5c4c2d 
Js8s6d5s3c Qc9d6s4d2s Jh8h5d4h3s 9s8s4d4c3d 
6d5d3s3c2c Td8s5d4h3c KsTc7s3s3d Th9s5s4s4c 
KcQh7s3d3c Kc8s6h5h3d Jc6d4d4c3d KsJd6d3h2h 
QsJh4s4d2c KdJh7s6s3s 9h9c7s6d2h Th7c5s4s4d 
Qc7h4h4c3h 8h6h4s3c2s Kh7s4h3s2d Kc6c5s4d2c 
Kd8s6h6c4c Qs9d8h4h2d KcJc3s2s2c Jd9h4h3s2d 
AhJc9c4d2s KdJc6h6d2s Qh9s6c5h2h 8c7h5h4d2s 
AdKs8h4c3h Ad7d4h3d3c Ad7c6d4s2d Td7h7d4s3c 
Ts8d5d3s2h AhKs6d4d2d QhTc9d4c2c QcJs9h6d2h 
Th9c7d5c2s Ac9d6d5h3s Qh7s7c5s4d AdTs5c2s2c 
KhQcTc7c2c 9s6h5s5d4s Qd9h8c4c2h Qc5c4h4c2h 
Jc6h4c3s3h KsJc8d5c3c 8d6h5c4h3h As9h8h7c2h 
Ah5h3s3c2d 9h5d4h4d3h Js8d7h5c3c Ac7s5d4s3s 
9h8s8d3h3c QsQh8d3c2h Ah5d4s3s2d AsQc9h4h3d 
6d6c4h4c2c Kc9h6s5s4s KhJd6s4s3c Kh8s6s4d2d 
As5s4h2s2d 9d6s6h3d2h Ts9s8s5s3c Ah9s9d6s4s 
9h8h6s4c3d QdTh8h4h2c Kc6d5s5h4h Js9s8d5s3s 
QsTc8h4h3h KsQs9s7c2d Tc8s6d3c2d Kh8h6h5c2d 
7h7d4s4c3c KhQs6c4c3c Ts6d5s5c4h QcJh8d5d2d 
AdQd9c7d2d QhJs5d5c2h 8c6h5d3s3c Qh7d6s5d3c 
JdJc6h4d2s Js9d9c4h3d AsQc8d5d2d Ac9s8s7h2s 
AhQd9c4d3d Ks9h9d5h5c KhJd8c3c2d As9d8c6h3c 
QsQc6h4d2h Qh7c5d5c4s Kd5h4s3c2d As9c8d7d2d 
Ah9s8d8c2c KdQc6s6h3s AcJs6s5s3s JsJh9c7c2c 
7h6s6c3s2c AsQd8d4h3d AcTh9s5h2h Kd8d7h3s2h 
AdTd4h4d2c KcJd4h4d3s QsTc8h4d2h 9s8c5s3c2s 
Th7s7h6h3d Kh9h6d5s2h Td9s9h7s2s Ts9s8s5s5c 
Th6s4s4d3d Ad8s6d3d3c Ts9d6c5h2d Ah9c7d4d2c 
KsQd5h5c2d QcTd8h4d2d Js9s7s6s3c Jd6c4d4c3c 
