Jc9s8c5d3c 
AhJs9s8s3s KhTsTc6c3c KsQh7h6h3c AdTs9c5h3c 
JdTh9d6c2d KcJs9d3s2d KhQc5d4s4d 6s5h5c3h3d 
9c7s7d6s3h Qd8s7h5s3h AhTs8d3d2s AcTh6s5c2c 
QdJh9h9c4h QdQc6d2s2h Qd7s6s6c3c KcTs5c3s2c 
AsKhTd3c2d Jd8h5c4c2h Ad7d6c5s2d JsTc3s3d2d 
KdTs7d6d2h Qs9s9h6s4c 6c5s4h2s2c QhJh7d4c2c 
Js9d8s7h4s Jd8h5s5h2s QsQc6s2h2d JsTh6c4h3d 
9s8d5h4h2s Ac9s7h5s2h Qh6s6h4s3h KcJc9h5d2c 
Tc7h7d6d2c KsQh8h7h4d Jh9h7s7c2s Ks9d8c7h3s 
KhJh8s3s3c Kd9c7d5h3d Qh9d8s7h4c Ad7s5d3s2d 
9c8c6c5h5d KdTsTd7d2h JcTc9c4s2d Qh8h8c4d3c 
9h9d8h4d2c AcTd3c2d2c KdTd7h2s2h KhQhTh3s3c 
KsTd7c5s2h JdJc6h3s3c Ah8s7d4s3d Qs9s9c5d4s 
QhJc9h5s2h Jd7c6d4d3c Kd9d5s3h2h Kh9d6h2d2c 
AhJs8d5d3c Qc9s7s7c2h Ks9c8c3s2d Kd7s7c5h5c 
AdTd6s6c3d Ts8c6s6d4s KdJc6h5h3s KcTc8d5h5c 
Jc8s6d4s2c As7s6c5d2s As8s4d3d2d Jh9h8c4c2s 
Td9s6c5c4c QsJh9s6c2d JhJc9h7h4h KhQdTd4d2c 
JdTs5d3h3d Kh9h5c3s2s Jh8s7h4s3d Td6c5h4d2h 
QhTsTc5d2h Qh9c6h4s2c AcTc7d2s2h QdTs7c5s5h 
6c5h4d4c3h Kd9c7s6d2h KdTd8h8c3s Ts6s5h4h2c 
Jc9d7s6h3c JsJc9h8h4h KcQc5c4c3d As9d3d2s2c 
JsJcTh3h2h Ah7s7c5c3d Jh9d7h6s2s KdKc6s3h2s 
9h8s7h5d3c KsQdTs7s2h Js9s5c4c2s 9c8s6h2s2c 
Qs9d7d4s4d 9h9c5s5c3c AcTs9d4h3s 9h8h5c4s2s 
KsTd7h5s2c Jc9c8s5d2h Qs6d5s5h2d 9d8d7d5c3s 
Js6h5c3s3h Ks8d6h5s2c KhJs9h4d2c Ah6d4h4c2s 
QcJs9d8s2s KsTc7d5h2s QsTd7d4c2c KcJh9d6s2c 
Kc9h7c5d3c QhTh7c5h3s AhJd9h6c2h KhQdJc8h2h 
8s7c6d5d3d KhJdTh5h2h QsJd4s4c3h JcTs7s4h4d 
9c7h6c5c4c As9d7h4s3s QdJc6d5d3d JdTh9s5s2s 
Ts7h7d6c4h Ad9s7h6h6c AhJs9s7c2d 7c6s6c2s2c 
AsTs7s6c2d As7d7c6d4h Ac9s7c5d2c 8h8c7d4c2d 
Qd9s9d4c2c Tc8h6c3s3h AdJs8h5h3c QdTc7d5s3d 
Td7h7d6c2h Ts8d7d7c5d AhTc9d4s3c QhTd8c6s3c 
9h9c8d4c2h Qc8d6s3s3c Kd8s5d4d2s AdQc7s7h2d 
AcJh6s5s5d Jd8s5d5c4h KdTs8d7d2c AsJd7d6h2h 
QhTsTd5s2c Ks9d8h7s2c Kh8c7s6d3h Jc9d9c8s4h 
Jd9h8d5s3d QsQd8h7d3d Js8c6h6c5d 6c5d4d3c2h 
Kc9d8h5s5c Ts9h9d8c2c QhJcTs7d2c QhJc6s6h3d 
JhTs6d4s3c 9s9h6c3h3d KhTsTc7s3s TsTh3s3d2d 
KdTs7c3d2c QdQc6c2s2h Qc9s6d4c2d KsKhKcJc5s 
7c5d4s4d3c QcTs8s6s3h 8c7h5s2h2c AdJc8s5s3h 
9h9c8s4s3c KcTc8h5s5c Qd9c8s6h3d KsQc5d4h4d 
JhTs7h4c3h AhKd7h5h2h QcJd9s5s5h Ks9h6d5h4c 
KdQdTs3d3c 8s7s6h5s3d QcTh7s7c3d AsJd6s4h3s 
AcKsTh3d2h Td9h8h5s4h QsTc6d5h3d KcQs9h6d4d 
AhKc8h6h3h KcJh8s6h4h Ad8d7d5d3c 7d6c5s5d2c 
Qs8c7s7d3d Qh9s8c5s4d 8c7c6d5c3h QdTh6d4c3d 
9s9c8s4c2h QcTd5h4c2s JdTs8c4s2h Qc9d7d6c2c 
AcTc6s6h3c AdQs7h4s2h Kc7s7c4h4d Kc9c5s5c3s 
KcQdTc7s2c Ac9c7s3h3c 7s6c5s5d2c Qh9s6h4c2c 
Tc8h7h7d5h Qc9d6s5h4d KdJhTh3h2s JsTd7s7c3s 
QsTs8s5d5c AhTsTc4c3d Ah8s8c3s3c QdJs7h5d3d 
KsQcJh3c2c 9h8h6d4h3d 9h8d6s5h3c 9d9c6d4h2h 
Qs8h8d7h6h Jh6s6h4c3s Qs9s9d4c2c KsJd9s4h2c 
Ac9d6c4c2d AhJc8d5d3s 9s9h8d4s2h Jd9s6c5h4c 
QhTh8h5d5c JhTd7d4s3d Ts7h7d6d2s KcQs5d4h4d 
TsTc9d6h2d AsQh8h6c2d Ah6s6h4h3d KhQc8c3c2h 
Qc9c7c6h4s Jh8s6c4s2h JsJhTh6h2c AhTd3h2h2d 
Th7d6h3s3d Th8c5c4h2c Qh9d7h6h2d AsTh9c5d3c 
9c8d6c4d2s QcJdTd6d2h TsTh9d8c2c AcQc8c5h3c 
Jc9s7d5c3c 8h8d5h3s2d Ac7c5d3c2d Ts8h6c4h2c 
JcTs7c4h3c AcQh7s5s3d TdTc6s5d3d 9h6s6d4d3s 
As8d3s3d2c Jc9d5d3c2h Ks7c6c4c2s JsTh3s3c2c 
JsTs9s3h3c KdTd5c4h3d KsTh6d4h4c Kc7c6d4s4h 
Th6h5d4d2c Ad7c5s5h4s AdTc6h6c5c QcTd6c3c2d 
AsTs9s4c3s KsJs9s6s6c QsJh4c3c2h 9c7d6d6c2c 
Kd9h6d3s2h Js9d7s6s4h KsJsTs8s4s Qd9h7c6d4d 
QdTd8d5s5h 9h9c5c4d4c Qd9c7c4d3c Tc9s9h7h3h 
Jh9d7s6h4h 9h7h5c4c2s Jc8d7d4s2c AcTd4s4d3s 
JdTh8d5d2s Qd9c4s3d3c AdJh9h6h6c JhTs8h5c2h 
Qd9h5d3c2h Ah8c5d2s2h Js7h6h5c2s 9c8s6h4h2s 
QhJh9s7h3d Tc9s7h2h2c Kd7h7c5s5c Jh8h7s7h2s 
Ts7h7c6c2s AcTc7c6s2h Ks6h4h3d2s QhJc4s3s2c 
Kc9s8s3c2h Kc9d4h3h3c Kc8d6h5s4h QdQcTd7d2d 
Tc9s9h5c3c AsKh3d2h2c 8d7h6s4d4c 9c8s5h3h2c 
AhQhJh6h2d Jd9s9h7c3d AcQh7s7d2c QsJs6h3d2d 
Qc8s8d7s6s 7d5s4c3d3c Kd9h9c8c5s 9s6c5d4s2c 
AcTs5s4h2h Ah5d5c4d3c 9d8d5c4h2c 8d6h5s4c3s 
AcJh6s5h3d AsQsQhQc6c KcJh8d2d2c KsTs8d8c3h 
QhQc9s6s2d Kd9c8d4s2c KhTsTc8d2c Jh8c5h4c2c 
KsJh8h7d4h Td9d6d5s3c TsTd9h8s4s 9d6h5h4s2s 
JsJh9s4c3s ThTc9d6s2d KhQcJd7h2s Qh7c6d5s5h 
Kd8s7c4d2c KsQd9h6c4h Qc8c6h5s3d QcJc6h3s2s 
KsJs7s4h3c 9s7h7d5s3s QcJsTs4s2s Th8d7d5d2h 
Qs7d6c5s5h Kd9h5d4h2h KcQcTc7c3d AdQsQdQc6s 
Qh6h6d4d3h Js9s6h6c5s KhTh5d4h3s Ac6s5c2h2d 
QsTc9c5h2d KhTd9h3s2c KsQc9s5h5d Jd9d8c4c2c 
QdJcTc6c2h Jh9d6d6c2h AhKh8s8d2h 9s9h5h4h4d 
Ts7c5c3s3d AsKc5d4d2h KsJd9c8h3d KhJc9s3c2s 
Td9d4s3s3d Kh8h7d7c5h KdTdTc6d2h QdTs7s4h2h 
QdTh6s4s4c QdJd8s3s3c Qh8s7s6d6c Kh9c7c4h2s 
AdJd6c5d2s QsJs4c3c2s KdJs9c6h2d KdQcTd2s2d 
Th9d7c5s3c KsQc9c6c3h JcTc7s2s2d KsJh9s4c2d 
Tc7h6h5s4h QdJh9s8h2h 8h7c5s5c2s 9s9h8c4c3h 
AcTs8d7s2s Js7c6c5h4c AhQsJc3d2d Qs8s8c6s5s 
Jh8s8h7h2s Qs9h8d7s4c 8d7s6h4s4c AhTh6s6c3h 
9d7s7c6s3h 9d7s7c5s3h JsJd7h7d3d Ts9c6s4c2c 
KsTh9c5d3c QsQd8d3d3c JhJd7h6s3h Ts9s8s8d5c 
AhJd6s5d3c QdQc8h6s3h Js8d7s4c3d QdTh8c6s3c 
9s8d6h4s2h 9h8s5c3c2h Qh6d5s5d3s JcTc7d3s2d 
7h6d6c5c4c Ac9s7d6h6d ThTc8h7d3s AhQc7d4c2d 
9d7h7d5d4s KhQc8d4c3d AsJc5c4h4d 9h8s6h2s2c 
Jc6s6c5s3s KdJh9s3s2h Jd6d6c5c3d Kh9h8h8c5d 
9s9c8c4s2d 9d8s8h6s4s Kc8h7d6h4s KcJd9s2s2d 
KsKhKcTc5s 9c8h5s3s2c Qd7s6s4c3c Ks8d7h4s2h 
KhJd9s6d4d Qs9c5c3c2s Js9s6h4h3s QdJc9s9h2c 
Qh8s7h6s2s Ah8c7c6s6c Js9c8h7d2s 9s9h6h4d2d 
AsKc9c3h3d Qc7s7d4s3c Ks9h8c7d3s Jh8c7h5h4h 
JdTs9h3d2c Kc9s6h5s4d 9s8s5h4d2h Qc9h9d8s5s 
Qs9s9h5d4s ThTc8c7d3s Js8h5d4d3h KdTc9s8c3c 
Kh9d8s6d2s KcJsTh3d2h QsTd7c4s3h Jd9d7d6c4h 
KsQhJd3h2h Js8c5d4d2c KcTh7h7d2d KsTh9h6c2d 
Js9c8c3s2d JhJc9s8s4s AhJs9c6s6d 8d7c5h4s4d 
KdJs5d5c2h KdThTd6d2s Ac7h7d6d4s Ac9c7s4c3h 
KdJs6c3c2d Qs9d6h5s3s Tc9s9c7d3c QhJd5s3h3c 
Ac8s3s3c2d JsJc7h3c2s Qs5h4c3s3c Qc6d5s5c2s 
9s9d7s5s3s Kh7h6d4s4c Jd8h7c5s5d Ks8c6s4c2s 
AsQh7c6h3h KsQs8c5h2d Ac9h6h4c2c Jd7s7d6s3d 
Ks9h7h4s2c Ks9h9d5s4c AsTh9c4d3h 9d8h5d3h3d 
7c5s4s4d3d KcThTc7c2d 9s9c6d4d2c Qh9h6d4d2s 
AhQd8s3h2c Kd9h6d3c2h 9c8s6c5h2d AcTh6s6h5h 
Qs8d8c4d3s Qs9s8s7d5s QsTh9h5d5c KcTc8h5d5c 
JdTd7h3c2h Kd8c7c3h3d QhJc4d3d2c Jc9s9c8d4h 
JsTs5s4d2h AhTc7d6c3s Kh7s6d4h4c AsJc8h8c3d 
9c7s5s5c2d Kd9s8c7d2h AdTd7s6d2h KcQd6c4s4c 
Qc9d8h7c4s Ts9d7s7h3c Qc8d7s6h4s Ks8c7h6d4d 
Ks6s6c2h2c KhJd9s8c3d QhJh8c3d3c QcTh3s3c2s 
QhTdTc5d2s KdJs7c5c3h JdTh9s3d2c Kd6d6c2h2c 
Jd8d6s4c2s KcJc8s5d5c Qc8d7h7c3d 8d8c7c4h2h 
AsTd6c5s2s Ts9h6s4d3c JsTh6h4h4d Qs9d5d3d2s 
ThTc8h7s3d Qd9h6d4c2h Qh9h6s4d2s AsJsJhJdTc 
9c8d7h5c3s Qd9d8d7h5d AdQc8h7s2c AhTs6d6c5c 
Kd9c8s5h5d QdTs5d3d2s AhKd8h6h3h AsAhAc5d2d 
As7s6h6c3s Jc8s7c4d3s Ts9h7h6h4h Kd8c7c6s4c 
QdTc9s4h2c Td8c7h7d5d Qd9d6s5h3d Kd8c7s4d2s 
Js8s7d5h5c AcJd8d4s4h AhTd8s3s2d Qc9s7d6c4c 
KcQh8d4h3d AdTc9s5s3s AhKsKdKc2h AhQdTd3d2c 
Qh8s8c7c6c KhQh9d4h4d QhQdJd8d2d AhJc9c7c3c 
QdTd9d5d3s Kd9c7h7c5s Qs8h6h4s2h AcTh5s3c2d 
Td9c8h6s3s KdTsTc8c2h KsQhQc8c2c Jd8s7h4s3d 
KhTsTh7h2c Kh9c8s8c2s Jh9s6h4s3h QsJh9c8h2h 
Js7h7d3s3d Tc7h5h3d3c 7s6s6c5s4d Ac6s4h4d2c 
AdTh8h4s3c KhTc3h3d2d 8d6s6d4s3s 8s7s7d4h2d 
9s8h5h4c3c AcQd5d4d3s Qs9h7s6s2h Kh9d8h4s2d 
Ah7h6d5c2h KdTh9s5c3s JsJd8s6h3c QhTs9s7d2c 
JcTs3h3c2h Td7d7c6h2c AdQs6s6h4s Jc7s6s5c2d 
Qd9s9d6d4c KsJd7s5c2h QdQc7c6h2s QhJcTc6c2s 
Jh9h9d4d2h KdQsJc8c3h QsJd9h5h5c Ks8h7h6d4h 
KcTd8h4c2s Kc8s6h5d4s QcJs7s7d4h Qc6d5h5c2d 
KsQh9s5d5c 9d8d5h4s2h KdJs8c6h4c Jh8c5c4h2h 
AcTd9s5s3s JhTs8d6c3d KhTs3s2s2h JcTh8c4d3c 
Jd7d6c5c2s Ac8s4c3s3c Jc9d8s7c4c Qh9s6h4d2d 
KhTs9d8s2s AcTd6d5d4s AhTh7c6h2d Jh9h8d5h3s 
Js9h7s6s4c Td8s8c7h4h Qs7h6h6d3d QsJd6s6h3c 
KhTd5c4s4d As9c5d4h2s QhJs8h6c3d QsQd8c7d3d 
Jd9d7h3s3h 9d8d5s4c2s 8c6d6c4d3d KsQc8d5h2s 
Qd8d7h4h4d KhQhTh3s3d KdQd8d6d4c Kh6c5s5h4h 
QsTs8s8c5s Ks6h5d5c3s Qs9c5s3h2c Th8d6c5s5d 
JcThTd7s2h Tc9s6s4s2c 8c7h5s4h4d Qc9h5c3s2h 
Qh9h8s4c3c Td8d7h4s2s Qd6c5s5d2s Qc8c6h5d5c 
KsJh8h3s2h Qh9h9c6h4d 9c7s7h6h3d ThTd9c4c3s 
AcTh9s5d3s AsTh3s2s2h JsJd8h7d2c KsTs6s6h5s 
Js7s7h6s5d QsTs9h4s4c Kh8c6d5s4s AcKd9h5s3h 
9d8h6c5d3s Jh8d7s7d3s KhQsQc8h2h Ac7d6d5d4s 
JdJc7s3c2d KcQh6c4s2d QdTd6s2s2c AsKsJd3s2s 
Ks8h7h3s3c KcJc3s3h2h JsJc8d3h3c KdQc9s3s2c 
JhThTc7h2s AcQs7d5d3h Td9d6h6c5d KsTc7h5s2d 
Qc9h6h4h2c As9h5c4s2d KsJs9s7d4s QcJc7h4s2s 
KdQc6d4s4d JdTs9h6h2c 9c6s6h4c3h Jh8c6s6h3c 
QcTh9h7s2d JdTc5s5h3h AdTh8s7h2h Ac8c7c5c3h 
9c6s5s4d2d QcJc9d7c3s Qd9h8c3h3d Jc9h7s6d3c 
Ac8s8d6d2s QhTs8s3c2c QdJh6d6c3s AsKs7s7d3s 
Jc9c6h6d5c KdTd5h4d3s KhKdKcQh4c Ts9c8h6d3c 
7h6d4c3d3c 6s6c5h5d3d 6h5d5c4c2d AdQh9h6s3h 
Ks7h4h3s3c 7d7c6s4c2d KcQh8h7h4s QsJs7h6d3c 
Th7s6h3s3c Qc9h7d7c5c 9d6h5h4c2c 9s9h5h4h4c 
Ts7h6s3h3d Jh7s7d5c4s Kd9h8s8h2s KhQsJs6s3s 
Qh7s7c4c3h JcTd8d7h2d 9d8s8h6c4d 9s7h7d6s2d 
AdKc9c3s3h QdTd8c5d3h 9d8s8c6s4s Qs9s8c4d3d 
KhTc6c5s5c Qs7h7c3s3c KdTc7h7d3d JcTdTc7c2s 
Th6h5s4s2d QhJd9h5s2h 8d6d5c3c2s As8d8c7d4d 
5h5c4c2h2c 9d7s7c6s2c 9c8s6h5c3d 7s5h4h4d3s 
9c8h7c6d3s Jc9d6d4s3s KhJc7h6s3h Th9h9c7d3h 
Th9h9d7s3h KhQsQd8h2h AhTd8c3c2d 8s7c6h6c4c 
9d8d7d7c2c KhJd9s6c2h Kc8s7h6d3c KdTd6s6d5d 
9d9c5s5h3h Kh9h6d5c2s 6h5s5c3d3c QhJs7s7d4c 
Jh7h6h5d4c Jd9c8d5h3d Js8d6c5s5h JhTh9h4c2d 
Tc9s8d7s2h Td9c5h5d2h Qc9s7d7c2d 7d5s4h3h3d 
9d8h7c3h3c AcTd6s6h2c Tc9c6c5s3h QcJc9c4d3h 
Qh9d6h4s2d KcJd7c5s2h JdJc7h3s3d Qh9h9d5c4h 
AcTs5c3d3c KhQd9s4s2d KhJh9h3d2d Kh9s9h8d4c 
AdKs7d5d2d 7h5s5c3s3d QhJh8c3s3c Kd6c5d4d3s 
QhTh7d4s4c AdTh9s4c3h AcJs9s8s3s Th9c6d4h2d 
QhTd6c4s4c AdJh6d4s3d AdKc9c4s4h 7d6s5s5c4h 
AhQh6h3s2s KsQs8h5d2c 6c5s5d4d2s KdTd6d6c4d 
9h9c5d3s3h Tc9c6c5h3d Ah8h7c6h2d QsTd7h5d2h 
6h5d4c3d2h TsTd6h5s3s 9c8h8d6h4h JhJc9h4s3h 
Kh8d7s6c4c AhKc5c4c2c QsTh9s3d2c 9h9d6c3s3h 
Js8h7s4d3h AsKd8h5c3c Ah9h7h6h4c AcQhJs7d2s 
AcJh7h6d2d Th9s6c4h2c Kc8h5c4c2h JhTh4s3s2s 
Ts9s4h3s3h Th9h6s6d5h AhJd9d7s2c Js9h9c6h4d 
KcQs9c5h5d KhKd8h3c2h As9s7d4c2h KsKc8h4h2d 
Jc9h8h3c2s AcJd9c6s2c Kc9s7s4c2d Kc9s8d8c5c 
AhKs6c5c2d 9h8c7s5s5d Qd8c6s3s3d AcQd5h5d3d 
7c6d4s3s3d AhQh7s2s2h AhJd6d3h2h Qd7s6d5h2s 
7d7c6d4s3h 9h7s7c6h2c AsTs7h6s2d AsQc9c6d3c 
8c7s6h6d4c AsJh9h6h6d Qh8c7d6s4d KcTc9c8d2c 
Kc9d8h8d2h 7h6c5s5h4d KcQd9s3s2d AcQsQhQc6s 
Kc9d5c3h2h KdJd7s4h4c KdQd8c5s2h KhTc9c8c3s 
QcJh9h8s3h Kh9h5s3c2c AsTc5h3s2d KsThTd4h3c 
AhQc8h4d2h QcJs9c6d2h JcTc8d4c3h JdTd8s7c2d 
9d8s7s7h5s AcJh5s5h4h Qd6c5h5d2c AhQd9h6h3h 
AsQs5c4s3s Tc8h5h5d2c JcTs8c4h3c AcQh3h3d2d 
AsKs6c5s2s Tc9h6c5s5c Qs9c6d4s2d AhJd7c5c3c 
Kc9d8h7c2s Kh8s8c6c5d KsJc8h2s2h AcTh9h6h4h 
Jd6s6d4c3s Qs6h5h3c2s QcJd3s2s2c 9c8s7h3s3h 
QsJh6s6d3c 9s8c6d4d2c Ad9d7c4s2h QdJd8d5h3s 
9h7s7c5h3h KsTh9d8h2h 6h5c4s3h2s JsTh9s2s2c 
8s7h6s2h2c KhTs5c4s4d QcTc5s4h2d 7h6d4d3h3d 
Qs9h8c7s4d KdQd4d3s2s Ad9h8h6s6h AcQs6s6d4s 
KcQd8d3d2c Qd8h7d7c3h 9h9c6s4h2s KhQc6d5c2s 
Qs9s7s6d4h QdTs5s4s4c 9h8s8c6d4h Ac7d5c3d2c 
QsQc8c4h2d AsJsJh7s2s Jd9h8h3d2c Ks7h7c5h5d 
Qs9h6d5d4c QcTh6s4h3d AdKs9c6c4c JdTh9d2d2c 
AdQh8d4s2d QcJd9s9d4d AdQh8c3d2s Qs9d8h3s3d 
QhTh7s4d4c KdQh9c3c2h Js9c7d6h3s Qs9h6c5d4h 
9s7s7c5s2c KdJc9s8c3h KdQsJh6d2d Ks9s7d5s3c 
KsJsTs2s2c Th7d7c6d2h Qc8h7s7c3s Kc8c6h3h3d 
Kd9c6s5c4h 8d7s6s6h4s Qc9c8d4h2d QcTd8c3d2c 
AhJc9d6s6c Qc7h6s5d4h KsTs5h4s3d Tc8c7c5s4c 
Js9h8s7c4s Qs6d5d3h2s KcQh8h7h5h Td8s6c5s5h 
Th9h6c3c2d Tc9h6c5d3c KdQs6d4h2c KhJs9d5d3d 
Qh8c7c4h3d AhKh9d3s3h KsQd8h4d3h QcJh3h2h2c 
Jd9h8s5h4c Ks8c7c6h6d KsQc9h6d4d AsTd6c5c2d 
Jc9h8d7c4c As7s6s5d3s 9c8h6s5c3c AcKc9d6c3c 
Qh6d5h5c2c 9h9d8c4c3h Th8d5d4h2d Jd9d8s5d3h 
9h7s7d5h3h Qd8h8c7h6h KcJs9s9h2d Kd8d7c4s2s 
KhQd9d6d3c 7d5h4h4c3c KcTd8s4c3h JsTsTc7s2d 
9s8s8c5s4d Th9d8d3c2c JsJc6h3d3c 9c8s6d4c2d 
Ts9c6s5s5d Qh9c8s5h3d Qc9d6c4h2d Jc9h7c6c2h 
KdKc8s4s2h QsQc7c5d2h Qd7s7c3d3c KdTsTc7c3c 
9d9c5d4c2d KdQs7h5d2c AdQdJd7h2d Ts9h8h5c4h 
AdTc5d3s3d TsTh5h2s2h AhTs6d6c5s KsJd9h8c3d 
KhThTd7h2s QhJsJh7h3d KsQh7d5s2c Qh9s8d5s4c 
6d5s4d4c3s AcQs8s6h2d Kc9d6s6d5d 9s7d7c5c3h 
AcJs9s7h2d KsKdKcTc5d KcQsJs5s2s JsTd9d5h2d 
9s9c6d4c2d AdJsJh6d2d KcJdTs3h2s KsJd6h3h2s 
Kc9d6h4c2h Tc9h9d8s2s Kh9s8h8d5h AcJd9d6h6d 
Qh8d6d6c5s KhTs7h6h2c QhJc9d5s5d JsJc8d3s3h 
Ks9d8h7c3s KsKh8c4c2d Qc9d4h3d3c KdJh5h4c3s 
KsQd8d7d4c AdQc8h2h2c 9h9d5s3d3c Qc8h7s5h3s 
JdTsTd3d2h Qc6s6d5h4c KdQd5c3h2s As9s7h5s3s 
JhTh7h5s3h 9d8c7h6h3s KsQhTh4h2c Ac6c5h2s2d 
Qc8d5s5c2s Td7c6c5s4c Kc9h6c2s2h Ah9c6h4h2c 
Qd8s6c5s4s Qd8h7s5h3s AcQs3s3h2h Ks8d7c4s2c 
QdTs9h7h3h 8d7s5d5c2c Kc9s8d7c2h KcTh9h8h3d 
JhTd9c6c2s TsTd6c5d3d QsTh7s7c3d 6d5s5h3s3c 
KhQc6d5h2h AhQc8d5d3s AsKhJh6c2h ThTc7d4h2d 
KdQh9s4s2h JcTs9s3s3d Tc8s5s4c2s Jh9d7s5h3h 
Jd7s6s5c4s 9s8h7c5s3d QhTc7c5c4c QsTs6h2h2c 
QsJc9c8h3c QsJh5c2h2c Tc9h7h5d3h Js9h7c6s3d 
AdQd5d4d3c AhQs8c6d2s KsTd8h4s2c Ts9s6c3c2d 
QhTd7c4h3s AhQcJd7s2d AhJd6d5s3c Kc6c4s4h2h 
JsJh8d7s2c JcTh8s4h2d QsJs8d3h2d Qd9d6s4c2s 
Qd9s8c7d4h Js7h6d6c5s KhKdKcQc4d TdTc8s6d2h 
JdTd5d3s2s Jd9d8s5h5c QhQd7h6s2c AsTs7c5s2h 
Qd9h7h6d2d Jh9d9c6d4s KdQsJh4h2h Jd7s7h3h3d 
AsJc9d5d3d KdQc5s4s4h 9d8h8c6s4d QdTs7h3d2s 
Th9s9c7c3c KhJc8s2s2h Jd8s8h7s5s KhQc7s5h2d 
Ad5h5c4c3h Ah5s5c4s3c KsJd5d4c3h KcJc3h2s2h 
8c7s6s6h4s As9h4h3d2s KhTc9s9c2c QdTh8h5s3c 
7s5h5d2h2d JhTc8h4d3h Ah9c7d4h3h 7c6s4s3s3c 
Qc8d5c4c3d ThTc9s8c4c 9d8d7h7d2h AhJd8c5c3s 
Ac9s8h7s4s 9c8h6s2h2c Ah8h7h4d3s AcTs8d3d2s 
AsTh8h4d3c JhJd9d4c3d Ah9h7s4h3c QsTh7d4s3c 
Qc9d7c6s3h KhJc8c6c4d Js7h7d5c4h KdJs9s8c2h 
AsKs6s6d2c Qc9s6d5h4d KdQhTd2d2c Jh8c7c4s2h 
Kh9c8s6h2d AhJh5h4h4d Th9h7h6h5h Kh9d9c8c5s 
AcQsJh3d2d KhJd7h5c2s QsQc8h7c3c QhJd8d3h3d 
7h5c4d4c3d JhTs9h5h2d 8c7c6s5c3d KdQs8d8c4h 
Ad8s6c2h2d TsTh9d8c2d Qd9h6c5h3s Qd8h8c5d4d 
As8h7h5h4h Kc6c5d5c4s KcTh9s9h2h 8d7c6s5s3s 
Qs9c5s4d2d Jc9c5h4h2c Qh9c7h6d3s Th9c8s5h4h 
9c8h6c4h2d JsJh8s6d3c Th7d7c5s4h Qc9s7h5d5c 
JhJd7s7d3d KhTs9h6c2h AdJhJdJcTs 7h7d6d4s3c 
KcQd5h4s4h Ts9h8h3d2d AcQs7h6s3s QsTd6h4d3c 
9d8h7c5s5c QsTd5d4h4c Ah8h7h5h3c KdJs8h6c4h 
7s5s5h4s3h Js9s8h4h2d 6c5h4d3c2d Kh7h7c3h3c 
Kh9c8d7h2s KdJh9s2s2h Qc9h7d3h3c Ad7d6c5h2d 
AsQh9s6s3s JsTs9s3h3d Ad7d5s3h2c JsTc6d5d3d 
KdQhTs8c3c Qc7d5s4d3s Qd8s5h5d2h AdJc4h4d3d 
AdKd9s6d3d Kc6d5d3c2c 8h7d5s5c4c Tc7s6c3s3h 
9d8c6h4h2c Qs8h6c5h4h Kc9d6h6d5d Qs8s6d5h3c 
AcKs8s7s3s AcTd8s3s2d Qd9h6s5d3d KhJs7h5d2c 
KsJh5c4h3d 6d5h4c3c2d Qc9h5c3d2h Th7d6h3d3c 
Ts9d6s3d2c JcTh9h4d2h KdQdTc3s2d AsJd8s5s2s 
KsJs9d5c2s AhTc3h2h2c AdQs9h4s4c AhQs8s6d2c 
9s8h7h7c5h JcTc5c4d2s KsTc9h5d3h QsQh8h7d2h 
9h6s6d4s3d AdKc6s5s2h KsJc9h8d3c Jd8d8c4c3c 
QsJc7c5h5d 9s8h8c6c4c Qs8s5d4s3d Kc9d6c3s2d 
7s6s6h5s4d 9d9c6s4d2s 7s6d5h4s4c KdQh7s5d2c 
8s8d7d4h2h Kd8h6s5c4s QdTs7h5s2h 8s7c5d4h4c 
JdTsTh6c2s JdTd8s8h3c As8h4s3h2h Ac5s5d4d3s 
AcQh8d6s2h KcTd9s8d2d KdKc7c4c2c Qh9h9c5d4h 
Kc9h4s3s3c Ah9s4h3d2d AcQhQd6s2s KhQs9d6c4c 
7d5c4s3s3d Jh9d5h4c2c KsTd3s3h2h JhTd8h5c2h 
KdThTc8s2h Jd7s7h5c4h Jd8h7c4h3d KsJs6h3c2h 
Ad7c5d3c2d AdTc8c7c3c KcQc8h5d2s As7s5d3c2h 
Th7h7c6d2c KcTs6d5d3h AdKc9h5s3h Qh9s8h6h4c 
TsTh7h5s2s Qs9h4d3s3h 9h7s7h5h4c KcTd9s4h3d 
9c7s7c5c4h 7h7d5d3s3c JdJc4h4d3d KhJs7h5c2d 
7c6d5c4d2d KhTh5s4c3h Qs8d7c6h4c Ac8c7h6c2d 
AsKhJd6d2c Th9h8s8h5d Kh9h6c5d2s Kd8c6h5d2s 
Ts9h7s7c3d 9h9d5d3s3c Td9c7s7d3h Qh9s6d5c4d 
Th9s6h3c2s Jh8d5s5h4c Jc9c7s7d2s Ah9h7d5c2h 
Jh7h6h5d4s 9s9d5h5c3h QcJd4s4c3h Qh6c5h5d2c 
KcQdTs8h3h JcTs6d4s3h Jc9s8c7h4c Qc8c6c5c4d 
QhQc8h4s2d Ad6c4s4h2d AcTs5h3c2d AsTs5c3s3h 
KsTh7c6d3c 9c8s7h2s2h AsJc7d5d3d Kh9d9c8c6c 
