8h7h7d4c3s 
8h7d5h3h3c AcJs9h2h2d KhJd7s4c3s 7c6s6h4c2d 
9c8s8c7d3c 9h6h6d3h2d Kd8d7h4s4d Qh8h8c6h3s 
AdQd9d3d3c AhQs9c4d4c Kd8c6c5s3h KdTh8s8c2s 
Qs9c8s4h3d Ac9c7c4c3s Jd8d7d6h3s KhQs9d8d2d 
KcJs8s7d2s 8c7h7c4s3d KcQs9h9d2h 9d9c8s5h2h 
KdQhQdQc8h Th9d7d5c2s 9d6d5d4s2c AhTs7h6h2h 
Ac9s8d6h2d 8c7s7h2s2d Kd9h5d4d3c Qd8s6c5h3s 
Ac7h7d6h3h AhJd7h2s2h Tc9c8h8c2c AdJd3h2d2c 
QcJs8h4s3s QdJc7d4s4d 7h5s5h3c2s Jc8d6s5d2h 
Ah9c6s5d3c Qs9s8d8c4s AhQc8c3s3d JhTh7c4d2h 
Jh9h5c4s2d AhQs9d7c2c 9s6c5c4h3c KhJh9h7s2h 
9s8c6c3h3d Tc8h7c6c2d 8s8d7c3d2s AcTd7c3h2c 
Jc9c7s4h4c 8c6s6d4d3h QcJs7c3s2s KsTc5c4h2d 
Qh9d5d3s2s QhTd8c3s2h 9c8h6s6d3c Td7h6s6c3s 
8h8c7h3s3h ThTd6s4c2h Qc9c7d4h2d 8d5c4c3d2s 
Ac9h8h6d2s JsJh3s3d2s Td6s5d4c3d KhQs9c7s2d 
Td6d5s4h4c 4d4c3s3d2s JhTs8d3c2s TsTd6c4h2s 
9s7d7c4h3c TdTc4s3s3h KcTs6d2h2c 9h7h6s3h3d 
Ks9h5s4d3s AhQd8s4c3c 8h7d5s5d3d KsJh8h7d2h 
KcQh7s4d3d KcJh8h6d2s 9c8s7c3h2h 8h7h5s4h3h 
AcQd8s8h2s Ad8c6s4h4c 8d6s6c3c2d Qc8c7s5d2h 
Ah9d9c4d2c Js9s8h4c3d Th9c3h3c2h AhJd7c4c3c 
9d8s5s4s4h Jh7h7d6s3h Qc9c8c5c4d KcJs5h4h2d 
Js9d5d5c3d QhTs6h3d2c JsTs7h6c2s AsJh7d4d3d 
KhQh8d7h3s Td9d4h3h2d JcTd8h3s2d KsJh8d7d3c 
Kc7h6s4h4d 8s6h5h4h3h QdQc6s3c2c 9d8s7d4h4c 
KdJd4h4c3d TsTd4c3h3c KsQd4c3s2s Jd9s9d7d2h 
AdJd4s4d3d Qc7h5s5c3d 8s8h4s4d3c As6h6d5h3h 
Ks9d6s2s2d Td9d7s7h2c Qh8s4s3s3h 9c7d6s3s2d 
Qd8s8c7c4c 9d8s6h6c2h 8d6d5d4h2d Kd7d6s4c2h 
Qh9d4c2h2d AdTs8s5s2s Ts5s4h4c3c Js8d7c4h4d 
7d6h4h3s3c 8s5s5d2s2c Qc9d8d6d2s 8h7s5c3s2c 
Qs8h8d7c4h Th8d8c5h2s Qh9c6s4h3h KcTd9h5h2h 
9c7s6c5c2h QcJs7d6h2c 9s7c5h5d3s KcTsTc4c2c 
Td8s6h5s2s KdQh6h4h2c Jh9c7d7c3c KsTs8d3h2c 
Js9s7s5d2h QsJh7d2s2d Qd9c6d4s3d KhJd9s4d4c 
JdTh6d3s3d Qc8h8d7s4d QcTs6s6d2h AdJd9d2d2c 
QcJd6d4s2d Kh8h7s4h4d AdTc7c3s3c Kh8c7c6d3s 
Td8d8c5h2d KsTh4h3d2d TdTc4c3h3c Qd8s5c4d2h 
Jc6c5h4d3c JsTd8s3s2c AhTh7h6h3h KcTd9h3s2h 
Td9h6d6c2s KdTs9s6s2s Jc9d8d6s3d KdJc6s5h2s 
KcJd8h7d2d AsQc8h3s2s AcTs5s4d3s Qd6s6h5h4h 
As6s5s2h2c 9d8s7c4h4c Ks8s8d6c2s Jd9c8d6s2d 
Jc9c7h7d3c Qd9d8d6c3d AsTh5d4c3d KsTd9c5c2c 
Td8h8c6h2h QdTs6h6d2d Tc9d5s4s3s Ad8s8c7s2s 
9h8s6d6c2d Js7s4s4h3h JhTd8h3h2c AdJs9h2h2c 
9d8h6d4s2c 7d6s6h4d2c KsKdKc9d4c As7h7c6h3h 
TsTc4h3h3d Ts6h5s4c3s Js9d8s6h2s KdJc7h6d2d 
Kd9d5c4d3h Qs7h5d5c4c Th7s7d5h3h 9s6d5s3s3h 
KsQc7c4c3h KhKdKcQdJd QsJs6s3h3c KcQd9h4s3s 
Qc8s6c3d2s Kc7s4d2d2c 8s8c7c3h3c Jc5d5c4c2d 
AsQs9s6s3s 9d7h6d3h2h Td8h7h6h3h Tc9s5d4d3d 
KhQs8h7c2h KsQdJd7d2c Qs5d4s3s2d Ah8d7s7c3s 
Qh6h6c3d2d Ah8d7d5s2c Tc9s7s5d2h KsQs4s4c2d 
Kc7h6h6d3s KdJs8d4d4c KsQd8s7s3c AcTh9s3h2d 
Qd8h6d4s4d KcJd8d7h2d Kh8s8h6h2c Jh8s7h4d4c 
KsJh9d4h4c Th8d7d4s3c Jc7d5h4s3s Ad7d5s2d2c 
Ks8h6h5d3c Jd9d6h6c3d KdQsQhQd8h Js5s4d3c2d 
Js8c6h5h2d Ts5c4h4c2s AhQh8h4h2c AsJs6c5s2s 
Kh5h5c4d3h Ks9h9d7c3h Qh8c7c6s3d AcTd8d2h2d 
Jc9d6c2d2c Jc8c7c5s2h AdJc7h5h2s Ah6d6c5s3s 
Qs8s7c5d2h Jh8s8d6c3s Qd7d5h4s3d Ad9d8c3h2d 
AcQd8h4s3s Kc8h4s2s2c Kc5s4h4d2c 9c8d6s6h3c 
QdJh9s3h2c QhTd9d3c2d 9d7h7c4d3s 8d6c4s3c2d 
KhJh6h4s3h Qd9d8s7h2d Ks9s5d4s3h Kd8s6d4c3d 
9c7h5s5d3c KcJd9d4s4h Ks9h6s2s2h JhJd8c4s3s 
7d6h4c3s3h 8s7h6c4c3c 8s8d6c4d2d Ks9s6d2s2d 
AhTh9h3h2s Ac6h5d2h2d 9h9d7s4d3d Ks8h7d5h5c 
As8c7c5d2h Qc9h7h5h5d JcTs5s5h2s KcTs8h8d2h 
Qs8h8c3h3c Kd9s9d7d2c QcTd4h3s3d Qc8s6s3s2c 
Qh7h4s4h3s Qs7s7h6s3d AhJd8d4c2d KhJh8h5c2h 
JhTh5s5c2h Ts8c7s3h2c Kd7d4c2s2c AhJc5c4c3c 
9h8c6c3c2h KdQd9c7h2d QdJc9h4d2d Kd9d6d3h2h 
Qh9d7s3d2h KsKhKc9h4c Js8d6c5d2h Th8h8d5h2s 
QcJc7d7c4c 9c7h6s3s2h AsJh5d4d3d JsJd8d4d2h 
AsJs6s5d2s Qd9h8h5s3h Ks9s9h7s2c Kh4s4d2h2c 
JcTc5s5h2c QsQc8d4d2h 8d7h7c5h2h Qd8h8c3h3c 
JhTc7c6c2s Th9h4c3c2h QhJh8d4h2s Td9h8d3c2s 
8d6c5s2h2c QdTs9s3c2s AsJc7h5h2d 7d6d6c4d3d 
Ah6s6c5s3s Td7d7c2d2c Qs5h5c3d3c AsQh8s3c2s 
Jd8s7d4d4c Qs8s6h4s4d Qd6c4s3s3c Ah8c6d5c3s 
QcJh8s6d2s QdTs8h3c2d KhJd8s7d2d KcTd8s8d2d 
Tc9s9d3h2d AcTh7c3d2c Ks7h7d3s3c KdQc9h7h3h 
KdTs8s4h2c Qs9s6d4s3h Ah8d6s4d4c AdTh6s4c3s 
QsQc8h3c2d 9d8s7d6c2d Kd8d8c6d2h Jc7c4d3s3d 
9d9c5h4s2c QsQc6h4h2h QdJd7s6d3d Jc8h6s5s2d 
KsJd8d7c2d Qd8s8h4s2h QcJh4s3s3d Qs8s8d6s3h 
KcJc7c6s2d AdQs6h6c3h KhThTd4h2h Jc9h4c3h2h 
QsTd6s6h2s AhJsJhJc4s Jc9h8s8d2h QcJd5c3s2c 
KsTd8h8d2d KdTh6d6c2d KsQh9c8d3d 8d8c7s5c2c 
JhTd8d2s2d Kc9c6s6d2h 8h5s5h3d2s Td9d8s4c3d 
8h6h5s5h3c Kd7c5s4s4h Qc9d7c5c3c Jh9h5h3s3d 
5s5h4c3s2c 7s6c4h4d3d KdQs9h7d2d 7h7c6d5s2s 
Jh6s6c5d4s Ah9d7h2h2c 9h8c7d5d2d Qd9h7d4c2c 
QhTc5s4d2s AdQh9h4c2s Tc9s8s3s3h Kc5c4s3h2d 
Tc5h4s4c2s QhQd7s7c2c 9c8c6h6c2d KsJd7c5c2h 
QhJc8d3s3h Th9c7d6c2c 9d9c4d3s3h KdTs8h4h4c 
Kd4h4c2s2d QdJd8h4d2c Ac6s5s4d3h QsJd8s7h2s 
6c5d4d3s3h Tc8d8c5s2c KcQd8s5h3s Th8s8c5d2h 
8s7d5h3d2h KsJc6h5d2h KdJd9h4d2s QsJs7c4s4h 
QdTs6s6c2h 7h6d4h4c3s JsJd9s3s2h 6h5h4s3h3c 
Qd5h5c3s3c QcJd7s4c3c Qh8s5d4h3c Jh8s6h4d3c 
AdJd9d2h2d QhJc9d7h2h Tc5s5c4c3s 5s5d4h3s3c 
AcJc6s4c3c 5s5c4s3h2h AdTh7s6c2h AcJh7d4d3d 
QsQh8c4d2d AhKs6d4c2c 8s5s4d3h2d Ts8s8c5s2d 
KhQh7s6h2d KsJc9s3s3d QdJs7h2h2d AhJh4d4c2h 
9s9d6h5h2h Kd5s3s3d2d QhJh6h3s3c Jc8s7d4s4h 
Js9c6s5d2s 7c6h5s4h2h 8s8d7d3s2s KcJc6c5c2h 
KsTh9d5d2d Qh8c6h6d2s Kc9c8c7c4d 9c8d5c3s3h 
Ac8h5d2h2d 7c6s5d4s2s Kd9d8d3c2c Kc8c6d3d2d 
Kc9c5s4h3c Jh8h6h5s2c Ks6s5s5c2d KcQd8s6h3h 
Js5s5c3s3d Qh9d8h4c3s 8s8h7s3c2h JdTd7s4h2d 
Kh9d8h5h4h TdTc4c3s3c 9s7c6h3c2s 9h7h5h4h3c 
QcThTd7h2h AcJh6d4s3h QhTd5s5c2h Ac7d5s3c2c 
8s6c5s5h2d Qh8d8c6h2s Qd9s6d4c3d Ah9c7c6c3c 
6d6c5d4d2h Ks8s7d4s4c Kh7c5d4s3c AsTc7c3d3c 
Js9c5d5c3c Qc8s6h4d2c Th8d8c6h2h Ks9h7s4h2s 
AcQh8h8d2h KcTd6h6c2c As8d6h5d3c Qh5c4d4c2d 
KsQd9h9c2h AcJh8h4h2d Td9s7s5c2h Ah8c7s6d3d 
TsTd8d5d2d AcJd9d6d3d Qs8c7h5d5c Ts5h4h4d3d 
AcQc8s3c2d QcTh8d3s2c Qs8s8c6s3d Qs9d8h5c2d 
AdJc7h3c2h 7h7c6h3c2h 8d6s4c3s2d Qc7h5d3c2h 
9c8h4s4h2c Qs8d6d5h2c 9s8c5s5h3d 8s7s7h2s2c 
8s8c5d4d2d 8c5h4h3d2d QhTh6s5h2h Tc6d5s2s2c 
8h7d5h3s3h QsTd7s6h2s KcQd7d3h2h Kc8s8h6c3c 
Kd9h7s6d2d 9h8s6d6c3h AsTh6c4d3c AcTh7d6s2h 
Qh8h7s5c2d KhQd8c5s3c Jd8d5s3s2d AcTsTh3s2d 
7d6c4h3s3c KhJh6h5h2d 9s9d7c6c2c QdTc6s6d2d 
As6c5d2d2c Ts9d6c5d2d Tc6h4c3h3c QhJc8d4s3d 
QcJc7h7c4c Jd9s5s4s3h Td9c3d3c2d Jh9s8s6s2d 
JsJd8d4h2d Ts7s4d4c2d 6c5h5c4d2s Qd9s7d3s2s 
Jd9d7d5d4d 7c5d4c3s3h Ts6h5h5c4d Qd8d5s4c3h 
Tc8h6h3h2c Jc8c7c5h5c QcJd7d4h3d JdTd6s6d3d 
Ah9s9d4s2d Js7s6h4d4c 9h8s6h6d2c As7h6c4d3c 
KcQd8c7h3c Qh8h7s5d3h Js9h8h6c3h Qc9h8s8d4d 
AcJs9s7s2s Qs6h4c3h2s JsTs6s3d3c Ad5s4c3s2c 
AdJd6d4s3d AdTd9d3d2h JsTs7c4h2s KhQd9s8c3c 
Qd7h7c4h2d Jd6h6c4c2h KdJd7d4d4c QdJd7d6h3d 
KsJs7s6c2h Qd9d5c4h2s AsJs6s4d3s Ah7d4s3h2c 
AhJc8c3s3d Qs7h7c6d4d Kc9h5s4c3c JhTh5d5c2h 
QsQd8d4d3d 9s7h5s3s2h Jd9s8c4h3d QsJh7s3s2h 
9h8h8c7h4h Ts9d5c4h2s 9c7h7d4c3s AsJc9c6c3c 
Jc8s4c2s2h AhKhQh7h2h Tc7h7c5c3s Td8c5s4d3h 
AsQd6c5h2c Kd9s5h4d3d As9s7s4s3c Tc8s6c4h3c 
Qh6s5c3c2s Th8d7s4h3c KcQd6d4d2h 9d7s7c3d2s 
Jc8s8c4d3h 8c7s7c4c3h AcKd9d4d3d As8d7d5c2h 
Kc9s9d6h3h Td5h5d4d3h Qs8d6d5d3c KsTs6d2h2c 
Ks7h6h6c3d 7s7c6h3h2s Qd9c6s4d3d Jd8c5d4s3d 
Th9c5h3s3d 8d5s5d3c2s Js9h5s4c2d Jd5s4s4d2d 
7c6s4h4c3d 6d5h3h2s2d QhJh7s5h2c Qh8h6h4s4d 
Jc8s8h5d2s Jh8d7d4s4c Ac9c6h6c3c Kh9s8h8c3h 
Kh9d8d4s2s QdJs8h4s3s 8d7c6d3c2h KdJs9c4s4h 
QcTh8s3d2c Kd9c5d4d3s Kc9c6h4d4c AsQd9h4h4c 
QcJc5s2h2d AsTc4h2h2c KdQc9s9h3h KsTsTh7s2s 
AdQs9s4h2c AsJd7d6d3d Qc9h8c4s3d Kd9h8h4s2s 
Ks7d6c4d2c Th6d5c4s4d Qc9c7d3h2h KsQd8s4c2h 
ThTd9h3h2s KdQs8h5s2s Td8s8h7h2h Ah8s7d7c3c 
Jh7h7d6h2d Ah6h5d3s2h Kd6h6c4s2d KhJc8c6d2s 
Ts9c6s4s3s 9c7d6c3d2d Ks9c8c4d2d JdTc7h7c2s 
QhJs8h6h3h Qd9h4d3s2h Jh8s4s2h2d QhJc7h6h3h 
Jc8s7h4s4d Jc5d5c4h2h Ac9s9h6d3s Ks7d6c4c2d 
8h8d7h5c2h Qc7c5h3s2s Ks5d3s3d2s 8h7s6c4c3c 
7c6h4s4d3d Ac9h8h6s2d 9s8h7c3c2h KhQd9h7s2h 
Qs6c4d3s2c Kd9s7h6d2d QhJh8c4h2s 6c5h4c3d2s 
QcJc4h3s2d Tc5s5d4c2s KdJc7s4h3h Jc8s6s5d3s 
QsJc7h3s2h KcQs7h4d3d Qs6d4s3h2d Ac9s8d6h2h 
8h6s6h2d2c AsTh7c6d2h AsJc8c4h2c AsQs3h3d2s 
KhQc8s2s2c Kh9h5c4d3h Tc8c6c4h3d JdTs9d3d2d 
AdJc8h6c2c QhQd6h3h2s 9h8h4d3h3d 9c8h5s5h3d 
QsJd8c3s3h 8c7h6h3s3d 9d8c6h4c3s KhTd8s8c2s 
9s8s8h5s2s QcJh7d4c3c 9s8d6h6c2c 9h7s6c3s2h 
QdJd5h5d2s KdQh4h3c2s AsQh6c4c3c Jh6d5d3s2s 
AcQs9h7d2d QhTs7h6c2h Kh8h7c4s4h AsJh5c4h2h 
Js8c7h5h3h Qd9c8s4h3d Js6s5d4c3s AsTd9c4h2h 
Ks8s8d6s2c AdJc5d4d2d KcTh5s4h2d Qc9s6h5s2d 
QcJc7s5c2d 7c6d4d3h2h QdJc7c4h3c 9s7h6c3h2s 
AdTc6h4s3h KcJd9d6d2s 9h8s8c5d2d 8h5h4s3d2s 
Kd9s8s4c2c JhThTdTc8c TsTd4d3d2s KhTc8d6d2d 
Jh7s6h4s2s Qs7c5h5d4d Kc7c6h6d3c KhQd9d7c2d 
JsTc8c2d2c 9s9c5d4h2s KsTd7d3c2c KhQc9h8h4h 
Qc9h7c4s3d 6d5c4c3s3h AsTs7s4s2c KhQd7c4h2s 
Tc6c5c3h2h QhTs9d3s2s 8d6c5h5d2s Qh9h6c4d3h 
QdJd6c2d2c Kh6h5h5d2s As7h6d4c3d QdJc9h3c2s 
Tc8d6s6h3c Ks7d6h4h2d Kd7c6h4h2c Td8h6s6c3c 
AhKs6d4c2d 4s4c3s3d2c As9h8d5d2c Tc9s9h3d2s 
Td8c7h4d3s Th9c5c4c3s 5h5c4d3s3c Qd6h6d4c3s 
AdJc9c6c3c 8c6d5d4d2d Qc7c6h4d3c Qc9h7d3h3d 
Ks7s7c4s2c 7d7c4c3d2s Qh8d6s5c3d AhJs7s3d2d 
Ks9h4s2h2c Qs8s6d6c3h 6h5d4d4c3s Qs8s7d5h2c 
KhQd9c7d2s Jd6h5h3c2c KsQd9h7h3h AhJs4c3s3d 
Ah8h7h5h2c Ac9h9d6s3d 8d7c5h3d2h KcQcTc5c2c 
QsQd4h3h2c JhJd6h4c2s 9c7d6c3c2d KhQc9s2h2d 
9h8c4s4h2s Jh6c4h4c2s Qc8s8h6d3h KdQd7c6d2s 
Qc6c5s5h4c 9s8c6s4h2d Qd8h5s4d2c KsQs7s7c3d 
9h8c7s4s4d Kh6s3c2s2h AhQs8d8c2c 9c8c6s6c2d 
Th9h4s2s2h Th9h6h5c2s KsJc6d5h2d Td7s7h3d3c 
AdJs8c6s2s KsQd8d6d2c JdJc9h3c2c 8s8d7s3c2d 
Ad6s6c2s2c Qh5c4h3h2c Ad8h8c5s2c KcJs8h7s2s 
KdJs6h4h3h QhJh7c3s2s Jc7h7c4h2h AdJs9c6c2h 
Tc8s7d5s3s KhTc9d5d2d KcQs9s8s4s 9h8d7h6s2h 
Ac9s7d2s2d Qh7h5d4s3h Kd9d8d7d4h Kh7h7d5c2s 
8d5h4s3d2s JdTh6d3d3c Jc9c4s3d2d Td6h5c4s4h 
Jc9s5d4c2h 9d8s8h6d2d Jd9h5d4s2c KsQc8h6c2c 
Ts8d7h6c2c Qh8c6s5c3d AcJs5h4s2s Jh7d5s4s3c 
6h6c5c4c2s Ah8h6s5h2h KcQh8d8c3s 9h7s7c4h3d 
KcQsJs7s2h AdQd8d2h2c Qc6s4h3s2c Qd7h5s3d2h 
QsQh3s3h3c KhKdKc9c3d Jh9h9d4s2c AhQs6d5c2d 
Qc7c4h4c3h Qd8d5h4s3c KhQs8s8c4s KcQh8c7c3d 
Td8s8h6h2h Ks9s5d4c2h 9c5c4s3s3c KcQh8c7d2c 
Qh9s8s6s2d JsTs4s4h2d Jd9s6s6c3s Td8d6d4c3s 
AhJc7h2h2d KdJc9d3s3d 8d6c5c4c2c Qc8s8h7d4s 
Ks9h9d6c3c KhJh5c4h2h JcTc6d5c2c QdJc6c4c3c 
QcJc7h4s4c Ks9c4s2d2c Td6h5s4h4c 7h7c6d5c2c 
Ks8d7d6h3c KdJs8c7c3h JsJd8c6h2h 8s7d7c2h2c 
TdTc6s5d2d QcTh9s3h2h 5h5d4s3d3c 7s7d6h3h2d 
Jh9s6s6c3s 7c5s4c3h3d Js9h8c6h2h QdTd8d4d4c 
7s6d6c4s2h Ts8d5h4s2c Jd9h8d4s4c Ks5s5h4c3s 
Jh8h7h5d2c Th9s7s7d2c Ts6h6d5h4h Ks8s5h5c3d 
Qd5h4s4h2s KsJs9s7h2s Qd7h7d4c2h Kh9s4d2s2h 
AhTd9c4d2d 9d7c6s3c2d Td9s8d3h2c Ts8h5c4d2s 
Jd5h5d4c2c KhQs4s3c2d Ts7s5h5d3c Tc8c6s6d2h 
QcTd7s2s2d Jh9c6h4s4d 9h7s5s3s2h 8d7d7c4s3h 
Kc7c4d2h2d Th8c7c6c3c Kd6c5s5h4c 8d7s7d2d2c 
Jc7h5h2d2c 7c5s5h3c2s KhJc8d4h3h JsJd6h5h2c 
Kd8h7d6d2s JcTd8d3d2h 9c8s8d7h2c 9d7s6s3s3h 
Ah4c3s3d2h Jc9s6s6d3s ThTd4h3h3c JcTd6d3h3d 
Tc6s5h4d3d Tc7s6h6d3c JsJh8c4d3d Jd8h5h4s4h 
8d6d4c3c2s Jc6s6h5d4s 9d6s4h4d2s Qs7s6h4d3s 
Kc9h8s8c3c Js6s5s4h4d Td8d6c3s2s Tc9c8c3s3d 
Ad9c8s5s2h 9h8c4d4c3d Kd8s8h3s2d JhJc8d4s2d 
QhTc7s7h2d AcQh5s2h2d Td8h5h4h3c Qs6h4s3s3h 
Jc7d5h5d2h Ad9s8h5c2s Kd6s3c2s2d AcQd6s6h3s 
Jh6s6d4d2s AsKd4c3c2h KdQh8d7d3s Qd9h7c2h2d 
9s8s8d7c3s Jd5c4s3c2d JcTs5d3s2s QdJh7d4s3d 
Tc9s8h4c2c Jd9s9d4c3d JhTd8h3h2s As9d8c6h2c 
Kd9c5d4h3d 8s5s4c3h2c AcKs6h4d2d JdTd8h3s2d 
Qh9d8d6d2c 8c5s4d3c2d Jh8d6h4c3s Qs9h9d5c2h 
AhJc5s3s3d Ks7h5c4d4c Jh8s6h4c3d KhQs8c6s2s 
Qh6c4h3s2s AcQd8s8d2d 7d6s4s3s2d 8c6s5s4s3s 
Th7c5s4d3s Ad8c7c6h3c KsTsTc7s2s Ts8s6d3c2c 
Kh7s6c4s4d Tc8c5d5c4c Ah8h7s4h3h 8h6s5s4s2s 
Th9h9d6h2h Qd9h8c4s3d 8s6h5h3h3d 8c7c5h4c3c 
QhJd9c4h2h Jc5s4h3s2c 4h4d3s3d2s QhQd4s3s2c 
Js9c8h8d3c Ts8c7h5c3c 9s9d8c5h2h Ad8h7c6s3s 
KhTd8s6s2s Ts9s8h4c3s Ks9d8h8d4c Qs9h9c5d2h 
AdJc8c4s2c AdJh8c6s2s Tc8s7h5s3s Ac9h7h6h3h 
KhTs8s8c2s Qh9h6c4s3h 9c7h5s4s3s QsTs8s4s3h 
5c4s4c3h3d Ts7h7c5d3d Qs8h6h5h3c 6d5s5c2h2d 
Jd9s7h7c3h Qs9d7s6s3s Qd8c6d3s2c KhTd4d3c2c 
9d8s6s3h3c Qs9c8c7h2d KdJc9c6c2s Th7s7c5d3d 
9s7h7c3c2h Qs8s5c2s2c Qd7c5s5h4s KdQd9h7c2d 
Kh9h5d3h2d JdJc7s5d2d 9c6d5d4h3d Ad6c3h3d2s 
Jc8c6c5h2d 5h5d4c3d2c Qs9s9d6h2s Ad8s8h7s2s 
8h7h6c3d2d Jh5h5d4h2d Ts9s5h4s3d Ks9d9c7h3h 
Ah9s5c4c2s AsQc9d4h4d Kc9d5c4h3c AdTc5c4h3c 
KcTh8c5c2c JcTc5c3h2d Qd9d5s4c2h 8s6d6c3c2s 
6s4s4h3s3c Th8h6c3d2d KcQc7s6c2d Tc9s3s3c2c 
AhTc7s6s2d Qs9d7d3h2s 7c6h5s5d2s Ac9d8h6s2s 
KcQs9d7d3d Jc8c7c5d2h 9h8s5s5c3d Kh7d6h5h2s 
Qh8h7h5d5c Qs9s7h3h2h 7d6c4d4c2d Jd9h5c4d2s 
Ks9s9d7s2h 8s5s4h3d2h Jh6c5c3h2c Qs8d4d3s3d 
8h7s7d5h2c KdJh7s7c3h Kh8c6c5s3d As6h5d2h2d 
Th7h6h4h3c As6d6c5d3d KhJc6h4h3h Qs6d4c3d3c 
Qs9c7c5h5c KcJd8c4s4c Td8c6c3c2d QdJs7s3s2d 
Jc8c6d2s2d QhJd6s5s2s Qc8h6h5h3d QhJh7h6s3h 
Td8h8d5d2c Ad6d5d3h2c Js9h8s6c2s QcJh7h4d3h 
KcJs8s6h2d QhJh7d3c2c Qc9d7c4s3h 8c6s6h4c3d 
8d6s6h3s2d 7s6h4s3d2d As9h9d6c3h Jh9h5s4c2d 
9s5s4d3s3d Ts7h6d6c3c 8h6d6c4c3s KhQd9s9c4c 
Ts8c7c4d3h KsQs9h9c4s AsQc8h4d3d Td8h8c4s3h 
AsJd5h4h3h Kd9s7h5d2d 8h7d7c5d2d Jd7d4c3h3c 
Kc8d8c6c2s 9d8c7s3s2c Qh5s5c3d3c Tc8s6d5h2h 
Jd8d6h4s4d KcTc6h2s2d 9d7c6d3c2d Kc9d7s5c2c 
Qh6s4c3h2c Js8h6s4d4c Th9h7h3s3c Jd8s8c5d2h 
AhJd7s5s2c KsJd6h6c3d 8d7d6c3h2h KdJh7s7h3h 
KsQh8h8d4h AhTd7d6s2c Jc7h6c4h2h QhJc6d5d2d 
KcJs7d4h3h KsQc8h5c2c KcQs8s6s2d QcJh8s7s3d 
Tc5h5c3s3d Kc8d6c4s3c 9d7d5d4d3c KsTh4s4c2d 
Jd9s7s5h2c 7s7h4h3s2c 7h7d5s4c2s KhJc6d2d2c 
As9h6h5h3d Td9s7h6s2s Qs6d5s4c2h Ah9c5s4s2c 
9c8s5h5c3d 5h5d4h3s3c 9s9c8c4d3h AhJd7d6d3d 
Qs6s6d5s3c AhQd8h4h2h Jc8d5c4c3h Tc9d8d3s3d 
9h8s8c7d2h Kh6s6c4d2h Js9d7d5c2h Jh9h7s3h2s 
Kh9s6h4c3h Th8h6h4s3c 8h6d5c2s2d Qd9d9c6h2d 
Kc9d7c4d2c QdJh5d2s2c Qc9c8c6d3c KsJh5d5c3d 
8d6s5c2s2h KcTd5d4s2h TsTd9h3h2c Kh8s7h6h2d 
Jd8d4c2h2c Td5s5c4d2c AhJc6s4d3c KdJd8h8d3c 
8h5s4d3h2d Kc8s8c6c2h KdTc9s5s2s Kc7d7c5s2h 
JhJd8c4h2h 8d8c7d3h2c Jd8d7h4d4c Qs9c6s4h3s 
Js8h5s4d3s Qc6c4d3h2h Kh9h6d6c2s JhTh7h6s2d 
Qd8d7s5h3d Js6d4s4d2c Kc9c4d3s2s Kh9c4h3s2s 
AhTdTc3d2s Jc8c6c5s2h AhJh9h2h2d QcJs8d8c3c 
Tc7d7c5c3h AhQd9d4s2c Kc7c5s5c4c 7s5h5d3s2h 
KsTs7s5s3s Kh8d7c5s5d Js9d6d6c4d QdTs9s3h2s 
QdJd8d8c2s Td8h8d5c2d Th6h5h4s4d 9h7s6d3s2h 
Qs9s6d4h3s KhQd8s5c3s 8h5h5c2h2d 8h8d7d3d3c 
Kc9s4c2s2d 9s7h7c3s2h KsQd7s7h3s Tc8d6s6h3s 
5s5d4c3d2c Ah8c6s5c3d Th9s5c4d2h 7h7d6d5d2s 
Js9s8h4d3c Tc9h7d5c2s Kc7c4s2s2d Ts9s6d5s2c 
Td9s7s7c2h AcQd5s2h2d KdJc8s5h2s Ks8c5h5d4h 
Td8h8d5d2s QcJh5c2s2d Tc8c6s3s2c 8s7c5d4h2h 
Jc9h5s5h3h Jc7c6h6d2d AsTd8d5d2d QhTd4s3d3c 
JcTs6s4s3s JsTh6d4c2c Qc9h7c6c3c Jc8h5c4c3d 
Qd7h5c3d2h Kc9h8h5s4h AsTh5c4d3c Qs6c4s3d2d 
Td9c8h4d2d Js9s8h8c3s Ks7d5c4h3d KhJc8s7s3d 
Js8s7d4s4c KdTs7c3d2h KhJh7h6s2d Qc8s8h4s2h 
6d6c5h4c2c 6h5s5h4c2d 7c6s4h4d3h JsJc7d7c2c 
JdTh6c5c2c Jd8h6h5c3h 8d8c7s4h3h Ah8c7d5c2s 
Qc8s6d6c2h Qs9d7h2s2d QcJc6c5d2c Ts7c6h6d3c 
Kh7h6c4s2d Jc8h8d6s3h KdJs5h5c3c Js8c4s2h2c 
Jd9s8c6s2s AhJs9s6s3s As9c6c5c3h AdTh5s4c3s 
KhTc8c4d2s AhTd5s4c3s AsJd5h3h3c Jc7s5h4d3d 
Jh9h5s4d2c Ks9s9c3c2s Td5h5c4d2h Qd9h9d6c2d 
Td9h5s4s3s AdQsQhQcJh Jd9h8s4c3d 7c6s6h3c2h 
KdJd7d6s2h AhTc9d4s2s TsTh9s3s2c 9c7c6c3s3d 
8h7s5d3h2d Kc9s7c5c2h Kc6d3h2h2c Jd7h5c4s3s 
Th9s8d4c2h QdJs7d4d4c KhTc7d3d2c Qc7h5s5d4d 
7h6c5s5d2s KcJs5d4d2h 8h6s5h5c2d ThTc9h7h2h 
