Qs9h6s4s3s 
Qc8h7c6s2c KhQs8h8d2h 6c5c4c2h2d Jc8c7s6c2h 
AcQh7c3d2c Jd4s4h3h3c Ah8s7c6d2c Kc9h8s5h2d 
KdQc4h3s2s 8c7s4c3h2s 9h8h3c2h2c Jc8c6h6d3c 
Qs6s4h4d3c Ts6h5h4c2d Kc9s6c5c2c Ah7s6d3s2d 
Ts6s6d3s2d Kd9h7d5d2d Ad6h5s4s2c TsTc7h6d2d 
KhJd8d8c3d KhTh6c3h2s Jc8d6s6c2c Tc6h4c3c2h 
Qc7d7c6h2s Qc9s7h4d3h 9s6c3c2s2d Jc9d7h7d2s 
9c8c5s2h2c 5d4c3s3d2s Kh9c8h4s4h Jh4h4d3s3h 
Tc8c7c4c3d AcJd5s5d2d 9s8s5h4s3s Jc7c4s4d2s 
AcJd5s2h2d Kc7d6s5h2h Ks8s7s3d2d Jc8h7c3s2s 
KhJc9d4c2c Kc6h5h4h2d Th9h5h5c2d JhJc6s4s2d 
9c8s6s3h2d As8d8c2h2c 6d6c5s3h2s 6d4c3h2h2c 
6h6d5c3s2c KcTs8h4s2s KdJd6s6d2h QsJh5d3c2c 
KcJd6h6c2c Kd8s8d6d3d Tc5d4c3c2d AdJs5h3s2c 
Qh8h8c7s2h As7c4h4d3c Ts3h3c2s2c AhQhQdQc4s 
Tc8h7c6c2c KhJh4s2h2d Th7s4d2h2d 9h9d8h4h2c 
5d5c3h3c2s AdJd4d4c2d AdQc6s4s2h KcQc8d4h2c 
Tc9d7c2s2h 9h8h7d4s3h QsJc8s4s2s Kh7s5c3s2c 
Ks8d7s4s3h Qs9c3s2h2c Js8c6c3s2s QdJs7s4c2h 
Jh7d5s5c3d 8d5c4s4d2h AcTd5d4s2d Ah9d9c4c3s 
9d6s6d4d3c KdJd7d7c2h 8h8c4c2d2c 8d6c4d2s2h 
8s6c5d3s2h TdTc7c4s2c ThTd4d2d2c KcQh7c6c2c 
Kc9d8s3d2s JcTc4s4c2c KcQc8h8c2s Jd6h4c2d2c 
KsJs5s3s2d KhQd5d2d2c Ad9c5s5c3c As8c5h5c2d 
Ks7c6s6h2s Tc5d5c3d2s Jc7d5h3s3d AdTh6c4s2h 
KdQd7h5d2d KcTc7c3s2d Jh8s6s6c3d AsQd8h3h3c 
8s6s5s5h2s 9d8d7d4s3h 8s6h5d3s2c Qh8d7d6s3d 
8d6h5s3s2s 9d8s5h4h2h AdQsQhQc9d 9h8d3s3h2s 
Td6h5h4c2s Ad9h6h5s2c Qd6s4s3h2h JsJc7c6d2c 
9h5d5c2s2h Qs8s6c4d2s Jc5c4s3c2s 9c8c7d3h3c 
Jd6s5s4s4c Qd9d5d4d3h Js9s6h4c2d Th9h4s3d2c 
KsQs8c4s2h Qc7s6c5h2c As7c6d3c2d KsTd8d3h2c 
Qc8s6c3c2s Kd7s5c3s2c Qh8s5h5d3h KhQs9c3d2s 
Ts9s8s2s2d Ks5s4h3d2s JdTs6c2h2d 5c4s4c3s2s 
Qh6c4h2h2c 8s4s4c3s3d Jh8s6s3h2h KdJh7s3c2d 
Jd8s8h7d2d Tc8s4c3s2c Ac9h7s6h2d 6h5d4d4c2d 
Th7d4h3s2d Td7c5d3h3d Ks9h4s4c3d Jd9s6s4h3s 
Kd7c5h2h2c AsTs6s4s3s ThTc7s5d2d QhJc7d3s3c 
Kc8d5c3h3c 9d8c3c2d2c Kh6c5c4s2c Td6h6d3d2h 
KhKdKcQs9c Qh9h5h4d2c QdJc7h5s2s Ks8s7s3h2h 
KsQd9c2h2d Ah8c5c4s2d 9c6d3h3c2d Ks9s6s4s3d 
Ks6h5c3d3c Tc9c5h5c2s Jh4s4c3d3c 9d5d4h3h2d 
Kc9d7d5s2h Td8s7h4h2c Ac9s9h4d3h Kh9c5d5c4c 
As9d6h6c3d 9c7d5s4h2c KcQh8d8c3c 9c5h4c3h2h 
Kc7h5s4c2c QdTd6d5d2d Qd8d7c4s4d Js9h7c6c2c 
KsQs8h7s2s AhTh6h4c2h Kh7s6c5d2d Ts7d4h3h2s 
9h8d7d3d3c Ts8c4s4h3d Jd8c7d6d2s 9h8h7s3h3c 
9s4h4c3s3d 9d7s4c3s2d Ad9c7s5s2s 9s6c5d4s2s 
Qh8h7c5h2d Jh9c6h5h2h 9d8h7d2s2c Jc6h6d5c2s 
Ac7s6h3s3d 9h7h4s3c2c Qh9d7s4c3s Ac8s5h4d3d 
Kd7h4h3d2d 9h8h7d3s3h 8h7h4c3c2s Jc8s8d7c3c 
Kh7s3h3d2d Jh7s5h3s2h 9s6c5c4d2c Th8c7s4c2c 
KsQd7h3d3c AhKs6h3h2h KhTh7h3s2d As8c5s3s2d 
Qc8c7h3h2d Jd8s8h4s3c Th8d7h4s2h Ks9s8h3c2d 
Qd9h7c4s3c KcTs4c3c2d Qs8h5s3d3c Jc7d4h2h2c 
Kd9c6h4h3s Jd8s8c4c3h AsTh6h4d2c Qh7c4d2h2c 
8d6s5h3s2c 9d6d5s5h2d AcJd5h5d2d Ks6c5d3h3d 
Ah9d5s4s3c 9c8c5h4c3c Kh9s7s4s4c AdQs6h2s2c 
Qh8d7s6c2d 9h9c5c3s2d Ks9c7c5d2h QdTh7s7d2d 
QcJc8d7c3c Qh8h8c7d2h Kh9h6h4h4c Qs8c4h4c3h 
JsTh5s3s2s Js9h7h7d2c Td6d4s3s2d AsJd6s3c2s 
Kd7c3d3c2s Ah9c7d7c2c 9s8h8d4d3d Jc8s8h4s3d 
AsJs5s2s2h Tc7c6h3c2h Jh8s4d3h2d Td9s5d4c2d 
Kh9c5s5c4c 8c7s4c3d2s JcTh7c3d2c Kd8s8h6c3s 
8c5s5c4c2d 9h7h4d3s2s Kc8h7c4c3s Td7s4h4d3c 
Jc8s4s3d2c KhJh7s3d2c Qd8s4c3d2s Jh7c6h2s2c 
Jc9d7s6h2d KcTs8c3d2c 9h6h3s3c2c Ac9h6s5h2d 
5d4h4d3s3d KsTd8h4h2h KdJc8h4s3h Td8d8c4d3d 
Td9c7s4h2c KcTh4d3s3d KdQs9c7h2h 8d6s3s3d2h 
TsTh7s4c2s Jc9s9h3d2c Ac7h7c3d2c Jh9c8s3h2d 
Td9h8c3c2c AsJd6c3s2s 7h6h3s3c2c As9h9c4d3c 
Kc9s8c5c2c Jd9d5h2s2c Jc9d8h4s2d As8d5h4d2c 
KcJc5c3c2d Js8h5h5d3h Tc9c6c5d2c KcQs9d7h2h 
Ks8d7d6h2c 8s8d5c3h2c QcTh5h2s2d Qs5c4h2h2c 
Ts7d4c3d2s Jh9h8h3s2c Qs8h7h6c2d Th9h6h5d2h 
9d7s5h5d2c Kc7d5c3h2s 8c6c4h4c3d KdJh4h3s2c 
Td6d5s5d4d Kc9s6h4h3d Qc9s5c4c2h Td8c7d4d2h 
8c6d6c4s2c Ah7h6h2d2c 9s9h6c3c2d Kc8c5s5c2h 
KhTs7h4h2h Tc9c6s3c2d QdJc6s3c2h Td7h7d5s2c 
9h8c5s4c3c Jh5h4s2s2h Th9h7h2s2d KhQd8c7s3s 
Kd9d8s3c2h AsQc6d2h2c KhQh8h8d2s 8s4h4c3h3d 
Ts9s5s5d2c KhQs9d7d2d Qc8s8d4c3h Kh7s5h3d2c 
Qc9h9d4s3s 9s6c5s4d2s 8c6d5s3d2h Ks7c5s3h2d 
Kd8c3s3d2s AdJh6d3s2d Jc9c8c3h2s 7s6s4d4c2h 
Kd8h7d4d3c KhQd8d4d3c Jd7s7h4h3c Qc7d5c3c2d 
KsQh7c3d2s KsQs3s3d2c Qd8s7h6c2s Qh7d6d4d3c 
Ks6d5d4d2c Kc6s5s4s2h 9s7d5c4h2s 8c6d4c3d2d 
Th9s9h3h2h Ah6s6d5c2s Td7c6c3s2s Th8c5s5d2d 
Ah8s5d4c3c Ah8d8c3d2c KcQh8s8c2c Qs8c7c6h3c 
KsTh8s3c2s Qs9s5s4h3s KsKhKdQc9d Ks7h6s4c2s 
9c7s4h3s2c Th6h6d5s2c Jh8c7h6s2h Ks6d5h3h3c 
9d8d5c3h2s Qh5s4c2s2c As7c5h4h2d Qc6s6c4d2h 
Js6d4s3h2h AdJc5c2s2h Qc8c6c3s2s Td9h6s3d2d 
QhQdQcJc5h Qc8d7d6s3d AdTs6h4c2s Js6s4s4h2h 
Td9c5c4s2h KcTs7h4d2h AhTc6c4c2d KcJh8d4s3d 
Th9c7s4d2c Tc7d4h2h2c Jd9c6s4h2d AhJh4s4h2h 
Ts6s5c4s2h Ts8h7c4d2c Tc6d4d3c2c Js9d8c4h2d 
Th9c6c4c2d Kh7s3h3c2s KdQh9s3c2h AdQc7d3h2d 
6d5s4s4c2s AsTh8h3c2h KhJs8s8c3s Ks5d4s3s2c 
Qs8h7s6c2s Qc9s7c4d3c Th8d3h2s2d KdJs5s3s2c 
Kd6h5s3h3c Qc6h4h3s2s TdTc7h7d7c Ah8h8d4h3h 
Jc9h8d3s2c Ah9d5s5c3c QdJd9d2d2c TdTc7s5s2s 
Qd7s6d5h2d Ks9h8c5c2c 7c5s4s4h3s Jd8s4s3d2s 
Jh9h7h5s2h Kh7c5d3h2s AcQd5s2s2h QsJs5s2d2c 
KdTh6s6c2h Jh9s6s5s2s Ac8d5d4s2h Jd8d8c4d2h 
Jh7s6s3d2h AcTh5h4h2d Ac9h6d3d2h Kd8c7c5s2h 
KhTh7d4h2h 8h7c4h3s2s Kh8s8c6s2d KdQh8d6d2d 
Jc9c8d2s2c Js9h6h4d3h Ks6d4d3c2c Tc8h7s4h2h 
Ad7c6h5s2c Qh5d4s2s2d Ks9s6d6c2s AhTc7s4d2s 
QcTs7h7d2s Jc5d5c3d2c KcQh8s4h3h KhJd9d6d2d 
9s8d6d4d3d QcJs4s2s2d 7s5d3h2h2d 8s6h6c4s2s 
Qh5h4d3s3c Jd5s5d4h3c QcJh7d7c2s JcTd6h2s2c 
Ts8c7s2s2h QdJc6h4h2h AhJs9c3s2s AcJh7h4h2d 
AsKd8h2h2c 9s6h5h4d2h Jh6c4h3d2d Js8d5h4h3h 
Qs4c3d2s2d AsTc7d4d2d Qc8h4h3c2s Kh8s6c5d2d 
Qc7c6h3d2d JdTh7h4h2h Qc4s3d3c2d AcTh8h3h2s 
9d6h6c4h3h Td8h5d3d3c AdTs6d4d2d 8c7h6h6d2h 
Js8d7d4c3h QsTd7c5d2d JhTh8h3s2h Kd9s7s3h2h 
Qd8d7s3s2c QcTh4d4c2c QcTd4s4d2h AhQh6h6d2h 
9h8s6c4h2h Jd9s3s3d2d AdJd6s3c2d Qh6s5h3h3d 
Js8c7d6s2s Td7d6h4c2s AhKc6d3s2s QsQh7d3s2c 
KsQd9h7c2h AsQd8c3h3c QsJs8d7s2s KdTd4s3d2h 
9d8s5c3h2d 9s8c3c2s2d Td8c5h3s3d Ts9s5s4c2h 
AsJs4s4d2s AsJs8s3s2c QsTh8h3d2h Kd7s5c2s2c 
Jd9d6h4d3d KsTs8c3h2s Tc7s6d4c2h QcJh4s4d2d 
Qd6d5s5d3d Kd9h7c6s2h Ks8h8c6s2s Js8c4c3h2s 
9d7s4h3s2d KhJd7c4s2d Qh8s7d3d2h Jh6h5d4h3h 
7s6h3d2s2h Js7h5s2s2h Kd8c7s2h2d 9s6s5s5d3s 
AdQhQdQc4s Js8s6h6d2c QhJc8s4s2s Kd6s4s3h2h 
Ac8s7s5s2s KdTc7h4h2s KsTc7c4c2d Qd9d9c3h2s 
ThTd7c6s2s KdQs9c3s2h Td7s4d3s2c Ac9h5h3d2d 
KhQs7c6d2d KhJc9c6c2c QhQc7d3h2s AsKh6s3s2s 
AsJs6d2s2c Qs6c4c3d2d 7d6h5h3s2h 8h4d4c3s3d 
Qd7c4c2h2d KsQd7s4h2s QcJs4h4d2d As5h5d4c3c 
QdTs4h4d2d AcKcThTdTc Qh7s5s4s4d QdTh7c3s3c 
KdQc7h6s2s Ts7c4s3c2d KdJh8d2s2c KhQsQdQcJs 
Jh6s6c4d3h Qh9d7s5h2h Qc4s3d3c2s Th8d5h3h3c 
QdJh7c5s2s AcTc6s4c2c Jc8h7c3h2s AdJc9s4s2s 
Kh7s5d3h2c Ts8d5h5c2s Jc9c7c4h3c Qc8h7s5c2c 
Qc9d5c4c3c KcQd8s4d3d Ts9s4h4c3s 8d6d5d3h2c 
Td9d5s4d2c Js8s6d6c3s Jd9h8s4d2d Qh8h4s3s2c 
KhJc4c3s2d 9d8d4h3c2h Qc9s6s4h3s 9c8d5c2h2c 
8s8c7h4d2h Ks8c6d5h2h Qd7c5h4c3c Qc9c8h7c3c 
7h6h3s3d2d Kh9h6h4s3h QhJc7s3d3c Kc9c6s6d2c 
AhTd5c4s2c Jd6d6c4h3s Kh5s5c4d3c Kd8s8h7h3c 
Qc8h7s3h2c Tc9d6s4s2s 8s8c5c3c2d Js9h3d2h2d 
Jd6d4h4d2h Ts5s4c2h2c As8d6h4c3h QsJd6c3d2h 
Kd9h8c5s2c Ks9c6d5h2d KhJsJdJcTh Qh9c6c4d3c 
Qd9d5d4h3d TsTh4s2s2d 9c8h5c2s2c Jh6s4h2s2c 
KdTh7d4d2d Td6h5s5c3h Js9h7d6c2h QhJh6c4h2h 
JdTc3c2s2h Kd9c8s3c2s KdTc4h3s3h Qh9h6s6h2c 
Ts9h8h3h2c QhTc8s3s2d 9s6h5s4c2s Kd8c7s6s2h 
As9s9h3s2c QdJh8s4s2s Kc9c5c3h3d Kd5h4d3c2d 
KdQc8s7h3s Td8s3h2h2d QhTd4d4c2s AsJs6h2s2c 
AdTc7s4h2s AdTd6s4d2d KcTsTdTc7d 9h7s7c6s2s 
KcJs9d4h2h Kc9s6s4h3s AhTd8d3d2c 8h7d4s4c3s 
Kd6h5h4h2c Tc8c7s7c3c 9d5h4c2h2c Ad8h8c2s2c 
AcTc3c2h2d Ts7h5d3h3c 8h5d4s4h2c AdTs7h4h2h 
Kc7h6c4s2c Js9c7s7h2s KdQsQhQcJs QcJc9c2h2c 
Ad8s6c4h3c Js8s6d3d2d As8h7d6d2d Jc9c7s5c2c 
AhQs8d3d3c 7d6h3h3c2c Kd6s5s4s2h Qd5s4h4c3d 
Qd6s6h5d2d Ah9h9d3h2c 9h6h5s5d2h Kd7c5s3c2s 
9c8h4h3d2c Jh8s6h3s2s Qs8c7d6s2s Qh4c3s2s2h 
9d7s7d6c2d QhJh7h5h2c 8h6s4h3s2s Ts7s5h4c2d 
Kh9s8c3c2s Jd8s8c6d2d 9s6h4d2h2d KhTh8h3d3c 
Ad8s5c4s3h AcTh6h4d2s Qh6s4h2s2h 8d7s7h4c2h 
KsQd6d3d2h Kd8h8c7h2s Jh8h7h6c3h Js8c5h5c2d 
Th7h6s4d2c Kd7h5s3c2d Kc9c8c5h5c Qd8d6d4c2h 
Qc9c7d5c2s 9d8h3c2h2c Ks8s6h6c2s KsJs7h3c2d 
Jd5c4c3h2h 8s6s5s3h2d Qc9d7s5c2c Ah8c7s3h2h 
Th9d7c4c2c Qh9h5h4h3d Js7h6d3s3c Qh8s8d6s2s 
KhQs7d3c2h Th6c5s4h2d Ks8c5s3s3h AsQs4s2s2c 
KcJh8s6s2s Kd9s4s4h3h 7h5h5d4c2s Qc7d4s2d2c 
Jh5d3s3h2s KcQh9h4h4d 9c8s8d4d3d Qs8s8d3s2d 
Ks9d9c8h3h 9c6d6c2s2c Ts9c7d4c2h Td8c3d2h2c 
Ah9d6s6c3d Qc9d5c4c2s Ad9h6h3c2c KcJs6s3s3d 
Ah5c4d4c3s Js9s7d6h2s Jd9c7s6h2s 9h8c5s4s3s 
Kd6s5s4s2c 9c8d6d4d3d 8h6h3s2s2d Kd8d7c3s3h 
KcJh8s4d3s KcQd9d4d2h Qs8s4d3d2c Ks8h7d4d4c 
Ts7c4s4h3d KcQh7c4s2c Ac8s7s6s2h Td9d5s5d2c 
Qc9c6c4d4c Td8c7d2s2d AhTd6h4h2h 6h5h4s4d2c 
Qc8c7d4h4c Ad8c5s4c2h Kh9h8h8c2h KdQs8h4s3s 
Kc6s4d2s2d Ks6d5s4s2s Kc9d6s4h4d 9d8h5c4c3c 
KhQs8c7d3d 9d8d5d2h2d AsQs8s4s3s Kc9c8c7h3c 
QhJc7c4d2s QcJs7d7c2h Qd8c4h3h2d Kc9s8s6d2s 
Jd9c8s2s2h KsJs9s4s2d QcTc7h7c2s AcJc6d2s2c 
KhJh5h3h2s Qc7c6s3d2s Jh6h6d5c2s Qd7c6c4h4c 
Kd9c8s8h2s KhJs4s4c2s Qh9d9c7s2d Ks9s5s4h2c 
Kd7c3h3d2h Qd9h3d2s2h Tc8h6c3d3c Jh9h4s3h3d 
Kh8h6s3h3d Kh9s5d5c4c QcJs8s4s2s QsJs8s6s3s 
Jc7s5h2s2h Ad9s7c4c3c 9d7d4h2s2h KhQs8c4s3s 
AhKd9d3c2d KdTs8c4c2c QsQdQcJs5d 9c8d4c3h2d 
8s8d5s3s2h QhJs6d4d2d QcTs8s3h2s Jd8h8c6d2d 
Kd7c5d4s2d Ts7c6h4s2d Ac7h7d4d2s AsJc7c4h2c 
AcQc8c6c2c Kc8c5d3s3c As7c6d5h2c 9s7c5s5h2d 
Td7h7c6c2s Ah8s5c4s2d KhJc8s6s2s KsJd6s2h2c 
Js9c7d6h2c Qd8d8c7s2d Js5h3s3h2c AcKd6h3s2s 
9d6s5c4c2c Ah8h7c3s2h 9h8h5h2s2h 9c6h3d3c2h 
Tc5h5c3h2s Jc7c6h3d2d AdKc6h3s2s 8c6s3s3c2d 
8s8c5d3h2d Kd9d8d8c2d Th9c5s5d2s Qs4h3s3c2c 
Qc8s8c7h2c QdJd4s4h2d KsTsTdTc7c Ks8c7c6d2h 
Ks6h6c3s2d AhQc9s2s2d Jh8h7h6d2s Kd7c6d4h2d 
QhJh6d4h2h KhQc7s7d3s Ac9h6d5h2s Qc7d5h4c2s 
9s9d8h4c3c Kc9d4h4d3h Qh9c8d3s3h Jc8s4h2s2h 
Jd9c7c3h3c Qd7c5c4s4c Td9s5s2h2c Tc7d4c3h2d 
Jc8d7s6h2d Ks8d5d4h4d Kh7d5h3c2s Qs8h4d3s2h 
Jc8d5h5d3d Ac7d6d5d2h JsJd6c4h2c Ac9d7s3c2c 
Th9h8h3h2d Jd6h4s2s2d 8h6d4h3d2d Ts9c5h4d2h 
Jd6d5c3s3h QsTh5c3d2d Kc9d7d3h2h 9d8s5s2s2c 
Qd6h6d4s2c 9s9h8h4h2d Qh8s7h2s2h Qh6s5c4c2d 
Qc9d5c4c2h Ks8h7s4s3c AsTs3s2h2d Ts8s6s6c3s 
Ah8d5d4c2s Ts6h5d4c2s Jh8h6s6c2d AsJs8s3c2s 
9d8h3h2d2c Jh9h6d4c2s Ks9d6c4d3h Js9d3s3d2s 
Th8h7h6c2h Qh7s5c4h2d AhTd5s4c2s Kh7d6h6c2h 
Ts6s6h5c2d Qs9d7s3h3c TsTc7h5h2h Ac8s8d2s2h 
QdTh8h3c2h Jh8d4c3h2c 9s8h8d3h2c 8c5d5c4s3h 
9s6c4h3c2h Qc7d6d3c2d Ts7s5c4d2h 6c5d4s3s2s 
Jd8s8d3h3c 7c6c5s3c2h QsTs3h2d2c Js6h6d4c3s 
8s6c4s3s3d Ah8c5d5c2s Ad7h3d2s2c KcQd8s4h2d 
Kh7s3s3h2d Ah7s6c3s3d Kh8d7d5c2s Ks8d5s5h3s 
Ac7s6s5s2h Kh8d3h3c2c JsJd7d6c2d Kd9s8s5h2s 
Js8d4c2d2c Ts6h6d5s2c Kh9s8d8c2c Td5d4h2h2c 
Jc9h6h4d3h Qd9c5h3d2s 9h9c6h4d2h AhTd6d4d3d 
7s6h3d2h2d JsTc7s2h2d Ac8h5d4s3d Js7c6s2h2c 
Kh9c6d4s3s Ks8h7h7d3c Qd8c7s4h2d 9s8d3d2s2c 
9h8s5c3d2h 9c8c6h4c2d Qs8c7h3c2s 5h5d3s3h2c 
Ks9h7h5d2c Kd9d8d5d5c KcJs4s4d2s Jd8d7d6c3d 
Th7h6c5h2s 7h5d5c4h2s QsJs7c5s2s Js6s5c4s3s 
KdJh9c4h2h Ks8s6s5h2s KhJd6h2s2c AhQh4h2s2h 
Qh7h5h4d3h Kd9h7h3c2c Qd6s4h4c3d As9d6d3c2c 
9d8d7d4h3s AhKc9s4s2d KsQc5d3d2d 9s8d6d3h2c 
JsJh7c6c2d Qh7c6d5c2s Ah7s5h4h2h Th8h7s4d2h 
Qc6h6c4s3c KdQd3d3c2s Ts8c3s2d2c Jh9h7h7d2c 
Ac8s5d4s2s Jh5c3s3h2s Ah9c7s5c2c KdQd8d7d2s 
Qc6s6c4h3c QhTs7h7c2h Ks7s5h3c2d Td8s4d3s2d 
QcTh4s4c2c Tc9s7h4h2d Qc8d5s5h3s Tc8h5s5d2s 
AhTc6c4d2s 8c5h5c4c2d QdJc7c5s2c Qh9d5c3s3d 
QdTh7d7c2d 9c8d5s3h2c Ac8s5s4d2h Ts9d5d2h2c 
8c5h5c4c2s Qd9d7d4h2h Jh9d8s4h2h As8d7d6d2h 
Qh6h6c4s2d 8h8c4c2s2c TsTc7d4s2s Kd7d6d3s3c 
Kh8c6c5d2c 9c8d7d3h3d 9d9c8h4s3s Qc7c6d2d2c 
Ad8c5c4h2s Kd9s8c5c2c Kh9s7s6d2c AhJs9d4d2d 
Tc7h4s4h2s Qc8h7s6c2c 9d9c8c4s2c 9s6h3s3c2h 
Qd4s3h3d2s KsJs7s6s2c JsJc4h3d2c KdQc8h4s2c 
Ad9d6h3c2d AcJs7d4s2s AhTs9s3s2s Js9h3c2h2c 
Jc8s7c6d2c Qh9c6d3h2s Ks5d5c4h3c 6h5d4h4c2s 
Tc9s6d4d2d QsJd9c3c2c Ad8s7s5s2s Qd8s8d5d3d 
9h6s5s4s2d KcJc8d4c3c KsTs8h3c2s Js9s6d4c2h 
Qd8s6h4c3s Kh9h6d6c2h 6s6c5c3c2d Kc9h7h5s2d 
QhTc3h2s2d 8c6c4h4d2s KdJc4s3c2h Qh6s3h3c2s 
Tc7c6h5c2s Ks9h8d5c2d QsJc9d3c2c 9s9c8s4s3d 
Qh7h6d3s2d QsJd4d3d2c Td8h5s5c2d KdQs7d6d2d 
Jh5s5h4d3c Jc9c6d4h2s KcQh7s7d3s AdTh8h3s2h 
7h5s3d2s2d Kc4c3h2h2c AdJd8d3d2s Td7h4d4c3s 
Td7s7d3s2d Tc9s5h5d2d 8s6s6h4c2s Jd9c8s4h2c 
Th9h6s5h2h Tc8s7h3h3d Qc9s7d5c2c 9d9c8c4c3h 
Jh8c7c4s3d Tc7h4s3s2c Jd9d5s2h2c Kd8h6s5c2c 
KdQh8c7s3s Jd6d4s4d2s 9h8s6d4h2h AhTs8s3s2d 
Ad9h5h3c2c AcJh8d3s2h QsQhQcTh9d Qd9s5s5c3s 
Jd9d8d2h2c 9s6d5c4h2h Jc7c4s4h2s QcTs7d5h2d 
KdQc8s6s2s Kh8d7c2d2c 9c8s6d4c2c KdQs9c7h2c 
KdQc8c4c3h Qs8s6h3d3c AsQs4s3s2h Kh5d4h3s2h 
Th9d6s3h2h 9s8s7c3s3h 9h6d6c4h3h JdTs6d3c2h 
Qh8c5h5d3h Jh9d7s6c2s Td5d4s2s2c Qc9c6d3h2s 
Jd8c6s6c3h Td9d5c3h2s Kh9c7d5d2s Ah6s5d4c2d 
AhKs8c3s2s Qd8s7s5s3h Qs8d4s3c2c Ac8h8c3c2d 
KsJc9d4h2h Th8d7h2h2c KdQh3h2s2c Td5h4d3h2h 
Qd9h7d4s3d 8c5d4s4c2h Qc8h4c3d2h 8s8d7h4c2h 
Th8d7c4d2d Ah7h7c3s2h Jh8s7h6h3h QhTs6s4s2s 
8c7s4s3d2d KcJd7s6s2h Td9s5h4c2h Ac8h5h5d2s 
Kd9s5c2h2d QcTd7d6d2d Qc5c3h3c2h AhTd6d6c2s 
9s8c3s3c2s KhJs6h6d2h 9h8c5s4s2s Qd4c3h3c2d 
Ks9d8d6c2d Ks9h8d5d2c Qc9d5s5d3d Js8h6h3s2s 
Ah8d5s4c3s Qc8h7h3c2s Jc7h5s3h3d KhJs7c5c2c 
Jh8c7s7d3s 9h6d5s4c2c 9s8s7s2d2c 6s4s4c2h2d 
KdJh4s2h2c As9s5s3h2d 9c8h3d2h2d Js9d6s3h3c 
Kh8s8d6d2c Qc6h5h4s2d 5h4s4h2h2c 9s6s6h4s3d 
Jc9h3h3c2c KsKdKcJs7h QcJs4s3s2h Ts8h7s4d2s 
9d7c5s4h2d Ah8c5d4s3d Qs7c5c4h4c Js8c7h7d2h 
AdQh7d3s2d Ts9d7d3c2h 8h6s4d4c3c Js9c3h2h2c 
AhQc6d4d2s Th7h5d3h2d Js8d6h6c3h Kd9s7h4s3c 
Kh8d6d5s2d Qc8h7s3s2c Ad9h9c5h2s 9c6h5d4c2c 
Qd9d5h5d3d AcTh6h3h3d Qc8s8d6d2d Jc9d7h6h2h 
Js6c4d2s2d Kd8d5h3s3d KsJs5s3s2h QdTs7c3h3c 
Js6d6c5s2h 8d7d5d5c3d Td9d6s3d2c Jd4s4d3d3c 
KhJh6h4h2c KhTc8s4c2c Tc8d7h4h2s Kh9d6c4s3s 
TsTc7d4c2c Jh5c4c3s2s Kc8s6s4s4h Qh7h4s4c2c 
Ts9d6c4c2c Qs8h7s7c3s Qd9s7d4c3d Jh9c5s5d2c 
Qs7s5s4d3s Qd9h7s5d2d Ah5d4d4c3s Jc8h8d7h3h 
QcJc6c3h2d QhJc7c5d2c KsQd7d4c2h Kc8c7c5c2h 
7h6c5c3d2c Jh9s5d5c2s Js8d7h6h2c AdJc7c4h2c 
QsJs7c3h3d KdJcTsThTd 5d4s4d3d3c Kc8s8h6d3s 
JdTs7d2h2c As9c7h7c2c 9s6d5s4h2s 8s8c4c2h2c 
Th7d6c4h2s Js8h4h3s2h AhKs9s3c2s Qs9s8s8h2s 
AsTh5h4h2d Kc9h7h6s2d 9s6d5d4d2h Td8s5d5c2d 
QcTd8d3s2d 9d7h4s3h2d Th7h5s4d2c Jd8s7d6d3d 
Td7h5d3d3c Jd9d4s4c3h Jh6d5h4c2h Jd9s9h3c2d 
Jc8d7c6h2c Jh8d7s6c2d KsQs8d4s2h KsQh9c7c2c 
KcTs8s3d2h 7c6c5h3c2d KhQd8c7s3c Kc7c5d5c3c 
QcJc5c3c2d KhTh5d5c2h Tc8h5s5d2c Ac5s5d4h3h 
6d4c3s3c2s ThTd7s4d2d AhJs5c2s2d Qh4d3d3c2h 
KhTc6s6d2c KhJd7s6s2c AhQh8h4h3h Ks8s7h3d3c 
9h8h5d2s2h Qd6d6c4d3h Qd8s7d6h2d Th9d6h2h2c 
9d7d4h3c2c Js9s6s4s3d Td9d7d2h2c Ac8h5h4d2s 
KsQs6s3h2c QhTh7c6h2h Qs6d3s3h2h AcJd5h2s2d 
Qd4s3d3c2c Kh7c6s5c2d Ts9s4c3h2d Js8s7d6s2c 
Tc6d4c2d2c Jc9c6s3d3c Qd9d5d5c3d Jc9s5h5d2s 
Qs7s5s4c3s KsJs6s4s2c As7h5d4d2c Ah6d5s4s2c 
Kh9s9c6d2s Td9s5c4h2c Ad9s3h3c2d Ts9d6s2s2c 
Kh7s6h4c2h 8c7d4c3h2d As9s8s6s3s Jc7s5h5d3s 
Kc9d8s3h2c Th6h6d3h2d 8s5h5d4s3c Jc8c7s4d3c 
Jh6h4s4h2s 8c4h4c3s3c Ts8h7d4s2s Kc9c5s5c4c 
Ac8s5s5h2d 8c6d4s4d3h KdJd7d3s3c Jd9h7d7c2d 
Qs8s7d6s2c KdTs7h4h2c QcJd7c4c3c KcJh7d5d2d 
AhQc7h3d2h TsTh4s2s2c Ad7c6h3s3c Kd6c5s4h2h 
Jc7s6s3h2c As7c6h3c2h QsTh7d5c2d Tc9c5h4c2d 
