JsTh6s3h2s 
8c7s4d4c3d Kh8h7h5c4h 8h7c4h4d3d AcQsJh6d2d 
QsJd5s4s2h Kd8c5s4s3c Jd8s7c4s3c Qs9c7d5d2c 
Kd8s8d5c3h AhTs9d4s3s Ts7d5s4d2h JhTd9c3d2d 
AsJh9h8h2h KhTs9c4c3c KdQdJd7d3c KcJd8c3d3c 
KdQh4d3d3c Th9d9c6s2c TdTc7d4h2h ThTd7s5c3c 
7h7d5h3c2d Qh9d7d7c5d Kh5h3d3c2d 9d8h7d5d3s 
Ks9s5h5d4c 9s7s5h4d2d AcKh9s9d3s QdJdTd6s2d 
Jh9h7d6h3c KdTc7s5h3s AcTh6h5h4h JsTc6s6h3s 
Tc8c7c4h2h Jd7h7d5h2h QhTc9d5d2d TsTh7d6c3c 
As9c8h6d4h 8d7c4s4c3s Tc9c8s5h2d Jc8c6s6d4h 
KcQd9s9h4d KhTd9h5s2h AsKh8d5c2c JhJd7h5c2s 
Qh9h8c7d2s AcJc9c3h2d Kc9s7s3d2c Ad5h5c3s2d 
6h6c5h3c2c AdQh9h6c2s AcQc4h2s2c Qh9d8s5s4c 
6s6h4h4d3c Ad9s3d2s2h Td7s6h4h3c Ts8s8d3d2c 
QhJc9d7c2s QdTd8c5d2h AhAdAc8s3s Tc8h7d4s4c 
Qh9s8s3h2s Ts9c7h7d4d QsQc8c4c2h QsJc7h5h5d 
Kd9c8h7d4d Td9h9d6d3d KsQs6c3s2c QdJs9d7d3h 
Ac9d6s6d5h 9s4d4c3d3c Jc8s8d7h4c AcTc8d3c2s 
QcJs4c3h3d JhTh5d4h2s Jc8c6s6h4d Kc6s6h5d4d 
QhJc9s9d4s Qc6d5h3h2c 9s7d6h6d2h Tc8d7s7h4d 
Tc9s8c7h3c Ks9h7d5h2d KhQc4s4h2d QdTs5h5d3d 
Td6h6c4d2c QdJc7h6c2h 6s5s4s4c3c As7h7d5h3h 
QcTc5s5c3h Jc7h7c5h2h Ks8d7c5s2h Qc9c8d5h2s 
Td8c4h4d2h Qs8s7d6s2d Qh9c8s4s3c Kc7d6d4c2c 
Qh9d8s6h3h AdQh4s4d2d Ad7s7h5s3s JhTs9s6d2s 
JcTh8h4s2h AcKh9c4d2c AsQs5s3d2h Jc8h5c4s4d 
KcJs9s8s4h Ts9c6s6h4s QhQc8h4h2s Th9h8h5h4d 
QdJh8s7c3d QsTh9h7h3h Ts9c8h7h2h Th6s6h5c2c 
KdTs9c6h2s 9d8h6d5d2s 6h6d5h3d2d KsQc9s6s3s 
AsTs8d4s3s QdJd7h7d4c Jc8c7s7c6c QcTh7c4c3s 
KcTd8h6s3d Kh9d7d3h2s Jh9s8d7s3c KcQc8d8c3d 
JsJh6s3h2s AsQd7d5c2h Qd7d6s4c2c Kc8s8h7h2s 
Ts8d7c5h5c QhJh9d4c2s KhQh8s8h3s QdTc8s4h4c 
7h7d4c2h2d Qh7h6s5d3h KsQd8c7s2h Td9d7h4d3s 
KhQd8s8c4h QcTsTh7h2d Qd9h6s5s3c 7s6c5d3d2s 
Td7c4s4c3d Tc9d8d7s3d KcJd5s5h4s TdTc7s6h3h 
QdJd9d3h2h Jd8d7h7d6d Kd8c7s4h4d Qd9h7d4d3h 
KsJd9h8d2d AsJh9s3c2s 9c6d5c3d2s JhTd8h4s2h 
Jh9s6h4s2c KsQcTs8s3s AhJsTs3s2s AhQdJs6d2d 
Jc9s8s7s4h As8s5s4h3c AhTsTc6d3d 9d6s6c5h4c 
Th6s6h4h4d 7s7h5h3c2s Td8c6c5c4c Qs8s7d7c4h 
As9d7s7c2s Jc9h9d7s3d Qc7h6d4d2c Ks7s6s6d5s 
QsJc7s4s2c JhTh5d4h2c KdJs8d3d2s 9h8d8c3d2h 
AhJh9h6h4c 9h9d6h5h2s AhQcTs3s2s AcKh9d6d3d 
Kc7s7h6s5s Qs8d7d5c4d Jh9h8d6s3c Js9d8c7s2h 
9d7c6d4c2s KcQd9d6d4d 9h8c7s5s3d KhJhTh7c2h 
Ac9s7h5d3h KsQs4d3s3c Ad9h5d3h2d 9s9h8d3h2s 
Ac9s3h2s2c Qd7s7h6d5d KsQhTs4s2s 9d7h5d4h2c 
Kh8h6d2d2c QsTs8s6h2s KdJs9c4d2h AhKd9s6c3s 
9h6d5h5d2h AsTh9c7h2h Kc9c7s4s2s QdTd5d5c3h 
9s9d6h6c2s Jc9h8s7c2d Kh9s6c5s3d JdTc9d3d2s 
9c8h7h5h4h Jc8s8c3s3c JsJh8s8h8c 9h7c6h2d2c 
Td6h6d4d4c Ks9h8h2s2h 9s8s8c5d3s KhTc5s5h3h 
7s6d5s5c3h Th8d5h5c4s Jh8h6d4d3h 7h6s5s3c2c 
Ks8s8d5h4s AsQh8c5h2h AcJs3h3d2c JcTd9h3s2h 
Ts8s8d6c2h 9d7s7c6d4h KdJd7c3c2s Ad9d6h5d3d 
QsJd8d6h3c Jh6h6c5d4s Kd7s5d3c2c Ad6c5h4d2d 
Qh6s5s5c2c 8s7s5s5h2h Jc9d7c4h2d 9s7h7c3s3d 
AdTh6s3d2c 9s8c6s5s2h Qd8c5c3d3c Jh8h8d5s3c 
JsTc6c2s2c QhQc6h4h2d AcQs8d5d3d Jd9c6h6c2h 
8s5s5h4c2h KsJh9s5s2d AsTh8c4d3d Th9c8d5s5d 
Kh8s7h7c4h Tc8c7s6c3d AsTs5s5h4s Jc8d7d6d4s 
KsQh6c2h2c JsTc8c6c2d JhTd7d3s2s 9h6s5s2h2c 
JdTs8s6h2s Qd8s6c4s3c Ks7h6d6c3s AsJh5c4h3d 
Qs9c8s4c2c AcJc9c6c3s Kd8h5d3c2h 9s9c7c3s2h 
KhJc8h5h2s KhQd9s7c2h Th6c5d4h2c KsJh9c5h2d 
9s7s6d4c3h As5d5c3h2s 8h8d5d4s3c Jd6h6d3h3d 
QsJh5s3s3d QsJc7d6h3c KcJsJh6d2s Qs6d5d4c2c 
AhJs7c6d3s AhQc9c8c3c 8c6d5s3s2c AcTc4h3d2s 
Ah8h5h4d3s Td9c6h6d4d Ah9s9d5s4c 8s7d7c5d3h 
Jc9d7s6d2s QsJh9c8c2c 6s6h5c2s2d KcTs6c2s2c 
7d6h5d3s2s KsKd8c4c2c KcQc6h6c3s Td9c8s7h3c 
Th8h7d6h3s 8d6s5s3h2h Kh6s4d2h2d Kd7h6s6c5h 
KsQc9s8s4d 9d7d5c4s2c 9s6h5c3c2h AcTs5s5d4s 
KhKd8c4c2c TsTh5s4d3c Qc8h8d6d4d KhKdKcTs9c 
Ah9c8s2s2c 7d6d5h4d3d Td8h6h5h4h QsTs8s5h2c 
9d9c8h7c3s QdJc6c5c2h JdTd8h8c2d QdTd8s5c2d 
AsQd8c5d2d Qc9h8c4h2h AdQc8h5h3h Jc9s9c5d2h 
AhKs6s4d2s QdTs7d2s2h Ad9s7c5h3s Jd9s9h8s2c 
Qh6h5d3s2d Kd8h4h4d3s KdQs7h5c3c Qc7d5h4h2c 
QsJd7h5h5c KsTd8d5d4d QcTs8s4h4d Ts9c6d3d2s 
Ac6d6c5c2s Js9s9c8d4s AcQcJc6d2c Js9d5c3c2s 
KhTh6c5d2h 9s7h7d4s4c 9c7c5h4s2h QhJcTs7c2c 
KdTs8h8c4s 7s5h4h3s3h Kd8d8c5h4d AsTd8c5h2d 
Js9d8h2h2d Td9s5h3s2d KsJs8d3d2d Jc8s7s4c3s 
Td9h7s4s2h JdTc8c4s2c Kd8d5d4h2h Ad9d6c3s3d 
Jc8c7s4h2h Ks9c5s5d3h JcTc5s5c3c JsTd5d5c3d 
9d7s7d5h3d Tc7d6h6d2c 9s8h7d5c3h Qd9s4h3h3d 
KcTc6c5h2d Tc7d6d4s3h 9h7s7c6d3s KdQc8h7d2s 
AcKs4s3s2d Js9c8c6h4c QhTd7s6s3s AhTd8s8c2d 
JsJd5c4d3d 9h4s4d3s3d KdJc9h4d2s Js9d8d7d4c 
JdJc8s5d2d AdQs9s8s3s 9h6d5d4h2d AdQc8c4h3s 
Ad6h5d4c2d QhThTd4h3h Qs8d6d4c3c KsQd8c6d3h 
KhJsJc6d3d Jc9h8h6d4h JdTc6s6d3d Td8s8d6h2c 
Js9h5c3c2s KcQd9c6c3c 6s6h5h3h2s Tc7c6c5s4c 
Tc8h5s3s3h As9s9h6s2d 9s8d8c3d2s Tc7s5c4s2h 
Th9s7d4d2s 8c6h5d4h3s As6h5d4d2h AdJh3s3c2d 
Kh9s7d5s2d Js7c5s5h2h Jh8s6s6d5s Jd7d6d5s3c 
Kc9h5s5c4d 9h8c7d5d3s Qh7c5d4c2h 8s7h6c5s2d 
Ac7s6s5s3d QsTh5s5d3s QhTd8s5d3d 9s9c8h7d3s 
Js9h8s4h2s AcQc5c3s2d As9s7h7d2s 9h8s7c6d3d 
Kc8s7h5c2d Jc6d5s5c2s 8d6d5s3c2s AdJh9h4h3c 
8d6d5h5d4c Js9s9h3h2h Js8d7c4c2s QsQc9s6s2s 
AsKc9s9h9c 8s6d4c3s3c 7c6d5d4d3d Kd9c8h3h2d 
Tc7d7c5s2d KsTh9s4s3s Ks8s6d2d2c AhJsJc7c2c 
Jd9h7h4s2d QdJh9d8d2d Qh8s8h7h4d KdTh8h5h4h 
Jd9h8s5c2d TsTd7c5c3h Ah9s3h2s2c KsJhTh6c2h 
Qs8s8d4c2d Ks8d6s4s2d AcJs7s6s3d KcJs9d5s2h 
QsJd8c3d3c Tc9d6s6c4c Qd8h7h6h4s Jc8h7s6s4s 
KcQs7d5h3h Td9s6d6c4d Qs9d5c2s2d Ks6h4s2h2d 
JdJc9s4h3s Kd9c5d2h2c Ts8h7s4d4c QdJhJc6h2h 
KhTs7d4s3c Kd7h6d4d3s QcTc9s7c2h Th8c7d5s5d 
Th7d6s5s5c JsTh8c6h2h Td9s9c6h2s Ks9d7c6h3c 
Ad8d7d4h2s 9h8c7c5d5c KsQhJd3d2d AcJs6h5d3s 
Qd6c5s3s2d Qc9s8d6d4d As9h6h5c2c 9s9h8s7c3d 
AhQdJc6d2d Ac9s5c3c2s AdQd7s3d2s TsTh8d4c3s 
JcTd8s8h3s Td7s5d4s2h 6d5d4h2h2d JdTs7s3h2h 
Jc9s7s3h2c 8h7c6d5h2s Ad8s8h6s4s AcQs6c3d3c 
Ts8d7c4s4h KdJd8s3s2s KsJc5h5d4h KhTh7s7c3h 
KdQc6h2h2c 9h9d8d7s3c AsQs4c2s2h Td9s8h7h2h 
Qc9c5h3d2d QdTc8s5c2h 9s6d5d2s2c Ts9s9h6d2s 
QsQh8c6d2c QhJc8d5h2h Th9h9c6d2h JsJhJd8s8d 
JdJc6d3c2d Ks4h4c3h3c Jc7d7c4c3d AhJc9c5c3c 
Jd5h5d4c3h Qc9h5c2s2h Ad9h5s5d3d 8h6d5c4s3d 
TsTd8d7d3c AsTd9c7d2d Kd8s5c4c3s QhTh5d4s2h 
Tc7c4s4d3s AdTh6h6c4h Jc9s8h7c2d AdTs8c4h3h 
Ac9c7c3s3d Jh9s9c6h3d KcThTd6s2d Tc9d8s7c3c 
9s6s5d3h2h Jc9s8h7s2d AhTs6h5d2h QdJd9h4s2c 
Jd6s5h5d2h KsTd9c4h3h JhTd9s6c2c Td7h6h4c3s 
9c7h5c4d3s Jd8h7c6c4c KhJs6h5h2d QsJsTs6s2d 
Qh7h5s4s2d KcQdJd8d2h Th8s4h4c2c Js9c8d5h2s 
7s7d5s3c2c Qc8s6d4h4c KhJd9s4h2c Js8c6s4d2c 
AhTh4s4h3d Qc9s5d2s2c AhQc8c7s2c Js9d7h5h3h 
Th9c8d8c3s AdTd8h3d2s Js9d6d3s2h AhJh7d4h2s 
KsJs8s6s5s Jd5h5c4d3h Kh5s5c4c3s 8d7d5s5h4d 
JdTc8h4h3h QhTc8s5c3c AhJsThTdTc QsQd5c4c2c 
ThTc8s4d3c 9h7h5c4s2s Kc9h7d4c3s 9h9d4d2h2c 
Ac6s6c5c2h QdTd9h7d2s AsKs8s6s2h Qs9c8s5d2h 
Jd8s7h4s2d KhJc9c5s5d Qs8d5d2s2c Jd6s6c4d3s 
Kh6s4h2s2c Jc9s7s4d2c Kc7s5d2d2c QhTc5s4d3d 
KsQd8c5h3d QcJd7h5s5h 8s7d6c5s2h KcTs9h4h3h 
KsQs6s6c3d Ts9h8h8d4h Ad8h7c3h3c Js8s7h4c2c 
Tc7d6h5d2h Kd9h8d5d4s JsJd6s5h2c KdQdJs3d2d 
Ks7c6s4s3h AcKsJc6c2c Qd5h5c4c2d Jc9h7h6s3d 
AdTh9c4h3h Td9h7c4c2h QhJh9h3d2d Td7d4s4h3s 
Qs7h7c6c4d Qd7d5h4h2s Qh9h7s4s3h Kc5s5h4s3h 
Jc5s5c4h3s KdTd3s2s2c AcQd9s6h3s 9d8c7s6h3c 
7d6h5s3d2h Qs9s7h5d5c KsQs5s4s4d QcJh9s8s2s 
Ts9c8h5h3d KsJh5h5d3c AhJh9h6h3d Kc8d4d4c3s 
QdJs7c5h5c Qs9h6s4h2h As8h8d6h4h Kh9c7s5c2s 
Th7s6d6c4h QcTh9d4s4d KdJsJc6s2h Qd9c8s4s3c 
Kh9d9c8s3h AdKh9d4s2d Kh7c4c3h3c Kd9h7c5s4c 
JdTh9c6h2h 9d8s8d5c3d TsTd8c3d2c KhQd8s7h2c 
Tc9h8c7c3s Ah9c6c5s2s KdQs8c7d2h 8d8c6d3h2h 
Qh9c8d7s2h KsJd6h6c3s Kh8c7s4h4d AdTd8c6d2d 
Ad9s7d7c2d KsKd6h6d6c TsTd7h6c3c Ad8s7c3s3c 
Ks9s8c5d2h Js9h8c7h3d 9c7s7h6d3s 6c5h4h4c3c 
Jc7s7d6s5s 6s5c4s3s2c 9d8d7c4d3c Kc9d7h4c3s 
Jh9s9c8h3d Qc9c7s4s3c 7s5d4s3s3d KcTd7s4d3h 
QdJs8h3s3h KdJc8d3d3c KsJc5h4h4d KsTs5c2s2c 
JcTd8d4d2s KdTd6h5c2d KhTc9h5s2h Ac8d5h3c2s 
KsQcTd3h2d Tc9s9c6d2c QcTc7c6c3d QhJh9h8h3d 
Ts9s9c5s3s Th7h6s5c3d 8d8c5d3s3h 9h8c7d6s3c 
Qs7d7c6s5s KcTs8d7s3h 7d6s5c3h3c 6s5d4c2s2c 
KcTd9s4h3h Tc7c4h4d3d KcJc6c5c3d QhJh9d4s3h 
Kh8d7s7h4h AsJc7h3d2s JdTc6h6d3d KsQh7h7c4h 
KdTs9s8s4s 9h9d7d3h2c AsKc5d4h2h Ah7s6h3h3c 
QsJsJh3s2s 8c6d5s4h3d KcTs7h4s3d 9h8s7d6h3h 
Tc9h9d7d2s Jh7d7c6d5d 9h9d8s7c3d Kd9h9c8d2s 
KdJs8d4h3c Td8h7c6h3s Tc7h6d4s4h Jh7h6h5c3s 
Ts7s6h6c5s 8h6h5h5d4s Th8c5s5c2s KdTs6d5d2h 
KsJh9s4d4c 7s7h6h4s2h 9s7c5s3c2d AcKh9s6d3d 
Tc7h6h4d3s JsJd6d5h2c QsJh8d3h3d 7s7h5s3d2h 
Ts7d7c6s4s 8c7c5h4s3d 9h7c5h4c2s JsTs5d4s2c 
Qd8h8d4c2c KhTs6s4d4c Js9h7h6h4d JsTc8h8d3h 
8d7h7c5d3s Qd9d7c4c3d AsJc7s3h2d As8s5s4c3d 
QhQc5c3s2c Jd9d8s6h4d JdTd6d5s2c QdJhTc7h2h 
Th9d7c3c2h Th8s6s5s4s 9c8c5s4s2s Qd8h8c6c4c 
Qs8d5d2s2h 6h6c5d2s2c AhKs7s4s2d Ts7s6s5c4s 
Jc9c8d5c2h AsJh9h7h2d KdQd8c5s3d QhTh6h6d3s 
Kc9c8h5d2s As6c5s4h2s QsJs7d4c3h Ks9c7c4s2c 
Qh9s9d6d3c KsJd4h2h2d Jd6h5d4h2h AdQd7c3d2c 
8h6s4d3h3d Jd9c8c7c4s KsQh9h9d3c Th6s6h5d2d 
Kc8s8h6h2s 7s7h4h2s2d KcJc7h5c3c QdJd8d7s4d 
KcJh4d2h2d Jd7s7c5s4h KcJs9d6h3d KsTh8d8c4h 
Jd9c6s6c2s KcTs5h5d4s Jh9c8c3c2h Th8h8c6s3d 
7s6s5h2s2h QhQd9h4h2c Jd8s8d3s3d JdTh8d4d2s 
TsTd8c3s2c Kd8d6s2s2c Jh7c5h5d2d Qc7c6d5d2c 
KsQs9s6h3s 9s9c4s2d2c QsJc9h4d2s QcJs8d5h3d 
KsQd8c7h4c Qh8s6d4h4c KdQc9s8h2c Qs7s6h4d2d 
KcQh6s6c2d QdTd9d4d3h Tc9h6s6d3c KcJh8c3h3c 
QdJh9s7h2c 9s7c5s4c2d JsJc9h7c2c KhJs7s4c2c 
7h6d6c4d2h AsJd7c3s2h Qd9c8h3d2c Qc9s8c4s3c 
Ks9d6h6c5c TdTc8h6d2d Qs7s5h4c2h AhJsTs6s2c 
9s8s6d5s2h Ks9h7d6h3c KdJh9c7s3s JsTd8d5d2d 
KdJsJc3d2d 9s9h4s2h2c 9c7c6h4d3s Ad4d4c3d2c 
QsTh8c5h3h QsQc9s4s2h 9h9d6c4d3s KcJs4h3d3c 
AdQs7h6h3c JcTc8h7c2c KsQs8h5c3s As8s8d5s3s 
KsJh7s6d2c KsJc7h2s2h QdJs7h4d3c AsQs4h2s2c 
9s7s6h6c4d Qh5d5c4d2h Kh6s6c3h2c JsTd7h7c3c 
Ks9h9d4d2s 9h7s5h4s2c AhKs7d7c3d Kd8c4d4c3h 
JcTc7c4s4c 9h7s5s5d3c AhKc8d5s2s Ks5h5d4d3h 
Tc9c8c5c4s KhTs6d4s3c AhKc9s6d3d QcTh9s3d2c 
JsJd8d7d3c Js8s8h5c3d Td7h7d5s2h Qc8h8d7d3h 
AhTd8d6d3s JcTc8h4d2c AhKd8d4d3s KcQd4s4c2h 
Kc9s9c5d4c QdJd7d7c4h Kh8s5c4c3s Ts9h7d7c4d 
Tc9d8s8d4d 8c5s4d4c3d Tc9h8s8h4h QhJh5h4s2c 
JdJc8s5c2c KhJs7d2h2d Ad9s9d6d2c JsTc9d3c2c 
KcJs8c3c2s Js9d7d6h4d 9c7c5d4s2d JdTd5s5d3d 
9c8c7d5s3c 9c7h5h4c2d KhTh7s7d3h Jd9c8s8d4h 
6s5h4d2s2d Ks9s7s6c4s Jh9h8d6s4h Ks9c7c3h2s 
9d7h7d6c4d Ts7h6d6c4s Qs9c8s3h2h Jc6d6c5s4h 
Qd7c6h4h2d QcJhTd7h2h AdQh9h6s2c Jc6h6c5s4d 
Ks7s5h2h2d Qd5s5h4s2d Qh9d6s6c4h KcQdJh3h2h 
JsJh9c4d3c KdTh9h7c2h Kh6d6c5d2c JhTs9d4c2c 
KcTh8s8d4h 8d8c5h3s3h JdTd9d2h2d TsTc8d4h3s 
Kh9s9h3s2d AdJh6d6c3d Td7s6h6c4s Kh9d6c4c3d 
9s9c8c7h3d Ks9c7d2s2c Kd7d6s4s2d Kc6c5s5d4c 
Jd6c5h4s3d Th7c6s6d4c Kh9h7h7c4s TsTc7h6d3d 
AhQd4h4c2h Jh9h8s6d4h Qd6s6c4c2d QcTc7s5d3c 
AhKc5d4s2s AdJh8c3c2h Kc9s7d5h4d KcTh8c5s3c 
8d8c5c4h3s 9h6d5c3h2c AsJh7s3d2c Ad8s5s5h2h 
Qs6s5h3h2c KcJs9h6h3d Qc9d5c2h2d Kd9h9c4h2d 
9d8d6c4c2d Qs7c6h4h2s 8d7d5h4c3s Ts9d4s4c2c 
Kd8h8c6c2h KhJd5h5c3h Ah9c3h2s2c KhQh9c3c2h 
AcKh8d5s2s AsThTd7d2d Kd6s6c4d3h Tc8s6s6h4s 
Js8d8c7h4s Jd8h7h4d3h Qs9c5d2s2c Qc9d8d4c2c 
JdTh5c3s3c AsKd7d4d3d Ts8d5s4d2d 9h9d5c3s3c 
Qd8d8c3s3c KsQd6h2h2d JsTd8s4c2s Qd6h6c4c2d 
Kd8h8d5s3c Js9c4s3s3c Jd9s9c7h3c Ks7d5c3c2s 
9d6s5s4d2s 9c7d7c6c3s QdJh8s7d2c AsKsJs5s2s 
Ad9d5h3d2h KdTd7d5d5c AsKh6h4h3h Qd9h8c4d2c 
AdQc9c6h2s KcQd4s3h3d Jd8d5c3c2s Jh9s7s7d2d 
QhJhTh6h2s Jc9s7s6h4s Js9h9c3s2c AcQd8h5d2d 
AdKdJd5d2d AdQs7s7c3h JsJh8c5c3c Qs7h6h6c5d 
9c8h7c4h3c Tc6c5h4h2h Ah7s7d5d3d KdQh6d6c3d 
Ac8s8h4h4d AdQc9c8c3c Kh9c6c4d3d AsQs7s4s4c 
QhTs9s4c2d Jh5d5c2h2c KhQhJd3h2h Kc9s8c5c4d 
QdTh9s3c2d Ks9h6h3h2s KsJd7d4h2h AcJc9c5c2d 
Ac8h7s3s3h 6c5d5c3s3h Td8d7d4s2s Ah8d7h5h3h 
7h7d5h3s2d JsJh8c5s2s Jh6h6d4d3d AsTh8h6h3c 
KsQc9d6d3h ThTd5h4c3s 9s8s5s5h3h Ac9c7c6h2d 
QsQc7s4d3s KcTc6c5h2s Qh9d8c6c4c QhJc8d5s3d 
Th9h9c7s2d Ad8h8c4s4h AdKd7s7c2d Kc5c3h3d2d 
QcTc5d4h2c KdQd8h5s3d As7h6s3s3d QcTd8s8h3d 
KhTs9d6c2s KdTs9d5h2d Qc8s7h4s4h Kc9h9d4h2c 
JcTs9h3s2s 9d7s7h6c3h 7c6s5h3h2c QdTd8d5h2c 
Th8s5s5d2d Jc9s9c3s2s Jh7d6c5c4c Ts9h6d2h2d 
Jh9c6c3h2s AdJh9h7h2c JdTc5c3h3c Td9h9c6s2c 
QdTc9d6d2d KhTs6h5h3h QcTh9c4c2d Ac9d6s6d5d 
KsQc7s7h3d 7h6s5h5d3c KsTd6s5s2h KsThTc6h2d 
8c7s5h5d4c QhJs9c8c2c QsJc9s8s4s Ad9h3d2h2c 
AcJc9c3d2h Qh6h5s3s2c Qc9s8c3s2h 9c4s4c3s3d 
QsJs4h4d3c AsKc9s7s2s QdJd9d8s4d Qd9s9c6s3h 
8s8h5h4d3c KcJh9d5s2h QdJhTh7s2h Ts9d7s3h2d 
AsTh6h6c4h KsKdKc9s5c AdQc8c4s3h Js9d5s5h3c 
KcQc6d6c3s 9h9c8s5d2h Kc6s6d5h4h Ts8s5s5h4c 
Ks9d7h4d3h Kd6h4s2s2d 8c6c5h3d2h 7c6s6d5c3h 
Ks9s5d2d2c Qd8d6d5s3h Js9c8h2h2c Qc7c6d4h2h 
8s7s6c5h2d KdQhTd5d2d Kh9c7d5c2d KhTdTc6c2s 
As9d3s2d2c Tc9d6h2h2d Kc9h9c5d4c Ts6h6d4s2d 
Qd6h5s3s2d Kd9d5h5c4s AdQh8s5s3s Tc9s7c3h2s 
Jc6d6c5h4s Jd9h8s7h2c JhJc5d4c3c JsTs8d4h2s 
As8d7c3d3c Jh9s8c7h2d Tc8c5h5d2d Jh6s5s4s2h 
Qc8s8c4d2s Jd6d5c3h3c KdTd7h7c3d Jh9c5s3s2h 
KsQh8c6h3d AcJh8s8d3h JhTc9s3d2s Ah5d3h3d2h 
AcTh8c6c2c Kh9h8h5c4s JdTs5s5c3s 8c7s6h5c2d 
Qd9d5s3h2h Qd8c7c5s4c QdJc5s5h3c QhTc5s5h3h 
Qc7d5h4d2c 8s7s7h5s4s KcQs9s9h4d AhQd7d7c3s 
TdTc6d3s3h QdJh9d8d4d Qc9h7h6d3s Th9c7c3h2c 
Jd8s7c4s2d 9s8c7h4h2s Th7s7d6h2d AsKc7c4c2h 
QdTs9h4s2c QhTd9s5d2c KsJh9c6d3c TsTh9c4h2d 
JdTd8s8h2d QcJcTc3c2s KcJh6c4s2d KsTc7d6s2s 
QcTh5d4s3s Ad7s6d3h3d 8h5h5d4d3c QhJsJc6c2c 
KhJh7d4h2d AhTs6c5c4c QsJd8h7c3s Kh9h7d4d2d 
Ac9s7s7d4h KhTs8h5h5c AsTh8d4c3c AcKh7h4h2s 
Ah9s3c2s2h Ts8s8d6c3h QdTc8s8d2d JhJc8d5c2c 
AdQs7c6c3h AcKs6c3h2c Th9s8c5c3d ThTc9c4s2d 
AsJh7h6h3c AdKd6d4d2h Kd9h7h3d2c Ah9s9c5c4d 
Jd8h7s4h3s Qs9c5s5c2c ThTc7s6s3s Th9s6s4d4c 
Kd7d6d6c5d Qs9c6c3s2d KsQsJs7s3c 6s6c4s4h3d 
9c7s5s5d3h Kh9h5s2s2c Td9d8d5c3h Qs9s6s6c2c 
Jc9d8h7d2s 9d7c4s3s3d 9h7s6h4c2s AdTd8c4d2d 
Th8h8c3c2s 7h6h5c3s2s Ts5s5c4s4d AcJs7h6d3s 
Ts8c5s5d4h KcTh7h5s5d JsTs6s5h2c 9h8s5h4s2s 
KsTd8s5s5h 9d8h8c3c2d KhQd9s7d4d KdTc8d5s5d 
AcKd9s9h3s Tc7h6c4h2d Kc8c6c5s5d KsQhJh8h2c 
QhJh9h8h3s AdJh8s8c3h 8h8d5d4c3s 8s7s6s5h3s 
KhJh6s6c3d AdJsJh4c2c Kd9s7c4d3h Qs7d6s5s3h 
Ad7s6h6c5s Qc8h6s4h3s Th8d7c6d3s Jh9d5d4c2c 
Qh9d7s6s4c 8c7h4h4d3d As9d8h2h2d AsJdTd6d2h 
Tc6d6c4s4c KsJd9d7d4d QsJh7d5d5c KhQhJc3h2h 
Qd6d5c3h2c QsJs9c4h3s 8c6s4d4c3s 8s6h5d4h3c 
Ah8h7h6s2c AdQs9s6h2c Td9s5s5d2d AsTh6c4h4d 
KhQc9d6d3s KdQs9c6c3h KsQs9h7d3s Ac9c8c5c3h 
JsTc6h4h3d 9d7d6h4s3c Ah9h5h3d2d AdKd6d4d2s 
Jh9h8s6c3d Qd8s8h4s2d Js9c7c3d2s Th8h7h4s2s 
Qh8c6d4s4h Jc8s7c4c3s 9h9c7d3c2h JsTc9c6d2c 
Kh9s9h6d3h Jh6h6d5c4s KhQh9h5c4h 8s6c5h4d3d 
AhKd7d4d2s QcJd8d6h3s AhJd3s3c2h QhTs9d5s2c 
JhTh5c4h2d AhJs3d3c2h KhQh9d3d2h Ts8c4h4c3s 
8c5s5c4h2s Kh6s6c5d4d Js6s6d5h4c QcTd7c6s2h 
AhQs7s7c3d Kd8c7s7d4d Jd8s8c7d4d Kd8h5s5c4d 
QdJs5d3h3d 9d8h7h6h3s AdKc7c4c3c Ts8s5s5c4h 
TsTd6h6c3c AhQc9s4c3d KsQh9d6d3c JcTc6c5h2s 
QdTs5h4c3c KhQc8s7d4s Js8h7h6h4d Jc8s7h5c3d 
Ad9c6c5h2h JhTs9h3h2d KcJs9s8s4d KsJs4d3d2s 
KdTc8h7s3c AsTh7d4d3c AsTh7d6h3h Kd9c5h4s3d 
Ks9h7h3s2c QhJd5h4h2s Ad8s5h3d2c Qs9h7s4s3h 
Ts6s6h5h2c QsJd9h7d2c KhJd9s5d2c Qd8c6s6c5c 
KhQd8h7s3c QdQc8c4c2s 9c7c6s6d4h AsJs9s6s3d 
8d7h5s4s3c Qc9h7h5d4s KcJd9c7c2s Ts7h7d6d4d 
KsKc6h6d6c Qd9h8d3c2c Js8s5h3h2c Jh9s8c7s2d 
QsQh6h5h2h Th8d6c4s4d Ad9c6c5s2s AdTc9d5d2d 
AcJs9s4s3d Kh8h8c4d2c Jh9h6s3s3h Td9h8c5d3d 
Qc9d7h6c3c 8d8c5s4h3d KsQc8d6c3h Qh9s8c7d2h 
As9s7s6c2h Tc7s7d6c4c Js5s5c4d3c TsTd6c3d2s 
6s5s4s4h3h Jc6c5h4h2c AhKh8s2h2d Qs9d8h6c4c 
QcJc7d6s3c KhQc7d7c4c Kd5d4s4d2s QhJdJc6c2c 
