AhJdJc2s2c 
Jh8d6d5h5c JdTh8s3s3d KdJd7s5c3h Jh9d6d5c3c 
AhQs8s8d3d QhTs8h5d4h AdQs6h5s4c Kc8h6h4c3d 
JsTh8h8c5d Qc9s8d8c6h QcJh9h6s2s AcTd8s6s5h 
KhTd7s5h4h KhQh9d7c2d AsJh8s6c2d Qs9h9d8d7c 
Js9c8d7c5h KhKc9c8c4c AhJc9s8d6d AcKdQh7c2c 
Td9s9h6d5c KhJd7c6h2c 8h6s5h4c3c 9d8s8c6h6c 
QdTd9h5s3c AdQd9h8c3d AdTs7d5c3d KhKcJd4s2s 
KsJsTs9c4s Jh9s9c6s3c JdTsTh8d4d Qd9h7h6s4s 
KsQhJs7c3d AcTc9c8h4c Ad9c7c5s3s KcTs7h6s5s 
KdTd7h6h2h QsJs9s7s6h KhTs7c5h4h QhTs8c4s4c 
KsTd5h5d4h 9d8h7h6c3c KdJhTc8s4s AdKd8c4s2h 
AhQc9s6d2h KhTd7d6d5c KsKcQd7h2d JhJd4d4c2c 
Jd9h9d8c2c Td9s8s7d3s KcTh9h8h6h Ac9d7c3d3c 
KcJd8h6h2c KhQsTs6d3s QcJc9d4s2d KsTd7h5c3s 
Ts9d8d7h7d Tc9c8s5h3s QdJd8c6c2s KhTd8s7s3d 
AcTc9c8s4c KcQcJc9c6s AcJd4c3h2h AsQhJc7d3h 
Ks9h6h4s3c AsQd9h5s3s JsJc7h6h5h KsTh9s3c2c 
AcKhTs4d2h AcTc6s6c4d KcQd8h8c3d JdTh9h6s6c 
AhKh9s5h3d 9d9c7h3h3d Ah8s6h6c5h KhQd3s2h2d 
QdJsJd9d5d AhTd8c6c5s JdTd7h6d5s JsTh9d8c4h 
AcQsTc4d2c Qc6s5d5c4s 7h7d6s4d3s KdQh8d8c3h 
Tc9d8s7d3s Jc8h5s5h4c 9d8s7s6c3d KsTs5h4h3s 
QsJhJc9c4d Ks6s6h5d2h Kh9c5s4h4c AsQsJs2d2c 
QsTd8s5h4s KcQsTs6d3s AdQcJc6s3h QcJcTc6d3h 
KdQs8d5h4c AdKd8s7c2d KcQsTsTh5s Kh9h6s5s2s 
AsKd7s7c2h KsQsJd9s6s KdTh9s7d4d KdQd9c6s6h 
AdTs6c3s2d AcTd8h6h5s QsTs8h6s6c Kd9d8c6c4d 
AsKs7h4s2h QsJd5d3c2s Kd8s7h6d4c AcJs8d6s5s 
Ac8s7h6s5d JsJh8s5d2d QsTdTc9c3h AhKc7c4s4d 
JdTh9c4s3d AsQs9h5s5d 9h9d8s8d3c AdQd9s8c3d 
Ah9c7d6d4c QsQdJh7s3c Kc8h7s5h4s QcTd6c5h3s 
Qs8d6d5s2h Jh9c8s6c4s KhQh9d7d3h Td9c8s7s2c 
Kd9s9c7h6s QsTs9h4h2s Ts8d7c6s3d Th8c6c5d3h 
Tc9h8s8c2h KhJh6h5s4d KhQhTc5d3h TsTc8s7d5s 
AdKdJs3h2d AsKd7s6s4s KsTh7c5d3s 7s7c6d3d3c 
QhTsTd6h4h KsTh7d6h5h AcKdTs6s6h AsTs6s6c4h 
7h7c6h3s3c KsJd9s5s4h QsJs8c4c3d AdKs7s4h4c 
QsTs8c7c2s AsKs9c5s3h TsTd9d7c2c JdTc9s7c3h 
AsQhTs4c2s KhQcJs8d5d AhTh9h8c4h KhKd6c2s2c 
QdJs9c7s5s AsQh7h3h2s AcQd9s8s5s AdJd6s6d5h 
Js9s7s5d3d QhJc8s7s7d Qc6h5h4s3c JdJc9s8s5s 
JsJd5h5d2h AsQhJd6d3c QsTc8d4d4c AsKdTc3h2d 
QdTd5c4s2s QsQd7h5h5c Qs9h7h5s5c AcJsJd7h4h 
AcQh9d7h2d AhKs9d5s5c QsJc8h7s3h AhJsJh6c2d 
KcQhTs6s6d As8c7h6c5d Ad6d6c4h3s Th8h6s5s5h 
AhTsTc7c4c 9h9c8h5c3d AcKcQc5c2h KsQh9d8d2h 
Qd9s8c7h5d Ad7d6h3h3d AdQh5c4d3d KcTs8s8d6h 
Kc8h7s5d4c TsTd8d7c5d KhJhJd9c4h KhTc9h3s2s 
AdKd8s4h2c AdKc9h9d4d QdJdTd6s3h KsQsTc6h2d 
AcJc8d6c5c KdJcTh9c2c 8s8h7s6s6c QdTd9h5c3s 
As8h4s4h3d JdTs5d4h2h KsQcTd8h5d ThTd7h6s5h 
AcTh7d4c2s Qc9h7h7d5d KhJhTc7d2s 8s6h5s4d3d 
AsQs6s5d3h KhTd9d3h2d Jc9s9d4s4c JhTs6h5s2c 
QcJsJc8c5c AcKcJs3d2c AhQc7s6d5s Qc9d9c8h3h 
Js7h7c6s4h AcJc6s6c5d Jh8h7s5s3c Ad9c7h5d4d 
7c6c5s3s3d Ad8h7d4h3d QsQcTd8s3s KsQh8s8c3h 
Js8d7d5s3h AsJdTd4c3d QhJhTh9d5h KhJd9s6c4h 
KsJsTh3d2c KhTh7s7h3s AsQh8h8c3c QcTh8c4c2h 
KdJc8h5h5c AhJs4h3c2c QhJcTc5c3c AdJs7d3h2h 
Ks9s8c5c2d KdJc9s8s6h QcJh7h7c3s Qh8c7h6d5s 
KdJh8s7c4d Th8d6s4h4d KcQsTd4h4c KsQd9s7c5s 
AdKdJc3s2d ThTd8s6s5c AdJs9c7c2s TdTc9s6h5h 
Th7c6c5h5d Ad9h8c7c5s AdTs7c4d2h KhQh8d5d2s 
KdTc9s9h4d QhQc6s5h3h KsQd8c6s4h AdKc8d5d3h 
Js8c7s5d3c Ac9c7s7c2s Kd9c6d5h2c AcKd5d4s2h 
KsQcJc5h3c AdKd7d4s4h JhTs9d5c4c Kh8s5s5d4h 
Ts7s6c5d3d ThTd9d6s5d AsKdQh8d2c Ts9h7c6s4d 
KcJcTh3s2d AdJh8h6c4s QcTd9h6d4s KdJh7h6s3s 
Ts8c7d6s3c Td8s7h6h3s JdTs6d5s2c Kh4d4c3h3d 
AcQs6d5d2s AcKc8h7c2d QsQh7d6h2d AsJh4s3d2d 
QcJd8d6c3c QsQhJc8d2h JdTh5d4s2s Td7h7d6d4h 
Ah9h8c6d2s AcQs9h7d5h Qh8s7h7c4c 8d7c6d5h4d 
KdQdTs5h3d Td7h6h5d3c QsTs9d3s3d AsTd9c7s2s 
Ks6d6c3s3c KdQs7c6h3d 8s7c5s5d4c KdQd6c4s2s 
AhKsJd7h2h AsKs6c4h3s KsQc8c5s2s AhKc6h3s3d 
AdQcTc7c3s 8h7c6d4d4c KhKc9h8h4h AhTd7d5c4s 
KsQd9h6c5h AsTs4d4c2d KsQd8h7c6h Js8h7s5d3h 
QsJc9s7s5h AsJc7h7d3s TsTh8h6c5h KcJd9c5c4h 
AcQc7h6c2h KsQsQd4s3s AcTd5s3s2c JdJc8d6d2c 
KcTs7h5d3c QsJs8h6h2c Ah9h6d4s2d Qs9c8d6d2s 
QcTs8c4c2s AhKd5s4d3d KdTh6h4d2h AhJs9s7s5s 
Kh9d9c7h6h Js9s7s5c3c KdQdTc5h2s KdJd9h8c5d 
KhTh5c4c3h Kh8c5h4s4c AsQs6h5d3s KdQc9d7d5s 
QhTd7d4h3h QhTc9h6s4h QsQd9h8c2d AhKd8s7h2h 
KhJs9c6d5c 9s9c8d7c4d AcJh9d4h3d Ks8s7h6d3d 
KdTs9d3h2h QhJc8s5d4c QcJd8s5h4d KdJsTsTc2s 
Kc5s5d4s3c QcTs9h6h6d AdQsJh8c3h Jc9c6d5d5c 
JsJhTc7s3s Qc9h8c6s5c AdQd5c4s3d Jh7h6c5c3s 
JhJc8c5s2s AhKdJd9d4d AdJd7d6h6c QsQc6d5s3s 
Ts8d7d6h5c Ad9s7h5d4d QdJd9s7s3d Ah8d4h4d3s 
AcJsJd9h2d QdJd9s7s2c AdKd6c4d3h Tc9s8s7c3s 
Tc9h8s5c3h TsTd8h7c5s KhJh7d6h3d Ah9d7h2d2c 
KhQdTd6c3d KsTh9h8h6h AhQh6s3d2d AcTd6h3d2c 
AhJh8s7c3h KsJc6s5s2c KhQsQc6c2d Ts8d7d6c5h 
Ac9h8d7s5s Qh9h8s6s2d Qs9s7h5h5d Td9c8s6c2s 
JhTs5s4h2h KsQsTs6h4s Jd9s9h6s3d ThTc8s5s3h 
QcJc9h7h2s Qs9d5c4s4d Jd9s9h8s4h QdJs9s7s5h 
JdTc5c4d2d QsTc6d6c3d Jh8s7h5d3s 8c7h5s5c4h 
KdQcJs4h4d QdJh7d6c5d Qc9d8d5c2s KsQhJs7d3c 
AdKc7h7d2s KdQhQd4d3d QhQc6d5c3c KhQsJsTs2s 
KhQh9d7s7h Jc7s7c5s4s JcTs9c6h3d JdTc7d5h2c 
AsJc8s4h2d KcQcTc7c5s KcQhJs8d5d Tc9d5s5d4c 
KhTc9h8h5d Ac7c5d2s2d Ah9s8c7d5d QhJc8d5s4c 
QsQh9s5s3d QsQh7c5d5c QdTd9c5s3h JsTs9h5d4s 
QhJdJc5s2d Kc7h6c4s4h JsTd9c7h4s KhJcTc8c4d 
JsTc8s3d3c Ah7s7d5d3s 8h8c6h5h2c TsTh9h7c2c 
AsQc8c6h2h Kd8h7d5s4c Qs9h8s8d4d KdQcJc9s4h 
Jc9s8d6s4d KhJc8d6d2h Jd8d7h5h3s KdQc8c4s2d 
AdQh6s2s2d KcQcJc8c6s Th9h8h7d6h QcJc9h7c5s 
KsJd9c6h4s JsJcTs4d3s Ac9s7c2s2d Js9h7c6h5d 
Jc9d9c7h6c AsKh8s5s3c Qs9d8h7c5s Qc9h7s7c6d 
Ah9c5s5c2h KcQd7h6s3c Tc9d8d5c2h KhQsTd8c3h 
Qs9d8h6s2d AcKhQc7c2s KcQhTd8s3c JsTh8h4d2d 
AsKd7h7c4h Jc9h9c7s6c QsTs9c7s5h 8c7c6h6c4h 
AhQs6c4s3c Qd9h8h5s2d JcTc8s6c3s KcQcTsTd3c 
Kc6s6d3d3c TsTh9d6c5c AhTd7s5c4d AsKs6s5s5c 
Th9c8s7c3s KhJs8h5h2s ThTc9d5d2h Jc8h6h5s5c 
AdKs8d7d2c AcKdTh2s2d QsQd8s5h3c AdJs6d4h3c 
JdTs9c7h3s Jh8c7h5c3d KcQdJs4h4c JhTh9c8d2h 
KhTh6h5s4c JcTd6h5h2c Ad9s7d2s2h Td9d7c6s6h 
JhTc7h5c2d KcQd6c3s2d AcJdTd4h3d QhTd9h4d2h 
Qs9h8s8c4c Jc8h6h5d5c Th9s8d5h3s AcJh8s7s4d 
KhJdTs7s3c 9s9h8h8d3c JsTd9d7h4d Kd7h6s6d3h 
AdQhJh6c3s QsTsTh7h2h KdQs9h6s5s JhTc8s3s3h 
8h7s7h6d6c Th9s8s5h2d AsQc7d6d5h Th7h7c6c4c 
Qc9d8h6s5d QcJsJc7d2d Ks9d6s6d4s JdTd9s4h3c 
Kc9h8h8d2c QhJc9s7s6s JsJh8h5d2d Th8h7d6c3d 
KcJd9h8d5s KhJh7d5s3c QhTs6h5d2d QdJdTd6s4d 
KdTd8h4h3h JdJc5h5d2h TsTc7s6h5s Qh9s5s5h4c 
As8h4s4c3c AsTd9s5s5h AsQhJd7c3h ThTc8d7c5c 
AsQhQc8c3c KhJsTs8s4c JsJc9h3c2s As9c8d7c6c 
QhQcJs9d2s Ac6s5h3c2h Ah9d6h6d3h KcJhTs7s3d 
AsJs6h4s3h AsJdTc7h3h JdTh9c8s4h QcJh8s6s5d 
AdKd9d5h5c JdTc7d5c2s KsTh6d5s5c AcTh9s7c2c 
6h6d5c4h3c Jh8h7s7d4d Tc7h6h5c3d QcTc6s6h5d 
Ks8s7c6h3h Ah8d6s5s5d AhKs7d7c4c JcTh7c5s2h 
KsJd8d8c7d AhKs9s7s4c KhJhTs6d3h KsJsTs6d3h 
QdTh8c7c2h QdJh9s7h5h Ts9d7c6h6d QhTc6h5d3s 
QcJd9c5s3h KhQdQc4s3s AsKh8h5h5d AhKs9d5s3c 
AdThTc8s3c JcTs8c3s3h JcTs9h7d4c Th7h7d5c4c 
AsQd8h6d4c Tc8s7s5s5c QdQcJd5d3d AcKs9d5s3h 
TsTh7s6c4d AhQh9d6h5h AdJhJd4d2c KhQd8h5c4s 
JsTs9h6s6c Ac9h4h3d3c AcTh9s8s4d QdQc7h6d2h 
QcTdTc8h2s TsTh8h8d3c AcQc8c5h3s Ts9h7d6h6c 
As7h5c3c2s QcJc7d6c5s AcJs9d7d2s AcKh8h7h4h 
AdTd9h4d3c KhQsTd7c4d QdTdTc3h2h AcKhTh7h2d 
KcJhTh5h3s KcJd8h5h5d QsQh9c3s3d QhQdJs7d3c 
9d8h8d6c3h QdTh7s7c6s Qc9s8h8c4h Jd8c6d6c4s 
KhTs7s6s5d AhKd4s4h3h 9h8d7s5s3d Ah8s4h4d3s 
AhKd9h9c4h JcTc9c8d6c KcJcTd7h2s QcThTc3d2d 
Qs9s7d5s4d AdQcTs6d2d Jh9h9d7d4h KhTh9d6h4s 
AcJc7c6c5h QdTh8c3h3d JdTs8c5c4h AcQd8c5h3c 
Ks9d7d6s2c AdTc7h7d3d KhQc9h6s3d KcQc8h5h2d 
KhQh9s9h6c AdQsQh8h3h Ks9s6h5h2h KsJd6s5s2d 
Kh8d7c5d4c AcTh5h5d4d AhQdJs6s3c QcJhJd7s4h 
JhJc8h6d4s KhQhTd5c3h 8s7s6h5c4s KdQc9h8c4h 
KsJdTs9s2s KsQs8h6d4c Ad9c7d2h2c KsJd7d4h2s 
AsKhJs7s2d Jd9s9c6c3s AcJs8h5s4s AsKhJs9s2s 
AdKs7c6c4c Tc7h7c5h4h KcQhTs9h4h AhTsTd8c3d 
Jh9c8d7c5c As9s7c4c2d KhTh5s5h4s KsQsThTc3s 
AdQs7c6c5h AhTc7d5s4c KsKhKc9c8h AhQd8h5c3h 
KdQhTc7h4h QhJd7h5s4c AhKhQh5h2d Qc8h6d5h3c 
KsQs9c7s7h QcThTc8d2s KcTc6d4c3d 9s9d8d3s3c 
KdQdTs5h2c QcJsTh5d2s TdTc8h7c5c Kd5s5c4s3d 
QsQhJd6h3h AdJh6d3s2h 9s8h6h5h3s Jc9s8h6h4s 
QcJdTc3s3h KhJh7s5h4d QhJd8c6c5s Tc9h7s6h6d 
Jh9s9h7s3s KhJh8d6c3d AsQs9c5s5h TsTc8c4d3s 
KsTs7h4s3h AsQc7c3c2s Js9s9c7s6h QsTc9s8d4h 
Js9h9c6h3c JdTc9h7h3s Th9s7s5s5h QdJh7d5h2s 
AdJd8h7d3c Jc9h9c8d2d JsTd9c8h3s KcQh3s2h2c 
Tc9s8c7d2d KsJcTs7s4s KdJcThTc2c 7s7c6h3h3c 
KdQh9s6c5s JsJdTs6c3h Qc6s5h5c4h AhJsTs6s5s 
JsTc9d7d4h QhTs7h6h6c AhJh8c7h3d Qs8h8d7s4h 
AhTh9h7c2s JhTd9s8h4c AcQc6d3h2h As9h8c5s4s 
AcTc9c7d2s JdTs9c5d3h QdJs9d5h3c Kc9h6h6c3h 
QsJsTs7s5h KhJc8s7d4h 8s7h5s4c3h Td9h7s6h5h 
QhJc7s5d4h KdQhTc8s5c Jd9h6h6d4h KsJcTc5h3c 
Qh6c5c4s3h AdJsJh8c3h AsJd6h5h3d KhQsTc8d3h 
Qc8d7c6h5s AdJd6s4d3s Ac9d4d3s3c QcJhTd8h3s 
9h8h6s5s3s Tc8c7s6d3s KsQcTh6h6d KdQdTsTc5d 
QcJsJd7h4s QsTh7d5h3d AdKs9d8h2d QhTh9s3s3h 
QhTsTd7c5h KhQh9d8h4d QhTs7d7c6d Th9d8c7d3c 
Qh6d5d4c3h QsJd8h7s3h AcJc8s7c3h AhJd4h3s2s 
TsTh7s5s3h AhQdJc3s3c Qh9h6s5s3h QcTc7c5d3d 
QsTs6h4h3s AhKhTh4h4c AdJh9h7h5h JcTd9d8s2h 
Qc9d5s5d4c KdQsTs6h3s AdJs9h7h2s KdQd8h5h2c 
Th7h6c5c3s Qh9c8h6d5h Jh7s7h4s4d JsJcTc4h3c 
AcKc7c4s4h KcJh9d6s4c KcJh9c5c4d QdQc9s3h3d 
QdTh8s8c5d AdKd8d7s2c Jd7s7d5s4s Qs9d5d5c4s 
AhQs9h6c4h AhKsTc2s2d Ad7d6h5s5d AsQsQh9s2s 
JhTc9d7s3c Tc9s7s5s5c KcTc9d6c4s AdQc6d5h3d 
Ts8h7c6s5d KcJh7d6c2d Kh9h8s7d2d Qc7s6s5c3s 
QdJh6s5d5c QcTsTc9c3h KhTs9h8c3d QdTh8s7s2h 
KhJh9c4s2c Kc9c6s5s2s Ah9h8s6d2c JcTc9c5s4h 
QdTdTc8s2h Kd8c6d5h4s Kc7d6s6c3d KsTs9c5s4h 
QdTd7h6s6d Qh9s9h6h6c JsTc7d5c4c Ks9d8h8d2s 
AdKcTs8s2h KdTs8s8c6h KdTd8c7d4s QcTs8s7h5d 
QhJcTc4s2d AdQh7s6c5c ThTc8s7h5h QhQd8c7c5c 
QsQdJd9c2d Ac9d9c8c4s JsTh9c5d4d AcQc6c5s3h 
KdJc9h6s5h Ts9h7h4s3d AdQh9c8c5c KhTh9d7c3h 
KsQc8s7c2c KsKd4d3c2d KcQh6h3s2c KhTh9h7s7h 
QhQd7s6h2s AdKc7d3s3h AsTs7s5d3h QsJs9s8d6s 
AhKh8s7d2h JdJc8c5s2s QsJd8c6c5h Tc9h7s6c4d 
Th9s8h8d2s KhQc8h5d4s AhKsTs7s2c KsTd9s5d2s 
Ts9h8h5s2c QdJdTh6d4d QcTc9h7c5s JdJcTc4c3s 
AhJsTs4d3s JcTc9s8h2c KcTc7h4c3h AsKsTs4s4c 
QdJdTd6s3c KhQs8h6d4c AsQh8d6h4c AsJs7h3s3h 
QcTs9h3c2h AdQh9s7c5s Kh8s7c5d4h QsTd7s7h3h 
KcJc6c5d4s ThTc8d7h5h QdJsTc8c2h KdKc4d3h2d 
KsQsTc6s3h Qs9c6d5s2d AhQd9s7d2s QdThTd7h2h 
QdTs7d7c3c AsQhJc3d3c AhJh8h7c3d AsTd7h4s2c 
QsJdTd4h2c JdTs9h5c4c AhQcTc7c3d AhQcTd8d3d 
AsJh9h7h5h AhTd7s7c6s KcQc5s5d4h AcQdJh6h3s 
Ac9d7d5h3h Kd9d8h6h4d QcTsTd9s3h KdQs9d7c5d 
Ac8h7s7d3c KsQs9s9d6h KsKh8d4h3h QhTd8d7s5c 
QhJh9d7h5c Js9c8h5c3h As9c7d6d4c Ah9s9d4h2s 
Ac9h5s5h2c QhTh6d6c5s QhJh9s4d2s AcTsTh8d3s 
QcTd7s5d3s KdJhTc9h2h AsKsJc3d2s JhTc9d8s4c 
AhTs7h5c3h AhQc7s4s3c AsKh9s8d2s JcTs8d7h4d 
QdJcTh8c3s KcTc9s6c4h KsQsQc8h4s Kh9h8c7c4h 
AcQc9h8s3c KhJdTc2s2h Js7d7c6s4c KsTc8h6c5d 
AhTsTc9s5s As8s7d6d2s QhJsJh7d2d AcTc7d4s4c 
Js9h8s6h4s KhTh7c5d2c AsKsQs9d4s AdKc9c7c4s 
AsKsQs9h4s AdQhTd4s2d Ks9h5h5c4s KcQd9c7h5c 
Th9s8h7s3s AhQh9h7s3d AsKsJd3c2s Jd9h9c8c3h 
JdTdTc9h5d Kh9h8d5d2s Ah9s7d4d2h JcTh7s6s4d 
KsQhJc9h3d KhTsTd7s5s As9d9c5s3h ThTc8d7s5h 
Ah8h6c5d3s QsQhJd4d3d KdJs9h6c4d AdTs7s5h4c 
QsTh6h5d4c Td8h7d6s4c Kh9h8h7s4s KsTd9s5s2d 
Kd9s8s8h2d KhQh9d6s6c Td7s6d5c3s QhJd5s5h2d 
KcJc9s9c6d Ah8d8c6c4d AdTh5s5h4s AcTs5s3c2s 
AhTc7c5s4d KdQhJc8s5s Jd7d6h5h3s Jh9s9d8s2h 
AhQd7s6c5s QcJdTh4s4c Ah8c6h6c3h Jd9h9d7d6s 
AhThTd4s3h AhQd6c5c2d KhQs8h7h7d QdJd8s6s2c 
8h6d5d5c4c Jc7s7c4s4h AcQh8s8h4d Qh8s8c7h4s 
JsTs9h8d2s QsJcTh8c3d 8s8h7h6d3s AdJs8d6c2h 
KsQh5s3s2h QhTs7s5c3c AhTsTc8d3c AsJc6h5d2s 
JdTh6c5c2d 7s6h5h4s4h AdKd9h5d3c Ac8s4h3s3c 
KsQsTc5h2d QsJs9d7s5c Qh8h7s7d4s As8c6s5h2d 
AsTs9s7d2c As8c4h3s3c KhJs6s3h3d JhTc7h7d5s 
Jh9d8h7d3h 8s8c7h7d5s QhTd9s3h2s Ts8h6c4s4h 
JhTd9c3d2c KhTh8h7s7h Jc9s7d7c6h Qs8c6s5d3d 
Qs9s8h6s5c QsJs8h4h3c QdTd5h4c2c 9h7c6c5h5c 
KhJh9d4s2d AsKd8s5s3c QdTc9d6s4d AsTs7c4s4d 
Th8d7h5d5c KhQdJc8s5s AhKhJc3s2h QcTc8s7s2c 
ThTc7s6c4d KdJc8h6s4d JdTh9s7s4c AhJh7h6c5h 
As9s8c5s5h Qc6d5s5c4d AsKs8d5h3s JcTd9s5c3h 
QcTd6d5h4s QsTc8h6d4h AsQc9h7h6h KsTc9d8s2h 
AcQhJd8s3d Jc9c8d8c7s AdTc9c4h3h QcTc9d8h5c 
AhKc7s7d4s KdTh9d5c3s AdTc5c3d2c KcTh5c4s2s 
AcQd7h6s5h JhTh9c6s6h Ts8c7d6s5h Ad8c7s6c5h 
Kd9d7s7c3s Jc9d8c7c5h Jd9s8h7s5s 9s9h8s6h3s 
Kh9h8h8d7s Tc9h8h5c2s Jd8s7d5s3h QdJdJc9d6d 
QhQd8c6s4s QdQc7h6c2h KcTd7h6s5s AhKsTd4c2s 
AdQh8h5s2s Qs6s6h5h4h AdKhQd7d2s JdTc7s3d3c 
QhJh9h8c5s KhQsTs7d3c AhQhTh8d2h Jc9h9d8h4d 
KsQd8h7s3h Ts7h7c6s6d AhQdQc8d3d QsJsJc9s6s 
AhQc9c5d2d QhJs9h7h5d KdTc4c3h3d AcQh8d5s5h 
KhTd9h3s2s AcKs9c8d2c Ac9h5h2d2c KdJd6d5s4h 
KcJc9h4d2h KsQcTc9c2h KdTh4h3d3c AhJs9d4s3d 
QsJhTh7h5h 8h8d6s5h2s Jh8d7c6s5h Th7c6c5d3d 
Qd9h9d8s3s QdTsTd4d2s Ks9d8s6c2d Kc6s6h3h3c 
QdTh8s5h3s KcJdTh7c2s 9s8d7d6c3s JcTs8s8h5d 
JsThTc6d4d Td8d7c6h3c AsKcQd8c2h QdJd9h4s2h 
9s8s8c5c2h KcTs7d5h3c KcJsTd9d4d JsThTd9h3h 
QsTh7s6s6c KdJhTs6h6c QhJc5c3d2h AdQc8d5h3d 
Kh9h9c8s3s QhJhTs6h4h JsTh9h8d3c Tc8d7h6c5s 
KcQc9d7s7c KhJh9c4c3h QsJh6c4h3c KhKcQd4s2s 
Jh9s8c7s6s Kd8c5d4h4c AcQs7d6h5d JsTs8d6s5s 
ThTd8h7s4c AdTs7d3h2h QsJd7s5c4h TsTc8h6h5d 
KdTc6c4d2c Jc9h9c7h3h QdJd8s6s2h JhTs8s4d2d 
As8c6h5h5c 9d8c6c5c3d JdTd9c5s4d AdKs9c5s5h 
AsKh7d5h3h Jh7s6s5h5c Js8h7d6c5s KsJdThTd2d 
Qc9s9d8s7h AdTc8h8c4s 9d9c8c7d4c Ac9d8s7d6d 
Ad9h7h5s3s Td7s6s5h3h Jh9h9d7s6h 9s9h6c4h3s 
AdQhJc8s3c Tc9s7d6s5s QsJdTc4s4h QhQc7s6c2s 
KdKc7h3s3h AcQc9h5s5c KhTh7d6d2d QsJdTh5c2d 
KdTs8h6s5c AcQs9s7h7d QsQdTh8s3s Th9s9c7h2c 
Ks7d6d4d3s Jc9d7h6d5s As9d7s2h2d KcJsJc5c4c 
Td7c6d5s3c AhJhTh9h3h JsTh9d8s4c QsTsTc9h4s 
JdTs8h3h3d Td9c8h6c2h Js8d6s6d4h AsKs8h4d2c 
QsQc9h3h2s KdQdJd8s3s KdQc9s7s6s JhTd9s8s5s 
AcJs6h2s2c KsQsTh6s3d Ac7d7c6h4c KhQc5h4s3d 
AcQd5s4s2d QcTs7c6d6c AdKhTc2s2h QdTd8c7s5d 
AdQs6h4h3s As6s5d3c2c KhTs7d5c3h JsTd9d8c2h 
QcTc5h4s2s AhQs7d6d5c KcTs9s3c2s KhTc4c3s3h 
Js7s7d4d4c AcQdTd3s3h QcJcTc6s3h QsQc7s7h4s 
Ts9d6s4h4d QhJh7s6h5d AdJc7d3s2s KsTc9h7s4s 
QsThTd7c5s AcKd6c3s3h AdKd9d5s5c KhKdQs8s3c 
QdTs9s6s5h AcJs9h9c3c KsJs9h4d2h KdQsQc6c2h 
KcTs7d7c2s KdJs9c8c6h QcJs8c6c3s KsJc8d5d5c 
QsTsTc9d4s QcTc5s4h2h QsQcTh8s3s QsJh9c3s3c 
Kc9c6d5d2d Qh8h7d7c4c AcTh6s3h2c Qs9d7d6s4s 
AdKhJh9h4h AdQc8h5s5c 9h8s6s5h2d KhQc9s6c5c 
KsQdTh9d4d AhKd9s5d3c KcTc7d6d2d Ah8s7h4s3h 
KcJd8h7s4c Kd8s6s4d3c AdJs8h5c4s Kh9d7d6c4c 
KhTh8d7h4s KhJsTh7c2d Kh9d7d6h2c TsTc7d6s5s 
AhTc7h3s2s Ad7s7c5s3c 8s8h7h6d3d QhTc9d8s5d 
QdTc9s6c3h Th9s8h7c2c KdQs8d7h7d Ah6h6c4s3d 
9c8s6h5s2c Ad6h4h3h3d Ad6c5s3d2s AdTs8h6h5c 
AsJd9c7c2d KsQs8d7d3c Ac9h8s7s5d JsJcTc5d2h 
QsQcJd6s3s 9h9c8c7h4c JsJc9d8d5d KdJsTs5s3h 
JhTh9d5c4h QsJh7s6s5d QdJc9s8h5s Td9h8d7h2h 
AsJh3s3c2c 9c8d7s5s3d 7h7d6d6c4s Qs9s9c8d3d 
KdTd9h6d4c AsKc9h5c3d QsQcJh4h3h Qh9h8c6h5s 
Th9h6s4s3d AcJhTs7d3d KsQh9c5c2h KsTd9d4s2s 
AsKs6c4s3d KhQc5c2h2c KhQh8s7s3c Th8c7s6s5d 
AcKsTs7s2h Jd7c6c5h5d KdQc6c3s2d Ah8s4s4h3c 
Ah9s7h2s2c KsTh7h6h5c AdJhTh4s3h As8d4c3s3d 
AdQs9c8d2d KcQd6d3s2c Td9s9d6d2s Ad7d5s2s2h 
As9d7d5h3h 9h9d8d5h3c QdJs9c7c6c KcQs9c6d3h 
AsJc9s9d3s Qd6d5s5h4s QcJsJc8d4c AsTh8c6c2h 
AcTc7c6s3d QdJsTs7s5s 8d8c6h5s4h Ad5h5d3c2c 
AdJd7d6s6c KdQdTd7d5h QcJd7c6c5h Kc9s9c5s4c 
AdKsTc8c2h AcQd7d5s4d JhTc9d4s3h AdJc9c8h6c 
QsJs7d6s5h QhJd8c5s4d AsJd8d7d4c QsTd4s4d3c 
Qs9s9h6d5s Kc8s5s5h4c KdQdTd6h4d As9d9c4s2c 
AsJh4s3c2c Ks9s7h7d3h AhTd9h5h5c ThTd6s6d2h 
KdJd8c6h2c Td8c7s6d3c Qd8s8c7d4c AhKs5s4c2d 
QsQdJs7h3c Ah9s6s6h3h JsTc5s4h2h KhQs6h6c4d 
KdQh9d7d5c QhJd7h6s5h AdJc9s9d3d KsQd9s6c4h 
QcJd7h5s4c AcTs7h7d6d KdJs9c6h4d AhQsTh4d2h 
AcQs8h5s5d AcTh7c5s3c Ah8c7h4c3h JcTc8c6d4h 
8s8h6h5c2c As7s5c2d2c As9d9c5c4d Td9s7s4d3h 
AsKc6h5c3c JsTh5s4d2d KdQd9d9c6s Th7h6c5s3s 
AhKhJh3s2c AhJh6s6h5c 9d8c6d5s2s AhJd9c7c2d 
