Kd8s4h3h2s 
Jc8c4h3d2s KhTc7h7d7c Qs9d8d4d2d Qc6s5s2s2h 
Qh9s3h2d2c 8c7d6h3c2c Kh9h7h4s2h Ac8s5d3h2d 
Ts8s7s3h2d Td3h3d2s2c 6c4d3c2s2c Jd6c4s4h2h 
Kd9d6h3d2d Jd9c7d3d2d Th7c5d3s2c Qs9d7h4c2d 
Td8c4h3h2s Js9h6c3d2d 7d3s3c2s2h 9s6c4h3c2d 
Kd9s5h3c2c Jc7s5d2s2h Jd6d4s4d2h Ts7s7d3c2s 
Qc9d4h4d2s Ts8d4h3c2h Qc9c3s2h2d Jd8d4c3s2h 
Th5s4d4c2s Kh4c3s3h2h 5d4s3h3c2d Qd6s6h3h2c 
Qh8d5c3c2c KcJd6d2h2d Jh8h4d3s2c Td8d4s3h2d 
Qh5s3h3d2h KdQs8s2s2h Ac9d6d4s2d Jc5h4s2h2d 
As8c4h2d2c Th7s4d2s2c Ts7c6h3d2d Ac9h6d3d2s 
5h5d5c3d3c 9s8c4h2h2d Kd9h5c3c2c Kd4s3d2d2c 
9h3s3d2h2c Qc5c3h3c2d Tc8d7s3s2s 9s4c3h2s2h 
Jd8d4s4c2d Jc6c4s4c2h 9s9d4h3c2h JhJdJcTh7s 
6h4d3s2d2c Kd6c3s3d2d Ts6h4d2d2c Td7h5c2s2h 
Th6d6c3s2h JhJd6d3d2d Qh9h3s2d2c Ts5c4d2h2d 
Jh9h3s2h2d 8s4h3d2s2d Qh9d7c4d2s Js5h4c3h2h 
Tc8c7s3c2d Js5d4c3h2c KdTh9s9d9c Qs7s7h4d2s 
Qs7s6h4s2s Js9h4c2d2c Ad8h7c3h2s Qh9h3d2s2c 
Tc9s9h9c7h Kd9d4d3s2c QsQhQc4h3s 9d8s3s3c2s 
Kd7s5c3h2s Jd7d4s4d3d As8d5d3c2h Td7h6h3c2s 
8d7d4h3d2s Jh7c5d3c2s Kd4d3s3h2d Td6s4c3s2h 
9s5s4h2s2c Qh5d5c3d2s 8d4c3d2d2c Qs7s5d3c2s 
Kd8s8h2s2c Th7d5d3d2c Qh8c7h2s2h Qh8d7d3s3c 
As9h6c3c2d Qh5s4d3s2s Th5c4s3h2h AsTc6h3d2d 
Jc8d4d2h2d JsJd2s2h2d Qd8h5c3h2h AcTs4d3h2h 
Jh8s5c3c2c Th7d5c3h2h AhTh9s9h9c Qc7c5c2s2d 
8h8d4c3c2c As7h4d4c2d Kc7h5d2s2d Jc7s6s6d2s 
JsJhJc8s6h Th7h5h3d2c Jd7h6h4h2s KcThTdTc8s 
9c6d4d3s2d Ad9s4h4c3h Th5d4s3h2h 8s4d3d2s2d 
Jd8s8h3d2d 9h6c4h3d2h AhTh9h9d9c Ts5s4s3d2h 
Kh9c8d3s2d QcJd7c3c2s Kc8c7s3h2c Td3s3c2h2d 
9s8h4s2s2d Qc5d3s3c2c Kc9s9h4h2d Ah8d6d3c2s 
Qd5c4c3s2c 5d4s3h3d2d Jd8s6d3d2c Kc4h4d3c2c 
Js8c4c3h3d Qc8c4d4c2s KcJc7d3c2c Qc5h4s3h2h 
Ks7d4s2s2h Qh6c4s4d2s 9s8s3d2s2h Qs9h9c3c2c 
Jc8h6h3d2s Ac8d7h3d2s Jh8h6d3c2h 9h8c4c3s2d 
9h5s5d3h2h Td5d4d3h3d Jc7d7c2h2c 8c7c6c3c2d 
8h6h3s3c2d Tc7s7d3d2h Qh6s6d2d2c QsQhQd9h2d 
Ts8d7d3d2h Td8h4s3s2s Js6s6d3c2h 6d4s4c3h2d 
Ac7s7h7c4s Qh7h5d3h2s Jh7h6c2s2d Kc9h8d3s2h 
Qd8s6c3d2d 9c7c5c4c2c Jc7d6d4s2d 6d4s3d2d2c 
KcQs8d3s2s Qc8c7d2h2c Js7c5s3s2h Th8h4c3h2d 
Qd9s4d3d2h Kc8s4s4d3h KcJd8s3h2s 8h7c4h3d2s 
Ad9d6c3d2d 8s6s3h3c2d Qs8h6h2h2c Jc8h4h3h3d 
TsThTd7h7c Ah9c7d3s2d Jh8h6d3s2h AsJsJdJc6h 
9s8c7d3h2h 8c6s3s3h2d Kh9h7h4h3h Ts5d4h3h2c 
Kh8c7d4s2d Tc8h4d3d2s Kd7s5h3s2c Ah9s6d3d2c 
Qd5s4c3c2h Js5d4h3d2c 9c8s8d8c7s KcJc7c3d2c 
Qh7s6d3h2c Qh5c4c3s2c QsJs7c3s2h 7h6s3d3c2h 
Kd9h5h4h2h Kd5s3h3c2c Kd7d4s2h2d Jh5d5c3h2s 
Ah6s6c3c2d Td7s6s2s2h Js7c3h3c2h 9c5c4d3h2c 
Js7s6s6d2s Ac8h7s3h2d Kd4c3s3d2d Td7c5c3c2s 
Kh8h6h2s2h Qc6d4h3c2c Ac9s6h2s2d 9d8d3c2s2d 
AhJc6c3s2c Qd5d3s3d2c Td7d6s3d2h Jh9c8s8h8c 
Qc8d8c3h2s Ah9s6c4d2s Ks9h6d3d2c Jd7s5c3h2h 
QsTd7h3h2h Qh8c4h3d2s Tc7h5s3d2s Ts7s4s4d2c 
Js5c4c3c2h Ks9h6h3d2h Qd6s4d2d2c Th7h4d4c2h 
Th8s7s3d2s 9h4s4c2s2d Tc7s7h3c2d ThTd4c3s2s 
AsTc6h3h2h Kh7d5d5c2d Kd9c7h4h2s Qd9d4d2s2c 
6c4d3c2h2c QdJh7d2s2c Th6c4h2h2d As9c6h4d2h 
Ks7c4c3h3c Jd7s7d4d2d Ac8h7d3h2s 9c8s8h8c7s 
9c5h4s2d2c Js6d5d3d2c Th8c5c3c2d Ks8d5c3c2h 
Ac9c5d3c2c 9s8s3h2s2c Qs8s8c3h2d Ks6c4h3d2h 
KsKhKcTd3h 5c4h3c2s2c KdQd8d2d2c AsTd3d2h2d 
Qd9c8d3d2d 9h8s4c2d2c Jc8d6d2s2d Tc9c3d3c2c 
7s6s3h2s2d Qd5s4h2h2c Th8h4h3h2d 8d6s3h3c2h 
Td8d3s3h2c JhJc7s3d2d Qh7s6s4s2c Js6h6c4h2h 
Qc8h4s4d3d Qd5h4s3s2c 9h6h4c3h2s Ah9d5d4d2d 
Th8c5s3c2c Qh8d7s2s2c Jd6d4h3d2s Kc9c7c3c2d 
Js8d7s3h2c Tc7d6c3c2s Jc7s4h4d2c 5d4h4d3d2c 
Th6s4h2h2d Jh7s4d4c2h 8s8d7h3d2d Ad6s5h3s2s 
Ks7c4s2s2d 9c6s4h3c2c Ks9s4s4d3s Jd9h8s8h8d 
QsQdQcTh8h 9d5c4c3c2h Qh5s4c2s2d Kd6c4c3c2s 
Ad9s7h3c2h Qs5d4c3c2h Jh9s3s3c2d JhJd7s3s2s 
Kh9d9c3c2s Jc5d4h3d2s Kh6s6d3c2d Kh8s7d4d2d 
7c3s3d2h2c Th7s6d3c2d Kh8c4h2h2d Ts7h4h4c2h 
Kd9s5h3h2h 8d7s7h3d2c Ts7c4h4c2c Jh5d4s3c2c 
9s9d4h3s2s Qd9d7d4d3d Ad8c6s3h2h Ks9h6c3d2h 
Jd5h4s3h2c Ts7s5d3s2c KsJd6d3d2d Td7s6d3c2d 
Jd9s7c3c2c Kh7d5c3d2d 9c8h4h3d2s QsTs7s3c2s 
Kd9c6s3h2h QdJd4d3d2d Kh3s3c2s2d AcQh9s9d9c 
Ah7c5s3d2d Jd8c5c3c2s Qd4d3c2s2h Kd8h7c2s2c 
Js7h5c2h2d 9c8c4c2s2d Kd8c7h3s3h Kd9h6s3h2c 
Qs9h7d3s2s Tc7s5d3h2d JsTsTdTc5c Jd8c6c2s2h 
Qd7d3d3c2c Ts8d4c3d2h 6s4c3h3d2c Ts7h6d3c2c 
Ah7h4h3s2h KdQc8c3s2c 9d6s3s3c2h Jc5d4s3h2s 
Jh6c4d3h2s Ks9s7s3s2c Ah8c5c3d2c Jc6c4h3s2d 
QcJc7s3d2c Ts6d4c3c2h 9c6d4h4d2d Kd5h4h3h2h 
Tc4c3d3c2d Qc9c4c2s2d Js6s6h4s2s 7s5h3s3c2s 
Js5s5h3c2s Qs7s7h6s2s 8s7d6s3s2c Kd9s9h3h2c 
QhTs7s3s2s Kh6d4s2d2c Td7s4h4c2c 6d4s4c3h2h 
QcJd7c3s2c AcJsJhJc6d Ad9h4h3h3c Kh6s4c3s2d 
Qd5h4s4h2h Qh6s6d3h2h 7d6c3h2s2c 8h6h4s3h2h 
9s8h4s3c2d QhQdQc5c3d Th7d4s4c2c 5s5h4d3d2d 
QhQdQc9c8c Kd8c7s4h2s QcTc7c3c2s As8h5h3h2c 
Ac8s8h3d2s Qs9d8h3d2d Tc8h7h3h2s Qh5s5d3h2h 
As9d6d3h2c 9h4c3h3c2h Qh9d4s4c2c Qc8c7s2d2c 
Jc9h7h4h2h Qs8h5c3h2d Th7h4c2h2d Th6s4h3d2h 
AcTh3s2s2d 8d8c4s3d2d Ks9s8s3d2s Ac8d5h3s2h 
Js9s9h9c7c Qc8s7h4s2d 6d4c3h3d2s Th6c4d3s2s 
KdJc7c2s2c Jh8d7d4d2d Ks7h5c2h2d 8s8h8d7s6d 
9h5c4h3h2s Ah5s4s2s2d 9d9c4s3h2s Qd9s4s4c2h 
Ah7d5s3d2d 8d7c6d3d2s 9s7d6d3d2d Ks9h8s3s2s 
Jh6s6h2h2c Kd6h4s2h2c Jd8d8c3h2d Kc9s7d4d2h 
9s5d3s3c2h AdQhQdQc2d KcTs4h3h2h Kh7c5c3d2s 
9h5h4c3h2s Th9h5h3h2h Js8s6c3h2s Td6s4h4c2s 
9s8h4d2d2c Js5d4d2d2c 7d5d3s3c2d Jc3s3h2h2d 
8s7h6d3s2s Kd9s6h3s2s Qd9d8d3c2d Th8c4h3s2h 
Ts5h4s3d2s Th4d3h3d2h Td7d7c3d2h Js5h4c3h2d 
Qd8s7c4s2s Ts6c4s2s2h Kh9h4h4d3h Kc9h7d3h2s 
Qd7h4s4d2c Kh8d6c3h2h Qd9s6s2s2h AsQhQdQc4h 
AcKs9h9d9c Ks8s8h4s2s KsJc7c3h2c Jh8s4d2d2c 
Ad5s3h3c2c 9h9d4s3d2d Th5s5h4h2h Qs9s4c3h2s 
Ts6s4d2s2h QsJs7d3s2h JsJc6s3s2s Jh5c4c3s2c 
Kc7c4s2h2c Th7h5d3c2h QsQhQd9s4h Ah9c6s4c2d 
Jc5d4s4h2d Kd9c5c3c2h Tc7s5d2h2d 9s5c4d3s2s 
9d4d4c3c2d 9h5h4s2h2d 9s5h5c3c2d Qc5h4d3s2s 
Jc5d4c3s2c Jh9s6d3d2d 9c8h3d2s2c Kh4c3h3d2h 
AdTs3h3c2c 9s6h4h2h2c Qs6c4d3c2h Qc9h7c4d2c 
Tc7s7c3c2d Kc4c3s3h2c Jh7s5h3c2h Ad9s7c3c2h 
6d4c3s2h2d QsTsTdTc8s 7s5d3h3d2d 9d6h3h3c2s 
Qh6s4d3h2h Td5c4s2h2d AhQs7s3s2s Ac9h4s4d3s 
KsKdKc5d3h Qd7s7d2h2c AsTs5s3s2s 7s6s4s3s2h 
JhJdJc4h4c 9c8s3h3d2s Ks8c7c3d3c Th5c4c3d3c 
KsKhKd7h6h Kc9c8c3c2s Td6d4s3c2d 6h4s3d3c2c 
8d5h3s3c2c Ac8s5s3s2d Jd8s4s2s2c Qh9h6d3h2h 
Td8h5h3h2c 7h6d3s3c2h Qh8c3s3c2s 7h6d3s2h2c 
Td8s3c2h2d 9c5s5d3s2h QsQdQc9c2d Tc9s9d9c7s 
Kd6h4h2h2c Td8h5d3d2d Kc6h4s3s2d 9c8d4d2h2d 
9c6d4h3h2h 8s6s4s3c2s AcJsJhJd9d Ah9d7s3c2c 
Ah9c7d3s2s Js7h5c3s2s As9d7c3d2d Jc9h4s2s2d 
Kc9h5s2s2d Tc7d5s3h2d Qd8c5c2s2c KhQs8c3d3c 
Ks9h7d4d2c Ks8s8h8c7c Qs7h5s3s2c 7h6c3s3d2c 
AhTd4c3s2c JsJhJd9s5h As7s7h7d4d Td7h7c3s2h 
KsKdKc9d5h Td7h6d3c2d Ks9s4s3h2c Qs8d4h4d3c 
Ac6s4s2h2d QdJc7h3d2d Qh7s7c5d2d Th6h4h2h2c 
9s9d4s3c2s Ks7s7c4s2s 5c4d3d2h2d 5h5d4s3d2d 
7h5s3s3c2s Kc9s6c3c2c 9s5d5c3d2d KsJh8d2d2c 
6d4s3s3h2c Ts6d5c3c2c AhQhQdQc2h Qd9s7s4h2c 
Qs8d5h3h2c Qh8c4s3h2d Ad6h4s2h2c Kd8h8d8c7h 
Qh8c4c3s3d Qd8s5d3d2d Jc6c4d3c2s 8h5h3h3c2d 
Qc8c7c4c2s Qh9d6d2d2c 7s6d3d2h2c Td8s7c3c2h 
Qc9c6d3c2c Qc6c4c3s2d Jh9s6d3c2c 6h4h4d3s2h 
Js5c4d3h2c Ac9s5d2h2d Ks8s8c4s2s As8h7d3c2d 
Ks7c5d3h2d Qh8h7h2s2d Qh8s3d2s2d Qc9h7h4d2s 
Qd8c7c2s2h Kc9c4c3d3c Ah7c6s2d2c Ah8s6c3d2d 
Tc6s4s3d2s Td7d5h3d2c Tc8h7d3h2s Kd6s6h3h2c 
Qc7c5s2d2c KcJsJdJc9c Js8h4s3s2c 8c7c6c3c2s 
6s4c3s2s2h Ah7d4h4d4c Qd7c4s3s2c Qs8s6h3d2s 
8d6s4s3s2s QsQdQc6d4s AcTh6s3s2s Js9d4c3c2h 
QsQhQcJc9c Qh7d3h2s2d 6h4d4c3d2d Jd8d6d2h2d 
Jh7h4h3s3h Tc5d4s2h2c Ks9h8d3h2c Jc6s6h4s2s 
Ah8s8c3s2s Td6s4d3d2c Qs6h6d2h2c Jh7s5d3h2h 
Qs9d6s3s2s Ts8s6h3s2s Ks7h5h4h2h Qc7s4h2d2c 
Qs8c5h3h2h Ks9s4s2d2c Ts5c4s4h2s As9d5d3d2h 
Kc9h6d3s2h Kh5s5c3c2c Tc7s4d3c2h 6c4h3d2s2h 
Qc6d4s4h2s 9h5s4d2s2c As9d7d3h2d Kd9c8s3h2c 
As8h7c3d2h Tc5h4c3s2c 9s5s4s3s3d Jd8s6s2s2h 
Qd7s4c3s2c Js9c4d2h2d Ts8s4d3s2h Jh5s4d3c2s 
Ah5s4s3s2s Jh5s4s3c2s Qc8s3h2s2h JcTsTdTc5s 
Qh7d3h2d2c Ts7h6h3h2d 4s4h3s2d2c 9c6h4h2s2d 
Th8h6c3h2h 7s5h3s2d2c Jd8d5d3h2d Ks5s5h3s2s 
Jh8h7s3d2h Th5h4d2s2h Jh7h7d4h2h Ah8d5s3d2d 
Qs8s5s4s2s Ks7s4c3s2h KsQd8d2h2d KsKhKc9c6c 
Td6h4s3s2c Kd9d4d3h2s Td8d7s3d2d Jh7h6s4h2h 
Ad9c6s4h2c Qs8h5d3c2d Qs7d5s2s2h QdJd7d7c2d 
QhJd7s3d2c Kh6d4s3s2c Kd8d4s4h2d Kh9h4s4h2d 
5h4h3d3c2s Kc9h7d2s2d KsQh8d3h2h Kd7d6s3c2d 
Ad7c6c2s2c KhJd7c3c2s AhJd3s3h3d Qh9c6s3s2s 
Kd9h4c3s3c 9s6s4s4h2s Td6c4d2s2d 9h6h4d2h2c 
7d5h3h2s2c Ks9c6d3c2c 8d6h6d3d2d 8s6c3s3h2s 
7d6h3s3c2h Qd6s4h4c2c KcJd6d2s2d KdJh7h3h2c 
Js6h3c2h2c 4c3d3c2s2c Ad7h5c3s2s Jd9d7d3h2d 
Ks6c4c3d2c Kc8c7c3d3c 9s5c4d3c2c 9s8s4s4h2s 
Qh8d7d3s3d Qc8s5d3h2d Jd5c4d3s2d Ks5h3d3c2d 
KdQd8d2s2h Jc5s5h3c2c Qh7h7c4s2h Kd9h8c4s2s 
Qs6d4h4c2h Js7s7h4s2s Ad7s5h3s2s Kc8d5s2h2d 
Ts8s3s3h2c Jh6c4s4d2s Ac7s4s4d4c As8c4h4d2h 
QsQdQc6s4c Jh6s5s3d2s 8h7d7c3h2h Qh7h6s4h2h 
Kc9c4c2h2d Jd7d6h6d2d Td8c4h3s2h Jd7d6d6c2d 
Kc9d8d4d2s Ac7d3h2h2d Jd7c5s3d2d Tc8d4c3h2c 
9s6d4c3c2c 9h8h5h3h2h Ks8h8d2h2c Kd7c4s4d2d 
Js7c5s3s2d Tc6c4s2d2c Tc7d6c3h2c Ad6s4s2s2c 
KhTc3d2s2d 8h5h4d3h2h Qc9c6c4c2c QsQhQc9s4h 
Td5c4h2s2c Kh4h3d3c2h Qd8h7s4s2s KsQsTsThTc 
9c6s4s4h2s AcJh6h2s2h Qs7d5s3s2c KsThTdTc9d 
9d5d4s3c2d Qh5d4s2s2c Td8s7s3h2s 5h4h3d2h2c 
Tc5c4d3c2h Qd7c5h3c2s Jd9s4h2h2c KsQd8h3h3c 
Jc7d6s6d2d Qc5s4d2h2d Js9d7s4s2s Tc7c5c3d2s 
Jh7s3s3d2d Tc7c4h4c2s Kd6h4c2s2h Jc5s4h4d2s 
Qc5s4s4d2s Js7s4s3s3h 9s7s3d2h2c Jc5h4h3h2s 
As8c4d4c2c 9s6d4c3c2h 9d5h4d3s2d Qd9s7c4h2s 
QcJs7c3c2h Kd6h3d3c2d Qh8h7d2s2h Qc6c4d3c2s 
Tc8s4d3d2h Qs8s6c3h2s Td5c4s2h2c Ks8c6d3s2s 
Kd9c7s2h2c Th6s4c3h2h Th6s6d3h2h 9s7h4d4c2d 
Kh8c7c2s2d Jc7d5s2h2d Tc8s3h2d2c Tc5s4c3h2c 
Qh6s6c4s2s Jh9s4d3c2d Jc8h4c3d2s Ad8s4s4h2s 
Jc5h4h3h2d Ah9s6c4c2c Ks8s7s3c2d Qh8c7c4c3c 
Kd7s5s3c2h 7h6c3d2s2d Kd9c7h2s2h 9s7d4s4c2s 
Qs9h4h3d2c Kc9c7c4c2h Td8s4s3s2c 9c5s5d3c2c 
Ks6c4d2h2c Qs9s7c4d2s Kd9d7d3d2h KdTs4s3s2s 
7s6d3c2h2c 9h9d9c7s7h Qd9c6c2s2c Qs7s4s3h3c 
Th8h3d2s2h Jd9d3s3d2h Th8c3s2d2c 9h6c4d3c2s 
Kh7s3d2s2d Ks6d4c3d2h Jc9h4d3c2c Kc8d5h3h2s 
Jc7h4s2d2c Tc5s5c4c2c Qd7c5d4d2d Th6h4d2s2h 
Jh9s4c2d2c As8d7c3c2c AdTh3s3c2c Ks9c5d3h2d 
6d4s4d3d2h Tc4h3s2s2h Jh8s8d3d2d Jd5c4h3s2c 
JsJhJc8h5s Jd9c3s2h2c 9s5s4c3d2s AhQc7s3d2s 
Qd8h4h3s3c Kd9h8s3c2c 9h8d7c3s2s Qc6d5d3d2d 
AsJh6c3h2h Qs7d6h4h2h KsKhKd5c3d Qc8d7s3d2s 
Tc6h4c3s2c Qc7h4s4d3h Qd7c4h3s3h Jh9d8h8d8c 
Tc6s4d3h2d Ac6d4d3s2h Jh7c3d3c2d Ts7s6h3c2s 
9s7c4c2h2d 5d4h4d3d2s Ks8h7c3h3d Qs8c4s2s2h 
Th8c7c3c2d 9s8d7h3h2h 9d6h4s3c2h Ah6s5d3s2s 
Ks8d8c4h2c Jc7c6c4c2d AsTd3h3c2c 8s8c7h3s2s 
Kd9s8c3h2c Jh9d7h3h2h Qd8h7c4s2s KhJc8d3s2d 
Qc8s7s4d2s JhJd7d3d2d 7h5c3c2d2c 9c8s4c3d2h 
Kh7s3h3d2c Jd9c6h3h2h Qc6s3d3c2h Kh9c3h2s2d 
Ts3s3d2h2c Jc5s5c3c2d 9c8d3d2s2h Ks6s6c3s2s 
Jd9h8h8d8c KsJd8c3h2c 8d5h3s3d2c Qh9s7s4d2c 
JdTsThTd5s Ac9d6c3c2c KhQd8d3d2c 9h5s5c3s2s 
KsJc6d2h2d Td6c4c2s2h Ks9d8c4d2d AhQd9s9h9c 
Th7h7c3s2h 6d4s4h3d2d Jd8h6c2s2c Jh9c3d3c2s 
9d6c4c3h2c Qd4s4h3c2d KsQc8h3h2d 9d7c4h2s2c 
Ts6h4c2d2c Jd7h5d3d2c KsThTdTc9h KhTh3h2h2d 
Ks6d4d2h2d Qs9d4s4h2s Qs6s6c4s2s Qc8h3h3d2d 
Ts6s4h3d2s As4h4c3h2d Qc8s5d3s2h Qd8s5s2s2c 
QcTs7d3d2d Jd7d6s2d2c Ts7h5d3c2c 9c7c4s3h2d 
Th4c3s2s2c Jc9c5c3c2c Kc5s5d3h2d Jh7d5c2s2d 
9c8c7c3h2c Qs9s7h3s2d Jh8c4d2s2d As8d7h3c2c 
Qh8h7h4s2h Th6d4h2h2c Qd5c3s3d2d KdJc6c2h2c 
QsJd7s2h2c Jh6h5h2s2h JhJdJc7h6c Ts6h4d3c2d 
Ks9d7d4d2h Tc5c4c3d3c QsQdQc8d4c Js7s7c2s2d 
9s5d4h3s2s Kh7d7c4d2d Ts6d4h2d2c Jc7s3s3c2s 
KsKhKcQs8s Th8h6h3h2s AhTc3s2s2d Qd9h7d3c2d 
JsJh6h3h2h As8h6h3c2d Tc8h8d8c7d 9s4d3s3d2d 
KdQs7c3s2s Qs8d4c3h3d Kc9d3c2s2h Jc6d5h3d2d 
9s7s7h3s2s 8s7d4h3d2c Td4h3d2h2d Qh6c4d3c2s 
Ks6s6h3s2s Qd8d5d3s2d Ah8c4d2s2c Jh8d4h3h2c 
8c6d3h2s2c Qs7h5h5c2h As9h6h3d2c Qh8d7s3c2h 
Jd6d5d3d2h Qc5c3s3c2d Jc5h4s3d2s Ad8c5s3h2s 
Kd6s6h3c2s Ah8d7s3d2c Qh8h6d3s2h Jd9c6s3h2h 
JdJc2s2d2c Qd7s4h4c3h Kc9d4s4d3d 9d8h4c3h2s 
Th7d5c2s2d Td8d7d3s2h Qs6c5c3c2c Qs8d5c3d2d 
KsKhKc7c6c Kd7d4c3h2d KhQs8s2s2d Qc9c7c4c3c 
Qs7c6c4c2h Qs5h4d3d2d Tc8d7h3d2s 9s9d4h3c2c 
9c5h4c3c2s Kh9c4s3h2h Ah9d6c4s2c 8h6h4h3d2h 
Qh8s3c2s2c Ks8h3h3c2c 6d4s3h2h2c 7s6c4s3s2s 
Kh9d8s3c2d Kh7c4c3s3d KhJc7h3h2h Kh9d7d3c2s 
KsQh8h3d2h Td8h4d3s2d 9h9c7s7d7c KhJh6h2s2h 
TsTdTc7c6s 9c6c4c2s2d Qs9h4s3c2s JsJd7c3c2c 
9c4s3s2s2c Qh9h4s3h2d Jc9s3c2d2c JhJdJc9h5d 
Th6s4d2s2c Qs7d5s3c2s Jc9c4c3c2h Th6d4d3s2d 
Kh9d8s4s2s Jh8s4s4d3s Ah9d6s3c2c Js9d4c3h2h 
9h5s5d3s2c 9d6s4s4c2s Qs8c7s4s2s Kd9c6h3c2c 
Js8s4s3s3c Qc5s5h3s2d Ac9h6h3d2s Qh9c4h3h2s 
Kd7c5c3s2h 6d5d3d3c2d 9c7c6c4c2c 8d7d4h3d2c 
Ks8s4h4d2s Jc8s5c3c2c Qh8h8d3c2s Ad6s4s3c2h 
Kc9c4c3h2d 9c5d3s3c2h AcTs4d3s2s Jh7c5s3h2h 
QsQhQd4s3h Ah9s6s2s2d 9s6c4c2d2c 8s7h7d3d2d 
Jd7s5d3h2d 9s8d3h3d2d Qs5h4h3d2h Ts7s5s3h2c 
Ks7s5s3s2h 5s4s4h3d2s Jc8s6s3d2h As7s7h7c4h 
Qc7h4s3s2h As9d4d3h3d Qh5d4s3c2c Kh7s7d4d2d 
Ts8c4d3s2s Kh8h6h4h2h Qc8c7c2s2d Js7c5h3c2c 
Js8c6c3h2d KsJc7d3d2h 9c8s8d8c7d 8s8h7d3d2d 
Kd6c3d2h2d AhJc6d2s2d Ac9d7s3d2d AsJc6c3d2c 
9h8h3d2h2c Ks9d4s3s2h Qd5c4h2s2c Jh6s6d4c2c 
Kh7h7d4h2h Ac7h4d2s2d Qd5h4s2h2c As8h4d4c2h 
QdTh9s9d9c Qd7d6s2h2d Ah9s9d4c2c Qs5d4s3s2s 
9s7c6c3c2c Qd4s4h3d2c AhTc5c3c2c Th8s4c3d2d 
Jd9c7d4d2d Tc7d4s4h2h Qh8c7d2s2c Ah8h6h3c2h 
Jh7s7h4h2h 8h5d3c2s2d Js5h4h2h2d Jh6c5c3d2c 
Jd8s4s3h3c Jh8d7s3h2c Ad7c6c3h2s Ah9c7s3s2d 
Ks7s4s2h2d Kc8d7s3c2c QhJd7h2s2h Ks7c3h2h2c 
Ts5s4c3h2d 9d5s5h3s2c Qd8s5c3h2h Ac9d6h3s2s 
Kd9c6c2h2c Qd9d7h3d2s Kc4s3h3c2c KsQh7c3h2h 
Th6h4h3s2c Jd8h4h3s3h Qs8h7c4h2h Qd8c5h3h2h 
TsTc4h3d2d Kd9c5h2s2h QsTh7h3h2h Kd7d4s4c2d 
Kd9c7h3s2c Qh5h4h3h2d Ac6h4h2s2h 9h5c4d2s2c 
QhTc7s3s2d Th3d3c2s2h Qd7c5d3d2s 7c5d3d2s2d 
Ts7d4d4c2d Ah9d6d2d2c Ac9s5h3d2h 8c5s4s3s2s 
9c6h3d3c2c 9s6d3s3c2s Ts7h5s3s2c Qs9s4h3c2s 
JsJd6d3d2d Ts7s5s3c2d Kc8c4s4d2c Kd8d4d3s3h 
Kc9d8h3s2d QhJs7h3h2d 9h9c4d3c2c Td9d5d3d2d 
9h8s7c3s2s 8s8h7d3c2c Ks8d5c2h2c 9d9c4c3s2c 
Jc5h4d3h2h Jc6c5c3c2d Kc8h5s2h2d Qs7h5d5c2d 
KsJd7d3c2d Ks5h4d2d2c Ks5h4h2h2c Qs8h7c3d2s 
6c4c3h2d2c Jc9c4c3d2s Js7d5d3c2h Ks7h5c3h2d 
Qd8d4h3c2s Ac9s9d3h2d Ts7d4h3c2s KdJs6c2h2c 
9h9d4c3s2c Kc9d6h3s2d Qh8c5c3c2d Jh8c4h3s2h 
Kc9h8h3s2d Jc7d6s4s2s Jd5h4c3s2c 8h4d3h3d2d 
Ks6d4s3s2s Kh5s5d3c2d QsQhQd8h4s Qs9h6h3h2h 
7h6h4h2s2h Kc6d3c2h2c 9c7s4s4d2h Tc7s6d3c2c 
7s6s3d2s2c Ks9d8h3h2h Th7h6c3s2h Qh9d4d3s2c 
Jh7c6c4c2d 9c5s5c3d2c Td6h6c3h2s 9d8c3d2s2h 
Qd8h3h3c2c KdJd7h3d2d Ks6d6c3d2h Ad9c6h4c2s 
Ad7h5s3c2c Ad9c6s4h2s KhQc8c3s2c Qd7s5h5c2h 
Kd9h5s3s2s Tc6c4s3c2d KhQh7h3h2c Jd9c6h3c2c 
Jc7h5d3h2s Tc7h5h2s2h Th7d7c3d2d Kc8h6s3c2c 
Jc8s4c3d2c Js7d6d4h2d Ac9d5h2s2h Kd9c3s2s2c 
QhJc7d3h2h Jd5c4s3c2h Td5h4d3c2d KcQc9c4c2c 
Td7s5d2h2c 9h5d4h3c2h Ks9s5c3s2s Qs6s5s3s2c 
AsQc7d3h2d Jd8h4h3s3c 6h4s4d3c2h Kc8c4h4c2d 
Td8d4h3d2s Jd7d5d3c2s Kd5c4h2s2h Js8c5d3d2d 
9h6d4h3c2h Jh7h4h4c3h Jd5c4s3c2c Jd8d7d3s2h 
Jd9c3d2s2d Kc7c5c3h2c Tc6s5d3d2d 9c7c6d3c2c 
Ad9c6c2s2c Qc9s4s3d2h 6h6d5s5h5c 9h9d4h3h2c 
Tc6h6d3s2c As9h9d3h2c As9c6h4d2d KsKhKc7s6s 
KsJd7h3d2d JdTsThTc8s 5d4d3c2s2d Kh9s4d3h2h 
Ts8h4d3d2d Td5h4s2s2c Tc8h4h3h2d Qd8c7s2h2c 
Qs7c4d3d2c Ts7c6s3s2d Ac7s5h3d2d Jd6s6c4h2s 
