AsJs9c5s2s 
Kd9s7d5d4d Kc8c4s4h3h Ac9d8s7h3s 9h9c8s5c3c 
Jc6d4d4c3s AhTsTh6h2h 8d6d4s4c2s KcQh7c6c2d 
JdTd9h7d2d AsJs4s4h2d Js8h8d7h4h Td9h5s4h3c 
Kd9s6h5c4h 9c7h5c4s3c AsTd8s4s2s Kd9d7s7d3h 
Td9c5h4s4h Ts9s6s4h4d Ks9h9c7s3s Jd9c7d3c2h 
Ts9c8s4h4d Js8h7s5c3s AsTh8h5h2d 9c7h6d4s4d 
QdJd5c3s3d QhTd6c3d2c Ts8d7d6d3h Ad9s8s7s2h 
8d7h6c4h3s Jc6h6d5d2h Ks8s6d6c4s KsJs5c4s2d 
Kd9d8h4h4d 9c8s7h4c2h AhQs6s5s3s 9d7d6c5h2d 
AsQc8h7h3h Ad8c6s6h4h JsTs9s4d2s Qd8s6c2d2c 
AhQc6c4c3s JcTs9d3d2d Ad9c8h6c4c KhQd9c8c4s 
KcJs8h4c2d Qc7s6d4h4c Kh9h8h7d3s Tc9d8h8c3c 
9c7d6c3s3h QdJh5h4s2h KcQc8c5h5d Tc7h7d6s3d 
Qs5s4c3c2h Jh8s4h4c3s 8s6d5h4c2h AdKc9d4d2s 
KhJc7c3h2h TsTc8d5d3h Td7s6s4s2d AdQc9h6s2c 
Tc8h8c6d3c 9c6h6c4d2d KsTs5s4s3h 8s7d4h3s3h 
9c8s5h5d4s AsTd6d6c2c 8s6s4s4h3h JcTc4d4c3h 
8s6s5s4c3d Th9s6h4h3d Kd9h8s6c4h Qd9h7d7c4s 
KcJdJc8c3c Ad9d8h2d2c JdTs8d5d2d Jc8d5s4c3h 
9d8d7s7d5d Kc9c7h3d2d 8h6s5c4h2h QsJsTs7s3s 
KcTs7h7d3h As9c8c5d3h Jh7d4h4c3d KcJh8c5d2c 
AdTs9h4h3h Th7s7h4d2d Jh6d5d4c2c QsQc7s6h2s 
QcTc8c4h2d QsJd7s3d2c Ac8c6h4s2c KhJs7h5h2d 
Tc8c5h5c2h Qs9c6h2s2h AdJd7h6d2s Qc9c8h8d2s 
Ts9c5s3c2c KcQs5s3h2d JhTd5d5c2s 9d8d6d6c4h 
Js6s6d4h4c KdJc5c4s2h QdJs9d6h2d Ad9c8s4c3s 
8c6s6h5h2d Js9h6h5h5d KsQd8d5h2c AcJs6d2h2c 
QcJs8s5h2s Qc8d5h4s4c Tc7d6d6c2c 8s5c4d4c3d 
QsTs8s5s5h Jh8d6h5h3c Jd7d7c6h2c KcJs7h4c2d 
Qh9d6d4h2h KcJh6h4s3d Qh9s7h3s3h Js6c5h4c2h 
QdTd5c3h3d Qd7d7c6s4d Ac9d8h4c3c QdTh8s4c3h 
QdJc5c4s2c 9d8c7s6s3s Ks9s8c3s3c AcTc4s4h3c 
Ah7d5s4c3c QdTc9s2h2c As6d6c4s3s KcJc5d4c2h 
9s7c4s3d3c As9s6s5h3s AdTd9d5d4d Jh9c5d5c4s 
Th9d5s5d4c QcTc7d3d2s As5s5h4s2c QdTc9h7s2h 
AhJh7h6d2c Th7c6c4c2h Tc9s6c4h3c 8h8d5d4s3d 
QdJs8s6h3s Qh8h5c3h3c QdTc5d4d3d Jc9c7h4d2h 
Tc7h6d5s3s Jc9h8s6c2d AhJh8h4h2d JsTs9s4h2s 
QhJh9h6c3h KcJh9s9d3d AhJd4c2d2c Jd7s5c4h3d 
AdTd9d4d2h KcJs5s4h2d 9h7d6s4s2d Ad8h6s4h3s 
Ts9h8h5c2d AdTc9h4h3h KcQsJd6d2d Kd9d8d4c3c 
KcJh4d3h2d KhQh9s6h2c As6d5h4d2h Qh6s4h3s3d 
Kh8c7h7d3s Jd9c5s5c4h AhTc9s6c2d Qd9d8h6d4d 
9d7c6h4h3s AcJc6c4s4c Jh8d6d5d4d ThTd8h3h3c 
7d6d4s4c2s KcQdTs3s2s KdTh8h5s5h Qh5d4h4d3h 
QcJd7c3d2s AcJc7d6c2h Ts9d8h5c2s 9h8s6d5d2d 
QcTd6s2s2d KdJh7s4d2c 8s7h6d4d3c AhKs6c3d2s 
Jc9d8s7d3d KcTc8h8d3c KcQdJs7d2h JhTs7d2s2d 
QhTc6d5s2c Qc7h7c5d4c Ac7h7d6d4d 8s5c4d3d3c 
Jc6d5c4c2d 8s6d5c4s2s Jd8c5s3s3c Th9c7d6c2s 
6d5h5d3c2h KcQs8h5d2s Tc9d8c4s4h QsQh7h5c2h 
Kh8s4s4d2h AhJd7h6h2c QcJc9s4h4d Jc9h8d3h2d 
KsQd9s5c2s AdKs9d5d2d 8d6d4s3s3d Td8s7s4h4c 
8c7d5s4h3d 9c6s6c4d2d AhQs9d5s2s AcJd6h2s2c 
9s7s6h5d2s Th8c5s5h4h 7h7d6h3d2s Ah7s5d4c3c 
KcTc9c4c3h KdJh4s3h2s AhJh8c4h3h Th9d8c5s2h 
QcJc7c6h2h TsTc4c3s2d TsTc5h5d3d KcTc9c4s4h 
Kc9s6d5s4s 8c6d5c4h2c KhQc7h6h3h Ks9d9c4d3c 
Qd8c7c5h2h AsQs5s4d2s Ts9h9c5c2d 6d5s5c3s2d 
Kd8d6d5s3h Jc9h8s7d3d As8c6h4c3h Ah8h6h3s2s 
KhQh7d4h4c Tc7d7c4s2s 8c5s4s4d3d 9h8h7c4s4d 
KhJs8c4d3h Kd6h6d3h2h Qh8d8c7d5d AhJc9c5s2c 
Kh7d7c5d2c KhJh4h4c3d 9c8c6s6c4d 7c6c5s5c3d 
Jd6c4d4c3s Ks6c5d4h3d KsJd5d4c2h Ks9d8h8d5d 
AcJh9h5s2h AdJc8s7c2c KsJs4s4h3c 9d8d7h4s4c 
KsJh9d8d4d As8s4h4c2d Jh7s7d6d4c Ts7c6d4h3h 
Kd7s6c5s3s As9c8h4c2h QsTd4s3h3c Td7d7c4s2c 
9d7d6s4h2s KhJh5s4c2h QcJs6s5h2s As4h3c2s2d 
Th9h6s2s2h KsTs4d3d2s Qh9s6d2h2d Tc9h6s6c3c 
Th8s8h7d3c Ks7s6d2h2d Jd6c5s4s2c Qc7h7c6c4d 
AhTd9d7d2d QsTd6h3d2h KcJd4s3d2s Ts9d5h4s3c 
QcTh7d6s2c 8s7c4d4c3s KsQs9c5h2s AsQc8d7c2c 
Th8c7h6d3h 9h8d7s4d2s Jd6s6c5s2c Jc7s4d4c3s 
Jd8h4d4c3h Js6d5h3h3d 9d7d4s4c3s AcTsTd4h3h 
Qs8s5h2h2d Qh7d5s5c4h AsTd6c4s2s 8s7d5c4h3c 
Qc9h9c4h2h KhJs9d4c3d 9h7h4d4c3d Ah7s7d6d4d 
AcQd7h6s3s KsJd9c6s2s 7s7h6s3h2c 9h8h7h6s3c 
QcTs9h2s2d 7c6c5h5c3d QsJd8d6c3d 9s8c6d6c4c 
Jc7s5s5c2h QcTc8c5h3c Kd9d7h3c2c Th6s6h5d4c 
8c6s6c5h2d Qh9h8s6h4h KdJd7s4d3h KdJc9s9h4s 
Qs6c4s3h3c Js9c7h7d4c Ks9s8d5s2c 6s5h5c3h2c 
Kh7d6s5d5c 9s9d5c4d3h TsTd8s3s3h AsQs6h4s3s 
Qd9c6s5h2d 8s6h5c4c2c Qd3h3c2d2c 9s9d6c3s2c 
KcQc6d4c3c Kc7s6h5s5d Ah9h7c6h2s KcQh6h5d2h 
Kd9s7d2s2c Jd8s5h3s3h AsKc8h6d2d Js5s5d4d2h 
Qh9h4s4c3s Ks5d3s3h2d KdJh7h6c3h QsQh7c3s2c 
Js8d8c4s4h TsTh7d4h3h AhTc7c4d3c Jc9c4s4c3s 
AsQh9d5h2h 8h6h4s4d2s KsTs8d5s2c Kh7d6s6d4c 
9h6c5s4d3h Qs9c7h6h3d 7d6h6c4s3h Kc9d9c7h2s 
Ad7s4d2s2d Td9h8s5s3s QsJh7s4d4c Jh9h7d4s2d 
Tc9c6s6d3c AdQh7d4d2c Jd9c8c7s3h Kc9s6d5d4h 
AdTs8c4h3c AsJc8c4h2d Qd9h6d3c2c AdKc8c2s2h 
AhQd8d3s2s Ah9s5c3h2d Ks9s6d5s4s KdTh8h6h3c 
Qd9s7h5h4h Jc9d8s5d2d 9h8s6h3d2d Jh8h6s6h5h 
Jh7s7c6c4d Qc6s6h4s3h Kc8s7s7d2d KsJc9c8d2c 
KhJc6d3d2c KdJd8h6s3d KdJh8d5s2d 9c7s6h6d3d 
8c7s5d4c3c AsQs8s7s2d 8h7s4c3s3c AhJc8s6c3d 
Jc9c5h3h2h Ts9c6s6h3s KsTc9h5d2c Tc9h6s3s2h 
KsTs4s4d2d 9h8c7d4h2c As9s8s5h3s Kh8s8d6d4c 
Jd9h5s4d3c AsQs8s4s3c KdTd8s4d3h Jc9d8d7s3h 
TsTd5c4d3d KsQdJh3c2c KhTs9c7s2s Ac7s5d4h4d 
Qs7s7d5h3c Th9h8h5d2s JsJd9s4s3s TsTd9d8d3d 
Ad9d8s2h2d Th9s7c3s2c TsTh4s4c3d Th9c7s3c2s 
Qh9h6s6d3c Kd9c5d4s3h QsJd5h4d2d Ac9s6h4s3h 
Td6s5h4s2h Jd7h5s5h2d Jh9h8c7d3h Qd7s6d6c4d 
Ts9c4s3c2d As9h8d7c3h AhTd6s5c3d QdTd5h3d3c 
Ks6d6c4h4d KhTc8c3d2d JsJc8d5h2d Kd9s6h5c3h 
KhQh7h4s3c AdKs7h5c2h Ah8s7c5d3d Jd9h7c2d2c 
As9h6s5s2c Th9h8h6s3h Ad7d7c3d2c Ad8d5d5c2s 
KdQh8h8c4s KdTs8d5d2h 8c7s4d3s3d 9h6s6c5d4d 
KdQh9s7s4s Jd9s5d4h3c Td9s4d3s2c Th8h8c7s3d 
Ad7h5c4c2h QhJd8d4s3c AdJs4c2s2c Qh8s6h4d4c 
Jh6s5c3s3c Th8s7s6s3c KsJc9h9c4c Ac7c4d4c3h 
Qc7d6h6d5d Kh8d8c6c4s 9h8s7c4h2s 9h5s5h2s2h 
9h9d7d4c3s KcQs5d4s2s Td9d6h5c2s As8s6h4c2s 
Ac9d8s7h2d Ah9h4s3d3c 8c7h7d5s3c Ts9h9c5h2d 
9d6h5h4c3s KcQc8c7c4s Jd9s6h4d2h Ts8c6c5h2d 
Tc9h9d5d2s Th9h6c2h2c AcJd9d4s4d 9d7c6s4h3c 
As9d8h4s3s 9c7c5h2s2h 8h7h6d5c2h Th9h4c3s2s 
ThTd4s4d3c 9s7c5h5c4c Qc7s4s4c3d KdTd9d4h4c 
7h7d5s5c2d KdQh7d4c3d AcKc5c2h2c Qd9h9d7d3s 
Kc8s8d6s4h Kh8h6s5h3c AhKc8h2h2d Tc7h4h4d3d 
JsTh9d3d2d QsTc8h7d3d JcTd8c3h2s KdQh7s2s2d 
KhTd8c6s2d 9d6d5s4d3h Kd8c4h4c2d Tc7h5d4h2c 
KcTc7c6d2h KdJh6h4s3c KhTd8d6d3c KcTs6c4c2h 
9d8c6s3d2c Kd9d6s6d4c Th8s8h6d3h Jd9c6c5s5c 
9s7s6c4s4h KdQhJc3s2s QdTc3d2d2c Js9h8s8c3s 
8s6s5h3s2h QhQd6s4h2h Th9h8c5s2h Kd9s9h7s4c 
KdTh8c5h3s KcQc4d4c3h KcJc8d4s3c Ac7d6h3c2s 
Ad8c5s4h4c JhJc7h3s3h 8d7s6c5d2d QsQc7h3h3d 
9s7d6h4c3s Qs5d4s4d3s KcQhJs6d2d Qc9s6h5c2d 
Ac9s8h7d3h 9c7c6d4h2d AsTd9d3c2h KcJd7s7c3c 
Qd8d5c2h2c 8s8d5c4h2d Kh7h5d4s4h KsJd6d4h3c 
AsTc9h2d2c Qh8h7c4c2s Ts9c8c5c4c Jd8h5s5d4d 
As5d3s3c2h Jd7s7c6s4h KhTd6s4s4c Ah8d5s4d4c 
Qh7d4h4d3s AsTsThTc7h Th8s7d6c3s Js8s6s5d5c 
KdQh7d6d2c 9c7h5s4s4d Kc9c7h3s2s As9c6h5d4c 
Ac9s9d5h4h 9s6h4s4h3d Ac7s6s6h2h AdKc6d2h2d 
Th8c5h2s2c Tc7s5c4d2d KdQd4h4d3s KhTs5h3h3c 
Jc5d5c4d2h AcTh8d4s3d KdTd8d5s2h KsQh8h8d4c 
AdQd4s3h2d QhTd7s5s3s 9h8h8c6h4h AsJh8c7h2h 
AcJs8s4h3d Ks9h9c6c4d AsJh7d5h2c KhKdKc4c3h 
Js9d5h3h2d KsTs4h3h2s KdJs7s3d2d 8c6h4h4c2c 
Ah9d7s6c3s QcTc5d4c2s AdQc8h7c2c Th9h6s6c3h 
AsTc7h6h3h Qh8c7c6s2s Kh5d3s3h2d As7c6h6c2h 
Jh9c8s8c3d 9d8s5c3d2s As9h7c5c3c QdTd5c3s3d 
9d8s8c4h4d Jc9s7c2s2d TdTc8h5s2d QcJh8s6s3d 
As5h3s3d2c JsTh8s3d2c QsTs6d2s2d JsTc9h3h2h 
Qc7c6s4s2d 9h8d6s5d2d TsTc5d4c3c Tc8d6d5s2h 
KhJs4d3s2d Kd6h6c4s4h Kd9s9c6c4h Qh6c5d2h2d 
KhJsJc8c2c Kd9h6c5h4h 8h6h4d4c2d AhTh8h4d2h 
Qc9c4s4d3s KdQd8d5h5c 8h5s5c3d3c AhJd6s2h2c 
Qc9c7s5h3c Qd9s7h6s3c As7s6d2h2c KdJh9h8s2h 
9c8c7d4h2h AsJc7h6d3d AhJh7h6s2c Jc9s6s5h3s 
KcQd9h8d3d 8s8c6c2h2d Ks9c7s5d2h Jc6h4h4c3s 
Th7s7h4d2s QsJdTh7c2c AsQs6c4d2s Ac6d6c3c2d 
7d6s6c4s3h QsJs5c3s3d Ad7s5h4h4c KhJd4d3c2c 
Qc9c7c5h3d AcKh8d5d2d QcTd8s5h3h Ks8c7s6d3s 
Ah9d8s7c3s KcTc8s8d3c AcKc5c3c2h Ks9h9d6c4h 
Qd8d5h2h2c Qc9d8c6c3s Jh9s8d3s2d Ks6d5d4h3c 
Qd9c6c3c2d Ac9h8h7h2d 8h6h6d5s2c AdJs7d6d2h 
AhTc6c5c3d KcQsJd3h2h QsJhJc7d2h 9s8h7s4d2h 
9s8s7c5d2h Ah8d6c4d3c ThTd4h3d2c JhTd6d6c3d 
QdTs6h5c2s Qs7s7d6h4s Js6c5c4h2h JhJd4s4d2d 
9c6s4s4c3h Js6c5h4h2c TsTh8h3h3d 8c7d5c4h3c 
KdTd8s5d2h QcTd7c6c3c 9c8h6s3c2h As9d8c4s3s 
JsTs9s3h2s Ac8h7s4s4d JhTc8h3s2d QcJc6s4c3c 
Qd9h5d3h2d As7h6h6d3c Jd5s5d4s2h 9s6h5h5c4d 
QcTd5c3s3c KhQd9s8s4c KdJc9s9h3h QhTc6c5d2s 
Kh9c6h3c2c AhQsQhQdJh AdTd4s4h3d Qh9s9d5c4c 
8h7s5d4c3s KdJh8d7d2c Js5c4s4c3h 9s9h6s3h2h 
JsJd9s3c2h QhTs5h4d2h 8s7d7c5h2d JsJc9s5s2s 
KhTs8h4h4c QdThTd5d2d Ks8h8d6d4c Kd9h8s8c5c 
AsTc8c5h2c Ts6h5c3h3c Th9h6d2h2d Kd7c6s6c4h 
6s6h5h4c3h QdTd5s5c3d TsTh8s3s3d KdTc9s7c2c 
Ks8s5c4h3d AcJc9c7c3c Jh8s5c4d4c Ah8h4s4c2d 
8h7s5s3h2c KcQcJs7c2h Qh9c6s3h2s Kc8s8c7d2h 
QsJh8h7h4h 9c7c5s2s2h 7c5c4d3h2d Js9d7d6d3h 
Ac9s8d7h2s JcTs4d4c3c Ad7h6c3d2s 8d7h6s5d2d 
9h9d8c6s3c Kc8s7c6h3c QsJh9s6c2s Qd9c6s3d2s 
Js9s5d5c3h Ac9h8d7s2s 9c8s8c5d2h Kc9h6s5d4s 
9d7c6s4h3d QhJs9d6d2c QdJsJh7c2s JcTc4d4c3s 
Ah7s5h4h2c Td8s7s6s3h Qs5c4s3s3c Th7d5c4d2h 
Ad5c3s3d2h AsTh8h6h2d 9s6s5h4s3c QdQc7h3c2h 
QdTd8c4d2s AhJd8c7d2d 8d6c5s4d2d KcJs9s8d2s 
KhTh9c2h2d Jd6s6c5c2s Tc9h6d4s4d KdJs9s9c4s 
Tc9c4d3h2d Jc8d6s6h4s Td8c5s5h4s Js7s7d5d2s 
As5d4d4c2c KsJs7d4s3c Tc8d7s6h3d KcJc7c5h3c 
AsTc6c5h3c Qs8c5c4h2h KdQc7d4s3d As7c6c5c4c 
KsTh8s5s2d AdKh6c5c2c 9h7d6s6c3s Kh8d7s7d5d 
KhJh4h4d3s Ks9c8c6h4c Kh9c7h2d2c Js8h5c4d4c 
Ad8d6s5d3d KdQd9s5h2d AcTd8d4h3d Jd7h4d4c3h 
Js9s7c4d2c KcTdTc4c2s TdTc8c7s2c QhJd5c4c2s 
KsQc8h7h4h Js7h6s3h3c Kc7d6s5h5d Jc9s5h5d4d 
KsJd8s4h4c AsTc7d5h2c Jh9h6d6c4s AsJd6h3s2c 
JdJc5s4d2h 9h8c6c3h2s TdTc9d8d3d 9h8c6s5c2c 
Kh8s8c6c4d Jh9s9d7c4c QdTh5d4d3d KcJs8c7c3h 
QdJs9s4h4c 8h6s6c5c2d KdJc9h9c4c AdJc7h5c2s 
Ah9h7s7h3h Kc9s9d4d3s KcJd8c7c2h 8d6h4c2d2c 
Ac7s6d3c2h KhJc8h5s2h AhJh9d5h2h Js7h5h5d2s 
AsQd8c7c3c 9s6s5c4s3d AhTc8s4d3s Ts9h6d3d2h 
AhTd7s5c2d AdKsKhKd9d AcTc9c4c2d Qs9s9h8c4s 
Ah4d3c2s2h Qh9c7d6d3s AdKsKhKc2c Qs9h8s8d3c 
AdJh6c3d2s QhJs4d3s3c 9h5s5h4d3s 8c6h4c2s2h 
QsJd9s7h2c Ad6h6d3d2h Jd9d8c7h3d Jh9h5d3d2h 
AsTd8d5h2d 8c7h4s4h3c Kc8s7h5s2h 9c6d4c3s3d 
QhJh9c3d2s QhTh9h5d2h JhTd8c6c2c Js9c5h3h2c 
KhTc9d3s3c KdQs9c4d2h Kd9c7s5h2d Kc8s6c3h2h 
Qd6s6c4s3c KcJc9h2s2d QhTc7s4h3h AhJc7d5c2s 
Kd8s6h6c5c QcTs7h4d3s KsQd4d3h3c Th9c8h4s4d 
AsTc8c5d2c Jd8c5s2s2d 9c8d5h3c2d Td9s5h4h4c 
Ac9d7s7h3s 7c6h5s3h2c QsJc4h3d3c Qc9d7h7c4s 
9h8c7s4h2c QsQh8c6c2c KsTc8h8c3d Qh7s6s6d5s 
Qh9c6h3s2s AcJc7d6c2s Kd8d7h6s2c Ks9h8s4s2h 
AhTc9d2s2c As9s9h3d2c KcJc5s4c2h Qh9c8d4d4c 
QhJc9c6c2d AhQs5s5d2c AcJd8d4h3s AdJd5d4d3c 
Ah9d6s4d3s Kc9h7c2h2d JdTd8d4d3s Qc5s4s3c2d 
Jd9h8s7h3h AdJc8s8h2c JdTc9c6c2c AhTs8s4c3s 
QsTc8c7h3c Ah8s8h4h2c Jc9h8d7s3h Ad9d5c4d3s 
Kd9h6h5s4h Ac9s5d3c2h AcQc5c4d2c As8h6c4h3c 
AsJd9c6c3h Kd6h5h4s3c AdJc9d5d2d Jc8s6h6d4d 
Kc7d6h5s3s AdJh8h3s2s 9d6s5s2s2d QdJc8c5s2c 
KdQs7d6d2c Jh9d9c4s4h KhJd8h6s3h Tc5s4s4c3h 
KdQs9c8s3s Tc7c4d3s3d Td7h5s4h2d 8h7d5s4c3d 
Ts9d8d6d3d Th9s7h4h3d Th9s9c5s2d KhQs6h4h2d 
Td8s8h6s3c 9d6h5d3h2d JdTd8c3s2h As7h5d4d4c 
KsQsJs6s2d Jd6s5s4h2h Ac9d7s6h3d KcJd9s8s4s 
Th9h4d3c2c Td9d6s5c2h Td7d4h3h3c AhQdTd6d2d 
Qs9h8s2s2h Ad5s3d3c2h Js8s8c6s4s Jd8c5h2h2d 
As9c7h6h3h 8c6h4d2d2c 8d8c6s4d3d Ac8c5s5c2h 
Tc9c4s2s2h AhTs7c5d2s KsJd7s7c3s Ac9s7h6h3h 
QcTs8d7h3h As7s7h3s2h KsQh8s2s2h Jh8s8c3s3c 
Ts9s8s7c3h QdQc7s3c2s Jd7h7d6s2h KcTs7s4s3h 
9h6d5s4c3h Ah5s4s4c2c Kh8c7d7c5c TsTh8h7d3h 
QhTs8d7c3c Jd7h6h5h2d AcQd6s3s2d Qd9d8d4c2c 
KdJs8h7d3d KcJd8s4c2h Ac9d7h6c2c KhTh8d5h2c 
KhTh8s4h3c 8d7h4c3h3c Jh9c5s3s2c 8s8h5s3h2s 
Jc9d7h6d3d Ad9h7s6c3h AhKd7s2d2c Ks8c7s7h3d 
9h8c6h6d4h Qd6h5s2s2d 7s5s4c3h2h QdTc5d4h2d 
Qd9c6h3d2h JdTc4d3h3d Th9s7s3d2d QcJd9h7s2c 
Ts9d6d4d3c Kd6c5h5c2h Kd9c8c6h4c AsKh8s2s2c 
8c5s5h3h3d 9s7c6h6d3d KhTh8c4s3h AcJs8s4h2d 
Ad9h6d5d2s 9h8c5d3h2c Jh6c5d3d3c KhJh9c2s2d 
Jd8h4h3d3c Ad9d6d5d4h AcTsTh4h2d KcTs9d7s2s 
Jh8c5s3s3c 9h6s5s5d4c Qc9d8d6d4s KsJd5s3s3h 
8h5h5c4c2h Qc9h7s5s4s QdJd9d5d5c Kc7h6h3c2s 
KdQdJd6d2s Th7s7d6c3d KsQs9s4c3d 6d6c5d4s3d 
Jh6s4s4h3d 8s7d6h5d2d KcQc7c5h5c Jh9c8s7d3d 
AcQs6s4s3h QhTc7c3h2c 7d6d4h4c2c KhJc9d6s3s 
KdQd7c3s2s 8c7d5h4c3c 9d9c5s4c3h As7c6d6c2d 
9h7s5s5c4s JsJc4d4c2c Ad9c6d5h2d Jd8c6d5d3h 
JhTd7c2d2c As9c8h4s3s Ad7h7c6h2c Js5h4s4h3d 
QhJd8s6d2c Td9h5s4s4c QdJs5c4c2h Ac6c4s3d2h 
8h5s4h2s2c QdTs8h5c3c As9d7h6h3h 6h6d5d4s3d 
TsTc8d7h2d Kc8h7h7d2d AhTc9d5s2c 9s8h6h5d2h 
ThTc8h7s2h KcQc8h7c4c KcQc7h3d2d Jh7d7c5h3s 
Kh7c6d5s5c As7h6d4d4c QsQc8d6d2d Ts9c6s4s3h 
Kc6d5d4s3h KdJh9s9c3s KhKdKc4c3d AcTc6c3h3d 
Ts8d8c5d3h 9s9h6h3d2d Kc7c6s2s2h TsTd8h5s3s 
Js9c7s2h2c Ac9h6d4d3h Js9h8c3h2c Ac9s8h6s4s 
TsTh9d3c2s Ad9c8h7s2s KsKdKc4d3s QsTh8h7c3h 
8s5s5d4d2s KsTc6h4h4d Qh9d8c7h3s Qc7c6h4h2s 
9d8s5h5d4c Ts9s4c2d2c KcQcJc6c2h KhTs5c3s2c 
KcQh9d4c2s Ad9h8s8c3c Ac9c6c3d2d Ac8c6d4c3h 
JhJc9c3s2d Th9h8h5s2c Ac7h6d4s4d QdTc8s5h3h 
Ac7h5d4s3s 9s8c7h6d2s Qd9h8d7s3c KdTh8s8h3c 
KcTc5c4c3h Jd8h5c4d3s KcQhJs6s2s 9h9c7c4h2h 
AhQd9d4d3c 9h9d5h4s3h AdKc9d5d2d AhJc5c3d2d 
Kh5c3s3h2c Qc9s8h7c3d ThTd8d3s3d JcTd6c4s2h 
QcJc7c6d3h Td7d6s4d3h AdJs9d5d2d Tc7h6d6c2d 
8s8d6d2h2c Ad7h7d3d2h KdJh4d4c2s Js9d7d4d2s 
KdJd5h4c2d 8s8c5h4d2s Jh8h8d4d2h KcQd9s8s4h 
Tc7s7c6s2c 9s9d7s4h3c 9d7d5h2h2c KsTd9d4d3c 
Th7c6c4h2c AdTsTd6d2d Ac9s7d6c2c Th7h6c4h3s 
9h8s8c5h3h Jc7d4h4c3d AdTs6s6h2h Kc7c5d4s3c 
Qc9d7h6d3s Th9h4d3c2d QcJs6d3d2s 8d7d6s5h2d 
KhQc9d5h2h Qs9s7h5d3s KcQs5h4s2s Ad9h8c4h2c 
9s6c4s4c3h JhJd9h5h2h AsKd9c4h2d 8s5h4h4d3s 
AdQd4s3d2h Ad8d7s3h2c Ah9h8h4s3d KdJh8d6c3d 
Kd8d5h4c3s Js8s7d2d2c Ad9d6d3s2s As9h5c3s2d 
Tc7d6h5s3s Kc9s9h4h3s QsTs7c5s3s Ts9s6s4h3c 
Ts9c5h3c2h Qc8s8d2s2c 8s6s6d5s3h KcQsTh7h2h 
KdTc8c6c3h 9h9c8c3s3d 9s9c8h5c3c Qh8d7s4h2d 
Js7s5h5c4d KhTs9c3s3d Qh9s7h7c4d QhTh5s4h2c 
Qh9h7h5s3c Td9d6d4c3h 8h8c5s4d2h Th9c4h3c2d 
AdKs8s2h2c 7h6h4s4d2d 9c8s8d7d4d Th7c5h4s2c 
AsTc6d6c2d 9h7d5c3d2c AhTd8d5c2d TsTc9d3h2s 
Ad9s8s6h4s 8d6h6c5h2s Qs5s5d3h3c Td7d7c5d4d 
As9d8d4c2c Kc9s8s6s4h Td6h5c3h3c Ah9c8s4c3s 
8s5s4h4c3h Th7s5h4c2s QdTc8c7h3c Qh9s8s6s4c 
Kc8d6s6h5s 9d6s4d3s3h Qh7h6h6c4d Ah7c5s4s2c 
Js8h8c7h4h JhTh8c3d2s JhTc4h3s3h Ah7c6d6c3s 
Td8d7d5h5c AcTs6s5h3s As8h8d7h3c Tc8c7c5h3s 
JhTd5s5d2c Qc9s8s5s4d KhQd9s8d3d 9s6d4s4d3c 
Kh8h8d7s3c 7d5d4s3h2h Jh8h5h5d4s Ks9c5s3s2c 
QcTc6s4c3c Ks8c7d5d2c AsJs6s6d4s KhQc9s7d4d 
As9s5h5d3s Kh7h5d4c3h AhJc8s8d2c Jc7s7h6s4d 
Qc5s4s3c2h KcJs8d4c2h KcQsJc7c2h AsJc8c3d2d 
KhTs9d5c2s 9c7h4c3h3d 9s9h6h3s2s Qh9h8c6h4h 
As7d5h5c4d Jc8s5d5c4c Js9s5h5c3d 6h6d3h3d2s 
KdQhTc7c2c ThTc8h7d2h Qs9s9d4h4c Td9s7c6d2h 
Td9d8d5c2h 9c6c5h4c3s Js6h5s4s2h Jd8c6d4d2c 
As8s8c4s2h Qc9h8h5h4d 8c7h5d4s3d QhTh5d5c3h 
Jc9h9d3s3d Ts8c7s4s4h Qh7h7c4h3c Jd9s7s7h4c 
Qd8d6h4s4c Tc9c6s4c3h Jc9s9h8c3c Jh9d6d5d5c 
Kc8s8c7d3h Kh8h6c5h3s KhJh5s4h2c 7s6d6c4h3c 
AhKd7h2h2c Jh7s5s5c2h KhQh9h4d3s Ts9s6c5d2h 
Qs7c6s5h3s Ts9h6s4s3d Td7d7c4h2c QsTh8c7d3d 
Td8h7h6s3h Tc9d7s6c2h Td7d7c4c2c Js8d5c4h4c 
Th9d7c4d3s AhJc7h6h2d Th9s6s4c3d Kc8c7c6d3h 
Jd8s5d5c4d Jc7h7c6d2h KdQs4c3h2d Ah8d6s6c4s 
KsJd9c8h2h JhJd7h3s3h Td9s5s5c4h KdTd9s2d2c 
9s8h8d6d2c Ac7s6d6c2c KhTh6h4h3d KdQdJh7d3d 
QcTs4c3h3d Td6s6d5c4h KsJc6d6c2d 9c6h4h4c3d 
Th9s5s3h2s 6s5d5c3c2s JcTs9h3h2h 9c7d6s4s2d 
KsJh9d9c4d TsTh9d3c2h Kc9c6d6c4s QcJh8s5s3s 
Ks8d6h6c5c 9s9c8c3h3d As7d5h4c3c 8s6h5s5d3c 
Qh9s9d5h3h 9s8d6c3s2d Jd6s6h4h4c KcJc6s3h3d 
JcTc8c6c3s Td9h5h3s2s Ac9d7s5s3s 9d8d6h5d3d 
AdTs9c4c3c KcQd8s5h2d KcQcJd7c2s KcJc9c8c2s 
