8h5c3c2h2c 
KcJc9c4c2c As8h6c3d3c QcJs8h2h2d Th5s3d2h2d 
Tc8s4h4d2h Jc9s4h4c2d Qd8c5s5h2h Kd9s8s5s2s 
Kc8c5d2h2c Ks9h5c4h2d JhTs6d3c2c AhQd8d3c2d 
9s8d5s4s2s 7c5s4h3d2d Jh9h8s3h2h Qd4c3d3c2d 
9c6h4s3d2c 9s9c5h3d2d Kd7c5c4h2s Qd6d5s4d2d 
8c7d5c3s2h 7s6s4h2s2c Qs8c5h5c3c QhJc7c4s2c 
Td7c5s5d2h AsJd6h4c2h JhJd7d3c2d KdJs8h3d2d 
AsQh7s7h7d 6d5s3s3c2h QhTh7c3d2h 8s5c4s4h2s 
Ad8h7c4c2c Qc6h4s4d3d Js8s6s3h3c Qd9h5h4h2c 
Qc9c8s3d2c 7c5s4d3c2c Qd7c5s5c3c Qc9d8d4s4d 
Kc9c5s2d2c Ks8d4h2h2d Qs8d4d3s2s Th6h4s3h3d 
Qh7c6d2d2c 9d8s4s4h3c Js9d9c3h2h Ks7c6d4h2c 
7h5d4d3d2s Kh8d7h3h3c Qs7h6c3d3c Jd9d7d6h2d 
9d8d7s3c2h Th9c4d3s2c AcQc8s3c2c 7h4s4h3d2d 
Td7s4c3h3c Kd9s6s6c2s Th8d6c3h2s Kh6d5d3s2d 
KhJd4s3s2c Ah5s5d4s2s Th9h4h2s2c Qs8h7h4d3c 
Qd9s8c3d2d Qs9c8d2h2c 8c7c4h2s2c 7h6d4h3h2s 
Ac6d4h4d3d As9s7s3s2d Qs5s5d4h2s Qd9c7h3s3h 
AcKs7d3h2h Qs8s4h3h2s Jd9h4s4d2c 8s5s5c4s2s 
Jd7c6h6d2s Ts9c3d2h2c KcQh9h3h2d Tc7h4h3h3d 
Kc9s6h4d2s Jh7h5c2s2d Qh8s6s4d2s 7s5c4d3h2h 
Th7s7d4c2d Ah6s5c2d2c Js7s4s4d3c KdTc5c2s2h 
Kh8c6d6c2c Ks8h5h4d2h Th7s5s4d2s Qd9s7s4s4h 
Td7s3c2d2c JdJc6s3c2c 8h8d7s3h2c Td8s6s3h2s 
Kd7h5s4c2c Td7c5c4h2c Qs6s6d4c2s Kc8c4d3s3h 
KsKdKcQc8h 8s7d6c3h2d Kd6h4s3d2d Tc5s5d2h2c 
8c3d3c2d2c Ah6c4c3s3d As8d6c2h2c Ks9d6h6c2h 
Qs9c6s3s2h ThTc6d3d2s Td8c6h3s2d 8s7s4s3h3c 
Jh7d6d3s3c QhJd6c3d2d 8c7h3h2h2c AdJh8s3c2c 
KsQs7s4s2c AdTc8c3c2c Jc8s5s2s2h Qd7c5h5c3c 
KhQs6c3d2d KcTc6d3c2c KhQc4c3c2c TdTc5h3h2s 
Qd7s6c3h3c Kc8h5d4h2h 9h7s7c3s2d Jc8h7c4s2c 
Kc9h7s3h3d Tc7s7h4d2s Ah8c7s4s2s Kd8s6s4s3h 
Td9c7h3s2s Kc9s7c4h2c 9c7d5c3s2c Qc9s8s4s4h 
Ts8s5s3s3d Qc8d8c7c3c 9d9c3s3d2h 9c7d4d3s3d 
AhQc7c4c2c 7d5c4d3s2d Qc5h4d3s3d 9s9c7s3s2h 
9s7h7c4h2h Ks9h4h3c2c QsJc8c3c2d Th9d4d3s2c 
Tc9d4d2s2h 9h6d4s4d3d 9s7h5s3d2s 8d7c5d3s2h 
KcJs8c2d2c JhJd8c3s2s Jh6s6h4d2c KsJc8s3s2d 
Qs7d6d4d3d 9h5s4h4c3d 8h5c4c2d2c AsQc3s3d3c 
Qc9s8h4s3s Tc7c3h3d2d Jd6c3s3d2c KsKhKd7d2s 
Ad6c3h3d2d KdQc7h7d2d Qc8c3s3h2h Kc7s5d4d2h 
Ks6h5h3c2h 8d7d6s3c2h 7s7c6h3s2s 9h7d5h3c2h 
9d8c5c3c2s Kh5h4h2d2c Ad8d4d3h2s 5h5c3c2d2c 
Qd9s7h4c2d Qs7s6h4s2c 9h5s5d4c3d Js8s6h4s3s 
Ks4c3h2s2d Ks8d6h4d3d 9h8c6c3c2s Ad6s6h4s2s 
AcKh7s3d2d Js8h5c3s2d QhJd6d2s2d 7s7d6h3d2d 
Qd6d5s3c2d Jd6c3d3c2h Kc5d5c3s2c 9d4s4c3c2d 
Th9d5d3s2d Kh7s4d2s2d Qc7c6c4d2s Td6d3h3d2h 
KcTd6s3s2s AcJd7d6d2d AcJd8s3h2s Qs8c4s4d2h 
Qh8c5s4c2c Qs8d3s2d2c Jh9s6h4d2h Js9s4d2h2c 
Kc7h5s4d2s 6s6h4c3c2c Tc9h4h3d2s Qh9c8s4c2d 
Qc5s4c3c2d Jd9h5c3c2c Js9h7c4c2d Kc9d7d3s3h 
Jh7s6h4d2c AdTs7h3h2c As9s3s3h2d Qh8c7h3s3d 
Qd7h4c3s3d 8s5h4s3s2c Kd9h9c4c3c Td6c4s4h3c 
9s7s4h4d3s Kh7d7c6s2c Jd7d6d3s2s Ks9s6d3h2s 
9h8s7d4s2s JhTd6s3c2c AdTd6d2d2c Qs5h4c3s2s 
AsKh8d3d2c Qs9h6h4h2d Qd8s8d4d2h Qs6d4h3h3c 
9d8c4h3s3h Ks9s6s6h2s 7d6s4s4c2s Ad5c4c3s2h 
8d6h3h2h2d JhJd6d3s2d 9s7s6c3s2d Qd7h5c3s3h 
Qs7d6h5c2c 7s5s5h3c2d KhQs6d3c2c Ad6s6h4c2s 
KdQd9d4s4d As6c4c3h3c Qs8s8h4s2d 7s4h3h3c2s 
Tc5s5c4h3c KdQh9c3s2c Jd9d7h6d2d AcJc7h3c2c 
KsTh5h3h2c KcQh8s4d2s Qc9s9d3h2c 9d7d5d2h2c 
Qd8h8d2d2c 9s7c5c3h2c AdTc6c3s2h AhJc8s3d2s 
Ad7s6s5s2s 7c6d6c3h2s Qd9c5h4s2s KhQh3h2h2c 
Qs7c6h2h2c Ad8c4c3s2s Jh7h4d2h2d 9c8s4s3h3d 
Qd9h8c3s3h AhTs5s3c2d Kh7d5c4s2s Ks9d5d4c2h 
QsQhQd5s4h Td7s7c4d2h Ks9s7s3s3h KsQh6c3c2d 
9s7d6s4c2s QhTd6c3s2s AsTd6s3s2s 8s7d5c3h2h 
Jc7c4d2d2c Kh6s6c4d2s AcJs8d3h2h Jh8c4h3h3d 
Qs9h6s3d2s As9h5s4s2s Kh9s6c4s2d Qh9s4c2h2d 
Qc8h5d3s3d QdTc4s2s2h Kd8h7d3s3d Jh5s5c4d3c 
Kd6h4c3s3c 9s9h7c4c2c Qd8s8h4s3c Jd8d6d4d3c 
QdJc4c3c2c AcKd8h3h2s QsJh6h3c2h Kc5c4h4c2c 
Ks9s8s6s2s Jh7d7c5s2c Js7d4s3d2d Jd7s6h3h3c 
QsTh6c3d2d Qh9c3d3c2d Qs7h7c4d3h Td5s5c2h2d 
Th8h5s2h2d 9h7d7c4s2s Jc8c6d2s2h Qc9c5h2d2c 
Kh9h8h3d2s KcQd8s4h2s KhQs8c4c2d 7s5c4c3c2d 
Kh8h8c3h3d Ks8h6h6d2h Qd9d5c2s2d Td6s6h4c2s 
Js7d6c2d2c Kh7d7c4d3d Js6h5d5c2c Kc9s5d3h3d 
Ac7h5h4s2h 7h4h4d3d2d AdKh7c3s2c Qs9s8d3h2s 
Qh8s5d5c2d 9h9d6s6h6d 9d8h7s4s2s Js6c5s2h2d 
QcJc9c3c2c Qs9h5h4c2h Jd6s5h5c2h KhJc4s3s2d 
Td7c3s2s2d Kc8s8d6h2h AhJd4d2d2c 9s8d5c3d2d 
QhTh4h2h2c QsTc7c3h2d KsTd5d2h2c 9h5s5d4c3s 
Jd7s5s4h2s 7d7c3h3d2s Kd7d7c5d2d QhJc7d4d2s 
Ts7h5c4d2d Kh9h4d3s3h Tc8c4h4d2s 9h8s6c3h2h 
AcJh5h5d5c Td9s7h3s2c Qh3s3d2h2c Js7s5s5c2d 
Jd8d7d6d2s 9s9h3s3d2c Kd6s4s3h3c 9s8s6c3s2d 
Jh8h7h4d3h Js7s6s3h3d Td9c3h2s2c Qd9h5d2d2c 
Kd6h4c3s3h Jd5s4d3h2c 9s8d4d3d3c Ad7h7c4s2s 
Qs8d5h3d3c Js8c7h4h2h Ts7c4c3h3c 9s7s7d4h2s 
Td8c4s4h2h ThTd5h3h2h Td6h3h2d2c AhJd7d3c2s 
KsJc6s2s2h Qc8s7d3h3c 8d7c5s3h2h Kd9s5s4s3s 
Ks8d5d4h2d Qd5h5c4c3c 9s6d4d4c3d Qc7h5s4c2c 
Qh8d3h2d2c Qc5s5d4h2h Qc8s4h4c3d Tc6c3h3c2h 
QdQc7d3s2d Qd9h7s3s3c 9h8s4d3s3c Qs7s5h4s2c 
Jd5s5h4d3d 7s5d5c3d2h KcJc6h2s2c 9h7h4s3s2h 
AsJd7d2h2d QsJh7d4d2c Ah8d5d4d3d Js5d3d2s2d 
KhTs6d3s2s KsQh9c2d2c Jd9d5d3d2c Jd7s4d4c3d 
7s4c3d3c2d Kh7h5c3h2d Js9c7d3s2h Qc5h5d3s2c 
Qh5d4c3h2h AdJh7c3s2h Js8d6c2s2h QhTh7h4h2c 
KcJh6s6d2s Qs9s5s2d2c 8h7d4s4h2c Th7h4d3h3c 
Kh8s6c4c2d Ts7h3s3c2c Ks6s4s3h2d KhJc4d3d2s 
QhTh3h2d2c 7d4s3s3h2d Kc4h3s2d2c AdTd4d3d2h 
Js9d4c2s2h KdQs7d7c2d Kc8d6h4h2s Ac6h5c3c2c 
5s5c3s2s2d Ah9c6s4d3s AsTc5c3h2d KhTd6c3d2d 
Ac6d5h2s2h 9h8c6s3h2h KsJs6h2s2c KhKdKc9d8d 
Jh9d7c4c2s Jd8s4d4c2h Jh9s6c4d2s 7c5c4d3s2c 
Ks6s4s3d2h 8s5d4s4h2s Jh9s8c3c2c Jh7s5h4c2h 
KhJc3s3d2c KsJd6s2s2h Jd8s7d4h2d Tc7d6c4c2c 
As7h6d4c2c AsTs8s3s2s Kd9c5c4h2s Ts9c4c2h2d 
8s4s4d2h2c Jc9h5s3s2s Qh9h5h3d2s Jh7h6h3d2d 
8h5h5d4h2h 8s5c4h4d2c Kh8s7c4s3d 7h6c4c2s2c 
Ts7d5c4h2d Tc6s5d3h2c AcQsQhQc2d Ac6c3d2h2c 
Js8c6c4c2h 7s7d7c5d5c 8s7s3d2d2c QdJc8c3c2s 
7h5h4s3d2h Th7d7c2s2c Qd8c5s5h2s 7s5s4s3c2h 
Qc8c3d2s2d Qc9h4d2s2c 8d7s5c3d2h Tc7c4h3s3c 
Kh8d5s5c3d Th4s4d3d2h 9s8d6d3d2c Jc7s6c3s2s 
As8d6d4d2c Js8h7h4h2d AsTs6s3h2s Qd7s6c3s3h 
Jc6h5h5d2s QdTs5s3s2s Ah9h6h4h2s 9h9c4d2s2d 
Kd7s5s3s3h KhJd4d2d2c 8c7c4h4c2d Th9s3d2s2c 
7c6h4c3c2d 9s5s4s4d3c 8h7h6h6d2h TsTc5c3d2c 
Qd9c7s7h2c JcTd6h3h2h KhJs8h2h2d QsJsJhJc7h 
Jd5s4s4c3h KdQd7d4h2d Th6s6c4d2c JcTc7c3s2c 
Jh7s6c3d3c 9c5s4s4d3s Qh8s3h2s2d Qc8d5s5d3d 
Td9h7c3c2c 7c5d5c3h2s Kd8c5h4c2c 9s9d7h4c2h 
AhKd7c3s2c Ac6c3d2s2c Js7s6h4c2d Qs8s3c2d2c 
Qh5s4c3d3c Jc5c3h2h2d Ad9h8s4c2s AdTh4s4c2s 
Qs7s5d4h2s 8c5d3d2d2c Jc8s7c3d3c Jh7h4h4d3c 
Jd8s7c4c2c Th7s7d4c2h 9d7h5s4s2s Ah5c4c3d2s 
8d6s6h3d2c Jh7s6d5c2d Kh8h7d4s2h Jc8d3s3d2s 
Ac7h4h4d3h 9s7s6s4s2h AsJh4h2h2d 7s7h4s3c2d 
Kc8c7d3h3c Qc9c7h4d2s KdQs7s7h2s 9d6s6d4d2h 
Kh6h4d3s2h 7s4s4h3d2d KhJc7s7d2s Jc6d5h2s2c 
7h6h5h4h2h Ah6s4s4d3s KcQh9s3d2d QcJc8c7c2c 
9h7d5s3c2s Kh5s4d4c2c AhTsThTc2c Qh9s5s3c2d 
9h9d9c6h6d AdQh4s3s2s As9s4c3h2s Qh7d7c5c2s 
9s8h5c3s2s Ah7h5h3h2s Kd9h9c4h3h KhTs4s4c2s 
Kc8d5s5d3d Ks8d6d6c2d As8s4s3c2d 9s4h4d3h2s 
QhTh4h3h2d Qh8s7d7c2d Ac6s3d3c2c 9s7h6c4c2c 
8d7h5c3s2s 9c7h6h2s2h JsJh6h3h2c 7c5h4s3c2d 
KcQc3c2s2c Jd8s6s6h2s AsTsThTc7d Kd7s5h4c2h 
Qh9h5c2s2h Kc8c5h2d2c KcJh4s3s2d Kh5h5d3s2h 
QcJh8c3c2d Qc5s4h3c2c Ks8h5c4h2h Ad5c4h4c3c 
9c7d6s3d2d Td7s5h5d2c Jd8h7d3d3c Ad8d4c3h2d 
QhTc6h3h2h Jh8s8c4d2d 8c7s5c3d2h Tc8c5c3d2h 
7h4h3s2s2d QsJc8h2h2d Qs8h5d5c2h 7s4s3h3c2c 
AcQh7h2s2h Kc6d4s4h3s Qd9s8s4s4c Js5s4d3h2c 
Jc7h7d6s2c Kd7d5d4d2h Ks7c5s3s2d Td8d4s4h3d 
9d7d7c4s2d Th7s7d4h2h Ts7h7d4c2s 7s6s4d2s2h 
Kc8s6s6d2s Ts9s5h2s2d Qd7s4d3s2d KcQh7s7c2c 
As9c6h6d2h Ah5d5c4c2c Kd5h4c3c2s 9d7s7h3h2c 
Qs8s7h4s3c QdJh6c3h2h Jc8d7s4h2d Jh9c8d3d2d 
JsJdJcTc6d JdTd6d3d2c Jc9s6c4d2c 9h5d4h4c3s 
Ks5s5h3d2s AcJh7d3s2h Jh7c6c3s3d Tc7s6h4h2h 
Qc6c5h2s2c 9s8h8c3s2s Ks7s5s4s2c Jc5h5d2s2d 
Jh8c4s4h2d KhJd8d2s2c AhJs6d4c2c Ac7s7d4h2h 
9c8s6h3d2s Jc7d4c3d2c 9s8h5h3c2h Jc8c6h4c3c 
Qs7h7d3s2h Jh8h6h6d2h Qs8d5c3h3d QcTs5s3s2s 
7c4d4c3d2h 8s5s4c3d2h 7s4s4h3h2d 9s8s4h3s2h 
Jh5d4h3s2c Jh7c6c3h2h 9s4s4h3d2h Ad5s4s3s3h 
7c5h5d3h2s Jd9s7h4c2h Td7c4s3s3h Ks8s8d4s2h 
9c8s4d3h3d 9d8h6h3s2h Js8h6h4d2h Kh6h4s3d2h 
7d6c4h3s2h Kd9h5c4c3c Qd7d6h6d2s KsQc6h3d2h 
Jc7h6s5d2s Ac6s5d2h2d 9s9d6s6d6c Tc6s5s5h2s 
Js6c4h4d3h KdTd8s3d2d Qc9h8d3s3h 9h9d3s2h2c 
Js7h5c4h2d KhQs9s4s2s KcJs8h2s2d KsJh8d3s2s 
9h9c7c3d2c 9s9c7c3h2c Kc6s4s3h3d Ah9h4s3c2h 
Ad5c4h3c2s QdTsTdTc6s Th9s7d3s2s Td7h7c5h2h 
Qh8c4s2s2c Ts7h7c2h2d Jd8h3h2s2d Qs6s6h4s3s 
Qd7h5s5d2d Js7s7c6s2h Td5s5d2d2c 9s6h4d4c3s 
Qc8c6d3h3c Jh9h4c2s2d 9s9h9c6s6c Jc6d5s2h2c 
Kc5d4s4d3d As5d4h4c2d AsJc6d6c2c KsTh6c3c2d 
Ts7h3h2s2c Kh8s7d7c3s KhJh7s3c2h Ts7s7c4h2s 
8c4d4c3d2h As8h6h4d2h Qd8c3d3c2h Jh6h6c4s2d 
Qc7d5s5d3d Jh9d7s4c2s Tc7c4s4c3c AhQs7c4c2c 
Qs8d5h3h3c Kc9d9c3c2s Jh8d7s3s3c Qc7h6d3s3h 
Qc9h8s4d2h QhJd8d3c2d Jh8c3c2s2h Tc6d3d3c2d 
9c8d4d3s3h Ts7c6d2s2h Kh7d4c2d2c Ks9d6d6c2d 
Qc6h3h2h2c Qs7h7c4c3c Jd6c5d2s2h Td4s4c3d2s 
8h6s4h3c2d Ad7c4s3c2s AsKc7d3h2h Kh9s6d6c2c 
Jh6h4d3s3c Ah9s5h4h2h Kc9s9h4h3h Kh9h9d4h3h 
Qc9s5s4d2s Js4h4d2s2c QcJhJdJcTc Kh9c6d4c2s 
AdJs6c4h2h 7d5h5c3c2s Ah6h5s3h2h KsQc8h4h3h 
Kh8c5s5c2d QsJh7h3h3d QsTsThTc6c Js8d3h3d2h 
AhQd6s3d2d Qh9s8c4s3s Qd6h4s4c3s Ks9s4d4c3s 
Qd6s4s4c3h 8h7d4s2d2c Qd8s4d4c3h KhJd5c2s2c 
KcQs6h3d2h 9d6s6c4h2h Kh7c5c3s3c Qc6h5c3c2d 
8c6s4d3d2h 9s9c7s4s2s 9s9d6s6h6d Qc9d6s3c2c 
Qd9d7d5d2s AdJh6s4c2c 8h5h4s3c2d Tc7d6h2s2c 
Th7h5s4h2c Qd8s4s3d2d QdTd7d4d2s Qc8h5d4d2d 
9c8s7h4s2s AdJc5h3s2s Qc6d4h4d3s 8h5s4s2s2d 
Qs8s7s6s3s Qd9d5d3h2c Ac5h4s4d2d Ks6d6c4h2c 
Qh6s4h4c2d QdJd6d2s2c Kd9d8c4d2s Td9s7h3c2c 
Ah8s6d2d2c Ks9h6h4h3h KcJh4d3d2s KdJc4s3s2h 
As8h6d2d2c 7d6h4s4c2s Jc9s7h4d2h Js7d6h2h2d 
Td9s4d3h2d Qs8d3s3d2d Jh7h4s4h3d 9d5s4h4d3c 
Th6s6h4h2d Th7s3d2s2h KsQh9c3d2c Ad9s5s4c2s 
KdTh5h3h2s Ac6d3s3d2s JhTd6c3s2s Ts8c4c3d3c 
Ks7s5c3s2h Qs9c4h3d3c Qs9c5d4c2c Jh6c4s3s2c 
Jc8s5d3c2h Kc8h4d2h2d QdJsJhJd7h Ts7d3d2s2c 
Qs8d5h5c2d Td7s7c4h2c Ks6s6d3c2s Jd8d5d4d2d 
TsTh4h3d2c Qs9c8d4h3h Td7h7c2s2c KcQc9c4h4c 
9s7d7c3c2h Tc4h4c3s2h Jc9c4c3s3c Th9d7c3c2c 
Jc9s7s6s2s Qc9c5d3h2c 6d6c4h3h2h As8h8d4d2d 
QhTs7s3d2c KhTs5c3s2s Qs7d6h6c2s Ah8s5s4s3s 
Jc8d5s3c2c Ad6c4c3h3c 7c5h4c2s2d 7h5h4h4c3h 
JsTs6s3s2h KcQd9s2s2h Th7c4c3d3c Qd9s8c2s2h 
Qc5c4h3c2s KcQs6h3d2d Ts9h5h3d2h Ah5c4d3c2s 
7c6c4s4c2h 9s9h4d2d2c Jd8s7h3h3c 9h9c4s2s2d 
AhJd5s3s2s 9d6h6d4s2d As6c3s3h2s QhTh7h3d2c 
9d8h6h3c2h Ks7h4d2s2c Qs8h4c2h2c Kh8h6c4h2h 
Qs7d5h5d3d Ks8s8c4s2d 7c6d4s4d2d ThTd6s3h2h 
Qs7c6d4s2s Kd8s6h4h3h Qh8c5c4c2c Qd8d8c4d2h 
Ac8d6h3s3h Kh9s4h4d3h Qs7d7c4h3c Jd7d5s2h2c 
Ts9h7h4h2h Jd8c7c4c2h Kh9s6c3h2h 9h5s4d4c3h 
Kc6s6d4h2s Js8h5d3s2s Qh7d6c3s3c Qc9h7s4h3h 
9d8d4s3d2s QcTd6c3c2c Js9h5d3d2d KdQs8d2h2c 
AcQs6h6d2d JdTd7d3c2d 8c7c4c3d3c Kd7d5c3d2h 
8h7d4c2s2d Kd5d4d2s2h Kh6c4s3d3c 7h4s3s3h2c 
Kd7d5c3s2d Jd8h5h2h2c KcTd4s4h2d 7s7h6c3h2h 
Tc9s7d3c2c Td5s5c2h2c QsJd6h3h2c Qh7s7c4d3c 
Qh9d4c3s3d Jh9h6s4d2h KhQh8h5h2h Kd9s5h4h2c 
QsJs8s4s2s 7c5h4c3s2c Ks6d4h4c3d Td6h5c3d2s 
7d5h4c3d2s Kd6c4h3s3c 6s6d4c3h2h KdQh9c4c2c 
Ts7d5d4c2d Jh7h5h5d2s As6d3s2s2h 7h6s6c3c2d 
Th7c3d3c2h Qd9c8h3s3h 9h6s6d4s2s KdQs6h3h2c 
Qh9d5d4d2s As8h8d4h2h QcJs7s6s2s 7h6d6c3h2s 
Qh7d7c3s3c 7s5h4s4c2s Qd6s4d4c3d 8s3s3d2s2d 
Kh7s7c5d2d KhJs6d3c2s 7s4s4h3c2c Jd7d7c6d2h 
QcTs4h3s2s Js7c6s4h2d AsJh5d3d2c 7h5s5d3s2c 
KcJh8h4h3h Jd8h4s4c3c AdJc7s3h2c Ac8c4d3c2h 
Td9d5c3d2d Qh8s5s5d2s Kc9c6s3d2c Ts7s7c4d2s 
Qc7s7d4h3s Qd9s8s3s3c Td9h4h3s2c 7c5h4d3c2c 
KhJs3s2d2c Qs9c8h4d2c As9c5s4s2s QcTc4c3c2d 
Qc8s6s4d2s 9d6s5s4s2s Qs9s8h3c2s 7c5s4h4c2c 
Qc7s5d4c2c Kc8c4s3s2c Kh6d4c3s3c Jh9s7c3h2d 
Qd6d5c3d2h 7s5c4d3s2h Kh7s5c4d2c 8h7c5c3s2c 
Qh5h5d3c2s Kd5d4d3h3d KsTc5h3d2h Kd9d3s3d2s 
TdTc4d3s2h Qs8s7d4s3h Jh8d3d2s2h AcJc7s3c2c 
Jh7h6s4c2d Qd7s7c4s3s 8s6c4s3d2h Ad8c7s4s2s 
Tc7h3s2s2c 9d7h6h3c2s QcTh7s4s2s 9s8h4s3d3c 
AcQsQhQd2c Qc8s5h3h3d Th6d3d2h2c Kd8s5h4s2c 
Jd8c4h2s2d KsKhKcQs8d 7c6s4h4d2c Kc8c5c3s3h 
Qs7d6c3c2d Kc8s6c3h2d 9c7c4s4d3c Qh7h5c4d2h 
9h8s5s3s2c Jc8s3h3c2s Jc5c4d3s2h AcTc4c3c2h 
Jc7h6d4s2c Jh5h4s4d3h 9s7c5s2s2h 9d7s6h3d2c 
AsKc8d3h2d AcQh3s2s2d Ac7s5s5h5c Kh8h7s3d2c 
Js5s4d4c3s Kd8d7h3s3d Kc9d5s4d2h Ks7h4c2s2d 
Tc7c4s3h3c KdQc6s3s2h Jc8c6d4c3c 8c7d6h3s2d 
Qc7d6h2h2d Th8c4s4h2h Qd6s4s4h3c AsJh7d3h2c 
Js9h6h3c2d Th6s6h4h2c Jc9s6d4c2c 9d8d7d4d3c 
Jd9c5h3h2h Js7c4s4d3s TsTd5d3c2d Qh9d6h3h2s 
KcJd8h3s3d AhTs4d4c2d Jc8c7c2s2d Th7s7h4d2h 
Td6h5s5c2s Qs6h4c3d3c Js8s6s3h3d Jd9d8d4d2s 
Tc9c6c3d2c KcJs8s4s3s Kh8h6h4h2s Qc9s8s3s3d 
Kc8d7c3h3c Js7s4d3d2s Kd9c5s4s3s Kh9d6s6c2c 
8h7d3h2h2d KcJh7s7d2s QdJhJdJc7c Ts4s4c3d2c 
Js8s6s6h2s JdJc7h4h2h Jc7s7d4c2h 9c7h5d3s2d 
9s7h6h2h2d AdKc7c3c2c AcTs6s3d2h Td9h3c2s2h 
Tc7h3s2h2c 8c3s3c2s2c 9d9c8s8h8c Ts7s6c2s2d 
KdTs7s3h2c Ac6d5s2h2d 7c5s4h3c2c Th4s4c3s2h 
9c6s6c4c2h 9s7h5d3h2c AsQhQdQc3s Ts6s4d4c3s 
Jc8h7s3s3d Jh5d3h2s2d QhJs7d3c2h Kd4h3s2d2c 
8s7c3c2s2h Jc8c7h3d3c Kc8d6h4h3h 9c8h7h3d2s 
Qh9s7s7c2d 9d7s4s3s3c Td6c4s4c3h Qd9d8c3s2d 
Kh9h7s4h2d Ks9c6c4c3c 8d4s4d2d2c AsTd6d3c2h 
Tc9s4d2h2d AhKs8d3c2d Qs9d5h4c2c 8c5s4h3s2d 
Kh9h4d3s2c 9d9c7d3h2d Js7h5s5c2s Jh6s5c2h2d 
Th6s6c2s2d 8c7s6h3d2s Jh9d6d3c2s 8c5s4s2h2d 
8c5d4d3s3h KcJc4c3c2d QsQhQc5c4s JhJd6c3h2h 
Qh9c7s4s3s Kc6h5c3c2c Ks8h6d4h3h 9h8s6d3d2c 
Qh7c6d3d2c Ad8s7h4h2h Qs9c8d4c3c 6h6c4c3c2d 
Js6s5c2h2d QdThTdTc6c Jd7h6s5c2c Js9s8h3s2s 
9d6c4h3s2d Ad9d3h3d2s 9s4s4h3c2h Js8s7d3s3h 
Ah7c6s4d2c Td7h7c4s2h 9s9c3h2d2c Ts9d3s3c2h 
Kh9h4s4c3h 8d7h5c3c2s Qh8s5c4c2c Qs6s5d3s2h 
Qd5h4d2s2c KhQs7s7d2s Jc8d6d4d2s 9d9c3h2s2c 
Kc9d5d4s2h 8s8h7d3s2c Tc8c7c4h2c Kc7h6d4s2h 
JsJc6s3s2d Qd8c3d3c2s Ac5s4s4h3s AdJh6s4c2s 
KsJc8s2s2h 8d6d4h3c2s 9d7c6c3s2h QhJc6s3c2c 
Kh9h7c4h2s Kc8d6s4s3s Qs8h5c3s2d Jd6h5s2d2c 
Qh7d6c5s2s Kd7c5d3d2s KsJc8h2d2c Qs9d8c2h2d 
Ad7c6s4h2c Kc8c7d4s2c Qh8c6h2h2d Qd9c5c4c2s 
9h5d4d4c3s Kd8s7c4h3c Td9h7c3d2d QsTs7s3h2c 
Jh4s4c2h2d 7d5h4c2s2d Tc6s6d4h2d 9s8h6c3c2d 
Tc6s5h3c2d As6h3s2s2c Tc9c5s3c2c Tc5d5c4s3c 
Th8s5s2s2c Ks7h7c6d2c Js8d7s4c2s 9h7c6s3h2d 
Ts5h4c3s3d Js7d7c6s2h JdTh4h3h2h 9h9c7h3s2h 
AhTs7d3d2c Td8d7d3d3c Ac8d5d4d2d 7d6c4h4c2c 
Kd7c6c4c2h Jc7d6s4h2c Js8d4c3d2c Jh7s6s3s2h 
8c5s4s2s2h Td6s5h5c2s AcQsQdQc6h Qs6s5d3h2s 
Ts9s5h3s2s Td8d4s4c2h 9d5s4h4c3d 9c6h4s4d3c 
Th5d5c2s2c 9c8d6h3c2c Jh7h4s3d3c 7h6s4c3s2d 
Ks7d5h4c2c Jc8c6c3s3h Kh5c4s3d2d Jd5d3c2h2c 
Ac8h6h4h2d Jd8c4s4d2h KcQs8h4h2d Jd9d6d4c2s 
Jh9d4s3s3c Td7d4s3h3d 9s7h5s4s2s Kh9s9h4d2h 
Qc8c5h4c2c KsQh7d4d2c Kc8c7d3s3c Qc9c8h3c2d 
Kh9h3h3d2d 7s4h3h3c2c 9h5c4s4c3d Qd8d3s2s2h 
KhTc4s3d2c Th9c5s3s2s Kh8h6h4d2h AcQh3s3h3c 
Kd4c3h2s2d Qd7s7h3d2s Tc6d4s4d3h Jh8h4c3s3d 
Kh6h6c3s2h 9c6h6c4d2c JsTh6d3d2d Js8s7s4h3s 
Qd7d6s4d2c Kh8s5s5c3s 8h5c4d3c2s Kc9s7d3h3d 
Ks8s4c3c2s KsTh8h2h2d Ts9s5d2s2c Kd5h5d3c2d 
Kc6c5c2s2c Kc6s5c3c2c Kc9d6s6h2s QsJh7s7c2s 
Qs7s6s6c2d QhTh3h2s2d 8d4h4d2s2d Jc9h6s4d2h 
AhJc3s3c2c 8h7c5d3h2s KcJd6s6h2h Kh9s5c4s2d 
Ad7s7h6c2c As8d8c4d2d 7h6s6d3s2c 7c4h4d3d2h 
AhTs6s3c2d Ts7s5s4c2s 8h5d4d2s2d Kh7s5h3h2c 
KdJd7d3h2s QsQdQcTc9c JhJc7c3d2c 9s7h6c2d2c 
Jc8s6s6h2s Kh8s7d4c3d Ah6d5c2s2c Jd9h7d3c2s 
7s7d4h3c2d 9d8d7s3h2c Ts8c6h3d2s Qc5s4d3s3h 
