KdJcTc6c5h 
QdJc9s7h6s 9c7d6c5c3d KcJhJc8s5c JdJc7s5d4h 
Jc9d8h6h6d 9h7s6h6c5s Jh9s9c5s3h Kc9s8c5h4s 
QhQdJd8c3s Th9s6h5s3c Kh9s9h5d3s Ad7c5d5c2c 
KsTh9s5h2h Jc9c8s5h3s AhQdJc8h2h KsQs9c8h3c 
AhJdJc3h2s QhJs9s8d5c Jc9h8c6h4s AsTh9c5d2s 
QcJhJd4s4d JdJcTh8h4s QhTdTc6s4c Js9c7s6h4c 
Td7d7c6s5s JcTc8c7c6d JdJc9h5c2h QsTc7h4s4c 
AcTs7c5d5c AdKd7c6d2c QhTdTc6h5h 8h7h7c5c4c 
KcJhTs5c3c AsQh7s4c2c KsQhTs9d5s AdJdTd7c2s 
AhKs8d6h2c 8c7s6h5h5c Ac5h4c3s3h AdKd5h3d2h 
QsJh8s6h2c KsJh8s7s7c KcJd9d8s8d QdJc9c8s5h 
Ah9h9c4c3c AdKs9d7d3c QcJsJh4s4d Kc9d8c5d3h 
AsQsJs4d2c Jh9d7c6c4h AhQcJd9d3s AdJdTd8d3h 
AdKcQs5s2h KhQs6c5h5d KcQc9h6h2s AdThTc8s4c 
8s7s6h6c5h KcQs9c8h6c QsJs6h5s3h AhQsQc8d2c 
KdQs9h8c7c Ah8s8h7s2h 7d6c5d4c3h Tc9h6d5c3h 
KcTh8s5c3s 8s8h6s5h2c Ad7d6h6d3h KhJcTs5h3h 
AhQcJh8s2h AhQcJd5c3c JdJc7d6s6d Jh9h9c5s3s 
TdTc8c6s6c KdJh7d7c3h KdQdTc9h2d AcJcTc7d3c 
AsKhQs3s2c KdQcTs6c3h KsQc7c5h3h QcJh9h7c2d 
AhJhTh8s3h KsTd8s4d3c QdJdTd9s6d ThTc8d6c2h 
Ad6c5c4d2c Ts9s7d6s3d AsTh8d4s2c AcTs7s3c2s 
Jd9d8h5s5h Jc9c7h7c5h KcQcTh9d3c ThTc9d8d7d 
KhQsJhTh2h 9h8s6h5s4s Td9s7d5s5h As7h6d4d2s 
Ac8c6h4d2h KhKdJs5s2s AsJh4h2s2c As9h9c6s2h 
KhJc9s6c4s QhJd8s5s2h KdQd9c8h8d KcQhJs8h2s 
QhTd9s4h2s JsJcTs7h3d AhKdJc5s5c AcJs9d4h4c 
AsKdJs2s2c JhTd7h4h4d Qs8h6c5s5h AcQsTd6s6h 
AsKh9d3s2d AcKd9s7d3h Ac8c6c5d3d KhJdTc9d5d 
As8c6s4d2d AcKc9s7c3d AcQc9c8c5s JcTh8s7h2s 
Ac6s5h2s2c Ad8h6d4h4d Js9s9d5d3d AcJs7d6c3h 
QcJsJd8c4h Kh8c6h6d4d QsQh8c7s4d 9s7d6h5h3d 
QhJhJd6h2d AdKcJc7c3s AdTd7h2h2c KsKh9d4c2h 
KhTh6s4s4h Ks8h7d5s3h KsKc8c6c3d AcQcJc4c3s 
QhQd4d4c3s KhJsJd6d5d KdTs9d6h3c QsJd9s7h5c 
AcJc9d3d2d KhJhTsTc4h KhTh6s5d2s KcJsJd9d5h 
KcQd9s8c6c AhJsJh8d2h TsTc9h9c3c JcTs7c6h4d 
AdTs8s7s5c AcJcTc8s3c KsQd6c5h4d JcTh7c6d4s 
KcQsTh6s4s KcJc9d4d3d KdTd9s4s3d 8c7h7c6c5h 
JhTh8s8c3s KsQhTc6h4h JsJc9d7h6d KsKdTc4h3h 
AdTh7s5s3h Qd9h8c6d5s AhQcJd8s3c QcJd9h8h6s 
Jd9d7s6c5h KdTd9h6c5d 6h6c5s5c3s KhKd9d8d3d 
KhJcTs8c4d AhQs8d7c2h AcTd9s5d3s Ac6h4s3s3c 
AdTs8c7c5c TsTc8h6s5d AcKh9h6h5d JhTc6d4h3c 
QhTc9d4h2c Qc9d8h6c5s Th9c8c6s3s JhJc7d5c4s 
AdQc7d2h2c QsTc6d5s4h AcKc4d4c2d AhKh9c7h3d 
KcTs8c5s5c AsQs9h9d3c AhJs9h8h3d JhJd7s5h4c 
KcJdTsTh4d AcJs6d6c2s Ad9d8c4c3c Qh8h8d6d4d 
KcQsQcTc2c 9c8c6c5h4h 9h8d6d5h5c QhTd7d5d3h 
QsTs7d5h5d AhQhThTc2h AdQc8s7h6s AsKc5h5c3d 
AcQs9h7s3h Js9h8s7c6s AsQh9s3h2h QsTs9h9d6s 
AcJh9d7h5h KhQsTh9c4h KcTd9h5h3d JcTd7c4d4c 
AhKs8s4d3d Jd8c7c6d4d JdTc9s5h4d KdQc8s8d6h 
Js8d7s5h5d AsKc7h7c4c AdQc7h6d4d KcJc6s5h2h 
AcJcTs7c3c QsTh6d5s2h JcTsTh6h4d AdKdQd8h3s 
KsJcTc6c5d AsAhAd9c7c AsQsJh7s3d 8d7s7d6c4c 
KcQsTd7s4h Qh9h8c7c4d Qc9s8s6h2c KsQs9h6h2c 
KcJhJd9h5s QcJs7h6c3h KsThTc8c3h 8d8c6d5c2s 
QsQhJd5c3d QhTd9c4h2d JsJcTh5h3d QsTd7h7d6c 
QcJsTh9d2d AdKs9h8c4s Ad6h5c2h2d AcTd7h5h3d 
Td9c8s6d3s KsQs9h6h3s QhQdJs5c2h JhTc8h6s4d 
Kc9d8h6c5s QsJs8d7s4d AsKh9h7d3c KcQsQh8h4d 
TsTc7s6h5d JcTc8s7c5d 6h6c5h5d3d TsTd8c6s5h 
KdQhJh6h4s AcKh9c5c4s Kc7s6c4s3h QsQdJh5h3h 
Kc6d5d4c3d Tc8h8c6d6c QhJsJh9d5h JsJd5h4h3d 
ThTd7d6s5c KdJcTh8c4s KsQcTh7d3s QdQc3s3c2s 
AdJsJc3d2h AhJd9s4h4c AdQh6d4c3s 8s7c6h5s3h 
JhTd8c7s5c QdTd9h7c2h AcKc7h6s2d 9s8h7h6d4s 
KcQdTc9s5c Th9c7c5c4h KdJd8c7s2c QhJsTd9s5s 
TdTc8c7d2s KhJd9d5h2h JdTh6h4h4d QhTh9s3s3d 
Ah9s9c6h2s KdJh8h5d2h KsTc8d5s3d Ks9c7s7h4c 
AhJhTd7h3h QdQcTh4c2s AdKd6h6d4c KhKdQs9d2d 
AsKd7d6h3c JsTc8h7d5d KhQh9d8s8h Kh9s8s6d3h 
AsQc7s7d2d AdJd8s7d6d 9h8s7h5h4s QcJhTc9d4c 
AhKh9h7d3s QsTs9d4d2c JhJc9d7s5d AcQh8c6c4s 
KdJc6s5s2d ThTd9c4h3c KsKc9d4h2c Ad7c5h4s3d 
QsJd9d8c5h KhJdTs8d4c AcQh7c2h2d Ac8s6c4h2h 
KcQd8h7d4h QsQhTh4h3c KdQcTs7h3d KhKd8h5s3h 
QhTd5h4h3d Qh9s7d5h4d QcTd6d4c2s QsTd5c3s3d 
TsTh9h8c6h KhQh9c8h6s KsKdTc8h3h JhTh9c3c2d 
KcTd9c6h5c QdJh9h7d2c KcJd9c8s6c KsKc9s5s2h 
KsJc7s4c3c AdKs9d7d3h Ts9h8h6d3s Jc9s7c6h4s 
QdTh8h5d3h QsTd6h5s4c QsJh5s4c2h QdJcTh9s2s 
KsQsJh9d3c QhJc6c5h2c QhTc6c4h2s JcTs8d6h4s 
QcTh7s4h4c 8h8d7s7c6h AsQs8h5s5d AcQcTs9c2c 
KcJc6d5h2h AcThTd7s5h JhJdTc8c4s QcTc9d4d2h 
AcKhQd5d2s KdTc9c7c6c JsTh8c6d4h KhJcTc7d4c 
JcTdTc3d2c QhTh9d5h5d QhTc8d7c2h Qs9h9c8s7d 
KsTh9s6d3c Jh9d8c6d6c KcJd8h7c3h KdQsTd6d5d 
QcJd8c7d3s KsJh8h6s2c KdJsJh9s5c Kc8h7s5c3h 
AcJd9s7c2h AsQdTd8d3c KhTc8h4s3c QdQc8h4d3h 
AcQsJh7s7d AsJh6s6h2c QhTs8s6s2h Kc7d5s4c3s 
8h7s6d5h3d AsJs8h6s4d QhTs8s6d4c 9h9d6s4s4h 
KcJsTd8h5s QhTh9c7d2c QdTsTc6d5d Js9d7s6c4d 
AsTc6s6h2h Js9s7c6d5h JhJcTc8c5s AcKd7c3s2s 
KhJd9s9c7s As8s6s6c4c Ts9s8h7h3c KhTc9h7h2c 
Qd9d8c7c4h Jd9s8d7c4c AcKhQc3c2s QsJd8h5s3h 
JdTs6d4c3c AcJs6h6c2s TsTd8s5d3c Qs9h7c6s5d 
AcTs6d6c2d 7s7h6h6c5d Ks6d5d4s4c AsJc6h4s2h 
JsJh8c6h2s KhQcTc4d2d AsQdJh5d3d QhJcTs9d2s 
Kd9s7c6h6d 9d8h7d6c5s JhTd6h4s3s AsQcJd7c4c 
QhTs5h4s3h TsTc6h6c5d Kd9h8c7h3d AcKh9c7d3c 
KhKd6s6c2s QcJsTc9d4c Qs9s8d7d4h KdTc7s7d5h 
Tc9h8s6c3s Tc7h7c6s5s AcKhTh8s3h QsThTc6s5s 
KsJd6d5s2d KdJc9c4h2d KsJh9c6h4c Qs9s6c5d3d 
KcJh6h5c2h Jh7s7d6s5d KsKhTc6c2d KcJcTc5h4c 
QsJcTh9c5c QdTc9d6c2d AsJs7c6s6d AcJsTs5s4s 
AhQh5s4h2s AhQcJs6d4s KcQhQd9c2s 9s9h8c7h6d 
KhJdTd6d5s Ad9s9h6d2h KsThTd6s4c 9s9h8d7s6c 
JsTh7c4h4c AcQcJc8c4d AcQh7h6c2c KsQsTs9h2c 
AcJh7d5c3c QsJc5c4d3d JhJd9s8c6c JcTs8d7s2d 
QhTs8c4s3h KhQsTh6h6d JhTh7s6c5d KdJhTs8c4h 
KdQc9c8c7s AsQs8s8h3h Ad8d6h4c2h QsTd7s6d3s 
9c8d7h5h4c KcQsTc9h5c QsTc8h5s4d Kh9h8c7s3c 
KcTs9c6d3h QsTs9d9c6s KhJhTd8s3c JsTs9d5s5d 
QhQd3h3c2c Jc9h7h5h5c JhJc9d5d2h QsJsJh8c4d 
AsJd8s3c2c AcQhTh8h3s KcQc9h8s8c AhQdJs5s5c 
9h8s7d5d4h QsJc9c8d3d Tc8s8d5d4s AdKs8c6d2h 
TdTc6s6d3s Ac7h6s6c2s AdKsJh8s2c AdTh9s8c5s 
KdJsTsTc6s Kc7d6h4c3h AcTd6s4h4c Th9s9d4s4d 
QdJd7s5c3c Qs9d7s5h4h JdJc6c4h3d KcTs8h6c2h 
AsKdJs8h2s Ac8h6s4c2s Qc9h9d8c7s KdQd9h5c2h 
QdTs8c7s2d KsTh9s6d5s QdTh5d4h2c KcJs7h6c5c 
AdJsTh6s4c 9c8d7s7c5d QcTc9h4h2d KdQh9d9c3c 
Ts9d8h7s2h KsJhTc8s4s Ac7s6s4d2c Td9s8c6c3d 
Kh7h5d4s3d ThTd6h6c3c KhTh8s8h6d QsQdTd4d3h 
QsJd9h7d4h QdJh8c6h5s QhJd9d8s5c As8h6c4s2c 
KhQcTc4s2s KhJs8s5h2s Jd9h8d5s4s ThTc7d6d3h 
AhKhQh3s2d JsTc6h6c3s 8h7h7d4d4c Qd9d6c5c3c 
AsKcTc9c3c 9s9d6h6c5h 9h8h7s7c5c 9h9c8s7c6d 
Qs9h7s5d4d Qc9h6h5c4c AhKc7s6c3d QdJh9c7h4c 
QdJsJd8c4h QcJd9d8h3h QhJs9h7h3s KsQdTd9c2h 
AdJcTd6s3d KhQdTc7d4s JsJcTs8s4d AdQsJc5s3s 
KsJd9d7c5h TsTc9d6c2s KdJh7d6d5s KsKdJh8s2s 
KhKcJd5d2d 9s8h8d5s4d QsJd6s6h3d KhJc6s5c3s 
KsJd9c6d4c QsQhTs6d2c Qd7h7c5d5c KcJs8s8c4c 
KdTs8c5s4c QhTh8s7c3s AcQs7h7c2h AdJdTh7s2d 
KhQc9s6s2h QhTc8s6c5d QdTh9h4c3c JdTs5d5c3c 
QsQhJc5d2s AhQh9s9d3c KcTd8s4c2d AsTh9d5c2s 
AhQsTsTd2s AcQcJc7s3h KdTh8h4d2s AsTs8s7s4h 
9s9h7d5d3s AcQs8d7d3s AsQc7d6s4s Jh9d6d5s3h 
JcTh7h7d3c AhTh7s2s2c AcQs7h4s4h KsKd6c4s2s 
AsJsTd4s2c QcJc9s4d3s Ad8d8c5d3c KhTc9h8s5d 
KsQhQc6s3s KhQc6h6d3d JsTh8d6c5h AdQs7d2s2c 
KhTd9d7d6d KcJd8d4s3c Kc9s9c8d7c KcQd4d3c2h 
Qc9h7d5c4d TsTd9h9c5s AdTs9h8c5s JsJd9h8c6c 
KsKcJc3d2c Td9c8c7c4d KcJcTc7h7c JhTh7s4s3d 
JhJc9h9d4h Jc8s7h7c5s JdJc8s6c2d Kd9s9d5c3s 
KsQh8c7h4c KcTs8h7h6h KhQd9h9c3c Ac8c6s6c4s 
AhJsTh6c3h AcQdJh4c2c KcJdTd9d4s KdQc8h6h3d 
AsKs5d3s2d AcKs9c7d3c KsQdJc9s5s AsKh9c3s2c 
AdKcTs5c3c AsKsJh6c3s JhTh8s8d3d KsQs8h7c5d 
KcJh8d7c3d KdQdTc9h3d KdQdJh8d2h Ac8d6c4s2s 
KhQh9s5d2s QcJd9h8d2h Jc7h7c5d4h AhQhTsTh2h 
KdTd8s6h2h KhQsJc7h2c QcJh9d8h2d AdQhJc7h4h 
JdTh8c7h2c AhJd6s6d2h JcTs6s6c4c QsQh8s7d3d 
Qc8d7d5c4c JcTh9h6d2d Qh9c8c7h4d AdTs5s3c2d 
Td9h6d5s3h AdQsJh8c3s QsJc5s3d3c Qs8h8c5s4h 
KhQsJd8s2d KdJhJcTs4s KhQsJs6s4c AhJhTh8d3h 
QdTc8c6s4h AsTc9s6h3s KcJc9h9d6s JhTd8s8h2s 
Jc9c7d6d4h QdQcJc5s2h Jc9h9c7d4d QhJd8c7s7d 
KdJdTs8d6d QcJcTd9h3c JhJdTd8d4s As8s6s5h3h 
Tc9h6d5h5c Kd8s8d7c4c Ad7s6c4c2d KcQs9c8d8c 
KhQcTc6s3d AsQsTs5d2c QcJs5c3s3d AsTh9s6c3s 
KhQh5s3s3c Jd9d7h6s5c Jd9s8c6s6c 9h9c7d5d3c 
QsTs9c5h2h Jc9s6s5d3c QdQc7h4c3h KsQh9d6d2s 
QhJd9c7s5h JhTd9s3h2d AsQsJd4s2c AsQdJh7d7c 
ThTc9c5h2s QsQhTc7h3d 9h9c7s6d5h QcTs8s6d4h 
KdQcJc6c4h KcTc8h6d2d Td9s8s7c3d QdJcTs9c5c 
QcJcTd9s4c AsTh8h7h5d 7d6d5c4h4c Kd5s5h3h3d 
KdQsJc9d5d QcTh8h4c2d QhQd7d5d2h KhTs8c7h2c 
AcJs6s6c2h AdQs5c4h2d Ad7c5s4h3d Jd9c7s5c3d 
QhTc8h6c2c KhTd7s7d6c AdQd8h5s5d TdTc9s9d3d 
JhTc6c4h4c AcQcJd4c2h AdKsQh5h2c KsKcTd4h3h 
QdTs9c6s5h AhTs9d6h4h KcQdJcTc2c JsTs8h8d3d 
KhQh9h8c6s AcJc7h6c4d KcJh9h4d4c KhQsTh9d4h 
AdQh5c4s2d AdTh8s4d2c AdJc7s5d3d Ad8s8c4d2s 
Tc9s6d5s5c QsJcTc8h2d KdJdTc8d6d JhJc6d4h3c 
Ac6s4h3h3c JdTs7h4s4h AsQs8c6h3d JdJc5s4s3d 
QsTh5d3s3h AdQdJs7d3h JcTd6c4s3s KdQsQh4s2c 
JsTs9s7c5h 9d8c7d5d4c KsKc9d7d4d KsJd9h6d4h 
AsQs8h6d3c Ts9s8c7h3h ThTd7h6c5s As8h6h5c4c 
AdQcJh5c3c AhJhTc4h2d AdQdJs4d2c AdKs9d5d4c 
AdQh6d5c4d Jc9s7h6c4s AhJhTh7d2s QdTh5h5d3s 
JsTdTc9s2h KhJd6s5d3s JsTc7h7c3s AcJsTh5d3h 
Ts9c8s7d2c 9s8c7s7h5c AsKs9s8s5d AcQhJs6d4s 
AsJsTd6c3s QsTh7h4h3s AcQcTc5s2d KdQc9d5c2d 
Kc7d6c4d3s KcQh8h5c3c AcKc5s5h2d Jh9h7s6c5d 
9s9h8s8d5c JhJc7s3h3c AsJc7s6h3d AdTc6s4d2s 
KsJdTd9c4d KsJdTc5s3s AcJh6h6c2s KsKc9c6h2c 
KhJhTh7s7h AdQsTh5s5c Tc9h7s5s4h Jd7h7d5c4h 
7d7c6h6d5s JdTh7s5h3s QcJdJc8s5c As8h8d4s2d 
KhTc7h7d5s AcQhJd3s3h JsThTc6c4d AdKsJd8c2d 
JsThTd9d5c AsTd8h7c4h JcTh8h5s3s Ac8h6c5h3c 
9h8c6h5h4c KsQhTd9s4s KsKd9d7d4d Js9h6s5d4h 
AsTc9d9c7c AsJdTh6h2d QhThTc8d5s AdJc5d3s2s 
Tc8h8d5d4h KhQdTd6s3c JsJc8h6s2c Ac8s8d4c2d 
AhKsQd9c3d Ad9s9h7d5d KhJc8s6c4s KhTd9h7c5h 
JdTs9h6c5s JhTh6d4d4c QcJcTs7s2s AdKh8h5h4s 
AhJc9h6d3s JdTc9h6s5c JhTh9s7s2s Jh9h9c7s6d 
QsJs8s6d4d KsQhQd4h2c Ac9s8c5s2c Ah7c5d4s3h 
AcQc5s4h2d KdQs9d8h8d As7s5s4c3c AhTc9d9c7c 
KsQc9s9d3d Td9c6h5d3c Ac9c8s5c3s 8s7c6d5s5d 
Js9h7c6c4s KsKhKc8s8c AsKh7s3c2c Ac9c8h8d4s 
JsJd6c4s3d KhQcTd6c4c AcQd8s8d6h Ts9s8d6d2h 
Kh9s9d7h3s QdJsTh9c2c AdJdTs4d2c AhKcQs9d3s 
AhQc7h2s2c JhJd6c4h3d KsKd9s5s2c QsJc9c8h3h 
9d9c7h5h3c QsQc9h9c3c QdTh9c8s5d Kc6d6c5s3d 
AcJd9h4s4c JhTs9c4s2c QhJs6h6c3s Ks6h5s5c3c 
QcJdTs9h3s QsJdTs8c2h KhQdJh9s3c Js9c6s5h3h 
Td9h7h5h4d QsTh8h5s2h KsTd9s7d2s KhQhTh9h7h 
Ac8s8d6h4c JdTc6h4d3c JdTs9s6c2c KdTd9c4c3d 
Qs8h8d5s4d AsQh7d6s4s AcKh6d4d2h KcTd9h9c5s 
QsTh7h7c6d JsJdTs8s5c QhQcTs7c3d KdTc6h5h5c 
KsThTc8h3c Kd9c7h6s6d Ac9c8d5s3h 9d9c8s8h5c 
AdKhTh9h3h AcQsJd6c3c Tc9s6h5c3s QdQcJs5h2d 
KsJc8h6c4h KhQsJs8s6d JhTsTc7s5s Ad9d8h5h2d 
AcThTd8d5d JhJd7s7h5h Js9s8h5c3h KcTsTh9d3c 
Jd9s7h6d4s TsTc7c6d5h AsQhJc5h3h QdJh9d7c5s 
KsJh8d6d4h 9h9d7s6d5c Qd9d8s7c6d KsJh6d5h3d 
Jd9d7s7d5s KsQhJhJc2h KdQs7h7d3s QsJsTh7h2h 
KhTh8s4s3c KsKhQc4c2c KsJc7s6s5d TsTd6d6c5h 
JdTs7h5s3h JdJc7c6s5c Qd9d8c6s3c Th9d7h7d4c 
JhTh9h7s5d KhJcTd6d5d KdJc9h9d5s TsTd9s9c4s 
QsJsJh5s5d QsTd9c4s2c QhJdTh8s2c AhQhJh4h3d 
AhKh8s4s3h KhQs9h8d6h KhTsTc4c2h ThTc9s4c3s 
KhQc8h4s2c 8h7d6c5h3c KhKcQs9d2s AcJd7c3d2h 
Ts9s7c5c4c Jh9c6h5s4c 8d5s5d4s4h Kh7d6c5h4s 
KdQc9c8c7h QhQd7s4d3s KhQsJd9c2h KcJsJc8d5c 
KsJh8h6s2d KdQhTc2h2c KhQdJs7d5d AdJhTs6c4s 
KhQsTs4d2d 8h7h7d4s4d 9d7s6h6d5s Ks9d8s5h4d 
KhQh6c5d3s As6c4s4h3c 6d6c5s5d3s AcQsJd6h4d 
Tc9s9c5c4s ThTc8h5c3s QdJsJc4s4h KhTs9h7s2h 
AcJsTd6d2s Qd7s6s6c5d Td9h7s5h4s Qh9h8d6c3d 
TsTc7d6d3s JdTc8s8d6d KcQsTs9h4d 9s8d7d6c4s 
KsJd9s8c6s Ks5h5d3s3h KcQhJd5d4d AhJsJd9s3c 
AcKsQc3c2h QhTh9d6s5h 8h7h7d5d4d 9d9c8s7c6h 
KdKcTh6h2s Jh8s7h7c5s KdQsJc5h4h KdJsTc9s5s 
AdKd7h6s2c KdQd8h7s5c JhTh6c4s4c JcTd5h4d3h 
AhJs9d4h4c Kc9s9c7s4s 8h7d7c6d4h JdTd7h4h3s 
AcTd5d3s2c QsQd9s5h3c KsTsTc6s5d QdJdTc9h4d 
Kd7h6d4h3c QhJs8d5d2h AhJd7c2h2d Jc8s7c5s5d 
Ah8s6d4h2d KsQhTs9c5s JcTd5s4d3s KcQhJs9d4c 
Qs8d6c5s5d AhJs6c4h2c AdQd8c5h5d AhKc9s4s3c 
7d7c6s6d5h AcJcTh7d2c JsTc6d6c3s QdTd8c7s7d 
Th9s9d6h6c AhKcQs9s2d KsKh5c3s2s 8d7d6h6c5c 
KsKdTh6h2c AdJc9d4s3h QsTc9d9c7c 9s9h8s5h4d 
Qh7d7c5h5c AcQs7c2s2d TsTd7d6h3h KcQc9s8c6d 
KsJs9c4c3c AsJc4c2s2d QdJc9c7c3d AsKc9c7h3d 
6s6d5s5c3c AcKc6d6c4h JdTd8s6h4c Td9s9c8s4c 
QhJsThTc3h QsJsTs9c6s AsQs5h4c2d AdQh9c8s6c 
QdJs6d6c3s Td9h9c8h3d QcTd8s5c4h AcQsQd8h2s 
KdJsTc8h4s JcTsTh9d6d KdTd8d8c6s QsJs9s9d7c 
Qs9h8h6c2s AhQh6h5d4s KhQsTh7d3c Ac5h5c4s4c 
QdJc8h5d3h KhQh5s4s3h AhKs9h7d3h AcKsJd5h5d 
Kc7d6s4c3s Kd6s5s4d3s KhQs8s7c4c Qc9s7h6s3c 
JdJc8d5h3h 9d8h6d5d4h KcQdTd6s3h Kd6h5h4d4c 
KdQdTh9c2d JcTh9d3h2c QdQc7s4d3s AhKdQc5c2s 
JhTh8c7h5s QdJsTd9c2d Kc8d7h7d6h AdQh9h7c3c 
AhJd5c3c2h AcQhJs9d4s AcKs7h6s3d KsQh9h8h7c 
AcJhJd3s2c QcJh9s7c5d KcQc9d6c5h KcQcTc6s2s 
AdJh9s7c5s QdQc9s9h3c Qh9h7d5d4s JsTh8h6d3d 
AsTh9d6s4s Td9h8s6s3d KcQc9h5d2h AcJd7c6h3s 
AcKdJc8s2c QsTd9d4h3h KdQc9s8d6d KhJh8s7d2s 
ThTd8d5h3c QhTc9s4h2s AsJsTd6h3s KdQsQc4c2h 
AhTh8s5h5d Qs9h8s6c5d Qd9d8s7s4h Ts8s7h5s4h 
AsJdTc9c2c KhKcTs8d3d QsJc9h8c2h 8c7c6s6d5s 
KsKdJd6d2c QhQc8d4h3d Ts9h9d8d4h KhJs8s4d3h 
9s8h7h5h4s Ks6d5s5h3h AhKh9d9c2s QhTc7h6c3h 
JsJc6d6c3d 9c8h6h5s5c KhQd9h5d2h AhKcJc9s2c 
KsQh8s8c6d Jd9c6d5s3s JsTh6d4h4d Ad6d5d4s3s 
JsJh9h9c4h QsJcTh9d2d QdJcTh9s2h QcThTc7d5s 
JhTc8c4h3h AsQhTh8h3d QsTd8s6c4s AcKd8d4s3s 
AcJsTc6c5c KsQd9s9d4s ThTc6s6h3s AsKdQd8c3h 
JcTd6c4h4d KcQh8h7s4s 9s9h8h7d6c 9h9d6s6c5s 
AhQhTs9h2h AsQsTs5c2h 8d7h7d5h4h JcTc6d4h4d 
QdJd9s4h3h AhTc8c7c5s QcJd5c3s3d KsQs9d4h3h 
9c7d7c5d4h Th9s9d7h3d As8s7s7d6h QhTs8s6s5c 
AsTd9c8h5c JdTs8s4d3d KhJsJhTh6h Kc9s8c6h5d 
As7d5c4h3s 7h7d6s6d5c QcJd6s6c3d AcKc6d4d2c 
QcJd8h6d5s AhJcTd6s4c KdTs9c5c3s KsJdJc6d5d 
KcQc9c8h6d KhKd9h7h4h Th8h8c7h5c TdTc7h6h3d 
AdQsTs9s3s Tc9c7h6c3h AsQd8h7c2s Ah7d6c4c2h 
Td9h8h7d3s 8s7s6d6c5d AhKhJc6h3d Kh7d6s4h3s 
KsJsTdTc4s Tc9c8d7d3h KdJh8h4c3d AdKdQd3h2s 
AhKh8c4c3h 9s8h7c6c5d Qc8s7s5c4c Ks9h8h6c3s 
Ah5d4h3s3d JsJh6s4d3h QcJd9c7s5h QsTh9s6d6c 
JsJh8s5d3d AcJs7h6c3d Ad5s4d3s3h KdJs9h8s6c 
KsQhQc5c2d Kh8h8c7d4d AhJs9h4c3d AcKdJd6h3s 
KcTc9s6h5c KsKcQh3c2c JdTc7h7c3d KsTc9d8d3c 
KdKcQh9d2d Ac8h7c5h2c JhTd6s4h3d QhTs9c4h4c 
KcJh8h4d3c Js9d8d6s6d KcQd9s9c3s QsQdTc8h4c 
KhKd8d5c3d AsKsJs5c2h 9d9c6s4s4c Ad7s7d6c3h 
Qh8s8c5h4c KhQdTh7s3c KhTc9h7d5h KhJcTc9d4c 
QhThTc6h2c QsJs9h4c3c JhTs9d5c4h As9d8s5h2c 
AhKd7c6d3s QdJd8s5c2s As9h9c8d3s QsJs8c5d2c 
7s7d5s5d3d JsTc6c4s3d AhKhJh3s3c QhJhTh5d4h 
JsTs9s7d5c JdTh8c6s5h QdQc9s9h3d KdTc9h6s3d 
QcJd5c4s2d AsJd6h6d2s Th9h8d7d3c AdKsQc9c2h 
8s7h7c6h4s AcQcJc8c4h AhJd5h4c3s QsJhTsTc3s 
QhTh9h7h6d AdKcJs5s5h 8d8c6c5d3h JsTs9s7s6d 
AcJsTd6h4d Ts8h8d5d4h 9s9h8s7c6d QdJh8d6h2s 
AcQdJh6s4h AsJsTs7c2d JcTc9c7c6h AhQh8d6s3c 
KdQsTd9h4d AhTsTd7c5s Ac8h7c2s2h 7h7d6d5c3c 
AhJd5h3c2c KcJc7s7d6h KhQh9d8h6s AcJh8h5d3d 
JdJc8c5s3s AsTc9d6h2s KsQsJc8c2s AdQs8c6h3d 
KhJcTd5d4d JcTd6d4c3h KcTs9d6h3c KhJc8c7c2h 
Tc9h7c5h3h KcQc9c8h6s QdTs8s7c2d KsTc5c4s2d 
KsTd8c5s3c 7h6h5d4s4d Qh9s9c8h7d Jc8h8d5h4d 
JhTd9s6c5d QdJdTd9d6h KsJd6h6d3s Td9d9c6d3c 
9h8c6h5c3d Ac9s6s4s3c QdQcTs8h4s KsQhJhJd2h 
QcJd6d5c2d AsTh8d7d5d KhTs5h5d3d QhJc9c8c7c 
KdTc9d7d2c AcJhTc2d2c TsTc8c6d6c AcJcTc7h2s 
AsJcTd6d2c 9s9c7d5d3c AhQc6h5s4h JdTd7c4h3h 
AdQc7h7d2h QhTs9h4s4h KhJh7s7c6d Jh9s8h7c6h 
Ad9d8s8d6h KcTh7d7c5s Qh9d7s6h5c AdTc8s4d2h 
KsQc9c8c7d TdTc9h6d2c AsQsJs4c2d AsTs7h2h2c 
JdTsTc6h5h Jc9c7s6s4h KhQhTd9s3h KdQc8h5h5d 
9h9d7d6s6c AsTd8c3s3h KhJdJc9c5s KsJd9d4c2s 
AhQhJh7h4d AsJd5s3h2h KcJd6s5d3s QdTc9h4h4d 
KcQd8d5d3c QcJs9h6d5s QcTh9h9d7h 9h9c7d6s5h 
KcThTd4h2c QcTh6h4c3h Tc8d6h6c4h Td9c8s6s3d 
QsTdTc6h4d Qs9s9c7s5c QsTs7d5d3d Ts9s8c7c3d 
AhQh9h8h6s QsTh5c3s3h AhQhThTd2h KcQcJd6c5c 
As9d9c6s2d KdQhJs5d3d AdKhTs5h3h Ad7d6h4h4d 
KcQsJc6h6d AsTd5d3c2s AcQhJd7s7h AcKhTd9d3d 
Td8s8d5s5d KhQsTs9d4c KcJcTh8c6c JhTs9d3s2h 
