Qc9d8c6d3d 
JsTdTc8h4h AhQh8h7d4h KdQdJd8d8c AdKdJs6c2d 
Kd8s7d6c2c QhQc9c6s2d KcJsJc9c6c Jc9d9c7c5h 
9c7h5c4d3h TdTc9c8h5s JcTd7c4d2s As9c7c2s2c 
Td8s7h6c5s As9h7s7d2c QdJdJc9d3h Ac9h9c4h2h 
QdThTc9s5c JhJc9c5c4d Qc9h8h5d4d AcKc9c6s3h 
AsQc9h5c2h Kh9s8s8h4s AsTc7s4s3h Kc9s8h5c2h 
KhQsQh7c3h AcJhTs6d3h KsJd9d7d5c KcQhJd6d3s 
KdJc8s7c5c Kc9s9d8d7h KhJdTs3h2c QsQhJh5d2h 
ThTc4h4c3d AsQsTs4s4c Tc8d6h5d3c Ks9s6h5c4d 
QsTs8s7c5d TsTc8h7s2h QhTh8c4h3c Jc9s8c7d5c 
Ah9s9d4d2h 9h9d8s6h5h Ts9d6s6d3s KhTc8d6d5s 
KdTs6s3s3d 9d9c6s6c4c QcTh5h4h2c JhJc9s4s2c 
QsTh6d5s5c JsJh3h3d2s JcTs7s6d4s Ac9h5c3h2h 
QsJs9d7h5s KcJsJd6h3c Ks9c7h5c2s Qd9c8c7c2d 
AsQdJd3c2h 9s9c8d6s5s Qd9h8h6c5s Kh8c7h7d5s 
JdTd9d6c4s KsJsJh9s4c Ah8c7d4h3s QcTs9d6d4h 
KdQdJd8s4c QsTc6d5s4s AsJc9h8c3d AcQh8d6h2d 
9s9d8s7d2c KsJs9h4h4d Th7d6h4s3d AcKs6c4c3h 
Td8s8d6c4h QhJdTd6s3d Jc9h9c7c3h AhQd7s7d3s 
Qc9s8c7s4s Ks8d7s6c2c KcJsJh6d3c 9s6s5h4h3d 
QhTc6d5c4c KdQc7c4h3h KdQcTsTh4h Ks8s7c6h6d 
7h7c6h4c3c KdQs8d7d5c KsQs7h5d4s Kd9s7c5h4d 
AhTh5c2d2c Ac9s7s7h4h KcJd7d4s3s KhQdTd7d5d 
AdQd5h5c4d KdTd7h5s3c JhTs7h6h4c Th7s6d4s4h 
AhKs7d4h3h Th9s6d4d3h Ad9h7s5d3d JdTd9s7d3c 
QhJdTh8h4h Qd8c7s7c5s QdJs8c7d5d QdJdTd9c2d 
AcTh7c4c3d Ks9d8c5d2s KsQc7s7h3h Ks8h7h7d5d 
KdTc9c6s5c KdQs9h9d5c QsJh8h7h5d JdTs9c6s4s 
KdQh8c5d4s 9h8s6c4s4h QcThTc9d5c AdTd9c3s2h 
JdTd9c8d2s KsJd8c7d5d 7d7c5d4d3c KsQdTc5s5h 
KsQdTs5h5c Kd9h8h6s4s JsTd9c7h4h 9s8d6h5d2h 
JcThTd7d3s JdTsTc9c4c AhTc7d5c4s KsJs8s8d7s 
Ks9h6c4s4h JsJc7s7d4s KdQs7s4h3h 9h7h7c6c4h 
KcQcJc9d5c Ad7d6h5d2h Qs9d6d6c3s AhQc9h7d3h 
QcTd9c3s2s Ks9c7s5h2c ThTd9s4s2h Td8h6c5h2d 
QhJdTh8h3c Jc7d6s5s5c QcTd5d4d2c QsJd8h6d6c 
AcTc5h2s2h Kd7h6s5h3s KcQh7c6d2d KsKhJd7d2c 
Qs9s9d7c5h KcTd9c4s3h 9d7h6s6d4h QsQc9c6d2h 
Ac9s5d2d2c QsJd6s5h3c Tc9s8s5c3c JhTs5c4c2s 
AhJdTs3s3c QhTc6d5s5h KhJh8h8d7h AhJc6s3h2c 
Tc8h7c5h5c KcQc9s4s2d KdQs7d7c3c Ts8h6s5d3d 
QdJd8c4s4c QdJc6c4c2d KsTc7s4d2d QdJs8h6h3s 
KdJs9h8s6s Kh8h8d6h6c KhTd9h4c3s KcTh7d6s4s 
KdQhQd7c3d JsTc7c6d2s KcQc7d5s4c QsJs7h6h3h 
TsTh6d6c5s KdQd7d5s4h 9s7d6h6d4h AdTd8h3d2h 
TsTh6d5s5c KhQcTh6s2d Qd9s8s5s3d AsJsTs3s3c 
Js9d9c7c3d QdTs6d5s2d KcQdTsTh4h Jh8s8d6d4s 
Kh9h9c6s5h QsQh9d5d4c KsQdJd4d3c QhTh6c5h4s 
Ah7s5h3d2d QhQd9h5c3h KcQcJd6c3h Kh9s6d5s2h 
Qs8d6s5h4c KsTh6h6d2s Ad9s7d7c2h AdKhQs7s3s 
As7s7c5h2d Kc9c8c7s5h Kc9h6s5h4s Kd9d6h4s3h 
QsJc8c7c5d AdJd8h3h3d Kc8s7s7d5d Qh9c7s7d6h 
Jc9d8c5d2c AcKh6c5c2s 9h8s6h4s4c Jd7s6h6d4h 
9h5s5d4s4d Kh9s6d4s4h JsTd8h8c5s AhKdJd6s3d 
Jd9h7d6d5c Ks9s8h5h3h KdTh7h4h2d TdTc9h7d5d 
Qd9c8c7h2d Qc9c8s8d2s QdJh5d3s2h Js9s5h4c3h 
QcJh7s5c4d JhTh9c8h2s Td8d7s6c5d Th8h6d5c3d 
QdTd9c4d2c AhQhTh6s3h TsTd8h7h2d Js9d8s7c5s 
Tc9h8c5d2h QcTs9h6d3s Th8h7d6s5h AhJh7s5h4h 
QsTh7d5c4s QsQc6c3h3d JsJc9h5h5d KhJs9s7s5d 
JcTs8h7d4d AsJhTc6d3h QsTs8h7s5c QhJh9h5d4c 
Th9d7h4d3c 9s9c6h6c4c AsJhTd6h6c KhJcTh4h2d 
KsQhTd7c3h KdQcTs6h3s AdQs8s5s4c Tc8h8d6c3d 
QsJdTs5c2s KdJd9s4s4h AdQsJc6s3h Tc9s9c6d4h 
KhQc9s9c4s Th9d7h6c5h KdJd9s4s4c Ah7c4h4c2d 
AsTs7s7h5s QcJh8h7h2c AhKcJc5d2c QsJhJc4c3c 
KcQs8h7h2c Qs9d8s7d4d Tc9h7c4h3d QhTsTh9c5h 
Ts9s6c4d3d QhTs8h8c4d 9h8h8d6s6c JcTd7d6s6d 
JhTd9s9h2h Ks9s6d5c2c Ac7s4s4c2d 9d6d5s4s3h 
Kd8d7s6h6c AhJd9s6d3s AsQc9s7h3s Qd7h5h4d3s 
AdTs9c8c3h 8d7s7d5h3s KcQdTs7h3d AsTs8s3h2h 
KcTdTc8c4h AhKs6s6c3d Qc9d9c7s6c AsKdQh7h3h 
Th9h8s8d2s Th8h8c6s4d Ts8d8c6s3d JsTd7h6h5h 
Qc6c5s4d3s JcTs7s6s6d QcJcTc9c3h AdTh9d8d4d 
Ks9d7c4s3d JhJd9s4d2s Ts9s6c4h3c AcJh4d3s3c 
AdKd9d6c3s QhTs7h6s2c Jh8h7s5d3d QsTc9h6h4d 
Ac8c6d2s2d AhQhJh9h5h JcTd7d6h4d KdQs8s8c6h 
QsJs6s5d4c 9h8h8c6s5d QdThTd9c5d KsKcQd7d2h 
KcTd6h4h4d JsTd8s2h2d KsQh7c6h4d QcJc8s7s2d 
TsTc9s8d5h KcQsJs6s4s KsTh7h4h2s As9s5d5c2d 
KhTd7d4d2h AdJs9h9c5c KsQsTc4h3s AhJh4s3s2s 
KsJc7s6s4h JsJc3d3c2s JdJcTc9c5c 8h8c6h4c2d 
JhJdJc9h9c Jh9c8h7d5h KsTc7d5s3h Ah9s5h3s2s 
Qs9c7h6c4h KhJd8c4c3h TsTc8s7d2d AsQcJh6c3d 
Ks9d5c4s3d Th8h8d6s4c KhQc9h6s6d QsJdTs8s4s 
KsQcJc7c5c KsQd7c6h5c AsQd8h6d2h KhTc8h7d4h 
KdQh9s9h4s KdQhJd7c4d JcTs9d7c4c QdQc9h7s3d 
Ts9d8s4h3d Ks9d8h7c6c 8c6d5s4c3d QsQc9c6h3c 
Td9h8c7h5s 8s8d6h6c4c Th9h6d4s3s AsJc8d6h5d 
QcJd8h6s6d Ad9h8d3h2h KhTc5h4h2c KhTs6d6c4h 
Kh9d8h7d2d 9s8c6s4d4c Ad8d6s2s2h AhKdQs3d2d 
TsTd7d6s2h AcQs5c4c3h Ks9c8h8c3s KdJs8s4s4d 
QhJs8d6s6c Ac6h4d2h2c JsJc6d4s4h AcQs8c5c3h 
KsJd8h6d5c QhTc9h7s3d QcJdTs8h2d KhQh8d7c5h 
AcTd7s7d6d 9s8s8d6h2d QsJd8s4d3d KhTc7h3s3c 
AsKd9h9c6h AsJh9d6h3d KsKc8c5c3c KsTs9d4s4d 
QcJc8s7s3d AsJd7d6d5h AsTs7s7c5s KcQd9s9h7s 
Tc7h6h5c3c 9h6h6c4h4c KcTc7s5d3h Jd7h6c5d3h 
KcJd7d4c2h AcTsTd5d2s AhQhTd6s2h Ah8d7s6c5s 
AdThTc6h5s Ac9c4s4d3s AcQc5h5d4c QdTs7h6s6c 
Kc8s7d7c5h ThTd8s7h2s KhJh8d6h5c 8c7s7c5h3s 
Kc8d7h5h2c JcTd7d6h6d QhTd5s4s2h Ac6h6d5d4h 
Qd9c5h5d4c AdJh6h2d2c Qh9d8d7c3h Th9s8s7s3h 
QsJh5s3d2h QdJh6d5s4d AhKcTd3c2s KcQd7h6s5h 
8s7s6h5c2h Ah9c8s7c5c AsKs9s6c3d Td9s8c6d5d 
AcTs9c4c3h Ks9h5d4s3h JhJc9d6d5d QsTh7c6d4h 
Jd9h7c6d5d Kc8h8c7s6c QhThTd4s4c Ad8d7d5d4c 
AcTs7c4c3h 8s8d5d4s2c QsTs5h4h2h Ks9h6c5h2s 
QsQc7d6c3h Tc9d7s6h4c AsJd9c6d3c Ad9s8s6h4h 
9h8d7h5h3d KsJc7c6d5c QhJs9c6d4h JhTs8h2s2d 
AdQs7s7h5s QcJc6s5h4c AcJs5s5h3h KhQh7c6d4h 
Js7h6s5d3d QcTh8h6h4d Ac9h8d6d4h Kh9h6s4d3s 
JhTs6h5s2h QdJh9s5d3c Qd9s8d8c7d Jc9h9d8d7d 
8h6d5d4h2c JdJc6s4h4c KsQh7s7c3c Jh9d8h6c3c 
KsJhTd5h3h Js9s6h5h4s QsJd8h4s4h QhTsTc9d2c 
KcJsTh7d3h KhTsTh3d3c QhJh9d9c5s QsQh8h4d2d 
AcKd6d4h3s Jh9s9h5s2d Kh9d8c7s6s KsJh7d6h6c 
QhTh6d5s3c AcQd9s8d3h KhTc9h4d3s Td8h7s6h3s 
QdJsTc3d2h KcQs8s8d6h KdQsTs6s3h AhTd8d7d5d 
9h9c8d8c2s AdKc9h9c4s QsQh4d3h2d QsJd5s3c2d 
Qd8h6d5h3h QhQc8s4s2c Ac5s5h3c2h KdQh7s5c3d 
QhJh9d4d4c Tc9h5s5c3h KhQdJh7s4h KhJc7c6c5d 
Jh9c8d6d2h AdQh9s6h5h AcJcTc3h3c 8c6d5d4d3c 
AdTsTd6d3h AdJs8h6c5h Qs9h8h6c5d JsJcTh5d2s 
8c7h6c5s2h QhTh6s5s2s QsJh5c3h3c Kc9s8s7s6d 
Jc9c6s6d4d QsJhTc8d2h AhJh6s6c2c KcTd7h6s4h 
AcTc8c6h3d KsQc7d3s3c 9s9d8s2d2c Qd9h9c5d2h 
Tc9s8c6s2c KsTc9s7d4s QsQc9s7h3d KsQdTc9h3c 
AdJd9d9c2s Tc8s8d6d5h JhJcTd8d3s Jc9d8h8d3c 
Qd8c6c5c3d Jd8c7h5c3d Jd9d9c5c2s QhJs9d5s4c 
Jc8s5c4s4d Qs9d8d7c3s QsJd7h5s2d JsTs9d7s3c 
AsKh9h7d2c AdQc9s8h4c AsTs9h3d2c QsTd5c3s3c 
Td9c8d8c2c Th9h6d4s3d KsTd7h6c4h Qh9d9c6c2h 
Qs9d9c5d2s 9h6h5s4s3c AsTc9c7c5c Qd9s7d6d3s 
QcTh9d8d5s Jh8c5h4d4c Qc9h9c7s6c JhTh7h7d3d 
QcJhJd4h3h Ah8h7c3c2s Jh9s9h8s2s Kh9c5d4h3c 
Jd7h6s6d4s Ah8h6h6c5s JsJd6d6c4h AdKs8c3h3d 
AsJd8c5h4c AcTs8h6d5h Td8s6d5c3c Qs9s9h7c6s 
KdQc9c8s2s KsTh6d6c4s 8h7s6h5d2s QcJc8s4s4d 
AdQdJd7d3c QcJs7s6h3h TsTd8h7h3d QdTs8c5s2c 
KsQc7c4h3h Ad7d5c3c2s JhTd9s7d4d AdTs8c6h5c 
AsQdJd6h6c QsQc8d5h4h QcTd7s6h4d AcKc9c6s6h 
As8s5h3d2h Ac8d4h4c2d AhTd8s6c5s AcQh9d8h3s 
Ks7h7c6d6c Kd8d8c5d4c Jd9d5c4s3c QcJc7c5h3h 
Kc9c7s4h3h KhTc9h7d4h KcQs7h6d5h Kh9c6d5d4c 
9s9h7s4h3c QdJd8h7h2c QsQcTd7s3s KcQdJh7c3s 
QhTdTc8h5h Js6h6c5c4s QcJd8h4h4c QhJc8d7h5h 
Kd9h5c4d3h KcJs7d5h4s QdTdTc9s2d AhKc8s6h3h 
9h9d8d5h2c Kd8d6h4h4c QsTs6h5d3c KsJs7h6h2c 
AdKc9c7h2s Qs9s8h5h3h KsQsJs7c4d QsTs8c7s5h 
Ad9s7c5d3d AhKhQs5h2h Ts9s7d6s6h KdJhTs8d2d 
Td9c8s6h5s KsQd7s5c3h 9c8s7s5c3s 9h9c8c7d2h 
AdTd9s4h3d QcTc8s7c5h KsTs8s7h4d Qs9h8h7c3s 
ThTd8d6s2s Jc8s8h6h6d Ts9h7d6c4s KdTc6d5c2d 
KhKcQh8d2h KcTd7s6h4h Tc8s7h4s4c Js7s6h6c4h 
AhKdQh6h3h Ad9h8c7h2c KhQd6s2h2d Jh9h7s7c4c 
As9h5h3s2d KhQc7h5s3d AhKc8s7d2c Qs9h6s5h2c 
Ac5s5h3c2s QhJd9c5d4s AcTd8d6s4h QdJhTd8d3s 
QhJs9c6c2s Qs9s9h7d5c 9d6h6c3h3d JdTh7d4h2c 
Ac7s7d3h3c AhTh8c3h2c 7d6d6c3h3c KsQs7d6h4s 
AhTc9d8d3s Kd9h6s5s4h QsQd9d3h2h 9c8d7s7d6h 
JsJc6s5s4d 7c6d5h3h3d AsJd9h4h4d QcTc7c6s6d 
6s5d5c3s3d KdJs8h4h4d Js9c8s8h7s KdQd5d4s2s 
AhKc8s5h3h QcTdTc4s4h AhTh6c5s5h Jd7h6s5s5d 
QsJs9h6d4c QcJs7d5c2s AcTh7h6d4s Ts9s8d7d3d 
AdKhTs3h2c JcTd7h6h5h KdJd8d7d6s Ks9s7s7c4c 
KdQs9h9c7h Ts9c7d4d3c Qs9h8h6d5c KcQsQh6d2s 
Ad9c8s7c5c JhJc6s4s3h Qh8s6h5c4d KcJsTc9c3c 
KdJdTh6d3s 9s8d6h4s4d QsQd7h6s3c AsQc9h6c5c 
AhTs8s6d4c QhTs4d3s3h Kd9c7h7d5s AhTc8s8c5c 
JsTc9d6h6d JcTs9d6s4s QcThTc4s4d KcJs9d8s6s 
Th9s6h4c3s KhQs8d7d2h AhQhTs6d2h 8c7d6c4h3d 
TsTd8c7c3d QhJdTh8h3s KcQc7d5h3s AcJhTs4h3h 
Tc9d6s4s3c QcTd8s8c4h KhQs7h5h4d QsQh8c4c2s 
Th9s8d5s5d 8h6d5h5d4h Th8h8c7s6h 8d6d5s5h4h 
KcJs8d4d3c AhTs7s7c6s ThTd9c7d5d AsKd6s5s2h 
AsTh9c8d4c QcTd8c7h5c 9c6d6c4d4c KhQh7h5d4c 
KcQd7c5c4h JhJc9c5c4s KcJdTh3c2s AdKh8c5d3d 
Tc9h8d5h5d 9c8s8h7s4c Jd8d6c5s3s AsQs7s7d6s 
QdTs7h6d2s KhJcTs5c3c 8d6s5h4d3s AdJhTs3s3c 
KdJdTd8h5d QhTs9s6s4c Qc7s5s4c3h KcQh6h5h4d 
Tc9s9c6h4d QcJd9h4c2h 8h7d5d4h3s QdJdTd9d3c 
KsQd7s6c4s KcQc9s5s5c QdQcTc5s2c KdJh9d6s4c 
AhTc8d8c5c ThTd8s7d2s Js9h8h6s2c Jd9d5s5h4s 
KdTc8s6s5h Ks9d8s8h2h KsQcTh8c4c AcQhTc7c3c 
Kc8d6d5d2c Kh9h6c4s3c Ts9c6c4s4c 9s8s8h6d2h 
Jc9s7d7c3d Jd9h8d7s2s TsTc8c7c3s AdQdTh6c2d 
AhJh5c4d2s QhTd6s6c4h JsJc9d5h5d As9c5s5h3d 
AdJsTh6s6c Qh7s5s5h4c QhJdJc4d3d JsJc5c4h4c 
Ah9s6c4s2h Kh9s7h7d5c JsTs5s4h2h QcTs9h5s2h 
QdJd9h2s2h AhQd6d5c2c Jc9c5d4s3d KhTs7h3s3c 
JcTs9h7c4c AsTd8d8c5d 8d6s5c4d3s Jc9c7h7d4h 
JsJdTs8s2h AdKs9c6d2h JhTc8h2s2c KhQc8h7h5s 
QsJc8h7d5d AhJs9h3s2h QdTh6s5d5c Tc8c7d6s5c 
AhJh7s3s2d AcQdJh6s6d QsJcTd4d3d JsTc9d7s4s 
Js9c5c3s3d KsQhJh8c4d Js9s6h6c4h 8c7h6h5s2c 
AdKd8c4s4d Tc9d9c6d2c Th8s7s4h4d As9h6d4h2s 
TsTc6s6h5s Td9s6d4h3s JhTh9d3h2d 9s8c6s5s3c 
9d9c8d7c2h JdJc5d4h4d KhQdJs6c3d Kd9h5h4d3s 
JsTc9s7s5s QhJd8s5d2s JsJc5s4s4h Qh9s8s7d2h 
KcJhTd5h3h KsJs8h5h3s QsJh8d4d3s QsQc8h5h4d 
Jh9d8h8d3c KhQd7s6h2s ThTd7h5c4s 8d8c6d4c2s 
KcQdJh4s2c KdQsTsTh3s 8c7h6h5d2c QdTs7s7d2h 
KsTh7d6c4d Ad8d6h6d5c Kd9d6c4s3c Ks9c7s7d6s 
AhQcTh7d2h KcQdJd4d3h KsQh9d9c7d Kc9d9c6s5c 
QcJc9h7d5c 8h6d5s4h3d KsQsJd6s3h ThTd8s5h3s 
AcQdJd5d3d Qs9s9c7d5h KsTh6d4h4d AcQh7h7d3d 
Td8s8c6s5h Ts9s9h6d5s JhJc9c6d2d 9s8s8c6d2c 
Kh9d8c5d2h KcQsTs6s3h 8d8c6d4c2h QsTh4c3s3h 
KcQsJs8h4d Ks9s8h6c2c QhTs5s5h3h 9c8s6d4s4c 
QcTd7d7c2s KsJcTc6c4c 9s9h8h7c2s AcTc8c5c4h 
Tc8h8c7h2d QcTsTd7d4h Ks9s7c4h3h KdJc9s3s3d 
QcJdTh8s2d AhJhTh3h3c QdJs7s5h2d Ts9s6h4c3c 
8d6d5h4h2s Th8d7c6d3c Js9s9c7c2h QdTd8h7d5c 
Jd9h9c7h3c Kh8d7s7d5s JsJhJd9s9d KhJd9c7s3h 
AdJh8s8h2s QdTs9s5c2c Ad8s8d7d5d AhTd7s7h2c 
QsQcJd5h2d AdQcJc9c4c Qs9h9d6d2s AhQcJc9c4c 
AdQs9d5c3d AcKdQc6c3c Ks9c6h5h4c 9c6h6c5h4d 
AsTc7s4s3d AcTc7s4h3c KcJhJd6s3c QsJcTs5s3s 
JsTs6d5s4h QdTsTc9h2c AsQd7h7c3s AhQcJs6d6c 
8c6d5s4s3c 9s8s8h7d4d KdQhTc7s3h 8d7h5d4h4d 
KcQcTd4c3s AhJh9h9d2c 9h7s6h6d4s Ks9s6c4d3c 
AhKh6d5c2h Tc9c6s4h3s AdTh7d4d3s QhTd9d6d4c 
QdQc8s8h3c AhQd7s5h2c QdJh6c5h4h Kc9d7s7c6c 
KsQh7s6d4s 9s9d8s7h2d KhQd9d8c2c QsJs6h5c3d 
QsQhJc6d3d Kc8h6c4h4d ThTd8h7s3s QcTc8c6s6d 
QcTsTd8c5c 9s7c6s6d4c KdQd7h5s3c AsTh8s5s3c 
AcKc8h4s4c Kd7s7h6h6c ThTc6s6c5c KhQd6c5s4s 
KsTh8d4s2d QcJdJc9s4c AsKd6d4h3c KcQsTh7d3s 
JsTs9c8s2d Jh8d7s5s3h AdJs7h7c6s KcJhTh6d3s 
QhJcTs6s3d 8s8d7s6h5s KcTh4c3h3d Jd8h7c5c3d 
QcTc8c6s6h AcKs6s4h3d AsTh9d8c4d 8s7c6c5h2s 
QdJh8c6c3h Kh7s7c6d6c Ah9h5s5d2s Kh9s7c5s2h 
Qd9c8s8d7d AdJc6s3d2c AsTsTh6s3d Th7h5c4s3c 
Jd9d6h5h4d KhJcTh4h2s QsJd8c7s2c Ks9d8s7d2d 
Ks8s8c7c3h QsJh9h4s4h JsTh9c7h4h AhTh9h4d3s 
KsQdTd8h4d KsTs7c5h3d 9h8s6d5s2d Jc7c6s6h4h 
JhTsTc4d3h Jh9s7d6d5c QdTc6s5c4c 7h6s6h3s3c 
QdQc4s4c2h TdTc6s6h5c Jd9d8s7h2s QdTc7h6s6c 
AdJd9d6d5s Kd9h7s7d5c AdKc8h5d3d QhTc9d4d2c 
Tc8c7h6d5c AcQc8s5c4c AsQd9c6d5d 8s8c6s4h3c 
KhJd8c4h4c KsQsTs9s5h 8d7d6s5c2s Th9d9c8c6c 
QcJcTc5d2h AsTsTc6s3d As9h8d6d4h Ad8d6h2s2h 
AsJs8d5s3c Js9d8c6c2s Kd9s8c7h6h Ts9s8d6s5h 
AhTd7s7c5c Js9s9h7s5d JhJdTc8s2h 8s8d7d6s3d 
JcTd6h5d4d Qc9s6c5h2s AcQs8d6s2d QhTs8h5s2h 
QcTsTh9d3s Qc9c8s5s3s Qs9d9c6d2s Qd9s9h5d2h 
AcJh9h8s3d Qh6s5s5d4h JdTh7h6s2d Js9s9c7s3c 
AhTh8s8d3h AdTd8d5d4s KsTdTc9d5h Kc9c6h5s4d 
KdJdTc8d4d QcTd6h5d4d AdJh6c3d2h AsQc7h7c3h 
Td9h9d7h2d Kd8d8c6s6d QsTh9s4s2h QsTd6h6c4s 
AcJsTc4c3c AsJs7d5s4s Th9c6h4h3c QcJh9h7h2c 
KcTd9d7d5s KsQc7s5h3d 9h8h6d5d2h KcJsTd7h3d 
AdKh6d5d2c QsTdTc7c4h Th9h7c4s4c KhQdTc5s5h 
Jc9h7s6c5c KhJd9d7d5c QsJh9c6c2h AhQd7d7c3c 
QdThTd9c2d JdTs4d4c3c 8s6h5h4s2d 9s8h8c6h3c 
Qd7h6h5h3d Kc9c6s5h2h AsQd8d7h4d Kh8s7s7c5c 
QsQh8c6d3h AsKc6s5s2d JdTd7d6h6c QhJsTd5s5c 
QhTc8c4s3s Kc8d7s7d5s QsTs8c5c2s JsTs6c5s4d 
9d8h8c7c4d AhKc8d6h3h QcJc7s6s3s KhTc9h8d5h 
QdTh6d5d2h QdTh9d4d2h AcQdTc7h2c Jd9c6d5c3d 
9h7c6h6d4c 7c5h5d3h3c AsJd9c4c3d KcJcTs2h2d 
QhJs7s6d3d KsTs8s7d4h Th8s6h4s4h QsTh8d5h2d 
QsJsJc9h4s KsQh7c6d5c 8h7s6h4s4h KcQd6d5d4s 
Ad7h6h6c4c Kc8d8c6h6c QcTd7h6s5h QsJh9d5s3c 
QcTh9h9d5s Ad8d5s4c3h 9s6s6c5d4d JsJd8h5s4s 
Ad9s7h7d2c QhQd9s7c3d Js9s5h5c4h Qd7d6s5s3s 
TdTc8d7h3h AhKdQs6d2c Jd9h9d5s2s QdTd8s5s2d 
QcTs7d6h5d QsQh8s7d4s JcTs7h6h5h 8c7s6c4h3s 
Ad8d7h7c3s TsTc9c8d5h KcTh8s6s5d KcQsTc6h2d 
QcJhJd6s3h AhTd9h8h4h JhTc7h6c2s KdTc6h4h4c 
KhJs9d7h3c Jc9c7s4h3s QhJsTd8c2s 8d8c7d6c3d 
KcQh9s6s2h KhJd6h3d3c 9d8h7h5h5d Jh7s6h6d4d 
AdKc9h8s2c Qh9h9d8h6c Jh9h7s7c4s 8h6h5s4s3d 
Tc9c6h4s3s 9d7c6d6c4c QhJhJd9c4h KdTc6s4s4c 
Qd8s8h6h4s AhJd9c4d4c Ts9s8c7c3c KdTs7d4h2h 
Jh9s9c6d6c QsJdJc6h3c JdTd7s5h5c KsJs9d4d4c 
QcTc6d5s3h KhKd8h2s2h Qh7h6c5c3c QhTd9h5c3s 
JdTh9c6s6c KhQc9d6d2c QsTsTh9d2s Th9h6c4s3c 
Ah8c4h4d2c JcTd9s9c2c KhQc7d6s5d QcTh6c5c2h 
Td7s6h4s4d 9h7s7h6h4s QsJs8c4h4c AhTh8s8c3h 
KsJd8d4s4d QcJc9d4s4d Tc9h7h6s5h AcQh9c5d3c 
KsTc5s3c2h KhJc9d7h3s KhKdQc6s2s KdTd8d7s4c 
QhJhTh5h3s QsTd7h6s2d Qc8s7h7c4s Ad6s6h5s4h 
AdQd5s5h4d Qd9h8d6h3h JdJc8s5d4d Qh9s8s7h4s 
JcTc9c6h4s KcJh8s7h5h Tc9c8c7h2h AsTs7s5c4s 
As9h5d2s2d 8s6s5c4c2h Js8c5s4d4c KdTh8d4h3d 
AsTh7d5h4c Ks8s8d7d3h Ad9d8h6d5d QcThTd9s5d 
KhJd7c6s6d KdQc6s5c3h AdTsTc5c4c AsQh8h7c4h 
KcTc9d7c3h Tc9d8s6h5s KsJh9s6h2s AdTs7d4d3h 
KsQsJs7d4h Ad9s6h4s2d AhQs9d8c4s Qd8d6c5c2s 
Kd9h6c5h4c AcTsTd4s4h KdTd8d7c4h QcTc9s3d2d 
AdJs9h2d2c KdJh8s7h5h 9c6d6c5d4h QsJd7d4s3s 
KhQhJh9d5h AdKc4d3s3d QhTh6s5s2h Qd9c8d5s2c 
9d8h8d6s2h KsQhTd8c4d Ah9d7c4h2c KhQdJs6h3h 
ThTd8s7s2h QdJc7s5d2c Kh9c6s5c2h Jc7d6h5c3d 
Js7c6d5s5d 9d9c8s3d3c AhKsJs5d2s Jh9c8s8h7h 
AdTc8s8d2d KdJsJh9c4s 8c7d6c4d4c Jh9c8d8c3h 
Ah8h7s6h2s KcJcTc8s5c JsTd9c7d4d ThTc6s5h5d 
KhJc9c5d2d KcQs8s8d7s 8s6h5c4s3h AcKd9s9h6h 
KcTs7d6h4d Tc9c7s4s4h KsTc6h4c3h JsTh5d3s2h 
AdTd8s8h3d Jh7h6d6c4c 9s9h5d4d3h AdQd8d7s4d 
AcQh9c7s3c AdJh8c5s4c 9d8s8h7h4d JsTs9s6d4c 
9h8s8h7d4d AsJdTc3h3c Kh9h9d6c5h AhQd8d7s4d 
Ah8d5h4h3d QsJh7h6c3c KhQcTd6s3d AdTd9d7d6d 
Qc9d8s8c7c AsKcTd6c2h JdTd9h5c2s AdQc9d7s3d 
QcTh7h7c2s Qh9h8c7s7d Ah7s6s6c4c QsJsTs5s3d 
QhJsTd4d3d AhKh8d4h4c QcJs7h5c4d Qh8h7s6h5d 
Qh7c6c5h5c Th9h8s7s3s 8s8d6d4c2s Qd8d7h7d5h 
9h9c5d4d3c JsJh7s7d4s JdTc7d6d4s 9h8d6s4h4d 
QhJd7s5h4c AsQd7h5s2c Tc9c7s4h3s AdJd6s6c2c 
KcJhTc4c2d JdJc9h4s4d Ks8s8d6s6c AdJs9c4c3s 
QsJh7h4s3s AdQdTs6h2d 9c8s8h5s3h KcJs9s7s5h 
QhQd6h3s3c As8s8c6s2c Ts8d8c6c3s KdTh4d3s3h 
8d7d7c5h3c AsJhTh6d3c 6h6c5c3h3c JsTh7s6s4c 
KsQcJc8h4d QsJc6s5d4s KcJc7c6s4d KcJc9d3d2s 
KhQd6s6c5d Jh8h8d7h4d KdQdJd7c4s KhTdTc9d5s 
9d6s6c4s4c KsQcTd5s5h 8s8c6c4h2s Qs9c6s5d2c 
Kd9d8s6h2h Qc9c8s8h2s Tc8s7d6s3d Jc9c8h7s2h 
Td8d7h6s5d Ac8s7d6h5d QcJc6d5s3h JdTc7d6c2s 
9h7s7d6d3s JsTs7s6h6c JsJhTc8d2h QhJhTh9c2h 
AhQsTc8d2d AsKc9d6s2h ThTc8d7d5s KcQsTd6h3d 
KsTc6h6c2s 8s7h5h4s3c AhKh9h6s6d QdJd5h4d2h 
TsTh8h7c3c AdTd8d3h2h AcTc8c6s4c AdQcJc6s6h 
