KsQh9h4h3c 
9c8c7h3h2d KsQdTs7s2s QcTc8c6c2c 5s5c4h3h2c 
QhTs8d4d2c KsQs9h8s2s Th8s6d4c2d Kh9h8h4c2c 
8d7c4h2h2c QsJd9c6h2h Td9h7h3h3c Qs9c7d3s2c 
QhTd7s4h2c QcJc8d6c2c KdQd8d7s2h AsQc7d4h3h 
JdTh8d3s2d 9d8h5h4s4c KcTc4h3s3c Kd8d6s6d4d 
Qc7c6s5c3c Qs8c7s5s3d Kc9c8d4h3s QhTs6d5s2s 
Ah7s7d4c3s 9d8s4s4d2c Tc8c6s4h2d 9h6c5d4c2s 
QcTd5s4d2d JsTc7d3h3d Kh9c6h5s2h Qs9h6s5c2s 
Qs7h7d5c3s Qc7h6s6h4h KhJc6d5c2c Td8c6s3s2d 
Ah7s5d5c3d Qh8s7h2s2c Kh4d3h2s2d Th8d6c4s2c 
Jh8s6d5d3c Kh9d4c3d2h 9d8d8c3s3d Jd9s7d6d3d 
KhQh7c5d2h Jc7c6c5c3h Js9c7s6s3s Jd9h7c2h2c 
Qd8h4s2h2d Qc8h4s2h2c QsJc9c4c3c QsTh9h3h2d 
Qh9h9c5h3h Tc9s4c3s2c JdTh5s3c2h 9s8d7d5c2d 
Kd9d6c5d2s Ks8h6d4c2s AsKc9d4h4d Qd8s7d5d3h 
8c7h5d3s3h Ks5h4h4c2c 9h7d6h3s2s AcJd7d5s2d 
Qc7d6s6d4d QsTh6h3h3c Qh9c8c7c4d 8h7h6c4s2d 
AhQh9h6d2h Kd8d8c7d2h 6h6d5d4s2d Tc8h5d3c2d 
9s9c8h7d3d KsQh9s2d2c JsTd7h5d2d Ks8d8c5d4d 
AcJh5d3c2c Kh8s8c5c4c AsJh7d3d2h Jc8d5c4s2h 
KhQh9c8h4h Tc7s5h5c3d Ts9c3c2s2d KhQhTh2s2h 
Th8h7h4c3s QdJd9d4s2h Tc9h5c4s3c AdQh6c5s2s 
Qh8d6c3h2d 8d6h6d5d2c TsTd7h3d2h Kh9d4s3d2h 
QhJh7d6s2c Js9d4s2d2c KdQh8h5c3h Qh9s9d6s2c 
8d6h5d3s3d Qd8c5s4h3d Qd7d5d4h3c Jh5d4h3d2s 
KsQc7d6s2s Kh9s4h4c2s Tc8d7h5s2c AdKh8c4s3s 
AsTd6h6c3d QhJs8c7h3h 8d8c3h2d2c 7d6h4h3c2d 
7d6s6c5s2h Kc8s7h7d4d 8s7s7h3h2c KcJc8h8c2d 
Qd9d8d7s3h JdJc6s4s3s KdQh9s5s5c Js6d4s4d3s 
9d8h5d4c3s Ks9s5d2s2d TsTh9d3c2d Td5s5c3h3d 
KdQh6s5s2s Jd8c6h5s3c Td9h3h2d2c Qc9s8s7s4h 
KdTc4h3c2h JdTc5d3d2h 9d7s7c5c2h AcQs7s3h3d 
KhQh7c5s2h KcTs6h3c2d Qd9c8c5c3h AcJsJd6s2s 
QhJh9d4h2c Th9s9c5s2s Kh7c4s3s2h 8h7s4s3s3h 
TsTc4h4d3d Th9h5h4h4c AcJh9h2h2d Tc8s5h3h2c 
KhTd4s4h3h Tc8c7c4s3h KhKd3s3h3c Ks5d4s3h2c 
KdTsTc3s2h Tc8h6d4s3h KsJh9h4c2d 9s5c4h3h3c 
Qc6s4d2s2c Kd8c7h3c2d 9d8h8d3s3d Js7d5h4s3s 
AdQc5h4s2s JsJd8h6h2c Kh9s4d3h2s Jc7s7h4c2s 
AcJd4c2s2c QcTd6h3c2s Ts8c7h5h2d 9h6s5d4s2c 
Td7h5s5h4h 8h8d7c4s3h Ah6c5h3d2h Tc7s5s4h4d 
9h8h6d3d2d Tc9d7h3s3h KhQc8h7h2d Ks8s7c4d3h 
Ts5h5c3s3d KhQhJh8h2c Kc7d4h3c2d KhQh7c3c2c 
Qh9d8d7d4c 8h8d4d3h2s Qs9s7s7d2d Ks9d8s7s4s 
Kc9s8s6s4s Jc7d7c6d2c AdKc7c2s2h ThTc7c4c3c 
Qs9h8h5c2d QcTc8c7d3c QcJc9s4c2h Tc8c7h6c2s 
KdJc8s2s2c AsQs9c6s2s QhJh8d6h2h Ac7d6d4s4d 
Qh9s9d8h3h Th8h8c6h3h Th9h5d5c4h Ac9d8h6h2s 
Kc9c7h7d3c Qh7s6d6c3h Ks8d6h6c4d Js8c7c2s2c 
KhJd6s5s2c KdTc8d5d3d Qd5d4d3h2h KcQs5d4d2d 
QdTh7s7c3c Jc8d6d5d3h 9s9d7c5h2c Qd6s5d3s2d 
7s5h5c4d3h Td6h5d3h2s Kd7c6d2d2c 9d8d5c4h4d 
Kc7s5h4d3h Ts9h6d4d3d AsKs8s3c2h QsJc8s4d3s 
AsQh5c4d2d Tc8s4c3d2s QsQh7d6c2d 9s7c6h5d2h 
Td8s4s2s2d Jc9s4c3d2s 6h6d4c3c2d Js8h8c6s2d 
Qd7s5c4c2s Td8c6s6d2h KhQh7c4s2d Jc7c6d4h3s 
Qc9c7s5h2d QhTc6c3d3c KsKc8d3d2h Jh6s6h5d4h 
8s8c7s4h3d QhJs8d8c3s Qc8c5d4h4c 8d7s5s3h2d 
Jd9s7c5d2h Qs9c8d7h4h Kd9c7h7c3s KcTs6s5h2s 
Kh4d3s2s2h Tc9h6s5d2s KdTc9c4h4c Jc6s5c2s2d 
QhJc8d4c2s Tc8h7d5d2s 8h8c4d3h2c Ts8h7d4c3s 
7s7d6h3d2s Qd8s4h2s2d Qh9h7d4c2c Tc7d5c2h2d 
Kh8d8c7s2h Jh9d8h4c3s JsTd6h5c2c Qd7h5h3d2s 
8h7s5d3s3c 8d6h5c3s3h KhKdKc5h2c Ad9d6h6d4d 
9h5h5d4s2s Ts8d5h3d2s KcJc8c7c3d 9c5c4h3s3h 
Qd5h5c3h2d Kh7h4d4c2d Qd9h5s5c4s QcTh7d4c2s 
AsJc8c5c2c Td8s5c3d2c 9d7s5c3s3h JhJd9d3s2d 
7d7c4h3c2d Th7c4h4c2s AsQs9s6h2s Td8c4d4c2d 
Qh8c7s4h4d Js5h4s3h2c Ks9s8s8d3h Qs9s8h6s3s 
Js8h8d5h2c AdJh9c4h2s QcTh7c4d2s QdTs6h5s2s 
Td8c5c4h3s KsJs8s7s3h AhQs9c7s2s AhQd6s5s2c 
AhKs8c4d3d Qh9d7c5s2h Ah6d5s5d4d Kd9s5h4d2c 
KhTs9d3c2s KhTc6d5d2s TsTh6h5h2d Td8s5c4c3h 
Jh9c6s6h3h 9s8s6c3c2c 7h6s4c3h2s 9d8c7c5h2c 
AhTs9s6c2s Js8s8d5s2c Kh7h5d2h2d AhJh5h2s2d 
Jd9d6s6d3c 7h4s4d2h2d 9c7s6s3h3d QcTc8d7c2c 
QsQd7c4c3c 9s7s7c4d3h 8h6d4c3d2c 9d8s8d7d3c 
8h7c5d5c3s 7c6h6c3s2s AhJh6s4d2h Jd9h5h4s3h 
KsTd4s3c2h Tc8h7h7d3s Tc9d3d2h2c 9d8d7d5c3d 
AhTs9s5s2c 9h7d6c3h2c Qh9h7h6s3h Jc9d6s6h3c 
Kh9d8h8c4h 9c8h8d7s3h Jh7s5s5c4s Js6h4d3s3d 
AdJd8c3h2d Jh9c4d3c2h AcTd9s6s2s Qs9d8d7d4h 
Ks7h6s6d2c Kh9h8h8c3d Th8s8d5s2c Tc9d8h4s3d 
Td7h4h4d2c QcJd5h3s2d 9d8s6d6c3d KsTh9h4h4d 
Ah9d8h3h2c Td8s6d5h2d Jh6d5s4s3c 9s8d8c7c2h 
KcTh8s4h4d TsTd6h6d2d Ks9h7s4s3c Jd9c7s5d2h 
9h8s6s4s4d Ks9d6s5h2s Ah9d8d5s3d Td9s5d4h3d 
AsTd4s3s2h Tc8d8c4s2c Kh5s4s4d2d TdTc4s4c2h 
Kd7s7h5d2c KcTd5s5h3d 9s8c7s6s3s AcTd6s6h3d 
Jc8h6d5s3s Ah9c8d4h2h Jd6h5d2h2c Js9h7s3h2h 
Ts8d7c6d2h KdTd6d3s3c As9s6s6c2d Qd9c8c4s2s 
KsTd9h4h4c Kh9s3s3h2c Ts8s6h5s2c Th7d6h2s2d 
KcQc7d4s2h 8s6d5s2h2c QsJc8h6h3h Kh8c6s6c4c 
Jd9h6d4c3s AhQc6s5s2d QsTh5c3d2s QdTh7c6h2s 
9d8d7c3s2s 9h5s4d3s3d AdQsThTdTc KhJh6h4d2s 
Ac9d8h4c2c QcJh9s6d2d Ts8c6c3h2h KhJc4d3h2s 
Td8s6c4h3h Th9c4c3s2s AcTsTh6s2s Js6h5c4c3d 
Kc7s7d5s3h Jc7d6h5h3h Ts8s7s4h3c KcQs9d4s3s 
Ac9d4h4c2s Qc7s5h4h2s Ts7s5h5c2c Ts7d6s2d2c 
Th8c6s5d2c QcTh6h3s3h 9h7d6s5c2c 5s5h4d3d2s 
Jh8s7h3s3h 9s8h6d4d3c 9d8d7h3h2s AdQc8s8h3h 
AhTs9s4d2s Ac7s6h4h2s 9d8s7s5s3s Jh7d7c5s3d 
Td8s7c5c2h KsTc4s3h2d Ts9s8s4d3h Kd7s4h3d2s 
Ac6c4d4c2h Qc7h6c4c3d KcQh6h5h2h Qh9d6h4s4h 
AcJd6s2s2d 8s8h3d2s2h TsTh6d5s2c Jc7s6c4d3h 
AdKhJsJhJc QhJc8s8d3c Qc7s6s6d4s QsJhJd7s2s 
9d7h6c3d2h AsKc4h4d2h 8d8c7c3s2s KhQh7d5c2h 
Td8h6s5c2s Td7d5s4h3d Ks9d8d7c4d Td8s4s4d2d 
Kh7s7d6c2h 8d7h5h3c2c Kc6h6c5s2c Ah9c8c5s2d 
Tc9s9h7d2d Qc9d4d3c2s Js8d6h5h3c AdQd8s8d2d 
JcTs5c3c2d 8s7s7c3s3d As9h7c4d4c Kh8h4s4d2d 
AhJc8c5c2c 8h7c6s4d2c AdQs8h8c3h Ts8c6h5d2c 
KdJc9s5h2h KhQs8s5d3s 9h8c5c4s4d Ah9d8d8c2d 
8h8d4h3d2c Kh9d3h3d2s 9d7c6s3s3h Kc9c6h4d2s 
Th8c5c4d3s Td9d7h7d2c AcTd7h5d2s Ts9h6c4s2d 
Kc9c8d8c2s Qh9d8s7c4c Qc9d8d5s2h Ad8c7s7c3c 
Ks9s6h5s2c Jh7h6h4s2s 9s8s7c3d2d 8c6s6h5c3c 
TsTh6s6d2s Kd7s6d2s2d KhQd9c4d3d Jc9d4d2h2c 
Kd8s8h5h4h TsTc4h4d3h Qd7c5d5c2c Jh9s8s7c2s 
Tc8h5d3h2c Tc9h8h4d2s Ac9c6s6c2h Th6d5d2h2c 
QsJh5d5c2h Qc9s9c6c2d AsTh9h5h2c Jd8d7h4d2h 
Kh9d8s7h2h Qh8h6c3s2c Qs5s4h3s2h Kc9h4d3c2h 
Th9d4d3d2h AsQc6h5h2d KhQhJh8h2d Ad9d8d3s3d 
9c8c5d4s4c Kh9c8c6c4c 7s6h6c5h2d Ks4c3d2s2d 
9h6h5d4h4c Qs8s7h2h2c Qd9s5h5c4c 8d8c7d3h2h 
Jc7d7c5h3c 9d8s8h7s2s 8c5h4c3h3c Qc9s4s4d2c 
Tc8c5h3h2h AhQc8s8d3d Js7s7h5d3s KdQd5s5h2d 
Qd6c4h2h2d Ts8d4d4c2c KcQs4h3s2d Qd8d7s7c4d 
Kc9c7h4c2h Qs5d4c3d3c QhJc8h7h3s KsQd9h5h5c 
9s8h7c3c2s JdJc8s6s2h Th8s7c5c2d Jc9s4s2h2c 
AhTh5c2s2h KsJs7s4d3s 7s5c4d3d2s QcJc7s3h2s 
8h8c4d3c2h Kd9d6s4h2c Qd8c4s2d2c KdQd8s4c2h 
6s6c4s3h3d 9d7d6c5d2h Qh9d6h5s2h Ts7s5h5d2h 
KcQc8c7d3s Ad9h8s8h2h QhJh5s4h2h 8h7d5s3s3c 
Qd9c4d4c2h Jc8d7h7c2s Jh9d8s8d4d Ah7d4h3s2c 
Ks7c5h4h2c Td7s7h4c3s 8d8c7s4h3c Qc7d6h6d4d 
As7d4s3s2d Ts9s8s2d2c Kc7s5h4h3d KcTd6h5h2s 
KhQh8h7c2s QsQhQdTs7d KhTh4s4h3d 7d6s4d3s2h 
Kh9c8d7c4c 8d6s6c3h3d Qc8d7c2h2d 9d8c5s3s3h 
KhQc6s3h2d Kc9h8s5c2c Js8c6d5s2s JsTd8c3d2h 
Qd7d6h5d3d Qc9h8h8d2s Jh7s7d5c3d AhTc9c5c2s 
Qd9d7d6s3d Jc9h8h7h2s Kd9c8h5c4c 8c7c6h6c3s 
8d7s7d3d3c Js9d5d4h3c As6d5s3c2s 9d8c6s6d3d 
Js6c4h3s3c Qc9d7s6d3d 8d7h6h6c3h AhQs9d4c3d 
JsTc5s3s2d Qd9d7h6s2c 9d7h6h3h2d 9c8d6c4s4c 
KsKhKd5h2s Kh8h7c3c2d AsJh8h6h2c Js8d6h5c3h 
Qh9c8c7c4s 9d7h7d4s3c JcTs8c3d2c AcTsTd6s2s 
8c7c6d6c3s 5h5c4c3s2h 6d5s3s3h2d Ad7s6h4s2h 
Qc9d8s5h3h Kh9c5d5c2d Tc7h5s4d3d Ah6s5d3d2s 
JdTc4h2s2d AsJh6c4d4c AcTs9d4d2h 9h6d4h4d2s 
Tc9d7c5h2s QcTd7s7h3s AdKd6d2h2c KdJc9c8c3c 
Ks8c7d3s2c 8c6h4s3h2s Ah8s7s7c3s Qh9h7c5s2d 
Kd9c3d3c2s Ts9h3s3d2d KsKhKd5d2h Qs9h8c6c3c 
Jc6s6h4c2s Kh7h4c3d2d 9c7c6c4s4h KdQc7h6d2d 
Th7h5h4s3c QdTd9d4s2d TsTc9h3d2h Qd9c4h4c2d 
AdQd9d7d2s KsJc9s4s2h Qc9h6c3c2h Ad6d5d4c3d 
KdJs6c5c2h 8c6h4d3h2d 8h7d4h4d2d Kh9d4h4c2d 
8s5d4c3c2s KcQs9d6h2d Kh7d4c3h2d TdTc8h4c2c 
8h7h6s4d2c Kd8d6d6c4d AhQh9s6h2h 9c7d7c4h3s 
Qh6h6d3s3c QdTs5s3h3c 9c7c6h3h2h AdQd6s6h2d 
AcTh9d4s2d JdTh4c3s2d Qh9s6s6c4s Ks9h8d6c3h 
Kd9h7d4d3c QhJs9s4s2d 8s8h7c4d3s Ts6d5s3d2c 
Jh9d5c4h3h 9c7h5h3s3d 9s7s6c4s2c Qc6d5s4c2h 
QsJs5c4s2s Jd6s6c4s2d AhJc4h2h2d QhTh9h7h2s 
Th6s5h3s2c Jd9h4d2s2h AdTd5s3h2d 8d6c5h5d3d 
Qd9s6h3d3c QhJd7s7c3h Qs8c4d4c3s QsJh9h7h2c 
Kh9d4s3h2d Ts6c4s4h2h 9c7d6h3c2h Jh9c8c7c3s 
TdTc6s5c2h Qs9d9c6h2d Jc9d5d4s3h As8d7d7c3d 
Qd8h4s4d2h Js9d7d3s2d KdTh7c3h2c AcJd8h4s3s 
Ks8c7s3c2d QdJd7c4d3s JcTc5h5c2d 8c6s6h3h2s 
AsKh8h3c2d Ts8d5d4c3h Qh9s8d6c2d QhJd5h4h2h 
8h8c7c3h2d AcTh7s5h2d Kh7c6h2h2c Tc8h6s4d3s 
9c8s6h6c3c Js8h8d5s3s Ks9d7h5h3h Kd7c4h3d2c 
AcTs9s5s2h Kd9s9h5h3c AdTs9c6c2c Jc7h6d5h3h 
Ts9h5s4s3c Ks8d5d4c2c Qh5h4c3h2c Tc9c8d2h2c 
Qh9s6h4h4d 8d7s6h3h3c Kh8d6d5d5c KsTd7c6h2d 
Kd9h7s7h4c KdTc7h6s2c 9s8s5s3d2d Td8c6h4h3h 
KsQc9d9c4c Kd7h5c4c3s Qc8d5s4h3c Jh9c4h3d2c 
Ad6d4s4d2h AcQh8h6h2h Tc7d6s2s2c 8h7c4d2h2d 
Js9h6d5s2s Kh7s6h3d3c Th8d7c5c2s Qh7c6h4h3s 
9h7c6s3h2c Jc9c8h8c2d Js7d6h5d3d KdTh7d5s2d 
5s5d4d3s2c Ts8h4s3c2h 7d6d4c3h2c Jd9s7h5d2c 
QsTc9s4s2s Kc9c8h8c3s KcTd4s3d2s Th8c6s4d2s 
AcJs7h3h2s Qs9c5h5d4d KcJc6c4d2s Td9c5d4h3d 
Js9h7c2h2c Td9d5d4d4c Kh9c8h8d4h Th8d6c3c2h 
Kc8d5d4h2h 9d8h7c3c2d Jh6s6d5s4c Qd9h7s3d2h 
Qh9s8s8d2c Ts8d6d5c3d Jc9s5h5c2d KsKc8c3c2c 
Tc7c5s5d2d Th9s5h5d3h QdTc6h3d2s Ks9d7s4s3h 
KdQd4s2h2c 9d8h4h4c3d 9d8c4d4c2s Qh8c6s5s2d 
Kh7s4s4h2s 8s7s4d3s3d Jd9c7c3d2d AhTd9s6s2s 
Ks8s7h4d3c Jh8s6h5d2h 9c8c7h5d2c Qh8h5s4h4c 
Th8c6s4s3s AsJh8d6c3c 7s7d5d4c2h TsTc7h7d2d 
Tc9s6h4h3h JdTc7h5c2c TsTd8d7d2d KsTs7s4c2h 
9d8d7d6s3d 8s8h7h3s2d 8s7h7c6h2d Jc8d8c5h2c 
Ac8d7s6h3d Ac6c4h4c2s Ad9h8h5s3h KdTd8d6d2s 
8c7h6h6d3h KdQd4d3s3c KcTh4s4c3c AcTh9d4d2s 
QcJc8s7c3d Qc9c7s4h2h ThTd7c3d2c Kc6d3s3d2c 
Td8d7h6d2c KcJs8s5s2d KhKc8c3c2c Kc9s4s4c2s 
QdTh6h3s3h Jd9s8h8c4s Th8s5d3s2h KdJs9d4h4d 
Kh9s9d5d3c AsJc8h6d3d KcTs7h3s2h 9h8h5h4d4c 
Qh8c5s4d2h Kh7h7c3c2s Qh9c7s5s3s QsJh9h3d2c 
QsTc8s7s2s AhTd9c6d2d 8h6s6h5h2c AhKh8h3s2c 
KsTh9h3d2c Kd8h7d3h3d Jc6s4s4c3c Qs9s8s6s2c 
Jc6s6h5d3c Td8h6d6c2s QdTs5s3s3c 8s7c4s4c2c 
Kd8c7s3c2d 7d6h6d3c2c Qd7s6h6c3d KhTs9s5d2s 
KdQh4c3h2s 9c6c5d4h4c Ts6h5d4s4c Kh8d7s3h2d 
Td9c3c2s2d Td8h4s4h2s Ks5d4h4d2h JcTh5c3c2d 
KcTd8h4s4d Ts8c7s6d2s 9d8h7s3s2d Ac8h7c4c3c 
KhJh8h6h4h Th8s8c7d3h 9c8h7h5h3h QhJs8s4s2c 
8c7h6d3s3d KsTc9h5d2d Ts9s7s7d2c AhJc9s4d2c 
9c5c4h3h3d Th6d5c2h2d Qh6d6c5s4c Kh4d3h2d2c 
Kc6s6c5h2c 9d8d5d3h2h KhKc7s3s2s QcTd4c3h3c 
KhKd8h3h2h 6h5d4c3s2d Qs8h7s2h2c Jc6c5h5c4s 
Kc8s7c3s3c 6h5s3s3d2d KsQh9s6s2s JcTd5c2s2h 
Th9s9c5c2c QcJd5s5h2d Ks8s7s5d2c QsJd5h5c2d 
9d9c7s5h2s AdJs9c4h2s QsJc8c4c2d KhQc8c5d3c 
9s6c5d4c2h Qc8s6h5h2d Tc8s8c4d2c 7h5h4c3c2c 
QsTc5d3h3d 6c5d3c2h2d Ac9s8s5d2h QdTd9d3d3c 
Ad9c8d3d2h Jc9d7c6c3c 7s6c4c3h2s Th8s8d5d2c 
9s8d6h6c3h Jc7d6c4s2s Kd5h4d3c2s 9s8s6d3d2d 
7d6s6h5c2s Th8c6h4s2d Qd8d6c3s2c AdQd9c6d2d 
Kc9c8h4s3d KcQdTd3d2d Td6s5d5c3h Ah9h8h3s2c 
QhJc8c4c2s 9h9d5d5c2d AdKh9s5s2s KhJd9d8d3d 
8s5h4s3s3h Kh9c8s5c4c Ts7c5c4h4d Ah6d5c3h2h 
Td9s3s2h2d KsQc9d3s2h AcQc6s6d2c Qs9c6d6c4c 
Jc8s5s3c2s Jd8s6s5s3h Ks7s7c3c2d KsKc7h3h2h 
Ac9d7h4s4h Kc6h4s3d3c Td6s4s4h2d AdTs8c4c2c 
Tc7s7h6c3c 9s8d8c7c2c Ac8h8d5d3d Th8h6c5h2s 
6s6c4h4d2c 9h6h6d5s2c Kc9s8c7c4c QsJh9c4d4c 
Kd9d6h5d2c Ts6s6c3h3d Jh7h5d5c3s Jc7s5d4c3c 
Qc9h9d6s2h Jh7c5d4s3d 8s7h6h6c3h QsJs8c5s2s 
Ks7c5s3c2s KcTh8d5s3d AcJd9d3s3d JsTs5s5d2c 
9d8d8c3h3d Qs9s5s5d4c 8d6h5s5c3c 9s6s5d5c3h 
9c8c7s3h2s As6s5s4h3s QsQhQdTd7s KhTc7h5d2h 
9d5s5h4s2d Qc9s9h6d2s 9c8d5h5c4c Qs7s7c4c2h 
Jd9s7s3d2d Ah9h8h3d2c KdQd8h4s2c Ad7h6h4h4c 
Qh9d6h5c2h 6d5c3h3c2d 8d8c7s7d7c Qd7s5c3s2d 
9h8d4h4d2c QsQdQcTs7c 8s7c6h4d2c KhQh8d4c2s 
Qh9h5h5c4d Jd9c6s6h4c 5d4h4d3s2s AdTh9h6h2c 
Jd8s4h4d2s 9c6c5s5h3d Tc8h7h6s2h Js6d6c4s2d 
JhTd6s4c2d Ah6h4h4d2s AsJc5d3s2s KcJd9h5s2s 
8c6h5s5d3d Qs8d5s4h2c JhTd5h3h2s AcTh5c2s2c 
Jc9s6c4h3d Kh6h6c4d3h Ts7d5c4h3h QsJc8s7s3d 
Ac9s4c2s2c Js8s7c5s3s Js9c6d4s3h Jc9s8c6c2h 
9d6d5h4s4d Jc6d4d4c3c QhJh8d7h3c JcTh7s7d2c 
Tc9c5s5h4c KdQs9c8h3c Jd9c5c4h4c KsQcTh7d2d 
AcTh5s4d3d Td8d6d6c3s 6d6c5s4h2h Qs7c6d6c4c 
Jc9c7d4d2c 9s7s7d3c2c 7h5s4c3c2h Ks9s9h6s2d 
Ks9d8s5c2s AdQc5s5c2c Ad4c3d2s2h Td7s4s4d2c 
Ts8h7h7c3d Kh6h6c4s3h Td8c6d5d2s Tc8d6h4s3h 
Kd9h9c5h3s KhQcTh7h2h KdTc9h5s2s Js8d6h3h3d 
9h5h4c3s3c Kd9s9h8d4d AsTd5c4h3h 9h7c6h3s2s 
Js6d6c2s2c Kh4c3h2s2c Js7d4d3s3d KdQc9h6s2h 
7c6c4s3d3c Jc8d6s5s3h KhQh7d5h2c Ks9s8h3h2s 
QcTh5d4h2h Qs8c4h4c3s KdJs5s4h2s Jh7d7c6c2d 
KcJd6s5s2h KdTc8c5h3c AhQc5d4s2s Js9s7c4d3s 
6h6d5d2s2d Ac8h7s6d3h KdTc7s6s2h Kd7c5h4h2c 
Qc8c6d6c4c KcTd7c5s2c Kd8d6c5s2d KsKdKc8h8c 
QdJc8d7d3s 8s8h7d4c3s Ts9d8s4s3h Tc9c8d8c3c 
9c8s7s5h2s KcQs4h4d2s Kc7h7d5s2c JsTd6h4d2c 
Qc8s6h3c2s Qh7c5d4d2c KhTd4h3s2c KsQc6h3d2s 
Tc8c7d3d2h KcJc8d8c2s Ad9s9c5c3c QhJc9c3s2d 
Jd6d5c2h2c KdQs9h3d2c KsTc6c4d2h QdTs9d4d2d 
7s7d4h3s2d Js7d6h5h3h Qs9c8d8c2h KcJd8h6s3s 
Ts9s9d4c2s QhTd4s4h2c 9c8s5c4h3d Ac9h6d6c2c 
Kd9c8h7c4c JdTs8d3c2d 9s6h5s5d3s 9d8d5s3s2d 
9s8c4s4c3c KdJs9s4h2c TsTh4h4d2c QsTs8c3d2h 
7c5c4d3d2d TsTc8h4s2s 7h6d4h4d2d 9s7c5c3h3d 
JhTc5h3d2h QhTdTc3s2s 7c6h4h3d2c ThTc6h6d2h 
Qd9d7h5s2c Kc7d4d4c2d Tc6c5d3s2d QsJc5h5d2c 
KcTs7c5h2c Kc7d5c2d2c Th8h7s7c3d Qd7d5d4s3h 
Qh8c7s3h3c AhJd5c3h2h Js9c6h6d3s AcQs5s5d2s 
Kd9s4d4c2s Ac7h7d4s3d Th8h7s7d3c 7s5d5c4h3d 
AhJs9c4d2s Th6d5s5h4h QcJh5d3s2h KcJs9s7h2s 
Js9c5s4s3d QsTh6c3s2d Jd7s7c5h3c 9s8s5s3h2h 
Td8h8d6d2d KhQh4s2d2c 9s9c7d2h2c Ks8h5h4d2d 
KcQc8s4h2d Qh9d8c5s3s Kc8s4h2s2c Kc9d8h7c2c 
9d6s4s4c2c Qs9d4h4d2s 4s4c3h2s2h AdTh9h6c2h 
KsTs8s6s2c Ah9c8d6s3c 9s9h7s6d2s Jd8s6c3s3c 
ThTc7s5h2d KsJd6h5h2c Ad9c8h6h2s 6h6d5h4c2h 
Ac7h4c3d2s Tc6c5s3h2h Ac9d8c3c2h 6h6d4s4c2d 
KhQc9s5s5d AdQdTd6d2d QcJs8h4s2d Qs9s7s7h2h 
AdQhTsTdTc KcJh5h4d2h 8h5h4d3d2h TsTc7h5s2d 
Td8h7d6s2d KdQs8s5h3s Jh8c7s7h2d Td9d7s7d2c 
QhJh7s4c3h 9s9d5d4d3d 8s7h6h4c2d 8d7d7c6h2s 
Qs9s7c2h2c QdTs5s4h2s KsQh6c3d2s Qc9h6h6d4h 
KcTd8d5s3d Qc6h4h3c2d Ac7h6s4s2h Kd8s7h7c4c 
Qh9h5h5d4s AhJs4h2h2d JhTd5h3h2c AhQh8h3d2s 
KcJs6d5d2h Th8c7d6c2s Kc8h8c7c2d JsTh8c3h2d 
Tc9d7s5h2c Ts7h5h4d4c Js7h7d5c3d Tc8c7h6c2d 
Th8c7c6s2c KsQs5h5c2s 9s7s7d4c3h Td8h5s3s2d 
Ts8c7s4s3h Qh9h8h7s2d Ah7d5s5c3d As7c6h4h2c 
Qh7s7d5c3h 7h6h4d2h2d Qs8d7s3d3c Kd6h4c3s3d 
QsTc7h6h2d AdQs9h3d2d 7h5c4s2s2h Ks6s3h3c2c 
Jc9d5h4c3c Th8d5h3s2s KhQs9c6d2c KsTc9c4c3c 
AcKd8h3c2c TsTh7d7c2d Ad6d4d3h3c 8d7h7d3h2c 
Kd6s3s3c2d Ts7d5s5c3h Js8s8d5c2s Qh9c8d5s3s 
Ts8d4d2s2d Qc9h6c4s4c KhQs9c8d2c QsQc6s3d2s 
Td8d7d4s3c JhTc7d5s2d Ks8s4h4d2h 8h6d6c3s3h 
AdJc8d4d2d Kc6s5s4h4d Ks9h4h2s2d Qs8s6c4d3h 
KsKh3h3d3c JcTc5s5c2h Js8h7c5d3h Td6h6d3s3c 
Th6c4h4d2d 9h8c6c5c2c JhJc7s4s3s Td8h6c4s3h 
AsJd6h4h4c Qd9s7h6s3s 9h8d8c7s3c As9d5c4d2c 
AsKc8c3d3c 9c7c6s5c2d AsKs8s5s2s 9s6h6d3h2d 
AcQs8d6h2h KhQs9c4s3s 9s9h5h2h2d 7s7h6d3h2s 
Qc9h9d8h4s KsQs9s7s3h QdTc7d4h2s Kd7s4c3c2d 
AsJd8s4s2s 9h9d7c2s2d Qh8s7h5h3c 7s6c5s4h2s 
Ks9d8c7s2s 7s7h5s4d2c QsQhQc6s6c JcTs5c3d2c 
KdTh5s5c3s Ah9c4h4d2s AdJs5h3d2d QdTh6h3h3c 
AhJs9c3d3c Qd5s4h3s3h 9d5s5h4h2d Ad6c5d3s2d 
Js8h6c5d3c KsJs8s7s3c KdQc9h5s5h Jc8s8c3h2s 
Js9c4d3s2c Td8s6s3c2c Kc8s7h3s2c 9c8d8c7c3s 
Ah9c7s4s4d 9c8h6c3h2h 8d6c4s3c2s Th8d7c6d2s 
8h7c4c3h3c AdJs7h3h2s AcTc7d3h2c 8c7d4h2h2d 
Jd6d5h2h2c Ah7d7c4s3c AsJc9c3d3c QdTh7s7c3s 
Kc7c5s2s2c TsTc9h4h2h QhTc4h4d2s Qd6s4h2s2d 
Kh6s6h4c3h JdTc4s2h2d Kc8d7c3d2h Qh9s5d3s2d 
