AcQs7s6d3s 
QsJsJd4s2s KcQs8h8d5h JcTc9h2d2c Th9c5d5c2h 
Jc7s6d3d3c Th8s5h4s2h JsTc5h5d3c KcTs9d7h2s 
6c5c4d3h2h 8h8d7c6d3s KsJhJd8h2c Kh9h8c7d2s 
JdTd9c2s2d KhKdKc5h3c KsQh8d6c2s JcTh8s8d3h 
JsTs6s5s3h Qs8d6h5h4h KsKhKdJs3h Td8s6c2d2c 
7h5d4h4c3c KdJd8s3c2s Jd8d7c6s2c Js8s5h5c2h 
7d6s5h5c4h Td7s6s4d2h Kh9d7s5c4d Jd7h6s3s3d 
JsTd7d5d3d AsJc9d5h2c AcKd6s4h3h Kd8s5s2h2d 
Td8d7c2h2c AsJd9h9c2d KsKdKcJc3s KsJs6h3c2c 
AhKdQs6c2c Jh6d6c3h3c 9s9c5d4c2d AhTh6d3h3c 
7c6d5h2h2d QhQd5d3d2c KdTc8s7d3d Jc9h5c2s2h 
As9c7h5h2c KdTs9s8s5s KhQd8c6s4c Jh7d6c5h3s 
QhJh6c4s4h Js9h9d7c4s 9s8h8c4s3c Ah8s6d5d2s 
JhJc9d7s2c TsTc8c7d2h 8h6c4h4c3d 8d8c6s3c2d 
QdTd4h2h2c Js7h5d4h2s 9h8d5d4s2h AcJc6c5d2h 
Jc9d5d5c2d QhJd6s4h3h Qd5d4c3s2c 8h7d6d5s3d 
Jh8c5d4s4h Qc9s8h4c2s KsJcTd7h2h JdTs6c4h3s 
Ts9h8h7d2c 9s9d7c5c3c KsQd7h3h3d Th9h8h3s2s 
QhTs8d3s2d Qh8d8c7s5d KcJh8d3c2d QcJs9d9c4c 
KdQsTh5h2h Td7h6c3h3c KcJh7h6s3d KcQc7s7c5c 
KcQd9d7s3h AcJs9d4s3h QdJh9s9c3s 6s4d4c2s2c 
QsJs7d4d2c KsQc8h8d5h Ks8d8c7d5h QcTd6d3h2h 
Qs7c6s6h5s KdTd9s4h4d 9h8h8d5s4h Th7h5s3s3d 
KhJs9c5d3d AcKc4c3h3c 6h5d4s3d2s Ac6s5s4d3d 
KdQd5s4d2h Qd6s6c4h4d 9c8d7s5h3c KhJc9s8c4d 
JcTh9d4d2s Js8c7c6d2d AdQh5s4c2h 8s8c4d2d2c 
Ts8h7s5s2h 9d8s8c6s3h 9s8s8c7h4d Kh9h7c4c2s 
Th7c6s5s4s Kh9h9d8s3c JsJc4d3c2d Jh7c6h4c3h 
KdQc9h7d2s AhTh6d5h2s 8h7h7c4c2h Jh8c7c4h3h 
Ks8d7s4s3d Ad6h5h4s3s KdJc6h5c3c Qc8h6s6d4c 
Ad9d7s4c3d Ah9h6h5d2s QhJs8h5h3c KcThTc7d2c 
KcQd9h5s4s QcTs7h6h3d KhQsTs6s2c 7s6s5d3d2h 
KhTc9h4h4d KcTc9c4s2h AdQs7h4s3c Jh9d5h2d2c 
KsQdTc5h2h KdQd6d5s3d Tc9d8s7c2h KcQhTs5s2s 
AhKcTs6s2s Jh9s6c5d4s As9s8d3s3c KsJhTc7d2d 
AcKs6h5d2d Th8d5c3h3d Th8h7d5s5c Td7s6s6d2c 
KsQs9d7c4s KdQd9d7s3h KhTc9d4d3s AcKd9d8d2d 
AhJs7c4d3s Qs9d6s5s5h AcJsTd6d2d Ah6s3s3h2s 
QdTh7s7c4c KsKdKcJs3c 8s8c6s5s3h Qd9c8d2s2c 
AdJs9h6c3s ThTd8c5d3s JhTh5d2h2d KcJc9d5s5c 
Qh9s8d4h2s JhTh6h4d3c QdTc7d5s5d KsTs7s7c3h 
Ks9d4s4d3d KsJd5h5d4d As8c6h6c3h Qd9d7c3h3c 
As9d8h8c4c Td7c6s5s4s Qc9h8h6s4d Qh8h7c4d3d 
Jc9d8c3h2d Ah9d8c5d4s QsJs9s8s4c Ks9d8s3d3c 
Jd9s9c6h3c Qh9d9c8d5d AsKc9h9d4d QdTs3c2d2c 
Kc9h8c3s3h Qs9h9d6h4c Ks8d6h2s2d As9s7h3s2h 
QhJc6d4s3c KhQsJs6d2s Qd9d7s5d4h AhKd9s7c2s 
QdTs6s6c3h Qc9h6h4c2h AcQc7s6c3c Jh9s7h6c4h 
AsKc8d7h2d JcTd6c4c3h JsTh9d3c2h Ac9s9c3s2c 
KsQd5s4s3s 7c6h5h4h4d Kh9d4h4d3s AhQs6s4c3d 
Qs7d6h5d4d Jc9s8s3h2c Qs7s7d3d3c Qc8d7s4c3s 
KhQd5s3c2h QhJh5h3c2c AdQs9h9c4h KdQd9d6h6d 
Jd9h8s6c4h Qd9s6s5h4s Jh7s6c5s4s QsJd8s6c2h 
Qc9d8d2s2c 7h6d5h5d2h QcJs6c3d2d Jc8d7d6d2c 
AhTs6d5s2d KcQc9s3s3c Jc9d4s4c3d Ad9c7h4c3h 
AcQh8h7h2s KsKd6h3h2c Ks9s9h6c4s Qh9h7s3s3d 
KdQc7d6h2s QhJd8s5s3c AsKsTs3h2s 9d8h8c6h3s 
Jd9c8d4c2c QsTs6s6c4s Ad9d7c4s3d Qd9s8h6d4d 
Ks7d5d3s2c 8h6d5h3s2d Td9d7c2h2c KdJc8s3d2s 
7h6c5h2d2c Th7s6c5s2h Ts8c7h6d3s QcJs8h5d2s 
JsJc4h3s2h 8h6s6c5d4d QhTd8h5s3h QdJh9c4d3d 
Ad9d8h8d3d Kc9s6s4c2s Qd6s6h4d4c AcTh7d5h3h 
Jd9h7c5s3s AsQd7s3s3h AdJc5d4s2d Ks7s5h3h2d 
QcJd6d4h3s 9c7s7h5c4d Jh9c8s6h4h Ks8h7s4h2h 
QcTc9d5s2c Jc9c6h5s4c Qc7d5c3h3d Ah7c6d5s5c 
QcJc9c7h3d Tc8h5s3h3c 8h7c6s2h2c Jc7c6d4d3c 
KcJc9s5c2d AsKs3c2s2h AsQs9s9d4s As9s8h3s3d 
KcQc5s5c3h QhJcTs7d2s Tc8d5c4d2c Jd9c5c4d2d 
QhTd3d2h2c 7c6d5d4h4d Js9c6s6d2d Qh9h7c5h4d 
QsTc5s4h2d TdTc5h3c2d Qd5c4s4d3c KsTh9s4s4d 
JhTs9c3s2d Ts7s5h3h3c KhQd9d7s3c Ac8s6s5s4h 
Kh8s6d5s2d Js9h7s6d4s KhJc9s8c3c QhTd5s5c3h 
9h9d8c6h4h QdTs5d4c2h Qc9c7s3s3d AcTh9d4s3s 
Qd6s4s4d3h 7d5h5d4h3h Jd7h7c5d4s Ad9s4h3h2d 
Th9s8c5h3d Ts9h6d4s4c JhJc4d3h2d JdTd5c2d2c 
QcTd9s4h4d JsTd9d3h2c 6d6c5d4h4d AcQdTh7h2h 
Ac6h3h3c2h Qd9d6s4c2c As7c5s3h2d KdJs7h6c3s 
8s8h7c6s3d 9c8h8c5d4c TsTd9s5s3s Td8d6s2s2c 
JhTs9c4d2c Tc9h6d4c3s KhTd7s4h3h AcKhQs6d2d 
KsTh9d7c2h Ks8h6s6h2s Kc9c6h3d2h AcQc8d3h2s 
Kd9c5s3d2s Th7d6d5c2h Ah8s6c5s4s KcJc6s3d2d 
KdQc9s7d2h Ks9s7d4d2h KsQd9c8h3d Jd9d9c4d2c 
QsTd7s4h3c Ah7d6d5c2c Ad9h8h8c4s Ts8h7c3s3h 
Qs9s6c4h2h 8d7c6h2d2c Js9c8s7h2d KcJd9s5h3h 
Ad9c8s5c4h QcTc5s5d3h KcQh9s8d3h Qh9c6d4h2c 
Ad9s5s5h3h KcJc5c4h4d Ad9d6d5h2s 9s7c5c4h2s 
AcQd7h5s3h Js9s9c4s2c AsQd8d7d2c KsQd9h8h5h 
AdJc6d5d2s JdJc9s7h2c QcTd5s5d3h AhJd9d9c2d 
KcQsTc3d2c Ac9d8h7h4h Jc9h8d3h3d Jh9d8s6c4d 
6s5h4d2h2d QdJc8d3c2d QcJd6c3s2s Kd9s7s6h4c 
Ks7d6h5h4h Th7s7d6c4c Ts9s7c5d3s AhQc6h3d2s 
AdQs6h3d2c JcTc5d3s3h AhTc6h3h3d Jd9s8h6h4c 
Kh9c6c5d4s 6d5s4h3s2h JhTsTh6h2c Kd9c8h4c2d 
KhQs7s5s5d 7s6d5d4d4c Td7d7c6d4h AdTc6s5c2s 
Tc9h8d8c3s AhTs9c5s3s KsTs8d6s2h Td8h8c7d4d 
KsQd8c5h4h 9h8d7c4d3c Th8d6h3h3d Jd9d8h3c2h 
AhKh4h3h3d QdQc7c3h3c QhTd8h7h2s Qs8d6c5c4c 
Ts8h6d6c4s Ks8d7s4d2d 7d6d5s3s2c KsKdKc5d3s 
KdQdTs8d3d 8c7h7c4h2c QcTs9s5s5h Ac7h6s5h5d 
AcQc8s7c3c Qd9h6d5s5d 7s7c6s3h3d Tc9h9d5h3h 
AhKc9s8d2d QhJc5s4s3d QcJh7c5s3c QsJsJc4s2s 
QsTh3h2s2c KcTh9d7s2h JsJh7s3h2d AhQs9c7s2d 
Ac9s9c7c2h KsQd9c7s3s AdKhJh3h2h QsThTc5d2h 
9h6s5s3d2h AhJd8d7d2c AcJs9s9d2s 9h9d5h3c2d 
AsQc3s2h2d QdThTd8d2d 8h8c4d2d2c Ah9h7d4c3h 
JsTc5s4s2d Jd9s5s3h2d JcTh9d7h2h KsTs7s7c3d 
QhJh8c5s3h As9h7c3h3c AhQdJd6c2d AhJs9h4d2h 
AsJs9c6s2h JdTs8c5d2d QhJc9d8s3s Jc9s6h5d4s 
Jh9c8c4s2s AcKd9s5s3h KhJh6d3s2s Ah7c6h5s2h 
AsTs9h3c2s Td7c6c5h2d AdJs9h7s2c Jc6c5s4d2d 
KhTh6s4c2d AsQh3s2d2c JsTd6h6d3c Ks9s9d8c3h 
AcTh6c3s3c AsJd9c7d2h 8c7d6c5h2s Kh7c6s6h4h 
9s9c7h5h3h Js9h8c7d4c Td7h7d6d4c JdTh6s4s4c 
Jh6h6c5c2c Ks8c5h4h4c KcJdTh3d2d JdTh9c3h2s 
KdTc9d5h5d QhTd9s6s2s Th9d8h3h2d QdQc7c3c2d 
QcJs7d7c2s KhJh8h7h4c Ac9s5s5d3d 9s9d8d6h3c 
KsQc7h3h3c Ah8h5h5c3s KhQh6d5c2h AdQc9h9c3c 
ThTd8h6h3c AdTs9s4s4c QsTh9h5h5c KdQd9s7h4d 
QsTd6h6d3c QdJc6h4s3c 9h9c8s6c4c AdJs9c3c2s 
Kd6h6c3h3c AcQh5d4s2h QdQc8d2h2d KhJdTs3d2d 
KhQs5h4c2h AcQs9h4d3s QdTs7c6h3c KsQhJh6h2d 
Qd6h5d4s3c 6s5s4d3h2d Tc8s6h2h2c QdTc8s3s2c 
Td8h5c3h3d Qh8h5c3d3c Qc8s5c4s3c JdJc8s3s2c 
AsJs9s4c2h 8h8c7h6h4h Qh6c5h4s3d KsTd9d4c3h 
Ad9s8c5s4h Kc8d5d2h2c KsQs6h5s3s QdJhJc8s2s 
7d6s5s4s4h Kc6h5s4c2d Qc7s6d6c5c Td8s7h4s2h 
Tc9d8d6s2h Jd9s6h6c5s Th9s7s6s3s AdJh9c6c4s 
KcJs8s5h3d Tc7c5s3s3h KcJs5s5h4s Ts9d8d6h2c 
KdQs9s7h3c Jd9c5c3h2d Qs9s8d5h4s 9h8c5c4h3c 
9h8d7h4c3d QcJc8h5d3c Ad9s9c6s5s AcKc3d2h2c 
6h5c4d3c2d KsQsJc6h2s QcTh7h6h3d AdJc8h5s3s 
9h7s6h6d4c Jd7c6s5h5d Ac9s8s8h3d Ac5d4s2h2c 
AsJd9h6d3c 9h9d5d3h2c Kd9c6s6c5h QsJs7h4h2d 
9s8d6h5c3h Qd8s7s7c2d AdQsTh3s2s 7h6d5c2h2d 
8s8c7h7d3s Kc9d9c6h4c Kd9c6d3h2h ThTc9d7s2h 
AhQs9s3d2d ThTc9h6h3h Tc9d9c7c3c Qc6d5d3c2h 
KhJd9d3s2s QhJc7h5h3s Ts9d8c6h2d Jd7s6c3d3c 
KdJd9d9c2s Kh9s8c4s2h Ad7d7c5d2h KdQd9c7h4d 
As9s7s7h4s Qh8d8c7s5c Td9h6s5d3d Qh9s9d4d3s 
QcTsTd6s2h 9h8h6s4c2c KsKhKdJcTs KcQh6c5s2c 
AsJh7d4d4c TdTc6d5d4d Ks8c7d5h4d KdJsTs6s2c 
Qc9c8h3s2s KcJh9h5d2s Qs8h6d6c4s JdJc4s3s2d 
7s7c5s3s3d Jd9s8c6d4d ThTd8d6d3c AsQs8h3c2d 
QcTc4h2s2h 9d8s5h4d2h Th9c8c6s2d Jc9d8s6c4c 
KhJc6h3s2s Ac6s5c3d3c QcTh3s2s2c Qc8s7s7d2c 
6s5d4h3d2h Js8h8d6d4c KsQdTc5c2c As7c5s3d2h 
Qd8h7d5d2h Tc6c5h4s2h AdTd7s7c2d QcTs7s3c2d 
Jc9d8h6c4c Jh9s5c2h2c AsJs6s5d3s AdJsTc6c2c 
Ts6s5c4h2c KsTc9h5d3d Tc8d6s5h3c QhQc8h4s3h 
Qs6h5h3s2c Qc8h7h7d2c AdTs7c5s3s Ah7h7d5h2s 
8h8c6s3h2c KhJs8s6d4s Qd6d5c4c2d Js8d5s5c2d 
Tc9h9d4s3c Qc6s5s3c2h JdJc7d3c2h AsJh8d5c3c 
AhTs9s5s5d KdJd8c3s2c Kd9d8h6c4d 6s6d5c3h3d 
QcJd8c6h2s KsTsTd7c2s KsQd9d7h3c 9s8c7h6s3d 
Js7s6c5h2c KdJc6d3s2s JhTd5h4h2s AdJh9d4s2d 
Kd6s4s4h2d AcQh9d8s2d Qs9h8s4c2h KcJs8c5d5c 
AhTc9c7s2c KcQd9s8s5s KsTd9c4c3h Kc6c4h3d2d 
9h7s7d6c4h AcQsJc6c2c 6h5c4h2d2c Kh8d6s2h2d 
QdTc6d5s2h KhQh5c4s2h AdJh6s4s2h Ah5s4d2h2c 
JcTd9s4s2h 8s8h4d2s2d QcTs7h7d4d AdQdJd5d2d 
Ah7d6h5c2h Kh9d7c5h3h QcTh9c4c3c KcTd9c5s5c 
QhTdTc4s3s Kd9h5c3d2c Kh6h4d3s2d 9h9d8d6c2s 
AsKc6c5c2c 9s9d3h3d2s Qs7d6s6c5s Ts9d6d5h3d 
Ad9c7s3s3c AsJc9h3h2c Kc8s8h6d5d AhQh5s5c2h 
Ad8c6c5c4h QdJsJh8s2s KcTs9h7d2s JsTh9d5s2s 
KhQd3s2s2d Kc8s8d7d5h Ad9s8h8c4c As9s7s7d4s 
KsQs6h5d2s Ah9d8d7s4d AcQc5s3c2d Td7s6c3s3c 
9s6c5c3s2h Js8s7c4c2d KdQd5h4c2d 7d6s6d5s2d 
AdQc9s7c2h QhTh9d4h3h KsQhJd8c3d 9c8d8c5s4c 
QhTd6c4h2s JcTd6h4s4h 7s6c5h5d4d QcTd9s5h2d 
AdJd7h3h2d Qh9s8c6h4h Qs8d7h6d3h QsQd9s7s2h 
Ah9d8s8d4c 6h6c5c3h2d JsTc6h4d3c Ks9s6s5d3h 
KhJdTc7d2d Ts9d6d5c3d AhTd9s5d3d Kc9s7d5c3c 
Js9h9d6c3h 8c7h6c5s2d 9s9c5s3c2h KsJh7h6c3d 
KsQs6d5c2s QhJc6s4d3c Ks9d7c5h4d 9s8s8c7d4h 
JsTh5h4h3h KhQsTc6d2d Th7s7c6d5d 7h7d5c3h2d 
7h6s5h2s2d Qd9d6h4s2s AsKc8d3h3c AsQhTd7d2d 
Jh9h8c3d2c JdJc4d3s3d TsTd6h4d2h As7d5s3h2c 
QhQd5h3h2s Qc8h5h3d3c JdJc4d3h2h Qs8s5h3h3c 
KsJd9s7s4s 9h8h7s5h4h Qs9c8s2d2c QsJh8s5d3s 
Kh6d6c2h2d KsQh8c6d2s AcJc9h6c2d 9s9c8c5d4c 
JcTc9d2s2c Tc7s6s4c2d 8d6s6c4d2s Qd9c5c3d2h 
Tc6s5c4s2d QcJc9c7d3s QsQc8c2h2c 9h7d6h5h5c 
Ts9h6s6d3c Jd9s9h6c3h 9s8s6h5d3s KsQc8d5h4h 
9c8s8c7h4d QsJc5s3h3d 9c8s8c5d4c QsJc5d4d3h 
KdJs7h6s3c AdQh9s6h3h AsJh6d4s3s QdJs5d3h3c 
AsJh9d4h3c QdTs5c4h3c 7s6d5d4h4d KcTh8h7d3s 
JsJd9d5h2d KdTs8d6d2h Ad8s5s5h3h QcThTc5s2c 
Tc9c7d5s3c Jd9h9c6s4c 8h8c5s5c3c Qh9c8c6s4d 
Ts8s7d7c4s AcQs9s4h3d Qc8s8d7h5s AsQc9h7h4h 
KcJd7s6d3h JdTc3d2d2c ThTd9c7h2s Ah9d7h3h2d 
9s9h6h3c2s KdQs5d4d3d Qs9d7d6d6c AcKh6d5s2s 
Ad7d6h2h2d Qc9h5h3c2d QdJc6s4h3c Qs9d6s3c2d 
AcQs8c7c3c QhJh5h4s4h AsJh3c2s2d Qs8s7h4c3c 
As7d6d5h2h JhTs9c4c2d Qd9d8h3c2c Jc9c4s4d3d 
Ac9s5d5c2h KcQsTh8d2d AdTd8h8d2d 8s6d5d2s2d 
AhKsTd6d2d KcQsTh5d2d KhTc9d5d3d Jh9s9h4h2s 
AhKc6s4s3d KhJs9s3c2c Ts6h5h5d3d 7c6d6c5s3h 
KsQh7d3h3d KdJc7c5s5c AcKc9c3s3h AcJd9s3s2d 
QhTs9c4s4d Kh9c7c6d4s KcQc6s5c3c Qc9s7s6s6d 
KsTh9d8c3c TsTh8c6s3s QcJhJc4c2c KdQdJs8d2c 
Tc9s5d5c2s ThTc8h6h3s QsJc9h7h3d AsQh9d8c2d 
Qd9h8h2s2d KdTh8c6d2d KdTc5h3s3d JhJd4d3d3c 
KsTs7s7h3c AhJh8h7s2h QsJd8c5c3h 9c8c6d2h2d 
QsJhJd8d2d Kc8h8d6s5s AdJh9c5s2h ThTd8s6d3d 
Tc8c7h2h2d As8c4d3s3h Tc9c5d3h2d KcTd9c5h5c 
8c6c5s3d2d Kd6h6c2h2d Ad9s9d3s2d AsTs6h3s3c 
QcJd8d5s2h Js9s8d3c2d Jc7s5d4s2c AdTh8s5s3c 
JsJc4c3h3c QsJh9d7d3c 8h8d7d6d4d AsQd7c5h3c 
Kc8s8d4c3d AhJh7d3d2h Ac8h4s3d3c AdKd9d3s3h 
AhJdTs6s2s Jh8h7d6c2d AdQh9c8c3c Tc9s6d4c3h 
AcKc3h2d2c AdJcTd6d2d QcTs5h3d3c 9s9d3d3c2s 
QsTd8h3d2h Qc9c8d2h2d Ac6h6d4d3h 9s8d6s4d2d 
KcQsJs7h3s 9c6d6c5d2d QhQc9h7h2d AhQs7d5d3d 
AdKhTc6c2c QcTs6d4c2h QdTs5h3d3c Qs9d7s4s4d 
Th9s8d6c2s 7d6h5h4s4h Kh6h4c3s2c Kc9d8h6s6h 
6s6c5h3s2c KsJs6c3h2h JdTs7c3h3d 6h4s4c2s2h 
Jd7s6d4s3d Jd9s5s4d2d Js9s9d8s5s JcTd6c4c3s 
AcJd9h5s2d AdJh8d3s3d Td6h5d4h2c Th9d6s4h4c 
KcJsJd8h2s Qs9c8s6h2d KcJd7d5h3d TdTc7c4d2d 
TsTh9c7d2s Tc7h6s5c2h JcTd8h5d2d Kd7d4c3h3c 
QhTd8h5c3h JcTh9s3h2d Qh8d6s5s4s Jh5s5h2s2c 
Js9d8h7c4h AdQcJd6d2d QsTs7h7c4s 9s8s8h5d4s 
7c6h5s5d4d Ks5d5c4h3s 8h8d7c4c2d KsQd9h7s2c 
Jc9s7c6h4c 9d8d8c6d4h Ac9c4s3s3c Qc9s6c5d5c 
JhJc8d3d2c Qh8c7d6c3d KhJs7h4h3d Jh9c8d3c2h 
QhQc8c2s2c Kd6s4h3d2s AcQs6h3c2d 9h9d3d3c2h 
Qd9s5s3d2h 6s6d5s3d2h AcJh9d3d2h QhTs7h4d3c 
KhTh7s4h4d Kc8c6s6d5c KdTd8c7d2h AsTs6s5d2h 
QsJc6h4d3c Kh9s6d6c3h Qc7s6h5d4h QsQd9h6c2h 
9s6h6c4d4c KcTh5h4s4d KdJh7d4d3s AhQd9c7c4c 
KcJsTd3s2s Ad9h3s3d2h As9s8d6s4s KhTc8h5h3s 
Qh9d6d5d4s JsTc8h8d3c Ks7c6s6d4s Jd9c7d6s4d 
Jh9d8c3c2h JhTh9s2h2c QhJsJh4h2h AhTc8s5s3d 
KhJd6d5d3c KhQs7c3s3c KhJs9s5d2c TdTc9c5s2h 
Kc6s4h3c2s 7c6h5s2s2h Ad8h6h6c3c AsQh9c7c4c 
KdQdJs8h3d 9s8c6s3s3c Kc8h6h4c2c Ks9h9d8c2s 
Ts7c6d5c2s JsTc9c3d2h QdTc8c5h5c Jh7h6s6h3s 
Th9h8s8c5h KhQc8h6s2d QdTh6s6h3c QdJs8d6h2c 
6d5d4h3c2c AsKsQs5s2s 8s7s6h4s4c AsQc9d7c2h 
Qd7s7d5s2c JcTc6c5s5c AsQc9d8h2h Jh9d7d6c4s 
7c6d5d5c2d 9d9c8c6s2h QdJd7h3h3c QsJh9d8c2d 
Qc9h6d4d2c TsTc7d5h3c JsTs9c2s2h QhTh7s7h5h 
Ks9s7d6c3s Jc9d9c4c2d Td9c7d4c2h AdJhTd6d2d 
QhJs6h3c2c AcJdTc6c2c JdJc9c4h2s Ts8s6d5s5h 
KhTd9s4h2h Qd8h7c4d3c QhQc9s5d2d KcJsJh8s2d 
Ks9s8h4c2h Qh8s7s6c4d Ad9c8c7s4c AdQc9s9h4h 
8d6d5h4s4c Jh9s8h4s2s Kd9s8c6s6h QcJs6c3s2s 
KsJc5d3d2c Ah9s9c6s5s As9d7d5d4c TdTc7s5h3c 
KhTc9h8h3h Ah9d6h4c2s As9h8h5h5c Jc9s4c3s3h 
6d6c5s3d2c 9d6s5s3h2d KdTh4s4h3s 9d9c5c3h2d 
As5s4s4h3d 9s9h5h3d2s AhJh6h5c3h 7h7c5c3d3c 
Jd9c8h6d4d AhJs9d3d2s Jd7d5d5c3c KdTc8d2d2c 
Tc9d6h6c3s QdTs8h3h2s QdJh8d5d3c 9h9c8c5d4c 
Ks8c6d5d4h Ah6d5d4s3s QcTd6d3s2s QsJh9d4c3h 
9h9d7s4s4c Jd9c8h6h4s 9h6d5d3h2s Jd7s6h5d5c 
JcTsTh3s2s Js9h7c5d5c TsTc7h5d3c Jh9h8s4s3h 
QsJdTh7c2h Ac9s3h3c2s QcTd7h4d2h 9s9h5c4s2c 
KsTd8d7c3h KcTsTh8d3h KhJs9h5h5c Ac9d8s8d3h 
KcQsJs6d2s AhTs9s3d3c Jd9s9c7s3h Qh9s9c4h2s 
8s8h6c3s2h 9h8h6c5d3h Qh8h6h6c3c Ks9c7h5s3s 
AsKc9c8c2c Jh9c7c6h2h AsJh9d5c2h Th7s6s4h2c 
Jh9d9c7h3s QhJd7h5h3c AsQs6c3s3d KcQc7h6s2d 
JdTsTc3s2s KcJhTs3h2h Kh9s9c5d3h JhJd4h3h3c 
KhQhJs8d3h QsQc7s5s3s Kh8c6d5c4s AdJc8d3h3d 
Kh7h5s3s2d KcThTd8s3d AhQc9s9c3c JdTh8c4s3c 
Qh8h7h7d5c Td9c5s5c2d Jd9s8h6d4d As9c5s4s4d 
QdJh8d5d2c Qs7d6d5s2d QdJd5h5d3s Kc5s5d4h3c 
As9s8s8h3s AdTd6h5d2c JcTd9d3s2h Ah8d7h4c3h 
8c7s6c5h2d KcTh9s7h2d 9d8s8h4h2s Td9s9h4h3c 
TsTh5c3s2h KhJhJc6h2s Jh9d5d4h2h Tc9s6d3s2c 
8d7s6h6c4s Th7d7c6s4s Ts9c6s3c2c Ks9c7d5s3s 
8s7c5s2h2c As5d4h2s2c QsJc6s3h2h KcTs9h4h3d 
Jh9c5h3d2c AdKc9s7h2s JdTsTh3d2d As8d8c4c3d 
Kd8h8c7c5s Qs8h7d5c4h 9c8h6h5s5d KhQcJc7c3d 
Kc9h8c3h3d 9c6c5s5d2s Ah9d8d5d5c QhTsTc6c2d 
9s9h5s3h2d QcJs7c5c3d AhTh8h5c2h 9s8s6c5s3d 
Jc8h5d5c2h Qc9d6s4c2d JdTh6h3h2d AsJh5s4c2s 
Kh7s5h4d4c Qd8s7d7c2c Kh6s5d4s2d 8s8d6d5d3c 
KcJs9s5d2h Ts7s5s5h3h AhTs6s5c2c Jd8h8c6h4s 
KdQd6d5h5d Kd8h8c4d3h Kd9d8h6s4d Ac9d7d5d4s 
JhTs6c4d3s QsJs9s7c3d 7s6s6c5c2s KhQh7h5s5c 
Kc7h6s6c4c QsTd9c5h2d Jc9h9c4c2h Jh9h6c4c2d 
KcJc7h4h2c Ah8h5s5h3d KcQd3s3d2s QdJsJd5d2d 
KdTh9c8s2s Ts9c4s4c2d KhTs7c4h3h 9d8c6d3d3c 
Td8h6s3h3d AsTd9d3h3c Ts8d8c4h4d KsTc9c5c4c 
KhQsJs3s2c JdThTd6d2c Jc9d8c7c4h KhQcJh8s2h 
Ac7h6c5d2c JsJh8c3s2c 9d8s5s5d2s QsQh8s4c3s 
Jh9s9d7s3c AsKcTh3h2d Js9h4s4d3h Jc9s8d6c4c 
AcJhTd6s2d Jd8s5d5c2s AsTd7s6h2s Ts8d6h5c3s 
Td9d8d3c2c AsQc6s3d2h 7c6d5s2d2c Jd9s4d3s3h 
Jh8h6d4c2c Jc9h8c7s2d Kh9s9h8d3c Jd9c8s6h4c 
7h6c5s2h2c JsTc7s5h2d QcJh9s8h3h AdTd6d5s2h 
8s8d6c3d2s QcTh3h2s2c KhQcJc3d2c Kd9s7c4s4c 
TsTh6d5c3d QcJh9s9h3h Jd6d5c4h2h QhTc5s3h3d 
AsKs9s3h3d AhJdJc6c3c Kc9d7d5h4s KcJc8h3d2h 
Jc9c6c5d4s Tc9s8s6d2h 6s5d4h2h2d 9h8d5c2h2d 
8d6h5d3c2h 8h8d5h5c3h KsThTd8c3h KhJh9c5h5d 
KsQc7s6d2h 9d6d5c3c2s QhJc8h6d2s Td7c6s5c2d 
Qh9c8h6s4h TsTh9c7d2h 9h8s8c4h3c Qh9h7h5s4c 
9h8h7d2s2d Kc8d6s5d2s Qc9d8c6h2s KcJh9s8h4d 
9c7h7d6s4s 7d7c6s4c3h QsTh7h3s2c AcJh8h8d2s 
QhJs8h5h2d KhQh5h4s2c 9s9h5s3h2c KsTs8d7s2c 
8c6d6c4d2d QsJc8s3s2c AcTc8c6c2s As8h4s4d2c 
Jc9s9h7h3d Qs9h7s5c4s Qd9h8s8c5h KdTc8d5d3h 
Jd9h8c3c2d 6s6c5d3c2s As7h3s3c2h AhQc7d5d3d 
JdTh3h2h2d KhQc5d3s2h Kc9c6h5s3c 8h6s4s4h3d 
KdJd5h3d2h JhTd6s4c3d JhJc6s6h3h Qc7h6s5s4s 
KdTh5s3d3c KdJs8d5h5d AhTc7c4s3d KsTs6d5s3s 
Ts9c6c5c4c Jh9s4h3s3d QhTc3c2s2h JsJc9c5h2c 
QsQh7h3h3c QdJhTc7s2c Qh9s8h2s2c Tc8s5d3s3c 
Jc9h7h5s5d Jc9h7s5s5d Ks9s9d6h4s 9d8s8c4c2s 
Tc7h7c6c4d KcTs8d7c3c KsTh6d4s2c AdKc9h8s2s 
Qd7d5h5d3h 8s8c7h4h2c KdQcTh8s2s KcJs6c3h2h 
KhTd8h7s3h As9s6s5d2c Kh9c8h7h4d Qh8d7s7h2s 
Jh9d9c7s4c Ks9s8h8c5s QsJd9c8h2c KhKdKcJc3d 
JdTc9h3s2c KcQh4c3s3d Js9s8c3d2c Ac9h9c7c2s 
QhTd7s6c3s KdQsTd3h2d KcTc9c4h2s QsTc9s5d2s 
AcQh6d3c2s QcJh9d8s2d Qc9s8c6h4c Kc9c7s6h3c 
QsTd8h8c2s Td8h7c6d3s Kd6s5c4s2c KhQsJh8c2h 
Th9s6s2h2c Kh9s6s2h2d KsJd6s3d2s Ah9s8s7c3d 
