Qd9h7d4s2h 
KsJh9d5d2c KsJh8c5c3d 7d6s4s4c2c KsJs7s6d3s 
As6s3s3c2c KsQd9c4h3d AsJh6h4h4c Th8d8c3d2c 
Ac9c8h5c2c AdJs8c6s2h AsJd4c3c2d Qd9d7s6d4d 
AcTd5c4c3c AhQd9h3h2s Tc7h5c4d3s QsTc9c7c2h 
Qh9h7h5s4h Jd9s9h8s2s AsQh8c7d2d KsQd7h5c2d 
AcJc6d3s3c AsJh7d4h3h Js8s7h7c4s QcTd8h7s2h 
9d6c5s5h3s Qc6c5h3h2h Kh8c5s4s2c 7s6c4s2d2c 
Jd7c6h5c2h Ks8d8c7c4h Kc5s5c3s2c Th9h5h4s3d 
Qs8h6h5h5c KhJc8s6h2h 8s8h6s3s2h 9c7s6h4s4d 
KdTd9d7d2h Qc9h8d7s4h Th5d4s4d3h Kc5c4h3c2h 
Ad7h7c4c3s Js9c7s5h2d AdJs6s6h2h Jd6s6d5h3c 
Tc8d6s5c3c Kd9d6d5c3d Kc9c6h4c3s Js9c8s7d2s 
QdJc8c4h2s Kc9d7d3d2c KhQs8d3s3d JsTc7c4d2h 
KdQd9h4c2s 9s7s6h3h2c QcJs9c7c2h KhTh8h7h3s 
QcTh6d3s3h QcTh8s8d2d KhQc9d4s3c Kc9c8c7c5c 
QsJd6h6d3d Td7h7c5s3c Jc7h6h5d2d 9s9d6c4d3d 
Kh9c7h3c2c Kh7c6s6c2s AsTs6s6c2d QcJd8s4h2c 
Qc9h8c4c2h Td7c6s4h3s Qh9h6d3d2d 7s5c4s2d2c 
AdJd6h3s3d Qd7h5s5h2d Kh8d6s3h2s Ad9s8d4c2d 
Qh7h5d4s3c QcJd6h4c2s Jd9c6s4s2c Jc9s8c7d2c 
Kh9s8c7d4s Qd8d6h5s2d 9s8h4s4d3d QhJh7c5h3h 
QhJh9h4s4c Kc8d5c4s2h Ts9d4s4d2s 8c7c5d5c4c 
9d6c5s4h4c 9s9c8c5c3c QdJd7c5d3d KdTc7c4s4c 
QhJs9c4d3d Kd9c8s6d2d Jc7c6s6h4d Qd6c5s5h3d 
AcKh6s6h2h QsTd8h2s2c Js9c6d3d2s Qh8c4h4c3s 
QcJs6h4h3h KcThTd4d2s Ac9h8c4d2c ThTc9d5d2s 
KdQd9d8d4h Qs6h6d5d4c JdTc7d3s3h Ts8s5c3d2d 
KdJh9h5c2h Kh8d5c4c2d 9s7c5s4s4d Jd8s7d4s2s 
AdTs9s4h2c QhJc7d6s3s KsJs9c8s4s AcQc7h7c2d 
Tc9h8c5s2c 9h8h6s3c2c 9s5s5c4h3h Js8h7d4d2h 
As9c6d5h4d TsTd8h4s3c Th8s5s4s4c Jd7s6c5c3h 
Jc8h8c5d3c Js9c6s2d2c AcTs6c4h2c KhQd8s3s3d 
Ac7s7d4d3h Th7d5h4s3c KdQd6c4d2h AhJd4s3s2d 
Qs8d6h6c4h Ah9h8d6h2h Kh5s3c2s2h QcJc9s4c3c 
7d6d4c3c2h JcTs6c5d2c Th8s6s4s3c Qh7d5s4h4c 
QdJd9d4h4c KhQs9s8d4s Jc9c5h3s3d Jc9c8c5d5c 
KsKhKd7h4d Ac8c6c5h3c 9h9d7h4d2h Th9h9c5d2h 
AdKh8c6c3c QdTc9h3c2s AdJc6c4h4c AsJc7d3h3c 
As7d5d4c3h Tc7d6d4s4d Jh9d8d6c3s KsJs5d3s3h 
Js8h7s4s2h Th9d5s4h3h JsTs5s4s2d Ts7c4c3s3c 
Jd9h4d3h2c Qh5d4c3h2d AdQh6s4h3h Tc7d6h6d4d 
Kc8h5s4s2h Qs8h6d6c4d Ad9s6s4h3h 9h8c6d3c2d 
AsJd8h6d2c Td7h6h6d2h Qc9h7d5h3s Kd9h8h5s4c 
QsQc8d4c2c Qd9h8s5s4s Qc9s8c7d4c Td5s5c4d3c 
8s7d6s5h2s 7s7d4c3s3h Qc7d6c3d3c Qh8h6d5s2h 
QdJc9s4h3h AhQh8s6h2h QcTs9s7s2d Qs8d7d3s3h 
Ks7c6s3d2d Qd7s6d6c3h Qh9d6d6c3s Kd5d4h3d2h 
Qc9c6c4s2s KsKhKd7h4s KcJs8h5d2s Td9s8d2h2c 
KsTd8h7d2d 9c7c5s4s2c Kh8s5h5d4h 9h8s6c3s2c 
Qs9c8d5d4d AcJc4h3s2c KcJd9c6h2c QcJd8d4s4h 
KcQh8s6h3h 8h8d5h4c2h Jc8d6s4d2s Ks9d8s6h2s 
Ad9s7s6s3h AhKsKhKc8h Kh8d5s5h4h KcTh7h4h4d 
AhJd4c3c2d Qh8h7s6c3d Tc6d5c3h2d QhJd6c4h2s 
Jc8d5s3c2d 8h7c4s4h2c AdJc7h4h3s Ad9s6h5c4h 
Ad8d6s3c2h Qs8s8h7c4s AcQs7s5s2h Th7h6h4s2s 
Ad8h7s3d2c 9c7s5c4h4c KsTc6h3h2c 9c6d5s5h3h 
AcKh4d3h2h KsQc8s6h3s AsQd4h3s2s Kh9d8s7c4d 
9h9d8c6s2h 8h7h4s2s2d Td9c6h4c3c Ah5h4s4d3h 
Th9h5h4c3s JsTh5d5c2s Ts6c5s3h2c AcKh7h3s2d 
6d6c4d3h2h Ks7h7d6c4c Qh9d7c5s5d Ts9d7c6h2h 
KhKdKcJdTd 8s7s4c2h2c AsQd8c6c3c KcQh8d3h3d 
AsKh9d9c2d Qc8c6d5s2c Qh6h5d4h3c Qd7s6h5s5c 
Js9s9c5d2s KdTs8h7s3s 7d7c6d4d3d Js9s6d4d2s 
KhJs8c7s2d 9h6h5s5d4c AcQd6c5c2c Ac9c8h6c2c 
Ad4d3h2h2d Qh7s7c6d4c Th8d7c5s3d KsJc9c7c2d 
TsTh8c4d2h Th9s7c3s3d QhJh7s7c3d 9h7s5c4h4d 
Qc7h4s3h3c 9c6d5s5d3h 8d7d4s2s2h 6s6c5h4c3c 
QsJc7s2h2c Kd6c5h4s3c KsTh5h5d3c KsQs7s4d4c 
Tc7s7d5h3s Qc8h6s6d4s 9h9d8h5h3h Jc8s7d4d2s 
Ks8s6h4d2c Kc9d6d5d4s KcQd8h4s4c 9h7s7d4d2s 
JcTc7c4d2s Ah8h7d2s2h 7d5d4h4c2c Jh8c7h4c2c 
Qs9d8s5s3h Jc6d5d3h2c AdJd8d7d3d Th6h6d5h4s 
Qc8d6c2s2d Jd7h7d6c2c Ts9c7c6h2d Ks9s8d5h3s 
Kd8c5d4s3h AdQs4c3d2d Ac8h6s4h2s 8c7h5c3s3d 
QsTd7d4h4c QhQdJc7c2c Td9d8d8c4h Kc7h6d3c2d 
KsTs7d4s3s Qd5c4h3d2c Ac7h5h4s4h TsTc8d6d2d 
AcQc7c5c3c KsQd8h3h2s AdJc7s7h3s Tc8h8c5c3s 
KdKc7s3s2h KdQh8s6h3h Ks9s8s5h3c 6h6d5s4c3s 
Ks7s6d4s4c JcTc5c4c2s Jd9s7c2s2d Js9c8s8d4s 
Kc9s9d7h4s Jd8s7s4c2c 7c6s4s4h2h Jd7h5s4s2h 
KhJs9h4d2h QhJd8d6d2s KhTc7c4d4c Ah9c6d5c4s 
KdTc9d2h2d QdJh7s7h3c Td8s7h5c3s Qh8c7h5d3s 
AhQs6h4h3h QhJc9d2s2c Ad6s5c4h4c 5d5c3s2s2c 
6d6c4d3s2s Qs7c6s3s3c AdKs9h9c2c TsTd8s4c2h 
QdJd8d5d3c Tc9c8c6c4c Qs7s4h4d3d JhTh8s2h2c 
QsJh5h4h2c Ac9d6h3s2c Qs9c8h6d3c QcJd7h4s4c 
KdJc9h5c2c Ah9s6c5s4s JdTd4d3s3c 9d7d6s4h4c 
As9s6c4d3s Td9s7d4d4c QdTc8s7h2s Jd9d6h3h2s 
KhQd9c4h3h Qs8d7s4h2d TsTc8h7h3h 9s7s6s4d2d 
KdTs8h3s2h KhTh7c4h3h KsJs7h6s3s AdKh8s8h8d 
8s7s4c2d2c JdTd5d4d2s QsTh6d3h3c QcJd9s6c2c 
Kc8h6d4c2s AdJhJdJc7h QhTc8c5s2c Qc8d6h4s3c 
KcJs5d4h2s Td9h4h4d2d QdJd8c6d3d 7c6d4c2s2d 
Kh8d6d4c3c Qc9c6c4h2h Qh8d6s6c4c As9s7s4s4c 
AhJd7c3s3d 9h8c7s7c4c Jc8c7h5c3d AsJh8c4h3h 
Qh7s4c3s3h Kh7d7c5h3h Qd9s6c4c2s Th9h9d8h3h 
9c8s8d7c4c Td7d6d6c2c 8s7h7c6s3s Qc9h8c7d4c 
Ad7s5h5d2d QdTd3h3d2h As9h6h4d3d Jh7s5d4d2s 
KdTd9d5d2s AhJd4s3d2s KsTs7h2s2h QhTh7s7c3h 
KsJh8d5d3c Ac9h6h5s4d AdJd7c5d2d Kh5d3c2h2d 
Qh7h6d4s4c 8d7s7c6h3h Tc9s7c4h4c QsJc7c2s2h 
KdTsTd3c2d JsTh8c3d3c QhJc9c5c2c Qd8d6s5d2h 
8h7d6s4c3c Ah8h6h5d3h Tc8d6c5c3h Th9c7d6s2s 
Tc7s4s3s3c Td8s8h3s2h KdJs6h4s3s As9h6c3d2s 
Ts8h5h2s2h Th9s9d5h2c KsTd7h4c3c Jd9d6s3s2c 
Ah9h6h3s3c Th8c7s6c3c Jc7c6h6c4s JsJc3s2h2d 
8h7c6d4h3h AsJd8c6d2h KsJcTc6c2c KcQh6s4h2d 
KhTh7s2s2h JhTc7d4h2s Tc6s5c3h2s Kc8h6s3c2h 
Kd9s7s6s3h Qs8s6c2d2c Qc8s4h3s3c As8s5s4s4c 
KcQc9d4c3s Qh9c8s5s3d KhQs5s5d2c 7h6s6h3s2d 
8h8d7s3d3c Th8d6d3h2c 9d6s5d3s2s Ts9s8s8c4d 
AdJc4s3s2c 9c8d6d3s2s AdKs7s5s2s QhQdQcJh8c 
Qd6d6c2h2c 8s5h4d3s3h JhTh6h4h3d AsKc7h7c2c 
9c7h6c4h2h KcQd5c4c2c AsTs4s3h3c 8c4s4h2s2c 
9c6d4h3d3c Jd7c5d5c2c AcJd3s2s2d Ah9d9c8s2c 
Kc7s7h5d4d AsKd7d3c2h Qs9d8c6h3d AhJd9c6d3d 
KdTd6c2d2c Js8s6s5c3d Th7s7d5c3d Qc9s8d6h3s 
Tc9c8h8c4s As8s6h3c2d AdKd9d3s3d QsTs6h4d2s 
Jd8d6c4d2c KsTd8d5h5c Kd4s4h3d2s AcTc5d4c3c 
Jc9s9d7h2c Jh9s9c4d3h Jh7s6s5d5c KhQdTd8d2d 
Qc6c5s4c3d TsTc8h4c3d Ts8s8h5s3c Js5s5d4c2d 
Ks9c7c6c3h AcTc9c6c3c KhThTc3s2h AsTh9h4h3h 
QdJh8h4s4c AsJc7d4c3c 9s8s6c3d2d 8d8c6s3c2s 
KdJs3s3h2h As9c8d7c2c KdJc9d6s2d Td9s8d4h3c 
KcQd8s5d2h KhJd4c3s2h AcQd7s3s2d ThTc7c3d2d 
JsJd3s3h2c Tc8d8c6c2h Tc8c6c5d2h KsJc6s6d3s 
Td7h6h4s4h Jc9s8c5h2c Jd9h7c5s2d Th8s8d3s2h 
AdQc4s3d2d Qc9h9c8c3s Qh8h7s4h3s Ac4h4d2h2d 
QsJh7d6h3h AhTd8s6d2d Ac9s6h3d2c As7h6h6d4h 
Qs9c7s4h2c 8c5s4d4c3s AcKs8s8d8c Ks8d5s2s2d 
Jc9d6c3d2h Jc9c8s8d3h 7h5s4h4c2c 9s8d8c7s3h 
Td8c5c4s4c Ks5s3h2h2c KsTc6s3s3h TsTh9s6s2s 
Ts7c6h4c3d KdQc8s5c2h Qc5d4s3c2d Qd8s8d7h4d 
QdJc7s6c3c QsQd6s3c2h QcJh8c4s2d Jd9s7h3s2d 
Kc7s5c3s2s Qc7h6d5s3d 9d6h5c4s4h AsJc9h6c3c 
Jd9d5h4c3d KhQc9s8s3d 7c5s4s4h2h KsQs9d4c2h 
KdJs8c6d2d Qd9h6s4s2h QsTh7h4h3d JsTc7h4d2c 
KdQh6s4h2c Td7h5c4h2c JsTs9d6s2s Jc9s6c5c2h 
KsJc5d3s2h Th9d7d6c2d AhJc9h4h2h Kd8d6s4d4c 
Kh7s6d3s2h ThTc6d3s3d 7d7c6c3h2h Th7c5s4c3d 
Tc7c6c4s3d KcTs5h4c2c AcTc4c3s3d Ad9h8s5h3h 
Ks7h6h6d2d Jd9h6c4s3d AhTd6h4c2h Qs7c6d5d3h 
Qs9c8d7h3s As8h5d5c4h QcTd9s3c2c Qd8c6d2h2c 
Jc5s5c4c3s 9d8s7h6c2h TdTc7d3s2s AdJs5h4h3c 
QhQd6c3s2h Ah7d5d4d4c KcJs9h5h2d QcTc8d3s3h 
JcTc7d5h2c Ad7c5h4s3c QsJd9s3s3h 8c6d6c5h3c 
Jh9h6s6h4d Qs9d8c5c4c Qd8s4c3s3d Qs7h6d4s2d 
Ad9s6d3d3c 7h6s5h5c3h Qc6s6h5s4d KhTc7d4s3s 
Jd5s5d4c2s Qc8c7d4d3c QhJc8h4d2s Qs9d6c4c2d 
Td7c6d4s4d 8s7d6c4s3s 9c7s6s4h3s Js7c6c4s2h 
Jc9c8s6c3d JhJc8c2d2c Qh9s7h5h4h AsTc9c4d2h 
Js9s5d4c3s 7s6s5c4h2d AhKh6h4d2h 9d7h6d4h2h 
QcTd9s4h2h TsTh5c3h2c JhTh6h4s3h AhKs8c6c2c 
Qc9c8d6c2s Js9d7h5c2s Js6h5s3c2c Ts8s6s5h2c 
Jd7d7c6h2h AhTd6s4d3c QcJh7c2h2d KcTs7c5c2h 
AdKh7h5h2h Kh5c4d4c3d KhJs8d6h2h Qc9h7d5s3d 
Jc9c8d5h2c Ah9d8h6h3h Ac9d6s5h4s AcKd7s7d2d 
KhQs9s9c3s Qc7s6d5s5h Qd9h8c7s3d As7c5c4h4d 
QdJd8s8c3h JdTs7s3s3h Js8s6s5c3h KcJd9d5h2d 
Td9h8d4c3s 8d6d5s4c3d Kc4d3d3c2d KcJsJh8d3d 
AdJd5s3c2d QcJd9c7c2h Kd9s8d6d2h KhQsJd7h2h 
AdKh9c7c2c Js8c5s2s2c Jh7h4d4c3c Td7s5h4s3c 
8h6s6h5c3h Tc7d5s5h4d Qc5h5c4h2c Jc7h5s4s2h 
As8c6h4c2h AhKd9c5c2s 9s7c6c3s2h Jh7h6s4c2s 
AhTh5d4h3h AsTc8h4h2d Tc9h8s8d4h AsTh8h6c2h 
Jh9c8h5s2h Qd9s8d6d4d Jh5s5c4c3s JdTd8s3d2c 
Ac9c7c4s4c Kc4s4c3h3c 9s9h8d6c2s Th9d6c3s3d 
KcJc8h8d2s Kc7s6s5s3d KhJs9s5d2s Kh8d6s4d3s 
KhTd7s4d3d Qd9h7h6h3c AhJd5h3h2c 7d5d4h4c2h 
QhJd8c4s3d Td9d8d6d4d KcJh9h5h2s 5s5d3d2s2c 
9d8h7s7c4c Ad9s9h8c2s KdTh8s7c2s 9d7h5d4d2h 
Ts9c4d3s2c Jh6h5c3s2s QdJd9d4h3d ThTc8s7s3s 
9d6c4c3s3d Qd6s5d4h4c 9h7d6h3s2d Ts7c6h6c3d 
AdKs8h6h2h Ad8c7c5h3c QdJh7c6h3h Td8s8d6c2d 
AhQh7s7h2c Js9s6h3h2d KcJh6s4h3h Js9s9c6d2h 
Kh7c5h5d3h JhTs7c4d2s 9c7d5c4c2d Qc7s7d5h4h 
AcTs8d3h3d Qc7d6s5h5d Js7c6d3d3c Qs8c6s2d2c 
9c6c5s4d3c Qc5h4d3c2h Tc7h6s4h3d Th8d7c6s2h 
KhTc9h2s2h Kh7d6s3h2s AdJh7c4h3h AcQs9s7h2s 
Ac5c4c3s2d Jh5s5h4d2s Jc7d6d5s2s Kc5d4s4d3s 
QhJh7h4d2d 8s8d6d2h2d KhJd9s8s2s KdQc8h4d3s 
QsJs9s5s2h QhJh5h3s3c Js7c6d6c5c 9h6c5d5c3s 
ThTd4c3s3h 9s8d6h3d2s KdTsTc4c2h 8d7s5d5c3h 
Tc9c8d3s3c 8h6h6d5c3h Kh7c6d3h2c Ac9h8c4c2d 
Kd6s5h4h3c 9c7s6c4h4d Jd9s9c5h2c JsTs7s4h2d 
Ts8c7h6d2s KsQs8s6h2d Kh6s6c4s2c QsJd6s4s3s 
AsQd7h7c3d 8c7h5d5c3s AcTd8h5d2d KdJh9s5h2h 
QdJd8d5d3s Qs8s6h3s3h Qh8h7s3s3d KhTd5c4h2h 
9s9h8d7h2c Qs8c4s4c3h 8s7c5s5d3h QsJh9c6s2s 
TsTh8d7d3d 8s7c6s6h3d Kc6h5d4d3s KdQs9d4h4c 
Jh8h6h5s3c KsJs7s5d2c Th8d6h5s3h Qc8c6h5s2c 
KcQs8s7d3h Th8c6c4c3d Ks9c8h7d4c Kc5s5d3h3d 
Tc9d9c8c3c KdJd8s8h2c 9h5s5h4s3s Qd9s6c4h4d 
KsKhKd7d4h As9d6d5c4h KhTh9s3h2c QsJc9d4h4c 
Kd9s8h7c4c JcTd7h5s2s 8d6s6d5h3d 8d8c5d2s2d 
KcTc7s2s2c Ts7s5s5d4c AhKh7c3s2h Kc7c5h3h2h 
Ks8c6c4d3d KsTd5h5d3c JsJh6c3h2c AcQh4s3c2c 
KsQd8c4s3h Qd9d8c6d2h Th9d8c2s2h Qh7h4s3s3c 
Qh9h8s5h3c JsJd8s2s2h KsQc8d3d2s Qh8h7s5c3d 
Ks9h8d7c4c JdTs6d5h2d QsJh8c4h3d 5h5c4s4c2d 
KcQs9s9d3s Qs5h4s4h2s KhJd7c4d3d Jd9d6h3s2h 
Jc7c4s4h3s Th7s4s4h3h Jd8c4s4d3s Qc9h9c3s3d 
QhJh9c4h3h KhQs8c6s3s QcTh9c3d2c Td8d7s5d3c 
JcTh7c5d2c Qs9s9d5s4s Qd9c7s5h3s TdTc6h3h2d 
Td9d8h4s3c Qd7d6s4h3c QsTd9h3s2s Jd5s5h4s3h 
8d7h7c6s3s Jd9c6d2h2c Qs8d6d5d5c AdJc6h3s2d 
KhKdKcJhTh KhJh7h5d2s 9s8d7d4s2d Jc9d8h7c2c 
9s7h5c4s4d Tc9h7h6s2d Ts9h8c2d2c KhJh7d6h3h 
KdJc8s8d2h Ks8s6c4h2d Jc6d4h4c3h Ac8c7s7c3c 
As9s8h5s2s Tc8c4s2s2d KdQs7s7c3h Ad8d6h6c3d 
QhJs9c3h2d QdTd8d4s4c 8h5c4d2h2c KhQh7h5c2d 
JsTh7h3h3d Ac7c6d4c3c Jd8s4c3s3d Th9s3s3c2h 
Jh8c7c4d2d Kc8c6d3d2h Qs7s6s5h5d Jc9c8s8h4d 
KhJh8d8c2s AhJs6d6c4s QhJc6s6d3c KhQh9c4h3s 
QsTh8d7c2d JhJc6c5d2c TsTc7s7d2s Ac9h6h4s3s 
Kd9h9c5s4h QcTh6s4d2h 9d8d8c3d2c Th9s7s4s3c 
Ac8c6s4c2h KsQd8s6s2h 9s6s5d3h3c AhTh4h3d3c 
AcKs4d3s2s AcJc4s3d2c Ah8h7s7h3h Jh7d6d6c5d 
Tc8s8h6d3s KdQs9c4h3s Qs8h8c5d4d Jh9c6c2s2h 
QhJd6d6c3d KsQh9h8h2d AcJs4h3h2s As7s6s4d2c 
9d6h4h4d3d 9c8s7s7h4s Jc9d8h8c4c Ad9d6c4d3s 
KsJc3d3c2d 9s7d6s3h2d Kc6s6h4h2s JsTd7c6h2s 
Jd9h7s7c3d Kc7c6s4h4c As9s6d4s3c As9h8s4s2c 
Jc9d7s7h3c 8d7h5d5c3s KsQd6h4c3h AhKsKhKd8h 
KdJh4c3s2d 9c7d5h4s3d 9s5h5c3s3d 9d8h6h3c2c 
AsQd9d4d4c Ks9c8c5h4d 8c4s4d2s2c Ah8d7s4d2s 
Ts5h4h4c3s 8d7s7c6d3d KcJs5h3c2d 8h5s5h4h2s 
Jd9h6c4h2c QdJs7s2h2d Qh8s6s5s5d Qs8s8h4s2h 
Jc7d6h5h3s AsQc9s3s2h Ah9s6d5d4c 7h5d4d3h2s 
JhTs7h5d2h Jh7h6d5h3c Ah8h5h4h4c 9d6s4s3d3c 
QsQc6d3h2s KdQh4s4h2c AdKh7d3d2s 7d5c4d3s2s 
Ts9c3h3c2s Ac8c7h7c3c 8s7s4d2h2d Ad9s9h6c4s 
QhTd9h3s2h Ah4h3d2h2d Ad9h7h6h3s Kh9h9d8s3h 
AhJs4d3s2d Js7c6c5d2d QhJs5s4s2c Ah8h7h6c3h 
JhTh6h4c3h Kc9h9c8s3c Kc7c6c4h4d Th9h8s8h4d 
Ts8s8c5s3h KhQd9d8c4d KhJs9h8h4h Tc9d8h2s2c 
Js9c6s4c2c TsTh8d6d2d JdJc6s3s2c 8c7d6c5h2c 
8s7c6c5c2h Jc5d5c4s2d Ad7s6s6h4s JdTc6s5d2d 
Td8c7h6c3c Qs8s7c3h3c 6h6c4c3d2d Jh9s7c3s2h 
Kd9d9c5h3d AdTc7c3s2s Qh9d7d6d3c KcQc8s8c4d 
AcKd7d3s2h Td9s8c2h2d QsQh6h3d2c Kc8h5d4d2h 
AsQs4h4d2s Kh8c6c4d3d Jd9s9d6c2h Jc9s8h6s3d 
AcJd5h3s3d Ah9d9c7c3c QdJc9h2s2c Kd8s8h7h4c 
8s8h7c5d2h QsTc9s3h2s Ad9d7d4d4c KdTh7h4s3h 
Qc9d8h7s3c Qs9c6d4s4h As8d5s2s2c KdJh7c4h3h 
Qs9s7s6s4h Qc9s4s4c3c 8h5d4s2h2d Ac8d8c2h2c 
KsQc9c8c2d JsJd6h3h2d Th9s5h4h4c Th8s7d5c3s 
KcQsJd7d2h AsQs7s5s3s Jc7d6s3s3d KhJh5c3h3d 
Jd8h7h4s2s 9s9d8h7s2c Ad8s7c3h2d Jh7c5h5c2c 
Ks9c8d7h4c JcTc7d5s2c Qc7c6s4d3h Qc8h7s7c4c 
QcTh8d7s2d Js9c6h4d3s Kd9d7d5d3h 9s8d6d3c2c 
QcTd7d4d3h Jh7s6c5d3c AsJc7h6c3c KdTc8c5s5h 
KcThTc3d2c JcTd6c5h2c TdTc9c6c2c Ad9h9c3s2d 
Qh9d7c5s3c 9c7h6c3d3c AcTd9s4h2d 9d5c4h4d3h 
Tc8c4h2h2d Qd7d5s5c4h Kc9c8h5d3c Jc5d5c4c3d 
9h8c5s4s4d Qc9d8c6h3c KhQc8c7d3s As9d7c6d3d 
Td8d8c5d3h KsQd7c5s2s QdTh6c4s2h Th7s6h4h4d 
8d8c7d5d3d Kh5s4d3h3c Ad7h6s4h4c Td8c7d5d3d 
Jc9h7h2h2c Js9s9h7s4s 8c6c5s5h4c Ac7h7c6c3c 
Qh8h6h5h4h KsQd4h4c2s 8s8d5d4c2d QhTs8c7d2c 
8d7d6c4s3d Qc9s9c6c4c QsJh8d7c2h KhQh9c4s2d 
JhTh7s4d2c Qc8s7d7c4c 9h8h6c3h2c QdJh8c6s3s 
Qc7s4h3h3c KcJh9d5h2h Jd9s6d2s2c AdJh7s7c3s 
KdJd5s3h3d AdTs8c4s2h AcKc9c6c2s QdTd6s4h2d 
Kh9h8h6s2d Ks8h5s5d4s QsJd7h6c3c KsQd9d8c4d 
Ts9c5s5d4s KsTc4s3h3d Jc6d5d5c2d Td9c6s3h3c 
Jd9h9d7d4d Jd6h5d3c2c Kc9h7d3d2c Js8d5s4s4c 
9c7d5s4d3h 8s6c5h4d2d AsJh9h4h3h Kc6c5c4h3c 
Tc8d6d3h2c 9c7h7d4d2h Td9h8s2h2c Qh9d5d5c2c 
Kd8d5s5c4d As9d8d6d4h 9d8d8c7s3h JhJd7h3h2d 
Js7c6c5d3c Ts8h8d3h2d QsJh8h4d4c Jc9c8c7h3s 
Kh9h6d4h3c Ks8s8d4d3s 9c8s7h6d2h Jh9c7s5d2h 
Qd6s6c3h3d Td8s8c6h2d 9s7h5d3s2d Ks9d8h6c4c 
AsKs5d3s2s QhTd8c4d3d Qc7d6s5s2d Ac8c6s6d3c 
Qd7d5c4h3s 8h7h5s3d2s Ts8d6c5c3h Ah9c6c5d4s 
Jd9s9h5c2h KsQh7c5d2h Jc7d6h5s5h 5d5c3d2h2c 
QhQdQcJd8h 9h5h5d4d3d 9s7s5c3d2d Qs9h6c4c2h 
Td9h7h3d2d Ts6s6c5s4d KcTc6c4s4c QdJh6c4c3c 
Ah7h5h5d3h KsKhKd7s4d KdJc5s3d2h TdTc7s3s2c 
KsJc9s8s2s Qc9c7c5s4c AcJd8s6d2h Ts9h5c4s3s 
9s8h6c3h3d Qd8d4s3s3h Ts9h8d4s2c Th6d6c5h4s 
Kh4s4c3h2s QcTd6d5d2s AcQc7c4h2s 9s8d6h3d2h 
KsTd8h7c2c 9s6d5h5c3h Qh7h6h5d5c 8s8d5d2d2c 
QdJh9d7d2c QdTh7h5h3h Kd6c5s4d2d 9h7d6h4d2h 
Jc7s6s5c2c Ts8s5c2s2c 9c7d6c4d2c JcTd7d4s2h 
Tc7s5h5c2h Ts9d7c4h3d AcTs7c2d2c Kd9h7s3s3h 
Qd6s5d4d3h QcJc7s7h3d Jc8s5c4d4c AsTs9s4d2s 
8d7d4s2s2c KdQh7c5d2d Kd7c6c5h5c QsQdQcJd8s 
AhKh5s3h2h JdTh8c3s3c AdJc5h4s3h Qs7c4h3s3h 
KcQcTc3c2d KdJd7d5c2s Jh8h5s5c4h QsJh7c6d3d 
AhJh8h8d2h Kh8c7h5s3h JhTd7d4s2c Td5s4s3d3c 
AcKd8d4d2h Jd9s7c3s2d Jd9d5c4s3d Js8c7h5s3s 
JhTs7h6c2d Kh9h6d3d2d KdTd9c3d2h KhTh5d4s2h 
AhTs8c4c2d Js7c6h6c5c Kc7s6h3c2s KsTs5c4d2s 
AdQc7h5c2c Js7h5d5c4s Ks8c5s4d2h 9d7c6h4c3c 
QcTc8c4s4d Jc9d9c6h2s Qh8d8c4c3d KcQsJh7h2d 
Kc9h7s3s3h KhQd9d6s2d Jc9d6h2h2c 9d7s7h4h2s 
Ts9s5d3d2s AhJd9d5d2s Jc9h6d3d2c Ks8c6c3c2s 
Qs7h6c5c2h Qc9s8d5d3h Kc9s9h5d4h Qs7h6c5h5d 
JhTc4s3s3d Ts9s5s4d3h Kc5s4d3h3c Qd9d9c3s3h 
Qh9s6s6d3c QsTc8c5d2c TsTh4d3s2h KsJh8d7h2c 
AdQs8h7c2c AdTh7h3c2c JcTd7s4h2d Qd9d6s6h4d 
AdQdJsJhJc KdTs8h7c2h Th9h8h6c2h 8s5d4c3s3d 
QsJh9c2h2d TdTc6d4h3d AsKc8d6d2d 9s7c6s3s3h 
8d7d4h2s2h AdKd9d6d2h QdJd9d4s4h Td9c6h4s3h 
KhQh7h4s4c Kh8c5c3c2h Td8h8c3h2d Jd9h6h3s2d 
KdQc7s7c3h QcJh6h4s2d QsQd8s7s3s AdQd8d4c3d 
AdKs8c6c3c Ah6h3h3c2c KsQd9d8d2h QsJh9c3s2d 
9d9c8h7h2s JsJc7c3c2s Jd9s9d5h2d Kc8h6s4h3s 
Qc8h7s7h2s KhJh9d8h4h QhJd8h4s4h KdQc9c5h5c 
Kh6c5d4h2h Ts9s5d5c3h KsQc9c5h5c Ah7d5d4s4d 
KcJh6d4h3h 6c5s5c2d2c Qs6s5s4d3h Th6h6c4d2c 
QdQc6d3s2h Qh9c7c6c3s Kd7d6s4h4d Qs8s6c5s2h 
Td9h7h4h4c QsJh7h7c2c AhJs6s6d2d AsJc4h3c2h 
KhQc6d4c2s Jc9s6d4s2d Kh9c8h6h2s QcJh7d4s3h 
8s7s6d4c3s Ac8d5s5h4d Th9d8d8c2d TsTh8c7c3c 
Ah9d9c4s2h Qs6c5h4s3s Ah7s5s4s4c KdQd9s4h2c 
AdQc5c4c3c Ks8h8c7h4d Qh9s9d8c4d AcJc6s3c2s 
