JhTc5h4c2d 
AdKhJs4c3s KdQdQcJd6d KsQd9h5h2s QdJh5h4d2h 
Ks8s6c5h3h AhJs9h9d4h JdTc9s6s2c AhJc5d3h2d 
AsJh9d7c6h KcJd9c5s4h Ts9h9d8s4d Kc6d5d5c3h 
KcQcTc9s5h AsTsTd5h2c KsJs8d7s7h AsQs9c8h4s 
Td9s8d7s3c AdKh8s6c5s QsTs6d5d2h JhJdTd5s3d 
Td9h9d6s2h Tc9s7c5s4s KcTh9c6c5s KcTc6c5h3h 
KcTs8h8d7h KdJd7c5c3d Td9s8c5d4c QdJd9d7h6c 
Kd9d7d6h5s QsQh8s5s5d AhJc9d7s2h KcQd8d6d2c 
Ts9h8c6s3h Ac8d6d2h2c KhKdTd3d2c Td7h7c6d4h 
AsKh9s8s6s ThTc9h9d5h AsQd5d5c3c AsQdQc8c2h 
8s8h5s5h3h QhJc8h6d5h QsQcJs4s3d QsTd7s5s3d 
KdTh7d6s6d KcJs9h8h8d Jh8h8c7h5c 9s9d5s5h3d 
KcQhJs9c4d AsJd6s4s3d 8h6s6c4h4c KcQc9s9d2d 
AcKcQd3c2h QsQc8c5h5c KsKc7d4c3c QdJs9c4d3c 
KhQs9c6d5s QsJd9s7d2c QcTh6s3h3c KhTs6d3s3h 
KhJc9d8s8d KsTc9s5h2h AsTh9c7c5d JcTd7s6h5d 
AhTc9s6s3c Kh7h5s5c4s 8d8c5d5c3c AhTs4d2s2h 
Ks7d6c5d4c AcQd9s7s6h KhQc7c6s3s AcJc8h8c2h 
KdQdTs9d2c QsTc7s6h6d KcTs6c4s2d Ah8c6h3s3c 
KcJsJd7s2d KsKh7d4c2h 8h7d7c4h4c KhQdJd9d6s 
AcKc9h5c4d AsTsTh5c2d Ah9s9h3s3h TsTd7h5s3d 
KcQdTs6h6d QdTd9h6d2h KcTh6c5d2d QhJhTs9h2d 
QsTh9h2s2h KsQh9d7c6d As9d8s4s4d JdThTc5d4d 
Ad9h9d3h3d Qh9h7d5d4d KcTs6c5d2d KhQhJhTs4h 
Ah7h4s4d3d KcJsJd9h6h KcQsTd9h2s KcQhJs6d4s 
JhTd8s5d3s AcKcJc8c4s JcTh8c4h2h QcJcTs4c3h 
AdKsJh8h4h 9h9c8s5c4s AdKd9s7c3d AdKs4s4h2h 
Qc9s6c5s4s Th9h8c5s4c Ad8d7h7d3h AdJhTc8s2s 
AdTsTh6h3s AdQhTd5d2s AdKh9c7c5c AcQs8d5s4h 
AcJsTs6s4h KdQdJdTs3d Kd8c7c6d3h KsQh6s6h2c 
9s9d8d5c4c Jh9d6s6d5s KhQdTd6s6c QdJs8d6h5d 
AdJs9d7d3h Ad9d9c7c2d Kc8h7h5h3c KcTh7d6c2d 
JhTd9h7h5c Ad8h6d3s3h As5s5d4d2d JsJc9s6c2c 
KsQdTh9d3c AhTh9d5h4c JhJd8h6h5s KsJh8h6d4d 
KhKc7c4c3d AdKh8s3s2d AsTd4c3s2d AhKdQc7s3c 
AsQs8c6h2d KcTs9c6c5h QcJh7c6s5d KhJh9s6c2s 
KdQdTd9h5s KhTd6s6h5c QsJd8d7c3s AcQsTd6d4d 
AhTs9s7s5d JdTc9s7d5d KsTd5h4s2d QcJsJd5d4d 
JhJc9c8s5c KsTc8s8c3c AhQh8s6c2d 8h8d7d4h4d 
AsKcQh8s3s KhJd8d6s4s AhJcTs6s4d KdQc9d6d5s 
AdTc4h2d2c QcJd7c6h5s AcQd7c6d2c KcJh5s4s4h 
JsTc7d7c6c QsJsTd9c2s JcThTd5c4c QhJhJc6h5h 
KdTs8h8c7c KdQc9d9c3d AhTd8d7s4d KhJc8c6d2h 
Tc9c6h5s3s KhQdTh7c4h Ts9h8c6h3s Jh8c7c5s5h 
8d7s6h5h3d QsJhJd8s5s Ts9s9c5c4s QdJs9c4s4d 
AdQhQd6s2d Tc9d8d8c3h TsTc8d6c3s KsKdKcJc9d 
AdJs9d6d2s Th7s7c6c4h Jd9d9c6c4c KsKc9h7d3d 
QcJd8d7c3s Qs6s6d4d4c AcQhTs8h3h JdTs8s7s2d 
Ks8h7h5h3s AdQd8c6d2c Jd9s7s7d4h AcTs9h8s6s 
QhJd7h6s5c KdKc7s4c3c JhJdTh8s4h As5c4c2s2h 
KcJsTs7s4d KhTh6h5s3s QdJsTh8c3d AdKd7h7d5d 
JsTd9s9h6s KdTc6c5h3h As9s9h7h2s 9s9h8c7d6h 
KsKh7s4s3d Td9s9c8s6h QhJsTd4c3s KhQs6s6h2d 
Ah6d4h4d3d KsQcTs8s4d Kh8s6c5s2h JhTd7s7d6d 
Ad5c4s3d2c KdJhTd4s2c AhTh9h5c3d KcQsQh5d3d 
JcTd8h5s4d AdJd6c4h2h QcJcTs7c4d Ts9d8h7h3s 
KcJhJc9d2s AcKd8h6s5h QdTh6s5c4d Kc8s6d5c3s 
KcTc8h8d2h AcTc9h5d2s AdKs7s5c3s QsJh8d6h2s 
AcQdTd5s5h KdQhTd9d4c Ad9d6h4s3h AhJcTd4c3s 
AdKh5d5c3d Ad7c5c4d2c AsQh8d4c3s AsJs9s9h7s 
AcKh7s6d3h AdTs4h3d2s KdQsTs7s7c 9h8s8h6c4c 
Th9h8d7d2c Td9s6h5h4s AhQh7h6s6d KdJsTsTc4s 
JcTc6h5h5c QhJcTs9h3h Qh9d8h7d4s AcTh6c3h2s 
JsTc8c4s2s Ad5h4h2d2c AsQs9h6s2h Ah5s4s3d2h 
QsQd8h7c5c QcJd8c4h4d 8s7c6d5d3s Kc7h7c5c4h 
JhJc8h6c2d 9h9c7c6c3h Td8d7d5h4h Th8s7h6c5d 
KcJc8s5s2d QhTs7d6h4c Js7d6s6d5c KsJs9h7s6s 
AhTs9s7s5c KcTc8h6d5c KsJdTh5h3c QsJh9h4h3s 
QsJhTd8c3s QdJsJd9c4h AcKs7h6d3s KhQh8s5d3d 
JdTd9h3s2h JdTc8d4c2c KhKc8d8c3c QsTd7s6h6c 
Tc9c6s5h3h Jh9d6h5c3d AdKsQs6s4s JhTs7s4d3d 
6s6d5c4s4d Ad9s9d6s2s AhQc8d6d3c Qh7c6d5c3h 
JhTc9s7d5s KcQh4d3d3c QdJc9d7d6h KhQcJs9d3h 
QsJsTh7s4d AcQc8d6c2d KdQs8h8c7d AdTs7s3d2h 
JcTd8d7h4d QdJh9h9c3c QdJsJd6d5d Qs7s6h5h3d 
AsTsTh8s4s AsQh8d8c7h AsKd8c6h5c Td9s8d5s4s 
JhTsTc6d4s Tc9h8s7h3c AhJd9h7h3c JhTs8d5c4s 
KcQs9h8h4s AcJd9s5c4c AcQd8d7s3s KsTc7s5h2c 
JdTs9d5s2d 7c5d5c3h3d QdJc9d8h6d Js7h7d6d5s 
QhJd7s4d3h KhTd5s4h2d KhTh9c7d5h KsJhTdTc4d 
Js7h6s6h5c JdTh8s5c4h KcTc8d5d2h 8d7h7c4h4c 
KsQcTh6d6c AcTs9s7s5d KhJcTc8c5s Kd9s6d5d3s 
Ad6h4s3h3d Jc9d7h5c3d Ad9d8s8c6d AhKs9d7d5d 
AdKs8s6h6c Kc8s8h6h5s Qh9d7s6h3d QcTh9h5h2c 
AcQhTc5c2d QdJhJd6s4d AcJh7s4c3d 9c8h6d5h5c 
Ks8d8c6c5d JsJc5h2s2c KhQh9h5s4s KcQhTs9d3h 
Ac8d7c6s4c KhQhJd7s5h Tc9s9c3s3c Td9d8c7c2s 
Kh7h5c4c3s AsKs8d3d2h Kc9c7c6d5s 9c8h8c6s4s 
Qd7s7d5s5d QsJdTh9s3s AsQhTc9c2c 8d6d6c5c4d 
KdTh8h7s7c AhKd8s8d5d AsKd8d8c4h QdJcTs8h4s 
Jc8h6c5c4h Js7h6c5c4h QsQd7d5d5c Jc9h7h6d4d 
KcQd8d8c4c Tc7s7d6c4d AdQh7d6h2d Jc9h8d7s5c 
KdKc5c3c2s AdKsQc8d3d Jd9c6c5c4d KsKc8c7c3h 
Ks9h8h5c3s KhJcTs5h2d QcJcTh9d2c Tc7s7h6s6d 
AsQs8c7s6s AsJsJc8s2d AcJsJh9h4d Td9s7h5s3d 
KhJs9s6c4c KcTsTc5d2d KsJsJd9h2c Ac6c5s4s4c 
Ah9d9c8h4s 9s9c8h5s4c Kd9h9d7s6d KcJd9h5c4s 
Qd9d9c6s3s As9h7s6d3c Qc9c7d6h3h KdKcJc7s2c 
JdTh9d7d2h AdQhTh5s5c Qh7h6d6c5c JsTh8d6s2d 
7s7d6h5h3d Kh8c6s5h3c Td9s7h6c5d AdTc5s3c2d 
Kc6s6d5d3c Qd9c8d6c3h KdKc7s7c2c KcJd7s6d5h 
KsQh8s7c3h KcQh9c6h2c AhKdJc4s3c JdTs7s6h5c 
Js9d8h6s4h Ac8s6c3s3d KsQh5h2s2d KdQs4h4d3h 
KcJs9c7c2s Kh9h7s6h3s KdQh7s4d3s Ac7c4s4h3h 
QhJc9h7h6s KdJh8h6c4c AdKd8h8d4c AhTc9c7c5s 
AhKdQc3d2s 8d7h6s6d4s AcJdTd6d4h QhJh9d7s6h 
AcJh9s8d6s TsTd9s9c5s AhJs7h6c4h QsJh7d4h3s 
AsTc8c7d5c JhTc5h4d2c AdJs9h5d4d JhTd9s7c5s 
QsQcTd5c2h AdKd9c8d3s Kc7s6h4c3s JhTs7d6c5s 
AsTs9h5s4c Ah6d5s2s2h Tc9c8h7h4h QdJsTc9d3d 
AsJs7s6c4d QsQh8h5h5d QdTh6c5s4d KcQhTs9d4h 
AdTh8h7c4h Kh8h7d5d5c Qh7s6c5s3h AcJc9s7h3c 
AdJh8h7c3c ThTc9c6h2h JdJc9d5h4s KhKc8s8c3c 
8h8d6s6c5s JdThTd6d5s Ah8s6s2h2c AcTd9s7h7d 
KdKc7h7d2d KcJs7c6d5c Ad9s6d6c2c AsQc8h8d7c 
QdTdTc7h4s JcTc8s4d2s Jc9h8s5c3s AdQh7s5h4c 
KhJc9s8s8d Qc9s8d6h5c JsTs9h7d5s KdTs6s4h2d 
Ts9d6h5h5d AsKsJc8d2s 9s9c8h7h6d KhTc9h5h5c 
KsTh7s5d2h Qh9h7c6c3s AhKhJs2h2d Ac9s8h3c2h 
KhQdTs8d4c Ac8h6c3s3h Ks7h6d5h4d Jc7h6d5d4h 
QhJs8h6c5h AcKcJc8s2h Ts9d8c6d3s AcKd9h7h5h 
KhQdQc4s2c KhTs7c6c2h AcTh6s5s5h KsTd9c8d6d 
JdTd5s4d3s QdQcTh9h3h QdJd9d6s5c JsTs9c7h5s 
QhJs9s8s6c Tc8h8d7d4c KcQs9h6d5s Ad8s7c4d2c 
Kh9c7s7h4s JdTd6s5s5d AsQc6s6c2s As7h4d3s3d 
AcKd9s7s5s AhJsTc8c3c JhTd5h4c2d JhTh9d3h3d 
8h7d6s5s3h KhQd8h5h5d AcKsQs9h4s QsQh7s5s5c 
AhJhTs5h3h ThTc8d6h3c JhTc9c3h2s AcTd5s3d2c 
KcJc9d6d2h JhJcTh9d4h AhKd6s6c4d AsJc9h6d3s 
9d9c6s6d2c KdQdTh9d2c JhTd6h6d3s Qc8c6d5h5d 
JsTsTd6s5c AsQs7s4d3d JsJd7d5h5c AhJdTc8c3c 
AcTs8h7s3h AdKcTh6c3c Jd9d8s6s4h AcJc6d4s2d 
AcTs5h3s2c AhTc8c7s7c KdTc8d8c3c JhJd9s4h2d 
Jh8h8d6c4d KcJs8d7d2c AdQs7d6s2d Ts9d9c8c2s 
KcQhTs5d4s JsTs8c4h2c Th9s6h5d3d KhQsTc9d3s 
Ac9s9c6s2s JhTh9s6s2h KsTh9d2s2d AdJsTc4s3h 
Qc6d6c4h4d AhQsJh6h4h As8h6s3h3d JcTdTc8h5c 
KdQsTc9h3s KdTh6d6c5s QsTc9h6c2h QcTc7s6h4d 
Js9h9d6h4s AsJcTd8h2d Qd9d9c5s3s Ts9c8s6d2c 
AcKcJc8d2s AdTdTc8h2d AcQsJs5h3s AhQc5s5c3s 
QhTh6d6c3d AhKhJh8c2d 9s9h8s6h3d Js8h8c7s4c 
KsTsTd6s4h Kd8s7s6d3h Jd9c8d6s4c Jh7s6h5h4s 
AsJh9c6d3s AcKd4h4d2h JdTsTc9h4d AsJsTd4h2s 
Ks9h8h7s4s 9h9c6d6c2h Jd8h7d6d4h KcQs8d7h5c 
Qs6s6h5h4c 9s8d7c6d5h KhQsTd9s3c KdQcThTc4s 
Tc9c7d6h5s Qs8s8h7s7d AhKhQh5h4h AdJc9s7h6c 
Jh9h7d5d3c KsKc8d7c2c Kh9c6h5h3c AsTsTh8d2s 
As8s8d7s3d Ts9h8h8d7c As9d6s6h2h 7d6c5h4d3c 
KdQsQh7c3h QcJsJh5d3h AdThTd3h2d KsTs7c5c2d 
As8c7d6s4s Jd8s8c7d4c QhJc7h6s5d KsQhThTd5c 
Ks7c5s4h3c Td9s9d5c3c Td9s8c7s3d KhQh9d8s3s 
Td9c7c6c3d AsJd8h7c6c QhQd9s6h3c KcJh7c4s3s 
KsJs8c7s7h AsKcJh9h4h JcTs9c4s2c QhTc7h5h3c 
Td9c8d6c3c KhQc8s8d7h AhQh7s5h5c AcJh6h5c2c 
JhTs8c6d5d AdQd8c4s4h QdJdTh5d3c KsJhThTc4h 
JhTc8c6s5c As9h8c7s2d Th9s9c8h4s Ks9c8c7s4s 
KcTs9s8d6s KhJh8s5s2c QsJdTd8h4d Td9s9d3s3d 
AhJdTs8c2c AhJs7h5c3h Th9h8d7d2s AcTsTc3s2c 
As8s7d5h2c Js9d9c6c4s 9s8h6c5h5c 9s9c8s5h4h 
8s6d6c5d4c AcQdTs6s4s Jh9c7c6d4d QsTsTd7h4c 
Qc9s9h7h4c KsQh7h4c2s Kh8d7h5d3c QsTs9c6c2s 
Ac8s8d6c4h KdTsTc4d2c Kd7c6c4s4d KsKcTd4d3d 
Tc9s9c5d3d 9s8h8c6c4h Td7s7h6h4d Qh9d6h6d5h 
AdKs9h8c6h AcJc7c6h4s Qc6h6c4h4d KsKcQd9d4d 
Ad8h6s3h3d Jd7h7c6h5d Tc9d7d5c3d Qd9s9d8h6c 
Ah8d8c7c4d Th9s8d7s3h 9c8h6c5s3h KdJd7s4s4h 
AcQhTd6s4s As8s6h4h3h KhQdTdTc4s AhTsTd6s3d 
Qs9d6d5s3s AdKh5s5d3d QhQc9s6c3d AcJc8c6d3d 
QhQd8c6d4d JsJh7s4h3d JcTh7d6s5h KdQhTc9s2h 
QsTc6d4s2c Jd8h8d5d4h KsTsTd7s5c Ts8h7s6d5c 
KdJs7d4h3h QsJs9d7h6s Jc7d6c5c4d Ac7h7d6h5d 
JcTd7s7h6c AcTd9h8d6d Ah7h7c5s4h Qc6s6c4s4h 
QsQh6s4s4d Ad8c7c4d2c Kc8h8d7s6c JdTd7d5s4h 
JsJhTd6d4c AhAdAcQs7s QcTh5s5c3h Kd8h7d5h3c 
QcJd9c7c6s KhQd9h6h2d QsJs9s9d8s KcQd9c8c7c 
AhJs8s6c5d AdKd8s8d4c KdJd7s5s3d QhJsTd8c4d 
Ac5h4h2d2c Kd9s8s7d4d 8c7s7h4s4c QhTc8h4d3c 
KdJh9h6c3c QhJhTc9h2d AsKdJs4s2c Ah8s8h7h3s 
KdJdTh4s3d Ah6s4d3s3h KhJc9s7c6c Ac8c7d5s2h 
Ks9s9c8c2d KcQs9c6h5c Jd8s8h6s4d JcTs8h5s3h 
KdJc8c6h4h Jd9c7c6s4s Jd8d7s5s5c AhKc9d8s6d 
AdKc9h8s6h Kc7s5c4h3s Kd9d8s6s3c AsKdQd9h4d 
AsKsQs4s4h AcQdTh6s4s KcTd9c3h2d KdJhThTc4h 
JhJdTh7s4h KsJs7d4d4c AdTs8d7c2d Ks9s8h6h4h 
JsThTd6h2s Ad8s8c7d6d JhTd7h7c6h KhJh9c8c4h 
AsJdTd6d4h AsQd9d4s2s Jd9s6s5d3h JcTh9h7d5h 
Td8h8d6s6c AcTs8s8h7s KcQsTsTh2d KsQc8h6c5d 
QdTd5s5d4s KhJh9d7s2s KdQhTd9c3d KcJsTh5d5c 
QcJd7s4d3c AcQcTc3s3h AdQcTs9s2s JcTc8c7d6c 
Ad7d6s6h2h JsJh9h5d4c AcTs4s4h2c JsJh9d7h2d 
AsQhJs7d3s KcQs7s4h2c KsJh9h7d6h Td9s8h7d2s 
AdJdJc8d2h QhQd6d4d4c AcTc9c5h3d AsJc9h6h4c 
AhQd8h8c4h 9s7s7h5h3c Td9s9d8d5s AdJh9s9d4d 
KhQs9d7c6c JdTh8d4h2h AcKcTc7c4c Ks7h5h5c4s 
AdQh8d6c3s AdJc6d4d3c Ks8d8c7h6s AhQd5d5c3c 
KdTc8c5d5c QdTd7c6h4s AsKs9s8s6h Tc9s6d5s5d 
KcQcTs3s3c QhQc9d5h3s KdJc9c3d2h AsTd9h5s4s 
KsTs6s5c3c 9h8c6h5s5c AdTsTh6d4d AdJh8h6s5c 
QhJd9d7c6d Tc9s8c7s4s AcKcTs3d3c Jc9c6h5s3h 
Ad8c6c5d3d AcKc8h3h2s Ac8h7h4c2h Kc9d8c5d4d 
TsTh9s4c3c QdJdTs4d3c 8s7d7c4s4c JdTh8s4h3s 
8c7s6d6c4d KcTdTc7s5c KcQh8h7h6s TsTd7h6d5c 
KdKc8d7d2h QhQc9s5h3d AcQh9h4c2c QsQc9h5s3d 
QsJd8s4c3d KcQdJh9s3c JdTh9c6c2h JdTs9d4s2d 
AhJh8h6s3s KsQc4s4c3s QhJdTc8s4c Jc7d6d6c5h 
KdJd7c4s4c AhKcTs6c3c AhQs5s5c3c JhJcTc3s3c 
AcKsQh3s2d QhJsJd3s3c QsJs9s7c6d KhQcJd8s4h 
Ac9s9d8c4h Tc9d9c4d3h AsQd8h7c5c Ts9s8h7h2d 
9h8c7s5s4c KcQs8s5c2s Ad6s5h4d4c KsQcTsTh3s 
Qd9c8d6c3s AdKc8h8d4d Tc7s6d5d4s AsQhJd9d6d 
AsJs5c3h2h KdTd8h6h2h KdKcJs6c2c Kc8s7c5s3d 
Kh7s7d5d3h KdQsTh6s6c Th7d6s6h4d AsKdQc8d3h 
As7d7c4c2s AdJhTs6s4c AhJh8h8d2d Kh9d8d7c3h 
AcQsQd9d3d AdQhJc7c4c Ad9h8c3d2c Qc9c7h6h3d 
KdJd9s6s2h Ac9s8d5h3c Kd6s6h5h3d Ts9s8h7h2c 
8h7s6h6c4c KcQcJcTd3c AdKh8c3c2d JsJh8h6h6c 
Jc8s8h7c4s Th8d8c7d4h AhQc5s5d3h Ac9d5s4d2c 
KsKhTd6c2d KcQhTsTh4d AdKsQs5s3s 9h7s7h5d4d 
QsQdTh5d2c JhJd8c7c5s ThTc8s8d5d KsKh7h4c2d 
9h7d6h6d5h Qd9d8c5c4c Ah6s4c3s3h As8c5d2s2c 
Qc9d6c5c4d AhKsQc8h3h KdJsJd6s2d AcQd9h8s5s 
AhQsJc7c4c KhJs8c5d4h KhQd9s9d6c QsJd7s5s3d 
KhQhJhTh6c ThTd8s8c5s JsThTd7d2h JhTd8c6s5s 
Qc8h7h6c4c Ah9s6h6c2c KdJs7c6h5s KdTsTc6h5s 
9h9c7d4h4c Kh7s6s4h4c Kc8s6s6h4c KcTh8c7c2h 
AsQdJc9h2d KsKdKcJc9s AsTc9h5s4s KhQd8h8d4h 
KhQd8h6d3h KdTs9c5h4d Ah7h4s3s3d KsQcTd9h4c 
JcTsTd6h4s 7h6d5c4h3d AdQh9c6h3c JhTd8s7h5h 
AsKdTd8h2d Jh9s7d6h4d Ah5s4d3d2h KhQs8c6s5d 
QsJh8d7c5s Qd7d6s5s3c KdQs9h8h4s AdQs8s7c3c 
AhJh4d4c2c AsKhJs4s2d KdJc7s6h5c KcJh9h6s4s 
JsJhTh5d3h JdJc6c3d3c Th9d8h8d5h QsJd7h4d3s 
Tc9d8d8c5c QhTh6d4d3d Ks9s9d7h6s KsQcThTc4d 
QcTh9d6h2d Jh8h8c5c4h Kh9h9c7h6s Ac9h8d7c2s 
QsJc8h6c2s AhKhJd8c2h KhTs7h5c2s QsTh9c7h7d 
Kd9d8s7s3h Kd6s6c5s3d JhTsTc6h5h Qh9s8s6d3h 
KhTd9h5c2c AhKhQh4s4h AsKh9c5d3h TsTc9s4h3h 
Ad8c6c2h2d JcTdTc6c5h QsTs9d4s3d Kc7c5s5d4s 
TsTc9h9d2s AdKsTs8c2s KdQsJs4c3h QdTs8d4s4h 
AsTc9d5d3c QsJs9s8d7s AdKs9c7h5h KdQdTd9s5h 
Ah8c5d2h2c JsTd6s6d3c QcJd8c4s4d AhJd9h6h2d 
KdQs7h4d3h JcTs8d7c5c JsJc9c8h5c Qh8h6c5s5c 
QcJsJh8h4d AhQd9c6d3c KhKd7h4h3s QdJhTs8c4s 
Td8s8c7s4d Tc8h8c6s6d QhJd9s9d7d Ks9s9h6d6c 
Td9h8c5c4h Jh9s9d8h7c QdJhJc8d5d KdTd9s7h5d 
AcJsJc8c2d 8c7h6h5s3c Qc9s8s6d3c QcJh9c7c6d 
Td9d9c5s3s 8h7s6d5s3d JdJcTs6d4d JhJc5c4h3h 
Kd9c8h8d6s Td9s9c8c6h Jc9c6s5h3s Ts9h9c8s4c 
Tc9d6c5s3s KdQs4s4d3d Kd9s6d5s5d KdQcTs5h4s 
KdJh6d5s2s Td9s6c5c4s QsJcTh9s3s QdQcJc4c3h 
AsKc9d5h3c Ts9h8s7h3d Ad8c6d3s3c ThTc9c7d2h 
9h8c6h5s3c AsTd9h6d3h QdJh8h7d3c JdTh7s6h5c 
JsTs6c5s5c QhTh6s6d3d Qh9h9c5s3s KhKc5d4d2s 
AhQc8s5c4d Ad8s7d6c4d KcJc7h6h3c Kh9c8h5c4c 
AhTh9d5h4s Ks9h8c6c2s KhJcTs5s3d KsKc8d6c2c 
KcJs5h4s4h AsQh7h5d4c Th9h9d4d3s KsQc4s4h3h 
KhQcJd8c6c KsQcTs9d3s AcKs7c4h4c Th8c7d5h5c 
Ah7d7c6c5d AsKd8d7h4d Td9s9d4s3h AdTd9d7s5d 
JcTc5s4c3s AdQdJs4c2d QsJc9s7s6d Kh9h9c7c3c 
KcQcJhTc3c Ad9h9d5s3c Td9d8h5s4h KhQd9c6h5h 
QcTs9c2s2d JdTs8s5h2h Js7d6c5c4d KsKh7d5c3c 
KsQsJs5h3d AdKd7h2h2c KhJd8s7s2h Ah8s5s3s3h 
KdJs7s6h2d KsTd9s6s5c ThTd7c6d5s QsJh5s5h2c 
JcThTc6s4c AdJs7d6h4d As6s5h4s4h JhJc7c5s5d 
Qh9h9c5d3d AdJs7d6c4d KhQsTd5c4d JcTs8c5s2c 
Js9h6s6d5d Ts9d9c5d4c AsQh7h3d2s JdJc9h7d2h 
JcTsTh6s2c QhTsTd8c5h AcJs7c6d4c Tc9c8s5h4s 
QsJsTd4s3c Tc9d8h5h4d AhQsJh6h3c AdJs9h6c3d 
As8d8c7c4d AcJhJc8c2s KdJd9c7h5d Th7s7c6s6d 
JsJcTc9c6c KhTd9d7s7c KhJd6h5c2c Jd8d8c5c4d 
KsKdJc6d2d JdTc7s7d6d Qc9d9c5s3s Kc9s9c7s3s 
KdTh9d6d5s AsTc4d4c2s QdJc9h4d4c KsQd7c4s3c 
Qs9c6c5s3s TdTc8h6d3c Th9s8d5h4d AcQc7c4d3d 
Th7d6h6c4d AsTc9d8d6d KhJh9d8d4h 8c7s6d5s3d 
KdQsTsTh5c QdTc8d4s3c As8d7c6d4c JsTc5s4c2d 
AcJs5s2s2c QdTc8c5c3d Qh6h6d5d4c Th8s8d7d4h 
KcTc8s8d2s AcJc6d4s2s Jc9h7s5s4h AhJd5s3h2s 
QdTd6h5h2c KcTsTd4c2s KsKc8c7c3d JcTc8h5s2h 
AsQs5h5c3d AsQd4s2s2d QsTs7d6h6c KhTc9h5s2s 
JdJcTs8d4d KsQsTh3s3h Qs9c6s5c4s QdTs6d5s2c 
JhTc9c7s4d AhAdAc8d4d KhJh9s7h6h Ah6c4d3h3c 
KdQdJc7s5d QsTs6c5c2h KhJs8c7d5s KdQs8s7s6h 
QhTs5h4s3s KsKhJd6s2s AcKhJh4s3h 9h9d7c5d3c 
QdJh8d5h5d KdTh7d5s2h ThTc9s9c5c KcQsTs7s7d 
KcQsTc8c4d QhJhTs7h4d AdJh9s5d4d AsTh8h7h7c 
Kc7h5c4d3h QsTh6s4h3h QcTc9s6c2s Ks7s5d4d3c 
KsQd9h7c6h KcQh4h4c3c JdTs9c7d5d Kd9d8h7h3c 
QsQc7c5h5c KdTd8h6c5d Jd9h8s7c5d AdJdTs4c2d 
KsQs8s5c4c AdKs9c8h6c KdQh9d6d5c Th8s8c7s4c 
Jc9h6h5c4h QcTc6h4h3h QhQc8h6d4h Tc7h6d6c4h 
JsTs8c5d2c Jc8s8c6d4s QdTd8c6d5h JsJc6s3s3c 
KhQd9h4h3d JhTh7d5h3d Jd9c7h6d4h QsJdJc8c4h 
QdTs7d5d3s QdJd8s5c2c Kc9h6c5c3h JcTh9c7c2h 
QhQdTc3s3c KdThTd7d5s Jc9h6d5d3c Ts7s6d6c5c 
QsJh9d7d6c AsKsTh3s3d QcTd9h9d6d KsQs9h9c2c 
JsTh8d6h4c AdJsJc8c4c Jh9d6d5h4d 9c8h7s7h5c 
KdJsJh7h2s KsKh8d7h3h JdTs7s6d3d Ts9d8c5c4d 
JsJc9c5h4d JsTsTc8d5s KdQc5c2s2d Kc9c8c7s6d 
AdQc6d6c2d KhKc7d7c2c KhJhTc8d4h 7d6h5c4d3h 
Ad7d5s4h4c Ah9h6c4d3c Kc7s6s4h4c KhJc5s4s4c 
AhTs9d5d3s AcTd9s8d6d KdJs9s7c6s QdJs9c8h6h 
AcQc8h6d2s AdKh9c8s6c AsKdJs9s4s 8h8d6s6h2s 
KhQc5c2s2h AhJdJc9d4s QhQd7h6d2d Qd9s9c5d3c 
JsJh7s5d5c Kc8d6d6c4d AdKc7d4s4d AhQh8c6h3c 
AcTh9s8s6s AsKs7c2h2c QcJhTh5h3s AsTh6c5h5c 
AdQs8h6h3s Tc9s8c6d2s AhTd9c7s7d Ad6s5d2s2h 
7s7h6s5h3s QsJs9s6h5d Kc9s6s5c2h Jd7s7h6s5d 
As9d8c7s2h JhJcTc8s4c AsQdTc9c2c Td8c7d6s5h 
AsQhTs5s2c KhJh9s7c2c KsJs9c6d5s QhTsTd5c4s 
KhJsTh4c2d AhJd9s7c6d QdJd9s6s2h KhTd9d5c3c 
QhQdTc5d2s Ks6h6c5c3s AdQhJh8c3s AsJc8d7h6h 
KdQc8d6c3d KhQd8d7d6c Ac6s5c2s2h AsKs7s7h5s 
KhTh9s6c3d KsQcTc7d7c JcThTd6d2c AsKsJs8d2h 
KhTs9s8c6s AdJd9d9c7d KsJh9d8d8c Kc7h6s5h4s 
KhTc6c5d3d Jh9h6s5c3s Kh8s6s6d4h KhQdJs6c4s 
JhTh9c3h3c KdQdTd9s4c AsKc7h5d4h QdJs7h6c5d 
Tc9c8h5s4h KsQsJh8d4c JhJd8d6h2s As9s9h6h2h 
AdKs9h7c5c Ah7d6c5h4h JsTs8d5s3d Ks9c8c5s3d 
9c8h7h5c4h KhQdJc8s4h AhKh9h8h6d Kd9d7d6s5c 
9s9h8d6h4d AhKd8d8c5d 9d8h7h5d4h AdKsJc9c2h 
Qs7d6h5d3s QcJh8c6d5c AsJh6h4h2s QhJd9s7s6c 
Jc9s6s6c5s AsTsTd8s2h JsJdTd3h3d Jd9c6d5s5c 
Ac9c7h7d4s KcQs4c3s2d KsTd7s5h2d Th8d7d7c5h 
KsKd8h8d3d KdTd9d8s8d AdKdJh8s2d JhTd8d7d2h 
JdTh9d4h2h AcJsTh6h4d Th8d7s5h5d JsTh8c4h3c 
9h8d6d5h3c JhTs7s6h3h KcJc9s6c3s Ac8s8d7d4s 
