Jd9c8d3h2s 
Ad8c7s5h2s 8h6h5d2s2c 9h8s6c4d3c KhTh7h3s3d 
AsAhAdAc4s Ts8c7s4d3s AhQh8h5h2h Qd9h6s5c2c 
Qc9h8s5d2d Td6c5s4d3d JhTc5s2d2c Ac9s6s5h3s 
Ah7h5c3h2s Jc8h7d6d3d KdJc6d3h3d Jd5d4h3h2h 
Kh6c5h5d2h 7d6d6c3c2d Qd9h7h3d2c Ac8s7h5d2h 
Ad9h7c4s3h 9d7s7c4c3h Kd9h8h4s3s KcQs8h4d2c 
8s8d4s4c3s As6d5d4h4d 5s5h4c2h2d AdTc5s5h3s 
Ac7d6h4d3s Kc9d8h6d2s Kd9d5d4s4c Qh9h5s4d3h 
8d7h6c3h2c Qc9c5h5c3d JdTh3d3c2s QcJd7c2d2c 
Qs9c5h4s2d Ks7s5h3s3d As6h4h4c2c Ts6c5c4d3h 
9h9d7c6d2d QcTs4h3d2c Th8h7s4c3h Ah7c6d4c3s 
KhQd8c5c3s Th5h5c4d2d Jh7c5s2h2c Qh9d8c6s2s 
Qc9h8d7d4d 9h8s7d5s2s AhQh7s7c2h Js9s7s4c3d 
Kc7s7d4s4h 8s6s5h3s3c Ks9c8c7d3h Qd6h6d5s2c 
8h7h5d4c2h ThTd4d3s2s 9h5d4d3h2s Qh6s6d3d2h 
Jc7h5d3s3c KcTh4d3c2s Kc9h9d8h2s QhTh7h4c3h 
Jh8c7h5h3h Qs7c6d5c3c JdTc8s3h2s Ah8s4h4c3h 
Qh9h4h4d3d Jh9d9c6h2s Qc7d5d3s2c Ah8s6d2s2d 
AhJh6s6h3h KsQs3h2d2c Qh7c6s2s2h Kd7c6s6h2d 
Qh8d7c6d3s 9h8s6d6c3s KsQh8h4d3c KsQs8h8d4s 
Ah7s7c5d2c Ad8d4s3d2s AcKh8h2h2d Ks7c4s3d2c 
QdQc7h5h2h Jc8s8h3h2c TsTh4c3c2s Th9s7c5h2h 
Th5h5d4c2c KcJs5d4h2h AhQs7c5d2c Qc7c6s6c3d 
Jd8s6c5s3s Qd9h8s7d2d Th9s9d3c2h KsJd3s3c2h 
Ah7s7d5c2d Tc6h6d5c3s 8h6c4h3d2c Th9c8s4s2d 
AdTs5h5c3h Jc8c5c4h4c AsKc7s7d7c Ks7h4h2s2h 
Jh8s8d3h2s AhJc7s5d2d JdTs8c3s2s AcJh6h4s3h 
QdJd5s3d2c KhTh7d4h2c Jc8h6c5c2s AsKd7h4c2c 
AsQh9c6c2d AsTc7d4c2h 9c6h6d5s2c KsJs9s4s3c 
Qs9s7c4h3d Tc8h6h3c2h AdTc4s3d2d Kc9d4h3h2c 
8c6d6c5h2c Ks8h5d5c3s Ad8c4h3s2d KdQh8h4c3s 
QsTh7d5c2h Jd7s6s5s3s AcQc8s3h2c Tc9c8c6c3c 
AsTd5c4c3c Qs7c5d4s3s AcJh3c2s2c Jc9s8s8d2s 
AsTd7h5h2c Ac8s4d3h2c KcQc7c4s3c Qs9d7h6s2c 
9c5h4d4c2d 6s5d5c4h3s 8h7s7c6d2c 9s8c5h4c3d 
9h6s4s4h2h JsTc5h2d2c KhTc6d5s2d AhKd7c4s2c 
Jd8c7s2s2c As8c7d6h3d QhTh7h5d2c Ts9h8d4d3d 
Js8s7h6s3c 7h7d5c4h2h Kh9s9c8c3d Qc6s6c3h2s 
6d5s4h3h3c AhTd6s6c3c Kd9s9h8h2c Ks8c7s4s4d 
Jh9d8d6s2d Td9s4h3d3c Kd8h7d5d2s Kd9c4h3d2h 
8s8c4s3d2c QhJc7d5h2h 5s5c4d2s2h 5h5c4s3h2c 
7d5h4s3h3c Qh9s6d6c3c Qh7s5s3c2h KcTc8h7c2c 
QsJh4d3s2c KsJc7h3h2c AsJh7d5c2d 8d7h4h2h2d 
Tc8h6h5d2h Kc6d5h5c2c Ts9d4c3s3h Ac8h8d7s2d 
8c5s5c3s2h Jd8s7c2s2c QcTc7c5h2s AdJh7c5s2c 
6h6c5c4c3c JcTh7h6d2h 9s8d6h6c3d Td8h7c5s2h 
8s7s6d3d2h AsQd9c6c2h 6d5s5c4h3c Qc8d6d5s3d 
Qh8d7h5s3h Qh6c4c2h2d Ts8h8d4c2d Qd9h7c3c2d 
Ks9s6d3s2d Js9s8h6s3s 9d9c7h6d2d Tc5c4h3h3d 
AhTh8h2s2h AdJc8h4c2c Kd8s7d3c2c Js9h7c5c2d 
Qc7c5h5c2h Tc7d5s2s2c Ks9s9d4s3h KcQc9h2s2d 
Qd6h5c4s3h QhTs7d5c2s Kd8s7h3d2h KcTc7h3d2s 
Qc6s6h4h2s 8c6c5d2s2c KhTd6s4d2c Tc9h4d3s3c 
As7c5s3s2d 8d6h6d5d2d Kh7d4d3c2h Kh8s7d6c3d 
KcJc8d4c2s QhTd7h5s2h Qs7h5h2s2c Ks9d8d7h3c 
QcTd4c3h2s Qc9s5h4s4d 9s8s7s7h3c Qh9s5c4d2h 
AsKd5h3h2h Jc8h8d6s3c 8c5h4s3h2c 8s8h4s3d2h 
JhTc4h2s2d 5h5c4s2d2c Jd9d7d4h3s QdTh4h3s3c 
QcJs9h7d2h QcJc9c3s2d Tc6d5c3s2s Tc6s6d5c3h 
7h5h5c3c2c QcJh8s7s2d QdJh6s6d2c Qd9d5d5c3s 
Jc9c7c3d2d Js7h4h4d3d QdTh6c2s2d Kh6h6c3c2h 
Ah6c5c4d4c Js7c6s4d2c Ad6c5c4h4c AdQs6d3h2d 
Th6s4s3h2c 9s7s5s4h3s Tc9c5s3d3c Jc8c6h5c2s 
Qd9d7c4s3h Kd6s4d3c2h Qd8s7c6d3d Td8c5c4s2h 
Kd6c5h5c4c Qd5s5c4d3h 9h8h6d6c3h KhQh9s2d2c 
9s5c4s4h2h Jc9d8s6s2h 9s9d7s2s2h Kd9s5h4c2d 
KhTh6s6c2h 8s5h4s3c2c Qs8c5h2h2c Kd9d5d4s4h 
AdJc6c4s3c Tc9d8s4h2h Kd7s4d3c2s 6s5h5d4c3d 
AhTh8h2h2d 9d8d7s4h4d 9d8s7d6d2d KcTh8s8h3h 
Td8h7c5h2s Kh8c6s6h3h JdJc7h5h2s QdTc8h4h2h 
QdJc8c7c2s Ad9c8s5h2h Jc8h6s6c3d Qh9d4s3d2h 
Ac9s6s5d3s Js9s8s7s2c QhTc8s3d3c Th5s5c4c2h 
AdQc7s5s2h AhTc6c3d2d Th7s5s4c3s 6s5s4c3d2h 
Jh8c6c5s2c QhQdQc7h7d As9s8c3s2h Qd8c7c5h5c 
AsKd8h4h3h KcQs6h6c2c Ah8h7h4h3s Jd6c5s5c4h 
AsTh7d5d2c QhJc7d4s4d Qs9d8h6c2c JcTc4d2s2h 
Qs8d6s2s2d 8h7d6d3c2h Qc9d6d3h2h 8h5h4s2s2h 
Tc8s8h4d2h AcTh6h3d2d QsTh4c3s2d Tc6d5h4c3c 
KcQs7h3h2s Jc9d8h6h2s Ks9h9d2s2c Kd8d6d4h4c 
9s8s6s6c4s Ts7c6d2s2c Kc8c6h6c3d Th8s8d4h2c 
AcKs8h8d2d AsJd8h6h3h Ad8h7h7c2s Td9c4h3s3d 
Jd8c7d2d2c KsTh8c3d2s 8c7s4s4d2d Qh7h6h6d2d 
KsJd7c3c2d QcJh9d7h2h 9s7s5s3h3c QcJd6s6c2h 
Kd8h6c5s3c 9c8d4d4c2d KhQd8s7h2h TsTh8s3d2c 
8s5h4d3d2h KhTc8s5s3s 7d7c6d2s2h KhJd8c6d2s 
Qd9c8c6s2c QhTd6s3c2h KcJc9d3s3c KhQh8h5c3h 
Ah9h7s2h2c Jd8h4s2s2d QdJd9d3s2h Ks6h3s3c2c 
Td8d7h5d2s 9s7d6d5h2d QsTc9h3h2h 9h8d6s4d2c 
Qh7d6s2h2d KdKc8s3s2s 8c7s7c5c2h QcJc9d2h2c 
TsTh5h4h2c Kd9s9c8c3h QcJh8c4c2d 9s7c6s5h2s 
Qd9c8h8d2d Ad8d5d4d3c Ts9d8s4h3s 8d7c5c3s3c 
Qc8h8c7s3d Th5c4h4c2d QdJc9s7c2c QsQd7c4d2d 
Jh9h6s4h4c 8s8d4d4c3d Qh7d5h2s2d Qs8d6c3s2c 
QhJh6d4s2h Qs9c7h7c4d Tc9h6s6d2d Qh9d9c5d2s 
Ts7c5c2s2c Jd5c4c3d2h Jh9s5c3s3d Kd9d7d6s2c 
AdJd6s6d3d AdJc4h4c3c Kh6h6d3d2h AsQc8h4d3h 
Kc8d5c3c2d QhTh8h4h2s AsTh9h4h2d Ts8d6h4h2c 
Ac9h8s6h2d AhKc8c2d2c TdTc4h3h2d Jc9d8c3h2s 
9c8c7s7c4c 9h8h5s3h3d Kh6s4s4c2c 6s5c4h3d3c 
QdJs8c4c3h Ad7s7h3h3c 9s6h4h3s2d 8h8c3s3c2s 
9c5d4h4c2h 8h6h5d2s2h Ks9d6d4c2c Th6c5s4c3c 
Qh8s5h3s2s JhTs6s5s2s Kh9s9d2h2c Tc6d5h4d3d 
Qh8c7d6c3s 7h7c4d3d2h 8d7s4s2s2d 7s7d4c3c2d 
Qh6h6c3s2c Qs8d5c2d2c 9s8d7s4s4c Js8s7d6c2h 
JsJc6d5d2d KhJs3h3c2d Jd8h6c5h3h AcJh6s5d2h 
Qc7d5d4h2h Kd9c8h6c2s Jc7s5s3h2c QcJc9c8c4c 
JsJh7s2d2c QcJc9c3s3h KsQh8h6d2h Qh9d4h3c2c 
9s8h4d2s2h AsTc6h3h2c KcTc7c3s3h Kd8c7h6s3h 
Qs9s5d4c3s JsTh8h3d2h Qc7h7c4d2d QdJs6h6d2c 
QcJd7s4d3d Td9h8h4c2h Kh9h4c3s2c Ks9h7h7c4h 
QcJh9c3c2d Th8s8d4c2d Kh7s6s5s3s Jc8s8d7h2c 
8h7c6s3c2h Ad8c7s7h2h Qh8s7d4d3s Ks6d3s2d2c 
9h6s5s3s3c 9h8c4d3d3c KsJs9d3s3c JhJc6s4d2c 
JsJh3s2s2c Jh8s5h3s2s Ts8h4h3s2d Ah9s5s5d4c 
AdJd6d6c3d KdQs5s2h2c Qd9s6s6c3s Ks9h6h6d4c 
Td8d5h4c2s Qh9s8c7c2d Td9c8h4s2s Td6d5s5d4h 
Kc9h5d4d2h 8d7d7c5d2h Ad9s8d3h2d Qd9s8h3s2h 
AdJc6s5h2s Jh9d6h4h4c Qd9d8c7d2s KsTh7s6s2s 
9d8c6h4s3h Ts7d5c2s2c AcTs7h5h2d Kd7c4s4c3s 
7h5h4s3s2h QdJh4c3d2s Th6s6h3s2c Kh9d9c6d3d 
TdTc7h2s2d TsTd6c2s2h 9d7d5d4h4d Jd7h6h6c2c 
KsQc3s2h2d Ks9d6h6d4c Kd9c8c4h3h Qh8h8c6s2h 
Qc9c5h4d3c Jh8d6d5c2d Qd8s6h3d2h Qc9c5h4c3d 
Qc8d5h2h2d 8c7c4s2s2c 6h6d5c3s2d Td9d6d6c2h 
KsQc8d6d3h QhTc6s4d2d Qd8s8c7h4h AcKh7s4d2s 
Qd7h5s3s2d 9d7d5d3h2h 8s7d6c4c2h 9h6s6d3s2h 
JhJc3c2d2c Ts8s7s5s3d Kd8s6s5s3h Th9d8s3d2c 
8s6s6c4s2h Js9s7d5h2s KdQs9d5d2d KdJd8h4d3c 
QhJs7c3c2h Qh8s7c4c3s Qs8h7c6s3s Kh7s7d6d3c 
Qd9d6s4d4c Ts8c7s6s3s Qc9d8s7c2c Tc7d6s2d2c 
Kc7h4h3d2c KdQd8h7s3d Ac5h4c2d2c Qc9h9d8d4d 
Jd8s8c3d2c Jh7c6d4s4d QcJh5c3c2d AhKs9c4d3d 
Td8c7c4s3c Kd9d4c3c2s Ac4c3d2s2h Kd8d7d6c2h 
Th7c5d4d3d Kc6d3s3c2s KdQs7c2s2c KcQd4s3h2d 
Ks9c6c4h2h Qs8h5d4d4c Jh9h6s5c2h 9d8h7c3h2d 
7s6d5d4c2d Qc6d4d2s2c Jh8d4s2s2h Qs9s4c3d2c 
Ac9s8s6s2h 7s7d5s4h2s KhJh9h7h2s 8c7s6s3h2h 
QhTsTh3h2h 8d7s7d5d2c QcTc8c4c2h Kc6d5s5d4d 
AhJd7s5c2s Jd6c5h5c4s Kc7s7d5h3d AdTs6h6c3h 
QdJc9h3s3h Kh8s7h2s2h 9d8h6c3s3d AsJh8d4h2h 
8c5h4d3h2c AdJsJhJd3h Td4s4c2s2c Qs9d8c5d2d 
KcQd9h5s2h Td6h5h4c3h Kc8h7d6s3d TsTdTc9s8c 
KdJd8c4s4d Kd6c4h4c2h Ac7h6s4h3d AcQd7s4h2d 
KdQc8c4h3s 9d9c7h6s2s Ac8s6s5d3s KcJc7c4c3d 
QhJd5s5h2h Ad8h7s7c2s QcJs5s3d2s Qc7s6h2h2c 
Js8h8c3h2s KdTh8s3c2d QsJs5c3s2h KsTd7c6d2d 
Ad7s6c4h3s 9s9c7h5h2h Kd7d5c3h3d 8h7s5s4s2c 
QdQc7d4h2d KsTh7d6h2h Qc8d8c6s2c 9c8c7s3s2c 
As6h5h4h4c Qh8s6c5d2s JcTs7h5h2h QcTh4c3d2s 
Qh9h7h6h3c 9h8s7d3s3c Qd6d6c5s3d KsJh8s4s2d 
QhQd9s4s2s Ts7h5d4d3d Kc8c6c4d3h Kc8s7h3c2h 
Kh6s5h5c2h 9s6d6c3c2s Kh8c7h3s2s Qs8h6d5c2d 
Jc7h7c5c3c Ks8s7h6s2d Jc9d5s4h2c KdQh8s6s3c 
Ac7s6h4d3d 8h7s5s4s2d Kh9s6s6d3c QdQc7c5c2c 
Ah9c5d4h2h KdQc5h2s2c KdJh8c7c3c Qs7d6c2s2c 
KhJs8d7c2d QdJd6s6c2h KhJc8h4h2d As7c6h4d3d 
Td9h6c5c2s Ts9c8h4d2d Jc6d5s5d4h Jc9h5s4d2c 
9d8s8c7h2h KsKdKc4d2c 8c7d5s4d2d AsJs9d6s2s 
9c8d4s3s3d QcTh7d5s2h Jh6c5h4h3d AdQh9c6s2c 
KsQc8d4c3h AdQh9h3s3h 9s8s8d7h2s Ts9c4d3s3h 
Qs8s6c4d2h 6d5s4h3s3c 8d7s6s3c2d AhTd6c3c2d 
Ac5d4c2h2c Tc8h7s4h3d KsQdJd7h2d Kc9d9c4c3s 
7h7c4c3d2d Qh8h8c6d2h Jc9c6h5d2c KdJh8s7c3c 
KsQh8d7s2s QdQc8c4c2c 9d8d5h3s3d Ts8h7h4c3h 
9c8h3d3c2h Ks9h7s3d3c KcJd8h7s3s 9h8h5h3s3c 
Qh9s9h4h4c 9h8c5c4c3s AcQs4d3h3d Kh7h7d3d2d 
QdJc6d4d2s AdJc8s4c2c Ah9d8c3c2d 7h5c4c2h2c 
Qd6h6c4h2c As6s5s3s3c Qd9h9d5d2c Qd9h9c8h4h 
Qs8h6h5c3h KsTc6d4c2h QcJc9h2d2c Kh7d6h5c2h 
Ks6h5s5d2s Jh7h4c3h3c Qh7d5d2h2c Jd9d6c4h4d 
JhTc8s3h2h ThTc8s4s2d Jc9c6h4d4c KsJh4d4c3h 
Qd9s8h5s3s JhTh6h5h2s AhQc9d4s3s 8c7c6h3h2d 
Kc7c5d3s3c AdJs5s4s2c Ts8d5s5c2h Jh7c6s6c2s 
AhQc6h3d2h Qc9c8h7s3c Tc6d6c2d2c Kh9h6h4c3s 
JsJc5s3d2h Jd7d4s3s3d KdQsQdQc6c QcJh8h7h2s 
Qs8h4h4d2s AhJc8d6d3d Ts9c7c5c2d 7d7c5s4d2d 
Ad7c6h4s3c Kc9s9d8s2h Th6s6h3s2d KcQh7s4s3s 
Tc9h4s3h3d KhTd9c3d2s Qs9c6d6c3c 7s5s5d4s3c 
7s7h4d3d2h Qh7h6s6h2s Js7d5c3s3h Jd7h5h4h3c 
Kd8c7s3d2s 9h7h5h4s3h Jd5d4h4c2c Qs9h8h7h4h 
As6s5d3s2h Qc9c6c4h3s QhJd4c3h2s Ts6c4s4h2c 
Jd8h8c3d2h Qs6h6d3h2s AcKd7s4h2s KhQsJd7d2d 
7h7d4s3s2h Qc9d5h4s4d Jc6d4d3d3c Ad7d6d5d3d 
Qh9c6s6d3d KcQd7s3s2d Js7s5d3h2d Qc8c5s4h3c 
Qc9d7h7d4s Kd9s8c4s4c Jh7c5s3h2s QdJh7s4s4c 
Qd8c5h2h2c JsJh3s2s2d AcQh7s5d2d Js8c6c2s2c 
Kh8h6h6d3s Ts6d5s3h2h Qd9d5h4s3d QcJh7d3d2c 
JcTc7h5c2c AsKc9d6h2h AhJhJdJc3c Js7c5d3s2d 
Qd9s9h8h3h AhQh5s3h2h As9c8c6c2d Ks9s5h4s4c 
QdQc7s5h2h JhTh4s2d2c Kd9d7s7c2h Kh9c5s4s2c 
KdQh4d3d2c Qc8d6h5s2d KdQh4d3s2d QsJs9h6s2s 
Qc9d8h8c3c QsJh9s3s2c 8d5h4c3c2h Tc8s6d4d2h 
Tc7s7d4c3h As7s5d3s2h Kh9d8d5c3s KcTh6s5d2s 
QhJc7h6s2d QhJc5c3d2c Jd9d8s6d3d AhQh8d3s2h 
Jd9c8c6s2c 8h7s7c6d2s Qd8s6s5c3s Js9h5c4d2s 
Qs9d7d7c4h Ac7s6d4h3s Qh9s9c5c2d Qh8d8c5s2h 
KsKdKc4d2s Td9d6h4s2d 8h8c7s4s3d KcJs7s3h2h 
Ac9s4h2d2c JsJh7c2s2d 8s8d3s3c2d AdQh7c5s2c 
8s6c4s3h2c QdJh6h5h2h Kd9d9c6s2d Tc7c5s5c3h 
Ah7h5c3h2d Ad7h6s6c3s 8s6h6d2d2c Jc7s6s5s3s 
Kd9s9d4d3h Qh7c6d6c2d Js8d5s3d2d Jd6s5d4d3h 
Td8c7s4c3h 8s8d4d3c2c KdQs8h7c2s AhKh4h2h2d 
QhJs7d4s3s Kd9h7h7c4h AcQh9h3h3d Qd9s7h5d2c 
Td8s8h2d2c Qh9h7s4d3c JhJd7h5s2h Ac7h5c3c2d 
9s7h7c4c3d Th7s5s2h2d KcQs5s5h2s Qd8d6d5d3s 
Kh7c4h3s2c KdJh8d4d2s 6d5h5c4c2s Kh7h5h4h3s 
QhTd7c3d2c Kd8d5d4h4c Qc7d5s4c3c Jh7s5s4c3s 
Jd9d8h6d3d AsQc9h4d3d KsJh8h7d3h Ac8c7c2h2d 
AhJd7s5c2c Qs7s7d4c2c Qd6s6c3c2d KdJd5s5d3d 
Qh9h7s4s2s Qc8h7s6h3d Jc8c7s6c3d KcTsTh3d2h 
KsTc4h3s2d Jd7c5c3h2d Qs7d6c2s2d KcQs8s7s3d 
KcJc5h5c2s 9s5d4d3s2h Td9c6d5h2d Qh9s4h4c2c 
Kd8c5h3h3c KsQd4s3c2s 9s8c7c3s2c AsKc7d4h2d 
Qc7c6h4s4c Ks6s4c3h3d Ad9h8h6h2c 6d5s5h4h2c 
QhJd6h4h2s 9d8h3s3d2h Ks8c7s4h2d Qd9c8h5c2c 
9d9c5c4s2h Ts8c7c4d3c Qh9d5h4h3s QsQc4h3d2h 
KhQs7c2s2c Th6d5d4s3c QcJs8c4c2d KdJd8h4d2c 
Kc9c5s3s2c Js8s5h5c3d AhTc7s6c2d QdJd9d3h2c 
9h8s6d4c3d 9s8h6c4d3c Qc9c4s3d2s Kh9s6d4d2s 
Jd7c4s4c3s JcTc7s7c2d JdTs7c5c2c Ac6h4s4h2s 
8s6s4d3d2s QsTsThTc8c As8c7h7c2d QcJh7h5s2d 
ThTc6s2h2d Ts8h8c4s2d Td8s8c5d3d KhQh9d3s3c 
8d7d7c3d2c 6d5h5c4s3h Tc5c4d3h3d Jc9d7s5s2h 
Ah9s7s4s4d Qh9s8d5s2s Ts8s5d4h2c Qh9h8d4s3c 
Kc9h7c6d2c JsTd7h6c2h AcQh8c3c2d JhTh7s7h2c 
TdTc7s2h2c 9c8h6s4h2d JcTh6h4d2h QdTc6h3s2d 
QhTd7c3c2d Qc9s8d7d3h Jd9h5c4s2d Ah9c8d5s2s 
Td9h6h5h2c KhTs4d3h2c Qh7c5c2h2d KdQs8c4s3h 
9h7s6s5c2s Jc7d6c4h2d Ad7d3c2d2c QsJc9h4d2h 
7h7c5c2d2c Ts5d4h3h3d Qd9h7c4d3s Jd7s5s4s4h 
Tc8h6s6d2c 9h9d7s5s2s QdJd8s4h2d Qc9h8s7s3d 
Jh9s8s8c2s Jc9d3d3c2s JdTd7d7c2h TdTc4d3s2s 
Kd6c4d3s2h Kh6d3h3c2d 6d5s4c3c2h KhQd9c5s2c 
Ac9s9d6h4h QhJh5h4h2c AdQh6d3c2d Ks8h7s3c2c 
QdJc7h3h2d Ad7c6h4c3s KsJd8c7h2c 9c8d4s2d2c 
Qd8h6c4s4h Ah7s6d6c3c Tc8d6d3c2d KhTdTc4c2c 
Qd7s5d4h4d As8s5s2d2c Ts7c5h4h3h Td7c6h6c3c 
Tc8s6s3c2c Th9h6s4c2h Js9s7s4c3h Qd9h7h7c4s 
Td8h8c2s2d Ks8c7s4d2h Js7h6h6d2d AcTd7s4d2h 
Kh8s7c5s3d 9c8c7h4s4c Kh7s7c3c2h As9h5h5c4d 
Jh9c8d6d2s 5s5h4h4d3h Qh8c6s5d2c Th9h7d5s2h 
QsJs8s8d3c 8d8c4s4c3c Qh6h6d5c3h Jd8s7h6h3h 
Th9d6s6c2c 9d7h7c5s2c Qc7h6s6d4h Th7s5s2h2c 
QhJh9h3d2s Qh8c7s6c3d Kh9d7s7c3s JdTs6d4c2d 
KcQc9c5c2s Qh7h7c5h3d KsQc8h4d2s Ks8s6c4d3s 
Kh8c7h4d2s QdJd5c3d2h Kh9s9d5c3d JhTh7h7d2s 
KdQs6s6c2h Js7h4h4c3c Td8d7h5d2c Jc8h8c7s3c 
KsJc8s5s2s Ah9h7s2h2d Ts6h4h3s2d Kd7h4h3c2d 
Th9h5c3h3d KsQc8c4h3d AdQc7s7c2h KhTd9s3d2c 
Qd8c7d6h3d AsQc4d3h3d 8h7s7d6c2s AsQs8s7s3s 
Kd9c7s7h3s Td7d5h5d3s 9d9c5d4s2h KhTs8s4c3s 
7c6d6c3d2c Jd9d8c7d2d KcTd8s5s3s AdKc8h4s2h 
Jh8d8c6c3s Tc8s7d4s3h Jh9c5s4c3c Qh7d5h4c3h 
Qh9h6c4s2d Kc7h7d4s4d 8s6c5h5d2h KsJd8h6d2c 
Tc9h6s5c2c Ts8c5h4d3s Th9s9c4h2h Jd7s5s4s3h 
KsTs7h3c2d JhTh7h7c2d Qd9d6c4s4d QdTd7s3d2s 
QhJc7s4s4d KhQs6d6c2s KsTc6h5d2h Qs9h6d5c2h 
Ts9h5d3d3c Jd9h9d7s2d QsJh8h7h2c 7h7d4d3c2h 
8d7d5h4s2d 8d7c6c3s2d AcKd7s7d7c 8s5d4s3h2h 
Kd6s5d5c2d QsQh8h4h2h QhTh9c4h2h Qs9s8c7s4s 
Jd7d5h3s2h Qd9h9c4d3s TsThTd9h8d KcQh3c2s2d 
Ks8h6c5h3d Td8h6h3d2h KsQc9h6h2h KhQs8d7c2s 
Qh8h5c4d2s QsJs4s3s3d KhJs5h5c2h KhTh9h4h4d 
Ac8d6d5h3d Th9s6s4d2c 9c8c7s7c3h Qh9d5s2s2d 
As8h6h4h4c 9s7d7c5s2h AcKh8d4d2s Qc6c5c4d3c 
8h7h4s4h2s Qc9c7s4h3d Ad9s7s4h3c 9d8s7s7c3h 
Qc8h7d6c3c 8s7d5h3d2s Qd8s7d5c3d KdQd9h3s3c 
Kd7c6d4s2h Qs9c7s5h2d Ts7c5d2s2c Js8h6s6c3d 
7s6h4c3h2s Kd9h7d6s2d 8h8d7s6s2c Qd8s5h5c3d 
QdQc7s5s2s 8h6c4h3s2c Kc8d7s6s3h Qh8d5s4h2h 
9c8c7d7c3h QcJh7h5d2s Kh7h5d5c3h JdTc7s6h2s 
9s8d7s4h3c Ac8s6s5h3s 9c8d6h4s3h Tc9d8h3d2s 
Ad6d3c2d2c Qd9s8c5h2c QcJh7s5c2c Qh9s8c3s2c 
QsJs9c2s2d Js5c4d3s2d Jc9c8h8d2c Qd9d6h6c2s 
Th6s4h4c2s KhJc8d5c2c KdJd5d5c2s 8h8c7h4h3d 
Js9s7d6h2c 9s9d7h6c2c AhJs4d4c3s As8d6d5c3h 
JhTh6h4d2s Kh9c8c7s3d QsJs8s6s3d 6c5c4h3s2d 
Ks9s6s4c3d Ah9d7c4s3d Jh9s7c4d3s AhQc8s4s3d 
JhJd7s5s2c KdQd7c3d2c KcQh4s3s3d JsJc7h5h2d 
QcJs3d3c2h Ts4h4c2s2h AdQh7h7c2s AdTh7h5c2h 
Qh9s7s3h2d 8s7s5h4c2s 9c7c6d6c3c Ks8c6h5d3h 
TdTc8s4h2h QdJd9d6c2d Td8d7s5d2c Ks8s5s4h4c 
Jc9d3d3c2h QhJc9s7d2s KcTd9h2s2h 9s5d4s4d3d 
As9h8d3h2d 9h9d6d5d2d Qd9s8c7c2h 9s9d4h4c3c 
Ts8d6h4h3c 9c8d6c3s3c Ks8c5s3s2c Kc9s7c3h3d 
Kd8d6d4c3s JsJh3h2h2d QhJd7d2h2d Qc9c6s4d4c 
QdTs6c4h2h 9d8d7h7d2c AdJc5c4c2h Kh8h6h6d3c 
AdTc6s6h3h KdQd8s7h2d QcJc8c6d3c Qs9s4s4h3h 
QcTc7c5d2h Qs5d4s2s2d KsTc9c4c2d QcJc6h4d2c 
JdJc5c3h2s Kh9s9c2h2d Qd7d6s6d3h Jd9d8d5h2d 
AsKd8c4h2c 8s8d4h4d2c Ks8d7s3h2h 7h6d4c3d2h 
Kc9s7s7h4s Jh9h6d3d2h AsKd9c6h2h QsJh7s2s2h 
Ts8s6c4s3h 9s8c4d2s2c Tc8s4d3d2c Jc8s8c3h2h 
Tc9s6h6d2d Th8d8c7c3c Kc9s6s6d4h 7h5h4c3h2c 
Js8c7d5s2s KcThTd4h2h QdTc9s3h2h Qh9h6d4c2s 
Ks7s5s4s3c Jc6h5s5h4d Kd8h6s3s3h Qc8c6d4h2s 
9h8s7s3h2s 9d9c6d5d2d 7d7c4d3h2h KcJd8s7s2h 
KhTs8c4s2d Jc9s9h4s3s KcTh7d6h2h Td5h5c4c2d 
QhJc8c7s3c Js9d7h6s2c KcTs6d4h2s Jh7s5d2s2h 
Js8h7d6d3c Qc7s5d3d2c 8s6s5c4s2s Jh9d5c4d3d 
Jh7d4s4d3s Ac9s4s3c2c QdJhJc7s2s Qd6s6h3h2d 
Ts7c6h4c3c JsTs7s7c2h Ks9s9c6h2s Qd9s8c5h2h 
Qs9d8h5c2h Qc9s7h5c2d KhTc7s5d2c Qc8s7c4s2c 
8d6d6c4h2s Qc9d8d5s5d Jh9h8h7h2s Kc7d5h5c2s 
AsKs9s4s2d QcTc5d5c3c KcQs8s3h2h JhJd5h3s2c 
Kh8s7h4d2c Qs9c7d5s2h KhQc7s4d2h KhTh7h6s2h 
Kh7d6s6c2h AdKs9h3h3c 7h6s4d3h2d 8s5s5d3d2h 
Kc9c7c5h5c Qh6d6c3d2h KhTh4s3c2d Js8d4h2s2h 
QhJc3s3h2d Jc8h7c4s3d Js6s5d3d2d KhQc8c6d2c 
Tc7c5h5c3d Td9s6h5h2c KsQd7h6d2d Jc8c5c4d2s 
AhKc7s4d2s Qs7s5s4d4c 8d7s7d3d2s JdTd4s2h2c 
QcJh9s4d2s Jc9s8s8h2s Ad8s6s5c3h Qc9h8h3d2d 
KdJs8h7c3c As7c6h4d3c AcJd6s5h2d KsTs7h3d2c 
AsKh7d4c2d Ac6h5h4s4h KcJd8s7h3h 8d8c3h3c2h 
Th7s5d4c3s QhQd7d4c2d 9d7d5d4s3d Ad9h8h6h2s 
KsQd7c2d2c Tc5c4s3s3h ThTdTc7d7c Td8s5h4c3c 
