Ac8h8d6s6d 
JhTs4s4d2h QcJcTc5s5h JcThTc6s3c Tc9d7s6d2s 
TsTc7s7h3d KcTs9h8h5d Qc9s9c4s3s Ks9s7d6h2h 
QcJd7h6c4s QdTc9h5h4s AsTd8s6s2c QsJc7s5s4d 
AsQh9d5h3c KhTh5s4d4c QhTd8c2h2d QhJd6d6c2h 
QcJdJc8s2h QhJh8s7d2s KcJh8h5d2d Ah9s7s6c5s 
Td8s8c6h5d Ah9s6c4h2c Jc9s8s6s5h Kc7s6h5d5c 
Jh8d8c4d4c 9c8c7h6s6d QsQc7s3h2c AhKsQh3h2h 
ThTc6s6d5d 9c7d6c5s4h AhKhTh7d2h JcTs9h5s3s 
8s8h7d6c4h Js9s9d7h2d KsQh9c4s4c Jd7h6d5h3d 
KcQcJc8s5c AhTs9d4d2s As8h6c3s2c 8d7h5c4c3d 
AdQdJc8d3d AsJh7s7d2c KcJc8h7c4d 9d6s5c4s3c 
AsTs4c3h2h Qs6s6c5d3d TsTd5d4s3d Td9h8h6h6c 
AcQd7c2d2c QhJc7d4h3d Js8d6s5d2h QsTc7c4h2s 
Qd9s8c6h5c As9s8d7s2c AdJc7s5s4s KdJh8h4d3d 
QdQc9h6s2d 8h6s5s4d2d 7h7d5s5c4c AcTh9d4d2h 
AsQs4s3c2c Jc8s7c5s3c Qs6s6d5h3h QdJd8h7s4c 
Qs8c6h5c3h Tc9c5h4d3h TsTc9h5d4c TdTc7h6d2c 
KhJc8d7c4s Qd9h7h6d2c AsJc8h8d4h As7h6c5s2d 
KcQdTd6s2h Jh9s5d4s4d Jh9s7s4h4d AdJc9c6s5c 
KhTs6c4h3d QdQc8s6c3h KsTs8h3h3d JdTd5h5c2h 
9c6h6c5c4h KsTh8d6d4d QdQc5s4h2d Qs7h6d5s4c 
AcTc8c4h2d 9h8d7h7d2s AcJs8h5h4h AhJh9h7h4d 
Th9h5c4d3c Th9d7s3h3d Kd9s6s3d3c Jc8c6c5s3s 
Jc9c8h8d6s KdJdTh5c2d 8s8h7h3s3d 9h8s5s4h4d 
Jd9h9d7c2h Ah9d5h4s4c 8c7s6h4s3h QsTh9c8d3c 
QcJc9c7s7c Jc8h7c6d3h JdTc9c8h4c Jh8h7h6d5s 
Jh9c5h5c3c AdTd6c5h2s Qh6h6c5s3s Ac8s8c3h3d 
Kc8s7c5s3c JdTs7s7c4s KhQd4c3c2h Qd8d7s5c3c 
Jd9c7d5h2c KcQh9s7d4c KsQsJs8c5s Jd8c6h5d3c 
Jh9s9c6h5h KsQhJc8h4h 8d8c7s6h4s KcQs6s3c2s 
9c6c5s5d3s Kc8d7h4d3c QhTd7d4c2h JcTh7c5h2c 
AhKd8s2s2d 8h8c7c5s5d JcTs9c8d4c QdTd9d8c5d 
AcQhJd8d3d AcJh8d6d5d AdJhJc5h3h Ah9s7s6h2h 
KhQd9s4h2s KsKd8h5h2c Ah7h4c3h3c QhQc7d7c3s 
AdKhJh6c2s QcJhTs7d3s Qh8d8c5c3h AsQs7s7c2c 
AhTh8c5s2h Jh8h7d5d2c Kc9d6d3h3c KcJd8s6d5d 
Td7s5d5c4s Kd9h9d7c5d QdJc9h8d2s 8s8c5d4h4c 
QdJs7d4c3c Js8d6h5d2s AcQc7s3s2s JhJd8d7d4c 
AhJsJc7c3c KhJd9c3h2c Tc9s5s5c4c AcQs9h3s3h 
KhKc8d5d2s TsTc7h7c3d 9d8d7d6s5d 9c8s8d6d2s 
Td9s5h4d3h 9s8h7c5s4d AsJh9h6c5h JhJc8c7d4c 
KcTs5c3s3c 8d5h5c3d3c KsJs8d4c2c Qd9s9c8c4s 
QcJs8s5s4d Ac9d8s7c3c KcJs9c5h4c Td9d8s4h3h 
JhTc9d5s3s Jc9s8s4h4c As5d3h2s2h QcJh6s5d3h 
TsTc6s5s4d KsQh8c5h4d AcKs5d4h4d Th8h8d4c3c 
9d8d8c7s6d 7d7c6d5h2c Th9d8d5s2s JdJcTc3h2s 
As9s8c7s2d KsQhJh5d5c AhKcTc8c2c 8h7h5c4h3c 
ThTd7s7d3c Jc9c8s8h6d Qd7d5s4c3s Tc9h8d7h5h 
Qc8d7h6h5s Jd9c8c6c5s AdJd5h5c4d Js8c5c4s3d 
JsTc7s5s3h AdTc8d5h2d AcJh5s3s3h Ac6d5c4c2d 
AsQdTh7c2d As7c6h4h4c JdTc7s7d2c KhQs9c7d4h 
AcJs9s6s5d Jc8h8c5s2s Th8c7s6h2s Ac9c7d7c4h 
KcQh7s6d4s KhKc6h3s2h 8c6s6h5c3h Th8c7c6d4c 
QcJhJd4d2s KhTd8s6c4s JsJd5s4h2h Kd5c4s4d3c 
QhTs8c2s2h Kd8s7s4d3h Kc9h9c4h3s QsJc6h5d3c 
JhTd7s7d4d TsTh9d6s4s 9s9h7d6s2d QdTd9c8d4s 
Ac9h6d4c2d JsJd6h4s2d Jd9d8d7s2s KhKcJs7s2s 
9h8s8c6c5c Kd8d6d5s3s Qs9d6s5h4c Td9s8d4c3c 
AsQc8s6s3d QdTc9h6h3s Qh7c6s6c3h AhKdJd7s2d 
Kc8c6d4d3s QsJcTd7d3h QcJcTd7s3c Qs8s6c5h2c 
QcJc6h6c5d AdQs6d2s2d Tc9c5s4s3c 9h6c5c4h4d 
AsKc7h7d3c QdJc8d7d3c JcTc6d4h2d QdJc6s6c5c 
As9h8c7s3s QcTd9s7h4d QdTd9s8d4c KcJd6c5s5c 
KcTd9c8c2h KsJc7s5s5d AcQc5s3d2h JdJc8s7s4h 
Ah9d8s5d3s As6c4s2h2c QdJh8c7s5c Qd6h6c5s5d 
QhTs6s5s4c JsJc5s4h2h Td8d7h6d6c Qh9d8d7d4h 
AdJc7h4d3d AsQdJc4h2c AdQd6s4d4c Qh9d6h5c4s 
Kd8h6h6d3c Ac9c8h6d4c KsQs7h5d5c Ts8d7h6s4s 
Jc9c5h5d3d 9s6s5d4c3c Ts9s7d7c6s KsKh8c6c3c 
AhJsJc9s2s KsTh9s8s4c AcThTd3s2c QhTd9h5s3h 
Jc9h6s5h2c KsJs9d2d2c KsJdTh6c3h KsKh9h5h2h 
Jc9d6s6c3d QdJs8c7c5c QsQc5d4h2s Th9d9c5s5c 
Kh8s7s4h3c As9s7s7h4d AdQdJh5d2d 8s6h6d5s3h 
Th8d7h7d3s AsJh7c5c4c KsTd8c5c3d KcTd8d7d5h 
Ad7s4s4d2s TsTd6s5s4h Ah9c7c6s5c KdJd6d4h3h 
KsQd8c7s4h Js9d8h6h3d Td8c6h5h2d Ah5d3c2h2c 
KdTd9d5s4h Kd7s5d3s3h AhQs9c4h2d KsQs5s4d3h 
AdQhJh9h3h KdThTd7d3s KsQc9h6s4s TsTd6h6c5c 
KhQc7c4c2h AdTd5h5d4c KsTh6s6c5s Kc8s8d7h5c 
TsTc9h6c4c QhQdTd3d2c AsQdJc8c3c KcJc5s5c3s 
9s9h5h4h3s AcQs8c6c3d KhJhJc4s3h Qs9c6s5h4d 
AdKs8s7s2h QsQh7c2s2c KsKhJh8h2h KdQsQc9h4h 
QcTd9h6h3s AdJh9h6h5s JdTdTc8d2s Ac9s7s6h5s 
Kd5h4s4d3h KhKcTd3s2s KdTc7h7c5s KcJs4d2s2c 
KhQhJh8s5h Td9d7c6s3h KhKd8h4s3h 9c8c7c6c5d 
KhQc8s2h2c AcTc6s5d2h 9s6s5d4h3h KcQs7d7c4h 
AcTc5d5c4s Jc9c8c7h7d KcJd5c3d2d 8h8d7h4c3d 
KcTh8c6d3s Qd9c8h7d2c Qh6s6d4s4d Ad9d8c6s4d 
TdTc7h6c2d QsTc8h2s2c KsQd9c7d5d AdQh8d6d3c 
8d8c5h4h3d KdQh9s4s4d QcTd6d5s2s JhTs8d3s2h 
KhTh6c5c2h KdKc8h5h2s QcJh9d5h4h KsJs8h4d2h 
KsJdJc8s3h AsTs8d5h2s JhTc9c8s4c Kc6h5d4s3c 
KhTh9h9c3d Kh8c6h6c3s AhKd5c4s4c AcKc8c6h2s 
Jh7c5h4s4c JcTh9c7s3c Qd8s8h7d6c As9s5s4h3h 
QdJdTd8d5d KdTc6s3c2d 7h7c5h5c2h Kh7c6h6d4s 
QdJc6s5h3c Jh8h6s5c2s Qc9c8h8d7c Ah6s5h4h2s 
QdJdTd4d3h 9h9c7d6h2d Ac7s6h3c2s Tc9h6s5c2h 
AcTh8c6c2d Ts8c7d6s2d AcQc5d3h2s 8d7d6c5c2c 
AhQh7c4d3h Th8d8c7c2h JsJhTh4d2h 8c7h7d6s5d 
KsKhJc7c2c JcTh7d6c2d 9s9d7c4d3c AsQsJs4d2s 
Jh8d6h5d2c AsQsJh7s3s Kh5h5d2d2c QhTd9s5c4d 
Ad8s5s3d2s Qs7s7d6d3h 8h8c7d5h2d Ks9d5s4d2h 
KsKh6s3d2s Jc8h8c5h3h Kc9s6s3h3c Jc8h8d4h4d 
KcJcTc4s3c Th8c6s5c3s JhJd7d5c2c AhJsTc7d2c 
TsTd4h4d3h Tc9s6s3h3c Ad9s5d4s2s Qs7d6c5s4h 
Qs8h8c4s4h Qd9s6h6c5d QdTc7h4h3c Kh7c6h5s3d 
QhJh7c5d2d TsTc9s3h2h 8s6d5d4c2c KsJh8h5c2c 
QdJd8s8c3c Td9h9d3s2h AcQhTd7h2s AcTh9d5h2d 
QsJcTc5d2c KcJh8s5h4d KcQh7s7c5c As9d7s7h4s 
9s7h6h5d4c KhQh9c6h5h TsTh6s5s4c KdJh8h5s2s 
Qh9h9d8d2h AdKs8s7s2c 8s8h7s4d3d QhJd7c6h4s 
Ac9d7h6d5d AsQc6d6c5c QsJsTc7h3s 9d6c5c4s4d 
JsTh9c8c3c AhKc9d7d3s KsJcTs4s4h Kd7d6c5c2c 
8h8d7c6s4h 8d7h7d5s2h QcJd7h6s5h Ad4h4d3h2h 
QhQd8c5h2s KcTd9c5h4c AdKhKdKc5s 7h7d4c3h3d 
KhKdKc4d4c KsQcJc5c2d Tc8h7c5d3h Js9c8c6c5d 
Kc8c6c5h4s Qd7c5s4d3c QcTsTh4s4d QsJh8s7s6s 
AsJh7s7c2d Tc8s8c4h3h Ac7c6d4h4c KsQd5d5c2c 
ThTd9d8c5d Th7d5h5d4h KcQs9d7s5s Jh8c6h5c2d 
KdJc6d5s5d QsTd7c4c3d JhJd7h4d2c Jh9d8d7h3h 
9s9d5s4s3d QhJc5c3h2h QsTs9s6d4s Qd9s8s8d4s 
KsJd8c5d4h KdQc9s7h4d 9h8d8c6c5c AsJdJc7c3c 
9h7s5s4h3h Qc7s6d4d4c 9d7h6s4h3s 9h8d7d7c4h 
JhTd9h7h4h Qc6h6c5s3s JcTh5d2h2c AsJhJd9d2d 
QcThTc8c5c As9h9d4s4c Qc8s7d6s5h Td8c6d5c2s 
9c7s6d3d3c 9d8h7s7c6c Ac9s8h5s3h AsKcTd8d2d 
KdJc5s5h4d Kc8h7h4c3d QdJsJh4s2c KcJh7s7d5h 
QhJd8s5s4c Th9c5c4s4h Jd8c6d5c2h KsJd9c7s4s 
Ah8h5s5c3d KsKhKcJs7h Qd7h6s4h3d QhJd8s8c6d 
AsKs9s5h3s 9d8d6d5s2s QhJc9d9c6c JhTd9h7c3h 
Qd8s8c5c3d QhJh6c5h4h QcJs8h7h5h Tc9d6h5d2c 
JsJc9h7c3d AdQc9s5c3h QhJh6h6c3c KcTd8h5h3d 
KhQs9d6h4h 8c7s5s4s3c JcTs6h5c2h Kc9h7h5c2h 
Jh7s5h4s4d QdTs9c5c4h QcJdTd5s2d JsTh9h5h3c 
Kh7d6s5h5c Ad9h7c6h5s Kh9c6c3s3h KhJs7s6d6c 
Qh9s8h5s5h QsQhTh3h2d Ad9s7d6d2s QdQcJs9h2h 
QcJd7s5c4c Ac8h6h4c2c Td7s5d4s3d 8c7s5d4d3s 
Qc9s8c6c2s QdQcJd8s2d Ah9h8c7h2s Qd9c8s6s5s 
9d8c7d6s6h Jc9c8h7c5c AsJh8c5c4c AsTd8c7d3h 
JcTs6h5s2h Jc9d8d8c3d QcJcTh7d3c JhJd9c7s3h 
KcJs8s5h2h QsTc9c3h2h KhQhTs7c3h QdJhTs7c3s 
QcJc8h5c2h Qs9d9c8d4c QdJd9d7s7d KcTc8d6s3h 
AcJs8d6d5d KhQhJh8c5h AcJc9d7c3c KhKd6c4s2s 
KsTh6d4s3c 9d6s6h3s3h 8s7h6h4d3d 9d6h6d5d4h 
KsQsTs6s6c KdTh8h3d2c KdQdJs4d2c AhQs8h6h3d 
Qd7h5c4h4d Jh9s8s8h3h QdJh9s5h4h 9d7c6s4c3s 
Js8s7c5c3c QcJs9h4s4h Jh9s8d6d3s Jc8d6h5d2c 
9d7c6s4s4c AdQhJh6h3s KhQd8s5s2d AhTh8h4s2d 
QdJh6s6h2d QsJs9s7s7d AhTc8h4s3h Qc8h6h6d3c 
Ad6s4s3c2d KdQs7d7c5d KcTh6s3h2c Kh8s7s7d4d 
Td8s7s6c4s AdQh9s5h3c Jh8h7d5d3d 9s7c6s5d4h 
KdQs6d5c3d Kh9s9h7d5h KsKc8h6h3h Jd7s6d5s5d 
9d8s8h5s2d Qc9s5c4h3s AcQc7h6d2s Ac7d6d3s2c 
Qs9h5s4c3c QdJcTd4d2h KcTh8d6c3s Js9s9d6d2h 
Js9d5h4h4d Qs9h8h7c5d AdJh7s4d3d Td8d7h6h2c 
As9h7h6s2s KdQdTsTd3d KdJh8h5c2c KdJd8s4c2s 
Qs7s7c6d3c QsJcTd7h3d Qs9s9h5h2h 9c8h6d4d4c 
Ks7c6s6h4d Ks9c7s6s6h KsJs7d4s3d Jd7s5c4d3c 
Ks8c6s5h4s As7c6h5s2d 8s6d5s4d2s Th9c5d4c3h 
Jh9c6h5s2c KcTc7d7c4s KsQd6s4h3c QsQd9c5c3c 
Jd9c7h5d4s KhQhTh9h4s AsKhJs6c2s JhTd7h5h3c 
KhTs9h6d2c JdTd5s4s2d JhTs9d8d3d Ah6s6c3c2h 
QhJc6d6c2h KhKd9s9d9c QsJcTc3d2h Jd8s7h6h3d 
Ts9h8d2s2h QdTc9h3h2c JsJh9d5c4d Kh8d7s7h3d 
9h9d8h7s2s Tc8d7d6h4d Jd9c7h4c3d AcTs9d5s2d 
9h9d5d4d3h KsJc9h3s2h KcQsTd2h2c Qh9d8s6s5s 
8h6s6c5h3c AdTc9s8s2h QsTc9d9c2h KhTc8c6s6d 
9s7s6h4c3c AhTc3c2h2c QhTc7s4c3s Qc8s8d5s3c 
TsTh9c6s3d QdTd9d7c4h Qs9s9h6h2h AcKdJd7h2d 
QcTh7s4h3s KhQhJd4s4h QdTc7s4c3s Jc9d6c5d2s 
KsKh7c5c2d Js9c8c4s4h Td8d7c6h6d Jc8d6c5d2s 
QhTc9s9h3h Tc9c7h6d3s AhTsTd8c2d QsTd8d7c4d 
QhTh9c7h5h Th8c6h4s3s JhTs8c3s2h 9d9c7s7h4s 
Kc9c7d6h2h KcQhJd6s2c 9s8c6h4s4h Jd9d8d6c3c 
AcTh8h6h4d AhJhJd8h2h 8s6h6d3h3d Kd9h8s8c7s 
KdJh7d6d5d QcJc8h7d4s Ks9c8s8d5h Kh6h5s5c2s 
QhQc9s8d4d Ks7h6d5s5c As9s8s8c2d Qh8c7s6d4h 
QsQcJs6h2s AdJs7d4d3c QsJs8h8c3c Tc8s8c4d3d 
AsKdJd9d2d Ks9d5c3s3c AhKs8s7d3s Js8s8c5d2c 
AsJc9d5h5c AsKs6s6c4s 9s9c6c5c3h As7h6s3h2d 
KhJh9c2d2c JdTc8h8d4d AhKcJc7d2c 9d7c6c5d2h 
QdTd9d8h5d QsJh8c6h4d AcTd9s5d2s Kd7c6d5h3s 
KcTc7h7c4d Th9s7d4s3d Ac9s8s8h2h 9h6s5s4c3h 
QsQc9h8d4d AsQsJc7s3s KcQdTc9c5c Ac7s6c3s2d 
Qh9h6s6h4s Qd9d8s8h7d Th9d5d4h4c Kc8s7s4s4c 
AcQdTd6s2h QhJhTh7c3s AcQcJs5c2c JsTd9s7c3s 
KdKc7d4d2s QhJd4s3d2h ThTd6s6c4s JcTc5s5h2s 
Kc8h7d4h3c Jc9c8c6h3h 8s8c5s4h2h KsQh9h3s3h 
KcJd8c6h6c JhTs9s5s3d Ts8h8c7c3s JsTd9c5c3c 
KsQh6s4d3c JdTs7d5d3h 9s8h8c5c2s Qc7c6s4s3h 
Th7c6h6c3s 9s7h6c4c3h Jh7s6s6h4s JsTd9c5h3h 
KsTs8c3h3c Kd7c6c4d3d Td9c8h7c5c Jh7h7c6c3s 
9s7h6s4h3c KsKc7s4s2h AdJsTh7c2h AcKcJc9c4c 
AhTd9s4s2d 9d7s5h4d3h KhQd7s6c4s 9h8s7d6s2d 
Jh9c7h5d2c Js9s8s7c2c AcQdJh4s2h QhJs8c7d5c 
Ah8h7s4h4c AcJs9s6h5s AcJhTd4d2s KhJh7c4h3c 
Jd9s7d5h2s Ts9h6c5s2h QdJh4h2d2c AdTd8d4c2s 
Ah9s9h8h2c 9c8h8d5h2c KcJc8s4h2s QcTd9s5s4h 
9h8c7h7c2d KhJhTh4c3h TdTc5c4h3h Jd8s5s4d3h 
KhJd9c6c2d KcTh9s9c2c KcTd8h6h4h KhKc8s6d2s 
Kd8c6c4s2d 9d9c7s4c3s Ad5s3c2d2c QhTs9d3d2s 
KsTs8c6h3d KsJh9h5c4d AhTd8s6c4c Jc9c8c7c6h 
JdTh6h5c2c AdTd8c4d3h 9d6h5s4h3s QsTs9s7h4d 
Kc9h6h5s3s Ks9d8s6d2s AdQc7d2d2c Ac7d5s4d3s 
QhJs7c6h4d AdKd8d6c2h KcTc7s7h2h Qd9s5s5h3d 
KhThTd6s2c AdJhJc9h2h KsQhJh7c2c QsJc6s4c2s 
Ac8d5d3c2d KhJd6h4c2c KhTs8s3h2d Js9h8h6h5c 
AdJc8s5s4s KcTc8d8c2d Ts8s8h5h3h Jd7h7d6h3c 
QhTc9s6d2h 8s8h5h5c4h AcQd8s8h2c JsJd5d4c2c 
Th9h6s5s2c Js9d7c5h4s KdQc8s7s7h Ad8c7d3s2s 
AhJc7s7h2d KcJc8s6s3c QcJs9d5s4s Ah7h6s3d2d 
AsQdJd2h2c QsJdJc7c4c AsTd9c5c2d QsQd9s8s2c 
QdTsTc9c4c Qh8s7d5s3h 8d8c6s4h4c Ah8h7d3s2d 
Qc6h5h4h3c JhTc6s5h5d Js9h7c4h3s AcQs7c6d2h 
KdQs5s5h4c JhTd7h5h3s AdQsJs9s3s Ts7c5s4c3s 
Ks7h6c3s3h KcJs6c5c3h JhTd9s5c3c KcQcTc9d4c 
Jd9s6c5d2s Ad9h8d7c2d Kh7s6d5h5c AsKd7d6h3d 
AhKs8s8c4s AcTh8d6s4s QhJs9s9c6s AsQcTc6d2h 
Kd8s7s7c4c Jc9h6d5c2h As9h7c6d5d Qc8s6s6d3c 
Qd9s9h6s5c 9s8d6s5s2d Tc9c8s4d3d KhQhJh9s2d 
Tc9d5c4d3s QdTc9s7h4c KhQs9d6c4s KcTc8h8c6c 
QcJh6h6d2c KsJs8d4h2d KsKh7c5d2c KhQs6h2s2d 
Td8s7h6d4d Ts9s9c4c2c KdJh8h4h2d Qc9h5s5h3c 
KhTs9d4s4d 8h7d5d4d3h 9c7h6d4h4d JhJdTd8s2d 
8s8h7c5s2h As9h8h8c2c Qd9s7s6d2h QcJhTh3s2d 
Ah7c6h3c2s AcJd9d8d4h QsJc9h8s2d AhQdJd5d2s 
Qd8s8c4d4c 8s6s6h5d3d QsTc6d3d3c Ac9s8d4c3h 
Td9d8h5h2d KhTc7h5s5d Ts8h7c6c5c AdKcTh5c2c 
KdTs5d3s3d Qd9c8s8c7c Ac6h4h3d2c Qs9h8c7s2h 
JhTc9d8d3d KcQh9d6s4h KdJs8h6s5s AhQs7h6d2c 
7d7c6s6c3h KdTd7c3h3c Jh9c8c7d2d Tc9c6d5h4s 
Jd8c6s5s2d JhTh5d4d2h Qd8s8h7s4h AcTd9h4h2d 
Jc9h7d6s6c Th9h8h6s2s As7s7h6h2s QhTh9c6s2d 
TsTh9c3c2s Kh9s9d5s4d KhQh5h4c3d ThTc9s5d4c 
KsQsJh4s2c KdJs9d5h4d Ks7s5c4s4c JdTs8h8d4d 
JhThTc6s3h Ah9c6h6c2h QcTd9h5s4d 8s8d5d4c2c 
QhJhJc8s2d JsTc8s8h4s Jh9d8s8c6h KhQs8c2s2h 
QsTh9d9c5h Th7d5h5c4d KcQhJh7d2d ThTd9s5c4h 
Jh7d6h6d4d QsTd6d5h2h AcJh7d4c3c KdKc7h5h2s 
AsJsTd5s2s KsTc8d5d3c KdTh9c8c5s KhJdTh5s2h 
Ad7c4d4c2c AcJcTc2d2c AhJsJc5c3c Td9d8s8d6h 
Kc9h9c8h2c Qd9s9d4s3s 8h8c7h6c2d AdTc8s6h4s 
QsJd8s4c2c AhTd8h5c2h AsKd5c4h4c Th8h6s5c2c 
QsJd5d3s2s QcTc4d3h3d Kh9s9c5h2s As8d6d4s2s 
JhTh7h7c5d QcJdTd3s2h Ts8c7c6c5h KhQh6s6d2d 
Tc7s6s6c3h 9c8s8h6h5h Ac9d8h4c3s JsJd5d4h2h 
QcJc8h6c2h KcQs4d3d2c QhJs9c5s4s 7s7h6h5h4c 
JcTd7h7d4d AdQcTd5d2d Ad6h5d4d2h AcJs8h7h4h 
KsTd8h6c4h QsTd9h7c4d Ac8h7s7d2c Qd9h5d4s3s 
Td9h9c6h5h Qs9d8h7s2d KhJd8c7d4s KhTs9d7s3c 
Kh7s6h3s3d Ad8s7h7c2d KdTd9s9d3h Ah7s6d5h2c 
9c7s6d4s3d AsJc9h8c4c JhTs9s8c4s AdJs7c4d3d 
9d9c8d6d2c Qh8s8c4s4h AcJc9c7c4h KsTh9d7c2s 
KcJd3d3c2s AdQd7s4c3d KhJc9h6s6h KdQhJh7s2s 
Kh6c5s5h2c AsTd8d6d4c 7h7c6h5d2c JhJd7s6h4h 
AdQs9s7h4c JsJdTd3c2h QsThTd4h4c JcTsTc8c4c 
Td9s8h7s5s AcKcJc2d2c JsTsTc8s4s Td8d7c6c2h 
Ks7h6s3h3c KdJh7d6c3s 9s9d6d2s2h Qc9s9h7s6s 
KsKc8s4d3s Jd9s7s4h4d Kh8h6c4c3s Td9s5h4h3d 
AcTh7d6d4s AsQd9d6h4c AcTs8d6h4d AdTc9h5h2c 
JhJcTs3c2d Qs8d8c5d3s KhJd8d4d2h As8d8c6h6c 
KsJc6s5s5d Qc7h6s4s4c 8d7s7d5h5c AdTs4d4c3h 
Jh9s8s8c3c 9h8c7h5d2c AsJs9c5s4s Kh9c8s8h5d 
9h9c7s7d4s JhJc9c8s2d Jh9d8h7d2h AsQsQhQd8h 
8h8c5h4h3c Jh9s7d7c6h 9d7d6c4h3h KdQsTc8h3s 
QsQcJs7s4s Jc7d5s4c3s AdTs9c5s4h AcKsTd5s2s 
7s6c5c3s3h As7h5c4h3c 9d8s8c6s5s Ah9d7s6d5c 
QhTh7d6s3c KcTd8c6s3h Ks8c7d4c3s AcJs8d7d4d 
KcTd7c6h3c QcTsTd8h3c Ks7s5c4c3s KhJsTh4h4c 
Kd9h9c8s5d JsTc9d7h3h Jh8s8h7s2d Qh9c8h6h2c 
QcJcTc7d3s 9s7d6h5c4c JcTs9s8s3d Jc8s8d6c5h 
KsKhKcJc7h AcJh7d6d5d Qs8s6h5d2h AhTs8d6c4c 
Js9s5h5d3d Th8c6s5h2c AsTc8d6h4h AhTd9c8c2s 
AhKs8s7c3s 9h9d6h5h3s QdTd5c4s3h KdJs9h8c3d 
JsTs5s5c4d KsQd6h5h4h Td9c8d6s6h AdJc8s6s5s 
QdTs7s4c2d 8d7s5c4c3d AdTc3c2d2c JcTh9s8c2c 
KsQd9h6c4d JhThTc8h4h JcTc7d7c4s 8h8c5s4d4c 
KsTs8s8d6s QsTs9d7s5s QdTh7h4c2d Jd9s6h5s2d 
KdJc5d3c2c Kc5d5c2h2d KsQd8d6c4h JcTs7c5c3h 
KsKd6h4c2c QdTh9d8c3d AhKdTc8c2c Ad7c6s4s4c 
JdJc9h6s3c Qs9d8d7h4h Tc8s8h7h3c KhJc7h6h2c 
QcTs6s5h2h 9h9d7h7c3s JsTc7c5h3d AhTs9c8c2d 
KsQs9c6s5s TdTc6s6h4h JdJc7c4h2d KcQd4s3s2c 
Jh8h8c5s2s Qh8h7s5d3d QhJd7h7c3c KhKc7d5s2d 
AhQsTc4d2s KdJcTh6c3s Qs7s7c6h3c KcJc8s4d2s 
Kd8c5d4s3c Ad7c5c4d2d Jc8s8c7s2d KsTsTc7s3h 
KcTh9c8c4s Ts7s5c4h3h AhQh8d6h4h AhQd8h6h3s 
AsQh8d8c2s Jd7c6d5d5c 9c7d6s4s4d 9h8s6h5h2s 
Ah5s3c2h2c KdJs8c5h4s Ah9d6c4s4h Jd9s9d8h5d 
KsKd8h6c2h AcTc4d3h2h KsKc6d4h2h Kc8d7s4d3c 
9d6d5h5c3h Ah8d5h4d2h QcTs9d8h3d AsQcTd4d3d 
QcTs9s3h2h 8c7d6d4h3h Jd8c5c4d3h Th9h9c3d2c 
QsQh8d5h2c JdTd7s7d4c KsKc8c4d3c Th9c6s5h2c 
AdJdTd4s2d AcJhJd8h2s JhTc7d7c4c QhQd7d3s2h 
Ah5s5d3s3d Jc7d6d6c4d Jc9d8d7c3c KsTd8d5c3c 
QsJcTh6d3d Td9s5c4s4c 7d6h5c4h3s AdJhTd7d2d 
QsQhJs8d3s AcTs9d5s4h Ah9d9c4s4h Td9h8s5s2h 
Tc8c7d6d2s TdTc7s4s3d KsQsTd7s4s AcTc8d6s2c 
7s6c5c3s3d Ac9d7c3d2d QsTc9h8c2d 9s5h5d3s3d 
Ts8d7c6c5c Jc9c8s7c5c Qd6s6d5h3h QcJs5s3c2c 
JcTs7s7h4s Ad9s7h6c5c QdJh9d8c2s AsTs8h5s2d 
AdKdJh5d2d Th9s7s4h3h Kh8d7d5h2d QhJsTs5c2s 
KcTd9s7d3h Qh8s8d7h6c QhTs6s5c2c AhJc7d6d5d 
KhJh8d4s2d QsQh9d6c2s Js9s9c8s6d Qh8s8c7s4c 
QhTs7h5h4c KsQsQh5s2s TsTh7d6h2s KdTd8d6s5d 
As6h6d3d2s 8h8c5s5d4c KsKhKcJh7s 9c7h6h5c2s 
AsTd9h4h2d Kc5s5c2s2d Td8c7d5h3c QdTd9c8s3d 
AdKh5s4s4c 7h6s5s3h3c 9h8c7s5h4d Ah6s4c3s2h 
Ts9h7s5c4d QhTd7d6s6d Qh9s9h8s2h QdTc7c4h2d 
QsTh7s5s4d ThTd8d7d4c AhQcJc6c3s Qh8h6c5d2c 
QdTs9d8h4d QhJd7c5h4h Kh6d5c3h2c KsQhQc7d2s 
Kd8c5d4s3s KcJdTh6s3h KdJd8c4s2c Qs9c8h7h4c 
KdQcJh6s2d AdTs9h5s2h Qc9d7s7c4d AhTdTc3s3c 
KhJh7d4h3d KhKc8d6s2d 9s8h5h4s4c KsJh9h5d4c 
TsTh9h4h4d Kc5s4d4c3s KdTs7c4h4d QhQc4d2s2h 
As9d8s7c2s KdQc8c6s4h Jh9s9h6s2c Ad6d5d5c2c 
JdTc6s5h5d 7d7c6c5c4s 8d7h6c4h3c AsJc9c8c4h 
ThTd9s6d3c Ad9s9h7s6s KdTd7d5h4d 8c5h5c3h3d 
Qh7h6s4s3d Qd9h9d8d7d AsKcTd4c2c As9h8d8c7h 
9s9d7c6s4h Jh9c8c4s4h KhQs9c6d4s QhJs7d4h3d 
Qc8h7d5h3c Jc8h6c5h2d QsQh4c2h2d 9h6h6c5h4c 
AdQhTc6s3s KdKcTh3s2s KcQsJh8s4s Ac7c5s4c2s 
Kh7d6c3h3d KsJc4s4h2h Kc7d6s5h5c KsKh6d4d2d 
