QsJc8s5c3c 
Qc7d6c5d4d KcTs8h7c5d Qs8s8h7h5c JhJc9h8c4h 
Jh8d7d6h5h 8c7s7h6h5c AhTs9d7c6s Jh8s6c5s4h 
AcQc8d5s3h Ah9c7d6h4s Ah8d6s6h2s KhQcJc8c3h 
9s9h6s6c3h QsJdTh7c6c AhJdJc5h2s KsJd6c4d3s 
QdJd8s7h4s KcQdTh6d5d KdQs9h4d3s KsTd7c4s3d 
QsTc9d7s7h KdKcJd7h2s QsTs7d6d3h 9h9c6s5s4h 
AhQcJs7c4d JcTs8c5s5c AdKsTs6h6c QhJh9d6d3d 
KdTc8h7h3d AhQcTsTd5d 8c7h7c5h5d AsTd8s6s2d 
AhJd9d5c4c KsKd8c7d3h As7s7c6s6d JsJhTd9h3c 
AdKhQs4s3c AcJc4h4d3h Qd9h7s7d5s As9c8s8d3h 
AhQc6h4d2d KsQs7h6c3c Th8h7d5d4s QdJs8s6c4c 
Qd9h7c6h5c Tc9d8s7h6h AhKh9d6s3c AhKc7d5d2c 
KsKh9c5h3h AsJsJc9d4s Ks7d6h5s5h KcJs8s8h6h 
KcJsTd5s4h Ac8s8h7c4d KhJsJc7c3s AsKdTc6d4d 
QsJd8h6h6d Ah8h7d6h5c QdQc6h4s4c AsJh7s6s5c 
KdKcQd8h4d JsTs9h7d7c KcQsJcTd2c KhTs8c7c3h 
JsJc8h6s6d Ad9c6d6c4c Kc7h6h6c4s KcQdTd8d7d 
KhJsJd4d2s AcKhQh5s2d TdTc9d3d3c QsQdTh9s3s 
KsQcJh7c3h QdQc7s7c3s KdJsTs9h3c QdQcJs5s5h 
Ad9s9c2d2c QsQh5s5c3d AsJsTsTh3s KsQsQd8c2c 
Kh6s6c5s4h AdKsQs6c4s Ts9s7c5c4h AhKhTh6d5h 
JcTc9s9c5s Jc8h7s6h6c KcJc9s9h3s AcTh7d5h4d 
JsJh4d3s3h QdJs9s8s4d Ah8s8d6h2d KdTh7h5c4c 
8d8c7d6c4d Ah8c5d4d2h JsTh9s7d5c AcQd9d8h5s 
QsJc9s8s8h KcQhQc8d2d KcQd8c6s5h KsKc7h5h4h 
AcQdTd9d3s KhQsThTc3d AcTd9h4c3s QcTs8c7s3h 
AsQs9s9h7d KsQs8h6d5c KhQc9s9h4c AhQs7d5h4h 
AhQh9h9c7s JdTh9h9c7h AsTc9d8d6h KsJsJh9d6s 
AsKs3c2d2c KsJs5h4h3c KdJhJcTd2d QhTc8c7s4s 
AcQdJd8h6d As8s7h6d2d TsTh9s8s5h KhTh8h5c4c 
AcKdTc8c2s AsKc3s3h2h KdQsJh7h6c AhKcQs4s3d 
KsQh7c5s2h KsQsQd9c5s AsKh9c6d4s AsTd9c7d3c 
KhQhTd8c4s QsQd6d5c2c JhJc4d3h3c AhKd9s6h3c 
7h7d5h5d4c KcTh8d7d2c AdTc8c6d2d 9h9c8s8c4s 
JsTs7s7d5d AsJc7h6s5s KcTs8d8c7c QsJsJh7s7d 
AdQhJh6c5h KhQdQc6h3s JsJh8s5h2c Ac9s8s3s3c 
KcTs6s4d4c AdQcTd6s3d JcTh5s5h4s Ad8h7d6s2s 
AsQd8c5s3h KdQsJhTc4c KcQsTs3c2s AcJs6h5d5c 
Ad8d7d6c5h AcKcJc5s5d AdQdTd6c4d QsTs6d5c3d 
KsQdTh7s2h JcTc8c7s7h AdQd7h6d4c KhKdQc4c2s 
QcJhTs7h7d AhTc9s8s7s KhTh9s7h7c AdKsTd5d5c 
QhJc8d8c7s QhJdTs6s5c AhTh9d3d2d JhJc7d6s6c 
AcQc6h5d3s QsTh6d5h5d KcQs8d5d4s Jh9h7s7c5c 
QhTs8c5h3s AdKdQcTd2d JdTs6h4s4d KdJs6d4s4h 
Ah8h8d4c3d QdJh8d5s5h QdQc5h3d2c 9s9d7s7h3h 
AdKdJc7d3h AsKcTs8s2d As7d6h5s3c AdQdTc6s3d 
AcKh9d6c3s AcJd9s8s2d KdQc9s5s4c Th8s8c6h4c 
As9d6s6c3d Ac9d6s6c3d AdJd7h7d5c QdJhJc6d5d 
As8s8d4h3d JsTs9c5c2d KsTc9c8h8d KdTd7c5s5c 
QdQcTs9s3h KsJd8d7s3c JsTs9c7s3c AsQd7s6c2c 
KcQdJc8d3c QcTh9s7h6d AcKcTd6c3h KhQsQdJc2c 
Ad9s7h6c4d AcQdTc7h3c AsTs5d3d3c AcKs9d6h3c 
Ah9h8h8c3c KsQs9h8s7c Ad6h6c4c3d AcTc7c6s5h 
KcQc9d8c7h KdJhTc4s3d KhJsJhTd2h QsJcTh5d3s 
Ts8h8d6h5s AdQc9c8s7c Ad9c5s5d3c AdTs8d5d2s 
As8c7s6d2d KdQsQcTs4s KsKd9s5s3h QhQc5s2s2c 
Td8h8d6d4h QcJsJhTd2s Kh9s9d8s8c Tc9d7d6c3s 
AsTd9c8c7c QhJsJd6d2h QsQh5c3s2h KdQsJc8h6s 
AcQd9h7d4h KsKhTh7d2h Ah9h9d7h6c Jc8s8c7h5h 
AhJs9h9c5h AsKs9s7h4c AcJhTs7d4d AcJsJdTs6s 
Ac9h9d6h6d 9s9c6h5h4s Qs8c7s7d6d AdKcJc7c6c 
QsTc8d5s3c AsTc7d6s5s Qc8h6c5s4h AcKd9h6s4c 
KdJdTc7d4s KsQsTh5c4s JcTh9h8s2s QdJdTd8c3c 
KsQc6s5d4h As9d7s6h5s Qc9d8s7s7d AdTd7h7c2h 
JsJcTh8c4d AdQd7s6d4c JsJd9s4h3d AcTd8h6c4c 
AcTsTd8s6h KsJc9s8h4h QsQhJcTd2d KsJsTh6h2h 
AhQsTh7d3h JdThTd6c3c Qs8s8d7d6d KdQhJh8h3d 
KhTd8s7s3h QdJhTd3h2d TsTd9c8h6d AdTd5s3s3h 
Jd8d8c7h5h AhQh8c5c2h Kc7h6d5h5c AhJs9h9d5h 
KcQsJhJd4d QsJh9s6c2h KdQs7d6h3h AsQs8d7h3c 
Qh8d7s6s6h QsThTc5c3h Kd9h8s8d5s KcJdJc9c7c 
JdTd8s4s3h AsTsTc6d3h KdTs9d8d4s AsQdJh6d5d 
AdQc8h8c4h AhJsJc7s6d QdJc9d7s6h KhJdTd6d2h 
JsTd7s6d3c KsQh7d5s2h KhQsQcJd2d As8d7s6h2h 
AhJsJd6d3s KcTs7h4c3s QcTs8d6d3c AhQc9s6h4d 
Ac9s9d8s6d KcTs9d5d5c Td9h8h8d6d QhTd9s7h7c 
AhTd9s4h3c KsQsTd5h4s KdQcJhTc4c KdJh9s9h5s 
AhKsQc4c3d KdQh6c5d4s QsTc9c4s3c JhTc7h6c3d 
Ah9h8d7h3d AcKd3s3c2s AsKdQd4d3c Ad9h8h2d2c 
AsJcThTc3c KcTs8d7c5h KsJs9c7c4s JdJc8c5d2h 
QsTdTc5c3d AdTd9s7h2c AcKc9h6s4d KcTd9d4c2h 
JsTh8s7c2h AsKd9d8c5d As8h8c7s5s QcTc9d8d2c 
AcQh5c4s4d KhTh8h8d7s Kc9d9c7h6s KsJsTd9s4h 
KhQd8s5s4d AhJsTs8s6s AsJsJc9h2s AcKcTd6c3s 
QhTd9c7d6s AdKcTd8d2h QsJd9c5d2s QdJs9c6h5d 
QdJsTs7c5h AcQsJs6h5s AdKhQd6c3d JcTs7c6s3d 
KcQhJd5c4c Ac9h5s4h3c KdTc7s4s3d AdQsTs9s3c 
Jc7d6d5c4h AhTc8h5d4h QsTdTc7h6c AdQd8c7h3s 
Jc9d8s8d6c QsJhTd6c5d KhTd7c4h3d KsKdTd7c2d 
AhKcTd8c2s KhJcTc9s3d Ad8d8c7d5h Tc8s7h5h4c 
QhQd9s9h4c KcQsJh7c2s QhTs6s4h3c AhQd9d8s5c 
JhJcTc9d6c JsJc9c7h4h Ks9d6h5s3d As8s8h6c2c 
QdQc6c5s2s QsJs7d5d3c KhJhJd9s6h QsJs8d7d4c 
Kc9h7d5h5c KdJc9s8c7c QdJd9c6h3c Kc9d6c5s3d 
KhJsTc5s4d QsQh8c5h3c KsJh7s6s3h KhJh9s6c5d 
AhJdJc7d6s Ts9d7d6c3s Ah9c8h6h5s KhQd9d7d3h 
AhKdQd8s8d AdTs9s7c6h AsJcTh7d4d QdTd5h4h4c 
KhKcJc7d2s Th8c7c6h5c As8h5s5h4s Kc9d8d7c4s 
8s8d7s6d4s QhTs9s8d3d QcJd5s4s3c AcTsTc6h3d 
Kh9s6h5d3s AsQcJd7h5h AdQc8s7c5h ThTd6s5d4s 
JhTc7c4d3h Kd7h7d5s4s QhTs5h5d4d Jc8h6d5h4c 
8h8d5s4s4h Th8s8d6h5d KhTd5d4h4d KdTc8c7s6h 
8d8c7s6d4s AsKdTh5c3d QdTs9s7s6c Jd8c6s5c4d 
AcJd9s9h8s Ad7h6h5d2h AdQh9s7h4s QsQh8s7h3h 
KhQh8s6d5c 8s7s7d5h5d JhJd7c6d3h AdJhTd9d4d 
AsQd9h6s4c KsKhQsQdQc KsJc6h4c3s KsJsTc7h3d 
As9h8s6s5c AhQdJs6d5d Kh9d7c5h5d KcJsJd9h5c 
QdQcJs9h6s KhKdJd7s3d KsQdJh9h7h KdQdTd6h4c 
QdTh8h7c4c QhTs8d6s2h AsJh9s7s7c QsJdTh6s5s 
Ah7s6h5s2d QhQcJs4h3d KcQdTd6d5s JdTc8c5d5c 
Ah9c7h6d5h QsQd7d5c4h KdJs8d6s4d AcQs9d7h6s 
AhKh9c6h5d Jh8c7c6h5h Js9c7s7c6s KsKdQc9s3s 
QhJd8h5d3d KdQsTdTc3h AcKcJd4h3c JhJc7h6c3s 
QsTc8d6c2s AhQs9h9d5h KsQdQcJh2h AsJh9c6s4d 
QsTc7s5c3d Ad9s8d8c7d AcKdQd8s8d AhTd9c4h3s 
Ac8s7d4s3c AhKhQd9s3h AsQc9s3c2d 7d7c5s4s4d 
AcTsTd3s3d AdJh9s9c3d AhTs9d8s6c AdKdJd3s2s 
KsQhJsJd2s QdJcTc3d2d AhKdQs9c3d KdJc9d8c3d 
Ac8s8c6d2d AhQh9d6h5c Ad8h6h5h2d AhQs3s2h2d 
JdTc8h7s6s KcQd6s5d3s JhJd9s7h6h AdQd8c4c3c 
JhJdTc9s6s Jh8h8c7s5s KcQhJh6h5s AcJd7d5c2c 
JsTsTc4c2d AdQd9s6h4c KcQdJd6d5h AcKcJh7c3s 
AhKcQd9c3s JsJh9h7s2c QhJhTs6c5h QsJdJcTh2c 
AdKsQs5h2c QdJdTs6c5d KdTd9h6c2c AsKhTd8h2c 
KhJc9d5h5d Ad8h6h4d3c AcKcJc3s2s Kd9s9d7s3h 
KdTs8c7c6h KsKh8d7s3c QcJsTs9d5h KcQsJdTh4h 
Jh8d7d6h5d KsJsTs7d4c QcTd6d6c4c KsJhTsTd6s 
KsJdTh7d4c JsJh9s4c3h QdJh9h6d4h Ac9s6c5s5c 
QdJd7c6c4h AhJh8s7h2s QcTs9s9c2c QsQdJc2h2d 
AhKs8c5d4s Td9d6h5h4s AcKs8h5d4s JsJd9s8d3d 
KsQc9s9h4c JhTh9s7d7c QdJd8s6s6d QdTh8d6h3h 
Ah9h9d8h5c KcQsQc8h2h KhTd7d6h3h QdQcTh5h4s 
QsQd8c5c3d AcJh9s9d8h 9s7d7c6s5c KdTdTc5h4s 
Kc9h9c7h3s Ac9d8c4d3h Ts8s8d7d5c AsKd7h7d6d 
QhTc6c5h3c 9s7s7c6h5c QsJdJcTh2d AsKd9h6c4s 
AhTs7d6h5h Qd9d8s7s7d KdTd8c6h3h KsKcTc7d2c 
9s8s7h7c6c KhQd9d7d4h 8c7s7h6s5c AsQcJd5c3h 
KsQsJs6h3h Tc9s8c7s5c KdQsQcJh2h AdQd5c4c3d 
KdQs8c5c4s KcQc8h6c4h AdQd8h5c3s As9h5h5d3s 
AcJc7s7c6h KdTd7d7c5c KhKdQh4h2c Jh8s8c6c5h 
JcTd7c6d3s Ac9h8h2d2c KsKdJd4c2d AdKd3h2s2h 
AhKcQd6s6c KsQh9h9c3s AsJcTc8d3h KcJd8s7c3d 
AdKs9s8s6h AcTs9h8h6d Tc9h7c6h3d Ks7c6s6c4d 
KdJhTs4c3d Kh8d8c6d4h KsJs9h9d3d KcTd9d4c2s 
KhTs9d5h5d QdTd5h4s4h KcJcTc9d5s AsTh9h7d6c 
KdJsTs6s2d AhKdTh8h2c Ah9c7s6h2c KcQsJsTd5s 
KhKdQs8s4c AsJh7h6s2d AcKh7s7h6h KhKd4s4c3c 
KdQs8d6h5c QhJhTh8d3d Kc9s7c6d3d JdTs9h8h6c 
AcKs8c6h6c Ah9c5d4c3h Ac8c7h5s5d AdQh5d4s4c 
AsJs9d3c2d KcQsThTc2d AcJc8d5c2d JsJd7d4s4d 
7d7c6d5h4c AdJh9c8c2h KdQd9h8h2s KhKcTh7d2h 
KcJsTs6s2c Ks9s8h6h4d As9h5h5c3s AdJc5s3c2d 
KsJs9c8s8d AcKs8h8d4c KdKcTd6d2h KcJcTd7h4c 
KcQhTdTc2s QdTsTc8d6d AsQd8h6c5d Jh8s8d7h5d 
As9h5h5c4s TsTc6d5s4d KdQsQh6d3c AdKhQd5d3d 
AhKsQd6s6c QhQd8h4c3d JcTs9d8d6h KsKhQh8d4h 
QdTh9h7h6c KcTsTc7h4d Jc9d8h8d6c QsJd9s8s4d 
QhJhTd3s2s KcJsTc9c5d KcTh8h5s5c JcTsTh9s6d 
QcTd6c4d3h QhJdJc6h5h AsTs7h4d3c AdQs7s5d2d 
AhQsQh6h4h AhJdTs9d4d AhTh5s3s3d Ad9d8s7d3s 
9s7d7c5s5c QdTd9d9c7h AhJc9c5s4s KcTc9c7c6d 
Ac9s5s5h3c JcTdTc6s3s KhTdTc6c3d JhJd7c6s6h 
Qc9s7h7c5h AcQdTh4c3c KsQh5s5c2h QsJdTc8h5d 
QdJsTh9h5c 9d8d7s7h6s QhTh8h8d5d QcTs8h6d5c 
Qc9s8d7s7d AdKhQc9h3s QsJd7s7d5s Ac8s8c6h2h 
QsThTd7s3h 9c7s7h5s5c QhTsTh4s3s AdTd8s5c3h 
Ad8h7h3h3d KdJh5d5c3h KcJcTd9c4s AsKdQh4h3c 
Kh9s8s7h4d KdTc7s4d3c QdTs8h7c6c JsTs9h7c2h 
AsJd9d5h4h AcQdTs9h2d AdQcTh6h2c KhJs8s7h3c 
KsQc7s4h4c JsJhTh6h6c KcQhTh3c2c Ac7c6h5d2h 
JsJcTc6d6c KhKdTh6h2c AdKh9h8s5h QhQc8c5s5d 
AdKcTc8s2h AcTs7c6h2h JdTc9s5s5d QsJcTd8h5c 
KdQdJd6c3c KdQhJh7c5s Jc8s7h6h5s AcQd9c3d2s 
TdTc9h3d3c QcJh9h6c4h Ac7h6c5h2d Qc8s8c7s5h 
AhQdTsTd4d Ad8s8h6d2s JhJc9c4d3h KcQhTh9h7h 
QcJsJh9c5d KsTdTc8s2d QdThTc7d3c QhQd8h5s5c 
As7s6c5d2c KdQc8s6d3c AhKd9s6c3h AcJs7c6c5h 
KcTs9s7h6s AcQcJc7c5d KhKdJs8c4s Qc8s7h7c6s 
KcQhQd5c3c AdQsTh5h4c AhKhJc7h3s QdTc8s5d3c 
KhQsJsTc5s Ac8s8h6c2h Tc8s8h6c5h 8d7s7c6c5d 
AhTh9c7s2d AcKs9h6c3d AdKc3s3d2s 9s7s7d6h5d 
JsJhTd9s4c Kc9s9c6s3d AcQs9d7c3h KdQs8c6s2d 
KdJsJcTh3s Th9d7s6s4h AdKcTh5s3c AcTd9s8s7s 
AhKsQs7c3d QhJs9d8c7d AdQh9c7s6h AsTsTh6c3d 
AcJd7d6c2h Ah7h5d4c2c KsJsTd6d2d Jh9h9c5s3c 
JdTd9d7c6h JhJc9s8h4s AdTh9d7d4c AsTc8d6s4s 
QcTsTd5s3d AhTh8c3c2d KsQd5s5d3d KcQc7d5h5d 
KcQsJh7s5d JcTc8h7h2d 9c7s7h6c5h As5s4d4c3c 
KsKhTd5c3c KhQcJd7h2c QsJh5d4d3s QhTc8c5s3h 
KhQh9s8s2d AsTh4s3h3c JcTc9c7s6d KhJhTc4h2c 
AsJhThTd2h AsKsQdTs2s QhQcTd9d3s KhTc7h6c3h 
QhTs9s9c4c QhJsTsTc3d Qd9c8s7s5c Jh9s9h5c3s 
Kd8d8c6c4s Tc9h7h6c3s Jc9c7s7d5d KcQhJsTh2h 
AhJd7s7d2h AcTd7h7d4h Jc9s8d6s6c AcJc9s5c2s 
Ad8d7c6h5d AcJc8d3s3d Qh8h8d6d5d KhJc9h6d3d 
KhJhTh9s5d QcJsTh6d5h AdTs8c5s5c KdTs6d5d3s 
KcJh6h5c3c JcTh8c5d2h AhKd9h3d2h QsJhThTd6c 
Ad9c8d4s3c QhJsTsTd3c AdKhTd8s2d JcTc9h8s5d 
Ts9h7s6h3d AdTc9s8c6h KhKdQc9h3h KhKd8c7h3s 
QsJcThTc6d AsTc9c7h6d KcQsTd6d5h JsTdTc8h6h 
AhQs5d4s4d Js8c7h6h5c AdQd9h6c4s KcQhJhTh5s 
KcQd9h9c4d QsTc9s7c3c KdJh8s7h3d Ah6h5s4s3s 
Jd8s7c6s6d Ah7c6h5c2s QdJcTs8h4c Th9h7d6d5h 
Ks8s7s7c6c AsQdQc9s2s KdTd9d8s8h KcJsThTc6c 
JhJd8c5h3d AdTc6c4h2d AcJhThTd2h JhJd9d7h2c 
Th9c8d7s6s AdJd5s4h4c KsQc9s9d3c Js8c7d6d5c 
Jc9c7s7d5s AdKs3c2d2c KhQcJs5d4s Ac9s9c7h2h 
AcKcJh9s2c As8s7d6c2c KdJcTs7c4h KdQcJdTs2d 
KdJh9d8h3d AsQh8h6c5d Js9s9d7d4c AdQh6c3h2d 
QhJh7c6c4s AdTd5h3h3c QcTsTh8h2s KcJhJdTc5c 
Tc8s8h6s5c Td9c8d7d5c QdJs9c5s2d KcJd6c5d2s 
KcTh7h5d4d Td9c8c7h6c AhQdJd6s5d KsQcTsTd3h 
QcJs8h6h4s KhThTd8s6h QsQdTd9d5h AdJs7s7c2d 
Ah9s8c6h6d 7h7c5s4s4h Qd8h7h6s6d JhJcTs8c5d 
KcTsTc5s2h Qc9c8s7s7c AhJdTs7d7c KsQcJh9h7h 
Ac8s7c5h5d AcKcQd7s2h KhJh5s4s3d KdTd8d8c7h 
AhQsJc7s6s KhQsJd8c6s AcKdQc6s3c KsQdJh5s4s 
QsTd8s8d4s TdTc8s8c3s AhKdQs5d2c QcTd7d7c5c 
9h7s7c6h5c QhJcTd9s2h KdQc7h7d4h JcTs8s7d6s 
AsJc7c6s2h TsTd9h7d4h Qh8s6s6d5h AdJd5c4s4h 
Ah7h6d5s2d QsTsTh7c3c AhTd6h4h4d KsQcTsTh2d 
Ad9d5h4s3s Ac9d7h6c2d QsJs9h6h3c KdTc8c7h6s 
QsQc9c8c5d KsKcQh5s2s JsTd9d9c7d JdTc8d7s7h 
JhJd9s9c6c Ah5d5c4d3h Kc8s8d6d4c QhQc7s7h3s 
AcQcTc6d3s Ad9s8s6d4d AdJh8c5d3s AsTc9c7d6h 
AhKc9s8d2h KdJsTh7s4c Kc9h8c6s4h Ah5s4s4h3c 
Ad8s7d6s2s KsTd8c7d4c QcTd6c4d3s Kc9d7h6c3d 
KdQdTs6h3c JsTc7s5s5c AdQd5s5h2h AhKcJs8d4s 
Qd9h9c5d5c JsTs9s8h8c JcTd8d8c3s KdQh5h5d3h 
JhTh8d5d2s QsQd7c5d2s Ad7h7d6d6c KcThTc8d6c 
KsQdTc7s2c AdTs9s8c2c JsTs9s7h6d KdQhJc5s4c 
QhJcTd9d5s AdJd8c5d2c Th8s8d6s5h AsTs8d6d3s 
Jd8c7s6s5c KcQdJh7h6s QdJc6h5c3h JdTd9c7d3c 
KdTd7h5h3h KhThTc5d2c KsQc6d5c3d Kh7c6h6d4d 
KcTdTc5h4s QcTd8h5c3d AdQd5h5c2h Tc9s8d7h6h 
AcJsTsTd2s AsQs8c7d3h KsQc9d4s3c AcTc9d6c5s 
JsJdTh6c4s KsQc6d5d2s AcJh8c5d4c AcQhTd6c2s 
QhTsTc8h6h Jd8s7s7d5c AhKdQd7c3s JhTc6s4h4c 
AdQc5s4s4c KsKc4s3d2h QsQc8s4h3c AhQd5h4s4c 
KhThTd8c6h KsJc8c7s3d KdTsTd8c3c AcKd7s5d2s 
KdJhTc8c2h AhJd8c5h4h Ah8h7h6d5c KhJc8s8c6s 
QsTc6s5s5c AcQd9s9c5c QcJhJd6h2c KdKc8s7d3h 
As7s7h6s6d QsJsTs8c3c QsQdTs9s5h JcTd9d8d2c 
QhJcTd6h5h KdJs9d6s4d KsQc6c4h2s QcJd8c5s2d 
AdJdTd9d6h KdTs6s6d3c Kh8d7d6s5s AhJh8c5h4s 
AsTc7h7c4h AdQc9c8c7s QsJh8h8d7c Tc9h8h7c5c 
AhKcQc6c5c KhQhJcTd2h AdQd5s3h2s KdJc9d6s3s 
JhJcTc6d6c QsJs9h6c3h KcTs6h5h4s Th8c6d5d4h 
JsJh9c7h6h QsQd6s5h2h AsKcQc6h4c AhKsQs7d3c 
AdJs8d5c4d Qd9h8s7s7h QsJs9c8h4c JhTh7c5d5c 
Ad8h8d4s3h QdThTc8c2h QsTd7s5d3h KhJhTh9h7h 
AhKh9c6s5h Kh7h7d5c4c JdJcTh7h2c KsQsTc6d3h 
Td9h9d7s3h QcTsTh7d6h Qc6s6d5s5c KsKhTh7h2c 
AcQhQd4d3d KdTs9s8h8c JsTc8s7h2c KhQsJc5h4h 
KdTc8d5c4d Qd9d6h5c4h 9d9c6h6d4h Ah9d5c4h3d 
Th8h8d7d5c AhTh5s4s2c AhKhJd9h2c AsKh7h5h4d 
KcQd5s5c2d Ac8h8c4d3h QhJc9d8s7d KcJc8s8h7d 
AdKh8h6h5s AdQcTc9c3h AdQsTh6c4s Jh9d9c5h5c 
JdJcTs6h4c KdQsJs7c5h QcTh9d6s5c AcQd4d3d2c 
KhKdTd7s2d Qs6h6c5s5c Js7h6h5s4d QsQcJdTh2h 
Qs8s7h5d4h AsQhTs7c3s AdQd9h9d7s AcJh6d5s5c 
AcJdTs7h7d JsJd5s4c3d KcQsTc5c4d KsQc6s4s4c 
Jc8d6c5h4h JhTd9d8s2s AcJhTh5h4s Ah8h7s6c5h 
AcJh5d3h2c QcJc8h6h4h Qs9c7h6c5h 9h9d7d6h3s 
Tc8h8c7h5d KcTd8d5h3c JdTd7c4s3c KsJsTs9d6s 
AdJh6s5d5c QdJsJc6h6c Ts9h7d6h4d KdTs9h8h8c 
AcTs9h7s3h JcTs6h5s3c KsQh8h8d4s KdTh9c8s8c 
AdQcTc8c5c KdQd9h8d5h QhJcTs5d3h Qs7s6c5d4c 
Th8h7c5c4d Ah9c7s6d4h AhKc9s6h4d KdQdJhTs2d 
Ah8c6c4h3d Qs9s9d8d5d AsQdTdTc4d KsKdQc4h2c 
AdKs9c6h3d KcJh7h7c4h Jc8d8c7s5s Kc9s9d6c4d 
AcKsQs8s8d Ah9s7s7d2h KhKdQh4h2s JsJh9c4s3h 
AhJd7c6c4d AhJsTc7d4d QsJsTd9s7s JsJd9h7s6s 
As8h8d7s5s Kh9c8c6d5d QhTd9d8d8c KcQdJh8c5s 
AcKcJd9s2c QhJc8h5s5c AcTs9d7c2h 9h9d8h8c4c 
Kd9s9d7d5s JdTd9s8d4s AcKs9s8h5s Kh7c6s5s5h 
AsTh9c7h3c AdJhTh5h4c As9c6s5d2c Ks7d6s6d4c 
AdQdJc6d5d Qc8c7s7h6s KdJh9c8s5d AdKd9h4h2c 
Kd8h8c6c4d QsJhTd9d5c JhJc8s5h3c Jd8s8d6h5s 
AhJc7d6h2c AsQhJh6c5h AdJc9d7h7d QsQh7d6d6c 
AhJc5h4c3h AhQc9h3c2d KsQhJc7c6d QdQc7h5c2d 
Ac9h8s6d6c QcJd8d6s4s AdTd5h4c2h QhQc9s9d5d 
KhKdQsQhQc KcQhTs8s6s KcJs6c4s4h AhTh9s7c2d 
Kd7s6d6c5s QsTh9h8h8c AsQh9h8d5c AsKcQd9c3h 
KhQsQc2d2c KhQs8d6h3s KcQhTs7c2s AhKc6s5d2h 
KdJh9d4h3s 9s8c6h5h4c AhJsTc9c2d KhQcJd7d6s 
AsQs5d5c2c AsKhTc5d3h As9c8s4c3d KhJdTh4s3c 
QdTc7d5c3h AsQsTs6c3h KhQc9d4h3c Kd9d8c6c4s 
KsKd8c7s3h KdQcTs9h4d Js9s9c5h3c KsQhTh3s2h 
AcTs7d6c5c Kc9d7c6h3h QsQc7d5c2s JcTc9s7h7d 
AdQc6c5d2d JcTs8h7h6h QhJhTd6s5h QhJh9c8s4c 
KhQhTh9d6h JdJcTh9c3s Kd9h7d6h4h KsKc9c5c3d 
AsQd5h4h4d Th9c8d7h4c KdQh5d3h3d AsJdTd9d6c 
KcQs9d9c4s QsQh6h5d2d AhQdQc9s6s KdJs8c7s3d 
QdJh8s6s4h Qs8c6s6c5h JhJd9h7d2s AdQcTs6d2h 
KcJd8d5c2s Ts9c8h7d6d QhJdTd3h2h KhQd8h6s5c 
Qd8h8d7h5s AsJh9c7h4c KhQc6s4s4h Qh8d7s7h6d 
JcTc8h4h3d QdJd7c6c4s KcTd8h7h3c AsQc9h7d6c 
KhThTc8s6h AsJc9h8h2c KhKd4d3c2s Qc9h7s7c5s 
QdTd6h5s3h JdTs5s5h4h Qs8s7c5d4c KcJhJd9s5c 
Kh9h9c7c3s KsTsTh7d4c KsJh9c7h2s AsJs7s7c6d 
KcQd5d5c3d AhKhQd5h2s JsTd9d8c2c KdQhTs7d2s 
KhQdTs6s5c AsKsTh8s2d KhTs9s8c5c KcQd5c4d2d 
QhTc9d8s6d AsKhJh8h4d AhKsQd9s3c KhTd6h6d3c 
Ac9d8s8c7c KhJsTs9c3d KsQcJc8s3c AsQsTs9s4h 
AsQh9d7s3c Th9h8s7h6c AdJsJc5d2h AcTc5s4s2d 
KsQc7d5s2c AhJs7s7d2h 9d7s7h6d5h 8s8h5d4s4d 
Ks9c7d7c6d As9s7h5c4d Ac8c7s6c5d TsTd5d4s4c 
KhKc8s8d2h KsKdQsQhQc KcQdJsJh4s AsQd9h7d4h 
KhTsTh7d4c QhJdTs7d7c Ac8d8c6s4h AsTd4s4c3c 
JsTc8d7s3c AdQsQc4c3c AsKcTh8c2d QsJh9s8s8c 
Qh8c7c6h6d KdQd9s8d7c KcJh7c6c3h QsQd8s4c2d 
AdJcThTc2c AcTh8s6c3d KhQsJs8s3h AhKhTh8d2s 
KcQcTs6d3h QhJsTd6c5d KcQdTh7c2h Ks9s9d6d3h 
QsTs9c8c2s KdJd9c7h6d KcQh9d4c3h QdTh9c6s5d 
Ac9s9c8c5h QdTsTc7d3c AcKhQc7d3c AdJsTc9c2h 
Ac9s8s6s2c AhKhTd8h2s AdQsTh6d2c QdJhJc6h2d 
QcJcTs4c2s KhTc6c4h4d QhQc7h5s4d KdQsJhJd4d 
AdKdQh7s2c QhTc9h9c2h AsJh5c3h2s KhQdTs7h2s 
AsJd5c3d2s AdJhTd3s3d Ks9s8c6c4d KhTs7s4s4h 
AsKcJs3h2d Ad9c7s7c2d KdKc4s4h3h QhJcTc9s3d 
KdTh6s5s4h AcTc9d7h2s Kc7h6s6c5h QsTh9s8s2h 
QdJs9h8c7h Ks8c6s5s4c QdTc9c8h8c QsTs6h5s4h 
Kd7s6d6c4c AcQcJc6h5c QdQcJc4h3s KhQc9s4h3c 
KdJsThTd4d KhTs9h8s3h Td8s6h5d4h JsTs8c7h2c 
KhKdQd8s4d Qh8c7s7h6c JcTc9h8h3c QsJdTc6c5h 
QcTd6d4h4c JhJc9d7h6h KsQcJh7s2c JsTs9h6s4h 
KcQs9d7d4c 9c8c7h6h6d QcThTd9s6d JcTd9s7s2c 
