QhJh4c3h3c 
ThTd9c7s3d AhJh9d7h2c JdTs8d7c2h Qd7h5h4d4c 
KcQcJh5c2s AsJs7s6c3d 9d8d7s6c4h Ts8h7s6c2c 
KdQdTd9s5d JdTsTd6d3c 9h7h6d5d2d KcJc4s4d2d 
AhKdTs4s3s AsKcQd7h2d JdTs9s9c4s Jh6d6c4d4c 
Kc8d6c5c4h Th7s5s4h3d KhJdTc4d2s 8s6d5d5c3s 
Ah5c3s3h2c 9c8d7h7c2h Ad9d7c3c2c QsQc3h3c2d 
AcTh7h7d4h KdQcJc9c4s 9c7s6d5s3h Js9h9d8d5c 
JcTc9d5c4c Ac7d6c3h2h Jd8c6s5d2s KcTs7d6c3c 
QsQcJd3s2s Ac9d6c3h2d KcJc8c5h2h JcTd6s5h4s 
Ah6h4s3d2s QdJs7d6s2c Tc8h6c5d4c Ks9c7h3s3c 
JdTd8d6d4h 7h6s6c5d5c Ad6c5s5c4s KcQsJd4c2c 
Jd8c7h5c3h Kd8c6h4c2d Kc6s5h3s2c Qd8c6h5d4d 
Tc9s8s4c2h Js7d5h4d3s Jh9d7d4c3h KhJcTd5s5d 
KsTs8s8h5c Ad9d7s7d3c 9d8d5h5c3h KcJc9s5d3c 
QsQcJh8s3s KdJd8s8d5c Qc6c5h4c3h KhQsQd5c2c 
AdKsQc6s2s Td7s6d6c3c Qc7d5s4c3s 9d9c7s5c4c 
KdJs8d7d4h AhAdAc8d2d KsQh7h7d2s 7s7d6h5d3c 
9s7h6s4c3c JdJc6s5h4h 7d7c6s5c3h KdTh8d3s2h 
QdQc8s8c3c KcJhTd4s3s Td7s6h4h3s AsKd8d5d3h 
KsQs9d7c4h QdQc9c3h3c AhTd7d5s5d Td8s7h7c6s 
Tc9d5h3d3c QcJh7c4h4c KsKc8c4c2d Qs9h8d7s2d 
KdQdJs8c2h QcJdTs8d2d 8d7h6d4h2c QdJs7d4s3d 
TdTc8h4h3d Tc7c6c5h3h JdThTd5d3d KhQc8s4s3h 
QcTd7d5d4h AcKcQc3c2d QdJhJc3d2s 8s6d5s4s2d 
KsJd7s7h2d KsQd8h7h3d Qc9c8s8d3d JsTc8d2d2c 
QcJsTs8s2h QcJsJd8h2c Td9c5h5d3h KcJs8s8h6d 
KsJh7h6d4c 9h9d8s7h3s Js8h8c5s2h JhTd9d9c3d 
QhTs7c5d4s 8h7s7d6s3h QcJd9s6d4h As8h8d7d3h 
JsTc9h9c3c 7d6d6c5s5h Td8s7h5d2s QcTd5h3c2d 
QsQc9c3h3c KhTh7d6h2d QhJsJd8c2h Kd8d7h4s4h 
Ts9d8d6h6c AhJs9d8s3s AcQd9h5s3d Qh8d6c5h4h 
Kc6h6d5s4c JhTh6s5c3d KdTs8h7s4s As9s5h4d4c 
KcJc8s5c4h KhQc7c5s4c QsQd3d3c2h AdTc9c7s3c 
Kh8h7h6d3d Qc9s9d4s4c Jd8h7h6c5s 8d8c6h2h2d 
Qh7s6h4c3c KsQs9c7h4d AhTd7d5s5c Ad7h5d4d4c 
9s8s8h3s3h As7c6c3s2d Qh9s8c6s5s KhKd5h3h2h 
AcJd9h5s3d JsJd9h6h4c KhQd9c7c2d QcTh7c6c4c 
9s7d6c5d4h Kd8d5s4h3s Tc8c6d4h3d Ah7s6d3h3c 
AcJs5h5c2d Kd9h8d7d3h Ac8s7h4d2c KhTs6c3h2s 
Ts8h7s5s3h QcJc9c6s5c 9d9c8d7d5h Ac9d6c2h2d 
As7c5s4s4h 9d9c8s2s2d JhTh8s7c3d Td8s5s4c2d 
Jd9s9c8c5h KhQs5s4d3c Ad8c7h3c2d Jc9s9c6c5h 
Ks7h6d3s3d Ks9h5s4h3h AsJc5s5d2h KcQsJs7h4s 
Kc9s9d6c5c 9d8d7c6h4s KcTd9h9c3c QdTc8d3s2c 
QcTh7d5h4s Jc5h5c3s3h JcTc9s5c4c JdTd5c3s2s 
AcJsTh5d2h Qd9c8s7d3c QcJs8s4c2s JhJd9s3d2s 
KdJc6s5s2c KcJc8h5s3d QsQd9c7d4d Ad7s6h3d3c 
KcTs8h3s2c AdQc9c8c4h JsTc9h9c4c AsQd7d6d4c 
KcJd8d8c2c AsKs9h7c2s Ts9h9d7d4c KdQhJc4d2d 
AsKd6d4d4c Tc9h9c7s4d Jh9h9c6h5s AhKd6d5d2s 
QsJdTs4s3s AcKd5d4h2d QhJh6d5h2d Qs8d7h6s3h 
Ts9s9h4c2c 9s9h6d6c4c AcJc9s5c2h Ks8c6c3s3h 
8c6s6c5h3s AdJh6d3s2s KsKh9d5c2c QhTs9d9c3c 
QcJhJd9c4c Qd8s7d6h3h JsJd5s3c2d 9c7s5d4s4d 
Ks9s9d5h2h AcQh6c3c2h KsQc7c5d2d KcTc5s5d4h 
ThTc9c7c4s JdTc8d3c2c Kd7s6h3h3d Ad6d5s4c2h 
Ac9d6c3s2d KcJd9c7c4h QhQc3s3c2d Qd7s6h4d3h 
9d7s5s4d4c KsTd9d4c2c 9h9c7s7h4h Tc9c8d8c3d 
QhQcJh7d2s 8d6d5h3h3c 8d6s6c5c2d QhTs9c7h4h 
QdTc6d6c2c Th9d8c4h2d Qh9h8d6d2h JsJc8h8c3d 
KcTc8h7c5c Th8s8h7d2s KcJc8h7c3h KcQdJs9d4d 
QcTh7h6c2c Qs8c7c6h5d QhJh9s3d2s KhJs6d5d2s 
AdKsJh8c2h QcJs7c5d3h Js8s7d5h2h KhQc9h3c2c 
Js9c7s4d3c Jd7s6s5c3c Tc8h7s6h4h Ks9d8d7h7c 
Jd8c7h6d3c AsQcJd8c2c KcQdJd9d4s AhTh8d3c2s 
Th9d9c4c2d Jd6c5h4d3c Qh8c7s6h4d KhJd6s5s2d 
9h9d8c7c2h JdTh7c6s3d QdJsJd7h3c KdQcJh5s2h 
JsTd9d7d4d AhJd8s8d4d AdJcTc6h6c KhQd8d7s3s 
KhJd9h7h4c JsJdTc4h3h AhTc9d7d3d AhQd9s8c2d 
QsJd9h6d4c Ad6s6d3c2c AsJdJc4s2s Js9c8s6s5s 
KdQsQc5h2h QsJdJc9h3h JhJc8s8c3d QdJsJc6s3s 
Jh7c5s4s3h JcTd9h8h2h JcTd8c5s2h 8s8d5h2h2d 
KsJh8d5c4d Ac8d5s4c3h JcTh8s8d5h 8h8d7s5d4d 
AdKhQh6h3h Kc8d5s4c3d QdTdTc5s5d KsTs6h5s2h 
Ts8c7h6c4c KsKc5h3d2d QdJc8h7h2c KdQsJh9s4s 
AdJd9c7d2s Qd9s5h5d3h Jh7d6h4d4c Td9c8s2s2d 
Ts9s9c6d3h Ac7s6c3d2d KsJh7d4s2d KsJd8d5h4c 
Jh9h9c6h5d Td9c8s4c3d KsQc9c4s2s Jc9s9d8d5h 
KhQdTc5s5d AhTs7d6s4s Js8s5d4s4d Qs9s8c6h6d 
Qs9d8s5h2h Js6d6c5c4d AsTs8h3d2c JsTh9h7h3c 
Th7s7c6c3s QdTc9s8s2h As8d7h3d2s Th8h8d4d3s 
AdQs8h6h6c QsQc6h5d3h Td9d5s5h3h Js9d8d7c5d 
KcThTc5c3s TsTh9s7s4d QcJd9s3c2s Ad9d8d6h6c 
Th9h9c5s4d KcTs9s9d4h AsQs8d2s2d AdQdTd3d3c 
QhTs9h9d4h 8h7s7d5h4c AhKs6s5s2c KdTh9d9c3d 
Ac7d5c4s4c Qc8s6h6c5d Td9h8c6s4s KhQsTc5c3c 
KhQhTc3d2s As8s8d4d2s Ah9c6c4c2h KhQhJhTh4h 
9d8s6h5h4c Qd8s6c5d4d AdJh9c5s3h QdJs8d7s2d 
KsTd8s5s4h QdTc4d4c2s Th7d7c6c3d Qh9s7s4d3h 
QhTd5s4s2d AhKdJc8s2c JdTs6s4d2s Tc9s5h5c3h 
KcQhJs9h4h 9s7h5s5h3s Td9d8d8c3c Qs8s8h7d6s 
AdJhTh6s6h JdTsTh6d3c TdTc6h5c2d As6h5h5c4c 
JdJc9s3d2s JcTc8h8c4s KdJc6s5s4h Jc7s6c4s4d 
Td9s8d5s2s AsTh8c5s2s 7h7d6h5s5h As8h7s4s2h 
Ts9s8c4s4c AdKc6s3h2d Ad9d8d4s2s AdJd7d6h3s 
Qh8h7c6c2s QhJd5h3d2d Th8h8c4c3d AsKs9s7s5s 
9h7c5c4h3d Ts8d6c5c3d 9c8c7h5d2d QhJh9h5d3s 
Qd9h9d6c4s 8h7s7h3s3c AdKs6s5s2h KdTs9d9c3d 
JsTd9c5s5h QcJc9d7d2d As7s5s4h4d AcKd9d5d3s 
Jh9s9c7c5c JcTh7s5s2h KdKc8c7c2c 7s6h5c4h2s 
Th9h9c7h2c JcTh6s5d4s AhKhQh3h2d QhQc6s5d3s 
Ks7c6c3s3h QdJd5s5h2h Jh8c7h4s4c 8c7s6d6c3d 
9c7h5h4c3d AhKs5d5c2s Ad7h6h3d2s AhTd9s8c2c 
As9s6h6d5s AsKsJs6c3s Ks8s7d6s6h 7d7c6h5d4d 
9c7d6s4s4c KdQsTc5h3h QcTc6s5c4c AhJc8s5s5d 
7s7d6h5d4d Jh8c5h4d3c KsTs7d7c5s 9h9c5d2h2c 
Ac9h7s6c2d 8c7h7c5h2s Qs9c5h3s3c 8s6s6c4h3h 
JhTh6s3s3d 9h8s7h7d2d 7c6s5h4s2c QdJd8s6h4d 
Kc5c4h4d3h 7c6d5s4d2c KcJhJc5c2d 9c7d6d5h2h 
As9d8s5s3c 7s7d6c5s4s Ad8s7h7c6c Ks9d5s4d3d 
TsTd7h6d2h Td7c6c4h3h QhTd5c4c2d AcTs7h6s4s 
Qh9s9h6s2h Ks9s8s8h6d KhQd5h4s3h 8s7s7h5c2c 
8s8h6d2h2d 8h6d5h4d3d AcQc8h4d4c AsJd5s5c2h 
KhQs7s7d2h Jh6s5c4s3h Ad9s8d5d3c AhKc6s3s2c 
JsJh7h6c4h Kc9c6s5d3h JcTc9c7d4c Qd9s9c4d4c 
Td8h8d4h3s QsTc9d8d3h Ks9s9c2d2c QsQhJc8h3h 
Kh9d6h5s5c JhJc8d8c3s JdTd8c6s3h QdTh7c5s4h 
Qd9c5s3d3c AsAdAc3d2d QsJd9h8s4c KcQd8s7s3d 
Qh9h7s7h6d Kc8s5c4h2s QcTdTc5h5c KdThTc8c4s 
JhTh6d3s3d AhKhQh3c2h Kd5d4s3s3h QdTc8s7s4h 
TsTh9h7h4d AdKh8h5h3c KhKd9s7s2s QhJh9h5d3c 
Jc7c6s5h4d KhJc7c6d4s Kh9s9d8s7s KdJd6s5c2h 
KcJs6d5d2s TsTh9c8h3d KsKc9h6h2h KhJh8d5s3c 
KcTd8s7d4d 9s9c8c7c5d Tc7d5c4d3s KdTh7h5h4c 
AdJh7s5s5c Th9s9h7d4c 9h8d8c3d3c KcTc8d4c3d 
KdQhJd8s2c 9d8h8d7d4h Jc6s6h5s4h Th9d7d6d4c 
Kc8s5c4h2h AsTs8h3c2d QsTs7s5d4c JdTd7c6d2c 
AdQh7h6h4c Th8d8c7h3d AcKsQd6s2s KcQhJd5s2d 
7d6d6c4c3d JhTd9d7d3s JdTs9d7c2h QsJd9c5c3h 
QdJcTc8c2h Jc8h7d6c3h Jd9s9h7h5h 8s6d6c5h5c 
Qc8s6h5c4c Qs8s7h6h3d Td9h9d6s3c QsTd5h3s2d 
QhTd8s5c4s AcJs7c6c3d Kd9c7h3d3c 9s7c6s4d3d 
Jc6d6c5s4s 9c8s8c3s3c KdJd6c5h2s TsTd9c6c4h 
QsQhJh3h2c 8d6h5s5h3d JdTh9s8s2s Jh8d5h4c3d 
AdJc7d6h3d JsTc9d8d2d KcJc9c7h4d KsJh7s4h2s 
Td7s5d4s3h AdJh8s4s3h Ah9s9d7c6c Jc7h5h5c4h 
QsJhJd9c3c AhJh9c3s2d 7h6h6c5s5d AsTs7d5s3s 
Kd7h6c5h5c As9s9h5s4c AdKhJh7h2s KdJsTd3d2h 
QhQc7d4h2d KcQsJs9d4s KcJc8c7s3s JsJcTh4d3d 
JhJd8c6h4h Ah9h7d3d2d QsJd9d6h6c QcTc9c5d3h 
Qc9s5h3s3c KcQc4s3s2h QcTd7d6c2c 8h8d7c5d4d 
QdQc8s6h2c Jd7d6h5s4c QcTs7s5s4d AhTh3d3c2d 
Th9s6s6h2c AhTc7c6c4s AdQh6d3d2h Kh9s8c5s4c 
8d7h7d3h3c Jh8h8d7s2d 9d9c6d5h4d KcQcJd5c2h 
QsQh9c7s4s AdKc8d6d2s Kd5h5d4h2c Kc9d9c5s2s 
9c7h7d3h3c JsTs9h4s3d JsTc8s2s2c 9h9d7d2h2d 
KsJh8c5c2h KcQd4c3h2h Jc7d6s5s3d TsTd9c8h2d 
Kc8h5h4c2d QdJd9h7s4c Kd9h8c5h4c KsQc8d6h4c 
Th6d5d5c4h KhJh4s4d2d JsJc9c6d3h QhJh9c3s2c 
AcJs7c6h3c Js8c6h5s2h 8c7h7d5h2d JcTc8c6c4s 
Ad7c6d5d4d QcTc9d9c4h JsTs9d4s3c Kd9d6s5h3c 
Kd7h7c6c2d AdQhTh3s2c JdTh9h7s2c AcKh6d2h2d 
QsTd9h8h2c Jh8d7h5d3d QhJh9d6c3s Tc8d8c7d3c 
QcTd5h4h2d Kd9s7c6h5h JsJdTh8c2h JcTd7h5s5d 
9s9c7s4c3c KcQd9h4h2c JsTsTh7d3s Jd8s8c5d2s 
Kh9c7s5d3h AsJd9c8d3d Ah8h8c5d3h JcTc6h5s3d 
JcTh8h7s3d JdTh9s9h4h JcTc8d5s2h Tc9h9d8d5s 
AcJs9c8c3c JdTd9s4h3d AcKs8c6d2c JsJc9h6h4d 
QhJc9s8d3h Js7c5d4c3s KdQc8c7h5c Td7s6d4s3d 
JhJdTs8c2s AdJh9d3c2s Qs8h7d6s4c JsTh8s6d3c 
KdJd8h8c3h Ks7d5h4h2s KcQc5s4d4c AcKs8d6h2s 
Kc8s8d5c2d 7h7c6s5h3d Qh9d7s6s5c JhJc7s5d4d 
JsTh7s6c3d 9d7h6h5c2c QdQc5s5c2c QsJsJc6s3d 
KsTs6d4c3h Qd9s9h4h3d KdJs9d7d4h AcKs7d2s2d 
Tc9h5h5c4h 8s7d6h4d3s 9c7d5d4h4c QsQd6h5c3h 
JcTc8d5h2s Tc8h5c4h4c QdTh5c3d2h KdTh4s2h2d 
JsJdTh8h3h 9h7h6d4d3h AdTs7h7c4c Th8d6s5h3s 
Qd9d8h8c6d Jc9d8s5s2d KcTsTh8c3d KcJsJc7c3h 
QdJc9h6s3d JsTs6h5c3d AdJd9d7d3h 9c8c7d5h2h 
KdQcJc9h2c 8h7d6h6c3d AcTc9c8c2s Qc8h7s6c4d 
QhJc9h6s4h QsQd9s3s3h KhJs7c6d4d Tc8s8c4s3h 
Qc8s8h6h3c Jd8d8c5c3d 8c7h5h4s3s QhTh9h5c3s 
Ts9s8d4d3d Qd8s7d6c4h 9d8s7h6d6c KcQhJd6d3d 
AdQd5h5d4d Kc9s7c6s2s AhQdJs8d2d AdJs9c5d2d 
JsTh9d5s5c KhJc9h3c2c 9h9d7s4s3h AhQs8h4h4d 
AhQs7h3c2c Td8h6c5d3c QhTc9d8d3s 8h8d7c5s4s 
Jc7d5c4d3d Kc8s7c6s3c AsTd6h5d3h AcKs8s5s3d 
Th9d6h6d2c AsQc9h5d3c Jc8s5d4s4d Ah7c6c3h2c 
KdTc8h3c2d Ac7h6h4c2c QhJsJh7c3d KhQsJd6d3d 
KdJd4h4c2h QcJc7h4h3h KhTh7h6s2s KhQdJc6c3c 
AsKc9c6h6c Js6h5d4s3h KdQdTs8d3c 7h6s6d5s5c 
As8c7h5d4h Jd8d5s4s4d ThTc5h4s2c 9h7s6s5d2d 
QhJd9h6s4h AcQh7s7d5d KsJhTh8d2c JdJc8h5s4s 
KcTs7c5c2s 9s7d6h5s2d 9s9d7h6c4s Jd6c5s4d4c 
7c6c5h4s3d AcKd7s2s2d KsJs6s5d3c KdQc9c7s5c 
Ah6s5c4s4c Jd6c5h4c3d Qc8d6c5c3d QhQdJc3h2h 
AcQc7d4s4c JcTh7d6d2h AsKhQh6d2h AdTh7s7c4h 
AsQc9d2s2h QcJsJh8d2c Ah9d8s6c5d AdKd9d7h3d 
KcJc6c5d3s QdJs9c7h4d AsQh9h8h4c QsJs9s5h3c 
AhJdTd4d3d AdQc7c5s3h KsQsJd5s2c Kc9h7s5d3c 
KhTd8c3d2h Td6h6c5c4h KcQsQd7c2h KcTh4d4c2h 
Ts9s8s8h3h JdTs7s4s2d KdTc9s7h4c Kh8h7d4s4d 
Ac8d7s5s3d ThTc9h6h4d KhJh8s8c3c 8s8c7c5h2h 
AcKdQh6d2d QhJc9c6s6d Jh8s5s4d3h JdTc9c7c3h 
9s9c8s3s3c 8s8d5s2s2d KhTs9s6d3c AsTd9c8h2h 
QsTs7d5d2c KcQdTd4d3s AhJh7h6s3d JhTc8h7d2s 
KhTsTh5h3c 9c7h6s5h4d QcJc7d7c6s Kc7d6h3h3c 
Ts8s8d7c2c QdJd9h6s3c KdTh8s7h4h 9c8s7h7c2h 
Qs8h7c6s3c Td7h6h5h5d QdJsJc3d2h JhTd9d4c3d 
KhKc9s5d2d AcJc9h7c2d AsJh8c2s2d KdTc9h8s5s 
KhTs9d8c5c 9s9d8d7d5h Ah9s4s3s3h QcTc9c7h2h 
Ah6h5s4c2d Jc8s7h7c6d Qs9s8c7h3h 8s7s7c3d3c 
JdTd7s4c2c Ks5d4h3s3h Ac9c6h4h2h Kc9c5h3s3h 
AdJsTs4s3s KhJd9h5h3s QdThTd6s2c Ac7d6h3s3c 
Kh9c7h6c2h KdJd6d5c3h Ts9s8c4c3c Js9h8h7d5h 
JhTsTc8h2d AhJh9d3s2c KdQcJs5d2d KdJd9h9c5d 
Kh5h5c4c3c QhTh7d5d2s AcQh9s2d2c KdTd5h3s2h 
KsQdJc4s2s Qh9c7h5h5c AhQd7h3s2s QhJs4s3s2h 
Js9d7h4s4d Qs7h6h5d3d Jc9h7h4s3c AsQs7d4s4h 
KdTh9s5h2s KhJs6c5c4d TsTh9d5c3h KsQhTh4h3c 
9s9h8d7d2s Ac7c6d6c2d AsTd7h6h4h AdKhJs6c2h 
KdTd9d6d4s Qs8c7s6c3c QcJh9d6h4s Tc8d6h6c3d 
KhQh4s3s2d KcJs8c7c4d Ah8h8d5s3h Kh8s8c5h2s 
KcTd7c5d2c Ks9d9c6s5s KhQs9s7d5s Qc7s6s5d3d 
AcTc8d3s2h QhJh7s7h6d 9c7d6d5s2c KcJd8h5s4h 
Th9c6s5c2s AhQsTs2d2c AdKd9c4s2h Ah9h7s3d3c 
Th9h9d5s4c Tc9d9c4s2s As8s5d3s3d QcJc9c6d5c 
KsKh9c5d2d KhQhTh9c2h QdJs9h8c3d 9s7d7c3s3d 
Th9d5s4d3s QdTs8h5c4h KsQd8d7h5d Ks9c7d3s3c 
JsTs9s9c2h Kc9c7d4h4d Qh9d5h5c3c KhQsJs9d4s 
QsJh8c7c2h Kd8s6h4d2s Qs9d8h8d4h AhTs7d7c4c 
Kh9s5h3s3c Jc8s6h4h4c AdQs7s6s4h JhTc9c7c4c 
8d8c5s2s2c AsTh7d6h4h Td9c6d6c2s KhJh8c5h4s 
Ad8s7c5c3s Th9h9d5s3c KcQcTh6c3c Js9h8s7s2h 
Tc7c6s4c3s TsTc9h8d2c As9s9d2h2c Js6c5s5d3c 
Th9d8s4s3h Jh7c6c5s3s QcJh7c5d3s 9h8d8c6s5s 
JsJcTd8h2d KsTc8h7h4d As9s7s7d5s Ac9s8c5c3d 
JdJcTc5h2c KhJdJc8h4h AsKs9c4d2h KcQd6s5c2h 
AhJd9d9c4s KhQhTs6h3h Jd6h6d5c4c KdJd8c4c3c 
QcTs9h8d3s KcQcTh8c3d 8d6h5h5c3d Ad8c7s4h2d 
9d9c7h7c4c JhTh7s4d2d KsQhJc5d2c Jd6h5s5d3h 
KsTs9h8s2d JhTs9c5h5d KcTc8c6c4s 6s6h4c3h3c 
Kd9h5d4h3h 9s7s6d5d2c JdTh9h8h2s KhJh4d4c2d 
KsTc9h7d4c 8s7c6d4c3s Ts9d6h3h3d AcQc7d4h4c 
9c7d5s5d3s TsTd7c6s2c AdQd6c3s3h JhTd8c2d2c 
ThTd9h7h4s KsTd9h8c5d KsQc7c5d4c AsQs6c3h3d 
QsTc6h6d5c JsTh7d5h5c QsJd7s5c3h JcTc5h3d2d 
Qc8s7c6h3h 9h6d5s4s4h Qd9c8s7d2s KdJd5d4h2h 
KsQh8h7h5d QdJc4c3d2h KcQhTd5s5h 9s9h6h5c4h 
As9c6s2h2c 8d8c6d4c3d JsTs9d7c2h Jh7h6c5d4s 
JsTs5h3d2d AhJh9c7h2d Qh8s8d6h3s Td9h9d7d2h 
Ah8s7h3d2s Jc8s7h6c3s Ac9d7s6c2h QsJsTs3h3c 
AhQcTc2s2d Kc8s6h4s2c KdTh7d4c3s Kh8h5c4s3c 
8h8c7s5c4c Ts8h8d6c4s 8s8d7s5c2c Tc9d8d4c2s 
QcTh4h4c2s QsTc5h5c2s Jc8s6h5c2h KsQcJc9c2d 
AdTd8h3s2c Ah6s4h3d2d QhQdQcTh9d AsKdJd7d2h 
AdTc7s6s4s QcTh7s5h4h Ad8s8h7h3s KhTd8s6c4c 
QhJs8s8h2h QdTd7s5s2h Ad8d7c3s2s JsTc9c7c3d 
Kh8h8d5c2d QdTh7s5h4h KdQh7s5h3c 9s9d7h4h3d 
Qd9s8h8c7s 8d7c6h6d3h Kd8s5d4c2c Ks9h8s8h2h 
KcThTd8c3s Qs9c8d8c4d AhKc8d5c3c 7d6c5d4s2s 
JsTd6d4s2d Ad8s6d4s3d Ah9h7s6d2c Kh9s9d2h2d 
Jc6s5d4s3c KcQsJc8d3h AsTc5s3h3d Js6h5c4s4h 
KsQs4d3d2c 9d9c7s6h4c Kh7s6d3h3d KdTh9s8c5h 
Jc6d5h5c4h Jc7h6d5h5d Td9s6c3s3c Ah7s4d3d2h 
QsJc7s6s6h KsKc7h5h2h 9h9d8d7c3c KdTc6c3d2h 
KdJh9h3d2d 9d7d6h5h2s AcKd8c6h2c JsTs8d5c2h 
Qs7c5c4s4h Qc9c7d7c6h KcTc8h4c3h Jc8h7h4h4c 
Th6s6c5c4s JcTh6h4h2c Kh9d7s5c3h Kd9h8c5c4h 
KhQcJc9c4s Ad6s5h4s4h Ac9d8h6s5d Kd8h5s4d3h 
KcQs9d7h5d AcKs6h6d2c Ad9d6s6h5d Td6s5s5h4d 
AcJh9c3d2s KsKh8h4c2h KdQdTd8d5h Js8c7h5c3h 
AdKs9c7s2h Js9h9d7h5h Jd8c5d4s3c Jc9h8h8d7h 
QcTd8h7h4s Ah9h6c3d2c Jh7s6h4s4d AsTc6d5h2s 
Qc9h8s7c3h KsJsJc5s2h KdQd9d6s2s JsJc9d3c2d 
AhQc7d3d3c Qs9d8h8c7d Th8d5d4s2h AcQh9h8s2d 
Kh6c5s3c2h KhQs8d4d3h KdJhJd7d3c Ah9d7c6s5d 
KdKc8d4h2d Ac6s6d5s5h KcQdJh9d4d AhJc9d9c4s 
KsJh5h3h2s QhQcJc7d2s KcQhJh9d2h KhJcTd8s3c 
AdQhJs8h2h JsTs9s9c3d Ah8s5c4h2d KsKd5h3c2c 
QhTc9s9d3d Jd7s6h5h3s Th7h6d4c3c 7d6s5d4s2c 
KcQs5h4d3s Ac8c6h3d2h AdQs6d4h4d Ah8c6c3d2h 
Ah8d7s3d2h QcTs7c6c4c QdTs8c5h4c Ad6d5h4s2c 
AhJc9d8c3c Jh8s8d5h2d Ad6c4d3h2h Qc9c8s8d3s 
Td9h7c6d2c AhQc8h4s4h QcTs6s6c2s Tc9d8s4c2d 
KsKc8c4h2c KdQsTs4s3c Kc5h4d3d3c 9c8s7h6d6c 
JhJdTc4s3s KhQdTh9h2h QhTc8h3d2c KcQhJh9h2d 
AsKd9c7d2h KdTsTh8c4s KhTd7s6h3h KhJc7s7h2c 
Td9c8c5d2c Ac6s4s4c3c AsQc8d5d4d 9d8s8h5d2s 
AhTs9s8s2c QsQc8d6h2s AcTh8d5c2c Jh8s5d4h3s 
KdTd9d6d4c Td9c8s4d2c 9d7h6c5d3s 9h7c6h4d3d 
As9h6s5s5d JdTs9s7c2h Ah9h7c6d2s 9s7c6d4s4d 
KcTd8s7c3h Jd9h9d2h2d KcTc8d5s4c Kc8s8c5d2s 
AhJsJc4h2h Tc8s8d6s2c Ad9c6h5d4d Ad7c6d3s2s 
AdQh7h5s3c Ah9s7d6h2c QsQh9h3h3c QsJcTh8c2c 
AhKs8d6c2s 8c6s6d5h5d Td7h6c4h4c 8d8c7h5d4d 
QsJd7s6d2h 9d7c6h4h4d Jh7h5c4h4c Js8c7h5h4d 
Ts9c8h4s2c AcKc5d4c3c AhTh9h8h2d Ks9h8s6s2h 
KdQd9d9c2c Tc9c8h5c2h KhKdKc2h2c As6d5s4s4h 
QsQd8c6h2d 8d7d7c3s3c QdTs9h9c3s 7d6d5h3h3d 
Th8d8c6c2h Th7s7d6s3d 7s6d5s5d3d QhTsTc7h4h 
As9h6h4s2h Qc8c7s6s3d As8c7c3s2c AcKcTh7c2c 
Kc9s9d2s2c KhJh8h5d2d Ad9d6c4c2c KsQc9d7h5d 
AsJd8d8c4d Kh7s7d5c4h QcJc9s3d2s Th9d9c8d5s 
Ad9s8h8c5s 8c7d6h4d3c Ah7s6h5h4h AdTd6s5d3h 
QsTc6s5s5d Ac9h4h3h3c AhQc9d8s2c AhQc5d4s3c 
As6d4s3h2h Kd9c7s5h3d QsQc8d8c3c KsTc9c6h3d 
KsQcTh5h3h AcQc7c6c4d Th8s6s6h3c QdTs8d8c5d 
Kd8s8c5d2c As8h5d4s2c Qh8c7h6c3c KsQhJc7h4h 
QhTd8h3c2d AdJs7h5h5c Ad9h6d3s2h AdJsJh4h3h 
Jd9c7c4h3d AhQc9c8s2d AhJcTd6s3d Kc8c7h7d5s 
QdTc9s9h3h AsJs6h3h2d QdTs5s5h2d QsTs9s9c4d 
KsQsTh6s3s Td9h8c4c3d Qh9h8s7s4h Td8h7d6c2c 
As7c5s4s4d QsQh9c6d3d KdQcJd8s3h Ac9c5h4s4d 
KhJh6h5d3s KhJc8h6h4s KdTs9h7c3s Qs7c5d4s3d 
9h7d6d5s2s Jc9s6d4s4c Kc6s6d5h4c QdQc6c5h2s 
QcTc7c5d4s Qs9h8d8c7h KcQhJh9h2s KdTd7h7c5d 
Jh7h6d5s4c AhJh9s6h3c JcTc6d3s3d As8s7c5s4s 
KhJc8d5s4d JsJd6s5h3c AcTd7d6h6d 9s8s7d6h4c 
9c6s5d4d4c QhQc3d3c2s AcJdTs5h2s Qc9c6s5d4h 
Kd9d6c5s3h Tc7d6d5d5c 8d6d6c5c2c KcQs9c3s2s 
JsJc8d6c4c QcTh5h4c2c Th8s8h4s3s AdQh8d3s3c 
JsTc7s6h3d AhKc6c5c2d AsQc8s4s4h Td7d6s4h3h 
7d6s6d5d3s AhKs8c5s3s Qd9s8h6d4c JsJh8c5d4d 
Ad8c5h4d3s QsTh9d8c3h AdJh9c7h3s JhTh8s7d3c 
KdQdTsTd4d JhTs8s7d3c Tc9d8c5c2d KsQc9h7d5h 
Kc7h5h4s2c QdTs8c7h4c Td9s8h4d2s Kc9s9c2s2h 
QdQc6h5s3h Ks5d4c3s3c JcTh7d5s5h KdQs8s7h3h 
QcTsTd8c2h Ts7h5h4s3d AhJs8d2h2c AcJs8h5h5d 
Jd8c7c5s3s Td6s6h5h4s 8s7h6c4h3s AdKdJd9d6d 
AdTc6h5s2d QhQd9d3s3d Td8d8c7c3d QsTs9s9h4d 
KhJs4s2h2c 9s9h7h4s3s 8d6c5h5c3d KhTs9s4d2d 
AhQcJh8h2h Qh9s5h5c3c Kh9s8c5c4s AdQs7c3s3c 
