8d8c6s4s2c 
QsJc7h7d5c Js7h6c4c3s Ts9d4s4d3c AsTd9d8d4d 
6h5h5d4c3c 9s7s7h5c4d 9s6h5s4s3h 9s8c6s6c3c 
Qh8c5c4c3h KhTsTc9c3c AhKs9d6h2h Kh6s6c4c2h 
Tc9h7s5s4d Jc8s8c6d2s QsJsJd8s3h 9d6h6c4h3d 
Th8s8h6c4h KdJs9c4d3h 7s6d5c4h3c 8h8c7s6s4s 
9h8s8d7c5h KhJd4h3c2c AhKh4d2s2h AsTc9s3h2s 
8c7d6d4s2s QhQc6s6c2c AhQdJc7c3c Kd6h6c4s4d 
7c6s6d5d4h QsJd8h7d4c KsJc8c6h4d AcKdQh8h3h 
AhQdTd4s2d Qd9d8h7h2d Ts8h7c4s3c KsQdJd4d2h 
AhKh9s6c2h AsJh9d4d2h KcJh6d5s5h Tc9s7d6d4d 
AhQs4h4c3h QcJdTs3h2s Ad7c6h6c5c 9h8s6h6d2d 
Jh9c6d4h3d Js5s5c3s3c Ts9h7c5c4d 9h9d8h5s4c 
Ad6c5h4d3d Ac8s7h6c3c KdJd8h6d2h KhQd6s5d3d 
QdQcTc7h2c QcTs9s8s2h AhKdJc6s3s Qs9h9d5h2d 
Js8h8d6d5c Ah6h6c5s3h Ad6h6c5d4d AsQh7s4s3c 
AhKh6d4s2h Kc9h6h6c2h Ts9d7c5c4h Td9h7h7c2d 
Qd9c8s4c3d QsTsTc8s2d QhTc9c7c4d QsTh4h4c3c 
JcTh4c2h2d Ah9s7c6c5c Jc7s6s6d3c KhKc9c3s2c 
Kd8h7c5h3c 9c7h6h4c3h Ts9d7c5h3d 8h7s7d6d4c 
QsJc7h5s3d 9d8h6h5s4h Qh9s9c7c5d Qs8d6s5c4s 
Kh6s6h5s2h 9s9d8d5c4h QhJhTd8h2h QsTc9c7d4c 
Ts8c5c4h3s 9s9c5c4h2s QdTs9s6c2h KcQd9s9c5c 
KsQdJs6s3s Td9c6c4s2d Ac5c4s3s2c JdTs9d8d3d 
Tc9s7h7c4d Qd9s9d5h5c QdJs7h7c5c Qc9h7s6d4c 
Jd9c7d6d5d 9d7c6h5h3h 8d7c5d4d3c KdJh7h5c2c 
QsQd7d5d3c KcJh6d5h3s QdTh8s7d2c AsQs7d4s3c 
9d8c7c5d2c Qc8c7s6c5c Qc8s5s5c3d 9s8c6h5c4c 
AcJdTs4d2d Js8s8c6h2c KdThTc4s4h Jd8c7c5c4h 
QhThTd8c3h AcQh9d8d4d Qd8s8c7s3d Td6c5c4h4d 
KcTs9s8d2h 9h9d7h5c4h 9h8s8h7d5h QsQd8s7s4s 
QcJd8c5s5h Tc7h5h4c3h Ts7s7d5d3s 9d8d5s4h3h 
KsJc6h5d5c 8d7h7d2s2h As7h6c5h4d KdTh9s5h4c 
AsJc9h9d4h Jh8d7c6s6d JsJc9h4d3s AcKhQs7h2h 
QsJcTd3s2s As5s4h3s2h Qc9d5c4h2d Th9d7s7h4c 
JhTc6h6c2c Td9c7h5s3c QhJh5h4c3s AsKdJc6h3h 
Kd7c6s6d5d KcJd9s7s4h Kc7h5d4c2h Qc8c6s4s4c 
Td8h7s7d5c 8c7h5s3s3c AhJdTc4d2d KhQcJh3d2h 
AsKc9h8d4h Jd9s9c5s4h QdTd6d5h5c Qd8d6h4s2h 
Jc9s6h4c3h QsTs7h7c4d AdJc8h6s6h AsKhQc8c3c 
AcQs8h3s3h KhQdJc7h3h AcTc8c7c2s AdKs9s6s3h 
AdTh4d3s3c Jc8d6s5s3d JhTh8h7c3d QsTs6s5h5c 
Kh8d7c4h3c Kd8h8c7s6h Js9s7d4d3d Ad9s7d2s2d 
8d7h6h6d2s 9c8h8d7d2c As5d5c4h4c Kh9s7h6h4c 
Ac9h6c5s3c AcQh5c2s2d Ah7d6s6d5d KdTc8h5d3s 
QsQcTd6d2d KdJdTh6d2s AcTd9c3h2c Qd8c6d5d2c 
Kh9d8c4h4c KsJs7c6s4s 8c7s6c4d2d AdKs7s5s2h 
AdJs9h4h2s Jh8d8c6d5s AdQd7d4h4c AdTd4h4c3s 
QdTh9d7c2s JcTc5h4d3c AcQh6d4h2d Jh8h6s5d4h 
QdQc8h6c3c Qc8d7c6h6c KdQd9h6s2c Qd8h6h4s2d 
Qh8s8d7c6s Kh9s5h4h3s 9c7s7h5s2h 9s8c6c4h2h 
QsJcTh3d2h AcThTd5s3d Jd8h5c4d2h KsTd6s3d2d 
QsJd8h5c3s KcQc9d3d2d QcJcTh8c2c AsJd9h7h3c 
KdJd9d7s3c Kc7s5h4c2s Qs8s7d6s5s Kh9c7h6h4d 
7s6d6c5h4c AhKh5s3c2h 8s8h7s6s5s Td9c7h6d3d 
AcJd8h7d3s Th9d7s5c3d 9d8h7c5s4s 8s6h6c4h3c 
KcJd4c3c2d AhTsTc5d3s 7s6d4s4d3h QsQc7d4c3h 
Ad7s7d4d3h KsJh5h5d4c QdJd9d4h2h Jd7h6s4s4d 
AsQh7c4s2d Td8h7h4d3h Ts6h5d4s4d Ah9d7s6s5s 
Ts9c7s7d4h 7s6d6c5h4d QsJh6d4d2h KdQdJc7s3d 
Qc8d7c5s2s KsJs7h5d3s Td8s8h3s3d Tc8h6h4h2c 
Jh8s5d4h2s JdTs7d6h3d Ad9c8s8h6c KsTs7h4h2s 
Kc9s9h6d4c QdTh7d5s3c As6s6c5h3s Qc8h5h4c2d 
Jc8h7h7d3c 9c8h8d7s5c QhTh7d4d2c Ts7s6s4c3c 
QsQc7c5c3d JhTd8s7c3h TsTh9c5s4s JsJc7h5s3s 
Kd8d7d7c5h Kd8s7s4d2c KdTh5c3d2c JhTs8h8d3c 
AsQs9h5s2c As5d3s2h2d KcQh9s7s5s Ts9c4s4c3h 
Tc9s8h7h4d Kd9h9c8c2h QcJs6c5c4c AcJh9s6h2s 
6s6h5h4d2d KdTc9c3s2s KhTs9s8d2c KcJh7h5d2d 
QdJsTc5c2c Ts8s7d5s4c QdTd7s4s2c Jh9d6s5h3c 
AsQh5h4h4d QcJh7s7d5h Qh7s7c4s4c QcTsTc7d3c 
JsJcTh4d2d JsJc9c4d3h AcJd6s4s3d Tc9h6s6d5c 
AsQs9c5s2h QcTd9h5c2s Kh7h7d5c3s Qc7h7d5h3d 
Td8s7d7c5h Kd9h7d6c4d QcJd8s6d4d Jc8s8c6d3d 
Qh9c6h4c3c QdQcTh6h2h QhJsJd8c3d 9h8h7c6h6d 
Kc8h7c4d3d AcQs7s3c2c Ac9h7d6d5d TsTh9h4d3c 
AdQs4d3h2c Jh8d7s5c4c Ac9d6h3s3c Kc8d5s5c2d 
QhJc5s5h4h QcJsTd5d2d 9d8c7c6c2d AhJs5s4d2d 
Jh7h6d5s4h Qs9c8h5c2h KsQc4d3c2d 8c7s6d4d2c 
QsJd9h6d3c Tc9s7h7d5h QcJc6d3d3c Qh7c6h5s4h 
As7h6c4s3s KsJh7s3c2h QsJs8h7s2h Jd8h8d7h3h 
Qs9c7h6s2c QdJd6d5h5c AsQs7s7d3c Kc8s7h4c3h 
QcTh9d5c2s JsTd8s3d2s As9d4s4c2d Ad6s5d5c3d 
AdQc9h7c3s AhQhTh5s2h 9h8d7h5d2d 8c7s7c2s2h 
KdJsTs4h2s QsTs9d3h3c QdJh9d8c4d Ac6s6h3s3h 
KsJh9c3h3c Ah9s9h6h5h Kc9d7s7c2d QhTd8s7h2c 
Jd9s9c5d3h QcTd8d7d5d 8c7d5s4c2s AdTd9d5h5d 
KsTh7h6c3d KhTc9h7h2d KdTd8h2s2h Kc9d9c6c2d 
Qs8h5s4d2d Tc8s8c7c3s QcJs7h7d5s AcKsQd7s2s 
KsJc6s6d2d 8s7c6h5s3s KdQcJh9h2h KsJc9d5h3c 
9c8h8d7h2c Js9d9c5c4h KhJd7d5c2c AsJc5c4h2h 
9c7h6d5h2d 8h8c6d4d2h Th8s8c2s2c AhKcTc3d2c 
QsTh6s6d3c Js8s7c6s4h Tc8c7s5h2h Ks6s6d5s2d 
Kh5c4d4c2h KcQc4d3d2d Kd7h5s5d4c KhJd9d8d5d 
KdTs6d3s2s AdKd6s4d2h 7d6h6c5c4s Ts6h5h4s4c 
Kc8d7h5d3h JsTh5d4s3s Js7c5s4s3c Ad8d7d7c3h 
AdKc7h3s3c Ah9d6h5c3h KdJs7d3s3d QsJs9h7d3c 
Tc8s7d4c3d QdTd9c7d3s KdTc9d7d2h AcQh4c3s2d 
Kc9s8s4c3h Kc5h5d4c2d AdKh9c5d2d AcKc6s4c2d 
Kc9c8c7d2d Kh8c7h4d3d KcTh8s4d3c 9h8s8d7d2h 
Ts9h7h7d2s QcJs9h8d3s AsQd9d7h4d 7h7c5d2d2c 
KsTh9h8c2d KcTsTh4s4d AcKs8h8d4d Td9h8s7s4c 
KcQhTs4h2d 9s8h8c7c5c Ah9h8h6c3d KsTh8c5s3d 
Th8d6s6c5s QdJh6c4s3d QdTd9h9c4d Ac8d6s6h3c 
8d7s6s6d2h KhQs7s3d2h QcTd8h7c2s Qs8c6h4s3h 
AhKsQd7s2s Ad8d7h6d3c Kc5d5c4d2d AcJhTd5d2d 
Ac7c6h3h2h Js8d7h5s2h Kd9h5h4d3d Ks9d8h4s4h 
Jc8d6h4d3c KdJhTh4s2h Td9c8h5s4h AhKd7c3s3d 
KcQhTd7h3h Tc6d5s4s4c AcQc8d3c2d Kh8c5s5h2c 
Jd8d8c5d4s AdJs9d3h3d QdTd9c7d3h Th9c8d5s4d 
Tc8d6d4s3s AdQcJc3c2s TsTd9d7d5d QcJh7s5d4s 
KsQs7s6c2c QhTsTc6d2h AdQc7d4d3h KcJdTd4h2d 
Kd8s6s5c3c Jc8c7s5s2s AhTc9s5s3d AdQd9d6d4h 
Ks9c5s5c3s Jd8s6s5c3c QhJd7c5d4d As8c7d7c3d 
KcJd9s4c3h Jc9h6s4c3s ThTc7h6c2c AcKh7s6h2d 
8s6d6c4c3d AcJd6d5h2h Qc7d6s5s2c QsJd7h5s3c 
QdJcTd7h2d JsTd8c7d2h Ah9s6h5c3h QhJs7s6s5s 
KhJd4d4c3c JsTc8s8d3h 8s6d5s5c2c 9h8d6d5s4d 
5d5c4s4c2s Kc9s8s7d3d Kd9d8h6c3s KcTh6d5c2s 
As9d6c3s3h KhJcTd4s4d 7h7d6d5c4d QsTd8h6d3c 
Kh8c7d4h3d JdTd8d5s5d QdJc6h4s3d Kh7s7h5c3d 
TdTc9d5d3s AhJcTs5s2s AcQc7c4s4h JsTd6d5c3h 
Th9c7s5s3d AsQh7c4h4d KcQd9h7h5h KdJs4s4h3h 
KdTd8s8c5d AsJd6c5c2d TdTc6d5d2c AdJd6s4d2s 
KdJh8c5d3s QhJs4h3d2d Jh7d5d5c3h 8s8c4s3h3c 
JcTs9s5s3s KdJd9d8s4h AcKc4h2s2c KsTc6s5d2h 
KhJs9h5d5c AcQc3d2d2c AhTd6s5c4d QdJc5d4s4h 
Kh9c6h6c2c 8h7c6h4s2s QhJd9d8c3s KsTd6s3c2c 
7c6s5h4d3s Td8s6h6c5c JsJd9h4c3s Qs9c6d6c3d 
KhJs9c3s3c AsTs6s6d3c Th7s5s5c3h Td9h6h4s2d 
Tc7d7c5d3c AsTh5h5d3d Qd9h8s7c5h KdQd8h7h2d 
Qd5s5d4h3s JdTh9c4s2h KsTc6d6c5h AhJc9c7c3s 
Qh8s5s5h3d QcTh5d4s3c Th7h6h4c3c AdKs9c5d2d 
Ac5h4d3c2s Qs9s5c3d3c Qc8h8c5d4s Kc9c8h4d3h 
Ad9h7s5s5c QsTh8s7c3d Kd9d8d7s7d AdKh5c4h2h 
JcTsTh6c3c Ks7c5h4s2c 7s6d6c5c4h Jh9c7c6s6c 
AsKs6h4s2c Qc7d6h5h2c Kc6d5h4s4c Ac9d8d7h4s 
KcTh9d6s3d Qh8c7c5h2s QsJhJd5d2d Ac7h7d3h3d 
QdTh9c7d2s Ac9h8h7s4d QdJd5c4s4d Kd7d6h4c2c 
Th9s8h8d5c AsKh9d5h3h KdJhTc4s4c KcQh8s4c2s 
6s6h4h4c2s QcJc5d3d2d Tc8s6s4d3d Ah6s6h5d3h 
Qc9h7s6s2c KdTs8s6s6c QhTd8h2h2d AsJd5d4h2h 
AcQs7s5s4s JhTh9d7h4h AhKh8h7h3c 8d8c7s7d2h 
As8h7d6s3s KcTd6h5c2s KhJh8h6d4c KhTh9s9d5h 
KcTs6h6d5s KhKdKcJc6d Td9c6d5s3h TsTc9h5s4s 
Js8d5d4c2s KcQh9d8c2s TdTc9s5c4c QdTc9c6h2s 
Ts9c7d7c2s Kh9d8h7c4s 8h8c7h7d2s Ac8s7h5h2s 
KhJsTs5s5c Kh9s8c7c2s Ah8s8c7s2c QdTh9c4h3s 
TdTc7d6c2c QsJh7d5d2h KcTd9h4s4c KsJd4s3c2c 
Kc7d6s6c5c Kh9h8s6d3c Ac8c6s6d2h 9h7d6h6d2c 
AhKd9c8s4c Ts9d8s2s2d KsJc9c8c5c 8d6h5d5c2c 
QcTc8s7d3h JcTh5d4d3s QdJc7h5s4s AcQh6c5s2c 
AsKc8h8d4d Jc9d6s4s3c QsQcTd5h2h QsQh6s6d2s 
JcTd8d5d3s Qc9h7d6s4c Qd9d6s4s3s Qs8s8h7h2d 
As9s8s6c3h JhTs5h3s2h KcJhTs8h2h Ah7c6d5c4s 
JcTc9h7c4c KsQs9c6d2h AdKd8s4d3c QsQcTs4s2s 
Jd9c7c5d2d Td9h7s6s4s Qs9c8s6s6h Ah7s7h6h3d 
Kc9h8h6h5s KsJh7c3s2h KcJh8d5s3c Th9c6h5h2c 
Jd7h6s6h3d Ks8c7h6c5c 9h7s6c5s2c As9d7c5h5c 
Tc9c6h5h2h Jh8h8c7c3c Th8d5d4c3h Th9c7h6h5h 
QcTs7d4d2c KcJh7s7h4d KsThTc9h3h Ad7s6h5s4c 
9s9d4s3s3d Kd9h6h4d2c AsQc9h5d4h Qh4h4c3s3c 
Ah7h7d6c3h Jd9h6s6c5c Qh8c6c4s2h 8c7d6s4s2c 
As7c6d5c4h QsTd4c3s2d JsJh7h6d2d KcJc7d6c4c 
QsQd8d7d4d AdJs6s5h2h AhQc9d8d4d AdQs6c4s2c 
Jc6s5c4s4d 8s8d4s3d3c 9s8d7d5s2s Ah6d5h5c3h 
QcTs4d3c2s Jc9s6d5h4c AcKs6s4d3s AhKd8d5d2s 
KsJc4s3d2d AcKd9d6d3s Qs9s8s5c2c KdJc4h3d2h 
AhQc9c7s4c Ts6s5d4d3d 7s6s5c4h3s KcQc9h5c3s 
JcTh8s6d3c AdQcJs4s2s JsTh5d4d4c KsTh9c5h4d 
KcTd8d6h6d Kc9d5d4c3c JhTd8d5d3c Kh9c8h5d4s 
Ah9h9d6s3h QcTsTd6h2c Tc9h7s5d3h AdKdJd3d2h 
Ac9d8s8h6d Kd8s7d4h3h 9d8d7d5c4s Th8h8d7h3d 
Td6s5s5d3h Ad8s6d4h4d ThTc6c5d2d Js8h5d4h2s 
QsQhTc6c2c Ks7h7d6s2d Ts9s9h8c4d Qh6d5s4d3s 
KsQd9c8c5h KcJh9s5h4h Kh8s6h6c5h KhJh9s7c2d 
QcJd6h4h2d KcTd8d4h3h Ks8c7c4s2d KhTc6h3s2s 
Kd9s9c7h5c 9h6h5s5h4s Tc9d7h5h4s KdJs7d3c2s 
KsKhKdQd5h KsJsTs8s3h Kh6d4d3h3c KhQhJh7h5h 
Kc5d4c3d2h KdQc9d5s3d Qd8d7s6d5d KhTd4s3h2s 
Kd9h6h6c2d AhJs8c6d4d Kd9d5s4s2c Kc8s8d7h6d 
9h9c6d5h3h Qd9h8c7s5h JdTsTc7d3d Ah6c3h3d2d 
AdJs7s3d2d TsTd6s5h2h KhJdJc9s3s AhQdJc4c2c 
Kd7s7h5d2h JdTd9s7d4d JhTc9c5c3c Td8s8c3d3c 
Kh6s5c4h4d AdQdTd5d3d Jc8c7d4d3s KhJh9h7s3d 
QsJhTc4h2h Jh8s7h6d2s Ts9c7c6c2s KdTh8h4s3s 
QhTd8c7h2s Jc7d6s4c3s AcTs9c3d2c KdQsQd8h2d 
Kc9s5s4c3c As7s7c6s3d AdQh9h7c4h QsJc7h5h2c 
KhKc8d3s3d 9h6d5h3s3d Qc9d6c4d4c Qd8d6c4h3h 
Ks9c8s5d4h KcQd6c3d2c Qs5s5c4d3c Kc7s7d5c2s 
AhTd6h4s3h KhTh8s5d3c 6s6d5c4h4d Qs8d8c6s2c 
9h8c7c5h2h KhTd9c6s3s AhTdTc5d3s KdJsJh9c3c 
KhJh7d6h4h 9h9d7s5c4s Qd6d6c5s2c KhJc9s9d5s 
Ks8c6h5h3c AsTs9c4s2h 5h5d4s3s3d Kc9d9c6d2c 
Qh8s6h5h4c Kd9h9d6d2h Th8s7h7d3s 7c6h4h4c3d 
QsJc7d5h4d Qh8s7s5h2d Jc8s8c6h2s Jd8d6s5d4c 
AsKs4d2s2h Tc9s8s6h4s AdTs9d4h2d 8d6s6c4d3c 
JhJd9c6d4d KhJs9d9c4h Ts8d7s7c3d Ah9s8d8c6s 
Ad8h6d5d3c AsQd7c4h4d As7s7h6s3d JsJc7d5s3s 
KdJc8h5d3s Kc9h9c7h2c Jc9h7h6s6h Ad8c7h5h2c 
Th9d4s4h3s AhKs9c5h2h 9h8c6c5s4c Kh7c5d4h2c 
Tc9d7s5h5d 9h9c5s5c4d AdQsTh3s2c KdQh7d4d2h 
KdJc9h5c4c Tc8c7h6h2c QhJh9h7h6h Kc9d9c5h3s 
Ts7c5s5c3d KcTd8h5c3s Tc8h8d4d2h Th8c6s4h2s 
AdKs6s5h2s AdQc9d7d4d QhJs5d3d2s KsJc6h5d3c 
QsTs9c7d2h Qs8s6c4s4c JsJh9s4d3c QhTs9s7s4d 
Qs9d8d7h7d Tc9d7s5s4h KcQsQd7h2d JhTc5d4h3h 
QhJs7c5d4c Jh9s7s6s6c KsTh7s4d4c Ts6h5s4s4h 
KsTs5c2h2c QdTd7h7c5d 9h9d4h3h3d AhJc7h5h2s 
AsTh9h7h4h 9c7h7c5s4d AsJd9d5d3h Td8c7h7c6c 
AsKs8s8c4s KhTc8d7d4d 9s9h8h5c4d KdJc8d7s2h 
9s8h8c6s5s KhTsTd4s4c AsKsKhKd6c As8h7h7d3d 
7h7c5s5d3h Jc8s7s7d3c 8d7c6c3h3d KhJsTd4d4c 
QhQd6d6c2d QcTs6s3d2c KcQhJc6c3c Qc9s8d6h4c 
Qd7s6d5h4d 7d7c6c5d2c KsJd9s5h5c KsJdTd8c2d 
Js8d8c7c5h Ac7c4h3d2h AsJs9h8s2s QsJs9h9d4c 
Kd6d6c5c2d TsTh7s6h2h JdTh5s4s3c 9c8h7d5s4s 
Th8s8d4s2d Js8s8h6c2h 8c7s6s3h3c KsQsJd7c3s 
QdJhTd7c2d KhJdTd3s2c AhKh9s4c3h Ah9s6d3h3c 
Kd9s6s6d2s Th9s8c4h2c Qs9h9d3h3d Jh9c5s3s3c 
QsTd9d7d5d Ac9d6h5h3d Qs9s7s6h6d JcTc8d6h3c 
Th9h8h7s5h Qh6c5c3h3d 9d9c7h6s3d Th9c7h7d2d 
QsTs8s7h5s AcKh8h5h2s Kc9s6s6h2c Ad6d6c5s3d 
QdJcTd6h2d Qs8h6s5s4d Td9h8s4d2s KdTh9h8s2c 
QsThTd7c3h Qc8d7s4d4c 9h6d5h3d3c Ad6s5h4d3d 
KsJd9h9c4s 9h8c7s5d4d Qs8h5s5h3d Ks9c7s6h4s 
Jc9h7h7d2c 8s6d6c4d3c KhTc9d5c4s Qs8c5d5c4d 
Js8h5c4h2s KcQdJh9h2h 9h8h7h5s4d Kh8s6c5s3c 
Ts9d8h5c4h 9d7d7c5c2s AhQs7d4h2c KhTh4d3h3d 
Qh9d7c6c2h AdJc6s4s3c KsQs7c6s3d KhKdKcJd6h 
KdThTc8s4s KsTsTc4d3s KdJd7d5c3h 9s9h7c5d4c 
TsTd9h6h4h Kc7h5s4c2h Ah6s5d4h3h KcTsTd9d3d 
JsThTc7s3s KsTh9h9d3h QcJs7h5d3c Jc9d6c5d2c 
KdTs7c6s2c Qd8s7d5c2c Kc5c4h4d2h KdJs7s5h2h 
KhTs9h7h2d Kh5s5d4h2d QcTh4d3c2h Jd7c6d4c3c 
Ts9c7h7d5d Ac9d7h7d5d KcQs9c6d2h KdQc9s9d5d 
Js9s8c4c3d Jd8s5s5d2c QsQh7d4h3c QcJd5h3h2d 
9s8h8c7h2s QsJhTc3d2c Ks8d7s4c3c QsTc6c5c3h 
QhJc4h3c2c JdJc7h6h2c JcTc4h4d2h JsJd9d8h3d 
AcKc5s3h2c QdTc4d4c2c QhJd8h3s3d 9h8h8d4c3d 
KsJd8c5h3s QsJhTh3d2h Js9c6h4s3c 9h8c6s5c4c 
KcTh9s5h4d Ac6s5d5c3c Ks8h5s5c2h KhQh7s6h3d 
KdJh6s6d2s JsJc9d6c4c Th9h6d6c5s Ah7d7c3d3c 
9d8h5d4h4d AdKs5h4s2s Kh7c5h4s3d Ks9s8s7s7d 
Kd8h7s4h2d Kc9s7d7c2s KcTh4s3c2s Th9s8s6d4s 
QsJd7c5h4c Jd8c6h5h3c QdJd9s7c3h Ts9s6d5d2d 
JcTs8s3h2h Qh9s8c7d5s KsJh9c4h2c AsJh8c5d3h 
AdTs8s4h4c QcJd7s5d4d TsTc6h5c2h AdJh8s6c4c 
Qd8d7h6h2h AsKh6h5c2h QhTsTc7d3c AcTd9c6s2c 
Jd7c6h4h4d QcJhTh3d2h AcKh9d8s4d Tc6s5s4c3c 
KhQd8h3d2c KdTs4c2d2c Qh8s8c7s2h Tc7h6d5c4c 
As8h8d7d2h Ad8d7c6d3h AdKc8s8h4h KhQh8c7h5h 
9s7h7c6s5s KsJs5c4h2d Qh9h7h6h5s QcJhTd4h2h 
KcQs8c3s2d AcKdQs8s3s Kd9s7c6s6h Ac9d7h5s5h 
Jh9c8s8d5d QcThTc7s3c Ad7h6c4d3d 9c6d5c4d3d 
9c8s6s6d5h AsJh6h5d2d AcQs9s7h4s AdKs9h5s3s 
KhQh6c3c2d Ah5c4h3d2s KhQd4c3d2c AsKhJc6d3d 
KcTh9c7c2d 9c8s8h7h2c 6s5s5c4d3d Kc8s5s5d2c 
Kd7c5s5d4h KcJsTs3h2d Kd9s9h7c5h AhKd5s4d2d 
JdTh6h5c3s QhTc6h6d3s KdJcTs7h2c Tc8s7c6c2s 
KhTs7h4d4c QsTh8h6c2d 9c6h5h5d2c QhQd6d4c2s 
AdJd8d7d4d Kc9s8d4d4c JdTs4d2s2c As9h4s4c2h 
Kd8h7s6h5h 9c7h7c5h2d Qs9c5s4d2c Qc8h8d6c2d 
Qh9c5c3h3c AdQc5d2s2h AsQcJh7d3d AcKd7d5d2s 
KhTh5s2s2d QdJh4d3s2s QhTh7d4d2s QhJh9c7d3s 
AhKs5h2h2c Qc9h8h7s7h JcTh5s4c3c Ac7h6s6h5h 
JsJc7c4h4c Js9h9c6h2c KdQcJd2h2d Kd6s4s3d3c 
Td7c5d4d4c Tc6s5s5c3d 8c7s7c6d2s 7h6h6d4d3d 
QcTs4s4c2s AcKh9d3s2c Kc9c8h6d3s Ac9h6h3c2h 
QdJc8h5s3d Qc9h7d6d5d KsQcJs3s2h Jd8d7s4s3c 
JsTs8h4d3c Qc8d8c5s4h Ah9d6h5s3h AcTd9h6c2c 
Jd8d6s5d4h 9d8d8c6s4h AdTh9s9c2s As9h6s5d3s 
Kh9s8s8d4d KhJs7h7c2c Jc9h8s8c5c QdTc9s7s3h 
9h8s8h7c5h KhJs9s6d3c 9d7h7d5c4s KsQsQc8h2s 
KhTd9d8s3c KsQhJs6s3s Ks8c7c4s2h AsQc9s4d2h 
KdQh8s8h5c QdJs6c4h3d AhTs6s4c3c KhJh7s5c3h 
AsQcTc4h2c AdKd8s7d3d QcJsJh5c2c Jh9s9d5d4c 
AcKsQh7s2s KsJd7s7c2c JhTh5s2s2d Th7s5s4h3h 
KhQcJs3s3d Qc9h9d7h5s QdJd7d4h3h Jd9d7d5c4s 
QhTh7s5c3d 7s6h6d4d4c Kd9c8d4s3c 8d7c5h4d2h 
QdJs9c4h3d JcTs7s5s5d QhTd7d5c4d 8s7s7h2h2d 
JsJd9h8d3d Ks7d7c5s2d AhKh8d4h3c AhJh6s6c3d 
Qd9d7d6h6c ThTc9c4d3s KhQdJc9c2c KsTs9h7s4s 
KhQdTs7d3d Kh8h6c4c3c KdJs9h7c3s Qc9s9h4s4h 
KdJd7c5s3d AcQsJd7d3d QsJd8s8h4c JhTc9c3s3d 
AdTs6d4c3d JdTc8h8d3s KhQd6c5d3d QsQd7d5d3h 
QdTh8c4s4d AcTd9s6c2c AhQc7c5c4c AhKh8h7h3d 
Th8s8h7h3s As7h7d3h3d QdTd7c4c2s QhJc9d7h3s 
AsTs9c4h2s Ts8c7d7c6c QcJs8h5d3c Td9h7d6d5d 
JsTs9s5h3s AdQsJh4h2h 7d6h6d4h3h As8d6s4s4h 
Td9s7h7d2h KhQsJh3c2h KhJs7s5c3d 9d8c6c4s2s 
KcJh9d4c3s KsKd4h3c2h Qc6d5s4d3s AhJh5h3d2d 
AdKd6c4d2h KdJcTc8h2c Ts9c7d5d4h 9s8d8c7d5d 
JsTh9s6s4s JsJh7h4h4d Jd9h6s6c5s QsQh8c6s3s 
Qd7h7c5h3c QcJd9c3d2c AcJsTd5d2d JhTc9d4s2h 
AhQsJd7c3c Jh9c8c2s2h 8s7c6c3s3d 8d7s7d6c2s 
QdJh7s7c5h AhTs8h3h3c Jh8s7c6s6d KhQd9h6s2c 
KcTc7h4h2c KhJhTc6h2d AsKd5h4c3c KhQsJc9c2c 
KhThTc8h5h AcTsTd5h3d AdQd9s5d3d Tc8d5d4c2s 
TsTd6s5s2d Th9s7d7c5c KhTs9d6c3d 8h7h6c4d2c 
JsTd4s2h2d KdQcTd7d3d AhQs3h3c2d KdTs9s8c2h 
Ts9s9h6s3d 9s6c5d5c2s KsKd8h3h3c AcQsJh4h2h 
KdJc9h4c2h KdTd7s5d3c KdTs7d5h3d QhJd7c5c4s 
JsTc9h4d2c AdKh9s6d2d KhQhTs5d2h AcQh8h8d4h 
QdTd9h3s3c Jc8d8c5c4s AcKhKdKc6s QhJdTs5s2s 
Qh8d5d4h2c KhTh7c5s5h 7c6c5c4d3s Tc9d7h5h3s 
QsJs9d7c3h KsQcJd9d2d Kc6s4h3s3c TdTc9h5d4d 
9h8s7d5c4c Jc9c7d4d3d Qh8s6s6h3s 7s7h5c2s2c 
Ks7s6h4d2d Jh8d8c7d6d 7s6s6c5d2c AsJh9h8c2h 
QcJs5s4h3d KdQd9h5d3c Th8s8c6d4c JhTs8h3s2h 
9h7s6c5c2s TsTc7d6d2s QsTsTd8c3s KsTd7c5s3s 
JhTc9c5d5c KcTd4s2s2c KcJd7d5s3h Ks7s7c5h3d 
QhJc8s8h4d AsKc7c5c2h Jd8h7d6s2h As7d6c5d4h 
Th9c6h5d3s JcTd9h5d2s Js8s7h6h2c 5s5h4s4h3c 
QdTd7c5s3h KcTh9s6d3d QhJd7s7c5c KhQhTs4h3h 
JhJcTs6d2c Jc8h7d5d4d Qs7h7c5h3c KhJd7h7c2c 
Ah9h8h6s3d Ks9d9c7h5d AhJs4h4d2c 8c7c6d4s2d 
QhQd7s5s3c QdTd7s3s3h AcJdTh5h2h 8d7s5h4s2d 
Jc9s8d8c5c 8h6s6c4h3c 5h5d4h4d3c 8s7s7c2h2c 
KhTd8d7s4d AsThTd2h2c KcTs9s8d3h TdTc7h6h2d 
Ac7c4h3s2h Ks9d7h7c6d Ks7c6h4s3d 8d7h7c6h4s 
JsTs9s6s4c QdJsTh3d2d QsQd5d4d3d KsTc7s5h3s 
