Kd8s3s3d3c 
9d5c4s4d4c Ac7s7h7d3s TsThTd6h2s Qd7d3h3d3c 
Tc7s3s3d3c 9s8h2s2d2c 8d4h2s2d2c Qc3h2s2h2c 
Jh9s4s4h4d Jd6h2s2h2c 9s5h5d5c4d 5d4c2s2h2c 
Qd9s9h9d2s 9s8s4s4h4c Jd8s8h8d3s KsQh6s6d6c 
8d5s5h5c2h KsTd6h6d6c Js8h3s3d3c 7s7h7d6d2c 
JsJhJdJc8h 7d3d2s2h2d Th7h7d7c4s 9s9h9d4s3s 
Qc9s9h9d6d Tc8s8h8c3d Th9c4s4h4c Ts7s7h7d4c 
7h6h6d6c5h JsJhJc8d5d Ah7d2h2d2c Jd7h7d7c6d 
JsJhJd8s2c Js5d3s3d3c Td8c2s2h2d Qc6s6h6d2s 
9h6h4h4d4c 8h5c2s2h2d 7s6h3s3h3c Jc8d4s4h4d 
6c4h2h2d2c Ac6h2h2d2c 6s5s4s4h4d Qd9s9d9c2s 
Th6s6h6c2c 8c6c2s2h2c Qc8s8h8d4s 7s7d7c5h2s 
8d7d4s4h4c KsKdKc7c2c Qd7c2s2h2c Qc8s8h8d6s 
Ts8h8d8c2h Td9s9h9c4s Th6s6h6c2d ThTdTc8c5c 
9h8s5h5d5c QsQdQc3d2d Qs9s9d9c2d JhJdJc8d4s 
Jh6d2s2h2d 8s5s5d5c3d Ac7c2s2d2c Jd7s6s6h6c 
KdQd8s8h8c JdTh6s6d6c Kh6h2h2d2c Ac8c2s2h2c 
Qh6s6d6c2d 9h6s6d6c2d 9s9h9c8d3c Kh8s8h8d3s 
7s7d7c6d3h 8s6h6d6c2d Qh7d3h3d3c 7s7d7c5c2d 
JhJdJc9s4s 6s6h6d4c2s Qs7d2s2d2c 9h9d9c5d2c 
9s9h9d4s3d Jh8s8d8c6h 7c6s6h6c4d 8h3s3h3c2d 
KdQs2h2d2c Jd5h5d5c3c 6s6h6c3s2s KsQs2s2h2d 
Jh8s3s3h3c JhJdJc7h4h Js6s3s3d3c Js9s9d9c3s 
Ts8s8d8c4h 9s4h4d4c2h 5c4d2s2d2c Jc9s9h9d5h 
7s6c3s3h3c QdTsThTc2h 9s9d9c7h3c Qs7h7d7c3h 
Th9d2s2d2c As9s9d9c3s KdQh4s4h4c Jc8s8d8c5c 
9s8h2h2d2c 9h6s3s3h3d JsJhJc9d2s 9d4s3h3d3c 
Td9h3s3d3c 8d4h3s3h3d As9c5h5d5c Jd9h9d9c5d 
Qh7h7d7c2c 5h3s3h3c2s Ah8h2h2d2c Js3s3h3c2s 
Kc7d3s3h3c Qc6s6h6d5s Kh8s8d8c4c Jd9h3s3h3c 
QsQdQc6d3h QsQdQc4h2s TsThTc3c2h QdTh5s5d5c 
9d8s5s5h5d 4c3s2s2h2d 6h4s4h4d2c Ah7c6s6d6c 
8s8h8d7s4c Td7h7d7c3c 9s8s6s6d6c Kd9s9d9c4c 
Jh9h5s5h5d 7c3c2s2h2c Jd3s3h3d2h QsQhQc8d5d 
AdTd3s3h3d 9d5s5d5c3s 9s7h7d7c6s 5d3s3d3c2d 
Jc9h9d9c3s 7s7c2s2h2c 5h5d5c3d2d Qh8s5h5d5c 
Qs6h6d6c4c Qd3s3h3c2h Kd6s2s2h2c QcTh4s4h4d 
Tc5s5d5c2h 7s7h7c4d3h 7c6d2s2h2c 6h4h2s2h2c 
Ac9c2s2h2c As4s4h4c2d Jc7c4s4h4c Ks9h9d9c2c 
9c6d2s2h2c Kc8s5s5h5d Td8s8h8c5d 7d4h2h2d2c 
KsKdKc7d2d 8d4h4d4c3c 9s7h7d7c3s 9s6s3s3h3d 
QhJd7s7d7c Kc6h6d6c4c Qs9s9d9c4c Qc7d6s6h6d 
Qd9s9h9d2c Ac8h8d8c3c Td8s8h8d8c 9s5h4s4d4c 
7h6s6h6d2h 8h6s6h6d5h JdTd6s6d6c JsJhJd5c3c 
Js6s6h6d2c QhTs2s2d2c Tc4s4h4c3c JsJhJd6s3c 
Qd9d8h8d8c Jc8h2s2h2c 6h4s4d4c2c Qd5s3s3h3c 
KsThTdTc2s 7h6h2s2h2c QsQhQc3d2h 8h8d8c7d2h 
Kc6d4s4h4c Ts6d4s4d4c Ac9s9d9c4c AsThTdTc2h 
Ac4s4h4d3s Ks8s6s6d6c 5h5d5c4d2d JhJdJc8c4c 
Tc5s5h5c3h Ah8h2s2h2c Jc8s8h8d3c Kc7s7h7d4s 
8d5s5h5c3c Qc7d5s5h5c 9s9h9d6d2d Qh8s3s3h3c 
AhJc4s4d4c Kh7s7d7c6c Jd9s9d9c2h 6h5h2h2d2c 
Td3s2h2d2c TsTdTc9h2d Js7s7h7d2d Qc8s8h8c4c 
8h6c4s4d4c JsJhJd7h4c Ks6d4h4d4c QhJd4s4d4c 
7d5c4s4h4d QhQdQc9d4d JsJhJdJc8c 9s9h9c6c4d 
JsJdJc5h2c 7c6c5s5h5d Qd7s7h7d3c Tc6s2s2d2c 
9s9h9d7c2c 6d5s4h4d4c 8s5s3h3d3c Jh6s4s4h4d 
As9h9d9c2d Th7c3s3d3c Ks7s7h7c2h QhJh6s6d6c 
Ts9h3s3h3d TsTdTc7h2s Jd7h2s2d2c 8c7s7h7d3s 
JsJhJc3s2s QhQdQc4d3d As6s6d6c3s ThTdTc5s4d 
9s9h9d8s2s 8c5h2s2d2c Jc6c2s2d2c 9c4d3s3d3c 
Qs8h8d8c3h AcJc3s3d3c Tc9h2s2h2c Th5c2s2h2c 
QsTd2s2h2d 9d5h5d5c2c 7h5s5h5c4h Qs7s2s2d2c 
Tc6s6h6d3d 9s3h3d3c2h Kd7s7d7c2c Jh6d4s4d4c 
JhJdJc8s2h Js9s9h9c4s As3c2s2h2d JhJdJc4c2s 
KsTsThTc5s Qd8d4s4h4d 6s6h6d5h2c Kd9s6h6d6c 
Js9h7s7d7c Ts9d4s4d4c 7h7d7c5h2d QhTd3s3h3c 
9h6h3s3d3c Qc7d3s3d3c JsTh5h5d5c 7s6h5h5d5c 
7c6s6h6c5c Qd5h5d5c2s KsThTdTc2d KhTsThTc2h 
8h8d8c3s3c Ac3s3h3c2c Kd8h2s2d2c Tc4d3s3h3c 
JsJdJc9c4c Jc9c2s2d2c Kc4s4h4c2c KsJh3h3d3c 
Ks6h6d6c2c KhTh5h5d5c 8d5s5h5c2s JsJdJc4d2d 
Td8h8d8c3s TsTdTc7c4c 7c5s5h5d2h 8h8d8c5s2d 
Jc4s4d4c2c TsTdTc9s5s QsQhQd8s2c 5s4h4d4c2h 
Jc4c3h3d3c 9d5c3s3d3c 6s4d3s3d3c Qd3s3h3c2c 
7c6h6d6c2h 6d4c3s3h3d QcJs6h6d6c JsJhJc4h3d 
5h4c3s3d3c QsQhQd9h4h As3s2s2h2c 9c5s5h5d3c 
Js9s7s7h7c Tc5s5d5c3h 9s6h6d6c5d Kc7s7d7c4h 
Ah8s8h8c2h Jh6h6d6c2d Qh7h7d7c2d 6c3h3d3c2c 
KdTh4s4h4c Ad5s5h5c4h Kc5h5d5c3s TsThTc6h3h 
Js6d2h2d2c 8c7d4s4h4c 7h7d2s2h2c Ks8h5h5d5c 
Ts5h5d5c4s Jd6h2h2d2c Tc4d2s2d2c 8s8h8d5h2h 
Ac6s6h6d5s Ks9s9d9c2s Kh7s7h7d4c Th9c4s4d4c 
Kd9d3s3h3c Kd5d2s2h2d Js7s5s5h5c Tc9c7s7d7c 
9s9d9c6h4s 8h3s3h3d2s Jd8d3s3h3d 8d7h7d7c4s 
Td5s5d5c2h Ac4s2s2h2d Jc3s3h3d2s Qh5h4s4h4d 
8s8d8c7h2s Kc7d3h3d3c 9c3h2s2h2c ThTdTc6h2c 
8s8h8c6c4c 7s7h7d5c3c 8h6h5s5h5c QsQhQd6s2s 
Ks3h2s2h2d 9c8s8h8c6c Qh6s6d6c2s Ad3h2s2d2c 
Kd7s7d7c2s 5h4s4h4d3h Ks9s9d9c6s 8s7s7h7c3h 
AhJs5s5d5c Qh8s8h8d2d 9d8s8h8d3s TsThTc6d4c 
Kh6h4s4h4c JhJdJc6s4s Jc8h3h3d3c Qh7s7h7d4s 
8d7c3s3h3c Qc6h6d6c2c 9s9h9d9c8c 9h9d9c3h2s 
ThTdTc7d5s Ts6h2h2d2c 8h4s4h4d2d Qc7s7h7d4h 
JsJdJc4s3s 9h7c4h4d4c ThTdTc8d5s KdJd8s8d8c 
8d7h7d7c3d Ts5s4s4d4c QsJh8h8d8c 7h6c2s2h2c 
Ac8s8h8d5s JsJhJc3d2s 9c6s6h6d3c Td6s4s4h4d 
6h3s2h2d2c Qs4s3h3d3c Js4d3s3h3d Ts9s9h9d4s 
7d5s5h5d2c Tc5h2s2h2d 9h9d9c6d2d Qs7s7d7c5h 
AcJd6s6h6d Td3s3h3c2h KdQc2s2h2d QsThTdTc5s 
QcJc7s7d7c Td5h5d5c2h KcTc4s4h4c Th8d5s5h5d 
9d3s3h3d2h 9h6h6d6c2s Qh8d5s5h5d 9h9d2s2d2c 
Ts9h9d9c3h Jd8c7s7h7c 8c7h3s3h3d Td7d5s5h5c 
Js8s3s3h3d Kc5s5h5d3c Kh8s3s3h3c QhQdQc4s3s 
QsQdQc5d3d 9s4c2s2d2c Td7s7d7c5d 8h6s5h5d5c 
Qd6d5s5h5c 9d3s3h3c2h Ks6c4h4d4c JhJdJc6h2c 
8d6s4h4d4c 6h4s4d4c3c AsJh4h4d4c Qd8c3h3d3c 
9s9h9d5h2d 5h4h2s2h2d 9d8s8d8c6d Qs9h9d9c2s 
7s7d7c6d2d Js9c4s4d4c Qh8h5s5d5c As8s4s4h4c 
JsJhJdJc5s TsThTd4d3h 7h6s6h6d2s Td6d2s2h2d 
Ts8h5s5h5d QhQdQc4s2c Td8s6h6d6c 8s5s5d5c2d 
QsQdQc6s2h Js8h3h3d3c Jc8s8h8d4c Kd7h7d7c2s 
8c7c3s3h3d Qh9h2h2d2c Js4h4d4c3h TsTdTc8h5c 
TdTc2s2h2c 5c2s2h2d2c Qd4s4h4c3c Ac7c3s3h3d 
KsQd6h6d6c 8s3h2s2h2c Tc7d5s5h5c 5s5h5d5c3c 
Kh8h4s4h4d 8c7s7h7d5d Ks6h6d6c3s 7s6s6h6c3d 
Qs5s5d5c4h QsThTdTc2d Qc9h9d9c6c 8s5d2h2d2c 
9s9h9d8s5s 9c6s6h6d3s Qh7c4s4d4c JsJdJc5h2d 
Ks5d4s4h4c 6h6d6c4s3s 6h4s2s2d2c QsQdQc8h3h 
Ah9h3s3d3c Qc5h5d5c4c 5h3h2s2d2c Kc7s3h3d3c 
Qc8h8d8c4d Kc9s9d9c2d As8s3s3d3c 8d6d4h4d4c 
9s6h6d6c5c Td9h2s2h2d JsJhJc9d4c Qc6s6d6c3d 
Ks9s5s5h5c KsQs8h8d8c Ks8c7h7d7c 8h4c3h3d3c 
Jc7s7d7c2s Qh5h5d5c4h Jh4s4d4c3c 9d4s4h4d3d 
QdJd8s8d8c KcTsTdTc4c Kd9h3h3d3c Ad6c2s2h2d 
KsTs3s3h3d Th5s5h5c4h KdJhJdJc2d QsQhQd6c3s 
AdTs2s2h2c Js9h9d9c2d Js9d3s3h3c Jd6s6h6c3h 
8s8d2s2h2c Ah9s9h9c4h Td4h4d4c3h Js4d3h3d3c 
Jd4s4h4c2d 9s9h9c6s4s Js9h9d9c6s 8h7s7d7c5d 
8d6s6d6c3d 9h6s6h6d6c 9s9d9c7c5c 8c7h3s3h3c 
Js8c2s2h2c KsKhKd7h2h Ks7s7h7c3c QhQdQc3h2s 
QdJh6s6d6c Kc9h2h2d2c Kh6d3s3h3c 8h7c2s2h2c 
KcJd2s2h2d Jh5c2s2h2c Ts9s9h9c2s 6c3s3h3d2h 
JsJhJc7h2h Th8h3s3h3d 9s9h9d7s5s Ks6s6h6c4s 
Js5d3s3h3c 6h5s5h5d5c 9c7h4h4d4c Ks5s3s3h3c 
Ac8h2s2h2d Qs6s6h6c3h 9h6s6h6d3c Kd7d3s3h3d 
7h4h3s3d3c JsJdJc7s2d QhTh3s3h3c 6d5h5d5c3d 
Jd8d4s4h4c JhJdJc6s3h Jd8s8h8c5s Td8s8h8d3s 
6s6h6d6c4s Qs5s3s3d3c 7c4s4h4d2h 9s9h9c7s4d 
Ad6d3s3d3c TdTc3s3h3d Qs8s8h8c2d Jd8d2s2h2d 
7c6d3s3h3c 9h9d9c7d2h Qs6c3s3d3c 6c4s4d4c2h 
Ah6h2s2h2d Qc5s4h4d4c Ks7s7d7c4s Th3s3d3c2d 
6h3h2s2d2c Td6s6h6c4s Tc8s8h8c5c TsThTc4d2s 
Tc7h3h3d3c Ah5s5d5c2c Qd5h2s2h2c 7h3h3d3c2h 
Jc3h2h2d2c 4h3c2s2h2c KdQd3s3d3c KhJh3s3h3d 
9s9d9c7s2h Th7s7h7c3d 6d4s4h4c2s 8s8h8c4c2h 
Ad9h9d9c4s 8h4h2h2d2c Th7s7h7d2h 8h7h7d7c3h 
Ah6s3h3d3c JhJdJc9s2h QsQdQc3h2h 8d5d2s2h2c 
ThTdTc7s4c Ts9c2s2h2c QcJs6s6h6d Td5s5h5d4c 
KdTh3s3h3c Qc9c2s2h2d As8h2s2d2c Jc9s2s2d2c 
AsJs6h6d6c Jc7s7h7d2s Qd6d3s3d3c Qs8d7s7h7c 
Ac4d2s2h2c QsTc2h2d2c Jh7d2s2d2c Jc7s7d7c5c 
Qc6h6d6c4c ThTdTc7c2d 7s7h7c4h2d Jc9h9d9c5s 
JhJdJc6c5s Kh7c3h3d3c Jd8d7s7h7d QhQdQc7s5s 
5s5h5d4s2c 9c7s7d7c2d Jd9s4s4h4d 9h9d9c4s3h 
Kd8c3h3d3c 8d6s6h6d4c 9s9h9d6s4s Kd9s9h9c7s 
Jd5s5d5c2h KcQd8s8h8d ThTdTc4s3c Ts5c4h4d4c 
8h8d8c4h3d Td4h4d4c2h KsQs7s7d7c Qs5d4s4h4c 
8d7s7d7c4d Jd8h8d8c2d 6d5d3s3h3c KsQs5s5h5d 
7h7c2s2d2c 5h4s4h4d2d 7s5h3s3h3d Kd8d6s6h6c 
9s6s6d6c5s Qc7s7h7c2h KhJs4s4d4c Qh9s9h9c2c 
8s8d8c7d4h Td7c4s4h4c 7s7h7c5s2c Kd9s2s2h2d 
Js8d4s4d4c 5d4h4d4c3s Js7s4s4h4c Jh6h2s2h2c 
ThTdTc7d2c 9h9d9c6s2h Qs8d2s2h2c Jd7s7h7c2c 
9s9h9d8h5h Ks8d7h7d7c Kd5s5d5c2h 6c5s5h5c2d 
Jh6s6d6c4h Ah6s6h6d6c Jd7h2s2h2d Td6h6d6c5d 
Qd3c2s2h2c Jh8s2s2h2d TsThTc5d4s Qh8s8h8d5h 
9c7d6s6h6c Qd8d7s7h7c Qs7s7d7c2s 8h6d4s4h4c 
Ks8s8h8c3s Qd7s7d7c3d TsTdTc8d5d Kc8h4h4d4c 
Qd6s6d6c4h 8s8d8c4d3c Jd7h4s4h4d As8c3h3d3c 
Qd9c7s7h7c Ks7d5h5d5c QsQhQd4s2s 8h8d8c3c2h 
Kc6d4s4h4d 7c6c5s5d5c 8h8d8c7d3s 7h7d7c6d3d 
Kh8d7s7d7c Jh7d3s3h3c As8s8h8d3s 9s7d2s2d2c 
As9s9d9c2h AsThTdTc3c 9h9d9c4h3s Jc9s5s5h5d 
ThTdTc4h3h 6s4h4d4c3h 8c3s3d3c2h Qh6c4s4h4d 
Jc8c7h7d7c Ah7h7d7c3h Qc8h8d8c6c KhTd5s5h5c 
9s9d9c4d3s Td7d4s4d4c 7s7d7c3d2c Qh6d4h4d4c 
9h8s8h8d3d 6s4s4d4c2c 5s5h5d4c3d As6d3s3h3c 
6s6h6c5s4s Qs4s2h2d2c Ts9c6h6d6c QsQhQd9s4s 
7d6h3h3d3c 4s4h4d3c2c 6s6h6c3c2d Kd7h5s5h5c 
Th8s8d8c5s Qs6c4h4d4c Qh5d3s3h3d KhTc4s4d4c 
Ts7h3h3d3c As5s5h5c3s JsJhJc5d2c 7h4c2s2h2c 
Kd6d2s2d2c Ad8s8h8c6h 9h6s4s4h4d 7s5c2s2d2c 
8c6h3s3h3c Kc9h5s5h5c Qd9s9h9c4s 5c4s3s3d3c 
Qh8s8h8c2d 9d4h4d4c3s 7d3c2s2d2c 8s8h8d8c7c 
TsTdTc5d2c 6c4s4h4c3h 6h3d2s2h2c 6h4c3s3h3d 
Jd7s3s3d3c TsThTc5s2h 9s4s3s3d3c Kh5s5h5d2h 
Ad5s5h5c2c Js8h8d8c4c Kd4s4h4d3c Th6s4s4h4d 
8d6s6h6c4c Kc8d3h3d3c Js6s6d6c3c 8s7d3h3d3c 
Js9d6s6h6c Tc6s6d6c2c 9h5d2s2d2c Ah9s9d9c3h 
As6s6h6c3s Js7h3s3d3c 7s3c2h2d2c Js6d4h4d4c 
JsJdJc5s4h 9h9d9c5s3d Jh6s6d6c2s 6s6h6c3s2d 
Ts5s5h5c2s 7h7d7c6h4h Kc6s6h6c3d 6s4s4h4d4c 
Qc9s9h9d4c KsKhKdKc7s Kc7s7h7d5h Jh6c4s4h4d 
9h9d9c5d4d Ks9h9d9c7c Qh8s8d8c6c Qs5c3s3d3c 
TsThTd8c2s 7c6d5s5h5d 9s9h9d8c2c Qc8s8d8c7c 
9d5h2s2h2c 5h4s2s2h2c 6c4c2s2h2d Jh6h3s3h3d 
KcTd2s2h2d 9d8s8h8c3c Qs9h9d9c2c Jd4d2s2d2c 
Jd7s7d7c4h Qd6h5s5h5c Jc9s9h9d6c Th6s4h4d4c 
9s8s8h8d5s Qc7c6s6h6d ThTdTc7s3d Kc9s9d9c2s 
Qd5c2s2d2c 7s3s3h3c2c ThTdTc8s3d Jd5h2h2d2c 
Js8s7h7d7c Jd9h9d9c3s JsJhJdJcTd Qh7d3s3d3c 
Qs4s4d4c2c Qh5d2h2d2c Jd8d2s2h2c 4s4d4c3d2d 
TsThTd9s5s JhJdJc7h2s 9d8c3h3d3c 9s8h8d8c2d 
Jd5h5d5c4s 8s6c2h2d2c 6s3s3h3d2c 7d7c3s3h3c 
Qh8s8h8c3c AhTh3s3h3c 9s8s8h8d4c Td9h6s6d6c 
7d3h2s2d2c 7s7h7d4c3d Qh9s9d9c2h Qc7s7h7c4d 
Kd5d3h3d3c TsTdTc8d2h 6d4s4d4c2c 6c5d3s3h3d 
ThTdTc7c3s As8h8d8c4h Tc8d2s2d2c Jc9c4s4h4d 
7s7h7d6c4c Kc8c2s2h2d Ac7h2s2h2d 9c4c2h2d2c 
Th4c3s3h3c JhJdJc7s6s ThTdTc3c2d 8h8d8c4s3d 
7h3h2s2d2c Ad7s7h7c4s Js5h5d5c4s 5c3c2h2d2c 
JsJdJc8h4d 6c5c4s4d4c AhTh3s3h3d Ac5d2s2h2c 
9h4s4h4c2s TsThTdTc3s Qc9s9d9c5c Qs7h2s2h2d 
4s4h4c3h2c Ts8s4h4d4c Td4d2s2d2c 8c6h5s5d5c 
7d6s6h6d2d Ad7s2s2h2d 5c3c2s2h2d Kc9c3s3h3c 
Jh8c6s6d6c 7h7d7c4c3c 9c6s6h6c2c 7d5s2s2h2d 
7h7d7c6c2d Js9s9d9c3h Js6h6d6c3d Qc5c2h2d2c 
9c3s3h3d2c Jc9s7s7h7d Kc7s7h7c3s Js7h5h5d5c 
Kd3d2s2h2d Kh8s8h8d5h Kh8d4s4h4c KsJc4h4d4c 
Ts5s5d5c2d Qd5c2s2h2c Ah7s7h7c2h Kd9s9h9c5c 
Qd7h3s3h3d ThTdTc8h2h 9d8s8d8c5h ThTdTc7s2d 
Ts4h3s3d3c Qh5c2s2h2c Ks7s7h7c5s QsTc4h4d4c 
KsTs3h3d3c 9h8s4s4h4c 7h5s5h5d3h 6d5s2s2h2d 
Js8h8d8c5c 5c4s4h4d3d 6s6h6d5h3h Ts9s4s4h4d 
TsThTc7h5d Kh9s9h9d3d 9h5s3s3h3c 8s8h8d7s3s 
Tc5c2s2d2c 9s7s4s4h4d 8h6s6d6c4h As4c2s2h2d 
Td7s3h3d3c 9d8s8h8d2s ThTdTc6h5s 5d3d2s2h2d 
7c5d2s2h2c KsTsTdTc4s 9h9d9c4c2h 9h9d9c7s3s 
Qs8d4h4d4c 9d8h3h3d3c 9s9h9c6s2d Qh6d5s5h5c 
As3s3d3c2h Qs6h6d6c5d 5c4c3s3d3c Ts7d3s3d3c 
Jh8s8h8d3s 7d6s4s4h4c Qs5s5h5c2s As8c6h6d6c 
Kc7c3s3d3c Kh5d2s2d2c Kc9c4s4h4d Jc7c2h2d2c 
6c4s4d4c3s Jd5d3h3d3c TsThTd9d4d 9s6d4h4d4c 
7d4c3s3h3d Kd8c6s6h6d JsJhJc7c2c Ah8s8d8c2h 
As7s4s4h4c 8c7c5s5h5d Kh5h4s4d4c Kc9s9h9d2d 
Js5s5h5d3s Ts5h3s3h3d QsQhQc6d4d JsJdJc4h3h 
TsThTc7d2d Ts6s6h6d5s 8h5s5h5c3s Qh3s3h3d3c 
9c4s4h4d4c Tc6s6h6d2d AdTsThTc2c 9d8s8h8c5d 
6h4s4d4c2d 9h9d9c6s2c QcJd3s3h3c 9d4h3h3d3c 
Kc6s6h6d2d 8c7h2s2d2c 8s6h6d6c4d 9d7h7d7c3d 
9c8d3s3h3c Td4h4d4c2s Qc8s8d8c3d 9h5c3s3h3c 
Js8c2h2d2c JhJdJc6h4s Ts6h6d6c4c Kh9h6s6h6c 
6d3c2s2d2c Js7d2s2d2c 7h5h5d5c3h 9s5h3s3h3c 
ThTdTc8h2s Qd7s2s2d2c 7h5h3s3h3c 9s9d9c7s3s 
Qc8h5s5d5c Kh7s7h7c4h Ts7d6s6h6c Js8c4h4d4c 
Js6h4h4d4c TsThTd8h4h Ts9c4s4h4c KdQc3s3h3c 
As9h9d9c4d KsTh5h5d5c 9h8s8h8d4d 9h6d4h4d4c 
9h7c2s2h2c Qs7c3s3h3d JsJhJc4d2s Ad8c4s4h4c 
Td8s8h8c5s 8c6s2s2h2c Th3s2s2d2c 7h4s4h4c3d 
5s5h5d4c2c 8c6h6d6c4s Th5h3s3h3d 9s9d9c7s2s 
Js6h3s3h3d 8s5s5h5d4c QsJd5s5h5c Th5h5d5c4s 
8c4s4h4d3h Kh4h3s3h3d 8d6s6h6d2h Jh3s3h3c2c 
KcJs6h6d6c Ts9h9d9c3c Kd5d2s2d2c 8d7d3s3h3c 
Kc8c6s6h6c Jd5d2s2h2c Kh8s8d8c4h Js7h7d7c4c 
9c6s6h6c3c 8d4c3s3h3d Jc9d7s7h7d 9s7s7d7c3h 
6c4h4d4c2d 6c5c4s4h4d Th9d2s2h2d Kc8s3s3d3c 
Qd7s7h7d2s Js6s2s2h2c Td7h4s4h4c Jd8s8h8d2s 
Jd5s5d5c3c Tc9s9d9c3c Jc8c4s4h4c Ac8d6s6h6d 
JsJhJd8h2c Qh4h3s3h3d 9c5d4h4d4c 8d7c6s6h6d 
Ad6s6h6c3c 7c5s5h5d3s 8c7d3s3h3c 8d6d4s4d4c 
AdJd6s6h6d Kc8s8h8c2c Jh6s4s4h4c Qc6s6h6c4c 
Js8s8h8d3s Jh5s5h5c3d QsThTdTc4c Jc6c3s3h3d 
Qd9s9h9c5s QdTd2s2h2c Jh9c5s5h5d Jc5c3s3h3c 
Jc9s9h9d2s Kh7s7h7c3d 6s6h6d2h2c 9h7h7d7c5h 
6s6d6c3d2c Jd9s9h9c3d Ks7s7h7c3s Qs5s5h5d2h 
QcThTdTc4c 8h5s5h5c2h Qs5h4s4d4c 8h8d8c5h2h 
Kd7c5s5h5d Ac9s9h9d7h Ts6s6h6c2d KsQs5s5h5c 
QsQhQd6h2h Ks5h5d5c4c 4h3s3h3d2s KsKhKd3c2c 
Th4s4d4c2h Td5h5d5c3d Ad8h6s6h6c Kh8d4s4d4c 
Td8h7s7h7c Ac9h2s2h2d 9c4s4h4d2h 8h5s5h5d3h 
Jh8s8h8d2c QsQhQc5d4d 9h8s8h8c6h 7h4h2s2h2c 
Js9s9h9c4d 5s5h5d4h3h QhQdQc7c3c Jd6s6d6c3h 
KcJd3s3h3d QhJh2s2h2d 9d6h3s3h3c JsJdJc7h5h 
7h5s5d5c2d 5c4s4h4d3s As9d2s2h2c Td7s7d7c4h 
8h4c2h2d2c 7s7h7d6s3c 9d7c3h3d3c 9s9h9c5d3h 
Ah5h3s3h3d JsJhJd5s3c Ts2s2h2d2c Ts7c2s2d2c 
Qh9s9h9c3h Kc3s3h3c2h 9c6h4s4d4c 9s6s5h5d5c 
Ac9c2h2d2c Jc4d3s3d3c 8c7d4s4h4d Qh7h6s6h6d 
QhQdQc5c2c QsQhQc5h3h 9s9d9c8s5h Jd9s9d9c4d 
Qh9h9d9c5h Kd8s8d8c3c 9c6d3s3h3c Jh7h7d7c6h 
Tc9d5s5h5c 9s3s3h3c2h KsKhKdKcJs 7d5d2s2h2c 
9s7s7h7d2c 7s7h7c6c2c Td9s3s3d3c 8d5s2s2h2d 
7s7h7c3s2h Kc8s4s4h4c 7s7h7c5c2d 9s9h9c4d2h 
6s5s5h5c2d 8c4c3s3d3c Td5h4h4d4c 9s9h9d5c2d 
4s4h4c3c2d Kh8s8h8c3s 7c5d2h2d2c 7c4h4d4c3c 
Qc6s6h6d3h Ah7s7d7c4d Ks9s9d9c5h 7s5c2s2h2c 
QcJc8h8d8c Jd8h8d8c6d Ac6s2s2h2c Kd9d2s2d2c 
Td5d4h4d4c TsTdTc3d2d Jc7c6h6d6c Qc8h7s7d7c 
Tc9h6s6h6d 9d6d2s2h2d Tc8h6s6h6d 7h3h2s2h2c 
7d3s3h3c2c Kd5s3s3h3c Ad8d2h2d2c 9c4s2s2h2c 
Kc8s8d8c4c Td8s8h8d4d Td8s8h8c5h 9s7s7h7c5d 
9s8h4s4h4c 7s5s2s2d2c 9d5s5d5c4c 9s4h4d4c2d 
Jc8c4s4h4d 7s3d2s2d2c 8d5s5d5c2c Td6h5s5d5c 
Tc6h6d6c5c ThTdTc4h2s 7s6c2s2h2c Qs9d4h4d4c 
Jh8s8h8d6c Kh9s9d9c7d Tc3s2s2h2c Qc6s6h6c5c 
Qc5s2s2d2c Ts3s3d3c2s AdJd6s6h6c 8h4s4d4c2c 
QhTs2s2h2d As6c2h2d2c Ks5s5h5d3s Jd4s2h2d2c 
9h9d9c8s3s KdTs4h4d4c Kd9s4h4d4c Ts4s4d4c2c 
Jd8h4s4h4c 9h7c3s3d3c 6d4s4h4d3s Ts9c3h3d3c 
6h6d6c3s2h Jc8h6s6d6c 9c7s7h7c3c 7s7h7d6s2c 
Jc8h4s4h4d JcTsThTdTc 7s7h7d3c2c 9h6h5h5d5c 
Ts7d5h5d5c Kc8s8d8c6c Ah9h6s6d6c Js4h4d4c2d 
Qh8s8h8c5d 9s9h9d4s4c As7s3h3d3c 9d5s5h5c4d 
8s8d8c7s2s 9d4h3s3h3c 8h5c4s4h4d QhQdQc9c3c 
8s4s3s3d3c 7s6d4s4h4c JsJhJd5h2c Ts8h5s5d5c 
QdJd2s2d2c AdJc6s6h6c 6d5s3h3d3c Ad4h4d4c2d 
Qs8h8d8c6h TsThTc6d4d 9h5s5d5c2h Qd4s4h4d3d 
7h7d7c4s3d 8s7h2s2d2c Ad4c3s3h3c 9h7s7h7d5c 
As5s5d5c2s 9c7s7h7c3d Jd8s4s4d4c AcQd6s6h6d 
Tc7c4s4h4c 9c5d2s2h2c Ts4s3s3h3c Js5h5d5c2c 
7s7h7d5d2h JcTd2s2h2d Jc6s6h6d5h 7c3h3d3c2d 
QsTs6s6d6c Qc6h2s2h2d 5s3s3d3c2c 8h8d8c7c2h 
8s3h2s2h2d 7s7h7d5d3d Qh9c6s6d6c AhJh2s2d2c 
6h5d2h2d2c JsJdJc7s2s 8s7h5h5d5c QhJc2s2d2c 
