8h7s6h6d5s 
JdTh6h6c4c Ts9d8d6s3c As8s5c3d3c Ah7d4s3h3d 
Kd7d6c5c3c QdTh7h7d3s JhTs7s4s4h Ks9s9d6d4d 
Ad6h5d4h4d AhQs7c6d5s 7s6h6d4h4d Tc9c8d6h3d 
Qd9s6d5c4c JsJdTh9c3s JsTh7d5d3h AcJc5d3h2d 
AsKdTc7d2h AsJh5s2h2d Js8s8c7c4d Ks8h7d5s5h 
KsKd6c5c3c 9h9c7c4s4h Ks8c7s5c4s QsJsJh7h3s 
Ad9d6c5s2s Th8s8h5c4c Ad8d7h4c2h 9h8d7s7d5s 
QdJdTh7d5s AdKsJc6d2h AsJcTd5h3c KhJd8s5h3s 
AcKsTd8h4h QsQd6s4s2d JhJc5h5c2s KsTc7d6s5s 
KhQhJs6c2c KsTdTc9h5s Qs9c6s6c5c 7s6s6d4h4d 
KsQs6c5h2c KdQc5c3d3c KsQsJc6s4d KsQdJs7h4c 
QcTs7h5h3c TsTh8c7d6d Ad9s9d7h3c Ac8d7s4h4c 
9s9h7s6d5c AhTc6c5h3h JhJd9d4h2s Ad9d5h4s3h 
QdTs9c7c2d Kh9c8d7d4h AdKsTsTdTc AhQs5c3h3d 
AsQh9s7s7d Qh8h7h7d6d KdJsTh6d4d AcKh9c5s5d 
AcQc8c6s4d Jc8h7d6c4d AdQdJd8c4d JcTd7s7c6h 
Ah8s8h4d2s KhQc9h9d6s JcTd7h5h3d JdTsTc7d2s 
QsQdJc7h4d JhJc8s8h5h KhJc7s4s4h AdTh7s3d2h 
QcJhJc6s2s Ah8h7c4h4c Qh9s7d6s6d KhQcJh7d4s 
KdTh6d5h2c QcJhTd7d5s KsTd9h8c6c KhKdQh9c2h 
Jd8h7s6s6d AhJhTd2s2h QcJsTh6s2h KhTh8d7c2d 
KcTc7h4s4h JhTh7c5s4d QdTs5h4d3h QsTh6s6c3h 
AhJsJc8c6c AcJc9h6c5d KdQcTs7s7h AhQdJc9d2s 
KhJd9c7c4d AsQd8s7c4s KsTs7h6c4s KsTd7h6s2d 
QcTs8d7c5h KsQdTs7h5s Jh9s8d7h6c KcJd9c8d4c 
KcTd8s5c2d As8h7h4s2d 9h9d7s6d5d Td9d7s5c3s 
QhJd5s4s4d AhJs5h3s3h AhJsJd7c4s As5d4s4d2c 
Kd8s7d6d4s Js9h8d7s6c KsTd8c4s4d Tc8h8d7h5c 
Qh9c6h5c3d TsTd8s8h4c AsQhTd9d4d AsJh9d7d5c 
Qh9d7s6s6d KcJd9h7h4d Js8h7d6s6d KhKc8d7d4s 
JdJc8h6c3d Kd7h6h5d3h KcTs6s5d2c KsQsJc6d3h 
AcTs8d4s4d AcJdTc6h2s QsTd6s5d3s TsTh9d8s6s 
AdJd9s6d5c AdKhQc8c4s KsQsJc7h2c JsJhTd2s2c 
QcJsTc5d3c Ah7d6h4h4d AhJcTh9h6h Kh9h9d7s3d 
KsJs8c5s4c KcQh9c7h3h TsTd8d8c4h JsJc9s8s6d 
Jd9c8s7d6h Kc8s8d7s4c QdJsTdTc4d KdQh9d6h2h 
KsJd8s8c4c QsTd9d7c2s As9d8c7h3s AhTh6s3s3c 
Ah9c7d6h3s 6s6c5s5d4c JdTh7s6s3d Th8h8d7s7c 
QhJh6s5d4c QdJc5c3s3d KhThTc8h7h AdQh8s5c4h 
Ac7h5s4c2h AhKh9s7d4h KdJc6h5d4s KsQdJcTc2c 
JdTc6s6c4s AdQd7s3s3h AsJs9s7s5c QdQcTh7d4d 
JhTs6s5s3h KdJhTd6c3s Kc8d7d5c3s Ks8c7s6s4c 
JcTc9s2s2d QcTd9d7s7h KsJhTs6d3c KdQcJc5c4h 
AdQsQc6c3h KhQdQc9h4s JsTd9c5d2s KdQdJc6d4s 
Ad9h9d8c4s QsQdTc4d3h Kh9d7d5d3h AsQhTc6c5c 
QsQd9d6c3h QcJsJh7d5c QcJdTc6c2d Th9s7d5s5h 
JhTh7s5c4d JhJc9h7d6h AdJsJc8s6s QdJc8h5h3d 
AcTs8c6h6c Qd9h7d6h3s QsJc9s7h4h JcTs6c4d3s 
KsJd8c5s3c Kh9s9c7d7c AhTh9s4d4c KcTs6c5h2s 
KsQd5c2s2d QcJc9h8d5s KdQdJd9d9c AdJcTc9h6c 
As9h8s4d3d QcJc6d5h4s AsJc9s3d2d As5d4c3s3d 
7h6h5s4s3c AcJc9s4s3c QdTh9s7s2d 9h8h8d5h5d 
QsQdJh7c4d KdTs8h5d2s KdQh9d7h3h QhTd7h6c5s 
AcKsQc2d2c AhQc9c6s5d AhJsJhJcTc QdTs9s9h6c 
KsKhJs8c3s AhQs4d3d2h KcQcJd7d2h KsJd9d5s2d 
Kh9c8c7h3s KdQh9c8d4c QdJhJc8h6h QhTc6s6h3c 
AdQh4d3h2h KcQcTsTd4h Td7s6s5d4h AsKs5s4h4d 
AhTs7c3h2s AhQdJs9d2c KdTd9c4c2h KsQdJh5c3d 
KcJsJd5s4h Jc9c7d5s5d QcTs9d6h4c AhQs9s8s6d 
TdTc9d8d6s Jh9c8d7s6h AcKs8s7s5s Js8h8d5s4d 
Ac8d6c4d2h KhJdTdTc2s AsKh7c6d5c KhJdTc3c2d 
JsJc9h7d5s JhTs9c6s2h Kd9c8c7d3s JhTh8s5c3c 
AsJhTc7d3c AhTh7h7d4s AhQh7s4d2s Ac8s5s5c2s 
QhTsTh4d2s KhQhTd6h2d Tc9d9c6h3h QsTh9s7s3h 
JhTh6c5c3s Jd9s7d5h3s Ah8h5d4h4d KdJcTc7h7c 
QcTh8d7s7h Ac9s7d6c3h AsTs8c4c2s AcJh3h3c2s 
Jd9s9d6c4c KcTh7d6c5c Ah8h6s6d2s Ac9h6d3h3c 
QdTsTh4s2d Jc8d7h6c4h Kc7d5d5c4h Qs8c7s5c4h 
Ad5s4s3h3d 9d9c7s6c4s QcTd7d7c3h QsQcTd8h3c 
Jd8h8d7s7d KdTc9h8c2h Ad8d7s4s4d QcJhJc4s4d 
QhTc7c6h3c As9d7s7c4h QsJd6d5s2h AdJsJd4d3h 
JsTs7c5s5c AsKsJd8s3c Qs9d8c6c4s KsJh6h5c3c 
KdJh9h8d4d KsTsTc9s7s KdJhJd9d6c AdJsJh9d2d 
QdJh8c5h3c JcTs8d7d5h KsQsJd6s4c AdQdJd8s2c 
KsTsTh9d2c AdQhJd4d2s Ah6h5s3s3d Jc9c8d7h6s 
Th9h8c7s4s AhKs8d8c7c JhJd9c4c3h JsTc8d7d5h 
Kd8h8d7h5d AdKdJc8s3d As9d8d4c2s KhQc9c7h3h 
Ad7c5h4s4d Ac9d6d5c3c KhQsTh7c5h KhJhTs6d6c 
Kh9d9c7c4h As7h4c3s3h AhKc6s6h3d AdJdTc9d2d 
AsQdJs3s3c KsTd7s4c3c QcJd9h8d6s AdJc7h4h2d 
KdJh9s9h8h Qd9h9d6h3c QsTd8h4s3d KcTc8h7d2h 
AsKh9s4d2d JcTs7h4c3s 9c8d7d5s4s AsQcTd9h2d 
AhJsJhJdTs QhJhJc7c3h AdQsJh9h4c AcTc6h5s3d 
9d9c7s6d5d Qc8c7s6h4s JsTh9s2h2d KhJh9h8h7c 
QsJd7h7d4s AcKh8h7h4d KhJd6h4d3d AhTh8s4d3c 
AhKh9h7d6h AsTs9s9h7s KcJcTd9c2h QcTd7s5s5c 
JdTc8s6s3c KhQdTh7c5h AsThTd8c5h As9d6d4s4d 
AdQh8c7d2s QsQc5s3c2s AcKdJs9s3h QsTd7h5h3s 
Ts8c6c5d4d KsTs6c5d2d 9h8d7c5h4d AcQh8d5c2s 
Ad7s6h6d4c KdTh8c5c3d KhTs9c6h5h KcTd6d5h2c 
JcTc8d7d3d KcQdJc7s4h JhThTc9s2d Ad9s9h4s3d 
KdJcTs9c5h JhJd9s7c5h JdJcTh6d5d AsJsJh6s4c 
QcJdTc6s3h Jh9s6c5s4h AdKd9s9d2s TsTd9h8d4h 
AcKsJh9s3s AsJcTd7h3d QdJd9c8s5h Qc9h7s5s4c 
AdQd7d7c5s JhTc9s5c2h KsQc6c3s3h Js9h8h5c4c 
QhTc7h7c3s AcJc5s4s3c Qc9h7d5d4c KcJd7s5d2c 
As8c7s4h2h JsJh9d8s5c As9c8s7s7h AhTh8d4c3s 
KcQsTc5h4c AdQs9s9h3h AhKh8d3d3c JsTd8s4d3c 
AsTs8d5h2c Qd8h8c7s7d Jd8h7c6d6c KcJs7h7c6d 
KcJhTc6d3s AhQcJd9c6c QcJcTh7c5d Qs9s6c5c4h 
KsQsTd7s5h Js9h6c5s4h KhTs7c6h5h AdQsTc5s3h 
Ah9c7h7d3s AcKsQc9c2h AcQcJc8h2d Kd9h8h7d3c 
TdTc9s2s2d KdQhTs3s3h JhTh9d4s2d AsQs7c3h3c 
AsQs8d5h4s AhJcTd6s5d AsTd7s6s6h AcKdJs5h3s 
Ks7h7c6s4c Jc9d8c7s6h KcQcJh7c5s 9d9c5s4s4d 
KcQd6c5c2d KdKcTh5s2h Ts9s9h8h5s 9d8h7h5c4c 
QhJsJh3s2h Qh9c7s5h4c KdTd9h6h2h Ac7d5c4s2d 
QsTc9s9d6s QhQcTc7s4c QcTs7d6h4c Qs9d6s5c4c 
AsKhQc8c4d AcTh8d4c3s Kd9d7s5s5h AhQd6d3s2h 
TsTd9c8s4c 8d7s6d5s3h KsJh8h7d2s KsTc6s5c2d 
JdJcTh5s3c Ks9d8c7d4s QcTd8c6c5s AhQcJd6d2c 
AsQh9s4d2d Ac8c7h4d2h Ad8c7c4d2h JcTs9c7s2s 
KsJsTd9s2h AdQsJs9s7s Tc6h6c5h5c JsJc8s6d2c 
Jh9d8s8d5s JcTsTh3s2h Qh9h9c5c3d AcJsJd7h4s 
AsJh9h9d3d Ts9d8s7d2h As9s5h4d3h Ks9d8s7c6s 
AsQcTh9h4h KsQsJhTs6s Jh9d7h7d5d Ah9s7s7d5d 
KsJs9d8d3d KcJd6d5s3s Kc9c7s5d3d Ac8c6s4s3d 
KcQc9h8d4d KcQd9d5c2c JdJc9s7h5d Qc9d7h5h4c 
KdTs6d6c3c Ad9s6s4s4d JsJd4s4d3d KdKc9s8d3d 
Jc8s7s6h6c AsJsJd4s3h QsJc8d7c6h AcJdTh6s5h 
KdQcJd6d2c Js9d6d5s4c TsTh9c2s2c AdKcTs7c2h 
KcQhQd9c4s ThTc9d8h2d Ac9d9c7c5h KdTd9h7h2d 
QcJcTs9c3d AhTd9s9c7d Jc9d8h7s6c Qs8d6s6d5d 
Ts8d6d6c5c KdTh9c5h4c QcJc7c5h4h Qh8h6d5d4d 
QdJhTd6s6c Qs8s7h6d4h QdJcTd6d2c AhTc8d4h3s 
As9s9h7s5c KcJc8h5s5h AcQsTd6d5d QsJs6d5h4c 
KdTs8h8d3s KdJc6h6d3c AhQdJc6c2d KsTdTc5h4s 
AdKd9s5s2d JdTd9c2h2c Ad7h5d4s2h KsJhJc9d6h 
KdKcQd6d2h AdJs3s3d2c Ts9c7s7c5c AcQhTs7s4d 
KhKc9s8h3h Tc9h8h6c3s Kc9s9h7h7d JsThTc6c5d 
Tc9c7h5s4s As9s9c5h4d AcQd3h3c2h 8c7h7c5h5c 
AcQc9h8c7c Tc9c8h6c4h QsJd8h7d6c KhJsTh6c3d 
ThTd9d8d6c Ah8s8d4s3h Qd9h7c6h6c 9h8c7d7c5d 
AhKdThTdTc KcQsTh7h7d KsTs9d6d2d KcTs7h6c2s 
Ts9s7d6h3h JdJc9h8s5d KhJdJc7h4s Ad7c4h3d3c 
Qs9c7s6h4c QhJsJc7h5d Tc9c7s5s3d JhJc9s8d5c 
Qs8s8h6s5h QhJhTc6h2c AhTh7d7c4h AsQcJc9c7c 
QhQc3h2h2c QhJdTh5s3h KhKcQs7d3s JdJcTc3s2s 
QdTc8h7s7c KcJc8c5d4d AsQsJs5h2d AsTc8d4d4c 
AcTd5d5c3c Ad8d8c4h2c KdJh8d7c3h AcQcJc8h2s 
As8s5d3d3c Ks9s8h5d4h AsJs9h4s3h KhJc9s9h6d 
KdQs6s6d3s 8s7s7h5d4d Ks9c8d8c6d Ah9c6d5s5h 
AhKcTd8s4s Tc9h7c6d3d 9s8d7s6c4d KhTc8d5d3h 
KdTc6d5c2h QcTh9s7s3h QcTc7c5s4s Qc8h7c5h4d 
Js8s7h6h6c KsJh8d6s3h QsQh8s5d2d Td9h7d6s3s 
Qc9h7c6h4h Jc7c6d5s4d AhQd8s7h2c QdJdTs9h5d 
QsJh9s7d4d QdTd6c4s3c KhQcJs6c4d JdTc6h4c3d 
QdTh8d5c3h Qc9d6c5s5d Jd8d7h6h6c AdJd5c3s2c 
KhTc9s7d7c Kh9h7s5s5d AdKsTd4d3h QsTsTc4h2c 
QcJh9c4d3d JdTh9c6h2d Qc8h7h5s4c KsQh8d7s3h 
AsJcTh3c2h KcJsJh5s4d Js9d8h7c6s KhJcTdTc2s 
QsJc8s7d5h KdQs7d6c2s Kd8s7h5s5d AcKh9d9c6c 
KcJsJc8s3c AsQdTh6h5h Th9h7d5c3d Ad9c7s7c5s 
QsJh6h5s2c KcTh5s4h2c KsQc8c7d3s AhKdTc7d2s 
KsQcJs8d3d JsTs8d6d2c Jc9c8d5s4d AdJd9s8d5d 
Ks8d8c7d4s AcQhJd9h2s 9d7d6d5c4c KcQc9c7h6d 
KdJs7c4d4c QhTh8s6c2s As7s7c6h2c Qh9s8c6c4h 
JhJc9d7c2h JhTh9d4c2d Kh9d8s5h4s QhTsTh3d2s 
AdJcTd6s2h KsQd7d7c3s Kd9s9h6s3d KdJcTd9d2h 
KhKdJd8s3d KhKd8s5s4c AdJhTc3h2c KhKdTc8s2c 
Kh8h8c7s4c QhTh8s5s3d KdTs9h5s4h Ks7s7d5s5d 
Tc9c8s6c4s AsJc8h5d2s KdTs7h4d3h KcJd8s5d4s 
Tc8d8c7s7h AdKdQh9c2d AcKdJs6c2h QhTc8h7s3c 
Th8s8d7s5h Jh8d7d6h6c Ah7d5h4c2d QcTd9h5c2h 
Ts9c7c5h4h Qs9d7s6d3c QsTc7h5h3s As9d6h5s5c 
JcTc8h6h2s AdKcJc5s5c AsTs9s9d7s KdThTc5s4d 
AcKcJs8d3c Js8d7h6s6h AhJd9s6h6c JhTh8c7d3d 
QdJc9c8d2c 9h9c5s4s4h AsJc6s3d3c Kh8h6c5d5c 
Ks9s7d5d5c AhJd7c4c2h QsJsTd7s6s KhTs9d7s3d 
JdThTc3h2c KcJsTd9d4h Jc9d8s7c6h KhQcJh8s8h 
Ah9s6s4h3s QdJsTd6c3h KsQs6c5d2c AdKhQs8s4c 
QsQhJd9s4c Ad9d7c6d5h Qs9h9d5s4d AsTs6c3h3c 
AdQsQh9c2s KdKc9h8d4d AcKcJd8s3c Jd8d7c6h6c 
JsJc8d6s3c KcTh6c5s4d AdTs9s8s8c Ad9d8s8c3h 
QdQc8d5h2h KhKdQh6h2c KcJh6h6c3s Jh9s9h6c4c 
Jc9s8d7h6c KdQdJc6s3h Ah8c6h4c2s QcJc8s5s5d 
AsQs9s9d5c Jh9s8s8c5c Kh8h8c7c5h QdQc6c5c4h 
AdJd9c7h4d Js9h7d5d3s KcQh9c8h3h Jh8s6d5d4s 
Qd9h6h6d5h JsTsTc5s4d AsQcTd9d4d KhKc8s7s4d 
QcJsTc8c4d Ac9d9c7c5s As9s6d5c2d QsQdTc8h3d 
KsKc9d6h4h KcJh8c6s3h AdQcTs9h2s Js9h6h5s4d 
9c8d7c5d4h Tc9s7s5d4d Qd8d7h7d6h AhJc7s4h2s 
AdJs8c6c4s AhQs9d5s3d 9s9h7d7c6c Ad8d5s3s3c 
AcKd8d7d4h AhJsJhJcTs KhTs7d4h3d QsJc8c5c3s 
Ac9d9c8h4s KhTc9d7s7c Ks9s8d5h4d KcQh9s4c3s 
JdTsTd4c2c KcThTd9s5c KdJhTc9h2s QcJs9h8d5c 
Ad9h9d7d5c Ac9c6d5h2h AdQc8d5s5d QdTc8d5h3c 
JhTs8c7c3s KcJdTs9s3h JcTh9d6s5d KdKcQc9s2c 
QhThTd4d2s JcTd9s6d2c ThTc9c6h2s 9s8c7c6h4h 
QdQcJs9c4h AhQd8h5h5c QcJhTd9s3h Ks9d9c7c4s 
AsQdJs5s2h Td8d8c5s4s QhTd7c5h5c AhJsTd9d6d 
KdJsJd9c5d KsKdKc7s7c Jd9d7h5s5h KhTd6s5c4h 
KcQhJd7d6d AhJs8c7s7d QsQd9c3d2s Tc8d6d5h4h 
AdKh7c6s5c KhTd8d6d3h Th8s6s6c5c AdQcJd3h3d 
As9h7s6s5c JsJh9d4d3s 8d8c6h6c3h AdTd7s7c4d 
TsTh9c8h4c AsJsTc2s2h JsJc9s8s6h KcJsJh8h3s 
Kd9c6d5c4c KcQh5h4s3s AdJh8d4h2d As7c5s5d4h 
AcJsTh6d5h KdJhTh5c4h KsJd7c5d2s 9c8s7s5h4h 
JhJcTd8d5s KsTs8d6c4h KcTd9s8s2d KhTsTd7h4c 
Ts9d7d5h4h AhJd9h6s6c QhTc6h6d3c AdTd6c4s2s 
Ah7s5d4h4c AdKd8c6d4s TsTc9h9d3d QsJd9c7s7h 
AcTc9h4s4d KdQdJs6d4c Qc9s8h6s6h AdTd7d7c4h 
JsJc9s7d6s KhTd8h6s2s KhJd9d8h4h AdQd9s9h4c 
Jc9d6h5c4d QcJd9s7h6d Ad9c6d4c3h Jd9c6h6d5c 
KsQc5c4h3h QsJcTs6h6d Jd7d6h5c4h QhQcTs4h3d 
KdKcTh3c2c AhQd8h5s5h Ts7s7h6h5d AsAhAc6h4h 
Jc9d7d7c5d Jh9c7c5h4c AdQc9s5c3s JsJh9h8c6h 
AhTd7c4s3h QdQc5d3c2d KdQc9s8s4d Ac9d6c4d3s 
AsTh8c4s3d AsJs5h4h3s ThTd6c5d3h Js8h8d7h7c 
AhJc8d7s7c KsQsJs9s9d AdQcJs9s4h KhKdQd9d2c 
JdTh5d4h3d Ts9d9c4s4c AcKhJs9h3h KdJc6c5s3s 
JsTd8c7c3d AdKsJs6s4c KdJc8s8d7d Jh8s7c6h4s 
9c8d7c5s4s QcJhJc7h3c AcTc9s4h4d KhKc4d3h2s 
KhQc9d8c6s 9s9h7h6s4h QhJd8h7s5c KdJh9s8d5c 
AsKsQd9h2s QhQcJd7h4s JsTc8d6c2s KhJh7d6c4s 
7s7d6s5d3h Ks9h8c7s6s KcJd9s7s6h Jh9s7h5c3s 
JhTd6h5h5d Ad8d8c3h3c KsKh4d3h2c KhJc6d5h4s 
AcJsTc6d2h KhQd8d7c3h KsTc7h4s3h AcJh7s4s2c 
QdJh7h7c4d AdJs9s9h3h AcKc5c4d3h QdTh9h2s2d 
JdThTd4h2d Qc8d7h5c4h QhJhTc9d5h JsJdTd5d4d 
AcKd9c4s2s QhJs8c5c3h 9d8s7c6d4s KhTh5d4d3c 
Tc9h7s7c5h 9d8c7d5c4h Kd9h8s5d4s AdJcTc7c4c 
Ah8s7h4d2d Ad8d8c3s3c KhJcTh5d2s KdJd8d5h4h 
AdQhJc9h2s QhTc7s5c3h AsJs9h7s2h ThTc9c8h2c 
AsKdQh4c2d AdKhTs9s4s AhQdTd6s4d JdTs9h4d2s 
9s9h7h4s4c AcQhJd6d2h AcQh5s3d3c AdJsTs9c6s 
QsJc7s5s5c Kc9h8c7d6c 8h8d7d6h4h KsJhTc9h2d 
AhQdJh5h2c KhKc9d8h3h AhJsJh6h4c JhJd5h5d2s 
8s7c6s6d5c QhJdTh7c3s KhTc8d5h2c Ah9d7h7c4s 
KsJd9d8s4s 9h8s6s6d5h QdJs9s8d2d QsJc6c5s2h 
KcTs5h4s2c QdTs8h7s7c KdJhTsTh2c KhTd6s5s2h 
AhKsQd4c2s AsQcJs4s2d AsQd7d5h3h JsTc6d6c4d 
KdTdTc9s2h 9s9c5h4h4c KsQsJd6c3h JhJc8c4h4c 
KsQh9c4s3c AdTd8s6h3c Kh9h6s5s3s Js9h7s5c3h 
JdTh8s8d6c AsKh8h7h4d QhTs9s7c2h Tc7d6d5c4s 
Kd6d5s5h4h KcJdTc8c5h 9s9c7s6c4s Ac9c7s6d5c 
AcQc8h6c4d AsQhQc9h4h AhJd3h3d2s AsQs8h7h2s 
AhTc8s8d2h KhTd8s5s3h Ah8d6s6h2d Ac9s6d3s3c 
AcKh7c2h2c Jd9h6h5d4s AsQc7h6d5c KhJhJd9h6s 
KdTd6h6d4h Jd9h6h5c4d Th8h8d5s4s Ah9s6d3s3h 
AdTd9d6h4c JhTh8s7d3d KsThTd7s4c AcJdTs9s6s 
Ah8d7s4h4c AhJd8s8c7d AdQs5d3d2s Kh9s9d7s4h 
KsQdJhTh2h KhJd9s7s4d JsTh9c6h2s 9d8c7d7c5s 
KsTd8s6c2c Kc9c7s5h3h Ts8h7s5h4h 9h9c7c6s3s 
KsQd9d7s3s QhJc9c7h4h KdJh9s9d6c As9s9h8c4d 
KhJh9c8h7h QhJsJd9s5c KcJd9s6s6d KcQhQd8c5c 
Ad8d5h5c3c Ts8h6h5d4d AdJhJdJcTc AsTs9d5s2d 
AdTh7d2s2h AhKc8d7c4c AhQhJh7d7c KhJhJd9c5h 
AsQc9d5c3d AcQd6h5c4c KdQh6h3s3d JhJd9h4d2s 
AsJh8c7h7d TsTc9s6c2h JcTd9h4c2d AcJhJd8h6h 
9s8d7s7d5h QsTc8d7c3s KdTh8d5h5c QdJcTs9c3h 
Qc9h7c6h3s KcQcJd6c4s Jd8s8h7d7c Ks6h5h5c4s 
KdQdJs7d5h JdTd9c4h2c AcQd8s6c3h JsJc8c6h5d 
KcJd9h7s6d KcJsJh7c4d Qc9s9d6d4c QdQcJs7h4d 
AhQh8s5c4h KhJc9s6c2h KsKhJh9h4h JcTc7s5d4h 
QdJhTd8d4s AsTd8s3h2h AcQc8c6d4s AhJs8c5d2h 
QsQhJd9s2c AcKs8s7s4d KsJc6s6h3c JhTs7d5d3s 
JsJd9d8d6h AcJhTh7h4h Jc9s7h5h3c KcQsQd8c5c 
Ac9d9c7s3h KhQs9c8h4c As8h7s7c6s AhKs6s3h2h 
KhTd6c5c2h KcJc8d7c6s AcKc5c4s3h KdKcJd8h3d 
AcTs7c2s2h Jc9s9d5s4d QdTd9d7c4c KhTh8d7h6h 
JdTs9s4s4d AdQs9d7h7d Kd9s9c5d4s QsJsTs8d5c 
QdJhTc6h2c KsQd9h8d6c AcJs7h6c2h Jc8s8c6s4d 
AdKsJs5c2h AdQs5h3d3c JdTsTh6c5d QcTh8h5s2c 
Jc9s6h5c4s KsJhJc8h3c AhQh8c5d4h QsTh7h6s3h 
KdTc9h8h4c AdQc5h4d2s QsTh6s6d3h KhJhJc9s5h 
Qc9h6c5s5h QhTc8h6d4s Qh9h6c5s5c Jc9c8s7h6d 
AsJs8s7s6d AdJh9s3s2d QdTh6s4s3d Jh9d6c5h4d 
AdKh8c6d3s 8c7h6c5h3s Qd9h9c6h4d KsJdThTd2c 
AsQs8c5d4s QsQd6c5s4s TsTc9h9d3h KcThTc9c7c 
KhQs9s7h3h QdQc6d5d4h Qc9h8s6s4c 9d9c7s7h6h 
7s7c6c5s3h QsJhJd7c5s AdJhTs5c3h KcQc5s4s2h 
Qc7c6c5h4h 9s9c5h4s4h 7h7c6h5c3d AhQd5s4h2c 
QhJsTc7c5d Ad5s4s3d3c KhQsQc7d5d KsJcTc5d4c 
JdThTd9d7d QhTd8h5s3d QcTc8s5s5h QhJd6s6d4s 
8s8d7d6s4s As7c6s5c2c QcTh7c5h5d KdTs9c5s4c 
AcJsTs9d6s KcQsJc8c6d KcTh7d4c3d KsTs7c6h4s 
JdJc8d4d4c QhJs8d7s6c QcJh9c7h4h KcQsQh7c3d 
Jd9c8h7s6d AcTh7d4s3c AsQd9h9d3h QhQcJs9c2d 
AdQsTc3c2s QsTs9s9c8s 9c7h7c6d5d QcThTc4d2h 
As9d8d2s2d Kd9h6d5c3c JdTc7s7d6h Qc9s6c5s3h 
KsJhTc9h5d QsJsTsTc2d AcKh5s4h3d QcJc9d8d3c 
Kd9c8h5d4c QhTh9d7h7c AhQcJc9c6d Kh9s9c7s7d 
QsTs8d6h2d Ts7d6s5c4d KdJs8d8c4c AsQdJs8s4s 
AhJs4h3d2s Qs9h7c5c4s KhTh8d6d2s ThTd9s5d3s 
AhKhQc9d2h KsQcTc5d4c AhQcTd5c3s Ad8s6d4s2h 
KhKcTs3h2h AhTs8d7c5d AhQsTd9c2d QdTdTc8c2d 
AcTc9c6s4d KcJh8c6s5d Th9c6s5c3h Jh8s6c5h4c 
QsJhJcTs4s KdQs8s7c3d TsTc9c8c3s KdJcTs3s2c 
Kh9h9d7c3d AhQs8c7h2d As8s7c4h2c KdQh5h3h3d 
KdQhJd6d2h Ah7d5h4s2d KsTh8s8c3h Ad8h5h5d2h 
QsQdTh4d3c QdTd8h5s5h KdJc8h5c4h KcTh9d5d2c 
AcJsJc8c3h JdTsTh6s5c 7h6h5c4c3d KdQh9c4d3c 
As8s8c4d2c Ac9d6c5h2h QdQcTc7h4c QcTd9d7s2c 
QhQcJs7d4c KhJdTc6h4h KdJh8d6c5s QcTh9s9d7d 
Kh8h6s5s4h As8c6s6c3c QdTh6c4c3d QdThTd4h2s 
JdJc9h8s5c Ks8d7d5s3h QsQc8d7d3s QsJc6c5s2d 
As9c6c3s3c KcTh6c5h2d QhTd8c7h5s AdThTc8s5c 
AhJsJd7d2s ThTd9c8d6d KsTs8h6c4d KhQhJdJc3h 
AsJs9h9d5s Jh9h8s7d4d Kd8d6h5h5c KhQcJh8h6d 
AhQd9h7h7c Ks9d9c5s4d Qc8c7d5h4h KcJsJh9d6h 
TdTc9c5c4d AdJsTc3s2c AdTd6c5s3h Kd9s6d5h3h 
QhJsTh7d3c Kd7s6s5d3s QhTs7d5d3h AdKh8h7h4c 
QhJsJh4d4c JcTc8s6s2h JsTsTc5s4h AcQd4s3c2s 
Ks9s9d7s7c Qh9s9h6s3c KdJsTs8s6h Jh9d6d5s4h 
AcQd3d2d2c AhQh6d4d2d QhQdTc7d4d AcJd8h5h3d 
AsQsJh7d2c KsTs9d4h4d QcTc9h7s7d AhKd7s6d4d 
AhTs8d4h3c Ah7c5s4h2c JhJd9c8h5s AcQc7d6s6c 
TsTh9h8s2h Kh6s5s5d4h QsQdTh8c3s AcTc8s4d3h 
AcKc9h9d6c AsKs8d6s5s KsTh8c5s2h QsTd5c4s3c 
Ks9h8c7s4h KcQsTh7d4s AsQh8s7d4s KcJd8s8c4s 
TsTd9c5s3c AsJs5h3c2h JdThTc7d2h AsKsJh8c3s 
KcQc9s5s4c KsJhTs5d2c QsJh5h3s3c KcQcJcTc8c 
Kh6d5s5d4h Ad8d7h4h4d KhJh8c7h6d QhTc9c7s7d 
Ts9s7d5c4c Kc9d8s8d6s As9d8s7c3h AhTs8h4h2s 
AcKs5d5c2h Kd9s9c5d4c QdTc6s6d3c Kd9d8h5c4h 
AsQdTs5s4s KhTc6h6c3c KhKd8s8c4c Tc9d8h7c4h 
Qd7c6c5h3d 9s9c7s6h3h As8h6s4h2c Ac6s5d4s2c 
8d8c6s6c3s QhQdJc7d4s Ah8h8d3d3c AdQh7h5c3c 
Kh8d7s6d5s AhAdAc9s2c AcKcJh8s3c QcTs8s5h2c 
KsJd8s6c3d QsJcTs5d3s QhTc9c7s2h AdTd8s5c2h 
KhJsJcTd5d AdKsJs6s4h KhQd9d7h3h KhKd9c8d3d 
KsTd5h4d2s JcTsTh7c2h KcJd7s4s4c KhTd9c6h3s 
QhJcTs8h5h AdQc4h3d2h KdTh8c4h4d QdJc9c7d4d 
Qs9s6c5c4d QhQdTs8c3d JhTd9s7s2d Qd9h6d5s4s 
KsQc7h7c3s QhJs9d7h7c KcTd9h8s6s Th9h8s6s4h 
