Qh9s7d5s2s 
AsTc5s3s2s AsTs4s4c2s 8d5c4d3s3h Qh7c5s3s3d 
Jc8h4h3d2d Th6c5s5h2h KdQc8s4c2c 7s6s3s3d2d 
Jc5d5c2s2c Js8h5h4h3h Ad7s6h6c2h 9c8h6s3d2s 
TdTc3c2h2c 9h5d5c4h3s Js7c6h4s2d 9c7c4s3h3c 
Qs9h7h4d3h 8h7d3c2d2c 7d6d3d3c2c Kc8d7h7d3d 
KsTs3h2s2d Td9s5d3c2d Qd8s5h3c2d Jd9s4s3s3h 
Jc7s5d4h2d Qh7s6d5d2c QcTh6h3h2d Jh7s7c3s2c 
Qh6s6d4c3d Tc7s6s4h2s Qh7d6s5s2c Qc9s8c3h3c 
7s5s4h2s2c Ac9c4d4c2h 7d5c4d3d2h Ks8s6s6d2s 
Ac7d4c3h2c QcTh3h2s2d 7h6s3s2s2h Tc6c3s3d2d 
Td7s6c4h2c Kc8s6h4h3d Kc8h4c3s3d KsQs8s4s3d 
Ad9c5c4h3c Kc8h6h4d3h JsTc7d3d2d KcJd6c3c2s 
Kc8d7s4s3h Kh7s6s5c2s AdQc7s7h2h Kc7s7c4d2c 
Ks8h6h6d2c Td7d5c4h2d 6c5d5c3c2h Qh8d7h4s3h 
AsJc6h4c2c Kc8s8d7h2h Kc8c6h4c3c Ac7d5d4d2s 
AdQd8d3h2d QdTs3s2h2c Js8d3d3c2s Jh6s4s3c2c 
8s5h4c2d2c 8h7c5h3s2h 7s5c4c3d2h QdThTdTc7c 
Qd8d6h6d2d 6s5s5d3s2h KsKhKcTd8d 9d7c6s4d2d 
Jh4h4d3d2d QdJd8h3d2s Qh8d5h2s2c Qc8h8d7c2c 
KdTd5c3d2d KcJd9s3h2h AdJh6c4h2h Qs9s5s3s3c 
Ts7c5h4c2d QhTc3h2s2h Kc9c7s2h2d Th9h5h4c2h 
8h7h4h4c3s As4h4c2h2d Kc9s5c3c2h KhJc6c3d2s 
Qh9h7c6h2h Jh8h7s4d2h Th7c4s4d3c Td8s8c3c2h 
AhJc4c2s2d Js9h7d4s2c Qs9c7s3s3h Ks7d5c3s2s 
Qd8s8h4d3d Ad6d3h3d2c 7d6s5s3s2s Qd7d6d3h3c 
Jd8s4d3d2s Qd9c5s4h2c 8h6h5h3d2h 9d7h5d3d2s 
Ah8s6c4s3s Kh8s5h3d2c Js8s7d4s3s Js9c7d4s2h 
KhTd4d3s2c Qd8c3s3d2s QcTs6h3h2d 9s9h8d3h2h 
Ah8s7s4d2s Qh9s8d4d4c AsQc9h4h2h 7s5h4h3c2d 
KdTs6s3c2s Ah9d6s4d3d Kd8c7c5c2s Jh7s4h3c2s 
Ks8d8c5d2d Kc7s5d3c2c Th9h5h3d2c Qs7s6h3h2s 
Tc6s6d2h2c Qs9s8h4s2c 8d5s4s4h2s Qd5s4h4c3h 
Qh9h7h7c2s Qc9h8s4s4d Ts7c6d6c2h Qh5s4d4c3d 
Jd9c6s3h2d AcQh3h2h2d Ac9s6h4h3d Ks8h5d4c2h 
TsTh5c3d2h AdTh9s9d9c Qc9s5c3d2c Jc6s4h4d3c 
Ts9h7h3h2c Kh9d8d7d2d KsJd8c4h2c Qd8s7d4h3d 
Jd9c7h4d2d Th6c4s4d3s 9c6h3h3c2c Qc9d7c4s2h 
KhJs4c3d2c 8h8d6c3h2h Ks7c6d5d2d Js8c6c4c3h 
KhJc9c4c2c AcQs3s2s2d Kh9s5h3d2h 9h8c5h3h2d 
7h6s4c2s2d 9s9c4s2s2h Qd6c3c2h2d Qh6d6c5c2c 
9s7s6h6d2s 8c6d6c3h2s 9h9c5d3s2d KhTh3d2h2c 
KsJd6d6c2d 9c7s4c3h3d As7h6c3s2s Th9c6s3d2s 
Jh8d4s4h3c Ac7d4d3s3d Kc7h6d3h2d Jc8s6h6d2s 
Ah6s6d2d2c Ah5s4s3d3c Qs8s5s3h3d Ah5s5h5d4d 
AsQcThTdTc KdTh4h3c2s QdJs6d2d2c KdJh5s3s2s 
Kh8c4h3s3d Jd7s4c3h3d 9d7s6d4d2h 9h8d5h3s2h 
As7s4s3c2h Js5d4c3s3h Ks7c4h4c2h QcTh5s3s2s 
Th7d7c6d2d Ad9h8d3d2d Jh9d8c3d2s Tc6s5s4d2s 
Tc9h7h3h2d Ts9h7s3d2s Qh9c5d3h2h 8c7d5d3s2h 
6s6h4c3d2c 8h6s6h3c2d Qc8h5h3s3h QhJd7d7c2s 
Qc9d8h4s4h 8c7s3d2s2d Ks8d5c4d3d Qh9s4h4c3h 
Tc8d5h2s2h Kh4h3s3d2c 8h6h4c2s2h Js9h6s4s2c 
9c7c6d2s2c 7s4h4c2d2c 8s7d5s3c2s 9c7s4d4c3c 
7h5h4c3d2s AsJc8h3c2c Kd7c4h4c2h QdTd4h4d2d 
8s8h5d3d2d Qd9d9c4h2d Ad8c6s4c3c Kc7d6h3s3h 
8h7h4s3h2s Jc5s3s3c2s Ks5d5c4h2d Kh9h5c3h2d 
Td6s5h4c2h 9d7c5s3h2c Qs7h7c4s3s Qd9h9d4d2s 
Td7c4h3s3c Ah8s6s4s3c AdTsTdTc3s Jc7d6d4d3d 
JhTs7d3s2s Js6s5h5d2c QsTc4h3h2h 8c6h4c2s2c 
Kd9s7s7c2h 9c7d5h4d2d Ad7h6s6c2s KhQs8h4h3h 
8h7d4c3c2d QdTh6s3s2c Tc7h6s6d2c KsTc7d4d2d 
AcJd6h4h2s 9s6s6d4s3s Jd9d8c4d2d 9d8d7d5d2d 
Jc6d5s4h2h 8c5h4s2h2d Ah5d3s3d2s As9d7d5d2d 
AcQd6d2h2d 6c5c4c3c2d 8c5h4s4h2h Kh8h7c3h2c 
8c7d3d3c2s JcTd7s3d2d Jc9h5h2h2d Qc8s7d5h2s 
Jd8c4s4h3d 9s6h6d3c2d ThTc8s8d8c 6s5h5c3c2c 
Qc8d7d5h2d Jc6c5s5h2d Qc8s8d4c3c Jc7d7c3d2c 
Jd4h3s2h2d Qh8h7s7c2h JsTh7c3c2c Kh8d6h4h2h 
Qs4h3s2s2h QcTd5h3h2h Ks8c5c3h2h Qc5c4s4d3c 
Ks8h6d4c3d Tc7d6c4s2c Jd8h5d2s2d Kh8c5h3d2s 
Jh6d6c5s2c Th7c4h3s3h QcTd6s3s2h Ah8c6s6c2c 
AhQs8c3s2s QdTd7h2s2c 8s5d4h2s2c TdTc8s8h8c 
Th6h6d2s2c Jd7h7c4h3h Kc9c7d2s2h JsJc8s3s2h 
8c5h5d4h2h KdJs7s4h2s 7s6h4d2d2c Ac6s6d6c5d 
Ah5d3d3c2c JsJc4h3h2d 9d7s3d2s2c 9s7c6s4s2h 
Tc9c4s3c2d Jh5h4d3s3c Kh7h7c4d2h Ad5d5c3d2d 
Qs6h5h5d2c 9d7c4c3c2d Jd9c6s3d2h 8h7c5s3d2s 
Ks8c6d4h3h Ad7h5c4c2c Kh9s8h4h2d QdTh7c4s2s 
Qc8c6h6c3c Qs9c7d6d2d 9s9c4h4d2s As8h6h3d3c 
Ah8h4h2s2c KcJh6c3c2d Jh5h4d4c3s Td5h3c2h2d 
Kc8h7d4d3s AsQs8s3s2d Qd8d8c4s3d QhTd6c3s2c 
JhTh6h2d2c Th7s6d6c2h 7d5h5c4h2h Qs8d7c6d2d 
Ad8h6s6h2h Kh8d5d4c3d 7h6s4s3d2c Qs5h4d4c3c 
9s5c3s2d2c 9d7c5s4c2c 6s6d4h3c2h Tc6h6d5s2h 
Kd7d4s3s2d Qh9s7d6c2d 9c7d6s4h2s 9d8d7d4c2h 
As9c8c4h2c Th9s6s3c2s Qc7h4h3s2c 6h6c4c3s2c 
Ah8c7d4c2c 9h7s6h2h2c Kc9c8h4s2c Ad7h5h4h2c 
Ks6h5c3d2d Ks7h7c5d2c 9h5s4c3h3d Qh8d7h4c3h 
QsJh8d3c2h As5h4c3c2d AdJc6s4c2c 9c7s5d3h2s 
9c5s5d4d3d QsJd7h4s2s Ad8s6c4h2s Qh5h4s4h2c 
Qs9s4h3d3c Ac7d4h3s3h Qd9h6c4c2s Ad7s6h3h2s 
Js8c5c4c2c Ad9s7s6c2s Qh8s5c3d2h Js9c7h4s2d 
Kd9d5d3s2h Ts6c5d5c2h 9s9c8c3c2h Qs8c6s2h2d 
9h7s4h3d3c Tc8s4h3s3d Ah7s7d4c2s Th7c4d3c2d 
Ah9s5c4c3c Jd8h4d3d2h Ts7h7d6c2c JhJc8c3c2d 
Kc7s5h3c2c Kh7d6s5s2s 9c8c7d4s2c KhJs7h2d2c 
KcQc8s8d2c 7h5d4s3s2s 8s6h4s2s2d Kc8d6s6h2h 
9c6d3d3c2c Th9s4d3c2c Ts6d3h2s2d JdTs6s3c2s 
7c6c4s2h2d 9s5c4h4d3d Ah7d6c3c2d 9c7h6c4c2s 
9h6h3d2h2d KhQc7c4c2d Jd8d7s4d2h Kc8c6c4h3c 
KcJs8h4d2d Ad9h8s4h2h 6h5s5c3s2s Qc9h9c4c2d 
Td9d7d4c2d As9h6d4d3c JhJd8s8d8c Qd6c5h4c2c 
Jd8c4h4d3s AdKc8s3h2h 9d8c7h4s2h QcTh7d4s2s 
KdQh7h3s2c Js6d4h3d2h Kh7h6d3c2s Qd9s7c6h2c 
Td6d3s2s2c Kh9c8h3s3h 9s6s5s5d2s 9c7c6h2d2c 
JhTc6c3s2c Th7s3s3h2d 9d8s8h3s2s QcJc8c2h2d 
Qc9c8s4d2c Qh9h7s7h2c Qs8s7s4s4c KdQh9s3s3c 
9h7h5c3h2d AsQh5h3h2h Kd7d6c3s2h Jc6d4h2h2d 
Kh4s4c3c2s AdQd7h7d2d 9c7c5c4c2s Qh7s5c3c2s 
Td6s6h4h2c Qh6h6d2s2c KdQd6h6d2d Js6h4d2h2d 
As9h8d4d2c 9s5s5h4d3s Ts9h5s2s2c 7d5c4c3h2s 
Kd6h5s3s2c Ac6s6h4h2d 8h7d5d3c2s Kh8h6h6c2h 
Jh6h6d4c3h Kh7c6s3s3d QsJd7d7c2h 9h8h6h4s2h 
Td6h3d2s2h As9d8c4h2h 8s7s4h3s2h JcTh7s3d2s 
Th9s7h3d2h Jc7c5c4h2d Kd8c5h3c2h Kd5s5c4h2c 
KcJd4s3h2h AdQd8d3d2h Jd8h4d4c3s Qs9d7h6d2d 
Qs8c5s3h2d QdJh8c3s2h Ts8s5s5h3s KcJc8c7c3c 
ThTd7s3c2d 9c7s5s4d2s Jh9c8d3c2s QhJc7c4c2s 
9h6c4c3s3c Js9s8s3s3d Th9h4s3d2h 9c7c5d5c2c 
Qc8h7d5d2d Ad7c4s3h3c Qs8d6d4d3d JcTd7h3h2s 
Qs8d6h4c2h 9d8h7c4d2d Kd8s7c4d2d QdTd7c2s2h 
Kd8s7h7c2h Kd7s6s4c2h 9s3s3c2s2c Ks8d5h4h3h 
As7h4d3s2s Ks9h8h7h2h Ks8h5h4h2d QhTs6s3s2c 
9d7s4h4c3s Js9d9c3c2c Jh7c5c4d2s 8s8d6d3d2c 
As5s5h5d4h Jc7h7d5s2s Kd8s4h3s3h KhTc7s4s2s 
KdQs8s8c2s Jd7d5s4h2d Kd7s6s5h2s Ks8c6s4s3s 
Ad8h6s4h3h Ts9s7s4d2s Ah8s8h8d6d Jc9h7d3s2c 
Qs8h7c6d2c 9h7h6d4h2s TsTh8d3d2c Jc8c5s2h2c 
As9c5c4c3d Kh9d7d7c2s As9d8h3d2c Qd6d5d3d3c 
KdJh7s4h2h Tc5d3h3c2d Qc9s4h2s2h Kh8c7c5c2d 
Qh9d5h3h2s 9d8h7c4s2h JdTc7h3s2s 9d7s7c4c2h 
9s9c7d3h2c Jh8s8d4c2s Ts8d8c3h2c TsTc7d3h2c 
Ks7s5s3c2d Th7d4d4c3d Ts7h4d3h3c Jc8c6c5c2c 
Jd7d5d3s3c Jh7s7h5c2h Kd7h5s4h2c 9c5s5h4c3d 
AsKc9c3c2c Ad8s6h4c2h QdTs7h4s2s AhKs6d3d2d 
Kc7s7h5s2d Ks7h6d3c2s QhJc6c3c2d Kd7d5h5c2d 
KcJc8d2h2c AcTsThTc3s Jd9s6c4h2h Jd9h4h3s3c 
Ks5d3h2h2d Qc8c7c4d4c Js8d8c4c2c KdTd3s3c2d 
Qs5s4h4c3s Td8s5c2h2c Ad8h8c4s2h 7c4s4d2h2d 
Jh9s8c4s2s Jc8d8c4c3c KsJs9s3d2s 7c5s5h4s2s 
9c6c5c3h2c Ts9h4s4c2s Kc8s7h6s2s Ts7h4c3h2c 
Kd8d5h5d3d 9s8h7h4c2h Kc5s5d4h2s KhJh9h6h2h 
7s6s3s3c2c 9h6h5h3c2h 9d9c5h3s2h Kh8d6s3h2c 
QhTsThTd7s Kh8s8d3h3c Ts9c7h3d2h Qs9c7d5c2c 
9h5h5c4s3h Jd7c5c4s2h 9s9c7s4h2s Kc8s6s6h3s 
Jc7c5c3d3c Kd8s5c4h3h Jh8s5c3d2h AsTs5s3s2h 
Kd9d8d4h2c Qh8s6h3h3d Qh9h5h3h3d JdJc5s3s2s 
Td8d7h2d2c Kh8c4s3s3c Ac9c7c2d2c Qs9d7h6h2h 
KhJd4s3c2c Ts7d6d4h2d Kd9c7c4c3h Tc9c5c4h2c 
JsJc8h3h2d Kd9h8s4d2d Qs9d5d4d2d AcQsQdQc7h 
KdQh9d4d2d 7d5s4h3h2h Jc9d8s4d2d 9s8c5h3c2d 
KsJs5s5h2s Kd8h6c4s2h Jh7d6s3d3c KcQh8d3c2s 
Qh8h7c3c2h Js7s7c5d2s Tc9c4c3d2h Kh7s7d5s2c 
8d6d5d3c2d Ac7h7d7c5d 9s9c7d3h2s Ac6h6d6c5d 
Jd9c7d4d2s Qs7h6d5d2c Qh7h6h3s3c Kc8s7s5s2h 
Kc9c5h4c3c 9h7s6c4c2d Qs8d6s2h2c 8s7d5c3h2s 
Jc8d7s4d3d Th6d6c2s2h 9d8d8c3h2d 6s5h3h2d2c 
7h6c4c3d2s QhTc8c3c2c Qc9s6c4d2c Ts6s6h4s3s 
7d6c4s2h2c KhJc7d4s2d Ah7h5c3h2h KhJh8c3d2h 
Tc9c5c3s2d KsTd7c3h2d Jc7s7d5s2s Jd7s7d5h2d 
Qd7c6s5h2c 9d7c5d3d2h 6h5s5h3h2c 9d5h4s4c3c 
Jd4h3h3d2c JsJh8d3d2c JsTh6d3h2h Ah7s6d3h2h 
KdQd8d4c3d Td7h4d3s3d Ks8h7d7c2d Ah7s4s3d2d 
JcTc7c4c2c KhJh8c3s2h Jh8d5h2s2h Js7c6s2s2c 
Kd9h6h3h3c Tc7h6s6h2d Kc5h4s4d3d Qs8h5c3d2s 
QhJs7s7d2c Td7d4d3h2h Jc9h4h3s3d 9c8h7d4s2h 
Qs8s7h4c3s Ad9s8h4h2c 9c7s4d3s3h Kc8h6s6d2d 
JhJd6h3c2s KcJd5d2h2d KhQc7c3s2d Qs5s4s4d2h 
Qd9c6h6c2c KdQsThTdTc KdJs7h4c2c JsTd6c3h2c 
Tc9d4c2h2c AsJd8d3d2c Ac7s6d3c2c Qc9d7h6h2h 
8h7h5s3d2h JdTh7s3s2s Jc7h5d4s2d Tc7d4d3s2s 
AdQd7s7d2d Ah9c5c4c3s Js9s5s4c2s As8d7h4c2h 
KhJd3s2d2c Jh6s4h3s2s KsJc4h3d2d Jc6c4h3c2h 
AdKh9h3h2h Qh9s8h3h3c Th9s5h3d2h AdQs7c3s2h 
Td7h6h5c2h AdKc7h3h2s As9c7d6d2d 9c7h6c2d2c 
Ac8s6s4h3s Qd9s7h7d2d Qs9h6s4c2s Td6h3d2h2c 
Ad9c6c4c3s Ad9c7c6h2c Qs9s5s5d2s 9c8s8d4s2s 
Kd6h6c5s2s Th9h5h2s2d KdQc8s8c2c QhJd7d3s3c 
QhJh7h3s3c Ac8d6s4h2s 9d7c5s2h2c 9h7d5s3c2d 
QdJh7s7h2c Js4d3s3d2c KsQh9c3d3c Ac8h7h4d2h 
Qd9h7c6s2c KdQd8d4s3d 9c8h7d4c2c Ac9c8h3c2c 
Jc7d5s4c2c 7h5s4d4c2c 6s6d3h3c2c Jd7d5s5h2c 
Js9d6s3c2h Kh8d4d4c2c Kd7d4c3s3d Th8h6h2h2c 
8d8c6s3d2d 9d7h3d2h2c JhTc6s2s2d AcJs4h4d2h 
Qd6h6c5h2h KsQc8d3s2h Qs9c8s2s2h Kh7h6s6c2h 
Tc7h6h6d2s As7d4d3c2c Jh8s3s3c2h Jc6d6c5s2c 
Qc7h7c3d3c Ac8h8d8c6d Jh4s4d3h2s Jh6s5c4c2c 
Qc8h6s4s3s Kc8d8c3c2d KsJd6h4h2h Qc8d5c2s2h 
Qh6d5h3c2h As8h7d4c2d Kc8d7h4h3s Jh8h8d3h3c 
Ks8h4s4c3d Th9d5s2d2c Qs9h6h4d2c Jd5d3s3c2c 
Kh5h4d2s2h KdJh7s4c2c Qs7s7d3d2d KsTh4c3h2d 
Kc6d5h3s2h Kd8s7s4c3h Td7s7h5d2d KhJs6h3h2c 
9s8c5s3h2s 7d5d4h2d2c Js9h5c3c2d Qs8h6d4c2c 
Qc7h7c2h2c AdJc6s6c2h Kc7s7d5s2h Jh5h3s3d2s 
JsTh7d3c2d Kd7c6h3h2c Tc6h3c2h2d 9d7c4s4h3h 
Js6s6c5h2s Ad7c4s3d2d Kc7s7d6d2h Jc7c5c3s3h 
Js8d8c4d2d Qh9c6h4s2h Qc7s5c4c2h Qs9c8c4h4d 
8h7d5s3c2s QsTh4c3c2c Kc8s7d6s2s 7c5h4c3c2d 
6c5d4d3d2d QdJs7s7c2h Ts6h6d4c2s Ad8h6h3s3c 
Kh9d7s4s4c AcTh6d4d2d Qc7d4d3c2d Jh9h7h4c2s 
QcJs8c3d2c Qs6h5d4h2h AsJh8c3h2h KhJs8h3d2h 
Ts6h5c3d3c QhTc6s3d2s Tc6d5h4d2d QdJc7c3s3h 
9c8s8h4d2d Qh9c7c4c3d Qs9d6s4h2s 9c7c5c3d2s 
Jd9d5d4d2s Ad7c6h3d2d KhQs7s4d2s KcTs6s3h2s 
Qc7c6h4d2s 8d3h3c2h2c Jc8s8d4h2s Qh8h6h6d3h 
9d6d5d4c2d Jd9h6s6h2h 9s5h3d2h2d Ts7h4s3s3c 
Kh8d6s6d2c Qs9c5h5d2d 9c7s6s4s2d KdJc7h7c2s 
Qh9c8h4h2s Ah9c6d4s3s 9d7c5h3d2s Th9c6c3d2c 
Qh9c8h2h2d Td7c6c4h2c ThTc7d4d2d Qh6s6d5d2d 
Th7h4c3h2c Qh7s7c3s2h KsTc4h2d2c AcKh9s3s2d 
Td6d3c2s2c Ks8s5s5d3s KdJs9h3c2c Td6h6c5d2d 
7d4h3s2s2h 8s7c5d3h2d Kc7c6d3s2h QhTd6d3c2d 
KdJh4c3h2h Td8h8c3h2s KsQd9h3h3c Jh8h4s3s2h 
KhTs4c3s2d QcJc8s3c2d Qs8s7h3h2s QdJh7c6s2c 
Ts8h4c3h3d Js8c3h3c2s QdJs5s3s2s Qd7s7d4c3d 
Kh8d5c4s3s Th9h3s3c2d Qs9d8c4c3h AsJd4h4c2c 
KhJd9s3s2s Qc6s5s3s3h Ac5h4s4d3h Kc9d7c2s2h 
KdJc7s4h2h Jc8h5s3d2c Jh8d7d6s2d Js9h8d3h2c 
Qs8c7s3h2h 9c8h6c3c2s Kh9h5c3d2h 8c5d4c2h2c 
KcJc6h3s2c AcKs6h3h2h Tc7s7h6h2h Tc6h5s4s2s 
KcQh3h2s2h Qd9c7s5h2s Qc8c7c4h3d KhJs6h3h2d 
Kd9h8d3s3d 9h5h3s3d2s Ad7d5h3d2d As9h5h4h3d 
JhTd6s2s2c As8s8h8d6h KcQd7d4d2s Td7c5h4h2s 
9s8d6s3s2c JsJh7s6s2s Js9d5d3d2c Tc6c5d3h2s 
Qc6d5c3s2c 7c5s4h4d2s Jc9d6s6h2s Tc9c5s4c2c 
Tc9d4h3s2s 7c6c4h2s2d Jd9s7s4c2h Tc6h5s4h2h 
9h9c6h3d2h 9s7s5s3d2c 9s6s5s3s2d 9c7s3c2s2d 
Qs6h5s3d2s Jc5s4h4c2d Js8s6s5s2s 9d8s7c4h2h 
KdQs9h4c2c Qd8c6h4h3h As9c6h5h2h Ts7s6s6h2c 
Js9d7d4c2h Jd9c7s4d2h Td7d4s3d2s TsTd8s3s2s 
Th6d6c4s2h Qs5s5d4s3s KcQs7s4s2h 9s9c4s2s2d 
Jc4h3h3d2c Qs9h7s3s3d 9d5s3c2s2c QdTc5h3h2h 
Qc9c7c4h4c 8d5s4c2h2d KcQs9d4h2d Qs8h6c4h2h 
Td9d4s2h2d 8s3h3d2h2d 9d7h4d3d3c Tc7h5d4h2s 
KhTh7c2h2d Kc8s6d3h2c Tc7h7d6s2s Qc8d3h2h2c 
Ad8s8c4h2s As5c4d3d2h 8h8d7h3s2c Kh8c6d4s2c 
9h7h6h5h2h KsQc7c3h2d Ah9d9c3h2h Qs8c3h2s2h 
As7d4d3h2h Js9c6d6c2c KdTh5h5c2h Tc7c6s4c2h 
Ks7h6h5d2h Qd8d5s3c2h Ac9d5d4d3s 7c6d4s2h2d 
Kc7s7d5h2d KsJs6c3h2s Ad9h6c4s3s AsQd9c3c2h 
Jd9d6c3s2h 8s6h4d4c2d Qc9s9d4d2h AdJd8h3d2d 
9s9c8h3d2d Kc7h7d5s2d Jc8d7d6s2d QdTh3s3h2c 
QhTh4s4h2h Ks9d7c4h4c QsJs8c3s2d Td6d5d5c2h 
KcTc5s5c2c Qd9c6d2s2h Tc8c4c3h3d KcQs9s2s2h 
Ah8s6s4c3s AdQs7h7c2h Ac7s7d7c5d 8c7c4s3s2s 
AdTd7h3d2d Ks8d5d3c2c Kc7s6s4d2h 9h8c7h4d2h 
9s8d6s3h2s Qd9h5s4s2s 9d8d7c4h2d Kh8h7h7d3h 
Kd9h6h6c2s 9h8s5d3c2s Ks6h5h3c2d 8c7s3h2s2c 
AhJs4d4c2c Jh9s6s4c2d Jh6d6c4c3s Tc7h7d6c2c 
Jd7c6h3c2h 8h7s5c3d2c Jc9d4d3h3d KhQc9d4s2d 
Th9d5s3c2s KcQd9s4h2h Qd9d7d4s3d 6s5s4s3s2c 
Jc4s3d2s2c Th6d5d5c2s 9s7h3s2h2c AsTsThTd5h 
Jc9c6d3h2s Th9h4h3d2c QhJh8h2d2c QcJh3h2s2h 
Th9d5s3c2c Kd8s6d4d3d AcJh4h2s2d Qd6s6h4d2d 
9h5s5h4c3h Ac8s6s4s3d Ah9d5d4d3c Qs8h5s4s2s 
Kd7s7h5h2c Jc7h7d3d2h Qd8h3s3h2d Kd9d8c3h3d 
AsJd6h4d2d As9h8d3h2c Jc9h8s3d2d AhQs7c3s2d 
Qh8h7s5h2h KdJd9d3h2d Jd7s6h3s2h 9s8d6h3c2s 
KdTd4s4d2d AcTc5c3h2c Kc7d6c3h2s Jh6s5c4d2d 
AcJh4h3s2h Qc7s6d5s2s Qd9d8h3d3c AsTsTdTc5d 
Tc9s4h3d2d Kc8d4s4d2s QsTsThTc7h Ah8h4h2d2c 
TsTd7h3c2d KsQh9d3d3c Ad7s6s6h2c 9h7s4d4c3s 
9c7s5h5d2s Jc9d7h4c2s 8c7d5s3h2s Tc7d5c4c2h 
Qs8h8c7s2s Js7d6h3d3c Jd9d5d4h2d KcQd9h3h2s 
9d6h3c2h2c Ah9d7c6c2c Qh9c5s5d2d 7c6s4d4c2c 
9s9d8c3d2d Qd7s5c3h3c Jh7h7d4s2c Kc9d4s4c2h 
AcQc8c3c2s Tc9d5d2h2d KcQd9s4h2s Ts7s6h5s2s 
Kc6s5s3h2d Kh7h4s3h3c 9h5s5d4h3c Ks8s6d4s3s 
QcJc8h2d2c Ad9h8h3c2s Qc9c8h2d2c 9h7d6s4s2c 
Qc8c7c6c2d Jd9h6c3s2d 8d6h4d2s2d Ac7d5h4d2d 
Qd6c5s4h2c Kh8s8d6d2d Ks9d7d4d3h Ac8h5h3h3d 
KdTs8c2h2c 9d7h5c4h2h 9h7s4c3s3d Ks6s4h3s2d 
9d7s5h3c2c AdJs4s3c2s Kc8h4s4h2s KhJd8h3c2h 
Qc9s9h4h2d AdJh6s4h2h Ks8h6d3s2c Qd8d4c3c2c 
KsQs8h4s3s QsTh6h3d2h Jc7s6d5s2s AdJc4s4h2s 
Qh7h4h4c2c TdTc8s3s2h Ts9c3h3d2c Kd8c6s4s3h 
Kc9s6s6h2d Jc9s8d3s2s Jd4c3d3c2h Tc6s6c4c3c 
Qs9h5d4c2h Jh9h6d4h2s Jh8s3h3d2d Ad4s4h2s2c 
Ts6s5d3h2c Qs9c7c6d2c Kd9h8c4d2d AcTc5c3c2s 
Jc6s6c5d2c 8c7s5s3d2h 8c6h4s4d2d As9s8d3s2s 
Kc6s6h4c2c Qs5s5h4s3s Jc8h7d4d2s Kc8s8d7h3h 
QsTh7h4h2h Qs8d8c7d2d Kc8h6s4d2h Qd9d8d3h2c 
Js8s6s6c3s As6h4c3h2c Ac7s5c3c2c 9s8d7h4s2s 
JsTc6c3h2c Kh9h8h3s3c KsJs7h4s2s Qd6h5d4d2d 
AcTc5c3s2c Jh7d5s4c2c Td9c6c3c2h Jc7s6d3s3h 
Td6s5s4s2h Ah7c4d3s3d 8c5c4s4h3d 9c7s5h3d2s 
Kh9h9d4h2c Ah9h7h2h2c JhTc7d3d2s 7h5d4s4c2c 
9h7s3h2s2c 9c5d4c3s3h Th7d6d5s2d Ks8h6s4s3s 
KhJs7s6s2s QcTd4s3s2s Jd6s4d3d2s 9s7h5c3d2h 
Td9d4h3d2s Qd9d7d4d4c Jc7s7c4c3c Qd7h6d3h2d 
9d8h7h4c2h Jc8h7h6s2h 9d6s3c2s2c Ah8s8c4d2s 
Qh9c7s5d2d Tc6h6d5c2c 9s7h4c3c2h QhTd4d3d2c 
JhJd4s3s2c Js8d6h6c2d Td6s6c4h2d 9h7s5s4d2s 
Ks5s5h4s2s Qs9c8s4s2d KcJh4h3h2s Td5h4d4c3s 
Qc5c4s4c2h AsQd8c3d2d Kd8d8c7d2d Kd9d5s3h2d 
Qs8s6s3h3d Qd9d7d4c3d Qs4d4c3c2d Ts5h5c4d3c 
As7h4h3c2c Tc7d4h3d2h 9h9d8d3d2s As9h7c6c2c 
Jc4h4d3c2d QhQdQcJh3d As9s4s4c2h 8s4h4c2h2d 
JsJhJcTd9s 7s4d3h2s2d AhQs6s3s2c 9s9h5d3c2d 
QdQc7c3c2s Kh8s6s4d2c QdTs6h3h2c Qd8s5c3h2d 
KdJd8h4d2d Js9c8c3c2d Jd8d7h4s2d Ah9d6d3s3c 
AsJd4h4d2d 9s9h7c3d2h Kd9c7h7c2s Ac8h7s4d2s 
8s7s4c3c2c Kh7s7d6d2c AcQsQdQc8c QhTd4d3d2s 
Kc9s6c2h2d KsQc8c4d2c Kh8d6s4c3c Ks5c3h2h2c 
9s8h6s3d2s 9s8s8d3s2h JsJc7s6s2s Jc8d7d6h2d 
Ks8c5h4d2c 7h4d3c2d2c Jh7s5s4c2d Kd7s6d2h2c 
Ks7s7c3c2s Ks8d6c4h3d Qs7c6h5d2c Qh7d6c5c2c 
Th9s4h4c2h Th9h5h3s2c KcQc5c2d2c Ks6c5h3h2d 
9c6c3h2h2c Qh5h4h3s3d Qs8s7s6s2d AcJh4s4d2s 
Qd7d7c6d2s QhJc7s7c2d Qs8s8d4c3s 8d5s4s4h3s 
KcQh7s4h2h Th7d6c5s2c Jh8c6d4c2c Jc9c7c4d2s 
Jh6h5h5d2c 9s6s6c4s3s KhQs8s4s2d Qh8c6d4c2c 
9d8h6c3s2c 9c7c4h3d3c Qd8d7d4h3c AsQs6s4s2s 
6c5s5c3c2d Js8h7s4s2c 8s8d6c3h2c 9h9d7s4d2d 
