AdKh8d8c3d 
Js8h7c6s3c KhQsJs7c3d 9s9c6h6d3c QsTc6d5s3s 
AsKc8c4h4c Ah9s9h6h4c 9h8s7s7c2h QhJh4s4h3s 
ThTc7s7d3h Qs9s9c7d2d KsQd8h7d2h KdQsJs7h3c 
Kd9c8s6c5h KsJs6h5d3s 7s6h5s4d2h 9s8c6d5h4h 
QsQc7c4d2d Qc9h8d6h2d QdJh9d9c4s AcKhQh9h2h 
AsKhQs8s2s 7h6d5h4h3c AsKhJd4d2d 8s6d5d3s3c 
5s5d4s4d2c Qh8d7h6d2s KdJc6h5s2d KdJd7s5d2s 
Jd8h7s5d2h KhQh7h5h4c AhKs8s4d3c AdTs5d4d3h 
Ad8s8c6s5h JhJc8h4s4h QsJs8s6d6c 9h7h6h4c3c 
Th6s5c4s4h JcTh7c6h2c 9h7s6h5c4h QsJd6c4s3h 
Ah9s8h5c2h JcTs9h2d2c Jd9h6d4s3h 9s9d7h7d3d 
9h7s6d5c3s 9s9c7s2h2c KsJc4s3c2c Js8s8h5h2h 
Jh9h7h7c3c Th9h7d5h4s Ad9d7d6h6d Jc9d6s5s2d 
Qc7s7c5s3s KsJh8h3d2s AdTh5c4d3d KhTd7h5h4h 
AcKs8s4h3d 9d8s7c4s4c Ac9h6d5h3d KcQc9c7c6c 
AhQh7h4s3c JhTs6s6d2h KsJc8d6s4s QcThTd8d3d 
AhQc4d4c2d QhQd8h7c3s Td7d7c3h3c AhKc9s7d3d 
JdTs9h7s2c 9s8c7h7c5d AhKcTc4c3c As9h9d6h5c 
QhTsTh9h2h JcTs9d2h2c KsTc4c3s2c KhTh9h7h4d 
Ts5s5h3h3d Th7d6h6c3d AdTdTc4d2s Tc8s6c4s2s 
JcTd8s7h3d Js7d5s4s4d Jh8s8c7d6d KdQd6h3s2s 
Tc8s6s5s2c Qh8c5s4s3h QhJs9d8s3c KsTh7c6s2d 
Kh9s8h6h6d QdJh6c5s5c KcTc9c7c4d KsQs9d8c4h 
AsTs7c3s3d Th8s6s6c5d QsQcJh8s2s 8d8c4d4c3s 
KcJd7c5h3c Qd9s7d6h4c AhJh5s5d2c AhQd9d8d3s 
KdQs6s4c3h KcTd6c2s2d 8s7c5s4c2d Qs8h8c5h2s 
Td8s5d4s2h 9d7s7d5h2s QhJs9c8s3d QsQc7s4h2h 
JdTd8c5h3d JcTd5c4c3s KcQc8h8d2h 9c8d6s6d2c 
JcTs9s6d2h KhJs8s7s5s AsTc5h4s3s Ac8d7h6s6d 
Ts8s5c4c2h Ts9s8c4d2d Ah9d6h3c2c 9h7d6h4h3d 
Ks7c6d5h4d Ah8s8c6h2d Ad9c6d3c2c AsJd9h8c3h 
9c8d7s6c4h Jh8s8d6h3d QcTsTc8c3d AdKd6c3h3d 
Jh7s5s4h3s QdThTd8d3c Ah7c5h5d3h AhKc7c4c3s 
JdTc7d4s3h KsKc4h3d2d 9s8h6h6d2s AcTdTc5c2h 
Jd9h7c6s6c AcQd5s4s4h AcQh8h7s3d QcTc8s3h2s 
QsTh8h7h4c Th9d8s5c4h AcQh6d5d4s KdQc9d6d3h 
Ac9s8s3c2c QhTd9c7s3c KcQhJc4c3c Qs8d6c4d3s 
Tc8d6d5h4s QsJd9h6c3d Kd7c5s4h3d Qc8c5h4h3d 
KhJc7d5s4s JhJd9h8h2c KsTh7h2s2d KsTc7c2s2h 
KcQsJh4h4d 9h7c6s5s5d Ah8c7d2s2h AhJc8h8d2h 
KhQh8d8c2c KhJc8s8h5h AdKc6c4s2h Qh6d5h4s2d 
9s9d8h8c3h AcKc9h2s2d KcTd9s7h3h JcTh4h2h2c 
Jd9d6c5s2c KsJc8s5d3h QhJs9c7d4s KcTd9s8d4d 
KdJc9h4h4c Qc9c6s6c3s Ac7c6d4h3c AdJh9s8c3c 
QsJhJd3h2c AhTd7c5c2d Ts8s8c4s3c QcTdTc8c3h 
AsKh9d7c3d JcTc6s4d3h Kc9d8h6d5s KcTd9c6c4c 
JcTs7s7d2d Jc8d7s5d4d AcQd4s4d2s Ah7h6d4c3h 
Th7h7c5c3c AsKc7d6h2c Tc8s8h7s5d AhQh9d4s3h 
8c7s7c4c3s Td9h8c5s4d KsQdJd8d5d 9s9c8d8c3c 
QcJs9h7d4s 9d8s6s6h2d Jh9h6d4s3s AhTs8s6s4s 
8h7h5s4c2c Tc9c7s7h2s Th9c8d2d2c AcQh4s4h2s 
Qc9h6c5d3s KsKh8d5d2d AdQc9s5s4h KcTs7c5c3d 
Ts8s8c6s5h Th9s8c7d4h KdQsJs3c2h KsTs9h9c2s 
Ts8c6h5c2h 9d9c7c2s2d KsQd9s7s5s QcTd9s7h3s 
AsKhQh9h2h Th9d9c6d3s JsJc9c6c3d Jh7h6d4d3c 
8s8c7s5c2c Kc8c6d4d4c Kd6c5d4d2c AcTs9d7d2h 
KhQc8c2h2d Qd9c7s7c6h Qc9h9c5d4s AcQd9c5s2c 
Kh8c7s7h4d Kc9d6d3d3c KsQcJh3s2s KdQd6s3h2s 
QsTs5c3h2c QdJd8c5h3s QcTsTd5c3c Th9d9c7s4h 
Ts9c7h7d5s As7s6s5s4d Js8s7s7h6d Qc8h6s5s4d 
8h8d6d4h2h Th9d8c5h4s Jh8d8c4d3h AsJd8d6h6c 
KhQs9h2s2h Jc9s8s4c3h KcQdJd8d5d Jh8s7d5s4s 
AcTh9d3h2d Jd7s7c6c3d JcTc7d4h3s AsQc9c5c4h 
Ad8d7c3s3h 9s8h7d4s4d Js9s5d4h2h QhJs8s4d2d 
AcTs5c4c3d QsTs8c5h5d JsTc8s5s3d JdTd9s5h5d 
As9c6h5c3h Kc9c6d6c3d Kd9c5h4d2c Ad9d8s5h2d 
KdJsJhJdTh QhQd8d3s2s 8h6h5s4s2s KsQs8h8c2h 
TdTc6d4h4d 6h6d5s5h3c KdTd9d7h4d Td9h9d8s5d 
Qc9s8h4h4c 7c6h5s4s3d 9h9c8c5d5c 9d7s7c6h5d 
KcTd7s2d2c QsQd6d5d2c 9c8s6s6h2h QdTd7s7d5c 
KhJcTs5d2s Kc7d6h5s4h QcTs8d6h3s Tc7s6h5s4d 
Tc9h8s5c4d 8d7s7d3s3d QsJc6c5h5c QsQd9h8c4h 
Js9s7s7h3h QcTh4h2s2c KsTc7s5s3h Kd9h8h8c7h 
Qd9d8c7d3c Jc9h8h4c3d AsQsQdQc4d JdTd7c4s4h 
Js9c8s4d3c KcTc9c7c4s QhTd7s4h2s JhTs8d7c2h 
9d8h7d6s6d Th6c5s4c3h 9d7c5d4c3c QdTd5s3h2s 
Qd6c5d4s2s Kd9s9h6s5c KhJc6h3c2d KhJdTd6c2s 
Ad9s9h5s5c Qd9h8c4d4c Jh9s9h7h5h 9c8h7d4d4c 
KsKdKc6d5s Ts7s7d5d3d Kh9h7d6h4c AcTd9d7h2s 
As8c7d6c3d Jh9d9c6h2c Ah8c5s5h4h 9h9c8s8c4c 
AdKhTc5s2c Js8d5d4s3d Ad9c7s7h6h KdTd9d8c5d 
AcJsTd7d2d JdJc8s5d3h Td8h8c6d5d KcQdJh7s4s 
QsJh3s2h2d Td8s8c7h5c Kd6s6d4s3d QhJs7h5h2s 
AhKc6s6d4d 8d6h6d5d5c Th9h7h4d3d AsTh9h8h3h 
Qd8c6h5h4s KhTd4c3d2h QsJc7d6c4h Qs9c7h7c6d 
AcQd7h6d2h Th9d7c6s3d Jd9s8c3s3d Jh7h6s4d3d 
Tc9h8s8h5d 7h7c6c5s3d Kc6s5h5c4d KhJsJhJcTc 
KhJh6c5s3h Kc9h5d4c2h JdTh8s3s2h KsJc9h4h4c 
KcQc8c5d2d JhJc8d3h2c JdTd4h2s2h As9d7c4d4c 
QhQd3s2h2c AdQd9s4c3d Jh8h7c6c3h 7h6c5s4s3d 
Ah9h6s5h3c Qh6c5h4d2d 9s8c7d3s3d AdQh7d7c2s 
Jd9c8h5d4s KcTs7s4c2c AhQsQd7s2s KdJh6c5s4s 
Jc8c7s6s3s KcTs7s7h5s QcJs7h7c4d 9c7s6h6d5d 
AcKhTs7d2d KdQd9c6d3s Jc9d8h5c4s Qs8s5c4c2h 
Qh8h6c5h2c AsKcTd7h2h KhTs9d5c2h Td8s5s4d3c 
Ks9h6s5h2s Kh9d6d3h3d JsTh8d3h2d 9c8c6s4h3h 
KhQd9d6d4s 9d8c6h6c2d AhQh8h4c3d Tc7s6s3h3c 
Kc7s6c4s2d Qd8s7s7h6c Qh8d6c5s4s KcQs8s2d2c 
KsQc9h5s3s Td6s5s4c3c QsTd5d3d2s Kd9s5s3s3d 
ThTc6s6d3h Qh8c6s5s3c KdJcTs2h2c KdTs4d3c2s 
AdQc9h9c4s QhThTd8h3s Ah6h5s4c3h AhKs9h5h2c 
Jh8s7d5s4c TsTd6s6c3h 9c8s7s7h5d Js7h6c4s4h 
QcJh6c3h2s KdTc9h7d2d Qh8h5c4h4c QsTd9s5c2h 
Kc8c6s5c4h 8h7s5s4c2c QhQd3c2s2d Jh8s5d4d2h 
Ts8h8c7c5d KhJc9d4d4c Qh9s8c4h4c Ad7s7c5h4s 
JhTd9c4s4d AdKd9s3h2c KdTd8s4d2s Ac8c7c6s4c 
KsTh7d6s2c JhJdTd3d2s KdJc7d5h3d As6d6c5c3d 
Ks4s4h3s3h QsQc4h3h3d AsKd6d4h2c Ah8s7d6s6c 
QdQc9h6c2c KdQdTd5c3d QhTc8d8c5c 9h8d6s6d2h 
KhQd9c5h3h Ts8d7s5c2d Td8c6c5d2c JhTd9h5s5h 
Th9s6d5c3h 8s7s7h3s3h KhJd9h6h4c AdJs5d3d3c 
QcTs7c4d2s JsTd8d3d2s AcJhTd7d2d KdTc8h5c4s 
Kh9c5c4d2h JdTh8d3d2h KhTd5s5d3s Kd8c7c4h2d 
QcJc9h7c2h KhJd5h5c4h QhTs6c3h2s AdJs9h8c3h 
AhKh7c3s2d KhQh7s7c5h Qh8c5h5c2s JsJh5d5c3h 
AcTh9h5s4h QcJd7d6s6d QcTh9s7d2c AdQd4d4c3h 
9c7s6d5s5h AsJhTd6h3h AcQc9c5h2d Ad9c6c5h3h 
Js8d7d5h4c QhQc9c7s2d Kc8h5h5d3c AhQc8s7c3d 
As7h6s4c3s Ad9s6s6h4h Kh9s5d4s2h 7d7c6c5c3s 
AhKh7h6c2d Qs9s9c7s5h Ts9h7d6c3d Ts9c7d5h4h 
ThTc9s2h2d QhQc4s3s3d 9c8d7c5d2c 8h6h6d5s5h 
AsKd7d4d3h Qd9s9d7d5c Qs8c6d5s5h JcTs5d3d2s 
Tc8s8h7h5d Kd7h6d4s2h KcJsTd7c2c KcTs9d2s2d 
AsJd9d5d4c As9d8d6c3c 8h7h7c4h3c Jc9s9c7c5c 
Qd8s7d6s2c AcQs8s6s4s KcTh7h6h4h Kh9d6h4h4d 
ThTc6d6c3s AcQs9h5d4d KhQd6d4s3c KdQd7d5h4d 
As9c8d8c5c Ts8c6c5d4h QdJsTc4c2c Ac8d7h6d3h 
Qs8d6h5s5c AhQc7h7d2s 6s6h5s4s3h Jd9d6c5h2c 
Kc8d8c5s5h Jc9s8d4d4c QhJc9s8c3d AcKc8h4d3c 
QhQc7h7d3h Qc9h8h7c2c Kh9d8c6d5d KdTdTc8s2d 
Ks6s5h4h2s QsQc9h6c2c 8s7s5d4h2h AcKhTs2s2d 
Tc8s6c5s2c 9h8h6d4s3s QdTd9d7d4s 9s9h7s2h2c 
Kh6h6d4d3h Ah8s8d6d5c Kc8h6h5c2c Jh8d5h5d3c 
7h7d6s5c3h AcTd5c4h3c AhTc7s5s2c KhTc4s3h2c 
Js8s8d5d2d Kc9s8c6h6c Ks8s8c5h5d Ad9d9c6d4h 
QhTd8s3s2h JhTsTh4h3h KhTs9h6h4h 9s9c7c2s2d 
Jh9s8c4h4c 7s6d5s4c2d QcTh4s3s3h AhTc6s6h2d 
Ts9s9d8h5s KsJs6c5d3s KcTd8c5h2s Qd8s5c4d2c 
AcJc9c8c2d Qd9c7s4s4d Qh8d6s5s4c QsQhTs7s2d 
KdQh4s4d3c Th8h5c4c2d JsTs9c8s3s JdTh7h6c2c 
KsQd9s6s3c Kc7c5h4d2d QhTd9c5d4d Ts9h9c7h3d 
9c8s5h3s3h KhJdTd8d2s Ks9c8h5d4s KcJd8c6s4c 
QhTd6c3d2h AdJhTc7c2c AhTs6h4c2d Td5s5d3s3h 
KcQh9s8h5h Jd9h8s4s4d QdThTd9d2d Kd9d5c4d4c 
Ts8c6s4c2h 9d7h6s5d3d Tc9s7d5h4h Qd9s9c7c2d 
KsTc9d6d4d 9h8d7s4s4h AhKs7s3c2c AcKc8s8c3d 
Tc8h7d5d2c QsQh3c2h2d AsKd8c5d2d QdTsTh8h3h 
JsTc4h3s2c Jh9h6s5d2s QdThTc8h3s Js9s7s7d3d 
JdTh8c5s3h Ts8h8c5c2h AsKc8h7c2c Td9s9h6h3c 
KdQcTd7s2h JhTh7c4s3d Qd9h9c8s5c QhJh7h7d5s 
As9d6s3d2d JhTd5d4s3d 9d9c7s7c3c AsTd5s4s3h 
KsKdKc6s5c QcJh8c7c5c QcJsTh7c2d KsJh8s6d4s 
JsTs5d3d2d Qc8d6s5s4h Th9d9c7h5h Ah9s6h5c4h 
Qc8h6s5s3h JcTd8h3h2d JhTh9c5s5h Tc9h8s8d5d 
8h7d5s5h3s TsTc5c4d4c Kc9h6c4h2s 7d6s5c4s2c 
KdJc8c3s2d QhJd6h3d2c Jd9d7h5h2h Jd9d9c4c3d 
As9c6s4s3c QhJs4s4h2s Ac9d9c5c3h 9s8s8h4h3c 
Ad6d5s4h3d KhJd5c4s2h KdTs8s3s3d KsTh4s2h2d 
Ts7c6s6d3c QcTc7s6d3c Kc6d4d4c3d QsTc8c7c4h 
Ks7h6h6c2s JsTs7h3s3h KcJh8c3h2s JsTs9h5s5c 
KhJh6s5c3h Kd8d7h5h2d AcKd7d4d3h 8s7h7d6c4d 
QdTd9s9c2d Kh7h5c4d2d 9s7s7c5d2c AdJs6c3h3d 
Jd6s5s4s3d QcJs9d8c4c Kd8c6d4c2s JdJcTc6c3c 
QhTs8d6c3s KsJdTs6s2h Jc7c6h4h3d JsTc7s6s3d 
9h7s6d6c5c Qd9h8s4s4d 9s6s6c5s5h KdQsTc6d2d 
Jc9s9c5c4d Qs8c5s4h3c Tc9s8s3c2h KcTd4h3d2c 
AcQs9h8s3s KsJs7h4c2c QcJsJh3h2d 9h9c7h2d2c 
Ah9h6c2d2c QsJh6d5d5c AsKs7c3h2d KhJh9c7d3h 
KhQsJd3s3c Qd8s5d4h3s Qc9s9d7s2c QdJc8h3c2d 
KcJd9s5h4s Th9s4s3h3d Kc9d8h5c4s QdTd9d7d4h 
9d9c7s7d3d AdKd7d6c2s Ah7d6h4d2h Kc7h5s4d3c 
Jc9s5c4s2d Th8h8c5s4d 6h6d5h5c3s QhQd6c5h2h 
QcJsTs2s2h Kd9c8h8c7c JcTd5d3d2c JcTs8h6s3d 
KsJc6s3c2h Td8d6h5d2h KcTd7c5c3s Ts9d8s6c3h 
KcTh9c4s4d 9d9c4d3h3c Jd8s6s5d2d JsJd7c6s3h 
KdQs8d5d4h KcTh7s7d5d KdTc7c6c4c JsTs9s5d5c 
Kh8s8d7s6s Th9c7s7h2c JsTc8d3c2d AsJs5d5c2h 
Kd7h6s6h2d QsQd9s6s3s JdTh8c7s2d TdTc6d5c2d 
Tc9s7h6d3s Qc9s9d6d2s AcKh6s6d4d QcTc6c5d3s 
Jc9s9h6d5d 8c6h6c4h3d JhTd9s2h2c Qd9s9c8h5c 
KsTc8s5d2h Td8s8d5h4c Th8d6d5c4s 7h7d5h2s2d 
Th8s6s4h3s Qs9h8s7s3h KhJh4c3d2d 9s8s8h4h3d 
Ac9c8s4c2s Qc9d8s8h5c QsJh8c6c4c ThTc9d5s5d 
Ac7c5h5d2s Qh8c6s5d4d KsQcJc5d5c AhJsTc7d2d 
Th9h7d7c2c Jd8h5h5d3s Kc8d7d4s2c Jc9s5h4s3h 
Jc9h9d6s5s KcQcJc3d2s KhTc9h4s3h Jd9d8c4s4c 
Kd7c6d4h2c Th9h9d8s5h AhQsQhQc3s Jd9d5c4h2h 
QdJc9h8d4d AdJhTc7s2s JdTsTc7c2h Ah8c6d3s3h 
Ts8h5s4h2c KcQsQd9h2h 8h7h6d5h2d AcKsQs9s2s 
KcQs9c6c3d Qc8d5d5c2h Kd9s5h4s2d Th8h5d4d2s 
AsKs8h4d3s QsJhTs7d2c Ks8d7d4s3d KcJc6h6c5c 
KdQhTc6d2d Ts9h9d6d3c Kh4h4c3h3c Kd5s4c3c2d 
Js9h5s4h2d KdTh5h2s2d AsQh5d4d4c AdJh9s8c3s 
9s8h6s6c5d 8c6h5s5h2s TdTc9h4s4h AdTc9s6c3h 
Qh8s6h5s2h QhTh7s6d3h QsTh6c3s2h TsTd7s6s2d 
9c7h5c3s3h AcJc8h6c4c JsJd5d3h3c KhJs7d4c3h 
Kc9s8h6d5h Tc7d7c6s5h Jd7c5c4h3h Jd9h5c4d2h 
Ts8d5c4d3s Tc8h8d5c4s JhTc8d5s3c AsKh5d3h2c 
Js8d8c4c3s Kc7c6c5h3s AdQd7d4h3s Ad9h9c8c6c 
KsTc8h4h4c 8c6h6c4h3s Ts9s9d4c3h 9c8c6h6c3h 
QhTs6d3s2h Ad8d8c7s3d Qc9s8h6h2s KcJcTc3s3d 
Jd9d6c4h3h 9d8s7d7c6d 7c6h5h4h3d KdQhJh3c2s 
JsJdTs3s2h Js8d8c6s3d Qh9c8h7h3c JdTs6s5s4s 
Jd8c5d4c2h 9h9c7c2h2d KhQhJd3s3h QhTd8d4s2s 
QcTd8d4s2s Jd8s7h5c4s KcJhTd2s2h QcTs9h7d3h 
Ah9c8s8c5c 9d8h7s6d4c JsThTc4d2c Jd7h5h4s3s 
9s8h7c5d4s AsJc8s8d2s KhTc8s5d4c Kh7c6s6d4h 
QdTd8c5s3h Qc9d8c6c5c JsJh7h6s2s Ts9h9c6h3d 
AhKd7d4d3s 8h8c7c5s5c 7h6c5h4h3d Ad7c4c3d2s 
KdQd9d9c6d Qd9h7d6s4c 9s9c8s8h4s AcJsTd5s2s 
Kd7s5h4c3d Jd8d8c6h3c Kd8s5c3s3d Qc9s9h6h2s 
QhJs8s3h3c AhTd9d5s4d Kd6h4h4d3d QsTc8c4d2d 
KdTh4h3d2h Ts7d6c5d4h Js8c5s4c2h Qd8d5s4c3s 
QcTc6h4h2c KcQh9s5h3d Jc9c8c7c5s Td6h5s4h4d 
QhJsTc7d2h KsJd9d6h4c QsTc6h5s3s Kd9c6d4d4c 
QcJs5s2s2c KdJs7d5c3d KsTh9c6c4c TsTd5s5d2d 
JsTd9s5s5h JdTd8d5c2h KhJh9h6s6d KdJc8h6d4d 
AcKd9s5d2h Js9d6c5c2d Ks9s7s7d5c AdKsTc5h2c 
Tc9h7s5d4d Kh9s8d6s5s TdTc8s8c3c TsTd9h4h4c 
KsQdJd5h5d Jd7s6s4d3h Ts9c8h8d5h 6d6c5c4c3d 
Ks8s6c5s4d AcJc8c5h3c AdKs9d5d2c 9d8d6c4s3s 
Qc9s8h8d5c Ac8c5h4s4c JcTd9h2s2c AcJc8h4c3d 
KcTs8s3s3c AsKs5s3c2h KhTd4h2s2d Ah7c6d3c2h 
6s6d5c4d2s QdTs8s4h2h Jd9d9c5d4s Ts7h6s6c5d 
9s8h6h6c3s QcJd9h7s4d 8h6h5d2d2c QsQcJh8c2c 
Td9h8h6h4s QhTh7h7d4s Js9c8d6c2d QhJc5c3d2d 
Qd8c7d6d3c KsQdJd3c2h AsJc9c7d4c QsTh6s6h2s 
QdJh4h4d2h 7d7c6s5h3d KhJd8h6s4h AsJh9h7c3h 
Qd6h5d4h3h KhTd9d9c5s KhQcJc8c5c 7h6s5d4h2s 
Kc9c7s5c4d JdJc9d4s4d JhTd7d4c2c Qh9s9c6c2s 
Jd9d7s7d3s AhTs8c5d5c QcJd7h7c4s KcJc7d5c3h 
Js8s5c4c2h Kd9c7s5d4d Ts8c7s5d2d Qd9s8c4d4c 
JcTh8s3h2s AhKc7c3s2s Kh9c7s5h4h AcKc7s3h2d 
Jh9h8c4d4c KdQs4h4d3c 9c7d6h5d3d Td8c7s5s2d 
Kd9s7h5d4d 9d8d6h4s3s JcTh6h6d5h Ad9s8s8h5s 
JdJc9s5h2d KsQsQc6s2s QsTd4h4d2s Ks9s8s8c3c 
Th8s7h4c3s KsQcTs5s5d KcQd9h7s5s TsTd9h2s2c 
Ts9c8c6c4d 9s8c6h5d5c AhKd7d6c2s QhTh8s5d3c 
AdKh8h5c3h AhKhQs8h3h JcTc6d4h3s AhQh9d5c2h 
Ts9d7h7c5s Ts9s7s7h6s 9h8s7d3h3d QhJsTd7c2h 
Tc9s8h2s2h Qd9s7h6s6c AcTs7d5d2s KsQc8s5s4d 
KhJh9c6s2d 9c8d6h6d2c Th8h6s6d3d Kh9s7c5h4h 
AsQh9d6h3c Kd8s8c7c6c KsTs5d3s3d QcJc8d7c5c 
KcTsTc9c3c Jc9c8c7d5c JsTs8s5c2h QdTc9h5c4c 
As8h7d6h5h Tc9c8d4s2s KhJc8d6h4h QsTs8h5s4s 
Th9d7c6s3c Ks9d5h4s2d 9h8c7s7h6h JsTs4c2h2c 
Kc8s8c7d5c KsQh7c5h5d Ac9d7h4h4d Js9d8c4s3d 
7s6h5c4h2c QsQc9h8d2d Js7c6d4s4c 8s7c6h6d5c 
KcQc7s6s2c QcTc8d5s3h KhJcTd5s2d QsJh5h3c2c 
AhKh7d3c2s KhQc9h6h3s AsQs9s8s4c JhTc8h5h3d 
AhQh9h5s2c Jh8d5d4h2s AhQdTc5c2c JsJh9h8h2d 
KhTh6h5c3d 9c8s8c5h4d AsQc9c8c2d 8h6h6d4d3c 
9c8c5d4h3d JcTc8c5s2h KhJcTs4s2d QhTs8s8c4s 
KcJd6h3d2c KhJcTs7h2h Ts9c7d6c3h 9h8h6s4c3c 
9h8s7s7c5d AsTh5c4s3s JdTd9s3h2c 9s8d6h6d3s 
KhJh9s7d3h AcKs7s6h2d Ts7s7h5d5c AsKd8d4d4c 
Kh9h8s8h7h QcTd7h4c2h Qd9c8s6s2c Kc9h5h4d2c 
Kh7s6h6d2d Tc9d9c6h3c QsTd6c5d3h QdJh9c5s3s 
9h8d7h6h6c QsQc9d8h4d Ac7c5s5d2h TdTc5d4h4d 
7d6s5s4s3h JsTs8h8d4s Td9s7d6d2s JsJd7h6s3c 
AhQsQhQc3c Jh8s6h5s3h Ac7h7c4s2d JsTs9d8s3s 
AdTd8c7d2d QcJh8s3h2c QdTs7d4h2s AhQh8h4c3s 
Ks7d5d4h3h QsJs7s7h5c AdKh6h4s2c QdJc8c3h3d 
AhKs6d4c2s 8c6h6d5c2d 8c6c5s4s2s Th8c7s4h3c 
TsTd9s3s3c Kh8c6h5h2c QsTh9s5c2d 9h8d6s6h5c 
QcJhTh7h3d Qs8h5d4d3s Ah7s4s3h2c AhJs6h4h4c 
KcJs5h4d2c AhJsTd4c2c Ac7s6d3s2c AcJc8d6c4c 
Qd8s8h5s2d Qh9s6d5c3h Ac6c5d4s4c AhQh9s7h4h 
Qc9h9d8s5h Kc4h4c2s2h AdQsQhQd4h KsTs6s5d3c 
5d5c4d4c3c Td9c8c3d2s AhQcTc2s2c Kh8h8d7c5h 
9d8c7d6d4h JhTh7s4d4c Tc7h7c6h3c Ts7d5d4s4d 
KhTd4c3h2d QhJd6s5s5c AdQcJh4c2c Kh8s6s5h2h 
Ks8h6s4h2c AdKhTs7c2c 6h6c5s4h2c Js7h5h4d3d 
Tc8h7c5d2h 9s7s6d3s3d Th8h7c4s3s Ac8h7s6h5h 
Kd9d8s4s3h QcJs6s5s4s AsQhQd7d2d Qd6h5d4c2h 
AdKs9d5d2h 8h8d4h4d3c QdJs7c6h6c Qd9s8s7d2d 
KdTs9h8s4s AcQh8c6s2c AdJsTc5s2s Ah7s6d3s2h 
Th8d7h4s3d Th9d9c6h3s Jh8c7d5s4c 7s7c6c5d3h 
8h7s6s4c2h 9h9c7s7h3h QcJd6s6d4h JcTc6s4s2s 
6h5h5d4d3c Ac8c7c5h5c Qh8d7s7d6c Kc8h8c6c3h 
QhJs6d5d5c Th9c4c3h3d Js7d6d4s3h JdTc8h7s3c 
Ts9s9d3h3c AdKs8s5c3s Ah6h5c4h4d QsJc9h7d4c 
AcQh9s5d4d 8d7h6s6c5h Ac7s7h5d4s AdTs7h5s2h 
Js7s6c4d3d 9s8d7s6s4c AsTs8s7d2s Tc7d6h6c5s 
QsQd7s4h2h KhTc9s4h2d Ah8h7h6h4d Jh8h7h7c6s 
Qd9s8s7s5h Ah8c7d6s6c Ts9h7s6c3s KsTs6s4d2d 
Th8h7s4c3c AdQsQh7s2s AcKh8d5h2h JdJc5h3s3d 
Jh8s8h6c3s 6h5s5h4s3d Tc9d7h5s4s AsQsJs9s3s 
KhQh9d8c4s QdTd6s5d2s Ah8d7s4h2c KdJd5h4s4c 
Kc8s7c6c4h Ac9s8c5d2c 9c6s6c5d5c Kh9c6h5c2h 
AsJs8h4s3d Ks8c7c6d5c Kh9s7h3s3c KhQd8c7d2c 
As9c6s5h4s QcJd7h3d3c JhTs7s7d2d JsTh6d5h3h 
KcTd7h6c2s AsJd7d6c4d QsTd6h4d2h QhTsTc5h3h 
QsTdTc8c3c KsQdJh7c4c JhJc3d3c2d Ts9s8h4h2d 
Jc9c7c6c5h ThTc8s8h3h 7s7c5h4s2c Jd8d7s7c5h 
AsJs8d4s3c AcJc6h4d4c AhJc5h3s2d KdTc4h3c2d 
Ts8h6h5h2s 9s8c6d6c3s Qd8s5c4c3d 8s8h7s5h2s 
Qc9s9c8h5c KsQd7h5d5c AsTc5s4d3s JhTh7s4s2s 
KcQs8d7s2d Ah8d7c6s6d TsTd6d4h4d Qd8d5c4c2s 
JdJc9h7h4s 9c7h6s6d5d Jd8d7h6h3h Qh9d7s5d2h 
JsTh6h5h4h Jh8d8c6h5h JdTd8h5d5c Tc9s8h5d4c 
Js9d8c4s4c KhQc9c6c4d Qh8h5s4s2c Th7c6h6d3c 
8d6d6c4c3h KsJd7s5c3s KsJs9d9c3h TsTh9s3s3d 
QdTs7h6d3d Th7c6h4h4c JcTc8d4h2s KsTs6d6c5s 
Kc8d5s5d3c JsJc9d5h2c Qc8s5s5c2d Jd9d7c5h4d 
AdJhTs5h2h KhQc3h2h2c AhJc9c7s3c AsKc7d3c2d 
KhTs8d5c4s KhTd8c4d4c KcJs5d4h2c AsKsQd8s3s 
KsQh7c5d3h AcJd5c3h2s JcTc9c5s5d KcJd5d3c2c 
AhQdTd2d2c Ad9d6c5d3h JhJd9s5c2h QdTd8h3c2h 
QcJd6c3d2s AhKdTs5c2s JdTd6h4h2h Kd8c6d5d2c 
QsQc8c3d2d 9h9d7d2h2c 9d9c7d4d3c KcTd7c5c3h 
Jd7d6s4s3h Ad7d6c4d2c KdQc9c6c4h QsTs8h3c2h 
Js9d8s4h3d AsQs8s4c3h Tc9d8s6c3h Js7s7d6c3d 
KsJsTc3s2d Qc9h9c8s5c JsTh7s4d3c QhJdJc3d2s 
QsTh9c8d2c Ad7d6h4s3d Tc7h6s6c3h JhTd7d6s2s 
Td5h5d3s3h AcQs8c6h2c Ah9s6h4h3s Ts8h8d6s5s 
Qd9d7s6h2h KhJc7s5d4d KhTs9c8s4s KhJc8h5s3d 
KcJs7d4h3c AdJc8h5c3s Ks7s6s5c3h QhQc9s6c2c 
AhQs7h7d2c Jc7s7c6h5d QdThTc5d3d QcTc5s3h2s 
Kd9h8d6s6d QsQh8s3d2d QdTd8c3s2c 8s8d4s4d3h 
9h7h6s3s3h Tc9h9d5s5c AsQh9d8h3h As9d6s5c4s 
