Kc9s9d4c3d 
QhJd8h7s2s KcTh5d4h3d Ad8d4s4c3s AhTd8h6s2h 
QdTd7s4d3s KcTc9d8h4c AsTd8s6h2s Jd7h7c5c3d 
KsQsJs6d6c Ah9h9d7h3c AhJs6h6c3d AcKsQh5d2d 
QsJh8s7h3h Ks9d7h6h3d KsQc8h6d6c KsQs6h5c3s 
Qc8s7h5h3c 8h8c5h4c3c Ks9d7c6c3d KsJc5h4s3d 
AhKc9s9c3d Qd8h8c7s6d Qh9s7h7c3s Ac7s7c5h3c 
AhJc7d5s4s QsQh8d5d4d Jd9s5s4d3d Td6d6c5c4c 
QsJh9s4s2h Qc8h7d5c3h AhJc9s8c2d KsQs7d5d2d 
9s9d8d5s2d KsQhJc3d2s KdTc8d4d2c AsJdTh7h2c 
KsTd4s4d2c 9c8h7h5d2c QcJh8s4c2s QcJs7c4s3s 
KhQhThTc5h KsQsJs5h2c AhKhQh9h2s QsTh9s5c4s 
JdTs9h8c4c Qs9s9h3h3c KsQs9s8c2c Kh9d8c7s7c 
Qc7s6c4s3h 9c7d7c6c5h QsTd9h5d4c AhJd9d7d4s 
KcQc9d7h2h QsTsTd4h3c KcQcTsTc5c Jd9h7d7c5s 
Jh8c6h5d3c QcJcTs5c2h KhQh9c7s2s AcQd8c5s2c 
Jc8c7s7c4s Jh9s5s4s3h AsJh8s4s4c JcTh7c5c4c 
Tc9s9d5s2c AhJh9h7d4h AhKh6c5h3h JsJh8h3c2s 
Jd9d8c7d6d Kd9s9c4d3s KhQdTc9c3c KdKc9h4s3h 
JhTc9s8d4s JhJd8h8c2s Kc9d7h6h3d Qh9s5h4s3c 
QcTsTc7h4c Ad9d6h5d5c AsQdJs7h2s As8h5h5d4d 
Kh8h7s6c2c AcKh7c5d2c Ad9h9d8s3d 9s9d5s4d3s 
KdTs8s6h4s Jc9c8h8d2h AhJc5h4s3h 8s7h5d4h3d 
As8h6s6c3d Ad9d5h3s2s JdTd7d7c6d KcTh9h7s4h 
Qh9d9c6s5d QhQc7h4s4h AcQc9c6s3d AdKd7d5d4d 
Kh9d7s6d5c AdJs9d4d3c 7h7d6c5s4c KhQh7s6d2d 
QcTc9d8c3s QhJc7s6d6c KhJc9c4s3s Ac9h7h3h2c 
Qd6s5s4s4d QdTs9c4d3h Kh8s7c6h2c 9d8s8d7d6c 
AcJs9h9d6d QsTdTc7c4c QcJh7h7d5s Jc8c7h6c5s 
JsTc4s4c2h Ad9d8h8c4d Js8h6s5h3d KdTs6d4c3h 
KcTh5c4s4d Jh9h7s6d5h KcJd6c4d2d 9s9c5s4c3s 
AdKd6h2h2d Th7d5d4h4c 9s9d5d4s3s JhTs5h5d2d 
KsTh7s7d4s TsTh8d6h4h KcQc9d8c5h Ac7s4s4h2c 
KhQh9h9d7h QdJc8h4d2h AsQd8d6h6d Ah9s9h8d3h 
QdJcTh4s4h AsTh8c5h4h Jd8s6d5s3h KsQh6c5d3h 
Ac8s8h5d2c KdTc8c6c5s JdTd7d5c4d Ad8h5h4d2d 
Qd9h8d7d5s 7h7c6s5c2h QcJd7c4c3d AhJs9s5d3c 
KdTdTc6s3d Kh7c5h4h4c TsTc9s8s5d Kc9h5h5c3h 
7s7c4d4c3d Qc7c6h4s3h QhJd4d4c3c AcKs9s7d3s 
AcQs9s6h2h 8s8d5c4d2c Ts7s7h5c3c AsQc7h5h4d 
Kh9h8d6d3h KhQh6h5h4d KcQcJc5d2s Ts8d7d6d3s 
JhJd9d5d3c 8c6s5s4c3c AsKs8h6d2s Kh9d7s6c3h 
AhTsTd4d2s Tc8c6s4s3d Kh8d8c7c3h AdKc6d5d3d 
AcKsQs9s4s AcQd5s5c3c Jc7s7d6d4s Jh9h8s6c5h 
AdJsJc3d2d AcTh8c6s2c AcJd5c2d2c Ts8c7d5d3s 
AdKhJs6c3s Ad8s7d5h3d AhJd8d6s3s KcJc7h6s3d 
AsJc5s4h3s Jh8h7c6s5h Ac9h7c5s2d QhJh9s4s2s 
AdKcTs3s3h QhJc8c4d3d AcJcTs6c3c JhTc8s8c5c 
Qh7c6h5h5c 8d8c7s5s5h KsQd5c4d3h AdJhTh6s6c 
AhQd8s8c4d KsQc8c6d2d Js8s8h6h3c JhJd7d5d2h 
Ac9d7c5h2s Td8c7c6d3c Jc7h7d5d3c Jc9h6c5d2d 
QsTs8s5h2h Kd9s7h5s3h AdQs7s6s5s JsJh6h4s2c 
QhTd5s3s3d AcJh8h6s3s Qc8s8h7d6c AcTd9s6d2s 
Th7s6s6d3d 9d8s8c2s2d Jd9s9d5s2s AcTh9c8c2c 
KcJd5d2s2c KhTsTc8h2d Ac9s8h7h2s JdTs9c8h4c 
QhJs5d5c4h Ad6s4c2d2c Jh9d8d6d3h JhTh9h8h6h 
AsTs6h4s4c AcQd8d6s6d 8s6d6c5c3d 9d7c6d5s2c 
AdJd6c3h2c QhJs7d6d5d QdTs6s4d2d KdJc5s4d3h 
KcJh7s6d3c KdJc6h4h3c KsJdJc7c4c JsJc8s6s4d 
Jh9s6h5d2d Qh9h9d5d3h Ac7c5d4h2s Qh8h7d6s3d 
QsJd7s6c4h TsTc6c5h2s Jc9s7h7c5d JdTs9s8c3s 
KsQdJc8h3s KdTsTc2h2d KhJc8s4s2h KsQsJd9c2s 
JcTd7s7d5d AcJh8c4d4c KdTd5s5d3s QsJc9h9d6c 
KdTh8h7s2s AcJs8d6d2s KcTc9d8s4c Kh9s7d6s5c 
Kd9c7s6h3d 9d8d8c6s6d Jh8h6d5s3d AhQcJc6d6c 
Qs9h6d4h3s QhTs6s6c5d QcJc5h3d2h KsQs8d6h4s 
Th8c7d6s4c Qs7d6h5h5d Qd7s7d4s4c AhQd8h3h2d 
QhTs9c5s4d 8h6d6c5c3d Kh9c7d6c5s 8h8d7s6h5h 
KhTh8c6h5h Td8c6d5c3c Jd9s9h7s2d JcTc9d8c4h 
Kd9s8c7h7c Kd7h7d6h3d KsJd7h6c3s QhTh8h5c2c 
Qs9d6s6h5c KhTh7s4d3c KhQs8h6h4d Td8c7c6h5c 
Kc8d7h7c6c QdTh9h7s5h Th9s9c4c2h KdTh8h6c2c 
Qd6d5d4h3h Ah8s5s5c4c AdJs9c5s4h As9s8s8h3c 
Td8s8h5h3d QhQc9c7c4d QsTd8d5c2c KdTd9d9c4s 
KhTs4s4h2d AcQhJc7s2c KsTs8c7h3d Ad9c6d5h2s 
JcTs5s3c2h AcQd8s4s2d Qh9c7s7h3c AhQcJs7c3c 
KcJs8s4s3c AsKs9s9c5s Qc9c5h5d4h QsJsTd5h2s 
Js7d7c6d4c JsJh8d4s4c AcJs6s3s2c QsTd8c5d4d 
AsQd7s4s4h JhJc6d5d4s Qh9d8h6d2h Qd8d7h6s3h 
QcJc8c6s4h Js9c7c6c5d QsTs9h8c4s Ks8h8d5s3h 
AdQs7h3d3c As9s9h7s3c AsKc9h7h4d Kh9d8c7h4s 
Kh7s6s5h2s Qc9s7d5d4s AsTd8h4h2d KdJhTc4h3h 
Qd7h7d6d4h KsJh7d5h4h Jh8d6h5c3d Ts8d7c5c3d 
KsJcTh7h3h KsTd7s7c4s AsJc6c2s2c KcQh8s6h6d 
KcQcJh5d2c AhTh6s2s2d QdThTd4s3c AhTsTd6d5d 
Td8c6c4s3d AdQh6c4d2s KcTs8s8h3h AcKc8s6h2c 
AcJc7d4h2s AsKs8h6c2s Tc8h7h6d5h QhTd7h6h2d 
QsTs7d5h4s QcJcTs6d2h KcJd3h2d2c Kc8c6s6h5d 
QsJs8s6d3d AcKh9h7s3h AcTd9d5s4h 9h9d7h5s2d 
Qc9s7c6h5c Qs9d9c6h5c AcKd7c5s2c Qs9h9c8h2c 
QhJh8h6c4s Qs7s6h4c3h KhTd8s8d2s Qd9s9h6c5h 
KsJdTsTdTc QsTs6c3d3c KcJsJh7h4h Ac7h5c4h2c 
QhJc7h6s4d Jc8h6c4s4h KhJh9h7c2c QdJd5s3s2c 
QsTh7c6c5c KdQd6h5c3d Ad8s6h6d3c AcQcJc5s2c 
KsTh9h6d6c AdTs9s6s5c Qs9s6h4d3h AdJdTd6d6c 
QsQd9c4s3h 8h7c6s5h2c QcJc8h8c7c Jd9s9d6h2s 
As7s7c5d3s AdTc8c5s5h Jd8s6d4s4h QcJd4d3s2c 
Qd9c7h5h4c Qh8c7h7d6s AsJc9c7h3d JhJc9d3s3c 
Td6h6d5h4h AhJs9h4h3c Qc8d8c5s3s KsJdTc5d2h 
QhTc9s9d2h Ac8c6h6c2h AsKh9d7s2s Jd9d8c6c3c 
Ah8c5s5c4s Qs7c5h4s4h AdTs9c8c3c QdTs9h5s4c 
AcQc8c6h3d AdQhJs8h3h Ah8d7s7c5c ThTd8h5h4s 
AdKdJd5s2d KhJc7d4d4c 9h7c6c4s3s KsQsJc5s3s 
KdTc9h3h3c AsQd9h9c5h 9c7c5d5c4d 9s8s7d7c6h 
QcTs9c7c4d KcJc6s5c3d AhKh7s6h2d KhTd8d6d5c 
KdJs9d9c5d Qc9s7c6h6d KsJc9c4h3h AhKsQc6c2d 
AhKc7h5d2h AsKs8s4h4d Kh8s7h5c4h QcTc7d7c3d 
Qd7s6d5s5d Ks9h8d7d4h QcJsTh8s3s QcTdTc4s3h 
Qd8h8d5s3h Qd9d5h5c4h JcTc9d9c4h AcJc9s3s2c 
KsQs6h5d3s QhJcTd4s4d AdJc4c3d2d Ac9c7d6h3c 
AhJs6h5d3h QdTd7s7d3s KcJc5h5d4s QcTc6s3s3h 
Qc9h6s4h3c Qc8h6h5c3c Ts8c7c6h5c QdJh7s7c6s 
AdTh8d5d2c AhTd9s9d4d Ah7s4s4d2h Td7s6s6c3c 
Ah9d8s7s2d ThTc6h5s2c AsJc9s4s3h Ad8s7s5c4h 
Jc9h8h6s3s AhJs9s7c3d Th7s6d4s3h AhJd9s6c2h 
AcQhTd4h2s Qc9s8s5c2s QhJcTh4s4h Th7h6d4c3d 
Ks9s9h8d6s QsTc7d6d5d Jd9d9c8c2d Jd9d8h6s5d 
Ah6d5s5h2c AdTh9s8s3s Ah9d8h4s3c AhQcJh7d2h 
JhTc9s6s3d JhTc6c5c2h QcJc8c6h4d JhTc7c5d2d 
Jc9d8d8c2d As8h7h5d4c KcJhJd5s2c 9d7c6c4h3h 
QsJh8h6h6d AcKh7d5s3d 9h7s5s5h4s AcJs6c5h3c 
KhQhJs5h3h Jc9c8h7c6c JcTs9h8d3h AsJh7d5c4c 
JdJc9c5c3h 9c7s5s5d3c Qd9d8h8d6s 8s7c5h4c3h 
KsJc8c6c5h KhJd9s6h3c AdKc8h5s5h TdTc9s8d5d 
KhJs9c8h3d QdTh8c7h4s ThTd8h8c2s AhTc8d6d4s 
Td9d9c7h5d JcTh9s8d4d QsQd9h6c3h AdTc8d2s2h 
Qs9s7h6s3h JhJcTc9c3c 9d7d6h6c3c JdTs9c6s3s 
AhJh7s4c2d KcTh9h6s6d AdQc5h3s2d QdJs9d8h3c 
Ad9s8d7d3h Tc8c6s4h2h Ad6d4h2s2h KsQh6d5c3h 
AcJh8d3s3c Qd9s8d7h3h KhQh8d7s2s 9s9h7s4d3d 
KdQhTd3s3c Qc8s8h6s6d Th8h5s5h4s QdTd9h8d3c 
QhJdTs5c2s Qd9h8h6s3s Ah7h7c4c2h QcJhTc7c3d 
QdTc4c3d2h KhQhTd8h5h AsKcJs6s3s AcQd8s8h4d 
AhJh9h8d4h Ks9c7d6c5h AdTh9h9c3h JcTh9d8h4h 
9h9c4s4c3h AhTd8s5d2s KsTc8s5d4s AhQsTd5s2c 
KhKc6s4d2s 9c8s8c6d6c QhTc6s6c5d JsJd8s8h2c 
KdKc7h4d2d Ac8s7s5d4h JcTd5s4h4d Jh9h9d5d2d 
KdQh8c6s6h Qd8s8d5c3s KsTd9c6h5h Ts8c7s7h6s 
KhQhTh7h4d Ks8s8h6d2h TsTc6s5d2c Td7h7d5c3c 
7s7c6d5c2s AcJdTd6s6h Qd9d9c7d4c Tc8s7d6s6h 
QhJhTh5s3h Qd8h6h6c4c QsQd8s3d2d Ts8s5s5d4d 
Qd6c5c4d4c QsTh9d9c2s Jc9d6d6c3s KsTs8d7c3h 
JsTs7s7d6s Ah9d5h2s2d QdQc9c8c3h KcJh9c8c6c 
JsTc9h6c3c JsTd9s8s5s AsTc7d5h4h Kh7s5s4h2c 
7c6d5d4c2h AhTsTc9d3d Tc8s7c6d4c AdTh9h6h5s 
Ks7h5s4s4h KhJh7d4d2c QhTsTh4d3c JsTh7d6d2s 
JsTd9h8c3h Jc9s9h7h2c QdJc7s6h6c KhJd9c8h3s 
Kh9d7c5d3c Qc8h7d6s5d AsKd8h7d3d QsTd9c6s2h 
QcTsTh6h3d KdTs8s7c4h AdQs8c6s4s Jh9h9c8c2h 
Td9h8d8c6d Kd9d8c6c3d Qd7s6h5s5h JhJc7s5s4d 
KhQs7d6d5d KsTc6s4h3d Ts9s9d7h5s AdJd8c5d2h 
Ac9c8c7h2d KdJs9c8d3h Th8h8c7d3d AcQd9d7d5d 
Ts8d7h5h3s QhJsJh9c2h JsJc8c6c4d AcQsTd4s2h 
Qs9h8s7s5d AsQc9c6d2d Qd9d6h4c3h 9d8h5h5d4c 
Tc8s6s5c2d Th7c6h5c3h QhTc4c3h2d AdKs6d5d3d 
Th9d8s4h3d AsQhJs7c2s Th8s7s6d5s 9s7c6s6c3c 
AsQh6h5h4c 8s8d7d5s2h AhQcTd4c2s KsKc9d4c2c 
Ad8c7d5d4d Ac7c5s4h2d KcQh9h6h5h QsTs6d3d3c 
QhJh5c3s2c Qh9h6c4s3c QhTs6d5s2d JhJd9c5c4c 
7h7d4s4h3s AsTc5s4s4d KcQs8c6c4h KcJc7d6s3h 
KcQs7s6d4s AdKc9c7s3c KdJc9s6d3h QsTc7h6s3d 
AdTs7h6d2c KsThTc9c5c 8s7c6d5c2d AcQh5s2d2c 
9s8h7s7h4s Ts8h7d5d3h 9h9c8s7d5d QsTd7s5d2c 
QdJc9c4c2d AdJh9c8c3s Ks9c8h7s4d Tc9c8s4d3s 
KhTs9s7d4s AcJd9d5s3h AsJsTh6s3s Th8s6s5c2h 
JdThTc9d2d 9s7s6h6c3h 8h6d5d4h3h Jd6s6c5d4c 
KdTh4h4d2c AdKd8c6s2d Ad9s8h7h2s Qh8d8c6s6d 
AhQc6d3s3h Ac8d7d5h4s As6h4d2s2d Jc8d7s7h6c 
Ah8d7h5c3h KsQh8d6h2d AsKc7d5h3d AsQdJh7c3h 
Kh6h5s3s3d KsJhJc9s2s Tc9h6h5s2c KdQh9h4h4d 
Jh9h9d6c5h AcJc7h4h2c QsTs7s7h3h KsQc7d6h6d 
QcJdTs8d3d KhJs7s7c5d 8d7s6d4c3c AsKd9c7s2s 
QsTd9d8d5c AdQs5c2h2d QcJs4s4d3d QdJs8s7d3s 
QcJs9d9c3h KsKdTs3s2s KhQd8d4h4d KdTd9d8s4h 
QsQc9s7s4h AcQd5h3s2c AdQc9c6h2h AdQdJd6s2c 
Js9s8d6c5s Ts9h9d6d4c AhTh6c4h4d Td8d6d5h3h 
KsQs9s8s8h As9h8s7d3s As9c8s7d3s ThTc9s6d3h 
Ac9h8s8c3c Qh8c7s6d5s Ad7c6h5h3c KsJs7c4c2d 
Kh9c7h5d2d QsQh7s4s4d KhQh9c5h2c Th8h8c7s3s 
As9s8h8c4s AhQsJh7h2d KsJd5s4h3c Ac8h5h5d4d 
KhQc8s7h5h Kd9s5c4s3d Ah6c5s5h2d 8h6s6d5d3s 
8d8c5s4c2s AsTh9h5d4c Ac9c7s6h3c KcQdTc7s3c 
AsTdTc9c2c 7s7h6c5d4c Ac7c6h2s2h Ts7c6h4c3s 
KdQhTs8h3c JsTh9s4c2d As8h8d7d6c KcQs5d4s3h 
AdTd6h2h2c KsQd7c6c5c KhJdTc8c3s Ac9h6d3h2c 
KhQh7s4s3h AsKd9h7h4c Ts9c7c6h4d Js9c8s6d2d 
TsTd9c6h4c KdQsJc6h3c Ts7d5c4c3s AsTs9s8c2s 
QdJcTs8s3s AdJc5d4s3d 9h8h8c7c3s AdTs9h6h5c 
Ts9c7c6d4h Ad8h7h3d2c JdTh7d5h2h Ts7d5d4s4h 
KsQc8h7d4s QcJs9s4s2c As9h7c6c3h QcJh9c6c5c 
9d8h8c2d2c Qs8d7s7h6c QcTc6s6h4d Ks7h5c3s3h 
KhQc7d6s6d AcTd9d8d3s QhTh8h8c3c QsJhTs4s4d 
KdJs7d5h5c 9c7c5h5c4h TsTh8h8c2d Ad9h5d4s3c 
QhTc9s4h3d KsTc5d3c2s As9d8c3s3h Ah8d7h6s2c 
Qh9d8h7h5s JdTc9h9d3d Qc9h6d4h3c Ts8d5s5d4s 
KsJhTd6c2s 7h7c6h4h3c Ac4s4h3s2c AsKd8h6h6c 
KdQsTc9c3c JsThTd4d3d QcJh9h4c2c Kh9s9d7d3s 
JhTs6c3h3c QcTd9d8d5s KhTc8c6s4c Th6s6c5h4c 
AdQc9h9c6c TsTh8h5c4d QcJsTd7c3c AcJs7h5d4d 
Kh8c7h7d6h Th9h8s6h6d JhJc7c6c4d KdTh9h7c4h 
8s6h5c4s2h 9c8d5h5d4h Ah9h7d6h5h QcJhTd8h3h 
QhJhJc9d2h Tc8h8d7h6h Kd9h9c3h3d KdQcTd9d3d 
AsTc7d3d3c Ah8d5s5d4s AcQc9c6d3s KsJh7c4c3h 
AdJh8s6s2h Jh9s9h8h7h Kd8d6c5c3d Kd7c6c5d2c 
AhTc8c5c4s Qc9d8c7c5h Jd9s9d6h5d AcTc8d4h3c 
KdJd7s6c3h KsQs8c6h4s Kd8s8d5s2c AdJc7h5h2c 
KhJs6s5c4s AcTs7h5s4s 7s6s6c4h3h Kd9h5d4c3c 
KhJs3c2s2h Ad9s9d8c3d 8c7s6d5s2d 9h9d7d4s3s 
AcKc8c4h4d AhQsJc7s3s AdKc8h7c3c Kh8c6d6c3h 
9s8h5s5h4c 9d7d5d5c4c Tc9s7h6h2c JcTs9h7s3s 
AdQhJh6s6h JdTd7d5h4d QdTc8s6h3d As9d8s7s3c 
JhJc9c3h2c KhTh8s7c3d QsJsTc5s2h KsQd8c6c5h 
AdQdJd6s2h QhJh5s4d3c As8d7c3s2c QsTc7h6h5h 
AdQd8d6d6c KhQc8c5d3d KhJcTc9c2c QhQc9h7s3h 
AhQs8c6s4s KhQc9h8h5s 9c8s5s5c4d KcTc8c5d2d 
KdTs5d4h4c QhTdTc6d3s QsTh8d6c3s QhTc4h4c3c 
9h7s5c4h3s KsTh5d4h3d Kc9s8c6c3s Kd7h5c3h3d 
AdQh8d5d2c Qh9d9c8c2d TdTc8s7h5h KcQs8s7s7h 
QsJdTh5c2h JsTd9c6d3h JdTh8s8h5h TdTc9c3d2d 
KcTd9h5c4c AcQhJh6s3h AhQdJd8d2c Th9s7s4c3c 
QdJcTs7d3d Ks9h6h4s4h Ks9d9c4s3c KhJc8c4h2c 
QhJh8s7h6h Td8s7h6c4c QdJh7d6s4c JdJcTh8c2c 
QhQc9h7h4s AsQc7h5d3c 9s8s8d7d3c AhJc9d8d3s 
KcJs8s4c2s Qh8h7h6c5s Ah9d6h5c2s Ad9s8d7c3d 
AsJs9s9c6s Td9s9c4s2d KcTd6c4s3h Qd9d5s5h4s 
QdJh8s8d2s Qd9d9c3h3c KcQc7h6d2d Ts8s8c7d3d 
Kh9s5h5c3s KdJsJh9s3c KhQh9d7c2c 9s7s7d6s3d 
Kc9s7d6s5h KcQc7s6d2d Ac9s9d7s5h QcTd8s7d4h 
9c8s8h6c5d As7s5c4h2d Qd7h5s4s4d Jh6s5s4c3h 
8c7c5h5c4h 9h8h7c5d2c Ts6h6c5s4h KhTh8c7d3s 
QsJs5h4d3c AcQd8c7c3s AdJs5d3s2d Qd9d8s7h2h 
Qh9h9c4s3c Td7s5s4h4d QcTd9d5s3h AsKc8d6d4h 
KdJh9c5h4s AsKhQc5d2d KsJd7c6h6c Ad7h7d5s3d 
8h8d5d4h3h QsQc9c7d3c Qh9d9c8d2c Jd9h9d6s5d 
Th9c8c7c5s KdJd9s5d4h Ad4s4c3c2d TsTc9h6d4h 
JsJdTd8d3h Qd9h9d5h3d JsJc6s6c2c KsTd6s6h2h 
AhKdJs6c3s KcQd8c6c4h AsQs9s6c3h Tc8h8d7d6d 
JhJcTd6s3d AdJh8c6c2h AcKdQs6s2h 9d7h6h4c3c 
Qd7d6h4s3h 7d6d5h5c3h Qs9s9d4c3d AsThTd4d2h 
9s9d8c3s3c 9h6s5c4c3s AcQc8h7c3d QsJd9s8h3c 
AcQsJc7c2d 7d6d5s5h3s KsQh9h6h5h TsTc8d5c4c 
JcTd7d5h2h Ah8d7d3h2c Ah8h7d5h3s Td8h7s6h6c 
QsTd7s4d3s KdJc9c4s3s Ts9h7s6c3d AcJc6d3s2d 
9c8d5s5d4s KhQs6d4h3c KsQdTd8c2h KhJc7s6h3d 
AsTh8d5d4d As9d8s8h3s KhKcJc6c2c Ks9s9h3h3d 
QcJh7s7h5d 7h6h5h5c4c Ah9s7d6s3d Kd5c4d4c3h 
AsQsJs5h2s AsQs8s6s4c JsTh9d7h3h Th9h9d5d2d 
Ac8d8c4s4c As7d6s5h2c AdQhJd7d2c As8s4h4c3h 
KcQh5d4s2c Qd7c5d5c4c JhJd6d4h2c KsQh7s5d5c 
Kd9c8s7s6s Ac8c5h4c2h Ts8h5s5h4s KhQcJd9d4s 
QcJh6c3h3c JhJcTs8c2c Qd8d6c4h4c 8h8c7s7d4h 
Th8h8c5d3d KhTh9d2h2d TsTh8s5c4d AcKc9s9c4h 
TsTh6s5d2h JdTh9h8h5h QsJsJd9c2s Js8c6h5c3s 
KhQs7s6d4s QsQc8c5d2h QdTsTc8d3h Kh9c5s4c3h 
Td9s8h6h5h AcKd9h7h4s Qc6h5c4s4h JhTc8h5d3s 
AdQh5s2d2c Td9s9d8d2s KdJcTh7h3h 9c8c6h5c2h 
KhTc5s3h2c Ts9s8d5d3s 9s9c5s4h3h AdTd7s7h3d 
Th9s9d6s4c Td8s7c6s6h AdTh9s9h4h Qd8h7d6c5d 
Ad8c7h7c5s QhJs8d2s2h KcTd5s3c2d Qc7c6s5d4h 
KhJsTd4s3s 8s7d6s4h3h Kh8h8c5c2s Jh9h9d7c5h 
Ts9d8c4s3d AsTs6h2h2c AdQs7h7c6c Kc8h5h4c3d 
AsKdQd8h3d QhTh7d5c4h Th7s6h4s4c AdTh7s6d2c 
QcJsTc7c3d AcJd9c6h6c Ad9h6c3h2d AdTc9s6c5c 
JsJc9s7s4h 9s9d5d4s3d AdJc8h6h2c Ad8s5s3d2h 
JhTc9d7c3c JcTh9s5h5d Ac8h6s6c3d JhJc8s8h2d 
Ks9h5c4h3s AsQsJs6d2c AcJc9c7d4c Qc8c7d5s3d 
AcKs9d7d4h Jc9s8c6h2h Ah9h8d7c3h TsTd8d4c3c 
As9s5d4d2d QsTs7s7d3d AdTs8c6c4h Jh9h9c5c2c 
AhQd7d5s2s Qc9h9d8h2d 9c6s5d4d3c Kd8d7h6c2c 
As8d5d3d2s KsJh7d6d6c KsTs9s9c5h KcTc6d4d2d 
Th8d6h5d3d AhQs9d9c5c KcQc6d5h3c QsJd7h7c6c 
KdTc8c7h4s 9d9c7d5s2c Qd9d5h5c4c Qs8h6c5h5c 
9c8c5s5d4s AsKh8d5d5c KhJh7c4c2s AhTc7s3s3c 
Jh6d5d4s3h Qh7h5d5c4d QcTh9h7s5h AcQc7s7c5c 
9d6d5c4h3c QdJhTs5c2s AhQdJh7s2h 7d6h5h4d2c 
TsTc8h6d4h KdQh9c4c3h Jh9h8c7h6h AsKc8h6d4d 
8s7c6s4h3h 9c8s7d6c2d AcTs9s8d3s JsJhTs8s3c 
AhTs9c8d2s QhTh9c8h3s AdTs7c5h4h Js9c8s6c3c 
AsQd9s6h3s KhTdTc7c4c AsKdTc3h3c Ac9s6c5h2d 
QcJsTs7s4s 8h8c5d4c2d KdJcTsTdTc Kc9d8s7c4h 
Th8c7d5d3c KdJh4d3s2h AcQcJs6c3c Qc8c6s4h3s 
KdJsTsTdTc QcJdTc7c3h AsKs9s7s4h AhTsTd9s2s 
KsTsTc5s5d Qh8h8d5d2s As7s7c5h3s AdJh6d6c3s 
Tc8d7s7c6c 8s6c5d4s2c AsKs8s4d4c Qd8s6s6c4c 
KcJs8c7h4c Ah9c8d7d2c JdJc9c5s4c KcQs9h4h3s 
KsTc5d4c3d JsJh9s5c4s KdKc9d6d2d QhJh8d8c6h 
9d7c5s4d3c AsQhJd6s2s Th8s6h5c3s Jh8h6c5d3c 
JhJdTs8h2h KdJcTs8s3h AsTh7c5h4h JhJd9h5c4h 
QcTd4d3c2h AsJd9d7d4c QcJd8d7c2c Jc9c8s6h5c 
Ad9s7d5h2c 9c8h8c7h4h Ts9h8d8c6h QhTh9s8c4h 
JdTd9h8d4s AcQs8h5d4h Qs9d7d5h4h JcTc7c5c4h 
Th8s7d6c4c Jc9s6c5d2d AdKhQh8h3c Kd9s9h3s3d 
Td8s7c6h4h Tc8s7s6c3s 7d6c5h5c3h KsTc8c6d4c 
AhJh9d3d2h Jc9s9h8h6d Ts9c7h6h3d AdKc8h5s2c 
AhJc7c6s6d JdTs9c8s4s Ks7c6h5h3c KdQh5c4s2d 
KsTc9c7h4c Kd6s6h5h4s QdTh8h5c2c Js8d7c6d5h 
Ts9c7c6h6c KdTh8h6s2s As9s8s7c3d QcTh6d5h2d 
AsTc8s6d2s KhQh8c6d4h Tc8c7c6d3d KhJh6c5h3d 
KdJs7d6c2c QhTsTc8h3d KdJc8c6c5s KdTd9c8h4d 
Jc9c8d6d3d QhTd9h8c2h QsQcTh7s2d Qh9h9c3s3c 
AhJdTs7s2c Qc8s7c6d5c Jc7c5d4d3h AdTd6s4h4d 
Qc9d9c3h3d KdJc8d4d2c AhJh8d5h2c Qh9c8c6s3s 
Th9d6d5s2h Ah6h4s2s2d AhKd7s5c3s 9h8d7h6h3d 
Ac7s4h2h2c AsQd9d5c3h Kd8h7c6d2c AsJdTc7c2h 
As7d6h5h3d Jc9s9c6h2s Qd9s9c6h5s JsJd9d5c4d 
Jd9s5d4h3h Qh9d6c4d3h Ts9d8h7c5d KhQhJh8h5c 
AhKhJh5s2h KhQhJd5s2h AsJc6h4h4c Ks7s6c5h2h 
AdTs8c4d3d QhJcTd5s2d 7c6s5s5h3h AhTc9c5d4s 
Ac9d8h8c3c Qh8s6s5h3h AhKd8s6s4c Qc7d5c4s3d 
Kc9s8d7d6d KcTs9s7h4s As7h6d5d3h Ts8s8c5h3h 
JcTs9c8c5c KcJsTc8h2c Qs8h7s7c6d AdQh8h5s5h 
As9d8h6d5c JhTd7d5c2c AcQh9h5s3d AdKd9h9c4d 
Js7s7d6s4d QhJs5c4d3h AcQdJc7c2h 8h8c7s7d4c 
AdQc8s6c4c KdTsTh8d2c KcQcTc7c4s KcJd5h3h3d 
Kc8s8h5c3h QcJs7h6s6d AcTc6d2h2d JsJdTs8s3h 
QhJcTc4c3c 7c6c5d5c4d AsJc8s4s4d KdTd9d8s4c 
JsJd8d6d4h KsJc7d5c4c AhKsTs2s2c KsQc5h4d2s 
Td8h6d5c3h AdTc9h7s4s Ah9c7h5s2d QdJc7d4c3c 
As8h4h4c2s Qd9s9h8s2h Jh9s9d5s2d KdJc8s4s2d 
JcTh6h5h2c 7s6s5s5h4h QsTs9s8c2h AdTsTh7d2d 
Qs8s8d6d2c AcJs9s5d3h Th7c5d4h4d Tc7c6s5s3c 
AcJc9c5s4c Ac9s8c7h3c QhJsJd4h3h KdTh8h6s4h 
QsJs9d4d2d Tc8d7h5h3d Ks9c8h7h7d QhThTc4s3d 
AhTs9d8c2s KcTs8s7h5s Th7c6h5c3c QdTdTc4h3s 
