Ts9c8c6h2c 
Jd8d7s7d3s KhJc9c4d3s Qh5h5c4d2c AcTc8h6c3c 
Kh8c7c4h2h Qh8h5d4h2d Js9d7d4s2c Td8c7s7h4h 
Th9s7h7d4h Js7h7d5s4s KhQc6h5h2s QhTh9d3h3c 
KdTd9s4h2d Tc7s6h5d3c As8h3s3h2h Jd6d5d5c3c 
8c6d5d4h4d AsKd4d3h2d KdJs9c7c3c QhTh8h6d3h 
Qh7h6s3s3d KdQd9d6d4c 9s9h6c4d3s Js7s7d5s4c 
AcJh8s7d3s QhTd9h2s2h AhTd8s5d2c QhJs7d7c4s 
Ac8h6s6c3c Td9h8c4s3d Qs9d7s6s3c 9d6d5s4h3c 
As8d3s3d2d KdThTc5d2d KcJd8h8c4c Jh8d6c4d3c 
Qh9d5s3s3d Ts7h7c5h2s QsTd6c4c3h Tc9s8s8h5s 
QdTd8h8d2c Ts6h5c4h2s 8h7d6d4d4c QsQh4d3h2c 
QcJdJc7h2s Ts9d9c6d2h QsJdTh6h2h Kh9s8c3h2c 
KhJs9s5s4s AdTc6d5d3d Qd9s7c6h4h QsJc8s7h3d 
Qc9c8d3s2d Qd9s6c2s2d 8h6d5d4s4d QsTdTc6s2s 
Ks9c7d6h3c 8c6h5s4h4d 9s9h6h3h3d Ks8s7c3h3c 
Tc8d4s3d3c Kh9d8h8c4s Th9h7s4c3d Th9c6d2h2c 
8h6s6d5s4s 9s8c6s6h4d QsQd8s4s3h Td9d8s7h3d 
Jh9h7c5h4h 7h7d6s4s3c KsQh8c7h4h Qs5s5h4c2h 
9c8c7d6c3s QhTc6h2h2c Ah9c7s6s2c JsTh8h4d3h 
KcQc9c8d4s Kd8d6s5d5c Qd9h9d6c2s AdTc8c5h3c 
Qd9c8c3h2d Kc9d7s6d2s QsJcTh6h2h Kc9s8d3c2d 
AcQc5s3h2c JcTd8h4h2s Qs8s7h7c2h KcQc9d6c4c 
KsJs9d6s4s Kd7s7h6d4d Td9d7s4s2s Qc9s9c7c5c 
Td8d7s7d4h AsQhTd6c2c QsTs9h3s3d Kd6c4c3d2h 
Qh9d9c5s5d AhJc8c4d4c As8h7h3s2s AdQhTc6c2c 
6d5s4d3s3d KsQc6c4c3h KsJd9c4s3s Ts9c5s3d2c 
QdTd6d5h2c Qc9c7h5d4c AdJh6c4h2c Qd9h6s5c3c 
Th9s5h3c2s Qd8d7d5c2c QsJh9d5h2h QhTd9d6c2d 
QsTh7s3d2h AdTc9h4s3h Kd8s8d2s2h 9h8c5c4d2d 
9s9h8h5c2d Kh8d8c4d4c AdTc8c5s3c Ks6c4c2s2h 
Jc8s7s4c2h Qs6c5s3c2d Jh9s8c4c2s Kc9h9d8s4c 
9c7d5s4c2s Ts9h8s5s5c As9s7c6s3s KdTs6h6d3d 
QsJh9d8d4d 8c7d6c5c3c Kc9h7d2d2c Qc8h8d6d4s 
Ks9s8h7c4s 9s9h5d5c3h QsQhQcJs9c 7s7d6h6d2d 
QcTs8s4h3d Jc9c5d2s2d QsTc7d2s2c AsQh9h8h2h 
Js8d6c4c3d AsJh5h4h4c JcTc7h6c3c JsTd3h3d2h 
KhQc6s3c2s Jd9c6h6d4s Jh8d6c4c3d 8c7h6h4s4h 
Th9h6h4d2d Qh7s7h6c2s QhTdTc6s2s 6s5c4s4h2h 
JsJd9h6d2d 8d5s5c4c3s Qs9d7s5s3h JhJc6d4h3h 
Jc9c7c5c3d As9d6h5s2s AdQh9s5h2c Qc9c8d4s2s 
8h7h6h6c2c Qs9c7h6d4c As9c7d5s2s QsJh8d3d2s 
9s7h5c4s2c Js6c5d3s3d 9s8h8d5h3c Qh9d6c2h2d 
Ts9d8d8c2h Kd6d5h3d2h 9h8d6s2s2d KcJh7d6s2c 
8c6d5s4s2h QcJs9c6c3c AsJc7c6d3h KhKd8s4c2s 
8d6h5d4s2c Kc6h6c3d2d QhJdTd7d2c Kd9h7h2d2c 
Th9h7d4c3s As8c7h5c3d QcTs6s5s3s AdQdJh7d2d 
KsQc7h5h5d Qh9h8s8d5h KcTh6d5h3h Kh7h5d3s2d 
KsQd8d6d4d AdTh5d4c2d KsTc7h5d3d Jh9d7c5s3c 
Ts9s8s5d4s Qh5d5c4s4d AhQh5c3d2h 6h6d5s5c2h 
JsTs9s3d2h QdQc9c7h2c AhQc8s5d3d Kh6c5c4d2d 
Kc7c5d3h2d QsQd3d2h2d KcJc9s7c2h Kc9h8c4h2h 
Th7s7d5s2h As9s6s6d5s 6d6c5s4c3h Th9h9c8h3s 
Qc9s9h6d4h Qc9h9d6s4h As6h4d2s2c Qs9s8d3h2d 
Ts8c6d3d3c KhQsJc7c3c JsTs9s3d2c QdTs8c6s2s 
QdQc7d3s2s Tc9s9h6s2d KcTs4s3c2c 8h5s5c4s3c 
Ts6d5h4d2s KhTh6s3s2h AhTs5h4d2h Ad9s7d4d3c 
Js7s6c5d3h Kc7c5s5h3d Jh9s6s4c2h Td9c8c6c2h 
KhJd6s2s2h KcTd6s5d3d TsTd6c5c3h Qh8c6h5s3d 
QcTs9c7c2h KcQh9h7h4d KdTs8h8c3d Tc9c6s6c4d 
Ts9c6h4d4c AsTs4h2d2c Qs5h5c4h4d KsQd9c6d2h 
Kd9c8c6c5c QdJd5d5c4d Kh9d7c2h2c JsJcTc3c2c 
Kd9h7h4h2d AcKh9s5s3s KcQd7s5s5h Qc9s7c5d5c 
QhQdQcJc9h AsKh8s5s2s AdQsTh6c2c KcJhTs6h2h 
QsJcTs6s2s Ks9s8s6d3c AsKh7d4c3c 9s8s8h4c2c 
Qh9d5c3d2h KcJs9s7d2h Jd8s7s5s4s Ad9s7c5s3h 
Qs9c6d5h3h KdQd9c8s4d ThTc8d7c2s KcQd8d3d3c 
QdTc9h7c2s Th8s7d6c3c AdQsTc6h2h Qh9s7c6d4c 
Jh9s9c6s4s AsTd8d5h3d 8h7h7d5s3c Js7s6d3d3c 
QhQd7h3c2c Qc9d7s7h5h AdJs7s7h3c KhJc9s7s3s 
AcQh8c4c2d Ts9d8s7s2h 7c6s6h5d3s JdTsTh7d2d 
AhQd8h4h2c KdJh9s8s4c Qc8h5d2h2c Ah7h6d3s3h 
Kc7s5h5c3d Td8c6h5s5h KcQh9s5s3d Jc8c6s5d5c 
Kd9h8d8c3s Qh9h7s7c2c Ts9s9c8d2s Ts6d5h3s3h 
Kd9d9c4h2h Jh8s8d3s3h KdQd9s6d3d QhTs8s4d3c 
QsJh7h4s2h Jc7h6s5c2h Ts8d5c4d2c AsQh7c2s2d 
AsTh8d5d2c 9s6d5d3c2c Qs8c6h2s2c Js9d8h4h2d 
AsJs5s5h2d KhJhTd3h2h AcJd5h2h2d QhTs6h2s2h 
Kc9d6h4d3h KdJc8d7d4d QdTd5h3s3c 8c6c4d3s3d 
KdJc9h7h3h Qc6c5d3d3c Kd6h4h4d2h Jd9c8d5h5d 
AdJd9d7d2h QdTs7h5c3h Td7d6s6c4h KhQd6d4d3s 
9c8d6s2s2d KsJd7h7d2h Qd9d7s5s2d ThTd8h3h2d 
Qd9d8c4s2s Jd8d7s5h3c KhQh8c4h4c QhQc9c7d2c 
KhTd9h4h2c 8s6c5c4c3d Qd7s6s5h4s Th9d6c5c3c 
Tc9s5c3h2s KsKc5s5h5d Js9s7c6s4s As8s5h4d3s 
TsTd8h3h2d KdJs8s8c4h Td9h8s6c2s KcQcTc8c4c 
KcTh8s8d3c Jc6s5s5c2d Kh9d7c6c2d As8s8d6c2s 
JhJd9c4c3s JdTs8s4h3s KdTd9s4c2d Ad8c5s4s3c 
9d8s8d6c2h KcQh9s5d2h JsJd7d6d3c Tc7c6s6c5h 
KcJc8d4s3h Ks7d7c6h3s Qc8c7d4d3h Jd9h7h6s2s 
KdQcTs4c2c Th9h8h6h4c Kd8s8c4s2d QsJc9h5c2c 
KsQh9h7h4c Jh9h8h4s3s 9c8c7d4d2s JsTd7c3s2c 
Kh9c7d5c4s Js8d7d4s2h Ks8s7d3d3c Ad8d6h2s2c 
Qc9s6d5h3h 8h8c5d3c2h 8d7d7c5s3h Kd6h5h4s2s 
JdTs6d3d2s Tc9c7h4h2h QcJd8h8d4d AhTs8c5d3c 
Kh9s6d4s3d AsKc6c3h3c 8h8d5c3s3h 7h6h5c4s4d 
Ts9c5s4c2s QhTs9h4c2h 9d9c8d7d4s KhTc9d5c3c 
QsJs6d4s3c Tc9s9h8d4c Qd9c8d5h3s Tc8s6d5h5d 
Kh9c8s3h2s Qs9s8c5s4h Th6s4c3s3h 7s6d6c4s2d 
9h8d7d4s2h Kh9h4s4d3s Jd9h4h3d3c Ks9h7c5h4d 
9h9c8d6c2s QsJs7s7h5s Jh8c7h7c2h AhQc6d3s2h 
JdTd4h3h2d QhJc9c8c4c Qs9s8c5h5d As9h8s4s3d 
Ts9d8c7h3c QdJc8d7h3s Qs9d7c6h4c 8s8h5s3s2h 
Qh8h7s4s3d Th4s4h3s3d Th9s6d4s4c KhJd7c5d3d 
Jc8c7d6d2c Ah9c7c5c3s KsKd7c3d2d Kh8d7c4d4c 
Ts9h8h6c2h 6s5h4s3s3h AdTs8c5c2h Qs6d5s3h2d 
As8s3h3d2d KsQs9d8s4c Kc9c8d7c4s Jd9d5h2s2h 
KhTc8d5h3h KsJh8d6d4d Jh8d7s5c3h KdJc6s5s3s 
KdQh9d7c3d AcKsKhKd6c Qh8c6c5c4c Jd6s5d4h2s 
Tc9h7s4s4d AcKc8d6c2c Qc9d7s7h5s KhJd9s6d3d 
9h9d8h7h4c KhJc9s9d3c Qs9h4s3h3c Th8h6s5c3d 
Kc9h7s2s2c Ks9h7s6d2c Jd7d6c3h3c Qc8s6h2s2c 
Th4h4d3d3c Qd8c6c5c4c KcJs9h5s5d Ah8s8h6h2c 
Kd9d8c7d4s TsTd6c4h3s 9c7h7c2h2d Qd9h5c3d2h 
9h8d7h5s3h TsTd8h7c2d Tc9s8c5h5c QhTc6s5s3s 
AcJc5d5c2s As8s3d3c2c Js8h7s7h3s Td8c7s6h3h 
Kc9c8c6d3h 8s8h6d5h2h Tc9h6h6d3s Th7s6d6c5c 
Tc6d5c3h3d AhTs5h4c2h AcQsJd7s2s KcJcTd3c2c 
AdJs9c4h3s Qc7h6h4s2c 8h6d5c3d2h Qc8s6s5s4s 
Kh5s5d3h2s QsQh9c6d2d AsKc9h5h3h JcTd7d3s3h 
QdJs9s9h2s AhQh8h6h3d Jh8c6h4d2d AhTc8c5s3c 
Qd9d6s6c4h QdTs8h7s3c 8c7d6d4h4d Qs9h7s5s5d 
QhQd3h2h2c QhQd8s4c2d JcTc9c3d2s Qc7h5d4c3s 
7s6d6c5h3h Ad9c7h5c3c AsTd3s3h2c Qs9d8s5c3h 
KsTc6h3s3d KdJc8h6h4h AdQd7d3s2s Jd8s7s7d2d 
8d8c5s5h2c KsJs7s4d2d Kd9c6d5s2h 9d8c7d4c2h 
Ad6d4s2h2c Qd8c7h4c3d KcQc9c8d4h Jc8h6s4c2s 
Td9s8s6h2s AdKs4h4c3c 7h7d6d6c2d As8s7h6d2s 
KdJc8d5h3d Kc6d5d4s2s KhTc6h6d3h QdTh8c5c3s 
JsJd9d6d4d Js8d7c5h3s KcJd7d2d2c AcJd8d5d2s 
Th7d5s4s2h KhQdTs3s3c Ac8s8c6c2h AhKc9d7d2s 
Jc8h8c6d4c QdQcJs7c2c Ac7s6c5c3c JcTh8d8c3c 
9s9d6c4h3s 6s6h5c4h3d 9s8h6h4s2h AcQc7c3h2h 
TsTc8s3c2s Js9s8c7h4s JdTs8c5c2c 9d6s5h3d2s 
Qs9d8d5c4h Ks6s5h5c2d 8d6s6c5s4s Qs9c8c3d2s 
Qh6h5d4h2d QdTc4s4d3h QcJd8d5h3d Ks6s6c3h2c 
9c8s8d5s3h Js9s8c5h3s QdQc7h6c2c JsTs6d6c3h 
Tc8c4h4d3d 9s8d7s7c4h Kh9h6c4s3d Ks8c7h3s3h 
Kh7h7d6d2h 8h6s5h4h3d AcQc8h8d2c 9h6d5d3s2s 
JhJc8d4h3s Ts8s4h4c3c Ah8c6s6h3h AhQs9s7c2d 
AhJd9c6d4d 7s6c5s4s4d Kc6d6c4d2c Th7d6s6c4s 
KsQh7c3c2s KsJs7c4d3s QsTsThTc9c QsJs8s5d2h 
AdTh6d5d2s Qs9h8s4d2d 7s7d6s6h2s KsTs8d4h4c 
8d5d5c4h3c Jc9h7h6s2s Kc9c6d4h3s AhJh7d3c2s 
AsTs8s6c2s Kh8h7h7c6h Qh9s7h5h5c AsTc8h5c2d 
Tc6s6d5s2c KdQd7c4s4h 9h8s5c4h2s 6d6c5s5h2h 
AdQs3h2s2h Jh8d7d7c2c QhJc8d8c4c JsJd7s5s3s 
Qd9c6s5c4c AhJh8h8c3h Qh9h8s4s2s 9d8s7s4c2c 
Jd9s7c5h3c KdJc9d4h3d Th9d7d5d5c Qs9d7s6s3h 
8c7s6s2s2c Qh8s7s7c5d Kc9d7h5d4s AsQh8d7d3c 
Th7s6s5h2h AhKc8d6d3s Qc8d7s6d4d Qh7d6d5s4d 
Jd9h8s5s3c TsTd7d5d3h Ah7d5s4d4c Qd9s6s6c2c 
Kc8d7d3d3c Ac8c3s3h2s Th7h6s6h5d QsJh6s5s2c 
JsJd7s3d2s AsJh9h6d3c 9h7d7c5c3c Jd9h9c6c4c 
QhJh8h5s5c KdJd9d6c4d 9s9d8c5c4h Qh9d6c5s3s 
Ts7s6d6c4h QsTs9c3s3d Qh9s8c5d3h Jc9d4d3s3c 
As9h9c7h4d AcKd5s3d2d 6d5h4s4h3d QsJc9h7d3h 
9s9h7h7c2h Jh9h8c5h5d Kc9s5h2h2c AsJs9d4c2s 
KsKdKcQd2c KsJd6h5c3h QhJs9s6s4s Ts9c7d3c2s 
8c7c5h4s4c Qd5h4d3s3h Qd8h6d5s3c Js8h6s5s5c 
AcQsJh7s2s Kh8c6h2d2c KdTd9d4c3d 9h8s7s4d2d 
QcJs9h5d2h 8d6s5h5c4d KhQdTc3s3c KhTs8s8d4s 
9s6d5h4d2h AcTs9d6d3d AhJh5h4s3h QsQc8s4s3h 
KdQd8s4s4d Kc9h5s4s3h AhQh7h3d2d KcJhJd4h2h 
7h6h5h4c3h QcTs8h6s2s Td6c5d4s2s Jc8d7s4c2d 
KsTh9s5s2d Qs9s9h6d2c JcTh6h4h3d JcTs6s4s3h 
Jh7c6d5h2c QcJs9s5s5d AhQh8h6h3c QcTh9c4d2c 
AcQh7c6d2c Kh8s8d7d3s AsJh6c4h2c 7d6d5s3h3c 
Qh9c7h6c2h 9s9d8c5h3s Ah9s9c7s4d Jc8s6d4c2d 
AdTh7s3h3c 8s8c5s3s2c Kd7c5s5d3h Tc8c7d5h5c 
QhQd7s6h2h Ks8h8d4h4d KhJc8s6d2h 9h7c6s6c4d 
As9h9c8d4h AsTh8h5d2c QsTs7s7h3d Jh8d8c3h3d 
As8s8h6s2c Tc9h9d6h2s Qs9d9c6h4d 9d6s6d2s2c 
9s8s8d6h2c KcTc9s5c2h KdJh9d4c3d Js8d7d5d4d 
Td9d8d6d4c Td6d6c5h2c KhQcTd4c2c KdJs8c6h4h 
7h7c6d4d3s AhTd8s5c3s Qd9h8h3c2d Jc9s9h8c2d 
Ah8d3d2h2c 8h5s5h4d3d Qc8h7s7d5s Tc6d5h4h2c 
KdQd8s8d2s KdJh6s4c3h AcQd9c2h2c AdJs8s6h3c 
Tc9d7s7d4d 9h8d5c4d2c Js6c5s3d3c Jc7h5s4c2h 
Qd9s5c3d2c QhJh8h5c2s Th9s4d2s2h KcQsJh7h3h 
QdTh4s4h2s Kh9d8d6s4c QsJs8s5h2c QhJh9d9c2h 
KdJh9d4d3c ThTc6d4s3c QsQcJh7s2s Ac9s9d8h4s 
AsJd9h6d4d Td9s8s6c2s KhJc8h7h4h KhQcJs7s3s 
8c7c6c5c4c 7d7c6c3s3c QdTc7d3s2c Ah9s7s6d4c 
JhTh4d3d2h Kh8h7h6h4d Ts8h4c3s3h Kc9c6h4s3d 
Qd8d7s7c2s KhJh8h5d3s Kh9s9d4h2s QsJsJh7c2d 
9h8s5s4s3h Ad6d5d4s2c Jd8s8c3d3c 6s5s5c3s3d 
Ts8h7h6c3d Ac9d8c4c3s AdQc7h2s2d Ks8d7s2d2c 
Th9d8s7c2d 9h8d5c4c2d Td9c5d3c2h 9c8d5h4d2c 
QdJd9s4d3c Ks7s5d3c2d Qd8s8h7d5d QhJc9d4s4h 
KhTh8c4s4d Ts7d6c5s3s Jc5s5h4d4c 9h9c8c5s2d 
6s5h4s4d2d Kh8d7d6d6c QdQc9s7d2d QsJc6d3d2s 
Th9h9d8h3c 9h6c5d3h2c Jd8h6s4d2s 7c6d5c4s4c 
Qd8h6c2h2d QsTd9s7s2c TsTc8c3s2c QhTc9d4d3d 
KdQsTc3s2s KcQc9c4d2d 9s6d6c2s2d Kc6d5d4h2h 
AhQs3d2s2d AsJs9d7s2s KdQc8c6c4c Ts9h6c4h4d 
KsQsTs8s2c KsQh9c5d2h JcTh8s8d2h KhKd7c3h2h 
Tc8s7h7d4h QsTh8d7h2c AdQd8d6d3c Kh9d7d2h2c 
Kc9d7c6h2s QhQd7c6h2h Ks9c8h5s4s 9s6d5h3s2d 
JhTs6h3h2s JdJc8s4c3h JhTs7c3h2c Js9c8s5s2h 
QcTs7d5d3h Jc8s7s6c2s Jh9c8s5c3d KdQs9d8d2c 
Ks7s6d6c4s Th9h6c3d2d Qh9s7d7c5d As8s7h3s3d 
8h8c6h3d2c Tc9d8s8d5d AdJs9c6h6c TdTc8h6s2c 
QcTh5d3h2d KsTd7c4c3h QdJc9h7s3h Kd9d4s4c3c 
Qc6h6d5c4s QdQc9s5s2s Kd7d5h3c2h AhJc8c6s3d 
Js8s6s5d4s Qh7c5s5h4d Th9h8h7d2c Js9s7h6s4s 
AcJh8s7d2s QcTs6c3s2c Td6c5d3h3c Td9h8d7c2d 
Qc9d5h3c2d KhTs8d5h3h Kh9c7c2h2d 7d6h5h2h2d 
9h9c7c5c4c 9h8s6h6c4d Ah9h6c4h4d Ad9d6c5h2d 
Kd9s5h2h2d Jc9h5c3d2d Ks9d5h4s4c QcJsTc6c2c 
AsTc8c6h2d QdQc9s7c2c JdTd6s6c3h Ks9c7c4c2s 
Qd9c6d4d2c Qs6s5d3c2c TsTc7c5c3h QsTd8c6d2d 
9c5s5d4h4d Td9d6s6d4c Js9c8d5s3s QcTs8c7h3c 
QhTsTd7c3c Qs9d9c6h4c QhJd8d5c3d 9h8d5d4d3h 
KcQd6h4d3d AsQs8s5s2h QsQc9h7s2s Jc9s8h4h2s 
QcJh5s3h3d 8h7h7c5s3d 6s5d4h4d3s Ks7c5s5h3d 
Jd9s8d5d5c JhTc7s3h2s Js7s7c4c3s QcJh8s8d4s 
Ts9c6h6d3h 8s8h5d3s2h Kh9s9d8h3c 9h8s6c5s3s 
9d8h7h4s2s Jc9h4d4c3d KdJh9c4d3d 6c5d4d3d3c 
KhQhTh6h2d Kh8h6c5h5d KcTd9c5c2h QcJs7s3c2h 
QdJs9s5s5h KcJc9c6d4c Kh9c8c6d4s Jd8c7c4d2s 
KcJh8c7c4c AdTh7s2s2h KcQc9d6c3c Ts8s4h4d3h 
KcJcTc7c2d Qs9s9c6s3d Jh4h4d3h3d Qc8c7h4h3d 
KdTh8h7c2s 9d8c7h7d4s 7h6h5s3s2s Qs9s6c5s5h 
AhJc9s6h2h TsTd8h3h2s QhQc9h7d2h AdKs4s3c2s 
9d5s5c4h4c Qc8h7h7c3c QcTd6h4s2c Jh8d6s4s3d 
9h9c8c7c4s QcTd5h3d2h Qs9d8s4c2c Jd9c8h5h3s 
QdJh9s8s4s Qs9d7c6h4d QdTc9d7d2s KdTs9c7h2c 
QdTc8c6c2h Jd8s7c5h3d Ad7c5h4s4c Jc9s9c3c2s 
QcTh8c7s3c Kd9d9c5h2s Qd8c7d7c3c QsTc8c6h2c 
Kh9d7s6c3d Qh9s9h7c3d QhJs5d4c2s KcTs6d3h3c 
AdTs6c4c2s KsJs9d7s2h JhJd7d3s3c Ac8c7d6s2c 
Kd7c6d5h2s Js9d5h4s4c Qd9s9h8d4c Td9c8s8c2h 
Ah6h4s2d2c QsTh7d2s2h AsQc8s4s2d QhTd8c7s3d 
QcTc7s7h3d Tc9s9h6d2c Qh8c7s7d5s Tc8h6s5s5d 
AdQdJs7d2d QsJc7d4d2s KsJsTd3s2s Kd8s8c5d4d 
JsTc8h4h2d QsJs4s3h2h Ac7s6h5c2c Ah9c8c4s3s 
TsTc8d2h2c QdJh5d5c3d 8c6s5s4s3h Ts6d5s4h2h 
AhJd8c7s3c Jc6h6c5s2h Kh8c6c2h2c Qd6h6d5d2h 
AcTh4s3c2d Qc8s6c5d3h Jd9c8s8d2h Tc9c6h3d2h 
Qc9s7d6d2s 8d7s6s6d2d KcThTd8c3c JcTc7d7c3h 
Td9c7s7c4c Ts9d7h7d4d As9s3h3d2d Ah9d7c6s4d 
KcQcTc5s2c Kc5s4s2s2c KhTh9d5h2s Td9s5d4s2d 
AcQcJc7c2d 6s5d4d4c2c KhQs9c5c3d JhTh9h3d2s 
KsJd7d7c2c Qd8c6h2d2c QsQcJh7c2c Js6h6c5s2h 
Jh7d6c5h2d Ah9c7s6c2s Kh7d7c6s3h QhJs7d4d2h 
Js8c7c5c4c AcQd9s9d2d Qs9s7c6s3h QhJc7c5c3d 
JcTd8c7c2c Td4h4d3s3h QhTh7s7c3d Jd9s9c8h2d 
QhTsThTc9c Qs8h6h5h4h Ts8d7d4h2h Qh6s6h4s2c 
Qd9d7c6d3h AhQh9h9d2h QhJc7d5c3c Jh9s8c7s4s 
6h5s5h4h4c Jd9d7h4h2c KdJc5h3s2d QcJc9s4c3h 
Ad9h9c7c4s AhTc6h3d2s 9h9d7h5h4h 9s8d8c5s3h 
KsQs9d5s2c 9s7h5d4s2d Kc9c6d4s3h KdJs9s8h4s 
8s7c6h2h2c JsJd8c4s3h KcQd6d3h2h 9c8h5h4d2d 
Tc9h9d4h3h Kc8s7d4s4d 8d5s5c4s3c KcQs9s7s4d 
JhTs7h3d2d QcTd8c6c3c KdQs7d3s2d Ts7h6h5c2c 
QcTd5h4d3d KcJc9s4c3d ThTc7c5d3c KcQh6h4h3d 
7s7h6h6d2h QcTd9c4h4c Jc9c8s3s2d QhTh9c3s3h 
QdTh9d7d2s KsTsThTd9d 8s5d5c4c2s KdQdTd8c3d 
8c7s5d2s2d Th6d5h3s3d Kh6h6c4c2h KcJh8c5c3d 
Th9d8s4c3h QdJc8h3h2d Qh9c7h7d2c Kc8h7d3d3c 
Qd9c4d3s3c KhJd6s5s3s 8c7h5c2h2c AsJs9c4d2s 
Js9c8d5h3d KsJh9s4c3s QcJh7d5h3h QdTs8s6s2c 
QdJd5c3s3h Jc8d7c6d2c KdJs9h4d3d Jh7d5d4c2h 
Kh7c6h5s2d KdQd9c8h4d AcJs8d7h2d Js6c5s3h3c 
KhTs7c3h3d KsQs8c4s4c QcTs8d5h3d QcTd4s4c3h 
Kd8d7d6d4h Qh9s9h3c2s KdTs9c5s3s Qs7s6d3h3d 
AsJs7c3d2h Jc6h5d3d3c Jc9c7h5c4c KhTd9h8h2h 
Qd9h6d5c3d Qd9s4d3s3c Kd8s7s6s6h 9h8h7s5h5c 
Qh9h9c3d2c AdJd6h6c2s AdTh8s5h2c Jd9s4s3h3d 
AsTc4s4d3s Ts8c7d5h5c Qd9h6c5s3s JcTc7d5h2s 
AcQs8s6s3d Ts8c5d4c2d Qd7s6s6d2h Js8d6s5s5h 
Th9c7d5c3c Jd8s7c4d2c Qd9d9c3s2c Ts9c8h5h4h 
Ah6h6d5h4h Jd9h7s5c3s Kd5s5h3d2h QhJd9s5s2c 
AdKc8s7s2s KsJc8c4h2h Kd9h8s8d3c ThTc7d4s3c 
QsJh6h5c2d QdJh6c3c2d Ks9s6h4c3d QsQh9d5d2d 
Tc7s6s4h2c Qs8h8d7s5s Qc9c7s7d2d AhKh9h8h3h 
Qd8h7c4h3d Js9h4s4c3c QcThTd6c2c KdTh8d4c2s 
Qc6c5d4c2d Js9h7h4s2d Ad9h9c8s4c AcQd4s3h3d 
AhTd9s4s3c Kh8s7d3h3d 9s7h6d6c4d Td9c6s6h4s 
Kd5s5c3d2s QsJd9s7c3s Jd9c5d3h2h 8d8c6d3h2c 
KsJd5d3h2h AdJd9d6c3d Kc8c5s5d4h AcQc7d3d2c 
Ah9h6h6c5h 9d8c5s4c2s Jc9c7c5c3s AcQh9s9h2h 
QdTc8h4d2s QhQcJd7h2h Qd7c5c4d2s Kd9c8h5d4d 
QsJd9d5h5d KdTs7s5s5h QhTs8s4c3d Js8s8d6c4s 
9h9d8c4h2c AsKs9s8s3s QcTc9s3d3c Qh9s7c6d4d 
QcJc8c5s5h AdQs9h4d2d Ad8s8d3s2d Jd8d6h4h2h 
KhTs6h6c3h 9d8d7c5s5d QdJs9c5h2c Qd9c5d3c2s 
As9s7s5c2d TsTh8h3d3c KdJh9c5s5h Js9s5s5c2c 
KsKc7d3c2c Kh9s7c5s4d Tc6s5h3h3c QcTs6c2s2c 
9d9c6h4s3c KsThTc8s3s KcJh9s7s3s Jd7d6d6c5h 
QhQd3d2s2d 6h5c4s4c2s AcKdJh3s2s 8c5s5h4h2c 
Jh7h7c5h4d Qc6h5c3d2h AhJc6d4c2d Kc8h8c7s4c 
Jh8c7s4h2c AhTc8d5s3d Ac8s3s3c2s KsTd6h5c3h 
JcTh8s5s2s As7s6h5s2c Jh8d7d6s6d Th7h6c5c2h 
QcTc6c5h2s AsTh4d3s2c QsTd6s5h2s QhTd9s4s3s 
Ks8s6c5s5d QsTs9s5h5d Js9h9d6h4h Qs9c6d2s2c 
KcJd8c6c4c Kc9h7s7d5s As8d6s6h3s AsTs5s3h3d 
AsJd8c5c2h Qh9d7s6c4d Ks9h7s5s5d JhTh8h8d3s 
Ts6h5s3h3c Kd9s6h3h2d Qd9s7h7c5h KdJsTc4h2h 
KdQd5h5c2s Kh6s6h4s2h 8d7s6s5h2c Ks7c5s5d3h 
Th9s9d6s2c Jd9s6h5s4s JcTd8s7s2s AsQc9h5c2d 
AsKcJd3h2h QhJd9h4s2c AcQd8d6d3s KsQcJh7h3h 
Ts9c5s3c2h Tc9h8d4s3c Td9c7s4s4h 8s8d6h5s2s 
Kd6d5s5h2c Ks9d7c6h3d Kd8s7c4s4c JdJc6h4d3d 
AsTd3s3c2h QdJc7c6c4c JdTd7s5c2h ThTd9d3c2s 
QcJh9h5s5h AhTc6s4s2c JdTh9h3c2h AhQh8h5h2d 
Kd9c7h6h2c JsTs8h6s3s QsTh6h4c3h 9d7s7d2s2h 
KcTd9d8h3d Qc7d6d5d2c QdTh9c3s3h KcTh6s6c3c 
Jc9h5d4s4c Ts9c7d5c3c Kc9s8d8c2h 9s9h8s6s4s 
Td6s6c5c2d QhTsTh8h3h KhKc9s4s2s JhJc7c3d2h 
Jd9h8d5d2s Jd9c7d3d3c Qc9s6h5s3s 6c5h4s4h2s 
AdJh8c7s3c Ah9s6c5h2h JsJc8c5c2h TsTd6s3d2h 
KsKc9h4h2h KsJs5s5d4s Qs9d7h6c4c TsTc6c3s2d 
8h8c7s5d3s AdQc6d4d2s Qc9c6h5s5c QhJc7c4h2c 
Qc9s7d6h4h KdQh9d8d2s 9s8s8d3h2h AsKc4c2h2d 
Kh9d6h4h2d Qd6d5c3s2s KsQd9s7c3s QdJd9h9c3d 
Jd8s6h4h3s Qc6d6c5c2d JsJd7s3h3c Qc5s5d4h4d 
KhJd6s4c3d AhJd8d5d2c Qd7h7c5s5c AdJs5s4s4h 
Td6s6h4s4c KdJd9c7d2s JsJd6h5d2c KhJd9s4h3h 
Ac9d7c4c3h KsQhJh8d3h AdJd7h2s2c JsTd5h4d2d 
