KsJs8d8c2d 
AdTh9c6s5s KsTd9s7s3h Jh9s7s6c5s QdTc9c8h2s 
AcQd7s7d6d KsJh8d5h2d KsQd9h9c6h KsQs8d4d3h 
9s9c8h6s2h QsJs8s8c5d QdJs7c5s4h Kd7s6d5h2h 
AdKcJh4h2s Js9h8h7h7d Th9s6s4h3h KsThTd4s3c 
Qs8h7s6h3c Kc7h7c6d4s KcJd7d6d2c AdTh7s7h5h 
Js9c5s3h3c Qc8h7h6c3d AsQs9s9c3d KhTc7d6d5d 
KcTh7s4h3s Js9h7c6d5c KdJdTh5d2c KcTd8h6s3c 
KsTs7h4h2h AsJc9c8c3h KcJdJc9s2c AcTc3h2h2d 
QcJh8s6s2h Kd8d5s4s4c Jd9d8s7d5h JsTd9d5h3d 
AsJd9c6s2h JhTd7s7h5h ThTc8h4c3h Td9c8d4c3h 
Td9s7s3d3c JhTc6s6c5d TsTc9h5h4d KsJh9s8c2d 
KhJc5d3d2h AhKc9h7h2d KsJs9d3c2d Js6s6d4s4d 
KcTs6c3s3c Tc9s7c6h2h QdJc8s8c6c KhJh6c4d2d 
JdTc7c5d2d Tc9h7d6c4c Qh6h5s4s4c Js9s8h6c2c 
KdJsTc7s3s Ad9h9c7s5h QcJs7d6h4c QhTc7s6d4s 
QsJs8s5s4h KsTs8s6h6c JdTd9d7h5d Tc9s7h6c4c 
AsJs7s4d3c Ad8h5s5d2c Ac9s9c5d4c QdTc7s6h4s 
AcQsTh7h3h QhJs4h3d2s Qh9s8c6s3c KcJs9s4s2c 
JhJd8s4h2s Ac8h7s5d4d 9d9c7d5c2s Qh8c6c5h3c 
JsJc8s4s2c JdJc7c6d2h QcJc9s3s2h KsQhTc8h2d 
KcQd7d3h3c Tc8s6c5d4h 9d8c6c5c2d TsTh6d5c4h 
Qd9d6c4c3h Qc8d6c4h4d AcQd8s4d3s Qh8h8d5d3d 
As7s5s5h4c Qs7h5s5d4h Kh9c6c4h3c KhQh8s4s3d 
Jd8d7h6c3h KhQh5c3c2c Th7s5h4c3c QhTh7s6s2s 
7s7c5d5c4h AhJc9s4d2h KsJh4s4h3s Th9s8c7c5d 
QdJc7h7d5s 9d6h5h5d3d QcJh8d7d2c 8s8h6c3s3c 
KdJc9c6s5c Ah9h8s4d4c KcJd9d6h5d Kc7s7d6s4d 
8c6c5h4d3h Kd8s8d5h3h Ah7s7c3s2h 9s9h5s5h2s 
Js9d8c6h5c QsJh6h5d2d QcTc8d5h4c Ah9s6s3h2d 
7h6c5h3d3c Js7d5c4s4c AdTsTh6c4s Th9s5h5c4c 
Kh9c6h4s4c QsJh8d6d2h KsQh7c5h4h AhTsTd6d4c 
Th9d7h7d3d QhTs9s8c3d QhTh8c7h4s Ts9d7s4d3s 
Qc7h7c5s3h KdTc9h6h5h KcTd8c6c5c Td9h7h3s3d 
Ah9h9c5s4h Js9s8c6d3d KhTh7c6c2h KsQs8c7s5d 
AsTh7s4d2c Ks9c8s8d3c Qh9d8s8h2s 9d8d6d6c4c 
Ts9h8s5d2d KsQcJs8d4s Ts9c7h6h5h Kc9h7d6d2c 
KcTh8d7s4h AcKsQh7d3d AdTh8c5s4s KhQh9h9d3d 
AcTd9s8h3s 8h8d7h6s4c Qh8s7s5h3c QhJc6h6d2c 
JcTs9c6h6c AdTc9h8s3h Ac7s4d4c3h QhJsJc4d2h 
Qh9h9c6d2d AdJsTd6c2d Jh6c5h4c3d 7h6d5h3s3d 
TsTd7s4d3s AcTh8h5d2d QhQd9d5d4d JhJd8h4s2s 
JdJc4d3s2c KsJd6d4h3h QsQd9s5h2c 9s9c8c7c4s 
Ks9s9h6c2c 8s6d5d4c2s 9h5h5d3s3d JdTd8s7c2h 
Ac9h8s6c4c TdTc9d5s5h KsThTc6c4c AcQd8s7d4d 
KdJsTh8c2s JsTs5d4h3c 9s8c7c5d2d Kc8s8c5d3d 
KsJs7d6c2d AdJsTh2s2c AcKc8d6c4c Ah7s4h4d2s 
KhQhJc9h2s JhJd7s5c3h Tc9s8c6h5c QsQd8d4h4d 
KdQcJd8h4d QcJh8h8c3c Tc7h6s4c3s Jh9h9c4d3d 
KdTs8h6c5c 8s7c6d4d3s AdKhTs7s2c Ks8c7s7c2h 
Kh7s6h5c2c KdJs7s3s3d KhTsTh8d2c Tc9d7h6h5h 
QsTsTc9s5s Js9h8h5h2s Th8h7s5s3h Ac7h6h5d3d 
KhTs9d6h2c AdKh8s6h3c AdKh9s8h4h 9c8s8h7d6d 
Th8c7h6h6d JdTh8s8h4c AdTh7h5h4s KcQhJd4h2s 
JsTc7d5s3h KdJd6c5d2c Ts7d6c4s3c Qd8s7d6d5c 
JsTsTh4d2c QhJh6c4s2s Ad9h9d3s2h QcTh9h8d3s 
Ts8s7s7d6c KdQd6s5d3c Ac9h8c4h3c Kh9d7c6d3c 
AhQc8h4d2s AcKd7s5c2c KhQsJc5d2s QsJcTs3d2h 
Td8d7s5c4h Qc9s8h8c2h KhJc8s7s3c Ah9d7h3s2s 
9h7s7h4s4h KdTd7h4s2h KsJd9h5s4s KsKh9d5c2d 
KhTs9h9c5h KhQsJd6h2c Th7d6c5d5c Th9h6s4s3s 
QsJs8s8c5h KcQcJd8c4s QdTh8d6d4d Kh9s9d8c7c 
Kd9s7c6s2d Kc7h5s3s3c TsTh7d5h4h Ts9d7s7d3d 
JsJd5h4d2h 9d8s6d5s2s KsQhJc9d3c Qs9h7h6d3d 
AsTs8d5s3c KsQc9h4c3h KdJd9h9c6d Qc9h6s5c2h 
Qh9c8c6h2h Qd9d5s4c3s QcTs8d5d4h Ah7s6h5h3c 
Jc8h8d7s6c AsTh6d3s3c AhKh6d6c2s AhQs7d5s2d 
9h9d8c6d2c Ad8d4c3h3c AdKdQc9d2d AcKc8s8d2h 
As8s4h4d2h QdTc5s5d4h AhTd7s5d5c AdKhJh2s2h 
Ah6s6h3s2c Ks8s7s7d6c 8s8d6h4d2s Ac8d7h5c3c 
KcTh7c6c4c QhJs8h4s3h KhJsJc8c4d Ks8c7s7c2d 
AhTd6c3s3h KcTh7d5s4h Js9h7c6c3h ThTd9d5s5c 
KhQsQh6d2h QcTs9s8h2d JcTc9h9d4s Th9c7h6s2s 
JcTc4s4c3s Kc9h8h8d7s KhJh7c6s2c Ah9s6h6c3d 
Td6d6c5s4c KcJh6d6c2h QsTh5s5h2d Jc9d8d7h7d 
Ah9s7h6h4d KsJdTc8d3h 9h7s5h4s4d AhQsJs8d2s 
Ac9d7d4d2c QcTd8d3c2s Kd9h7d4h4c Ah8s7h6h2s 
QsQdTc4s2s Qh9c8s8h6h QhJs6c3h3c Jd8h6d5s2s 
Ts7h5s4d3d KhKd7c3d2s As8c7d5c4h Td8h6d4h3c 
AsKc7c5d2h 8c7c5h4h3s 9c7h7c4h4c AhTc8c5d2d 
Tc9h8c5h3c QhJd9h5s4h JdTd4d4c3c QcJdJc8c4s 
QsJh6d5c4c AsJh4s2s2h AhJdTh6s2h AhJdJc4s3c 
Ah7s6s5d3d Kd8s7s7d2c QhJs9d9c5s QcJhJc9c2s 
KsQhJd5h2c KcJd9c5s2h AdTs8c6d3d QdTc8d6d4d 
JdTs7d5d2s AsQh5c3s2d QhJc6s6h5h KsQc4h4c3h 
KsTh9s9d5s QhTh9d6s3h 8s7h6d4s3d TsTh9c8d5d 
Jh9d5h5c3d AcTd7d5d4s KdQc6h6c5c QsJc8d5c4c 
KsTs8h4h2h Td8d6h4h4d KcJs9d5c4c Qd9h9d7d6c 
Ac9d8c4d3c JcTc8s3h2h QsTd9h6h4h KhQh8s7h5c 
QhTd9c8d3s 9c8s8c7d2s AsTh9s3s3c QdJd8s8d5c 
9s9d8h6s2h 8s8d7h5s4c QcJh4d3h3d KsJhTd8s3s 
Qc9s7s6d3d Qs5d5c4d4c AsQs8s7s6s 9c6s6c3s3c 
Ah9d7h6h5h 7h6s6d4d3h Ks9s9c8s3c QhTc8d5d4d 
Th9c7h7d6h AsJc7h3s2h JsTs9s6h6d KsJsTd4s2c 
AcKhJh4h3h KdJd6c4s2s Ts7h6d5h5d KsTs8s4c3c 
JhJc7h5c2h AsKc6s3h2d AdJh7h7c4s AhKh7s7c2d 
Kd9s8s8c7h Tc9h8s7s5d AhKdJd4d3d QhJhJd8h4c 
Ts9h8d6c4s AhQh8h7d3c As8s6h6c5s AdKc9s9h5s 
KcQs6h6c2h QhJd9h6s6c Jd9h9c7d2c Qc7s7h5s4h 
QcTd6h5s3c KdTh8s7h4c 9c8c7h6h3c 7s7c5h5c4d 
Qd6h6c5h3d Tc7d7c6h3d KdQd6h4c3s Kc6d6c5h2h 
8s7c6h4h3c AsTc9h9d3d JdTs9s6c3h KhTs9d8h4h 
JsTs9s8c4h Th7s7h6c3s QhTd9s4d2s AdTsTh8s2c 
AhJc9c8c3d 8s7h6c4s3c AhKhTd4h3h AcKd9d6d5d 
KhQd7s5h3c QsJs8s8h5c KcQc7s6d3h KdJh7h5h4c 
KcQc9h8c6c As9s6d4d2c JdTd5s4c3h KcJh9s6h5h 
KhTsTh8c2d KcQd9c6s4c KhTd6d4s3s QdJd8h7c3h 
KdJhTc7h3h KcQc5s3s2s AdJdJc3s2d KsJs5h3s3h 
KdTd7c4s2c AsKc7c5h2d QhJh8h6d5h QsThTd5h5c 
8h8c7c6d4s Ad8d5h4h2d KcJsJd9h2d QsJs6c4h2h 
ThTc6c4s4d AsKs8c6s3d Kh9d8s8h3d QdJh9s6d3c 
Tc9h7h3s3c Ah9c5h3d2c KhJh7h7d5c Qs8s8d4h4d 
Ad8s6s3d2c KsJhTs5s5c JhTc9h6s6h KdQh6c5d3d 
QsQcJs8s4s AsQs9d6h3s Js7s6h5h3h KhTc9d8h4h 
KcQh6h2d2c Jd9d8s6h2h Qs7d6c4s4d QhQdTc4d2d 
Qs9s9h7d3d KhQdTc5s2d 7s6c5s3d3c Js7h5c4s4c 
Qh7s6d4s4h KhQc8s6d5s KhTs8h7d2c QsTd8h5h4c 
AsQh5h5d4c QhTc4c3h3c Qc8d7c6d3s Ks9s9h8s3h 
AcTc3d2h2d JsTc9c6c4d KhJh8d6d2d KdQhTs8h2c 
Js7d6c5d3c KcTh8h6d4s AhKd4d3s3c AdKdJh6d2s 
9h8h7d6d2s KdJd9s6s2d As6d5h3s3c QhJdTc4h2h 
AhQd8c4h2s Jh9h9d4s3s KhJh9s3c2s QdTc8d2h2c 
AdJd9s6d4h QdJdTs8d3h 8h6s5s4h4c KhJh9d6d2h 
Kh8s8h5c3c Js9h9d7d5c Kc6h6c5d2d JhJd7d6h2s 
JsTc9d5d4d JsTs9s8d3h QsJc5d4c2d 9s7s5h5c3c 
Ac9h6s6c5c JsJh8h4s2s JsJd9c5c4h AsThTd6c4h 
KdJsJc4d3d KdQh7s4h3s Qh9c6h4d3c 9d7h5s4s3h 
KsKh7d3h2c 7d6h5d3h3c AhQhJh5h2c AcKd8s4h4d 
KsQc9d5h3s Th8s7h6d2s JhTh6h4c3c Ac8c5h3s2s 
AhQs8d4h2c KsQhTd7d4d Ad9d8d6d5h KhJh8s5s2h 
Jc9s9d7c2d KsTdTc5d2c KsQhQd7s3s Th9h8s4s4d 
Td6s6d5s4c AdKdJs6d2h 9h8d8c5d2c TsTd6c5h4s 
KsJc5d3d2s Td7h6d4c3c 8h8d6c4d2h KcTh8s7d4h 
KsQc7c3s3d QcJh8d5h4h AcKs9s5d4s Kc7h6c4h4c 
Jh8s8h7s3c AhTd7h4c2s Qd6d6c5h3c AdQd9c4c2d 
Ac7c5d5c4s Ks8d6s5d2d KdJd9h5c4d Jd9d5h4c3c 
8d7s6h4d3s QsJd6s6c5s QcTd4d3d3c QdJh9c7c2h 
AcKd6c3s2h KcJh9d7d2h 8c7s6d4c3d 9d8d7s6s2h 
JhJd8d4c2c AhKcQd9d2d JcTd9s4c3c AsKd9c6h5h 
Ah8h7d4s3c Ts8h8c5s3h Qh8s7h6h5d AdKsQh9h2h 
KsKhKd9h7s Jd9s9d4c3c QhJsTs8d3s Ks8d8c6c4d 
Kd7c6d4d4c Ad7c4h2d2c Kc6s6d5c2d AhTsTd6c4s 
8d7h6c4d3c Qd9s9h7s4h AhTc8s6s6d AcQh5d3c2s 
AdJc5h4h3c JcTc7h5s2s QsJd7s7h5c KsQdQc9s3s 
KhJd5d5c3c QhTs9c8s5s QdTs8h7s5s AhQs9c7s4d 
Js7s6d5d3d KdQd7s6h3c AcQhJd4d2s AhQsTd7d3d 
KsQs5h3h2h Td8d7c6s4d QsJc9h6s4d QsQcJh7d3c 
Kh8s8c6s4c Qs9s6c4c3d QcTh9h8s3d JcTs9s6s4d 
Js9s9d4h3h Qd8d6d6c4c Qh7d6c4h4d KdJh9c8h5h 
KdJd5s4d2s 6s6c5h4h3c JcThTd6d3s Kc9h9c7c5d 
Td7s6d4c3c KdJd8h6h2h ThTc8d4h3d Ac8s4h2s2c 
KsJc9d8c5c KdQs9d8c5d KhTc9s9h5h KsQdQc9d3d 
9d8s7c5c2d TsTh8d6d5d QcTc9h5c4s KhTd6d5c4s 
AdQsTh7h3h QsJsTc8s3d AcTs4d3d2c Ad6s4d3h2s 
9d9c8s8c4h 9c7c6s6c3s Qs6s6d5h3d AsQh7h7c6h 
QsJh8d5c4c Kd9c7s4d3s KdKc8c4c3h KsQd9s8c5s 
KcQs8c7d4h KdJh9d5c2s Ad8h7c6d2s AsQsJs7c2h 
QcJc6s5d5c KsTh6c5d4h KsTsTd6s3c 9s8s7d6d3s 
KsQd8c6h5c QdJc9d5d4h AhJc5d4d3c AdQh7c6s2d 
Ah7s7c5h3h Kc7s7c6d4h KsQhTd9d2d KsKh8s4s3d 
Jc9h7s6s3h JdTd9h9d6d KcQhTd9d2d As9d7h7d3h 
JhTs7c4s2h KhKc7s3c2d KsQhJc9d4c Qh9c8s7s2h 
Qd9s9h8h7h KhTd7s5c4d AdKd9s6d3c Tc9d8h6s4c 
AdQhJc8s2c QsJsTh3s3c Jc9h9c8d5s AsJd7h6d5d 
AsKsQh9s2s As9d9c8c5h KhJh5c4d3s Td9h8d6c5d 
Ah9s9d8d6c KdJh9c5d4d JhJd7h5d2h KcTc8c4s3s 
9h8s8h6c2c QhQc8c4s4c 9c6s5s5c3h AsTc7d7c5c 
QcJdTh5c2c QsJd8d6d5d QcJd8d6s4h KcJc6s4h2s 
JdTh9s9d5d Tc7d5h5d4h QhJs9h5c3h JsJc8c4c2s 
7s7c6s6h5s JsJh9c8h3d Qd6s6h5d3s Qd9s9h7h4s 
KcJd9h6d5d AhJs7d7c5c Kc8c5h4h4d JsJhTc7c3d 
Kd9h7s5s5h 9s6d5s4h3d Kd6s6c5d2s QdJs9s7d2d 
AhKs7c5h2h AcJsTc6c2d AsJc9h7s2s AcJd9s6c4c 
KhJh5s4s2h Tc8s7h7d6h KdQdTd8c5d QsTd8h7d5d 
Th7s6d4h4d AsKd9h9c5h Js9h9c6h5d Tc9d8h6d5d 
AsKcJc4d2c Ks9s8c7s7h KhQsQc9h3h JsTd7d5d2s 
9s8h8c7d6d JsJd5h2h2d Qs8s8d6c3d JdTdTc7d4d 
KdQs8d7c4h 8c7h6s4c3h KsJd9c8d5d Ac8s5d5c2h 
8h8d6s4d2h AcQd7h5d2h AcJs9s8s3h QhJh7d4d3s 
Jh8c7h6s5h Ah8d4s2h2d QdThTd5d3s 9d8s6s6d4d 
AhKs8h4h4d AsJd9d5c2c Ts9d8s4d3h Ks6s6d5h4c 
Kh7c6s5h4h KcQsTs5h3s Qs8c7c5s3d Qc7s6h4s4c 
Kc9h9c8c3h 6h5h5d2s2d AsKc9d6h3c Ah6h4s3s2c 
KcQh6d5c3c JhTh8s8h6h AcQc5d3c2d QhJs8s6s5s 
Kd9s9d7h2h Kh7h7c6s4d AsQc5s3h2d 8d8c7h5d4s 
9d5h5d3h3c QsQhJs8s4s KdQd8h5h5d Kd9d9c6h2h 
Qc9s8s8h3c QcTs9s7s5h AhKh9s9h3d KcJhJd4s3d 
QsQh7h6c3h QdTc9s6h3h KsQh7d4h4d AdKsQc8s3s 
Qc9c7c6h5s KdTh6h6d2h KdThTc6h4h KhJh6d4c2c 
AhQsJs7c3s Th8s7s5h3d JcTc8h8d5c Jd9d9c8h5s 
Td7h6s4s3d Js7h6c5h3c Kh9c7h6h5h Jh7d6d5h5d 
ThTd7d6d5d KsQd8c7c6c Qh9h5d4c3d 9h8s8h6d2d 
8s6s5h4c3h AsQc8s4d2h KsJs8s6d3d JhJc4s2s2h 
Ac9s9h8s5d QhThTc9h5h JdTc9d8d3s KhTc6d5s4c 
QhQd9h5c2s AcKc8h6c4c QsTs8h6c3d Qc8s7s5c3d 
AsJs9c8s4s KsTh8d7c4h Ac8s7d4h3c AcTs9h9d3d 
KcTs6s6d3d Kc9h8c6h3c Th9c6h3d3c AcJs7s6d3d 
QhJs9s7d5s Jd9s7h6s5s KsQcJd6s2h JdJc5h2h2c 
KcQs7h7d5s 8s7d5h4d3s KcTh9s7s4d Jc8s7s7c4c 
AsQd5h5c4d AcTd9d8h2s Qs9s9h2h2d Tc8s7c5d4c 
Kh9s5d4h3d AhTd9d9c2s Qh9s7c6c3s 9s9h7h5s2c 
KsQdJh4d2c AhTd6s3h3c Js8h7s6d5s Kd8s8c7d5h 
8d7s6s5c2c KdTdTc6d3h KhTc9h9d5h QdJh9h7d2d 
Jd9s5d5c3s KsTh8c7h4d 8d6d5h4c3h JcTh6d5s4s 
Kh9d6h5s4c KsTsTh3h2s Th8c6h5s4d Ah9h8d6h4s 
KdJs9c6s5s Kc8d6s4d3c Qc8h6h5c3h AsQc8c3s2s 
AcJd9s8s4h JdJc5d3c2s Ts9h8c6s4d QhJc5c2s2h 
QsQh8h4h4d KcQs6c5h5c QcJc6s4d2d KdQc8s6h5s 
JsTc7c4s2s AsKh6d5d5c Qd8h7h5d3c Qs9c8d6c3d 
KsQsTs8d5s Th7d5d5c4c QcTc8c7h2h Th8c6c5c3h 
Ts7c6d5d5c QhJh8h8d6c AcTs9h3d2c QhJs6h6d5h 
KhJh6d4s2s Qd9c8s8c7h 8d6c5c4s2d JdJc4h2h2c 
Jd9h9d5h2d AdQc5d3h2s ThTd9c3s3d KcQsJh6c2d 
Ad9h7d6d3s Ad9s6d6c3h TsTc9d5d4h KsTd9s5h3s 
KcJh7d6h4s AdTc8c6s6h QhJh9s8c3d JcTd9d5h3d 
Jh9d9c7d5s AcJs9h6c4c Kc9d6d4d3c QdJc7s5c4h 
Th7s6s6h5s Ks9s9h6s6d KdJc9d8s3h Qh9h5c4s3c 
AhJcTc4s2d QsJd9d6c4h QcJc9s8d2h 9s9h8c5c2s 
KsJcTh8d2c QcJd9h6c3s QdJs9h6d4c KdQs5d5c3h 
Kd8h5c4c3d AsQs8d5s2h KhQd5h5c3s QcJs9s7c2c 
QhTc8c5c4s QsTc9h6h4h AcQhJs6d3s KcQsJh9d4h 
AcKc9c7d4c Js9d8h6c5h JdTd8c7s2h Ts7d5s5c4c 
JhTc8h8d5h Tc9d8c5h2h JsJc8s4h3h JhThTc4d2s 
8c7s6d5d2s 9c8h6h6c4c QcJdTh5h2s Qc6c5s4s4h 
KcJhJd9s2d KsQsQd6h2s KsQcTh3s2d 8s8d5d4h3h 
7s7c6h5d4c QhJsTs9s5s QcTc9c6s3h Ks6d5h5d2s 
JsTs8h8c5s Kd9h7s6h2d QsTh8s3h3c QhTh6d5s5c 
Kc9h7c6c5c Jh7h6d5d3d Tc9s6s4c3c QhQd5s2h2c 
KsTc8d7c4h Jh9c7s6d5s JhJc8c4d3d Ac6c5h5c4d 
Jd9s8s6c2d QsJd9c7d2c As9s6c4c2h As9d6s4c2c 
AsKh8s4s4d QhJh9c4s2s Jc9h8d7d3h TdTc8c5c2d 
Th9h8s4s4c Ts7c6d4s3d KhQhJc9d3h Ac9d9c3h2h 
9d8c7h5h2d Qc9s7s6h3h QdTsTd7d4h Jh8d7h7d4h 
QhJc8h7d4s KhQc7d4d4c QcTsTc9c5c KdTh7s6s5s 
QcJd9d6s4h Jh9c8s6d5s 9d8s8d7s4d Ah9c7c6d3d 
Th7d6h4s3s JdTh6d5d2h Td8s6d5c4h JsTc7c4d2s 
QcJc7s4h3s Tc8c7s6c4d AdTc9h9c3s Th9h8h7d3d 
QcTs8h5h4h Jh8d7h5c4s Ah9d8d8c7d Ac8h5s5c2d 
QcTsTh8c4c QhJs7d6c4h KdTd8s5s2d KdJd9s3h2s 
Js9d8d6s3d KhQcJd4c2s AhKs8c6s3d AsQh9d7c4h 
Js9d5s5c3d KcTh9c5s3c JhJd6d5h2h Qh8s8h5s3s 
KhTh9h5s2s KhJd8h8d2d AcJc9s7c4c KcQc6h6d5c 
KdQc7c3h3d 8s8d6h4s2d KdQd8h7d5c Js8h7d6c5d 
JsTs6s4d3d QhJd4s3s3d Qc9s7d7c4d Qd5s5c4s4c 
Th9s5h5d4d KsQsQc6d2s KcJs9h6d5d Th9h7s6d2d 
AdThTc6s4c AhTh5s4d2c Tc8d6c5s2s KcThTd9c2c 
QdJc9c7h5c 9s9d8s7s4d Ad8s7c3d2s KcTd6d5h4s 
KcJh6s6c2h KsQs6s5d3c Ts8s7h6d4s AdKh9h6s3c 
Qh9s9h6c2c Jh9s8s7s2h AdQd8d6s4d Ks9c7s4d4c 
KhJsTs6s6c KcQhTs9d2d QsQh9s5d2c KhJc9s5d4c 
Qd9h9d7d6s Ac7d6d5s3s QcJs7h5s4d Jc8s6c5h2h 
Kh8c6h4c3d QhQc7c6s3c KdQhJs9c4s AdKd9c6d3h 
Th8s5c4s4c As9d7d7c3c KdQcJd9s2d AcTs9s8s5s 
Jc9d7s6s3d Qh9h6s4s3d KsKhKcJc8s JhTh4s4h3s 
AhKd8c6d3s Ah8h4d4c2c AdQh9s6s5s Jh7c6c5h5c 
Qd8s7d6s3c KdJdTc5d2s QsJc7d6h4s Ac9s6h6c5c 
Ad9h9d5c4d 7s7h6c5d4s Ad9c6c3d2s QhTd5s5h4c 
Ts7h6c5h5c Js9h8h7s3h TdTc7c5h4c QhTs9s9d4c 
Kh9h7d4s3d JhTd8h3d2s JhJc8c4h2c QcTh8c3s3h 
Ts9c8h7h5d Jd8c6d5s2s JsJcTs6s3h KsJh9s5c2d 
AhTsTc6d4c QhQc9h8h4s Ac9d6d3c2h AsQsJd7s2c 
AcJhTc6d2c TsTh7d6h4h AsKh7h6h4h KcTh9h6s6h 
AsJs9c7s4s QsQhJh4c2h AcQsTs5s3s Td9c7d6d4s 
QcJs9c5c4h AhJc8h3h2c Ac8c4h4d2h JsJcTh7h3d 
AdJc6s4d3h QcJcTs3d3c AcQd9s7s7h ThTc9c6d3s 
KsQsTc4d2h AcKd7d6d4d Td9c8d5h2h KdJh9h3h2d 
KhQs5h5c3d QsTd9h4d2h JcTc9c7h5c Qs9h9c8h7h 
Tc8h8d6h3d AhJc7s6c5c Jh9h8s7h5d QcJs6h5d4d 
Ad7h7c5s2d Qd9c6d4h4c TdTc8h6h5h KhKc8s8d2s 
Td9h7h3d3c KsJh7h6h2s QhTsTh9h5h Js9h9c8s5d 
AsJc9h4d2s KcTc8s5c4h Ah9h9d7h5h Ac9s6c4h2h 
Qc8h6c4h4d Ac9s6c4d2d JcTc9c8h3d KcJh5s3s2c 
Kc8c7s6s2s Ts7s7d6h3d Tc7s5s5h4h 8c7d6h4h3d 
AsQc7d5c2d Qh9s9h7h6c KsTd9s8h3s Th9d7h7c6h 
Ah8d7s5h3h QhJsTh3d2c Qc9h9c7c6d Qd7h7c5h4c 
AcQd5s5h4d KcQsQd8h3c KcJs7s5s4h JhTs9h6h6c 
KsTh9d8c5d KhQdJs9c4s Ts6s6c5h4c QsQh8h4h4c 
7s7c4s4h3c Qd7s6s4h3d AsTh8c6d6c KsTs8h5s4c 
QdTh8s6d3c Th9s7s7h3s KhJdTd6d6c Kc7h6h5c2s 
KhTh8c5h4d Tc8s8d5d3s JhJc9h4c2c AhQs8c4h2d 
KsKhKdJd8h AsTc9h9c3d JsJcTd4d3d KhQd8s7h2s 
QdJd7s4s3c Ac9c8d2d2c Qd7s5s5c4d Ts9d6d4s3s 
Qc8d8c7d4d AcQc9h9c3d QsJs6h5s5c Tc9c7c6s6h 
AhKc7s5h2h KhQs7d4s3d JhTs6s5h2h Ks9h7c5s2h 
QhTc8s6h3d 7c6s5c3s3d Th9d6c4d3c JhTd9d7s3d 
Ts7h5h5d4d Kh7s6d5h2d 9s9h7d5s2d 9c7s7c3s3h 
KcTd9h6c2s Qs9s5c4h3c AcTd8h5s4s JsJh8c5c4d 
As9s8d2s2d KsQd9s6h4s JhTh8d7s2c Kh8c5h5c4c 
Ah8h5d4d2h Tc9d8s7c5c KsJd9d2s2d AdQs5h5c4s 
AsKd7d7c3h Kd9h7c6d3s QcTs7h6h6d QdThTd5d3c 
Qd9s8h5s4h AhTd9d7d4s QsJd9s2h2d Qs9d7h6h3d 
Jh7h6c5c3c QsTsTd5s3c ThTc7d6h4h KhJcTc9c3c 
KsJsTc4s2d 9s9c6d4d3c AhQhJd7h2s Th7c5s5c4s 
AcKc9h9c3d Kc7d6s5c2s ThTd9s7h4c Th9c7c4h3c 
Qh9d6h4s4d KdJs9s6c5s AcKcJh8c3c Qh9h8d6h3d 
Td9c8d6s5d KsKhKcJh8s JdJcTs6s3h KhJh6s4c2c 
QsJh9s5d4s AhJs9s5d2d Ad9h7h7c3c Kh7c6s6h5d 
QsJsTc8s3h QsJc8h7c5c AsThTc6d4h KhQsJs4c3s 
KhJc5d5c3d AhQdTs6s3c AcKdJd2h2d AhQcJc8d2c 
Td9d8s4s4c KsQsTs9s3d Qh9d8s8c7s AhKs9d6c3s 
KdJd8s8h2s QhJc9c7d5c KcTs9s6s6h QdJcTc8h3c 
AsTs5c4s4d QdQc9d4s4d KdKc7s3d2h KsQh7d5h4h 
KcTdTc8h2s Kd9d8h7s7d Ac9s9c8c6c Ac7c5h5c4d 
ThTd9h7h5c 9c7h6c5h2s JhTc6h5d4h KcQdTh9s2s 
Ts9s9h5c2c QdJc7s6h4d AsQh5d5c4h AcKh9s9d5d 
KsTc8s7d2h QhJc5d4c2d As9d8s4d3s Td9s5h5d4h 
QcTs9s9d4h 9d7s5c4c3s Th8h7s6d4h Jc9s9h6d5c 
Js9s9h8c5d KsJs8d6h6c QhJc6s4h2s Qc9h8s8c6c 
JsJd8s4h3h KsJs7h6d2h Ac9s9h8h6d JcTd6s5h4h 
Kc9h5s3h3c QsTd9d8h4c JsTc8d5s5h AsJs8h5d2s 
KsKh8c7d2c TdTc9h5h4s QhQdJs7c4c Qs9s9d7s6h 
KsQdJc8s4s AcKh6d5d4d JdTd4h4d3h AcQh9d7s7d 
AdKd8s8h2c QsJhJc5s2d JhJc8h4d3d 9d8d7s6s3d 
Ac8c7h4s3d AhJd9d8d3c Kh8c7h7c2s Qd9d7d6h5c 
Ac8s7h5d4d 9s7s7d6d3d Qd6s6c5s3d KdTh8d6d5d 
JcTd9c8c3h JdTh7s4h2d Qs9s9h7c3c As7h6h5c3c 
Qc9s5d5c3s JsJhTc4c3c Qd8h7h6d3c Ad9h7s6s5c 
Ah9h8s7h3c KcJhTd8c3c KsQd6s6c2c Qc9d8h7c3h 
KdTsTd6d3h QcJc9s3s2d KsQsTh4d4c JhTs8c3h2s 
KdJc9h5d4d Qc9h8d7c3d Ac9s9h7s5s Kh9s9d6s4d 
Th9d7s6d4c AcQc8d5c2s KsQc7s7c2h AcTs9c3h3c 
AcKdQd3d2h Jh9c8c5c2h AhJd9c6h4h JsJd4s3h2d 
KsTc9s8h3s AdTc6h3d2h JhTc8h3c2d Qs7c5s5h4c 
Ad9h6d4c2c KdKc9s5s2h QsJh9h7c5h Jh9h7s5s2c 
KsJs7d4d3s Js9c7h6c5c QsJs9h9c6s KcQsTd9d2d 
