Jc8c6c5c3c 
Td9d6c2h2d KsQc8d7d3d Jh9c7s7d2s Jc6h6c3s2s 
AsKh6c3d2c AcQh7h6h2h Ac9c6d3c2h AhQc3s3c2c 
JsJc7h4d2d Qc8h5d4h3h QhJh7h4s2c 9h7d5s5d2d 
Jd9c8h3s2c Jd9d5d2s2h Ah8h7h2h2c AdTc5s2h2c 
QsTs7s4h2s Qc8s8h5h2h Ac9h5d4s3s 9d7h4s3d3c 
9d7d6s2h2c 9d6c5h3h2h Jc8d7h3s3c Qd8s8d3h3d 
Jc7h4s3s2c AdTc6s4h2s Ad9c8h4h3h Jh8d7d4s2c 
Qd8h7h6c2h As7c4s3s2h Td7d5d3h3c As8d6c3s2s 
9c8c6d4c2c Th9h7s3d2h Th6d5c4h2h QdJd7s7d3d 
Th8s8h3h2c Ac8h5h4s3h Jd9d8c3d2s 8s6d5d3d2c 
QcJc7s3d3c Th9c7d3s2c Tc8c5c4d2c 8s7h4h3s2s 
Th7s7d5c2h Jc7h7c5c2d Th9c6h3h2s Qs9s8s3h3d 
As7c5h5c2c Jd9c5d2h2d Jh8s6h4h2d Kc7s7h5s2s 
Qs8h7s4c2d Jd9c5s3h2h Kd9s5s4s4h KsKdKcJh7s 
KdQh9h9d9c 8h6d5c3d2d Th8h8c3h2d Ad6s5s5c2s 
Jd6h6d4d3s QsQdQc8s8h 9d7d6h4c2d KdJh5c3s2s 
KcTh5s5d2d 9d7h3s3h2s KhTd7h3h2c QsTh7d5d2d 
KsTd5d4d2d Td7s4s3d2d Ts9c6d3h2h QhTs7c3d2h 
6c4d3s3d2c Qd5d5c2s2d Ts6h5d4s2s Ks6h5h5d2h 
Qd7s7c4c2s Kc7s6d5s2s As6d4h3h3c 7c6s5c3c2d 
Qc9c7d4s4c Ad9h8h4h3s As9c6c5c2h Tc8s4c3h3c 
Kd9s5h4s3s Ad9s8h4h3c 7d5c4h4c2s Ad9d3s2h2c 
QdTs4h4c2h Jc9s6s6d2h KhTd5s5c2s TdTc7s4h2h 
Ts6s6d4h2c Jd6s5h3s3c KcQc4c3c2d 8d7c3s3d2s 
9h7d6h3c2s Qd8d5s3h3d Kc6h6d4s3s 9h7c4d4c3c 
Ad8h6h3s2s Th8c5d2s2h Ad8h6s4s2c 9s7h5s3d2c 
Jd7h6c3d2h Kc8c6c4c3h 9d6s5s2s2c KdJs8h4s2s 
Qd6c3d3c2c Jh9s5d4s2s Th8d5d4d2d Qs6h3s2h2c 
Js8h5h3h3d Tc6c4h4d3s AdJs4c2s2h QsJd7s4s2h 
Qd9s7c6h2h AdJs5s2s2c Kd8h5s3c2d 9s8h7d4d2c 
Kc8h5d4s3h 8d6h3h3d2h Jh8s4d3h3c Ks9d5h4s2s 
Ac9h8h4h3d Td8d4d4c2h Kd8c5d2s2h Kh9s6s4d4c 
Ts5h4d3h2d AcJs5s3s2h QdJd7d5s2d Kh9h6c4h2s 
8h5s5h4h3c Qh8c5s4d2d Ks8c5h3d2s Jc4h4c3d2h 
Qh7s4h3s2c Kc9s7d3h2c KsQd8s3h3c Ad7d7c4d2d 
QdJh6c3d2d Jc5d3s2d2c Jc7s5d3h3d QsQdQcJs6d 
Qh9d7d5d2c KcTs5h3d2s As9h8d4h3c Ks9c6c4h4d 
Ad7h5c4s2s Kc6c4s4c2d Kc9h7h4s3h 9d7h5h3c2s 
9s9h6s3s2c Qs8c7d6d2d JsTs4d3s2s Qs8s8d3h3c 
9h6d5d2d2c 7h7d4h2s2h Qs9c5h5c2d AsQd7h2d2c 
Td8d4s4d2c Jd9h6d4c2s Jh8d7c3c2d Jc4c3h3d2h 
Jd8c6c3h2h AhJs9c3c2c Ah7s7c6s2d AdQc7s4h2s 
Qs9h7h3d2d 7c6s3c2s2d KhJs3h3d2h Jc8s7h4h3h 
AdJs7c6h2h Js8c5h5d2c JhJd4d3s2d Kc8d7h6s2h 
KhKdKc9s6c Qh8d8c5d2d 9d7d6c4h2d KsJs3d2s2h 
Td6h5c4d2d KsQc9c7c2c Td7s6c4h2h Kc9h7h5h2s 
9s7c5s3d2h As7h6s3c2s Ah8d5d4s2d Kd9c5c3s3c 
As8c7c3d3c Kh7c6c3s2s Qh7h7d3c2d Ks9s8c4h3s 
KsJs6s3h2d JhTs4d3d2d 6d5d4h4c2d Kh5c3s3c2s 
Qs8d7c5h2c Jc9h9d4s2s AhTc4s2d2c KsTc5d3h2c 
QhJc7s6h2h Ts6s6c4d2s AhJd7c4c2c 9s8d4s3d2h 
QdTd3d3c2h Tc7s6d6c2c 7d6c3d2s2c AdJc7h4s2h 
Qd9h4c3h2c AsQh9h3d2h 7h5d5c4s2s QhQdQcJc4h 
Jh8d7h3h2d QhJs7h4h2d Js6h5h4h3h Jc8d6s3d2s 
Tc7h7d4h2s KhTd5s2d2c JdTs4c3c2c Qh6c5s3s3d 
KsJd3s3h2s QsJs7s6s3s Ts7h4d4c3c Js4h4d3h2s 
As9h9c6d2d Qd7s7d5h2d As5s3d3c2s Ac8d6s4h3h 
Kh8s6s5s3s Jh8d6h4c2h Tc7d4c3s3h Td6s6h4d2c 
AhQd9s3d2d Kc8d7c2s2h AdTc5h2s2c Kc8d7d5s2d 
Jc7s6c3s2d AhTc6d4d2s QsJd6h2d2c 9c6h5d3s2d 
8d5h5c4s3d 7h6c3s2s2h As7d5d5c2h Ts7s7c5s2d 
9d7h4s3d2h AcQh7h3s2d Jd8d6h3d2h Qd7h7c6s2d 
Jh7s7d3h2s Jc7c6h3h2s Ac9d4h4c2c 9h7d5h2s2c 
Kh8d3d2h2c 9s9h4s4c2s Ah7d7c3c2d Jc6s6d5d2h 
Kh9h7c3s2d AhJd5d2d2c Tc9d4h2s2c AcJs5s3s2d 
8c7d4s4c3h Jh9d5c3s2d Js9d5h3c2d Td8h8d3d2s 
Ks8d3s3h2d AsJh7c4c2d Ah9c5s4c3c As7h7c3s2s 
Ks9d5c3s2s Jh7d4c3c2h Jc4h4c3d2d JcTh3d2s2d 
QhQdQcJh6c Tc8h5c2s2d Qs6h4c3c2h As5h4d3h3c 
Ad7h7c3d2d Qs9h7d3h2d JhTd6d3d2c 9s8s5d4h2s 
Ks9h5h5c3h AhQs7c4d2c Ac8h6h4s2d Kh8c7h4d2h 
Js7s6c5d2s Kd9h7h5h2c Kc9d7s2h2c JhJd6h4h2h 
AhJc5c2s2c Js9h9c4s2s Kc8d8c4c3h 8h6h4s4h3h 
Jh9s5h2h2d Jd9s6s6h2c Kd8h6s6c3c AcQs4h3h2d 
Qd8s6h6c2h 9c6c5d3c2h QcJc8c3h2d Th8h7h2d2c 
Js7c4c3s2d Th7d4c2d2c 7c6h5s3s2s AcQd4h3s2s 
Jc6s5s4s3s Ts5c4c3c2s Jh8d5h3s2c Ac7d5h5d2d 
Jd6h5c3s3h Kc9h9d6s2s Kc9d5d3h3d Ac8h6c3d2c 
Kd9c7s4c3c AsJd7c6c2c Qc9c8d4c3s Qs7h4c2s2c 
7h6c4h2s2d Ad7s6s3s3c 6d5h5c3c2s Th9c6h4h2h 
Kc8h6s3s2h Kd5s5h2h2c Qc7h7c3h2s KsQh9d4d4c 
Ah6d5d5c2d KdJs9h3c2h JdJc4d3s2d KhJd7c6s2c 
Ad9h5c4s3h Ac9d8h4d3d Qs8h6c4h2d QcJh7c3s3c 
As8h5h4h3d Qh7c4d3c2h 9d7s4h3d2s Jc9c8c4c3d 
Jh9c5s5c2c KhQs9d4d4c KhTd3s3h2h Qc9h4s4h2s 
Tc7s4h4d3h Kd5h4d2s2d Td9h5s4s2s Kd9s9h3c2d 
KhJh6h3d2s 8c7c6c2d2c QsTd6c3d2d QsJc6s3d2s 
KhTd5d3s2d Ah7d4h3h2c Ts8s8c3s2h 8c5h3s2s2h 
AcQh7h3d2s Ad9c5s4c3c 9c7d5s5h2h As4h4c3c2h 
Jc9s4h4d3h Qh6d4s2s2d 6c4d3h3d2c QcTd7s3c2h 
Js8s5s3h3c 8s6s4s4h3s 7c6s5c3c2h Qd8h7h7c3s 
Ac8c4s2h2c Jc8d7h3d2h Qh5s5c4d3s Jc9d4s4h3s 
Qd9s7h3s2h AsTh5d5c2d As9c7h6d2h Qs7s7d5c2s 
Kc8h6s4h3d Th7d6s4d2c Kc9s5h4s3s Kc9h8c4s3c 
Kc8c6c5c3c 7h5s5d4c2d Ac8s6d4h3h Jh9d8s4s2s 
KcJsJdJcTc KsQd8s3h2c QdTc7s3h2d KsTs7c3d2s 
QsJc7h6s2s Qh8d6d4c3d Th5s3s3h2c 8s8c5d3s2s 
KdQd8s3h2c Js9h6s4s3s Qc6h5h4h2d Jd7d6s5c2d 
Qs8d5c4h2h Kd7c4d3h3d Qd8c6h4c3c Ks7s4s3d2d 
Qd7h4s2s2d Kc7h7d5h2h Tc8d6d2h2d Th7s7c5d2h 
Ts9c6h3c2c 7h7d6c3h2s Jc9d8c3c2h Qc6c3d2s2d 
8h7d4s4d3d QhQdQcTh5d Js5d5c4h3s 6d5d4d4c3d 
Qs7c6h5d2h Ts7h7c4h2d Jh9d8s4s3s Td5d4c3d2c 
Tc7h6c4s2d 9h7h6s4d2h 6c5c4h4d2c 9c8s4c3s2d 
Ad6s5s4s2h Qc8h6d4h3h Qh8h5h4h3s Ad9h9c5s2s 
Js6d5h4h2c Ad9s8h4h3h As9d9c6h2h Ts9d4s3c2h 
7s6d5c3c2c 8h6s4s2d2c KdTh5s2h2c Jc7d4c3s3h 
KcJd7s6s2s KsQh9d4h2h Td9h6c3s2s Ah4h3h2s2c 
AdJs7c4c2c Qh7h4d2d2c 7s6h3d2s2d 9h6d5h4h2h 
AhJs5s2s2c Js8h4s3h2h As8h6d4c3c 6h5s4d4c2s 
Ks5d3h3d2h KdTs4s4h2c Jh9s5d3c2c Td7h7c4c2s 
JsJc8h3s2s Qh9d6c2s2h Kc5h4c2s2c Qh7h6s6d2c 
8d5s5c4h3h AsJc7h6h2d Ah9d4d4c2c Tc8s7h2h2d 
Ks7d7c6s2s As8c5h4d2d 8s7d3s3h2h Qs6h6c5d2c 
KcQh8c3d2s Kd8s8h7s2s KcJc6c3d2s Ts8d5d4d2d 
Kh7c4h4d2s AsQh3h3c2h Jh8h8d6h2h Kc9c7c4d2h 
Tc5s3s3c2h 9s8s4d3d2d AcKd9s3h2s Js9h7h6d2h 
Qd9c8s3h2d JhTc7c3c2s Jc6d5s3s3h 8s5c4s3s3d 
Qh9d7d3s2s AcQs6s6d2s Kc7h7d6c2c As8c6d4c2h 
Jh7c5h4h2s 9h6d5d5c2d 8c6c3d3c2d 7s4s4d3h2d 
Qh9s9h7h2h Tc4s4d3h3d Td7d6h5c2d AdQh4c3s2s 
8d6h4h3h3c KhJs7c6c2c Qd9s7h4h3c Qh8c7s7c2d 
Qd7h7c4h2c 9c7h5h3d2s Td6h6c4d2s QdJd4h3d2d 
Ks5d5c4c2h QsQhQcJs6h Qc6h6c5s2c QcTc8h3c2c 
Ad9h6s5c2s AsTc5h2d2c JdTh3s3h2h Ks5d4d4c3h 
Ad7h7c3h2c Tc7c4s3h3d Ad9c8c4c3s Jh8c7c4d3c 
Jh6d5h5c2h QsTc8s3s2s Jc8h7h4s2d Ac7h7d6d2s 
AdQc6h6c2c Ts9c6d2h2d 7h5h5d4h2s Qs8h8d4s2c 
As8s4h2s2c QsTh4d3c2h 9d6h6d4s2c 9c7h6s4h2d 
QcTd7s7h2s KcJd7s6h2h Qc5s5c2h2c Qh9s8h4c3h 
Qs5s5c4s2d Kc7d4h4c3c Td8d5s3d3c Kc9c8c4s4h 
Kd9h9c6s2s As8h5h4c2h Qs9h6c2s2d KhTc8d2s2c 
Tc8h6h2h2d JsJh6c3d2s 8h5d4s4c3d 5h5d3c2s2d 
9d7h3c2h2d 8s5h5d4c3s Td9c4h2s2d Ah4c3h2h2d 
Qs8c6d4c3c Kd9s9c5c2c Jc7c6s5h2c Tc9c7c5d2c 
Kh8c3s2s2h 6c4s3s3h2c KhQc8h3s2d Jd9h8c3s2h 
7c6c5d3s2c Jc9d5c3s2c AhQc8c2s2c Qh9s7s5s2c 
Js9h8c4c2c Qc7h4d2d2c 9h8s4s3c2c Jh8d7h3d2h 
Jd9c5h3c2c AcTs6s5s2s AdKc9h3s2h As9c5h4c3c 
AhTs5c2s2d As8d6h4h2h 9s7d5h4s2s Tc9d7d2h2d 
8d7s3d3c2c Ts9d7s2s2h QsJd6s3h2s Jd8c5c3s3c 
Ad5s5c4h2s Jh6h5s5h3h QhJsJdJcTs KsKdKc9h6s 
Jh9d6s6d2c Ad6s4h3h2s Qh8s5s5c2d 8s5d3c2d2c 
QdTd8d3s2d Kc6c5c3d3c Qc9s7h4h3d KhJs3h3c2h 
9d6d5h4d2d Kh8s7s6s2c JhJd7c4s2s KhJh6h3d2c 
8h6d4h3s3c 9s8s7s7h3s Td6h6d4s2d As8s6s3h2c 
JsJc6d3c2h Jd8h5s3h3c QsQhQdJh4s QsTc6s2s2d 
Jc9s8h4h3h Qh5h4s3h3c Kh8d7h4s2h As8c6h4h3d 
Kd6h6c4s3s QhJh6h4h2c AcTh5s5h2h KcTh6d3h2s 
Ks9s5s5h2d Tc8h4s4d3c 7d7c6s3h2d 8d6c4s2s2h 
KcJc6h3c2s As9c5h4d3c Jc8h6h3s2s Qd6d4h4d3c 
Td6s6d5d2h KdTs7c3d2d As5d5c4h2d Jd8s6d4d2c 
QdJd7c4d2h Qd7c6d3h3d Jc9s9h4c2c Qs9s7h4s4d 
7c6d5s3c2c Jc6d6c4c3s 8c5h4s4d2d Ks7s6s4s3s 
AcJd7h6h2s KsTc5d3d2h Tc7d6c4s2h Qh8c5s5d3c 
Jd9h7h6s2h Js9s6s6c2d 9c6c5h3c2d Qs9h8h4c2d 
KhQd8h3s3c 8d8c6d3s2d Js9c5h4c2c QsQh8d3c2d 
Ac8c6c3s2h 8s5d3d2s2h Qh7s6h3h3c Ad8s6s4h2c 
Qc7d6c4s2h 9h8s7d4s2c 9h8h5h3c2d Jc8d6h4h2s 
Jc4h4c3s2h Jh7d5h5c2s Qh8s6s5s2s Qd9d7h4d4c 
Qc8h7c4s2d AcJd5c3c2c 9d8s7c4s2h Jh9h5h3d2c 
Jh8h5d4h2h 9d8s7h4h2c Tc9d7c2h2c 8h7h4s3h3d 
Ks9d9c3h3c 9c7h5s5d2d Jh8c3h3c2c 8h6h3s3h2s 
7c5h4d2s2d Ac9h6d3s3h Kd8h5c4s3h 7c6h3c2s2h 
Jc9s9c3d2c Jh7c6c5s2d Kc9c8d4s3c AdKd8h3d2d 
AhJs6c3d3c Jh9d9c4h2h Qd6s5d3c2h Qc8c5d3h3c 
Jh8c6c4s2d KhQh8s3d2c As8h8c4d3d Qd7d7c5d2h 
9h6h4s4h3d Jd8h7d3d2h Kc9s7s5s2d Jd8d5d3h3d 
8d5c3c2s2d Qs5s5c4s2h 9c8s5s3d2h Ad9d6h3d2c 
Ah9d5s4c3c Qd8s7h7c3c Qd8h5d5c2d Qs6d3s2d2c 
Js7d6c5s2s Jd8c6s3h3d 8s5s4c3s3d Jh9d8c3c2s 
Jd7d6c3c2s Td7s6s4h2c QcJc6d3c2s 8c5c4h2s2d 
Qs7c4h3c2s Qh6c4d3s3h Qd9c8h4d2d 9c7c5d4c2s 
Qc8d7s7h3h Kh9d5s4h2h 9c8d5s3s2h 9c8h7d4h2s 
9s7s5d4s2c 7d6d6c4d2d 9s7h4h3c2c Qs7c6s3s3d 
9d7c4h4c3c Ad7d4s2d2c KdTd3d3c2h Ac7d5s4h2s 
Qs8h6h6d2h Th6s6h4d2h Ts7h4d3d2h Qs8c7c5c3c 
Kd7d6h4s2d Ac5s5h4d2h Kd9s6s4h4c Kd9h7c3s2d 
KcTs4s4h2d KsTs5s2d2c 9s6h5h3c2h JhJdJc8c7d 
Kc8s6h4s3d Kc9h8s8h3h Jc7d5d3s3d Jc8d7s3h3c 
KsKhKc8h7d QsQdQc8h8d Kc9d5s5c2c Jc8s7h7d2s 
Ah9h6h2d2c Kd8h8c7s2h 7c4h4c3s2h Jh4h4c3s2c 
TsTc8h3d2d QsQhQd8d8c 9h6h5s4h2h QdTd3h3d2s 
7d6c4h4c2s AhKh8d3h2h 9s7d5h5c2c Kh6c4h4d2h 
AsTh6d6c2c Th9s7h3h2c 9h5c3s2h2c Ad7h6d4d2d 
KhTc5d3s2c Jh9c5s3c2c Kh9h8s4d3h 7c5h5c4c2s 
Ac9s6d5d2h Kc5d4h4d3s 6c4h3c2h2c Kd5d4d4c3d 
Jd9h6d4s2c AdQh9c4c2s KhTs7c3h2h Kh9h7h6s2h 
Jc7d6h5s2d Js7c4h4c2h Qs8d7h4s2c 8c6h4d2s2d 
AdThTdTc4c ThTc5h4h2h Qs8h6d4c2h Qs9c5d2s2h 
AdJs4s3h2c KdTc7s7c2c Jc5s5h3h2s Jc8s6s4d3h 
8d7c4s3c2d 9s7h5d3d2c Td9s6c3h2h Js6s5s5d3s 
Qh9s5c4s2d Qh6h3d2s2d Ad8h7h3s3h Jc7h6d5h2s 
9s6h4c3h3d Qh7d7c6h2s Tc8s5s3s3h 9c8s5c3d2h 
9s7d4c3s3h QdTs6c2h2c Ks8c7h5c2c Jh9c7s7c2c 
AsKd6h3c2h Kh7d6d5d2s Th7c6d4s2s Jd9s8c4c3c 
Js7s7d6s3s Qs8s6s4s3d 9c7h5c4d2c KsQc4h3d2h 
AdJc6c3s3c Qc9s4s4d2d 9s8s4h3h2h 9s6d5h3d2d 
Jc6c5s3h3c Qs9h3h2s2h QsJd6c3s2s Ts9s8h3s2s 
Kh9d9c6s2s Kd7h3c2d2c Th9c4d4c2c As7s6s6c2s 
Js8s6s4c3s Qs9s6s3d2c Qh8s6c4s2d AhQc9c3s2c 
9c5h5c4s3d Js9h8c4h2d Kc9c5d5c2h KsJs3s3d2c 
Kd7d4d3h2h 8s5h5d4c2h Ah8s6d4d3c Js9d8h4h2h 
Ts9c7s2s2h Qd9s4c3s2c Qd5s5c4h3s Ad6h5c4c2c 
Qh6c3s2h2c KhQc8h3s3d Jd8d7h7d2d Kc9s9d6h2h 
7s5d3s3d2s 9d8s8c3h2h Tc9c6c3d2h AsTd4d4c2h 
QdTs7c4c2h JsTh7h3c2h 7s7h6d3c2h 9s9d7s4s2h 
ThTd7d3s2c Ad9c5h4s3s Kh5s5d4h2h Jh7d5h4h2c 
QhTd4s4c2s 6h4d3s3d2h AcTh5s2h2d Jd5h5c3c2h 
JsJc6h3d2c AhJc4d2s2c Ah7c6c4c3c Ts6d5c4d2h 
Ah8d5s4c2c Kd8s3s3d2s Jh9h6s6c2h Tc5c4d3c2d 
QhJc7h3h3d QcJc9c4c2c QhTc7s7c2c Jd7s5h5d2c 
KhJs8c4s2s Ad8s7s3s3c Ks5d3h3c2s 8c7c6c4d2c 
Th4d4c3s3c Qc4c3h2s2h Tc8h7d2s2d 9s6h4d3d3c 
Ts6s6c4h2s Ks8c6d3d2c Jh9d6s2h2c Ks9d9c7c2c 
AhKh8c3h2h Qc6h4s3s2h As9d9c6h2c Js9d6h6d2c 
Jd7s6s5h2c Ks8d3d2s2c 7d6d5d2d2c Kd9d7d4s2h 
8d5s4h4c3d KdJc9c3h2c AsTd6c4c2h Jd9d6s6c2d 
Js9s5d3s2h 8d7s4h4d3c KhQh8s8d3h QsTs7h4s2s 
JdTc7c3h2c QdJd7d7c2s Jh7d6s5h2h Qc7h7d4d2h 
Ad6s4s4c3h QdTd8d3d2h 9s7d4h3h3c Kd7c4s4d3d 
KcTh5s3s2d Ad6c5c4c2s Qh6h4s4h3c 9d5c3s3c2s 
Qh7d4h2s2d Td9s5d3d2c 8d6s4c2h2c Ac6s5s5h2s 
Qs9h7c5c2d Ts9s5h3c2s As8c6d4d2d Ts9d5h3d2c 
Js7h7d3s2d Js6d5h5d3d Jc8s6s5s2s QsJs7d4s2c 
Ks7h3c2s2c Ks9h9c6h2h Jh8d6h4h2c KcJd8h4h2h 
AcJh5h3h2s Qc5d5c4c2h Ts7h4c2h2c As8s4h2s2d 
KcTc3h3c2d Kh8s8c7d2c Ac7s5d4h2d QhJh8h3d3c 
KsJs3h3d2s Qd9s6h6c2c AdJc4h3c2s KcJh9h3d2h 
QsJs5s2s2c 9h7h4d3s3c 9h7s6d2s2c Jh8c7h3c2h 
9d6s5s2s2h Js7h4s3d2d 8s5s4s4d3h Qc8d6s6h2h 
Qc5s4d2h2c QdTs6d2d2c Kd9h7c6c2c Jh6c5c4d2c 
Js6d5d4c2d KhTh7s3c2h JhTh7h2d2c 9c5s3s3c2c 
Qh8d8c5c2c Jh6s5h5c2h QdJh7c6c2c Ah8d6c4c2s 
Jh9h7h6h2d Th8h5s3h3d Jc7d5h5c2s KsJs5s2d2c 
Qc5d5c4c2s Qs6s5d2h2c As8h5h4d3h KcJc6c3h2d 
Ah9d8c4d3d KcJd7h6h2h Jd9s7s6c2s Kd6h5s5c2h 
QdJc7h6c2c AdQs4c3h2h Jh9c5h3d2h Js8h4d3s3c 
Ks9c6h3d3c QsTs7s5s2c Td7c6s5s2s Qh6h3c2d2c 
Kd6s4d2d2c Ad7h4d3d2s KsTc3s3d2s Ks9c7d5h2d 
Jh7h6d4h3h Jc9c7s4d2h Jc8h5c3s2d 9c8h5h3d2s 
Qh9h5c4s2h KcQh9d4s4d Ts5c4h3c2h 8s5d5c4h2h 
QhQc6c3c2c Qc6c5s3d2h Td8h4s4c3d Ks8c4c3s2s 
AdQh4s3s2c Jh8d6d4c2s Ah9d8c4c3s JcTs4c3c2c 
KdTc8h2s2c Ac8h5h4s2h Qc9d6s2h2c Js9c5d4d2d 
KdJs5c3h2h Ad9h5s4c3c Jd7h4d3s2s Ad8d4h2d2c 
Qh9h5d5c2h 8s8h5d3h2h Kd6h4s4d2d Qh9d8d7d2d 
Qh8c6d6c2c 9h7h5s5h2c Qs9c6s3d2h Qs8d5c4h2c 
AdQh5s3s2s Kd9s7h3c2d AhTs7s4s2s QcJc6s3h2c 
AhTs5d5c2d As8h7h3h3d AhTc7h3h2h As8s6s3d2h 
Qh9c7s6d2c 7h5d3h3d2h 6d5h5c3s2h KdQh4s3c2s 
Js9h8d4h2c Ks9d5d5c3d Td8h6s2s2c Qh9s7c4d3s 
Kh8d6c4d3s Qd9s8s4c2h Js9c6h6c2d QhTh3h3d2s 
Kc6h5s5d2s Ts9h5d3c2h 9c6h5s3d2s 8h5h4c2s2d 
KdQh8d3s3c 7s5s4s4c2d AsTh7h3c2d AsQd3d3c2d 
Tc7s6d5d2d Qc7d4c3s2d Qc7h6s5d2s Qs7c6s4d2h 
Js9d4h4c3h Jd6h5c4s2h JhTc6h3h2s Ah7c5d4s2d 
Kd6s6h4c3c AdQh7c2s2h Js4s4h3c2h Th5s5h3s2h 
Ac8s8h4h2d Qh8s5d4c2d 6h5s5d3d2c Kh8c6d4c3s 
9s8d6c3s2h Ac7d6c4c2c 9h8d5h3s2c Ks9c5c4h4c 
Tc7s4h4d3d KhJs6c4d2c Kd9c6s3h3c Qs9h7c4d4c 
Qh9c8h4d3h Qh8s7s6d2s 8c5s4c3d3c Kd9h7c3h2c 
Qh7h7c4h3s Ts7s7h3s2h Qh9s4s4c2c KsTc8c4c2c 
Ts7d5s4h2c Jc9c5d3h2c Qs8d6h4c2d Jh9d8c4c2c 
Kh6s5s5d2s Kc7h4d4c3c 8s6h5h3h2c Ks9h9c5h2h 
8h7c4d3c2h QhTc4s3d2c KhTh7h3h3d QdJc7d4s2d 
Ad9s6h5s2s Jh9s9c4d2d KsJh6c4d2c Qc9d7s3s2d 
Qc8h7h7d2s 9h8d6h4h2h 8h6c4s4d3c Kc8c4d3c2d 
KdQd7s3h2c 6h6d4d3c2s Qc9h4h4d2d Qd8s7s7h3c 
5h5c3d2s2h Qd9h7h3s2s AhJd7c6c2c Qc8s7h4s4d 
KcTd4h4d2s As9d5d3d3c 8h5s4d4c2d AsJh3h3c2d 
Ac8d6c3s2c Jd9d5s3h2d Ts8s5c3s3h Tc9h7h3s2h 
Jd6h5c4c2s Jd8s7d3d2s 9c7c5d5c2h QcTd3h2s2d 
Kd5d4h4d3d Js9h9d4s2s Ks9h7d4h3h Ad9c6h5s2s 
Th9s6h3h2d Qd9c6s6h2s QhTh5s3h2h 9c8s5d3d2h 
Jc7s4s4d2d As8s4d4c2s 9h7c4s2s2c Qs9h7h3c2c 
Kc7c6c4c3c Ks9s7s6s2c JsJhJd8s7d Qh9h8d4h3s 
Kd8c3s3d2c JsJd7h3d2c Ac8c3h3d2s Td9c5s3c2h 
Qd9c8c4h2s JsJh7s3d2c AhKs6c3d2c Ks9c7d6d2d 
Kc9s9d2h2d Ts9s7s5d2s KdJd5d3s2d AsJc7d4d2h 
Qh9d4s4c3h Ks9c7d4c3c Jd7h4h3d2c Js8d6h3s3c 
Ah5s5c4s3s Ks6c5h5d2d Jh7s6h3s2c Ac8d7d3s3d 
Jd4d4c3c2s AdJs5s3c2s Ad5c4s3h3c QsJc7s3s3d 
Qh9c3h2h2c KdQs8h7h2h 9h6d5c3s2c 9h9d7d4d2s 
Qc7c6s3s2s 7c6s5d3c2c As6d4d4c3h Ks9s9h5s2s 
AsJd6c3h3c KsJd8h8c3h Kd8d5d4h3d Js6c5h4d2h 
8d5s3h2s2h Jc7c6s5d2c 9s6s6h4d2c Kh8d4d3h2h 
Qh7d7c4d2c KdTc7d2h2d KcTs5s3d2s Tc6d6c4h2c 
8c5s3h2s2h Kd8h8c6s2c Ts5c3s3c2d Qh9d8d4c2s 
Ad7s7c6h2c Ks9h5d4h3h Ad9d6s3d2c Ah6s5c4c2c 
Ks5h4h4d2c AdKd7d3h2d Qd9s7c5c2h 7s5s3s3d2d 
8d8c5h3d2d Qh7s4s2s2h AhQs7d2s2c QcJsThTdTc 
Th9c7c3s2c AhQs7d4d2c Kh9c7s6d2d Ts9c5c3h2d 
Js8s5c3h2d JdTh4s3s2s Ks7s4d3s2d ThTd7c4s2s 
Tc9d6s3h2h KhQs6c3s2s Kh9c5d3h2h 9c8d5c3s2h 
9s9h8d4c2d 8h7c4d4c3c QcJc7c4s2d Th7h6h4c2d 
Qd8h8d4d3s Ad7s6d4d2d Kh7c4h3s3h QcTd7c2s2h 
8c7s4c3s2s 9c7s3d2s2c Kc9s9h2s2d Kh9c8c7c3c 
JcTs4d3d2d Ks8c7d6d2d 9h6h5s3h2d Qs6d5c4h2c 
KsKdKc9h6d Js5s5h4s3d 8d5h4d4c3d 9h9c8h3d2h 
9d6h4d3s3c Jh9c5h3h2s 8s5d4s4h3c Ks6d5d3h3d 
As9s4s3h3d Td8d5d3s3c 9s8s7s3s3c Tc7c5c4d2h 
AcTc5c2s2c AsTd6h4h2c Jd9d7c4h2s 7d6d5s5h2d 
AdJs7h4h2h Jc5s5d3s2d AsTc6h6d2d Kd9s7h6h2h 
KhQs8d4d3c Kh7d6h5h2h Qh7s6c4d2h Ts7d4s3d2d 
7d6s5d3d2h Td9h4s2d2c 8s5s3h2h2c Qd6h3c2d2c 
Qc9c8c3s3d Kc7d3s2s2c 9d6c5c3s2c Qh8c6c5c2c 
Qs8d7d7c2h Ad9d6d2s2h Kd5h5c4d2d Ac7c6s4c2c 
9h7h6s4c2h Ks9d5d4h4d QsTs8d3s2s Td9c6c2s2h 
Qs7h6h5c2d Kd7c6s5c2c Qc6h6d3h2d 9c7s4h3c2s 
QsTc7c5c2c Jc8c5d5c3c Ks8h5d4c3h Jc9c8c4s3c 
Ad4d3s2d2c Td7h7d3d2h Kc9c7s3d2h Jd7h5d5c2s 
7s7d4s2s2h QsJh8h3c2d Ah5d3c2d2c 9d8d5s4c2d 
Ah9d6d5c2d Jc7s7c5c2d Kc7s6h5s2s 8c5c4h3d3c 
9s6c5d3s2s KhJh3s2h2c 9d6h5s3d2d Qd9h7c4s3h 
