8s6c4d3s2c 
Qd8h7c5d3d Qs9s9h4d3s Jd8c4s4c3s QdJh6c4c2s 
Jc9c5d5c4c TdTc6h5h2s Jd9h6h3s2s Ks5s5d3h2c 
Jh6s4s4d2h Kh8s7c5d3s QsJh4d2h2c KhJh8c4d2h 
KdTc5c3s3h Qs9d8c5c2c Qc6s6h2s2h AcJh9d4h2h 
7s6s4c3h3d Qd8h6s5c3s AcQh9d3s3d Qd9h6c5s2c 
Tc8c6s4d2c Qh8s5h4d3h As8s7s6c2s 9s5h5c3c2h 
Js8d7c6h3c Ts8s7s5h3s Kh8c6s5d3d QsJc9c6c2c 
7s7d4c3d2c Tc8d7h3d2c JdTc7d6h2d KhQs7s5c2s 
Ac8h6s5h2d QhJs8c7d3c Jd9h8s6c2c Ah5h5c3s2h 
9c8c6h4d2s Td8c7s4d3d KhTd7c2d2c Qd9d6h3d2h 
Js7c5h4d3c AdJc6c5c2s 9d8c5s5h3c Jd6h5s5c4c 
Ah9c8c5c3c AhQs3s3c2d KcQd5s3d2d Kd9c8s5s3h 
9d8s7s3s2d AdTs4c3c2s Tc8s6d4d2d 9h8h6s3h3c 
Qc7d5c3d2s Kd9s6c4d2h KhTd7c3s3d Qs9c8d7c2h 
9h6c4c3d2h 6d5h4s3d2c Td7h5h4h3s 9h6s6c5h2d 
Jh5s5c4s2c As9s5d4c2s Kd9h8c7c2s ThTd7h6c2h 
Kd8s5d4d2h 9d6h5s4c2d 9h8h5d4c2s KhJs7d5s2s 
Qh8s8d5c3d Qh6d5c4s4c Qc8s8c3s2d Js9h6d4c3h 
9s8s6s5s3s Qc7h6h5h3h Qd7h6d2h2c Js8c7s6h3s 
7h7c3s2s2h KcTh7h4s2d AdJc7d3s2d Qh9d6c3c2d 
Qh6s5d3h3c Jc7d6d4c2c AcTc8c3c2d Qh9d6s4c3s 
Js9s6d5s2c JdTc5s2s2h 7s7h4d3h2d Kc8s6h3d3c 
AsQd5h4h2h Kd8s6h3d3c AhQh9h4s2h JdTh3s3h2c 
7c6h5d5c2s Qd7c5s3d2s Jc7d6s4d2s 8c5c4c3d2d 
Th6c5h4h4d 9h8c6s4d3c Qd8c7h7d3s KhTd8d5s2d 
Qd9s9d4d3h 8s7c6c3s2h JcTd6s4d2d Qd6d4c3h2c 
KhQs8d6d3d QdJc9h6h2h KsJh8s8d3s 5s4s4d3c2d 
5d3d3c2h2c KcQs9h4d3h QsJd8c7h2c JdTc6s4h2s 
Ks6c5c4h4c AdKh8s4c2c Th9c7h5d2h 7d5c4c3d2c 
9h6h4s3s2c 7s7h4h3h2s Kh9c6s4h2d KdTs6c3s3h 
KcTc8c4d4c Js9s6s5d2h Qh9h9d4c3h Ks8c7d4s2h 
JsTs4d2s2c KsTh7c3h3d Jh7s4h4c2c AsTd4h3h2d 
AhKs2s2h2c Td7d5c3s2s 6d5s5c4h2c QhJh5h3d2s 
KdTh7s2s2h Tc8c5c3s2s Jc8c5c4s3d Kh9s9h5h2c 
Ad6c3s3h2d Kh8d6c5c2s Ts6h4s3h2d Qh7d5h3d2c 
Kc8d7c6c3c 9d6s6d5d3d 8h5h4h3c2c 8c6d5c2h2c 
Js8s6h3d2h Ad8s6h4h4c Qd8h8d6d2s Qs9h6c3c2h 
AsQh9d3d3c Js9d7c6h2s 9c8c6s4d2h QsJd4d4c2h 
Ks5d4h3d2h Kc9s8d7h3d Td6h5h4s4c Qs9h8d7s3s 
Qd9h6c3c2h QhJc8d7s3s QcJc5c3d2h Qs9h8s5s3s 
Jh7s5c4s3s Qc9s9c5h2c Td9d8h4d2c Th8d6c3s3c 
Jc6d5d4s3h Qd9h5s5h3c KhQsQhQc7s Qc9c6s2s2c 
KhJh8h4d2s AdTh6s4h3h Qc9h8s7h2d Kc9c5s5d4c 
Jh9h7s3s2s Td6h4h4d2h QsTd8s3s2c KdJh8s5c2c 
QsJc4h4c2d KdQc8d4d2h KdJs8d7d3d Tc8s6d5d2d 
Qd9c6c4s3h Js8c5c3d2d Kc9h7c6c2s 8s7d5h5d2c 
6h3h3d2s2d Td9s5d4h2c Jh9s3h2s2c Qd9h9d3d3c 
8s7d5c4s2s QcJh5s5d2d Ad9h6s5h3h KcQs8d4h3s 
Jh8h7c6s3h Th9c8h4h2s 5h4s4c3h2s Js8c7d3d2s 
Td9s3c2s2c Jc8c6s3s2h JsTc7c4c2h As6h5d4c3d 
Th8d7s4c3s 9d8h6s6c2d Kd8s7d6d3d KcJc7s3s2c 
Js9h7h4d4c Kd9s7d3s2d Qs7d7c3d3c Kd8d5d4c3s 
Jd8s8c7h3c Jc7d6c4s3c As8c6h5h2d KsJs8c4h2s 
Jd9d9c6h2d Jd6c5c4s3h AcQh5h2s2d KsTd4h3c2s 
Ac8c4d3s2h Jh8s5h5c3d Ks7c6d4h2s 9d7d7c6h2s 
Kh9h5h4d3c 9h8h7d4c3s QhTc7h5h2s Ts9c8c3h2d 
Js9h6h3d2d 9c6c5c4d3c AsTh4s2s2c TdTc7d6d2s 
Jh8c5s4h3h Qh9h4s3s2d Kd8c5s5c4h JsTd7h4h2h 
Jd8c6s5s3s AcTc3s3c2d Ad9c8h5h2h AdKs8c4h2h 
Qd5s3s3h2d Ah9s6d6c4d Qs9s9h3s3d Tc8d7s4c3c 
AsKh5d2d2c Ac9s9h7d2s Th7s6c3h3d KsJd8c7d3d 
QcJh8c4d2c Ts7c5c4c3h Ac9c4s4c3h Ah6h5c4h2h 
AcJd8s4h2s QsTs8s2h2d JsTd3c2s2h Tc8h4d3c2d 
Qd9s6c4h3c 7h6h6d5s2h Qd8h5s5d2c Ts8d5c4h3d 
8s8d7c3s2c QdJs5h3d2d 9d8h8d6d2d KdJc7s3c2s 
Ts8d5h4c3d AhKd5c2s2c Js8h7s6s3c 9c8d7d4h4d 
6d5s5h4d3c Tc8d7c3d2h Qc9d6h4s3s Tc8c7s7c2h 
Kc7h5s4h4d 7c6h5h4h2d Kd9s8c6c3h AcQd9d5d2d 
Js6s5h4s4d Js8s8d5s3s Qh9d8s5s2c Th5s5c4c2s 
Jc8c5h4s3c Jd6c5s3s2c 7d5s5c3s2d Th8s6s4d2c 
AcKs7d6d2d Kc8c5c4d3s Jh9s8s5s2s 4s4c3s2h2c 
7h7d6c5s2c AdJc6s3s2c Qh9s9h3h3d Ah8s6c5s2d 
Kd8h8d7d3c 9s6h4h3d2s KhJd8s6s3c Ts5h5d4d2h 
QhThTc7h2h Qc8s8c6c2h Qd9c7s4h4d Qh9c7s7d4d 
Qs9d8h5h2h QhTd7d3c2c Td9h5d4c2s Qs9s9h3s3c 
7d6d5c3s2h KhJc6d6c3c Kh8c7d4d2c Ts6h6c3d3c 
KcTd4s3h2c 8d8c7h3d2h 9h8h6d4c2s Qs9s5s4h4d 
9s8s7h7d2c Ks8h4h2s2h KsQsQhQc7c Kd9h7d6d2c 
Th7h7c6d2s Qh6s5h5c3h Kd6s6c5h3h AcTc6c3h2d 
8d8c7s4h3s Qd9h4c2d2c Qs9c7h7d3h Ts6h4s3h2c 
Td7d5h3h2c AcQc8d4c2c Jh7h5s5h3c Qc7h6c5s2d 
6h5h5c4h3s KsQc9h4d3h KhQc9c4d2s Ad8d7c6d2d 
Jh9h8h7h3c AcKd8h4s2s KdTc4h3s2d 9d6h6c5d2s 
Ac7s6s6d3s Qc8s5c4d2c Qs8s7c6d3s KdJd7c6s2d 
AsTs5s4s2d 7h6h6c5s2h Tc8d7h6h2h JsJhJdTs7h 
QdTs5d3d2h QhTc6h5h2h Qc9s8h5s2d Td9s8s2s2h 
QcTh7c5c2d Kc8h6d5s3s Qd6h5h3c2c Th7s6s3d2h 
Th8s5h4d2c Jh9c8h6h3h KhTd6s5c2c QdTd8d2s2c 
Jc8c6h3h2s Jc9h5d3s3d AsJc9c4c2d Ks8h7d3d2s 
Ks8c7c4d2d Ks9d8d6h2c Th8s8d4c2h Ac5s5c3c2h 
KhJd6c5s2s AdJd5d4c2d Qd7h6d2s2h Th5d4h3h3d 
Tc7h5h4s4h Td7h5s3s2d AsKc7h6h2h 6c5h4s3d2d 
Qd9c8d7h3d AcKh9d4d3d Js9s6s4c3d Kh6c5s5d3d 
Js9c8s4d2h Th9s5h4c2d 8c7c6d6c2s Ts6s4h3h2d 
Qc7d5h4d2h KhTc8s4s3d Qd6c4c3c2d Kd9c7d6d2s 
KhTh8s8h2h 9d8c6h4s3s 9h8s6d4h3c Kc5h5c3d2s 
Td6h5s4c3s KcJd5s5d2h JhTs7h6c2h 8h7s7h6h2d 
QcTd6s6h2d Ah9c6s6d4d Ks7h6c4d4c Js5h4d2s2h 
Kd9d5s5c4d Jd9c6c3h2h 8h7d7c3s3h KsJc8c6c2d 
Ah7c3h2h2c Ac8c6s2d2c Ah7c6s4s3d 8d8c7d3c2d 
7h5c4c3c2h Js7h5h5d3c Qd8s5h5d2c 9c8s6h6d2c 
AcKh8h4h2h KsJh9c3h2d Ah7h5h3d2s Kd9d8d5d3s 
JdTh4h3s2c Ks9c8c6d2h Jc7c5s5c3d Ts8h7s5s2c 
Ks8h4s4h3s KdQd9h4d2s Ah7h6h3s3h Js8d7c6s3s 
9s6s4h3d2d Kc9s9c5c2d 7h6c4s3s3d As8s7c6s2s 
QdJd6s3d3c AcTs6d5s2h AcTc3h3c2d Js8s4s4d2d 
8d6s6h4h2c 9d6d5d4h4c 8h8c7s3c2s Qs9h8h7d3c 
7d6s5s4s2c 8d8c7h6s2h 9s8c5d4h3d 8d7h5c2s2c 
Ks7d7c5c3c Jd9s7c5s2h Ac8d5s3c2c 8d7h5s5h2c 
9c8h8c4d3c Ad9h8s5s2s Qc7d5c3d2h Td9h6d6c2d 
KcJc5d3c2h Ac9c6s5c2c Ah7d6s6d3d Tc9h7c5s2c 
Qh8s8c5h3h 9d7h7d4c3d Qs7s5h2h2c KhQs8c6d3c 
Ad9d5d4s2h Js7h5h3s2d Ah7c5s3d3c Tc8d5s5h3d 
KhJh7s3s2h 6h5s4c3h2d 9c8h6d4s3h Qs8c6d5c3c 
AdJs3d3c2d Ts8c7d3c2s Qh8c5s3h3d JsTc7c4c2d 
7s7d4h4d2c QhJd7c4c3s KdQhQdQc5c KhQd7c4s3c 
Jh9h7d3d2d AhTs8s4s2s QcJs6s3h3d QsJs6s6c3s 
8h7s6d2s2c 8s8d3s3d2d Jh9c7h7d2s Qc9d8s5s2h 
JhTd3d3c2s 8s8c7h4s2d 8c7d6h4s2h Jd8d6c3h2c 
Td9c8s4c2h KdQd7h7c3d Jh9c6c3d2d Ts7h6h3s2d 
Qc9h6s4d3s Tc5s4s4c3s Jh4d4c2d2c Jc8h5h5d3s 
Jd8s8c5c2c Qd9s9c8h2h Qd6c5s4c3c 6s5s5c4s3h 
Jd7h6d4s3d JdTd6c3s2h As6s3c2h2d AhQd4d2s2c 
Td8s5d4h2c Jh9s9h8h2h Js9d9c6c2h AhTc4h2s2h 
Qh9h4d4c2c Qs9c8h8d2c Jh8h5h4c3d 7h6s6h5h2d 
9d9c8c4s2h Ah8h6c2s2h KsJh9d3h2c Qc6s6c2s2c 
Ks9c3c2s2h 8c7d7c6c2s Jd7h5d5c3d AcTd9s3h2d 
Qd7s5d3s2c AhJd4h3h2s KhQh9h6s2h Jd8c6h4s3d 
Qc8c7h4c2h 8d7h6c4d2d KsTd5d4d2h Jc9c6d4c3h 
KdJh4h3h3c KhJc8s3h3d 8s8d4d3s2s 8h7c6d4s2h 
Jh9c7s4c3d KcQd9d4h2s Kc9d7c6c2h Ad9d5h4c2d 
Jh9h5s4h3h Qd8d6s6c2h KdTh7h4c2s Qc9d8h5d2s 
Qc9h7s4d3c AdTd5d4d2c AsQc9h4c2d 5h4d3h2h2d 
QcJs8s7h2s Js9s7c3c2c Tc7d5c3s2s 8d7d6h6d2c 
KcTh7d3s3h Tc6d4d4c2d Qs9h6h4c3d KdJc6h6c3c 
Tc9d4s4d3h Jc9d3s3d2c 7d6s4h4c3s 9s8s6s3d3c 
Qs9c6c4d3h Jh7h7c2d2c 9h7h6d4h3h Ks6s3c2d2c 
Js8s7s4h4c Tc7c5h3d2h Jc8c6d4s3h Jc9s8c6c3c 
Jd8h8c5c2c As6h5c4d3c QcJs8d4h4d Qh7s5h4h3d 
As8d7d5d2h QdJd8d6d2c Jc8h5s4c3c 9d8d6h3d3c 
Qd8h5c4s4h KcTd4s4h2c KhJd4d3d3c Ks8h5s4s2c 
KdTs4d2h2c As7s6h5s2s Qd8s6c5s3s Js5h4s4h2h 
Qc7s5h4s2h Th7h5c3c2s JhTs5s3s2d Ks8s5s4d3c 
Ks8d7s6s3s JcTh7h4h2s Ad9s6h6c4c Qd9s7h7d3d 
Kc9d4d3d2c Th8c7d4s3d As6h3d3c2s 9d9c6h4s2c 
QcJd8s4d2d Ac9d8d5h2d 7s5c4s3c2c Ah6h3c2s2d 
QcJd8s4s4h Jc9h7d5s2h Jh9h6c5h2d Ts9s8d4c2s 
KdTd8d4d3s Ah9c6s5c3c Ks7h7c5d3d Th9h8d4s2h 
Js8h7d6c3d 9d5s5d3s2c KhJh7s7d2c Td8c6s3s2c 
Td6s5c3s2c Qs6c5c3d2d 8s8c4h4d3c Tc7d5d4s4d 
8h7h7d3d2d AdKh6h6d6c Qd8s8c5h3c Jd5d4c3h2h 
8d7c6s4h2s Td8s7c4d3d 9s8d6c4s3h Qs9h9c7c3c 
Qd7s6d4c3d Kc7h4c2h2d QdTc6c4h2c 9c6c4s3s2h 
Kc9s7c4d4c Ks6s3h2h2c 7h6s6d5c2h Jd9d8d7d3s 
Tc8h6s3s3d Ks9c7s4s4d 9s8s7s6s2c QdTs6d5d2d 
JhTd4s4d2d Js8d5s3d2s Kd9c8c6s3c Qc9d8s8h2s 
9h9c4h3d2d Qd8s5c3h3d Jc6h5s5d4d Jc9h5h3s3d 
QdJh4c2s2d 9s8s8h4d3c KcJd8c7c3c Jc9h6d3h2d 
JsTc6h4d2h Js8d4c3d3c Tc6s6h3s3d 9s8h5d3s3c 
Qd9h6c4s3s JhTd4d2s2c Ad8s7s5s2c 5h5c4s4h2h 
Th8d7h3s2s 9h8h6h6c3s AdTc5h4c2s 8h8c7h6s2h 
Qc9s7h7d4h Kd8s8d5d2c Kc8h7d4d2h 6h5d4h4c3s 
KcQc4c3h2s Qh9s9h4h3c Js7d6h4d2h Ad7h5h3s2s 
7s7d6h4s2c QdJc5s5h2h 7d6c4s3s3h KcQc7h3s3d 
KhQh9h8h3s Jh9h5d5c2s 9c5s5c4s2s 7d7c4c3d2d 
Tc6c5h5d4c 9d8d6h6d3c 7s7c4h4c2c 8c7s7c3d2d 
9d8d6d4d4c Jc9s7d3s2d Qh9d5s5d3c 8d7d7c6d2s 
Jc7d4s4c2s KdTc8s4h2c Ad9h8c6h2h Qc8c7c4s2s 
TdTc6s6h2s Ac9c4h4d2s QcJs8h7d3d KdJh8c3s3d 
8c7s6h4d2c 9h8c5c3d3c Qc8d4d2h2c Jd9s7d4d3c 
KcTs5s5h3s 8d7s6c3c2s AcTh8h2s2d 9c6s4s3d2c 
Jd8s6c5c3c Qc7c5d3d2s Th8c4h3c2s Qd9s6s4c3h 
QhJc8d7s2s 7d6d5s3h2c 7c5h4h3h2c Jd8c6c4s4c 
Td8s4c2s2c Tc9c7c6c2s 8d7s7c3h3d Qh8s6h5h3h 
8c6c5c2s2d Js7c6d4c2d KhQh8s8d3c Jd8s4s4d2s 
JdTh4c3c2s AdJd6d4d3c 9h7d7c6c2s 8s7h6d6c2s 
JsTs7d7c2s Qc9h6d4s3d Jc8s4s4h3h Qd8c5h5d2s 
KhQh5d2h2c Qc8h6s5h3h Js7s7h2h2c Qc9s8c7d3c 
KhTd9s4c2c AdTc8c2s2h KhTd7c6c2c 9s9c4d4c3c 
JhJc9h4h2h Th8d7h5h2c As6s3h2d2c Kd9c8h7s3h 
7h7c6h4s2d KsQc4h2d2c Td6c4d3c2s 9d8d6d3s3h 
Ad7c5s5c3c Ts6d6c3h3c Ac9s8d5d2d KdJh7s3h2s 
QhTc4s4d2h Th9c8s3h2d 9h8c5d4d3s Qc8s8c5c2h 
Kd9h8s6c3c 9s9c4s3d2c Ah9d8d5s2d 9c7c6d4c3c 
KdTc6h3s3c Qs7d7c6c2d Tc8c7d7c3s Jh8s7c6d3c 
QcTc9c3c2h KdJsJdJcTh 6h5s4c3d2c 8s7s5d4s2c 
Jc7s7d5s3s Qs7s5c3c2d 9d6h5d4c2s Jh8c6s5s3s 
Td9h6s6d2d JsJhJcTh7s As9h8d6h2h AsTs7h4s2s 
Jc7s5s4h4d 9s8d7h7c2h QdJh8c4s4c Qs6d5h3s3c 
Td9s6h5c2c 9s9c4s4h3s Ks5h4c3c2h Js8s8h6s3d 
Kd6d6c5d3d QdTs4s4c3s As9h9c6c3c Jh7c6h4d3h 
AdJh9h4h2s Jh8d5s5d3c Qd8c6s5c3c Qs9d8h8c4d 
KdTs9c4h2h QhJh7h7d3s 9s7h7c6s2d Ad8d6s2d2c 
Qc9s5s5d3h Qh9s8c6c2c 8d8c7h4s3h 9d8h6s4d3c 
QhJd8h6h2h 7s7c6h2d2c 9d9c8s4h2c QcTd8c3h3c 
Qh9h9d8h4h 9s8s4h2h2d 7c5s5h3h2c KhJh6h3d3c 
Qs7d5h4h3c AcTh4c2s2c Ts7s5d3c2c KhTd8d5d2s 
JsJc6s4h2s Th9s6d5c2c Jh7h5s5h4h Kc8h8d3c2h 
7d5c4h3s3d Jc5s4d2s2c Qh8h8c6h2s Jd6h5c4s3c 
Qc9h9d8s2s Qd9h8d7s3d Jd9c6s4s3h Th6s4s4h2h 
Tc9d7c5c2s 7s4h4c3s3d 4s4d3s2h2d KcJs7d3s2d 
Jh6s5s4d3c 5s5c4d4c2c 8h6s6c4c2d AdQh9c3s3c 
JdJc5d4d2d KsTh7s3d2c AdQh7s4h2c 7d6h4s4c3h 
Qs9s6s6d4s 9s9h4h3d2s Kc8s8c5h2c Jc6h6c2h2d 
Ad8c7s5h2h Th5h4d3h3d Qs8s8h3h2c Ks8c7s5h2s 
Kd7h6h4s4c 8c7h7c3h2c KhTs5d3s3c AhTc6d5c2s 
Qc6s4s3s2c Qh8s8c5d3s Kh8h5h3s2s Td9c3s2s2c 
9h8s5d3h3c Kc8s8d7h4h Kh9d8s2s2d 9d8c7s7h2h 
9d8s6h4c2d KcTsThTc8s Ts7d5s3h2h Js8d8c5d2d 
Qs9c8s7d3s 7s7c3h2h2c Qc8c5s4c3h Td8d4c3c2h 
Qc6d5s5c3c QhJd5h2h2c Qs8h5s4d3s KsJs9d3s2c 
Td8c7d3c2s Jd8s7h3h2d 9c8c4h2s2h Js8c7c6c3h 
Ts7h5s5h2h Qc7c5h2h2d KsJh5s3s2d Ts9h8s4s3s 
Qc6c4s2s2d Kd9s8d4h3c 7h7d6c4h2s Qd8c6d5d3d 
Jc7h4s4c2s As7c5h3d3c Js7c6s4s2c Td9h8s4c2s 
TsTh5h2d2c JsTs3h3c2d Ks9s8s5s3c JhTh6s3d2c 
Js5d4d4c2c QcJc5c3s2h Js9s5s5c4s Jd9c7d4d3s 
Ac7c6c3d3c Qh7d5c3h2c 8s7h5d4d2d QdJs6s3h3c 
Qc8s8d6c2c 7s7h4s4d2c 7s6s6d4h2c Tc7d5c3h2d 
Qs9d4c3s2c Js6c5h4d2s Td9d5h4c2s 9d6s4s2h2d 
KdTh8h5h2c Jh6d6c5c3s Kh9c6h4d2s Kc6s5h5d3h 
KsJd8h6h3c Td6h6c3h2d KdTh7s5h2c Td6s4d3s2c 
KsQc9d4d3h Qd7s6h4s2h JhTd3c2s2h Th8d5s5c3d 
Jd9s6s4h3c KsJd8c6c3h JdTc7d4s2d Kc8d4d2d2c 
Kc8c6d4c3h AcQh8d4d3d 9s8d4s4c2d AdJd6d5d2s 
Qc7c5d3d2h 7d5d3s3h2s KhQh8s4d3h Jd9c6h3s3d 
Jh9h7c5h2s Jh5d5c4d2c Qs8c6d5h3d 9s8d5h4h3c 
AdQs9h5h2h JsJd6d4h2d Qh9s8d5s2c 8h7d5d4d3d 
AsQd5d2h2c TsTc7c6c2d QhQc2s2h2c KhTc7d5c2s 
Th9h7h3h3d Jc7c6h5c3c Kd9d9c3d2c 9c8h6s3s3d 
8c7h7d3d2c 6h5c4d3c2s Qs7s5c3c2h Qs8d7s7h3c 
8d7s5c2h2c Th9h9d5h2h AhTc6d5d2s Td7d5c3c2h 
KsJc8h6c3c 5h5c4d4c2c KcJd6s3c2h Qc9c8c5s3c 
KdJs6c3h2d 9c8c7c5c2s As9h9c7d2h KhQc8d4s3c 
Jd9c6s4h3c Th8s8d7h2h Kd8h7s6h3c Jc7d6c4c2d 
9s9h6d4c2s KsJc7h7d3d JhJc6h6d2h ThTd5c4s2h 
Kd7d6s6h2c Qs9d8h7c2d Ad9c5s4s4h 9d7s7c6s2h 
Qh9d8s8c3s Tc6c5s2s2h Kd8d5d4h3c Qs8c5d3s3h 
Js8d5h5d3c Qc9h9d7d3d Jc7h5h5d3s Jd9d7s3s2d 
8h6s5s2s2d AcQc9c4s2c Js7h6d4s3s Qc7h6c5c3c 
Td7s5s4s3h JhTd7c4c2c Js9h7s7d2c Jh9h7h4s4d 
Jd7d5h3s2s Jh8d4s4d3s KsQd8c4h4d 8c7s6s2h2d 
Qs8s6c4h3s AcKs9d6d2d KcTd8d5h2d As8d5h3s2s 
6s3d3c2s2d Jc7d5h3c2d Kc7s6d4s3h QhTs8h3h3c 
AdQs7s6s2h Ks7h6c4h3d TsTh5d4c2h 8s7s5s4h3s 
Kd8h4h4d3d 8s6d5d2h2d 8c7s5s4d2s Js8h6d4d4c 
As7c3s2s2c Qd9s8d5d3d Qh6h4d3s2d Ts8d8c4h2s 
Ts8h7d4c3d Qd9s5c4s3h 8d5c4s3c2s Jh7h5d3c2c 
Kd8s8h7c4c Jh8d7d6d3c Td9s8d4c2d Jd9s6d4h3d 
Td7c5h3s3d Qh9s8h5h3h Ts8s6s5s2h QsTs5h3s2d 
8s7c6s3h2h Td8h6s3s2h AcTc5c4c2s KdTh9h3s2h 
9d5s5d4s2s Qs8c4c2s2h 5s4h4c3s2c Js9s9d6s2c 
QsJh5d5c2c Qh9d5c4s4c Qd7s5c4s4h AcKc3c2d2c 
Tc8d5s4c3c QdJs6s3s3h KcJc9d3c2h JhJc6h4s2h 
Ad9h8h5s2h Kd7d6s5c2d Qh9h8h5d3h Js9s8s7d2s 
8s7h5d4s2s 9s8h7s7c3s Jd5s4s4c2c AsKd9c4c3c 
Qs8s7d6c3s 9c8s5h5d3s Th7c5h5c2c AcQs3s3h2d 
AhQs3s3d2c 9h8h8d4c3h Kc8d5c3d2c Jc8d4h3h3d 
Qc6c4s2s2h 8s7c5s4h2s Ad6c5s4h3h Tc9h3s2s2h 
7h5d5c3c2h 6s5d4c3s2h Kh8h7h5h3s KdJd5d3h2s 
Qc9d5s4d3h 8c7h5h4d2h Qh8h4s4h3s AsJc6s6h2s 
Kh9d8c7d2s JhTs5d2d2c Qs5c3h3c2s Ad8h6s5h2c 
Jd8s6c4h4c Ks9c8c6h2d KdJd5s3d2h Qh7h5d2s2d 
Jc6c5d4h4c Jc8h8c6c3s Td7h7c3s3c Jh9h6h4s3c 
QcTs8c3d3c Kc9h8c4d3s Ts5c4s3s3c QdJc8h7s2h 
Ts6c4s3c2h 8s7c6s6d2h As8s7s5s3s Jc7h5d5c3c 
Ac8c6d2s2c Js8c6h5h3h Jh7h6h5h5d QdJs8c7h3c 
QsTh8s3s2d Jd8s5h4d2d Ac7h6s4s3d Qh9h5h4d4c 
Ad6d5c4d2d Ts7s5h3h2c AdQh4h3s2c Ad9c7c5h2s 
AsJh5h3c2d Qs6s5s5h3c Qc8h6h3c2h 4h4c3s2h2c 
Td9s9d3d2h Qh9c6s3s2c AcQh7h4s2d KhJsJd7c2c 
Qs8s6s4c3d AdKh7h4h2h Kd8h6c3s3d Jc8s7d4c3h 
7s5h4d3s3c Th8h7h7c3s KcQd8c4c2h Js8s6h4d3c 
Ac6d5h4h3s Ks8h7h5h5d AcKs8h4d2d Qs7d5c3s2c 
Th7h5d3c2d QdTs8d3d2c AsTc6d4h3h KcJc5c3s2d 
Tc9d8s4d2h Js6d6c5c3h 9d5s5d3s2h 8c7s6c3s2c 
KsJd6c3s2h 8c7d6s3s2d 8c6s6h4h2d Td8h6c3s3c 
Td8h6d6c2d Qd9s8h5h2h AhTs6d5s2c JdTh7h4h2c 
Qh6h5s5h3d Jc9s9c6c2h KcJh6s3c2d Kd9c6h6c4c 
JhTc5s2s2d Qs9d7c4s4h As7d5h3h3c AsJsTs6s2s 
9s8h7h4h4c Qs9s8s7s4h 7s7d6h2s2c Th5h5d4d2d 
Ts8h6d3d3c Jc8d6s4h3c 6c4h4c3h2d Ac9h7h7d2s 
KhJh8h5h2s KsJh8c6c3d Qd9c6s3s2c AcQd8s6s2s 
Ts8c7h7d3d Jh9s5d3d3c JsTc7d4c2c 8s7h6h4h2d 
Ad7c5h5c3c Qc9h8d5h2s JcTs3d2h2c KhQs6s3s3d 
Jh9c5s3s3d 7s6s6d4c2h AsJh7s3d2s Jd8h8d5d3d 
JsTd7s3h2c AcJc8c7c2c KdQs9s4h2c KdQc8h4s3c 
QsJs6h4s2c QcJs7s6s3s Ah9c7s7c2d Td8h7s7c3s 
KdJs7h5s2s 8s7c6d4h2s Qd9h7s4d4c 9s7s7h5s2d 
9s8d5h5c3d Jc9d6h3s3c 6h5d4s3c2s Jh7s6h4c3h 
AcJh9h4h2s Jh6h5c4h4d Ad9c6h5c3c QcJc7s3s2s 
KdJs8h4s3c KdJd6h4c2d Qh7d5s4s4c AcKs6s6d6c 
8h7d6c3c2d As7c5h5c3c Jc8s7h7d3c KdTc8s4s3h 
Kd7d7c3h2h AcKd4h3s2s 8s7h6c2h2d Ks8h5h5d4c 
KcJd8h4d3s TsTc7h6s2s Kh9d8h4s3c Jh8c7h6h3d 
9h8s6d4c3s 7c6s6h5c2d AhTc9d3s2c KhJs9c7c2c 
Js8h4s3s3h JdTh7d5d2d 6c5d4s3d2h Jh5d4s4d2s 
Ks9s7c3h3d Qh5d3d3c2h Th8s5s3h2s Jd8s7s6s3c 
Ac8s7s7d2s 9s8h6c4d3h Ac9c7s4c2d QdQc7d4d2h 
Qh8d5h5c2s Qd8d7s4s2d 8s8d4h3d2h Td9s8c4s2h 
Jd6h5s4c3s Jh7d6d6c4d 8d6h4s3d2s TsTd7d6h2d 
JdJc7s5h2h Qh7s6h4h2s Td9c6h4s2d 7c6c4c3h2h 
Qh8d8c5s3d 9d8c5s5h3s KsQs9s8h2s KcQc4s4h2c 
KcTd8s4h3h Qs9h8h7c3d Kh9s9h3h2s Js8h6h4h4d 
JsTs7h7c2s Td6s5s3s2d Tc9c7d5c2s QsTd4h4c3c 
Jh8d6d4s4d KsJd8h4d3c Jd7c6c4s2s Jc9c7s3s2c 
9d8h4d4c2h AsTd6c5c2h 9h8s7c3s2c Ad9h9c7s2h 
Kh9c8s5s3d As6c5c3h2h 8h6h6d4h3c AsQh7h6h2c 
Ah9h7s4h2d Kc9s8d7d2h Jc9s4c3c2s Ks9c8h4h2c 
KcJs8d4s3h 8h7s5h4c2h Js9h7s4s3c QhThTd7h2h 
Ad9h8c6c3c 7s6c5d4s2s Kd9h5d5c2s 7h7c6s4c2d 
AsTs5c4s2s Ts6d5s4s4h Tc8s6d6c2c 8d6s6d4d3h 
8d6h6c4c2s Jc9c8s7c3c 9h8s4s4h3h JdJc7c4h2s 
Kc5c4h4c3d KdJc4c3s3c Js5c4c2s2h KcTc5h4c2c 
Ks9h8c6c3d KhTc4s4d2h Qc8c6s3s2h 9d8h6s3s3c 
Ks9h9d8c4h Td9d7s5d2h Jd9d5d4s4d QsJd6d3d3c 
