KdQsJs8s3s 
Ac9d6s5d3h Tc6h4h4c3h 9h7c4d3d3c Kd9h7s7h2s 
JsTs6c3s3d Qc9s8h5d3s Ac7s7h3c2d Js8c4d3s3d 
Th8h7s5d2c KhQd9c8s4s AsJh8h8c2h QhTd6h3h3c 
Th7d7c6d3d Ac8s8h5h3d QhJd9c3s2d 9c6s5h5c3d 
Kh7c5d4c3s Qh9h9c4c2h Qd9d8d8c4h Ts7c6c4c3h 
Qs7h6c5d3d As5c4s4d2s Td8c7s5h3h Ad7c6d3h2s 
Kd9c7c4d2d 8h7s4h2s2c Ac7c6d6c3c KcJs5h3s3d 
Jc9d7c4d2d KsTh8h6h2d Js9h5c4c3d Qs9s9h4h2s 
KcTd8s5h2d 8d7h7d5s2c Qc8h8d6c3s 9c8h4s4c3h 
KhQd9d8c3d Qs9s8h5s2c Jd7c4s4c3d Ks7h6s6c3s 
QhJc4s4d3c Jd7c4h3h3d AdKs7c6c2h Th9c3d2h2c 
Qd9d8s6h2d Kd9d9c4s3h KcQh8s8c4c Tc9c7c6d2h 
Qd9s7s5s3h Th9s8s5s3s KsQs5h3c2s KdQd5c3h2d 
KhTdTc7s2s Tc8d8c4s3h AsJh5s2s2c As6s6d2s2h 
Jd8d6c3d3c JhTs7c6h2d Jc9d8d5s2d KhJh9h5h2s 
9c8d7c5c3c KcQh8s4d3c KhQs9d4c2h AhKh7d2h2c 
Jd5s4s3h3d Td6d5c4h3s Th7d7c5h3s 7h7c5d2s2h 
Td9c7d6d2s Td6h6d5s4d JcTd9d3d2d KhTs8d6s2s 
9h8d6c4s4c Js8c5d3s2d Kd8h7c6d2d Jc9c6d4h3s 
Jc9h8s5d2s Jd8s5d3s2c KdTd6d4s2c AcJh8d6s3d 
Jh7s7h4s2d 9d9c7c5c2s 8s8d7h2s2c Qh9h7h5d5c 
QcJh8h8d3s Td9c6s5h2d Ts8d8c7h2s Qs5s5d3s3h 
KhQh6d3c2s QcJd6h4c2c 7c5h4h3s2c Th8d8c5s3d 
Ts8c5s4s4h 9c8h7d5s2d 9c6c5d5c3h Kc9s8h7s4d 
QdTc6d4s2d KsTc9h5h2d As6h4s3d2c Td9c7d3c2c 
KcTc8c4s4d Ts9h7d6d2d KhTs6s6d3s KdJh7h4s4c 
QsQh9d7d2d QhJh9s7h3h QsQd9h7c2c Jd8h4s4h3d 
Qs9d9c6h3h KsQcJh8h3h Jc9c5d4s4c As7h7d6c3h 
9h9c8h2h2d QsJsJhJd9h QcJh9c4c3c Jh6s6d5c4h 
AsTd8h4d2d Td8d7s5h2c Ks6s5h2s2h Tc9d7d6d2h 
9h7d6h4s4h 9d7s5s4s3h Qs5h4h4c3c Js7c6h6c2s 
Ac7c4h3c2h Th5s4h4d3s 6h6c5h4s2d AsJd3d3c2c 
9s9c3s3c2s AsQc8d6h3h Tc9c8c7d3c Qd8d6c5h3d 
AsTd7h4h3h 7d6h4c2h2c Jc7d5d4c2c Ah6s6h2h2c 
Ks7s6h3c2h KhQd7h4s2c 9h8d6d3h2h QdJs5s5h2c 
Jd7s5h5c3d QdTd7d5d3h As9d8c5c3h AsTh6d4c3h 
JhJc8h4s3h Ad5s4d3c2d Ks9h7s7d3s Qc9c5h3h2c 
Qd8d5h5d4c Jc6h6c4d2h KdTd3s2s2d KcJd8d6s3h 
AsTc5h3h2c AhTdTc3s2c 6s5d3s3d2c Qs6d5s5c3h 
Jd9d7c3c2h 9h7d6d5s2c Th7s6h4c3h Qs5c4c2s2h 
Kc9h9c4s4d Tc9c5s4h3c Js4s4d2h2d Jh9c8s8d3s 
9h6d6c4h2c QdTs6d3d3c 7h6d5c4d2s KsJc8c6h3d 
KsTs7h7c2d QcTh7d4h3h AcJd6d5s2h Qs9s8d3s3d 
QdJd9h9d4d Kc9s7h6h3h JhJc9s4c2c KhTh7h4h3c 
Ks8h6c5d5c As9s8s5s2c QsJd9d4d4c KdQd7d6s2c 
KhTc7d6c2s Qh9h5h4d3s KcQdJh8h3h 6s5h3s3h2c 
JdTc6h5h2s Kh4s3s2h2d Qs8s5s5c4h Tc9s7d6h2d 
Qd8s8d5c2h KdTs6c5h2s 9s7d6d5h2c Kd7s5h4s3c 
Td6c5d5c2c AcKcQc8c2c Jc7d5s5h3c Ah6d6c5s4s 
8c6c5c4d3c Jh8s4s4c3h QdTh7c4s3s 6d5d5c4h3s 
8d7s6s4h3s AsTh8c3h3d Jc8c6s6d4c Kd7h7c6d3d 
Jd7h7c6d4d KcJc8h7c2d Kd8s8c7h4s Kd8c7d4s3h 
Qs9h9d8h3c Td9c7h4h3s QsTs9s4s4d Qh6s6h4h2s 
AsJd9s9d9c Js9h8c6d3c Qd9d5s3s2d Tc9s8c5c3c 
Jh6h6c4d2c Qs8s5d3c2d Td9h5h5c4h Qc9c8d3d2c 
9h7d6d5d2c KhQs4s4c3s AcTh8h4d2h KhTs5c2h2d 
QsJs9s9h2s QsTc6c4c3c Jh9c4s4c2h Td8h6s5s2c 
KsTd5s4s3s 9h8c7d4s4h Ad7h5h5c3s TsTh8c5d2c 
Th9c7h6h2d Qc8s4d3d3c Kc8h6c5c2d Tc8h5h3d2c 
Td6s5d4h4c AhJd5c4s2d QsQc7d5d2h Qd9c8s2s2c 
Qs8h8d4s4c Th9s4h3d2d KsTh9d3d3c Kc8c6c5s5c 
KcJc8s6h2c AdJs8h3s3c KhQs4s4d3s 6s4d4c3h3d 
Kh8c6s5h2h 8s8d7c2h2d 7d6s5c4s2h 9s8d4d3s3c 
KsTd9c4d2h JdTs7s5s2c 9s7c5s5c2c Qh8c6d4d2c 
9s8d5h5c4s QhJh9d7h2c QsTc9h3d2h Qc5c4d2h2d 
QcTh4d4c3c ThTd5h5c2s Kd9d6c4d2c KcJc8c5s5c 
8h6d4h2h2d KdTs7h7c3s QcTd5h5d3d 7s6h5h5d3h 
Td9h7c4h3h Td8s8h7d2c Kc6c5c4s4h Jh9h7c2s2c 
Ad8h7d3s2c AdKd4d3h2d 8c7h5d4c2s 7h5c4s3c2h 
QdTs6h5c2h QsJh8s5s2s QdTd9d7h2d Qc5d5c3h3c 
Tc7d5s5c4c ThTc7s4d3d 7c5s5c4c2s KhJh9h5h2d 
Qh8s6c4s2c Qc9d8d6d4d 9c6s5h4h3h Td7h5d4d2h 
AhQh9h4c3h Qc9d8s5d3h AdKc5s3h2h Qs5d4d4c3c 
Ac8s8d5s3h QdJs4d3h2c QdJs4h4c3s QdJc9h7s2c 
Ts8d6h5h2c KsJs7s4h4d 9s8s8d2s2c Qd9d5h2h2d 
AhQs9c5d2d Tc7h7d4d2h Qs6c5c3s2c 8c7s7d5c3c 
Kh7c5c4d3s AcQc7s7c3c Ah7h5d5c2h 9s9c8c2d2c 
Qc9s8d5c2c QsJc6s4d2s Ks8c4c2s2h 8d7c6c4s3c 
Th9s4s3h2s 9s9d8c5d2d Ac5h4d4c2c KhJh9h8d2h 
Ts9s7s7h4s As7d6h4s2s As9h9d5d4d JhTs6h6d2c 
KcJs8h8d4d 5h5c4s4c3d KsQh9h7d3h QdJs7c5h2d 
Qh4h4d2h2d Th7c6c5s3c Jh8d4s3s3h 9s9h7c6h2d 
Qd9s6s6h4c AhJc4c3s2s Qh9s4h4c2s Ks9d9c5h2s 
AsKs8s8h2s Th6h4h4c3c As7s6s6d2c 9d7d5s4d3h 
AsJc9h5h2h QcJc9h3d3c Js9h5h4d4c Ah7h6s6h3h 
Qs9d5d4h2h Qs6s5c4s4d Qc9s9c8c2h Td9h8c3s3d 
Ts9s3c2h2c Qh8c6s6c4c AsTs7s7c2s TsTc4c3s2s 
As9d8d8c2h 9s7d5d4h3d QcJd5s3h2c AcTd8d3s3h 
7s7c4c3h3c Ks9h9d5c2s Qc9d8c5c4c KdQs8s5s2h 
KsKc7h3d2d KcTsTh7d2d Qc9s8s6h2d 9s6c5s4h4d 
KhTh5c4h2s JhTs7h7c2d KdQd5d4h2d JhJd6d3h2h 
Qs9c7h5h5d AdQc9h7h2s 9d8c7h6s2s QdTc7h6d2d 
QhJh9s9h2h AsTc9h5d2d Kh6h4s4c3d KhJh4c3h3d 
Td9d7h6d2s Th9c8s3h3d Jc7h6s6d5h Kc9d9c8c2h 
9s7s5s4c3h KhQh6d4s2h Kd9d6c5d3d Tc9c3h2s2h 
Js9d7s3c2c Tc9s3d2d2c Ac6d5s5h4d KcQs6s6h3s 
6h5h5d4s3c KhJh8c7h2d QdJs8s6c2s 6d5s5h2h2c 
AsKs8s7s3s KcTc8c7s3c As7h7c3s2d AsQh9h4c3h 
QcTh9s4s2s 6s6d4h4c2c 9s9d8s7s2h 7h5d5c2s2c 
8h8c7d2s2c Tc8h8d6d3d 9d7s5s4c3s AhQh9h2d2c 
Kc6s4d4c3h AcQd9c4c3c AsQs9c3h2s 9s7h5h5d3h 
AhTc6c4s3d Ks8d8c6c4c QsTd7c4h3h Td8d6s3h2s 
AdQs3d2d2c Jd8c6c3d3c Th7s7d6s3s Ac8h8c6c3c 
6c5d5c3c2d JsTs8c3s3h Qc9c8d3d2d Ah9s8s3d2d 
AdJd8d3h2c Ac6s5c2d2c KcQsQh7d2d KdJd8h6c2d 
Qd5h5d3d3c JdTc7h5d2d Kh9s8d7s4c Qs5d4h4d3h 
Ts8s8d5h3s Ts6d5s4h4c Th8d7s5c3c KsJs9s5s2d 
AhQd8h4h3h Ts7h7c6h3h JcTh7s5c2c QdTs8c4h2s 
Td9s7c6h2s As9d9c4h4c Kc8d7c4d2c Kh5d4c3d3c 
Qd9c8s6c3h KsTs8h6s2s Th7h7c6d3h Qc9s8d5h3s 
Ts9d5h4h3c 9d8s7s5s2h Qd9s5d2s2d AdQc6s3h3c 
TdTc8s5h2s Td8d7c5h3d KsJs8s6d2h AhKh8c3h2d 
AdTc9s5s2h Jd8s5c4d2h Jh9s8s5c2s AhJs8c6d3c 
Tc7s7h2s2c JhTh6c3c2h Jd9s5h4s4c 9s7c5h4s3s 
6s5d3s3h2h KdQh7d4s4d Th8s8d7h2c Td7d6h4d2h 
QhQd8c4s3c Qc8h5d3h3d Qd8s8c4h4d Ks8s8c5s4s 
Ad9s9c6d2d KcQh9s8d2d 9h5d4s3s3h Qh7h7c5h2c 
Jc7d6s4h4c Jh7h5c4h2c As8h7s3d2c Jc9h5s5d3d 
Kd8h4d3h3c 9s7h6c4s3s AdTd7d5d2h Kd7c5c4h3s 
Qh7s6d6c5s QsJs7d3d2c Ts8h7d5c3c Qh9s8d6d2c 
Qh7h7c5c2h KcQs9h8d4d 7s7c5h4s2d AdKsKdKc7d 
QcTs6c4h2c Qd9s7c5h5c Ts5h5d4h3d QcTs6c4d2c 
Js7h5h4s2s Th7h6c4s3h 9d7s6s5c2h KcTd8d6d2s 
KcQs4s3s3d Td6s6c5h4d KhJd9s8s3s AsQh8c6d3d 
Jh7d7c6s4s Ts6h5d4s3c 9d8d7c5d3d 8c7h5s4d2s 
Jd9s7c3c2d AhTd9c5c2c Th8d8c7d3s 9c7s5h4d3h 
Qs7h7c5c2h Kc8h6d6c2s Jh6h5s5d4c 9h5d4h4d3c 
Jh7h7c6c2c KdQc9s8h4h Jc4s4h2s2c KsJsJh8s2s 
Jc9d4s4c2d AdQc9d3h2d AhJc8s4s3d KhKd7s3c2c 
QhTc9s4s2s Jc7d7c5c4c 7c5d4d3h2c Qs9c5c4h2h 
JhJdJcTc8d KsQsJs8c2s Qs9c6d6c4h Qh9s8d5h2h 
AdTsTc6h2c AdKc7h6h2s QdTs8h3d3c Kc5s4d3s3d 
Th9d8c5s2s JdTd7d7c3d Jh9c7d3h2c Td9d8d7h3d 
KcTsTh7h2h Kd9s8h6s3c KhJd8d6c3s QhQd9h7h2h 
KcQc5c3h2s AsKd3s3h3d Tc9s7c3s2s KdQs9h8c4c 
Ts9c3h2s2c Kd8s6d5d2c 9s9c7h6c2d Qs9d8s5s2h 
JhTc4c3s3c Qh9d8c5s5d KdTs9c5h2c ThTd9c4s2s 
AcJd7d5d2h Ah4s4c3h2d KcQd9d7s3d TsTd7c4h3h 
7s6c5s4s2d 7d7c5h2s2d Th5s5c4s3c 9c8h7c3d2h 
Js7d6h5c3d Jc9s9h4s4d Qs8h7s5s5d AdQs4h4c2s 
KdJh5h4h2c KhJdJc6d2d AsTsTh4s2s Td9d5s4h4d 
KdQh9s7c2h Qd9s8h7d4d KhQh5h3d2c AsQs9s3h2d 
QsTh9d4d2d AsJc7h4d3d Qd9d8c6s2d JdJc8s7h3h 
Jh9h6s2s2d AcTh6h4d3s Tc7c6s6c3h Ad6s6h4s2h 
Ks6c5s4h2s JhJc5s5d2s KhQh8c4d3s Ah7s6c4h2h 
KhQh5c3s2h Ac4c3s3c2s AhTs6h6c2h KdJc7h5d2d 
KsQd8h5d3d KdTs8h2d2c QdTs7c4h3c Ts9d4s3h2h 
9h7c6s4h3h Jh8d8c4s4d Qs8s6d5h3s Jd9d5c2d2c 
6s5s5c3s2c KdTc8s5h2c KdJh8h5h5c Ac7c6d6c2s 
AcQs9h5d2d 8c7d6d4h3d Qs9d5h5d4c Ks9s9d4h4c 
8h7d7c4s3d Js9d4s4h2d AhTc9s5d2d Jh7c5c4s3d 
KsJc9d8d3d Kc6d4s4c3h QdJd4s3h3d KsQs8d4h3c 
9h8s5d4s4c QhTd9s3c2s KhTd9s5s2c Jd8c6d3s3c 
Th8c6s4h3d Ts9h7c4h3h 6s6c4s3c2s Ks4c3s3c2d 
QdQc4h4d4c AdJc8h4h3s QcJc9h7c3c KsQc8s8h4s 
Ks7s6c3h2h Qs9c8d6h3d Kh9d6c5c3s Tc8d7c5s3c 
Td8h5s2s2h AdKc7s6s2h Qc9h6d6c2s AdTh8h4c2h 
Jh8s5d5c4s Ad8s7h5s3s Ts8c6d5s2h Qc6s6d5c3c 
KcJh8h6d3s Th7h6s6h3c JhTs4s4d2c Kh9s8d6s3c 
KcQs9d8h4h Jc7s6h4d4c As6h6d5h3c Th9s3h2s2d 
8s6d5d3d2s 9s9d7d4h3d AsJc9d5h2h As6s5h4s3s 
Ts9d6d4h3d AdKh7c6c2s Js8c4s4h2h Jc8h4s4c2s 
Ts9c5c4d3h Jh7s4c3h3c KhTs7c6s2d 9h8s8h4h4c 
QdJd9s9d4d KhQd6s6d3d JcTh6c5c2s AhQh7h7c3h 
9d7d6s4h3d Qh9h8c4c2h Ks9h7h4s2s Kh8c6s5s5d 
Qs7h5s5c4s Jd6s4s3d3c 9s8h6s5s2s KdQd8d5c2h 
Qs8s8d6h3s Td5s4h3h3d 9c8h4h3d3c Kc9h7s6s3s 
KdJh7d6d3d AhQh3c2h2d AcQd9s2h2d Qs5h4s3h2h 
TsTc9d4s2s Td8s8h7s2c KhJh4s4c2d Td9s7c6c2h 
Ks6d5s3s3c 9h8c7h5h2s QhTh5c3s2d 7d5s4c3c2s 
9h6h6c4h2c Jd8s7h3s3h Kc7d6h6c3c Ts6d4s4d3d 
Ks9c8d6c3h JdTc7d3h3d 9s7h6h3d2s AdKd8s8d2d 
Th8d6c5h2s Kc8h6c4d2s QdQc7s4h2c Kh9s7h7d3h 
Jh9s8c5d2c 9h7s5s4s4c Jd9h9c4s4c QhTc9s7d2d 
Qc8h6d6c3s QcJd8c5c3c As9d6c5d3h Qs9s8h5d2s 
QhJh9c7h3h AsJd8h4h3c Ts8d5h2h2d KcJd9h4h3h 
Qd8s5c3s3c 9d7h5h4h3c Ks6c5h5c4d Th5s4c3h3c 
Jd9d7c4c2c KcQd9h8s4h JsTc6s6h2d Kc9d7h3s3c 
Ts9c8c5c3c Tc6s4s4c3c 9c7h6c3h2s JsJc8h7d3d 
Tc9d7h6h2s AsKc5h3d2d Qs9h6s6c2d Kh8c6h3c2c 
JhTc7c5c2s Kd6d4h4c3s KdQc8c6c3s Ks6c4s4d3h 
Qh8d5h3d2s KcJc9c8d2c Ks9s8d5s5h JhTd7d5d2c 
Qd8h4d4c3c 9h7s5c4d3d Jh9h6d4s3c 8c7h6h4h3s 
Qs9c4s4d2c Qs8h4s4d3d QsJd9h7c2d Td8h8c7s2c 
AcKh7d6d2s 8s8c7d6c2h 8d8c6s2h2d AhQd7s3d3c 
Td9s7h4h3h 6h6c5c4s2d Kh6c5h3s3h KhQs4h2d2c 
KhQc8d7c2s Kh8s8d5c2h Ks9s8c5s5h AsTs6s4s3h 
Qc8d4c3h3d AsQc3s2s2d Qh6h4s4d2d 9h5s4d3h3d 
KhJhJc6h2h TdTc8h5h2s Qd9s9d4h3c 7s6h5s4s2c 
Kc6h6c3s3c QdTc7h4s3s Qd7c6h6c4s 9h7s5h5d3h 
Ts9s7d7c3s 7c6s5h4h2d KhQc9c8d3c Tc9h8d5s2s 
Kh9h8h8c4s 8s6h5h4d2h KhJhJd8h2h KhTs8c2h2d 
Js7c5c4d3h Jh8c7s7d4c Jc8s4c3s3d ThTd9s4h2h 
JcTd4d3s3d Kc8d6c5c2h 7d6h5s4h2c Kh9s9h8c4h 
Js8h6d6c4h Ah6h6c2s2h 9s7d5d4d3h Ac9h9d5d4d 
9s9d7c5h2s AcQs9h7h2d As7s4c3s2c AcQh9d2s2h 
TsTc9s3h2s QsTc5h4d2c 9s6h5c3d3c 9d7h5s4c3s 
Ks9s7s5h3s Jh7h7c4c2s Jc6s4s3h3c KsQhJd8d3d 
Kc7c6h3d2h AdTd7d2h2c Ah6s6d5c4c KcQs8h5c2c 
Jh9s9c4s4d Js9s8c6s4s Tc8h8d5s3h JhJc8d7d3d 
QcTh9d3d2s Ks9d8h5d4c 8h8c6d4d2s Jd9d6s3h2h 
KdTc8s6c2c 8d6h4d2h2d JhTc7h3s3h Kh5c4s3s3c 
KsJd3h2h2d QdJc8d7s3d JcTc8h3s3c Js6c5s5h4d 
Jh7s4s4c3h JhTc7h3h3d 9c7s6s4s3d KhQd7h4s4h 
Kh7s5s5d4c KhQc8d4s3h Js7h6d4h2s 9s9d6c5h2c 
Qc8s6d6c3h KcJh7d5c2c KhQd5h5c2h JsTs7h4s2d 
Kd9d8c5s5d Ks6h4d4c3s Jc9h5d3s3c As7d5c4d3h 
Jd9h8d3h2d KsQs5s3h2c Kd7s6h6c4h TsTh9c4d2d 
AhQc9h3s2h QsTc6c5d2c AdJh8s6c3s QdTs7s6c2h 
KhJd8s8c4c Kh9h8s5h5d QdJd9c6h2d Kh8c6h5h2s 
Tc8d6h5c2s Jh8d5c3d2h Td9h7c4c3s 9s8h7c6d2h 
As6d6c4d2c Kh9d8s6d4d Tc7d5d4h2h Js8d6s3h3d 
Th9c8c5c2s KsJd6d4h4d Js9s8c6d2s Qs9s8d5h2s 
QsJc4s3h2d QsJd9c4d2h Jc9h9d2s2d KcTs7h6s2d 
AsTs6s4s3c 7c6h5d4h2s Kh6h5h4s4c KsJc8h5c2d 
KcTc8d6c2c Tc7s6c4h3c Jd7c6s5h3h JdJc9h4c2c 
Td8h8d5c2s ThTc6s6d2h Qd8h7d5d5c 8c7d5s4c2h 
AhTs9d6c2d Jd4h4c2h2d JdTh7d3d3c Qs6d4s4c2d 
AcKd4c3c2c JsTd8h3s2c QdTs7s6h2c 9s7d6d3h2s 
KsTc5s4s3s KsQc5h3d2c AdTh6d4d3d Ts9h3d2s2d 
As7c6s2h2d Qh8c4h4d3d Kd9c6s5s3h QhTd6d4c2s 
Jc7d4h4d3c 7c6h5s4d2d AsTh8d3h3c Tc8d7c5h3c 
Td7d6s4d4c Ah9s6d5s3c Qs5s5h4s2h Th9h7h6s2c 
Ah9d8c6c3s Ac9s8d4d2s AcTsTd6h2d KcJc8c4h3d 
JhTs7h3h3c KsQs5h3d2s Th8s6h4d3c QdJh5h5c2s 
Tc9c3h2h2d Qs9s8s8h4d 9h8c7c5c2s Ac8h7d5h3h 
QhJs8h7d3h KsQh6h6c3h Ah7h6c4h2s QdTs7d3d2s 
Qs8d7h2s2d 6s6c4h4d2h KcJc8c4s3h Ah9c8d5s2d 
AsQs3h2s2d KhQc9d3s2h Js7s6c4h2h Kc8s7d4h3c 
KcTs6d5s2h Jh8s7s5s5d Kc6d5h3c2s 8d6d5d4d2c 
Tc8h6c4s3d QcTh9c5c2c Qc9d7d6d4d Ah7h6h6d2s 
Qh7s7c5s2c TsTc8d5c2c 8s7h4s2h2c KdQc8s5d2d 
Qc9c8d6s2c KcTh8s6h2h KcTh6d3s2c KdQh8s7c3h 
5h5c3h3c2h KsJh3d2h2d Qd9d8s3s2s KcQh9s8d4d 
Ad5h4d3c2d Qh8d4s3s3h Kc6d4h4c3s KcQh9s4d2c 
Jc9h7d4s4c Kc8d6c5s2c Jc9s8h5h2h 9d7s6s6h3s 
AsThTd6c2d Jd8h6d3h3d Qc9s7s5h3s Ah8h6h5h3s 
KsQsJd8s3s Ts9s6s4s3c Kc7s4d4c2s 7d6s6h4c3c 
JsTc7d5d2h Jd4s4c2s2d QhTd8s4c3s KsJs8s6h2c 
QsTd6c5h2c QhJs5d3d3c Kc8s8d5h4d 9s7d6c3c2s 
Qs9s5s4d3h QcJs5d3s2h Qd9h8d5d4d 8d7s5s4s3c 
Th6d6c5s4h 8h8c6d2s2h Js8d7h5d3c Js9s5h2s2h 
7d7c4d3h3d JcTs7h5h2d KsTsTh3s2c Kh8c6d5s5d 
Js8s7s7c4s Ts9h9d4c2s Qh8s8h4d4c Jc7h6s6d4d 
9h7d6s6c3d Ks6d4s4h3c Td6d5s4h3c Tc8d5h4s4d 
As8d7c5d3d TsTd7s4h3s Js7s7d6s5s 8c5c4h4c3h 
Qd9h7h5h4h KsTs7s4s3h QhJhTc7h2h Tc9h5h4s3d 
7h7d5c4h2s Qd9d6d6c3s 7h7c4h3s3d Jd4d4c2h2c 
QdTc5s5c3c Qc9s9d4s2d KsTs6s4d2h Td5s4h4d3s 
Qh9c7s5c4c 9h8h7h5h5c Ts9c3d2s2d 7s5d4c3s2c 
AhQd7c3s3d Jd7d6h6d5d Jh8h5s3c2c QcJd9s4h2d 
QcJs8c5c2c Ac8s7d5d3d TsTh9d4h2h AsTh6h4c3d 
KsTsTd3s2c Jc9d5s5c3c AhTh7d3h2c KsTd6d5d2c 
Kh7d4s4h2d AhJc8s8d2s Tc9d7d6d2s QhTs7c6h2h 
KsQc8d5c3c Tc9s9h4d2c KcQs7c4h4c Ts9h7s3h2h 
KdTh6s5c2h Td6s6d4d2s Qc9s7d5s4s Qs9h8c5h3d 
9h8h8c6h2d AcTc7s7c2c 9s8s7s5s5d JsJd9c4s2s 
Js7d6h6c5d Qd6s6h5d3d KcJh4d2s2c Tc7c6s6c5c 
AhTd5c4d3s KcTc6c4d2h QdJd4h4d3c 9d6d6c5s3d 
9h6d5s4s3s KhTs6c3s2c Qc9h8d2h2d Tc9h6s5d2c 
QdJd9s3d3c 9c5h4d3d3c Qh6s6d4d4c AhKs9h4h3h 
8h7c6d5d2d JsJd9c6h2c AsKs7d2s2h AsJh3h3d2d 
KsQh9d4s4c 9c8s6d4h4d Qs8h4s4d3h Qc8s5d3d2c 
AhKs3s3h3c QdJd4h3d3c KdQd8d5c2s Kh6h5c2h2c 
AsJd8c4h2d Jd7s6h4s2d Ks8h7d4c3s Js9s6c2d2c 
Qs8d4s4c3d QdTd6h3d3c 7d6s5s5h3s Kh8c7h4c2h 
Th8s6c5c2d Ac8c6c5c3h Jh6s5h5c4d 8h8d7c6h2s 
As9h6c4s3s 7s6c4s4d2d 9d8d8c5d2s QdTh7s4c3s 
9h6s5s5d4s Jc8c5h3d2d KdQs7d4c2h QsTh5d4c2h 
AsJd5s2s2c Tc9d3s2s2c Kh8d7h4s3c KcQd8h7d2s 
Jh7c6s6d4s QcJh8c5c2c QsJc9d7h2c QsTh8d4c3d 
Qs8h8d7h4c 9c7s6s4s4h AhJd8d8c2d Td9s5h4h3c 
9h8h8c6h2s Qh8s6s5d3c Ts8h8c5d3h ThTc7c4s3c 
Js9d7h3h2s TsTd8h6h3h Jc8h7s3s3h 9s8c7d6h2c 
Td8s7s3h2d Js6d4d3s3h Th9s8s5s2c 8s7s6s4s4c 
6h6c4h3c2c 8s7c4s2h2c KhQh8c5s2h Qs9h7d5h4h 
JsTh7s7c2d KsQs8h4d3c Tc9h9d4c2s Qh9c8h6d2h 
JcTc6d5h2c JhTh6d5c2h KcJc7h5c2d 9s8s8h2s2d 
Ks7s5h4c2d Ts7h5h5d4c QcTh8s3d3c QdTs5h4c2s 
Kh7h6h5s5h AsJc4c3d2d Qd6h4s4d2h Jh9h8h3s2s 
KsTs5c4s2d Ah8s7h4h2d 9c6d5s5d4d 9s6s5s5h4d 
Kd5s5c4s2c As8d6c5c3h 9h9c8s6s3s Qd8s6s5h3c 
KsKhKdTh9h KhJh7d2d2c Jc8c5d4s2h Kd7h7c6h4h 
KhQs6s6d3s 8d7d7c5s2h QdTc9h7s2s TsTh5h5d2c 
Td9d9c3h2s KdQd8s5h2d Qc9s6s6d4h KhQh6c3d2s 
9h9c5d4s3s 8s6h4s2s2h Qs5d4s2h2d TsTh9d3h2h 
QsTd6c5c2h Ah9s6s6c2c Js9s9h6s3s QhJs5c3d2h 
Td8h6s4d3c AcQd6s4h3s 9c5s5c4c3s AsTh5d3d2h 
Ts8h6d4s3c AhQh9h6h2s Kc7d5d3c2c Ks9s8h7d2s 
Js8s5c2s2c KdQdJd8d4d 9s9c8h6h3h QsQc8h7h2h 
Jd8c7h5s2d JcTh5c2d2c JhTd7s5h2h KdQd9d8c4d 
9c8c7d6h2c AsKs9s5c2s KhJsJc6s2s Qh9d6d5d3d 
Tc7s6d4h4d KsQs8h3h2h AhKs3s3d2s Jd7s7h6c4c 
KcTc8s4h2c JdTd6c5s2d As9s8s2d2c KdQs4s4h3s 
Js9s4d3h2d Ks8h8c5c4d Qs7s7d5s2d Kc8d7h4d3h 
KdQd8h2s2h Th8d5d3c2h Jd9s8c6d3d Kh8d4h3d3c 
TsTd9c7h2h QdTh9c3c2s Jc9s4s4d2c Kd7s6s3s2d 
Js8h7c5h3d Td7c5s5d4d AdKh7s3d2d KhJs8s5s5d 
QdTc9h3s2h QdJh6s4d2d Qh8c5s3s2h AdTs9h5h2h 
Ad8d6d5d3h QhTs5d4c2s Th6s5h4d4c AhQc9h4h3h 
Ac7c6s3h2d Ks8d8c5s2h Qs9c8s5s4s Ad9h7h7c3h 
7s6h6c4d3d Jd9s8c5c2c AcKs3s3d2s QhQc9s9d9c 
Th9h5d4s3h Qh9s8h5h2d AcQs3c2d2c Ts9d6c5d2h 
Kd6h5d3s3d KhJh8s7h2c KdTc6h2h2c Kd6s5c3d2h 
Jd7d6s6c4d KcJd8d5h3d KdTh5s2d2c JsJh6h3s2s 
AsQd9s4s3s KhJh8d6c2h JsTc6s6d2h KdQc9c7s3c 
TsTd7d4h3d 8d7s6h4s3s Kc8d4c3h3d 6s5s5d3s2d 
Tc9s8d5h2h Jh9s7d3d2h KdQcTs3h2h QhJd8s4c2d 
KcQc7c6d2s 7h7c4s4c3c QdJs8d5d2d KsKdKcJd9h 
KhQc4c3s3c Qh8h6c3s2s Jh6h5s3s2d 9d8s5h4s4c 
AcJd9s9d9c Kh9s9c7s4s QdJd7h3h2c KdTc9h5c2c 
Kd4c3h2d2c Qd9h8h5h4h 9d8s8h3s3c Jh9s7d3h2s 
Ac9s8s5s2d Ks9c8h6c3d Ts8s5c3d2c Qh9h8d3d2h 
Ah5d4h3c2h 7h6d5s4d2c Td9h4d3s2s JhTh8c3h3d 
JsJd4s2s2c KdJs9h4s3s Th8h6s3d2s As9c8h6d3d 
Qd9d7s3s3d JsJhJdTd8h QcTd7s5c2h Th7d5h4h2d 
Qc9c7c5h5d KsQc8c6c3d Kh4s3c2s2h AhKc9h4h3h 
AsJh6s4d2s Ks7h4s4c2h 9d6s6d5h3d 9s9h8c7d2s 
Kh8d6h5h2s QdJd9c3h3d QdTs6h4h2c QhTc6s5d2s 
